[일시]사조대림,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/11/17,27200,27550,26400,27100,▲100,＋0.37%,25340,24065,24396,25281,20387,68939
2017/11/16,25750,27850,25400,27000,▲1350,＋5.26%,24550,23883,24390,25240,43313,69888
2017/11/15,26500,29100,25300,25650,▲1950,＋8.23%,23740,23718,24397,25200,199081,68613
2017/11/14,23250,24100,23050,23700,▲450,＋1.94%,23280,23613,24387,25158,9459,74769
2017/11/13,23050,23250,22600,23250,▲100,＋0.43%,23210,23588,24375,25127,8422,75184
2017/11/10,22950,23200,22800,23150,▲200,＋0.87%,23170,23570,24393,25098,2648,75205
2017/11/09,23350,23600,22850,22950,▼400,－1.71%,23200,23558,24399,25063,4224,75564
2017/11/08,23350,23550,23000,23350,0.0,0.00%,23200,23530,24424,25026,686,75951
2017/11/07,23250,23550,22850,23350,▲300,＋1.30%,23330,23488,24443,24986,4386,76144
2017/11/06,23200,23450,23000,23050,▼250,－1.07%,23490,23450,24483,24945,4851,76034
2017/11/03,23150,23750,22950,23300,▲350,＋1.53%,23770,23458,24533,24904,7989,76127
2017/11/02,23750,23800,22950,22950,▼1050,－4.38%,24000,23460,24592,24858,10453,76115
2017/11/01,24400,24400,23750,24000,▼150,－0.62%,24210,23483,24651,24815,3792,76900
2017/10/31,24400,24400,24100,24150,▼300,－1.23%,24180,23438,24683,24761,2298,77772
2017/10/30,24950,24950,23950,24450,0.0,0.00%,24100,23400,24720,24705,10385,78130
2017/10/27,23950,24750,23900,24450,▲450,＋1.88%,23980,23333,24748,24652,11000,79249
2017/10/26,23850,24100,23550,24000,▲150,＋0.63%,23780,23300,24778,24600,3283,79359
2017/10/25,23750,24150,23400,23850,▲100,＋0.42%,23720,23295,24817,24548,2999,79604
2017/10/24,24100,24100,23450,23750,▼100,－0.42%,23660,23318,24869,24495,2572,80044
2017/10/23,23650,23850,23000,23850,▲400,＋1.71%,23550,23340,24934,24444,6018,80028
2017/10/20,23900,24050,23400,23450,▼250,－1.05%,23360,23363,25007,24389,6776,79432
2017/10/19,23750,23850,23000,23700,▲150,＋0.64%,23250,23448,25079,24338,6479,79350
2017/10/18,23150,23650,23050,23550,▲350,＋1.51%,22990,23525,25151,24283,3293,79456
2017/10/17,22900,23800,22900,23200,▲300,＋1.31%,22780,23590,25223,24230,5530,80022
2017/10/16,23000,23000,22200,22900,0.0,0.00%,22660,23675,25283,24183,4946,80086
2017/10/13,22400,23100,22400,22900,▲500,＋2.23%,22720,23798,25338,24135,6077,80372
2017/10/12,22600,22850,22200,22400,▼100,－0.44%,22810,23948,25406,24087,5798,80431
2017/10/11,22700,22900,22200,22500,▼100,－0.44%,23010,24088,25488,24047,2635,80187
2017/10/10,23100,23100,22500,22600,▼600,－2.59%,23130,24223,25552,24008,2992,80006
2017/09/29,23250,23400,23000,23200,▼150,－0.64%,23290,24368,25614,23967,1042,80275
2017/09/28,23600,23600,22500,23350,▼50,－0.21%,23270,24513,25683,23921,5605,80551
2017/09/27,23100,23450,22900,23400,▲300,＋1.30%,23360,24643,25767,23874,3493,79931
2017/09/26,23400,23700,22850,23100,▼300,－1.28%,23460,24748,25846,23828,4292,79719
2017/09/25,23000,24000,22600,23400,▲300,＋1.30%,23700,24858,25939,23782,6999,79206
2017/09/22,23500,24050,22900,23100,▼700,－2.94%,23860,24945,26035,23735,14594,79239
2017/09/21,24000,24150,23200,23800,▼100,－0.42%,24100,25090,26134,23692,8482,79793
2017/09/20,24100,24450,23900,23900,▼400,－1.65%,24370,25208,26233,23644,2272,79554
2017/09/19,24050,24300,23850,24300,▲100,＋0.41%,24640,25358,26306,23595,7265,79894
2017/09/18,24150,24500,23750,24200,▼100,－0.41%,24750,25498,26329,23540,8086,80498
2017/09/15,24850,25100,24150,24300,▼850,－3.38%,24890,25650,26352,23488,18559,80355
2017/09/14,25450,25450,24850,25150,▼100,－0.40%,25100,25760,26348,23435,7460,80582
2017/09/13,24850,25550,24400,25250,▲400,＋1.61%,25250,25840,26338,23377,22542,81779
2017/09/12,25100,25100,24500,24850,▼50,－0.20%,25240,25948,26319,23317,7084,80370
2017/09/11,25350,25350,24900,24900,▼450,－1.78%,25310,25958,26320,23263,5364,79749
2017/09/08,25900,25900,25100,25350,▼550,－2.12%,25430,25863,26321,23211,5419,80060
2017/09/07,25400,26000,25000,25900,▲700,＋2.78%,25580,25810,26326,23156,12764,81113
2017/09/06,24950,25400,24800,25200,0.0,0.00%,25590,25693,26340,23093,4294,78189
2017/09/05,25500,26000,24600,25200,▼300,－1.18%,25650,25655,26368,23039,22765,78248
2017/09/04,25100,25900,25100,25500,▼600,－2.30%,25670,25618,26383,22985,10239,78094
2017/09/01,25600,26300,25600,26100,▲150,＋0.58%,25600,25633,26398,22924,12788,76412
2017/08/31,25800,25950,25200,25950,▲450,＋1.76%,25580,25630,26383,22860,8466,76936
2017/08/30,25300,25600,24850,25500,▲200,＋0.79%,25620,25673,26389,22799,9233,77742
2017/08/29,25150,25400,24200,25300,▲150,＋0.60%,25900,25723,26398,22740,19946,78013
2017/08/28,26000,26100,24900,25150,▼850,－3.27%,26260,25755,26423,22684,42889,76016
2017/08/25,26200,26600,25950,26000,▼150,－0.57%,26680,25815,26427,22630,17258,73453
2017/08/24,26900,27400,25900,26150,▼750,－2.79%,26780,25820,26401,22575,56931,71417
2017/08/23,27100,27350,26550,26900,▼200,－0.74%,26900,25828,26362,22518,11933,70706
2017/08/22,27000,27200,26250,27100,▼150,－0.55%,27000,25798,26308,22455,24282,70526
2017/08/21,26050,27350,25950,27250,▲750,＋2.83%,26590,25793,26266,22393,47108,70984
2017/08/18,26450,27800,26450,26500,▼250,－0.93%,25740,25813,26222,22333,31679,65796
2017/08/17,26850,27300,26050,26750,▼650,－2.37%,25300,25898,26166,22279,81630,66876
2017/08/16,27400,32500,26400,27400,▲2350,＋9.38%,24660,25950,26091,22223,497551,67042
2017/08/14,23000,25100,23000,25050,▲2050,＋8.91%,24070,25980,26003,22162,30092,74509
2017/08/11,23600,24200,22700,23000,▼1300,－5.35%,23950,26123,25928,22125,27960,75105
2017/08/10,23550,24550,22950,24300,▲750,＋3.18%,24510,26313,25878,22101,21124,72392
2017/08/09,24450,24450,23400,23550,▼900,－3.68%,24860,26405,25803,22067,18964,70607
2017/08/08,24300,24700,24100,24450,0.0,0.00%,25510,26578,25726,22030,3779,70032
2017/08/07,25400,25800,24450,24450,▼1350,－5.23%,25920,26723,25628,21986,16841,69369
2017/08/04,25900,26300,25450,25800,▼250,－0.96%,26220,26815,25530,21940,5601,68317
2017/08/03,26550,26550,25350,26050,▼750,－2.80%,26330,26843,25408,21882,10921,67678
2017/08/02,26900,26900,26500,26800,▲300,＋1.13%,26340,26908,25274,21824,6400,67739
2017/08/01,26500,26700,26000,26500,▲550,＋2.12%,26240,26985,25125,21754,5081,66508
2017/07/31,26500,26500,25400,25950,▼400,－1.52%,26200,27068,24979,21693,5341,65877
2017/07/28,26300,27000,25500,26350,▲250,＋0.96%,26410,27205,24838,21628,9977,65803
2017/07/27,26300,26400,25850,26100,▼200,－0.76%,26670,27345,24690,21560,5599,66246
2017/07/26,26050,26500,25950,26300,0.0,0.00%,27090,27493,24557,21495,6640,66507
2017/07/25,27250,27250,26000,26300,▼700,－2.59%,27390,27663,24422,21430,17303,65863
2017/07/24,27500,27800,27000,27000,▼650,－2.35%,27730,27763,24278,21367,7546,64674
2017/07/21,28200,28450,27150,27650,▼550,－1.95%,27910,27698,24121,21293,7264,64670
2017/07/20,27600,28350,26950,28200,▲400,＋1.44%,27740,27593,23954,21213,23199,73189
2017/07/19,27850,28900,27300,27800,▼200,－0.71%,27330,27385,23772,21130,14351,70989
2017/07/18,27700,29150,27500,28000,▲100,＋0.36%,27170,27223,23597,21049,19233,69326
2017/07/17,26350,27900,26350,27900,▲1100,＋4.10%,27040,27030,23416,20966,11603,71938
2017/07/14,26500,26950,25600,26800,▲650,＋2.49%,26720,26880,23238,20884,4439,71651
2017/07/13,26500,27000,25400,26150,▼850,－3.15%,26630,26788,23083,20811,32027,71686
2017/07/12,27650,27700,26050,27000,▼350,－1.28%,26870,26763,22933,20747,11044,70058
2017/07/11,26450,27350,25650,27350,▲1050,＋3.99%,27140,26750,22768,20675,9368,72105
2017/07/10,26300,26750,25400,26300,▼50,－0.19%,27300,26725,22605,20601,12356,72605
2017/07/07,27350,27400,25050,26350,▼1000,－3.66%,27780,26718,22463,20536,29981,73296
2017/07/06,28350,28400,26600,27350,▼1000,－3.53%,28340,26720,22319,20469,27892,72766
2017/07/05,28700,28700,27350,28350,▲200,＋0.71%,28680,26610,22159,20397,12301,71249
2017/07/04,28700,28950,27700,28150,▼550,－1.92%,28950,26510,21982,20318,16210,70203
2017/07/03,29150,30600,28600,28700,▼450,－1.54%,28980,26403,21810,20239,29809,65450
2017/06/30,29450,29500,28550,29150,▲100,＋0.34%,28380,26308,21624,20155,14049,63637
2017/06/29,30100,30250,29050,29050,▼650,－2.19%,27660,26120,21434,20063,28881,62451
2017/06/28,28000,30900,28000,29700,▲1400,＋4.95%,26660,25890,21250,19968,81260,61228
2017/06/27,25700,28400,25400,28300,▲2600,＋10.12%,25630,25595,21055,19872,46147,58125
2017/06/26,25500,26300,25200,25700,▲150,＋0.59%,24800,25363,20885,19789,12341,56808
2017/06/23,24350,25950,24000,25550,▲1500,＋6.24%,24640,25308,20750,19725,21923,57938
2017/06/22,24300,24700,23900,24050,▼500,－2.04%,24520,25260,20624,19662,8419,58340
2017/06/21,23900,24700,23900,24550,▲400,＋1.66%,24840,25215,20523,19613,12201,58209
2017/06/20,24700,24700,23500,24150,▼750,－3.01%,25280,25100,20416,19561,36945,58094
2017/06/19,25100,25100,24550,24900,▼50,－0.20%,25820,24998,20315,19515,27979,54852
2017/06/16,25650,25850,24800,24950,▼700,－2.73%,26070,24783,20205,19464,27119,49316
2017/06/15,26850,26850,25550,25650,▼1100,－4.11%,26360,24535,20102,19413,23833,45280
2017/06/14,26500,27200,26400,26750,▼100,－0.37%,26260,24240,19987,19350,13522,44800
2017/06/13,25800,26950,25800,26850,▲700,＋2.68%,26180,23850,19845,19279,9838,45540
2017/06/12,26700,26800,25250,26150,▼250,－0.95%,26010,23438,19710,19208,22598,44084
2017/06/09,25350,26700,25250,26400,▲1250,＋4.97%,26140,23058,19586,19142,47758,45028
2017/06/08,26100,27800,25150,25150,▼1200,－4.55%,25940,22660,19450,19070,55431,41779
2017/06/07,26700,26700,25550,26350,▲350,＋1.35%,25800,22305,19337,19007,33206,41092
2017/06/05,26800,31300,26000,26000,▼800,－2.99%,25290,21880,19208,18936,173791,39219
2017/06/02,25650,26800,25000,26800,▲1400,＋5.51%,24820,21468,19082,18868,30864,35103
2017/06/01,24300,25600,24300,25400,▲950,＋3.89%,24380,21003,18946,18794,36582,38112
2017/05/31,24250,24450,23250,24450,▲650,＋2.73%,24220,20605,18834,18732,18933,39221
2017/05/30,23800,24250,23200,23800,▲150,＋0.63%,23960,20288,18749,18682,51772,37990
2017/05/29,24600,26050,23600,23650,▼950,－3.86%,23650,20008,18673,18639,53079,29963
2017/05/26,24800,24950,23750,24600,0.0,0.00%,23340,19710,18603,18597,23307,30422
2017/05/25,23250,24750,23100,24600,▲1450,＋6.26%,22540,19358,18521,18543,41334,31931
2017/05/24,22200,23200,21850,23150,▲900,＋4.04%,21620,19010,18445,18485,38043,36323
2017/05/23,22250,22950,21900,22250,▲150,＋0.68%,20940,18715,18393,18438,57830,37087
2017/05/22,20800,22400,20700,22100,▲1500,＋7.28%,20280,18468,18356,18394,86027,39502
2017/05/19,20000,21800,20000,20600,▲600,＋3.00%,19580,18220,18321,18357,83383,35930
2017/05/18,19600,20300,19450,20000,▲250,＋1.27%,19170,18050,18321,18335,41409,34937
2017/05/17,19600,20000,19350,19750,▲800,＋4.22%,18860,17925,18324,18318,46471,34924
2017/05/16,19700,19950,18750,18950,▲350,＋1.88%,18520,17798,18332,18306,74776,35812
2017/05/15,18450,18700,18300,18600,▲50,＋0.27%,18300,17705,18335,18304,10061,41811
2017/05/12,18250,18550,18200,18550,▲100,＋0.54%,18130,17653,18344,18301,7478,42054
2017/05/11,17850,18550,17850,18450,▲400,＋2.22%,17920,17615,18351,18296,16798,42216
2017/05/10,17800,18200,17600,18050,▲200,＋1.12%,17720,17578,18357,18291,7938,42124
2017/05/08,17850,17950,17650,17850,▲100,＋0.56%,17730,17563,18373,18286,4847,41790
2017/05/04,17500,18000,17400,17750,▲250,＋1.43%,17800,17555,18383,18276,5171,41567
2017/05/02,17450,17550,17350,17500,▲50,＋0.29%,17790,17560,18408,18265,7291,41782
2017/04/28,18200,18200,17300,17450,▼650,－3.59%,17800,17563,18417,18259,15309,41477
2017/04/27,18000,18450,18000,18100,▼100,－0.55%,17840,17578,18431,18250,12302,42395
2017/04/26,17600,18200,17500,18200,▲500,＋2.82%,17670,17573,18434,18234,12662,43302
2017/04/25,17550,17750,17350,17700,▲150,＋0.85%,17490,17563,18439,18216,11695,43373
2017/04/24,17650,17650,17250,17550,▼100,－0.57%,17380,17583,18455,18202,8065,45016
2017/04/21,17200,17700,17200,17650,▲400,＋2.32%,17310,17585,18466,18195,5195,45575
2017/04/20,17300,17400,17150,17250,▼50,－0.29%,17280,17603,18472,18185,5912,44728
2017/04/19,17200,17300,17050,17300,▲150,＋0.87%,17270,17640,18488,18182,9051,44081
2017/04/18,17250,17350,17050,17150,▼50,－0.29%,17230,17680,18501,18184,11322,43345
2017/04/17,17500,17500,17150,17200,▼300,－1.71%,17310,17728,18516,18183,18009,43602
2017/04/14,17250,17500,16950,17500,▲300,＋1.74%,17430,17783,18531,18184,12196,42782
2017/04/13,17050,17300,17000,17200,▲100,＋0.58%,17470,17845,18540,18186,9725,44132
2017/04/12,17700,17700,17000,17100,▼450,－2.56%,17580,17923,18560,18191,15194,42562
2017/04/11,17850,17900,17350,17550,▼250,－1.40%,17700,17980,18582,18199,4509,42663
2017/04/10,17850,17850,17250,17800,▲100,＋0.56%,17760,18040,18597,18202,13690,42857
2017/04/07,17750,17900,17650,17700,▼50,－0.28%,17710,18085,18608,18201,3292,43689
2017/04/06,17750,17950,17600,17750,▲50,＋0.28%,17720,18113,18618,18204,6290,43649
2017/04/05,18000,18050,17450,17700,▼150,－0.84%,17770,18143,18634,18209,16948,43437
2017/04/04,17550,17900,17550,17850,▲300,＋1.71%,17830,18190,18654,18218,3732,42449
2017/04/03,17700,17800,17450,17550,▼200,－1.13%,17880,18218,18668,18229,11505,41933
2017/03/31,17950,18150,17750,17750,▼250,－1.39%,17890,18273,18686,18245,7449,40636
2017/03/30,18250,18250,18000,18000,0.0,0.00%,17940,18320,18692,18261,3320,39790
2017/03/29,18150,18250,17950,18000,▼100,－0.55%,17940,18388,18687,18267,2361,39728
2017/03/28,17600,18600,17600,18100,▲500,＋2.84%,17960,18450,18688,18271,11154,39522
2017/03/27,17950,18050,17600,17600,▼400,－2.22%,17960,18518,18693,18273,6229,39192
2017/03/24,18000,18200,17950,18000,0.0,0.00%,18100,18620,18699,18285,3809,38933
2017/03/23,17950,18250,17950,18000,▼100,－0.55%,18250,18723,18699,18290,2260,38427
2017/03/22,18200,18550,17800,18100,0.0,0.00%,18400,18823,18703,18296,11055,38693
2017/03/21,18400,18400,18100,18100,▼200,－1.09%,18430,18920,18706,18299,5695,39666
2017/03/20,19050,19050,18200,18300,▼450,－2.40%,18560,19015,18716,18294,12522,40197
2017/03/17,18750,18900,18500,18750,0.0,0.00%,18640,19130,18723,18289,4280,41511
2017/03/16,18500,18750,18350,18750,▲500,＋2.74%,18540,19203,18723,18282,8590,42159
2017/03/15,18750,18750,18250,18250,▼500,－2.67%,18460,19275,18713,18273,12409,42523
2017/03/14,18750,18750,18450,18750,▲50,＋0.27%,18540,19320,18713,18269,6550,43901
2017/03/13,18400,19100,18250,18700,▲450,＋2.47%,18470,19340,18705,18256,13440,45110
2017/03/10,18350,18400,17950,18250,▼100,－0.54%,18460,19353,18698,18245,15391,44753
2017/03/09,18650,18650,18150,18350,▼300,－1.61%,18550,19380,18691,18238,13185,45117
2017/03/08,18500,18650,18300,18650,▲250,＋1.36%,18750,19415,18677,18232,6570,44408
2017/03/07,18650,19000,18400,18400,▼250,－1.34%,18870,19403,18664,18227,14857,43512
2017/03/06,18650,18750,18400,18650,▼50,－0.27%,19080,19445,18655,18224,9587,43039
2017/03/03,19150,19250,18650,18700,▼650,－3.36%,19280,19415,18643,18221,10849,42398
2017/03/02,19250,19400,18700,19350,▲100,＋0.52%,19550,19395,18629,18218,11246,41805
2017/02/28,19500,19650,18950,19250,▼200,－1.03%,19680,19343,18614,18209,16372,42436
2017/02/27,19650,19650,19250,19450,▼200,－1.02%,19840,19305,18604,18198,9682,42404
2017/02/24,20000,20250,19500,19650,▼400,－2.00%,19950,19265,18591,18184,20605,40776
2017/02/23,19950,20450,19500,20050,▲50,＋0.25%,20140,19193,18566,18166,29667,37837
2017/02/22,20300,20700,19900,20000,▼50,－0.25%,20170,19090,18525,18149,18007,35940
2017/02/21,19850,20150,19650,20050,▲50,＋0.25%,20210,19003,18483,18132,20374,37378
2017/02/20,20700,20700,20000,20000,▼600,－2.91%,20030,18903,18432,18119,23424,33691
2017/02/17,20100,20950,20050,20600,▲400,＋1.98%,19860,18805,18393,18107,28508,36329
2017/02/16,20250,20600,19900,20200,0.0,0.00%,19530,18680,18350,18092,40443,39105
2017/02/15,19300,20250,19150,20200,▲1050,＋5.48%,19250,18573,18311,18078,56341,37441
2017/02/14,19150,19400,18950,19150,0.0,0.00%,19020,18483,18281,18066,15893,33448
2017/02/13,19400,19400,18850,19150,▲200,＋1.06%,18870,18445,18273,18069,16666,32177
2017/02/10,19250,19400,18800,18950,▲150,＋0.80%,18890,18410,18258,18073,23400,31383
2017/02/09,19050,19400,18800,18800,▼250,－1.31%,18710,18388,18241,18078,12733,28905
2017/02/08,18500,19050,18400,19050,▲650,＋3.53%,18610,18363,18226,18080,22173,28900
2017/02/07,19150,19300,18400,18400,▼850,－4.42%,18460,18345,18198,18077,30535,29217
2017/02/06,18300,19250,18300,19250,▲1200,＋6.65%,18480,18370,18170,18083,32488,30884
2017/02/03,18450,18500,18000,18050,▼250,－1.37%,18360,18340,18123,18081,10858,27688
2017/02/02,18550,18550,18050,18300,0.0,0.00%,18390,18370,18101,18090,8105,27637
2017/02/01,18650,18650,18000,18300,▼200,－1.08%,18330,18360,18068,18096,7881,24119
2017/01/31,18800,18800,18300,18500,▼150,－0.80%,18320,18330,18033,18103,2420,23918
2017/01/26,18100,18800,18100,18650,▲450,＋2.47%,18230,18310,17993,18107,9960,23938
2017/01/25,18100,18300,17900,18200,▲200,＋1.11%,18110,18298,17949,18115,4677,24803
2017/01/24,18500,18500,18000,18000,▼250,－1.37%,18090,18285,17923,18128,3851,25275
2017/01/23,18050,18350,18050,18250,▲200,＋1.11%,18100,18285,17898,18142,2797,25340
2017/01/20,17850,18100,17700,18050,0.0,0.00%,18130,18283,17876,18151,5961,24470
2017/01/19,18250,18250,17700,18050,▼50,－0.28%,18200,18295,17867,18164,8228,24084
2017/01/18,18250,18250,17850,18100,▲50,＋0.28%,18280,18328,17851,18172,8262,24421
2017/01/17,18400,18450,18000,18050,▼350,－1.90%,18360,18360,17838,18180,6247,23891
2017/01/16,18550,18550,18050,18400,0.0,0.00%,18410,18395,17832,18187,3888,23972
2017/01/13,18600,18600,18250,18400,▼50,－0.27%,18470,18380,17822,18193,4491,24564
2017/01/12,18500,18600,18300,18450,▼50,－0.27%,18570,18373,17817,18201,6640,24359
2017/01/11,18400,18500,18100,18500,▲200,＋1.09%,18610,18365,17807,18211,4846,25015
2017/01/10,18600,18600,18250,18300,▼400,－2.14%,18640,18355,17793,18220,10119,25622
2017/01/09,18900,19100,18550,18700,▼200,－1.06%,18600,18330,17790,18230,10739,26381
2017/01/06,18650,18950,18550,18900,▲250,＋1.34%,18400,18270,17784,18240,16212,27273
2017/01/05,18900,18900,18250,18650,0.0,0.00%,18240,18220,17781,18251,8594,26975
2017/01/04,18000,18700,18000,18650,▲550,＋3.04%,18190,18180,17790,18265,14835,26783
2017/01/03,17650,18300,17600,18100,▲400,＋2.26%,18050,18143,17805,18279,14668,25036
2017/01/02,18300,18300,17700,17700,▼400,－2.21%,18030,18133,17831,18298,6400,23213
2016/12/29,18550,18550,17950,18100,▼300,－1.63%,18130,18170,17848,18322,7474,23884
2016/12/28,18000,18450,17750,18400,▲450,＋2.51%,18170,18198,17854,18344,5929,22310
2016/12/27,18000,18100,17800,17950,▼50,－0.28%,18230,18210,17853,18362,3676,20830
2016/12/26,18400,18400,17800,18000,▼200,－1.10%,18390,18220,17871,18384,5089,20994
2016/12/23,18600,18600,18000,18200,▼100,－0.55%,18540,18200,17880,18405,7568,22573
2016/12/22,18750,18750,18200,18300,▼400,－2.14%,18520,18165,17890,18423,5814,22743
