[일시]수출포장,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2009/01/14,7100,7130,7000,7130,▲40,＋0.56%,7062,7055,6713,8542,600,46324
2009/01/13,7100,7110,7050,7090,▲90,＋1.29%,7036,7022,6747,8570,110,46324
2009/01/12,7010,7010,7000,7000,0.0,0.00%,7020,6993,6782,8602,30,46324
2009/01/09,6990,7080,6990,7000,▼90,－1.27%,7004,6963,6819,8635,700,46324
2009/01/08,6900,7090,6900,7090,▲90,＋1.29%,7102,6928,6852,8666,110,46324
2009/01/07,7020,7180,6850,7000,▼10,－0.14%,7132,6889,6879,8697,1350,46324
2009/01/06,6900,7010,6900,7010,▲90,＋1.30%,7126,6844,6904,8728,70,46324
2009/01/05,6810,7030,6810,6920,▼570,－7.61%,7142,6815,6944,8761,590,46324
2009/01/02,7500,7500,7490,7490,▲250,＋3.45%,7176,6781,6987,8795,30,46324
2008/12/30,6890,7880,6700,7240,▲270,＋3.87%,7092,6714,7027,8820,12230,46324
2008/12/29,6990,6990,6950,6970,▼120,－1.69%,7058,6660,7072,8846,250,46324
2008/12/26,7700,7700,6910,7090,0.0,0.00%,7078,6628,7129,8873,2470,46324
2008/12/24,6990,7160,6980,7090,▲20,＋0.28%,7054,6590,7184,8903,2440,46324
2008/12/23,7180,7180,7070,7070,0.0,0.00%,7046,6538,7238,8933,170,46324
2008/12/22,7070,7070,7070,7070,0.0,0.00%,7026,6480,7288,8964,30,46324
2008/12/19,7240,7240,6760,7070,▲100,＋1.43%,6966,6428,7336,9002,4100,46324
2008/12/18,7050,7230,6880,6970,▼80,－1.13%,6848,6374,7389,9038,3460,46324
2008/12/17,6970,7090,6700,7050,▲80,＋1.15%,6756,6323,7443,9079,1660,46324
2008/12/16,7590,7590,6720,6970,▲200,＋2.95%,6626,6286,7498,9116,2180,46324
2008/12/15,6230,6770,6230,6770,▲290,＋4.48%,6490,6272,7556,9152,4450,46324
2008/12/12,6640,6640,6340,6480,▼30,－0.46%,6398,6280,7610,9191,2120,46324
2008/12/11,6400,6510,6400,6510,▲110,＋1.72%,6324,6308,7670,9231,2380,46324
2008/12/10,6300,6540,6300,6400,▲110,＋1.75%,6306,6312,7730,9273,3180,46074
2008/12/09,6250,6290,6250,6290,▼20,－0.32%,6276,6321,7793,9317,1120,46074
2008/12/08,6110,6360,6110,6310,▲200,＋3.27%,6248,6358,7863,9361,4390,46074
2008/12/05,6420,6790,6000,6110,▼310,－4.83%,6218,6387,7933,9405,6178,46074
2008/12/04,6250,6420,6210,6420,▲170,＋2.72%,6262,6427,8006,9451,290,46074
2008/12/03,6150,6250,6150,6250,▲100,＋1.63%,6244,6431,8076,9493,600,46074
2008/12/02,6010,6150,6000,6150,▼10,－0.16%,6202,6468,8148,9536,1800,46074
2008/12/01,6080,6200,6070,6160,▼170,－2.69%,6154,6490,8221,9580,2542,46074
2008/11/28,6020,6400,6020,6330,0.0,0.00%,6130,6507,8300,9624,360,46074
2008/11/27,6680,6680,6000,6330,▲290,＋4.80%,6060,6514,8369,9662,2950,46074
2008/11/26,5840,6040,5820,6040,▲130,＋2.20%,5984,6512,8433,9705,1610,46124
2008/11/25,6150,6150,5910,5910,▼130,－2.15%,6038,6499,8506,9750,670,46204
2008/11/24,6100,6100,5890,6040,▲60,＋1.00%,6194,6502,8593,9796,360,46254
2008/11/21,5800,6030,5400,5980,▲30,＋0.50%,6374,6463,8661,9843,4660,46334
2008/11/20,6120,6300,5890,5950,▼360,－5.71%,6586,6473,8736,9888,1070,46444
2008/11/19,6750,6750,6050,6310,▼380,－5.68%,6714,6519,8807,9934,1240,46554
2008/11/18,6940,6940,6410,6690,▼250,－3.60%,6768,6608,8872,9976,2450,46914
2008/11/17,6950,6950,6780,6940,▼100,－1.42%,6834,6686,8932,10012,40,47674
2008/11/14,7040,7040,7040,7040,▲450,＋6.83%,6826,6804,8990,10047,100,47694
2008/11/13,6550,6590,6340,6590,▲10,＋0.15%,6798,6911,9051,10082,320,47694
2008/11/12,6900,6900,6550,6580,▼440,－6.27%,6780,7042,9124,10120,3800,47744
2008/11/11,7040,7050,6740,7020,▲120,＋1.74%,6862,7173,9197,10162,460,48804
2008/11/10,6900,7380,6530,6900,0.0,0.00%,6778,7272,9265,10200,3420,48854
2008/11/07,6200,6900,6200,6900,▲400,＋6.15%,6696,7362,9341,10239,1131,48934
2008/11/06,6700,6700,6340,6500,▼490,－7.01%,6610,7442,9409,10277,3720,49024
2008/11/05,6940,7080,6630,6990,▲390,＋5.91%,6568,7586,9491,10320,13260,49064
2008/11/04,6450,6970,6220,6600,▲110,＋1.69%,6326,7711,9557,10359,5980,49154
2008/11/03,6470,6600,6410,6490,▲20,＋0.31%,6202,7877,9631,10402,9770,49234
2008/10/31,6500,6500,6120,6470,▲180,＋2.86%,5956,8050,9707,10445,15600,49324
2008/10/30,5900,6300,5800,6290,▲510,＋8.82%,5898,8246,9781,10490,10200,49404
2008/10/29,6000,6190,5550,5780,▼200,－3.34%,6014,8452,9856,10536,22360,49484
2008/10/28,5260,6000,5030,5980,▲720,＋13.69%,6474,8678,9941,10584,7671,49564
2008/10/27,6300,6300,5260,5260,▼920,－14.89%,6928,8881,10032,10632,21880,49624
2008/10/24,6870,6950,5840,6180,▼690,－10.04%,7736,9118,10128,10688,10510,49644
2008/10/23,7020,7090,6870,6870,▼1210,－14.98%,8338,9322,10203,10737,14600,49664
2008/10/22,8250,8450,7700,8080,▼170,－2.06%,8804,9488,10264,10779,5990,49694
2008/10/21,8520,8720,8250,8250,▼1050,－11.29%,9028,9602,10309,10811,3360,49744
2008/10/20,9300,9300,9300,9300,▲110,＋1.20%,9178,9712,10351,10842,10,49814
2008/10/17,9190,9190,9190,9190,▼10,－0.11%,9058,9747,10372,10864,10,49814
2008/10/16,9390,9390,9200,9200,0.0,0.00%,8920,9790,10392,10887,80,49814
2008/10/15,8710,9460,8700,9200,▲200,＋2.22%,8958,9837,10422,10907,1350,49814
2008/10/14,8990,9000,8810,9000,▲300,＋3.45%,9016,9885,10451,10929,1780,49904
2008/10/13,9360,9440,8380,8700,▲200,＋2.35%,9200,9960,10479,10950,1640,49984
2008/10/10,9000,9280,8200,8500,▼890,－9.48%,9448,10050,10515,10973,2910,50044
2008/10/09,9500,9650,9000,9390,▼100,－1.05%,9828,10150,10552,11000,1120,50074
2008/10/08,9990,9990,9360,9490,▼430,－4.33%,10030,10210,10578,11018,920,50134
2008/10/07,10150,10150,9770,9920,▼20,－0.20%,10192,10266,10604,11036,470,50264
2008/10/06,9720,9970,9680,9940,▼460,－4.42%,10218,10297,10613,11051,1240,50344
2008/10/02,10400,10400,10400,10400,0.0,0.00%,10230,10345,10621,11066,0,50374
2008/10/01,10400,10400,10400,10400,▲100,＋0.97%,10200,10348,10617,11077,10,50374
2008/09/30,9600,10500,9600,10300,▲250,＋2.49%,10160,10335,10621,11087,12170,50374
2008/09/29,10450,10450,9910,10050,▲50,＋0.50%,10170,10343,10628,11098,3320,50434
2008/09/26,10450,10450,10000,10000,▼250,－2.44%,10250,10395,10641,11112,330,50494
2008/09/25,10250,10250,10250,10250,▲50,＋0.49%,10250,10403,10667,11124,10,50504
2008/09/24,10050,10200,10000,10200,▼150,－1.45%,10210,10413,10686,11135,1110,50504
2008/09/23,9870,10350,9870,10350,▼100,－0.96%,10200,10413,10715,11144,450,50524
2008/09/22,9710,10450,9710,10450,▲450,＋4.50%,10160,10408,10734,11151,20,50554
2008/09/19,10000,10600,10000,10000,▼50,－0.50%,10170,10400,10748,11155,2700,50554
2008/09/18,9300,10050,9300,10050,▼100,－0.99%,10270,10420,10772,11167,3000,50614
2008/09/17,10100,10200,10100,10150,0.0,0.00%,10360,10453,10793,11173,270,50614
2008/09/16,10150,10150,10150,10150,▼350,－3.33%,10450,10493,10817,11180,0,50614
2008/09/12,10500,10500,10500,10500,0.0,0.00%,10540,10535,10841,11190,0,50614
2008/09/11,10500,10500,10500,10500,0.0,0.00%,10550,10565,10859,11193,0,50614
2008/09/10,10500,10500,10500,10500,▼100,－0.94%,10630,10613,10878,11196,70,50614
2008/09/09,10600,10600,10600,10600,0.0,0.00%,10620,10635,10897,11205,20,50614
2008/09/08,10200,10600,10200,10600,▲50,＋0.47%,10530,10678,10911,11210,1940,50614
2008/09/05,10200,10550,10200,10550,▼350,－3.21%,10500,10695,10923,11218,595,50614
2008/09/04,10400,10900,10300,10900,▲450,＋4.31%,10610,10718,10938,11228,250,50614
2008/09/03,10350,10450,10000,10450,▲300,＋2.96%,10460,10728,10948,11235,7960,50614
2008/09/02,10450,10650,9460,10150,▼300,－2.87%,10460,10750,10956,11246,4320,50614
2008/09/01,10900,10900,10050,10450,▼650,－5.86%,10470,10780,10977,11257,690,50614
2008/08/29,10200,11100,10050,11100,▲950,＋9.36%,10430,10803,10993,11266,4870,50614
2008/08/28,10300,10300,10050,10150,▼300,－2.87%,10270,10820,10999,11272,180,50614
2008/08/27,10250,10450,10200,10450,▲250,＋2.45%,10320,10863,11025,11286,480,50614
2008/08/26,10200,10200,10200,10200,▼50,－0.49%,10370,10875,11041,11298,150,50614
2008/08/25,10250,10450,10200,10250,▼50,－0.49%,10520,10893,11061,11312,3530,50614
2008/08/22,10350,10450,10250,10300,▼100,－0.96%,10670,10918,11080,11326,350,50614
2008/08/21,10400,10650,10350,10400,▼300,－2.80%,10830,10940,11093,11340,1240,50614
2008/08/20,10700,10700,10700,10700,▼250,－2.28%,11040,10950,11104,11351,20,50614
2008/08/19,10950,10950,10950,10950,▼50,－0.45%,11090,10935,11113,11360,0,50614
2008/08/18,10950,11000,10750,11000,▼100,－0.90%,11190,10935,11117,11368,1710,50614
2008/08/14,11100,11100,11100,11100,▼350,－3.06%,11180,10933,11127,11374,570,50614
2008/08/13,11450,11450,11450,11450,▲500,＋4.57%,11160,10913,11135,11380,10,50614
2008/08/12,10950,11000,10850,10950,▼500,－4.37%,11090,10883,11136,11383,330,50614
2008/08/11,11450,11450,11450,11450,▲500,＋4.57%,11080,10873,11146,11391,10,50614
2008/08/08,11000,11000,10700,10950,▼50,－0.45%,10940,10848,11149,11394,300,50614
2008/08/07,11100,11100,11000,11000,▼100,－0.90%,10930,10850,11160,11400,30,50614
2008/08/06,10900,11100,10800,11100,▲200,＋1.83%,11020,10825,11173,11406,670,50614
2008/08/05,10900,10900,10900,10900,▲150,＋1.40%,11000,10790,11183,11410,20,50614
2008/08/04,11200,11200,10750,10750,▼150,－1.38%,10960,10753,11198,11413,120,50614
2008/08/01,11500,11500,10850,10900,▼550,－4.80%,10920,10748,11217,11419,2420,50614
2008/07/31,10600,11750,10600,11450,▲450,＋4.09%,10890,10738,11227,11425,4800,50614
2008/07/30,10650,11000,10500,11000,▲300,＋2.80%,10750,10708,11232,11426,1110,50614
2008/07/29,10750,10750,10400,10700,▲150,＋1.42%,10670,10735,11248,11430,60,50614
2008/07/28,10950,10950,10500,10550,▼200,－1.86%,10610,10770,11270,11436,200,50614
2008/07/25,10750,10750,10750,10750,0.0,0.00%,10690,10840,11294,11443,510,50614
2008/07/24,10800,10800,10750,10750,▲150,＋1.42%,10730,10878,11313,11444,190,50614
2008/07/23,10500,10750,10350,10600,▲200,＋1.92%,10720,10905,11333,11444,1730,50614
2008/07/22,11400,11400,10400,10400,▼550,－5.02%,10770,10945,11357,11448,1410,50614
2008/07/21,11450,11450,10700,10950,0.0,0.00%,10840,10990,11382,11453,730,50614
2008/07/18,11600,11600,10950,10950,▲250,＋2.34%,10840,11023,11393,11455,50,50614
2008/07/17,10900,11000,10700,10700,▼150,－1.38%,10850,11055,11407,11453,1360,50614
2008/07/16,10700,10900,10700,10850,▲100,＋0.93%,10810,11100,11422,11457,560,50614
2008/07/15,10900,10900,10400,10750,▼200,－1.83%,10720,11138,11432,11463,630,50614
2008/07/14,10850,10950,10850,10950,▼50,－0.45%,10600,11183,11448,11471,70,50614
2008/07/11,10150,11000,10100,11000,▲500,＋4.76%,10540,11208,11458,11475,1980,50614
2008/07/10,10500,10500,10050,10500,▲100,＋0.96%,10480,11225,11469,11482,90,50614
2008/07/09,10600,10600,10200,10400,▲250,＋2.46%,10550,11273,11488,11493,170,50614
2008/07/08,10500,10500,10100,10150,▼500,－4.69%,10780,11325,11511,11503,1520,50614
2008/07/07,10650,10650,10650,10650,▼50,－0.47%,11030,11365,11538,11517,90,50614
2008/07/04,10750,10800,10500,10700,▼150,－1.38%,11290,11403,11553,11528,1130,50614
2008/07/03,11050,11200,10150,10850,▼700,－6.06%,11450,11440,11568,11535,2310,50614
2008/07/02,11800,11800,10500,11550,▲150,＋1.32%,11540,11470,11583,11542,3791,50614
2008/07/01,11950,11950,11350,11400,▼550,－4.60%,11510,11478,11582,11544,5130,50614
2008/06/30,11100,12100,11100,11950,▲450,＋3.91%,11490,11478,11584,11547,40130,50614
2008/06/27,11500,11500,11500,11500,▲200,＋1.77%,11420,11450,11573,11548,21,50614
2008/06/26,11600,11600,11000,11300,▼100,－0.88%,11440,11445,11568,11554,1470,50614
2008/06/25,11000,11400,11000,11400,▲100,＋0.88%,11500,11433,11563,11562,535,50614
2008/06/24,11300,11600,11300,11300,▼300,－2.59%,11540,11418,11562,11570,4170,50614
2008/06/23,11100,11600,11100,11600,0.0,0.00%,11610,11415,11553,11579,710,50814
2008/06/20,11500,11650,11300,11600,0.0,0.00%,11580,11393,11543,11585,2716,50814
2008/06/19,11050,11600,11050,11600,0.0,0.00%,11530,11393,11538,11592,1180,50814
2008/06/18,11250,11600,11200,11600,▼50,－0.43%,11500,11393,11527,11599,200,51114
2008/06/17,11700,11700,11050,11650,▲200,＋1.75%,11470,11388,11515,11603,470,51114
2008/06/16,11500,11900,11450,11450,▲100,＋0.88%,11330,11383,11513,11604,570,51114
2008/06/13,11400,11400,11350,11350,▼100,－0.87%,11320,11393,11508,11606,90,51114
2008/06/12,11450,11450,11450,11450,0.0,0.00%,11340,11405,11513,11611,10,51114
2008/06/11,11000,11450,11000,11450,▲500,＋4.57%,11340,11423,11517,11615,640,51114
2008/06/10,11350,11350,10950,10950,▼450,－3.95%,11390,11435,11523,11624,1930,51114
2008/06/09,11000,11400,11000,11400,▼50,－0.44%,11480,11478,11536,11638,1540,51114
2008/06/05,10750,11500,10750,11450,0.0,0.00%,11480,11500,11538,11648,2630,51114
2008/06/04,11450,11450,11450,11450,▼250,－2.14%,11470,11503,11538,11656,0,51114
2008/06/03,11700,11700,11700,11700,▲300,＋2.63%,11390,11518,11544,11662,10,51114
2008/06/02,11400,11400,11150,11400,0.0,0.00%,11270,11533,11547,11665,2260,51114
2008/05/30,11100,11900,11050,11400,0.0,0.00%,11240,11563,11555,11672,18540,51114
2008/05/29,11050,11400,10950,11400,▲350,＋3.17%,11190,11593,11563,11675,8881,51114
2008/05/28,11050,11050,11050,11050,▼50,－0.45%,11230,11618,11573,11676,2160,51114
2008/05/27,11200,11350,11100,11100,▼150,－1.33%,11340,11663,11587,11680,520,51114
2008/05/26,11250,11250,11050,11250,▲100,＋0.90%,11420,11708,11598,11686,1300,51114
2008/05/23,11450,11550,11100,11150,▼450,－3.88%,11480,11740,11608,11689,2550,51114
2008/05/22,11800,11900,11450,11600,0.0,0.00%,11580,11765,11619,11697,1560,51914
2008/05/21,11450,11600,11450,11600,▲100,＋0.87%,11580,11773,11622,11703,776,51914
2008/05/20,11450,11500,11450,11500,▼50,－0.43%,11620,11773,11625,11708,350,51914
2008/05/19,11450,11800,11450,11550,▼100,－0.86%,11660,11770,11630,11714,1831,51914
2008/05/16,11600,11650,11600,11650,▲50,＋0.43%,11710,11780,11636,11720,5610,51914
2008/05/15,11650,11750,11600,11600,▼200,－1.69%,11750,11775,11638,11726,10640,51914
2008/05/14,11800,11800,11800,11800,▲100,＋0.85%,11730,11778,11641,11733,250,51914
2008/05/13,11600,11700,11600,11700,▼100,－0.85%,11720,11770,11638,11742,5660,51914
2008/05/09,11850,11850,11500,11800,▼50,－0.42%,11780,11773,11636,11750,14582,51914
2008/05/08,12000,12000,11550,11850,▲350,＋3.04%,11820,11770,11628,11761,151,51914
2008/05/07,11750,11850,11400,11500,▼250,－2.13%,11850,11755,11622,11772,15286,51914
2008/05/06,12000,12000,11750,11750,▼250,－2.08%,11930,11763,11623,11785,4020,51914
2008/05/02,12000,12000,11800,12000,0.0,0.00%,11970,11760,11621,11795,2040,51914
2008/04/30,11800,12000,11650,12000,0.0,0.00%,11970,11735,11613,11807,5389,51914
2008/04/29,12100,12100,11750,12000,▲100,＋0.84%,11950,11713,11602,11815,1880,51914
2008/04/28,11900,11900,11550,11900,▼50,－0.42%,11880,11675,11591,11827,251,51114
2008/04/25,11800,11950,11500,11950,▼50,－0.42%,11850,11643,11574,11840,1510,51114
2008/04/24,11900,12000,11900,12000,▲100,＋0.84%,11780,11593,11554,11852,1930,51114
2008/04/23,11650,11900,11650,11900,▲250,＋2.15%,11670,11560,11539,11863,8729,51114
2008/04/22,11800,11800,11600,11650,▼100,－0.85%,11640,11505,11525,11874,1663,51114
2008/04/21,11600,11800,11550,11750,▲150,＋1.29%,11620,11470,11518,11888,30640,51114
2008/04/18,11300,11700,11300,11600,▲150,＋1.31%,11600,11450,11498,11900,1310,51114
2008/04/17,11900,11900,11250,11450,▼300,－2.55%,11610,11415,11492,11915,12870,51114
2008/04/16,11850,11850,11500,11750,▲200,＋1.73%,11670,11388,11494,11926,130,51114
2008/04/15,11800,11800,11500,11550,▼100,－0.86%,11670,11375,11493,11941,40,51114
2008/04/14,11650,11650,11650,11650,0.0,0.00%,11670,11358,11493,11957,0,51114
2008/04/11,11850,11850,11150,11650,▼100,－0.85%,11670,11358,11494,11972,690,51114
2008/04/10,11750,11750,11500,11750,0.0,0.00%,11680,11358,11497,11988,690,51114
2008/04/08,11350,11800,11350,11750,▲200,＋1.73%,11630,11363,11496,12005,120,51114
2008/04/07,11650,11650,11350,11550,▼100,－0.86%,11590,11360,11497,12022,10330,51114
2008/04/04,11350,11650,11350,11650,▼50,－0.43%,11530,11358,11503,12039,130,51114
2008/04/03,11150,11700,11150,11700,▲200,＋1.74%,11450,11350,11502,12055,604,51114
2008/04/02,11850,11900,11150,11500,▼50,－0.43%,11300,11355,11502,12070,125,51114
2008/04/01,11250,11550,11200,11550,▲300,＋2.67%,11270,11373,11506,12089,150,51114
2008/03/31,10800,12100,10800,11250,0.0,0.00%,11120,11390,11510,12109,10270,51114
2008/03/28,10850,11250,10850,11250,▲300,＋2.74%,11060,11423,11523,12133,550,51114
2008/03/27,10800,10950,10800,10950,▼400,－3.52%,11080,11458,11539,12160,1976,51114
2008/03/26,10800,11350,10750,11350,▲550,＋5.09%,11070,11505,11561,12188,1650,51114
2008/03/25,10850,10950,10800,10800,▼150,－1.37%,10980,11528,11578,12213,2570,51284
2008/03/24,10900,10950,10800,10950,▼400,－3.52%,11120,11578,11604,12242,990,52014
2008/03/21,11500,11500,11000,11350,▲450,＋4.13%,11170,11623,11628,12269,260,52014
2008/03/20,11000,11000,10900,10900,0.0,0.00%,11230,11643,11646,12293,1708,52014
2008/03/19,11100,11350,10900,10900,▼600,－5.22%,11380,11688,11672,12320,10272,52014
2008/03/18,11200,11550,11050,11500,▲300,＋2.68%,11570,11733,11690,12346,480,52014
2008/03/17,11200,11450,11100,11200,▼450,－3.86%,11610,11753,11695,12371,2500,52014
2008/03/14,11850,11850,11650,11650,0.0,0.00%,11670,11783,11703,12397,110,52014
2008/03/13,11850,11850,11650,11650,▼200,－1.69%,11640,11788,11709,12417,210,52014
2008/03/12,11950,11950,11400,11850,▲150,＋1.28%,11670,11788,11713,12437,240,52014
2008/03/11,11700,11700,11700,11700,▲200,＋1.74%,11670,11773,11725,12455,10,52014
2008/03/10,11300,11500,11300,11500,0.0,0.00%,11710,11753,11740,12475,1090,52014
2008/03/07,11900,11900,11500,11500,▼300,－2.54%,11790,11753,11758,12495,2430,52014
2008/03/06,11800,11900,11500,11800,▼50,－0.42%,11880,11758,11773,12517,2730,52014
2008/03/05,11850,11850,11850,11850,▼50,－0.42%,11900,11748,11780,12536,0,52014
2008/03/04,11900,11900,11900,11900,0.0,0.00%,11890,11730,11784,12555,0,52014
2008/03/03,11450,11900,11400,11900,▼50,－0.42%,11870,11703,11789,12573,410,52014
2008/02/29,12200,12200,11500,11950,▲50,＋0.42%,11860,11675,11786,12591,1970,52014
2008/02/28,12200,12200,11600,11900,▲100,＋0.85%,11820,11623,11779,12608,497,51824
2008/02/27,11350,12000,11350,11800,0.0,0.00%,11800,11565,11773,12626,15670,51514
2008/02/26,11900,11900,11500,11800,▼50,－0.42%,11800,11530,11774,12645,650,51514
2008/02/25,11500,11850,11500,11850,▲100,＋0.85%,11820,11493,11770,12664,340,51514
2008/02/22,11500,11750,11500,11750,▼50,－0.42%,11810,11460,11775,12683,410,51514
2008/02/21,12000,12000,11500,11800,0.0,0.00%,11810,11403,11783,12699,180,51514
2008/02/20,11550,11850,11500,11800,▼100,－0.84%,11780,11373,11790,12714,577,51514
2008/02/19,11900,11950,11650,11900,▲100,＋0.85%,11730,11363,11798,12728,1280,51514
2008/02/18,11400,11800,11350,11800,▲50,＋0.43%,11610,11353,11803,12743,1380,51094
2008/02/15,11650,11750,11300,11750,▲100,＋0.86%,11550,11338,11813,12753,1910,50614
2008/02/14,11200,11650,11200,11650,▲100,＋0.87%,11520,11338,11825,12763,2250,50614
2008/02/13,11300,11600,11300,11550,▲250,＋2.21%,11510,11345,11845,12783,1910,50614
2008/02/12,11000,11300,11000,11300,▼200,－1.74%,11500,11353,11864,12807,710,50614
2008/02/11,11200,11500,11200,11500,▼100,－0.86%,11510,11378,11895,12834,1090,50614
2008/02/05,11500,11600,11500,11600,0.0,0.00%,11480,11398,11922,12862,110,50614
2008/02/04,11250,11600,11200,11600,▲100,＋0.87%,11340,11398,11947,12889,1830,50614
2008/02/01,11550,11550,11500,11500,▲150,＋1.32%,11170,11403,11969,12915,1510,50614
2008/01/31,10700,11350,10700,11350,0.0,0.00%,11090,11415,12002,12941,2220,50614
2008/01/30,11050,11800,10550,11350,▲450,＋4.13%,11030,11438,12029,12967,840,50614
2008/01/29,10750,10900,10750,10900,▲150,＋1.40%,11000,11473,12063,12993,30,50614
2008/01/28,11100,11100,10700,10750,▼350,－3.15%,10940,11538,12106,13023,4476,50614
2008/01/25,11100,11100,11100,11100,▲50,＋0.45%,11030,11613,12149,13053,182,50614
2008/01/24,10700,11050,10700,11050,▼150,－1.34%,11130,11675,12186,13079,458,50614
2008/01/23,10950,11300,10950,11200,▲600,＋5.66%,11260,11743,12223,13106,360,50614
2008/01/22,10350,11150,10350,10600,▼600,－5.36%,11320,11803,12258,13135,35190,50614
2008/01/21,11600,11600,11150,11200,▼400,－3.45%,11550,11893,12302,13169,2480,50614
