[일시]KCC,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2016/07/11,374500,377000,370000,373000,▲3000,＋0.81%,371500,374975,397325,406900,13265,1898100
2016/07/08,368000,372000,366500,370000,▲1500,＋0.41%,372500,375975,397883,407292,10095,1896940
2016/07/07,370000,377000,368000,368500,▼2500,－0.67%,375200,377425,398358,407575,22588,1897169
2016/07/06,373500,383000,366500,371000,▼4000,－1.07%,377600,378775,398842,407850,20322,1899153
2016/07/05,375500,380500,372000,375000,▼3000,－0.79%,378000,380250,399292,408142,18399,1900162
2016/07/04,383500,387000,377500,378000,▼5500,－1.43%,376000,381450,399708,408342,18235,1902199
2016/07/01,380500,388000,374500,383500,▲3000,＋0.79%,374000,382475,400117,408588,26223,1904518
2016/06/30,374000,383000,371500,380500,▲7500,＋2.01%,370000,383000,400517,408808,39917,1908689
2016/06/29,367000,375000,366500,373000,▲8000,＋2.19%,369800,384075,400933,409021,19222,1917308
2016/06/28,361500,368500,361500,365000,▼3000,－0.82%,372200,385650,401650,409392,19998,1916605
2016/06/27,358500,368000,358500,368000,▲4500,＋1.24%,376100,387525,402375,409804,21959,1925763
2016/06/24,381000,381000,359500,363500,▼16000,－4.22%,378300,389575,403067,410225,50682,1924742
2016/06/23,384000,385000,374000,379500,▼5500,－1.43%,380200,391800,403833,410742,24170,1929992
2016/06/22,380500,387000,380000,385000,▲500,＋0.13%,378800,393150,404358,411142,19601,1928951
2016/06/21,378000,385500,376500,384500,▲5500,＋1.45%,377400,393550,404875,411496,22114,1929314
2016/06/20,378000,382000,374500,379000,▲6000,＋1.61%,376300,394025,405417,411813,21712,1931688
2016/06/17,376500,380500,367000,373000,▲500,＋0.13%,379100,394775,405950,412188,31726,1929059
2016/06/16,382500,382500,371500,372500,▼5500,－1.46%,384300,395975,406517,412663,34604,1938040
2016/06/15,365500,393500,364500,378000,▼1000,－0.26%,388900,397250,407192,413108,581211,1948574
2016/06/14,391500,393000,379000,379000,▼14000,－3.56%,393400,398425,407892,413492,46848,1844635
2016/06/13,397500,398000,392500,393000,▼6000,－1.50%,397400,399625,408392,413971,14514,1857012
2016/06/10,395500,401500,395500,399000,▲3500,＋0.88%,398500,400150,408658,414383,16599,1856918
2016/06/09,399000,401500,394000,395500,▼5000,－1.25%,397500,400450,408750,414671,33413,1853318
2016/06/08,397000,400500,396000,400500,▲1500,＋0.38%,398800,400900,409017,415083,13314,1850085
2016/06/07,398500,400000,396500,399000,▲500,＋0.13%,399600,401350,409275,415479,17090,1847469
2016/06/03,395000,402000,395000,398500,▲4500,＋1.14%,400300,401800,409583,415863,19545,1856523
2016/06/02,400000,402000,392500,394000,▼8000,－1.99%,402400,402000,409983,416279,30433,1856544
2016/06/01,401000,405000,400000,402000,▼2500,－0.62%,405200,402775,410408,416788,13316,1856616
2016/05/31,400000,406500,399500,404500,▲2000,＋0.50%,406100,403875,410750,417275,17020,1857930
2016/05/30,404500,408500,398500,402500,▼6500,－1.59%,403800,404900,411050,417829,14060,1854526
2016/05/27,409500,409500,404500,409000,▲1000,＋0.25%,402100,406125,411400,418304,11154,1859039
2016/05/26,408000,408000,402500,408000,▲1500,＋0.37%,399100,407200,411692,418750,15270,1860866
2016/05/25,395000,409000,393500,406500,▲13500,＋3.44%,396900,408425,412183,419238,28959,1864472
2016/05/24,394000,395500,392500,393000,▼1000,－0.25%,395200,409450,412583,419738,13205,1865824
2016/05/23,395500,395500,392000,394000,0.0,0.00%,396900,411050,413050,420342,13854,1864679
2016/05/20,395000,397000,393000,394000,▼3000,－0.76%,398700,412550,413642,420971,23975,1864471
2016/05/19,395500,397500,394000,397000,▼1000,－0.25%,400600,413800,414208,421454,19936,1868763
2016/05/18,400500,402000,395000,398000,▼3500,－0.87%,402200,415000,414825,421925,18322,1871840
2016/05/17,403000,406000,400500,401500,▼1500,－0.37%,403500,415900,415408,422225,12687,1868512
2016/05/16,402500,405000,401500,403000,▼500,－0.12%,405100,416775,415892,422433,11197,1868283
2016/05/13,403500,407000,401500,403500,▼1500,－0.37%,406100,417375,416258,422625,16509,1867644
2016/05/12,403000,406500,402000,405000,▲500,＋0.12%,405900,417525,416608,422838,12987,1866950
2016/05/11,408500,413000,404000,404500,▼5000,－1.22%,406800,417200,416900,423113,16532,1864878
2016/05/10,408000,412500,405000,409500,▲1500,＋0.37%,410700,416850,417175,423358,12574,1867400
2016/05/09,410500,414000,405000,408000,▲5500,＋1.37%,413800,416275,417617,423608,34021,1868676
2016/05/04,406000,407000,400500,402500,▼7000,－1.71%,417600,415875,418217,423925,25912,1869243
2016/05/03,421500,424500,405000,409500,▼14500,－3.42%,423200,415875,418708,424421,37468,1867089
2016/05/02,424000,425500,420000,424000,▼1000,－0.24%,427800,415775,419117,424946,10802,1876118
2016/04/29,425500,425500,415500,425000,▼2000,－0.47%,428400,414850,419275,425350,21697,1869857
2016/04/28,427500,432500,422500,427000,▼3500,－0.81%,428400,414400,419483,425767,21313,1869202
2016/04/27,428500,433500,426000,430500,▼2000,－0.46%,427800,413475,419508,426067,18767,1865316
2016/04/26,427000,433000,423000,432500,▲5500,＋1.29%,425500,412425,419300,425883,27363,1865011
2016/04/25,423000,427500,421000,427000,▲2000,＋0.47%,423200,411275,418875,425792,17698,1866972
2016/04/22,421000,425000,420000,425000,▲1000,＋0.24%,421000,410475,418817,425813,15302,1866867
2016/04/21,421000,424000,418500,424000,▲5000,＋1.19%,419800,410025,418483,425913,15716,1861804
2016/04/20,422000,424500,418000,419000,▼2000,－0.48%,418000,409675,417925,426117,15725,1859420
2016/04/19,416000,424500,416000,421000,▲5000,＋1.20%,415500,409275,417492,426388,28659,1858585
2016/04/18,415000,419000,412500,416000,▼3000,－0.72%,411000,408575,417217,426554,15532,1849798
2016/04/15,412500,420500,412500,419000,▲4000,＋0.96%,407300,408425,416967,426742,30243,1853313
2016/04/14,405500,416000,405000,415000,▲8500,＋2.09%,403100,408475,416633,426913,35818,1850647
2016/04/12,398000,407000,398000,406500,▲8000,＋2.01%,400100,408175,416475,427125,17210,1843620
2016/04/11,396500,400000,395000,398500,▲1000,＋0.25%,399300,408300,416700,427404,12532,1843729
2016/04/08,395000,398000,391500,397500,▼500,－0.13%,401100,408600,416792,427758,19174,1846846
2016/04/07,400000,404000,397000,398000,▼2000,－0.50%,402700,409300,416858,428075,18565,1844788
2016/04/06,400500,401500,399500,400000,▼2500,－0.62%,406300,410200,416992,428442,20266,1845792
2016/04/05,405000,407500,400500,402500,▼5000,－1.23%,408000,411075,416975,428754,20705,1848547
2016/04/04,405500,408000,403000,407500,▲2000,＋0.49%,409400,412075,417058,428967,19019,1856356
2016/04/01,415000,416500,405000,405500,▼10500,－2.52%,409800,412675,417100,429171,28989,1855254
2016/03/31,409000,416000,408000,416000,▲7500,＋1.84%,410900,413525,417108,429421,32973,1864445
2016/03/30,409500,411000,406000,408500,▼1000,－0.24%,410900,413850,417133,429492,24305,1864929
2016/03/29,409500,412000,407500,409500,0.0,0.00%,412600,414600,417233,429608,25507,1864757
2016/03/28,410500,413500,407500,409500,▼1500,－0.36%,412900,415450,417383,429708,13908,1861975
2016/03/25,412000,414000,408000,411000,▼5000,－1.20%,412400,416850,417650,429738,18388,1858815
2016/03/24,413500,416000,409500,416000,▼1000,－0.24%,412800,417825,417925,429758,21725,1859842
2016/03/23,411000,418500,409000,417000,▲6000,＋1.46%,413600,418075,418117,429738,23010,1858097
2016/03/22,409500,411000,403500,411000,▲4000,＋0.98%,412000,418700,418208,429663,21565,1851950
2016/03/21,414000,414000,404000,407000,▼6000,－1.45%,411600,419550,418425,429733,27821,1846793
2016/03/18,418500,420500,410000,413000,▼7000,－1.67%,411100,420900,418808,429846,29935,1850234
2016/03/17,414000,421000,413500,420000,▲11000,＋2.69%,410800,421900,419025,429904,51187,1849284
2016/03/16,408000,411500,407500,409000,0.0,0.00%,410000,422425,419092,429921,20144,1832683
2016/03/15,404500,410000,404500,409000,▲4500,＋1.11%,411700,423225,419550,429979,18645,1827812
2016/03/14,414000,414000,403500,404500,▼7000,－1.70%,414400,424000,420108,430046,37570,1822888
2016/03/11,417500,417500,410500,411500,▼4500,－1.08%,417400,424900,420592,430158,22856,1823551
2016/03/10,418000,418000,410000,416000,▼1500,－0.36%,419600,425375,421150,430121,44802,1818606
2016/03/09,422000,422000,413500,417500,▼5000,－1.18%,420900,426375,421683,430029,27693,1812128
2016/03/08,419500,426500,418000,422500,▲3000,＋0.72%,422100,427700,422142,429883,27031,1811537
2016/03/07,422000,424000,418500,419500,▼3000,－0.71%,422900,428175,422575,429579,24944,1805535
2016/03/04,422500,426500,422000,422500,0.0,0.00%,426500,428900,423167,429233,19717,1804072
2016/03/03,423500,425000,421000,422500,▼1000,－0.24%,428100,429450,423800,428838,25903,1794627
2016/03/02,429000,431000,420500,423500,▼3000,－0.70%,427800,430200,424608,428400,30008,1782438
2016/02/29,437500,437500,426000,426500,▼11000,－2.51%,429000,430450,425208,427946,24302,1776275
2016/02/26,436500,441500,435000,437500,▲7000,＋1.63%,429300,430025,425808,427575,36004,1780436
2016/02/25,423000,431500,419500,430500,▲9500,＋2.26%,428600,428500,426292,427200,27828,1788612
2016/02/24,428000,431000,418500,421000,▼8500,－1.98%,429100,428150,426892,426817,37062,1780272
2016/02/23,428000,436500,426000,429500,▲1500,＋0.35%,431000,427350,427633,426375,21260,1781035
2016/02/22,430000,436000,424500,428000,▼6000,－1.38%,430100,425400,428300,425896,21170,1775382
2016/02/19,434000,439000,431000,434000,▲1000,＋0.23%,429400,423650,428700,425321,20145,1767296
2016/02/18,437500,442000,429000,433000,▲2500,＋0.58%,427100,422175,429025,424688,23100,1762307
2016/02/17,423000,435500,422000,430500,▲5500,＋1.29%,424700,420575,429042,424096,17837,1755308
2016/02/16,425000,427000,422000,425000,▲500,＋0.12%,425800,419000,428975,423671,24405,1755004
2016/02/15,425000,428500,422000,424500,▲2000,＋0.47%,429600,418025,428992,423317,16597,1751670
2016/02/12,410500,431500,410500,422500,▲1500,＋0.36%,431100,417800,429067,423071,27247,1749553
2016/02/11,430000,434000,419500,421000,▼15000,－3.44%,433400,416875,429325,422867,19825,1741502
2016/02/05,437000,440000,431500,436000,▼8000,－1.80%,435900,415900,429542,422675,27575,1735556
2016/02/04,433000,445000,432500,444000,▲12000,＋2.78%,436200,414400,429600,422279,20865,1740026
2016/02/03,430000,434500,426000,432000,▼2000,－0.46%,433100,412150,429633,421896,14528,1740921
2016/02/02,426500,438500,424500,434000,▲500,＋0.12%,430300,410925,430133,421638,18624,1740700
2016/02/01,438000,440500,429000,433500,▼4000,－0.91%,424900,409725,430775,421958,20305,1741326
2016/01/29,425500,438000,425500,437500,▲9000,＋2.10%,422900,408350,431425,422258,35466,1742056
2016/01/28,415000,432500,411500,428500,▲10500,＋2.51%,416400,407350,432050,422621,38112,1748865
2016/01/27,412000,422000,409500,418000,▲11000,＋2.70%,408800,406650,432625,423050,30376,1755197
2016/01/26,418000,422000,406000,407000,▼16500,－3.90%,403800,406675,432467,423496,36967,1755296
2016/01/25,410500,424500,405500,423500,▲18500,＋4.57%,403300,407600,432708,424183,39479,1761244
2016/01/22,394000,406000,391500,405000,▲14500,＋3.71%,398800,407800,432808,424696,22442,1766135
2016/01/21,396500,396500,390000,390500,▼2500,－0.64%,397600,408925,433342,425467,17462,1764417
2016/01/20,404000,408000,389000,393000,▼11500,－2.84%,400600,410525,434308,426454,25614,1758203
2016/01/19,401000,407500,390500,404500,▲3500,＋0.87%,406000,412075,435283,427438,24428,1769391
2016/01/18,399000,403500,397000,401000,▲2000,＋0.50%,405900,413350,435892,428517,20289,1773604
2016/01/15,409000,412500,397000,399000,▼6500,－1.60%,406000,414600,436517,429458,22907,1779429
2016/01/14,415500,418500,403000,405500,▼14500,－3.45%,407400,415850,437192,430483,26928,1774991
2016/01/13,404500,423500,404000,420000,▲16000,＋3.96%,406100,417400,437775,431621,44443,1781218
2016/01/12,402500,405000,401000,404000,▲2500,＋0.62%,403600,418525,438108,432638,15888,1786643
2016/01/11,399500,406000,398500,401500,▼4500,－1.11%,404800,420000,438725,433771,13458,1786450
2016/01/08,397000,407000,391500,406000,▲7000,＋1.75%,405700,422175,439292,435025,16306,1788448
2016/01/07,407500,409000,397500,399000,▼8500,－2.09%,408000,424275,439892,435892,25953,1792062
2016/01/06,410000,410500,405000,407500,▼2500,－0.61%,411100,426575,440533,436950,19326,1796018
2016/01/05,400000,411500,400000,410000,▲4000,＋0.99%,413300,428625,440875,437846,18859,1791771
2016/01/04,410000,415000,403000,406000,▼11500,－2.75%,416400,430875,441242,438354,31003,1791508
2015/12/30,416500,419000,406000,417500,▲3000,＋0.72%,420700,433600,441733,438950,31047,1789496
2015/12/29,415500,417500,412500,414500,▼4000,－0.96%,422700,436275,441850,439458,17133,1786776
2015/12/28,422000,423500,418000,418500,▼7000,－1.65%,424300,438525,441983,440021,18473,1784270
2015/12/24,427500,430000,425000,425500,▼2000,－0.47%,425400,440725,442033,440492,16238,1783921
2015/12/23,424500,430500,423000,427500,0.0,0.00%,426300,442775,441825,440946,23009,1783367
2015/12/22,422500,427500,415000,427500,▲5000,＋1.18%,426000,444725,441592,441429,26387,1782035
2015/12/21,424000,428000,417000,422500,▼1500,－0.35%,425300,446625,441358,441942,28298,1780085
2015/12/18,426000,433000,421500,424000,▼6000,－1.40%,428100,448975,441117,442513,27953,1773265
2015/12/17,427500,432500,424500,430000,▲4000,＋0.94%,431800,450375,441042,443038,18973,1771485
2015/12/16,424500,428500,423500,426000,▲2000,＋0.47%,432500,451550,440883,443533,27939,1769482
2015/12/15,439000,439000,422500,424000,▼12500,－2.86%,436300,451950,440783,444008,18001,1761513
2015/12/14,432500,441000,432500,436500,▼6000,－1.36%,441100,452075,440750,444571,17259,1765920
2015/12/11,434000,445500,434000,442500,▲9000,＋2.08%,442800,451550,440408,444988,18443,1766466
2015/12/10,444500,445000,433000,433500,▼11500,－2.58%,444000,450875,439983,445288,26438,1766995
2015/12/09,451000,457000,445000,445000,▼3000,－0.67%,448300,451100,439725,445771,13827,1771292
2015/12/08,446000,450000,438000,448000,▲3000,＋0.67%,451400,450550,439092,445958,14119,1775175
2015/12/07,454500,455000,445000,445000,▼3500,－0.78%,456000,450125,438375,446158,16885,1775300
2015/12/04,452000,452000,446000,448500,▼6500,－1.43%,458900,450175,437625,446358,13071,1772694
2015/12/03,458000,458000,449500,455000,▼5500,－1.19%,461700,450850,436583,446463,13021,1779480
2015/12/02,469000,470000,456500,460500,▼10500,－2.23%,464000,451725,435300,446696,22733,1788173
2015/12/01,459500,471000,459000,471000,▲11500,＋2.50%,465200,452325,433875,446942,17421,1789798
2015/11/30,461500,463500,458000,459500,▼3000,－0.65%,464100,452525,432192,447208,21997,1787857
2015/11/27,466500,466500,458000,462500,▼4000,－0.86%,466100,452700,430683,447604,12138,1789940
2015/11/26,470000,471000,460500,466500,0.0,0.00%,464000,450000,429342,447983,18254,1787923
2015/11/25,467000,470000,461500,466500,▲1000,＋0.21%,461400,447750,428108,448354,17986,1787821
2015/11/24,469000,474000,460000,465500,▼4000,－0.85%,454900,445900,426742,448750,19643,1792002
2015/11/23,457500,472500,448000,469500,▲17500,＋3.87%,447100,444475,425117,449171,34704,1799234
2015/11/20,451500,458500,446500,452000,▼1500,－0.33%,438400,443425,423492,449650,17054,1802856
2015/11/19,438000,453500,435000,453500,▲19500,＋4.49%,433800,443400,421942,450400,25656,1809655
2015/11/18,427000,440000,423500,434000,▲7500,＋1.76%,430700,442775,420350,451188,19308,1818677
2015/11/17,427500,435000,426000,426500,▲500,＋0.12%,430700,443000,419150,452021,21106,1817453
2015/11/16,419000,429000,419000,426000,▼3000,－0.70%,433300,443650,418367,452983,15170,1821105
2015/11/13,432500,435500,426500,429000,▼9000,－2.05%,437300,444375,417642,454017,20113,1819697
2015/11/12,435500,445000,435500,438000,▲4000,＋0.92%,443900,444925,417075,454733,17668,1817809
2015/11/11,443500,444500,433000,434000,▼5500,－1.25%,450800,445075,416408,455333,16710,1821145
2015/11/10,437500,444500,435500,439500,▼6500,－1.46%,458500,445150,415808,455983,17818,1816665
2015/11/09,456000,458500,445000,446000,▼16000,－3.46%,465600,445275,414958,456588,24883,1814654
2015/11/06,469000,471000,458500,462000,▼10500,－2.22%,469000,444850,414158,457171,18161,1811826
2015/11/05,470000,477000,464000,472500,0.0,0.00%,458300,443150,413142,457671,20867,1809355
2015/11/04,475500,482000,470000,472500,▼2500,－0.53%,448100,441125,413142,458133,40188,1802585
2015/11/03,463500,475000,457500,475000,▲12000,＋2.59%,439500,439275,413092,458629,65339,1778484
2015/11/02,429000,465000,423000,463000,▲54500,＋13.34%,431900,436750,413192,459088,108899,1756291
2015/10/30,416500,421500,408000,408500,▼13000,－3.08%,429000,434725,413475,459646,34845,1720665
2015/10/29,430000,434000,415500,421500,▼8000,－1.86%,437600,435375,414525,460633,34388,1716223
2015/10/28,438500,438500,425000,429500,▼7500,－1.72%,441500,434950,415658,461404,26848,1720895
2015/10/27,447500,447500,435500,437000,▼11500,－2.56%,443300,434150,416583,462217,27948,1714883
2015/10/26,453500,454500,446500,448500,▼3000,－0.66%,443800,432975,417592,463042,16895,1705937
2015/10/23,446000,453500,445000,451500,▲10500,＋2.38%,442200,430950,418600,463888,38002,1704711
2015/10/22,438000,449500,436500,441000,▲2500,＋0.57%,439900,429350,419592,464700,47580,1690654
2015/10/21,439000,448500,435500,438500,▼1000,－0.23%,439900,428325,421142,465742,18135,1674537
2015/10/20,441000,441000,434000,439500,▼1000,－0.23%,439300,427400,422400,466763,11012,1665712
2015/10/19,440500,442000,432500,440500,▲500,＋0.11%,439800,426525,423775,467775,19456,1663521
2015/10/16,441000,442500,435000,440000,▼1000,－0.23%,439200,425300,425467,468838,12685,1657787
2015/10/15,433000,442000,431500,441000,▲5500,＋1.26%,436800,424150,427167,469704,14557,1654204
2015/10/14,443000,443000,431000,435500,▼6500,－1.47%,435000,423000,428817,470471,15558,1650322
2015/10/13,441500,442000,436000,442000,▲4500,＋1.03%,435000,421575,430758,471325,18336,1651630
2015/10/12,431500,439500,431000,437500,▲9500,＋2.22%,431500,419725,431892,472175,26564,1651709
2015/10/08,435000,438500,422000,428000,▼4000,－0.93%,428500,417850,433367,473104,17340,1640067
2015/10/07,430500,442500,429000,432000,▼3500,－0.80%,427200,415750,434817,474113,19763,1638963
2015/10/06,426500,437000,426000,435500,▲11000,＋2.59%,423400,413050,435467,475021,34306,1642638
2015/10/05,425000,430000,421000,424500,▲2000,＋0.47%,419000,410025,436167,475950,20001,1638594
2015/10/02,422500,423500,417500,422500,▲1000,＋0.24%,416800,407300,437067,476863,16190,1634686
2015/10/01,410000,422000,410000,421500,▲8500,＋2.06%,413900,404625,438058,477658,21892,1636015
2015/09/30,404000,416000,404000,413000,▼500,－0.12%,413500,402650,438950,478538,26260,1630097
2015/09/25,413000,418000,408500,413500,0.0,0.00%,415000,401625,440067,479496,12627,1626167
2015/09/24,411000,416500,405500,413500,▲5500,＋1.35%,416300,400175,441267,480533,13629,1630320
2015/09/23,416000,416500,406500,408000,▼11500,－2.74%,418000,397900,442525,481546,26209,1626064
2015/09/22,423500,423500,416500,419500,▼1000,－0.24%,419600,396100,443908,482596,24636,1629923
2015/09/21,415500,424000,414000,420500,▲500,＋0.12%,419100,393075,445033,483642,25295,1636118
2015/09/18,425000,425000,414500,420000,▼2000,－0.47%,418600,389950,446183,484854,41624,1633466
2015/09/17,421500,426000,414000,422000,▲6000,＋1.44%,416000,387050,447233,486046,55802,1632839
2015/09/16,419000,419000,409000,416000,▼1000,－0.24%,412600,384925,448392,487138,53323,1633974
2015/09/15,420000,422500,414000,417000,▼1000,－0.24%,409400,383250,449567,488271,33107,1638007
2015/09/14,407000,420000,405000,418000,▲11000,＋2.70%,403200,382150,450592,489538,55749,1651463
2015/09/11,402500,408000,399000,407000,▲2000,＋0.49%,395200,381150,451817,490804,39458,1663082
2015/09/10,398500,407000,395000,405000,▲5000,＋1.25%,388800,380700,452825,492013,57716,1667702
2015/09/09,393000,401000,390000,400000,▲14000,＋3.63%,381800,379875,453942,493171,58958,1680080
2015/09/08,378500,391000,376000,386000,▲8000,＋2.12%,375600,379775,455092,494438,40201,1697212
2015/09/07,380000,384500,376000,378000,▲3000,＋0.80%,374800,380525,456342,495763,26130,1713492
2015/09/04,371500,387000,371500,375000,▲5000,＋1.35%,377700,385250,458092,497229,50755,1721839
2015/09/03,373000,375000,369500,370000,▲1000,＋0.27%,379600,389975,460008,498546,24740,1731914
2015/09/02,368000,378000,368000,369000,▼13000,－3.40%,379200,395525,462225,499954,53297,1730891
2015/09/01,388500,391000,381000,382000,▼10500,－2.68%,379800,401075,464525,501379,40117,1746091
2015/08/31,384000,392500,379500,392500,▲8000,＋2.08%,375200,405550,466625,502696,49429,1748202
2015/08/28,374000,386500,372500,384500,▲16500,＋4.48%,368300,410400,468600,504058,41537,1753873
2015/08/27,375000,385000,366000,368000,▼4000,－1.08%,363800,415425,470758,505546,66438,1751722
2015/08/26,359000,374500,354500,372000,▲13000,＋3.62%,366100,421900,473225,507246,54534,1764846
2015/08/25,362000,362000,348500,359000,▲1000,＋0.28%,368200,428750,475808,508938,46924,1773116
2015/08/24,356000,367000,349500,358000,▼4000,－1.10%,375400,436350,478858,510738,46008,1778204
2015/08/21,370000,374500,360500,362000,▼17500,－4.61%,383400,445150,482025,512613,58773,1778576
2015/08/20,377000,385000,373500,379500,▼3000,－0.78%,390600,452750,484892,514521,28094,1780227
2015/08/19,392000,396500,378000,382500,▼12500,－3.16%,392400,459875,487600,516283,47817,1779778
2015/08/18,399000,405500,391500,395000,▼3000,－0.75%,395500,467850,490392,517988,35842,1783426
2015/08/17,398000,410000,398000,398000,0.0,0.00%,396700,475200,492392,519446,31459,1790143
2015/08/13,385500,402500,385500,398000,▲9500,＋2.45%,411600,482300,494258,520654,44435,1792500
2015/08/12,392000,400500,380000,388500,▼9500,－2.39%,425900,490000,496158,521738,82342,1794304
2015/08/11,404500,406500,396500,398000,▼3000,－0.75%,444400,496075,498217,522842,84659,1798957
2015/08/10,460000,460500,401000,401000,▼71500,－15.13%,460800,502475,500183,523867,188358,1796981
2015/08/07,466500,472500,463500,472500,▲3000,＋0.64%,474900,508175,502200,524933,13156,1819569
2015/08/06,481000,487000,467500,469500,▼11500,－2.39%,478300,508100,503125,525388,23786,1819113
2015/08/05,477500,483000,475500,481000,▲1000,＋0.21%,481400,508500,504167,525883,14153,1819254
2015/08/04,472500,481500,472000,480000,▲8500,＋1.80%,484700,508375,504983,526275,12356,1819649
2015/08/03,488000,488000,470000,471500,▼18000,－3.68%,490500,508475,505817,526608,25824,1821397
2015/07/31,486000,490000,476000,489500,▲4500,＋0.93%,498400,508650,506742,527088,22876,1821996
2015/07/30,497500,502000,483500,485000,▼12500,－2.51%,507300,508175,507150,527608,27933,1821233
2015/07/29,506000,515000,497500,497500,▼11500,－2.26%,513100,508200,507850,528133,27141,1820883
2015/07/28,507000,513000,501000,509000,▼2000,－0.39%,518000,507775,508492,528579,28562,1824417
2015/07/27,524000,530000,497000,511000,▼23000,－4.31%,524600,506875,509175,528971,48005,1834690
2015/07/24,509000,536000,507000,534000,▲20000,＋3.89%,530800,505675,509808,529304,36305,1842850
2015/07/23,519000,522000,504000,514000,▼8000,－1.53%,532000,503450,510342,529429,29018,1844154
2015/07/22,536000,541000,517000,522000,▼20000,－3.69%,539600,501900,511125,529713,30265,1836947
2015/07/21,542000,548000,530000,542000,0.0,0.00%,537200,500375,511775,529804,23152,1838499
2015/07/20,545000,548000,533000,542000,▲2000,＋0.37%,534000,497600,512208,529696,21010,1836209
2015/07/17,554000,557000,515000,540000,▼12000,－2.17%,528600,494425,512242,529663,75803,1834634
2015/07/16,514000,555000,512000,552000,▲42000,＋8.24%,514800,492000,512125,529579,111109,1826320
2015/07/15,525000,525000,505000,510000,▼16000,－3.04%,499900,487775,511892,529479,48238,1823320
2015/07/14,520000,528000,515000,526000,▲11000,＋2.14%,493600,485875,512458,529738,59805,1822413
2015/07/13,474500,517000,472000,515000,▲44000,＋9.34%,484800,483025,512842,529729,92314,1811565
2015/07/10,477500,477500,468000,471000,▼6500,－1.36%,476800,480325,513408,529813,33276,1800050
2015/07/09,479000,479000,470000,477500,▼1000,－0.21%,478600,480925,514575,530354,31410,1799038
2015/07/08,478000,481500,473500,478500,▼3500,－0.73%,480200,481550,515733,530758,29704,1797723
2015/07/07,474000,484000,470500,482000,▲7000,＋1.47%,482300,482775,516658,531179,27355,1793510
2015/07/06,475000,478000,471000,475000,▼5000,－1.04%,484100,484025,517258,531513,22289,1793677
2015/07/03,484500,485000,479000,480000,▼5500,－1.13%,486500,485675,518125,531713,18093,1783983
2015/07/02,492500,496500,483000,485500,▼3500,－0.72%,488400,487225,518925,531929,34142,1781379
2015/07/01,486500,493000,484500,489000,▼2000,－0.41%,487900,488650,519800,532208,19437,1775665
2015/06/30,480500,492500,480500,491000,▲4000,＋0.82%,488400,490000,520567,532383,26576,1774384
2015/06/29,481500,491000,477500,487000,▼2500,－0.51%,487500,491800,521283,532683,33237,1778492
2015/06/26,483500,492000,481000,489500,▲6500,＋1.35%,485800,494550,522250,533083,29873,1782110
2015/06/25,490000,490500,482000,483000,▼8500,－1.73%,486200,497475,523525,533338,43927,1774326
2015/06/24,490000,494000,486500,491500,▲5000,＋1.03%,483100,500025,524858,533729,31144,1768576
2015/06/23,483000,491000,479500,486500,▲8000,＋1.67%,479200,502550,525883,534042,22780,1759587
2015/06/22,496000,496500,478000,478500,▼13000,－2.64%,475700,505725,526975,534454,29793,1759361
2015/06/19,476000,498000,473000,491500,▲24000,＋5.13%,472200,507550,528483,534758,50048,1762784
2015/06/18,467500,471500,466000,467500,▼4500,－0.95%,470500,508475,529792,535013,41841,1762619
2015/06/17,473500,473500,461000,472000,▲3000,＋0.64%,475000,510700,531200,535492,30041,1765078
2015/06/16,462500,472500,460000,469000,▲8000,＋1.74%,481200,512700,532400,535933,57687,1767792
2015/06/15,474500,485000,460000,461000,▼22000,－4.55%,488800,515050,533783,536550,52636,1768688
2015/06/12,494500,497000,467500,483000,▼7000,－1.43%,498200,518100,535183,537067,96510,1759232
2015/06/11,510000,511000,480500,490000,▼13000,－2.58%,503800,520350,536367,537600,176157,1774065
2015/06/10,507000,514000,502000,503000,▼4000,－0.79%,508600,522450,537083,538083,27838,1819405
2015/06/09,510000,513000,502000,507000,▼1000,－0.20%,511200,523800,537683,538217,30110,1821875
2015/06/08,515000,522000,508000,508000,▼3000,－0.59%,515200,524950,538233,538292,29023,1821972
2015/06/05,513000,518000,507000,511000,▼3000,－0.58%,522000,525900,538767,538350,21239,1822839
2015/06/04,520000,523000,513000,514000,▼2000,－0.39%,529400,526050,539517,538533,26558,1826011
2015/06/03,522000,527000,516000,516000,▼11000,－2.09%,533400,526700,540333,538700,24944,1826890
2015/06/02,540000,545000,519000,527000,▼15000,－2.77%,538600,527700,541267,538917,33040,1828032
2015/06/01,550000,554000,538000,542000,▼6000,－1.09%,543200,528850,542067,539000,30592,1833300
2015/05/29,529000,555000,529000,548000,▲14000,＋2.62%,537800,529200,542617,539008,54903,1828747
2015/05/28,546000,548000,531000,534000,▼8000,－1.48%,530200,530100,543200,539042,46049,1820467
2015/05/27,553000,560000,530000,542000,▼8000,－1.45%,525800,531450,544150,539183,100759,1830830
2015/05/26,516000,563000,512000,550000,▲35000,＋6.80%,519800,532400,544967,539092,125391,1818295
2015/05/22,508000,516000,508000,515000,▲5000,＋0.98%,513000,533300,545583,538917,32088,1793950
2015/05/21,512000,512000,507000,510000,▼2000,－0.39%,514400,534750,546500,539033,20870,1785310
