[일시]KCC,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2019/01/30,323000,323000,316500,321500,0.0,0.00%,321000,307975,291867,304508,31831,2098897
2019/01/29,317000,322000,316000,321500,▲2500,＋0.78%,321500,307325,290942,304621,23220,2096460
2019/01/28,316500,323000,314500,319000,▼1500,－0.47%,320600,306700,289900,304758,24921,2092659
2019/01/25,317500,323000,316000,320500,▼2000,－0.62%,318400,306050,288700,304925,16372,2086534
2019/01/24,316500,323000,315500,322500,▼1500,－0.46%,315400,305125,287533,304979,18914,2088843
2019/01/23,315000,324000,314000,324000,▲7000,＋2.21%,310500,304575,286400,304967,40977,2088595
2019/01/22,307000,317500,307000,317000,▲9000,＋2.92%,305500,304000,285358,304942,37097,2085186
2019/01/21,308000,311000,305000,308000,▲2500,＋0.82%,300500,303775,284500,304979,19437,2089909
2019/01/18,300500,306500,297000,305500,▲7500,＋2.52%,297200,303475,283958,305088,18383,2096118
2019/01/17,296500,301500,296000,298000,▼1000,－0.33%,295500,303100,283375,305192,16719,2095995
2019/01/16,292000,299500,290500,299000,▲7000,＋2.40%,294900,302875,283075,305342,24581,2100529
2019/01/15,293500,296500,291500,292000,▲500,＋0.17%,294000,302450,282758,305471,23324,2098298
2019/01/14,293000,297000,290000,291500,▼5500,－1.85%,296300,302425,282592,305675,18192,2098016
2019/01/11,294000,297000,291500,297000,▲2000,＋0.68%,298700,302350,282475,305900,12952,2096141
2019/01/10,294500,298500,293000,295000,▲500,＋0.17%,301200,301650,282258,306129,25377,2085050
2019/01/09,303000,303000,293000,294500,▼9000,－2.97%,305500,301075,282175,306363,43253,2078583
2019/01/08,305500,306000,298500,303500,0.0,0.00%,308300,300725,282158,306550,11861,2068029
2019/01/07,313500,313500,297000,303500,▼6000,－1.94%,309400,299925,282025,306650,31822,2064491
2019/01/04,314000,315000,308000,309500,▼7000,－2.21%,309900,299075,282058,306792,15735,2057478
2019/01/03,311500,318000,309000,316500,▲8000,＋2.59%,308400,297900,282117,306904,26968,2053493
2019/01/02,307000,311000,305000,308500,▼500,－0.16%,307400,296275,282142,306938,12004,2055516
2018/12/28,302500,311000,302500,309000,▲3000,＋0.98%,308200,294800,282358,307017,16154,2058272
2018/12/27,298000,306000,295000,306000,▲4000,＋1.32%,308900,293575,282692,307083,18722,2060217
2018/12/26,308500,313000,299000,302000,▼9500,－3.05%,308100,292325,283117,307171,25251,2057316
2018/12/24,313500,313500,307000,311500,▼1000,－0.32%,307300,291175,283733,307313,15220,2057628
2018/12/21,314000,314000,305000,312500,0.0,0.00%,303700,289450,284150,307450,36119,2061934
2018/12/20,299500,312500,299500,312500,▲10500,＋3.48%,299300,287250,284650,307579,35749,2060353
2018/12/19,301000,304500,296500,302000,▲4000,＋1.34%,295100,285125,285067,307717,19774,2056055
2018/12/18,293000,300000,293000,298000,▲4500,＋1.53%,292700,283900,285550,307958,21182,2059841
2018/12/17,293000,294500,291000,293500,▲3000,＋1.03%,289700,283000,286233,308267,12664,2059837
2018/12/14,291500,294000,288000,290500,▼1000,－0.34%,287700,282325,287008,308567,16588,2061974
2018/12/13,292000,293500,287500,291500,▲1500,＋0.52%,287100,281400,287883,308863,36670,2061698
2018/12/12,286000,292000,284500,290000,▲7000,＋2.47%,286300,280075,288792,309158,18274,2056301
2018/12/11,283000,288500,280500,283000,▼500,－0.18%,285600,279225,289775,309467,9657,2051216
2018/12/10,284000,289500,280000,283500,▼4000,－1.39%,286200,278500,290925,309871,15418,2052980
2018/12/07,287500,289500,285000,287500,0.0,0.00%,286300,277725,292008,310358,12602,2051164
2018/12/06,289000,289000,284500,287500,▲1000,＋0.35%,284600,276700,292967,310829,12594,2049421
2018/12/05,284000,287500,282000,286500,▲500,＋0.17%,284000,275575,293717,311379,12509,2046682
2018/12/04,284000,287000,283000,286000,▲2000,＋0.70%,282900,274025,294442,311954,11574,2046375
2018/12/03,281500,287500,280500,284000,▲5000,＋1.79%,281500,272500,294992,312492,13413,2041969
2018/11/30,284500,285000,277000,279000,▼5500,－1.93%,280100,271350,295592,313042,22109,2039609
2018/11/29,282000,284500,281000,284500,▲3500,＋1.25%,278000,270700,296350,313675,20735,2039510
2018/11/28,280500,281000,276500,281000,▲2000,＋0.72%,275100,269425,297008,314258,9218,2037357
2018/11/27,275000,281500,274000,279000,▲2000,＋0.72%,274400,267725,297933,314838,12282,2037441
2018/11/26,271000,277000,271000,277000,▲8500,＋3.17%,274600,266300,298892,315383,15050,2038667
2018/11/23,268000,273000,265500,268500,▼1500,－0.56%,275200,265175,299808,315933,9163,2035292
2018/11/22,277500,278000,267000,270000,▼7500,－2.70%,275900,264825,300892,316625,19695,2034042
2018/11/21,278000,278500,271500,277500,▼2500,－0.89%,274900,264600,301967,317371,15534,2035137
2018/11/20,279500,284000,275000,280000,0.0,0.00%,274000,264500,302883,317950,28502,2042455
2018/11/19,270000,281500,270000,280000,▲8000,＋2.94%,271700,264025,303817,318558,23934,2048681
2018/11/16,263500,274000,263000,272000,▲7000,＋2.64%,269300,264025,304700,319204,18721,2050513
2018/11/15,269000,272000,263000,265000,▼8000,－2.93%,268300,264425,305717,319925,25036,2043232
2018/11/14,268500,273000,266000,273000,▲4500,＋1.68%,268300,265275,306950,320758,18014,2038425
2018/11/13,267000,271000,264000,268500,▲500,＋0.19%,264800,265850,308117,321479,18101,2042355
2018/11/12,267000,270000,262500,268000,▲1000,＋0.37%,262200,266625,309200,322258,15381,2046349
2018/11/09,265000,269500,264000,267000,▲2000,＋0.75%,260800,267725,310342,323146,16113,2048886
2018/11/08,258000,271000,257000,265000,▲9500,＋3.72%,260600,269050,311592,324088,35263,2051726
2018/11/07,255500,262500,255000,255500,0.0,0.00%,259400,270575,312883,325004,29461,2051769
2018/11/06,260000,260000,249500,255500,▼5500,－2.11%,257700,273075,314383,325983,51046,2051452
2018/11/05,262500,263500,258500,261000,▼5000,－1.88%,256700,275950,315833,326963,14310,2046087
2018/11/02,259000,268500,259000,266000,▲7000,＋2.70%,255400,278800,317150,328029,23497,2043817
2018/11/01,247000,264500,246000,259000,▲12000,＋4.86%,254500,281575,318300,329071,37674,2044438
2018/10/31,250000,251500,243000,247000,▼3500,－1.40%,255800,285075,319617,330150,48004,2049713
2018/10/30,251000,259000,247000,250500,▼4000,－1.57%,261500,289300,321150,331367,30540,2030566
2018/10/29,261500,265000,253000,254500,▼7000,－2.68%,265500,293725,322425,332538,18091,2025341
2018/10/26,264500,266500,258000,261500,▼4000,－1.51%,270600,297825,323533,333563,21015,2024397
2018/10/25,271000,273500,260000,265500,▼10000,－3.63%,274300,301875,324525,334579,37775,2022556
2018/10/24,272500,276000,270500,275500,▲5000,＋1.85%,277600,305475,325458,335575,20343,2022372
2018/10/23,278000,279000,267500,270500,▼9500,－3.39%,279400,308250,326217,336508,29044,2022589
2018/10/22,280000,281500,276500,280000,0.0,0.00%,282100,311675,327008,337388,16974,2022344
2018/10/19,280000,281000,276500,280000,▼2000,－0.71%,284100,314675,327608,338179,18580,2017432
2018/10/18,286000,286500,281500,282000,▼2500,－0.88%,286800,317825,328183,338963,17534,2015494
2018/10/17,288000,289000,282500,284500,▲500,＋0.18%,289500,321025,328758,339708,23073,2011552
2018/10/16,292000,293000,282500,284000,▼6000,－2.07%,293700,324250,329325,340333,34047,2009056
2018/10/15,292500,293000,288000,290000,▼3500,－1.19%,299500,327650,330000,340908,22022,2006573
2018/10/12,295500,298500,290000,293500,▼2000,－0.68%,305100,330575,330550,341467,32056,2004444
2018/10/11,298000,303500,292500,295500,▼10000,－3.27%,310700,333150,330942,342021,33405,2008061
2018/10/10,313000,314500,305000,305500,▼7500,－2.40%,317400,335000,331275,342592,21489,2010133
2018/10/08,316500,317000,313000,313000,▼5000,－1.57%,322600,336225,331525,343063,15210,2013185
2018/10/05,322500,323500,315500,318000,▼3500,－1.09%,327800,336525,331692,343396,23491,2018919
2018/10/04,332000,332000,319000,321500,▼7500,－2.28%,331500,336625,331733,343675,26740,2022330
2018/10/02,330000,333500,327000,329000,▼2500,－0.75%,335700,336775,331675,343900,18259,2019902
2018/10/01,337000,340500,330000,331500,▼7500,－2.21%,337400,336525,331475,344000,20922,2016641
2018/09/28,338500,341500,334500,339000,▲2500,＋0.74%,337300,336775,331225,344092,24975,2019596
2018/09/27,342000,346000,333500,336500,▼6000,－1.75%,337300,336650,330892,344142,31582,2027544
2018/09/21,340500,346000,338000,342500,▲5000,＋1.48%,338000,336425,330750,344217,32967,2019438
2018/09/20,331000,339000,331000,337500,▲6500,＋1.96%,338100,335975,330508,344125,22582,2018210
2018/09/19,338000,338000,328000,331000,▼8000,－2.36%,339800,335825,330367,344092,25946,2019709
2018/09/18,336500,340500,335500,339000,▼1000,－0.29%,343400,335900,330367,344138,23965,2022762
2018/09/17,339500,340000,334500,340000,▼3000,－0.87%,346000,335750,330300,344108,37481,2023781
2018/09/14,345500,349000,338500,343000,▼3000,－0.87%,347700,335400,330125,344125,22605,2033743
2018/09/13,352500,355000,341500,346000,▼3000,－0.86%,348100,334900,329842,344167,42190,2032664
2018/09/12,352000,352000,340000,349000,▼3000,－0.85%,345400,334550,329525,344188,27542,2037085
2018/09/11,347000,354000,345500,352000,▲3500,＋1.00%,341600,334250,329158,344171,34124,2043553
2018/09/10,340000,350000,340000,348500,▲3500,＋1.01%,335000,333325,328817,344163,37400,2053015
2018/09/07,337000,345000,333000,345000,▲12500,＋3.76%,329300,332725,328708,344200,29499,2066296
2018/09/06,330000,341500,326000,332500,▲2500,＋0.76%,325200,332575,328692,344258,34245,2062514
2018/09/05,323000,331500,322500,330000,▲11000,＋3.45%,323500,333075,329042,344413,27498,2057994
2018/09/04,319000,320000,317000,319000,▼1000,－0.31%,324800,333850,329467,344596,19006,2054007
2018/09/03,322000,325000,319500,320000,▼4500,－1.39%,328300,335025,329992,344888,16405,2052406
2018/08/31,323500,327500,322000,324500,▲500,＋0.15%,330700,336025,330492,345188,20952,2059916
2018/08/30,336500,336500,323000,324000,▼12500,－3.71%,332500,336550,331000,345446,32794,2056916
2018/08/29,338500,339500,333500,336500,0.0,0.00%,334600,337250,331508,345629,11716,2062352
2018/08/28,331500,337000,331500,336500,▲4500,＋1.36%,333800,337375,331742,345742,13659,2064172
2018/08/27,333500,336000,331000,332000,▼1500,－0.45%,333700,336900,331875,345825,12759,2058499
2018/08/24,333000,337500,332000,333500,▼1000,－0.30%,333900,336350,332058,346008,12543,2055480
2018/08/23,335000,339500,332500,334500,▲2000,＋0.60%,333800,335725,332358,346250,13725,2057587
2018/08/22,334000,338000,332500,332500,▼3500,－1.04%,334700,335075,332775,346508,14163,2058057
2018/08/21,332000,339000,331000,336000,▲3000,＋0.90%,336800,334500,333017,346800,12177,2060494
2018/08/20,333500,339500,333000,333000,0.0,0.00%,336300,333600,333300,347033,16013,2059206
2018/08/17,339500,339500,332500,333000,▼6000,－1.77%,337000,332750,333708,347283,13802,2057019
2018/08/16,341500,341500,330500,339000,▼4000,－1.17%,338800,331825,334133,347550,15809,2056248
2018/08/14,335500,343000,330500,343000,▲9500,＋2.85%,339500,330700,334567,347754,18324,2059317
2018/08/13,332500,340000,331000,333500,▼3000,－0.89%,340000,329475,334842,347942,10352,2062321
2018/08/10,340000,343500,335500,336500,▼5500,－1.61%,341800,329025,335317,348142,19883,2063364
2018/08/09,340500,343500,339000,342000,▼500,－0.15%,342500,328350,335950,348313,21332,2065532
2018/08/08,341000,349000,338500,342500,▼3000,－0.87%,341100,327100,336583,348488,30746,2069652
2018/08/07,335500,347000,329500,345500,▲3000,＋0.88%,340200,325750,337125,348683,42598,2068706
2018/08/06,337500,344500,336000,342500,▲2500,＋0.74%,338900,324500,337583,348983,15732,2076170
2018/08/03,333000,341500,331000,340000,▲5000,＋1.49%,335800,323525,338092,349321,19370,2078751
2018/08/02,335500,343000,334000,335000,▼3000,－0.89%,332000,322550,338908,349775,19835,2081404
2018/08/01,341000,353000,337000,338000,▼1000,－0.29%,329200,321700,339842,350342,35331,2085990
2018/07/31,329500,350500,329000,339000,▲12000,＋3.67%,325900,320650,340683,350988,83058,2086061
2018/07/30,321000,327000,320500,327000,▲6000,＋1.87%,322300,319525,341583,351650,18040,2078605
2018/07/27,324000,324500,320000,321000,0.0,0.00%,320500,319125,342650,352429,12405,2073132
2018/07/26,325000,325500,321000,321000,▼500,－0.16%,319500,319475,343592,353279,13500,2071303
2018/07/25,323000,326000,318500,321500,▲500,＋0.16%,318200,319825,344633,354021,13968,2069700
2018/07/24,318500,323500,317000,321000,▲3000,＋0.94%,317200,320200,345692,354688,15169,2068776
2018/07/23,313500,319500,313500,318000,▲2000,＋0.63%,316700,320700,346800,355379,9998,2071515
2018/07/20,314500,317500,313000,316000,▲1500,＋0.48%,318000,321550,347767,356096,8405,2073952
2018/07/19,315500,320500,313500,314500,▼2000,－0.63%,319400,322225,348750,356858,11843,2073227
2018/07/18,318000,323000,316500,316500,▼2000,－0.63%,319900,322800,349742,357617,7709,2076779
2018/07/17,323000,326000,318500,318500,▼6000,－1.85%,319700,323325,350658,358321,12145,2079049
2018/07/16,319500,325000,319500,324500,▲1500,＋0.46%,320100,323750,351342,358979,9008,2084406
2018/07/13,319500,324500,317500,323000,▲6000,＋1.89%,319800,324100,351817,359617,9759,2086089
2018/07/12,319500,320000,315500,317000,▲1500,＋0.48%,319300,325050,352383,360346,12349,2085710
2018/07/11,318000,322500,315500,315500,▼5000,－1.56%,319500,326400,353100,361150,13739,2085542
2018/07/10,320500,324500,320000,320500,▼2500,－0.77%,319800,328300,353908,361913,8507,2087298
2018/07/09,319000,325000,317000,323000,▲2500,＋0.78%,319000,330050,354600,362613,8770,2089489
2018/07/06,315500,324000,315500,320500,▲2500,＋0.79%,318200,331425,355100,363317,10186,2090464
2018/07/05,317000,321000,314000,318000,▲1000,＋0.32%,319700,332900,355617,363992,7674,2090056
2018/07/04,315000,319500,313500,317000,▲500,＋0.16%,321700,334750,356125,364617,7065,2090129
2018/07/03,319500,321000,315000,316500,▼2500,－0.78%,324100,336625,356525,365250,13846,2089004
2018/07/02,328000,328000,319000,319000,▼9000,－2.74%,327000,338325,356958,365779,13556,2089961
2018/06/29,330500,332500,320500,328000,0.0,0.00%,330200,339600,357392,366288,22336,2093210
2018/06/28,332500,335500,326000,328000,▼1000,－0.30%,330500,340350,357683,366738,11431,2087487
2018/06/27,327500,333000,326000,329000,▼2000,－0.60%,330100,341525,357742,367179,22400,2085190
2018/06/26,337000,338000,331000,331000,▼4000,－1.19%,329700,343050,357817,367496,15452,2089216
2018/06/25,328000,339000,328000,335000,▲5500,＋1.67%,328900,343850,357908,367883,22090,2093616
2018/06/22,322500,331500,322500,329500,▲3500,＋1.07%,328200,344750,357917,368250,17548,2092601
2018/06/21,325000,331000,325000,326000,▼1000,－0.31%,330700,346150,358125,368629,24196,2093645
2018/06/20,327000,330000,325000,327000,0.0,0.00%,334300,347775,358492,369083,16938,2100619
2018/06/19,331000,331500,326500,327000,▼4500,－1.36%,339600,349675,358850,369529,28415,2108559
2018/06/18,343000,344000,331000,331500,▼10500,－3.07%,345300,351300,359183,370017,31365,2114697
2018/06/15,346500,346500,342000,342000,▼2000,－0.58%,349100,352825,359508,370438,21674,2128215
2018/06/14,350500,354000,344000,344000,▼9500,－2.69%,350700,354450,359692,370254,34267,2132875
2018/06/12,355000,356500,351500,353500,▼2000,－0.56%,352900,356250,359825,370629,14889,2133768
2018/06/11,351000,356000,351000,355500,▲5000,＋1.43%,353100,357325,359783,370875,20820,2139858
2018/06/08,350000,355000,350000,350500,▲500,＋0.14%,352100,358200,359725,371096,13991,2144041
2018/06/07,352500,356000,348500,350000,▼5000,－1.41%,350900,359325,359783,371358,20552,2143661
2018/06/05,351000,356000,351000,355000,▲500,＋0.14%,349500,361275,359883,371713,10349,2144955
2018/06/04,352500,356000,350000,354500,▲4000,＋1.14%,348800,363075,359892,372054,14756,2142493
2018/06/01,341500,351500,341500,350500,▲6000,＋1.74%,349800,364775,359750,372383,22219,2142756
2018/05/31,343000,346000,340500,344500,▲1500,＋0.44%,349100,366900,359742,372721,37866,2153342
2018/05/30,350500,354000,343000,343000,▼8500,－2.42%,350800,369225,359775,373029,22925,2158382
2018/05/29,358000,358500,351500,351500,▼8000,－2.23%,353700,370950,359958,373383,19727,2161877
2018/05/28,354000,363000,354000,359500,▲12500,＋3.60%,355100,372550,360142,373621,38962,2165956
2018/05/25,350000,353000,342000,347000,▼6000,－1.70%,356200,373825,360242,373817,37869,2175369
2018/05/24,356500,356500,351000,353000,▼4500,－1.26%,358700,375850,360583,374113,19945,2180904
2018/05/23,355000,361000,352000,357500,▼1000,－0.28%,360500,377000,360767,374371,18315,2186828
2018/05/21,365500,367000,358500,358500,▼6500,－1.78%,363900,377875,360858,374579,11699,2184598
2018/05/18,358000,366000,358000,365000,▲5500,＋1.53%,368200,378650,360967,374796,18396,2184553
2018/05/17,360000,365000,357500,359500,▼2500,－0.69%,370200,378975,360942,374983,22545,2188369
2018/05/16,370000,372500,361000,362000,▼12500,－3.34%,372900,378975,361042,375213,30768,2185978
2018/05/15,380500,384000,373000,374500,▼5500,－1.45%,375100,378525,360967,375483,19547,2188117
2018/05/14,375000,388500,375000,380000,▲5000,＋1.33%,378000,377650,360675,375725,33877,2190639
2018/05/11,371000,378000,369000,375000,▲2000,＋0.54%,380200,376650,360392,375858,16317,2189330
2018/05/10,370000,382000,368500,373000,0.0,0.00%,382900,376100,360242,376025,25230,2184867
2018/05/09,384000,388000,365500,373000,▼16000,－4.11%,386900,375550,360383,376233,48466,2183924
2018/05/08,389000,395000,384500,389000,▼2000,－0.51%,390500,374550,360550,376500,32912,2187805
2018/05/04,383000,397000,383000,391000,▲2500,＋0.64%,388200,372675,360642,376654,27614,2188111
2018/05/03,392000,393500,386000,388500,▼4500,－1.15%,386700,370550,360842,376825,18120,2177843
2018/05/02,394500,400000,385000,393000,▲2000,＋0.51%,386000,368175,361292,377025,38114,2175410
2018/04/30,377000,391000,377000,391000,▲13500,＋3.58%,384900,365650,361717,377125,26889,2161421
2018/04/27,380500,388500,375500,377500,▼6000,－1.56%,381900,363350,362208,377129,19300,2162226
2018/04/26,383000,391500,372500,383500,▼1500,－0.39%,381400,361750,362967,377204,35765,2154995
2018/04/25,391500,391500,379500,385000,▼2500,－0.65%,379500,359150,363408,377229,27079,2155572
2018/04/24,377000,393000,373500,387500,▲11500,＋3.06%,376800,356575,363683,377271,52467,2160117
2018/04/23,378000,386000,374500,376000,▲1000,＋0.27%,371200,354025,363958,377258,31811,2156324
2018/04/20,375000,383500,371500,375000,▲1000,＋0.27%,366600,352000,364425,377375,37069,2160015
2018/04/19,370000,379000,366000,374000,▲2500,＋0.67%,363000,350350,364967,377529,32924,2162580
2018/04/18,357000,373000,357000,371500,▲12000,＋3.34%,360200,349050,365492,377671,39449,2169235
2018/04/17,350500,360500,350500,359500,▲6500,＋1.84%,358700,347900,365983,377854,14885,2158574
2018/04/16,361500,361500,352000,353000,▼4000,－1.12%,359200,347275,366617,378067,7389,2177093
2018/04/13,359000,361500,356000,357000,▼3000,－0.83%,359200,347175,367417,378375,13159,2176382
2018/04/12,362000,365000,360000,360000,▼4000,－1.10%,358100,346975,368308,378658,12261,2175541
2018/04/11,358000,366500,357000,364000,▲2000,＋0.55%,355800,346575,369200,378900,25087,2175261
2018/04/10,350000,363000,350000,362000,▲9000,＋2.55%,351200,345925,369917,379108,32806,2179439
2018/04/09,351000,357000,350000,353000,▲1500,＋0.43%,347300,345425,370625,379375,15488,2178268
2018/04/06,351000,356000,348000,351500,▲3000,＋0.86%,345700,345475,371533,379608,33719,2177346
2018/04/05,343000,351000,342500,348500,▲7500,＋2.20%,344500,345700,372367,379879,18492,2171322
2018/04/04,340500,350500,339000,341000,▼1500,－0.44%,341100,346050,373108,380067,20857,2170515
2018/04/03,343500,346000,340000,342500,▼2500,－0.72%,339600,346300,373975,380383,17787,2168240
2018/04/02,345500,350500,341500,345000,▼500,－0.14%,338400,346675,374600,380650,17884,2171250
2018/03/30,336500,352000,336000,345500,▲14000,＋4.22%,336500,346750,375183,380854,46076,2170573
2018/03/29,333000,333500,325500,331500,▼2000,－0.60%,335800,347175,375792,381058,34743,2175862
2018/03/28,335000,335500,332000,333500,▼3000,－0.89%,339100,348725,376617,381396,22301,2185260
2018/03/27,336000,340500,334500,336500,▲1000,＋0.30%,342100,350325,377175,381617,17986,2191035
2018/03/26,342000,344500,334500,335500,▼6500,－1.90%,344200,351875,377858,381967,24149,2189830
2018/03/23,343000,346000,341000,342000,▼6000,－1.72%,347300,353300,378583,382325,19893,2190719
2018/03/22,348000,352500,346500,348000,▼500,－0.14%,349500,354350,379133,382675,15004,2189214
2018/03/21,345500,351500,345500,348500,▲1500,＋0.43%,350300,355200,379675,383013,11445,2191476
2018/03/20,349000,352500,346000,347000,▼4000,－1.14%,350800,355950,380208,383313,15777,2190921
2018/03/19,354500,354500,349500,351000,▼2000,－0.57%,351800,356875,380850,383588,7240,2194479
2018/03/16,352000,354500,350000,353000,▲1000,＋0.28%,352400,357200,381367,383775,14120,2194813
2018/03/15,353000,353500,349000,352000,▲1000,＋0.28%,353000,357400,380817,383925,14412,2189475
2018/03/14,350000,354500,349000,351000,▼1000,－0.28%,353700,357950,381433,384125,15225,2187582
2018/03/13,352000,355000,351000,352000,▼2000,－0.56%,352700,358700,381967,384363,10608,2185090
2018/03/12,359500,360000,353500,354000,▼2000,－0.56%,352300,360175,382467,384588,18215,2181802
2018/03/09,355000,363500,351000,356000,▲500,＋0.14%,350800,361625,382933,384804,25919,2178280
2018/03/08,346000,355500,345500,355500,▲9500,＋2.75%,350400,363550,383542,384992,22879,2173601
2018/03/07,346500,350500,345000,346000,▼4000,－1.14%,351800,365925,384217,385225,18814,2170913
2018/03/06,347500,352500,347000,350000,▲3500,＋1.01%,355700,369400,385017,385588,13357,2171198
2018/03/05,354000,355500,346000,346500,▼7500,－2.12%,359200,372825,385700,385929,16541,2168345
2018/03/02,360000,362500,354000,354000,▼8500,－2.34%,362700,376525,386283,386342,17451,2171042
2018/02/28,362000,365000,360000,362500,▼3000,－0.82%,364500,379975,386808,386692,17437,2173869
2018/02/27,367500,369500,363000,365500,▼2000,－0.54%,365000,382350,387100,386967,18447,2173011
2018/02/26,367000,367500,362000,367500,▲3500,＋0.96%,364600,384150,387392,387221,14162,2174136
2018/02/23,365000,365000,361000,364000,▲1000,＋0.28%,364200,385975,387642,387442,18014,2170780
2018/02/22,360000,363500,360000,363000,▼2000,－0.55%,362900,387975,387975,387679,7571,2167419
2018/02/21,364500,365000,359000,365000,▲1500,＋0.41%,361700,390200,388300,387883,15270,2169153
2018/02/20,362000,365000,360500,363500,▼2000,－0.55%,361300,392225,388625,388088,10914,2170341
2018/02/19,364000,366000,360000,365500,▲8000,＋2.24%,361800,394100,389025,388358,15486,2170147
2018/02/14,359000,360500,355000,357500,▲500,＋0.14%,365000,395700,389383,388650,14686,2166822
2018/02/13,362500,363500,355000,357000,▼6000,－1.65%,370100,397875,390000,389008,39596,2165023
2018/02/12,369000,369500,360000,363000,▼3000,－0.82%,377600,400550,390775,389375,22143,2162586
2018/02/09,367000,372500,357500,366000,▼15500,－4.06%,385600,403075,391325,389667,52503,2160602
2018/02/08,381000,388000,380500,381500,▼1500,－0.39%,395500,405125,391808,389925,25787,2161987
2018/02/07,396000,399000,381500,383000,▼11500,－2.92%,402900,406275,392083,390138,20465,2159341
2018/02/06,396500,399000,388000,394500,▼8500,－2.11%,410400,407500,392450,390375,21286,2155438
2018/02/05,413500,414500,401000,403000,▼12500,－3.01%,416100,407850,392667,390488,16353,2156032
2018/02/02,420500,423000,411000,415500,▼3000,－0.72%,417500,407350,392808,390558,14239,2155717
2018/02/01,419500,420500,414500,418500,▼2000,－0.48%,414700,406225,392758,390688,14019,2157776
2018/01/31,423000,424500,402500,420500,▼2500,－0.59%,411800,404300,392533,390804,35662,2159265
2018/01/30,410000,427500,410000,423000,▲13000,＋3.17%,408500,402275,392050,390971,54013,2163656
2018/01/29,403500,411000,401500,410000,▲8500,＋2.12%,405400,400225,391442,391133,25535,2160739
2018/01/26,405000,405000,399000,401500,▼2500,－0.62%,404500,398775,391050,391354,17457,2154273
2018/01/25,402500,406500,400000,404000,0.0,0.00%,404400,397050,390858,391633,16613,2153228
2018/01/24,405500,407500,399000,404000,▼3500,－0.86%,403100,395725,390558,391879,19096,2146894
2018/01/23,403000,407500,400500,407500,▲2000,＋0.49%,402500,394475,390325,392117,19511,2144893
2018/01/22,401500,405500,397500,405500,▲4500,＋1.12%,403100,392850,390092,392313,17538,2140291
2018/01/19,397500,402000,395000,401000,▲3500,＋0.88%,404700,391600,389850,392517,14359,2139488
2018/01/18,398000,403500,394000,397500,▼3500,－0.87%,405900,390575,389725,392763,19287,2136757
2018/01/17,407500,409500,396500,401000,▼9500,－2.31%,407300,389975,389517,393042,23949,2128616
2018/01/16,409500,414500,409000,410500,▼3000,－0.73%,408600,389025,389333,393288,19054,2123000
2018/01/15,407500,416000,407500,413500,▲6500,＋1.60%,406800,384500,389008,393425,31217,2122256
2018/01/12,401500,410000,401500,407000,▲2500,＋0.62%,402700,383275,388600,393521,18315,2123323
2018/01/11,408000,409000,402000,404500,▼3000,－0.74%,399900,382075,388300,393604,26774,2120416
2018/01/10,402000,409500,398500,407500,▲6000,＋1.49%,395000,380950,388125,393617,37733,2124138
2018/01/09,397500,403500,393500,401500,▲8500,＋2.16%,389500,379675,387683,393596,29662,2120791
2018/01/08,392500,400000,387500,393000,0.0,0.00%,385600,379225,387392,393700,26097,2117743
2018/01/05,381500,396000,379000,393000,▲13000,＋3.42%,383200,379375,387025,393796,33830,2116269
2018/01/04,384500,384500,375500,380000,0.0,0.00%,378000,379425,386792,393963,11547,2099440
2018/01/03,376000,382500,376000,380000,▼2000,－0.52%,377500,379975,386700,394213,12889,2096477
2018/01/02,381000,385000,377000,382000,▲1000,＋0.26%,377300,380050,386525,394554,11759,2096346
2017/12/28,365500,381000,363000,381000,▲14000,＋3.81%,375900,380225,386325,394863,17301,2094634
2017/12/27,370500,373000,360500,367000,▼10500,－2.78%,375800,380175,386175,395279,31941,2087603
2017/12/26,383000,383500,377000,377500,▼1500,－0.40%,378500,380975,386058,395858,25181,2097389
2017/12/22,378000,381500,372000,379000,▲4000,＋1.07%,380100,381225,386075,396304,14739,2099201
2017/12/21,378000,381000,373000,375000,▼5500,－1.45%,380700,381475,386067,396679,20984,2101944
2017/12/20,378000,383000,378000,380500,0.0,0.00%,369700,381850,386217,397054,12546,2105122
2017/12/19,383500,389500,378000,380500,▼5000,－1.30%,371400,382050,386350,397425,26559,2105345
2017/12/18,382000,388500,380500,385500,▲3500,＋0.92%,371900,382400,386417,397854,18092,2109927
2017/12/15,384500,389000,377000,382000,▲62000,＋19.38%,371200,382475,386325,398138,48736,2115218
2017/12/14,390500,393500,320000,320000,▼69000,－17.74%,371200,383100,386183,398396,33022,2107968
2017/12/13,380000,389500,380000,389000,▲6000,＋1.57%,385700,387275,387033,399108,14462,2106624
2017/12/12,381500,385000,378000,383000,▲1000,＋0.26%,387100,387625,386817,399167,16442,2110020
2017/12/11,381500,390000,380000,382000,0.0,0.00%,389300,388225,386758,399283,17203,2112190
2017/12/08,391500,397000,382000,382000,▼10500,－2.68%,391100,389025,386708,399425,19621,2115112
2017/12/07,399000,400500,391500,392500,▼3500,－0.88%,391000,390175,386675,399588,18878,2119072
2017/12/06,395500,399500,391500,396000,▲2000,＋0.51%,389600,390925,386442,399675,33841,2122166
2017/12/05,391000,394500,389000,394000,▲3000,＋0.77%,386400,391700,386233,399692,18670,2116605
2017/12/04,384500,391500,382000,391000,▲9500,＋2.49%,384200,392625,386158,399750,25472,2139781
