[일시]롯데푸드,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1989/11/29,11879,11879,11879,11879,0.0,0.00%,11904,12009,12204,12680,0,N/A
1989/11/28,11879,11879,11879,11879,▼126,－1.05%,11879,12031,12223,12687,0,N/A
1989/11/27,11942,12005,11942,12005,▲63,＋0.53%,11828,12059,12242,12695,5700,N/A
1989/11/25,11816,12005,11816,11942,▲126,＋1.07%,11740,12056,12259,12703,840,N/A
1989/11/24,11816,11816,11816,11816,▲63,＋0.54%,11740,12059,12278,12709,50,N/A
1989/11/23,11753,11753,11753,11753,▲126,＋1.09%,11765,12075,12299,12716,1000,N/A
1989/11/22,11373,11626,11373,11626,▲63,＋0.55%,11803,12097,12321,12728,540,N/A
1989/11/21,11626,11626,11437,11563,▼379,－3.17%,11866,12132,12346,12740,3930,N/A
1989/11/20,11942,11942,11942,11942,0.0,0.00%,11980,12163,12373,12754,0,N/A
1989/11/18,11942,11942,11942,11942,0.0,0.00%,11942,12160,12395,12765,0,N/A
1989/11/17,11942,11942,11942,11942,0.0,0.00%,11980,12163,12420,12777,0,N/A
1989/11/16,11942,11942,11942,11942,▼190,－1.56%,12043,12170,12446,12790,1240,N/A
1989/11/15,11879,12132,11879,12132,▲379,＋3.23%,12157,12176,12473,12801,1920,N/A
1989/11/14,11753,11753,11753,11753,▼379,－3.12%,12258,12176,12495,12810,30,N/A
1989/11/13,12132,12132,12132,12132,▼126,－1.03%,12347,12195,12525,12825,0,N/A
1989/11/11,12258,12258,12258,12258,▼253,－2.02%,12384,12195,12552,12837,0,N/A
1989/11/10,12511,12511,12511,12511,▼126,－1.00%,12397,12189,12577,12848,0,N/A
1989/11/09,12069,12637,11942,12637,▲442,＋3.63%,12384,12173,12597,12858,2060,N/A
1989/11/08,12195,12195,12195,12195,▼126,－1.03%,12245,12157,12613,12866,0,N/A
1989/11/07,12321,12321,12321,12321,0.0,0.00%,12208,12160,12635,12877,0,N/A
1989/11/06,12321,12321,12321,12321,▼126,－1.02%,12170,12160,12654,12883,0,N/A
1989/11/04,12448,12448,12448,12448,▲505,＋4.23%,12144,12141,12669,12884,20,N/A
1989/11/03,11942,11942,11942,11942,▼63,－0.53%,12119,12132,12679,12880,500,N/A
1989/11/02,12005,12005,12005,12005,▼126,－1.04%,12170,12148,12696,12880,0,N/A
1989/11/01,12132,12132,12132,12132,▼63,－0.52%,12144,12166,12714,12884,3000,N/A
1989/10/31,12195,12195,12195,12195,▼126,－1.03%,12119,12185,12731,12888,0,N/A
1989/10/30,12321,12321,12321,12321,▲126,＋1.04%,12094,12201,12747,12894,10,N/A
1989/10/28,12195,12195,12195,12195,▲316,＋2.66%,12043,12201,12760,12900,10,N/A
1989/10/27,11879,11879,11879,11879,▼126,－1.05%,12031,12208,12773,12911,0,N/A
1989/10/26,12005,12005,12005,12005,▼63,－0.52%,12081,12242,12790,12925,10,N/A
1989/10/25,12069,12069,12069,12069,0.0,0.00%,12106,12271,12804,12939,0,N/A
1989/10/24,12069,12069,12069,12069,▼63,－0.52%,12119,12290,12815,12954,0,N/A
1989/10/23,12132,12132,12132,12132,0.0,0.00%,12144,12309,12830,12969,0,N/A
1989/10/21,12132,12132,12132,12132,0.0,0.00%,12182,12324,12848,12984,0,N/A
1989/10/20,12132,12132,12132,12132,0.0,0.00%,12208,12343,12856,12998,10,N/A
1989/10/19,11879,12132,11879,12132,▼63,－0.52%,12245,12362,12867,13012,30,N/A
1989/10/18,12005,12195,12005,12195,▼126,－1.03%,12208,12388,12875,13027,100,N/A
1989/10/17,12321,12321,12321,12321,▲63,＋0.52%,12220,12410,12886,13043,100,N/A
1989/10/16,12258,12258,12258,12258,▼63,－0.51%,12208,12426,12894,13056,0,N/A
1989/10/14,12321,12321,12005,12321,▲379,＋3.17%,12233,12429,12906,13072,40,N/A
1989/10/13,12005,12005,11942,11942,▼316,－2.58%,12271,12444,12916,13088,510,N/A
1989/10/12,12258,12764,12258,12258,0.0,0.00%,12384,12498,12933,13107,60,N/A
1989/10/11,12321,12321,12258,12258,▼126,－1.02%,12397,12536,12946,13123,40,N/A
1989/10/10,12384,12384,12384,12384,▼126,－1.01%,12410,12574,12957,13139,0,N/A
1989/10/07,12511,12511,12511,12511,0.0,0.00%,12448,12609,12967,13156,0,N/A
1989/10/06,12511,12511,12511,12511,▲190,＋1.54%,12460,12637,12979,13171,10,N/A
1989/10/05,12511,12511,12321,12321,0.0,0.00%,12448,12666,12992,13186,270,N/A
1989/10/04,12321,12321,12321,12321,▼253,－2.01%,12473,12704,13008,13197,0,N/A
1989/09/30,12574,12574,12574,12574,0.0,0.00%,12498,12748,13028,13212,550,N/A
1989/09/29,12637,12637,12005,12574,▲126,＋1.02%,12486,12783,13045,13223,520,N/A
1989/09/28,12448,12448,12448,12448,0.0,0.00%,12473,12827,13062,13230,750,N/A
1989/09/27,12448,12448,12448,12448,0.0,0.00%,12511,12877,13081,13241,0,N/A
1989/09/26,12448,12448,12448,12448,▼63,－0.51%,12549,12934,13102,13253,0,N/A
1989/09/25,12511,12511,12511,12511,0.0,0.00%,12587,12985,13121,13262,90,N/A
1989/09/23,12511,12511,12511,12511,▼126,－1.00%,12549,13035,13130,13271,300,N/A
1989/09/22,12637,12637,12384,12637,0.0,0.00%,12574,13098,13132,13281,220,N/A
1989/09/21,12637,12637,12637,12637,0.0,0.00%,12650,13155,13132,13290,90,N/A
1989/09/20,12637,12764,12637,12637,▲316,＋2.56%,12726,13209,13134,13301,870,N/A
1989/09/19,12321,12321,12321,12321,▼316,－2.50%,12801,13256,13137,13311,1160,N/A
1989/09/18,12637,12637,12637,12637,▼379,－2.91%,12953,13316,13150,13327,100,N/A
1989/09/16,13016,13016,13016,13016,0.0,0.00%,13042,13358,13155,13342,0,N/A
1989/09/12,13016,13016,13016,13016,0.0,0.00%,13054,13367,13150,13358,0,N/A
1989/09/11,12764,13016,12764,13016,▼63,－0.48%,13067,13370,13147,13374,50,N/A
1989/09/09,13080,13080,13080,13080,0.0,0.00%,13105,13367,13146,13392,200,N/A
1989/09/08,12448,13080,12448,13080,0.0,0.00%,13143,13367,13140,13410,1860,N/A
1989/09/07,13080,13080,13080,13080,0.0,0.00%,13219,13370,13133,13425,2000,N/A
1989/09/06,13080,13080,13080,13080,▼126,－0.96%,13294,13373,13134,13442,1690,N/A
1989/09/05,13206,13206,13206,13206,▼63,－0.48%,13395,13376,13135,13458,1920,N/A
1989/09/04,13143,13269,13143,13269,▼190,－1.41%,13446,13364,13134,13468,2840,N/A
1989/09/02,13459,13459,13459,13459,0.0,0.00%,13497,13345,13134,13479,0,N/A
1989/09/01,13585,13585,13459,13459,▼126,－0.93%,13560,13313,13133,13487,1190,N/A
1989/08/31,13332,13775,13332,13585,▲126,＋0.94%,13623,13279,13134,13495,7320,N/A
1989/08/30,13269,13459,13269,13459,▼63,－0.47%,13648,13247,13129,13503,2290,N/A
1989/08/29,13522,13522,13522,13522,▼253,－1.83%,13673,13234,13126,13508,0,N/A
1989/08/28,13901,13901,13775,13775,0.0,0.00%,13673,13190,13126,13516,3100,N/A
1989/08/26,13711,13838,13711,13775,▲63,＋0.46%,13610,13140,13122,13520,1340,N/A
1989/08/25,13648,13964,13648,13711,▲126,＋0.93%,13497,13083,13120,13524,11710,N/A
1989/08/24,13585,13585,13585,13585,▲63,＋0.47%,13370,13038,13120,13530,4760,N/A
1989/08/23,13522,13711,13459,13522,▲63,＋0.47%,13244,13001,13120,13533,4620,N/A
1989/08/22,13206,13522,13206,13459,▲253,＋1.91%,13155,12972,13120,13531,10600,N/A
1989/08/21,13269,13269,13080,13206,▲126,＋0.97%,13092,12947,13111,13524,1270,N/A
1989/08/19,13016,13080,13016,13080,▲126,＋0.98%,13080,12934,13098,13515,2100,N/A
1989/08/18,12953,12953,12953,12953,▼126,－0.97%,13092,12931,13081,13504,150,N/A
1989/08/17,13080,13080,13080,13080,▼63,－0.48%,13092,12931,13065,13494,2340,N/A
1989/08/16,13143,13143,13143,13143,0.0,0.00%,13054,12925,13053,13482,0,N/A
1989/08/14,13269,13269,13143,13143,0.0,0.00%,12991,12931,13046,13471,1600,N/A
1989/08/12,12953,13206,12953,13143,▲190,＋1.46%,12915,12937,13041,13461,1500,N/A
1989/08/11,12953,12953,12890,12953,▲63,＋0.49%,12877,12944,13041,13451,2990,N/A
1989/08/10,12890,13016,12827,12890,▲63,＋0.49%,12928,12972,13049,13442,3120,N/A
1989/08/09,12764,12953,12764,12827,▲63,＋0.50%,12877,13007,13060,13435,940,N/A
1989/08/08,12827,12827,12637,12764,▼190,－1.46%,12865,13045,13074,13429,780,N/A
1989/08/07,12953,12953,12953,12953,▼253,－1.91%,12839,13086,13092,13422,90,N/A
1989/08/05,12764,13206,12700,13206,▲569,＋4.50%,12814,13124,13108,13409,70,N/A
1989/08/04,12764,12764,12637,12637,▼126,－0.99%,12738,13143,13120,13390,1530,N/A
1989/08/03,12637,12764,12637,12764,▲126,＋1.00%,12801,13165,13141,13374,230,N/A
1989/08/02,12827,12827,12574,12637,▼190,－1.48%,12839,13158,13157,13356,1060,N/A
1989/08/01,12764,12890,12764,12827,0.0,0.00%,12903,13158,13179,13340,720,N/A
1989/07/31,12953,13080,12827,12827,▼126,－0.98%,12941,13155,13200,13322,440,N/A
1989/07/29,12890,12953,12890,12953,0.0,0.00%,12966,13155,13217,13305,590,N/A
1989/07/28,12953,12953,12827,12953,0.0,0.00%,12966,13162,13239,13285,950,N/A
1989/07/27,12953,12953,12953,12953,▼63,－0.49%,13029,13162,13260,13266,320,N/A
1989/07/26,13016,13269,13016,13016,▲63,＋0.49%,13092,13149,13281,13244,150,N/A
1989/07/25,12953,13016,12953,12953,0.0,0.00%,13143,13140,13301,13221,650,N/A
1989/07/24,12953,12953,12953,12953,▼316,－2.38%,13256,13140,13321,13199,350,N/A
1989/07/22,12953,13269,12890,13269,0.0,0.00%,13383,13127,13345,13177,1030,N/A
1989/07/21,13269,13269,13269,13269,0.0,0.00%,13446,13098,13362,13153,110,N/A
1989/07/20,13459,13459,13269,13269,▼253,－1.87%,13509,13092,13380,13129,1360,N/A
1989/07/19,13522,13522,13522,13522,▼63,－0.47%,13598,13086,13387,13105,10,N/A
1989/07/18,12953,13585,12953,13585,0.0,0.00%,13610,13067,13395,13077,390,N/A
1989/07/15,13585,13585,13585,13585,0.0,0.00%,13509,13051,13401,13049,170,N/A
1989/07/14,13585,13775,13585,13585,▼126,－0.92%,13320,13042,13399,13020,1870,N/A
1989/07/13,13459,13964,13459,13711,▲126,＋0.93%,13130,13038,13402,12992,5580,N/A
1989/07/12,13206,13648,13080,13585,▲505,＋3.86%,12941,13016,13404,12963,5450,N/A
1989/07/11,12574,13080,12511,13080,▲442,＋3.50%,12789,13001,13404,12935,2310,N/A
1989/07/10,12637,12637,12384,12637,0.0,0.00%,12789,13023,13412,12911,760,N/A
1989/07/08,12700,12700,12637,12637,▼126,－0.99%,12852,13067,13429,12891,270,N/A
1989/07/07,12637,12764,12637,12764,▼63,－0.49%,12865,13117,13448,12871,530,N/A
1989/07/06,12827,12827,12827,12827,▼253,－1.93%,12877,13165,13468,12850,0,N/A
1989/07/05,13016,13143,13016,13080,▲126,＋0.98%,12903,13203,13485,12831,1510,N/A
1989/07/04,12890,13016,12890,12953,▲253,＋1.99%,12827,13225,13504,12808,550,N/A
1989/07/03,12700,12764,12700,12700,▼126,－0.99%,12776,13225,13529,12784,1300,N/A
1989/07/01,12827,12827,12827,12827,▼126,－0.98%,12865,13212,13565,12762,0,N/A
1989/06/30,12700,12953,12700,12953,▲253,＋1.99%,12928,13171,13602,12739,220,N/A
1989/06/29,12700,12700,12700,12700,0.0,0.00%,12966,13124,13638,12715,860,N/A
1989/06/28,12637,12890,12637,12700,▼442,－3.37%,13080,13108,13680,12692,150,N/A
1989/06/27,13143,13143,13080,13143,0.0,0.00%,13219,13108,13718,12669,50,N/A
1989/06/26,13080,13143,13080,13143,0.0,0.00%,13294,13092,13749,12641,870,N/A
1989/06/24,13206,13206,13143,13143,▼126,－0.95%,13320,13092,13781,12611,210,N/A
1989/06/23,13332,13332,13269,13269,▼126,－0.94%,13345,13108,13802,12581,410,N/A
1989/06/22,13395,13522,13395,13395,▼126,－0.93%,13395,13121,13824,12549,300,N/A
1989/06/21,13585,13585,13522,13522,▲253,＋1.90%,13421,13136,13841,12517,280,N/A
1989/06/20,13269,13269,13269,13269,0.0,0.00%,13446,13152,13856,12483,440,N/A
1989/06/19,13269,13269,13269,13269,▼253,－1.87%,13534,13184,13877,12453,190,N/A
1989/06/17,13522,13522,13395,13522,0.0,0.00%,13598,13215,13889,12424,2910,N/A
1989/06/16,13648,13648,13522,13522,▼126,－0.93%,13598,13234,13906,12393,17700,N/A
1989/06/15,13648,13648,13585,13648,▼63,－0.46%,13484,13247,13919,12363,1550,N/A
1989/06/14,13206,13901,13206,13711,▲126,＋0.93%,13244,13260,13928,12334,2170,N/A
1989/06/13,13838,13838,13585,13585,▲63,＋0.47%,12903,13279,13941,12304,2720,N/A
1989/06/12,13143,13522,13143,13522,▲569,＋4.39%,12587,13294,13946,12275,3860,N/A
1989/06/10,12827,12953,12827,12953,▲505,＋4.06%,12359,13329,13942,12247,600,N/A
1989/06/09,12258,12511,12258,12448,▲442,＋3.68%,12309,13392,13937,12220,1360,N/A
1989/06/08,11500,12005,11500,12005,0.0,0.00%,12384,13481,13931,12198,550,N/A
1989/06/07,12005,12005,12005,12005,▼379,－3.06%,12612,13591,13927,12178,310,N/A
1989/06/05,12700,12700,12384,12384,▼316,－2.49%,12903,13699,13923,12157,710,N/A
1989/06/03,12764,13016,12700,12700,▼126,－0.99%,13130,13800,13911,12133,850,N/A
1989/06/02,12827,12827,12827,12827,▼316,－2.40%,13332,13879,13896,12108,260,N/A
1989/06/01,13143,13143,13143,13143,▼316,－2.35%,13534,13955,13881,12082,20,N/A
1989/05/31,13459,13459,13395,13459,▼63,－0.47%,13686,13983,13861,12053,180,N/A
1989/05/30,13522,13522,13522,13522,▼190,－1.38%,13775,14012,13835,12026,270,N/A
1989/05/29,13711,13711,13711,13711,▼126,－0.91%,13850,14030,13811,11996,0,N/A
1989/05/27,14027,14027,13838,13838,▼63,－0.45%,13863,14018,13784,11966,230,N/A
1989/05/26,13901,13901,13901,13901,0.0,0.00%,13876,14015,13751,11935,1050,N/A
1989/05/25,13901,13901,13901,13901,0.0,0.00%,13914,14012,13709,11905,80,N/A
1989/05/24,13901,13901,13901,13901,▲126,＋0.92%,13914,13996,13661,11875,510,N/A
1989/05/23,13838,13838,13775,13775,▼126,－0.91%,13977,13980,13607,11845,260,N/A
1989/05/22,13901,13901,13901,13901,▼190,－1.35%,14065,13974,13556,11816,0,N/A
1989/05/20,14090,14090,14090,14090,▲190,＋1.36%,14128,13967,13502,11784,10,N/A
1989/05/19,13901,13901,13901,13901,▼316,－2.22%,14154,13961,13445,11754,50,N/A
1989/05/18,14217,14217,14217,14217,0.0,0.00%,14204,13958,13392,11725,480,N/A
1989/05/17,14343,14343,14217,14217,0.0,0.00%,14242,13958,13331,11694,470,N/A
1989/05/16,13901,14217,13901,14217,0.0,0.00%,14255,13970,13272,11662,180,N/A
1989/05/15,13901,14217,13901,14217,▲63,＋0.45%,14280,14002,13207,11630,900,N/A
1989/05/13,14217,14217,14154,14154,▼253,－1.75%,14179,14043,13142,11599,170,N/A
1989/05/11,14722,14722,14406,14406,▲126,＋0.88%,14154,14090,13077,11565,6230,N/A
1989/05/10,14343,14406,14217,14280,▼63,－0.44%,14053,14132,13009,11531,1830,N/A
1989/05/09,13585,14343,13585,14343,▲632,＋4.61%,13888,14166,12944,11499,1580,N/A
1989/05/08,13964,13964,13711,13711,▼316,－2.25%,13775,14201,12878,11467,1390,N/A
1989/05/06,13901,14090,13838,14027,▲126,＋0.91%,13800,14267,12823,11440,530,N/A
1989/05/04,13269,14090,13206,13901,▲442,＋3.29%,13711,14286,12759,11408,990,N/A
1989/05/03,13901,13901,13459,13459,▼316,－2.29%,13648,14321,12697,11379,2320,N/A
1989/05/02,13901,13901,13648,13775,▼63,－0.46%,13686,14369,12641,11353,1830,N/A
1989/05/01,13585,13901,13143,13838,▲253,＋1.86%,13686,14400,12581,11323,4410,N/A
1989/04/29,13585,13838,13459,13585,0.0,0.00%,13711,14435,12521,11292,470,N/A
1989/04/28,13775,13775,13585,13585,▼63,－0.46%,13762,14457,12466,11262,450,N/A
1989/04/27,13901,13901,13648,13648,▼126,－0.92%,13888,14504,12410,11232,660,N/A
1989/04/26,13964,13964,13775,13775,▼190,－1.36%,14053,14536,12353,11201,11830,N/A
1989/04/25,13838,14090,13459,13964,▲126,＋0.91%,14267,14558,12294,11169,6460,N/A
1989/04/24,14217,14217,13838,13838,▼379,－2.67%,14482,14583,12233,11135,2420,N/A
1989/04/22,14343,14470,14154,14217,▼253,－1.75%,14735,14586,12177,11102,570,N/A
1989/04/21,14722,14722,14470,14470,▼379,－2.55%,14937,14539,12112,11067,3490,N/A
1989/04/20,14849,14849,14533,14849,▼190,－1.26%,15038,14447,12039,11028,3410,N/A
1989/04/19,15291,15291,15038,15038,▼63,－0.42%,15076,14312,11959,10986,15130,N/A
1989/04/18,15165,15228,15101,15101,▼126,－0.83%,15076,14147,11876,10942,9200,N/A
1989/04/17,15165,15607,15165,15228,▲253,＋1.69%,14937,13980,11793,10898,4840,N/A
1989/04/15,14912,14975,14912,14975,▼63,－0.42%,14811,13803,11705,10852,1500,N/A
1989/04/14,15038,15165,14786,15038,0.0,0.00%,14697,13642,11621,10809,17460,N/A
1989/04/13,14217,15038,14217,15038,▲632,＋4.39%,14571,13487,11534,10767,14240,N/A
1989/04/12,14596,14596,14217,14406,▼190,－1.30%,14470,13332,11442,10724,6900,N/A
1989/04/11,14406,14596,14406,14596,▲190,＋1.32%,14394,13206,11360,10685,8430,N/A
1989/04/10,14596,14596,14217,14406,0.0,0.00%,14381,13083,11274,10644,12310,N/A
1989/04/08,14470,14470,14217,14406,▼126,－0.87%,14356,12966,11192,10604,6130,N/A
1989/04/07,14027,14659,13901,14533,▲505,＋3.60%,14318,12839,11110,10563,7410,N/A
1989/04/06,14470,14533,14027,14027,▼505,－3.48%,14305,12681,11030,10521,12380,N/A
1989/04/04,14280,14596,13901,14533,▲253,＋1.77%,14280,12530,10959,10482,7510,N/A
1989/04/03,14533,14533,13901,14280,▲63,＋0.44%,14027,12337,10880,10436,8710,N/A
1989/04/01,14343,14470,14217,14217,▼253,－1.75%,13699,12157,10808,10393,3480,N/A
1989/03/31,14533,14533,14280,14470,▲569,＋4.09%,13282,11980,10740,10350,29800,N/A
1989/03/30,13775,13901,13648,13901,▲632,＋4.76%,12738,11791,10668,10307,37880,N/A
1989/03/29,13269,13269,13080,13269,▲632,＋5.00%,12309,11633,10605,10266,17740,N/A
1989/03/28,12321,12637,12321,12637,▲505,＋4.17%,11993,11497,10551,10231,24600,N/A
1989/03/27,11753,12258,11753,12132,▲379,＋3.23%,11816,11399,10504,10200,15150,N/A
1989/03/25,11753,11879,11689,11753,0.0,0.00%,11778,11307,10464,10173,2170,N/A
1989/03/24,11879,12005,11753,11753,▲63,＋0.54%,11816,11234,10428,10150,6100,N/A
1989/03/23,12005,12005,11689,11689,▼63,－0.54%,11841,11162,10391,10126,11610,N/A
1989/03/22,12005,12258,11753,11753,▼190,－1.59%,11930,11092,10355,10103,7330,N/A
1989/03/21,12005,12005,11753,11942,0.0,0.00%,11993,11023,10319,10079,7300,N/A
1989/03/20,11247,12258,11247,11942,▲63,＋0.53%,11980,10947,10284,10051,18760,N/A
1989/03/18,12005,12005,11816,11879,▼253,－2.08%,11866,10868,10246,10023,1980,N/A
1989/03/17,12321,12384,12069,12132,▲63,＋0.52%,11689,10786,10217,9994,15210,N/A
1989/03/16,11879,12132,11879,12069,▲190,＋1.60%,11399,10688,10181,9963,7590,N/A
1989/03/15,11753,11879,11753,11879,▲505,＋4.44%,11121,10590,10149,9930,10460,N/A
1989/03/14,11184,11373,11184,11373,▲379,＋3.45%,10881,10505,10119,9898,15990,N/A
1989/03/13,10805,11184,10805,10994,▲316,＋2.96%,10742,10448,10101,9868,7900,N/A
1989/03/11,10742,10742,10615,10678,0.0,0.00%,10691,10410,10090,9842,840,N/A
1989/03/09,10678,10678,10678,10678,0.0,0.00%,10666,10388,10083,9818,1550,N/A
1989/03/08,10678,10742,10678,10678,0.0,0.00%,10666,10366,10076,9795,690,N/A
1989/03/07,10678,10742,10615,10678,▼63,－0.59%,10590,10344,10067,9771,900,N/A
1989/03/06,10552,10742,10552,10742,▲190,＋1.80%,10514,10325,10063,9748,4010,N/A
1989/03/04,10426,10552,10426,10552,▼126,－1.18%,10426,10312,10058,9725,750,N/A
1989/03/03,10426,10678,10363,10678,▲379,＋3.68%,10375,10299,10056,9703,5340,N/A
1989/03/02,10363,10489,10299,10299,0.0,0.00%,10312,10271,10052,9680,3290,N/A
1989/02/28,10299,10299,10110,10299,0.0,0.00%,10337,10258,10054,9660,750,N/A
1989/02/27,10299,10299,10236,10299,0.0,0.00%,10350,10246,10056,9642,1080,N/A
1989/02/25,10299,10299,10236,10299,▼63,－0.61%,10337,10236,10053,9625,1030,N/A
1989/02/24,10426,10426,10299,10363,▼63,－0.61%,10312,10220,10054,9608,2470,N/A
1989/02/23,10426,10426,10299,10426,▲63,＋0.61%,10261,10198,10055,9590,1260,N/A
1989/02/22,10236,10363,10236,10363,▲126,＋1.23%,10211,10167,10056,9572,2270,N/A
1989/02/21,10173,10426,10173,10236,▲63,＋0.62%,10186,10126,10057,9554,2310,N/A
1989/02/20,10110,10173,10110,10173,▲63,＋0.63%,10186,10088,10057,9537,810,N/A
1989/02/18,10110,10110,10110,10110,▼63,－0.62%,10198,10053,10061,9522,200,N/A
1989/02/17,10236,10236,10173,10173,▼63,－0.62%,10224,10021,10064,9508,1450,N/A
1989/02/16,10236,10363,10236,10236,0.0,0.00%,10236,9987,10066,9493,340,N/A
1989/02/15,10236,10236,10236,10236,0.0,0.00%,10249,9961,10062,9477,1300,N/A
1989/02/14,10236,10363,10236,10236,0.0,0.00%,10299,9936,10058,9462,1230,N/A
1989/02/13,10236,10236,10110,10236,0.0,0.00%,10312,9914,10055,9447,3420,N/A
1989/02/11,10299,10299,10236,10236,▼63,－0.61%,10287,9901,10050,9433,140,N/A
1989/02/10,10299,10299,10110,10299,▼190,－1.81%,10249,9895,10043,9417,2550,N/A
1989/02/09,10426,10552,10363,10489,▲190,＋1.84%,10198,9889,10037,9400,10550,N/A
1989/02/08,10110,10299,10110,10299,▲190,＋1.88%,10122,9870,10028,9380,2030,N/A
1989/02/04,10110,10173,10110,10110,▲63,＋0.63%,10059,9857,10021,9362,720,N/A
1989/02/03,10047,10236,10047,10047,0.0,0.00%,10021,9841,10017,9345,1030,N/A
1989/02/02,10110,10110,10047,10047,▼63,－0.63%,9971,9825,10013,9329,1790,N/A
1989/02/01,10047,10110,9983,10110,▲126,＋1.27%,9870,9803,10009,9313,3750,N/A
1989/01/31,9920,10110,9920,9983,▲63,＋0.64%,9743,9775,10003,9297,1200,N/A
1989/01/30,9794,9920,9794,9920,▲126,＋1.29%,9642,9753,9998,9282,300,N/A
1989/01/28,9604,9794,9604,9794,▲253,＋2.65%,9554,9737,9996,9269,470,N/A
1989/01/27,9478,9541,9478,9541,▲63,＋0.67%,9491,9737,10000,9254,70,N/A
1989/01/26,9478,9478,9478,9478,0.0,0.00%,9528,9743,10006,9243,680,N/A
1989/01/25,9478,9478,9478,9478,0.0,0.00%,9579,9778,10010,9233,330,N/A
1989/01/24,9541,9541,9478,9478,0.0,0.00%,9642,9803,10014,9222,650,N/A
1989/01/23,9478,9478,9478,9478,▼253,－2.60%,9743,9835,10016,9213,140,N/A
1989/01/21,9731,9731,9731,9731,0.0,0.00%,9870,9867,10016,9205,0,N/A
1989/01/20,9857,9857,9731,9731,▼63,－0.65%,9958,9895,10012,9193,310,N/A
1989/01/19,9983,9983,9794,9794,▼190,－1.90%,10034,9923,10004,9181,480,N/A
1989/01/18,9794,9983,9794,9983,▼126,－1.25%,10084,9949,9993,9171,180,N/A
1989/01/17,10173,10236,10047,10110,▼63,－0.62%,10047,9961,9978,9158,1360,N/A
1989/01/16,10236,10236,10110,10173,▲63,＋0.63%,9971,9961,9961,9145,1640,N/A
1989/01/14,10110,10173,10047,10110,▲63,＋0.63%,9857,9977,9946,9132,1290,N/A
1989/01/13,9857,10047,9857,10047,▲253,＋2.58%,9743,9993,9928,9121,2710,N/A
1989/01/12,9731,9920,9731,9794,▲63,＋0.65%,9642,10012,9910,9110,3740,N/A
1989/01/11,9794,9983,9667,9731,▲126,＋1.32%,9604,10043,9897,9102,2960,N/A
1989/01/10,9604,9667,9541,9604,▲63,＋0.66%,9617,10078,9882,9091,2160,N/A
1989/01/09,9541,9604,9352,9541,0.0,0.00%,9630,10119,9872,9082,2160,N/A
1989/01/07,9541,9541,9541,9541,▼63,－0.66%,9756,10148,9862,9075,0,N/A
1989/01/06,9731,9731,9604,9604,▼190,－1.94%,9844,10189,9850,9066,240,N/A
1989/01/05,9794,9857,9731,9794,▲126,＋1.31%,9945,10230,9838,9058,1830,N/A
1989/01/04,9731,9794,9667,9667,▼505,－4.97%,10009,10265,9819,9049,660,N/A
1988/12/26,10047,10236,10047,10173,▲190,＋1.90%,10135,10302,9800,9040,1560,N/A
1988/12/24,9983,9983,9794,9983,▼126,－1.25%,10160,10306,9770,9026,580,N/A
1988/12/23,10299,10299,10110,10110,0.0,0.00%,10224,10328,9744,9016,40,N/A
1988/12/22,10299,10299,10110,10110,▼190,－1.84%,10249,10337,9712,9006,330,N/A
1988/12/21,10299,10299,10299,10299,0.0,0.00%,10249,10344,9676,8996,480,N/A
1988/12/20,9983,10299,9920,10299,0.0,0.00%,10287,10331,9635,8982,4530,N/A
1988/12/19,10426,10552,10299,10299,▲63,＋0.62%,10312,10315,9594,8970,2910,N/A
1988/12/17,10299,10299,10236,10236,▲126,＋1.25%,10337,10302,9552,8958,270,N/A
1988/12/16,10110,10110,10110,10110,▼379,－3.61%,10375,10287,9513,8948,70,N/A
1988/12/15,10552,10552,10426,10489,▲63,＋0.61%,10438,10274,9476,8937,1300,N/A
1988/12/14,10489,10489,10173,10426,0.0,0.00%,10426,10246,9433,8921,1750,N/A
1988/12/13,10489,10615,10426,10426,0.0,0.00%,10363,10220,9391,8905,4170,N/A
1988/12/12,10615,10615,10426,10426,0.0,0.00%,10350,10195,9350,8891,2960,N/A
1988/12/10,10426,10426,10426,10426,0.0,0.00%,10350,10167,9309,8878,180,N/A
1988/12/09,10110,10489,10110,10426,▲316,＋3.12%,10363,10135,9267,8864,9770,N/A
1988/12/08,10299,10299,10110,10110,▼253,－2.44%,10363,10103,9228,8851,1970,N/A
1988/12/07,10363,10363,10363,10363,▼63,－0.61%,10388,10088,9198,8842,1100,N/A
1988/12/06,10426,10426,10363,10426,▼63,－0.60%,10400,10053,9162,8829,2060,N/A
1988/12/05,10615,10615,10110,10489,▲63,＋0.61%,10375,10021,9125,8817,3490,N/A
1988/12/03,10426,10489,10236,10426,▲190,＋1.85%,10325,9999,9087,8804,1190,N/A
1988/12/02,10236,10426,10236,10236,▼190,－1.82%,10249,9971,9050,8792,3760,N/A
1988/12/01,10552,10552,10426,10426,▲126,＋1.23%,10198,9945,9017,8782,2190,N/A
1988/11/30,10299,10426,10236,10299,▲63,＋0.62%,10122,9911,8983,8771,4980,N/A
1988/11/29,10047,10236,9920,10236,▲190,＋1.89%,10047,9876,8951,8762,5780,N/A
1988/11/28,10047,10047,9920,10047,▲63,＋0.63%,9971,9838,8920,8753,3180,N/A
1988/11/26,10047,10047,9983,9983,▼63,－0.63%,9945,9810,8891,8745,1000,N/A
