[일시]대한항공,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2019/01/30,35400,36950,35150,36950,▲1650,＋4.67%,35710,34805,32972,30308,1081739,21345412
2019/01/29,35400,35750,35250,35300,▲150,＋0.43%,35610,34578,32845,30241,435575,21002258
2019/01/28,34900,35200,34850,35150,▲350,＋1.01%,35750,34465,32724,30194,363344,20869000
2019/01/25,35850,36300,34700,34800,▼1550,－4.26%,36000,34380,32596,30144,1033315,20761664
2019/01/24,36000,36850,35650,36350,▼100,－0.27%,36350,34288,32446,30089,474693,20620818
2019/01/23,35950,37200,35850,36450,▲450,＋1.25%,36380,34140,32268,30022,733917,20574846
2019/01/22,36400,36600,35550,36000,▼400,－1.10%,36130,34018,32100,29955,541529,20483190
2019/01/21,36650,36650,36100,36400,▼150,－0.41%,35770,33918,31954,29888,375392,20405444
2019/01/18,36500,36600,35850,36550,▲50,＋0.14%,35270,33790,31802,29814,499813,20391764
2019/01/17,35000,36600,35000,36500,▲1300,＋3.69%,34600,33615,31631,29742,1258820,20409264
2019/01/16,34250,35300,34100,35200,▲1000,＋2.92%,34020,33430,31472,29670,997933,20209963
2019/01/15,34000,34300,33800,34200,▲300,＋0.88%,33780,33303,31335,29611,532772,20170556
2019/01/14,33050,34100,33050,33900,▲700,＋2.11%,33720,33193,31211,29564,375803,20141999
2019/01/11,33750,33850,32900,33200,▼400,－1.19%,33640,33063,31078,29524,397027,20073819
2019/01/10,33850,33950,33150,33600,▼400,－1.18%,33470,32988,30953,29488,320843,20005231
2019/01/09,34000,34150,33750,34000,▲100,＋0.29%,33110,32863,30819,29451,574199,19975104
2019/01/08,33550,34050,32900,33900,▲400,＋1.19%,32790,32748,30682,29401,515749,19868210
2019/01/07,32600,33500,32300,33500,▲1150,＋3.55%,32620,32603,30541,29359,619120,19785589
2019/01/04,31650,32450,31300,32350,▲550,＋1.73%,32610,32508,30435,29318,424001,19712984
2019/01/03,32700,32950,31650,31800,▼600,－1.85%,32730,32453,30356,29280,464995,19641033
2019/01/02,32950,32950,32050,32400,▼650,－1.97%,33050,32448,30288,29248,349580,19591907
2018/12/28,33400,33400,32550,33050,▼400,－1.20%,33370,32423,30201,29210,312363,19545094
2018/12/27,32600,33450,32350,33450,▲500,＋1.52%,33560,32440,30104,29163,429914,19529071
2018/12/26,33000,33500,32250,32950,▼450,－1.35%,33640,32388,30015,29113,464547,19455451
2018/12/24,33900,34000,33000,33400,▼600,－1.76%,33660,32373,29934,29064,343639,19382146
2018/12/21,34300,34400,33200,34000,0.0,0.00%,33540,32340,29846,29021,498107,19331530
2018/12/20,33650,34250,32800,34000,▲150,＋0.44%,33270,32268,29756,28963,784507,19241735
2018/12/19,33750,34300,33450,33850,▲800,＋2.42%,32870,32193,29663,28913,1084167,19152924
2018/12/18,32800,33200,32800,33050,▲250,＋0.76%,32360,32173,29570,28870,422423,19132598
2018/12/17,32850,33200,32400,32800,▲150,＋0.46%,32090,32165,29501,28833,461842,19094278
2018/12/14,32150,33000,32100,32650,▲650,＋2.03%,31750,32155,29435,28794,778050,19139616
2018/12/13,31600,32300,31500,32000,▲700,＋2.24%,31560,32193,29378,28756,721126,19171222
2018/12/12,31700,31700,31050,31300,▼400,－1.26%,31360,32220,29327,28737,381295,19058750
2018/12/11,31350,31900,30800,31700,▲600,＋1.93%,31420,32280,29269,28722,411570,19115173
2018/12/10,31200,31200,30700,31100,▼600,－1.89%,31330,32180,29197,28713,421952,19081304
2018/12/07,31350,32650,31300,31700,▲700,＋2.26%,31450,32098,29136,28720,663241,19024778
2018/12/06,31650,31750,30750,31000,▼600,－1.90%,31490,32013,29069,28731,341535,18993959
2018/12/05,30850,31750,30800,31600,▲350,＋1.12%,31970,31963,29010,28750,457904,18977566
2018/12/04,31700,31800,31150,31250,▼450,－1.42%,32130,31893,28945,28758,384766,18821590
2018/12/03,32200,32550,31300,31700,▼200,－0.63%,32410,31798,28887,28763,953321,18725560
2018/11/30,33250,33250,31700,31900,▼1500,－4.49%,32620,31663,28828,28764,890923,18282296
2018/11/29,32800,33400,32300,33400,▲1000,＋3.09%,32750,31535,28763,28765,854630,18348235
2018/11/28,32700,32850,32000,32400,▼250,－0.77%,32570,31268,28672,28756,598271,18235013
2018/11/27,32900,33000,32350,32650,▼100,－0.31%,32780,31020,28603,28753,439785,18014010
2018/11/26,33000,33300,32250,32750,▲200,＋0.61%,32830,30678,28536,28747,715237,17844745
2018/11/23,32500,32750,31850,32550,▲50,＋0.15%,32800,30325,28458,28740,503042,17859780
2018/11/22,33450,33450,32250,32500,▼950,－2.84%,32970,30015,28380,28742,723209,17729565
2018/11/21,33300,33450,32700,33450,▲550,＋1.67%,32980,29753,28303,28746,791760,17687518
2018/11/20,32200,33450,32200,32900,▲300,＋0.92%,32790,29443,28209,28732,774105,17467372
2018/11/19,33700,33700,32000,32600,▼800,－2.40%,32150,29113,28117,28725,1191817,17244299
2018/11/16,33000,33800,32600,33400,▲850,＋2.61%,31520,28830,28028,28718,1551405,17161129
2018/11/15,32350,32700,31850,32550,▲50,＋0.15%,30840,28510,27934,28708,672163,17048206
2018/11/14,31600,32500,31200,32500,▲2800,＋9.43%,30330,28220,27843,28707,2705130,16892885
2018/11/13,29100,29800,28500,29700,▲250,＋0.85%,29870,27893,27761,28709,502663,15825870
2018/11/12,29750,30100,29350,29450,▼550,－1.83%,29800,27693,27730,28742,283441,15858795
2018/11/09,29750,30100,29350,30000,0.0,0.00%,29710,27498,27717,28781,417893,15847455
2018/11/08,30500,30800,29600,30000,▼200,－0.66%,29580,27285,27701,28819,589053,15832746
2018/11/07,29400,30550,29400,30200,▲850,＋2.90%,29190,27058,27676,28853,1041203,15871356
2018/11/06,28950,29700,28950,29350,▲350,＋1.21%,28640,26905,27654,28876,385367,15754991
2018/11/05,29000,29550,28650,29000,▼350,－1.19%,27930,26818,27644,28910,491206,15720853
2018/11/02,28550,29650,28550,29350,▲1300,＋4.63%,27270,26753,27645,28946,1462021,15694279
2018/11/01,27350,28300,27150,28050,▲600,＋2.19%,26670,26645,27638,28986,798966,15538190
2018/10/31,25850,27450,25800,27450,▲1650,＋6.40%,26510,26605,27663,29031,641164,15559850
2018/10/30,25200,26200,25200,25800,▲100,＋0.39%,26470,26638,27693,29085,285995,15399268
2018/10/29,26350,26600,25350,25700,▼650,－2.47%,26570,26753,27733,29155,370975,15404589
2018/10/26,27050,27150,26050,26350,▼900,－3.30%,26820,26873,27776,29223,360866,15434628
2018/10/25,26600,27250,26300,27250,0.0,0.00%,26950,26985,27810,29285,392781,15449658
2018/10/24,26750,27450,26700,27250,▲950,＋3.61%,26850,27045,27823,29345,578288,15487172
2018/10/23,26850,27100,26100,26300,▼650,－2.41%,26590,27095,27827,29403,244747,15416171
2018/10/22,26650,27050,26550,26950,▼50,－0.19%,26470,27225,27853,29470,163730,15433495
2018/10/19,26500,27150,26150,27000,▲250,＋0.93%,26190,27320,27869,29523,268253,15450529
2018/10/18,26000,26900,25650,26750,▲800,＋3.08%,25940,27433,27887,29576,347686,15456896
2018/10/17,26100,26200,25700,25950,▲250,＋0.97%,25680,27540,27918,29640,257763,15508687
2018/10/16,25400,25900,25400,25700,▲150,＋0.59%,25920,27635,27970,29705,237524,15501874
2018/10/15,25850,25900,25500,25550,▼200,－0.78%,26300,27718,28023,29766,159444,15529540
2018/10/12,25050,26100,25050,25750,▲300,＋1.18%,26730,27813,28083,29836,365284,15538367
2018/10/11,26550,26650,25450,25450,▼1700,－6.26%,27020,27910,28121,29901,881536,15534590
2018/10/10,27350,27750,27150,27150,▼450,－1.63%,27380,28010,28178,29988,368832,15548050
2018/10/08,27500,28050,27450,27600,▼100,－0.36%,27570,28038,28201,30062,242732,15597099
2018/10/05,27000,27800,26850,27700,▲500,＋1.84%,27670,28045,28205,30127,410496,15572139
2018/10/04,27300,27550,27000,27200,▼50,－0.18%,27750,28068,28209,30193,527380,15607229
2018/10/02,27850,28100,27200,27250,▼850,－3.02%,28030,28110,28218,30262,775729,15660932
2018/10/01,28000,28200,27750,28100,0.0,0.00%,28270,28143,28222,30330,397553,15726554
2018/09/28,28050,28250,27650,28100,0.0,0.00%,28300,28153,28210,30395,386515,15741957
2018/09/27,28600,28650,27900,28100,▼500,－1.75%,28460,28178,28193,30448,585833,15730165
2018/09/21,28900,28950,28450,28600,▲150,＋0.53%,28610,28175,28196,30495,293021,15767073
2018/09/20,28400,29000,28150,28450,▲200,＋0.71%,28740,28140,28170,30529,454036,15732894
2018/09/19,28900,29000,28200,28250,▼650,－2.25%,28830,28110,28163,30553,292007,15710978
2018/09/18,28700,29100,28650,28900,▲50,＋0.17%,28750,28090,28170,30583,374874,15707141
2018/09/17,29150,29300,28800,28850,▼400,－1.37%,28440,28013,28164,30602,281178,15764078
2018/09/14,29150,29600,28900,29250,▲350,＋1.21%,28160,27935,28153,30618,763266,15729915
2018/09/13,27550,29050,27550,28900,▲1050,＋3.77%,27850,27860,28133,30644,1016407,15765173
2018/09/12,27450,27850,27350,27850,▲500,＋1.83%,27560,27770,28148,30674,417388,15627833
2018/09/11,27300,27600,27150,27350,▼100,－0.36%,27530,27755,28174,30716,250516,15651740
2018/09/10,27500,27750,27150,27450,▼250,－0.90%,27610,27780,28229,30761,308976,15630863
2018/09/07,27450,27750,27450,27700,▲250,＋0.91%,27750,27840,28305,30807,327951,15684912
2018/09/06,27600,27900,27350,27450,▼250,－0.90%,27820,27908,28393,30853,417494,15621182
2018/09/05,27650,28050,27600,27700,▼50,－0.18%,27910,27960,28491,30902,387234,15520486
2018/09/04,28100,28200,27550,27750,▼400,－1.42%,28030,28020,28572,30948,506408,15471228
2018/09/03,28100,28350,28000,28150,▲100,＋0.36%,28200,28070,28638,30999,260705,15546051
2018/08/31,27700,28100,27700,28050,▲150,＋0.54%,28180,28115,28701,31047,249660,15535691
2018/08/30,28300,28300,27700,27900,▼400,－1.41%,28150,28158,28768,31085,422197,15503466
2018/08/29,28650,28850,28050,28300,▼300,－1.05%,28140,28243,28840,31123,256022,15519348
2018/08/28,28300,28850,28100,28600,▲550,＋1.96%,28050,28288,28902,31158,485438,15536087
2018/08/27,27900,28100,27850,28050,▲150,＋0.54%,27800,28268,28958,31187,300668,15470510
2018/08/24,27650,28100,27550,27900,▲50,＋0.18%,27650,28280,29023,31225,207558,15479835
2018/08/23,27850,27950,27650,27850,0.0,0.00%,27620,28305,29104,31264,199749,15464340
2018/08/22,27550,27900,27250,27850,▲500,＋1.83%,27470,28313,29189,31315,482591,15473737
2018/08/21,27300,27450,26900,27350,▲50,＋0.18%,27410,28295,29255,31365,458651,15465414
2018/08/20,27800,28000,27000,27300,▼450,－1.62%,27510,28320,29334,31430,346023,15448224
2018/08/17,27200,28150,27150,27750,▲650,＋2.40%,27780,28353,29408,31494,487140,15456511
2018/08/16,27300,27350,26650,27100,▼450,－1.63%,28040,28368,29483,31558,477051,15425817
2018/08/14,27750,27750,27150,27550,▼300,－1.08%,28320,28443,29570,31627,385303,15520315
2018/08/13,28500,28750,27700,27850,▼800,－2.79%,28590,28520,29657,31700,310365,15509138
2018/08/10,28850,29050,28500,28650,▼400,－1.38%,28770,28573,29754,31763,210346,15514251
2018/08/09,28500,29050,28400,29050,▲550,＋1.93%,28850,28595,29846,31820,362312,15533322
2018/08/08,28800,28800,28450,28500,▼400,－1.38%,28820,28545,29937,31879,197745,15424682
2018/08/07,28600,29050,28600,28900,▲150,＋0.52%,29040,28563,30030,31942,173498,15450854
2018/08/06,28800,29200,28550,28750,▼300,－1.03%,29100,28545,30098,31997,244758,15435967
2018/08/03,29050,29100,28700,29050,▲150,＋0.52%,28990,28500,30176,32051,330184,15404231
2018/08/02,29450,29800,28700,28900,▼700,－2.36%,28840,28445,30248,32106,379079,15287290
2018/08/01,29500,29800,29300,29600,▲400,＋1.37%,28740,28388,30335,32166,514859,15361494
2018/07/31,28450,29200,28200,29200,▲1000,＋3.55%,28420,28280,30399,32231,538227,15347918
2018/07/30,28250,28450,27950,28200,▼100,－0.35%,28080,28190,30478,32308,176935,15214034
2018/07/27,28600,28600,28000,28300,▼100,－0.35%,28010,28135,30578,32394,212009,15220569
2018/07/26,28400,28500,28100,28400,▲400,＋1.43%,27940,28133,30671,32473,304684,15241093
2018/07/25,27600,28800,27600,28000,▲500,＋1.82%,27870,28065,30760,32556,388223,15245420
2018/07/24,27950,28200,27100,27500,▼350,－1.26%,27990,28068,30868,32644,458463,15138758
2018/07/23,27650,28350,27650,27850,▼100,－0.36%,28310,28125,30980,32731,357073,15122348
2018/07/20,28000,28050,27250,27950,▼100,－0.36%,28520,28160,31087,32815,473050,15097562
2018/07/19,28650,28950,27850,28050,▼550,－1.92%,28750,28170,31177,32885,400184,15103791
2018/07/18,29100,29300,28450,28600,▼500,－1.72%,28750,28173,31266,32954,331729,15088236
2018/07/17,29100,29750,28900,29100,▲200,＋0.69%,28800,28230,31363,33024,675028,15066454
2018/07/16,29100,29450,28650,28900,▼200,－0.69%,28690,28248,31439,33087,419545,15028965
2018/07/13,28500,29250,28150,29100,▲1050,＋3.74%,28480,28335,31509,33158,518543,15033401
2018/07/12,28900,28950,28050,28050,▼800,－2.77%,28250,28480,31590,33227,473889,14997146
2018/07/11,28600,29150,28550,28850,▲300,＋1.05%,28190,28728,31682,33307,584296,15079659
2018/07/10,27950,28800,27900,28550,▲700,＋2.51%,27910,28950,31799,33373,530524,15054436
2018/07/09,28200,28250,27550,27850,▼100,－0.36%,27680,29150,31923,33434,352082,15004727
2018/07/06,28000,28250,27700,27950,▲200,＋0.72%,27530,29345,32049,33500,291143,15020345
2018/07/05,27500,28000,27100,27750,▲300,＋1.09%,27590,29543,32176,33570,379808,15100747
2018/07/04,27150,27850,27150,27450,▲50,＋0.18%,27450,29758,32306,33639,258042,15154059
2018/07/03,27300,27700,27000,27400,▲300,＋1.11%,27570,29998,32438,33701,432265,15168048
2018/07/02,28200,28250,26600,27100,▼1150,－4.07%,27820,30228,32581,33764,740922,15138261
2018/06/29,27300,28300,27200,28250,▲1200,＋4.44%,28110,30470,32702,33836,568197,15280085
2018/06/28,27700,27800,26900,27050,▼1000,－3.57%,28090,30658,32794,33900,880573,15272612
2018/06/27,28350,28450,27750,28050,▼600,－2.09%,28300,30943,32888,33956,602837,15435894
2018/06/26,28300,28750,28200,28650,▲100,＋0.35%,28640,31188,32943,34001,332776,15478059
2018/06/25,28150,28600,28100,28550,▲400,＋1.42%,28800,31345,32996,34042,373695,15530174
2018/06/22,28100,28700,27750,28150,▲50,＋0.18%,29220,31523,33040,34080,482579,15480732
2018/06/21,29550,29700,28000,28100,▼1650,－5.55%,29990,31700,33084,34119,1069115,15456983
2018/06/20,29350,29900,29150,29750,▲300,＋1.02%,30970,31908,33155,34167,478831,15604619
2018/06/19,30300,30500,29250,29450,▼1200,－3.92%,31680,32038,33201,34205,934672,15644194
2018/06/18,31700,31950,30300,30650,▼1350,－4.22%,32300,32203,33258,34241,953419,15786907
2018/06/15,32900,33050,31700,32000,▼1000,－3.03%,32520,32355,33293,34268,856523,15893511
2018/06/14,33150,33650,32650,33000,▼300,－0.90%,32500,32463,33309,34281,750321,16061738
2018/06/12,32750,33700,32450,33300,▲750,＋2.30%,32310,32538,33312,34282,904888,15899337
2018/06/11,31950,32700,31750,32550,▲800,＋2.52%,32100,32578,33313,34263,660649,15802721
2018/06/08,31900,32150,31700,31750,▼150,－0.47%,31990,32598,33324,34254,384245,15794391
2018/06/07,32150,32400,31850,31900,▼150,－0.47%,32030,32683,33359,34252,483771,15802815
2018/06/05,32400,32400,31800,32050,▼200,－0.62%,32050,32755,33393,34251,345561,15810587
2018/06/04,32200,32550,31950,32250,▲250,＋0.78%,32190,32860,33403,34249,310465,15816850
2018/06/01,31850,32500,31750,32000,▲50,＋0.16%,32330,32920,33407,34247,429001,15819176
2018/05/31,32350,32400,31650,31950,▼50,－0.16%,32290,33018,33413,34239,488654,15805440
2018/05/30,32550,32800,31800,32000,▼750,－2.29%,32320,33128,33417,34229,490347,15812245
2018/05/29,33250,33250,32500,32750,▼200,－0.61%,32260,33223,33426,34224,363557,15830242
2018/05/28,32200,33200,32100,32950,▲1150,＋3.62%,32160,33273,33424,34212,804208,15885975
2018/05/25,31800,32200,31700,31800,▼300,－0.93%,32040,33348,33440,34200,266648,15835346
2018/05/24,31700,32200,31600,32100,▲400,＋1.26%,32230,33470,33475,34201,265830,15876512
2018/05/23,32000,32350,31600,31700,▼550,－1.71%,32550,33578,33526,34204,657651,15922130
2018/05/21,32250,32400,31800,32250,▼100,－0.31%,33040,33660,33581,34212,315270,16029645
2018/05/18,32550,32900,32100,32350,▼400,－1.22%,33490,33718,33633,34211,603390,16094079
2018/05/17,33600,33600,32450,32750,▼950,－2.82%,33840,33820,33683,34210,893468,16121335
2018/05/16,33900,34000,33250,33700,▼450,－1.32%,33880,33868,33744,34211,539136,16260885
2018/05/15,34500,34600,33900,34150,▼350,－1.01%,33830,33838,33773,34203,326214,16222833
2018/05/14,34200,34850,34150,34500,▲400,＋1.17%,33670,33828,33793,34178,481184,16199859
2018/05/11,33150,34400,33100,34100,▲1150,＋3.49%,33600,33780,33822,34140,703071,16172946
2018/05/10,33250,33450,32850,32950,▼500,－1.49%,33470,33870,33853,34112,782726,16088874
2018/05/09,33200,33850,32200,33450,▲100,＋0.30%,33670,34020,33896,34092,850912,15988943
2018/05/08,34500,34550,33200,33350,▼800,－2.34%,33810,34120,33926,34068,754231,16087822
2018/05/04,33450,34750,33250,34150,▲700,＋2.09%,33920,34230,33965,34043,789532,16214313
2018/05/03,34000,34050,33400,33450,▼500,－1.47%,33840,34300,33997,34013,356347,16159688
2018/05/02,34250,34350,33600,33950,▼200,－0.59%,34040,34398,34063,33995,429287,16193746
2018/04/30,33800,34400,33600,34150,▲250,＋0.74%,34100,34498,34137,33978,535569,16266972
2018/04/27,33750,34350,33650,33900,▲150,＋0.44%,34120,34508,34210,33953,556401,16183515
2018/04/26,34450,34700,33300,33750,▼700,－2.03%,34010,34503,34275,33929,772345,16052356
2018/04/25,34050,34800,33800,34450,▲200,＋0.58%,33940,34450,34352,33905,728031,16118843
2018/04/24,34150,34500,33650,34250,0.0,0.00%,33930,34293,34420,33882,692289,16144818
2018/04/23,33500,34350,32800,34250,▲900,＋2.70%,33820,34173,34483,33858,971761,16237882
2018/04/20,33100,33600,32700,33350,▼50,－0.15%,33590,34020,34543,33838,425452,16172766
2018/04/19,34000,34050,33000,33400,▼1000,－2.91%,33710,33893,34593,33830,1002289,16139213
2018/04/18,33700,34600,33700,34400,▲700,＋2.08%,33740,33840,34643,33805,711301,16101706
2018/04/17,33300,33900,33150,33700,▲600,＋1.81%,34040,33745,34686,33770,838114,15951253
2018/04/16,33550,33600,32600,33100,▼850,－2.50%,34490,33705,34735,33742,1600474,15826021
2018/04/13,33650,34200,33450,33950,▲400,＋1.19%,34960,33688,34808,33725,689072,15716379
2018/04/12,35650,35750,33350,33550,▼2350,－6.55%,35280,33638,34864,33701,1340498,15691874
2018/04/11,35850,36100,35450,35900,▼50,－0.14%,35680,33618,34932,33667,351539,15765755
2018/04/10,35300,36000,34900,35950,▲500,＋1.41%,35580,33490,34946,33615,602388,15752111
2018/04/09,35150,35850,34900,35450,▼100,－0.28%,35580,33355,34946,33568,475510,15677159
2018/04/06,35450,36150,35100,35550,0.0,0.00%,35360,33275,34951,33524,420441,15592549
2018/04/05,35900,36300,35400,35550,▲150,＋0.42%,35010,33193,34963,33477,519845,15586079
2018/04/04,35900,36100,35300,35400,▼550,－1.53%,34440,33050,34973,33428,664578,15575725
2018/04/03,34250,35950,34150,35950,▲1600,＋4.66%,33620,32903,34964,33385,1488174,15638794
2018/04/02,34250,35000,34000,34350,▲550,＋1.63%,32800,32725,34947,33342,800773,15554775
2018/03/30,33150,34100,33150,33800,▲1100,＋3.36%,32170,32615,34970,33304,969179,15606350
2018/03/29,31300,32850,31300,32700,▲1400,＋4.47%,31570,32553,35005,33276,762724,15515004
2018/03/28,31600,31850,31200,31300,▼550,－1.73%,31500,32550,35024,33258,349321,15517666
2018/03/27,31450,31950,31200,31850,▲650,＋2.08%,31740,32680,35060,33255,368311,15603984
2018/03/26,30450,31200,30100,31200,▲400,＋1.30%,31950,32783,35088,33252,572109,15627260
2018/03/23,31850,32000,30700,30800,▼1550,－4.79%,32260,32980,35120,33257,1026973,15575029
2018/03/22,32600,33150,32200,32350,▼150,－0.46%,32690,33190,35154,33275,534042,15595914
2018/03/21,32950,33050,32500,32500,▼400,－1.22%,32850,33340,35179,33283,372503,15613176
2018/03/20,32550,32950,32350,32900,▲150,＋0.46%,33020,33485,35210,33283,393986,15574537
2018/03/19,32700,33100,32550,32750,▼200,－0.61%,33090,33660,35223,33279,338122,15561692
2018/03/16,33000,33250,32800,32950,▼200,－0.60%,33310,33793,35243,33280,368623,15577359
2018/03/15,33200,33300,32700,33150,▼200,－0.60%,33500,33915,35253,33279,237229,15526364
2018/03/14,33000,33500,32700,33350,▲100,＋0.30%,33410,34068,35252,33277,399838,15539690
2018/03/13,33750,33850,33100,33250,▼600,－1.77%,33230,34200,35213,33272,410440,15567085
2018/03/12,34000,34050,33250,33850,▼50,－0.15%,33060,34313,35183,33259,555576,15595422
2018/03/09,33200,34050,32700,33900,▲1200,＋3.67%,32720,34383,35145,33242,769329,15721807
2018/03/08,32850,33050,32550,32700,▲250,＋0.77%,32450,34473,35110,33225,397505,15866660
2018/03/07,32850,33000,31900,32450,▲50,＋0.15%,32440,34640,35094,33220,627860,15949935
2018/03/06,32400,32600,32100,32400,▲250,＋0.78%,32730,34890,35088,33216,320088,16162463
2018/03/05,32150,32800,31950,32150,▼400,－1.23%,33030,35188,35065,33221,325177,16210900
2018/03/02,32200,33100,32050,32550,▼100,－0.31%,33630,35508,35042,33230,458824,16187875
2018/02/28,33650,33750,32650,32650,▼1250,－3.69%,34120,35770,35022,33235,830726,16187406
2018/02/27,33900,34300,33650,33900,0.0,0.00%,34660,36055,34999,33235,527398,16150887
2018/02/26,35300,35550,33600,33900,▼1250,－3.56%,34960,36288,34961,33228,932870,15963503
2018/02/23,35200,35400,34550,35150,▲150,＋0.43%,35460,36493,34927,33222,321125,15884185
2018/02/22,35050,35450,34800,35000,▼350,－0.99%,35510,36628,34883,33208,260174,15806892
2018/02/21,35350,35950,35150,35350,▼50,－0.14%,35590,36698,34843,33188,237279,15798617
2018/02/20,36450,36450,35350,35400,▼1000,－2.75%,35760,36748,34790,33167,342697,15802516
2018/02/19,35900,36450,35800,36400,▲1000,＋2.82%,35880,36828,34736,33147,378645,15793258
2018/02/14,35600,36050,34950,35400,0.0,0.00%,35700,36840,34678,33128,360404,15706392
2018/02/13,36400,36550,35400,35400,▼800,－2.21%,35670,36943,34634,33128,462148,15656420
2018/02/12,36300,36650,35900,36200,▲200,＋0.56%,35730,37040,34562,33130,518581,15702320
2018/02/09,34450,36150,34400,36000,▲500,＋1.41%,35700,37110,34458,33125,593051,15701831
2018/02/08,35500,36150,35250,35500,▲250,＋0.71%,35990,37148,34370,33120,661918,15703624
2018/02/07,36500,36750,35100,35250,▼450,－1.26%,36560,37170,34288,33130,687366,15717552
2018/02/06,34600,35950,34200,35700,▼350,－0.97%,37220,37195,34209,33141,1057475,15619205
2018/02/05,36750,36800,35600,36050,▼1400,－3.74%,37640,37225,34121,33150,865010,15355634
2018/02/02,38000,38350,37200,37450,▼900,－2.35%,38100,37228,34030,33148,580167,15226684
2018/02/01,38450,38800,37850,38350,▼200,－0.52%,38320,37100,33928,33137,401909,15200199
2018/01/31,37450,38550,37300,38550,▲750,＋1.98%,38250,36928,33820,33117,524647,15187867
2018/01/30,38400,38800,37600,37800,▼550,－1.43%,38110,36788,33696,33106,563361,15098468
2018/01/29,38850,39500,38250,38350,▼200,－0.52%,37830,36693,33583,33092,769458,15039787
2018/01/26,37900,38700,37800,38550,▲550,＋1.45%,37430,36468,33459,33069,642255,15008111
2018/01/25,38050,38250,37550,38000,▲150,＋0.40%,37120,36213,33344,33048,647240,14922950
2018/01/24,36400,38000,36200,37850,▲1450,＋3.98%,36850,35988,33234,33031,899844,14933554
2018/01/23,36300,36950,36250,36400,▲50,＋0.14%,36770,35753,33134,33005,451533,14806952
2018/01/22,37100,37250,35800,36350,▼650,－1.76%,36960,35575,33066,33003,592419,14737901
2018/01/19,36700,37500,36550,37000,▲350,＋0.95%,37210,35450,32968,33011,481361,14695050
2018/01/18,37650,37700,36250,36650,▼800,－2.14%,37160,35318,32855,33011,701894,14690074
2018/01/17,37400,37550,36550,37450,▲100,＋0.27%,37020,35170,32748,33017,533348,14617903
2018/01/16,37850,38150,37200,37350,▼250,－0.66%,36680,34993,32643,33017,519667,14617302
2018/01/15,36750,37850,36500,37600,▲850,＋2.31%,36470,34803,32538,33012,939552,14609007
2018/01/12,35950,37000,35900,36750,▲800,＋2.23%,36170,34578,32402,33003,695593,14411348
2018/01/11,35700,36250,35450,35950,▲200,＋0.56%,35800,34290,32285,32992,769974,14361716
2018/01/10,36000,36150,35600,35750,▼550,－1.52%,35590,34068,32191,32996,590370,14317495
2018/01/09,36000,36850,35650,36300,▲200,＋0.55%,35590,33858,32097,33001,583993,14392894
2018/01/08,35100,36150,35100,36100,▲1200,＋3.44%,35510,33633,31990,33006,841491,14345028
2018/01/05,35250,35250,34450,34900,0.0,0.00%,35060,33415,31884,33010,489822,14297733
2018/01/04,35500,35950,34900,34900,▼850,－2.38%,34770,33273,31806,33019,571308,14344591
2018/01/03,35950,36150,35550,35750,▼150,－0.42%,34490,33080,31738,33034,497403,14392968
2018/01/02,34100,36100,34100,35900,▲2050,＋6.06%,33970,32830,31638,33043,1360084,14432434
2017/12/28,33500,34050,33250,33850,▲400,＋1.20%,33360,32603,31548,33045,405858,14391786
2017/12/27,33300,33750,33000,33450,▼50,－0.15%,33360,32475,31493,33075,394608,14421104
2017/12/26,33100,33700,32900,33500,▲350,＋1.06%,33540,32383,31450,33119,517429,14514759
2017/12/22,32900,33300,32650,33150,▲300,＋0.91%,33580,32300,31417,33162,353054,14514144
2017/12/21,33850,33850,32850,32850,▼1000,－2.95%,33730,32268,31394,33203,691072,14524745
2017/12/20,34400,34400,33600,33850,▼500,－1.46%,33870,32255,31395,33248,364621,14473248
2017/12/19,33900,34500,33800,34350,▲650,＋1.93%,33720,32173,31388,33281,698514,14511862
2017/12/18,34200,34200,33550,33700,▼200,－0.59%,33050,32063,31356,33316,462594,14497997
2017/12/15,33850,34200,33300,33900,▲350,＋1.04%,32610,32025,31335,33356,636315,14575059
2017/12/14,33100,34300,32900,33550,▲450,＋1.36%,32140,31968,31318,33390,2075397,14565566
2017/12/13,31300,33200,31250,33100,▲2100,＋6.77%,31790,31843,31306,33427,1669018,14452835
2017/12/12,31400,31600,30900,31000,▼500,－1.59%,31520,31688,31302,33474,592898,14015885
2017/12/11,31650,31850,31150,31500,▼50,－0.16%,31730,31673,31331,33523,527607,14321749
2017/12/08,31850,31900,30900,31550,▼250,－0.79%,31640,31628,31335,33570,760954,14581389
2017/12/07,32250,32700,31650,31800,▲50,＋0.16%,31480,31575,31338,33621,909709,14857907
2017/12/06,31900,32850,31700,31750,▼300,－0.94%,31390,31505,31339,33667,1028565,15099532
2017/12/05,31150,32400,31000,32050,▲1000,＋3.22%,31300,31448,31346,33713,789985,15091027
2017/12/04,30750,31150,30600,31050,▲300,＋0.98%,31210,31410,31344,33762,417971,15105385
2017/12/01,31550,31600,30550,30750,▼600,－1.91%,31370,31453,31378,33815,659760,15120465
2017/11/30,31800,32050,31350,31350,▲50,＋0.16%,31720,31470,31418,33871,682573,15228685
2017/11/29,31850,32250,31050,31300,▼300,－0.95%,31970,31453,31448,33910,850385,15200890
