[일시]대한항공,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1987/02/06,11515,11515,11169,11275,▼144,－1.26%,11285,10582,11208,12280,56130,N/A
1987/02/05,11237,11486,11237,11419,▲288,＋2.59%,11256,10520,11225,12326,49770,N/A
1987/02/04,11285,11525,11083,11131,0.0,0.00%,11064,10439,11241,12367,50320,N/A
1987/02/03,11515,11611,10862,11131,▼336,－2.93%,10914,10382,11257,12409,88080,N/A
1987/02/02,11429,11707,11275,11467,▲336,＋3.02%,10753,10334,11274,12452,147760,N/A
1987/01/31,10507,11131,10459,11131,▲672,＋6.42%,10513,10271,11285,12490,56480,N/A
1987/01/30,10411,10536,10411,10459,▲77,＋0.74%,10360,10252,11303,12529,34380,N/A
1987/01/28,10411,10546,10363,10383,▲58,＋0.56%,10350,10233,11325,12577,36020,N/A
1987/01/27,10267,10363,10076,10325,▲58,＋0.56%,10338,10240,11355,12624,27930,N/A
1987/01/26,10344,10459,9989,10267,▼96,－0.93%,10231,10275,11388,12674,54070,N/A
1987/01/24,10171,10363,10028,10363,▼48,－0.46%,10214,10287,11426,12725,25250,N/A
1987/01/23,10613,10795,10267,10411,▲86,＋0.84%,10106,10276,11454,12782,146770,N/A
1987/01/22,9692,10459,9692,10325,▲537,＋5.49%,10076,10283,11486,12843,80210,N/A
1987/01/21,10315,10747,9788,9788,▼393,－3.86%,10093,10314,11520,12911,101400,N/A
1987/01/20,9788,10354,9625,10181,▲355,＋3.61%,10208,10372,11566,12980,38720,N/A
1987/01/19,10248,10248,9615,9826,▼432,－4.21%,10315,10426,11595,13039,52920,N/A
1987/01/17,10267,10392,10056,10258,▼154,－1.47%,10360,10501,11619,13104,35650,N/A
1987/01/16,10162,10459,10066,10411,▲48,＋0.46%,10267,10555,11627,13160,49690,N/A
1987/01/15,10939,11035,10363,10363,▼355,－3.31%,10181,10610,11643,13214,88870,N/A
1987/01/14,10171,10718,10171,10718,▲672,＋6.69%,10143,10672,11647,13263,87380,N/A
1987/01/13,9845,10133,9845,10047,▲249,＋2.55%,10043,10722,11635,13308,83690,N/A
1987/01/12,9778,9884,9596,9797,▼182,－1.83%,10183,10819,11626,13357,37710,N/A
1987/01/10,10085,10171,9980,9980,▼192,－1.89%,10239,10921,11614,13412,32630,N/A
1987/01/09,10219,10440,10171,10171,▼48,－0.47%,10348,11011,11604,13459,31320,N/A
1987/01/08,10939,10987,10076,10219,▼528,－4.91%,10517,11105,11602,13502,38880,N/A
1987/01/07,10277,10747,10277,10747,▲672,＋6.67%,10575,11208,11606,13549,55370,N/A
1987/01/06,10440,10440,10076,10076,▼451,－4.28%,10456,11280,11605,13594,29620,N/A
1987/01/05,10191,10555,10191,10527,▼489,－4.44%,10551,11407,11611,13645,3550,N/A
1986/12/26,10670,11083,10661,11016,▲509,＋4.84%,10636,11509,11648,13689,24910,N/A
1986/12/24,10248,10555,10191,10507,▲355,＋3.50%,10621,11618,11675,13733,22890,N/A
1986/12/23,10459,10555,10076,10152,▼403,－3.82%,10772,11743,11721,13787,23090,N/A
1986/12/22,10949,11035,10459,10555,▼393,－3.59%,11006,11857,11782,13845,18480,N/A
1986/12/20,10949,11035,10862,10949,▲10,＋0.09%,11162,11940,11845,13899,11030,N/A
1986/12/19,11217,11217,10930,10939,▼326,－2.90%,11275,11994,11904,13945,19010,N/A
1986/12/18,11323,11323,11227,11265,▼58,－0.51%,11409,12060,11966,13987,28570,N/A
1986/12/17,11515,11525,11227,11323,▼10,－0.08%,11498,12097,12026,14029,30790,N/A
1986/12/16,11515,11563,11323,11333,▼182,－1.58%,11630,12150,12090,14067,27140,N/A
1986/12/15,11707,11707,11496,11515,▼96,－0.83%,11734,12216,12149,14100,27580,N/A
1986/12/13,11755,11803,11525,11611,▼96,－0.82%,11784,12260,12203,14127,32810,N/A
1986/12/12,11947,11976,11611,11707,▼278,－2.32%,11872,12289,12256,14150,22570,N/A
1986/12/11,12091,12235,11985,11985,▲134,＋1.13%,11987,12320,12305,14172,28760,N/A
1986/12/10,11803,11995,11755,11851,▲86,＋0.73%,12027,12335,12349,14192,55990,N/A
1986/12/09,12052,12187,11697,11764,▼288,－2.39%,12181,12363,12398,14212,49090,N/A
1986/12/08,12436,12484,12052,12052,▼230,－1.87%,12342,12379,12450,14233,38730,N/A
1986/12/06,12187,12379,12187,12283,▲96,＋0.79%,12570,12383,12497,14254,18320,N/A
1986/12/05,12474,12503,12139,12187,▼432,－3.42%,12714,12375,12539,14271,47540,N/A
1986/12/04,12474,12954,12388,12618,▲48,＋0.38%,12762,12377,12583,14289,37340,N/A
1986/12/03,12993,13098,12522,12570,▼624,－4.73%,12686,12336,12624,14304,44970,N/A
1986/12/02,13233,13386,13194,13194,▲192,＋1.48%,12574,12317,12669,14318,88360,N/A
1986/12/01,12666,13002,12618,13002,▲576,＋4.63%,12390,12271,12705,14331,61210,N/A
1986/11/29,12331,12465,12331,12427,▲192,＋1.57%,12189,12247,12741,14348,33920,N/A
1986/11/28,11947,12379,11947,12235,▲221,＋1.84%,12179,12230,12785,14369,27290,N/A
1986/11/27,12331,12331,11995,12014,▼259,－2.11%,12265,12233,12833,14395,25420,N/A
1986/11/26,11995,12379,11995,12273,▲278,＋2.32%,12338,12251,12888,14422,38080,N/A
1986/11/25,12379,12379,11995,11995,▼384,－3.10%,12325,12265,12950,14450,24460,N/A
1986/11/24,12666,12666,12379,12379,▼288,－2.27%,12392,12261,13017,14476,28790,N/A
1986/11/22,12484,12762,12484,12666,▲288,＋2.33%,12373,12206,13086,14494,85302,N/A
1986/11/21,12379,12417,12244,12379,▲173,＋1.42%,12319,12110,13152,14513,43920,N/A
1986/11/20,12427,12474,12187,12206,▼125,－1.01%,12261,12058,13219,14537,79840,N/A
1986/11/19,12379,12522,12139,12331,▲48,＋0.39%,12246,11981,13287,14562,27270,N/A
1986/11/18,12350,12474,12091,12283,▼115,－0.93%,12206,11864,13352,14581,36150,N/A
1986/11/17,12196,12666,12196,12398,▲307,＋2.54%,12192,11725,13427,14599,64570,N/A
1986/11/15,12148,12187,12091,12091,▼38,－0.32%,12073,11557,13494,14618,18400,N/A
1986/11/14,11937,12187,11899,12129,0.0,0.00%,12093,11424,13562,14636,55340,N/A
1986/11/13,12331,12331,11995,12129,▼86,－0.71%,12123,11319,13631,14650,41180,N/A
1986/11/12,11947,12283,11918,12215,▲413,＋3.50%,12202,11235,13696,14669,30010,N/A
1986/11/11,11995,11995,11716,11803,▼384,－3.15%,12175,11159,13756,14688,36610,N/A
1986/11/10,12235,12522,12052,12187,▼96,－0.78%,12275,11090,13829,14710,66380,N/A
1986/11/08,12628,12762,12235,12283,▼240,－1.92%,12313,11119,13893,14732,27140,N/A
1986/11/07,12004,12618,11995,12522,▲441,＋3.65%,12367,11135,13960,14750,63390,N/A
1986/11/06,12148,12148,11899,12081,▼221,－1.79%,12246,11173,14025,14761,41330,N/A
1986/11/05,12091,12427,12052,12302,▼77,－0.62%,12085,11260,14109,14774,67860,N/A
1986/11/04,12551,12551,12187,12379,▼173,－1.38%,11774,11361,14201,14785,75960,N/A
1986/11/03,12283,12551,12148,12551,▲633,＋5.31%,11565,11466,14303,14791,106300,N/A
1986/11/01,11390,11947,11390,11918,▲643,＋5.70%,11187,11572,14394,14797,84540,N/A
1986/10/31,10968,11419,10939,11275,▲528,＋4.91%,10801,11721,14484,14811,137310,N/A
1986/10/30,11323,11620,10699,10747,▼585,－5.17%,10448,11913,14589,14832,106890,N/A
1986/10/29,10843,11333,10747,11333,▲672,＋6.30%,10104,12119,14694,14852,84660,N/A
1986/10/28,9989,10661,9980,10661,▲672,＋6.72%,9724,12292,14786,14867,58390,N/A
1986/10/27,9644,9989,9548,9989,▲480,＋5.05%,9598,12498,14879,14882,27290,N/A
1986/10/25,9126,9509,9068,9509,▲480,＋5.31%,9692,12732,14981,14903,16730,N/A
1986/10/24,9404,9433,8972,9030,▼403,－4.27%,9930,12986,15088,14930,47340,N/A
1986/10/23,9884,9932,9433,9433,▼595,－5.93%,10206,13274,15209,14960,27990,N/A
1986/10/22,10661,10661,10028,10028,▼432,－4.13%,10872,13548,15313,14983,30120,N/A
1986/10/21,10661,10709,10440,10459,▼240,－2.24%,11388,13790,15402,14996,16350,N/A
1986/10/20,10469,10747,10469,10699,▲288,＋2.76%,11952,14007,15492,15001,16610,N/A
1986/10/18,10114,10440,10114,10411,▼2351,－18.42%,12576,14214,15582,15002,14980,N/A
1986/10/17,12379,13233,12235,12762,▲154,＋1.22%,13359,14445,15680,15007,77140,N/A
1986/10/16,13050,13050,12609,12609,▼672,－5.06%,13705,14573,15729,14992,45010,N/A
1986/10/15,13712,13712,13146,13281,▼537,－3.89%,14117,14710,15791,14981,50370,N/A
1986/10/14,14106,14231,13655,13818,▼509,－3.55%,14438,14804,15853,14962,34810,N/A
1986/10/13,14470,14490,14106,14326,▼163,－1.13%,14699,14864,15908,14936,15380,N/A
1986/10/11,14490,14538,14442,14490,▼182,－1.24%,14808,14904,15953,14903,6350,N/A
1986/10/10,14864,14864,14672,14672,▼211,－1.42%,14868,14946,15986,14869,13150,N/A
1986/10/08,15094,15104,14845,14883,▼240,－1.59%,14887,15013,16009,14829,7140,N/A
1986/10/07,14883,15161,14682,15123,▲249,＋1.68%,14847,15070,16031,14785,21390,N/A
1986/10/06,14825,14969,14825,14873,▲86,＋0.58%,14741,15139,16044,14739,17650,N/A
1986/10/04,14768,14864,14739,14787,▲19,＋0.13%,14722,15225,16050,14695,8320,N/A
1986/10/02,14729,14787,14682,14768,▲86,＋0.59%,14749,15306,16051,14655,8200,N/A
1986/09/30,14490,14777,14490,14682,▲86,＋0.59%,14768,15383,16044,14616,27570,N/A
1986/09/29,14729,14777,14595,14595,▼182,－1.23%,14793,15460,16039,14579,14470,N/A
1986/09/27,14921,14921,14749,14777,▼144,－0.96%,14839,15570,16035,14545,9860,N/A
1986/09/26,14960,14960,14787,14921,▲58,＋0.39%,14893,15651,16027,14509,21700,N/A
1986/09/25,14998,15161,14825,14864,▲58,＋0.39%,14969,15714,16016,14469,13730,N/A
1986/09/24,14825,14969,14777,14806,▼19,－0.13%,15067,15785,16011,14433,15520,N/A
1986/09/23,14969,15248,14777,14825,▼221,－1.47%,15138,15846,16003,14397,131100,N/A
1986/09/22,15257,15257,14979,15046,▼259,－1.69%,15179,15894,15995,14365,115940,N/A
1986/09/20,15353,15353,15257,15305,▼48,－0.31%,15192,15952,15984,14331,2840,N/A
1986/09/17,15267,15603,15267,15353,▲192,＋1.27%,15198,15987,15966,14292,15860,N/A
1986/09/16,15027,15161,15027,15161,▲134,＋0.89%,15328,16035,15957,14253,19930,N/A
1986/09/15,15065,15113,14883,15027,▼86,－0.57%,15501,16099,15954,14221,30410,N/A
1986/09/13,14691,15171,14691,15113,▼221,－1.44%,15797,16204,15954,14196,25550,N/A
1986/09/12,15823,15833,15334,15334,▼672,－4.20%,16094,16339,15957,14167,29250,N/A
1986/09/11,16025,16217,15833,16006,▼19,－0.12%,16307,16496,15957,14138,25110,N/A
1986/09/10,16361,16361,15833,16025,▼480,－2.91%,16368,16596,15951,14105,33690,N/A
1986/09/09,16438,16505,16130,16505,▼96,－0.58%,16407,16662,15934,14071,37930,N/A
1986/09/08,16562,16601,16361,16601,▲202,＋1.23%,16464,16714,15902,14028,38530,N/A
1986/09/06,16322,16409,16121,16399,▲86,＋0.53%,16426,16736,15875,13986,41430,N/A
1986/09/05,16111,16313,15939,16313,▲96,＋0.59%,16380,16761,15856,13944,39770,N/A
1986/09/04,16793,16793,16121,16217,▼576,－3.43%,16374,16756,15837,13904,79310,N/A
1986/09/03,16505,16793,16505,16793,▲384,＋2.34%,16338,16751,15809,13866,47760,N/A
1986/09/02,16025,16486,15987,16409,▲240,＋1.48%,16136,16708,15772,13821,21310,N/A
1986/09/01,16428,16505,15977,16169,▼115,－0.71%,16098,16703,15741,13775,27990,N/A
1986/08/30,16265,16313,16188,16284,▲249,＋1.56%,16061,16677,15710,13732,20860,N/A
1986/08/29,16207,16207,15891,16035,▲249,＋1.58%,16067,16631,15670,13689,26390,N/A
1986/08/28,16313,16313,15545,15785,▼432,－2.66%,16152,16621,15642,13649,38890,N/A
1986/08/27,15929,16313,15852,16217,▲230,＋1.44%,16420,16638,15620,13608,47970,N/A
1986/08/26,16313,16466,15977,15987,▼326,－2.00%,16737,16642,15592,13566,66480,N/A
1986/08/25,16457,16697,15833,16313,▼144,－0.87%,17234,16628,15572,13526,100840,N/A
1986/08/23,16793,16793,16457,16457,▼672,－3.92%,17574,16628,15540,13487,124920,N/A
1986/08/22,17589,18088,17128,17128,▼672,－3.77%,17750,16654,15496,13445,120970,N/A
1986/08/21,18568,18568,17800,17800,▼672,－3.64%,17837,16656,15438,13396,67650,N/A
1986/08/20,18011,18472,17800,18472,▲461,＋2.56%,17685,16616,15370,13341,88710,N/A
1986/08/19,17416,18011,17407,18011,▲672,＋3.87%,17368,16517,15279,13276,82040,N/A
1986/08/18,17656,17656,17080,17340,▼221,－1.26%,17009,16418,15200,13210,79230,N/A
1986/08/16,17426,17704,17426,17560,▲518,＋3.04%,16766,16362,15138,13148,94270,N/A
1986/08/14,16984,17176,16745,17042,▲154,＋0.91%,16439,16280,15075,13085,87440,N/A
1986/08/13,16303,16889,16073,16889,▲672,＋4.14%,16294,16190,15010,13029,56730,N/A
1986/08/12,16025,16313,15833,16217,▲96,＋0.60%,16044,16087,14947,12975,44270,N/A
1986/08/11,16217,16217,15929,16121,▲192,＋1.20%,15875,15993,14885,12923,21310,N/A
1986/08/09,16581,16581,15641,15929,▼384,－2.35%,15818,15905,14825,12868,14110,N/A
1986/08/08,15737,16313,15699,16313,▲672,＋4.29%,15856,15829,14771,12816,39140,N/A
1986/08/07,15555,15785,15449,15641,▲269,＋1.75%,15854,15726,14710,12759,41870,N/A
1986/08/06,15737,15737,15267,15372,▼461,－2.91%,15866,15657,14654,12703,48650,N/A
1986/08/05,16025,16054,15641,15833,▼288,－1.79%,16054,15617,14591,12646,33990,N/A
1986/08/04,16303,16457,16015,16121,▼182,－1.12%,16284,15543,14511,12584,45980,N/A
1986/08/02,15699,16303,15699,16303,▲605,＋3.85%,16493,15454,14422,12524,18370,N/A
1986/08/01,16121,16130,15689,15699,▼614,－3.76%,16629,15357,14334,12459,46200,N/A
1986/07/31,16793,16793,16313,16313,▼672,－3.95%,16791,15284,14256,12400,36060,N/A
1986/07/30,16793,17071,16649,16984,▼182,－1.06%,16733,15208,14171,12332,51110,N/A
1986/07/29,17272,17426,17071,17167,▲182,＋1.07%,16580,15109,14072,12259,92530,N/A
1986/07/28,16802,17128,16793,16984,▲480,＋2.91%,16330,15002,13964,12181,80490,N/A
1986/07/26,16082,16601,16082,16505,▲480,＋2.99%,15983,14916,13854,12101,37740,N/A
1986/07/25,15919,16409,15833,16025,▼192,－1.18%,15647,14858,13751,12021,117460,N/A
1986/07/24,16025,16495,15929,16217,▲297,＋1.87%,15311,14838,13649,11944,159070,N/A
1986/07/23,15536,15919,15449,15919,▲672,＋4.41%,14941,14778,13540,11867,148640,N/A
1986/07/22,15161,15344,14921,15248,▲422,＋2.85%,14635,14712,13435,11793,77810,N/A
1986/07/21,14413,14825,14394,14825,▲480,＋3.34%,14438,14698,13339,11726,31610,N/A
1986/07/19,14394,14394,14346,14346,▼19,－0.13%,14325,14719,13258,11659,20150,N/A
1986/07/18,14394,14394,14307,14365,▼29,－0.20%,14371,14762,13188,11593,42870,N/A
1986/07/16,14307,14461,14298,14394,▲134,＋0.94%,14369,14771,13120,11527,31070,N/A
1986/07/15,14259,14403,14211,14259,0.0,0.00%,14359,14778,13054,11461,38550,N/A
1986/07/14,14614,14682,14106,14259,▼317,－2.17%,14376,14794,12991,11396,28970,N/A
1986/07/12,14499,14672,14490,14576,▲221,＋1.54%,14374,14796,12923,11333,32560,N/A
1986/07/11,14250,14394,14125,14355,▲10,＋0.07%,14417,14761,12856,11266,27620,N/A
1986/07/10,14605,14777,14298,14346,0.0,0.00%,14549,14762,12791,11200,60090,N/A
1986/07/09,14010,14384,13923,14346,▲96,＋0.67%,14683,14769,12735,11136,65130,N/A
1986/07/08,14682,14682,14115,14250,▼537,－3.63%,14866,14776,12679,11073,55790,N/A
1986/07/07,15123,15344,14682,14787,▼230,－1.53%,15085,14803,12619,11010,71850,N/A
1986/07/05,14873,15017,14682,15017,0.0,0.00%,15253,14783,12550,10943,38300,N/A
1986/07/04,15257,15257,14902,15017,▼240,－1.57%,15253,14723,12488,10874,78850,N/A
1986/07/03,15401,15737,15257,15257,▼86,－0.56%,15169,14656,12438,10808,106550,N/A
1986/07/02,15727,15823,15257,15344,▼288,－1.84%,15111,14578,12377,10740,114340,N/A
1986/07/01,15075,15689,15046,15631,▲614,＋4.09%,15092,14463,12319,10668,145450,N/A
1986/06/30,14739,15065,14605,15017,▲422,＋2.89%,15008,14343,12260,10594,77120,N/A
1986/06/28,14864,14873,14595,14595,▼374,－2.50%,14912,14274,12209,10524,19690,N/A
1986/06/27,14576,15267,14576,14969,▼278,－1.83%,14900,14234,12154,10457,71310,N/A
1986/06/26,15881,15881,15248,15248,▲38,＋0.25%,14824,14142,12097,10388,261910,N/A
1986/06/25,14729,15209,14729,15209,▲672,＋4.62%,14634,14036,12033,10319,166590,N/A
1986/06/24,14586,14586,14240,14538,0.0,0.00%,14365,13898,11971,10249,111050,N/A
1986/06/23,14682,14777,14298,14538,▼48,－0.33%,14334,13800,11923,10186,102800,N/A
1986/06/21,14538,14777,14509,14586,▲288,＋2.01%,14323,13707,11870,10118,134800,N/A
1986/06/20,13818,14298,13818,14298,▲432,＋3.11%,14303,13609,11809,10048,128910,N/A
1986/06/19,14394,14538,13732,13866,▼518,－3.60%,14401,13508,11754,9978,132180,N/A
1986/06/18,14106,14384,13866,14384,▼96,－0.66%,14507,13395,11708,9913,97580,N/A
1986/06/17,14682,14854,14307,14480,▼10,－0.07%,14394,13228,11656,9844,110880,N/A
1986/06/16,14960,14969,14461,14490,▼297,－2.01%,14232,13044,11595,9772,124810,N/A
1986/06/14,14490,14873,14096,14787,▲393,＋2.73%,14075,12870,11541,9699,345620,N/A
1986/06/13,13866,14490,13866,14394,▲576,＋4.17%,13724,12680,11481,9623,313960,N/A
1986/06/12,13674,13818,13453,13818,▲144,＋1.05%,13492,12522,11434,9552,75080,N/A
1986/06/11,13962,14058,13415,13674,▼29,－0.21%,13457,12384,11395,9482,136840,N/A
1986/06/10,13079,13703,13079,13703,▲672,＋5.15%,13482,12235,11355,9412,47260,N/A
1986/06/09,13290,13386,12906,13031,▼202,－1.52%,13367,12069,11312,9342,46640,N/A
1986/06/07,13722,13770,13233,13233,▼413,－3.02%,13386,11934,11274,9278,54320,N/A
1986/06/05,14010,14183,13434,13645,▼154,－1.11%,13231,11767,11221,9211,123370,N/A
1986/06/04,13223,13799,13127,13799,▲672,＋5.12%,13016,11568,11158,9141,247840,N/A
1986/06/03,13319,13578,13127,13127,0.0,0.00%,12791,11358,11095,9070,193990,N/A
1986/06/02,12455,13127,12455,13127,▲672,＋5.39%,12689,11177,11048,9004,74800,N/A
1986/05/31,12570,12897,12455,12455,▼115,－0.92%,12521,11019,11002,8939,136540,N/A
1986/05/30,12743,12858,12388,12570,▼106,－0.83%,12352,10903,10961,8879,131130,N/A
1986/05/29,12455,12762,12091,12676,▲58,＋0.46%,12045,10788,10910,8819,189380,N/A
1986/05/28,12695,12954,12580,12618,▲336,＋2.73%,11668,10677,10861,8760,233970,N/A
1986/05/27,11803,12283,11803,12283,▲672,＋5.79%,11350,10569,10808,8704,227910,N/A
1986/05/26,11179,11620,11160,11611,▲576,＋5.22%,11091,10464,10752,8650,133570,N/A
1986/05/24,10987,11179,10862,11035,▲240,＋2.22%,11014,10411,10700,8602,38030,N/A
1986/05/23,11026,11275,10795,10795,▼230,－2.09%,11018,10385,10657,8558,73240,N/A
1986/05/22,10824,11131,10747,11026,▲38,＋0.35%,10999,10392,10626,8516,50630,N/A
1986/05/21,11169,11227,10987,10987,▼240,－2.14%,10868,10390,10583,8473,32210,N/A
1986/05/20,11150,11323,10853,11227,▲173,＋1.56%,10738,10373,10544,8432,65900,N/A
1986/05/19,10776,11054,10776,11054,▲355,＋3.32%,10473,10344,10492,8388,88960,N/A
1986/05/17,10450,10699,10450,10699,▲326,＋3.15%,10193,10358,10446,8343,28070,N/A
1986/05/15,10306,10402,10124,10373,▲38,＋0.37%,9974,10422,10398,8303,41320,N/A
1986/05/14,9980,10440,9980,10335,▲432,＋4.36%,9799,10484,10348,8265,62270,N/A
1986/05/13,9596,9980,9596,9903,▲249,＋2.58%,9728,10561,10290,8226,39130,N/A
1986/05/12,9701,9788,9586,9653,▲48,＋0.50%,9772,10670,10239,8190,31050,N/A
1986/05/10,9538,9788,9538,9605,▲106,＋1.11%,9897,10785,10193,8154,30970,N/A
1986/05/09,9980,9980,9423,9500,▼480,－4.81%,10068,10868,10152,8118,32440,N/A
1986/05/08,10171,10219,9980,9980,▼144,－1.42%,10260,10971,10112,8082,24020,N/A
1986/05/07,10229,10315,10076,10124,▼154,－1.49%,10298,11043,10060,8043,27450,N/A
1986/05/06,10335,10459,10277,10277,▼182,－1.74%,10385,11113,9998,8003,19270,N/A
1986/05/03,10450,10651,10325,10459,0.0,0.00%,10431,11182,9935,7962,54020,N/A
1986/05/02,10267,10555,10219,10459,▲288,＋2.83%,10527,11225,9868,7920,56380,N/A
1986/05/01,10565,10603,10162,10171,▼384,－3.64%,10632,11248,9802,7878,34000,N/A
1986/04/30,10124,10555,10124,10555,▲48,＋0.46%,10728,11290,9743,7839,86410,N/A
1986/04/29,10920,10920,10402,10507,▼432,－3.95%,10747,11319,9676,7797,35770,N/A
1986/04/28,11131,11131,10651,10939,▼48,－0.44%,10910,11355,9608,7756,89860,N/A
1986/04/26,10651,11035,10450,10987,▲336,＋3.15%,11121,11350,9537,7709,87730,N/A
1986/04/25,10747,10939,9980,10651,0.0,0.00%,11246,11363,9467,7662,133820,N/A
1986/04/24,10651,10891,10651,10651,▼672,－5.93%,11488,11389,9401,7618,41580,N/A
1986/04/23,11870,11889,11323,11323,▼672,－5.60%,11776,11435,9336,7574,57120,N/A
1986/04/22,11784,11995,11515,11995,▲384,＋3.31%,11901,11444,9260,7523,80370,N/A
1986/04/21,11793,11803,11563,11611,▼249,－2.10%,11757,11406,9179,7466,72680,N/A
1986/04/19,11860,11860,11525,11860,▼230,－1.90%,11747,11383,9103,7413,70950,N/A
1986/04/18,12455,12465,11899,12091,▲144,＋1.20%,11659,11327,9017,7358,172180,N/A
1986/04/17,11323,11947,11179,11947,▲672,＋5.96%,11544,11226,8927,7301,161250,N/A
1986/04/16,11582,11707,11045,11275,▼288,－2.49%,11486,11122,8839,7248,82920,N/A
1986/04/15,11649,11659,11429,11563,▲144,＋1.26%,11496,11060,8761,7201,73800,N/A
1986/04/14,11035,11419,10891,11419,▼96,－0.83%,11365,10996,8680,7156,50970,N/A
1986/04/12,11611,11755,11246,11515,▼144,－1.23%,11285,10943,8605,7109,63690,N/A
1986/04/11,11534,11659,11227,11659,▲336,＋2.97%,11208,10867,8527,7058,150740,N/A
1986/04/10,10987,11323,10862,11323,▲413,＋3.78%,11121,10759,8448,7006,70480,N/A
1986/04/09,11112,11131,10805,10910,▼106,－0.96%,11026,10682,8367,6955,38240,N/A
1986/04/08,11035,11323,10766,11016,▼115,－1.03%,11093,10607,8287,6907,73520,N/A
1986/04/07,11448,11563,11026,11131,▼96,－0.85%,11125,10503,8202,6858,90190,N/A
1986/04/04,11054,11419,11054,11227,▲384,＋3.54%,11212,10372,8118,6807,120590,N/A
1986/04/03,11169,11169,10843,10843,▼403,－3.58%,11267,10232,8032,6756,92770,N/A
1986/04/02,11045,11419,10958,11246,▲67,＋0.60%,11348,10136,7949,6707,73430,N/A
1986/04/01,11659,11707,11035,11179,▼384,－3.32%,11327,9996,7857,6654,107340,N/A
1986/03/31,11313,11707,11169,11563,▲58,＋0.50%,11239,9869,7765,6601,129660,N/A
1986/03/29,11438,11697,11429,11505,▲259,＋2.30%,10939,9698,7670,6546,115550,N/A
1986/03/28,11323,11323,10891,11246,▲106,＋0.95%,10615,9538,7568,6491,124440,N/A
1986/03/27,11333,11361,10939,11141,▲403,＋3.75%,10371,9366,7469,6439,195820,N/A
1986/03/26,10085,10738,10066,10738,▲672,＋6.67%,10198,9176,7372,6388,131870,N/A
1986/03/25,10037,10219,9845,10066,▲182,＋1.84%,10125,8983,7282,6339,130680,N/A
1986/03/24,10028,10171,9692,9884,▼144,－1.44%,10108,8820,7202,6296,113270,N/A
1986/03/22,10440,10440,9970,10028,▼249,－2.43%,10031,8672,7125,6254,90390,N/A
1986/03/21,10258,10354,10076,10277,▼96,－0.93%,9983,8528,7045,6212,169840,N/A
1986/03/20,10440,10450,9980,10373,▲393,＋3.94%,9811,8369,6961,6166,203410,N/A
1986/03/19,9317,9980,9308,9980,▲480,＋5.05%,9523,8194,6875,6118,180520,N/A
1986/03/18,9768,9797,9404,9500,▼288,－2.94%,9227,8014,6797,6074,193500,N/A
1986/03/17,9644,9797,9471,9788,▲374,＋3.98%,9016,7864,6728,6034,271900,N/A
1986/03/15,9365,9413,9231,9413,▲480,＋5.37%,8843,7696,6659,5990,202410,N/A
1986/03/14,8751,8972,8684,8934,▲432,＋5.08%,8650,7552,6600,5949,244960,N/A
1986/03/13,8444,8924,8406,8502,▲58,＋0.68%,8588,7437,6547,5913,27560,N/A
1986/03/12,9010,9010,8444,8444,▼480,－5.38%,8517,7337,6504,5880,249620,N/A
1986/03/11,8924,8924,8924,8924,▲480,＋5.68%,8488,7238,6459,5848,248090,N/A
1986/03/08,8147,8511,8147,8444,▼182,－2.11%,8268,7125,6406,5812,149590,N/A
1986/03/07,8262,8627,8262,8627,▲480,＋5.89%,8047,7041,6364,5780,160950,N/A
1986/03/06,8492,8588,8118,8147,▼154,－1.85%,7694,6946,6321,5746,303600,N/A
1986/03/05,7725,8300,7629,8300,▲480,＋6.13%,7427,6875,6284,5717,282630,N/A
1986/03/04,7686,7821,7686,7821,▲480,＋6.54%,7153,6800,6240,5686,446600,N/A
1986/03/03,6938,7341,6909,7341,▲480,＋6.99%,7018,6764,6208,5659,205620,N/A
1986/02/28,6871,6967,6832,6861,▲48,＋0.70%,6970,6749,6181,5635,85320,N/A
1986/02/27,6909,7005,6813,6813,▼115,－1.66%,6970,6741,6162,5615,96290,N/A
1986/02/26,7005,7101,6755,6928,▼221,－3.09%,6884,6736,6141,5596,101480,N/A
1986/02/25,6909,7245,6909,7149,▲48,＋0.68%,6800,6723,6115,5576,179340,N/A
1986/02/24,7005,7101,6909,7101,▲240,＋3.50%,6656,6694,6083,5553,175720,N/A
1986/02/22,6420,6861,6381,6861,▲480,＋7.52%,6540,6675,6052,5530,107380,N/A
1986/02/21,6525,6525,6381,6381,▼125,－1.92%,6496,6678,6025,5508,76760,N/A
1986/02/20,6477,6506,6429,6506,▲77,＋1.19%,6521,6702,6008,5491,71800,N/A
1986/02/19,6506,6506,6333,6429,▼96,－1.47%,6510,6722,5988,5472,77870,N/A
1986/02/18,6640,6669,6468,6525,▼115,－1.73%,6560,6723,5972,5454,64260,N/A
1986/02/17,6573,6669,6544,6640,▲134,＋2.06%,6608,6702,5953,5435,41840,N/A
1986/02/15,6448,6506,6429,6506,▲58,＋0.89%,6623,6667,5934,5416,16460,N/A
1986/02/14,6669,6669,6439,6448,▼230,－3.45%,6667,6645,5918,5397,65970,N/A
1986/02/13,6794,6861,6631,6679,▼86,－1.28%,6736,6626,5903,5377,38120,N/A
1986/02/12,6823,6861,6717,6765,▲48,＋0.71%,6821,6585,5881,5356,41640,N/A
