[일시]일신방직,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/11/16,114000,114000,111000,112000,▼2000,－1.75%,114600,116675,116408,117492,3343,177319
2017/11/15,112500,114000,112000,114000,▲2000,＋1.79%,115600,116825,116433,117500,2603,177432
2017/11/14,117000,117000,111500,112000,▼6000,－5.08%,116100,116950,116433,117492,4130,175757
2017/11/13,116500,118000,115500,118000,▲1000,＋0.85%,116800,117250,116508,117479,1068,176843
2017/11/10,117000,117000,116000,117000,0.0,0.00%,116600,117200,116517,117438,732,176887
2017/11/09,115000,117000,115000,117000,▲500,＋0.43%,116600,117000,116558,117408,694,176959
2017/11/08,115500,117000,114500,116500,▲1000,＋0.87%,116700,116875,116592,117383,970,177020
2017/11/07,117000,117000,115000,115500,▼1500,－1.28%,116700,116850,116658,117363,956,176987
2017/11/06,116500,117500,115500,117000,0.0,0.00%,117600,116925,116742,117367,1093,177194
2017/11/03,118000,119500,116000,117000,▼500,－0.43%,117900,116925,116808,117346,1425,177228
2017/11/02,116500,118500,115500,117500,▲1000,＋0.86%,117900,116775,116908,117338,950,177218
2017/11/01,121500,121500,116500,116500,▼3500,－2.92%,118000,116575,116983,117317,2330,177364
2017/10/31,118000,122500,118000,120000,▲1500,＋1.27%,118400,116425,117067,117313,2300,177476
2017/10/30,115500,119500,115500,118500,▲1500,＋1.28%,117700,116075,117083,117296,2037,177423
2017/10/27,118000,119000,115000,117000,▼1000,－0.85%,117400,115875,117117,117288,1126,177584
2017/10/26,119000,120000,118000,118000,▼500,－0.42%,117600,115800,117192,117296,805,177595
2017/10/25,115500,118500,115500,118500,▲2000,＋1.72%,117000,115750,117233,117271,793,177640
2017/10/24,117000,117500,115000,116500,▼500,－0.43%,116600,115650,117267,117263,915,177681
2017/10/23,116500,117000,115500,117000,▼1000,－0.85%,116900,115625,117325,117258,1164,177709
2017/10/20,115500,119000,115500,118000,▲3000,＋2.61%,116900,115625,117375,117242,930,177679
2017/10/19,116500,117500,114500,115000,▼1500,－1.29%,115900,115550,117425,117238,1043,177648
2017/10/18,117500,118500,116000,116500,▼1500,－1.27%,115800,115575,117508,117271,1152,177812
2017/10/17,117000,118000,115500,118000,▲1000,＋0.85%,115700,115475,117600,117258,2950,177796
2017/10/16,112000,117000,112000,117000,▲4000,＋3.54%,115500,115275,117667,117221,1953,177792
2017/10/13,114500,114500,111500,113000,▼1500,－1.31%,115500,115225,117708,117196,2217,177887
2017/10/12,115500,117000,114500,114500,▼1500,－1.29%,115700,115450,117808,117196,1369,178047
2017/10/11,116000,117500,115500,116000,▼1000,－0.85%,115500,115500,117892,117188,1056,178076
2017/10/10,115500,118000,115500,117000,0.0,0.00%,115000,115575,117942,117146,1264,178086
2017/09/29,113000,117000,113000,117000,▲3000,＋2.63%,114200,115625,117975,117096,902,178190
2017/09/28,113000,115500,113000,114000,▲500,＋0.44%,113700,115750,117992,117050,1059,178205
2017/09/27,113500,115000,112500,113500,0.0,0.00%,114000,115900,118067,117038,1417,178085
2017/09/26,112000,113500,110500,113500,▲500,＋0.44%,114700,116200,118125,117025,2630,177713
2017/09/25,113000,113500,112000,113000,▼1500,－1.31%,115300,116500,118208,117004,1447,176429
2017/09/22,115000,117000,112500,114500,▼1000,－0.87%,115900,116725,118317,116992,2362,176591
2017/09/21,117500,117500,115500,115500,▼1500,－1.28%,116400,116875,118392,116954,468,176605
2017/09/20,117500,117500,116500,117000,▲500,＋0.43%,116600,116925,118433,116933,570,176715
2017/09/19,117500,118000,115500,116500,▲500,＋0.43%,116300,117000,118450,116925,866,176774
2017/09/18,117000,117000,115500,116000,▼1000,－0.85%,115900,117100,118475,116904,841,176715
2017/09/15,117000,117000,115500,117000,▲500,＋0.43%,115500,117125,118500,116888,751,176750
2017/09/14,115500,116500,114000,116500,▲1000,＋0.87%,115300,117050,118483,116863,1744,176850
2017/09/13,114500,116000,114500,115500,▲1000,＋0.87%,115500,117000,118475,116838,1189,176590
2017/09/12,115000,115500,113500,114500,▲500,＋0.44%,115500,116900,118483,116808,1419,176779
2017/09/11,116000,117000,113000,114000,▼2000,－1.72%,116100,116875,118517,116800,2267,176708
2017/09/08,117500,117500,115000,116000,▼1500,－1.28%,116900,117000,118542,116800,1753,176725
2017/09/07,115000,117500,115000,117500,▲2000,＋1.73%,117600,117125,118550,116788,1170,178570
2017/09/06,117000,117500,114500,115500,▼2000,－1.70%,117500,117225,118533,116771,1386,178657
2017/09/05,118000,118500,116500,117500,▼500,－0.42%,118300,117400,118567,116767,1462,178902
2017/09/04,116500,118500,116500,118000,▼1500,－1.26%,118700,117550,118542,116767,665,179311
2017/09/01,117500,119500,117500,119500,▲2500,＋2.14%,118600,117675,118567,116758,1025,179451
2017/08/31,118000,119000,117000,117000,▼2500,－2.09%,118200,117750,118550,116746,1439,180726
2017/08/30,120000,120000,117500,119500,0.0,0.00%,118100,118050,118533,116738,1811,180807
2017/08/29,117500,120000,116500,119500,▲2000,＋1.70%,117900,118175,118475,116713,2451,181726
2017/08/28,117000,118000,116000,117500,0.0,0.00%,117700,118275,118475,116683,3580,181708
2017/08/25,116000,118500,116000,117500,▲1000,＋0.86%,117500,118450,118508,116663,1169,182753
2017/08/24,118500,119500,116500,116500,▼2000,－1.69%,117100,118600,118533,116642,1007,183002
2017/08/23,119000,119000,118500,118500,0.0,0.00%,116900,118850,118592,116642,840,183157
2017/08/22,116500,119000,116000,118500,▲2000,＋1.72%,115900,118950,118600,116629,2141,183268
2017/08/21,116000,117000,115500,116500,▲1000,＋0.87%,115000,119050,118600,116604,2105,183061
2017/08/18,115500,116000,114000,115500,0.0,0.00%,115000,119225,118608,116600,1066,183132
2017/08/17,112500,116000,112500,115500,▲2000,＋1.76%,115600,119450,118592,116604,3771,183112
2017/08/16,114000,114500,112500,113500,▼500,－0.44%,116400,119725,118575,116613,2729,182873
2017/08/14,116500,116500,114000,114000,▼2500,－2.15%,117500,120050,118567,116633,1843,182797
2017/08/11,118000,118000,115500,116500,▼2000,－1.69%,118800,120450,118550,116667,2156,183004
2017/08/10,120000,120000,116000,118500,▼1000,－0.84%,119600,120725,118450,116679,1851,183255
2017/08/09,119000,120500,116500,119500,▲500,＋0.42%,120100,120775,118358,116679,2028,183325
2017/08/08,120500,120500,118500,119000,▼1500,－1.24%,120800,120750,118258,116667,1188,183402
2017/08/07,121000,121000,119000,120500,0.0,0.00%,121400,120775,118175,116658,682,183448
2017/08/04,121000,121000,119500,120500,▼500,－0.41%,121600,120700,118067,116667,999,183777
2017/08/03,123000,123500,121000,121000,▼2000,－1.63%,121700,120625,117992,116633,2257,183817
2017/08/02,122000,123000,120500,123000,▲1000,＋0.82%,121600,120475,117883,116588,1729,183742
2017/08/01,121500,122500,121000,122000,▲500,＋0.41%,121300,120250,117767,116538,822,183802
2017/07/31,121000,121500,119000,121500,▲500,＋0.41%,121000,120000,117650,116521,1089,183800
2017/07/28,121000,121500,119000,121000,▲500,＋0.41%,120800,119850,117558,116517,1890,184113
2017/07/27,122500,122500,119500,120500,▼1000,－0.82%,120600,119775,117508,116521,515,184195
2017/07/26,120500,122000,120500,121500,▲1000,＋0.83%,120500,119700,117458,116517,712,184154
2017/07/25,121500,123000,120500,120500,0.0,0.00%,120400,119525,117400,116500,2978,184201
2017/07/24,118500,120500,118500,120500,▲500,＋0.42%,120300,119400,117308,116488,577,184461
2017/07/21,120500,120500,119000,120000,0.0,0.00%,120600,119275,117258,116483,572,184595
2017/07/20,120000,121500,119000,120000,▼1000,－0.83%,121000,119150,117192,116483,1030,184728
2017/07/19,119500,121000,119000,121000,▲1000,＋0.83%,120900,118950,117108,116492,1626,184778
2017/07/18,121000,121500,120000,120000,▼2000,－1.64%,120500,118700,117050,116496,1427,184600
2017/07/17,122000,122000,120000,122000,0.0,0.00%,120400,118500,117033,116508,1759,184320
2017/07/14,119500,122000,118000,122000,▲2500,＋2.09%,119800,118225,116917,116517,3363,184747
2017/07/13,119000,120000,118000,119500,▲500,＋0.42%,119200,117900,116775,116538,552,185201
2017/07/12,119500,121000,118500,119000,▼500,－0.42%,118900,117750,116683,116583,3760,185274
2017/07/11,119000,119500,117500,119500,▲500,＋0.42%,118800,117625,116583,116633,2281,185302
2017/07/10,118500,119000,117000,119000,0.0,0.00%,118300,117525,116483,116650,1755,185351
2017/07/07,117500,119000,116500,119000,▲1000,＋0.85%,118200,117375,116350,116650,2088,185919
2017/07/06,120000,120000,117500,118000,▼500,－0.42%,118300,117400,116217,116638,1439,186149
2017/07/05,117500,119500,116000,118500,▲1500,＋1.28%,118500,117425,116108,116667,2522,186443
2017/07/04,118500,119000,116000,117000,▼1500,－1.27%,118400,117300,116008,116692,2781,186969
2017/07/03,120000,120000,117000,118500,▼1000,－0.84%,118600,117250,115925,116729,1915,186593
2017/06/30,119500,119500,118000,119500,▲500,＋0.42%,118500,117300,115800,116758,1620,186596
2017/06/29,118000,120000,118000,119000,▲1000,＋0.85%,118100,117300,115667,116783,2641,186741
2017/06/28,119000,119000,117500,118000,0.0,0.00%,117500,117300,115517,116817,1422,186607
2017/06/27,118000,119000,117500,118000,0.0,0.00%,117100,117400,115433,116863,4027,187617
2017/06/26,117500,119000,117000,118000,▲500,＋0.43%,116700,117450,115400,116929,2283,187510
2017/06/23,116000,118000,115000,117500,▲1500,＋1.29%,116400,117475,115333,117025,6026,187653
2017/06/22,117000,117000,115000,116000,0.0,0.00%,116000,117450,115275,117121,2194,186603
2017/06/21,116000,117000,115500,116000,0.0,0.00%,116100,117375,115242,117242,4377,186825
2017/06/20,116500,117000,115000,116000,▼500,－0.43%,116200,117300,115200,117354,5140,186639
2017/06/19,115500,116500,115000,116500,▲1000,＋0.87%,116500,117150,115133,117458,6176,186545
2017/06/16,117000,117500,115500,115500,▼1000,－0.86%,116400,116975,115083,117542,5708,185630
2017/06/15,116500,118000,115500,116500,0.0,0.00%,117200,116725,115058,117633,5556,185882
2017/06/14,117500,118500,115500,116500,▼1000,－0.85%,117600,116550,115025,117713,11019,185337
2017/06/13,115000,117500,115000,117500,▲1500,＋1.29%,117500,116400,115008,117804,4513,188930
2017/06/12,119000,119000,115500,116000,▼3500,－2.93%,117200,116225,114967,117896,8670,188119
2017/06/09,118500,120000,117000,119500,▲1000,＋0.84%,117900,116125,114992,118004,5063,186728
2017/06/08,116000,118500,114500,118500,▲2500,＋2.16%,117900,115950,114950,118129,33203,184438
2017/06/07,116000,121000,115500,116000,0.0,0.00%,118000,115750,114942,118267,14641,167649
2017/06/05,119500,120500,116000,116000,▼3500,－2.93%,118800,115750,114942,118467,5165,166736
2017/06/02,119500,120500,117500,119500,0.0,0.00%,119400,115700,114950,118592,3986,167122
2017/06/01,119500,120500,119000,119500,▲500,＋0.42%,119200,115525,114892,118629,1993,167527
2017/05/31,119000,122000,119000,119000,▼1000,－0.83%,118700,115450,114817,118675,6844,172703
2017/05/30,119500,121000,118500,120000,▲1000,＋0.84%,117800,115375,114750,118721,4073,171799
2017/05/29,118500,119500,117500,119000,▲500,＋0.42%,116700,115275,114692,118800,3473,171966
2017/05/26,116000,119500,116000,118500,▲1500,＋1.28%,115500,115075,114658,118917,4114,171838
2017/05/25,115000,118000,114500,117000,▲2500,＋2.18%,114400,115025,114608,119021,4645,171534
2017/05/24,115000,115000,113000,114500,0.0,0.00%,113100,114975,114592,119125,2815,170481
2017/05/23,113000,115000,113000,114500,▲1500,＋1.33%,112800,115000,114617,119258,3036,171325
2017/05/22,114000,114500,112500,113000,0.0,0.00%,112600,115150,114650,119400,3293,171432
2017/05/19,110500,114000,110500,113000,▲2500,＋2.26%,112800,115450,114700,119588,5133,171301
2017/05/18,113000,113500,110500,110500,▼2500,－2.21%,113000,115550,114783,119779,8014,170136
2017/05/17,113500,114500,111500,113000,▼500,－0.44%,114100,115700,114908,120000,6270,166582
2017/05/16,114500,115000,113500,113500,▼500,－0.44%,114400,115750,115000,120204,3553,169422
2017/05/15,115000,115000,114000,114000,0.0,0.00%,114900,115725,115075,120383,1671,170614
2017/05/12,116000,116000,114000,114000,▼2000,－1.72%,115100,115700,115142,120575,4694,171192
2017/05/11,114500,116000,114500,116000,▲1500,＋1.31%,115500,115550,115267,120783,3467,173044
2017/05/10,115500,119500,114000,114500,▼1500,－1.29%,115900,115300,115275,120979,7530,173683
2017/05/08,115500,116500,114000,116000,▲1000,＋0.87%,116500,115150,115292,121183,1904,174689
2017/05/04,114500,115500,114000,115000,▼1000,－0.86%,116900,114975,115308,121354,2416,174993
2017/05/02,119500,119500,115500,116000,▼2000,－1.69%,116900,114825,115392,121525,1646,175660
2017/04/28,116000,118500,116000,118000,▲500,＋0.43%,117200,114575,115475,121671,2692,175886
2017/04/27,118000,120000,117000,117500,▼500,－0.42%,116800,114250,115533,121792,2322,176299
2017/04/26,114500,119500,114500,118000,▲3000,＋2.61%,116300,113875,115575,121908,4276,176725
2017/04/25,116000,116500,114000,115000,▼2500,－2.13%,116200,113625,115600,122029,3760,176691
2017/04/24,116000,117500,116000,117500,▲1500,＋1.29%,117000,113675,115667,122138,3474,177016
2017/04/21,115000,117500,113500,116000,▲1000,＋0.87%,116500,113500,115708,122242,8859,176933
2017/04/20,117000,117000,115000,115000,▼2500,－2.13%,116000,113400,115775,122358,6270,178741
2017/04/19,117500,119000,116000,117500,▼1500,－1.26%,115800,113350,115875,122496,7026,178390
2017/04/18,115500,119000,114000,119000,▲4000,＋3.48%,114900,113150,115942,122596,4198,178252
2017/04/17,113500,115500,112500,115000,▲1500,＋1.32%,113800,112800,115983,122683,2175,178140
2017/04/14,113000,113500,111500,113500,▼500,－0.44%,113000,112725,116117,122817,3143,177819
2017/04/13,114000,114000,112500,114000,▲1000,＋0.88%,112500,112750,116300,122958,3839,178312
2017/04/12,112500,114000,112000,113000,▼500,－0.44%,112000,112775,116483,123083,4552,172359
2017/04/11,110500,113500,110500,113500,▲2500,＋2.25%,111900,112900,116683,123208,4077,170916
2017/04/10,111500,112000,110500,111000,0.0,0.00%,111600,112975,116817,123333,3379,169457
2017/04/07,111000,112500,110500,111000,▼500,－0.45%,111600,113300,116950,123483,3206,169654
2017/04/06,112000,112500,110500,111500,▼1000,－0.89%,111700,113600,117058,123629,4431,169717
2017/04/05,111500,114000,111500,112500,▲500,＋0.45%,111400,113925,117225,123817,4351,170090
2017/04/04,110000,112500,110000,112000,▲1000,＋0.90%,111500,114100,117375,123954,4223,163394
2017/04/03,112000,113000,110000,111000,▼500,－0.45%,112300,114325,117533,124125,6642,162950
2017/03/31,110000,112500,109000,111500,▲1500,＋1.36%,112900,114575,117717,124304,4558,162067
2017/03/30,113500,113500,109500,110000,▼3000,－2.65%,113400,114750,117900,124454,10707,162268
2017/03/29,116500,116500,112500,113000,▼3000,－2.59%,114200,115000,118117,124608,12836,162512
2017/03/28,113000,116000,113000,116000,▲2000,＋1.75%,114300,115175,118292,124717,4957,162333
2017/03/27,113000,114000,112000,114000,0.0,0.00%,113500,115225,118458,124804,2612,161472
2017/03/24,112500,115000,112500,114000,0.0,0.00%,113400,115300,118717,124896,5020,161564
2017/03/23,112000,114000,111000,114000,▲500,＋0.44%,113400,115400,118967,124988,5452,160687
2017/03/22,111500,114000,109500,113500,▲1500,＋1.34%,113500,115500,119242,125067,5927,161142
2017/03/21,114000,114000,112000,112000,▼1500,－1.32%,113900,115650,119508,125158,2778,161280
2017/03/20,114000,114500,112500,113500,▼500,－0.44%,114500,115850,119783,125258,3430,162032
2017/03/17,114500,116000,113000,114000,▼500,－0.44%,115300,116075,120000,125346,2509,162424
2017/03/16,115500,116000,112000,114500,▼1000,－0.87%,115900,116275,120208,125429,7322,162416
2017/03/15,115000,115500,112500,115500,▲500,＋0.43%,116600,116475,120400,125525,2376,162311
2017/03/14,116500,117500,114500,115000,▼2500,－2.13%,116700,116600,120600,125571,3088,162479
2017/03/13,117000,119000,116500,117500,▲500,＋0.43%,117000,116750,120825,125625,1384,162667
2017/03/10,117000,120000,116500,117000,▼1000,－0.85%,116700,116950,121017,125667,3615,163017
2017/03/09,116000,118500,115500,118000,▲2000,＋1.72%,116300,116925,121308,125717,3258,164606
2017/03/08,115500,117000,114500,116000,▼500,－0.43%,115700,116800,121592,125775,995,164549
2017/03/07,116000,117000,115000,116500,▲500,＋0.43%,115800,116850,121992,125846,1295,164534
2017/03/06,114000,117000,112000,116000,▲1000,＋0.87%,115900,117025,122233,125908,2002,164087
2017/03/03,115000,116000,113500,115000,0.0,0.00%,115800,117275,122367,125983,1316,164318
2017/03/02,116500,117500,114000,115000,▼1500,－1.29%,116000,117600,122533,126071,3958,164339
2017/02/28,116500,117000,115500,116500,▼500,－0.43%,116200,117850,122692,126175,771,164441
2017/02/27,115500,117000,114500,117000,▲1500,＋1.30%,116200,118000,122908,126246,2880,164455
2017/02/24,116000,117500,114500,115500,▼500,－0.43%,116000,118100,123175,126313,4778,163818
2017/02/23,116000,117500,115500,116000,0.0,0.00%,116500,118325,123433,126392,3610,163428
2017/02/22,116500,117000,115500,116000,▼500,－0.43%,116900,118525,123658,126483,2153,163231
2017/02/21,116000,117000,114500,116500,▲500,＋0.43%,117400,118775,123900,126575,3777,163361
2017/02/20,117500,118000,114500,116000,▼2000,－1.69%,117700,119025,124150,126671,12155,162469
2017/02/17,118000,118500,116500,118000,0.0,0.00%,118100,119300,124475,126758,1811,162467
