[일시]삼양식품,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1999/11/08,8500,8500,8300,8400,▼200,－2.33%,8740,8915,9636,10612,6180,710
1999/11/05,8900,8900,8600,8600,▼400,－4.44%,8744,9028,9722,10581,4090,710
1999/11/04,9000,9000,8500,9000,▼200,－2.17%,8744,9223,9802,10553,3660,710
1999/11/03,8600,9300,8600,9200,▲700,＋8.24%,8584,9340,9885,10519,5980,710
1999/11/02,8250,8500,8250,8500,▲80,＋0.95%,8504,9375,9965,10482,4350,710
1999/11/01,7910,8600,7910,8420,▼180,－2.09%,8582,9381,10053,10449,4580,710
1999/10/29,8700,8700,8600,8600,▲400,＋4.88%,8588,9334,10138,10421,3180,710
1999/10/28,8500,8500,8000,8200,▼600,－6.82%,8550,9254,10236,10391,9560,710
1999/10/27,9000,9000,8510,8800,▼90,－1.01%,8660,9194,10333,10368,2690,710
1999/10/26,8500,8890,8500,8890,▲440,＋5.21%,8786,9129,10413,10344,5420,710
1999/10/25,8200,9000,8200,8450,▲40,＋0.48%,8648,9045,10503,10319,3980,710
1999/10/22,8000,9200,8000,8410,▼340,－3.89%,8768,8959,10612,10297,4320,710
1999/10/21,9500,9500,8710,8750,▼680,－7.21%,9006,8911,10725,10271,6010,710
1999/10/20,8260,9430,8260,9430,▲1230,＋15.00%,9236,8859,10812,10239,11020,710
1999/10/19,8900,8900,8200,8200,▼850,－9.39%,9250,8777,10863,10196,7250,710
1999/10/18,9500,9500,9000,9050,▼550,－5.73%,9690,8757,10960,10167,6200,710
1999/10/15,9500,10200,9500,9600,▼300,－3.03%,10010,8707,11055,10131,9540,710
1999/10/14,9510,9900,9500,9900,▲400,＋4.21%,10590,8667,11145,10085,7550,710
1999/10/13,10500,11000,9500,9500,▼900,－8.65%,10880,8622,11247,10033,11300,710
1999/10/12,10400,10400,9400,10400,▼250,－2.35%,10960,8597,11352,9983,26680,710
1999/10/11,10650,11250,10650,10650,▼1850,－14.80%,10602,8567,11442,9923,27430,710
1999/10/08,13050,13050,12000,12500,▲1150,＋10.13%,9970,8535,11531,9862,39010,710
1999/10/07,11350,11350,11350,11350,▲1450,＋14.65%,8870,8420,11594,9786,6730,710
1999/10/06,9900,9900,9900,9900,▲1290,＋14.98%,8000,8377,11655,9718,5990,710
1999/10/05,7490,8610,7490,8610,▲1120,＋14.95%,7520,8407,11730,9663,6430,710
1999/10/04,7800,7800,7200,7490,▲490,＋7.00%,7238,8517,11820,9621,2700,710
1999/10/01,6400,7200,6400,7000,0.0,0.00%,7088,8727,11912,9588,6070,710
1999/09/30,7700,7700,7000,7000,▼500,－6.67%,7178,8972,12027,9557,8610,710
1999/09/29,7900,7900,6800,7500,▲300,＋4.17%,7318,9162,12145,9526,9570,710
1999/09/28,6740,7500,6740,7200,▲460,＋6.82%,7378,9257,12252,9490,6680,710
1999/09/27,7750,7750,6340,6740,▼710,－9.53%,7498,9422,12357,9455,4690,710
1999/09/22,7000,7450,7000,7450,▼250,－3.25%,7760,9640,12469,9426,4250,710
1999/09/21,7790,7800,7500,7700,▼100,－1.28%,8030,9868,12562,9390,5960,710
1999/09/20,7500,7800,7290,7800,0.0,0.00%,8290,10083,12662,9351,7640,710
1999/09/17,8050,8050,7350,7800,▼250,－3.11%,8530,10293,12758,9314,4000,710
1999/09/16,9000,9000,8000,8050,▼750,－8.52%,8930,10518,12869,9276,9850,710
1999/09/15,9000,9000,8500,8800,▼200,－2.22%,9320,10740,12965,9236,2450,710
1999/09/14,9000,9500,9000,9000,0.0,0.00%,9600,10930,13018,9189,6520,710
1999/09/13,10000,10000,8900,9000,▼800,－8.16%,9900,11055,13067,9142,6660,710
1999/09/10,10100,10100,9800,9800,▼200,－2.00%,10200,11255,13095,9095,2100,710
1999/09/09,10950,10950,10000,10000,▼200,－1.96%,10400,11425,13087,9043,3310,710
1999/09/08,10500,10500,10050,10200,▼300,－2.86%,10740,11605,13095,8988,1470,710
1999/09/07,10500,10700,10500,10500,0.0,0.00%,11080,11763,13105,8931,1930,710
1999/09/06,10050,10500,10050,10500,▼300,－2.78%,11140,11938,13114,8869,1260,710
1999/09/03,10550,11500,10550,10800,▼900,－7.69%,10920,12113,13117,8810,1740,710
1999/09/02,10800,12000,10800,11700,▼200,－1.68%,10860,12263,13093,8748,8440,710
1999/09/01,11000,12050,10500,11900,▲1100,＋10.19%,10740,12353,13033,8681,18150,710
1999/08/31,9700,10800,9700,10800,▲1400,＋14.89%,10760,12483,12953,8612,11120,710
1999/08/30,10400,10400,8950,9400,▼1100,－10.48%,11000,12643,12875,8551,15570,710
1999/08/27,11500,11500,10100,10500,▼600,－5.41%,11520,12853,12815,8504,4990,710
1999/08/26,11500,11500,11000,11100,▼900,－7.50%,11880,13043,12734,8444,6000,710
1999/08/25,12000,12200,11900,12000,0.0,0.00%,12160,13238,12642,8380,4150,710
1999/08/24,11650,12900,11650,12000,0.0,0.00%,12280,13398,12536,8309,4400,710
1999/08/23,11650,12150,11650,12000,▼300,－2.44%,12180,13495,12431,8239,6130,710
1999/08/20,12500,12500,12000,12300,▼200,－1.60%,12380,13520,12320,8169,3710,710
1999/08/19,12900,12900,12300,12500,▼100,－0.79%,12560,13605,12202,8097,2680,710
1999/08/18,11500,12700,11500,12600,▲1100,＋9.57%,12780,13718,12084,8022,9840,710
1999/08/17,12100,12100,11300,11500,▼1500,－11.54%,12930,13838,11965,7948,14070,710
1999/08/16,13400,13400,13000,13000,▼200,－1.52%,13430,14063,11858,7882,6830,710
1999/08/13,13350,13500,12800,13200,▼400,－2.94%,13630,14203,11725,7804,6990,710
1999/08/12,13300,14000,13300,13600,▲250,＋1.87%,13750,14333,11588,7723,4280,710
1999/08/11,14000,14000,13300,13350,▼650,－4.64%,13730,14453,11441,7639,8260,710
1999/08/10,13500,14000,13500,14000,0.0,0.00%,13960,14600,11304,7557,3140,710
1999/08/09,14400,14400,14000,14000,▲200,＋1.45%,13960,14650,11154,7470,5350,710
1999/08/06,13500,13800,13500,13800,▲300,＋2.22%,13880,14670,10999,7382,6820,710
1999/08/05,14500,14500,13500,13500,▼1000,－6.90%,13980,14680,10844,7296,7070,710
1999/08/04,14500,14800,14000,14500,▲500,＋3.57%,14280,14655,10704,7212,9040,710
1999/08/03,14300,14300,13500,14000,▲400,＋2.94%,14420,14625,10546,7120,8290,710
1999/08/02,14200,14200,13500,13600,▼700,－4.90%,14410,14630,10404,7033,3360,710
1999/07/30,15000,15000,13700,14300,▼700,－4.67%,14190,14645,10276,6951,3320,710
1999/07/29,15000,15000,13350,15000,▼200,－1.32%,14130,14605,10135,6862,5450,710
1999/07/28,13100,15500,13000,15200,▲1250,＋8.96%,14080,14530,9981,6767,22000,710
1999/07/27,13500,13950,13500,13950,▲1450,＋11.60%,14040,14420,9816,6671,2900,710
1999/07/26,12500,12950,12300,12500,▼1500,－10.71%,14450,14408,9666,6585,6590,710
1999/07/23,14750,14800,12550,14000,▼750,－5.08%,15110,14463,9530,6511,9460,710
1999/07/22,16500,16500,14600,14750,▼250,－1.67%,15470,14485,9375,6423,4590,710
1999/07/21,15900,15900,14950,15000,▼1000,－6.25%,15720,14438,9207,6328,6190,710
1999/07/20,15500,16100,15500,16000,▲200,＋1.27%,15980,14288,9025,6231,10580,710
1999/07/19,15000,16000,15000,15800,0.0,0.00%,15780,14083,8820,6124,5370,710
1999/07/16,13600,16000,13600,15800,▼200,－1.25%,15500,13828,8614,6020,11330,710
1999/07/15,16500,16500,16000,16000,▼300,－1.84%,15140,13504,8405,5917,28520,710
1999/07/14,15500,16300,15500,16300,▲1300,＋8.67%,14540,13229,8194,5814,23380,710
1999/07/13,14400,15100,14000,15000,▲600,＋4.17%,14060,12954,7977,5713,25450,710
1999/07/12,14500,14500,13900,14400,▲400,＋2.86%,13880,12754,7782,5623,21420,710
1999/07/09,14600,14600,13300,14000,▲1000,＋7.69%,13780,12569,7597,5534,10140,710
1999/07/08,13900,13900,13000,13000,▼900,－6.47%,13680,12336,7422,5446,12020,710
1999/07/07,14500,14500,13900,13900,▼200,－1.42%,13780,12092,7264,5369,8730,710
1999/07/06,14800,14800,14100,14100,▲200,＋1.44%,13600,11751,7087,5281,16630,710
1999/07/05,13000,14500,13000,13900,▲400,＋2.96%,13520,11353,6907,5189,16230,710
1999/07/02,13600,13600,12500,13500,0.0,0.00%,13460,10949,6728,5097,16590,710
1999/07/01,12900,13500,12200,13500,▲500,＋3.85%,13650,10554,6554,5007,23630,710
1999/06/30,13700,13700,13000,13000,▼700,－5.11%,13710,10159,6382,4917,13360,710
1999/06/29,14000,14000,12000,13700,▲100,＋0.74%,13510,9789,6218,4830,12480,710
1999/06/28,14600,15200,13500,13600,▼850,－5.88%,13150,9389,6041,4737,32700,710
1999/06/25,13500,15700,13500,14450,▲650,＋4.71%,12570,8977,5869,4644,38930,710
1999/06/24,12200,13800,12200,13800,▲1800,＋15.00%,11544,8516,5682,4544,38150,710
1999/06/23,11500,12500,11000,12000,▲100,＋0.84%,10884,8096,5506,4449,52380,710
1999/06/22,12300,12300,11000,11900,▲1200,＋11.21%,10644,7770,5360,4370,49810,710
1999/06/21,10000,10700,9500,10700,▲1380,＋14.81%,10464,7430,5217,4294,36530,710
1999/06/18,10100,10100,9060,9320,▼1180,－11.24%,10464,7145,5095,4226,44030,710
1999/06/17,10950,11000,10500,10500,▼300,－2.78%,10468,6929,4998,4170,24380,710
1999/06/16,11000,11000,9900,10800,▼200,－1.82%,9994,6641,4882,4105,37860,710
1999/06/15,12000,12000,9200,11000,▲300,＋2.80%,9248,6358,4757,4042,71690,710
1999/06/14,10700,10700,10700,10700,▲1360,＋14.56%,8278,6058,4625,3974,39760,710
1999/06/11,9340,9340,9250,9340,▲1210,＋14.88%,7300,5758,4502,3907,77740,710
1999/06/10,8130,8130,8130,8130,▲1060,＋14.99%,6554,5516,4404,3853,10040,710
1999/06/09,7010,7070,7010,7070,▲920,＋14.96%,6048,5365,4329,3808,15780,710
1999/06/08,6000,6150,6000,6150,▲340,＋5.85%,5754,5261,4270,3769,32990,710
1999/06/07,5720,6100,5720,5810,▲200,＋3.57%,5664,5229,4228,3736,15360,710
1999/06/04,5650,5650,5500,5610,▲10,＋0.18%,5574,5234,4193,3706,20860,710
1999/06/03,5690,5790,5550,5600,0.0,0.00%,5496,5246,4154,3680,20110,710
1999/06/02,6000,6000,5500,5600,▼100,－1.75%,5456,5254,4118,3652,23530,710
1999/06/01,5500,5760,5500,5700,▲340,＋6.34%,5434,5239,4083,3626,68200,710
1999/05/31,5300,5360,5300,5360,▲140,＋2.68%,5314,5202,4048,3599,15000,710
1999/05/28,5300,5310,5210,5220,▼180,－3.33%,5242,5150,4018,3575,4640,710
1999/05/27,5000,5550,5000,5400,▼90,－1.64%,5198,5125,3991,3554,6950,710
1999/05/26,5000,5700,5000,5490,▲390,＋7.65%,5064,5089,3961,3530,10290,710
1999/05/25,5000,5100,5000,5100,▲100,＋2.00%,4996,5019,3931,3506,6600,710
1999/05/24,5150,5150,4990,5000,0.0,0.00%,4976,4949,3906,3488,4690,710
1999/05/21,4800,5000,4750,5000,▲270,＋5.71%,4916,4868,3882,3467,8810,710
1999/05/20,5100,5100,4720,4730,▼420,－8.16%,4816,4784,3858,3445,8190,710
1999/05/19,5000,5150,5000,5150,▲150,＋3.00%,4890,4712,3838,3425,13180,710
1999/05/18,4600,5100,4600,5000,▲300,＋6.38%,4860,4620,3811,3401,19030,710
1999/05/17,4500,4800,4500,4700,▲200,＋4.44%,4962,4535,3786,3378,16770,710
1999/05/14,5400,5400,4500,4500,▼600,－11.76%,5202,4465,3766,3357,10480,710
1999/05/13,5000,5450,5000,5100,▲100,＋2.00%,5474,4415,3749,3339,12680,710
1999/05/12,5400,5400,4690,5000,▼510,－9.26%,5604,4335,3721,3314,15160,710
1999/05/11,6000,6100,5510,5510,▼390,－6.61%,5664,4250,3694,3290,17730,710
1999/05/10,4990,6000,4990,5900,▲40,＋0.68%,5555,4139,3662,3261,30240,710
1999/05/07,5750,6000,5290,5860,▲110,＋1.91%,5239,4002,3627,3230,25750,710
1999/05/06,5350,5750,5350,5750,▲450,＋8.49%,5011,3861,3589,3198,57540,710
1999/05/04,5700,5700,5300,5300,▲335,＋6.75%,4799,3733,3553,3167,37890,710
1999/05/03,4325,4965,4325,4965,▲645,＋14.93%,4555,3626,3527,3141,41250,710
1999/04/30,4730,4730,4320,4320,▼400,－8.47%,4302,3533,3505,3117,6890,710
1999/04/29,4680,4800,4680,4720,▲30,＋0.64%,4116,3480,3493,3098,30270,710
1999/04/28,4200,4690,4200,4690,▲610,＋14.95%,3834,3406,3471,3077,31440,710
1999/04/27,3700,4080,3700,4080,▲380,＋10.27%,3556,3334,3449,3055,18480,710
1999/04/26,3450,3700,3450,3700,▲310,＋9.14%,3399,3292,3436,3039,25560,710
1999/04/23,3300,3390,3250,3390,▲80,＋2.42%,3319,3272,3428,3026,3890,710
1999/04/22,3170,3390,3170,3310,▲10,＋0.30%,3301,3273,3426,3016,11040,710
1999/04/21,3120,3300,3120,3300,▲5,＋0.15%,3339,3282,3429,3007,9680,710
1999/04/20,3300,3300,3010,3295,▼5,－0.15%,3380,3292,3433,2997,730,710
1999/04/19,3300,3300,3290,3300,0.0,0.00%,3381,3292,3448,2987,1520,710
1999/04/16,3500,3500,3120,3300,▼200,－5.71%,3381,3282,3464,2977,4470,710
1999/04/15,3690,3690,3500,3500,▼5,－0.14%,3351,3285,3471,2968,17110,710
1999/04/14,3330,3505,3200,3505,▲205,＋6.21%,3261,3282,3469,2959,10930,710
1999/04/13,3300,3300,3300,3300,0.0,0.00%,3198,3287,3474,2951,8640,710
1999/04/12,3300,3300,3200,3300,▲150,＋4.76%,3168,3301,3474,2943,6460,710
1999/04/09,3150,3150,3150,3150,▲100,＋3.28%,3130,3315,3472,2933,4260,710
1999/04/08,3100,3110,3045,3050,▼140,－4.39%,3152,3345,3467,2926,4450,710
1999/04/07,3100,3205,3100,3190,▲40,＋1.27%,3188,3355,3461,2918,8660,710
1999/04/06,3120,3190,3100,3150,▲40,＋1.29%,3200,3366,3451,2908,10210,710
1999/04/02,3035,3200,3035,3110,▼150,－4.60%,3220,3383,3442,2896,2530,710
1999/04/01,3250,3260,3250,3260,▲30,＋0.93%,3258,3408,3433,2883,5350,710
1999/03/31,3120,3300,3120,3230,▼20,－0.62%,3286,3425,3419,2868,1940,710
1999/03/30,3250,3290,3200,3250,0.0,0.00%,3340,3443,3405,2853,2750,710
1999/03/29,3115,3250,3100,3250,▼50,－1.52%,3390,3461,3391,2837,5440,710
1999/03/26,3300,3300,3010,3300,▼100,－2.94%,3400,3481,3379,2821,14730,710
1999/03/25,3450,3450,3400,3400,▼100,－2.86%,3360,3496,3371,2805,1200,710
1999/03/24,3500,3500,3240,3500,0.0,0.00%,3350,3506,3356,2788,7760,710
1999/03/23,3355,3500,3355,3500,▲200,＋6.06%,3340,3508,3342,2771,2810,710
1999/03/22,3280,3300,3280,3300,▲200,＋6.45%,3360,3510,3329,2753,6020,710
1999/03/19,3350,3350,3100,3100,▼250,－7.46%,3414,3520,3328,2737,5930,710
1999/03/18,3450,3450,3350,3350,▼100,－2.90%,3512,3540,3323,2723,3690,710
1999/03/17,3550,3550,3450,3450,▼150,－4.17%,3591,3547,3311,2706,8170,710
1999/03/16,3300,3600,3300,3600,▲30,＋0.84%,3553,3550,3302,2688,2990,710
1999/03/15,3590,3590,3470,3570,▼20,－0.56%,3513,3540,3287,2670,5290,710
1999/03/12,3790,3790,3500,3590,▼155,－4.14%,3499,3531,3268,2652,11160,710
1999/03/11,3180,3745,3100,3745,▲485,＋14.88%,3501,3532,3245,2635,6210,710
1999/03/10,3250,3450,3250,3260,▼140,－4.12%,3472,3534,3218,2615,2980,710
1999/03/09,3050,3500,3050,3400,▼100,－2.86%,3540,3551,3205,2598,6870,710
1999/03/08,3600,3600,3500,3500,▼100,－2.78%,3580,3561,3186,2581,1620,710
1999/03/05,3600,3600,3600,3600,0.0,0.00%,3610,3571,3169,2563,3100,710
1999/03/04,3600,3650,3550,3600,0.0,0.00%,3610,3574,3150,2544,3400,710
1999/03/03,3415,3600,3400,3600,0.0,0.00%,3610,3574,3133,2526,530,710
1999/03/02,3650,3650,3450,3600,▼50,－1.37%,3598,3564,3117,2507,3940,710
1999/02/26,3600,3650,3600,3650,▲50,＋1.39%,3586,3554,3099,2488,5690,710
1999/02/25,3550,3600,3060,3600,0.0,0.00%,3556,3536,3081,2469,4220,710
1999/02/24,3600,3600,3500,3600,▲60,＋1.69%,3536,3517,3070,2452,2630,710
1999/02/23,3595,3600,3540,3540,0.0,0.00%,3516,3499,3053,2435,6780,710
1999/02/22,3500,3610,3500,3540,▲40,＋1.14%,3508,3497,3032,2417,6290,710
1999/02/19,3450,3550,3400,3500,0.0,0.00%,3480,3498,3012,2401,16930,710
1999/02/18,3700,3700,3500,3500,0.0,0.00%,3460,3533,2992,2386,15470,710
1999/02/12,3200,3700,3200,3500,0.0,0.00%,3480,3571,2971,2371,3590,710
1999/02/11,3300,3500,3300,3500,▲100,＋2.94%,3538,3581,2949,2355,2930,710
1999/02/10,3195,3400,3145,3400,0.0,0.00%,3558,3576,2929,2339,5260,710
1999/02/09,3480,3480,3400,3400,▼200,－5.56%,3598,3596,2907,2324,4320,710
1999/02/08,3700,3700,3500,3600,▼190,－5.01%,3658,3591,2886,2311,4700,710
1999/02/05,3790,3790,3790,3790,▲190,＋5.28%,3668,3568,2860,2295,500,710
1999/02/04,3500,3600,3400,3600,0.0,0.00%,3630,3521,2833,2277,3890,710
1999/02/03,3600,3600,3500,3600,▼100,－2.70%,3591,3476,2806,2259,8430,710
1999/02/02,3790,3790,3500,3700,▲50,＋1.37%,3551,3427,2781,2242,7940,710
1999/02/01,3600,3700,3600,3650,▲50,＋1.39%,3471,3372,2756,2223,1370,710
1999/01/29,3420,3600,3420,3600,▲195,＋5.73%,3383,3319,2729,2206,3540,710
1999/01/28,3400,3405,3200,3405,▲5,＋0.15%,3313,3259,2704,2189,6070,710
1999/01/27,3500,3500,3300,3400,▲100,＋3.03%,3330,3209,2682,2172,1980,710
1999/01/26,3400,3500,3250,3300,▲90,＋2.80%,3364,3159,2661,2156,6310,710
1999/01/25,3010,3250,3010,3210,▼40,－1.23%,3544,3121,2641,2141,3910,710
1999/01/22,3250,3310,3010,3250,▼240,－6.88%,3753,3101,2624,2126,6890,710
1999/01/21,3600,3600,3200,3490,▼80,－2.24%,3843,3062,2606,2112,2220,710
1999/01/20,3990,3990,3570,3570,▼630,－15.00%,3825,3021,2585,2096,14550,710
1999/01/19,4255,4255,3810,4200,▼55,－1.29%,3870,2980,2560,2078,11720,710
1999/01/18,3750,4255,3750,4255,▲555,＋15.00%,3690,2931,2525,2056,34120,710
1999/01/15,3400,3700,3400,3700,▲300,＋8.82%,3469,2858,2489,2035,20940,710
1999/01/14,3600,3600,3400,3400,▼395,－10.41%,3299,2805,2465,2017,17850,710
1999/01/13,3280,3795,3250,3795,▲495,＋15.00%,3159,2780,2449,2003,28820,710
1999/01/12,3620,3620,3150,3300,▲150,＋4.76%,2921,2726,2427,1985,14710,710
1999/01/11,3150,3150,3000,3150,▲300,＋10.53%,2781,2681,2411,1971,15780,710
1999/01/08,2700,3100,2700,2850,▲150,＋5.56%,2671,2634,2394,1958,28880,710
1999/01/07,2610,2750,2600,2700,▲95,＋3.65%,2581,2600,2386,1948,8490,710
1999/01/06,2700,2700,2605,2605,▲5,＋0.19%,2521,2588,2376,1938,4380,710
1999/01/05,2800,2800,2500,2600,0.0,0.00%,2480,2569,2364,1929,8100,710
1999/01/04,2400,2600,2400,2600,▲200,＋8.33%,2470,2564,2350,1920,550,710
1998/12/28,2550,2550,2400,2400,0.0,0.00%,2510,2558,2332,1911,7030,N/A
1998/12/24,2200,2400,2200,2400,0.0,0.00%,2526,2566,2317,1904,4280,N/A
1998/12/23,2500,2500,2400,2400,▼150,－5.88%,2579,2578,2300,1897,2490,N/A
1998/12/22,2740,2740,2550,2550,▼250,－8.93%,2647,2584,2283,1890,2930,N/A
1998/12/21,2510,2810,2510,2800,▲320,＋12.90%,2781,2587,2263,1882,10860,N/A
1998/12/18,2700,2700,2480,2480,▼185,－6.94%,2781,2591,2239,1871,4230,N/A
1998/12/17,2510,2700,2330,2665,▼75,－2.74%,2815,2597,2221,1862,18850,N/A
1998/12/16,3220,3220,2740,2740,▼480,－14.91%,2862,2579,2200,1850,18890,N/A
1998/12/15,2800,3220,2800,3220,▲420,＋15.00%,2854,2557,2176,1838,25730,N/A
1998/12/14,2550,2900,2550,2800,▲150,＋5.66%,2690,2511,2146,1823,17910,N/A
1998/12/11,2900,2900,2650,2650,▼250,－8.62%,2574,2483,2122,1811,9670,N/A
1998/12/10,2850,3000,2800,2900,▲200,＋7.41%,2478,2461,2102,1803,23220,N/A
1998/12/09,2300,2760,2300,2700,▲300,＋12.50%,2388,2431,2074,1791,13120,N/A
1998/12/08,2400,2400,2400,2400,▲180,＋8.11%,2295,2401,2053,1782,5420,N/A
1998/12/07,2280,2300,2220,2220,▲50,＋2.30%,2315,2386,2037,1774,8220,N/A
1998/12/05,2300,2300,2160,2170,▼280,－11.43%,2367,2379,2025,1767,5030,N/A
1998/12/04,2490,2490,2250,2450,▲215,＋9.62%,2443,2377,2011,1759,1020,N/A
1998/12/03,2200,2235,2200,2235,▼265,－10.60%,2483,2355,1992,1749,5840,N/A
1998/12/02,2600,2600,2480,2500,▲20,＋0.81%,2540,2348,1976,1743,5780,N/A
1998/12/01,2560,2560,2480,2480,▼70,－2.75%,2560,2333,1957,1734,8760,N/A
1998/11/30,2900,2900,2450,2550,▼100,－3.77%,2643,2310,1938,1723,7280,N/A
1998/11/28,2650,2650,2590,2650,▲130,＋5.16%,2650,2288,1919,1713,5810,N/A
1998/11/27,2600,2600,2400,2520,▼80,－3.08%,2582,2260,1897,1701,5220,N/A
1998/11/26,2990,2990,2575,2600,▼295,－10.19%,2538,2239,1877,1689,25270,N/A
1998/11/25,2850,2895,2850,2895,▲310,＋11.99%,2478,2214,1857,1678,18970,N/A
1998/11/24,2365,2585,2360,2585,▲275,＋11.90%,2349,2179,1834,1665,26110,N/A
1998/11/23,2300,2400,2300,2310,▲10,＋0.43%,2272,2159,1817,1656,14720,N/A
1998/11/21,2300,2300,2300,2300,0.0,0.00%,2270,2154,1803,1647,6830,N/A
1998/11/20,2350,2350,2250,2300,▲50,＋2.22%,2230,2144,1791,1640,19500,N/A
1998/11/19,2310,2400,2250,2250,▲50,＋2.27%,2190,2134,1780,1634,17750,N/A
1998/11/18,2290,2300,2120,2200,▼100,－4.35%,2155,2126,1771,1629,22100,N/A
1998/11/17,2100,2300,2040,2300,▲200,＋9.52%,2141,2130,1761,1624,21580,N/A
1998/11/16,2000,2100,2000,2100,0.0,0.00%,2083,2137,1748,1618,2170,N/A
1998/11/14,1910,2100,1910,2100,▲25,＋1.20%,2083,2155,1741,1614,200,N/A
1998/11/13,2075,2110,2075,2075,▼55,－2.58%,2103,2167,1736,1611,760,N/A
1998/11/12,2090,2130,2005,2130,▲120,＋5.97%,2094,2169,1730,1608,3710,N/A
1998/11/11,2050,2100,2010,2010,▼90,－4.29%,2088,2180,1722,1606,1150,N/A
1998/11/10,2200,2200,2100,2100,▼100,－4.55%,2106,2185,1713,1605,2420,N/A
1998/11/09,2130,2200,2130,2200,▲170,＋8.37%,2106,2176,1703,1602,4930,N/A
1998/11/07,2010,2030,2010,2030,▼70,－3.33%,2086,2152,1690,1596,2680,N/A
1998/11/06,2200,2200,2000,2100,0.0,0.00%,2116,2128,1683,1594,14510,N/A
1998/11/05,2100,2100,2050,2100,0.0,0.00%,2136,2097,1673,1590,16370,N/A
1998/11/04,2100,2100,2050,2100,0.0,0.00%,2156,2062,1662,1587,2840,N/A
1998/11/03,2100,2100,2000,2100,▼80,－3.67%,2156,2025,1651,1585,6210,N/A
1998/11/02,2000,2200,2000,2180,▼20,－0.91%,2156,1989,1641,1582,2360,N/A
1998/10/31,2200,2200,2000,2200,0.0,0.00%,2140,1948,1629,1580,1420,N/A
1998/10/30,2100,2200,2100,2200,▲100,＋4.76%,2154,1908,1618,1577,3120,N/A
1998/10/29,2100,2100,2000,2100,0.0,0.00%,2203,1868,1607,1575,3630,N/A
1998/10/28,2000,2100,2000,2100,0.0,0.00%,2273,1828,1596,1573,4600,N/A
1998/10/27,2000,2200,2000,2100,▼170,－7.49%,2321,1793,1587,1572,5370,N/A
1998/10/26,2320,2320,2270,2270,▼175,－7.16%,2327,1758,1581,1571,14420,N/A
1998/10/24,2445,2445,2445,2445,▼5,－0.20%,2343,1714,1569,1570,1000,N/A
1998/10/23,2340,2500,2340,2450,▲110,＋4.70%,2274,1655,1556,1568,2300,N/A
1998/10/22,2150,2385,2150,2340,▲210,＋9.86%,2169,1603,1542,1565,7880,N/A
1998/10/21,2340,2340,2130,2130,▼220,－9.36%,2045,1558,1531,1562,13440,N/A
1998/10/20,2100,2350,2100,2350,▲250,＋11.90%,1927,1527,1523,1559,15350,N/A
1998/10/19,2000,2155,2000,2100,▲175,＋9.09%,1756,1477,1511,1557,21560,N/A
1998/10/17,1925,1925,1925,1925,▲205,＋11.92%,1616,1437,1500,1558,12420,N/A
1998/10/16,1600,1720,1600,1720,▲180,＋11.69%,1501,1405,1494,1561,24710,N/A
1998/10/15,1500,1540,1500,1540,▲45,＋3.01%,1434,1386,1491,1565,5520,N/A
1998/10/14,1370,1500,1370,1495,▲95,＋6.79%,1396,1377,1491,1571,4990,N/A
1998/10/13,1350,1400,1350,1400,▲50,＋3.70%,1377,1373,1491,1576,7150,N/A
1998/10/12,1450,1450,1350,1350,▼35,－2.53%,1377,1368,1494,1579,3200,N/A
1998/10/10,1410,1410,1350,1385,▲35,＋2.59%,1367,1366,1498,1582,6020,N/A
1998/10/09,1350,1450,1350,1350,▼50,－3.57%,1370,1369,1501,1584,1980,N/A
1998/10/08,1450,1450,1400,1400,0.0,0.00%,1380,1376,1502,1587,410,N/A
1998/10/07,1400,1400,1250,1400,▲100,＋7.69%,1380,1384,1502,1591,350,N/A
1998/10/02,1540,1540,1300,1300,▼100,－7.14%,1353,1387,1500,1594,20,N/A
1998/10/01,1450,1450,1400,1400,0.0,0.00%,1373,1402,1501,1601,690,N/A
1998/09/30,1400,1400,1300,1400,0.0,0.00%,1383,1415,1499,1608,420,N/A
1998/09/29,1400,1400,1400,1400,▲135,＋10.67%,1404,1428,1501,1615,10,N/A
1998/09/28,1350,1350,1260,1265,▼135,－9.64%,1393,1438,1504,1621,1630,N/A
1998/09/26,1400,1400,1400,1400,▼50,－3.45%,1401,1452,1509,1627,100,N/A
1998/09/25,1450,1450,1450,1450,▼55,－3.65%,1377,1467,1511,1633,3580,N/A
1998/09/24,1505,1505,1505,1505,▲160,＋11.90%,1357,1483,1512,1641,10,N/A
1998/09/23,1350,1350,1345,1345,▲40,＋3.07%,1327,1495,1509,1648,300,N/A
1998/09/22,1310,1310,1305,1305,▲25,＋1.95%,1341,1509,1507,1657,400,N/A
1998/09/21,1300,1300,1280,1280,▼70,－5.19%,1340,1517,1507,1665,2440,N/A
1998/09/19,1350,1350,1350,1350,▼5,－0.37%,1345,1528,1510,1675,110,N/A
1998/09/18,1355,1355,1300,1355,▼60,－4.24%,1365,1533,1510,1687,960,N/A
1998/09/17,1300,1415,1300,1415,▲115,＋8.85%,1394,1545,1508,1698,640,N/A
1998/09/16,1270,1350,1270,1300,▼5,－0.38%,1422,1550,1507,1710,920,N/A
1998/09/15,1450,1450,1305,1305,▼145,－10.00%,1454,1555,1506,1724,7080,N/A
1998/09/14,1450,1500,1320,1450,▼50,－3.33%,1513,1562,1502,1738,8810,N/A
