[일시]삼양식품,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2019/01/30,60300,64500,59500,63800,▲4500,＋7.59%,60340,58080,58035,67021,162999,402551
2019/01/29,61800,61800,58700,59300,▼2100,－3.42%,59280,57395,58052,67193,80988,403578
2019/01/28,58600,62800,57200,61400,▲2600,＋4.42%,59160,57030,58130,67419,160283,427404
2019/01/25,58700,59200,57600,58800,▲400,＋0.68%,58620,56490,58118,67613,47996,416071
2019/01/24,58200,59000,57500,58400,▼100,－0.17%,58320,56060,58165,67831,52876,413632
2019/01/23,58200,59500,58200,58500,▼200,－0.34%,58200,55780,58202,68043,35223,406239
2019/01/22,59100,59700,58000,58700,0.0,0.00%,58380,55595,58230,68286,27708,411454
2019/01/21,57700,59800,57600,58700,▲1400,＋2.44%,58600,55410,58265,68527,57579,419118
2019/01/18,58300,58800,57000,57300,▼500,－0.87%,58920,55270,58312,68770,40722,425824
2019/01/17,59400,59900,57100,57800,▼1600,－2.69%,59660,55210,58425,69023,50189,424525
2019/01/16,59800,60900,58900,59400,▼400,－0.67%,60300,55125,58575,69313,49639,427527
2019/01/15,61900,61900,58900,59800,▼500,－0.83%,60000,54970,58668,69592,74849,425032
2019/01/14,61100,63100,59800,60300,▼700,－1.15%,59880,54875,58753,69887,59470,425886
2019/01/11,61700,63400,60700,61000,0.0,0.00%,58500,54715,58838,70188,101486,421805
2019/01/10,57900,61500,57900,61000,▲3100,＋5.35%,56120,54500,58907,70463,132460,427246
2019/01/09,59200,62000,57600,57900,▼1300,－2.20%,53480,54360,58962,70763,157035,432479
2019/01/08,53400,63300,52800,59200,▲5800,＋10.86%,51920,54460,59093,71071,347192,442930
2019/01/07,49900,54500,49750,53400,▲4300,＋8.76%,50480,54450,59160,71375,110011,476775
2019/01/04,47200,49350,47200,49100,▲1300,＋2.72%,49920,54875,59380,71740,47825,454573
2019/01/03,50100,50100,47600,47800,▼2300,－4.59%,50140,55485,59745,72163,84919,432119
2019/01/02,52200,52200,50100,50100,▼1900,－3.65%,51140,56165,60187,72623,27202,421858
2018/12/28,50600,52100,50500,52000,▲1400,＋2.77%,52080,56690,60612,73098,32682,425679
2018/12/27,50700,51800,50200,50600,▲400,＋0.80%,52680,57155,61028,73602,39015,426775
2018/12/26,51600,52200,50100,50200,▼2600,－4.92%,53740,57765,61488,74084,48191,411816
2018/12/24,54800,55300,52600,52800,▼2000,－3.65%,54920,58260,61948,74578,42860,402601
2018/12/21,54500,55500,54100,54800,▼200,－0.36%,55580,58565,62323,75022,31826,411835
2018/12/20,55400,55500,54200,55000,▼900,－1.61%,55880,58625,62665,75440,39314,410696
2018/12/19,56200,56500,54700,55900,▼200,－0.36%,56460,58700,63018,75865,34222,418540
2018/12/18,55100,56200,54600,56100,0.0,0.00%,56700,58800,63377,76274,28747,421431
2018/12/17,55800,56300,54200,56100,▼200,－0.36%,56820,58970,63738,76711,34655,428898
2018/12/14,58300,58300,54900,56300,▼1600,－2.76%,57240,59185,64110,77131,49335,429858
2018/12/13,57100,58000,57000,57900,▲800,＋1.40%,57960,59415,64512,77537,18701,439168
2018/12/12,56500,58000,56500,57100,▲400,＋0.71%,58180,59470,64880,77938,26498,436326
2018/12/11,58800,58800,56600,56700,▼1500,－2.58%,59140,59570,65280,78299,28384,439620
2018/12/10,59300,59300,57300,58200,▼1700,－2.84%,60060,59795,65700,78702,29625,455331
2018/12/07,60300,62100,59700,59900,▲900,＋1.53%,60700,59770,66103,79108,39943,472339
2018/12/06,61800,61800,58600,59000,▼2900,－4.68%,60840,59780,66475,79463,39135,467537
2018/12/05,60100,62100,60000,61900,▲600,＋0.98%,61300,59865,66845,79826,22253,479983
2018/12/04,61400,61400,60300,61300,▼100,－0.16%,61480,59770,67182,80198,15426,484238
2018/12/03,62000,62000,60600,61400,▲800,＋1.32%,61240,59820,67572,80603,16936,486531
2018/11/30,61300,62400,60300,60600,▼700,－1.14%,60740,59860,67933,81021,22023,488106
2018/11/29,63000,64400,60800,61300,▼1500,－2.39%,59820,60070,68315,81428,33746,495205
2018/11/28,60100,63200,60100,62800,▲2700,＋4.49%,58860,60205,68687,81863,57136,508339
2018/11/27,59100,60800,58200,60100,▲1200,＋2.04%,57880,60100,69013,82273,39884,511226
2018/11/26,55600,59500,55600,58900,▲2900,＋5.18%,57760,60175,69382,82614,55337,510275
2018/11/23,56500,57000,55700,56000,▼500,－0.88%,58060,60260,69775,82961,18088,495262
2018/11/22,57900,58800,56300,56500,▼1400,－2.42%,59040,60470,70253,83322,32533,494820
2018/11/21,59100,59100,56800,57900,▼1600,－2.69%,59540,60685,70748,83684,40566,493192
2018/11/20,59200,61500,59200,59500,▼900,－1.49%,59780,60865,71218,84020,28656,497556
2018/11/19,60900,62300,59900,60400,▼500,－0.82%,60120,61095,71667,84378,36641,503574
2018/11/16,59500,60900,59000,60900,▲1900,＋3.22%,59580,61415,72135,84742,31869,507193
2018/11/15,58500,60300,58000,59000,▼100,－0.17%,59420,61620,72553,85105,25923,501371
2018/11/14,61000,61100,58700,59100,▼2100,－3.43%,59760,61915,72938,85459,25245,498499
2018/11/13,55800,61200,55600,61200,▲3500,＋6.07%,59940,62230,73320,85800,53163,498046
2018/11/12,60200,60300,57500,57700,▼2400,－3.99%,60160,62425,73600,86103,40217,491567
2018/11/09,61200,61200,59500,60100,▼600,－0.99%,61060,62755,74013,86398,21243,494394
2018/11/08,61600,61800,60300,60700,▲700,＋1.17%,62000,63040,74413,86685,29041,492324
2018/11/07,63000,64400,59300,60000,▼2300,－3.69%,62660,63165,74815,86946,52977,484900
2018/11/06,62300,63300,62100,62300,▲100,＋0.16%,62800,63495,75235,87214,14045,482710
2018/11/05,64800,64800,62000,62200,▼2600,－4.01%,62660,63930,75613,87459,26801,482018
2018/11/02,64100,66100,64100,64800,▲800,＋1.25%,62340,64535,76007,87716,37402,492646
2018/11/01,61600,64600,60800,64000,▲3300,＋5.44%,61420,65075,76335,87980,34982,499700
2018/10/31,61600,61700,60500,60700,▼900,－1.46%,60780,65725,76708,88249,19576,513181
2018/10/30,58800,61600,58800,61600,▲1000,＋1.65%,60940,66600,77108,88509,36205,511604
2018/10/29,59400,62100,59400,60600,▲400,＋0.66%,61440,67410,77497,88747,42951,502912
2018/10/26,60900,61500,58400,60200,▼600,－0.99%,62680,68145,77883,88994,42973,490885
2018/10/25,58600,62300,58600,60800,▼700,－1.14%,63640,68900,78342,89268,47137,476699
2018/10/24,64200,65000,61200,61500,▼2600,－4.06%,64460,69670,78788,89540,29350,462425
2018/10/23,67100,67700,63500,64100,▼2700,－4.04%,65240,70465,79228,89796,40121,457993
2018/10/22,65000,67100,64100,66800,▲1800,＋2.77%,65440,71150,79620,90013,26410,465260
2018/10/19,63700,65300,63100,65000,▲100,＋0.15%,64940,71730,80052,90223,23476,461093
2018/10/18,66200,66200,63000,64900,▼500,－0.76%,65100,72500,80515,90456,25303,445298
2018/10/17,65600,66300,64700,65400,▲300,＋0.46%,64760,73255,81020,90663,22468,445461
2018/10/16,64300,66000,64300,65100,▲800,＋1.24%,65000,74040,81537,90872,25390,438788
2018/10/15,65800,66900,64200,64300,▼1500,－2.28%,66180,74880,82020,91073,14881,425360
2018/10/12,61600,66100,61600,65800,▲2600,＋4.11%,68180,75785,82565,91197,59698,422822
2018/10/11,64000,65900,62500,63200,▼3400,－5.11%,70140,76605,83048,91315,72330,397812
2018/10/10,70200,70900,66200,66600,▼4400,－6.20%,72900,77505,83590,91417,66190,366970
2018/10/08,74300,74300,70900,71000,▼3300,－4.44%,75220,78280,84100,91480,47991,355658
2018/10/05,75100,76500,72200,74300,▼1300,－1.72%,76580,78965,84582,91530,32580,354022
2018/10/04,77100,78000,74800,75600,▼1400,－1.82%,76780,79405,85060,91560,22033,344990
2018/10/02,77600,79500,77000,77000,▼1200,－1.53%,76720,79800,85583,91574,23835,346208
2018/10/01,77300,79200,77300,78200,▲400,＋0.51%,76560,80130,86175,91587,24623,350135
2018/09/28,75300,78500,75300,77800,▲2500,＋3.32%,76400,80340,86680,91614,42860,352367
2018/09/27,75000,76000,74600,75300,0.0,0.00%,76400,80560,87208,91649,20930,345132
2018/09/21,76200,77400,74500,75300,▼900,－1.18%,77020,80920,87720,91706,41508,338341
2018/09/20,77600,77700,75200,76200,▼1200,－1.55%,78040,81390,88215,91765,45317,335010
2018/09/19,77800,79600,77100,77400,▼400,－0.51%,78800,81890,88712,91824,32324,336764
2018/09/18,78300,78800,77800,77800,▼600,－0.77%,79540,82325,89172,91877,33478,334675
2018/09/17,80100,80700,78100,78400,▼2000,－2.49%,80360,82755,89683,91903,48385,335204
2018/09/14,80100,80900,79700,80400,▲400,＋0.50%,81160,83260,90152,91920,19974,337745
2018/09/13,81600,81600,79600,80000,▼1100,－1.36%,81520,83540,90562,91958,32391,336807
2018/09/12,81800,82100,80600,81100,▼800,－0.98%,81760,83645,90995,91949,23053,336719
2018/09/11,83000,83000,81000,81900,▼500,－0.61%,81960,83690,91318,91968,10550,337830
2018/09/10,82200,83200,81700,82400,▲200,＋0.24%,82520,83495,91703,91981,20645,336443
2018/09/07,81200,82400,80600,82200,▲1000,＋1.23%,82660,83500,92113,92023,21102,335917
2018/09/06,82400,82400,79900,81200,▼900,－1.10%,82920,83595,92452,92051,35970,335576
2018/09/05,85500,85500,81900,82100,▼2600,－3.07%,83400,83775,92807,92094,56693,337669
2018/09/04,83100,84700,82500,84700,▲1600,＋1.93%,83460,83930,93213,92133,31240,354966
2018/09/03,83500,84000,82500,83100,▼400,－0.48%,82960,83945,93635,92162,16922,356757
2018/08/31,83900,83900,82300,83500,▼100,－0.12%,82840,84080,94108,92194,26847,357950
2018/08/30,82900,83900,82800,83600,▲1200,＋1.46%,83080,84130,94542,92206,18493,362094
2018/08/29,82000,83800,82000,82400,▲200,＋0.24%,83600,84270,95040,92207,24396,360972
2018/08/28,82800,83500,81900,82200,▼300,－0.36%,84340,84385,95533,92240,31066,356763
2018/08/27,85300,85300,81600,82500,▼2200,－2.60%,85180,84520,95847,92272,74335,351374
2018/08/24,86200,86400,84100,84700,▼1500,－1.74%,86380,84585,96147,92349,27443,351246
2018/08/23,86100,87700,85800,86200,▲100,＋0.12%,86640,84735,96390,92450,20776,350023
2018/08/22,87000,87400,86000,86100,▼300,－0.35%,85820,84805,96620,92543,19797,349540
2018/08/21,89200,89200,86000,86400,▼2100,－2.37%,85000,84895,96822,92634,35209,350199
2018/08/20,87500,88500,85800,88500,▲2500,＋2.91%,83320,84955,97090,92696,36497,355690
2018/08/17,82400,88700,82400,86000,▲3900,＋4.75%,82120,85165,97348,92733,81393,354967
2018/08/16,82400,84100,81300,82100,▲100,＋0.12%,81740,85505,97657,92777,37622,351096
2018/08/14,77500,83700,77500,82000,▲4000,＋5.13%,82280,86160,97980,92841,53327,349998
2018/08/13,82200,82600,78000,78000,▼4500,－5.45%,82920,86880,98280,92927,68239,332226
2018/08/10,84700,84800,82000,82500,▼1600,－1.90%,84320,87685,98605,93028,25748,335335
2018/08/09,85600,85600,83600,84100,▼700,－0.83%,84980,88410,98783,93092,18091,337577
2018/08/08,85100,85900,84100,84800,▼400,－0.47%,85060,88945,98957,93147,16764,340236
2018/08/07,84700,86200,84400,85200,▲200,＋0.24%,85380,89490,99077,93190,25298,343595
2018/08/06,86900,86900,84200,85000,▼800,－0.93%,85280,90090,99193,93229,24185,341594
2018/08/03,83700,86500,83700,85800,▲1300,＋1.54%,85260,90835,99305,93253,26658,348933
2018/08/02,87400,87400,83500,84500,▼1900,－2.20%,84860,91695,99425,93321,35137,348781
2018/08/01,83600,87100,83200,86400,▲1700,＋2.01%,85500,92820,99625,93400,57045,361301
2018/07/31,84800,84800,81500,84700,▼200,－0.24%,85740,94125,99790,93487,64014,366522
2018/07/30,83800,84900,81200,84900,▲1100,＋1.31%,86380,95315,99910,93580,79432,374874
2018/07/27,86900,86900,81600,83800,▼3900,－4.45%,86920,96545,99997,93658,227339,361842
2018/07/26,87900,88500,86700,87700,▲100,＋0.11%,88700,97655,100105,93709,22190,355203
2018/07/25,88200,90500,86500,87600,▼300,－0.34%,89720,98520,100193,93694,27287,355506
2018/07/24,87000,89100,86600,87900,▲300,＋0.34%,91240,99440,100292,93639,38095,358760
2018/07/23,92700,94400,87000,87600,▼5100,－5.50%,92940,100295,100363,93582,58752,346710
2018/07/20,93600,96000,92400,92700,▼100,－0.11%,94240,101340,100405,93532,18802,349712
2018/07/19,95200,95400,89400,92800,▼2400,－2.52%,95100,102030,100393,93459,42883,349498
2018/07/18,96500,97100,94700,95200,▼1200,－1.24%,95500,102640,100397,93399,21180,349279
2018/07/17,94500,96800,93300,96400,▲2300,＋2.44%,95600,103180,100307,93332,25621,359738
2018/07/16,97100,97700,94000,94100,▼2900,－2.99%,95760,103385,100207,93248,56107,361490
2018/07/13,96000,98400,95300,97000,▲2200,＋2.32%,96920,103930,100127,93169,54661,362944
2018/07/12,95700,96900,94600,94800,▼900,－0.94%,98120,104430,99828,93052,47204,363612
2018/07/11,96700,98800,95000,95700,▼1500,－1.54%,100560,104815,99582,92923,61453,361011
2018/07/10,100500,102000,96000,97200,▼2700,－2.70%,103920,105155,99243,92793,80254,357548
2018/07/09,104000,104500,99600,99900,▼3100,－3.01%,106180,105620,98860,92696,60307,355490
2018/07/06,106000,108000,101500,103000,▼4000,－3.74%,108100,106125,98478,92609,70956,363663
2018/07/05,113500,114500,102500,107000,▼5500,－4.89%,108700,106550,98060,92507,133113,369664
2018/07/04,106000,114000,106000,112500,▲4000,＋3.69%,108300,106675,97565,92370,47311,391568
2018/07/03,109500,112500,102500,108500,▼1000,－0.91%,107000,106725,96998,92210,72030,393721
2018/07/02,108500,115000,107000,109500,▲3500,＋3.30%,106300,106900,96548,92081,155075,417169
2018/06/29,105000,106500,100500,106000,▲1000,＋0.95%,106100,106475,96090,92002,27643,427109
2018/06/28,105500,106000,101000,105000,▼1000,－0.94%,106200,106200,95692,91981,26064,429518
2018/06/27,106000,109000,104500,106000,▲1000,＋0.95%,106200,105915,95315,91913,25568,435056
2018/06/26,108000,109000,105000,105000,▼3500,－3.23%,106200,105615,94937,91849,21448,434849
2018/06/25,105500,110500,104500,108500,▲2000,＋1.88%,105300,105275,94582,91758,30799,447327
2018/06/22,105000,106500,102000,106500,▲1500,＋1.43%,104600,104975,94122,91661,36704,453030
2018/06/21,107500,108000,102000,105000,▼1000,－0.94%,104700,104850,93688,91523,47784,454829
2018/06/20,101000,106500,101000,106000,▲5500,＋5.47%,104200,104825,93355,91432,89694,472076
2018/06/19,105500,107500,100500,100500,▼4500,－4.29%,103500,104600,92903,91328,52289,484815
2018/06/18,107500,110000,104500,105000,▼2000,－1.87%,104700,104575,92618,91266,84846,482426
2018/06/15,103500,111000,103000,107000,▲4500,＋4.39%,105700,104200,92258,91139,127110,496883
2018/06/14,102500,105500,101000,102500,0.0,0.00%,106600,103510,91933,90956,40202,509456
2018/06/12,105000,107000,99900,102500,▼4000,－3.76%,108000,103110,91650,90788,103764,508975
2018/06/11,110500,110500,103500,106500,▼3500,－3.18%,110200,102585,91382,90577,64691,490006
2018/06/08,111500,112000,107000,110000,▼1500,－1.35%,111300,101870,91052,90344,36782,485789
2018/06/07,109500,117500,108500,111500,▲2000,＋1.83%,109500,100955,90688,90065,75595,479538
2018/06/05,113500,115000,109000,109500,▼4000,－3.52%,107300,100030,90280,89778,38877,478135
2018/06/04,112000,114500,108000,113500,▲1500,＋1.34%,105260,99380,89870,89528,56233,480689
2018/06/01,101000,113500,100000,112000,▲11000,＋10.89%,102560,98520,89373,89240,143710,486887
2018/05/31,101500,101500,99000,101000,▲500,＋0.50%,99800,97515,88947,88977,32769,461288
2018/05/30,100000,101500,98500,100500,▲1200,＋1.21%,100100,96970,88697,88753,29547,457501
2018/05/29,100000,101500,98500,99300,▼700,－0.70%,100800,96460,88552,88509,25964,455006
2018/05/28,98600,100500,98000,100000,▲1800,＋1.83%,101840,96145,88510,88268,38015,450932
2018/05/25,100500,101500,97400,98200,▼4300,－4.20%,102140,95820,88467,88023,42879,436501
2018/05/24,105000,105500,100000,102500,▼1500,－1.44%,102500,95520,88447,87818,33465,429714
2018/05/23,104500,105500,100000,104000,▼500,－0.48%,101500,94900,88302,87554,48745,417739
2018/05/21,101500,109000,101500,104500,▲3000,＋2.96%,99340,94300,88118,87198,75146,415395
2018/05/18,100500,102500,99000,101500,▲1500,＋1.50%,97340,93725,87897,86815,36609,405624
2018/05/17,98000,101000,97500,100000,▲2500,＋2.56%,95440,93140,87702,86473,70586,401581
2018/05/16,93200,99300,93200,97500,▲4300,＋4.61%,93880,92660,87573,86151,97102,391484
2018/05/15,93900,95100,93200,93200,▼1300,－1.38%,92720,92250,87450,85833,28307,368254
2018/05/14,92000,94500,91600,94500,▲2500,＋2.72%,92680,91545,87400,85548,25095,375231
2018/05/11,92700,93600,91000,92000,▼200,－0.22%,93080,90820,87337,85253,19883,374263
2018/05/10,91100,93000,90100,92200,▲500,＋0.55%,93940,89990,87303,84998,23354,366466
2018/05/09,92800,93700,89000,91700,▼1300,－1.40%,93880,89090,87265,84750,37646,367974
2018/05/08,97400,97800,91800,93000,▼3500,－3.63%,93560,88355,87200,84490,51924,370125
2018/05/04,96900,97100,93700,96500,▲200,＋0.21%,93020,87600,87217,84196,54733,378827
2018/05/03,92000,97000,91000,96300,▲4400,＋4.79%,92320,86640,87175,83873,93028,401541
2018/05/02,91400,94500,90300,91900,▲1800,＋2.00%,91760,85750,87183,83548,43021,419940
2018/04/30,90800,92300,87900,90100,▼200,－0.22%,91820,85230,87250,83269,65957,423378
2018/04/27,93200,94300,89400,90300,▼2700,－2.90%,91820,84825,87320,82998,47533,425487
2018/04/26,94900,94900,92000,93000,▼500,－0.53%,92160,84415,87313,82724,19177,443469
2018/04/25,90900,96600,90800,93500,▲1300,＋1.41%,92160,83885,87195,82445,76648,450745
2018/04/24,97000,97000,89700,92200,▲2100,＋2.33%,91420,83375,86987,82172,184822,459461
2018/04/23,92500,92500,87800,90100,▼1900,－2.07%,91060,82950,86800,81903,78436,469661
2018/04/20,93800,93800,91100,92000,▼1000,－1.08%,90900,82490,86658,81661,37848,483548
2018/04/19,88800,94400,88600,93000,▲3200,＋3.56%,88320,81915,86525,81400,88236,488180
2018/04/18,90400,91500,87100,89800,▼600,－0.66%,85720,81515,86402,81139,56828,498713
2018/04/17,89900,92000,87600,90400,▲1100,＋1.23%,82840,80970,86357,80915,93748,506286
2018/04/16,83400,89900,81700,89300,▲10200,＋12.90%,79600,80620,86290,80687,255078,521719
2018/04/13,80000,81100,77800,79100,▼900,－1.13%,77140,80325,86212,80426,67675,514424
2018/04/12,75500,81000,73900,80000,▲4600,＋6.10%,76900,80745,86275,80252,106433,526877
2018/04/11,74500,75400,72500,75400,▲1200,＋1.62%,76360,81020,86265,80076,75700,534074
2018/04/10,77000,77600,70900,74200,▼2800,－3.64%,76980,81570,86343,79944,182113,524278
2018/04/09,77800,78400,76800,77000,▼900,－1.16%,78440,82195,86532,79817,36102,494764
2018/04/06,78400,78600,77200,77900,▲600,＋0.78%,79440,82755,86740,79667,37604,499945
2018/04/05,78500,80500,77100,77300,▼1200,－1.53%,80280,83210,86953,79508,55882,499928
2018/04/04,81500,81700,77900,78500,▼3000,－3.68%,81300,83590,87175,79357,104567,498475
2018/04/03,82700,82700,80500,81500,▼500,－0.61%,82260,83850,87422,79197,26589,510885
2018/04/02,82900,83800,81500,82000,▼100,－0.12%,82700,84095,87613,78986,30346,504871
2018/03/30,82900,83900,82000,82100,▼300,－0.36%,82480,84295,87913,78757,24290,500352
2018/03/29,82900,84100,81400,82400,▼900,－1.08%,82160,84780,88270,78514,29743,499655
2018/03/28,82700,83500,81600,83300,▼400,－0.48%,82680,85500,88510,78266,28047,505633
2018/03/27,82800,85200,82700,83700,▲2800,＋3.46%,81800,86205,88762,77993,65220,496407
2018/03/26,79700,81200,75900,80900,▲400,＋0.50%,81740,86870,88935,77721,95459,511523
2018/03/23,82600,83700,78900,80500,▼4500,－5.29%,82240,87515,89200,77463,96460,503313
2018/03/22,78000,85400,78000,85000,▲6100,＋7.73%,83640,88140,89358,77229,211683,518162
2018/03/21,78200,82500,76300,78900,▼4500,－5.40%,83740,88450,89508,76974,571892,455864
2018/03/20,83000,84400,82500,83400,0.0,0.00%,85240,88995,89752,76775,25822,315013
2018/03/19,88100,88100,82700,83400,▼4100,－4.69%,85900,89440,89913,76526,74447,314690
2018/03/16,86300,87700,85500,87500,▲2000,＋2.34%,86860,89775,90020,76302,27317,322243
2018/03/15,85500,86400,85300,85500,▼900,－1.04%,86760,89910,89978,76033,27241,322142
2018/03/14,85500,87400,85300,86400,▼300,－0.35%,86640,90170,89927,75793,36878,324537
2018/03/13,89400,89400,86200,86700,▼1500,－1.70%,86100,90350,89772,75540,51885,315835
2018/03/12,88000,90300,86700,88200,▲1200,＋1.38%,86040,90510,89637,75285,67083,312181
2018/03/09,85300,88600,85000,87000,▲2100,＋2.47%,85600,90490,89442,75032,43604,315338
2018/03/08,83700,85300,82700,84900,▲1200,＋1.43%,86560,90840,89275,74774,72501,320861
2018/03/07,87500,87900,83000,83700,▼2700,－3.13%,88940,91295,89185,74535,61188,312486
2018/03/06,88400,88400,85500,86400,▲400,＋0.47%,91680,91950,89107,74301,56597,312030
2018/03/05,92100,92500,85800,86000,▼5800,－6.32%,93800,92425,89007,74042,135943,322735
2018/03/02,95100,96300,91300,91800,▼5000,－5.17%,95360,92840,88810,73765,112281,314607
2018/02/28,97000,97300,95500,96800,▼600,－0.62%,95600,92745,88467,73433,42769,333796
2018/02/27,97700,99100,94600,97400,▲400,＋0.41%,94480,92200,88027,73063,59337,349749
2018/02/26,93800,97800,93500,97000,▲3200,＋3.41%,92960,91380,87580,72687,67656,359683
2018/02/23,93000,95500,90800,93800,▲800,＋0.86%,92020,90580,87188,72314,71874,355525
2018/02/22,91900,93700,90000,93000,▲1800,＋1.97%,91280,89970,86807,71972,68280,334394
2018/02/21,88000,92500,87300,91200,▲1400,＋1.56%,90720,89520,86278,71643,102646,314383
2018/02/20,93000,94000,86500,89800,▼2500,－2.71%,90620,89240,85733,71339,143054,277760
2018/02/19,90500,94300,89600,92300,▲2200,＋2.44%,90660,89105,85243,71033,53203,301497
2018/02/14,93000,93000,90000,90100,▼100,－0.11%,90180,88810,84728,70710,43781,289747
2018/02/13,92200,92200,88700,90200,▼500,－0.55%,89720,88535,84215,70412,57137,301818
2018/02/12,90200,93500,90200,90700,▲700,＋0.78%,90480,88170,83697,70104,57368,304742
2018/02/09,85100,91600,85100,90000,▲100,＋0.11%,91140,87605,83168,69765,71992,316515
2018/02/08,89800,92200,88000,89900,▲2100,＋2.39%,92500,87110,82693,69431,60947,300532
2018/02/07,97400,102000,87300,87800,▼6200,－6.60%,93700,86890,82235,69098,199293,304159
2018/02/06,91800,95400,88500,94000,0.0,0.00%,95000,86975,81780,68788,133163,327650
2018/02/05,93200,98800,93200,94000,▼2800,－2.89%,94180,86810,81175,68423,133112,323651
2018/02/02,95900,99500,95900,96800,▲900,＋0.94%,92560,86640,80570,68060,111914,301004
2018/02/01,95600,98300,91500,95900,▲1600,＋1.70%,89400,86465,79913,67668,186510,283773
2018/01/31,90300,98700,90100,94300,▲4400,＋4.89%,86420,86320,79288,67282,365926,259943
2018/01/30,86300,91800,83600,89900,▲4000,＋4.66%,83880,86605,78677,66925,225365,223852
2018/01/29,81500,86100,81300,85900,▲4900,＋6.05%,82700,87285,78135,66615,178293,210022
2018/01/26,81600,81900,80300,81000,0.0,0.00%,82640,87830,77695,66306,91542,228168
2018/01/25,81900,82500,80000,81000,▼600,－0.74%,83860,88700,77357,66022,93796,226348
2018/01/24,84000,84100,79500,81600,▼2400,－2.86%,84940,89355,77007,65746,148173,222545
2018/01/23,85300,86000,83700,84000,▼1600,－1.87%,85540,90115,76663,65455,60296,201839
2018/01/22,87900,87900,83700,85600,▼1500,－1.72%,85320,90415,76275,65152,58707,190951
2018/01/19,87000,88700,85600,87100,▲700,＋0.81%,84080,90835,75877,64841,100844,188093
2018/01/18,86000,88600,84600,86400,▲1800,＋2.13%,82680,91155,75473,64514,155841,199550
2018/01/17,82800,86400,82800,84600,▲1700,＋2.05%,82500,91490,75083,64199,164641,207826
2018/01/16,79500,83600,78800,82900,▲3500,＋4.41%,83480,91750,74640,63903,209002,236332
2018/01/15,79700,82400,77100,79400,▼700,－0.87%,85040,91855,74228,63607,217811,246728
2018/01/12,86200,86300,78100,80100,▼5400,－6.32%,87280,92005,73887,63338,392666,243658
2018/01/11,88700,89100,82200,85500,▼4000,－4.47%,89920,91855,73545,63053,347903,195344
2018/01/10,91000,92700,89100,89500,▼1200,－1.32%,91420,91510,73102,62742,93797,149486
2018/01/09,91600,93700,90600,90700,▲100,＋0.11%,93520,90860,72593,62385,85366,135759
2018/01/08,94500,95500,90500,90600,▼2700,－2.89%,96080,90175,72062,62030,105845,139874
2018/01/05,93000,95200,90300,93300,▲300,＋0.32%,97320,89620,71538,61683,209775,137036
2018/01/04,101000,102500,91400,93000,▼7000,－7.00%,98340,88905,70972,61330,272066,114280
2018/01/03,104000,104000,99300,100000,▼3500,－3.38%,98560,88275,70358,60984,142837,112769
2018/01/02,96400,104500,96300,103500,▲6700,＋6.92%,97920,86985,69600,60546,143436,129080
2017/12/28,98000,99300,96100,96800,▼1600,－1.63%,95220,85370,68758,60095,90843,117453
2017/12/27,94600,99400,94500,98400,▲4300,＋4.57%,94660,84050,68022,59703,90785,121276
2017/12/26,97700,99600,93800,94100,▼2700,－2.79%,93680,82660,67223,59305,128843,117855
2017/12/22,89000,98300,88900,96800,▲6800,＋7.56%,93480,81630,66507,58936,211870,131156
2017/12/21,94000,95000,90000,90000,▼4000,－4.26%,92080,80335,65727,58552,129232,88335
2017/12/20,92200,97600,91700,94000,▲500,＋0.53%,91080,78900,65100,58232,115297,75387
2017/12/19,94400,94400,88300,93500,▲400,＋0.43%,88760,77125,64440,57867,193113,74310
2017/12/18,90400,94800,89700,93100,▲3300,＋3.67%,85480,75470,63798,57506,162974,103981
2017/12/15,85000,90000,84200,89800,▲4800,＋5.65%,82580,73885,63138,57143,193523,114724
2017/12/14,83800,86800,81700,85000,▲2600,＋3.16%,79920,72360,62583,56814,180858,86320
2017/12/13,76100,83300,76100,82400,▲5300,＋6.87%,78320,71065,62088,56505,170350,108221
2017/12/12,78400,79900,76400,77100,▼1500,－1.91%,77740,69895,61660,56233,62032,89570
2017/12/11,76500,78600,75500,78600,▲2100,＋2.75%,78120,69115,61308,56017,91003,104425
2017/12/08,77400,79600,74200,76500,▼500,－0.65%,78480,68305,60933,55803,130757,104064
2017/12/07,79100,80500,76300,77000,▼2500,－3.14%,78020,67505,60622,55626,159995,105976
2017/12/06,79200,84200,78200,79500,▲500,＋0.63%,76860,66540,60273,55431,228029,110658
2017/12/05,81000,84000,78700,79000,▼1400,－1.74%,75040,65450,59885,55213,328708,101191
2017/12/04,76000,80400,75200,80400,▲6200,＋8.36%,73360,64370,59495,55018,306121,103400
2017/12/01,71800,74500,70900,74200,▲3000,＋4.21%,71980,63270,59077,54820,188365,100624
2017/11/30,70100,73400,69800,71200,▲800,＋1.14%,71320,62440,58720,54684,271832,118587
2017/11/29,70500,72000,69300,70400,▼200,－0.28%,69340,61750,58398,54578,153605,138646
2017/11/28,72500,73300,70200,70600,▼2900,－3.95%,66960,61205,58098,54473,164882,152414
2017/11/27,71500,75200,70500,73500,▲2600,＋3.67%,64920,60710,57793,54371,392952,165474
2017/11/24,65000,72600,64000,70900,▲9600,＋15.66%,62500,60035,57440,54236,1097175,138974
2017/11/23,59000,62100,58800,61300,▲2800,＋4.79%,60180,59540,57137,54129,187088,97191
