[일시]LS,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2010/09/20,117500,117500,114000,116500,▼1000,－0.85%,118000,115175,104578,96863,123682,4239028
2010/09/17,117000,119000,116000,117500,▲1500,＋1.29%,118800,115075,104155,96715,111108,4232054
2010/09/16,119000,120500,116000,116000,▼4500,－3.73%,119500,114700,103675,96563,199972,4192212
2010/09/15,119000,120500,115000,120500,▲1000,＋0.84%,120100,114375,103242,96418,262475,4179434
2010/09/14,119500,122000,116500,119500,▼1000,－0.83%,119000,113875,102693,96239,165743,4192804
2010/09/13,120500,122000,117500,120500,▼500,－0.41%,117600,113375,102102,96052,185598,4205680
2010/09/10,119000,121000,117500,121000,▲2000,＋1.68%,116400,112600,101452,95823,210708,4209101
2010/09/09,116500,119500,115500,119000,▲4000,＋3.48%,114200,111700,100830,95588,299486,4223463
2010/09/08,112500,117500,112000,115000,▲2500,＋2.22%,113500,110900,100220,95372,343196,4236713
2010/09/07,113500,116500,112500,112500,▼2000,－1.75%,113800,110475,99682,95194,272222,4230073
2010/09/06,111500,114500,109000,114500,▲4500,＋4.09%,114800,110050,99190,95030,392793,4220550
2010/09/03,116500,117500,109000,110000,▼5500,－4.76%,114400,109525,98687,94851,569261,4186074
2010/09/02,117000,118000,113500,115500,▼1000,－0.86%,114400,109075,98235,94703,277282,4167474
2010/09/01,119000,120000,114000,116500,▼1000,－0.85%,113400,108240,97665,94530,314210,4203896
2010/08/31,112000,117500,111000,117500,▲5000,＋4.44%,111600,107260,97053,94349,206762,4241445
2010/08/30,113000,113000,110000,112500,▲2500,＋2.27%,110300,106135,96412,94156,135917,4249421
2010/08/27,109500,112500,106500,110000,▼500,－0.45%,110700,105450,95835,94016,216858,4249720
2010/08/26,108500,113000,106500,110500,▲3000,＋2.79%,110700,104740,95353,93884,206263,4254189
2010/08/25,109500,113000,107500,107500,▼3500,－3.15%,110500,104150,94870,93766,111321,4242646
2010/08/24,114500,116500,111000,111000,▼3500,－3.06%,111100,103775,94420,93659,143262,4231201
2010/08/23,111500,115500,110000,114500,▲4500,＋4.09%,110800,103155,93912,93511,168266,4237755
2010/08/20,108500,111000,108000,110000,▲500,＋0.46%,108900,102430,93318,93351,113360,4238214
2010/08/19,110000,111000,108500,109500,▼1000,－0.90%,107500,101865,92790,93230,153968,4269003
2010/08/18,109000,114500,107500,110500,▲1000,＋0.91%,106200,101260,92222,93099,275300,4273872
2010/08/17,107500,112000,107000,109500,▲4500,＋4.29%,105400,100615,91688,92957,511317,4276664
2010/08/16,104000,107000,101500,105000,▲2000,＋1.94%,104300,100065,91213,92832,191904,4334566
2010/08/13,104000,104500,101500,103000,0.0,0.00%,104100,99710,90827,92741,218216,4355793
2010/08/12,103500,107000,102500,103000,▼3500,－3.29%,103700,99435,90517,92642,267274,4422666
2010/08/11,104000,108500,103000,106500,▲2500,＋2.40%,102860,99110,90260,92538,343299,4448679
2010/08/10,104500,107500,104000,104000,0.0,0.00%,100940,98700,89982,92422,346760,4464424
2010/08/09,101500,105500,99900,104000,▲3000,＋2.97%,99140,98425,89790,92328,425524,4488835
2010/08/06,99000,101500,98200,101000,▲2200,＋2.23%,98100,97950,89607,92215,284863,4519649
2010/08/05,97600,99800,97200,98800,▲1900,＋1.96%,97060,97655,89415,92138,181989,4532291
2010/08/04,96600,97700,94900,96900,▲1900,＋2.00%,97040,97430,89222,92087,148907,4544845
2010/08/03,98800,100500,94400,95000,▼3800,－3.85%,97660,97190,89095,92033,305475,4545775
2010/08/02,95700,99800,95500,98800,▲3000,＋3.13%,98380,97115,88980,91991,135246,4511270
2010/07/30,98200,99000,95800,95800,▼2900,－2.94%,98620,96880,88812,91903,123750,4499566
2010/07/29,100000,100000,98500,98700,▼1300,－1.30%,99200,96725,88720,91878,119750,4498762
2010/07/28,98600,100000,96200,100000,▲1400,＋1.42%,98940,96435,88587,91853,183966,4499689
2010/07/27,100500,101000,98600,98600,▼1400,－1.40%,98460,95855,88440,91809,127474,4423918
2010/07/26,99500,101500,99000,100000,▲1300,＋1.32%,98440,95405,88282,91746,256026,4435266
2010/07/23,98900,99600,97500,98700,▲1300,＋1.33%,98020,94960,88102,91671,153061,4445217
2010/07/22,97000,98500,96600,97400,▼200,－0.20%,97780,94460,87990,91646,114905,4442073
2010/07/21,98900,99800,96800,97600,▼900,－0.91%,97600,94090,87932,91651,137458,4432648
2010/07/20,98000,99400,97300,98500,▲600,＋0.61%,97740,93590,87865,91643,91962,4453441
2010/07/19,97000,99200,96000,97900,▲400,＋0.41%,97740,92865,87783,91648,94116,4453467
2010/07/16,96200,98800,96200,97500,▲1000,＋1.04%,97060,92045,87755,91670,191658,4445059
2010/07/15,98300,99900,96500,96500,▼1800,－1.83%,96580,91355,87695,91699,191238,4446437
2010/07/14,99000,99700,97200,98300,▼200,－0.20%,96140,90650,87642,91766,229070,4403043
2010/07/13,94100,99200,94000,98500,▲4000,＋4.23%,94900,89870,87632,91826,433303,4403182
2010/07/12,95200,95600,93400,94500,▼600,－0.63%,93900,89095,87665,91876,156056,4381785
2010/07/09,94500,95700,93100,95100,▲800,＋0.85%,93820,88585,87757,91955,156068,4366603
2010/07/08,92900,95200,92500,94300,▲2200,＋2.39%,93340,87975,87872,92029,215982,4362873
2010/07/07,93600,93600,91900,92100,▼1400,－1.50%,93060,87325,88000,92123,85890,4360092
2010/07/06,94400,94600,91400,93500,▼600,－0.64%,92320,86710,88190,92222,183595,4371386
2010/07/05,93700,95000,92400,94100,▲1400,＋1.51%,91540,85985,88373,92326,196548,4347096
2010/07/02,93000,95200,91800,92700,▼200,－0.22%,90940,85175,88513,92467,371679,4316950
2010/07/01,87400,93900,86100,92900,▲4500,＋5.09%,90140,84595,88685,92632,495321,4346492
2010/06/30,87200,88900,86600,88400,▼1200,－1.34%,89560,84025,88788,92808,253417,4376641
2010/06/29,91300,91300,87300,89600,▼1500,－1.65%,89400,83630,88965,93017,232496,4401773
2010/06/28,89000,91800,88800,91100,▲2400,＋2.71%,88280,83175,89147,93208,269550,4394133
2010/06/25,89000,90200,88100,88700,▼1300,－1.44%,86360,82565,89275,93407,224524,4368478
2010/06/24,88500,90000,88200,90000,▲2400,＋2.74%,85360,82045,89450,93634,352280,4374410
2010/06/23,84000,88300,84000,87600,▲3600,＋4.29%,83840,81315,89593,93838,525502,4391373
2010/06/22,81400,84100,81000,84000,▲2500,＋3.07%,82860,80860,89785,94071,378663,4445644
2010/06/21,85000,85100,77000,81500,▼2200,－2.63%,82660,80710,90002,94279,791781,4538965
2010/06/18,82700,84100,81800,83700,▲1300,＋1.58%,83220,80725,90193,94504,227988,4665305
2010/06/17,82500,83500,81400,82400,▼300,－0.36%,83060,80760,90347,94698,255690,4759204
2010/06/16,83700,83800,81300,82700,▼300,－0.36%,82840,81020,90523,94916,255431,4852642
2010/06/15,84300,85000,82900,83000,▼1300,－1.54%,82260,81375,90707,95143,167839,4948953
2010/06/14,83000,84800,82700,84300,▲1400,＋1.69%,81460,81850,90870,95335,216143,4950998
2010/06/11,82200,82900,81300,82900,▲1600,＋1.97%,80180,82285,91015,95537,159820,4993259
2010/06/10,80600,82000,80200,81300,▲1500,＋1.88%,79820,82615,91172,95725,227934,5017548
2010/06/09,79800,80900,79000,79800,▲800,＋1.01%,79860,82910,91395,95927,213337,5048226
2010/06/08,77500,79400,77500,79000,▲1100,＋1.41%,80000,83385,91645,96145,426853,5070949
2010/06/07,78700,78900,77300,77900,▼3200,－3.95%,80300,83840,91900,96345,121274,4768585
2010/06/04,81600,81600,79800,81100,▼400,－0.49%,80500,84380,92197,96538,137645,4769567
2010/06/03,81400,81900,80900,81500,▲1000,＋1.24%,79940,84840,92415,96695,134612,4770005
2010/06/01,80700,82300,79900,80500,0.0,0.00%,78720,85300,92662,96858,159599,4754096
2010/05/31,78800,81400,78500,80500,▲1600,＋2.03%,78320,85835,92898,97058,170346,4774023
2010/05/28,79000,79800,77200,78900,▲600,＋0.77%,78420,86265,93110,97253,206196,4765532
2010/05/27,75200,79300,75200,78300,▲2900,＋3.85%,79000,86780,93383,97446,356803,4769475
2010/05/26,77900,78900,75000,75400,▼3100,－3.95%,80220,87465,93670,97622,428653,4762629
2010/05/25,80400,80400,74700,78500,▼2500,－3.09%,82660,88390,93977,97812,348840,4763059
2010/05/24,80100,82000,79700,81000,▼800,－0.98%,84920,89145,94225,97974,174915,4768287
2010/05/20,83800,85000,80000,81800,▼2600,－3.08%,87220,89775,94450,98153,270439,4755299
2010/05/19,86600,86800,83700,84400,▼3200,－3.65%,89460,90495,94655,98334,247417,4734887
2010/05/18,90300,90400,87500,87600,▼2200,－2.45%,90480,90970,94767,98498,117087,4730958
2010/05/17,91700,91700,88100,89800,▼2700,－2.92%,90400,91255,94817,98651,194690,4722489
2010/05/14,92400,92500,90700,92500,▼500,－0.54%,90300,91650,94862,98773,199404,4723330
2010/05/13,90900,93300,90900,93000,▲3500,＋3.91%,89420,92050,94865,98857,340339,4780779
2010/05/12,87700,90000,87200,89500,▲2300,＋2.64%,88560,92400,94823,98936,191750,4786854
2010/05/11,90300,90300,86800,87200,▼2100,－2.35%,88720,93025,94860,99022,304675,4765898
2010/05/10,88600,89700,87700,89300,▲1200,＋1.36%,89420,93765,94952,99104,247155,4745146
2010/05/07,86500,89800,85600,88100,▼600,－0.68%,89800,94475,94972,99179,264213,4745522
2010/05/06,87600,88700,87400,88700,▼1600,－1.77%,90000,95295,95002,99251,274817,4798804
2010/05/04,90400,90800,86400,90300,▼400,－0.44%,90100,95985,94995,99335,467909,4834803
2010/05/03,91200,91200,88200,90700,▼500,－0.55%,90440,96620,95035,99408,155164,4858132
2010/04/30,89600,91200,89600,91200,▲2100,＋2.36%,91080,97040,95118,99458,171096,4859766
2010/04/29,89600,90600,88100,89100,▼100,－0.11%,91560,97430,95178,99506,163526,4851131
2010/04/28,90200,90800,89200,89200,▼2800,－3.04%,92460,98000,95210,99554,312348,4846993
2010/04/27,93600,95100,91700,92000,▼1900,－2.02%,93860,98480,95240,99616,373624,4849463
2010/04/26,93800,94000,92600,93900,▲300,＋0.32%,94240,98840,95302,99613,181540,4924090
2010/04/23,94300,94500,91700,93600,0.0,0.00%,94120,99075,95370,99591,258214,4942280
2010/04/22,95900,95900,93300,93600,▼2600,－2.70%,94940,99350,95422,99629,256463,4954761
2010/04/21,94900,96200,94600,96200,▲2300,＋2.45%,96320,99520,95513,99671,213072,5006304
2010/04/20,94300,95800,93500,93900,▲600,＋0.64%,97080,99360,95585,99695,306440,5061845
2010/04/19,96500,96500,93300,93300,▼4400,－4.50%,98700,99310,95703,99750,402492,5141104
2010/04/16,100000,100500,97300,97700,▼2800,－2.79%,100440,99295,95890,99831,730116,5164510
2010/04/15,100500,101000,99200,100500,▲500,＋0.50%,101600,99095,96020,99863,140690,4673721
2010/04/14,101500,102000,99900,100000,▼2000,－1.96%,102400,98710,96087,99858,174567,4660700
2010/04/13,102000,102500,99600,102000,0.0,0.00%,102900,98360,96153,99867,153861,4644791
2010/04/12,104500,105000,101000,102000,▼1500,－1.45%,103100,97875,96187,99908,127303,4639398
2010/04/09,106000,106000,103000,103500,▼1000,－0.96%,102520,97510,96245,99954,177599,4644255
2010/04/08,102500,105500,101000,104500,▲2000,＋1.95%,101620,97075,96253,99983,205745,4615065
2010/04/07,103000,104000,101500,102500,▼500,－0.49%,100820,96565,96278,100021,186211,4622765
2010/04/06,100500,104000,99800,103000,▲3900,＋3.94%,100080,96225,96420,100088,464383,4622954
2010/04/05,98500,101000,98100,99100,▲100,＋0.10%,99320,95785,96578,100138,228066,4634387
2010/04/02,100000,100500,97200,99000,▼1500,－1.49%,99220,95645,96827,100203,247080,4641685
2010/04/01,98600,100500,97300,100500,▲1700,＋1.72%,99240,95430,97068,100258,211891,4625396
2010/03/31,100500,100500,97000,98800,▼400,－0.40%,98540,95065,97268,100295,171854,4623630
2010/03/30,100000,100500,99200,99200,▲600,＋0.61%,97380,94890,97538,100283,223202,4631096
2010/03/29,98000,99800,98000,98600,▼500,－0.50%,96120,94705,97818,100253,148116,4640698
2010/03/26,97300,99800,96900,99100,▲2100,＋2.16%,95000,94465,98083,100258,472797,4637006
2010/03/25,92800,97500,92200,97000,▲4000,＋4.30%,93920,94180,98357,100270,483714,4671883
2010/03/24,93400,93900,91600,93000,▲100,＋0.11%,93080,94055,98557,100320,108017,4754585
2010/03/23,93200,94300,92300,92900,▼100,－0.11%,93080,94110,98815,100445,116987,4761652
2010/03/22,93700,93700,92000,93000,▼700,－0.75%,92960,94020,99050,100550,77522,4779116
2010/03/19,92900,94000,92700,93700,▲900,＋0.97%,93300,93900,99308,100613,123799,4768528
2010/03/18,92100,93500,92100,92800,▼200,－0.22%,93520,93840,99580,100632,87616,4740416
2010/03/17,93000,93300,91400,93000,▲700,＋0.76%,93820,93835,99800,100676,152513,4728423
2010/03/16,95100,95200,91700,92300,▼2400,－2.53%,94360,93710,100058,100730,176930,4693886
2010/03/15,95000,95900,94500,94700,▼100,－0.11%,94740,93680,100278,100790,91077,4671600
2010/03/12,94100,94900,93800,94800,▲500,＋0.53%,95060,93580,100458,100843,52784,4672472
2010/03/11,95300,96200,94300,94300,▼1400,－1.46%,95040,93365,100645,100883,66616,4671053
2010/03/10,94300,95700,94300,95700,▲1500,＋1.59%,94820,93145,100790,100923,84749,4677240
2010/03/09,96000,96100,94200,94200,▼2100,－2.18%,94740,92775,100878,100904,128705,4662374
2010/03/08,95600,96300,94800,96300,▲1600,＋1.69%,95000,92700,100975,100885,136320,4667299
2010/03/05,93200,94700,93200,94700,▲1500,＋1.61%,94500,92670,101053,100862,78754,4674721
2010/03/04,95900,96400,92700,93200,▼2100,－2.20%,94240,92675,101217,100852,199717,4669352
2010/03/03,95300,95700,94800,95300,▼200,－0.21%,94500,92565,101397,100841,46990,4648711
2010/03/02,95800,96500,94800,95500,▲1700,＋1.81%,94260,92350,101508,100762,155928,4628843
2010/02/26,93400,94300,92300,93800,▲400,＋0.43%,93380,92360,101573,100640,65573,4612454
2010/02/25,94300,95000,92000,93400,▼1100,－1.16%,92740,92570,101647,100550,77931,4614299
2010/02/24,94000,94800,93100,94500,▲400,＋0.43%,92560,92735,101723,100443,123270,4623576
2010/02/23,91500,94500,91500,94100,▲3000,＋3.29%,92200,92965,101857,100328,232402,4616037
2010/02/22,91200,92300,90700,91100,▲500,＋0.55%,91480,93285,102013,100240,131470,4625853
2010/02/19,91200,92300,89500,90600,▼1900,－2.05%,91600,93780,102228,100169,115065,4637761
2010/02/18,92900,93200,91000,92500,▼200,－0.22%,92020,94475,102485,100128,117598,4647569
2010/02/17,91600,93500,91400,92700,▲2200,＋2.43%,91620,95125,102685,100076,148263,4666831
2010/02/16,91700,92200,90200,90500,▼1200,－1.31%,91060,95715,102848,100033,72284,4671825
2010/02/12,92200,92700,91300,91700,▼1000,－1.08%,90620,96390,103048,99984,138015,4681307
2010/02/11,90000,93900,89700,92700,▲2200,＋2.43%,90820,97005,103183,99933,171091,4643687
2010/02/10,90300,90500,88500,90500,▲600,＋0.67%,91420,97645,103257,99866,110556,4671589
2010/02/09,87000,89900,86300,89900,▲1600,＋1.81%,92280,98320,103387,99838,158801,4680779
2010/02/08,92400,92400,87800,88300,▼4400,－4.75%,92500,99125,103500,99808,273907,4680228
2010/02/05,92200,93400,91500,92700,▼3000,－3.13%,93040,100260,103675,99807,152359,4634030
2010/02/04,94000,96600,93100,95700,▲900,＋0.95%,93640,101250,103780,99768,144620,4663711
2010/02/03,92500,95000,91600,94800,▲3800,＋4.18%,94100,102165,103797,99750,171746,4671469
2010/02/02,92100,92900,90600,91000,0.0,0.00%,94480,103100,103833,99744,167602,4696187
2010/02/01,94800,95800,90500,91000,▼4700,－4.91%,96100,104175,103898,99741,250785,4680256
2010/01/29,97400,97600,93900,95700,▼2300,－2.35%,98000,105375,103992,99737,119394,4646353
2010/01/28,97400,98800,96200,98000,▲1300,＋1.34%,99060,106390,103923,99708,138767,4626518
2010/01/27,99100,100000,95500,96700,▼2400,－2.42%,100360,107215,103812,99652,144402,4624910
2010/01/26,102500,102500,98500,99100,▼1400,－1.39%,102120,108155,103837,99576,134582,4610143
2010/01/25,99900,103000,99400,100500,▼500,－0.50%,103200,108650,103828,99476,122553,4605451
2010/01/22,103000,103500,99800,101000,▼3500,－3.35%,103900,109050,103805,99394,189197,4602209
2010/01/21,104000,105000,102500,104500,▼1000,－0.95%,104500,109350,103797,99270,138847,4616705
2010/01/20,105000,106500,102500,105500,▲1000,＋0.96%,104700,109550,103772,99108,200329,4617999
2010/01/19,105000,106000,103500,104500,▲500,＋0.48%,104400,109775,103705,98946,149491,4620587
2010/01/18,103000,105000,102000,104000,0.0,0.00%,104700,109850,103630,98816,191703,4620031
2010/01/15,106500,107500,101000,104000,▼1500,－1.42%,106100,110075,103580,98701,291006,4632923
2010/01/14,105000,107000,102500,105500,▲1500,＋1.44%,107800,110150,103630,98563,292066,4658836
2010/01/13,105000,106500,103000,104000,▼2000,－1.89%,109500,110150,103663,98414,164429,4715712
2010/01/12,110500,111000,105000,106000,▼5000,－4.50%,111400,110250,103713,98298,309510,4721650
2010/01/11,112000,113000,110000,111000,▼1500,－1.33%,112700,110100,103763,98154,106626,4699437
2010/01/08,114000,114000,111000,112500,▼1500,－1.32%,113500,109600,103755,97966,95167,4701369
2010/01/07,114500,115500,111000,114000,▲500,＋0.44%,114200,108975,103697,97764,147194,4702637
2010/01/06,113000,114000,110000,113500,▲1000,＋0.89%,114300,108325,103580,97513,175334,4668017
2010/01/05,115000,118000,112500,112500,▼2500,－2.17%,114700,107875,103447,97269,161609,4631336
2010/01/04,115500,116000,113000,115000,▼1000,－0.86%,114000,107450,103322,97019,130064,4625276
2009/12/30,114500,116500,112500,116000,▲1500,＋1.31%,112700,106800,103028,96740,171980,4619943
2009/12/29,115500,115500,111500,114500,▼1000,－0.87%,110900,105970,102687,96501,118347,4586300
2009/12/28,108500,116000,107000,115500,▲6500,＋5.96%,109700,105155,102433,96325,364772,4599755
2009/12/24,108000,111000,107000,109000,▲500,＋0.46%,108600,104280,102183,96154,128414,4622649
2009/12/23,107000,108500,105500,108500,▲1500,＋1.40%,108000,103955,102083,96041,136376,4608702
2009/12/22,109000,109500,106500,107000,▼1500,－1.38%,108000,103705,102075,95927,91469,4594955
2009/12/21,109000,111500,107500,108500,▼1500,－1.36%,107700,103555,102050,95794,163986,4587224
2009/12/18,104000,110000,103500,110000,▲4000,＋3.77%,107100,103430,101917,95649,164882,4621086
2009/12/17,107500,108000,106000,106000,▼2500,－2.30%,106300,103155,101683,95474,92141,4660056
2009/12/16,106000,108500,102000,108500,▲3000,＋2.84%,105700,102980,101552,95353,215114,4666098
2009/12/15,106000,107000,104000,105500,0.0,0.00%,104200,102680,101402,95233,130698,4670680
2009/12/14,106500,107000,104500,105500,▼500,－0.47%,103100,102395,101302,95133,127906,4635173
2009/12/11,103000,106000,102500,106000,▲3000,＋2.91%,102200,101975,101227,95034,191983,4601729
2009/12/10,100500,103500,100000,103000,▲2000,＋1.98%,101900,101590,101122,94938,241210,4538807
2009/12/09,99000,101000,98600,101000,▲1000,＋1.00%,102100,101275,101055,94847,104157,4533895
2009/12/08,101000,101500,99900,100000,▼1000,－0.99%,102300,101165,100930,94768,130910,4525699
2009/12/07,103500,104500,100500,101000,▼3500,－3.35%,102180,101115,100795,94723,215382,4508520
2009/12/04,103000,104500,102000,104500,▲500,＋0.48%,101620,100900,100670,94690,96769,4486568
2009/12/03,102500,105000,101500,104000,▲2000,＋1.96%,100320,100525,100487,94639,95647,4468702
2009/12/02,100000,103500,99700,102000,▲2600,＋2.62%,100020,100070,100285,94593,127031,4465079
2009/12/01,97700,99500,96700,99400,▲1200,＋1.22%,100320,99800,100015,94549,86953,4443052
2009/11/30,98600,99600,97800,98200,▲200,＋0.20%,101240,99410,99707,94526,127188,4439379
2009/11/27,100000,101000,96100,98000,▼4500,－4.39%,102800,99065,99453,94511,149009,4441824
2009/11/26,103500,104500,100500,102500,▼1000,－0.97%,104100,99075,99162,94487,86533,4424871
2009/11/25,104000,104500,100500,103500,▼500,－0.48%,104100,98880,98800,94445,120297,4428983
2009/11/24,107000,107000,102000,104000,▼2000,－1.89%,103900,98660,98467,94373,100176,4431008
2009/11/23,104500,106500,103500,106000,▲1500,＋1.44%,103060,98485,98110,94288,113187,4430892
2009/11/20,102500,105000,102000,104500,▲2000,＋1.95%,101280,98335,97770,94197,114641,4434491
2009/11/19,103000,104500,101500,102500,0.0,0.00%,100040,98185,97467,94153,159303,4447580
2009/11/18,100500,104000,100000,102500,▲2700,＋2.71%,98880,98060,97217,94223,187087,4429684
2009/11/17,98400,101500,97800,99800,▲2700,＋2.78%,98140,97985,96920,94278,275004,4459885
2009/11/16,98500,99000,94800,97100,▼1200,－1.22%,97980,98345,96683,94329,133952,4461101
2009/11/13,97500,99900,96800,98300,▲1600,＋1.65%,97900,98865,96475,94358,131216,4458450
2009/11/12,99200,101000,96700,96700,▼2100,－2.13%,97640,99300,96290,94422,75341,4455722
2009/11/11,99500,99700,97500,98800,▼200,－0.20%,97280,99915,96117,94487,89590,4454686
2009/11/10,98600,100500,97600,99000,▲2300,＋2.38%,96840,100500,95938,94597,156720,4458111
2009/11/09,97800,98800,96700,96700,▼300,－0.31%,95360,101000,95755,94709,60006,4462244
2009/11/06,97400,98400,96100,97000,▲2100,＋2.21%,94280,101515,95703,94837,85460,4462428
2009/11/05,97000,97500,94700,94900,▼1700,－1.76%,94520,101940,95655,94928,84947,4465536
2009/11/04,93500,96700,93500,96600,▲5000,＋5.46%,95260,102445,95583,95021,187300,4471789
2009/11/03,91500,93700,91300,91600,▲300,＋0.33%,95760,102485,95482,95070,142734,4478156
2009/11/02,95400,97400,91300,91300,▼6900,－7.03%,97540,102680,95492,95138,256969,4428620
2009/10/30,100000,100500,96800,98200,▼400,－0.41%,99880,103080,95492,95208,115022,4420381
2009/10/29,98500,99500,95900,98600,▼500,－0.50%,100540,103195,95315,95221,119709,4449225
2009/10/28,101000,103000,99100,99100,▼1400,－1.39%,100820,103415,95123,95262,218413,4437893
2009/10/27,102500,102500,99100,100500,▼2500,－2.43%,101200,103860,94983,95260,168184,4384042
2009/10/26,101000,105000,100500,103000,▲1500,＋1.48%,102500,104110,94743,95226,152416,4386500
2009/10/23,101500,103000,100000,101500,▲1500,＋1.50%,103400,103985,94445,95168,107758,4396887
2009/10/22,100000,102500,99500,100000,▼1000,－0.99%,104500,103710,94187,95123,135771,4399190
2009/10/21,105000,105500,100000,101000,▼6000,－5.61%,106300,103615,94002,95103,416927,4385051
2009/10/20,108000,110500,105500,107000,▼500,－0.47%,108200,103540,93822,95098,166384,4379643
2009/10/19,105500,108000,103000,107500,▲500,＋0.47%,108600,103165,93495,95048,216336,4382790
2009/10/16,109500,111500,104000,107000,▼2000,－1.83%,108500,102840,93165,95003,212856,4400051
2009/10/15,110500,112000,107500,109000,▼1500,－1.36%,108200,102475,92882,94927,185572,4389027
2009/10/14,109000,112500,107500,110500,▲1500,＋1.38%,107400,101975,92545,94864,196630,4378739
2009/10/13,106000,109500,104500,109000,▲2000,＋1.87%,104780,101125,92177,94770,173594,4379101
2009/10/12,107500,110500,103500,107000,▲1500,＋1.42%,102080,100270,91832,94693,184441,4381379
2009/10/09,106500,110000,105000,105500,▲500,＋0.48%,100540,99595,91447,94609,312455,4384777
2009/10/08,99000,105000,97100,105000,▲7600,＋7.80%,99540,98995,91092,94470,325386,4402716
2009/10/07,97000,100000,96500,97400,▲1900,＋1.99%,99140,98340,90717,94339,251781,4386966
2009/10/06,101000,102000,95000,95500,▼3800,－3.83%,101260,97760,90452,94265,239817,4393019
2009/10/05,98000,101500,96500,99300,▼1200,－1.19%,103260,97030,90315,94238,222927,4417703
2009/10/01,104000,104500,96500,100500,▼2500,－2.43%,103500,96215,90217,94123,322763,4422549
2009/09/30,107000,108500,101500,103000,▼5000,－4.63%,102600,95215,90125,93973,326363,4418785
2009/09/29,107500,111000,103500,108000,▲2500,＋2.37%,101620,94105,89998,93809,420242,4469620
2009/09/28,102000,109500,101500,105500,▲5000,＋4.98%,99920,92880,89778,93601,745162,4467931
2009/09/25,95500,101500,93600,100500,▲4500,＋4.69%,98720,91735,89538,93401,342878,4502695
2009/09/24,98600,99400,95200,96000,▼2100,－2.14%,98820,90990,89382,93192,225506,4511204
2009/09/23,100000,100500,95100,98100,▼1400,－1.41%,99560,90505,89265,93046,439692,4511078
2009/09/22,99500,101000,98400,99500,0.0,0.00%,99740,89975,89153,92901,204302,4529459
2009/09/21,99600,100000,97400,99500,▼1500,－1.49%,98540,89235,89065,92751,184376,4518489
2009/09/18,99100,102000,97100,101000,▲1300,＋1.30%,97020,88540,88965,92599,338126,4518686
2009/09/17,101000,102000,98600,99700,▲700,＋0.71%,95520,87720,88842,92412,391103,4440438
2009/09/16,94500,99000,94100,99000,▲5500,＋5.88%,94280,87095,88753,92229,528637,4387714
2009/09/15,92400,94700,92000,93500,▲1600,＋1.74%,92860,86460,88638,92035,274951,4304411
2009/09/14,92800,94200,90700,91900,▼1600,－1.71%,91320,86190,88605,91909,246777,4309075
2009/09/11,95000,95000,92200,93500,0.0,0.00%,89120,85995,88652,91808,330009,4309668
2009/09/10,93500,96500,93000,93500,▲1600,＋1.74%,87020,86000,88710,91705,800809,4256213
2009/09/09,88400,92300,88300,91900,▲6100,＋7.11%,84420,86030,88792,91587,1115842,4110248
2009/09/08,81300,85800,81300,85800,▲4900,＋6.06%,82200,85965,88900,91467,480692,4033331
2009/09/07,83500,84100,80900,80900,▼2100,－2.53%,81740,86200,89083,91383,235151,4013254
2009/09/04,81400,83000,80500,83000,▲2500,＋3.11%,82080,86765,89345,91315,212593,4032817
2009/09/03,81300,82500,79200,80500,▼300,－0.37%,82600,87180,89568,91229,360387,4031296
2009/09/02,82800,82800,80600,80800,▼2700,－3.23%,83760,87535,89812,91150,259910,4018089
2009/09/01,82900,83900,82400,83500,▲900,＋1.09%,85100,87850,90090,91061,189945,4002959
2009/08/31,85200,86500,82300,82600,▼3000,－3.50%,85340,88210,90280,90965,340299,3968087
2009/08/28,86600,86800,84700,85600,▼700,－0.81%,85940,88385,90465,90881,241941,3972757
2009/08/27,87500,87900,85700,86300,▼1200,－1.37%,85740,88360,90623,90765,211698,3966390
2009/08/26,85000,87500,85000,87500,▲2800,＋3.31%,85920,88345,90838,90620,342734,3980418
2009/08/25,85000,87200,84700,84700,▼900,－1.05%,85680,88415,91230,90458,197594,3975424
2009/08/24,85600,86300,84400,85600,▲1000,＋1.18%,86360,88690,91635,90318,209619,3962991
2009/08/21,87000,88300,84100,84600,▼2600,－2.98%,86840,88780,91975,90158,325211,3962071
2009/08/20,86200,87200,84100,87200,▲900,＋1.04%,88640,88935,92240,89978,278335,3942675
2009/08/19,88400,89000,86000,86300,▼1800,－2.04%,90020,89075,92553,89757,234169,3937504
2009/08/18,87200,89400,86600,88100,▲100,＋0.11%,90880,89200,92857,89558,253583,3922008
2009/08/17,92600,92900,88000,88000,▼5600,－5.98%,91360,89215,93255,89373,344264,3876282
2009/08/14,94800,95300,92800,93600,▼500,－0.53%,92200,89230,93663,89183,222064,3850958
2009/08/13,91000,94400,89500,94100,▲3500,＋3.86%,91740,88745,93970,88956,398413,3870331
2009/08/12,90400,92200,89500,90600,▲100,＋0.11%,90440,88250,94202,88732,203068,3867873
2009/08/11,91800,92600,90000,90500,▼1700,－1.84%,89740,87845,94458,88569,293998,3869324
2009/08/10,91900,93400,91300,92200,▲900,＋0.99%,89780,87395,94658,88423,245871,3863907
2009/08/07,87600,91400,87200,91300,▲3700,＋4.22%,88560,87150,94783,88263,472617,3870117
