[일시]LS,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2019/01/30,55800,56300,55100,55900,▲600,＋1.08%,56040,53250,53004,59206,106392,5511772
2019/01/29,56600,56600,54600,55300,▼2000,－3.49%,56020,52885,53008,59340,146620,5518771
2019/01/28,56200,57500,55900,57300,▲1200,＋2.14%,55940,52575,52933,59494,116192,5533774
2019/01/25,55300,56700,55100,56100,▲500,＋0.90%,55560,52135,52819,59642,79990,5550911
2019/01/24,55100,56700,55100,55600,▼200,－0.36%,55480,51743,52710,59791,86567,5547351
2019/01/23,54300,56100,54300,55800,▲900,＋1.64%,55300,51463,52628,59941,48699,5569233
2019/01/22,55500,56100,54700,54900,▼500,－0.90%,55000,51163,52578,60106,67786,5565530
2019/01/21,56400,56900,55400,55400,▼300,－0.54%,54820,50908,52562,60288,125270,5575937
2019/01/18,55300,56300,55100,55700,▲1000,＋1.83%,54100,50693,52572,60431,94156,5615810
2019/01/17,54100,55300,54100,54700,▲400,＋0.74%,53500,50513,52585,60569,83866,5642730
2019/01/16,54200,56100,54200,54300,▲300,＋0.56%,52980,50473,52625,60710,137361,5641664
2019/01/15,51500,54700,51500,54000,▲2200,＋4.25%,52580,50453,52700,60855,110636,5659707
2019/01/14,52600,53300,51600,51800,▼900,－1.71%,51470,50428,52815,61004,88560,5664465
2019/01/11,52100,53300,51700,52700,▲600,＋1.15%,50820,50423,52972,61168,83178,5664159
2019/01/10,51800,53200,51300,52100,▼200,－0.38%,49720,50348,53102,61323,89187,5693619
2019/01/09,48900,52800,48750,52300,▲3850,＋7.95%,48680,50358,53233,61493,214645,5710560
2019/01/08,48950,49450,48150,48450,▼100,－0.21%,47940,50418,53390,61654,47473,5706278
2019/01/07,47750,50700,47750,48550,▲1350,＋2.86%,48070,50655,53618,61855,116820,5722916
2019/01/04,46850,47450,46150,47200,▲300,＋0.64%,48060,50958,53888,62048,102351,5698431
2019/01/03,48050,48600,46900,46900,▼1700,－3.50%,48270,51388,54212,62230,129931,5699733
2019/01/02,49400,49950,48550,48600,▼500,－1.02%,48890,51878,54550,62462,56142,5708240
2018/12/28,48400,49850,48400,49100,▲600,＋1.24%,49130,52098,54875,62663,65316,5709734
2018/12/27,48500,48750,48000,48500,▲250,＋0.52%,49270,52333,55200,62868,75612,5706536
2018/12/26,49200,49650,48050,48250,▼1750,－3.50%,49790,52573,55548,63063,144143,5708124
2018/12/24,49800,50600,49450,50000,▲200,＋0.40%,50560,52815,55886,63257,49092,5718454
2018/12/21,49500,51200,49500,49800,0.0,0.00%,51340,52955,56228,63465,111699,5731814
2018/12/20,50700,50900,49350,49800,▼1300,－2.54%,52160,53080,56576,63672,125721,5738676
2018/12/19,52200,52400,50900,51100,▼1000,－1.92%,52900,53225,56923,63879,114158,5739925
2018/12/18,53300,53500,51600,52100,▼1800,－3.34%,53020,53345,57264,64083,110511,5773585
2018/12/17,54200,54900,53500,53900,0.0,0.00%,52840,53400,57549,64286,76333,5787172
2018/12/14,53500,54300,52700,53900,▲400,＋0.75%,52520,53455,57811,64465,70755,5810111
2018/12/13,51700,54200,51600,53500,▲1800,＋3.48%,52440,53480,58093,64631,122743,5823357
2018/12/12,51200,52700,51200,51700,▲500,＋0.98%,52380,53510,58379,64839,91592,5807657
2018/12/11,52600,53000,51100,51200,▼1100,－2.10%,52960,53615,58613,65068,74030,5807274
2018/12/10,52700,52900,51900,52300,▼1200,－2.24%,53880,53755,58864,65312,61957,5817948
2018/12/07,53500,54000,52600,53500,▲300,＋0.56%,54760,53815,59124,65576,48198,5828619
2018/12/06,54600,54800,53100,53200,▼1400,－2.56%,54660,53895,59363,65835,71275,5842956
2018/12/05,55000,55200,54100,54600,▼1200,－2.15%,54780,53970,59584,66115,107071,5865802
2018/12/04,56200,57700,55500,55800,▼900,－1.59%,54520,53900,59793,66379,131082,5910584
2018/12/03,53500,58600,53500,56700,▲3700,＋6.98%,53980,53955,59991,66595,205305,5958613
2018/11/30,54100,54300,52800,53000,▼800,－1.49%,53200,53885,60173,66821,119229,5975853
2018/11/29,54000,55800,53600,53800,▲500,＋0.94%,53060,54040,60409,67076,118639,5998439
2018/11/28,52900,53500,52700,53300,▲200,＋0.38%,52840,53890,60631,67323,47083,6016934
2018/11/27,53000,53600,52500,53100,▲300,＋0.57%,52880,53750,60884,67581,38340,6021830
2018/11/26,52300,53500,52300,52800,▲500,＋0.96%,52900,53573,61148,67851,56485,6026354
2018/11/23,52600,53000,52000,52300,▼400,－0.76%,53340,53468,61373,68147,46429,6029915
2018/11/22,53600,53900,52700,52700,▼800,－1.50%,53760,53493,61623,68430,38088,6029608
2018/11/21,52200,53900,52100,53500,▲300,＋0.56%,54040,53553,61868,68742,59420,6042370
2018/11/20,54400,55000,53000,53200,▼1800,－3.27%,54100,53678,62109,68993,94989,6041887
2018/11/19,54100,56100,54000,55000,▲600,＋1.10%,54260,53843,62383,69267,122647,6055251
2018/11/16,55000,55300,53500,54400,▲300,＋0.55%,53960,53948,62633,69534,86367,6065656
2018/11/15,53400,54500,52000,54100,▲300,＋0.56%,54100,54168,62878,69800,125035,6078090
2018/11/14,54200,54300,52900,53800,▼200,－0.37%,54220,54508,63131,70075,63692,6073029
2018/11/13,52500,54000,51700,54000,▲500,＋0.93%,54100,54878,63403,70355,108938,6064823
2018/11/12,55000,55100,53100,53500,▼1600,－2.90%,54680,55203,63643,70614,140675,6037965
2018/11/09,54400,56000,54100,55100,▲400,＋0.73%,55040,55528,63961,70890,67262,6002314
2018/11/08,54300,56700,53900,54700,▲1500,＋2.82%,55240,55858,64241,71147,158296,5996874
2018/11/07,56900,58100,52800,53200,▼3700,－6.50%,54460,56228,64524,71382,221918,5975489
2018/11/06,55600,58700,55600,56900,▲1600,＋2.89%,53920,56808,64843,71621,155596,5929661
2018/11/05,55500,56600,53700,55300,▼800,－1.43%,52450,57293,65116,71799,136943,5973194
2018/11/02,51200,56700,51200,56100,▲5300,＋10.43%,51530,57888,65408,72007,230683,6004192
2018/11/01,50800,52200,50700,50800,▲300,＋0.59%,50870,58488,65673,72215,118599,6046081
2018/10/31,49650,50900,48600,50500,▲950,＋1.92%,51490,59378,66056,72453,174733,6036693
2018/10/30,49950,52700,48150,49550,▼1150,－2.27%,52590,60323,66464,72700,262220,5983554
2018/10/29,53000,53400,50600,50700,▼2100,－3.98%,53980,61270,66872,72937,201298,5890821
2018/10/26,54300,54300,51900,52800,▼1100,－2.04%,55260,62260,67253,73133,164020,5832559
2018/10/25,55000,55600,52900,53900,▼2100,－3.75%,56460,63155,67633,73311,186893,5757806
2018/10/24,57000,57000,54700,56000,▼500,－0.88%,57860,63990,68013,73484,160133,5702745
2018/10/23,57200,57700,55400,56500,▼600,－1.05%,58900,64770,68290,73648,157216,5669729
2018/10/22,58500,58700,56800,57100,▼1700,－2.89%,59700,65405,68553,73804,217860,5608752
2018/10/19,60900,60900,58500,58800,▼2100,－3.45%,60280,66030,68795,73943,120555,5527430
2018/10/18,61200,62200,60500,60900,▼300,－0.49%,60860,66630,69010,74071,42317,5559991
2018/10/17,61400,62700,60800,61200,▲700,＋1.16%,61100,67120,69193,74160,60436,5559787
2018/10/16,59600,61200,59200,60500,▲500,＋0.83%,61820,67345,69365,74211,85531,5554183
2018/10/15,62000,62000,59400,60000,▼1700,－2.76%,63040,67635,69545,74261,152330,5528530
2018/10/12,63000,63000,61400,61700,▼400,－0.64%,64480,68030,69753,74323,62591,5491499
2018/10/11,62800,63900,60800,62100,▼2700,－4.17%,65760,68335,69918,74380,95766,5504196
2018/10/10,66600,66700,64000,64800,▼1800,－2.70%,67060,68555,70093,74436,89415,5517521
2018/10/08,67000,67500,66200,66600,▼600,－0.89%,67980,68670,70207,74455,56387,5549599
2018/10/05,67900,68400,67000,67200,▼900,－1.32%,68360,68725,70248,74455,71633,5558140
2018/10/04,69200,70700,67000,68100,▼500,－0.73%,69020,68745,70373,74459,92324,5549441
2018/10/02,68800,69700,68600,68600,▼800,－1.15%,69540,68700,70452,74458,68220,5561110
2018/10/01,68700,69400,67800,69400,▲900,＋1.31%,69940,68625,70535,74448,77967,5558159
2018/09/28,70100,71100,68200,68500,▼2000,－2.84%,70380,68580,70578,74459,129841,5568060
2018/09/27,70700,72400,70000,70500,▼200,－0.28%,70520,68600,70628,74484,93667,5580183
2018/09/21,71400,73000,70400,70700,▲100,＋0.14%,70340,68390,70703,74518,100082,5567076
2018/09/20,71600,71900,70400,70600,▼1000,－1.40%,70360,68220,70768,74542,103687,5577405
2018/09/19,69600,72800,69500,71600,▲2400,＋3.47%,70380,68060,70835,74573,162307,5585356
2018/09/18,69700,70000,68100,69200,▼400,－0.57%,69200,67880,70902,74602,61919,5609020
2018/09/17,71300,71400,69500,69600,▼1200,－1.69%,68620,67900,71023,74643,56164,5610887
2018/09/14,71300,72900,70600,70800,▲100,＋0.14%,68280,67920,71118,74670,137500,5609698
2018/09/13,66100,71400,66000,70700,▲5000,＋7.61%,67680,67835,71170,74708,240751,5653677
2018/09/12,66400,66700,65000,65700,▼600,－0.90%,66840,67765,71298,74740,114533,5612346
2018/09/11,68000,68100,66100,66300,▼1600,－2.36%,67120,67985,71523,74815,104405,5619887
2018/09/10,67200,68400,67200,67900,▲100,＋0.15%,67400,68090,71760,74880,49114,5641815
2018/09/07,67000,67900,66200,67800,▲1300,＋1.95%,67340,68325,72028,74923,74436,5651688
2018/09/06,67000,67700,66400,66500,▼600,－0.89%,67220,68530,72308,74976,80859,5661337
2018/09/05,67800,68100,67000,67100,▼600,－0.89%,67340,68790,72647,75039,56137,5674755
2018/09/04,67400,67800,66700,67700,▲100,＋0.15%,67620,69050,72965,75118,66070,5674399
2018/09/03,67200,68100,66800,67600,▲400,＋0.60%,67860,69330,73198,75205,63171,5680845
2018/08/31,67000,67400,66200,67200,▲100,＋0.15%,67600,69590,73470,75262,63899,5687452
2018/08/30,68500,68500,66900,67100,▼1400,－2.04%,67620,69830,73743,75356,75479,5679740
2018/08/29,68900,69600,67900,68500,▼400,－0.58%,67680,70165,74015,75425,63899,5689865
2018/08/28,67500,69200,66600,68900,▲2600,＋3.92%,67580,70490,74278,75456,113946,5703532
2018/08/27,67000,67300,66100,66300,▼1000,－1.49%,67720,70745,74555,75493,83676,5706428
2018/08/24,67300,67600,65700,67300,▼100,－0.15%,68460,71110,74922,75563,112125,5710177
2018/08/23,68100,68800,67000,67400,▼600,－0.88%,68820,71525,75238,75636,83539,5732297
2018/08/22,69600,70300,68000,68000,▼1600,－2.30%,69200,71990,75617,75720,114180,5744007
2018/08/21,70200,70300,69200,69600,▼400,－0.57%,69620,72220,75877,75805,49557,5775561
2018/08/20,69600,70300,68800,70000,▲900,＋1.30%,69380,72355,76152,75885,45869,5796974
2018/08/17,70000,70900,69100,69100,▼200,－0.29%,69900,72435,76435,75945,80448,5802385
2018/08/16,70100,70700,68500,69300,▼800,－1.14%,70460,72565,76722,76017,57303,5815932
2018/08/14,68900,70400,68400,70100,▲1700,＋2.49%,70940,72695,77020,76089,44900,5834792
2018/08/13,72300,72900,68200,68400,▼4200,－5.79%,71380,72765,77307,76171,88858,5832508
2018/08/10,72100,73000,71900,72600,▲700,＋0.97%,72360,72910,77585,76234,35728,5858918
2018/08/09,71200,72700,71200,71900,▲200,＋0.28%,72400,72905,77820,76228,37366,5855739
2018/08/08,72300,72700,71700,71700,▼600,－0.83%,72420,72890,78053,76223,26635,5859202
2018/08/07,72600,73300,71700,72300,▼1000,－1.36%,72840,72935,78240,76216,37104,5858848
2018/08/06,72200,73600,72200,73300,▲500,＋0.69%,73380,72900,78400,76218,45261,5856578
2018/08/03,71800,73400,71800,72800,▲800,＋1.11%,73520,72690,78482,76215,40440,5834988
2018/08/02,73800,74800,71800,72000,▼1800,－2.44%,73680,72785,78607,76234,57735,5821614
2018/08/01,75000,76300,73600,73800,▼1200,－1.60%,74400,72825,78758,76268,56549,5814395
2018/07/31,74000,75600,73800,75000,▲1000,＋1.35%,74980,72815,78850,76303,38269,5813039
2018/07/30,73200,76500,73200,74000,▲400,＋0.54%,74500,72665,78937,76343,76761,5821153
2018/07/27,76900,76900,72900,73600,▼2000,－2.65%,74160,72540,79002,76385,75956,5819952
2018/07/26,76900,79200,75500,75600,▼1100,－1.43%,73760,72610,79012,76460,118128,5821006
2018/07/25,72500,77300,72400,76700,▲4100,＋5.65%,72980,72560,78988,76519,151322,5838871
2018/07/24,72800,73500,70700,72600,▲300,＋0.41%,72020,72455,78955,76558,71972,5853069
2018/07/23,72300,72800,71600,72300,▲700,＋0.98%,71800,72605,79005,76640,57856,5859700
2018/07/20,71700,72300,71000,71600,▼100,－0.14%,71600,72815,79055,76707,48716,5856910
2018/07/19,71400,72500,71400,71700,▼200,－0.28%,71780,73000,79090,76775,34724,5842772
2018/07/18,71800,73000,71600,71900,▲400,＋0.56%,71760,73110,79132,76834,61299,5835942
2018/07/17,70800,72500,70700,71500,▲200,＋0.28%,71900,73435,79127,76893,48349,5820710
2018/07/16,72300,72700,70500,71300,▼1200,－1.66%,71920,73820,79057,76928,52380,5812357
2018/07/13,72300,73200,71700,72500,▲900,＋1.26%,71480,74280,78977,76956,37720,5798137
2018/07/12,72500,72600,70400,71600,▼1000,－1.38%,71920,74855,78893,76990,75643,5789373
2018/07/11,70500,72600,70500,72600,▲1000,＋1.40%,72160,75505,78842,77039,56406,5799942
2018/07/10,69800,72700,69800,71600,▲2500,＋3.62%,72360,76215,78778,77073,109245,5792426
2018/07/09,74000,74200,68600,69100,▼5600,－7.50%,72440,76945,78703,77103,209425,5755377
2018/07/06,72000,75000,72000,74700,▲1900,＋2.61%,72920,77575,78662,77180,85453,5736664
2018/07/05,73100,73800,71100,72800,▼800,－1.09%,72980,78035,78545,77188,48559,5743717
2018/07/04,70700,73800,70700,73600,▲1600,＋2.22%,73340,78575,78465,77208,53041,5759266
2018/07/03,71800,72600,70200,72000,▲500,＋0.70%,73540,79065,78362,77227,107125,5771267
2018/07/02,74100,74400,71000,71500,▼3500,－4.67%,74260,79680,78340,77245,103054,5783806
2018/06/29,74900,75300,72000,75000,▲400,＋0.54%,75260,80380,78340,77266,85619,5760156
2018/06/28,75300,75400,73400,74600,0.0,0.00%,75320,81045,78332,77253,60381,5775760
2018/06/27,75100,75800,73200,74600,▼1000,－1.32%,75180,81630,78315,77235,89142,5769603
2018/06/26,75100,76600,74400,75600,▼900,－1.18%,75940,82405,78310,77226,57945,5764196
2018/06/25,75400,77300,74100,76500,▲1200,＋1.59%,76660,82805,78302,77184,61923,5761814
2018/06/22,73500,75300,73500,75300,▲1400,＋1.89%,77460,83285,78263,77128,98097,5777821
2018/06/21,78600,78800,73300,73900,▼4500,－5.74%,79200,83870,78222,77091,290075,5774751
2018/06/20,78700,79900,77700,78400,▼800,－1.01%,81340,84490,78247,77068,98595,5701730
2018/06/19,80000,82100,78600,79200,▼1300,－1.61%,83020,84930,78182,76988,121394,5677277
2018/06/18,83500,84100,79400,80500,▼3500,－4.17%,84420,85335,78107,76888,123301,5647289
2018/06/15,84400,85000,81600,84000,▼600,－0.71%,84660,85565,78000,76785,145519,5607517
2018/06/14,85600,86300,84200,84600,▼2200,－2.53%,84640,85700,77818,76638,129130,5601327
2018/06/12,86200,88400,84100,86800,▲600,＋0.70%,84440,85765,77643,76506,147251,5587472
2018/06/11,82000,86500,82000,86200,▲4500,＋5.51%,83760,85570,77432,76335,145093,5629374
2018/06/08,83800,84300,81500,81700,▼2200,－2.62%,83380,85355,77272,76173,85649,5634623
2018/06/07,83700,85600,82900,83900,▲300,＋0.36%,84140,85180,77212,76051,98730,5619777
2018/06/05,83300,85300,82800,83600,▲200,＋0.24%,85020,85000,77053,75910,91469,5622164
2018/06/04,85500,85500,82700,83400,▼900,－1.07%,85560,84875,76968,75780,81188,5590340
2018/06/01,85900,86600,84300,84300,▼1200,－1.40%,86900,84670,76835,75676,85085,5551642
2018/05/31,87600,88000,85200,85500,▼2800,－3.17%,86760,84465,76633,75528,130187,5526941
2018/05/30,86100,88300,85400,88300,▲2000,＋2.32%,86880,84085,76430,75371,126397,5552277
2018/05/29,90100,90100,86200,86300,▼3800,－4.22%,86620,83380,76205,75191,126101,5549581
2018/05/28,87300,92000,86400,90100,▲6500,＋7.78%,86620,82775,76033,75030,213919,5572040
2018/05/25,81600,86500,81600,83600,▼2500,－2.90%,86040,82005,75823,74843,197159,5584405
2018/05/24,87300,88400,85300,86100,▼900,－1.03%,86780,81605,75733,74718,111933,5518173
2018/05/23,84600,87800,84600,87000,▲700,＋0.81%,86580,81065,75618,74583,126801,5486689
2018/05/21,86500,87700,85000,86300,▼900,－1.03%,86520,80400,75455,74438,91923,5443718
2018/05/18,87400,87900,85700,87200,▼100,－0.11%,86440,79795,75312,74304,98587,5442068
2018/05/17,85600,89000,85600,87300,▲2200,＋2.59%,85580,79015,75158,74167,160465,5445745
2018/05/16,85900,88100,84800,85100,▼1600,－1.85%,84500,78015,75035,74018,216868,5435660
2018/05/15,86100,88500,85500,86700,▲800,＋0.93%,83120,77085,74883,73903,138223,5418553
2018/05/14,83400,87900,83100,85900,▲3000,＋3.62%,81840,76125,74635,73788,227327,5447197
2018/05/11,82600,83300,80800,82900,▲1000,＋1.22%,80880,75255,74392,73680,103991,5466391
2018/05/10,78600,82300,78600,81900,▲3700,＋4.73%,80160,74550,74192,73610,159812,5476824
2018/05/09,80600,81000,77900,78200,▼2100,－2.62%,79820,73810,74035,73539,119740,5472610
2018/05/08,80000,81500,78400,80300,▼800,－0.99%,79760,73230,73948,73527,153697,5497528
2018/05/04,78200,81900,78200,81100,▲1800,＋2.27%,78540,72600,73862,73498,164442,5529705
2018/05/03,80300,80600,77700,79300,▼900,－1.12%,77160,71945,73778,73477,129029,5580593
2018/05/02,78100,81400,77400,80200,▲2300,＋2.95%,76240,71350,73755,73481,211260,5627393
2018/04/30,74600,80000,74600,77900,▲3700,＋4.99%,75320,70875,73750,73465,250729,5677785
2018/04/27,74100,75300,73900,74200,0.0,0.00%,74800,70555,73768,73468,68950,5719448
2018/04/26,73900,75700,73500,74200,▼500,－0.67%,74700,70570,73908,73497,132437,5729046
2018/04/25,75200,76300,73800,74700,▼900,－1.19%,74700,70540,74050,73539,115597,5737359
2018/04/24,75500,76700,73600,75600,▲300,＋0.40%,74080,70520,74162,73575,117559,5785152
2018/04/23,75500,79300,74300,75300,▲1600,＋2.17%,72420,70495,74275,73601,369209,5826761
2018/04/20,73500,75500,72700,73700,▼500,－0.67%,70660,70440,74358,73638,139552,5835762
2018/04/19,71100,75300,71100,74200,▲2600,＋3.63%,69420,70395,74460,73692,243184,5869983
2018/04/18,67700,71800,67300,71600,▲4300,＋6.39%,68280,70455,74537,73737,215129,5921065
2018/04/17,66900,68100,66300,67300,▲800,＋1.20%,67720,70600,74658,73811,69388,5927998
2018/04/16,67600,67900,65500,66500,▼1000,－1.48%,67680,70970,74800,73927,115786,5919919
2018/04/13,68200,68600,66800,67500,▼1000,－1.46%,67700,71350,74935,74065,106034,5902028
2018/04/12,69500,69500,68300,68500,▼300,－0.44%,67740,71630,75087,74198,49069,5891448
2018/04/11,67100,69100,66500,68800,▲1700,＋2.53%,67640,71910,75237,74336,103190,5898308
2018/04/10,66500,67400,64800,67100,▲500,＋0.75%,67360,72175,75367,74471,165317,5921138
2018/04/09,67500,67500,65800,66600,▼1100,－1.62%,68080,72650,75503,74582,120195,5900813
2018/04/06,68500,68500,66700,67700,▼300,－0.44%,69060,73225,75698,74685,83933,5893823
2018/04/05,68700,70200,67500,68000,▲600,＋0.89%,70420,73560,75832,74778,139922,5880388
2018/04/04,70900,71000,66600,67400,▼3300,－4.67%,71540,74085,75952,74858,178174,5859222
2018/04/03,71800,72700,70300,70700,▼800,－1.12%,72920,74485,76092,74944,91026,5819788
2018/04/02,75800,75800,71400,71500,▼3000,－4.03%,73800,74560,76150,75012,109216,5814717
2018/03/30,74400,74900,73600,74500,▲900,＋1.22%,74340,74650,76192,75078,44356,5838850
2018/03/29,74200,74700,73100,73600,▼700,－0.94%,74000,74665,76173,75101,43032,5848959
2018/03/28,74500,74900,73400,74300,▼800,－1.07%,74360,74785,76155,75147,41582,5854431
2018/03/27,74000,75600,73800,75100,▲900,＋1.21%,74400,74945,76142,75172,47630,5866288
2018/03/26,73100,74900,71600,74200,▲1400,＋1.92%,74320,75100,76067,75200,64930,5858137
2018/03/23,73700,74700,72800,72800,▼2600,－3.45%,74300,75350,75992,75252,79804,5879369
2018/03/22,75600,76100,74900,75400,▲900,＋1.21%,74360,75570,75960,75322,66054,5891553
2018/03/21,74200,75300,73400,74500,▼200,－0.27%,74100,75685,75888,75364,63871,5900043
2018/03/20,73200,75400,73200,74700,▲600,＋0.81%,74020,75860,75795,75426,57495,5920544
2018/03/19,73300,75100,73200,74100,▲1000,＋1.37%,74400,76120,75668,75482,71043,5953593
2018/03/16,73800,74400,72500,73100,▼1000,－1.35%,75200,76215,75570,75547,150549,5964070
2018/03/15,74200,74700,73100,74100,0.0,0.00%,75460,76150,75457,75637,105133,5945056
2018/03/14,76000,76300,73800,74100,▼2500,－3.26%,76340,76010,75368,75728,110328,5943495
2018/03/13,76700,77600,76200,76600,▼1500,－1.92%,76600,75850,75238,75801,95524,5964744
2018/03/12,75900,78300,74900,78100,▲3700,＋4.97%,75720,75645,75075,75862,125528,5968493
2018/03/09,78500,79900,73900,74400,▼4100,－5.22%,74760,75390,74890,75882,240013,5995566
2018/03/08,75900,79300,75900,78500,▲3100,＋4.11%,74840,75425,74767,75932,225427,6038278
2018/03/07,72300,77600,72300,75400,▲3200,＋4.43%,74340,75305,74592,75965,193827,6104457
2018/03/06,73900,74100,72200,72200,▼1100,－1.50%,74760,75430,74517,76023,103159,6154497
2018/03/05,73500,75600,73100,73300,▼1500,－2.01%,75960,75815,74423,76097,45796,6142569
2018/03/02,74900,75900,73500,74800,▼1200,－1.58%,77140,76100,74312,76190,81744,6146118
2018/02/28,77000,77700,75900,76000,▼1500,－1.94%,77620,76490,74177,76282,85624,6132090
2018/02/27,78400,79300,77500,77500,▼700,－0.90%,77960,76825,74027,76351,44156,6116375
2018/02/26,79300,80400,77800,78200,▼1000,－1.26%,78060,77020,73863,76406,50171,6114623
2018/02/23,78300,80100,77400,79200,▲2000,＋2.59%,78400,77230,73702,76465,96414,6113246
2018/02/22,76800,78200,76100,77200,▼500,－0.64%,77760,77285,73547,76493,64333,6127596
2018/02/21,78000,78900,76900,77700,▼300,－0.38%,76680,77415,73420,76542,54622,6130872
2018/02/20,79000,80200,77900,78000,▼1900,－2.38%,75400,77470,73297,76587,61002,6145935
2018/02/19,77300,80400,77000,79900,▲3900,＋5.13%,73980,77515,73175,76636,139251,6141632
2018/02/14,73000,77100,73000,76000,▲4200,＋5.85%,72500,77310,73000,76675,183632,6176294
2018/02/13,72000,73800,71600,71800,▲500,＋0.70%,71900,77240,72922,76768,116119,6217065
2018/02/12,71400,72000,70100,71300,▲400,＋0.56%,72560,77480,72942,76858,71392,6258808
2018/02/09,70100,71500,69800,70900,▼1600,－2.21%,73520,77790,72968,76962,116632,6275411
2018/02/08,73000,74600,71500,72500,▼500,－0.68%,74920,78075,73028,77086,113050,6262559
2018/02/07,75500,76800,73000,73000,▼2100,－2.80%,76400,78215,73043,77205,141289,6259073
2018/02/06,74400,76600,72900,75100,▼1000,－1.31%,77600,78480,73105,77331,156346,6297626
2018/02/05,76800,77700,75800,76100,▼1800,－2.31%,79100,78510,73135,77428,70680,6321926
2018/02/02,79400,80800,75600,77900,▼2000,－2.50%,80420,78465,73175,77520,265686,6297421
2018/02/01,79400,81100,79000,79900,▲900,＋1.14%,81120,78360,73207,77599,131982,6265014
2018/01/31,82900,82900,78500,79000,▼3600,－4.36%,81620,78075,73180,77635,302639,6258031
2018/01/30,82400,85400,82200,82600,▼100,－0.12%,81880,77825,73167,77668,222183,6321211
2018/01/29,81500,83900,81500,82700,▲1300,＋1.60%,81320,77365,73085,77683,103349,6406998
2018/01/26,82400,83500,80000,81400,▼1000,－1.21%,80540,76855,73028,77696,122686,6435758
2018/01/25,79800,83600,79800,82400,▲2100,＋2.62%,80040,76460,72988,77710,130985,6460464
2018/01/24,79600,80500,78700,80300,▲500,＋0.63%,78720,75870,72927,77721,77151,5948966
2018/01/23,78800,80400,78400,79800,▲1000,＋1.27%,77580,75340,72917,77755,80251,5956773
2018/01/22,77600,79700,77300,78800,▼100,－0.13%,76940,74895,72923,77786,100813,5967834
2018/01/19,75000,80100,74900,78900,▲3100,＋4.09%,76680,74510,72937,77810,155706,5999226
2018/01/18,74700,76600,74700,75800,▲1200,＋1.61%,76220,74010,72963,77834,95728,5991867
2018/01/17,76100,76400,74200,74600,▼2000,－2.61%,76120,73575,73053,77887,152270,6008043
2018/01/16,77400,78200,76300,76600,▼900,－1.16%,76860,73255,73195,77929,115202,5985355
2018/01/15,76500,78800,75900,77500,▲900,＋1.17%,76680,72740,73308,77957,110273,5991274
2018/01/12,75600,77600,75600,76600,▲1300,＋1.73%,76220,72305,73435,77958,125706,5995959
2018/01/11,79600,79600,74800,75300,▼3000,－3.83%,76060,71790,73575,77972,168246,6031239
2018/01/10,75700,79700,75700,78300,▲2600,＋3.43%,75840,71365,73660,77996,264641,6088802
2018/01/09,75200,77100,74500,75700,▲500,＋0.66%,74980,70800,73672,77982,131818,6119275
2018/01/08,75900,76200,73500,75200,▼600,－0.79%,74520,70365,73725,77998,145890,6111485
2018/01/05,74600,76900,74500,75800,▲1600,＋2.16%,73980,70005,73763,78011,213835,6136006
2018/01/04,74800,75200,73500,74200,▲200,＋0.27%,73520,69760,73797,78008,92542,6157606
2018/01/03,73000,75100,72200,74000,▲600,＋0.82%,72800,69380,73873,78014,133602,6182819
2018/01/02,72200,74400,72200,73400,▲900,＋1.24%,71940,69010,73963,78018,104915,6199178
2017/12/28,73500,74300,72500,72500,▼1000,－1.36%,71440,68675,74028,78033,76594,6232328
2017/12/27,69200,73700,69100,73500,▲2900,＋4.11%,71160,68400,74138,78056,219899,6250050
2017/12/26,69700,71800,69700,70600,▲900,＋1.29%,70240,68110,74202,78051,180461,6282517
2017/12/22,71500,71500,68700,69700,▼1200,－1.69%,69540,68005,74333,78058,138506,6292958
2017/12/21,71100,71800,70100,70900,▼200,－0.28%,69240,68015,74512,78072,123027,6324429
2017/12/20,69400,71900,68800,71100,▲2200,＋3.19%,68320,67950,74683,78068,190479,6366316
2017/12/19,67700,70000,67500,68900,▲1800,＋2.68%,67860,67910,74840,78067,129073,6419909
2017/12/18,68800,68800,67100,67100,▼1100,－1.61%,67340,68000,75057,78086,73565,6447397
2017/12/15,67300,68300,67000,68200,▲1900,＋2.87%,67280,68115,75295,78130,109799,6459735
2017/12/14,69500,70000,66300,66300,▼2500,－3.63%,67040,68270,75523,78157,193043,6496770
2017/12/13,66400,70500,66400,68800,▲2500,＋3.77%,67180,68605,75817,78201,234663,6535146
2017/12/12,67000,67700,65900,66300,▼500,－0.75%,67020,68810,76088,78248,128247,6558128
2017/12/11,66800,67700,66300,66800,▼200,－0.30%,67940,69220,76363,78327,117194,6585893
2017/12/08,67400,68500,66200,67000,0.0,0.00%,67900,69550,76648,78380,112286,6603527
2017/12/07,68000,68700,66700,67000,▼1000,－1.47%,67820,70035,76873,78442,80561,6619178
2017/12/06,70500,70500,68000,68000,▼2900,－4.09%,67760,70530,77097,78517,119747,6651762
2017/12/05,66500,71200,66500,70900,▲4300,＋6.46%,67560,71055,77338,78553,245867,6722253
2017/12/04,66300,67300,66100,66600,0.0,0.00%,66920,71500,77530,78578,86521,6773149
2017/12/01,67100,67500,65800,66600,▼100,－0.15%,67300,72085,77770,78638,132442,6782505
2017/11/30,67800,68400,66700,66700,▼300,－0.45%,67960,72665,78068,78690,156025,6800799
