[일시]대한제분,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1993/07/05,19745,19745,19745,19745,0.0,0.00%,19745,19886,20251,20020,0,N/A
1993/07/03,19745,19745,19745,19745,0.0,0.00%,19760,19879,20238,20022,0,N/A
1993/07/02,19745,19898,19745,19745,0.0,0.00%,19760,19886,20226,20029,1490,N/A
1993/07/01,19745,19745,19745,19745,0.0,0.00%,19760,19902,20214,20034,80,N/A
1993/06/30,19745,19745,19745,19745,▼77,－0.39%,19775,19921,20204,20033,0,N/A
1993/06/29,19286,19821,19286,19821,▲77,＋0.39%,19806,19940,20194,20025,200,N/A
1993/06/28,19745,19745,19745,19745,0.0,0.00%,19821,19955,20182,20017,120,N/A
1993/06/26,19745,19745,19745,19745,▼77,－0.39%,19852,19974,20172,20009,200,N/A
1993/06/25,19898,19898,19821,19821,▼77,－0.38%,20005,19993,20162,20002,120,N/A
1993/06/24,19898,19898,19898,19898,0.0,0.00%,20112,20013,20157,19999,0,N/A
1993/06/23,19898,19898,19898,19898,0.0,0.00%,20204,20028,20150,20002,0,N/A
1993/06/22,19745,19898,19745,19898,▼612,－2.99%,20326,20047,20144,19999,270,N/A
1993/06/21,20510,20510,20510,20510,▲153,＋0.75%,20372,20070,20138,20002,20,N/A
1993/06/19,20357,20357,20357,20357,0.0,0.00%,20189,20062,20121,20007,0,N/A
1993/06/18,20357,20357,20357,20357,▼153,－0.75%,19990,20062,20107,20013,0,N/A
1993/06/17,20510,20510,20510,20510,▲383,＋1.90%,19791,20062,20093,20018,20,N/A
1993/06/16,20127,20127,20127,20127,▲536,＋2.73%,19607,20055,20070,20023,0,N/A
1993/06/15,19592,19592,19592,19592,▲230,＋1.19%,19561,20066,20066,20036,260,N/A
1993/06/14,19362,19362,19362,19362,0.0,0.00%,19653,20104,20065,20051,130,N/A
1993/06/12,19515,19515,19362,19362,▼230,－1.17%,19806,20162,20061,20071,200,N/A
1993/06/11,19592,19592,19592,19592,▼306,－1.54%,19959,20219,20057,20085,1160,N/A
1993/06/10,19898,19898,19898,19898,▼153,－0.76%,20066,20269,20050,20094,0,N/A
1993/06/09,20051,20051,20051,20051,▼77,－0.38%,20112,20303,20037,20094,0,N/A
1993/06/08,20127,20127,20127,20127,0.0,0.00%,20127,20342,20023,20087,0,N/A
1993/06/07,20127,20127,20127,20127,0.0,0.00%,20143,20384,20006,20081,0,N/A
1993/06/05,20127,20127,20127,20127,0.0,0.00%,20158,20430,19990,20080,0,N/A
1993/06/04,20127,20127,20127,20127,0.0,0.00%,20189,20483,19973,20081,0,N/A
1993/06/03,20127,20127,20127,20127,▼77,－0.38%,20235,20537,19958,20088,0,N/A
1993/06/02,20204,20204,20204,20204,0.0,0.00%,20280,20590,19954,20103,0,N/A
1993/06/01,20204,20204,20204,20204,▼77,－0.38%,20311,20640,19949,20111,0,N/A
1993/05/31,20357,20357,20280,20280,▼77,－0.38%,20342,20690,19944,20119,180,N/A
1993/05/29,20357,20357,20357,20357,0.0,0.00%,20357,20736,19930,20120,10,N/A
1993/05/27,20357,20357,20357,20357,0.0,0.00%,20357,20778,19914,20115,0,N/A
1993/05/26,20357,20357,20357,20357,0.0,0.00%,20357,20820,19893,20103,0,N/A
1993/05/25,20357,20357,20357,20357,0.0,0.00%,20388,20862,19871,20084,0,N/A
1993/05/24,20357,20357,20357,20357,0.0,0.00%,20418,20866,19849,20064,0,N/A
1993/05/22,20357,20357,20357,20357,0.0,0.00%,20464,20870,19840,20043,0,N/A
1993/05/21,20357,20357,20357,20357,▼153,－0.75%,20510,20835,19831,20020,0,N/A
1993/05/20,20510,20510,20510,20510,0.0,0.00%,20602,20801,19835,19992,0,N/A
1993/05/19,20510,20510,20510,20510,▼77,－0.37%,20694,20724,19824,19960,0,N/A
1993/05/18,20587,20587,20587,20587,0.0,0.00%,20801,20648,19825,19929,0,N/A
1993/05/17,20587,20587,20587,20587,▼230,－1.10%,20923,20567,19833,19897,5500,N/A
1993/05/15,20816,20816,20816,20816,▼153,－0.73%,21046,20487,19828,19864,0,N/A
1993/05/14,20969,20969,20969,20969,▼77,－0.36%,21122,20399,19831,19830,5100,N/A
1993/05/13,21046,21046,21046,21046,▼153,－0.72%,21168,20307,19820,19792,0,N/A
1993/05/12,21199,21199,21199,21199,0.0,0.00%,21199,20212,19807,19753,0,N/A
1993/05/11,21199,21199,21199,21199,0.0,0.00%,21199,20108,19787,19713,0,N/A
1993/05/10,21199,21199,21199,21199,0.0,0.00%,21199,20005,19779,19673,0,N/A
1993/05/08,21199,21199,21199,21199,0.0,0.00%,21199,19902,19783,19638,0,N/A
1993/05/07,21199,21199,21199,21199,0.0,0.00%,21199,19817,19800,19607,0,N/A
1993/05/06,21199,21199,21199,21199,0.0,0.00%,21046,19733,19803,19576,0,N/A
1993/05/04,21199,21199,21199,21199,0.0,0.00%,20893,19649,19801,19539,0,N/A
1993/05/03,21199,21199,21199,21199,0.0,0.00%,20587,19565,19786,19503,0,N/A
1993/05/01,21199,21199,21199,21199,▲765,＋3.75%,20280,19481,19757,19471,10,N/A
1993/04/30,20434,20434,20434,20434,0.0,0.00%,19837,19397,19733,19438,0,N/A
1993/04/29,20434,20434,20434,20434,▲765,＋3.89%,19546,19351,19735,19412,0,N/A
1993/04/28,19668,19668,19668,19668,0.0,0.00%,19255,19286,19738,19384,0,N/A
1993/04/27,19668,19668,19668,19668,▲689,＋3.63%,19117,19297,19742,19360,0,N/A
1993/04/26,18979,18979,18979,18979,0.0,0.00%,18995,19289,19746,19337,0,N/A
1993/04/24,18979,18979,18979,18979,0.0,0.00%,19025,19297,19774,19319,0,N/A
1993/04/23,18979,18979,18979,18979,0.0,0.00%,19056,19305,19789,19307,50,N/A
1993/04/22,18979,18979,18979,18979,▼77,－0.40%,19087,19312,19805,19296,180,N/A
1993/04/21,19133,19133,19056,19056,▼77,－0.40%,19117,19320,19833,19284,100,N/A
1993/04/20,19133,19133,19133,19133,0.0,0.00%,19132,19328,19854,19272,0,N/A
1993/04/19,19133,19133,19133,19133,0.0,0.00%,19209,19328,19862,19259,250,N/A
1993/04/17,19133,19133,19133,19133,0.0,0.00%,19286,19328,19857,19247,0,N/A
1993/04/16,19133,19133,19133,19133,0.0,0.00%,19362,19328,19852,19234,70,N/A
1993/04/15,19133,19133,19133,19133,▼383,－1.96%,19439,19331,19847,19221,620,N/A
1993/04/14,19515,19515,19515,19515,0.0,0.00%,19515,19370,19842,19205,0,N/A
1993/04/13,19515,19515,19515,19515,0.0,0.00%,19515,19389,19842,19186,0,N/A
1993/04/12,19515,19515,19515,19515,0.0,0.00%,19515,19408,19854,19170,0,N/A
1993/04/10,19362,19515,19362,19515,0.0,0.00%,19439,19404,19854,19152,270,N/A
1993/04/09,19515,19515,19515,19515,0.0,0.00%,19515,19400,19867,19133,400,N/A
1993/04/08,19515,20280,19515,19515,0.0,0.00%,19515,19377,19893,19115,720,N/A
1993/04/07,19133,19515,18826,19515,▲383,＋2.00%,19439,19354,19918,19096,90,N/A
1993/04/06,19133,19133,19133,19133,▼765,－3.85%,19362,19331,19944,19078,0,N/A
1993/04/03,19898,19898,19898,19898,▲383,＋1.96%,19362,19366,19976,19066,10,N/A
1993/04/02,19515,19515,19515,19515,▲383,＋2.00%,19209,19362,20006,19047,310,N/A
1993/04/01,19133,19133,19133,19133,0.0,0.00%,19148,19416,20037,19032,0,N/A
1993/03/31,19133,19133,19133,19133,0.0,0.00%,19148,19450,20081,19025,200,N/A
1993/03/30,19133,19133,19133,19133,0.0,0.00%,19148,19523,20113,19019,90,N/A
1993/03/29,19974,19974,19133,19133,▼77,－0.40%,19148,19618,20139,19013,80,N/A
1993/03/27,19209,19209,19209,19209,▲77,＋0.40%,19163,19676,20152,19008,0,N/A
1993/03/26,19133,19133,19133,19133,0.0,0.00%,19301,19768,20150,18999,4000,N/A
1993/03/25,19133,19133,19133,19133,0.0,0.00%,19454,19825,20157,18998,0,N/A
1993/03/24,19133,19133,19133,19133,▼77,－0.40%,19607,19882,20169,18997,150,N/A
1993/03/23,19209,19209,19209,19209,▼689,－3.46%,19668,19925,20189,18995,150,N/A
1993/03/22,19898,19898,19898,19898,0.0,0.00%,19714,20001,20219,18994,0,N/A
1993/03/20,19898,19898,19898,19898,0.0,0.00%,19546,20078,20251,18993,0,N/A
1993/03/19,19898,19898,19898,19898,▲459,＋2.36%,19377,20192,20273,18993,470,N/A
1993/03/18,19439,19439,19439,19439,0.0,0.00%,19209,20269,20294,18992,0,N/A
1993/03/17,19133,19439,19133,19439,▲383,＋2.01%,19286,20349,20311,18995,150,N/A
1993/03/16,19056,19056,19056,19056,0.0,0.00%,19362,20391,20315,18999,0,N/A
1993/03/15,19056,19056,19056,19056,0.0,0.00%,19668,20414,20312,19005,90,N/A
1993/03/13,19056,19056,19056,19056,▼765,－3.86%,19821,20449,20297,19005,10,N/A
1993/03/12,19821,19821,19821,19821,0.0,0.00%,20127,20522,20279,19006,0,N/A
1993/03/11,19821,19821,19821,19821,▼765,－3.72%,20372,20564,20245,19000,10,N/A
1993/03/09,19133,20587,19133,20587,▲765,＋3.86%,20464,20567,20209,18994,60,N/A
1993/03/08,19821,19821,19821,19821,▼765,－3.72%,20556,20533,20148,18982,160,N/A
1993/03/06,20587,20587,20587,20587,▼459,－2.18%,20648,20575,20096,18976,0,N/A
1993/03/05,21046,21046,21046,21046,▲765,＋3.77%,20587,20541,20033,18964,10,N/A
1993/03/04,20280,20280,20280,20280,▼765,－3.64%,20372,20483,19960,18948,0,N/A
1993/03/03,20663,21046,20663,21046,▲765,＋3.77%,20464,20502,19900,18939,600,N/A
1993/03/02,20280,20280,20280,20280,0.0,0.00%,20541,20468,19828,18923,0,N/A
1993/02/27,20280,20280,20280,20280,▲306,＋1.53%,20923,20434,19764,18919,10,N/A
1993/02/26,20280,20280,19974,19974,▼765,－3.69%,21153,20361,19699,18916,220,N/A
1993/02/25,21122,21122,20663,20740,▼689,－3.21%,21367,20303,19639,18916,1090,N/A
1993/02/24,22194,22194,21428,21428,▼765,－3.45%,21275,20208,19566,18909,450,N/A
1993/02/23,21811,22194,21352,22194,▲765,＋3.57%,20893,20078,19493,18896,1150,N/A
1993/02/22,21811,21811,21428,21428,▲383,＋1.82%,20403,19944,19414,18877,500,N/A
1993/02/20,21046,21046,21046,21046,▲765,＋3.77%,20219,19886,19348,18858,190,N/A
1993/02/19,19515,20280,19515,20280,▲765,＋3.92%,20143,19810,19278,18842,260,N/A
1993/02/18,19515,19515,19515,19515,▼230,－1.16%,20066,19810,19221,18832,90,N/A
1993/02/17,19898,19898,19745,19745,▼765,－3.73%,20143,19886,19184,18829,40,N/A
1993/02/16,20587,20587,20510,20510,▼153,－0.74%,20326,19951,19143,18824,230,N/A
1993/02/15,19515,20663,19515,20663,▲765,＋3.85%,20204,19978,19090,18812,90,N/A
1993/02/13,19898,19898,19898,19898,0.0,0.00%,20051,19997,19029,18800,0,N/A
1993/02/12,19898,19898,19898,19898,▼765,－3.70%,20204,20089,18978,18793,10,N/A
1993/02/11,20663,20663,20663,20663,▲765,＋3.85%,20296,20162,18927,18787,10,N/A
1993/02/10,19898,19898,19898,19898,0.0,0.00%,20081,20219,18863,18774,0,N/A
1993/02/09,19898,19898,19898,19898,▼765,－3.70%,19867,20277,18825,18774,20,N/A
1993/02/08,20357,20663,20357,20663,▲306,＋1.50%,19653,20315,18787,18780,120,N/A
1993/02/06,20357,20357,20357,20357,▲765,＋3.91%,19286,20277,18736,18780,430,N/A
1993/02/05,19592,19592,19592,19592,▲765,＋4.07%,18979,20215,18690,18789,10,N/A
1993/02/04,18826,18826,18826,18826,0.0,0.00%,18964,20212,18657,18808,0,N/A
1993/02/03,18826,18826,18826,18826,0.0,0.00%,19255,20265,18636,18834,0,N/A
1993/02/02,18826,18826,18826,18826,0.0,0.00%,19393,20338,18616,18862,0,N/A
1993/02/01,19133,19133,18750,18826,▼689,－3.53%,19684,20449,18596,18886,250,N/A
1993/01/30,20893,20893,19515,19515,▼765,－3.77%,20127,20598,18569,18904,110,N/A
1993/01/29,20280,20280,20280,20280,▲765,＋3.92%,20434,20682,18530,18910,10,N/A
1993/01/28,19515,19515,19515,19515,▼765,－3.77%,20587,20728,18486,18903,290,N/A
1993/01/27,20280,20280,20280,20280,▼765,－3.64%,20893,20774,18449,18896,0,N/A
1993/01/26,21046,21046,21046,21046,0.0,0.00%,21184,20743,18399,18883,500,N/A
1993/01/25,21046,21046,21046,21046,0.0,0.00%,21245,20636,18337,18861,0,N/A
1993/01/21,21046,21046,21046,21046,0.0,0.00%,21398,20491,18274,18835,30,N/A
1993/01/20,21046,21046,21046,21046,▼689,－3.17%,21398,20338,18212,18802,200,N/A
1993/01/19,21811,21811,21735,21735,▲383,＋1.79%,21321,20173,18155,18763,2210,N/A
1993/01/18,21352,21352,21352,21352,▼459,－2.11%,20954,19971,18088,18712,0,N/A
1993/01/16,21811,21811,21811,21811,▲765,＋3.64%,20510,19749,18027,18666,4880,N/A
1993/01/15,20280,21046,20280,21046,▲383,＋1.85%,20051,19492,17969,18617,330,N/A
1993/01/14,20663,20663,20663,20663,▲765,＋3.85%,19821,19282,17925,18573,100,N/A
1993/01/13,19133,19898,19133,19898,▲765,＋4.00%,19745,19083,17886,18533,280,N/A
1993/01/12,18826,19133,18826,19133,▼383,－1.96%,19974,18922,17863,18500,270,N/A
1993/01/11,19209,19515,19209,19515,▼383,－1.92%,20510,18800,17848,18474,470,N/A
1993/01/09,19898,19898,19898,19898,▼383,－1.89%,20847,18647,17839,18449,100,N/A
1993/01/08,20280,20280,20280,20280,▼765,－3.64%,21107,18471,17824,18414,0,N/A
1993/01/07,21428,21428,21046,21046,▼765,－3.51%,21138,18275,17802,18375,130,N/A
1993/01/06,21811,21811,21811,21811,▲612,＋2.89%,20862,18042,17769,18328,90,N/A
1993/01/05,21199,21199,21199,21199,0.0,0.00%,20280,17805,17736,18276,200,N/A
1993/01/04,21199,21199,19668,21199,▲765,＋3.75%,19668,17617,17713,18236,220,N/A
1992/12/28,20434,20434,20434,20434,▲765,＋3.89%,19025,17430,17690,18196,190,N/A
1992/12/26,19286,19668,19286,19668,▲765,＋4.05%,18490,17250,17680,18168,3070,N/A
1992/12/24,18291,18903,18291,18903,▲765,＋4.22%,18092,17108,17682,18147,5220,N/A
1992/12/23,18291,18291,18138,18138,▲153,＋0.85%,17694,17028,17698,18133,240,N/A
1992/12/22,17755,17985,17755,17985,▲230,＋1.29%,17403,16986,17713,18124,260,N/A
1992/12/21,17755,17755,17755,17755,▲77,＋0.43%,17173,16955,17732,18117,140,N/A
1992/12/19,17678,17678,17678,17678,▲765,＋4.52%,16959,16917,17755,18112,60,N/A
1992/12/17,16837,16913,16837,16913,▲230,＋1.38%,16760,16875,17779,18114,130,N/A
1992/12/16,16837,16837,16684,16684,▼153,－0.91%,16714,16871,17816,18122,420,N/A
1992/12/15,16837,16837,16837,16837,▲153,＋0.92%,16668,16879,17857,18126,220,N/A
1992/12/14,16684,16684,16684,16684,0.0,0.00%,16576,16917,17895,18135,0,N/A
1992/12/12,16684,16684,16684,16684,0.0,0.00%,16515,16963,17936,18145,0,N/A
1992/12/11,16684,16684,16684,16684,▲230,＋1.40%,16454,17009,17977,18155,0,N/A
1992/12/10,16454,16454,16454,16454,▲77,＋0.47%,16530,17055,18018,18166,20,N/A
1992/12/09,16377,16377,16377,16377,0.0,0.00%,16729,17112,18075,18178,100,N/A
1992/12/08,16377,16377,16377,16377,0.0,0.00%,16944,17173,18134,18191,0,N/A
1992/12/07,16377,16377,16377,16377,▼689,－4.04%,17036,17235,18192,18203,70,N/A
1992/12/05,17066,17066,17066,17066,▼383,－2.19%,17127,17296,18251,18222,20,N/A
1992/12/04,17372,17449,17372,17449,0.0,0.00%,17173,17303,18298,18236,90,N/A
1992/12/03,16837,17449,16837,17449,▲612,＋3.64%,17143,17292,18339,18246,150,N/A
1992/12/02,16837,16837,16837,16837,0.0,0.00%,17127,17300,18367,18256,480,N/A
1992/12/01,16837,16837,16837,16837,▼459,－2.65%,17158,17323,18405,18272,60,N/A
1992/11/30,17296,17296,17296,17296,0.0,0.00%,17158,17346,18444,18293,0,N/A
1992/11/28,17296,17296,17296,17296,▼77,－0.44%,17066,17346,18474,18311,0,N/A
1992/11/27,17372,17372,17372,17372,▲383,＋2.25%,16974,17346,18505,18329,10,N/A
1992/11/26,16990,16990,16990,16990,▲153,＋0.91%,17020,17342,18534,18347,50,N/A
1992/11/25,16837,16837,16837,16837,0.0,0.00%,17143,17376,18570,18368,140,N/A
1992/11/24,16837,16837,16837,16837,0.0,0.00%,17296,17418,18608,18400,1180,N/A
1992/11/23,16837,16837,16837,16837,▼765,－4.35%,17449,17460,18647,18433,20,N/A
1992/11/21,17602,17602,17602,17602,0.0,0.00%,17602,17537,18685,18465,0,N/A
1992/11/20,17602,17602,17602,17602,0.0,0.00%,17602,17575,18723,18492,0,N/A
1992/11/19,17602,17602,17602,17602,0.0,0.00%,17602,17613,18774,18518,0,N/A
1992/11/18,17602,17602,17602,17602,0.0,0.00%,17602,17659,18825,18546,0,N/A
1992/11/17,17602,17602,17602,17602,0.0,0.00%,17525,17690,18889,18568,0,N/A
1992/11/16,17602,17602,17602,17602,0.0,0.00%,17449,17759,18959,18584,0,N/A
1992/11/14,17602,17602,17602,17602,0.0,0.00%,17449,17828,19032,18606,0,N/A
1992/11/13,17296,17678,17296,17602,▲383,＋2.22%,17388,17897,19108,18634,410,N/A
1992/11/12,17219,17219,17219,17219,0.0,0.00%,17326,17969,19177,18655,0,N/A
1992/11/11,17219,17219,17219,17219,▼383,－2.17%,17342,18099,19240,18687,100,N/A
1992/11/10,17602,17602,17602,17602,▲306,＋1.77%,17357,18229,19289,18724,40,N/A
1992/11/09,17296,17296,17296,17296,0.0,0.00%,17296,18340,19320,18765,300,N/A
1992/11/07,17296,17296,17296,17296,0.0,0.00%,17372,18467,19343,18817,0,N/A
1992/11/06,17296,17296,17296,17296,0.0,0.00%,17449,18593,19367,18877,0,N/A
1992/11/05,17296,17296,17296,17296,0.0,0.00%,17525,18719,19385,18939,0,N/A
1992/11/04,17296,17296,17296,17296,▼383,－2.16%,17740,18807,19395,19010,200,N/A
1992/11/03,17678,17678,17678,17678,0.0,0.00%,17954,18899,19393,19073,300,N/A
1992/11/02,17678,17678,17678,17678,0.0,0.00%,18092,18972,19371,19140,0,N/A
1992/10/31,18367,18367,17678,17678,▼689,－3.75%,18260,19044,19337,19216,390,N/A
1992/10/30,18367,18367,18367,18367,0.0,0.00%,18367,19117,19306,19286,230,N/A
1992/10/29,18367,18367,18367,18367,0.0,0.00%,18490,19155,19264,19342,100,N/A
1992/10/28,18367,18367,18367,18367,▼153,－0.83%,18612,19194,19222,19398,120,N/A
1992/10/27,18520,18520,18520,18520,▲306,＋1.68%,18735,19232,19180,19463,100,N/A
1992/10/26,18214,18214,18214,18214,▼765,－4.03%,18842,19263,19136,19528,20,N/A
1992/10/24,18979,18979,18979,18979,0.0,0.00%,19163,19309,19101,19596,0,N/A
1992/10/23,18979,18979,18979,18979,0.0,0.00%,19331,19354,19059,19657,0,N/A
1992/10/22,18979,18979,18979,18979,▼77,－0.40%,19500,19400,19004,19726,0,N/A
1992/10/21,19056,19056,19056,19056,▼765,－3.86%,19668,19446,18949,19804,50,N/A
1992/10/20,19821,19821,19821,19821,0.0,0.00%,19821,19488,18886,19881,0,N/A
1992/10/19,19821,19821,19821,19821,0.0,0.00%,19821,19492,18816,19952,0,N/A
1992/10/17,19821,19821,19821,19821,0.0,0.00%,19668,19496,18759,20023,20,N/A
1992/10/16,19821,19821,19821,19821,0.0,0.00%,19530,19462,18701,20095,0,N/A
1992/10/15,19821,19821,19821,19821,0.0,0.00%,19393,19427,18657,20175,20,N/A
1992/10/14,19056,19821,19056,19821,▲765,＋4.02%,19255,19393,18612,20258,710,N/A
1992/10/13,19056,19056,19056,19056,▼77,－0.40%,19117,19358,18567,20347,800,N/A
1992/10/12,19133,19133,19133,19133,0.0,0.00%,19132,19362,18536,20444,0,N/A
1992/10/10,19133,19133,19133,19133,0.0,0.00%,19132,19362,18502,20540,0,N/A
1992/10/09,19133,19133,19133,19133,0.0,0.00%,19132,19362,18469,20637,0,N/A
1992/10/08,19133,19133,19133,19133,0.0,0.00%,19132,19362,18449,20734,0,N/A
1992/10/07,19133,19133,19133,19133,0.0,0.00%,19132,19362,18428,20831,0,N/A
1992/10/06,19133,19133,19133,19133,0.0,0.00%,19286,19362,18395,20928,0,N/A
1992/10/05,19133,19133,19133,19133,0.0,0.00%,19439,19400,18375,21029,30,N/A
1992/10/02,19133,19133,19133,19133,0.0,0.00%,19592,19477,18354,21132,0,N/A
1992/10/01,19133,19133,19133,19133,▼765,－3.85%,19745,19553,18334,21231,0,N/A
1992/09/30,19898,19898,19898,19898,0.0,0.00%,19898,19668,18314,21339,0,N/A
1992/09/29,19898,19898,19898,19898,0.0,0.00%,19898,19764,18280,21432,0,N/A
1992/09/28,19898,19898,19898,19898,0.0,0.00%,19745,19867,18247,21516,0,N/A
1992/09/26,19898,19898,19898,19898,0.0,0.00%,19592,19982,18214,21602,0,N/A
1992/09/25,19898,19898,19898,19898,0.0,0.00%,19439,20074,18194,21688,0,N/A
1992/09/24,19898,19898,19898,19898,▲765,＋4.00%,19286,20127,18173,21774,10,N/A
1992/09/23,19133,19133,19133,19133,0.0,0.00%,19132,20143,18153,21860,0,N/A
1992/09/22,19133,19133,19133,19133,0.0,0.00%,19132,20158,18145,21949,0,N/A
1992/09/21,19133,19133,19133,19133,0.0,0.00%,19132,20135,18138,22038,670,N/A
1992/09/19,19133,19133,19133,19133,0.0,0.00%,19132,20116,18143,22127,0,N/A
1992/09/18,19133,19133,19133,19133,0.0,0.00%,19132,20078,18148,22217,0,N/A
1992/09/17,19133,19133,19133,19133,0.0,0.00%,19132,20016,18153,22303,150,N/A
1992/09/16,19133,19133,19133,19133,0.0,0.00%,19286,19917,18159,22389,800,N/A
1992/09/15,19133,19133,19133,19133,0.0,0.00%,19592,19779,18166,22476,40,N/A
1992/09/14,19133,19133,19133,19133,0.0,0.00%,19898,19603,18192,22569,0,N/A
1992/09/09,19133,19133,19133,19133,▼765,－3.85%,20357,19439,18219,22658,0,N/A
1992/09/08,19898,19898,19898,19898,▼765,－3.70%,20893,19274,18246,22757,180,N/A
1992/09/07,20663,20663,20663,20663,0.0,0.00%,21306,19071,18260,22850,20,N/A
1992/09/05,20663,20663,20663,20663,▼765,－3.57%,21612,18830,18261,22937,0,N/A
1992/09/04,21428,21428,21428,21428,▼383,－1.75%,21826,18593,18266,23023,100,N/A
1992/09/03,21811,21811,21811,21811,▼153,－0.70%,21735,18325,18247,23095,300,N/A
1992/09/02,21428,21964,21428,21964,▼230,－1.03%,21413,18057,18209,23156,890,N/A
1992/09/01,22500,22500,22194,22194,▲459,＋2.11%,20908,17743,18180,23222,350,N/A
1992/08/31,21735,21735,21735,21735,▲765,＋3.65%,20204,17418,18159,23294,150,N/A
1992/08/29,20587,20969,20587,20969,▲765,＋3.79%,19607,17097,18134,23379,990,N/A
1992/08/28,19821,20204,19821,20204,▲765,＋3.94%,19087,16829,18134,23481,780,N/A
1992/08/27,18673,19439,18673,19439,▲765,＋4.10%,18627,16638,18159,23600,660,N/A
1992/08/26,18673,18673,18673,18673,▼77,－0.41%,18168,16485,18210,23734,300,N/A
1992/08/25,18750,18750,18750,18750,▲383,＋2.08%,17709,16408,18291,23884,90,N/A
1992/08/24,18673,18673,18367,18367,▲459,＋2.56%,17081,16328,18386,24043,280,N/A
1992/08/22,17908,17908,17908,17908,▲765,＋4.46%,16576,16266,18493,24195,120,N/A
1992/08/21,17143,17143,17143,17143,▲765,＋4.67%,16163,16228,18625,24341,10,N/A
1992/08/20,16377,16377,15612,16377,▲765,＋4.90%,15903,16228,18752,24485,1160,N/A
1992/08/19,15842,15842,15612,15612,▼230,－1.45%,15796,16266,18909,24629,560,N/A
1992/08/18,15842,16607,15842,15842,0.0,0.00%,15857,16381,19096,24779,270,N/A
1992/08/17,15842,15842,15842,15842,0.0,0.00%,15903,16485,19266,24918,250,N/A
1992/08/14,15842,15842,15842,15842,0.0,0.00%,16025,16550,19421,25046,0,N/A
1992/08/13,15842,15842,15842,15842,▼77,－0.48%,15995,16653,19575,25166,150,N/A
1992/08/12,16301,16301,15842,15918,▼153,－0.95%,15964,16756,19746,25277,860,N/A
1992/08/11,16071,16071,15765,16071,▼383,－2.33%,15842,16856,19919,25380,1380,N/A
1992/08/10,16454,16454,16454,16454,▲765,＋4.88%,15750,16948,20090,25473,10,N/A
1992/08/08,15689,15689,15689,15689,0.0,0.00%,15735,17020,20255,25555,100,N/A
1992/08/07,15689,15689,15689,15689,▲383,＋2.50%,15872,17131,20449,25634,500,N/A
1992/08/06,15306,15306,15306,15306,▼306,－1.96%,16163,17242,20659,25714,20,N/A
1992/08/05,15612,15612,15612,15612,▼765,－4.67%,16530,17411,20876,25803,500,N/A
1992/08/04,16377,16377,15612,16377,0.0,0.00%,16837,17564,21088,25884,110,N/A
1992/08/03,16377,16377,16377,16377,▼765,－4.46%,16990,17678,21287,25964,10,N/A
1992/08/01,17143,17143,17143,17143,0.0,0.00%,17143,17793,21488,26044,0,N/A
1992/07/31,17143,17143,17143,17143,0.0,0.00%,17143,17870,21694,26118,0,N/A
1992/07/30,17143,17143,17143,17143,0.0,0.00%,17296,17985,21904,26197,0,N/A
1992/07/29,17143,17143,17143,17143,0.0,0.00%,17449,18099,22127,26275,0,N/A
1992/07/28,17143,17143,17143,17143,0.0,0.00%,17449,18214,22352,26362,60,N/A
1992/07/27,17143,17143,17143,17143,▼765,－4.27%,17602,18333,22578,26449,0,N/A
1992/07/25,17908,17908,17908,17908,0.0,0.00%,17755,18451,22805,26536,0,N/A
1992/07/24,17143,17908,17143,17908,▲765,＋4.46%,17755,18593,23019,26616,210,N/A
1992/07/23,18367,18367,17143,17143,▼765,－4.27%,17755,18735,23233,26697,30,N/A
1992/07/22,17908,17908,17143,17908,0.0,0.00%,17908,18914,23460,26777,380,N/A
1992/07/21,17908,17908,17908,17908,0.0,0.00%,17908,19056,23682,26842,60,N/A
1992/07/20,17908,17908,17908,17908,0.0,0.00%,17908,19198,23911,26899,0,N/A
1992/07/18,17908,17908,17908,17908,0.0,0.00%,18061,19351,24127,26947,0,N/A
1992/07/16,17908,17908,17908,17908,0.0,0.00%,18214,19469,24365,27004,0,N/A
1992/07/15,17908,17908,17908,17908,0.0,0.00%,18367,19550,24583,27069,0,N/A
1992/07/14,18979,18979,17908,17908,▼765,－4.10%,18520,19664,24784,27139,120,N/A
1992/07/13,18673,18673,18673,18673,0.0,0.00%,18673,19817,24990,27218,0,N/A
1992/07/11,18673,18673,18673,18673,0.0,0.00%,18826,19894,25182,27291,0,N/A
1992/07/10,18673,18673,18673,18673,0.0,0.00%,18979,20009,25375,27370,0,N/A
1992/07/09,18673,18673,18673,18673,0.0,0.00%,19132,20162,25567,27444,0,N/A
1992/07/08,18673,18673,18673,18673,▼765,－3.94%,19301,20353,25752,27523,10,N/A
1992/07/07,19439,19439,19439,19439,0.0,0.00%,19469,20594,25939,27603,0,N/A
1992/07/06,19439,19439,19439,19439,0.0,0.00%,19729,20847,26112,27680,0,N/A
1992/07/04,19439,19439,19439,19439,▼77,－0.39%,19990,21115,26286,27761,0,N/A
1992/07/03,19515,19515,19515,19515,0.0,0.00%,20250,21432,26454,27841,100,N/A
1992/07/02,19515,19515,19515,19515,▼1224,－5.90%,20495,21696,26620,27921,100,N/A
1992/07/01,20740,20740,20740,20740,0.0,0.00%,20740,22010,26785,28000,0,N/A
1992/06/30,20740,20740,20740,20740,0.0,0.00%,20786,22312,26946,28076,0,N/A
