[일시]대한제분,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2019/01/30,183000,187000,182500,183500,▲1000,＋0.55%,181700,182450,180567,179375,3255,243781
2019/01/29,181500,182500,179500,182500,▲1000,＋0.55%,181600,182125,180375,179342,2684,242962
2019/01/28,182000,182500,179500,181500,0.0,0.00%,181800,181800,180167,179325,710,241605
2019/01/25,180500,182500,180000,181500,▲2000,＋1.11%,182300,181500,179975,179296,1132,241605
2019/01/24,183500,184500,179500,179500,▼3500,－1.91%,182600,181075,179783,179258,716,240752
2019/01/23,182500,184000,179000,183000,▼500,－0.27%,183500,181100,179575,179229,4703,240580
2019/01/22,184000,184500,181500,183500,▼500,－0.27%,184000,181350,179425,179183,721,236858
2019/01/21,185000,185000,181000,184000,▲1000,＋0.55%,184300,181375,179317,179100,414,236805
2019/01/18,185000,185000,181500,183000,▼1000,－0.54%,184300,181375,179225,179008,401,236718
2019/01/17,186000,186500,181500,184000,▼1500,－0.81%,184200,181425,179158,178908,1083,236689
2019/01/16,187000,187000,182500,185500,▲500,＋0.27%,183200,181425,179108,178833,504,236586
2019/01/15,186000,186500,182500,185000,▲1000,＋0.54%,182400,181350,179017,178738,2266,236464
2019/01/14,181500,186000,181000,184000,▲1500,＋0.82%,181700,181200,178925,178667,2968,234866
2019/01/11,179000,183000,179000,182500,▲3500,＋1.96%,181800,180950,178867,178600,529,232126
2019/01/10,184500,184500,179000,179000,▼2500,－1.38%,181500,180800,178825,178575,688,231676
2019/01/09,180500,184500,180000,181500,0.0,0.00%,181400,181000,178842,178575,776,231280
2019/01/08,187000,187500,180000,181500,▼3000,－1.63%,180500,181225,178858,178583,859,230463
2019/01/07,180500,185500,180000,184500,▲3500,＋1.93%,179400,181450,178858,178567,466,230188
2019/01/04,176500,185000,176000,181000,▲2500,＋1.40%,177600,181550,178842,178542,784,229994
2019/01/03,177000,178500,175000,178500,▲1500,＋0.85%,176000,181825,178858,178550,788,229892
2019/01/02,176000,178500,175000,177000,▲1000,＋0.57%,176300,182200,178875,178588,578,229430
2018/12/28,175500,176000,174000,176000,▲500,＋0.28%,178500,182650,178917,178579,134,229072
2018/12/27,174000,176000,173500,175500,▲2500,＋1.45%,180100,183125,178983,178600,490,229012
2018/12/26,178500,180000,172500,173000,▼7000,－3.89%,181800,183525,179067,178633,1607,228920
2018/12/24,184000,190000,180000,180000,▼8000,－4.26%,184000,184000,179217,178675,1238,228884
2018/12/21,184000,188000,182500,188000,▲4000,＋2.17%,184800,184075,179217,178713,1308,228631
2018/12/20,183500,184500,183000,184000,0.0,0.00%,184000,183675,179033,178667,1350,227916
2018/12/19,181500,185000,181500,184000,0.0,0.00%,183600,183500,178950,178650,898,228065
2018/12/18,181000,186000,181000,184000,0.0,0.00%,182600,183300,178858,178658,867,227656
2018/12/17,180500,184000,180500,184000,0.0,0.00%,181700,183050,178767,178688,966,227569
2018/12/14,183500,184500,182000,184000,▲2000,＋1.10%,181500,182750,178650,178679,1156,227509
2018/12/13,179000,182000,177000,182000,▲3000,＋1.68%,181900,182425,178533,178708,1023,227397
2018/12/12,180000,180000,176500,179000,▼500,－0.28%,182700,182100,178417,178788,1052,227355
2018/12/11,183000,184000,178500,179500,▼3500,－1.91%,184200,181775,178342,178896,3380,227324
2018/12/10,186000,186000,183000,183000,▼3000,－1.61%,185600,181400,178317,179004,981,227353
2018/12/07,185000,186500,185000,186000,0.0,0.00%,186200,180875,178242,179104,1031,227511
2018/12/06,187000,187000,185000,186000,▼500,－0.27%,186200,180075,178092,179200,1462,227306
2018/12/05,186500,187000,185000,186500,0.0,0.00%,186100,179525,177925,179308,1927,227405
2018/12/04,186000,187000,184000,186500,▲500,＋0.27%,185500,178700,177742,179413,2454,226907
2018/12/03,187000,193000,185000,186000,0.0,0.00%,184700,177850,177550,179517,1760,226278
2018/11/30,186000,186500,183000,186000,▲500,＋0.27%,183800,177050,177433,179625,1378,226628
2018/11/29,181500,185500,181500,185500,▲2000,＋1.09%,182600,176350,177292,179713,1525,226493
2018/11/28,183000,183500,180500,183500,▲1000,＋0.55%,181600,175575,177175,179825,641,226367
2018/11/27,182500,183000,180000,182500,▲1000,＋0.55%,180900,174900,177075,179925,750,226336
2018/11/26,179000,183500,178500,181500,▲1500,＋0.83%,180200,174275,176975,179988,594,226308
2018/11/23,181000,182500,177500,180000,▼500,－0.28%,179500,173550,176875,180096,545,226306
2018/11/22,180000,180500,177500,180500,▲500,＋0.28%,179000,173250,176808,180217,638,226313
2018/11/21,179000,180500,177000,180000,▲1000,＋0.56%,178000,173075,176758,180333,516,226354
2018/11/20,177500,179000,177000,179000,▲1000,＋0.56%,176500,173000,176783,180433,472,226403
2018/11/19,177500,180500,175000,178000,▲500,＋0.28%,175100,173000,176817,180567,369,226463
2018/11/16,175500,179000,172500,177500,▲2000,＋1.14%,174000,173150,176883,180708,500,226531
2018/11/15,173500,175500,172500,175500,▲3000,＋1.74%,172500,173275,176958,180871,171,226573
2018/11/14,173000,175500,170000,172500,▲500,＋0.29%,172400,173475,177067,181054,620,226611
2018/11/13,172500,174500,172000,172000,▼500,－0.29%,171900,173875,177233,181279,195,226731
2018/11/12,170000,172500,170000,172500,▲2500,＋1.47%,171400,174275,177300,181488,497,226764
2018/11/09,171000,172000,170000,170000,▼5000,－2.86%,170900,174650,177383,181708,873,226719
2018/11/08,174500,175000,171000,175000,▲5000,＋2.94%,171300,175275,177525,181896,623,226738
2018/11/07,170000,171500,169500,170000,▲500,＋0.29%,170300,175600,177642,182029,140,226879
2018/11/06,170000,170500,168000,169500,▼500,－0.29%,170300,176275,177833,182188,395,226961
2018/11/05,171000,171000,167500,170000,▼2000,－1.16%,170400,176900,178033,182333,770,227030
2018/11/02,170500,173500,168500,172000,▲2000,＋1.18%,169800,177375,178183,182463,366,227416
2018/11/01,172500,173000,168000,170000,0.0,0.00%,170200,177750,178308,182596,446,227496
2018/10/31,172000,172500,167000,170000,0.0,0.00%,171600,178250,178483,182754,1290,227596
2018/10/30,167000,172500,165000,170000,▲3000,＋1.80%,173300,178775,178617,182950,1917,227549
2018/10/29,174000,175000,167000,167000,▼7000,－4.02%,175100,179375,178733,183100,1203,227550
2018/10/26,177000,177000,172500,174000,▼3000,－1.69%,177900,180025,178883,183229,704,227447
2018/10/25,172000,177000,172000,177000,▼1500,－0.84%,179100,180175,178942,183271,925,227578
2018/10/24,178500,181500,176500,178500,▼500,－0.28%,179600,180275,178883,183288,1104,227736
2018/10/23,181500,181500,178000,179000,▼2000,－1.10%,180000,180275,178792,183313,1598,227393
2018/10/22,178000,181000,178000,181000,▲1000,＋0.56%,180200,180250,178658,183333,425,227167
2018/10/19,179500,180000,177000,180000,▲500,＋0.28%,180000,180050,178558,183267,629,227104
2018/10/18,180500,180500,178500,179500,▼1000,－0.55%,180500,179900,178458,183154,535,227219
2018/10/17,180000,181000,178000,180500,▲500,＋0.28%,180900,179675,178408,183033,548,227292
2018/10/16,180000,181000,179000,180000,0.0,0.00%,181500,179375,178333,182904,716,227249
2018/10/15,182000,183000,178000,180000,▼2500,－1.37%,181900,179275,178325,182767,1193,227267
2018/10/12,179500,182500,176500,182500,▲1000,＋0.55%,181800,179200,178308,182667,779,227239
2018/10/11,183500,184000,179000,181500,▼2000,－1.09%,181200,178925,178308,182529,2201,227638
2018/10/10,182000,185500,180500,183500,▲1500,＋0.82%,180900,178650,178275,182396,2241,227388
2018/10/08,179500,182500,179500,182000,▲2500,＋1.39%,180300,178250,178242,182258,1334,227268
2018/10/05,177000,181500,177000,179500,0.0,0.00%,180300,177900,178242,182125,779,227213
2018/10/04,178000,181500,176500,179500,▼500,－0.28%,180400,177875,178300,182025,507,227158
2018/10/02,180500,180500,177500,180000,▼500,－0.28%,179900,177775,178242,181938,574,227332
2018/10/01,182000,182000,178000,180500,▼1500,－0.82%,179700,177700,178217,181838,456,227438
2018/09/28,180000,182500,177000,182000,▲2000,＋1.11%,179300,177550,178200,181750,546,227462
2018/09/27,177500,180000,177000,180000,▲3000,＋1.69%,178600,177275,178133,181663,636,227355
2018/09/21,179500,179500,177000,177000,▼2000,－1.12%,178000,177050,178208,181583,337,227098
2018/09/20,178500,179500,176000,179000,▲500,＋0.28%,178000,177000,178300,181508,521,227247
2018/09/19,178500,179500,176500,178500,0.0,0.00%,177200,176925,178350,181433,399,227302
2018/09/18,177500,179000,176000,178500,▲1500,＋0.85%,176400,177075,178458,181363,607,227366
2018/09/17,177000,178000,175000,177000,0.0,0.00%,176300,177200,178608,181279,748,227346
2018/09/14,176500,177500,172500,177000,▲2000,＋1.14%,176600,177450,178708,181196,2618,227243
2018/09/13,174500,175500,173500,175000,▲500,＋0.29%,176600,177700,178883,181146,813,227133
2018/09/12,178000,178000,171000,174500,▼3500,－1.97%,176800,178050,179158,181104,4220,227163
2018/09/11,178500,178500,175500,178000,▼500,－0.28%,177000,178450,179450,181092,343,227459
2018/09/10,179000,179000,176500,178500,▲1500,＋0.85%,176400,178350,179692,181050,516,227469
2018/09/07,176000,178000,176000,177000,▲1000,＋0.57%,176500,178300,179967,181004,252,227435
2018/09/06,175500,178000,175500,176000,▲500,＋0.28%,176600,178375,180308,180975,368,227378
2018/09/05,175000,179000,174500,175500,▲500,＋0.29%,177100,178675,180692,180946,1175,227253
2018/09/04,177000,179000,174500,175000,▼4000,－2.23%,177500,178975,181083,180921,1668,227023
2018/09/03,180000,180000,176000,179000,▲1500,＋0.85%,177800,179300,181483,180896,646,227025
2018/08/31,176500,182000,175500,177500,▼1000,－0.56%,177100,179300,181817,180825,2193,226888
2018/08/30,177000,178500,176000,178500,▲1000,＋0.56%,176800,179400,182133,180763,636,226834
2018/08/29,176000,177500,174500,177500,▲1000,＋0.57%,176600,179500,182475,180692,677,226851
2018/08/28,175500,176500,173000,176500,▲1000,＋0.57%,177400,179525,182775,180625,1266,226907
2018/08/27,179500,179500,173000,175500,▼500,－0.28%,178300,179550,183000,180563,1045,227191
2018/08/24,176000,178500,175000,176000,▼1500,－0.85%,179600,179575,183317,180504,1536,227206
2018/08/23,179500,182000,177500,177500,▼4000,－2.20%,180800,179650,183625,180467,1062,227594
2018/08/22,182000,182000,178500,181500,▲500,＋0.28%,181700,179450,183908,180421,641,227643
2018/08/21,181500,183000,178500,181000,▼1000,－0.55%,181900,179025,184083,180342,1279,227693
2018/08/20,184000,184000,181500,182000,0.0,0.00%,180900,178525,184317,180271,1301,227733
2018/08/17,182000,183000,179000,182000,0.0,0.00%,180000,178175,184533,180188,683,227303
2018/08/16,182000,183000,177500,182000,▼500,－0.27%,179300,177775,184783,180129,338,227197
2018/08/14,176000,183500,176000,182500,▲6500,＋3.69%,179300,177500,185042,180067,386,227251
2018/08/13,177000,177000,175500,176000,▼1500,－0.85%,179100,177175,185325,179992,877,227204
2018/08/10,179000,179500,176000,177500,▼1000,－0.56%,180200,177350,185675,179988,719,227103
2018/08/09,182000,183000,178000,178500,▼3500,－1.92%,180500,177425,186033,179971,607,227069
2018/08/08,181000,184000,180000,182000,▲500,＋0.28%,180700,177625,186267,179942,511,227088
2018/08/07,181500,182500,179000,181500,0.0,0.00%,180400,177500,186417,179858,225,227006
2018/08/06,182500,182500,178500,181500,▲2500,＋1.40%,179700,177500,186542,179813,562,227055
2018/08/03,178500,181000,176500,179000,▼500,－0.28%,178800,177525,186633,179767,383,227052
2018/08/02,180000,180000,177000,179500,▼1000,－0.55%,178200,177725,186742,179738,400,227028
2018/08/01,175500,181000,175500,180500,▲2500,＋1.40%,177800,177550,186883,179717,387,227131
2018/07/31,174500,178000,174500,178000,▲1000,＋0.56%,176400,177450,187025,179671,155,227057
2018/07/30,176000,177000,174500,177000,▲1000,＋0.57%,175400,177525,187283,179629,268,227084
2018/07/27,175500,177500,173000,176000,▼1500,－0.85%,174200,177575,187467,179600,1482,227187
2018/07/26,175000,178500,173500,177500,▲4000,＋2.31%,174000,178000,187575,179579,476,226906
2018/07/25,173000,174500,172500,173500,▲500,＋0.29%,173300,178250,187600,179546,648,226985
2018/07/24,171000,174000,170000,173000,▲2000,＋1.17%,173900,178675,187692,179546,733,227008
2018/07/23,175000,175000,170500,171000,▼4000,－2.29%,174500,179275,187833,179546,693,226987
2018/07/20,172000,175000,171500,175000,▲1000,＋0.57%,176200,180100,188008,179567,1291,227021
2018/07/19,177000,177000,172500,174000,▼2500,－1.42%,177000,180500,187975,179546,781,226822
2018/07/18,177500,179000,174000,176500,▲500,＋0.28%,178700,181175,187850,179492,585,226876
2018/07/17,178500,179500,176000,176000,▼3500,－1.95%,179300,181925,187658,179383,678,226944
2018/07/16,179000,180000,176500,179500,▲500,＋0.28%,180400,182725,187475,179283,699,226879
2018/07/13,182500,182500,178000,179000,▼3500,－1.92%,180900,183375,187208,179171,579,226994
2018/07/12,179500,183000,177500,182500,▲3000,＋1.67%,181700,184175,187025,179058,726,226998
2018/07/11,180000,181500,177500,179500,▼2000,－1.10%,180400,184925,186750,178913,734,227025
2018/07/10,182000,183000,176500,181500,▼500,－0.27%,180200,185900,186517,178800,1521,226939
2018/07/09,183000,183000,178000,182000,▼1000,－0.55%,179800,186775,186275,178658,1550,226535
2018/07/06,178000,183000,174000,183000,▲7000,＋3.98%,179000,187625,186008,178513,1588,226527
2018/07/05,176000,178000,172000,176000,▼2500,－1.40%,179300,188425,185750,178358,1067,226360
2018/07/04,176500,179000,174500,178500,▼1000,－0.56%,180600,189450,185633,178246,585,226151
2018/07/03,178500,180000,175000,179500,▲1500,＋0.84%,181300,190475,185458,178129,1253,226088
2018/07/02,184500,186000,178000,178000,▼6500,－3.52%,182400,191275,185300,178000,1598,225532
2018/06/29,182500,186500,180500,184500,▲2000,＋1.10%,184300,191875,185192,177892,838,225223
2018/06/28,182000,185500,178500,182500,▲500,＋0.27%,184000,192375,184958,177738,2312,224891
2018/06/27,185000,189000,177500,182000,▼3000,－1.62%,185000,192975,184717,177604,3392,223496
2018/06/26,182500,187500,182500,185000,▼2500,－1.33%,186900,193600,184517,177479,1403,224068
2018/06/25,183000,187500,181500,187500,▲4500,＋2.46%,188300,193950,184267,177329,1429,224121
2018/06/22,185000,187500,179500,183000,▼4500,－2.40%,189300,194325,183950,177142,5793,223216
2018/06/21,191500,191500,187000,187500,▼4000,－2.09%,191700,194925,183683,176979,1051,222324
2018/06/20,189000,192000,188000,191500,▼500,－0.26%,193700,195400,183408,176783,1308,222824
2018/06/19,192500,196000,188500,192000,▼500,－0.26%,195200,195700,183050,176575,3228,222889
2018/06/18,195000,195000,190500,192500,▼2500,－1.28%,196600,196075,182733,176375,2353,222493
2018/06/15,197000,198000,192500,195000,▼2500,－1.27%,197900,196300,182408,176171,3315,222487
2018/06/14,201000,201000,194500,197500,▼1500,－0.75%,198700,196500,182042,175946,2413,222493
2018/06/12,201000,201000,198000,199000,0.0,0.00%,198500,196250,181642,175688,6022,222529
2018/06/11,199000,200500,196000,199000,0.0,0.00%,198500,195850,181200,175413,3006,221072
2018/06/08,199000,201000,196500,199000,0.0,0.00%,197800,195350,180758,175158,3896,221053
2018/06/07,196500,202000,196500,199000,▲2500,＋1.27%,196000,194750,180308,174904,6748,221552
2018/06/05,196000,197500,192500,196500,▼2500,－1.26%,195100,194075,179833,174658,3482,220443
2018/06/04,195500,200000,194500,199000,▲3500,＋1.79%,194700,193650,179392,174429,3150,220477
2018/06/01,190000,197000,190000,195500,▲5500,＋2.89%,193800,193150,178908,174208,5154,220498
2018/05/31,193500,196500,190000,190000,▼4500,－2.31%,193100,193050,178475,173996,1772,220259
2018/05/30,194500,195500,191500,194500,0.0,0.00%,194100,192950,178125,173829,1926,220123
2018/05/29,193000,197000,191500,194500,0.0,0.00%,194200,192350,177692,173617,1428,219866
2018/05/28,195000,195000,192000,194500,▲2500,＋1.30%,194700,191575,177308,173375,3192,220078
2018/05/25,190000,192000,188000,192000,▼3000,－1.54%,195300,190800,176933,173133,1603,219383
2018/05/24,195000,195000,191500,195000,0.0,0.00%,196800,190275,176600,172925,1525,219265
2018/05/23,197000,197000,193000,195000,▼2000,－1.02%,197200,189600,176225,172688,2066,218877
2018/05/21,197500,200000,194000,197000,▼500,－0.25%,198000,188500,175842,172458,2922,218360
2018/05/18,199500,200500,194500,197500,▼2000,－1.00%,197100,186975,175475,172217,2584,218774
2018/05/17,195500,200000,195500,199500,▲2500,＋1.27%,195800,185350,175092,172004,3206,218735
2018/05/16,195000,198000,192500,197000,▼2000,－1.01%,193700,183625,174658,171788,5169,218155
2018/05/15,192500,200000,188000,199000,▲6500,＋3.38%,191700,181950,174300,171604,11385,217895
2018/05/14,189000,195500,188000,192500,▲1500,＋0.79%,189000,180400,173908,171383,2333,216656
2018/05/11,189000,191000,187500,191000,▲2000,＋1.06%,188100,179075,173617,171188,1907,216665
2018/05/10,186000,191000,185000,189000,▲2000,＋1.07%,187700,177800,173300,171000,1547,216168
2018/05/09,185500,189000,182000,187000,▲1500,＋0.81%,188600,176700,173083,170850,3129,216253
2018/05/08,185500,193000,182500,185500,▼2500,－1.33%,188800,175650,172900,170721,4573,216351
2018/05/04,187500,189000,185000,188000,▼1000,－0.53%,188200,174750,172733,170600,4256,215754
2018/05/03,193500,193500,189000,189000,▼4500,－2.33%,186400,173800,172550,170450,2088,215968
2018/05/02,185500,194500,185000,193500,▲5500,＋2.93%,184400,172750,172317,170292,7093,216217
2018/04/30,182500,189500,182000,188000,▲5500,＋3.01%,182000,171575,171975,170096,3981,216600
2018/04/27,179000,183500,179000,182500,▲3500,＋1.96%,180700,170750,171733,169950,3394,216443
2018/04/26,177500,179000,176000,179000,0.0,0.00%,178800,170150,171583,169838,2914,216193
2018/04/25,178000,180000,176500,179000,▼2500,－1.38%,176300,169600,171492,169763,2824,216026
2018/04/24,181500,182000,175500,181500,0.0,0.00%,173500,169150,171400,169683,5196,216178
2018/04/23,175000,182500,175000,181500,▲8500,＋4.91%,170200,168575,171258,169579,7032,217126
2018/04/20,168000,176000,167000,173000,▲6500,＋3.90%,166600,167925,171125,169475,3084,216574
2018/04/19,165500,170000,164000,166500,▲1500,＋0.91%,165600,167625,171117,169438,7291,216111
2018/04/18,165000,165000,163000,165000,0.0,0.00%,165500,167850,171133,169471,1411,220692
2018/04/17,164000,165000,163000,165000,▲1500,＋0.92%,165600,168100,171108,169521,1217,220912
2018/04/16,166000,166000,163000,163500,▼4500,－2.68%,166000,168500,171092,169554,6395,220844
2018/04/13,165500,168000,165000,168000,▲2000,＋1.20%,166500,168975,171133,169608,2600,223082
2018/04/12,165500,166500,162000,166000,▲500,＋0.30%,166400,169225,171092,169633,1423,223189
2018/04/11,166500,167500,165000,165500,▼1500,－0.90%,167000,169600,171075,169663,1226,222981
2018/04/10,167500,167500,165000,167000,▲1000,＋0.60%,167500,169950,171083,169704,585,222990
2018/04/09,166500,167500,166000,166000,▼1500,－0.90%,168100,170225,171042,169738,908,222984
2018/04/06,168000,168000,166500,167500,▼1500,－0.89%,169200,170525,171017,169783,201,223014
2018/04/05,169000,169000,167000,169000,▲1000,＋0.60%,169800,170675,170967,169813,1106,222962
2018/04/04,169000,169000,166500,168000,▼2000,－1.18%,169600,170725,170858,169838,1063,223004
2018/04/03,170000,171000,166500,170000,▼1500,－0.87%,170000,170825,170800,169871,1928,222811
2018/04/02,170500,172000,168500,171500,▲1000,＋0.59%,170000,170800,170700,169883,384,222779
2018/03/30,168500,171500,168500,170500,▲2500,＋1.49%,169400,170675,170592,169863,360,222742
2018/03/29,168500,170000,167500,168000,▼2000,－1.18%,168700,170575,170517,169858,470,222685
2018/03/28,168000,170000,168000,170000,0.0,0.00%,169300,170750,170492,169871,198,222809
2018/03/27,167000,170000,167000,170000,▲1500,＋0.89%,169300,170850,170442,169871,325,222765
2018/03/26,167500,168500,166000,168500,▲1500,＋0.90%,169900,170950,170392,169900,1401,222701
2018/03/23,171000,171000,166000,167000,▼4000,－2.34%,170800,171150,170333,169938,717,222142
2018/03/22,170500,173000,170000,171000,▲1000,＋0.59%,172000,171400,170275,170004,878,221918
2018/03/21,170000,172500,169500,170000,▼3000,－1.73%,172500,171600,170158,170042,445,221401
2018/03/20,170000,173000,170000,173000,0.0,0.00%,173000,171825,170100,170113,438,221354
2018/03/19,171000,173000,169000,173000,0.0,0.00%,172900,171850,170017,170154,602,221292
2018/03/16,173000,173000,170000,173000,▼500,－0.29%,172700,171975,169933,170175,746,221289
2018/03/15,172000,173500,170000,173500,▲1000,＋0.58%,172200,172100,169850,170221,419,221204
2018/03/14,171000,173000,170000,172500,0.0,0.00%,171500,172175,169733,170267,529,221207
2018/03/13,172000,173000,171000,172500,▲500,＋0.29%,171000,172150,169625,170325,427,221242
2018/03/12,170000,172000,169500,172000,▲1500,＋0.88%,170400,172325,169558,170383,1192,221338
2018/03/09,170000,170500,169500,170500,▲500,＋0.29%,169800,172525,169500,170454,295,221120
2018/03/08,170000,170000,169000,170000,0.0,0.00%,169400,172775,169483,170525,700,221183
2018/03/07,170000,170000,169000,170000,▲500,＋0.29%,169700,173125,169467,170642,630,221287
2018/03/06,169000,170000,168000,169500,▲500,＋0.30%,170100,173375,169508,170763,713,221360
2018/03/05,168500,169000,167500,169000,▲500,＋0.30%,170600,173550,169517,170908,1619,221427
2018/03/02,171000,171000,166000,168500,▼3000,－1.75%,171300,173775,169533,171050,2997,221789
2018/02/28,171500,173000,168000,171500,▼500,－0.29%,172000,174025,169542,171204,1819,222999
2018/02/27,170500,173000,170500,172000,0.0,0.00%,172700,174125,169442,171325,965,223299
2018/02/26,171500,172500,169500,172000,▼500,－0.29%,173200,174200,169333,171433,2317,223260
2018/02/23,171500,174000,171000,172500,▲500,＋0.29%,173500,174250,169250,171550,1084,222771
2018/02/22,175000,175000,171500,172000,▼3000,－1.71%,174100,174300,169150,171654,1165,223057
2018/02/21,172500,176000,171000,175000,▲500,＋0.29%,174800,174325,169075,171754,1489,223349
2018/02/20,173000,174500,172500,174500,▲1000,＋0.58%,174800,173950,168958,171825,922,223609
2018/02/19,175500,176000,172500,173500,▼2000,－1.14%,174300,173400,168917,171933,1217,223629
2018/02/14,172000,175500,172000,175500,0.0,0.00%,174800,172925,168917,172046,942,224018
2018/02/13,175500,177000,170500,175500,▲500,＋0.29%,174900,172450,168908,172146,1898,224595
2018/02/12,174500,175500,172000,175000,▲3000,＋1.74%,174900,171950,168858,172254,1355,225463
2018/02/09,174500,174500,171000,172000,▼4000,－2.27%,175300,171450,168758,172363,1005,225983
2018/02/08,176500,176500,174000,176000,0.0,0.00%,175900,171150,168700,172479,1309,226351
2018/02/07,176500,176500,174000,176000,▲500,＋0.28%,175300,170575,168617,172554,3555,226636
2018/02/06,172500,176000,172000,175500,▼1500,－0.85%,174800,170000,168542,172629,5940,227716
2018/02/05,174500,177000,172000,177000,▲2000,＋1.14%,174400,169450,168467,172742,1715,229055
2018/02/02,172500,175000,172000,175000,▲2000,＋1.16%,173700,168725,168350,172842,1634,229122
2018/02/01,175000,175000,172500,173000,▼500,－0.29%,173400,168200,168267,172950,1132,229274
2018/01/31,172000,174000,172000,173500,0.0,0.00%,173400,167750,168217,173071,1514,229341
2018/01/30,171500,174500,171500,173500,0.0,0.00%,173400,167325,168167,173196,1132,228651
2018/01/29,172500,175000,171000,173500,0.0,0.00%,173200,166950,168092,173321,1615,228580
2018/01/26,173000,174000,171000,173500,▲500,＋0.29%,172000,166600,168033,173450,1390,228554
2018/01/25,173000,174000,172000,173000,▼500,－0.29%,170000,166275,167967,173579,1602,228607
2018/01/24,172500,174000,171000,173500,▲1000,＋0.58%,168200,165975,167900,173704,1539,228554
2018/01/23,167500,172500,167500,172500,▲5000,＋2.99%,166700,165550,167825,173800,5632,228460
2018/01/22,163500,167500,163500,167500,▲4000,＋2.45%,165300,165100,167758,173888,2595,226550
2018/01/19,165500,165500,163500,163500,▼500,－0.30%,164800,164925,167808,174017,1864,225983
2018/01/18,165000,165500,163500,164000,▼2000,－1.20%,165300,165075,167933,174175,2061,226582
2018/01/17,165500,166500,162500,166000,▲500,＋0.30%,165400,165275,168017,174338,3242,226626
2018/01/16,165000,166000,164500,165500,▲500,＋0.30%,165100,165375,168083,174479,1376,226539
2018/01/15,166000,167000,165000,165000,▼1000,－0.60%,164900,165500,168175,174613,1709,226483
2018/01/12,164500,166000,164500,166000,▲1500,＋0.91%,164400,165575,168250,174746,664,226561
2018/01/11,164500,165500,162500,164500,0.0,0.00%,164100,165575,168325,174875,976,226535
2018/01/10,163000,165500,163000,164500,0.0,0.00%,164000,165775,168433,175004,3339,226590
2018/01/09,163500,164500,162500,164500,▲2000,＋1.23%,164100,165975,168550,175121,1175,225707
2018/01/08,164500,164500,162000,162500,▼2000,－1.22%,164400,166225,168658,175283,2800,225829
2018/01/05,164500,164500,163000,164500,▲500,＋0.30%,165200,166550,168817,175454,1369,226682
2018/01/04,165000,165500,164000,164000,▼1000,－0.61%,165700,166950,168942,175621,2097,226767
2018/01/03,165000,167000,164000,165000,▼1000,－0.60%,166300,167250,169067,175779,2243,226565
2018/01/02,166500,166500,164500,166000,▼500,－0.30%,166300,167500,169133,175954,1749,225880
2017/12/28,165000,166500,164000,166500,▼500,－0.30%,165800,167650,169200,176138,1527,226578
2017/12/27,165000,167000,164500,167000,0.0,0.00%,165300,167600,169250,176317,927,227108
2017/12/26,165000,167000,164500,167000,▲2000,＋1.21%,165200,167525,169300,176500,1394,227350
2017/12/22,164500,165000,163500,165000,▲1500,＋0.92%,165400,167525,169408,176663,869,227164
2017/12/21,164000,165500,162500,163500,▼500,－0.30%,166000,167600,169542,176833,2824,227026
2017/12/20,166500,166500,164000,164000,▼2500,－1.50%,166900,167800,169733,177013,4008,227165
2017/12/19,168000,168000,166000,166500,▼1500,－0.89%,167400,168000,169925,177192,2356,228346
2017/12/18,168000,169000,166500,168000,0.0,0.00%,167300,168275,170125,177350,1773,228230
2017/12/15,168500,169000,167000,168000,0.0,0.00%,167400,168550,170292,177471,2117,228435
2017/12/14,166500,168000,166000,168000,▲1500,＋0.90%,167500,168900,170417,177592,1869,228277
2017/12/13,166500,167500,165500,166500,▲500,＋0.30%,167800,169125,170592,177708,2750,227506
2017/12/12,168500,169000,166000,166000,▼2500,－1.48%,168300,169250,170800,177875,2244,228530
2017/12/11,169500,169500,168000,168500,0.0,0.00%,169600,169375,171025,178008,853,229432
2017/12/08,170000,170000,168000,168500,▼1000,－0.59%,169900,169500,171208,178158,1572,229428
2017/12/07,169000,170500,168000,169500,▲500,＋0.30%,170200,169650,171408,178308,1572,230000
2017/12/06,171500,172500,168000,169000,▼3500,－2.03%,170100,169725,171567,178488,1297,229864
2017/12/05,170000,172500,170000,172500,▲2500,＋1.47%,169400,169775,171817,178679,1629,229964
2017/12/04,170000,170000,167000,170000,0.0,0.00%,168000,169650,172017,178842,2738,229452
2017/12/01,169000,170000,167000,170000,▲1000,＋0.59%,167400,169650,172300,179038,3324,229405
2017/11/30,167000,169000,166000,169000,▲3500,＋2.11%,166700,169675,172567,179217,6453,229295
2017/11/29,166000,167000,165500,165500,0.0,0.00%,166400,169675,172867,179363,1417,227783
2017/11/28,167000,167500,165500,165500,▼1500,－0.90%,166900,169900,173208,179542,3266,228233
2017/11/27,167000,168500,166000,167000,▲500,＋0.30%,168200,170100,173533,179725,1913,230024
2017/11/24,167500,168000,165500,166500,▼1000,－0.60%,169500,170200,173850,179883,2066,230435
2017/11/23,169000,170000,166000,167500,▼500,－0.30%,171200,170325,174158,180033,3653,231071
2017/11/22,172500,173000,167500,168000,▼4000,－2.33%,172200,170375,174433,180175,5717,232386
2017/11/21,173000,174000,170500,172000,▼1500,－0.86%,172400,170500,174692,180321,2812,234749
2017/11/20,175500,177500,171500,173500,▼1500,－0.86%,171700,170450,174950,180425,2339,236408
