[일시]삼성전기,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2019/01/30,113000,116000,111000,112000,▼1500,－1.32%,108000,98645,108148,125220,2358963,16068262
2019/01/29,106000,114500,103500,113500,▲7500,＋7.08%,104880,98045,108532,125591,3658161,16027343
2019/01/28,109500,110000,106000,106000,▼3500,－3.20%,101220,97545,108823,125941,1720123,15865459
2019/01/25,101000,110000,100500,109500,▲10500,＋10.61%,99480,97420,109023,126337,4169300,16100384
2019/01/24,97000,99100,95700,99000,▲2600,＋2.70%,96500,96870,109215,126699,1388831,15584118
2019/01/23,94600,98400,94600,96400,▲1200,＋1.26%,95420,96970,109440,127233,1475595,15510328
2019/01/22,97400,98000,94500,95200,▼2100,－2.16%,95340,97325,109700,127788,1047310,15570551
2019/01/21,95500,98400,94700,97300,▲2700,＋2.85%,95720,97740,110055,128315,1779370,15725629
2019/01/18,94200,95400,92400,94600,▲1000,＋1.07%,95080,98050,110442,128829,1197321,15750943
2019/01/17,95500,96800,93600,93600,▼2400,－2.50%,95780,98370,111007,129274,1435354,15855088
2019/01/16,97500,98000,94500,96000,▼1100,－1.13%,96500,98865,111722,129748,1171185,16087879
2019/01/15,94200,97300,94200,97100,▲3000,＋3.19%,97040,99140,112422,130232,1186102,16173868
2019/01/14,97200,97300,93700,94100,▼4000,－4.08%,96240,99735,113087,130702,1506639,15807450
2019/01/11,98300,100500,97100,98100,▲900,＋0.93%,96520,100630,113835,131222,1321347,15894523
2019/01/10,98000,98500,96100,97200,▼1500,－1.52%,95300,101175,114458,131729,1152720,16022727
2019/01/09,93800,99300,93400,98700,▲5600,＋6.02%,94660,101840,115047,132273,1995921,16018008
2019/01/08,94400,95400,92900,93100,▼2400,－2.51%,94920,102730,115602,132751,1372173,16043704
2019/01/07,94500,96500,93800,95500,▲3500,＋3.80%,97000,103800,116133,133267,1487041,16085745
2019/01/04,93700,94200,90100,92000,▼2000,－2.13%,98600,104950,116733,133758,3078738,15698159
2019/01/03,99800,99900,94000,94000,▼6000,－6.00%,99900,106375,117408,134283,2242797,15901732
2019/01/02,104500,105500,99800,100000,▼3500,－3.38%,101300,107950,118092,134738,1052757,15844967
2018/12/28,104000,105500,102000,103500,0.0,0.00%,102000,108975,118733,135096,838230,15238353
2018/12/27,102500,104000,101000,103500,▲5000,＋5.08%,102000,109875,119308,135421,1338258,15452491
2018/12/26,98400,100500,98200,98500,▼2500,－2.48%,102000,110850,119883,135821,1589646,15867449
2018/12/24,103000,103000,100500,101000,▼2500,－2.42%,102500,111875,120558,136238,868098,15601519
2018/12/21,102000,106000,101500,103500,0.0,0.00%,103000,112625,121242,136633,1305460,15577002
2018/12/20,101000,104000,99500,103500,0.0,0.00%,102600,113050,121933,137017,1637191,15549894
2018/12/19,101000,104500,101000,103500,▲2500,＋2.48%,103700,113475,122642,137396,1217885,15512387
2018/12/18,100500,102500,99800,101000,▼2500,－2.42%,105400,113925,123433,137767,1568909,15435150
2018/12/17,101000,104500,101000,103500,▲2000,＋1.97%,107000,114325,124275,138204,1590920,15408848
2018/12/14,108500,108500,101000,101500,▼7500,－6.88%,108400,114875,125083,138600,3174288,15026502
2018/12/13,112000,112500,107000,109000,▼3000,－2.68%,111400,115425,125925,139042,2359249,15219739
2018/12/12,109500,112500,109500,112000,▲3000,＋2.75%,112500,115800,126525,139400,1302999,15491675
2018/12/11,112000,112500,108000,109000,▼1500,－1.36%,113800,115800,127100,139650,1331768,15391025
2018/12/10,114000,114500,109500,110500,▼6000,－5.15%,116100,115950,127833,139925,1792137,15581946
2018/12/07,116000,117500,114500,116500,▲2000,＋1.75%,119100,116175,128542,140225,772029,16029166
2018/12/06,118000,120500,113000,114500,▼4000,－3.38%,119900,116350,129208,140471,1540336,15955597
2018/12/05,116500,119500,116500,118500,▼2000,－1.66%,121300,116875,130000,140725,1199030,15923260
2018/12/04,125000,125500,119000,120500,▼5000,－3.98%,122200,117175,130683,140950,1461071,15819342
2018/12/03,123500,126000,123000,125500,▲5000,＋4.15%,121900,117425,131392,141163,1492039,15836244
2018/11/30,122500,123500,120500,120500,▼1000,－0.82%,120000,117850,131942,141325,1405050,15841966
2018/11/29,127000,127500,121000,121500,▼1500,－1.22%,118300,118575,132617,141479,1954070,16000064
2018/11/28,119500,123500,117500,123000,▲4000,＋3.36%,116400,119050,133283,141638,1631587,15915613
2018/11/27,118500,120500,116000,119000,▲3000,＋2.59%,114300,118800,133908,141767,1819233,15772282
2018/11/26,113000,117000,112000,116000,▲4000,＋3.57%,112300,118900,134517,141892,1381064,15730613
2018/11/23,113000,116000,111000,112000,0.0,0.00%,112000,118725,135233,141988,987069,15708186
2018/11/22,112500,114000,111000,112000,▼500,－0.44%,112100,118725,135908,142129,948825,15814121
2018/11/21,106500,113500,104500,112500,▲3500,＋3.21%,113000,118950,136500,142279,2381954,15859729
2018/11/20,111000,112500,108500,109000,▼5500,－4.80%,112900,119350,137058,142425,1630336,15744787
2018/11/19,113500,116000,113000,114500,▲2000,＋1.78%,113500,120325,137633,142592,1005743,15668518
2018/11/16,117500,118000,112500,112500,▼4000,－3.43%,113600,121425,137950,142704,1673062,15740469
2018/11/15,111500,117000,111000,116500,▲4500,＋4.02%,115100,122700,138367,142813,1483985,16147090
2018/11/14,112000,115500,111000,112000,0.0,0.00%,116800,123725,138767,142842,1471367,16177738
2018/11/13,111500,112500,109000,112000,▼3000,－2.61%,119300,125075,139233,142896,2179772,16498922
2018/11/12,117500,120000,114000,115000,▼5000,－4.17%,122000,126250,139683,142992,2153274,16800416
2018/11/09,123500,124000,118500,120000,▼5000,－4.00%,125800,127125,140092,143079,2377256,16991266
2018/11/08,128500,130000,125000,125000,▲500,＋0.40%,128800,127725,140558,143121,1393179,17005579
2018/11/07,126000,128000,123500,124500,▼1000,－0.80%,130000,127725,140967,143113,1574456,17025399
2018/11/06,133000,133500,124000,125500,▼8500,－6.34%,128700,128075,141450,143100,3259269,17042086
2018/11/05,132500,136000,132000,134000,▼1000,－0.74%,127800,128425,141883,143067,1162907,17330682
2018/11/02,132000,138000,129000,135000,▲4000,＋3.05%,123500,128475,142292,142917,3156029,17305458
2018/11/01,120000,131000,119500,131000,▲13000,＋11.02%,118900,128650,142650,142750,4171021,16634674
2018/10/31,122500,123000,114000,118000,▼3000,－2.48%,116000,129000,143058,142579,3231703,15341728
2018/10/30,111500,122000,110500,121000,▲8500,＋7.56%,116500,130000,143650,142571,3146241,15626569
2018/10/29,114000,118000,111000,112500,▲500,＋0.45%,118000,130900,144183,142550,2835687,15838783
2018/10/26,119000,119500,107000,112000,▼4500,－3.86%,122800,132375,145025,142625,3929471,16104864
2018/10/25,115000,119000,111000,116500,▼4000,－3.32%,128000,134025,145875,142679,3720983,16448263
2018/10/24,130500,132500,119000,120500,▼8000,－6.23%,132100,135500,146575,142688,3548987,16808198
2018/10/23,136000,136000,127000,128500,▼8000,－5.86%,135800,137025,147217,142658,1939614,17379167
2018/10/22,136500,138000,135000,136500,▼1500,－1.09%,137200,138175,147542,142617,788334,17633869
2018/10/19,135000,139000,134000,138000,▲1000,＋0.73%,136400,138950,147775,142496,1002656,17756281
2018/10/18,138500,141000,136000,137000,▼2000,－1.44%,135200,139650,148042,142379,901966,17845276
2018/10/17,140500,143500,137000,139000,▲3500,＋2.58%,132800,140050,148317,142304,2227189,18062148
2018/10/16,134500,137500,133500,135500,▲3000,＋2.26%,131300,140425,148608,142213,992036,18108438
2018/10/15,132500,134500,128500,132500,▲500,＋0.38%,130700,141300,149000,142133,1392038,17999192
2018/10/12,126000,133000,125500,132000,▲7000,＋5.60%,131200,142325,149500,142017,2083832,18149525
2018/10/11,125500,129500,124500,125000,▼6500,－4.94%,132500,143550,149900,141879,2211351,18406043
2018/10/10,132500,133000,126500,131500,▼1000,－0.75%,135100,145400,150400,141738,2535201,18410948
2018/10/08,134000,136500,131500,132500,▼2500,－1.85%,136400,146800,150783,141550,1490608,18977928
2018/10/05,139000,139500,134000,135000,▼3500,－2.53%,137700,148325,151158,141329,1877423,19235898
2018/10/04,141000,144000,137500,138500,▲500,＋0.36%,139100,149500,151383,141088,1630130,19834959
2018/10/02,138000,139500,136500,138000,0.0,0.00%,140400,150625,151458,140813,1090831,20326249
2018/10/01,139500,141500,137000,138000,▼1000,－0.72%,142000,151800,151533,140521,1109954,20655890
2018/09/28,142500,143000,136000,139000,▼3000,－2.11%,144600,152925,151758,140258,2249039,20939955
2018/09/27,145500,147500,142000,142000,▼3000,－2.07%,147100,153750,151917,139958,1041738,21560014
2018/09/21,148500,148500,142500,145000,▼1000,－0.68%,149100,154600,152025,139654,988039,21676747
2018/09/20,152000,152000,145000,146000,▼5000,－3.31%,150500,154975,152100,139338,1055119,21916225
2018/09/19,153500,154000,147500,151000,▼500,－0.33%,150300,155050,152150,138992,650384,22006720
2018/09/18,150500,155000,149000,151500,▼500,－0.33%,149400,154800,152100,138629,610960,22078364
2018/09/17,153500,154000,149500,152000,0.0,0.00%,149700,154400,152133,138238,636250,22156534
2018/09/14,148000,152000,147500,152000,▲7000,＋4.83%,149900,153475,152117,137813,873332,22294700
2018/09/13,146000,149000,144500,145000,▼1500,－1.02%,150800,152750,152158,137408,1062975,22273256
2018/09/12,153500,155000,144000,146500,▼6500,－4.25%,154200,152525,152275,137042,1756437,22312708
2018/09/11,153500,154500,147000,153000,0.0,0.00%,156800,152200,152200,136658,1151449,22733303
2018/09/10,155000,158500,151500,153000,▼3500,－2.24%,158800,151500,152017,136210,847051,22962345
2018/09/07,160500,161000,153500,156500,▼5500,－3.40%,159900,150825,151908,135748,931114,23152450
2018/09/06,160000,163000,158000,162000,▲2500,＋1.57%,160800,150400,151733,135250,607370,23245229
2018/09/05,163500,164000,159000,159500,▼3500,－2.15%,160700,149775,151450,134705,445305,23213587
2018/09/04,158000,164000,158000,163000,▲4500,＋2.84%,160900,149475,151217,134165,552977,23223294
2018/09/03,161500,163000,157000,158500,▼2500,－1.55%,159400,148900,150933,133609,582151,23103433
2018/08/31,160500,162500,157500,161000,▼500,－0.31%,159500,148900,150708,133087,426252,23075916
2018/08/30,161500,164500,159000,161500,▲1000,＋0.62%,157800,148675,150342,132515,565770,23061937
2018/08/29,158000,162500,156500,160500,▲5000,＋3.22%,155000,148375,149992,131933,776381,22979710
2018/08/28,160000,160500,155000,155500,▼3500,－2.20%,152100,148025,149625,131363,698522,22798334
2018/08/27,153500,159500,152500,159000,▲6500,＋4.26%,149700,147900,149267,130808,872233,22794350
2018/08/24,147000,154000,145500,152500,▲5000,＋3.39%,144600,148100,148742,130242,707898,22454023
2018/08/23,147500,148000,143500,147500,▲1500,＋1.03%,141600,148625,148350,129743,411030,22375261
2018/08/22,146000,148000,143500,146000,▲2500,＋1.74%,140200,149175,148058,129303,793779,22352878
2018/08/21,135000,144000,134500,143500,▲10000,＋7.49%,139000,149825,147792,128881,1251586,22394398
2018/08/20,137500,139000,133000,133500,▼4000,－2.91%,138100,150050,147550,128494,927227,22338312
2018/08/17,142000,143000,137000,137500,▼3000,－2.14%,139300,150900,147458,128181,629454,22275136
2018/08/16,137000,142000,135500,140500,▲500,＋0.36%,141400,151725,147258,127836,605238,22320660
2018/08/14,140000,143500,137500,140000,▲1000,＋0.72%,143200,152375,146917,127464,1047637,22401286
2018/08/13,137000,140000,133500,139000,▼500,－0.36%,145900,153200,146558,127115,1308728,22333389
2018/08/10,148500,148500,138000,139500,▼8500,－5.74%,148400,154200,146300,126768,1964817,22452546
2018/08/09,150000,153500,147000,148000,▼1500,－1.00%,152200,155350,146067,126394,931030,22672477
2018/08/08,155500,155500,149500,149500,▼4000,－2.61%,153900,155750,145683,125959,596365,22853185
2018/08/07,151500,154000,150000,153500,▲2000,＋1.32%,155100,156025,145258,125483,559275,22761004
2018/08/06,159500,160000,150500,151500,▼7000,－4.42%,155100,156075,144750,124999,904004,22782457
2018/08/03,158500,159500,156000,158500,▲2000,＋1.28%,155400,156250,144250,124528,439180,23007956
2018/08/02,156000,160500,153000,156500,▲1000,＋0.64%,156300,155750,143542,124017,845586,22855092
2018/08/01,154500,156000,151000,155500,▲2000,＋1.30%,157600,155075,142850,123539,516410,22830117
2018/07/31,154500,156500,147000,153500,▲500,＋0.33%,158200,154425,142100,123085,1129745,22833801
2018/07/30,163500,164000,152500,153000,▼10000,－6.13%,159300,154325,141492,122664,1060421,22941372
2018/07/27,162500,163500,160500,163000,0.0,0.00%,158300,154100,140917,122277,282079,23048577
2018/07/26,162000,166000,158000,163000,▲4500,＋2.84%,155800,153375,140225,121798,1011587,23026854
2018/07/25,159000,159500,153000,158500,▼500,－0.31%,154000,152700,139483,121343,1008345,22832113
2018/07/24,147500,159500,147500,159000,▲11000,＋7.43%,153000,152225,138800,120893,1060592,22843113
2018/07/23,150500,152000,145000,148000,▼2500,－1.66%,152500,151675,138100,120427,738634,22676638
2018/07/20,153500,157500,147000,150500,▼3500,－2.27%,154700,151950,137692,120031,878089,22581755
2018/07/19,154500,157500,153000,154000,▲500,＋0.33%,157100,151975,137217,119614,589835,22649946
2018/07/18,157500,160000,152000,153500,▼3000,－1.92%,157500,152000,136717,119154,740398,22693630
2018/07/17,158000,160000,154500,156500,▼2500,－1.57%,157800,151925,136292,118721,488161,22686085
2018/07/16,164500,164500,158000,159000,▼3500,－2.15%,157400,151200,135817,118279,534169,22743670
2018/07/13,157000,164000,156500,162500,▲6500,＋4.17%,156600,150350,135267,117829,996142,22810420
2018/07/12,156000,158000,154500,156000,▲1000,＋0.65%,153800,149550,134533,117367,457369,22537151
2018/07/11,152000,156500,151500,155000,▲500,＋0.32%,151200,149050,133858,116938,489534,22574150
2018/07/10,156500,157500,152500,154500,▼500,－0.32%,148700,148550,133075,116517,474999,22493453
2018/07/09,153000,158000,152000,155000,▲6500,＋4.38%,148100,148100,132317,116104,897046,22495980
2018/07/06,145000,151000,143500,148500,▲5500,＋3.85%,146800,147650,131500,115671,839959,22362581
2018/07/05,140500,146000,138500,143000,▲500,＋0.35%,146800,147475,130792,115325,804403,22187922
2018/07/04,150000,151000,141500,142500,▼9000,－5.94%,148100,147275,130167,115038,1033259,22014139
2018/07/03,151000,154500,147000,151500,▲3000,＋2.02%,149400,147175,129508,114742,781246,22223878
2018/07/02,149000,150500,147500,148500,0.0,0.00%,148700,146525,128758,114303,521237,22220171
2018/06/29,150000,151000,145000,148500,▼1000,－0.67%,149700,145800,128000,113898,540056,22114492
2018/06/28,149500,152000,147000,149500,▲500,＋0.34%,150200,144750,127283,113503,404532,22134313
2018/06/27,147500,153000,147000,149000,▲1000,＋0.68%,151200,143725,126575,113090,642899,22086387
2018/06/26,151000,151000,145500,148000,▼5500,－3.58%,151800,142775,125833,112669,1349560,21998539
2018/06/25,152500,153500,148500,153500,▲2500,＋1.66%,150600,141875,125158,112242,637697,22286279
2018/06/22,153500,156000,148500,151000,▼3500,－2.27%,148300,140650,124342,111794,866945,22151560
2018/06/21,155500,158000,153500,154500,▲2500,＋1.64%,147400,139500,123508,111358,1107114,22231901
2018/06/20,145000,153000,143000,152000,▲10000,＋7.04%,145700,138050,122658,110921,1186214,22111920
2018/06/19,142500,146000,141500,142000,0.0,0.00%,144300,136450,121808,110504,562581,21891898
2018/06/18,146500,148000,139500,142000,▼4500,－3.07%,145000,135275,121117,110150,640980,21938607
2018/06/15,148000,148500,139500,146500,▲500,＋0.34%,145800,134350,120403,109804,884175,21893602
2018/06/14,145500,149000,143500,146000,▲1000,＋0.69%,145500,133300,119587,109400,596822,21853794
2018/06/12,146000,149000,143000,145000,▼500,－0.34%,144100,132250,118767,109013,534440,21734805
2018/06/11,145000,147000,143000,145500,▼500,－0.34%,143200,131200,117960,108628,454893,21746866
2018/06/08,146000,146500,143500,146000,▲1000,＋0.69%,141800,130075,117113,108253,634296,21621646
2018/06/07,143000,145000,142000,145000,▲6000,＋4.32%,139400,128850,116285,107867,819096,21399044
2018/06/05,141000,141000,138000,139000,▼1500,－1.07%,135900,127400,115465,107483,401539,21155850
2018/06/04,140000,141000,137500,140500,▲2000,＋1.44%,133900,126200,114688,107138,620404,21088556
2018/06/01,134000,139500,134000,138500,▲4500,＋3.36%,131800,124700,113873,106800,1083841,20927853
2018/05/31,129500,134000,128500,134000,▲6500,＋5.10%,130100,123625,113100,106483,1310135,20554788
2018/05/30,127500,129000,125000,127500,▼1500,－1.16%,129100,122850,112350,106221,713957,20173650
2018/05/29,129500,132000,128000,129000,▼1000,－0.77%,129200,122550,111742,105992,366984,20081766
2018/05/28,130500,130500,126500,130000,0.0,0.00%,128500,122025,111135,105775,468126,19997883
2018/05/25,128000,130000,127000,130000,▲1000,＋0.78%,126500,121400,110547,105546,705159,20012160
2018/05/24,129000,130000,127000,129000,▲1000,＋0.78%,124200,120750,109970,105321,439665,19884752
2018/05/23,126500,129000,126000,128000,▲2500,＋1.99%,123100,120475,109438,105138,817172,19788383
2018/05/21,121500,125500,119000,125500,▲5500,＋4.58%,122600,120175,108903,104971,892586,19472321
2018/05/18,120500,122500,119000,120000,▲1500,＋1.27%,122500,120100,108413,104838,580941,19281434
2018/05/17,124000,125500,117500,118500,▼5000,－4.05%,123300,120500,108012,104742,1036518,19205420
2018/05/16,124000,125500,121000,123500,▼2000,－1.59%,124200,120975,107672,104654,497901,19252033
2018/05/15,126500,127000,124500,125500,▲500,＋0.40%,123800,121100,107235,104533,572997,19147923
2018/05/14,123500,125500,119500,125000,▲1000,＋0.81%,121900,120750,106722,104358,750408,19032943
2018/05/11,124000,124000,121000,124000,▲1000,＋0.81%,119900,120275,106235,104154,487366,18943854
2018/05/10,122500,124000,120500,123000,▲1500,＋1.23%,117200,119475,105707,103954,749772,18843350
2018/05/09,117500,123000,117000,121500,▲5500,＋4.74%,116000,118775,105248,103763,1287493,18798858
2018/05/08,116500,120000,116000,116000,▲1000,＋0.87%,115400,118000,104805,103621,747531,18366323
2018/05/04,111500,116500,111000,115000,▲4500,＋4.07%,116500,117500,104492,103517,1046778,18295604
2018/05/03,117500,118000,109000,110500,▼6500,－5.56%,117200,117025,104228,103433,2001664,18026638
2018/05/02,118500,120500,116000,117000,▼1500,－1.27%,118600,116650,104070,103379,717939,17990584
2018/04/30,122500,123500,117000,118500,▼3000,－2.47%,118600,116125,103837,103238,783512,17922526
2018/04/27,122000,123500,119000,121500,▲3000,＋2.53%,119600,115350,103637,103104,895252,18020971
2018/04/26,118000,123000,116000,118500,▲1000,＋0.85%,119700,114550,103370,102938,1451854,18012669
2018/04/25,115500,119000,114000,117500,▲500,＋0.43%,120800,113975,103203,102825,1098724,18179764
2018/04/24,123500,124000,116500,117000,▼6500,－5.26%,122900,113325,102987,102713,1365265,18154523
2018/04/23,123500,125500,122000,123500,▲1500,＋1.23%,125100,112850,102753,102596,616783,18306541
2018/04/20,123000,127500,121500,122000,▼2000,－1.61%,125600,111900,102370,102377,999005,18372373
2018/04/19,128000,129500,123500,124000,▼4000,－3.13%,124900,110850,102012,102167,814517,18331116
2018/04/18,127000,128500,124000,128000,0.0,0.00%,123200,109825,101592,101943,1183504,18406801
2018/04/17,126000,129000,124500,128000,▲2000,＋1.59%,119200,108475,101150,101689,1487326,18422640
2018/04/16,119500,126000,118000,126000,▲7500,＋6.33%,115400,107100,100742,101460,1931596,18181810
2018/04/13,118500,120500,116500,118500,▲3000,＋2.60%,111400,105760,100392,101238,1841133,17673215
2018/04/12,109500,116000,108000,115500,▲7500,＋6.94%,108900,104710,100200,101048,2888785,17246989
2018/04/11,109000,109500,107500,108000,▼1000,－0.92%,106900,103775,100017,100887,683675,16539111
2018/04/10,106500,109000,105500,109000,▲3000,＋2.83%,105900,103205,99958,100814,1156433,16575606
2018/04/09,105000,107000,104500,106000,0.0,0.00%,105400,102490,99892,100708,347661,16406022
2018/04/06,104500,107000,104000,106000,▲500,＋0.47%,104800,102005,99842,100657,453281,16376089
2018/04/05,104500,106000,103500,105500,▲2500,＋2.43%,104700,101495,99858,100628,395149,16345858
2018/04/04,107500,108000,102500,103000,▼3500,－3.29%,105000,100840,99908,100623,770801,16296783
2018/04/03,101000,107000,101000,106500,▲3500,＋3.40%,105300,100270,99975,100657,756439,16351832
2018/04/02,105500,106000,102000,103000,▼2500,－2.37%,105500,99550,99847,100619,537532,16343213
2018/03/30,108000,108000,105500,105500,▼1500,－1.40%,105800,98850,99797,100603,469977,16292384
2018/03/29,105000,107000,104500,107000,▲2500,＋2.39%,104900,98125,99722,100578,610215,16277693
2018/03/28,106500,107500,104000,104500,▼3000,－2.79%,104200,97405,99605,100532,829183,16251174
2018/03/27,107000,108500,106000,107500,▲3000,＋2.87%,103500,96915,99505,100523,1297754,16302440
2018/03/26,101500,104500,100000,104500,▲3500,＋3.47%,102100,96310,99325,100486,1053061,16077674
2018/03/23,100000,104500,99700,101000,▼2500,－2.42%,101040,95940,99247,100494,1273666,16096810
2018/03/22,101000,104000,100000,103500,▲2500,＋2.48%,100340,95685,99208,100561,981309,15779915
2018/03/21,101500,102000,100000,101000,▲500,＋0.50%,99000,95315,99183,100607,529636,15490365
2018/03/20,99700,100500,98200,100500,▲1300,＋1.31%,98120,95060,99200,100686,711504,15410200
2018/03/19,98100,100500,97900,99200,▲1700,＋1.74%,96960,94940,99183,100782,1027422,15367297
2018/03/16,97200,97500,95700,97500,▲700,＋0.72%,96380,94845,99205,100855,493469,15259305
2018/03/15,96300,97000,95400,96800,▲200,＋0.21%,96040,94705,99213,100947,330118,15110484
2018/03/14,95100,96900,94900,96600,▲1900,＋2.01%,95160,94655,99260,101053,619066,15046590
2018/03/13,96300,96400,94100,94700,▼1600,－1.66%,94160,94440,99297,101156,718429,15045284
2018/03/12,98300,98300,95800,96300,▲500,＋0.52%,93640,94480,99393,101233,857594,15161708
2018/03/09,92400,96200,92200,95800,▲3400,＋3.68%,92180,94410,99448,101273,933502,15244169
2018/03/08,93000,93100,91000,92400,▲800,＋0.87%,91220,94480,99502,101312,592541,15100482
2018/03/07,92400,93500,90300,91600,▼500,－0.54%,91260,94820,99587,101368,621541,15131245
2018/03/06,90400,92500,90200,92100,▲3100,＋3.48%,91880,95290,99727,101415,577360,15022572
2018/03/05,90600,91100,88900,89000,▼2000,－2.20%,92540,95835,99867,101481,745131,15034321
2018/03/02,91100,91800,90100,91000,▼1600,－1.73%,94160,96710,100092,101581,645289,14908761
2018/02/28,94300,95300,92200,92600,▼2100,－2.22%,95140,97435,100242,101655,811455,14957985
2018/02/27,96300,96500,94500,94700,▼700,－0.73%,95840,98230,100415,101693,469458,14982989
2018/02/26,98300,98400,95000,95400,▼1700,－1.75%,96080,98720,100545,101723,602031,14986887
2018/02/23,96100,97500,96100,97100,▲1200,＋1.25%,96620,99100,100672,101745,388361,15054524
2018/02/22,96100,97200,95600,95900,▼200,－0.21%,96660,99270,100837,101756,476378,15053066
2018/02/21,96000,96400,94800,96100,▲200,＋0.21%,96420,99500,101038,101771,420658,15142431
2018/02/20,98300,98700,95500,95900,▼2200,－2.24%,96360,99635,101262,101796,494375,15206517
2018/02/19,98500,98800,96900,98100,▲800,＋0.82%,95640,99915,101472,101819,476791,15283938
2018/02/14,95800,97300,95500,97300,▲2600,＋2.75%,95120,100185,101637,101808,401147,15382232
2018/02/13,97200,97400,94300,94700,▼1100,－1.15%,94640,100570,101832,101798,509521,15324224
2018/02/12,93100,96600,93100,95800,▲3500,＋3.79%,95140,101185,101995,101806,548966,15409807
2018/02/09,92500,93700,92100,92300,▼3200,－3.35%,95820,101620,102073,101798,603433,15448703
2018/02/08,94300,96500,94300,95500,▲600,＋0.63%,97560,102230,102202,101788,582009,15473987
2018/02/07,99400,99500,94700,94900,▼2300,－2.37%,99060,102705,102277,101763,794658,15432753
2018/02/06,95400,97900,94800,97200,▼2000,－2.02%,101380,103110,102437,101746,996205,15478351
2018/02/05,98000,99500,97500,99200,▼1800,－1.78%,103040,103600,102542,101738,908776,15599104
2018/02/02,102500,103000,100000,101000,▼2000,－1.94%,104900,104065,102638,101693,967324,15745256
2018/02/01,107500,108500,102000,103000,▼3500,－3.29%,105600,104365,102688,101632,1289387,15644000
2018/01/31,105000,108500,104500,106500,▲1000,＋0.95%,105600,104155,102638,101546,1351625,15797946
2018/01/30,109000,109500,105500,105500,▼3000,－2.76%,104400,103830,102572,101452,911392,15851250
2018/01/29,105000,109500,104000,108500,▲4000,＋3.83%,103400,103605,102505,101344,1503200,15928839
2018/01/26,104000,105500,103000,104500,▲1500,＋1.46%,101460,103180,102447,101221,596747,15796475
2018/01/25,101000,104000,101000,103000,▲2500,＋2.49%,100860,102880,102438,101116,760927,15819444
2018/01/24,100000,101000,99600,100500,0.0,0.00%,100960,102565,102438,101091,365150,15809439
2018/01/23,99700,101000,98800,100500,▲1700,＋1.72%,101860,102530,102383,101083,686888,15807494
2018/01/22,101000,101500,98600,98800,▼2700,－2.66%,103160,102440,102322,101108,1056405,15836650
2018/01/19,104000,107000,100500,101500,▼2000,－1.93%,104300,102600,102295,101172,1096995,15878863
2018/01/18,106000,109000,103500,103500,▼1500,－1.43%,104900,102625,102228,101209,880014,15870023
2018/01/17,107500,107500,104500,105000,▼2000,－1.87%,105200,102425,102178,101197,548328,15905896
2018/01/16,104500,107000,102500,107000,▲2500,＋2.39%,104800,102200,102083,101172,783683,15952460
2018/01/15,105000,106000,103000,104500,0.0,0.00%,104800,101750,101897,101159,451938,15946868
2018/01/12,105000,106000,102500,104500,▼500,－0.48%,105600,101505,101757,101172,749325,15956335
2018/01/11,103000,105000,101500,105000,▲2000,＋1.94%,106100,101220,101670,101168,569806,15981596
2018/01/10,107500,108000,101000,103000,▼4000,－3.74%,104860,100995,101525,101163,1102888,15961404
2018/01/09,109000,109500,105500,107000,▼1500,－1.38%,104260,100825,101472,101138,719512,16083159
2018/01/08,108000,109500,106000,108500,▲1500,＋1.40%,103060,100425,101397,101097,1202536,16109457
2018/01/05,99900,107000,99400,107000,▲8200,＋8.30%,101360,99875,101338,101020,2045463,16071687
2018/01/04,101000,101000,98700,98800,▼1200,－1.20%,99660,99525,101338,100956,407340,15412998
2018/01/03,101500,102000,99700,100000,▼1000,－0.99%,99240,99610,101392,100964,424305,15367553
2018/01/02,100000,101500,99500,101000,▲1000,＋1.00%,99200,99735,101408,100977,450651,15354076
2017/12/28,98400,100000,96900,100000,▲1500,＋1.52%,98740,99685,101433,100953,568856,15186855
2017/12/27,97000,99100,96900,98500,▲1800,＋1.86%,99140,99835,101458,100932,490596,15143150
2017/12/26,100000,100000,96700,96700,▼3100,－3.11%,99840,100035,101542,100961,982523,15186342
2017/12/22,98900,100500,97000,99800,▲1100,＋1.11%,100400,100350,101647,101001,543559,15243282
2017/12/21,102500,103000,98500,98700,▼3300,－3.24%,100540,100710,101742,101023,899665,15209187
2017/12/20,101500,102500,100500,102000,0.0,0.00%,100400,101175,101913,101113,335712,15503192
2017/12/19,101000,103500,100500,102000,▲2500,＋2.51%,99920,101550,102030,101180,965455,15536432
2017/12/18,101500,101500,99400,99500,▼1000,－1.00%,99280,101875,102172,101168,443166,15442721
2017/12/15,99700,101500,99600,100500,▲2500,＋2.55%,99480,102300,102380,101172,545369,15512625
2017/12/14,100000,101500,98000,98000,▼1600,－1.61%,99300,102725,102505,101126,745321,15520441
2017/12/13,99200,100500,98500,99600,▲800,＋0.81%,99500,103050,102680,101093,314098,15557430
2017/12/12,100500,100500,98400,98800,▼1700,－1.69%,99080,103095,102845,101045,447408,15625838
2017/12/11,101500,101500,99500,100500,▲900,＋0.90%,99320,103155,103015,100967,301089,15640949
2017/12/08,99400,101000,99300,99600,▲600,＋0.61%,99320,103130,103073,100846,423096,15687194
2017/12/07,97500,99500,97400,99000,▲1500,＋1.54%,99900,103375,103097,100725,505920,15684906
