[일시]삼성전기,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2013/05/23,94200,94500,92400,92500,▼1900,－2.01%,94680,96710,95980,97167,434355,15620279
2013/05/22,94700,95300,94200,94400,▲100,＋0.11%,95320,96630,96022,97254,291964,15576900
2013/05/21,95500,95700,93800,94300,▼1200,－1.26%,95620,96525,96038,97330,430426,15568315
2013/05/20,96500,97100,94400,95500,▼1200,－1.24%,95660,96410,96058,97368,576468,15575732
2013/05/16,95800,97400,95800,96700,▲1000,＋1.04%,95720,96085,96067,97367,313012,15611398
2013/05/15,95600,96600,95200,95700,▼200,－0.21%,96160,95825,96013,97373,337893,15565683
2013/05/14,94400,96500,94400,95900,▲1400,＋1.48%,96780,95675,95972,97384,399673,15569880
2013/05/13,95100,95700,94100,94500,▼1300,－1.36%,97520,95540,95932,97393,515054,15580554
2013/05/10,98900,98900,95800,95800,▼3100,－3.13%,98600,95460,95928,97408,744772,15551608
2013/05/09,99000,99700,98500,98900,▲100,＋0.10%,99200,95380,95908,97401,381466,15535733
2013/05/08,99300,99700,98200,98800,▼800,－0.80%,99060,95185,95828,97361,400075,15498350
2013/05/07,99600,100500,98100,99600,▼300,－0.30%,99000,95030,95742,97323,404336,15533202
2013/05/06,99400,101000,99400,99900,▲1100,＋1.11%,98760,94870,95617,97282,623966,15612264
2013/05/03,99100,99400,98100,98800,▲600,＋0.61%,98180,94705,95442,97224,460403,15510828
2013/05/02,97900,98700,97300,98200,▼300,－0.30%,97480,94700,95290,97178,225691,15556285
2013/04/30,99000,99500,97600,98500,▲100,＋0.10%,96940,94740,95167,97131,464205,15509217
2013/04/29,97600,99500,97100,98400,▲1400,＋1.44%,95420,94705,95048,97067,509171,15441951
2013/04/26,97000,99100,96900,97000,▲1700,＋1.78%,94200,94730,94937,96998,892959,15389907
2013/04/25,95700,96500,94500,95300,▼200,－0.21%,93200,94830,94857,96933,407833,15300934
2013/04/24,92600,96500,92100,95500,▲4600,＋5.06%,91940,95055,94803,96917,1151805,15298402
2013/04/23,92200,92500,90600,90900,▼1400,－1.52%,91140,95280,94723,96903,317480,15415899
2013/04/22,91400,92400,90500,92300,▲300,＋0.33%,91500,95685,94762,96925,267908,15431083
2013/04/19,89000,92100,88800,92000,▲3000,＋3.37%,91680,96040,94818,96939,508265,15450020
2013/04/18,91000,91000,88700,89000,▼2500,－2.73%,91860,96200,94892,96958,660315,15453922
2013/04/17,92700,93500,91500,91500,▼1200,－1.29%,92900,96550,94980,96973,419592,15534513
2013/04/16,91600,92800,91200,92700,▼500,－0.54%,93600,96775,95018,96970,567617,15564207
2013/04/15,92700,93700,91600,93200,▲300,＋0.32%,94200,96935,95043,96959,462419,15620594
2013/04/12,94700,95300,92700,92900,▼1300,－1.38%,94840,97030,95042,96951,614161,15709720
2013/04/11,95500,95700,93300,94200,▼800,－0.84%,95580,97160,95072,96947,624995,15743128
2013/04/10,96400,96400,93900,95000,▼700,－0.73%,96480,97235,95075,96913,666978,15847654
2013/04/09,96000,96900,94500,95700,▼700,－0.73%,97280,97215,95067,96854,363299,15918926
2013/04/08,96400,97500,96000,96400,▼200,－0.21%,97700,97160,95085,96780,313777,15965138
2013/04/05,98000,98700,96500,96600,▼2100,－2.13%,98200,97140,95123,96710,506560,15950565
2013/04/04,98200,98900,97100,98700,▼300,－0.30%,98680,97160,95168,96653,409884,15932461
2013/04/03,98300,100000,97700,99000,▲1200,＋1.23%,98900,97090,95198,96585,522375,15934983
2013/04/02,98600,99200,97200,97800,▼1100,－1.11%,99100,97005,95223,96542,382382,15968291
2013/04/01,99900,99900,98700,98900,▼100,－0.10%,99340,96950,95243,96513,281626,15956212
2013/03/29,100000,101500,99000,99000,▼800,－0.80%,99440,96700,95262,96491,437777,15925766
2013/03/28,100000,100500,99100,99800,▼200,－0.20%,98680,96525,95295,96463,350877,15947856
2013/03/27,99600,101000,99300,100000,▲1000,＋1.01%,97920,96235,95285,96439,808047,15957999
2013/03/26,99400,100000,98700,99000,▼400,－0.40%,97120,95950,95293,96409,684372,15886197
2013/03/25,96500,99700,96500,99400,▲4200,＋4.41%,96500,95750,95295,96378,962277,15925217
2013/03/22,96100,96500,95000,95200,▼800,－0.83%,95640,95550,95313,96348,346323,15947146
2013/03/21,96800,97900,96000,96000,0.0,0.00%,95700,95565,95427,96346,353879,15996127
2013/03/20,95800,97200,95700,96000,▲100,＋0.10%,95640,95565,95593,96328,480751,16032468
2013/03/19,95300,96800,95300,95900,▲800,＋0.84%,95360,95440,95735,96315,398066,16087653
2013/03/18,95100,96100,94600,95100,▼400,－0.42%,95100,95305,95845,96297,243674,16147334
2013/03/15,96100,96400,94700,95500,▼200,－0.21%,95280,95225,96010,96293,337296,16164582
2013/03/14,95000,96400,94900,95700,▲1100,＋1.16%,95580,95165,96177,96298,417555,16182249
2013/03/13,94300,95200,94200,94600,0.0,0.00%,95900,95110,96323,96297,287697,16231978
2013/03/12,96000,96500,94300,94600,▼1400,－1.46%,96440,95085,96505,96317,398114,16333724
2013/03/11,96300,96600,95100,96000,▼1000,－1.03%,96860,95035,96728,96312,352591,16408771
2013/03/08,97000,97800,96200,97000,▼300,－0.31%,96440,94840,96928,96308,294856,16468178
2013/03/07,97000,97500,96100,97300,0.0,0.00%,96140,94460,97112,96293,290095,16466552
2013/03/06,98000,98200,97100,97300,▲600,＋0.62%,95480,94080,97282,96282,375999,16487561
2013/03/05,94800,97000,94600,96700,▲2800,＋2.98%,94880,93755,97443,96267,646288,16473103
2013/03/04,95300,95300,93900,93900,▼1600,－1.68%,94540,93490,97615,96241,287058,16457661
2013/02/28,95200,95700,94700,95500,▲1500,＋1.60%,94840,93380,97808,96237,330351,16560946
2013/02/27,94300,95100,93900,94000,▼300,－0.32%,94840,93215,97975,96235,204245,16564526
2013/02/26,94000,94500,93600,94300,▼700,－0.74%,95240,93120,98175,96253,230851,16611159
2013/02/25,95700,95900,94800,95000,▼400,－0.42%,95080,92940,98353,96278,224522,16652873
2013/02/22,95000,95500,94500,95400,▼100,－0.10%,94720,92850,98487,96292,271433,16664744
2013/02/21,95500,96100,94900,95500,▼500,－0.52%,94340,92865,98622,96311,302583,16665563
2013/02/20,93900,96100,93800,96000,▲2500,＋2.67%,94100,92910,98677,96314,560525,16621580
2013/02/19,92700,93700,92600,93500,▲300,＋0.32%,93820,92825,98667,96294,227659,16509124
2013/02/18,93300,93500,92600,93200,▼300,－0.32%,93940,92840,98732,96348,218511,16511570
2013/02/15,94100,94200,93000,93500,▼800,－0.85%,94020,92890,98797,96422,204280,16523162
2013/02/14,94100,94600,93200,94300,▼300,－0.32%,93740,92870,98853,96488,285434,16532801
2013/02/13,94400,94700,93600,94600,▲500,＋0.53%,92760,92890,98888,96553,317687,16512081
2013/02/12,93600,94700,93100,94100,▲500,＋0.53%,91780,92880,98893,96614,267793,16498652
2013/02/08,92100,94200,91700,93600,▲1500,＋1.63%,91120,92900,98893,96693,471215,16496400
2013/02/07,89400,92600,89300,92100,▲2700,＋3.02%,90680,93060,98905,96792,766069,16570640
2013/02/06,90000,90400,89000,89400,▼300,－0.33%,90600,93390,98947,96908,336773,16578509
2013/02/05,90200,90900,89500,89700,▼1100,－1.21%,91160,93885,99007,97029,285493,16663099
2013/02/04,91900,91900,90200,90800,▼600,－0.66%,91640,94425,99065,97161,272114,16712549
2013/02/01,92100,92200,90200,91400,▼300,－0.33%,91620,94910,99095,97292,318809,16741084
2013/01/31,92200,92900,91300,91700,▼500,－0.54%,91980,95290,99085,97405,307374,16674291
2013/01/30,92100,93100,91400,92200,▲100,＋0.11%,92780,95705,99058,97524,301641,16654199
2013/01/29,91000,93300,90800,92100,▲1400,＋1.54%,93620,96145,99008,97643,364287,16627617
2013/01/28,92100,92200,90100,90700,▼2500,－2.68%,94060,96500,99030,97751,701600,16707052
2013/01/25,96300,96300,92700,93200,▼2500,－2.61%,94680,96990,99082,97883,680486,16802281
2013/01/24,96400,97300,95300,95700,▼700,－0.73%,94880,97285,99088,97993,361736,16994478
2013/01/23,95400,97800,95000,96400,▲2100,＋2.23%,94360,97525,99060,98079,854361,17117366
2013/01/22,93500,94700,93500,94300,▲500,＋0.53%,94020,97805,99025,98126,311441,17208995
2013/01/21,94200,94200,93100,93800,▼400,－0.42%,94040,98390,98967,98186,253280,17312220
2013/01/18,94100,94400,93000,94200,▲1100,＋1.18%,94180,98925,98922,98230,213520,17342866
2013/01/17,94100,95100,92600,93100,▼1600,－1.69%,94700,99340,98875,98265,443611,17295242
2013/01/16,94700,95300,94100,94700,▲300,＋0.32%,95820,99935,98860,98335,218220,17432821
2013/01/15,95000,96100,94400,94400,▼100,－0.11%,96740,100475,98822,98383,489277,17450358
2013/01/14,96200,96400,93700,94500,▼2300,－2.38%,97960,100980,98750,98451,743887,17333352
2013/01/11,99400,99500,96300,96800,▼1900,－1.93%,99160,101530,98642,98518,657251,17340364
2013/01/10,99300,99700,98100,98700,▼600,－0.60%,99600,102090,98475,98543,389779,17343630
2013/01/09,100500,101500,99200,99300,▼1200,－1.19%,99860,102555,98297,98574,274694,17392097
2013/01/08,100500,102000,100000,100500,0.0,0.00%,100200,102990,98137,98613,433563,17421561
2013/01/07,99500,101000,99100,100500,▲1500,＋1.52%,99940,103340,97972,98630,330313,17342974
2013/01/04,100000,101000,98800,99000,▼1000,－1.00%,99940,103665,97860,98626,525079,17296187
2013/01/03,102000,102000,99300,100000,▼1000,－0.99%,99960,104065,97782,98634,637233,17164559
2013/01/02,100000,102000,99800,101000,▲1800,＋1.81%,100060,104340,97720,98634,529946,17077135
2012/12/28,99600,100000,98000,99200,▼1300,－1.29%,100260,104565,97632,98621,783089,17009228
2012/12/27,99000,101000,99000,100500,▲1400,＋1.41%,101620,104905,97593,98628,433770,17075351
2012/12/26,100000,100500,98500,99100,▼1400,－1.39%,102420,105130,97525,98644,756921,17083164
2012/12/24,101500,102000,99700,100500,▼1500,－1.47%,103100,105325,97462,98685,720407,17060843
2012/12/21,106500,107000,100000,102000,▼4000,－3.77%,104000,105475,97383,98698,1989195,17111578
2012/12/20,105500,106000,104500,106000,▲1500,＋1.44%,104700,105315,97265,98718,459298,16510851
2012/12/18,103500,105000,102000,104500,▲2000,＋1.95%,104400,104785,97062,98718,476598,16392855
2012/12/17,105500,106000,102000,102500,▼2500,－2.38%,104600,104430,96895,98702,769254,16286082
2012/12/14,105000,106000,103500,105000,▼500,－0.47%,105700,104160,96748,98702,391115,16208627
2012/12/13,104500,107000,104000,105500,▲1000,＋0.96%,106300,103755,96577,98673,843672,16173205
2012/12/12,105500,106000,103000,104500,▼1000,－0.95%,106800,103300,96418,98635,750932,16091583
2012/12/11,108500,109000,104000,105500,▼2500,－2.31%,107400,102820,96270,98631,980791,15925458
2012/12/10,108500,110000,108000,108000,0.0,0.00%,107700,102250,96128,98652,413872,15753217
2012/12/07,108000,108500,107000,108000,0.0,0.00%,107500,101565,95895,98639,384187,15689399
2012/12/06,108000,108500,106500,108000,▲500,＋0.47%,107000,100895,95687,98627,393890,15588480
2012/12/05,107000,108500,106000,107500,▲500,＋0.47%,106500,100145,95475,98627,481236,15446778
2012/12/04,106500,108000,105500,107000,0.0,0.00%,106200,99430,95282,98627,469784,15358858
2012/12/03,105500,107500,104500,107000,▲1500,＋1.42%,105800,98710,95090,98639,555041,15323504
2012/11/30,105500,106500,103500,105500,0.0,0.00%,105000,97900,94867,98643,526946,15189945
2012/11/29,107000,107000,104500,105500,▼500,－0.47%,104600,97130,94665,98652,617624,14986205
2012/11/28,104000,107000,103500,106000,▲1000,＋0.95%,103260,96315,94495,98648,909420,14914392
2012/11/27,104000,106000,103500,105000,▲2000,＋1.94%,101140,95685,94330,98610,920108,14893629
2012/11/26,105000,105500,103000,103000,▼500,－0.48%,99620,95125,94202,98585,846233,14867946
2012/11/23,99800,104000,99600,103500,▲4700,＋4.76%,98440,94655,94097,98558,2173070,14929883
2012/11/22,96500,99200,95700,98800,▲3400,＋3.56%,97120,94180,94000,98509,981592,14739719
2012/11/21,97800,97900,95000,95400,▼2000,－2.05%,96640,93955,93952,98532,435480,14581957
2012/11/20,97900,98200,96700,97400,▲300,＋0.31%,96540,93725,93922,98587,338182,14529774
2012/11/19,97700,98000,96300,97100,▲200,＋0.21%,95880,93410,93965,98625,398760,14493209
2012/11/16,96800,98500,96600,96900,▲500,＋0.52%,95320,93125,94047,98666,855673,14528143
2012/11/15,93900,97400,93700,96400,▲1500,＋1.58%,94860,92890,94123,98713,949324,14469858
2012/11/14,94400,95200,92900,94900,▲800,＋0.85%,94180,92690,94217,98747,553452,14429485
2012/11/13,94700,95200,93800,94100,▼200,－0.21%,93840,92450,94335,98793,317538,14432965
2012/11/12,94800,95100,93600,94300,▼300,－0.32%,93540,92145,94492,98847,289307,14409116
2012/11/09,92300,95000,91700,94600,▲1600,＋1.72%,92840,91770,94678,98871,516991,14446280
2012/11/08,91500,93900,91500,93000,▼200,－0.21%,91940,91440,94868,98864,412004,14413702
2012/11/07,93000,93400,92300,93200,▲600,＋0.65%,91180,91275,95052,98906,329069,14363452
2012/11/06,91700,92900,91200,92600,▲1800,＋1.98%,91220,91145,95257,98946,410480,14334018
2012/11/05,90000,91400,90000,90800,▲700,＋0.78%,91460,91205,95488,99053,338417,14356516
2012/11/02,90400,91200,89800,90100,▲900,＋1.01%,92020,91380,95725,99180,436828,14337712
2012/11/01,92500,92800,88700,89200,▼4200,－4.50%,92800,91690,95990,99321,1162695,14321340
2012/10/31,94400,94800,92600,93400,▼400,－0.43%,93820,92015,96278,99503,362214,14285300
2012/10/30,93200,94300,92800,93800,▲200,＋0.21%,93300,92190,96472,99649,328317,14311687
2012/10/29,94800,95800,92700,93600,▼400,－0.43%,92760,92320,96683,99768,439371,14267271
2012/10/26,94800,95700,93200,94000,▼300,－0.32%,92320,92405,96898,99871,698006,14221300
2012/10/25,90500,94800,90400,94300,▲3500,＋3.85%,91960,92495,97098,99988,998607,14114625
2012/10/24,90300,91300,89600,90800,▼300,－0.33%,91580,92525,97227,100118,430391,14165353
2012/10/23,91200,92500,90000,91100,▼300,－0.33%,91440,92675,97405,100274,441291,14266271
2012/10/22,90500,91500,89200,91400,▼800,－0.87%,90820,92845,97538,100428,467243,14336629
2012/10/19,92000,93600,91900,92200,▼200,－0.22%,89900,92960,97655,100566,542228,14342312
2012/10/18,90700,92700,90500,92400,▲2300,＋2.55%,89060,93085,97810,100685,572038,14239680
2012/10/17,88800,91200,88600,90100,▲2100,＋2.39%,88520,93265,97945,100798,536306,14126295
2012/10/16,87400,88200,87000,88000,▲1200,＋1.38%,88620,93540,98152,100918,380189,14076253
2012/10/15,87100,88000,85700,86800,▼1200,－1.36%,89780,93990,98393,101068,552161,14112824
2012/10/12,89500,89700,87700,88000,▼1700,－1.90%,91280,94350,98610,101228,616495,14005189
2012/10/11,90100,91000,87600,89700,▼900,－0.99%,92940,94725,98852,101362,1111081,13948214
2012/10/10,93200,93200,90100,90600,▼3200,－3.41%,94140,95005,99090,101460,1028878,13997714
2012/10/09,94200,95200,93400,93800,▼500,－0.53%,95400,95270,99288,101538,436399,14079022
2012/10/08,96500,96800,94300,94300,▼2000,－2.08%,95920,95355,99392,101589,440229,14081356
2012/10/05,97000,97100,96100,96300,▲600,＋0.63%,96120,95320,99487,101641,443158,14053776
2012/10/04,97400,97500,95500,95700,▼1200,－1.24%,96020,95175,99548,101655,551543,14062047
2012/10/02,96800,97800,96700,96900,▲500,＋0.52%,95860,95155,99610,101674,424744,14118499
2012/09/28,96100,96700,95800,96400,▲1100,＋1.15%,95240,95115,99662,101708,521547,14172360
2012/09/27,95800,95800,94300,95300,▼500,－0.52%,94860,95160,99763,101763,469230,14146495
2012/09/26,95000,95900,94700,95800,▲900,＋0.95%,94540,95230,99908,101802,580855,14231161
2012/09/25,93500,95800,93500,94900,▲1100,＋1.17%,94320,95325,100012,101837,743505,14194168
2012/09/24,94600,94900,93400,93800,▼700,－0.74%,94540,95375,100172,101888,553864,14207544
2012/09/21,94500,94900,93900,94500,▲800,＋0.85%,94900,95365,100375,101939,379488,14327266
2012/09/20,94800,95700,93500,93700,▼1000,－1.06%,95400,95640,100508,101984,742871,14318839
2012/09/19,96000,96100,94400,94700,▼1300,－1.35%,95460,96055,100655,102049,794356,14279425
2012/09/18,95600,96400,95400,96000,▲400,＋0.42%,95620,96395,100768,102110,342761,14198868
2012/09/17,96400,96500,95100,95600,▼1400,－1.44%,95480,96695,100852,102148,829048,14202817
2012/09/14,96000,97000,95800,97000,▲3000,＋3.19%,95540,97015,100992,102184,1072336,14232619
2012/09/13,95600,95600,93400,94000,▼1500,－1.57%,95240,97340,101175,102209,1045922,14003317
2012/09/12,96200,96500,95000,95500,▲200,＋0.21%,95160,97915,101383,102258,733532,14293223
2012/09/11,96400,96500,95300,95300,▼600,－0.63%,94740,98440,101567,102300,339852,14318786
2012/09/10,95500,97100,95200,95900,▲400,＋0.42%,94740,98875,101778,102343,371819,14384843
2012/09/07,95600,95600,94900,95500,▲1900,＋2.03%,94780,99355,101972,102378,647781,14318431
2012/09/06,93800,94900,93400,93600,▲200,＋0.21%,95140,99905,102188,102403,455795,14390754
2012/09/05,94500,94800,93400,93400,▼1900,－1.99%,95760,100475,102420,102436,490691,14451061
2012/09/04,96200,96800,95000,95300,▼800,－0.83%,96620,101105,102638,102478,485009,14468239
2012/09/03,97500,97500,95200,96100,▼1200,－1.23%,96740,101665,102800,102503,485718,14500317
2012/08/31,96400,99800,96100,97300,▲600,＋0.62%,96240,102110,102890,102513,540609,14627037
2012/08/30,97700,97900,96200,96700,▼1000,－1.02%,96780,102570,102968,102516,498243,14655242
2012/08/29,96600,98500,95500,97700,▲1800,＋1.88%,97840,103060,103020,102508,976014,14705107
2012/08/28,94400,96400,94000,95900,▲2300,＋2.46%,98600,103475,103018,102455,1227219,14841130
2012/08/27,94500,95900,92500,93600,▼6400,－6.40%,99820,103780,103112,102423,3206859,14780396
2012/08/24,101000,101500,100000,100000,▼2000,－1.96%,101500,104175,103252,102420,376436,14559211
2012/08/23,101000,102500,100500,102000,▲500,＋0.49%,102200,104130,103285,102368,412033,14640427
2012/08/22,101500,102000,100000,101500,▼500,－0.49%,102900,103950,103285,102300,679653,14664107
2012/08/21,102500,103000,101500,102000,0.0,0.00%,103800,103950,103302,102204,426929,14723408
2012/08/20,103500,104000,101000,102000,▼1500,－1.45%,104200,103875,103277,102100,759478,14677195
2012/08/17,106500,107000,103000,103500,▼2000,－1.90%,104900,103900,103252,102024,795546,14720517
2012/08/16,106500,107000,105000,105500,▼500,－0.47%,105500,103850,103202,101924,260624,14617771
2012/08/14,105000,106000,104500,106000,▲2000,＋1.92%,105400,103565,103063,101842,356226,14657201
2012/08/13,106500,106500,104000,104000,▼1500,－1.42%,105400,103390,102860,101757,362374,14563680
2012/08/10,106500,107000,105500,105500,▼1000,－0.94%,105900,103390,102760,101697,373791,14503497
2012/08/09,105000,107500,104500,106500,▲1500,＋1.43%,105800,103240,102635,101634,648287,14392381
2012/08/08,106000,107500,105000,105000,▼1000,－0.94%,105800,102915,102618,101558,590331,14184009
2012/08/07,107000,107500,104500,106000,▼500,－0.47%,106100,102665,102635,101505,405859,14045081
2012/08/06,108000,108500,106000,106500,▲1500,＋1.43%,106100,102365,102652,101443,490491,14025748
2012/08/03,105000,106000,104000,105000,▼1500,－1.41%,105200,102010,102727,101349,313172,14054230
2012/08/02,107000,108000,105000,106500,0.0,0.00%,104500,101760,102827,101268,552896,14038975
2012/08/01,105500,107000,105500,106500,▲500,＋0.47%,103020,101560,102852,101175,472729,13979215
2012/07/31,102000,107000,101500,106000,▲4000,＋3.92%,101400,101435,102843,101068,1338706,14056974
2012/07/30,102500,103500,101000,102000,▲500,＋0.49%,100500,101235,102877,100956,450235,13885840
2012/07/27,101500,102500,100000,101500,▲2400,＋2.42%,100200,101360,103010,100905,902135,13822747
2012/07/26,99100,101500,98500,99100,▲700,＋0.71%,100400,101585,103143,100855,500677,13645752
2012/07/25,100000,100500,98400,98400,▼3100,－3.05%,101080,101755,103317,100835,599714,13798787
2012/07/24,101000,102000,100000,101500,▲1000,＋1.00%,101360,101960,103477,100789,320734,13880139
2012/07/23,101500,102000,100000,100500,▼2000,－1.95%,101560,101960,103560,100711,395176,13871778
2012/07/20,103000,103500,102000,102500,0.0,0.00%,102260,101985,103652,100632,200023,13868024
2012/07/19,101500,104000,100000,102500,▲2700,＋2.71%,102260,102060,103685,100536,569011,13845777
2012/07/18,102500,103500,99800,99800,▼2700,－2.63%,101760,102335,103743,100428,530209,13820377
2012/07/17,103500,104500,102000,102500,▼1500,－1.44%,101800,102670,103847,100331,417911,13821119
2012/07/16,103500,104500,102500,104000,▲1500,＋1.46%,101300,102870,103872,100214,393096,16643052
2012/07/13,101000,103500,98200,102500,▲2500,＋2.50%,100380,103070,103830,100068,743483,16442692
2012/07/12,101000,103000,100000,100000,0.0,0.00%,99880,103320,103787,99905,582145,15848631
2012/07/11,99800,101000,99500,100000,0.0,0.00%,100380,103745,103787,99775,376039,15771045
2012/07/10,100000,101500,99700,100000,▲600,＋0.60%,101180,104120,103795,99634,326394,15686842
2012/07/09,98900,101000,98200,99400,▼600,－0.60%,101580,104445,103762,99500,316665,15650250
2012/07/06,103500,104000,99800,100000,▼2500,－2.44%,102600,104725,103738,99359,844831,15625162
2012/07/05,103500,104000,102000,102500,▼1500,－1.44%,103800,104800,103755,99213,474741,15681604
2012/07/04,102000,105000,100000,104000,▲2000,＋1.96%,103800,104775,103763,99062,1169638,15709509
2012/07/03,105500,106000,101000,102000,▼2500,－2.39%,103500,104565,103695,98897,1165589,15792840
2012/07/02,106500,107000,104000,104500,▼1500,－1.42%,103400,104345,103662,98747,564108,15780342
2012/06/29,102000,106500,101500,106000,▲3500,＋3.41%,102700,104195,103603,98568,525797,15775040
2012/06/28,103000,104000,101500,102500,0.0,0.00%,102300,103995,103503,98359,305795,15893004
2012/06/27,100500,104000,100000,102500,▲1000,＋0.99%,103400,103970,103460,98188,506506,15812251
2012/06/26,100500,102500,99800,101500,▲500,＋0.50%,104200,103945,103443,97995,357513,15788160
2012/06/25,104000,104000,99600,101000,▼3000,－2.88%,105200,103995,103452,97797,816936,15666103
2012/06/22,106000,107500,103500,104000,▼4000,－3.70%,106600,103970,103443,97622,753986,15710415
2012/06/21,107000,108500,106000,108000,▲1500,＋1.41%,107300,103795,103377,97428,477963,15705410
2012/06/20,107500,107500,104500,106500,0.0,0.00%,107400,103420,103243,97249,586450,15671659
2012/06/19,107000,108000,104500,106500,▼1500,－1.39%,107600,102955,103133,97083,577410,15628287
2012/06/18,109500,110000,107500,108000,▲500,＋0.47%,107600,102320,103033,96918,426045,15562559
2012/06/15,109000,109500,105500,107500,▼1000,－0.92%,107000,101820,102908,96752,480715,15511429
2012/06/14,107500,108500,107000,108500,▲1000,＋0.93%,105800,101345,102783,96567,470486,15483192
2012/06/13,107500,108500,105500,107500,▲1000,＋0.94%,104500,101195,102617,96344,485879,15449860
2012/06/12,103500,108000,103500,106500,▲1500,＋1.43%,102960,101120,102452,96163,754022,15487090
2012/06/11,103000,105500,102500,105000,▲3500,＋3.45%,101180,101145,102317,95999,744166,15552943
2012/06/08,102500,103000,100000,101500,▼500,－0.49%,100480,101445,102207,95877,316483,15118741
2012/06/07,102500,103500,101500,102000,▲2200,＋2.20%,100580,101920,102137,95781,441282,14921419
2012/06/05,99000,100000,98300,99800,▲2200,＋2.25%,100580,102220,102063,95670,442429,14710955
2012/06/04,97000,99400,96400,97600,▼3900,－3.84%,101020,102530,101995,95547,729829,14465631
2012/06/01,102000,105000,101000,101500,▼500,－0.49%,102000,103050,101892,95428,480372,14544969
2012/05/31,99900,102500,99500,102000,0.0,0.00%,101800,103475,101733,95279,410017,14596429
2012/05/30,102500,104000,101000,102000,0.0,0.00%,101500,103850,101588,95121,346415,14563678
2012/05/29,101500,102000,99200,102000,▼500,－0.49%,101200,104225,101452,94966,658397,14531951
2012/05/25,101000,103000,101000,102500,▲2000,＋1.99%,100240,104525,101315,94812,383561,14544604
2012/05/24,100000,102500,99400,100500,0.0,0.00%,98500,104725,101107,94646,280079,14499981
2012/05/23,99900,102500,98500,100500,0.0,0.00%,98000,105000,100923,94458,574153,14567290
2012/05/22,99300,102500,98400,100500,▲3300,＋3.40%,97500,105200,100797,94259,850216,14785708
2012/05/21,95200,98200,94800,97200,▲3400,＋3.62%,98500,105475,100647,94019,782430,14867879
2012/05/18,95300,96300,93200,93800,▼4200,－4.29%,100260,105915,100620,93788,855295,14980650
2012/05/17,97500,99200,95100,98000,0.0,0.00%,102900,106425,100653,93607,1260655,14993435
2012/05/16,104500,106500,96500,98000,▼7500,－7.11%,105500,106600,100633,93398,1376019,15005500
2012/05/15,105500,107500,103500,105500,▼500,－0.47%,108100,106695,100633,93196,572343,14930975
2012/05/14,107000,108000,103000,106000,▼1000,－0.93%,108600,106420,100498,92928,556105,14884554
2012/05/11,111000,111500,106500,107000,▼4000,－3.60%,108600,106145,100375,92686,815159,14810156
2012/05/10,111000,112500,109500,111000,0.0,0.00%,108800,105695,100233,92460,558514,14949390
2012/05/09,107500,112000,107000,111000,▲3000,＋2.78%,108600,105045,99972,92173,1047228,14941442
2012/05/08,107500,109000,106500,108000,▲2000,＋1.89%,108300,104545,99710,91898,481995,14867255
2012/05/07,105500,107000,105000,106000,▼2000,－1.85%,108600,104295,99498,91656,348090,14866728
2012/05/04,109000,109500,105500,108000,▼2000,－1.82%,109000,103990,99293,91424,934342,14930876
2012/05/03,109500,110500,108500,110000,▲500,＋0.46%,108700,103590,99035,91195,347964,14898284
2012/05/02,110500,111500,107000,109500,0.0,0.00%,107900,103140,98800,90987,575557,14576752
2012/04/30,109500,112000,109000,109500,▲1500,＋1.39%,106900,102665,98567,90776,983266,14577923
2012/04/27,108000,109500,107000,108000,▲1500,＋1.41%,106200,102185,98353,90588,935881,14524133
2012/04/26,108500,108500,105000,106500,▲500,＋0.47%,105800,101860,98102,90407,879977,14354704
2012/04/25,106000,107500,105000,106000,▲1500,＋1.44%,105300,101635,97862,90220,805168,14271850
2012/04/24,105000,106000,103000,104500,▼1500,－1.42%,104400,101360,97612,90053,481655,14322326
2012/04/23,106500,106500,105000,106000,0.0,0.00%,103480,101135,97387,89887,360258,14296122
2012/04/20,104000,106500,104000,106000,▲2000,＋1.92%,102280,100835,97113,89715,1039824,14332318
2012/04/19,101500,106000,101500,104000,▲2500,＋2.46%,101180,100530,96815,89540,1400258,14164993
2012/04/18,101500,102000,100500,101500,▲1600,＋1.60%,99980,100355,96557,89399,443577,14246393
2012/04/17,100000,100500,99200,99900,▼100,－0.10%,99280,100305,96305,89314,258487,14219818
2012/04/16,99400,101500,99100,100000,▼500,－0.50%,99500,100310,96023,89238,314514,14242413
2012/04/13,99500,100500,98500,100500,▲2500,＋2.55%,100100,100235,95763,89163,391738,14272289
2012/04/12,99000,99000,95700,98000,0.0,0.00%,99980,100090,95473,89074,422149,14252091
2012/04/10,101000,102000,97300,98000,▼3000,－2.97%,100380,100110,95238,88968,687702,14254624
2012/04/09,101500,103000,99800,101000,▼2000,－1.94%,100980,100130,94980,88850,594851,14302915
2012/04/06,101000,106000,101000,103000,▲3100,＋3.10%,100780,99945,94672,88707,1137676,14306004
2012/04/05,99500,100500,97100,99900,▼100,－0.10%,100160,99675,94360,88548,461409,14390487
2012/04/04,101000,102000,99700,100000,▼1000,－0.99%,100480,99465,94098,88408,471293,14376758
2012/04/03,100500,102000,99700,101000,▲1000,＋1.00%,100880,99035,93832,88263,397462,14418031
2012/04/02,100500,101000,98800,100000,▲100,＋0.10%,100780,98585,93532,88100,340842,14399040
