[일시]대신증권,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1994/02/26,18870,19146,18870,19054,▲184,＋0.98%,19165,18695,18744,17786,26210,N/A
1994/02/25,19054,19331,18870,18870,0.0,0.00%,19312,18654,18723,17763,77720,N/A
1994/02/24,19238,19423,18870,18870,▼460,－2.38%,19478,18636,18703,17740,80070,N/A
1994/02/23,19699,19699,19146,19331,▼368,－1.87%,19588,18580,18678,17716,111320,N/A
1994/02/22,19791,20067,19515,19699,▼92,－0.47%,19533,18479,18642,17690,199390,N/A
1994/02/21,19883,19975,19515,19791,▲92,＋0.47%,19551,18355,18603,17658,122750,N/A
1994/02/19,19699,20067,19423,19699,▲276,＋1.42%,19367,18240,18559,17625,120980,N/A
1994/02/18,19054,19515,19054,19423,▲368,＋1.93%,19238,18120,18514,17593,142890,N/A
1994/02/17,19791,19791,19054,19054,▼736,－3.72%,19146,18028,18479,17562,193280,N/A
1994/02/16,19331,19791,19054,19791,▲921,＋4.88%,18981,17964,18454,17534,179010,N/A
1994/02/15,19331,19331,18686,18870,▼184,－0.97%,18520,17876,18416,17499,125600,N/A
1994/02/14,19331,19699,18870,19054,▲92,＋0.49%,18392,17858,18401,17473,356780,N/A
1994/02/12,18226,18962,18226,18962,▲736,＋4.04%,18079,17802,18387,17448,107050,N/A
1994/02/08,17305,18226,17305,18226,▲736,＋4.21%,17637,17775,18379,17426,140800,N/A
1994/02/07,18226,18226,17490,17490,▼736,－4.04%,17490,17784,18393,17408,66750,N/A
1994/02/05,18226,18226,17766,18226,▲736,＋4.21%,17545,17830,18407,17397,280200,N/A
1994/02/04,16569,17490,16569,17490,▲736,＋4.40%,17545,17885,18415,17379,126870,N/A
1994/02/03,16753,17213,16753,16753,▼736,－4.21%,17747,17941,18433,17365,109400,N/A
1994/02/02,18410,18410,17490,17490,▼276,－1.55%,17950,18046,18453,17360,199080,N/A
1994/02/01,18042,18134,17766,17766,▼460,－2.53%,17913,18134,18448,17346,135530,N/A
1994/01/31,19331,19331,18134,18226,▼276,－1.49%,17802,18217,18435,17328,264460,N/A
1994/01/29,18226,18502,18226,18502,▲736,＋4.15%,17655,18323,18415,17310,81520,N/A
1994/01/28,17490,18042,17397,17766,▲460,＋2.66%,17416,18461,18393,17289,109080,N/A
1994/01/27,17397,17766,17213,17305,▲92,＋0.53%,17379,18654,18372,17276,222010,N/A
1994/01/26,17490,17766,17213,17213,▼276,－1.58%,17471,18838,18358,17265,112780,N/A
1994/01/25,17305,17858,17029,17490,▲184,＋1.06%,17637,19022,18338,17254,104410,N/A
1994/01/24,17674,17858,17305,17305,▼276,－1.57%,17839,19146,18313,17246,81000,N/A
1994/01/22,17766,17950,17490,17582,▼184,－1.04%,17968,19234,18293,17237,33250,N/A
1994/01/21,17858,18134,17766,17766,▼276,－1.53%,18134,19271,18272,17229,38580,N/A
1994/01/20,18502,18686,17950,18042,▼460,－2.49%,18263,19294,18252,17223,52410,N/A
1994/01/19,18042,18686,18042,18502,▲552,＋3.08%,18336,19312,18229,17215,144030,N/A
1994/01/18,18410,18686,17858,17950,▼460,－2.50%,18502,19317,18198,17206,76960,N/A
1994/01/17,18042,18686,18042,18410,0.0,0.00%,18631,19331,18172,17205,77990,N/A
1994/01/15,18410,18962,18226,18410,0.0,0.00%,18723,19340,18132,17198,71510,N/A
1994/01/14,19238,19238,18410,18410,▼921,－4.76%,18889,19363,18095,17189,79940,N/A
1994/01/13,18686,19515,18686,19331,▲736,＋3.96%,19091,19404,18057,17173,224350,N/A
1994/01/12,18870,19331,18594,18594,▼276,－1.46%,19294,19395,18002,17144,187400,N/A
1994/01/11,18686,19146,18594,18870,▼368,－1.91%,19828,19400,17959,17123,196220,N/A
1994/01/10,19699,19699,19146,19238,▼184,－0.95%,20380,19386,17913,17093,238860,N/A
1994/01/08,20343,20343,19423,19423,▼921,－4.52%,20730,19377,17865,17066,303890,N/A
1994/01/07,21264,21540,20343,20343,▼921,－4.33%,21024,19321,17812,17044,650700,N/A
1994/01/06,21632,21632,21172,21264,▼368,－1.70%,20951,19192,17741,17015,261930,N/A
1994/01/05,21172,21908,20803,21632,▲644,＋3.07%,20509,19013,17655,16976,387820,N/A
1994/01/04,21816,21816,20987,20987,▲92,＋0.44%,19846,18801,17563,16933,709810,N/A
1994/01/03,20895,20895,20895,20895,▲921,＋4.61%,19294,18608,17483,16896,100930,N/A
1993/12/28,19515,19975,19331,19975,▲921,＋4.83%,18797,18433,17408,16861,610660,N/A
1993/12/27,18410,19054,18410,19054,▲736,＋4.02%,18520,18290,17351,16837,188210,N/A
1993/12/24,18226,18410,18226,18318,▲92,＋0.51%,18355,18189,17308,16818,71700,N/A
1993/12/23,18502,18594,18226,18226,▼184,－1.00%,18410,18138,17276,16805,57720,N/A
1993/12/22,18778,18870,18410,18410,▼184,－0.99%,18539,18106,17249,16793,119880,N/A
1993/12/21,18226,18594,18226,18594,▲368,＋2.02%,18705,18060,17226,16781,117140,N/A
1993/12/20,18410,18778,18042,18226,▼368,－1.98%,18815,18028,17189,16767,107420,N/A
1993/12/18,18318,18686,18318,18594,▼276,－1.46%,18907,18028,17158,16758,113600,N/A
1993/12/17,19238,19238,18686,18870,▼368,－1.91%,18907,18023,17117,16746,270740,N/A
1993/12/16,19331,19515,18962,19238,▲92,＋0.48%,18944,18033,17071,16732,357820,N/A
1993/12/15,18870,19238,18870,19146,▲460,＋2.46%,18760,17987,17022,16713,220210,N/A
1993/12/14,18410,18870,18410,18686,▲92,＋0.50%,18484,17964,16974,16696,149810,N/A
1993/12/13,19054,19515,18226,18594,▼460,－2.42%,18281,17959,16936,16682,385260,N/A
1993/12/11,19054,19054,18778,19054,▲736,＋4.02%,18042,17927,16899,16670,418220,N/A
1993/12/10,17766,18318,17766,18318,▲552,＋3.11%,17655,17835,16857,16657,142930,N/A
1993/12/09,17950,18410,17766,17766,▲92,＋0.52%,17471,17766,16827,16650,385170,N/A
1993/12/08,17305,17950,17305,17674,▲276,＋1.59%,17342,17729,16804,16648,61540,N/A
1993/12/07,17121,17397,17029,17397,▲276,＋1.61%,17213,17706,16776,16650,45310,N/A
1993/12/06,17582,17766,17029,17121,▼276,－1.59%,17195,17660,16753,16654,91650,N/A
1993/12/04,17121,17397,17121,17397,▲276,＋1.61%,17287,17628,16738,16660,61890,N/A
1993/12/03,17121,17213,17029,17121,▲92,＋0.54%,17305,17559,16713,16666,54600,N/A
1993/12/02,17305,17397,17029,17029,▼276,－1.60%,17471,17503,16692,16675,47850,N/A
1993/12/01,17674,17674,17121,17305,▼276,－1.57%,17710,17457,16672,16686,49350,N/A
1993/11/30,17490,17766,17397,17582,▲92,＋0.53%,17950,17407,16644,16694,61710,N/A
1993/11/29,17766,17950,17490,17490,▼460,－2.56%,18244,17356,16613,16699,89290,N/A
1993/11/27,18134,18410,17950,17950,▼276,－1.52%,18410,17315,16583,16702,92900,N/A
1993/11/26,18594,18594,18042,18226,▼276,－1.49%,18557,17250,16546,16700,177470,N/A
1993/11/25,19331,19331,18410,18502,▼552,－2.90%,18631,17158,16509,16697,279780,N/A
1993/11/24,18502,19054,18502,19054,▲736,＋4.02%,18520,17034,16472,16691,346200,N/A
1993/11/23,18686,18686,18134,18318,▼368,－1.97%,18152,16891,16423,16681,185360,N/A
1993/11/22,18870,19331,18226,18686,▲92,＋0.50%,17876,16781,16386,16676,523320,N/A
1993/11/20,18410,18594,17858,18594,▲644,＋3.59%,17545,16647,16343,16670,229090,N/A
1993/11/19,17305,17950,17305,17950,▲736,＋4.28%,17269,16518,16297,16663,166150,N/A
1993/11/18,17121,17582,17121,17213,▲276,＋1.63%,16974,16426,16267,16659,157380,N/A
1993/11/17,17213,17305,16845,16937,▼92,－0.54%,16827,16385,16244,16663,92670,N/A
1993/11/16,17582,17766,17029,17029,▼184,－1.07%,16643,16348,16221,16673,333590,N/A
1993/11/15,16569,17213,16569,17213,▲736,＋4.47%,16440,16302,16205,16682,120370,N/A
1993/11/13,16753,16937,16477,16477,0.0,0.00%,16219,16247,16185,16689,50290,N/A
1993/11/12,16017,16569,16017,16477,▲460,＋2.87%,16182,16228,16181,16703,95110,N/A
1993/11/11,16109,16385,15925,16017,0.0,0.00%,16201,16215,16172,16715,58370,N/A
1993/11/10,16385,16661,15925,16017,▼92,－0.57%,16330,16233,16170,16731,75150,N/A
1993/11/09,16109,16661,16109,16109,▼184,－1.13%,16459,16261,16178,16748,95360,N/A
1993/11/08,16477,16569,16293,16293,▼276,－1.67%,16514,16279,16181,16766,71030,N/A
1993/11/06,16661,16753,16385,16569,▼92,－0.55%,16459,16284,16187,16781,109050,N/A
1993/11/05,16845,17029,16661,16661,0.0,0.00%,16385,16284,16193,16795,175470,N/A
1993/11/04,16385,16753,16017,16661,▲276,＋1.69%,16274,16302,16201,16808,125520,N/A
1993/11/03,16017,16569,16017,16385,▲368,＋2.30%,16146,16288,16215,16823,144960,N/A
1993/11/02,16477,16477,16017,16017,▼184,－1.14%,16072,16288,16238,16844,47930,N/A
1993/11/01,16293,16569,16201,16201,▲92,＋0.57%,16090,16293,16264,16871,57490,N/A
1993/10/30,16201,16201,16017,16109,▲92,＋0.57%,16127,16288,16282,16893,43510,N/A
1993/10/29,16017,16109,15833,16017,0.0,0.00%,16146,16297,16290,16911,49530,N/A
1993/10/28,16109,16201,16017,16017,▼92,－0.57%,16164,16311,16287,16930,51760,N/A
1993/10/27,16201,16569,16109,16109,▼276,－1.69%,16182,16330,16287,16948,28470,N/A
1993/10/26,16385,16385,16109,16385,▲184,＋1.14%,16182,16343,16273,16965,30380,N/A
1993/10/25,16017,16293,16017,16201,▲92,＋0.57%,16146,16353,16267,16978,30360,N/A
1993/10/23,16109,16201,16017,16109,0.0,0.00%,16182,16366,16276,16992,24930,N/A
1993/10/22,16109,16201,16109,16109,0.0,0.00%,16274,16380,16288,17003,40960,N/A
1993/10/21,16109,16477,16109,16109,▼92,－0.57%,16348,16376,16297,17015,78590,N/A
1993/10/20,16385,16385,16201,16201,▼184,－1.12%,16403,16371,16302,17025,19520,N/A
1993/10/19,16569,16753,16385,16385,▼184,－1.11%,16477,16371,16308,17035,57290,N/A
1993/10/18,16477,16569,16477,16569,▲92,＋0.56%,16606,16348,16314,17040,54260,N/A
1993/10/16,16477,16569,16385,16477,▲92,＋0.56%,16569,16311,16324,17045,32230,N/A
1993/10/15,16661,16845,16385,16385,▼184,－1.11%,16551,16279,16328,17052,93840,N/A
1993/10/14,17213,17213,16569,16569,▼460,－2.70%,16495,16242,16334,17061,103600,N/A
1993/10/13,16569,17029,16477,17029,▲644,＋3.93%,16403,16201,16337,17067,141360,N/A
1993/10/12,16569,16753,16385,16385,0.0,0.00%,16256,16132,16337,17068,58070,N/A
1993/10/11,16109,16385,16109,16385,▲276,＋1.71%,16238,16100,16345,17075,39350,N/A
1993/10/09,16109,16109,16017,16109,0.0,0.00%,16238,16081,16357,17082,19070,N/A
1993/10/08,16293,16385,16109,16109,▼184,－1.13%,16293,16090,16376,17091,29410,N/A
1993/10/07,16293,16385,16201,16293,0.0,0.00%,16385,16090,16393,17095,47500,N/A
1993/10/06,16385,16477,16293,16293,▼92,－0.56%,16422,16081,16405,17099,46960,N/A
1993/10/05,16385,16569,16385,16385,0.0,0.00%,16440,16072,16417,17104,32060,N/A
1993/10/04,16477,16477,16293,16385,▼184,－1.11%,16366,16044,16428,17106,21830,N/A
1993/10/02,16569,16661,16477,16569,▲92,＋0.56%,16293,16031,16442,17107,37650,N/A
1993/09/28,16385,16477,16293,16477,▲92,＋0.56%,16219,15994,16457,17110,53850,N/A
1993/09/27,16109,16385,16109,16385,▲368,＋2.30%,16109,15948,16474,17113,43180,N/A
1993/09/25,16109,16109,16017,16017,0.0,0.00%,15998,15934,16492,17117,57380,N/A
1993/09/24,16293,16477,16017,16017,▼184,－1.14%,15961,15934,16523,17127,51290,N/A
1993/09/23,16017,16385,15925,16201,▲276,＋1.73%,15888,15943,16555,17140,98330,N/A
1993/09/22,15833,16017,15833,15925,▲92,＋0.58%,15796,15929,16583,17152,36360,N/A
1993/09/21,15649,15925,15649,15833,0.0,0.00%,15741,15929,16618,17165,82610,N/A
1993/09/20,15741,15925,15741,15833,▲184,＋1.18%,15722,15961,16658,17180,51610,N/A
1993/09/18,15649,15741,15649,15649,▼92,－0.58%,15759,15984,16699,17197,10530,N/A
1993/09/17,15556,15741,15556,15741,▲92,＋0.59%,15888,16035,16744,17218,32860,N/A
1993/09/16,15741,15833,15556,15649,▼92,－0.58%,15961,16095,16784,17237,28760,N/A
1993/09/15,16017,16109,15741,15741,▼276,－1.72%,16054,16169,16821,17259,28070,N/A
1993/09/14,16109,16385,16017,16017,▼276,－1.69%,16127,16256,16854,17282,26220,N/A
1993/09/13,16017,16477,16017,16293,▲184,＋1.14%,16090,16343,16885,17301,77660,N/A
1993/09/11,16017,16109,15925,16109,0.0,0.00%,16054,16408,16910,17315,12910,N/A
1993/09/10,16201,16385,16109,16109,0.0,0.00%,15998,16468,16939,17332,83110,N/A
1993/09/09,15925,16385,15925,16109,▲276,＋1.74%,15888,16491,16966,17348,72400,N/A
1993/09/08,16109,16201,15741,15833,▼276,－1.71%,15888,16477,16997,17365,28960,N/A
1993/09/07,15833,16201,15833,16109,▲276,＋1.74%,15925,16486,17029,17380,76800,N/A
1993/09/06,15464,15833,15280,15833,▲276,＋1.78%,15943,16445,17051,17391,39830,N/A
1993/09/04,16017,16017,15556,15556,▼552,－3.43%,15961,16454,17083,17407,14350,N/A
1993/09/03,16201,16201,15925,16109,▲92,＋0.57%,16035,16514,17124,17424,21250,N/A
1993/09/02,16201,16385,15833,16017,▼184,－1.14%,16109,16551,17158,17440,43610,N/A
1993/09/01,15925,16201,15649,16201,▲276,＋1.73%,16164,16583,17192,17456,28350,N/A
1993/08/31,16109,16201,15649,15925,0.0,0.00%,16256,16592,17226,17466,51060,N/A
1993/08/30,16293,16477,15925,15925,▼552,－3.35%,16459,16624,17258,17480,51680,N/A
1993/08/28,16293,16477,16109,16477,▲184,＋1.13%,16698,16666,17292,17489,49110,N/A
1993/08/27,16661,16753,16293,16293,▼368,－2.21%,16900,16698,17319,17493,51490,N/A
1993/08/26,16753,17029,16661,16661,▼276,－1.63%,17195,16721,17351,17499,77070,N/A
1993/08/25,16937,17121,16753,16937,▼184,－1.08%,17379,16725,17376,17501,63750,N/A
1993/08/24,17305,17305,17121,17121,▼368,－2.11%,17453,16716,17396,17496,87800,N/A
1993/08/23,17766,17766,17397,17490,▼276,－1.55%,17342,16712,17414,17486,120880,N/A
1993/08/21,17674,17950,17674,17766,▲184,＋1.05%,17011,16679,17431,17475,110510,N/A
1993/08/20,17305,17950,17305,17582,▲276,＋1.60%,16661,16647,17451,17462,276410,N/A
1993/08/19,16937,17305,16845,17305,▲736,＋4.44%,16201,16629,17479,17449,160800,N/A
1993/08/18,15833,16569,15833,16569,▲736,＋4.65%,15943,16620,17503,17437,95230,N/A
1993/08/17,15925,16109,15649,15833,▼184,－1.15%,15980,16643,17532,17432,60790,N/A
1993/08/16,15280,16017,15280,16017,▲736,＋4.82%,16182,16702,17574,17432,81880,N/A
1993/08/14,15280,15280,15280,15280,▼736,－4.60%,16311,16753,17609,17430,32710,N/A
1993/08/13,16017,16017,16017,16017,▼736,－4.40%,16532,16850,17657,17437,50,N/A
1993/08/12,16845,16845,16661,16753,▼92,－0.55%,16643,16923,17689,17435,13650,N/A
1993/08/11,16753,16937,16569,16845,▲184,＋1.10%,16643,16960,17707,17430,34440,N/A
1993/08/10,16477,16661,16385,16661,▲276,＋1.69%,16698,16992,17718,17424,31220,N/A
1993/08/09,16661,16661,16385,16385,▼184,－1.11%,16716,17052,17733,17419,16350,N/A
1993/08/07,16661,16661,16477,16569,▼184,－1.10%,16790,17131,17749,17417,43460,N/A
1993/08/06,17121,17121,16753,16753,▼368,－2.15%,16827,17195,17761,17408,28760,N/A
1993/08/05,16753,17121,16753,17121,▲368,＋2.20%,16882,17259,17766,17399,45380,N/A
1993/08/04,16845,16845,16569,16753,0.0,0.00%,16827,17315,17767,17383,38430,N/A
1993/08/03,16753,16937,16661,16753,0.0,0.00%,16900,17393,17776,17368,67450,N/A
1993/08/02,16937,17029,16661,16753,▼276,－1.62%,16992,17471,17789,17349,69670,N/A
1993/07/31,16569,17213,16569,17029,▲184,＋1.09%,17066,17540,17796,17334,112530,N/A
1993/07/30,17029,17029,16753,16845,▼276,－1.61%,17066,17582,17799,17317,120930,N/A
1993/07/29,17213,17213,17029,17121,▼92,－0.53%,17103,17628,17806,17297,61050,N/A
1993/07/28,17213,17397,17121,17213,▲92,＋0.54%,17084,17664,17807,17275,95820,N/A
1993/07/27,17121,17121,16937,17121,▲92,＋0.54%,17084,17692,17806,17255,42960,N/A
1993/07/26,17029,17213,17029,17029,0.0,0.00%,17158,17729,17798,17237,42770,N/A
1993/07/24,17121,17213,17029,17029,0.0,0.00%,17250,17766,17793,17219,20480,N/A
1993/07/23,17213,17305,16937,17029,▼184,－1.07%,17342,17812,17792,17205,44860,N/A
1993/07/22,17490,17582,17121,17213,▼276,－1.58%,17508,17848,17784,17190,56070,N/A
1993/07/21,17490,17674,17490,17490,0.0,0.00%,17655,17858,17773,17177,34360,N/A
1993/07/20,17582,17766,17397,17490,0.0,0.00%,17729,17872,17763,17166,58760,N/A
1993/07/19,17766,17766,17490,17490,▼368,－2.06%,17839,17899,17752,17156,15920,N/A
1993/07/16,18042,18042,17766,17858,▼92,－0.51%,17987,17931,17743,17146,22930,N/A
1993/07/15,17858,18042,17766,17950,▲92,＋0.52%,18079,17941,17732,17127,35010,N/A
1993/07/14,18042,18134,17858,17858,▼184,－1.02%,18152,17954,17726,17105,33500,N/A
1993/07/13,18226,18226,18042,18042,▼184,－1.01%,18207,17954,17721,17085,23800,N/A
1993/07/12,18410,18410,18134,18226,▼92,－0.50%,18171,17950,17712,17066,68470,N/A
1993/07/10,18410,18502,18134,18318,0.0,0.00%,18079,17945,17703,17048,41340,N/A
1993/07/09,18226,18410,18134,18318,▲184,＋1.02%,17987,17941,17695,17030,68310,N/A
1993/07/08,17858,18226,17858,18134,▲276,＋1.55%,17876,17931,17692,17012,106020,N/A
1993/07/07,17766,17950,17766,17858,▲92,＋0.52%,17821,17931,17690,16997,15200,N/A
1993/07/06,17950,18042,17766,17766,▼92,－0.52%,17802,17950,17698,16982,33270,N/A
1993/07/05,17766,17950,17766,17858,▲92,＋0.52%,17839,17987,17709,16964,19030,N/A
1993/07/03,17858,18042,17674,17766,▼92,－0.52%,17821,18042,17717,16945,35340,N/A
1993/07/02,17766,17950,17582,17858,▲92,＋0.52%,17747,18115,17721,16927,55450,N/A
1993/07/01,17582,18042,17582,17766,▼184,－1.03%,17729,18161,17726,16910,42080,N/A
1993/06/30,17766,18134,17582,17950,▲184,＋1.04%,17784,18189,17729,16896,72580,N/A
1993/06/29,17305,17766,17305,17766,▲368,＋2.12%,17821,18207,17733,16880,57270,N/A
1993/06/28,17766,17766,17397,17397,▼368,－2.07%,17876,18226,17730,16866,49190,N/A
1993/06/26,18042,18134,17766,17766,▼276,－1.53%,18042,18263,17730,16854,34350,N/A
1993/06/25,17950,18226,17950,18042,▼92,－0.51%,18060,18272,17732,16836,53310,N/A
1993/06/24,18042,18134,17950,18134,▲92,＋0.51%,18042,18263,17723,16818,65990,N/A
1993/06/23,18410,18410,17950,18042,▼184,－1.01%,18042,18231,17723,16801,56420,N/A
1993/06/22,17950,18410,17950,18226,▲368,＋2.06%,18079,18207,17720,16786,98130,N/A
1993/06/21,17858,18134,17858,17858,▼92,－0.51%,18060,18161,17707,16772,44710,N/A
1993/06/19,18134,18134,17950,17950,▼184,－1.02%,18115,18134,17701,16763,29800,N/A
1993/06/18,18226,18410,18134,18134,▼92,－0.51%,18171,18088,17686,16756,47590,N/A
1993/06/17,18042,18226,18042,18226,▲92,＋0.51%,18244,18042,17667,16746,66070,N/A
1993/06/16,18134,18226,17950,18134,0.0,0.00%,18392,17996,17648,16737,65590,N/A
1993/06/15,18226,18410,18042,18134,▼92,－0.51%,18613,17964,17626,16732,56830,N/A
1993/06/14,18226,18410,18226,18226,▼276,－1.49%,18741,17918,17597,16722,76630,N/A
1993/06/12,18870,19146,18502,18502,▼460,－2.43%,18760,17867,17559,16709,87370,N/A
1993/06/11,18962,19423,18870,18962,▼276,－1.44%,18723,17802,17519,16695,262400,N/A
1993/06/10,19146,19699,19054,19238,▲460,＋2.45%,18557,17715,17473,16675,444920,N/A
1993/06/09,18502,18778,18318,18778,▲460,＋2.51%,18336,17609,17419,16654,208930,N/A
1993/06/08,18594,18778,18318,18318,0.0,0.00%,18171,17503,17371,16640,254570,N/A
1993/06/07,18226,18318,17950,18318,▲184,＋1.02%,18079,17425,17331,16629,108990,N/A
1993/06/05,18134,18226,17858,18134,0.0,0.00%,17913,17356,17290,16620,103980,N/A
1993/06/04,18134,18502,17950,18134,▲184,＋1.03%,17802,17278,17252,16614,217480,N/A
1993/06/03,17950,18134,17858,17950,▲92,＋0.52%,17637,17200,17216,16607,144140,N/A
1993/06/02,17582,18134,17490,17858,▲368,＋2.11%,17508,17144,17181,16599,126390,N/A
1993/06/01,17766,17950,17490,17490,▼92,－0.52%,17342,17094,17154,16591,95230,N/A
1993/05/31,17397,17582,17213,17582,▲276,＋1.60%,17287,17066,17129,16586,172810,N/A
1993/05/29,17397,17582,17305,17305,0.0,0.00%,17232,17048,17104,16574,54050,N/A
1993/05/27,17121,17490,17121,17305,▲276,＋1.62%,17269,17061,17086,16567,99850,N/A
1993/05/26,17121,17305,17029,17029,▼184,－1.07%,17250,17075,17055,16555,48240,N/A
1993/05/25,17213,17305,16937,17213,▼92,－0.53%,17287,17098,17032,16543,52500,N/A
1993/05/24,17490,17674,17305,17305,▼184,－1.05%,17287,17121,16999,16527,55340,N/A
1993/05/22,17305,17582,17213,17490,▲276,＋1.60%,17269,17149,16959,16509,61290,N/A
1993/05/21,17305,17397,17029,17213,0.0,0.00%,17195,17181,16910,16494,81190,N/A
1993/05/20,17305,17397,17213,17213,0.0,0.00%,17084,17223,16871,16480,55540,N/A
1993/05/19,17213,17582,17213,17213,0.0,0.00%,16992,17278,16834,16466,116470,N/A
1993/05/18,17121,17213,16937,17213,▲92,＋0.54%,16937,17338,16788,16452,57910,N/A
1993/05/17,16753,17213,16753,17121,▲460,＋2.76%,16808,17393,16744,16438,78360,N/A
1993/05/15,16753,16845,16661,16661,▼92,－0.55%,16698,17439,16704,16422,22200,N/A
1993/05/14,17029,17029,16753,16753,▼184,－1.09%,16735,17513,16676,16410,80280,N/A
1993/05/13,16569,16937,16477,16937,▲368,＋2.22%,16753,17572,16646,16396,49870,N/A
1993/05/12,16569,16661,16385,16569,0.0,0.00%,16753,17637,16618,16373,67780,N/A
1993/05/11,16845,17029,16569,16569,▼276,－1.64%,16882,17687,16597,16356,37360,N/A
1993/05/10,16937,17029,16753,16845,0.0,0.00%,17084,17729,16581,16337,71960,N/A
1993/05/08,16937,17121,16753,16845,▼92,－0.54%,17232,17779,16569,16315,796640,N/A
1993/05/07,17213,17213,16937,16937,▼276,－1.60%,17361,17812,16560,16297,64060,N/A
1993/05/06,17582,17582,17213,17213,▼368,－2.09%,17508,17872,16549,16278,45920,N/A
1993/05/04,17582,17766,17397,17582,0.0,0.00%,17637,17904,16521,16259,58470,N/A
1993/05/03,17490,17674,17397,17582,▲92,＋0.53%,17747,17899,16485,16241,113700,N/A
1993/05/01,17582,17674,17490,17490,▼184,－1.04%,17839,17895,16449,16226,36400,N/A
1993/04/30,17858,17950,17674,17674,▼184,－1.03%,18005,17872,16420,16208,64530,N/A
1993/04/29,18134,18134,17858,17858,▼276,－1.52%,18152,17839,16393,16187,79370,N/A
1993/04/28,18042,18226,17766,18134,▲92,＋0.51%,18244,17798,16365,16168,181230,N/A
1993/04/27,18410,18410,17950,18042,▼276,－1.51%,18226,17733,16333,16143,144070,N/A
1993/04/26,18594,18594,18226,18318,▼92,－0.50%,18244,17651,16304,16122,160770,N/A
1993/04/24,18502,18778,18410,18410,▲92,＋0.50%,18171,17531,16265,16104,124190,N/A
1993/04/23,18226,18594,18226,18318,▲276,＋1.53%,18134,17416,16219,16081,345900,N/A
1993/04/22,18134,18318,17950,18042,▼92,－0.51%,17987,17310,16173,16053,193280,N/A
1993/04/21,17950,18318,17858,18134,▲184,＋1.03%,17858,17209,16133,16027,296740,N/A
1993/04/20,18226,18318,17858,17950,▼276,－1.52%,17802,17098,16095,15997,173680,N/A
1993/04/19,17766,18318,17674,18226,▲644,＋3.66%,17710,16997,16063,15974,259650,N/A
1993/04/17,17490,17582,17397,17582,▲184,＋1.06%,17692,16877,16026,15945,128160,N/A
1993/04/16,17858,18042,17397,17397,▼460,－2.58%,17747,16790,16001,15927,132410,N/A
1993/04/15,17490,17858,17213,17858,▲368,＋2.11%,17766,16721,15977,15917,160220,N/A
1993/04/14,18134,18318,17490,17490,▼644,－3.55%,17692,16620,15940,15899,274870,N/A
1993/04/13,17858,18134,17674,18134,▲276,＋1.55%,17600,16555,15912,15889,181280,N/A
1993/04/12,17858,17950,17766,17858,▲368,＋2.11%,17379,16449,15879,15878,288220,N/A
1993/04/10,17582,17674,17305,17490,0.0,0.00%,17213,16362,15853,15866,104770,N/A
1993/04/09,17213,17674,17121,17490,▲460,＋2.70%,17084,16297,15836,15852,348110,N/A
1993/04/08,16937,17121,16845,17029,0.0,0.00%,16864,16196,15825,15831,136930,N/A
1993/04/07,17029,17490,16937,17029,0.0,0.00%,16643,16127,15826,15808,273890,N/A
1993/04/06,17029,17213,16845,17029,▲184,＋1.09%,16459,16035,15825,15780,191020,N/A
1993/04/03,16569,16845,16477,16845,▲460,＋2.81%,16293,15929,15826,15748,166470,N/A
1993/04/02,15925,16385,15925,16385,▲460,＋2.89%,16127,15814,15837,15721,114340,N/A
1993/04/01,16109,16201,15925,15925,▼184,－1.14%,16035,15741,15846,15696,38900,N/A
1993/03/31,16293,16385,16109,16109,▼92,－0.57%,16035,15695,15860,15671,75180,N/A
1993/03/30,16017,16201,15925,16201,▲184,＋1.15%,15980,15612,15871,15639,89390,N/A
1993/03/29,15925,16201,15925,16017,▲92,＋0.58%,15906,15529,15877,15602,112720,N/A
1993/03/27,15925,16017,15925,15925,0.0,0.00%,15906,15464,15889,15566,39190,N/A
1993/03/26,15833,16017,15649,15925,▲92,＋0.58%,15888,15418,15908,15530,47980,N/A
1993/03/25,16017,16201,15833,15833,0.0,0.00%,15943,15368,15926,15490,103560,N/A
1993/03/24,15649,16017,15649,15833,▼184,－1.15%,15980,15340,15951,15454,32590,N/A
1993/03/23,15925,16201,15925,16017,▲184,＋1.16%,16035,15313,15977,15420,62990,N/A
1993/03/22,16017,16201,15833,15833,▼368,－2.27%,16072,15294,15998,15382,59840,N/A
1993/03/20,16109,16477,16109,16201,▲184,＋1.15%,15998,15308,16017,15340,136200,N/A
1993/03/19,16109,16109,15833,16017,▼92,－0.57%,15888,15313,16029,15296,62330,N/A
1993/03/18,15741,16477,15741,16109,▼92,－0.57%,15722,15326,16043,15250,149390,N/A
1993/03/17,15556,16201,15556,16201,▲736,＋4.76%,15483,15299,16043,15201,143930,N/A
1993/03/16,15649,15649,15372,15464,▼184,－1.18%,15151,15257,16049,15153,87800,N/A
1993/03/15,15280,15925,15188,15649,▲460,＋3.03%,15041,15257,16055,15112,136130,N/A
1993/03/13,14728,15188,14636,15188,▲276,＋1.85%,14912,15262,16054,15067,67860,N/A
1993/03/12,14544,15280,14544,14912,▲368,＋2.53%,14765,15303,16055,15026,84120,N/A
1993/03/11,14912,14912,14452,14544,▼368,－2.47%,14691,15368,16060,14991,55030,N/A
