[일시]두산,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1987/05/26,13444,13444,13444,13444,▼82,－0.61%,13354,13255,13284,12590,0,N/A
1987/05/25,13280,13526,13280,13526,▲246,＋1.85%,13313,13239,13287,12568,1820,N/A
1987/05/23,13280,13362,13280,13280,0.0,0.00%,13280,13219,13279,12544,1150,N/A
1987/05/22,13239,13280,13239,13280,▲41,＋0.31%,13282,13210,13273,12523,320,N/A
1987/05/21,13239,13239,13239,13239,0.0,0.00%,13265,13202,13269,12501,30,N/A
1987/05/20,13608,13608,13239,13239,▼123,－0.92%,13241,13193,13268,12480,1640,N/A
1987/05/19,13362,13362,13362,13362,▲74,＋0.56%,13216,13187,13259,12458,260,N/A
1987/05/18,13280,13362,13198,13288,▲90,＋0.68%,13265,13166,13250,12436,720,N/A
1987/05/16,13116,13198,13116,13198,▲82,＋0.62%,13313,13149,13245,12414,1000,N/A
1987/05/15,13116,13116,13116,13116,0.0,0.00%,13313,13112,13245,12393,340,N/A
1987/05/14,13608,13608,13116,13116,▼492,－3.61%,13313,13079,13251,12372,310,N/A
1987/05/13,13772,13854,13608,13608,▲82,＋0.61%,13313,13022,13257,12352,2610,N/A
1987/05/12,13280,13526,13280,13526,▲328,＋2.48%,13231,12973,13247,12327,370,N/A
1987/05/11,13198,13198,13198,13198,▲82,＋0.62%,13149,12936,13234,12303,330,N/A
1987/05/09,13116,13116,13116,13116,0.0,0.00%,13116,12932,13227,12282,320,N/A
1987/05/08,13280,13280,13116,13116,▼82,－0.62%,13114,12932,13222,12264,290,N/A
1987/05/07,13116,13198,13116,13198,▲82,＋0.62%,13114,12948,13216,12246,190,N/A
1987/05/06,13116,13116,13116,13116,▲82,＋0.63%,13098,12948,13208,12227,100,N/A
1987/05/04,13034,13034,13034,13034,▼74,－0.56%,13098,12953,13198,12208,0,N/A
1987/05/02,13108,13108,13108,13108,▼8,－0.06%,13114,12965,13189,12191,0,N/A
1987/05/01,13116,13116,13116,13116,0.0,0.00%,13105,12941,13168,12174,40,N/A
1987/04/30,13116,13116,13116,13116,0.0,0.00%,13105,12945,13146,12156,160,N/A
1987/04/29,13116,13116,13116,13116,0.0,0.00%,13070,12982,13126,12137,1300,N/A
1987/04/28,13116,13116,13116,13116,▲57,＋0.44%,13036,13019,13099,12117,4810,N/A
1987/04/27,13059,13059,13059,13059,▼57,－0.44%,12905,13027,13075,12097,0,N/A
1987/04/25,13116,13116,13108,13116,▲172,＋1.33%,12785,13054,13055,12078,5000,N/A
1987/04/24,12944,12944,12944,12944,0.0,0.00%,12555,13091,13032,12059,20,N/A
1987/04/23,12296,12944,12296,12944,▲484,＋3.88%,12491,13137,13006,12042,150,N/A
1987/04/22,12460,12460,12460,12460,0.0,0.00%,12462,13174,12979,12023,0,N/A
1987/04/21,12460,12460,12460,12460,▲492,＋4.11%,12593,13223,12960,12008,20,N/A
1987/04/20,11968,11968,11968,11968,▼656,－5.19%,12724,13264,12943,11993,390,N/A
1987/04/18,12624,12624,12624,12624,▼172,－1.35%,13019,13342,12937,11983,0,N/A
1987/04/17,12796,12796,12796,12796,▼320,－2.44%,13134,13375,12918,11966,170,N/A
1987/04/16,13116,13116,13116,13116,0.0,0.00%,13214,13399,12903,11948,1490,N/A
1987/04/15,13444,13444,13116,13116,▼328,－2.44%,13247,13416,12876,11926,340,N/A
1987/04/14,13444,13444,13444,13444,▲246,＋1.86%,13149,13436,12848,11905,100,N/A
1987/04/13,13198,13198,12952,13198,0.0,0.00%,13100,13440,12825,11880,370,N/A
1987/04/11,13198,13198,13198,13198,▼82,－0.62%,13231,13473,12815,11856,430,N/A
1987/04/10,13280,13280,13280,13280,▲656,＋5.19%,13362,13530,12798,11832,190,N/A
1987/04/09,13280,13280,12624,12624,▼574,－4.35%,13362,13583,12780,11812,4290,N/A
1987/04/08,13198,13198,13198,13198,▼656,－4.73%,13559,13657,12764,11796,580,N/A
1987/04/07,13673,13895,13673,13854,0.0,0.00%,13690,13678,12728,11774,1450,N/A
1987/04/06,13526,13854,13444,13854,▲574,＋4.32%,13690,13637,12681,11746,6250,N/A
1987/04/04,13280,13280,13280,13280,▼328,－2.41%,13659,13589,12636,11718,70,N/A
1987/04/03,13846,13846,13608,13608,▼246,－1.78%,13692,13577,12600,11695,510,N/A
1987/04/02,13854,14174,13854,13854,0.0,0.00%,13626,13557,12559,11667,930,N/A
1987/04/01,13772,13936,13690,13854,▲156,＋1.14%,13560,13499,12514,11636,2440,N/A
1987/03/31,13690,13698,13690,13698,▲254,＋1.89%,13446,13446,12469,11606,1790,N/A
1987/03/30,13444,13444,13280,13444,▲164,＋1.23%,13362,13412,12431,11578,5860,N/A
1987/03/28,13444,13567,13280,13280,▼246,－1.82%,13362,13400,12397,11551,4320,N/A
1987/03/27,13657,13657,13370,13526,▲246,＋1.85%,13411,13408,12367,11526,6700,N/A
1987/03/26,13403,13452,13280,13280,0.0,0.00%,13411,13408,12335,11498,4940,N/A
1987/03/25,13362,13444,13280,13280,▼164,－1.22%,13526,13392,12305,11473,750,N/A
1987/03/24,13526,13608,13444,13444,▼82,－0.61%,13737,13366,12268,11447,1410,N/A
1987/03/23,13526,13854,13526,13526,0.0,0.00%,13918,13334,12222,11419,4140,N/A
1987/03/21,13526,13854,13526,13526,▼328,－2.37%,14033,13297,12174,11390,1800,N/A
1987/03/20,14018,14141,13854,13854,▼484,－3.37%,14049,13260,12126,11357,660,N/A
1987/03/19,14346,14567,13936,14337,▼8,－0.06%,13885,13202,12073,11323,2010,N/A
1987/03/18,14100,14501,13936,14346,▲246,＋1.74%,13600,13112,12008,11284,4120,N/A
1987/03/17,13608,14182,13526,14100,▲492,＋3.61%,13337,13018,11947,11246,6400,N/A
1987/03/16,13452,13608,13411,13608,▲574,＋4.40%,13157,12907,11896,11209,5220,N/A
1987/03/14,12911,13034,12911,13034,▲123,＋0.95%,12977,12817,11848,11181,17010,N/A
1987/03/13,13026,13026,12870,12911,▼123,－0.94%,12928,12759,11810,11158,7520,N/A
1987/03/12,13116,13157,12878,13034,▼164,－1.24%,12950,12690,11772,11136,1960,N/A
1987/03/11,12788,13198,12706,13198,▲492,＋3.87%,12983,12620,11734,11113,2920,N/A
1987/03/09,12255,12706,12255,12706,▼82,－0.64%,13032,12555,11692,11088,450,N/A
1987/03/07,12788,12952,12788,12788,▼238,－1.83%,13196,12506,11658,11068,3490,N/A
1987/03/06,13034,13034,12870,13026,▼172,－1.30%,13229,12436,11622,11048,3390,N/A
1987/03/05,13428,13428,13198,13198,▼246,－1.83%,13178,12351,11583,11029,550,N/A
1987/03/04,13526,13837,13444,13444,▼82,－0.61%,13096,12256,11540,11008,3940,N/A
1987/03/03,13100,13526,13100,13526,▲574,＋4.43%,12965,12157,11494,10984,5850,N/A
1987/03/02,12813,12952,12813,12952,▲180,＋1.41%,12818,12059,11446,10960,2720,N/A
1987/02/28,12788,12788,12747,12772,▼16,－0.13%,12765,11987,11408,10941,1280,N/A
1987/02/27,12870,12870,12788,12788,0.0,0.00%,12719,11943,11373,10924,4330,N/A
1987/02/26,12706,12870,12706,12788,0.0,0.00%,12654,11877,11337,10906,4580,N/A
1987/02/25,12706,12952,12706,12788,▲98,＋0.78%,12473,11812,11307,10888,6770,N/A
1987/02/24,12460,12690,12460,12690,▲148,＋1.18%,12277,11774,11276,10870,2760,N/A
1987/02/23,12952,12952,12542,12542,▲82,＋0.66%,12116,11770,11246,10854,6910,N/A
1987/02/21,12149,12460,12132,12460,▲574,＋4.83%,11911,11753,11218,10838,3570,N/A
1987/02/20,12100,12132,11640,11886,▲82,＋0.69%,11747,11740,11193,10823,4950,N/A
1987/02/19,12296,12296,11804,11804,▼82,－0.69%,11747,11727,11180,10813,1820,N/A
1987/02/18,11690,11886,11690,11886,▲369,＋3.20%,11734,11689,11165,10804,1920,N/A
1987/02/17,11813,11886,11518,11518,▼123,－1.06%,11636,11647,11147,10796,3240,N/A
1987/02/16,11886,11886,11485,11640,▼246,－2.07%,11595,11629,11134,10790,12860,N/A
1987/02/14,11886,11886,11804,11886,▲148,＋1.26%,11527,11604,11119,10784,5570,N/A
1987/02/13,11632,11968,11559,11739,▲344,＋3.02%,11444,11567,11102,10776,1470,N/A
1987/02/12,11477,11477,11313,11395,▲82,＋0.72%,11408,11538,11086,10768,2270,N/A
1987/02/11,11640,11640,11149,11313,▲8,＋0.07%,11432,11525,11077,10764,1860,N/A
1987/02/10,11468,11477,11149,11304,▼164,－1.43%,11547,11529,11067,10758,1670,N/A
1987/02/09,11477,11640,11468,11468,▼90,－0.78%,11581,11534,11056,10753,3570,N/A
1987/02/07,11559,11559,11559,11559,▲41,＋0.36%,11583,11534,11044,10746,1010,N/A
1987/02/06,11886,11886,11477,11518,▼369,－3.10%,11678,11538,11029,10739,980,N/A
1987/02/05,11886,12026,11886,11886,▲410,＋3.57%,11896,11536,11014,10734,1640,N/A
1987/02/04,11477,11559,11477,11477,0.0,0.00%,11959,11495,10994,10727,2340,N/A
1987/02/03,11886,11886,11477,11477,▼557,－4.63%,12103,11454,10977,10721,190,N/A
1987/02/02,12460,12460,12034,12034,▼574,－4.55%,12132,11413,10961,10718,300,N/A
1987/01/31,12608,12706,12542,12608,▲410,＋3.36%,11936,11345,10935,10709,3010,N/A
1987/01/30,12772,12772,12198,12198,0.0,0.00%,11624,11247,10897,10695,12320,N/A
1987/01/28,12198,12198,12116,12198,▲574,＋4.94%,11414,11160,10866,10685,23590,N/A
1987/01/27,11624,11624,11624,11624,▲574,＋5.19%,11204,11083,10843,10673,810,N/A
1987/01/26,11050,11050,11050,11050,0.0,0.00%,11109,11055,10828,10665,380,N/A
1987/01/24,11050,11050,11050,11050,▼98,－0.88%,11129,11039,10821,10662,0,N/A
1987/01/23,11149,11149,11149,11149,0.0,0.00%,11149,11024,10812,10660,0,N/A
1987/01/22,11149,11149,11149,11149,0.0,0.00%,11198,10999,10801,10658,360,N/A
1987/01/21,11313,11313,11149,11149,0.0,0.00%,11247,10979,10789,10659,1100,N/A
1987/01/20,11149,11149,11149,11149,0.0,0.00%,11313,10954,10774,10661,0,N/A
1987/01/19,11149,11149,11149,11149,▼246,－2.16%,11411,10929,10759,10663,30,N/A
1987/01/17,11395,11395,11395,11395,0.0,0.00%,11477,10905,10744,10666,0,N/A
1987/01/16,11395,11395,11395,11395,▼82,－0.71%,11411,10868,10724,10668,10,N/A
1987/01/15,11477,11477,11477,11477,▼164,－1.41%,11263,10831,10705,10670,20,N/A
1987/01/14,11640,11804,11640,11640,▲164,＋1.43%,11099,10790,10685,10673,1150,N/A
1987/01/13,11477,11477,11477,11477,▲410,＋3.70%,10903,10741,10661,10676,10,N/A
1987/01/12,10657,11067,10657,11067,▲410,＋3.85%,10739,10700,10641,10683,400,N/A
1987/01/10,10657,10657,10657,10657,0.0,0.00%,10616,10679,10625,10694,0,N/A
1987/01/09,10657,10657,10657,10657,0.0,0.00%,10616,10679,10617,10708,820,N/A
1987/01/08,10657,10657,10657,10657,0.0,0.00%,10698,10696,10605,10723,30,N/A
1987/01/07,10575,10698,10575,10657,▲205,＋1.96%,10714,10708,10589,10737,300,N/A
1987/01/06,10452,10452,10452,10452,▼205,－1.92%,10731,10720,10572,10750,10,N/A
1987/01/05,10657,10657,10657,10657,▼410,－3.70%,10772,10743,10559,10763,0,N/A
1986/12/26,11067,11067,11058,11067,▲328,＋3.05%,10788,10755,10544,10778,340,N/A
1986/12/24,10739,10739,10739,10739,0.0,0.00%,10706,10759,10522,10789,10,N/A
1986/12/23,10657,10739,10657,10739,▲82,＋0.77%,10690,10767,10514,10800,540,N/A
1986/12/22,10657,10657,10657,10657,▼82,－0.76%,10673,10772,10506,10811,200,N/A
1986/12/20,10739,10739,10739,10739,▲82,＋0.77%,10673,10776,10499,10822,40,N/A
1986/12/19,10657,10657,10657,10657,0.0,0.00%,10657,10776,10491,10835,990,N/A
1986/12/18,10657,10657,10657,10657,0.0,0.00%,10657,10784,10484,10847,3020,N/A
1986/12/17,10657,10657,10657,10657,0.0,0.00%,10657,10792,10477,10859,150,N/A
1986/12/16,10657,10657,10657,10657,0.0,0.00%,10657,10800,10475,10872,640,N/A
1986/12/15,10657,10657,10657,10657,0.0,0.00%,10657,10802,10475,10883,0,N/A
1986/12/13,10657,10657,10657,10657,0.0,0.00%,10657,10804,10475,10894,0,N/A
1986/12/12,10657,10657,10657,10657,0.0,0.00%,10722,10806,10475,10906,0,N/A
1986/12/11,10657,10657,10657,10657,0.0,0.00%,10772,10806,10475,10916,0,N/A
1986/12/10,10657,10657,10657,10657,0.0,0.00%,10821,10806,10475,10925,100,N/A
1986/12/09,10657,10657,10657,10657,▼328,－2.99%,10870,10806,10475,10933,200,N/A
1986/12/08,10985,10985,10985,10985,▲82,＋0.75%,10919,10798,10475,10941,100,N/A
1986/12/06,10903,10903,10903,10903,0.0,0.00%,10952,10774,10469,10947,0,N/A
1986/12/05,10903,10903,10903,10903,0.0,0.00%,10952,10753,10465,10953,0,N/A
1986/12/04,10903,10903,10903,10903,0.0,0.00%,10936,10724,10462,10959,2830,N/A
1986/12/03,10985,10985,10903,10903,▼246,－2.21%,10903,10696,10458,10965,690,N/A
1986/12/02,10927,11149,10927,11149,▲246,＋2.26%,10870,10692,10454,10971,210,N/A
1986/12/01,10821,10903,10821,10903,▲82,＋0.76%,10804,10671,10447,10976,2450,N/A
1986/11/29,10739,10821,10739,10821,▲82,＋0.76%,10788,10657,10443,10984,610,N/A
1986/11/28,10739,10739,10739,10739,0.0,0.00%,10788,10640,10444,10994,470,N/A
1986/11/27,10739,10739,10739,10739,▼82,－0.76%,10780,10628,10447,11007,1130,N/A
1986/11/26,10821,10821,10821,10821,0.0,0.00%,10772,10612,10449,11020,660,N/A
1986/11/25,10985,10985,10821,10821,0.0,0.00%,10747,10583,10451,11033,810,N/A
1986/11/24,10821,10821,10821,10821,▲123,＋1.15%,10714,10554,10451,11045,270,N/A
1986/11/22,10698,10698,10698,10698,0.0,0.00%,10681,10526,10451,11057,40,N/A
1986/11/21,10698,10698,10698,10698,0.0,0.00%,10673,10503,10450,11071,330,N/A
1986/11/20,10698,10698,10698,10698,▲41,＋0.38%,10632,10481,10449,11088,680,N/A
1986/11/19,10657,10657,10657,10657,0.0,0.00%,10591,10458,10449,11106,110,N/A
1986/11/18,10329,10657,10329,10657,0.0,0.00%,10558,10437,10449,11125,500,N/A
1986/11/17,10657,10657,10657,10657,▲164,＋1.56%,10493,10417,10454,11142,0,N/A
1986/11/15,10493,10493,10493,10493,0.0,0.00%,10427,10390,10460,11159,0,N/A
1986/11/14,10493,10493,10493,10493,0.0,0.00%,10493,10373,10466,11176,0,N/A
1986/11/13,9919,10493,9919,10493,▲164,＋1.59%,10542,10346,10474,11191,1950,N/A
1986/11/12,10329,10329,10329,10329,0.0,0.00%,10567,10305,10482,11203,20,N/A
1986/11/11,10329,10329,10329,10329,▼492,－4.55%,10599,10272,10492,11216,10,N/A
1986/11/10,10821,10903,10821,10821,▲82,＋0.76%,10632,10240,10504,11228,3300,N/A
1986/11/08,10657,10739,10657,10739,▲123,＋1.16%,10550,10186,10502,11238,580,N/A
1986/11/07,10493,10616,10493,10616,▲123,＋1.17%,10452,10137,10501,11249,1430,N/A
1986/11/06,10329,10493,10329,10493,0.0,0.00%,10378,10119,10503,11261,1500,N/A
1986/11/05,10493,10493,10493,10493,▲82,＋0.79%,10329,10106,10509,11274,4000,N/A
1986/11/04,10247,10657,10247,10411,▲164,＋1.60%,10280,10094,10516,11287,570,N/A
1986/11/03,10247,10247,10247,10247,0.0,0.00%,10247,10086,10530,11299,740,N/A
1986/11/01,10247,10247,10247,10247,0.0,0.00%,10245,10086,10548,11313,180,N/A
1986/10/31,10247,10247,10247,10247,0.0,0.00%,10245,10086,10567,11326,130,N/A
1986/10/30,10247,10247,10247,10247,0.0,0.00%,10245,10098,10588,11340,1830,N/A
1986/10/29,10247,10247,10247,10247,▲8,＋0.08%,10221,10119,10611,11357,2240,N/A
1986/10/28,10247,10247,10239,10239,▼8,－0.08%,10201,10139,10634,11376,1240,N/A
1986/10/27,10247,10247,10247,10247,0.0,0.00%,10145,10160,10661,11395,1500,N/A
1986/10/25,10083,10247,10083,10247,▲123,＋1.21%,10031,10181,10691,11410,5000,N/A
1986/10/24,9919,10124,9837,10124,▼25,－0.24%,9916,10201,10725,11423,1320,N/A
1986/10/23,9919,10149,9919,10149,▲189,＋1.89%,9826,10228,10763,11435,4510,N/A
1986/10/22,9821,9985,9821,9960,▲287,＋2.97%,9747,10253,10800,11446,520,N/A
1986/10/21,9673,9673,9673,9673,0.0,0.00%,9706,10288,10840,11461,3260,N/A
1986/10/20,9673,9673,9673,9673,0.0,0.00%,9821,10337,10885,11479,70,N/A
1986/10/18,9673,9673,9673,9673,▼82,－0.84%,9935,10388,10927,11496,80,N/A
1986/10/17,9755,9755,9755,9755,0.0,0.00%,10050,10440,10967,11513,0,N/A
1986/10/16,9755,9755,9755,9755,▼492,－4.80%,10149,10485,11011,11526,20,N/A
1986/10/15,10247,10247,10247,10247,0.0,0.00%,10247,10531,11055,11537,0,N/A
1986/10/14,10247,10247,10247,10247,0.0,0.00%,10247,10552,11085,11542,0,N/A
1986/10/13,10247,10247,10247,10247,0.0,0.00%,10296,10585,11115,11548,0,N/A
1986/10/11,10247,10247,10247,10247,0.0,0.00%,10378,10617,11145,11557,0,N/A
1986/10/10,10247,10247,10247,10247,0.0,0.00%,10460,10650,11178,11570,30,N/A
1986/10/08,10247,10247,10247,10247,▼246,－2.34%,10542,10683,11210,11584,80,N/A
1986/10/07,10493,10493,10493,10493,▼164,－1.54%,10624,10712,11241,11599,0,N/A
1986/10/06,10657,10657,10657,10657,0.0,0.00%,10657,10728,11268,11612,200,N/A
1986/10/04,10657,10657,10657,10657,0.0,0.00%,10657,10728,11292,11625,0,N/A
1986/10/02,10657,10657,10657,10657,0.0,0.00%,10657,10728,11313,11638,0,N/A
1986/09/30,10657,10657,10657,10657,0.0,0.00%,10657,10728,11337,11652,0,N/A
1986/09/29,10657,10657,10657,10657,0.0,0.00%,10657,10728,11358,11666,90,N/A
1986/09/27,10657,10657,10657,10657,0.0,0.00%,10665,10745,11375,11681,90,N/A
1986/09/26,10657,10657,10657,10657,0.0,0.00%,10673,10763,11391,11696,100,N/A
1986/09/25,10657,10657,10657,10657,0.0,0.00%,10676,10771,11408,11711,320,N/A
1986/09/24,10657,10657,10657,10657,▼41,－0.38%,10680,10789,11424,11725,80,N/A
1986/09/23,10657,10698,10657,10698,0.0,0.00%,10681,10803,11441,11739,1720,N/A
1986/09/22,10657,10698,10657,10698,▲25,＋0.23%,10722,10815,11456,11752,1090,N/A
1986/09/20,10673,10673,10673,10673,0.0,0.00%,10762,10831,11472,11764,0,N/A
1986/09/17,10673,10673,10673,10673,▲8,＋0.08%,10808,10835,11488,11775,230,N/A
1986/09/16,10665,10665,10665,10665,▼238,－2.18%,10854,10835,11505,11786,110,N/A
1986/09/15,10903,10903,10903,10903,▲8,＋0.08%,10885,10838,11526,11799,490,N/A
1986/09/13,10895,10895,10895,10895,▼8,－0.08%,10868,10834,11545,11809,0,N/A
1986/09/12,10903,10903,10903,10903,0.0,0.00%,10821,10835,11568,11819,250,N/A
1986/09/11,10821,10903,10821,10903,▲82,＋0.76%,10772,10854,11591,11830,1900,N/A
1986/09/10,10821,10821,10821,10821,0.0,0.00%,10722,10876,11615,11841,200,N/A
1986/09/09,10657,10821,10657,10821,▲164,＋1.54%,10690,10904,11639,11854,260,N/A
1986/09/08,10657,10657,10657,10657,0.0,0.00%,10722,10937,11664,11867,100,N/A
1986/09/06,10657,10657,10657,10657,0.0,0.00%,10795,10986,11691,11882,0,N/A
1986/09/05,10649,10657,10649,10657,0.0,0.00%,10827,11036,11726,11895,270,N/A
1986/09/04,10665,10665,10567,10657,▼328,－2.99%,10899,11095,11764,11908,1530,N/A
1986/09/03,10985,10985,10985,10985,▼33,－0.30%,10957,11164,11802,11921,0,N/A
1986/09/02,10657,11017,10657,11017,▲197,＋1.82%,10949,11229,11831,11932,360,N/A
1986/09/01,10821,10821,10821,10821,▼197,－1.79%,10949,11297,11857,11942,30,N/A
1986/08/30,11017,11017,11017,11017,▲74,＋0.67%,10934,11375,11887,11952,20,N/A
1986/08/29,10944,10944,10944,10944,0.0,0.00%,10863,11443,11908,11962,300,N/A
1986/08/28,11017,11017,10944,10944,▼74,－0.67%,10822,11515,11924,11972,220,N/A
1986/08/27,10780,11017,10780,11017,▲271,＋2.52%,10798,11579,11939,11979,430,N/A
1986/08/26,10747,10747,10747,10747,▲82,＋0.77%,10776,11630,11953,11983,140,N/A
1986/08/25,10739,10878,10665,10665,▼74,－0.69%,10881,11712,11973,11984,390,N/A
1986/08/23,10821,10821,10739,10739,▼82,－0.76%,11019,11797,11996,11984,2990,N/A
1986/08/22,10862,10985,10821,10821,▼90,－0.83%,11149,11864,12019,11983,1100,N/A
1986/08/21,11132,11132,10911,10911,▼361,－3.20%,11280,11926,12039,11982,1000,N/A
1986/08/20,11272,11272,11272,11272,▼82,－0.72%,11426,11984,12057,11980,20,N/A
1986/08/19,11313,11354,11313,11354,▼33,－0.29%,11500,12031,12068,11976,1380,N/A
1986/08/18,11386,11386,11386,11386,▼90,－0.79%,11598,12070,12077,11971,0,N/A
1986/08/16,11075,11477,11075,11477,▼164,－1.41%,11729,12107,12086,11969,130,N/A
1986/08/14,11640,11640,11640,11640,0.0,0.00%,11891,12140,12093,11963,0,N/A
1986/08/13,11640,11640,11640,11640,▼205,－1.73%,12039,12160,12103,11952,0,N/A
1986/08/12,11895,11895,11845,11845,▼197,－1.63%,12186,12177,12118,11937,3250,N/A
1986/08/11,12124,12132,12042,12042,▼246,－2.00%,12293,12187,12130,11919,1520,N/A
1986/08/09,12288,12288,12288,12288,▼90,－0.73%,12360,12182,12129,11900,3000,N/A
1986/08/08,12386,12386,12378,12378,0.0,0.00%,12345,12151,12120,11878,2470,N/A
1986/08/07,12378,12378,12378,12378,0.0,0.00%,12280,12114,12107,11855,2560,N/A
1986/08/06,12378,12378,12378,12378,0.0,0.00%,12280,12077,12092,11832,1500,N/A
1986/08/05,12214,12378,12214,12378,▲164,＋1.34%,12280,12041,12082,11809,4230,N/A
1986/08/04,12059,12214,12059,12214,▲164,＋1.36%,12218,12004,12073,11788,210,N/A
1986/08/02,12050,12050,12050,12050,▼328,－2.65%,12188,11975,12065,11770,270,N/A
1986/08/01,12378,12378,12378,12378,0.0,0.00%,12190,11954,12060,11752,10,N/A
1986/07/31,12296,12378,12296,12378,▲312,＋2.58%,12157,11917,12041,11734,1410,N/A
1986/07/30,12067,12067,12067,12067,0.0,0.00%,12108,11884,12019,11716,1020,N/A
1986/07/29,12091,12091,12059,12067,▲8,＋0.07%,12121,11875,12000,11700,360,N/A
1986/07/28,12059,12059,12059,12059,▼156,－1.28%,12134,11874,11981,11687,910,N/A
1986/07/26,12214,12214,12214,12214,▲82,＋0.68%,12132,11886,11968,11675,190,N/A
1986/07/25,12059,12132,12059,12132,0.0,0.00%,12083,11890,11961,11658,720,N/A
1986/07/24,12132,12132,12132,12132,0.0,0.00%,12067,11898,11958,11641,90,N/A
1986/07/23,12050,12132,12050,12132,▲82,＋0.68%,12027,11907,11957,11626,420,N/A
1986/07/22,12050,12050,12050,12050,▲82,＋0.68%,11937,11915,11957,11614,220,N/A
1986/07/21,11968,11968,11968,11968,▼82,－0.68%,11855,11927,11958,11599,660,N/A
1986/07/19,11952,12050,11952,12050,▲115,＋0.96%,11790,11967,11963,11580,160,N/A
1986/07/18,11722,11952,11722,11936,▲254,＋2.18%,11708,12010,11967,11560,1680,N/A
1986/07/16,11681,11681,11681,11681,▲41,＋0.35%,11649,12059,11973,11540,180,N/A
1986/07/15,11640,11640,11640,11640,0.0,0.00%,11640,12111,11986,11520,210,N/A
1986/07/14,11640,11640,11640,11640,0.0,0.00%,11637,12160,12000,11499,390,N/A
1986/07/12,11640,11640,11640,11640,0.0,0.00%,11637,12208,12014,11479,0,N/A
1986/07/11,11624,11640,11624,11640,0.0,0.00%,11654,12241,12026,11460,2800,N/A
1986/07/10,11624,11706,11624,11640,▲16,＋0.14%,11703,12253,12037,11439,570,N/A
1986/07/09,11640,11640,11600,11624,▼16,－0.14%,11785,12264,12048,11417,2100,N/A
1986/07/08,11477,11640,11477,11640,▼82,－0.70%,11919,12275,12056,11396,1330,N/A
1986/07/07,11518,11870,11518,11722,▼164,－1.38%,12050,12290,12062,11372,150,N/A
1986/07/05,11886,11886,11886,11886,▼164,－1.36%,12165,12307,12067,11348,30,N/A
1986/07/04,12050,12050,12050,12050,▼246,－2.00%,12247,12317,12071,11326,200,N/A
1986/07/03,12296,12296,12296,12296,0.0,0.00%,12296,12317,12073,11302,450,N/A
1986/07/02,12296,12296,12296,12296,0.0,0.00%,12296,12303,12070,11276,1100,N/A
1986/07/01,12296,12296,12296,12296,0.0,0.00%,12391,12284,12068,11250,0,N/A
1986/06/30,12296,12296,12296,12296,0.0,0.00%,12514,12264,12068,11224,0,N/A
1986/06/28,12296,12296,12296,12296,0.0,0.00%,12637,12243,12070,11202,1000,N/A
1986/06/27,12296,12296,12296,12296,▼475,－3.72%,12723,12223,12070,11178,1130,N/A
1986/06/26,12772,12772,12772,12772,▼139,－1.08%,12788,12223,12074,11152,0,N/A
1986/06/25,12911,12911,12911,12911,0.0,0.00%,12754,12211,12063,11120,0,N/A
1986/06/24,12911,12911,12911,12911,▲189,＋1.48%,12631,12193,12051,11086,510,N/A
1986/06/23,12739,12739,12624,12723,▲98,＋0.78%,12426,12145,12041,11052,3210,N/A
1986/06/21,12296,12624,12296,12624,▲25,＋0.20%,12250,12099,12034,11020,860,N/A
1986/06/20,12214,12600,12214,12600,▲303,＋2.47%,12095,12045,12026,10986,3660,N/A
1986/06/19,11968,12296,11968,12296,▲410,＋3.45%,11965,11990,12018,10951,1750,N/A
1986/06/18,11845,11886,11845,11886,▲41,＋0.35%,11916,11965,12015,10919,1560,N/A
1986/06/17,11845,11919,11845,11845,0.0,0.00%,11957,11961,12019,10890,1140,N/A
1986/06/16,11845,11845,11845,11845,▼107,－0.89%,12000,11957,12018,10860,0,N/A
1986/06/14,11952,11952,11952,11952,▼98,－0.82%,12032,11951,12012,10829,0,N/A
1986/06/13,11886,12050,11886,12050,▼41,－0.34%,12024,11915,11995,10798,1000,N/A
1986/06/12,12091,12091,12091,12091,▲33,＋0.27%,11995,11866,11973,10768,210,N/A
1986/06/11,12132,12173,12059,12059,▲49,＋0.41%,11954,11809,11948,10736,740,N/A
1986/06/10,11927,12009,11927,12009,▲98,＋0.83%,11921,11751,11924,10705,900,N/A
1986/06/09,11927,11927,11911,11911,▲8,＋0.07%,11977,11714,11903,10674,1500,N/A
1986/06/07,11886,11903,11886,11903,▲16,＋0.14%,12103,11709,11884,10643,600,N/A
1986/06/05,11919,11919,11886,11886,▼8,－0.07%,12229,11712,11866,10609,1150,N/A
1986/06/04,12206,12206,11878,11895,▼393,－3.20%,12244,11720,11852,10575,310,N/A
1986/06/03,12288,12288,12288,12288,▼254,－2.03%,12226,11732,11833,10542,0,N/A
1986/06/02,12542,12542,12460,12542,▲8,＋0.07%,12078,11724,11801,10508,2000,N/A
1986/05/31,12296,12534,12296,12534,▲574,＋4.80%,11867,11711,11756,10468,420,N/A
1986/05/30,11960,11960,11960,11960,▲156,＋1.32%,11721,11700,11709,10427,30,N/A
1986/05/29,11567,11804,11567,11804,▲254,＋2.20%,11690,11716,11671,10390,780,N/A
1986/05/28,11485,11550,11477,11550,▲66,＋0.57%,11681,11749,11636,10357,1500,N/A
1986/05/27,11804,11804,11460,11485,▼320,－2.71%,11716,11795,11604,10326,250,N/A
