[일시]두산,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2013/07/01,127500,129500,127000,127000,▼1500,－1.17%,126200,132650,130667,129521,39934,3145900
2013/06/28,126500,130000,125500,128500,▲2000,＋1.58%,126200,133400,130733,129567,79134,3119835
2013/06/27,125000,127000,125000,126500,▲1500,＋1.20%,126000,134050,130775,129600,44684,3146294
2013/06/26,125000,126500,123500,125000,▲1000,＋0.81%,126800,134875,130850,129650,57518,3162520
2013/06/25,127500,127500,123500,124000,▼3000,－2.36%,128600,135675,130925,129704,38622,3184742
2013/06/24,126500,129000,124500,127000,▼500,－0.39%,131100,136475,130992,129746,40890,3222989
2013/06/21,128500,129000,127000,127500,▼3000,－2.30%,132500,137075,131017,129763,42243,3217879
2013/06/20,133500,133500,127000,130500,▼3500,－2.61%,133600,137600,131000,129717,93851,3228517
2013/06/19,137000,137000,132500,134000,▼2500,－1.83%,133900,137925,130950,129621,33561,3243460
2013/06/18,135500,136500,132500,136500,▲2500,＋1.87%,134300,138100,130817,129525,34866,3255152
2013/06/17,134000,136000,131500,134000,▲1000,＋0.75%,134400,138200,130658,129413,34659,3257852
2013/06/14,133000,135000,132500,133000,▲1000,＋0.76%,135300,138450,130550,129321,34815,3253839
2013/06/13,135000,135500,132000,132000,▼4000,－2.94%,136600,138550,130475,129296,72352,3256712
2013/06/12,137000,138500,134500,136000,▼1000,－0.73%,137700,138575,130417,129283,34260,3284252
2013/06/11,138000,139500,133500,137000,▼1500,－1.08%,138200,138350,130292,129246,56715,3293311
2013/06/10,139500,140500,135500,138500,▼1000,－0.72%,138900,138025,130175,129192,61523,3314735
2013/06/07,135000,140500,135000,139500,▲2000,＋1.45%,139600,137650,130017,129125,48424,3316575
2013/06/05,139000,140500,135500,137500,▼1000,－0.72%,140000,137125,129850,129038,67083,3298988
2013/06/04,140500,140500,137000,138500,▼2000,－1.42%,141100,136625,129725,128963,60488,3294767
2013/06/03,140500,141000,139000,140500,▼1500,－1.06%,141600,136000,129600,128883,38521,3294155
2013/05/31,141000,142000,139000,142000,▲500,＋0.35%,141500,135100,129425,128783,86645,3293918
2013/05/30,143500,143500,139500,141500,▼1500,－1.05%,140900,134100,129233,128667,36304,3285055
2013/05/29,141000,143500,139000,143000,▲2000,＋1.42%,140200,133175,129033,128558,40736,3285540
2013/05/28,140500,141000,138000,141000,▲1000,＋0.71%,139000,132175,128800,128421,41984,3278966
2013/05/27,140000,140500,137500,140000,▲1000,＋0.72%,138300,131275,128600,128308,21027,3286782
2013/05/24,138500,140000,136500,139000,▲1000,＋0.72%,138000,130425,128408,128183,38569,3284252
2013/05/23,138500,138500,135500,138000,▲1000,＋0.73%,138000,129625,128217,128071,36500,3269745
2013/05/22,138000,138500,134500,137000,▼500,－0.36%,137400,128800,128050,127954,71969,3256709
2013/05/21,138500,139000,136000,137500,▼1000,－0.72%,136500,128025,127900,127838,48550,3280805
2013/05/20,138000,139500,134500,138500,▼500,－0.36%,135300,127175,127758,127708,55032,3305961
2013/05/16,136000,140000,135000,139000,▲4000,＋2.96%,133700,126275,127583,127567,81388,3322091
2013/05/15,133000,137500,132000,135000,▲2500,＋1.89%,132100,125425,127358,127446,97182,3298432
2013/05/14,130500,134000,130000,132500,▲1000,＋0.76%,130900,124825,127183,127354,61827,3267311
2013/05/13,130000,133000,129500,131500,▲1000,＋0.77%,129900,124500,127058,127267,32389,3264363
2013/05/10,131500,133500,130500,130500,▼500,－0.38%,128800,124275,126950,127196,51578,3264783
2013/05/09,129500,133500,129000,131000,▲2000,＋1.55%,127200,124175,126867,127129,94858,3250048
2013/05/08,128000,132500,127000,129000,▲1500,＋1.18%,125400,124025,126767,127050,102680,3251844
2013/05/07,125500,129500,125500,127500,▲1500,＋1.19%,124200,123900,126692,127000,62020,3237376
2013/05/06,123500,129000,123000,126000,▲3500,＋2.86%,123300,123875,126633,126979,94678,3239389
2013/05/03,123000,124500,121500,122500,▲500,＋0.41%,122700,123925,126617,126988,36444,3257159
2013/05/02,123000,123500,122000,122000,▼1000,－0.81%,122800,124250,126650,127038,17957,3260074
2013/04/30,124000,125000,123000,123000,0.0,0.00%,123000,124700,126675,127083,76196,3260440
2013/04/29,124000,124000,122000,123000,0.0,0.00%,122700,125100,126683,127117,11899,3277787
2013/04/26,123000,124500,123000,123000,0.0,0.00%,122400,125500,126775,127138,11210,3277020
2013/04/25,123500,124000,122500,123000,0.0,0.00%,121900,125825,126883,127138,20272,3276449
2013/04/24,121500,124500,121000,123000,▲1500,＋1.23%,121400,126075,126975,127163,39857,3269023
2013/04/23,120500,121500,119500,121500,0.0,0.00%,121200,126350,127058,127188,28826,3260410
2013/04/22,120000,122000,119500,121500,▲1000,＋0.83%,121500,126600,127183,127225,18135,3261910
2013/04/19,121500,122000,119000,120500,0.0,0.00%,122400,126900,127317,127254,33678,3259788
2013/04/18,120500,121500,119500,120500,▼1500,－1.23%,123700,127175,127458,127329,31099,3261194
2013/04/17,123000,123500,117500,122000,▼1000,－0.81%,125300,127500,127617,127408,110300,3263431
2013/04/16,124500,125500,121000,123000,▼3000,－2.38%,126500,127775,127750,127500,119818,3266593
2013/04/15,126000,127500,125500,126000,▼1000,－0.79%,127200,128050,127850,127575,38192,3271019
2013/04/12,129000,129500,126000,127000,▼1500,－1.17%,127400,128175,127892,127625,52202,3277481
2013/04/11,129500,129500,126500,128500,▲500,＋0.39%,127400,128250,127933,127646,33933,3266549
2013/04/10,126000,128000,125000,128000,▲1500,＋1.19%,127500,128325,127942,127663,25263,3261917
2013/04/09,127500,128500,125000,126500,▼500,－0.39%,128100,128375,128033,127675,37251,3257230
2013/04/08,128500,128500,126000,127000,0.0,0.00%,129000,128525,128133,127667,26495,3263339
2013/04/05,128000,128500,125500,127000,▼2000,－1.55%,129800,128675,128242,127671,49426,3274977
2013/04/04,131000,131000,128000,129000,▼2000,－1.53%,130300,128875,128325,127663,37164,3296563
2013/04/03,131500,133000,128500,131000,0.0,0.00%,130100,128925,128375,127671,28803,3316654
2013/04/02,133000,134500,131000,131000,0.0,0.00%,129600,128900,128400,127696,54849,3320513
2013/04/01,131000,133000,129500,131000,▲1500,＋1.16%,128700,128825,128425,127763,38888,3326117
2013/03/29,129500,131500,129500,129500,▲1500,＋1.17%,128000,128725,128450,127825,46990,3335778
2013/03/28,128500,131000,127500,128000,▼500,－0.39%,127300,128700,128483,127896,55908,3334445
2013/03/27,127500,129500,126500,128500,▲2000,＋1.58%,127100,128725,128500,127963,35664,3344266
2013/03/26,127000,128000,126000,126500,▼1000,－0.78%,126900,128675,128508,128038,41594,3342334
2013/03/25,127000,129500,126000,127500,▲1500,＋1.19%,127300,128750,128433,128125,30587,3351813
2013/03/22,126500,128000,126000,126000,▼1000,－0.79%,127500,128775,128292,128221,15581,3353204
2013/03/21,127500,128500,126500,127000,▼500,－0.39%,128000,128925,128233,128333,13913,3359144
2013/03/20,130000,130000,127500,127500,▼1000,－0.78%,128600,128975,128167,128433,16624,3361241
2013/03/19,128000,129000,128000,128500,0.0,0.00%,128900,128875,128092,128533,12857,3366893
2013/03/18,128000,129500,126500,128500,0.0,0.00%,129100,128675,128117,128625,24723,3368755
2013/03/15,129500,131500,128500,128500,▼1500,－1.15%,129400,128500,128150,128733,43828,3367179
2013/03/14,128000,130500,127500,130000,▲1000,＋0.78%,129900,128325,128200,128867,24287,3377896
2013/03/13,128500,130000,126000,129000,▼500,－0.39%,129900,128100,128208,129013,110929,3381913
2013/03/12,130000,130500,128500,129500,▼500,－0.38%,130200,127900,128233,129146,36375,3342783
2013/03/11,131500,131500,128500,130000,▼1000,－0.76%,130200,127650,128225,129208,46793,3324001
2013/03/08,130000,132000,130000,131000,▲1000,＋0.77%,130000,127350,128200,129263,61430,3309714
2013/03/07,132000,132000,130000,130000,▼500,－0.38%,129600,127050,128167,129300,21245,3257848
2013/03/06,131000,131500,129500,130500,▲1000,＋0.77%,129300,126775,128142,129371,41400,3247404
2013/03/05,129000,131000,129000,129500,▲500,＋0.39%,128700,126425,128100,129438,27601,3238120
2013/03/04,128000,130000,128000,129000,0.0,0.00%,128400,126125,128083,129479,41253,3237416
2013/02/28,129500,130500,128500,129000,▲500,＋0.39%,128200,126100,128042,129525,42722,3244133
2013/02/27,128000,128500,126500,128500,▲1000,＋0.78%,128200,126125,128017,129600,24485,3242068
2013/02/26,129000,129000,126500,127500,▼500,－0.39%,128100,126125,127958,129663,26604,3239053
2013/02/25,128000,130500,126500,128000,0.0,0.00%,127700,126150,127925,129729,36491,3241578
2013/02/22,131000,131000,127500,128000,▼1000,－0.78%,127000,126200,127858,129767,26523,3241847
2013/02/21,128500,130500,127000,129000,▲1000,＋0.78%,126400,126275,127775,129838,76376,3247541
2013/02/20,125500,128500,125500,128000,▲2500,＋1.99%,125600,126275,127658,129888,56843,3226638
2013/02/19,125000,126000,124500,125500,▲1000,＋0.80%,125100,126375,127550,129946,34241,3215029
2013/02/18,125500,125500,124500,124500,▼500,－0.40%,125000,126600,127533,130025,9448,3197365
2013/02/15,125000,125500,124500,125000,0.0,0.00%,125000,126825,127525,130125,9380,3198081
2013/02/14,125500,125500,124000,125000,▼500,－0.40%,124800,127000,127475,130242,23274,3197413
2013/02/13,125000,127000,124500,125500,▲500,＋0.40%,124800,127225,127442,130375,33464,3197581
2013/02/12,124500,126500,123500,125000,▲500,＋0.40%,124600,127400,127392,130492,18808,3199887
2013/02/08,123500,125500,122500,124500,▲500,＋0.40%,124300,127825,127333,130583,40172,3199895
2013/02/07,126500,126500,123500,124000,▼1000,－0.80%,124100,128225,127308,130675,30255,3219849
2013/02/06,126500,126500,124000,125000,▲500,＋0.40%,125000,128700,127325,130783,42370,3228560
2013/02/05,121500,124500,121000,124500,▲1000,＋0.81%,125900,129050,127358,130871,43259,3218865
2013/02/04,124000,124500,121500,123500,0.0,0.00%,126700,129425,127425,130979,51902,3208046
2013/02/01,128500,129000,121000,123500,▼5000,－3.89%,127600,129875,127492,131083,165329,3188179
2013/01/31,130000,130500,128500,128500,▼1000,－0.77%,128700,130325,127550,131183,40138,3170597
2013/01/30,128000,129500,128000,129500,▲1000,＋0.78%,128900,130525,127500,131267,15395,3173659
2013/01/29,127500,130000,127000,128500,▲500,＋0.39%,128800,130625,127392,131329,37793,3170590
2013/01/28,129000,129000,127500,128000,▼1000,－0.78%,129100,130650,127350,131371,29801,3175152
2013/01/25,129500,130500,126000,129000,▼500,－0.39%,129500,130700,127317,131429,76817,3164711
2013/01/24,129000,130000,127500,129500,▲500,＋0.39%,129500,130350,127267,131446,33912,3173641
2013/01/23,129000,132500,129000,129000,▼1000,－0.77%,129300,129825,127192,131471,51484,3174259
2013/01/22,131000,131000,128500,130000,0.0,0.00%,129400,129500,127200,131488,16481,3166693
2013/01/21,129500,131000,128500,130000,▲1000,＋0.78%,129200,129150,127200,131475,13572,3165386
2013/01/18,129500,129500,127500,129000,▲500,＋0.39%,129900,128800,127250,131446,26009,3163959
2013/01/17,128500,130000,128000,128500,▼1000,－0.77%,130600,128850,127300,131383,17975,3168944
2013/01/16,128500,129500,126500,129500,▲500,＋0.39%,131600,128950,127358,131338,69378,3167053
2013/01/15,132500,134000,128500,129000,▼4500,－3.37%,132100,129050,127358,131279,61127,3182964
2013/01/14,131500,135000,131000,133500,▲1000,＋0.75%,132700,129125,127383,131263,48817,3206103
2013/01/11,135500,135500,131000,132500,▼1000,－0.75%,132500,128975,127317,131204,30887,3217437
2013/01/10,132000,135000,131500,133500,▲1500,＋1.14%,132500,128800,127200,131138,98113,3226989
2013/01/09,132500,132500,130500,132000,0.0,0.00%,132300,128550,127100,131092,35200,3193799
2013/01/08,131500,133000,130000,132000,▼500,－0.38%,132200,128400,127000,131083,36805,3186958
2013/01/07,132500,133500,131500,132500,0.0,0.00%,131600,128225,126967,131071,23469,3168767
2013/01/04,133000,134000,130500,132500,0.0,0.00%,130900,128000,126992,131017,67994,3163296
2013/01/03,133000,134000,130500,132500,▲1000,＋0.76%,128800,127800,127100,131000,117562,3150698
2013/01/02,129500,132000,129000,131500,▲2500,＋1.94%,126100,127500,127200,131017,120910,3140882
2012/12/28,128500,131000,126000,129000,0.0,0.00%,124300,127300,127308,131042,211635,3140910
2012/12/27,124500,129500,123500,129000,▲7000,＋5.74%,123100,127100,127425,131100,393208,3154538
2012/12/26,121500,123500,119000,122000,▲3000,＋2.52%,121900,126925,127567,131150,436161,3177630
2012/12/24,121000,122000,116000,119000,▼3500,－2.86%,123500,127025,127817,131267,452679,3156891
2012/12/21,124000,124500,121000,122500,▼500,－0.41%,125800,127225,128150,131400,212214,3040970
2012/12/20,123500,125500,123000,123000,0.0,0.00%,127600,127200,128433,131500,205316,2964909
2012/12/18,130500,131000,122000,123000,▼7000,－5.38%,129100,127125,128700,131554,352746,2916970
2012/12/17,131000,132500,129500,130000,▼500,－0.38%,130600,127200,128975,131621,131788,2851592
2012/12/14,131000,132500,130500,130500,▼1000,－0.76%,130400,126900,129133,131613,61155,2776172
2012/12/13,130500,133000,129500,131500,▲1000,＋0.77%,130000,126475,129317,131600,74427,2777393
2012/12/12,132000,133000,130500,130500,0.0,0.00%,129500,126050,129533,131571,52941,2776730
2012/12/11,128500,132500,128500,130500,▲1500,＋1.16%,129100,125650,129817,131563,91279,2769379
2012/12/10,128500,130500,127500,129000,▲500,＋0.39%,128600,125200,130058,131558,61176,2757729
2012/12/07,130500,131000,128500,128500,▼500,－0.39%,128500,124900,130192,131583,35316,2765933
2012/12/06,128500,131500,127500,129000,▲500,＋0.39%,128100,124725,130325,131563,54673,2780132
2012/12/05,128000,130000,128000,128500,▲500,＋0.39%,127800,124625,130433,131546,22650,2790182
2012/12/04,127500,129500,127500,128000,▼500,－0.39%,127100,124625,130600,131517,16966,2784182
2012/12/03,127000,129500,127000,128500,▲2000,＋1.58%,126600,124600,130775,131508,28194,2784442
2012/11/30,127500,130000,126500,126500,▼1000,－0.78%,125700,124525,130875,131517,80979,2781556
2012/11/29,127000,129000,126000,127500,▲2500,＋2.00%,125000,124475,131008,131525,53470,2813188
2012/11/28,124500,126500,124500,125000,▼500,－0.40%,123900,124250,131183,131525,23034,2830287
2012/11/27,125000,127500,124000,125500,▲1500,＋1.21%,123200,124300,131367,131525,65827,2828114
2012/11/26,124500,125000,123000,124000,▲1000,＋0.81%,123000,124325,131533,131521,31723,2843056
2012/11/23,122500,124500,122000,123000,▲1000,＋0.82%,123000,124425,131675,131500,39066,2836382
2012/11/22,122000,125000,121500,122000,▲500,＋0.41%,122800,124525,131900,131475,53812,2825447
2012/11/21,124500,125500,121500,121500,▼3000,－2.41%,123000,124900,132117,131471,47900,2813332
2012/11/20,125500,126500,124500,124500,▲500,＋0.40%,123200,125325,132342,131500,43617,2815132
2012/11/19,122000,125000,122000,124000,▲2000,＋1.64%,122600,125750,132517,131538,16734,2815810
2012/11/16,123500,124000,121500,122000,▼1000,－0.81%,122400,126150,132725,131592,41596,2813766
2012/11/15,121500,124500,120000,123000,▲500,＋0.41%,123000,126650,133008,131667,57946,2815948
2012/11/14,121000,125000,121000,122500,▲1000,＋0.82%,123800,126975,133308,131708,71968,2806701
2012/11/13,123500,124500,120500,121500,▼1500,－1.22%,125000,127375,133592,131696,53303,2838532
2012/11/12,123500,124500,121000,123000,▼2000,－1.60%,126200,127775,133833,131696,94086,2845723
2012/11/09,125500,125500,121500,125000,▼2000,－1.57%,127000,127900,134042,131667,110974,2861933
2012/11/08,127000,128500,124000,127000,▼1500,－1.17%,127100,128025,134242,131629,66976,2908243
2012/11/07,128000,128500,127000,128500,▲1000,＋0.78%,126300,127975,134383,131600,50381,2908446
2012/11/06,126500,129000,126500,127500,▲500,＋0.39%,125800,128050,134533,131538,46019,2915168
2012/11/05,126000,127500,125500,127000,▲1500,＋1.20%,125500,128375,134675,131513,25802,2912406
2012/11/02,124500,127000,124500,125500,▲2500,＋2.03%,125300,128975,134817,131517,45287,2910012
2012/11/01,125000,126500,122000,123000,▼3000,－2.38%,125200,129625,135033,131529,95797,2903973
2012/10/31,127000,128000,125000,126000,0.0,0.00%,126500,130375,135267,131613,52080,2882700
2012/10/30,125500,127000,124500,126000,0.0,0.00%,127300,130875,135392,131688,74094,2880167
2012/10/29,124000,127500,124000,126000,▲1000,＋0.80%,128700,131450,135542,131804,79964,2868201
2012/10/26,129000,130000,124500,125000,▼4500,－3.47%,129900,132000,135625,131938,177978,2836954
2012/10/25,129000,131000,127000,129500,▼500,－0.38%,131300,132700,135750,132088,75762,2776583
2012/10/24,132000,133000,128000,130000,▼3000,－2.26%,131300,133200,135775,132183,107658,2781299
2012/10/23,133000,135500,130500,133000,▲1000,＋0.76%,131400,133650,135750,132275,110965,2790632
2012/10/22,129500,132000,129500,132000,0.0,0.00%,130700,133975,135642,132317,55754,2771441
2012/10/19,129000,132500,129000,132000,▲2500,＋1.93%,129400,134350,135467,132358,50149,2766735
2012/10/18,130500,131500,128500,129500,▼1000,－0.77%,128500,134825,135317,132379,57289,2769318
2012/10/17,130000,131500,129000,130500,▲1000,＋0.77%,127800,135575,135200,132433,45720,2759909
2012/10/16,126500,130000,125500,129500,▲4000,＋3.19%,127700,136425,135142,132479,57885,2749274
2012/10/15,127500,128000,125000,125500,▼2000,－1.57%,128600,137200,135092,132558,80473,2743746
2012/10/12,126500,128500,126000,127500,▲1500,＋1.19%,131300,137775,135075,132692,65408,2718741
2012/10/11,128500,129000,125500,126000,▼4000,－3.08%,133500,138225,135083,132825,175645,2690214
2012/10/10,133500,133500,129500,130000,▼4000,－2.99%,135900,138700,135167,132983,95893,2679738
2012/10/09,138500,138500,131500,134000,▼5000,－3.60%,137100,139125,135175,133096,169655,2657799
2012/10/08,139500,140000,136500,139000,▲500,＋0.36%,137800,139350,135042,133171,56082,2669031
2012/10/05,138000,139500,136500,138500,▲500,＋0.36%,137400,139125,134900,133204,50097,2659219
2012/10/04,136000,138000,135500,138000,▲2000,＋1.47%,137500,138925,134833,133233,42319,2659065
2012/10/02,138000,138000,136000,136000,▼1500,－1.09%,137800,138925,134775,133238,38878,2641815
2012/09/28,137500,138500,135000,137500,▲500,＋0.36%,138400,138925,134775,133254,101513,2628045
2012/09/27,138000,138500,136000,137000,▼2000,－1.44%,138800,138825,134733,133317,93129,2623522
2012/09/26,138500,139000,136500,139000,▼500,－0.36%,139300,138600,134717,133358,45444,2619140
2012/09/25,139000,140500,138000,139500,▲500,＋0.36%,139800,138475,134650,133396,53761,2608365
2012/09/24,139000,140500,137000,139000,▼500,－0.36%,140800,138250,134567,133458,63717,2615039
2012/09/21,140000,142000,139500,139500,0.0,0.00%,142500,138050,134408,133558,78492,2611980
2012/09/20,142000,142000,138500,139500,▼2000,－1.41%,143600,137825,134267,133654,98300,2598915
2012/09/19,144000,144000,138500,141500,▼3000,－2.08%,143100,137675,134092,133733,242907,2603672
2012/09/18,146000,146000,141000,144500,▼3000,－2.03%,142100,137550,133883,133804,156977,2599776
2012/09/17,146500,149500,145000,147500,▲2500,＋1.72%,140300,137375,133608,133858,103817,2601855
2012/09/14,141500,146000,139000,145000,▲8000,＋5.84%,138500,136975,133308,133850,219530,2606603
2012/09/13,136000,138500,135500,137000,▲500,＋0.37%,137200,136525,133058,133875,45829,2598028
2012/09/12,136000,137500,134000,136500,▲1000,＋0.74%,136700,136450,132975,133958,96000,2591286
2012/09/11,138500,138500,135000,135500,▼3000,－2.17%,136300,136475,132800,134088,65605,2643523
2012/09/10,139500,141500,138500,138500,0.0,0.00%,136800,136475,132658,134238,72419,2648198
2012/09/07,136000,140000,135500,138500,▲4000,＋2.97%,136300,136425,132433,134404,72943,2644507
2012/09/06,134500,135000,132000,134500,0.0,0.00%,135700,136300,132242,134554,60228,2648818
2012/09/05,137000,137000,133500,134500,▼3500,－2.54%,135300,136350,132158,134742,67932,2653339
2012/09/04,136000,140500,136000,138000,▲2000,＋1.47%,135700,136550,132042,134904,89856,2663419
2012/09/03,134500,138500,134500,136000,▲500,＋0.37%,135100,136500,131867,135054,58474,2672290
2012/08/31,131500,135500,131000,135500,▲3000,＋2.26%,134900,136375,131683,135271,105171,2664253
2012/08/30,136000,137000,132000,132500,▼4000,－2.93%,134800,136350,131508,135533,85746,2663298
2012/08/29,136000,138500,135500,136500,▲1500,＋1.11%,135600,136275,131325,135821,47005,2688070
2012/08/28,135000,137000,133500,135000,0.0,0.00%,136100,136075,131050,136067,33006,2690726
2012/08/27,136500,137500,135000,135000,0.0,0.00%,137300,135875,130825,136342,39816,2702492
2012/08/24,135000,137000,133000,135000,▼1500,－1.10%,138200,135550,130658,136633,39277,2700334
2012/08/23,139500,140000,135000,136500,▼2500,－1.80%,138400,135125,130558,136938,64945,2694891
2012/08/22,142000,142000,138000,139000,▼2000,－1.42%,138200,134375,130458,137229,44492,2698939
2012/08/21,140000,144000,139000,141000,▲1500,＋1.08%,137800,133575,130325,137471,78864,2705629
2012/08/20,136500,139500,136000,139500,▲3500,＋2.57%,136700,132650,130108,137692,70529,2718981
2012/08/17,136000,138000,134500,136000,▲500,＋0.37%,136300,132025,129800,137929,70443,2712212
2012/08/16,136500,138000,134500,135500,▼1500,－1.09%,136300,131550,129558,138171,81146,2682292
2012/08/14,137500,140000,136500,137000,▲1500,＋1.11%,136300,131000,129292,138433,85251,2678184
2012/08/13,137000,138000,135000,135500,▼2000,－1.45%,136600,130550,129017,138696,45527,2655097
2012/08/10,136000,138000,136000,137500,▲1500,＋1.10%,136900,130325,128817,138938,47147,2647747
2012/08/09,135500,139000,134500,136000,▲500,＋0.37%,136100,129975,128542,139146,75516,2631432
2012/08/08,138000,140000,134000,135500,▼3000,－2.17%,135900,129475,128350,139371,136294,2594797
2012/08/07,137500,139500,136000,138500,▲1500,＋1.09%,135000,129225,128217,139633,55501,2590966
2012/08/06,136000,139000,134500,137000,▲3500,＋2.62%,133800,129025,128025,139854,88119,2602753
2012/08/03,133500,134000,130000,133500,▼1500,－1.11%,132600,128900,127958,140063,70700,2617047
2012/08/02,131500,136500,130500,135000,▲4000,＋3.05%,131600,129025,127983,140321,67036,2622674
2012/08/01,131500,133000,129500,131000,▼1500,－1.13%,129900,129025,128067,140592,45803,2627018
2012/07/31,130500,134000,130000,132500,▲1500,＋1.15%,128000,129275,128250,140875,62889,2632794
2012/07/30,129500,132000,128500,131000,▲2500,＋1.95%,126100,129400,128425,141146,55655,2640590
2012/07/27,129000,130500,128000,128500,▲2000,＋1.58%,124400,129575,128592,141433,79936,2639569
2012/07/26,122500,129500,122000,126500,▲5000,＋4.12%,124100,129625,128800,141729,98125,2652608
2012/07/25,121000,125000,120500,121500,▼1500,－1.22%,124100,129850,128992,142021,47718,2667569
2012/07/24,121000,125000,121000,123000,▲500,＋0.41%,124700,130225,129250,142292,79435,2677019
2012/07/23,125000,125500,121500,122500,▼4500,－3.54%,125700,130525,129442,142542,84545,2688462
2012/07/20,126500,129000,126500,127000,▲500,＋0.40%,127400,130800,129667,142771,66930,2672351
2012/07/19,125500,128000,125000,126500,▲2000,＋1.61%,128100,130925,129817,142967,117254,2696641
2012/07/18,128000,128000,124500,124500,▼3500,－2.73%,128000,131100,130025,143179,119735,2732969
2012/07/17,129500,130500,127500,128000,▼3000,－2.29%,129200,131475,130308,143404,101425,2704435
2012/07/16,130500,132500,128500,131000,▲500,＋0.38%,130500,131375,130567,143588,66527,2726119
2012/07/13,125500,133000,124500,130500,▲4500,＋3.57%,131200,131175,130800,143746,134778,2724832
2012/07/12,129500,130500,125000,126000,▼4500,－3.45%,132300,130900,131017,143900,172544,2722116
2012/07/11,132500,133500,129000,130500,▼4000,－2.97%,134100,130950,131300,144075,166967,2742807
2012/07/10,135500,136000,132000,134500,0.0,0.00%,135200,130900,131508,144192,33585,2784158
2012/07/09,136000,136000,133500,134500,▼1500,－1.10%,135300,130550,131633,144300,38530,2786148
2012/07/06,135500,137000,134000,136000,▲1000,＋0.74%,135300,130200,131700,144396,71760,2797945
2012/07/05,135000,139000,135000,135000,▼1000,－0.74%,134000,129650,131733,144463,75112,2809017
2012/07/04,137000,137500,132000,136000,▲1000,＋0.74%,133200,129150,131900,144525,111880,2828529
2012/07/03,134500,137500,134000,135000,▲500,＋0.37%,131800,128425,132000,144588,104735,2837793
2012/07/02,131500,138000,131000,134500,▲5000,＋3.86%,130600,127675,132142,144642,165040,2864153
2012/06/29,129500,132000,129000,129500,▼1500,－1.15%,129300,127025,132350,144729,84940,2860917
2012/06/28,129000,132500,129000,131000,▲2000,＋1.55%,129300,126800,132708,144846,80982,2879551
2012/06/27,129000,130500,125500,129000,0.0,0.00%,129100,126700,133042,144963,65815,2883758
2012/06/26,127000,130000,126000,129000,▲1000,＋0.78%,129700,126775,133375,145083,52655,2897823
2012/06/25,129000,130000,125000,128000,▼1500,－1.16%,129100,126875,133725,145200,67481,2894829
2012/06/22,127000,131000,126500,129500,▼500,－0.38%,128900,126875,134108,145317,84152,2904099
2012/06/21,132000,133500,130000,130000,▼2000,－1.52%,128000,126450,134392,145429,72188,2901297
2012/06/20,127500,133000,127000,132000,▲6000,＋4.76%,127400,126025,134692,145554,203210,2917888
2012/06/19,126000,127500,124500,126000,▼1000,－0.79%,126900,125400,134942,145675,71273,2945325
2012/06/18,127000,128500,125500,127000,▲2000,＋1.60%,127200,125125,135375,145842,114665,2948433
2012/06/15,126500,128000,122500,125000,▼2000,－1.57%,127300,124950,135817,145992,225172,2966965
2012/06/14,129500,131000,127000,127000,▼2500,－1.93%,127300,124750,136375,146142,132338,2981306
2012/06/13,128500,130500,127000,129500,▲2000,＋1.57%,126900,124625,136867,146283,102232,3007672
2012/06/12,126000,129500,125000,127500,0.0,0.00%,125300,124525,137325,146438,104116,3059707
2012/06/11,126500,129500,125500,127500,▲2500,＋2.00%,123800,124500,137767,146608,109132,3069726
2012/06/08,128500,128500,125000,125000,0.0,0.00%,122600,124775,138242,146796,51013,3111248
2012/06/07,123000,126000,122500,125000,▲3500,＋2.88%,122600,125275,138858,147008,102112,3120817
2012/06/05,121500,123500,120500,121500,▲1500,＋1.25%,123400,126025,139558,147208,51654,3114978
2012/06/04,117000,121500,117000,120000,▼1500,－1.23%,125200,127050,140317,147413,136427,3132335
2012/06/01,124500,125500,121500,121500,▼3500,－2.80%,127400,128200,141083,147654,135164,3077817
2012/05/31,127000,127500,123000,125000,▼4000,－3.10%,128700,129175,141858,147921,219469,3054378
2012/05/30,130500,130500,127000,129000,▼1500,－1.15%,127900,129975,142608,148154,49870,3041853
2012/05/29,130500,132000,129000,130500,▼500,－0.38%,126400,130425,143317,148350,45252,3047859
2012/05/25,129000,133000,128000,131000,▲3000,＋2.34%,124200,130750,144000,148525,166451,3051152
2012/05/24,123000,129000,121500,128000,▲7000,＋5.79%,122100,130925,144617,148646,147243,3111072
2012/05/23,120500,123000,118000,121000,▼500,－0.41%,121200,131325,145275,148746,85821,3164474
2012/05/22,121500,123000,119000,121500,▲2000,＋1.67%,121200,132075,146058,148921,87514,3184831
2012/05/21,121000,122500,117000,119500,▼1000,－0.83%,121800,132950,146783,149058,73187,3201885
2012/05/18,120000,122000,118000,120500,▼3000,－2.43%,123400,134050,147575,149208,91144,3214115
2012/05/17,121000,125000,119000,123500,▲2500,＋2.07%,124700,135200,148375,149392,99077,3212084
2012/05/16,122500,126000,121000,121000,▼3500,－2.81%,126600,136275,149058,149525,141728,3229681
2012/05/15,126000,127000,121500,124500,▼3000,－2.35%,129400,137400,149750,149725,129384,3252797
2012/05/14,127000,129000,125500,127500,▲500,＋0.39%,132500,138325,150392,149913,80227,3263325
2012/05/11,131500,132500,126000,127000,▼6000,－4.51%,135400,139100,151050,150088,196140,3252638
2012/05/10,134500,135000,131500,133000,▼2000,－1.48%,138600,139850,151683,150292,95724,3232007
