[일시]롯데정밀화학,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2004/07/12,15450,15700,15050,15100,▼350,－2.27%,15670,16238,15951,16932,118350,6960575
2004/07/09,15150,15650,15100,15450,▲400,＋2.66%,15980,16255,15998,16942,113692,6996985
2004/07/08,16200,16200,15050,15050,▼1300,－7.95%,16240,16273,16040,16947,299128,6989605
2004/07/07,16000,16450,15950,16350,▼50,－0.30%,16630,16355,16090,16959,93260,7081135
2004/07/06,16650,16850,16400,16400,▼250,－1.50%,16700,16348,16119,16961,49130,7047495
2004/07/05,16550,16800,16400,16650,▼100,－0.60%,16770,16375,16153,16961,76907,7047495
2004/07/02,16800,16800,16450,16750,▼250,－1.47%,16670,16385,16182,16959,86425,7030325
2004/07/01,16800,17200,16750,17000,▲300,＋1.80%,16680,16305,16208,16957,152568,6998425
2004/06/30,16950,17150,16650,16700,▼50,－0.30%,16540,16180,16219,16955,182860,6956335
2004/06/29,16150,16800,16150,16750,▲600,＋3.72%,16430,16090,16228,16951,119080,6935005
2004/06/28,16800,16800,16150,16150,▼650,－3.87%,16330,16018,16238,16948,101489,6893875
2004/06/25,16400,16800,16300,16800,▲500,＋3.07%,16300,15950,16258,16946,139679,6909365
2004/06/24,16300,16600,16150,16300,▲150,＋0.93%,16140,15873,16266,16940,157940,6867415
2004/06/23,16350,16500,16100,16150,▼100,－0.62%,16120,15798,16283,16936,100670,6829015
2004/06/22,16000,16350,15600,16250,▲250,＋1.56%,16190,15720,16295,16938,136418,6764395
2004/06/21,16050,16500,15900,16000,0.0,0.00%,16180,15653,16305,16937,173078,6699165
2004/06/18,16150,16200,15900,16000,▼200,－1.23%,16070,15563,16320,16940,157770,6716885
2004/06/17,16600,16650,15950,16200,▼300,－1.82%,16030,15453,16334,16943,128790,6681735
2004/06/16,16300,16750,16250,16500,▲300,＋1.85%,16130,15348,16354,16947,117290,6724505
2004/06/15,15650,16500,15600,16200,▲750,＋4.85%,16070,15188,16367,16950,133637,6690695
2004/06/14,15450,16350,15300,15450,▼350,－2.22%,16220,15018,16385,16954,101132,6650965
2004/06/11,16550,16600,15700,15800,▼900,－5.39%,16500,14938,16406,16964,138690,6652645
2004/06/10,16200,17000,16000,16700,▲500,＋3.09%,16370,14865,16425,16965,220217,6622655
2004/06/09,17000,17100,16200,16200,▼750,－4.42%,15930,14780,16428,16959,142776,6623375
2004/06/08,16950,16950,16400,16950,▲100,＋0.59%,15670,14700,16448,16958,237811,6626225
2004/06/07,15300,17400,15300,16850,▲1700,＋11.22%,15340,14583,16458,16951,715155,6535835
2004/06/04,14650,15150,14500,15150,▲650,＋4.48%,14930,14533,16475,16945,99746,6248655
2004/06/03,15050,15250,14350,14500,▼400,－2.68%,14950,14578,16523,16957,134771,6216155
2004/06/02,15000,15150,14850,14900,▼400,－2.61%,15010,14688,16588,16973,51661,6157705
2004/06/01,15000,15350,15000,15300,▲500,＋3.38%,14950,14785,16651,16988,74321,6162085
2004/05/31,15200,15250,14750,14800,▼450,－2.95%,14870,14873,16699,17003,59130,6139995
2004/05/28,15050,15650,15050,15250,▲450,＋3.04%,14750,14983,16761,17020,238670,6147875
2004/05/27,15000,15100,14750,14800,▲200,＋1.37%,14460,15088,16810,17029,131740,6099475
2004/05/25,14650,14850,14400,14600,▼300,－2.01%,14320,15245,16860,17043,107136,6114325
2004/05/24,14900,15050,14400,14900,▲700,＋4.93%,14060,15415,16918,17055,396950,6098345
2004/05/21,14000,14400,13900,14200,▲400,＋2.90%,13640,15593,16978,17062,88152,6061675
2004/05/20,13700,14250,13600,13800,▼300,－2.13%,13570,15793,17060,17077,125260,6063145
2004/05/19,13550,14150,13450,14100,▲800,＋6.02%,13680,16005,17143,17097,130140,6061945
2004/05/18,12700,13450,12700,13300,▲500,＋3.91%,13860,16183,17218,17115,111933,6047055
2004/05/17,13700,14050,12750,12800,▼1050,－7.58%,14120,16380,17306,17144,142421,6028555
2004/05/14,14550,14750,13800,13850,▼500,－3.48%,14480,16598,17411,17173,154981,6016375
2004/05/13,14800,15100,14350,14350,▼650,－4.33%,14880,16800,17506,17195,131060,6019035
2004/05/12,14800,15100,14700,15000,▲400,＋2.74%,15220,16983,17591,17213,115651,6020365
2004/05/11,14550,14900,14400,14600,0.0,0.00%,15560,17135,17661,17225,147870,6020265
2004/05/10,15850,15850,14600,14600,▼1250,－7.89%,16010,17310,17738,17230,181930,6008915
2004/05/07,16000,16250,15750,15850,▼200,－1.25%,16500,17500,17798,17237,132197,6035305
2004/05/06,16600,16700,16050,16050,▼650,－3.89%,16730,17628,17834,17235,151260,6035305
2004/05/04,16950,17050,16700,16700,▼150,－0.89%,16990,17740,17864,17231,94662,6037855
2004/05/03,16900,17150,16650,16850,▼200,－1.17%,17240,17790,17879,17223,79754,6039145
2004/04/30,16900,17200,16800,17050,▲50,＋0.29%,17470,17810,17890,17208,102810,6045785
2004/04/29,17350,17650,17000,17000,▼350,－2.02%,17750,17823,17906,17192,130418,6034985
2004/04/28,17800,17900,17300,17350,▼600,－3.34%,17990,17840,17925,17175,134255,6043003
2004/04/27,18000,18100,17650,17950,▼50,－0.28%,18130,17838,17949,17157,106297,6048843
2004/04/26,18350,18500,18000,18000,▼450,－2.44%,18070,17808,17953,17130,94681,6050213
2004/04/23,18450,18600,17900,18450,▲250,＋1.37%,17920,17750,17952,17104,216032,5956163
2004/04/22,18150,18500,18000,18200,▲150,＋0.83%,17660,17670,17946,17072,234869,6041273
2004/04/21,17400,18100,17300,18050,▲400,＋2.27%,17600,17605,17946,17042,145524,5965953
2004/04/20,17400,17650,17200,17650,▲400,＋2.32%,17590,17545,17948,17015,111022,6050213
2004/04/19,17250,17300,16850,17250,▲100,＋0.58%,17670,17533,17936,16996,113804,5956163
2004/04/16,17700,17800,17150,17150,▼750,－4.19%,17840,17533,17933,16982,155662,5956093
2004/04/14,17750,18000,17600,17900,▼100,－0.56%,18090,17540,17913,16969,81506,5998783
2004/04/13,18200,18200,17900,18000,▼50,－0.28%,18190,17480,17886,16950,114684,6001983
2004/04/12,18100,18300,18000,18050,▼50,－0.28%,18250,17428,17854,16932,83565,6001143
2004/04/09,18350,18350,17800,18100,▼300,－1.63%,18180,17368,17828,16910,94811,6000933
2004/04/08,18200,18500,18200,18400,0.0,0.00%,18010,17333,17803,16888,131074,6001823
2004/04/07,18300,18400,18050,18400,▲100,＋0.55%,17790,17293,17770,16863,106670,6001033
2004/04/06,17900,18300,17850,18300,▲600,＋3.39%,17580,17265,17737,16838,185640,6002303
2004/04/02,17300,17750,17300,17700,▲450,＋2.61%,17380,17250,17706,16810,158242,6001943
2004/04/01,17150,17300,17150,17250,▼50,－0.29%,17310,17288,17690,16785,79073,6001943
2004/03/31,17500,17650,17200,17300,▼50,－0.29%,17230,17358,17674,16767,98250,6000943
2004/03/30,17500,17500,17300,17350,▲50,＋0.29%,17140,17403,17658,16750,89028,5999483
2004/03/29,17550,17550,17300,17300,▼50,－0.29%,17050,17460,17634,16732,70350,5999353
2004/03/26,17100,17350,17100,17350,▲500,＋2.97%,16960,17505,17613,16713,140002,5999353
2004/03/25,16950,17100,16700,16850,0.0,0.00%,16970,17528,17588,16692,101830,6005323
2004/03/24,16800,17100,16600,16850,▼50,－0.30%,17050,17590,17580,16676,93038,6005323
2004/03/23,16700,16900,16550,16900,▲50,＋0.30%,17140,17673,17568,16659,131788,5992703
2004/03/22,17200,17250,16850,16850,▼550,－3.16%,17100,17783,17561,16648,108457,5992703
2004/03/19,17300,17450,17050,17400,▲150,＋0.87%,17120,17878,17551,16642,44456,5992023
2004/03/18,17400,17450,17100,17250,▼50,－0.29%,17010,17940,17539,16631,69738,5992023
2004/03/17,16800,17400,16800,17300,▲600,＋3.59%,17040,18005,17533,16620,149654,5987023
2004/03/16,16800,16850,16500,16700,▼250,－1.47%,17100,18095,17523,16617,68494,5975013
2004/03/15,16800,16950,16650,16950,▲100,＋0.59%,17330,18238,17522,16622,122600,5975013
2004/03/12,17400,17400,16100,16850,▼550,－3.16%,17540,18363,17504,16625,339410,5975273
2004/03/11,17500,17700,17400,17400,▼200,－1.14%,17860,18480,17491,16630,161593,5976223
2004/03/10,17900,18100,17600,17600,▼250,－1.40%,18110,18570,17468,16629,96400,5970563
2004/03/09,17800,17950,17750,17850,▼150,－0.83%,18230,18603,17443,16628,87590,5970773
2004/03/08,18600,18700,18000,18000,▼450,－2.44%,18360,18610,17416,16625,140785,5970773
2004/03/05,18700,18950,18450,18450,▼200,－1.07%,18400,18603,17391,16621,213550,5969473
2004/03/04,18100,18750,18100,18650,▲450,＋2.47%,18270,18560,17358,16615,167250,5969483
2004/03/03,18400,18500,18150,18200,▼300,－1.62%,18160,18503,17325,16603,89390,5966673
2004/03/02,18100,18600,18100,18500,▲300,＋1.65%,18220,18493,17307,16594,129422,5968363
2004/02/27,17850,18200,17700,18200,▲400,＋2.25%,18340,18475,17280,16580,133300,5967473
2004/02/26,18250,18350,17700,17800,▼300,－1.66%,18450,18505,17248,16567,171680,5956583
2004/02/25,18550,18650,18050,18100,▼400,－2.16%,18620,18523,17227,16555,191427,5956623
2004/02/24,18950,19250,18500,18500,▼600,－3.14%,18710,18515,17192,16543,117053,5957523
2004/02/23,18950,19100,18650,19100,▲350,＋1.87%,18830,18495,17145,16528,114868,5956023
2004/02/20,18650,19000,18500,18750,▲100,＋0.54%,18920,18450,17093,16511,166566,5956023
2004/02/19,18600,18900,18550,18650,▲100,＋0.54%,19060,18423,17052,16498,148922,5950623
2004/02/18,19100,19150,18550,18550,▼550,－2.88%,19170,18335,17013,16490,223828,5942603
2004/02/17,19500,19500,19000,19100,▼450,－2.30%,19300,18260,16982,16478,232660,5936423
2004/02/16,19500,20050,19250,19550,▲100,＋0.51%,19130,18103,16936,16460,490910,5930523
2004/02/13,19200,19450,18900,19450,▲250,＋1.30%,18820,17940,16883,16440,214270,5937523
2004/02/12,19350,19450,18900,19200,0.0,0.00%,18500,17773,16836,16417,319680,5937423
2004/02/11,18450,19200,18300,19200,▲950,＋5.21%,18180,17638,16789,16395,582290,5941423
2004/02/10,18000,18250,17800,18250,▲250,＋1.39%,17840,17508,16723,16371,188308,5876563
2004/02/09,18250,18400,18000,18000,▲150,＋0.84%,17790,17415,16675,16353,250390,5876563
2004/02/06,17700,17950,17600,17850,▲250,＋1.42%,17820,17335,16637,16336,201341,5876563
2004/02/05,17450,17950,17400,17600,▲100,＋0.57%,18010,17265,16598,16323,201839,5876563
2004/02/04,18150,18150,17500,17500,▼500,－2.78%,18120,17223,16568,16310,201548,5876563
2004/02/03,18250,18300,17750,18000,▼150,－0.83%,18210,17163,16526,16298,314720,5875463
2004/02/02,18950,18950,18000,18150,▼650,－3.46%,18230,17080,16478,16282,294805,5787933
2004/01/30,18300,19100,18200,18800,▲650,＋3.58%,18240,16968,16426,16267,641993,5789803
2004/01/29,17900,18300,17700,18150,▲200,＋1.11%,18120,16830,16364,16245,284613,5792883
2004/01/28,18000,18800,17800,17950,▼150,－0.83%,17870,16715,16308,16229,514542,5739533
2004/01/27,18300,18400,17900,18100,▼100,－0.55%,17690,16635,16256,16215,317072,5699803
2004/01/26,18400,18400,17950,18200,0.0,0.00%,17260,16538,16198,16199,340440,5698983
2004/01/20,17050,18200,16850,18200,▲1300,＋7.69%,16880,16450,16138,16180,632193,5678203
2004/01/19,17250,17700,16900,16900,▼150,－0.88%,16460,16353,16082,16160,485650,5551053
2004/01/16,16300,17050,16200,17050,▲1100,＋6.90%,16380,16343,16057,16148,549730,5551753
2004/01/15,16300,16300,15900,15950,▼350,－2.15%,16290,16333,16031,16134,128447,5513143
2004/01/14,16150,16400,16100,16300,▲200,＋1.24%,16380,16373,16026,16130,102788,5513143
2004/01/13,16500,16550,16100,16100,▼400,－2.42%,16400,16388,16014,16125,153130,5515573
2004/01/12,16600,16650,16450,16500,▼100,－0.60%,16470,16378,16009,16125,123396,5515573
2004/01/09,16500,16850,16500,16600,▲200,＋1.22%,16520,16355,15991,16124,227510,5515513
2004/01/08,16400,16750,16350,16400,0.0,0.00%,16460,16325,15972,16124,156995,5513953
2004/01/07,16450,16600,16350,16400,▼50,－0.30%,16450,16313,15955,16125,117015,5525623
2004/01/06,16800,16850,16450,16450,▼300,－1.79%,16350,16303,15940,16126,102705,5525503
2004/01/05,16300,16750,16150,16750,▲450,＋2.76%,16270,16305,15914,16129,153632,5525263
2004/01/02,16450,16450,16100,16300,▼50,－0.31%,16090,16290,15881,16132,73850,5523943
2003/12/30,16100,16400,16050,16350,▲450,＋2.83%,16100,16310,15860,16142,118067,5523943
2003/12/29,15600,16050,15550,15900,▼150,－0.93%,16060,16348,15841,16150,60330,5526263
2003/12/26,15950,16100,15850,16050,▲200,＋1.26%,16170,16398,15830,16157,81952,5524413
2003/12/24,16350,16350,15850,15850,▼500,－3.06%,16210,16410,15813,16162,145975,5524413
2003/12/23,16150,16400,16100,16350,▲200,＋1.24%,16380,16443,15795,16167,149418,5525733
2003/12/22,16400,16500,16100,16150,▼300,－1.82%,16480,16425,15773,16166,98620,5526083
2003/12/19,16450,16600,16250,16450,▲200,＋1.23%,16600,16403,15750,16170,142230,5520883
2003/12/18,16700,16750,16100,16250,▼450,－2.69%,16630,16380,15736,16168,233209,5520883
2003/12/17,17100,17150,16700,16700,▼150,－0.89%,16560,16380,15733,16168,158720,5522973
2003/12/16,16450,17050,16400,16850,▲100,＋0.60%,16430,16360,15723,16163,177852,5521533
2003/12/15,16900,16950,16600,16750,▲150,＋0.90%,16260,16353,15708,16161,94706,5508133
2003/12/12,16300,16600,16200,16600,▲700,＋4.40%,16140,16333,15710,16162,109724,5503203
2003/12/11,16000,16400,15900,15900,▼150,－0.93%,16060,16323,15722,16166,168813,5503203
2003/12/10,15900,16100,15850,16050,▲50,＋0.31%,16180,16358,15747,16175,89296,5502493
2003/12/09,16100,16300,15950,16000,▼150,－0.93%,16260,16375,15770,16183,56960,5502553
2003/12/08,16000,16350,15800,16150,▼50,－0.31%,16400,16335,15790,16192,63210,5502553
2003/12/05,16450,16550,16150,16200,▼300,－1.82%,16590,16298,15813,16201,84815,5502553
2003/12/04,16550,16700,16400,16500,▲50,＋0.30%,16730,16273,15834,16208,65965,5502553
2003/12/03,16550,16850,16450,16450,▼250,－1.50%,16690,16223,15851,16214,82647,5502553
2003/12/02,17150,17200,16700,16700,▼400,－2.34%,16700,16190,15872,16225,92470,5500993
2003/12/01,16800,17250,16700,17100,▲200,＋1.18%,16560,16105,15880,16232,146110,5500363
2003/11/28,16300,16900,16300,16900,▲600,＋3.68%,16280,16008,15882,16238,132060,5500663
2003/11/27,16450,16500,16150,16300,▼200,－1.21%,16100,15913,15880,16244,53420,5499073
2003/11/26,16000,16600,16000,16500,▲500,＋3.13%,16090,15853,15886,16253,93573,5498413
2003/11/25,15950,16100,15800,16000,▲300,＋1.91%,16050,15765,15883,16263,79114,5493073
2003/11/24,16200,16200,15550,15700,▼300,－1.88%,16190,15708,15895,16275,85320,5493073
2003/11/21,16100,16400,15950,16000,▼250,－1.54%,16320,15655,15911,16293,77670,5489023
2003/11/20,16300,16600,16200,16250,▼50,－0.31%,16400,15583,15929,16308,96430,5489023
2003/11/19,16050,16500,15800,16300,▼400,－2.40%,16470,15513,15945,16318,174790,5489023
2003/11/18,16500,16750,16200,16700,▲350,＋2.14%,16490,15468,15967,16332,136540,5488523
2003/11/17,16250,16600,16250,16350,▼50,－0.30%,16190,15408,15973,16344,117271,5488523
2003/11/14,16600,17050,16400,16400,▼200,－1.20%,16000,15373,15985,16356,196640,5488523
2003/11/13,16500,16600,16100,16600,▲200,＋1.22%,15860,15333,15998,16364,173401,5489303
2003/11/12,15400,16400,15200,16400,▲1200,＋7.89%,15640,15293,15998,16368,354613,5481113
2003/11/11,15250,15400,15150,15200,▼200,－1.30%,15520,15243,16002,16370,66286,5481113
2003/11/10,15700,15750,15300,15400,▼300,－1.91%,15480,15255,16019,16386,112320,5480613
2003/11/07,15600,15800,15500,15700,▲200,＋1.29%,15430,15255,16030,16400,114458,5481013
2003/11/06,16000,16150,15500,15500,▼300,－1.90%,15290,15245,16035,16408,180573,5480813
2003/11/05,15050,16150,15000,15800,▲800,＋5.33%,15210,15215,16048,16421,310825,5479513
2003/11/04,15150,15300,14950,15000,▼150,－0.99%,15000,15163,16053,16432,112432,5478953
2003/11/03,15100,15200,14850,15150,▲150,＋1.00%,14970,15165,16070,16450,90050,5478953
2003/10/31,15050,15200,15000,15000,▼100,－0.66%,14870,15168,16085,16465,72420,5476753
2003/10/30,14800,15250,14800,15100,▲350,＋2.37%,14780,15180,16108,16471,99561,5472163
2003/10/29,15050,15100,14750,14750,▼100,－0.67%,14730,15175,16127,16477,98720,5471793
2003/10/28,14500,15000,14500,14850,▲200,＋1.37%,14860,15178,16150,16483,144593,5484133
2003/10/27,14400,14650,14400,14650,▲100,＋0.69%,14990,15185,16175,16491,79390,5530023
2003/10/24,14650,14800,14350,14550,▼300,－2.02%,15190,15193,16199,16496,195276,5554683
2003/10/23,15050,15150,14850,14850,▼550,－3.57%,15400,15245,16223,16501,122210,5596603
2003/10/22,15500,15700,15400,15400,▼100,－0.65%,15590,15308,16238,16510,42550,5596603
2003/10/21,15650,15850,15500,15500,▼150,－0.96%,15590,15340,16238,16516,75510,5596423
2003/10/20,15500,15800,15450,15650,▲50,＋0.32%,15580,15365,16237,16523,52719,5595643
2003/10/17,15800,15900,15600,15600,▼200,－1.27%,15530,15425,16233,16533,79510,5595093
2003/10/16,15400,15800,15150,15800,▲400,＋2.60%,15510,15510,16237,16544,111230,5595093
2003/10/15,15550,15600,15300,15400,▼50,－0.32%,15330,15590,16242,16553,82730,5592073
2003/10/14,15400,15850,15400,15450,▲50,＋0.32%,15200,15693,16257,16567,110670,5592073
2003/10/13,15450,15500,15150,15400,▼100,－0.65%,15120,15780,16276,16575,72220,5588763
2003/10/10,15000,15500,14900,15500,▲600,＋4.03%,15080,15885,16294,16582,140110,5588763
2003/10/09,14800,15000,14750,14900,▲150,＋1.02%,15030,15985,16312,16588,156144,5596883
2003/10/08,15250,15250,14750,14750,▼300,－1.99%,15050,16115,16343,16596,58600,5629693
2003/10/07,15000,15150,14800,15050,▼150,－0.99%,15060,16263,16383,16605,98200,5633893
2003/10/06,15200,15400,15050,15200,▼50,－0.33%,15050,16370,16423,16608,63310,5633893
2003/10/02,15200,15350,15050,15250,▲250,＋1.67%,14970,16470,16459,16610,62671,5633893
2003/10/01,14700,15000,14500,15000,▲200,＋1.35%,15040,16548,16483,16607,38560,5633893
2003/09/30,15000,15200,14800,14800,▼200,－1.33%,15260,16630,16512,16606,90060,5633893
2003/09/29,14650,15000,14600,15000,▲200,＋1.35%,15510,16708,16538,16605,86631,5634633
2003/09/26,15350,15500,14800,14800,▼800,－5.13%,15710,16793,16560,16598,172210,5641083
2003/09/25,15700,15750,15450,15600,▼500,－3.11%,16120,16885,16590,16592,111800,5703793
2003/09/24,16050,16200,15900,16100,▲50,＋0.31%,16460,16960,16601,16585,91200,5701873
2003/09/23,15950,16150,15800,16050,▲50,＋0.31%,16720,17015,16602,16569,103760,5693673
2003/09/22,16500,16550,16000,16000,▼850,－5.04%,17000,17093,16604,16556,122336,5693673
2003/09/19,17400,17400,16800,16850,▼450,－2.60%,17240,17148,16614,16543,120660,5693253
2003/09/18,17400,17450,17050,17300,▼100,－0.57%,17370,17158,16614,16525,138140,5684973
2003/09/17,17500,17700,17200,17400,▼50,－0.29%,17410,17150,16610,16504,199301,5708103
2003/09/16,17200,17450,16950,17450,▲250,＋1.45%,17430,17113,16603,16480,107441,5771503
2003/09/15,17550,17750,17200,17200,▼300,－1.71%,17480,17070,16596,16447,112900,5768853
2003/09/09,17500,17600,17200,17500,0.0,0.00%,17480,17023,16593,16415,149385,5770453
2003/09/08,17400,17700,17400,17500,0.0,0.00%,17420,16950,16590,16375,120220,5770033
2003/09/05,17800,17900,17500,17500,▼200,－1.13%,17280,16875,16582,16338,140510,5728583
2003/09/04,17300,17900,17250,17700,▲500,＋2.91%,17110,16815,16578,16298,352980,5686213
2003/09/03,17500,17500,17000,17200,0.0,0.00%,16840,16733,16578,16258,182440,5618983
2003/09/02,17000,17250,16800,17200,▲400,＋2.38%,16740,16675,16584,16220,136306,5596463
2003/09/01,16700,17100,16700,16800,▲150,＋0.90%,16630,16618,16594,16185,120960,5587703
2003/08/29,16450,16750,16300,16650,▲300,＋1.83%,16690,16598,16608,16155,92430,5585993
2003/08/28,16700,16900,16300,16350,▼350,－2.10%,16800,16575,16619,16128,115440,5585403
2003/08/27,16700,16850,16700,16700,▲50,＋0.30%,17050,16565,16642,16099,80440,5584063
2003/08/26,17050,17200,16650,16650,▼450,－2.63%,17130,16548,16656,16073,129261,5582633
2003/08/25,17150,17400,17100,17100,▼100,－0.58%,17210,16520,16675,16050,74960,5620543
2003/08/22,17450,17600,17150,17200,▼400,－2.27%,17220,16465,16687,16023,119802,5620543
2003/08/21,17100,17600,17100,17600,▲500,＋2.92%,17110,16393,16691,15999,207922,5618453
2003/08/20,17150,17650,17000,17100,▲50,＋0.29%,16910,16283,16697,15973,235200,5618453
2003/08/19,17400,17400,17050,17050,▼100,－0.58%,16740,16198,16715,15950,185500,5619693
2003/08/18,16750,17400,16750,17150,▲500,＋3.00%,16540,16118,16727,15931,307346,5595843
2003/08/14,16600,16700,16450,16650,▲50,＋0.30%,16310,16050,16731,15908,135570,5519403
2003/08/13,16500,16650,16350,16600,▲350,＋2.15%,16240,16023,16737,15889,168070,5525023
2003/08/12,16200,16350,16100,16250,▲200,＋1.25%,16130,16008,16739,15870,102060,5511353
2003/08/11,16000,16150,15800,16050,▲50,＋0.31%,16090,16025,16753,15855,70320,5495983
2003/08/08,16400,16400,16000,16000,▼300,－1.84%,16090,16048,16769,15844,88147,5466843
2003/08/07,16050,16300,15950,16300,▲250,＋1.56%,16170,16075,16782,15831,119763,5447133
2003/08/06,16000,16250,15950,16050,0.0,0.00%,16150,16100,16793,15813,90340,5427913
2003/08/05,16000,16150,15950,16050,0.0,0.00%,16170,16153,16811,15797,66310,5408473
2003/08/04,16150,16300,16000,16050,▼350,－2.13%,16230,16225,16831,15780,53580,5386753
2003/08/01,16250,16450,16050,16400,▲200,＋1.23%,16240,16290,16844,15764,85378,5380233
2003/07/31,16050,16300,16000,16200,▲50,＋0.31%,16160,16305,16834,15745,74180,5378563
2003/07/30,16350,16450,16150,16150,▼200,－1.22%,16070,16330,16828,15730,87018,5369723
2003/07/29,16150,16600,15950,16350,▲250,＋1.55%,15920,16343,16817,15715,171791,5369723
2003/07/28,16150,16350,16000,16100,▲100,＋0.63%,15730,16340,16808,15700,109671,5360723
2003/07/25,15600,16200,15450,16000,▲250,＋1.59%,15600,16365,16793,15687,158081,5349873
2003/07/24,15350,15750,15200,15750,▲350,＋2.27%,15560,16378,16778,15672,219503,5317403
2003/07/23,15500,15700,15300,15400,0.0,0.00%,15630,16398,16782,15657,106010,5351393
2003/07/22,15350,15500,15250,15400,▼50,－0.32%,15810,16438,16794,15650,113166,5384543
2003/07/21,15700,15950,15350,15450,▼350,－2.22%,16050,16498,16809,15645,109757,5424963
2003/07/18,15900,16050,15800,15800,▼300,－1.86%,16260,16568,16832,15643,94119,5451703
2003/07/16,16400,16500,16100,16100,▼200,－1.23%,16410,16630,16852,15643,153396,5453723
2003/07/15,16700,16750,16300,16300,▼300,－1.81%,16550,16673,16864,15640,115270,5450373
2003/07/14,16600,16700,16350,16600,▲100,＋0.61%,16710,16710,16878,15636,120361,5450213
2003/07/11,16350,16600,16350,16500,▼50,－0.30%,16890,16733,16875,15625,82330,5444733
2003/07/10,16700,16950,16550,16550,▼250,－1.49%,17060,16773,16870,15617,138881,5442913
2003/07/09,17150,17200,16700,16800,▼300,－1.75%,17090,16795,16863,15609,145440,5430073
2003/07/08,17750,17850,17000,17100,▼400,－2.29%,17070,16818,16849,15594,229113,5438863
2003/07/07,17400,17700,17400,17500,▲150,＋0.86%,16930,16848,16827,15576,338993,5423073
2003/07/04,16800,17450,16650,17350,▲650,＋3.89%,16690,16853,16793,15558,242410,5333473
2003/07/03,16950,16950,16550,16700,0.0,0.00%,16540,16875,16761,15534,172700,5327463
2003/07/02,16550,16750,16500,16700,▲300,＋1.83%,16450,16923,16731,15514,137716,5275653
2003/07/01,16250,16400,16150,16400,▲100,＋0.61%,16340,16953,16700,15495,65193,5275653
2003/06/30,16500,16550,16300,16300,▼300,－1.81%,16300,17018,16672,15477,88629,5268263
2003/06/27,16400,16700,16350,16600,▲350,＋2.15%,16360,17080,16636,15466,175790,5268263
2003/06/26,16050,16300,15950,16250,▲100,＋0.62%,16410,17140,16594,15453,259214,5268463
2003/06/25,16200,16300,16050,16150,▼50,－0.31%,16570,17218,16570,15440,301920,5265763
2003/06/24,16400,16500,16050,16200,▼400,－2.41%,16730,17283,16537,15428,168000,5260443
2003/06/23,16650,16850,16500,16600,▼250,－1.48%,16900,17370,16508,15421,124830,5257693
2003/06/20,16850,17050,16700,16850,▼200,－1.17%,16990,17450,16472,15410,112950,5252893
2003/06/19,16950,17300,16800,17050,▲100,＋0.59%,17080,17495,16437,15398,185277,5248763
2003/06/18,16900,17050,16800,16950,▼100,－0.59%,17070,17513,16398,15390,180040,5249983
2003/06/17,17300,17350,17000,17050,0.0,0.00%,17130,17515,16357,15387,207851,5244863
2003/06/16,17000,17100,16900,17050,▼250,－1.45%,17260,17500,16298,15382,92330,5247743
2003/06/13,17100,17450,16800,17300,▲300,＋1.76%,17370,17503,16238,15375,153400,5253373
2003/06/12,17350,17400,17000,17000,▼250,－1.45%,17470,17488,16159,15362,247530,5260353
2003/06/11,17700,17850,17100,17250,▼450,－2.54%,17600,17475,16093,15353,180380,5263443
2003/06/10,17550,17900,17450,17700,▲100,＋0.57%,17610,17463,16018,15342,125295,5263643
2003/06/09,17800,17900,17550,17600,▼200,－1.12%,17610,17433,15938,15324,64171,5287203
2003/06/05,17850,17950,17600,17800,▲150,＋0.85%,17600,17415,15857,15305,139292,5284903
2003/06/04,17400,17650,17300,17650,▲350,＋2.02%,17600,17368,15775,15285,141680,5285523
2003/06/03,17700,17700,17250,17300,▼400,－2.26%,17630,17275,15703,15265,123888,5286473
2003/06/02,17650,17950,17600,17700,▲150,＋0.85%,17660,17200,15636,15251,149650,5288553
2003/05/30,17800,17800,17500,17550,▼250,－1.40%,17710,17090,15557,15233,82913,5289033
2003/05/29,17550,17950,17550,17800,0.0,0.00%,17840,17003,15489,15220,108640,5288793
2003/05/28,17700,18050,17500,17800,▲350,＋2.01%,17830,16875,15426,15204,193760,5290033
2003/05/27,17950,18000,17250,17450,▼500,－2.79%,17750,16740,15360,15185,221640,5290033
2003/05/26,18100,18400,17900,17950,▼250,－1.37%,17660,16665,15308,15168,173782,5285673
2003/05/23,18150,18350,17700,18200,▲450,＋2.54%,17420,16575,15250,15145,335553,5290313
2003/05/22,17400,18450,17300,17750,▲350,＋2.01%,17200,16480,15186,15119,530844,5272143
2003/05/21,16950,17600,16900,17400,▲400,＋2.35%,17050,16433,15135,15098,243358,5260513
2003/05/20,16400,17200,16400,17000,▲250,＋1.49%,16920,16413,15085,15078,185826,5260573
2003/05/19,16950,16950,16450,16750,▼350,－2.05%,16920,16405,15042,15060,109140,5233143
2003/05/16,17250,17250,16700,17100,▲100,＋0.59%,16990,16423,15000,15045,223850,5221553
2003/05/15,16750,17000,16450,17000,▲250,＋1.49%,17020,16390,14957,15024,140191,5202563
2003/05/14,16950,17050,16550,16750,▼250,－1.47%,16990,16350,14919,15003,122320,5197233
2003/05/13,17250,17300,16800,17000,▼100,－0.58%,16800,16320,14881,14980,186430,5197233
