[일시]롯데정밀화학,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2019/01/30,44300,46150,43900,45900,▲1800,＋4.08%,44570,42358,41874,47603,216921,6591250
2019/01/29,44300,44300,43600,44100,▼500,－1.12%,44020,42085,41808,47726,146179,6637671
2019/01/28,46050,46050,44600,44600,▼1150,－2.51%,43700,41933,41758,47871,127304,6704389
2019/01/25,43200,46950,42800,45750,▲3250,＋7.65%,43390,41748,41694,48012,423400,6752095
2019/01/24,42900,43400,41650,42500,▼650,－1.51%,42580,41528,41592,48131,205388,6720427
2019/01/23,42500,43300,42000,43150,▲650,＋1.53%,42360,41480,41535,48278,74972,6816025
2019/01/22,42950,43250,42500,42500,▼550,－1.28%,42150,41360,41519,48438,55156,6841324
2019/01/21,42200,43350,41750,43050,▲1350,＋3.24%,42150,41295,41558,48580,100955,6864205
2019/01/18,41800,42300,41700,41700,▲300,＋0.72%,42050,41230,41608,48715,92858,6865488
2019/01/17,42000,42500,41400,41400,▼700,－1.66%,42160,41243,41669,48856,95290,6879526
2019/01/16,42600,42850,41750,42100,▼400,－0.94%,42140,41238,41780,49017,95904,6896035
2019/01/15,42900,43300,42200,42500,▼50,－0.12%,41980,41233,41829,49155,99048,6903594
2019/01/14,42500,43050,42000,42550,▲300,＋0.71%,41570,41153,41867,49284,113797,6901280
2019/01/11,41600,42850,41300,42250,▲950,＋2.30%,41300,41073,41935,49407,135931,6896352
2019/01/10,41100,41650,40900,41300,0.0,0.00%,40820,40980,42008,49532,59573,6864441
2019/01/09,40300,41650,40300,41300,▲850,＋2.10%,40360,40930,42098,49673,100741,6856217
2019/01/08,41250,41600,40450,40450,▼750,－1.82%,40190,40948,42198,49805,43179,6821258
2019/01/07,40200,41550,39900,41200,▲1350,＋3.39%,40310,41033,42295,49956,70157,6821786
2019/01/04,38700,40100,38350,39850,▲850,＋2.18%,40250,41093,42396,50097,109661,6784853
2019/01/03,40650,40650,39000,39000,▼1450,－3.58%,40550,41248,42548,50244,110532,6779236
2019/01/02,40850,41150,40250,40450,▼600,－1.46%,41060,41485,42713,50415,49007,6790139
2018/12/28,40800,41350,40800,41050,▲150,＋0.37%,41120,41575,42875,50558,45263,6792128
2018/12/27,41350,41350,40600,40900,▼450,－1.09%,41150,41623,43034,50702,76718,6781099
2018/12/26,41250,41950,40750,41350,▼200,－0.48%,41320,41695,43193,50868,116147,6800792
2018/12/24,40900,42050,40800,41550,▲800,＋1.96%,41440,41655,43368,51044,86211,6821437
2018/12/21,41100,41400,40750,40750,▼450,－1.09%,41390,41668,43534,51240,122892,6817951
2018/12/20,41700,41700,40500,41200,▼550,－1.32%,41640,41710,43708,51444,115736,6826518
2018/12/19,42150,42300,41600,41750,▼200,－0.48%,41580,41793,43875,51646,85748,6834751
2018/12/18,40950,42500,40450,41950,▲650,＋1.57%,41420,41798,44034,51850,250591,6871601
2018/12/17,42200,42450,41100,41300,▼700,－1.67%,41110,41805,44170,52057,85194,6958068
2018/12/14,40900,42300,40900,42000,▲1100,＋2.69%,40910,41840,44338,52281,145541,6963864
2018/12/13,41000,41500,40800,40900,▼50,－0.12%,40840,41838,44565,52502,138091,6958982
2018/12/12,40700,41450,40350,40950,▲550,＋1.36%,41090,41878,44812,52726,96798,6974474
2018/12/11,40750,40750,39650,40400,▲100,＋0.25%,41380,41948,45054,52970,91070,6974698
2018/12/10,41350,41350,40200,40300,▼1350,－3.24%,41890,42015,45303,53220,110836,6977847
2018/12/07,42400,42600,41200,41650,▼500,－1.19%,42580,42060,45543,53472,78271,7021214
2018/12/06,42400,43200,41850,42150,▼250,－0.59%,42700,42053,45805,53726,112813,7043169
2018/12/05,41900,42900,41500,42400,▼550,－1.28%,42670,42065,46053,53977,81750,7064302
2018/12/04,43500,43500,42650,42950,▼800,－1.83%,42660,41955,46308,54221,109249,7043647
2018/12/03,42800,43750,42400,43750,▲1500,＋3.55%,42180,41910,46560,54455,166938,7073507
2018/11/30,42000,42700,42000,42250,▲250,＋0.60%,41790,41780,46829,54679,78166,7066746
2018/11/29,42950,43400,41750,42000,▼350,－0.83%,41660,41765,47138,54905,133439,7072212
2018/11/28,40900,42650,40850,42350,▲1800,＋4.44%,41830,41720,47448,55121,211149,7063042
2018/11/27,42100,42200,40100,40550,▼1250,－2.99%,41730,41640,47753,55335,244301,7025125
2018/11/26,41600,42150,41450,41800,▲200,＋0.48%,42040,41593,48090,55568,104728,7095989
2018/11/23,42900,42900,41450,41600,▼1250,－2.92%,42080,41458,48407,55760,118289,7127615
2018/11/22,42200,43800,42100,42850,▲1000,＋2.39%,42150,41488,48728,55955,161358,7165270
2018/11/21,41800,42150,41100,41850,▼250,－0.59%,41920,41585,49028,56150,82580,7176626
2018/11/20,41650,42550,41350,42100,▲100,＋0.24%,42020,41798,49337,56353,75554,7208284
2018/11/19,41700,42150,41050,42000,▲50,＋0.12%,41950,41960,49663,56548,85369,7223727
2018/11/16,42000,42450,41700,41950,▲250,＋0.60%,41790,42263,49998,56748,62889,7225641
2018/11/15,42050,42350,41350,41700,▼650,－1.53%,41700,42418,50314,56956,99874,7245333
2018/11/14,41800,43050,41800,42350,▲600,＋1.44%,41840,42570,50643,57147,101916,7282744
2018/11/13,40600,41750,40200,41750,▲550,＋1.33%,41410,42785,50968,57321,80179,7307486
2018/11/12,41000,42000,40900,41200,▼300,－0.72%,41470,43028,51296,57499,62332,7298292
2018/11/09,42850,42850,41200,41500,▼900,－2.12%,41460,43303,51641,57684,117000,7294903
2018/11/08,41050,43200,41000,42400,▲2200,＋5.47%,41550,43593,51996,57876,177710,7305519
2018/11/07,42300,42500,39800,40200,▼1850,－4.40%,41290,43788,52314,58057,221430,7226615
2018/11/06,41750,43000,41600,42050,▲900,＋2.19%,41400,44140,52656,58245,118617,7192132
2018/11/05,41650,41900,40550,41150,▼800,－1.91%,40910,44485,52985,58431,143428,7182829
2018/11/02,41500,42350,41200,41950,▲850,＋2.07%,40500,44873,53333,58616,127419,7169314
2018/11/01,40600,42400,40600,41100,▲350,＋0.86%,40550,45285,53643,58831,85142,7193621
2018/10/31,39700,41050,39500,40750,▲1150,＋2.90%,41290,45760,53983,59062,90459,7210523
2018/10/30,37700,40000,37700,39600,▲500,＋1.28%,42360,46243,54329,59300,165231,7201681
2018/10/29,41150,41700,38850,39100,▼3100,－7.35%,43510,46858,54671,59542,237350,7178726
2018/10/26,44800,45050,40900,42200,▼2600,－5.80%,45300,47478,55021,59785,271714,7198595
2018/10/25,44700,45250,42600,44800,▼1300,－2.82%,45870,47928,55358,60000,132833,7187901
2018/10/24,46300,46700,45350,46100,▲750,＋1.65%,45860,48248,55603,60191,100859,7176144
2018/10/23,47550,47550,45050,45350,▼2700,－5.62%,45970,48508,55823,60387,105266,7174973
2018/10/22,44450,48300,44200,48050,▲3000,＋6.66%,46220,48745,56043,60581,133621,7189618
2018/10/19,44450,45250,43600,45050,▲300,＋0.67%,45950,48913,56254,60764,85731,7203680
2018/10/18,46450,46800,44550,44750,▼1900,－4.07%,46400,49440,56482,60971,127523,7156096
2018/10/17,47000,47250,46400,46650,▲50,＋0.11%,46710,49988,56701,61181,51835,7142081
2018/10/16,46400,46950,46200,46600,▼100,－0.21%,46830,50430,56878,61369,47213,7138179
2018/10/15,46750,47250,45900,46700,▼600,－1.27%,47300,50865,57057,61533,49002,7126115
2018/10/12,46300,47750,46300,47300,▲1000,＋2.16%,47740,51265,57248,61707,89820,7111282
2018/10/11,45500,47750,45350,46300,▼950,－2.01%,48320,51770,57413,61895,130654,7084352
2018/10/10,48750,48850,46300,47250,▼1700,－3.47%,49180,52305,57617,62084,156660,7041573
2018/10/08,49500,50800,48500,48950,▲50,＋0.10%,49810,52828,57798,62265,122954,7018313
2018/10/05,50600,50600,48100,48900,▼1300,－2.59%,50400,53285,57940,62433,131845,6997068
2018/10/04,50800,51200,49900,50200,▼400,－0.79%,50920,53835,58117,62604,100942,6950016
2018/10/02,50300,51800,50300,50600,▲200,＋0.40%,51120,54365,58242,62776,86117,6916520
2018/10/01,51600,52000,50100,50400,▼1500,－2.89%,51240,54865,58370,62933,83401,6885198
2018/09/28,51700,52400,50900,51900,▲400,＋0.78%,51420,55375,58543,63104,100983,6879721
2018/09/27,50900,51700,50700,51500,▲300,＋0.59%,51060,55820,58720,63271,144149,6887736
2018/09/21,51700,51700,50400,51200,0.0,0.00%,51040,56285,58945,63431,96607,6808060
2018/09/20,50900,51500,50100,51200,▼100,－0.19%,51920,56770,59180,63596,127906,6786454
2018/09/19,50600,51600,49950,51300,▲1200,＋2.40%,52820,57250,59417,63760,165038,6766467
2018/09/18,51300,51400,49400,50100,▼1300,－2.53%,53660,57705,59667,63939,234674,6729425
2018/09/17,55300,55400,50700,51400,▼4200,－7.55%,54700,58285,59943,64113,278646,6676634
2018/09/14,55700,56300,55400,55600,▼100,－0.18%,55360,58820,60223,64273,81136,6661313
2018/09/13,55600,56100,55000,55700,▲200,＋0.36%,55720,59085,60438,64413,72863,6647039
2018/09/12,55400,56300,54600,55500,▲200,＋0.36%,55980,59370,60640,64550,103217,6641545
2018/09/11,55200,55800,54700,55300,▲600,＋1.10%,56420,59690,60887,64692,111979,6622019
2018/09/10,56800,57400,54400,54700,▼2700,－4.70%,56980,59995,61137,64850,176406,6580130
2018/09/07,57500,57500,56100,57400,▲400,＋0.70%,58020,60355,61402,65008,54901,6574287
2018/09/06,57400,57900,56500,57000,▼700,－1.21%,58700,60625,61647,65137,99197,6573973
2018/09/05,58100,58500,57600,57700,▼400,－0.69%,59420,60850,61902,65288,73287,6554051
2018/09/04,59800,59800,57400,58100,▼1800,－3.01%,60000,61000,62135,65427,154056,6540085
2018/09/03,60700,60700,59700,59900,▼900,－1.48%,60540,61185,62350,65568,65004,6527121
2018/08/31,60600,60800,59900,60800,▲200,＋0.33%,60720,61290,62528,65701,51000,6515377
2018/08/30,60800,61000,60100,60600,0.0,0.00%,60740,61280,62672,65809,48735,6498888
2018/08/29,61000,61200,60300,60600,▼200,－0.33%,60780,61325,62793,65882,43291,6486370
2018/08/28,61200,61800,60600,60800,0.0,0.00%,60740,61370,62917,65971,50834,6485024
2018/08/27,60600,61100,60300,60800,▼100,－0.16%,60920,61335,63047,66019,44212,6469900
2018/08/24,60500,61100,60300,60900,▲100,＋0.16%,61180,61300,63113,66088,44833,6458902
2018/08/23,60900,61400,59800,60800,▲400,＋0.66%,61180,61375,63182,66168,60530,6435169
2018/08/22,62200,62600,60000,60400,▼1300,－2.11%,61300,61310,63273,66263,103648,6408917
2018/08/21,61800,62100,61000,61700,▼400,－0.64%,61600,61255,63370,66369,60170,6368332
2018/08/20,61400,62100,61100,62100,▲1200,＋1.97%,61540,61100,63432,66463,43621,6345049
2018/08/17,61100,61600,60500,60900,▼500,－0.81%,61500,61030,63497,66524,54743,6339663
2018/08/16,61900,61900,60300,61400,▼500,－0.81%,61880,60920,63598,66600,36704,6320718
2018/08/14,60700,62000,60200,61900,▲500,＋0.81%,61900,60745,63652,66667,53858,6318082
2018/08/13,61600,62400,60900,61400,▼500,－0.81%,61660,60515,63673,66754,52247,6312767
2018/08/10,62800,63200,61200,61900,▼900,－1.43%,61740,60310,63702,66837,62123,6317265
2018/08/09,62200,62800,61000,62800,▲1300,＋2.11%,61760,60125,63727,66898,72220,6316832
2018/08/08,60400,63400,60400,61500,▲800,＋1.32%,61320,59845,63757,66971,104487,6196930
2018/08/07,61400,61900,60100,60700,▼1100,－1.78%,61320,59695,63800,67056,55189,6176243
2018/08/06,61700,63000,61400,61800,▼200,－0.32%,61480,59565,63835,67144,74695,6174591
2018/08/03,60300,62100,60300,62000,▲1400,＋2.31%,61140,59350,63877,67229,62342,6169447
2018/08/02,61700,62400,60100,60600,▼900,－1.46%,60760,59225,63900,67325,78273,6144301
2018/08/01,62000,63500,60800,61500,0.0,0.00%,61120,59080,64018,67436,123159,6129603
2018/07/31,60500,61500,59700,61500,▲1400,＋2.33%,60720,58920,64140,67554,79718,6104872
2018/07/30,60400,60500,59500,60100,0.0,0.00%,60280,58885,64272,67666,57977,6067203
2018/07/27,61900,61900,59600,60100,▼2300,－3.69%,59980,59005,64413,67805,148277,6064142
2018/07/26,59800,62500,59300,62400,▲2900,＋4.87%,60100,59250,64550,67938,172523,6064583
2018/07/25,59300,60500,58800,59500,▲200,＋0.34%,59360,59395,64642,68024,110279,6077578
2018/07/24,59600,59600,56700,59300,▲700,＋1.19%,59040,59690,64780,68132,83939,6060564
2018/07/23,60900,60900,58500,58600,▼2100,－3.46%,58640,60040,64952,68221,135487,6069387
2018/07/20,58700,60700,58100,60700,▲2000,＋3.41%,58380,60445,65118,68307,133631,6083307
2018/07/19,58200,60300,58200,58700,▲800,＋1.38%,57880,60820,65273,68368,139385,6084371
2018/07/18,58700,58700,57600,57900,▲600,＋1.05%,57580,61310,65460,68441,59367,6106485
2018/07/17,57900,58100,56800,57300,0.0,0.00%,57700,61805,65662,68518,57243,6116958
2018/07/16,57800,58300,56800,57300,▼900,－1.55%,57860,62455,65860,68598,94893,6117062
2018/07/13,57200,58300,57200,58200,▲1000,＋1.75%,57900,63105,66008,68683,85481,6115084
2018/07/12,59000,59000,57000,57200,▼1300,－2.22%,58160,63725,66165,68758,114026,6115119
2018/07/11,59000,59700,58200,58500,▲400,＋0.69%,58260,64470,66377,68848,159861,6121809
2018/07/10,58200,59100,57700,58100,▲600,＋1.04%,58220,65160,66552,68936,88959,6137152
2018/07/09,59700,59700,56900,57500,▼2000,－3.36%,58760,65840,66732,69002,140015,6132184
2018/07/06,57900,59900,57700,59500,▲1800,＋3.12%,59760,66515,66925,69079,103657,6092252
2018/07/05,58500,59000,56500,57700,▼600,－1.03%,60860,67070,67092,69154,84724,6096440
2018/07/04,60200,60200,57100,58300,▼2500,－4.11%,62380,67655,67310,69271,286608,6077047
2018/07/03,62700,62700,59700,60800,▼1700,－2.72%,63800,68135,67495,69360,160755,5969245
2018/07/02,64700,64700,62500,62500,▼2500,－3.85%,64900,68495,67665,69389,71386,5916993
2018/06/29,65900,66000,63300,65000,▼300,－0.46%,65740,68800,67822,69409,50166,5898315
2018/06/28,64300,66000,64300,65300,▼100,－0.15%,66380,68790,67917,69422,53920,5907131
2018/06/27,65500,66700,65000,65400,▼900,－1.36%,67020,68775,68012,69418,79455,5915886
2018/06/26,65800,66900,65100,66300,▼400,－0.60%,67500,68820,68103,69397,94123,5892685
2018/06/25,67200,67200,65000,66700,▼1500,－2.20%,68300,68815,68212,69377,142806,5876100
2018/06/22,67900,69100,66500,68200,▼300,－0.44%,69020,68750,68282,69335,68291,5858997
2018/06/21,67100,70500,67100,68500,▲700,＋1.03%,69500,68640,68323,69280,84797,5858596
2018/06/20,70600,71700,67200,67800,▼2500,－3.56%,70220,68565,68388,69239,128460,5855445
2018/06/19,70100,72000,70000,70300,0.0,0.00%,71120,68405,68460,69197,108676,5837204
2018/06/18,71400,72800,69700,70300,▼300,－0.42%,71400,68050,68497,69136,82918,5820599
2018/06/15,72100,72100,70600,70600,▼1500,－2.08%,71540,67690,68563,69080,111395,5806402
2018/06/14,71900,72100,70500,72100,▼200,－0.28%,71540,67330,68615,68994,129296,5796177
2018/06/12,71400,73300,71300,72300,▲600,＋0.84%,71000,66955,68627,68893,89370,5774636
2018/06/11,71300,72000,70600,71700,▲700,＋0.99%,70120,66545,68675,68821,64065,5768114
2018/06/08,70900,71100,69800,71000,▲400,＋0.57%,69380,66100,68718,68763,83508,5759303
2018/06/07,69200,71300,69200,70600,▲1200,＋1.73%,68900,65765,68787,68677,100982,5733041
2018/06/05,67900,70000,67900,69400,▲1500,＋2.21%,67740,65405,68873,68591,94684,5710919
2018/06/04,67500,68700,67100,67900,▼100,－0.15%,66860,65320,68947,68509,44567,5713525
2018/06/01,68000,68800,67000,68000,▼600,－0.87%,66540,65365,68970,68438,58359,5715321
2018/05/31,64800,69800,64800,68600,▲3800,＋5.86%,66180,65435,69025,68364,242713,5730498
2018/05/30,64600,66300,64300,64800,▼200,－0.31%,65540,65435,68992,68285,64074,5654647
2018/05/29,66300,66300,64800,65000,▼1300,－1.96%,65780,65610,69062,68243,52524,5648662
2018/05/28,66200,66800,65500,66300,▲100,＋0.15%,66180,65755,69155,68198,57930,5645387
2018/05/25,66000,66300,65200,66200,▲800,＋1.22%,65840,65830,69252,68157,52096,5668717
2018/05/24,65400,65900,64500,65400,▼600,－0.91%,65240,66000,69368,68120,48856,5665574
2018/05/23,67000,67100,64900,66000,▼1000,－1.49%,64780,66160,69495,68083,102353,5659070
2018/05/21,64900,67200,64900,67000,▲2400,＋3.72%,64260,66360,69552,68033,128597,5675672
2018/05/18,64500,65500,64100,64600,▲1400,＋2.22%,63780,66505,69602,67969,71133,5686362
2018/05/17,63100,63800,62600,63200,▲100,＋0.16%,63680,66775,69682,67923,44214,5696402
2018/05/16,63100,63900,62700,63100,▼300,－0.47%,63600,67075,69835,67804,56923,5695157
2018/05/15,63900,64900,62900,63400,▼1200,－1.86%,63840,67230,69972,67677,64332,5676248
2018/05/14,64000,65500,63000,64600,▲500,＋0.78%,63840,67440,70068,67550,62080,5677768
2018/05/11,63600,64300,63000,64100,▲1300,＋2.07%,64460,67705,70185,67399,77402,5678759
2018/05/10,63800,64300,62400,62800,▼1500,－2.33%,65400,67950,70312,67254,147150,5667526
2018/05/09,63700,65000,62400,64300,▲900,＋1.42%,66720,68255,70453,67108,77555,5627419
2018/05/08,67800,68100,63100,63400,▼4300,－6.35%,67580,68495,70582,66956,207485,5603960
2018/05/04,68300,69200,67600,67700,▼1100,－1.60%,68560,68800,70750,66807,74086,5603962
2018/05/03,69000,69900,68400,68800,▼600,－0.86%,68600,68955,70853,66625,87098,5591039
2018/05/02,68600,69400,67900,69400,▲800,＋1.17%,68400,68985,70968,66429,85145,5586692
2018/04/30,68800,68900,67700,68600,▲300,＋0.44%,68440,69065,71060,66227,70745,5559221
2018/04/27,67600,68800,67600,68300,▲400,＋0.59%,68440,69230,71197,66033,74055,5531935
2018/04/26,67800,68400,67100,67900,▲100,＋0.15%,68780,69350,71325,65842,106447,5507548
2018/04/25,68700,69200,66900,67800,▼1800,－2.59%,69180,69505,71407,65651,140400,5591571
2018/04/24,68600,71000,68500,69600,▲1000,＋1.46%,69620,69660,71483,65421,215400,5577885
2018/04/23,71300,71500,68400,68600,▼1400,－2.00%,69540,69820,71490,65185,184352,5492232
2018/04/20,69200,71000,68300,70000,▲100,＋0.14%,69060,69935,71495,64967,211667,5506569
2018/04/19,70500,70500,69000,69900,▼100,－0.14%,68580,69970,71463,64736,82585,5557722
2018/04/18,70500,71400,69300,70000,▲800,＋1.16%,68580,70095,71422,64504,135077,5553151
2018/04/17,66800,69500,66600,69200,▲3000,＋4.53%,68380,70200,71375,64265,97833,5549016
2018/04/16,67600,68000,66100,66200,▼1400,－2.07%,68320,70365,71335,64026,96042,5552434
2018/04/13,69400,69800,66600,67600,▼2300,－3.29%,68900,70770,71357,63818,172054,5548989
2018/04/12,69900,71600,69600,69900,▲900,＋1.30%,69280,71075,71352,63608,106967,5600005
2018/04/11,68600,69500,68600,69000,▲100,＋0.15%,69460,71220,71320,63375,49109,5592830
2018/04/10,68800,69700,68200,68900,▼200,－0.29%,69540,71530,71320,63142,66417,5578403
2018/04/09,69000,69800,68400,69100,▼400,－0.58%,69960,71800,71272,62914,75272,5554249
2018/04/06,70700,70700,69000,69500,▼1300,－1.84%,70520,72100,71233,62687,72896,5548798
2018/04/05,70300,71700,70100,70800,▲1400,＋2.02%,70760,72415,71217,62456,103944,5565676
2018/04/04,70600,70800,69100,69400,▼1600,－2.25%,70800,72565,71232,62211,117530,5572167
2018/04/03,71500,72500,70400,71000,▼900,－1.25%,71100,72560,71225,61970,64933,5581727
2018/04/02,70700,74300,70700,71900,▲1200,＋1.70%,71460,72575,71113,61723,101794,5589696
2018/03/30,71600,71700,69700,70700,▼300,－0.42%,71260,72310,70997,61461,72645,5573156
2018/03/29,71000,72000,69900,71000,▲100,＋0.14%,71260,72225,70927,61205,72222,5570065
2018/03/28,72400,72400,70500,70900,▼1900,－2.61%,71540,72205,70825,60951,69524,5585467
2018/03/27,72200,73800,71400,72800,▲1900,＋2.68%,71780,72265,70690,60688,72454,5605742
2018/03/26,69100,72300,69000,70900,▲200,＋0.28%,71720,72285,70542,60418,66559,5603866
2018/03/23,70000,71700,70000,70700,▼1700,－2.35%,72400,72390,70388,60168,71206,5605701
2018/03/22,72500,73300,72100,72400,▲300,＋0.42%,73000,72325,70237,59925,70702,5605930
2018/03/21,72000,72700,71300,72100,▼400,－0.55%,73080,72205,70090,59667,61039,5612473
2018/03/20,73400,74200,72100,72500,▼1800,－2.42%,73700,72070,69933,59402,100243,5628823
2018/03/19,74000,74900,73700,74300,▲600,＋0.81%,74060,72065,69775,59148,81378,5655944
2018/03/16,73000,74500,72200,73700,▲900,＋1.24%,74220,71915,69597,58879,152410,5660563
2018/03/15,75600,75600,71800,72800,▼2400,－3.19%,74640,71690,69373,58612,140705,5661408
2018/03/14,74500,76300,74500,75200,▲900,＋1.21%,74840,71630,69160,58352,82313,5703615
2018/03/13,74100,75100,73700,74300,▼800,－1.07%,73660,71455,68967,58078,90201,5709475
2018/03/12,76500,77200,74800,75100,▼700,－0.92%,73060,71305,68807,57808,88986,5714530
2018/03/09,75600,78300,75000,75800,▲2000,＋2.71%,71360,71150,68567,57539,239990,5719476
2018/03/08,70000,73800,69500,73800,▲4500,＋6.49%,70000,71035,68308,57264,178257,5703099
2018/03/07,70100,71500,69300,69300,▼2000,－2.81%,69360,71040,68072,57010,97550,5661951
2018/03/06,67800,71900,67400,71300,▲4700,＋7.06%,69920,71360,67907,56794,158529,5661535
2018/03/05,68900,69000,65800,66600,▼2400,－3.48%,70300,71540,67703,56558,145222,5647249
2018/03/02,69500,70000,68300,69000,▼1600,－2.27%,71580,72050,67578,56366,113655,5622423
2018/02/28,71600,71900,69400,70600,▼1500,－2.08%,71660,72400,67423,56156,98686,5612334
2018/02/27,73900,74600,71400,72100,▼1100,－1.50%,71540,72510,67240,55931,129344,5604479
2018/02/26,73900,75800,72300,73200,▲200,＋0.27%,71000,72525,67062,55700,133691,5586914
2018/02/23,70200,73400,69700,73000,▲3600,＋5.19%,70840,72365,66872,55455,129300,5569976
2018/02/22,69300,70600,68900,69400,▼600,－0.86%,70500,72160,66672,55211,52235,5533610
2018/02/21,70000,70700,69700,70000,▲600,＋0.86%,70460,72095,66513,54997,63769,5522315
2018/02/20,72400,72400,69400,69400,▼3000,－4.14%,70780,71965,66337,54786,88813,5505448
2018/02/19,71900,73300,71400,72400,▲1100,＋1.54%,71240,71855,66163,54575,56920,5522169
2018/02/14,67500,71400,67200,71300,▲2100,＋3.03%,71020,71575,65773,54339,98667,5527869
2018/02/13,71100,72500,69200,69200,▼2400,－3.35%,71160,71385,65382,54112,116929,5496362
2018/02/12,72000,72200,70100,71600,▼100,－0.14%,72020,71290,65033,53897,80371,5495507
2018/02/09,68000,72500,67900,71700,▲400,＋0.56%,72480,71110,64613,53663,100864,5499317
2018/02/08,72000,72900,70900,71300,▼700,－0.97%,73280,70975,64196,53424,135686,5486979
2018/02/07,74000,74500,71600,72000,▼1500,－2.04%,74000,70710,63763,53192,119795,5473759
2018/02/06,70700,74200,70000,73500,▼400,－0.54%,74960,70450,63331,52960,145931,5461656
2018/02/05,74100,75300,73800,73900,▼1800,－2.38%,75460,70200,62864,52714,107127,5474160
2018/02/02,74300,76100,74200,75700,▲800,＋1.07%,75240,70090,62396,52469,134807,5499987
2018/02/01,76500,77000,74200,74900,▼1900,－2.47%,74580,69755,61890,52209,165881,5549097
2018/01/31,75400,78000,74600,76800,▲800,＋1.05%,73600,69225,61393,51955,238831,5596842
2018/01/30,72700,76800,72400,76000,▲3200,＋4.40%,72020,68630,60869,51690,365927,5604947
2018/01/29,73200,73600,71100,72800,▲400,＋0.55%,70440,68155,60358,51431,123716,5572284
2018/01/26,70300,72400,69500,72400,▲2400,＋3.43%,69360,67760,59895,51185,208451,5567515
2018/01/25,68900,70900,68800,70000,▲1100,＋1.60%,68320,67280,59359,50929,215199,5613404
2018/01/24,68400,69700,67900,68900,▲800,＋1.17%,67680,66975,58880,50705,130987,5618294
2018/01/23,67400,69400,67400,68100,▲700,＋1.04%,67400,66615,58438,50484,92525,5630976
2018/01/22,66600,69000,66600,67400,▲200,＋0.30%,67240,66290,58008,50265,81387,5612137
2018/01/19,66300,68000,66300,67200,▲400,＋0.60%,67360,66100,57587,50054,65384,5624666
2018/01/18,67300,67600,66400,66800,▼700,－1.04%,67720,65875,57155,49845,70734,5608865
2018/01/17,66600,68000,66600,67500,▲200,＋0.30%,67560,65685,56718,49645,68466,5606056
2018/01/16,68800,68800,66500,67300,▼700,－1.03%,67420,65490,56279,49437,81900,5608798
2018/01/15,69000,69000,66700,68000,▼1000,－1.45%,67660,65140,55863,49234,79377,5606237
2018/01/12,66300,69000,66000,69000,▲3000,＋4.55%,68400,64740,55429,49024,155773,5620700
2018/01/11,67300,67800,65300,66000,▼800,－1.20%,68400,64470,54963,48807,128281,5598490
2018/01/10,68600,68800,65900,66800,▼1700,－2.48%,68060,64405,54557,48592,169629,5579037
2018/01/09,72100,72500,67900,68500,▼3200,－4.46%,67680,64100,54140,48373,201892,5546885
2018/01/08,69500,71900,68000,71700,▲2700,＋3.91%,67280,63690,53696,48140,233364,5541895
2018/01/05,65000,69300,64700,69000,▲4700,＋7.31%,65920,63085,53191,47873,290424,5530721
2018/01/04,65400,66500,64300,64300,▼600,－0.92%,64680,62605,52716,47631,83159,5452254
2018/01/03,65400,66900,64600,64900,▼1600,－2.41%,64600,62345,52333,47425,92374,5469028
2018/01/02,64500,67300,64500,66500,▲1600,＋2.47%,63960,62055,51925,47216,135598,5457088
2017/12/28,62300,65000,62100,64900,▲2100,＋3.34%,62980,61715,51484,46997,128897,5490904
2017/12/27,63100,63400,61600,62800,▼1100,－1.72%,62720,61450,51077,46789,133082,5515177
2017/12/26,62000,64500,61200,63900,▲2200,＋3.57%,62700,61380,50686,46593,136079,5546140
2017/12/22,61700,62100,60900,61700,▲100,＋0.16%,62520,61275,50293,46393,59611,5560703
2017/12/21,62900,63600,60000,61600,▼2000,－3.14%,62900,61240,49948,46213,122292,5550170
2017/12/20,62700,63900,62500,63600,▲900,＋1.44%,62640,61155,49613,46031,122489,5556468
2017/12/19,63200,63800,62000,62700,▼300,－0.48%,61920,60945,49244,45825,123444,5605543
2017/12/18,63600,63800,61700,63000,▼600,－0.94%,62100,60760,48870,45633,138948,5619196
2017/12/15,61200,63600,61100,63600,▲3300,＋5.47%,62440,60060,48521,45447,180355,5633094
2017/12/14,60100,62700,60000,60300,▲300,＋0.50%,61860,59270,48161,45252,296535,5613822
2017/12/13,63200,63300,58600,60000,▼3600,－5.66%,61860,58668,47851,45085,509990,5454818
2017/12/12,64500,64500,62400,63600,▼1100,－1.70%,61780,57990,47543,44925,145919,5609714
2017/12/11,61400,65000,60300,64700,▲4000,＋6.59%,60940,57143,47190,44733,343351,5665748
2017/12/08,60300,62700,59500,60700,▲400,＋0.66%,59820,56173,46808,44524,220630,5645539
2017/12/07,59600,61000,58500,60300,▲700,＋1.17%,59500,55443,46512,44356,171867,5694294
2017/12/06,59700,60200,58700,59600,▲200,＋0.34%,59380,54703,46219,44196,132520,5757379
2017/12/05,60700,61900,59400,59400,▲300,＋0.51%,59380,54013,45948,44031,238562,5787328
2017/12/04,59000,61800,58300,59100,0.0,0.00%,59780,53310,45681,43873,177124,5837073
2017/12/01,58800,59600,56900,59100,▼600,－1.01%,60320,52610,45413,43719,180534,5846912
2017/11/30,60200,60200,58200,59700,▲100,＋0.17%,60700,51923,45153,43563,178079,5840499
