[일시]동일방직,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1994/04/19,26361,26996,26107,26170,▲127,＋0.49%,25510,25297,22679,22700,47150,N/A
1994/04/18,25599,26488,25345,26043,▲572,＋2.24%,25319,25148,22589,22733,30840,N/A
1994/04/16,26043,26170,25408,25472,▲127,＋0.50%,25078,25033,22487,22758,21410,N/A
1994/04/15,24773,25345,24773,25345,▲826,＋3.37%,25103,24989,22381,22780,15470,N/A
1994/04/14,25218,25218,24519,24519,▼699,－2.77%,25065,24976,22291,22794,6910,N/A
1994/04/13,24455,25408,24455,25218,▲381,＋1.53%,25192,25049,22229,22807,16810,N/A
1994/04/12,25599,25599,24836,24836,▼762,－2.98%,25179,25052,22169,22807,3780,N/A
1994/04/11,24836,25980,24836,25599,▲445,＋1.77%,25446,25125,22101,22815,28780,N/A
1994/04/09,24455,25408,24455,25154,0.0,0.00%,25446,25211,22007,22818,7860,N/A
1994/04/08,25218,25916,25154,25154,0.0,0.00%,25370,25278,21923,22832,10740,N/A
1994/04/07,25408,26679,25154,25154,▼1016,－3.88%,25357,25294,21826,22841,13910,N/A
1994/04/06,26043,26615,26043,26170,▲572,＋2.23%,25497,25268,21718,22845,28020,N/A
1994/04/04,24900,25599,24900,25599,▲826,＋3.33%,25319,25151,21582,22832,3950,N/A
1994/04/02,25027,25154,24455,24773,▼318,－1.27%,25332,25021,21467,22833,4270,N/A
1994/04/01,24836,25980,24836,25091,▼762,－2.95%,25345,24890,21379,22838,7120,N/A
1994/03/31,25091,26043,25091,25853,▲572,＋2.26%,25129,24703,21276,22843,15070,N/A
1994/03/30,25345,25599,24900,25281,▼381,－1.49%,24595,24436,21172,22836,11180,N/A
1994/03/29,25599,25662,25281,25662,▲826,＋3.32%,24290,24157,21092,22825,28150,N/A
1994/03/28,24328,24836,24328,24836,▲826,＋3.44%,24074,23855,21019,22805,16920,N/A
1994/03/26,24011,24011,23820,24011,▲826,＋3.56%,24125,23582,20965,22785,6330,N/A
1994/03/25,23121,24074,22994,23185,▼572,－2.41%,24519,23337,20911,22765,16610,N/A
1994/03/24,24455,24773,23757,23757,▼826,－3.36%,24938,23125,20864,22757,37990,N/A
1994/03/23,25345,25726,24519,24582,▼508,－2.03%,25446,22915,20822,22743,26450,N/A
1994/03/22,24963,26424,24963,25091,▼889,－3.42%,25992,22680,20780,22716,47780,N/A
1994/03/21,24455,26107,24455,25980,▲699,＋2.76%,26272,22378,20743,22678,46390,N/A
1994/03/19,25281,26234,25281,25281,▼1016,－3.86%,26170,22032,20677,22638,20950,N/A
1994/03/18,26488,27314,26297,26297,▼1016,－3.72%,26043,21746,20609,22607,18020,N/A
1994/03/17,27441,27504,25535,27314,▲826,＋3.12%,25548,21451,20511,22568,75540,N/A
1994/03/16,25789,26488,24519,26488,▲1016,＋3.99%,24684,21146,20388,22520,89060,N/A
1994/03/15,25472,25472,23820,25472,▲826,＋3.35%,23820,20873,20274,22472,154450,N/A
1994/03/14,24646,24646,24646,24646,▲826,＋3.47%,22994,20609,20190,22426,890,N/A
1994/03/12,23820,23820,23820,23820,▲826,＋3.59%,22169,20346,20134,22380,1340,N/A
1994/03/11,22994,22994,22994,22994,▲826,＋3.72%,21343,20107,20105,22336,6970,N/A
1994/03/10,22169,22169,22169,22169,▲826,＋3.87%,20669,19904,20104,22293,24170,N/A
1994/03/09,21279,21343,20644,21343,▲826,＋4.02%,20111,19729,20131,22252,34490,N/A
1994/03/08,19691,20517,19691,20517,▲826,＋4.19%,19666,19583,20173,22212,13090,N/A
1994/03/07,19374,19691,19374,19691,▲64,＋0.32%,19348,19498,20215,22179,3290,N/A
1994/03/05,19691,19691,19056,19628,▲254,＋1.31%,19323,19421,20258,22151,550,N/A
1994/03/04,19501,19945,19374,19374,▲254,＋1.33%,19374,19374,20301,22118,7200,N/A
1994/03/03,19056,19564,19056,19120,▲191,＋1.01%,19310,19361,20358,22089,2870,N/A
1994/03/02,19374,19374,18866,18929,▼635,－3.25%,19297,19402,20422,22058,2170,N/A
1994/02/28,20517,20708,19056,19564,▼318,－1.60%,19424,19494,20488,22028,3750,N/A
1994/02/26,19056,19882,19056,19882,▲826,＋4.33%,19590,19513,20556,21991,1410,N/A
1994/02/25,18738,19374,18484,19056,0.0,0.00%,19856,19475,20632,21952,3670,N/A
1994/02/24,18929,19755,18929,19056,▼508,－2.60%,20250,19520,20713,21919,1870,N/A
1994/02/23,19564,19564,19564,19564,▼826,－4.05%,20479,19606,20780,21884,2330,N/A
1994/02/22,21216,21216,20390,20390,▼826,－3.89%,20441,19707,20852,21844,1580,N/A
1994/02/21,21851,21851,20644,21216,▲191,＋0.91%,20174,19726,20913,21799,26940,N/A
1994/02/19,21025,21025,21025,21025,▲826,＋4.09%,19717,19663,20947,21744,6300,N/A
1994/02/18,20009,20199,19691,20199,▲826,＋4.26%,19247,19618,20996,21689,12080,N/A
1994/02/17,19437,19882,19374,19374,▲318,＋1.67%,18891,19574,21072,21639,5080,N/A
1994/02/16,19374,19564,18929,19056,▲127,＋0.67%,18777,19539,21179,21597,14080,N/A
1994/02/15,18357,19056,18357,18929,▲254,＋1.36%,18599,19488,21308,21560,7220,N/A
1994/02/14,18675,18675,17913,18675,▲254,＋1.38%,18548,19475,21435,21527,1720,N/A
1994/02/12,18738,18738,18421,18421,▼381,－2.03%,18637,19517,21583,21495,4310,N/A
1994/02/08,18421,18802,18421,18802,▲635,＋3.50%,18942,19542,21753,21466,2640,N/A
1994/02/07,18230,18230,18040,18167,▼508,－2.72%,19336,19583,21920,21433,4750,N/A
1994/02/05,18421,19374,18294,18675,▼445,－2.33%,19691,19698,22115,21404,5410,N/A
1994/02/04,19120,19882,19120,19120,▼826,－4.14%,19780,19828,22318,21372,18180,N/A
1994/02/03,19945,19945,19945,19945,▼826,－3.98%,19945,19952,22535,21333,1930,N/A
1994/02/02,20771,20771,19882,20771,▲826,＋4.14%,20111,19993,22721,21292,29800,N/A
1994/02/01,19310,19945,19310,19945,▲826,＋4.32%,20276,19974,22877,21244,11690,N/A
1994/01/31,19310,20771,19120,19120,▼826,－4.14%,20441,20037,23029,21204,17930,N/A
1994/01/29,19945,20326,19945,19945,▼826,－3.98%,20606,20184,23179,21171,16150,N/A
1994/01/28,22423,22423,20771,20771,▼826,－3.82%,20644,20330,23297,21127,18800,N/A
1994/01/27,21597,21597,21597,21597,▲826,＋3.98%,20352,20393,23385,21071,16910,N/A
1994/01/26,19691,20771,19310,20771,▲826,＋4.14%,19768,20374,23445,21004,13410,N/A
1994/01/25,20898,20898,19310,19945,▼191,－0.95%,19221,20355,23530,20947,18820,N/A
1994/01/24,20136,20136,19691,20136,▲826,＋4.28%,18967,20355,23628,20902,10060,N/A
1994/01/22,18993,19310,18738,19310,▲635,＋3.40%,18840,20330,23741,20854,10890,N/A
1994/01/21,17468,18675,17468,18675,▲635,＋3.52%,18764,20387,23857,20817,11210,N/A
1994/01/20,18421,18421,18040,18040,▼635,－3.40%,18954,20517,23971,20789,7990,N/A
1994/01/19,19691,19691,18675,18675,▼826,－4.23%,19437,20720,24083,20770,6430,N/A
1994/01/18,19056,19564,19056,19501,▲572,＋3.02%,19958,20933,24200,20741,8230,N/A
1994/01/17,19056,19564,18802,18929,▼699,－3.56%,20377,21146,24298,20700,7280,N/A
1994/01/15,19628,19628,19628,19628,▼826,－4.04%,20746,21394,24411,20667,3390,N/A
1994/01/14,20644,20771,20454,20454,▼826,－3.88%,20898,21565,24499,20632,6530,N/A
1994/01/13,22359,22359,21279,21279,▼318,－1.47%,21051,21654,24559,20593,22000,N/A
1994/01/12,21152,21597,21152,21597,▲826,＋3.98%,21203,21702,24592,20542,39880,N/A
1994/01/11,20326,21216,20326,20771,▲381,＋1.87%,21457,21762,24606,20490,5580,N/A
1994/01/10,21216,21660,20390,20390,▼826,－3.89%,21711,21870,24619,20440,12710,N/A
1994/01/08,21216,21406,21216,21216,▼826,－3.75%,21876,21997,24649,20398,1350,N/A
1994/01/07,22232,22867,22042,22042,▼826,－3.61%,21711,22118,24665,20356,1220,N/A
1994/01/06,22677,22867,21597,22867,▲826,＋3.75%,21292,22238,24653,20304,24620,N/A
1994/01/05,22042,22042,22042,22042,▲826,＋3.89%,20644,22289,24614,20246,2860,N/A
1994/01/04,20835,21216,20835,21216,▲826,＋4.05%,20326,22340,24598,20192,13230,N/A
1994/01/03,19818,20390,19818,20390,▲445,＋2.23%,20339,22473,24605,20150,3730,N/A
1993/12/28,18993,20263,18993,19945,▲318,＋1.62%,20682,22658,24625,20117,6870,N/A
1993/12/27,19628,19755,19628,19628,▼826,－4.04%,21279,22823,24652,20093,5420,N/A
1993/12/24,20517,20644,20454,20454,▼826,－3.88%,22105,23039,24671,20068,5850,N/A
1993/12/23,22105,22105,21279,21279,▼826,－3.74%,22791,23255,24663,20041,5170,N/A
1993/12/22,22232,22232,22105,22105,▼826,－3.60%,23147,23480,24627,20009,16300,N/A
1993/12/21,22931,24138,22931,22931,▼826,－3.48%,23172,23715,24566,19973,9470,N/A
1993/12/20,24074,24519,23185,23757,▼127,－0.53%,23032,23896,24482,19934,12590,N/A
1993/12/18,23884,23884,23502,23884,▲826,＋3.58%,22842,24087,24373,19887,21480,N/A
1993/12/17,22550,23058,22550,23058,▲826,＋3.71%,22651,24322,24251,19836,8090,N/A
1993/12/16,22232,22867,21914,22232,0.0,0.00%,22626,24611,24142,19795,14200,N/A
1993/12/15,21978,22804,21978,22232,▼572,－2.51%,22905,24992,24043,19761,21050,N/A
1993/12/14,23185,23757,22804,22804,▼127,－0.55%,23350,25424,23935,19721,16340,N/A
1993/12/13,22105,23757,22105,22931,0.0,0.00%,23566,25891,23820,19676,13640,N/A
1993/12/11,22867,24265,22867,22931,▼699,－2.96%,23591,26301,23695,19632,7170,N/A
1993/12/10,24455,24455,23630,23630,▼826,－3.38%,23782,26659,23567,19589,4970,N/A
1993/12/09,23947,24709,23375,24455,▲572,＋2.39%,23871,26933,23426,19540,24330,N/A
1993/12/08,22423,23884,22423,23884,▲826,＋3.58%,23630,27114,23272,19487,20580,N/A
1993/12/07,23375,23375,23058,23058,▼826,－3.46%,23642,27272,23126,19442,4140,N/A
1993/12/06,24900,24900,23375,23884,▼191,－0.79%,23985,27422,22988,19402,7450,N/A
1993/12/04,24074,24074,24074,24074,▲826,＋3.55%,24366,27488,22837,19358,2420,N/A
1993/12/03,23185,24773,23185,23248,▼699,－2.92%,24913,27577,22684,19307,27470,N/A
1993/12/02,23947,23947,23947,23947,▼826,－3.33%,25573,27708,22540,19264,2210,N/A
1993/12/01,25662,25662,24773,24773,▼1016,－3.94%,26297,27854,22382,19214,2800,N/A
1993/11/30,26424,27123,25789,25789,▼1016,－3.79%,27060,27930,22207,19151,33830,N/A
1993/11/29,25599,27568,25535,26806,▲254,＋0.96%,27669,27917,22016,19075,14860,N/A
1993/11/27,26996,27504,26551,26551,▼1016,－3.69%,28279,27812,21812,18985,3800,N/A
1993/11/26,28521,28521,27568,27568,▼1016,－3.56%,29143,27771,21619,18895,4880,N/A
1993/11/25,27822,29283,27822,28584,▼254,－0.88%,30058,27660,21407,18796,33700,N/A
1993/11/24,28838,28838,28838,28838,▼1016,－3.40%,30566,27517,21180,18688,2410,N/A
1993/11/23,29855,29855,29855,29855,▼1016,－3.29%,30820,27320,20947,18580,0,N/A
1993/11/22,33412,33412,30871,30871,▼1270,－3.95%,30668,27031,20693,18462,13060,N/A
1993/11/20,32141,32141,32141,32141,▲1016,＋3.27%,30109,26650,20426,18330,3950,N/A
1993/11/19,31125,31125,31125,31125,▲1016,＋3.38%,29092,26164,20131,18189,4030,N/A
1993/11/18,30109,30109,30109,30109,▲1016,＋3.49%,28076,25688,19863,18059,5890,N/A
1993/11/17,29092,29092,29092,29092,▲1016,＋3.62%,27098,25291,19612,17943,16390,N/A
1993/11/16,28076,28076,27314,28076,▲1016,＋3.76%,26450,24944,19378,17839,24340,N/A
1993/11/15,27060,27060,26679,27060,▲1016,＋3.90%,26005,24608,19164,17737,24500,N/A
1993/11/13,24646,26043,24455,26043,▲826,＋3.27%,25967,24281,18958,17639,18290,N/A
1993/11/12,26043,26043,24900,25218,▼635,－2.46%,26018,24033,18758,17549,11210,N/A
1993/11/11,25726,25853,24836,25853,0.0,0.00%,26081,23852,18562,17463,24010,N/A
1993/11/10,27314,27504,25853,25853,▼1016,－3.78%,25853,23639,18364,17375,30200,N/A
1993/11/09,26297,27123,26297,26869,▲572,＋2.17%,25827,23426,18176,17287,43210,N/A
1993/11/08,25916,26551,25853,26297,▲762,＋2.99%,25522,23121,17967,17189,38070,N/A
1993/11/06,24201,25535,24201,25535,▲826,＋3.34%,25408,22804,17776,17094,33630,N/A
1993/11/05,26679,26679,24709,24709,▼1016,－3.95%,25281,22483,17607,17009,35630,N/A
1993/11/04,25916,25980,24519,25726,▲381,＋1.50%,25154,22172,17456,16931,55680,N/A
1993/11/03,26742,26742,25345,25345,▼381,－1.48%,24659,21778,17282,16845,61020,N/A
1993/11/02,25726,25726,25726,25726,▲826,＋3.32%,24074,21371,17103,16758,4510,N/A
1993/11/01,24773,24900,24519,24900,▲826,＋3.43%,23248,20914,16923,16665,35350,N/A
1993/10/30,24074,24074,22867,24074,▲826,＋3.55%,22702,20495,16765,16585,58390,N/A
1993/10/29,23248,23248,23248,23248,▲826,＋3.68%,22321,20107,16626,16508,31830,N/A
1993/10/28,21597,22423,21597,22423,▲826,＋3.82%,21940,19733,16493,16441,70270,N/A
1993/10/27,22105,22296,21343,21597,▼572,－2.58%,21559,19405,16373,16380,48270,N/A
1993/10/26,22994,22994,22169,22169,0.0,0.00%,21457,19097,16260,16328,103900,N/A
1993/10/25,22169,22169,22169,22169,▲826,＋3.87%,21343,18751,16148,16271,14260,N/A
1993/10/23,20136,21343,20136,21343,▲826,＋4.02%,21228,18402,16046,16216,20140,N/A
1993/10/22,20644,20962,20326,20517,▼572,－2.71%,21279,18094,15955,16171,47780,N/A
1993/10/21,21914,21914,20771,21089,▼508,－2.35%,21330,17824,15878,16134,55870,N/A
1993/10/20,21914,22423,20771,21597,0.0,0.00%,21101,17509,15786,16088,50500,N/A
1993/10/19,22423,22423,20962,21597,0.0,0.00%,20606,17170,15695,16038,38400,N/A
1993/10/18,21597,21597,21597,21597,▲826,＋3.98%,19983,16836,15609,15988,18320,N/A
1993/10/16,20644,20771,20326,20771,▲826,＋4.14%,19234,16487,15534,15939,18430,N/A
1993/10/15,19945,19945,19691,19945,▲826,＋4.32%,18523,16172,15465,15900,83890,N/A
1993/10/14,19120,19120,19120,19120,▲635,＋3.44%,17849,15886,15418,15868,16690,N/A
1993/10/13,18484,18484,18484,18484,▲635,＋3.56%,17328,15648,15392,15842,16230,N/A
1993/10/12,17849,17849,17849,17849,▲635,＋3.69%,16896,15451,15380,15818,12500,N/A
1993/10/11,16579,17214,16579,17214,▲635,＋3.83%,16477,15308,15386,15793,11230,N/A
1993/10/09,16388,16706,16388,16579,▲64,＋0.38%,16210,15191,15400,15773,6550,N/A
1993/10/08,16515,16642,16325,16515,▲191,＋1.17%,15982,15108,15422,15761,30460,N/A
1993/10/07,15880,16325,15880,16325,▲572,＋3.63%,15728,15026,15448,15748,10190,N/A
1993/10/06,16007,16071,15753,15753,▼127,－0.80%,15499,14940,15478,15737,9020,N/A
1993/10/05,15562,15880,15499,15880,▲445,＋2.88%,15385,14896,15506,15725,12260,N/A
1993/10/04,15308,15435,15308,15435,▲191,＋1.25%,15232,14822,15533,15709,3060,N/A
1993/10/02,15181,15245,15181,15245,▲64,＋0.42%,15105,14803,15569,15699,2880,N/A
1993/09/28,15181,15372,15181,15181,0.0,0.00%,15016,14794,15611,15690,4980,N/A
1993/09/27,15245,15245,14927,15181,▲64,＋0.42%,14965,14788,15655,15680,2600,N/A
1993/09/25,14800,15435,14800,15118,▲318,＋2.15%,14851,14791,15703,15670,7070,N/A
1993/09/24,14800,14800,14673,14800,0.0,0.00%,14724,14768,15758,15662,2000,N/A
1993/09/23,14800,14927,14800,14800,▼127,－0.85%,14610,14730,15815,15658,1550,N/A
1993/09/22,14737,14927,14610,14927,▲318,＋2.17%,14521,14664,15879,15651,610,N/A
1993/09/21,14292,14610,14292,14610,▲127,＋0.88%,14445,14616,15930,15643,2660,N/A
1993/09/20,14292,14610,14292,14483,▲254,＋1.79%,14521,14616,15988,15638,130,N/A
1993/09/18,14229,14610,14229,14229,▼127,－0.88%,14597,14606,16045,15634,1650,N/A
1993/09/17,14292,14483,14292,14356,▼191,－1.31%,14737,14638,16096,15631,2090,N/A
1993/09/16,14991,15245,14546,14546,▼445,－2.97%,14838,14689,16134,15629,3640,N/A
1993/09/15,14800,15372,14800,14991,▲127,＋0.85%,14851,14746,16158,15626,14700,N/A
1993/09/14,14292,14927,14292,14864,▼64,－0.43%,14826,14759,16171,15618,2370,N/A
1993/09/13,14800,14991,14800,14927,▲64,＋0.43%,14737,14746,16184,15607,2240,N/A
1993/09/11,14610,14864,14610,14864,▲254,＋1.74%,14762,14746,16197,15600,2010,N/A
1993/09/10,14610,14800,14292,14610,▼254,－1.71%,14800,14775,16212,15593,830,N/A
1993/09/09,15054,15054,14800,14864,▲445,＋3.08%,14889,14832,16230,15590,1100,N/A
1993/09/08,15245,15245,14419,14419,▼635,－4.22%,14965,14851,16234,15586,2180,N/A
1993/09/07,15054,15054,14864,15054,0.0,0.00%,15016,14892,16247,15585,3080,N/A
1993/09/06,14927,15054,14610,15054,0.0,0.00%,14813,14880,16256,15577,2220,N/A
1993/09/04,14610,15118,14610,15054,▼191,－1.25%,14495,14899,16275,15568,650,N/A
1993/09/03,14673,15245,14673,15245,▲572,＋3.90%,14279,14949,16299,15561,6870,N/A
1993/09/02,13974,14673,13974,14673,▲635,＋4.52%,14152,14981,16310,15552,6430,N/A
1993/09/01,14101,14101,13149,14038,▲572,＋4.25%,14076,15042,16319,15548,1230,N/A
1993/08/31,14101,14101,13403,13466,▼508,－3.64%,14241,15118,16341,15547,4860,N/A
1993/08/30,14610,14610,13974,13974,▼635,－4.35%,14622,15251,16365,15552,4040,N/A
1993/08/28,14610,14610,14101,14610,▲318,＋2.22%,14965,15375,16386,15555,940,N/A
1993/08/27,14864,14927,14292,14292,▼572,－3.85%,15092,15499,16397,15553,2020,N/A
1993/08/26,14864,15181,14864,14864,▼508,－3.31%,15156,15616,16412,15556,810,N/A
1993/08/25,15372,15817,15372,15372,▼318,－2.02%,15169,15731,16413,15554,2430,N/A
1993/08/24,15690,15690,15245,15690,▲445,＋2.92%,15181,15839,16410,15547,4400,N/A
1993/08/23,14800,15245,14800,15245,▲635,＋4.35%,15194,15944,16406,15538,2560,N/A
1993/08/21,15054,15054,14610,14610,▼318,－2.13%,15194,16090,16407,15534,3790,N/A
1993/08/20,15435,15435,14927,14927,▼508,－3.29%,15321,16264,16413,15537,600,N/A
1993/08/19,15753,16071,15435,15435,▼318,－2.02%,15296,16410,16407,15540,6420,N/A
1993/08/18,15499,15753,15499,15753,▲508,＋3.33%,15296,16544,16404,15538,4780,N/A
1993/08/17,14927,15499,14927,15245,0.0,0.00%,15359,16661,16390,15531,4040,N/A
1993/08/16,14165,15245,14165,15245,▲445,＋3.00%,15486,16773,16388,15533,2640,N/A
1993/08/14,14800,14800,14800,14800,▼635,－4.12%,15613,16884,16387,15532,290,N/A
1993/08/13,15435,15435,15435,15435,▼635,－3.95%,15766,17023,16397,15529,0,N/A
1993/08/12,16198,16198,15753,16071,▲191,＋1.20%,15905,17141,16394,15523,300,N/A
1993/08/11,15880,15880,15562,15880,0.0,0.00%,15982,17227,16385,15511,500,N/A
1993/08/10,15245,16198,15245,15880,▲318,＋2.04%,16223,17338,16387,15501,5130,N/A
1993/08/09,16071,16071,15499,15562,▼572,－3.54%,16376,17465,16389,15490,5900,N/A
1993/08/07,16261,16261,15944,16134,▼318,－1.93%,16693,17598,16389,15483,4040,N/A
1993/08/06,16452,17023,16452,16452,▼635,－3.72%,16973,17722,16381,15473,4020,N/A
1993/08/05,16515,17150,16515,17087,▲445,＋2.67%,17239,17798,16366,15462,500,N/A
1993/08/04,17150,17150,16579,16642,▼508,－2.96%,17455,17849,16345,15447,2090,N/A
1993/08/03,17278,17532,17023,17150,▼381,－2.17%,17748,17913,16334,15436,5030,N/A
1993/08/02,17786,18103,17341,17532,▼254,－1.43%,17887,17919,16317,15423,23300,N/A
1993/07/31,18230,18230,17786,17786,▼381,－2.10%,18002,17875,16293,15406,4680,N/A
1993/07/30,18230,18484,18103,18167,▲64,＋0.35%,18065,17786,16255,15384,58090,N/A
1993/07/29,17976,18230,17849,18103,▲254,＋1.42%,17925,17665,16200,15354,14170,N/A
1993/07/28,18167,18167,17786,17849,▼254,－1.40%,17798,17541,16146,15326,4340,N/A
1993/07/27,18421,18421,18040,18103,0.0,0.00%,17748,17433,16100,15299,11450,N/A
1993/07/26,17786,18103,17786,18103,▲635,＋3.64%,17684,17319,16048,15271,13600,N/A
1993/07/24,17214,17468,17214,17468,0.0,0.00%,17621,17198,15997,15246,750,N/A
1993/07/23,17595,17786,17278,17468,▼127,－0.72%,17748,17077,15945,15225,2660,N/A
1993/07/22,17786,17913,17595,17595,▼191,－1.07%,17938,16966,15884,15207,2780,N/A
1993/07/21,17532,18040,17532,17786,0.0,0.00%,18065,16865,15828,15193,3900,N/A
1993/07/20,17849,18103,17786,17786,▼318,－1.75%,18230,16785,15769,15182,4550,N/A
1993/07/19,18484,18484,18103,18103,▼318,－1.72%,18268,16722,15705,15170,8810,N/A
1993/07/16,18167,18548,17976,18421,▲191,＋1.05%,18268,16611,15637,15153,17910,N/A
1993/07/15,18421,18548,18040,18230,▼381,－2.05%,18167,16452,15566,15140,12770,N/A
1993/07/14,18167,18611,18103,18611,▲635,＋3.53%,17976,16306,15500,15128,64890,N/A
1993/07/13,17786,18230,17786,17976,▼127,－0.70%,17582,16121,15424,15108,23360,N/A
1993/07/12,17913,18230,17595,18103,▲191,＋1.06%,17189,15985,15357,15092,22230,N/A
1993/07/10,17849,17913,17532,17913,▲635,＋3.68%,16719,15842,15288,15070,43260,N/A
1993/07/09,17023,17278,16896,17278,▲635,＋3.82%,16261,15705,15223,15046,39750,N/A
1993/07/08,16198,16642,16134,16642,▲635,＋3.97%,15944,15588,15165,15030,35970,N/A
1993/07/07,15753,16134,15753,16007,▲254,＋1.61%,15778,15518,15124,15015,4690,N/A
1993/07/06,15690,15753,15372,15753,▲127,＋0.81%,15715,15489,15093,15000,4100,N/A
1993/07/05,15562,15880,15562,15626,▼64,－0.40%,15575,15467,15064,14984,3490,N/A
1993/07/03,15944,15944,15690,15690,▼127,－0.80%,15499,15432,15031,14968,1740,N/A
1993/07/02,15880,16198,15690,15817,▲127,＋0.81%,15474,15378,15002,14951,5800,N/A
1993/07/01,15118,15690,15118,15690,▲635,＋4.22%,15550,15350,14974,14932,12650,N/A
1993/06/30,15753,15753,15054,15054,▼191,－1.25%,15715,15312,14949,14912,2070,N/A
1993/06/29,14991,15626,14991,15245,▼318,－2.04%,15880,15315,14939,14899,4600,N/A
1993/06/28,15880,15880,15562,15562,▼635,－3.92%,15880,15312,14922,14881,6120,N/A
1993/06/26,16833,16960,16198,16198,▼318,－1.92%,15829,15302,14898,14858,8490,N/A
1993/06/25,16388,16515,15880,16515,▲635,＋4.00%,15575,15254,14862,14834,36290,N/A
1993/06/24,15372,15880,15372,15880,▲635,＋4.17%,15321,15207,14824,14813,4070,N/A
1993/06/23,15880,15880,15245,15245,▼64,－0.41%,15194,15213,14795,14797,1780,N/A
1993/06/22,14927,15308,14927,15308,▲381,＋2.55%,15181,15251,14777,14788,5000,N/A
1993/06/21,14927,14927,14927,14927,▼318,－2.08%,15105,15264,14753,14781,2200,N/A
1993/06/19,15245,15562,15245,15245,0.0,0.00%,15169,15299,14739,14778,1650,N/A
1993/06/18,15245,15245,15181,15245,▲64,＋0.42%,15207,15315,14723,14775,800,N/A
1993/06/17,15181,15181,15181,15181,▲254,＋1.70%,15219,15343,14709,14772,10,N/A
1993/06/16,15245,15245,14927,14927,▼318,－2.08%,15169,15385,14701,14768,2490,N/A
1993/06/15,15562,15562,15245,15245,▼191,－1.23%,15105,15445,14695,14761,4180,N/A
1993/06/14,15308,15562,15308,15435,▲127,＋0.83%,15105,15486,14684,14751,6790,N/A
1993/06/12,15245,15372,15245,15308,▲381,＋2.55%,15003,15489,14669,14741,3670,N/A
1993/06/11,14610,15118,14610,14927,▲318,＋2.17%,14965,15467,14662,14733,2420,N/A
1993/06/10,14800,14800,14610,14610,▼635,－4.17%,15016,15464,14662,14731,730,N/A
1993/06/09,15181,15245,15181,15245,▲318,＋2.13%,15169,15489,14672,14730,2160,N/A
1993/06/08,14737,14927,14737,14927,▼191,－1.26%,15169,15477,14672,14718,9240,N/A
1993/06/07,14927,15245,14927,15118,▼64,－0.42%,15296,15480,14671,14708,1170,N/A
1993/06/05,15245,15245,15181,15181,▼191,－1.24%,15474,15442,14677,14699,1200,N/A
1993/06/04,15245,15562,15245,15372,▲127,＋0.83%,15639,15375,14676,14689,1390,N/A
1993/06/03,15880,15880,14991,15245,▼318,－2.04%,15677,15318,14662,14677,1500,N/A
1993/06/02,15562,15880,15562,15562,▼445,－2.78%,15753,15267,14652,14662,1930,N/A
1993/06/01,16007,16007,16007,16007,0.0,0.00%,15753,15188,14637,14638,0,N/A
1993/05/31,15690,16007,15690,16007,▲445,＋2.86%,15715,15086,14615,14607,3150,N/A
1993/05/29,15626,15626,15562,15562,▼64,－0.41%,15715,14994,14592,14576,1290,N/A
1993/05/27,15245,15626,15245,15626,▲64,＋0.41%,15829,14930,14577,14550,1170,N/A
1993/05/26,15690,15690,15372,15562,▼254,－1.61%,15918,14851,14565,14524,1120,N/A
1993/05/25,15880,15880,15817,15817,▼191,－1.19%,15905,14772,14558,14497,230,N/A
1993/05/24,16134,16134,15817,16007,▼127,－0.79%,15715,14680,14548,14466,2580,N/A
1993/05/22,15944,16198,15944,16134,▲64,＋0.40%,15486,14578,14539,14430,6040,N/A
1993/05/21,15817,16134,15626,16071,▲572,＋3.69%,15283,14464,14528,14392,10390,N/A
1993/05/20,14927,15499,14927,15499,▲635,＋4.27%,15067,14368,14519,14353,8890,N/A
1993/05/19,14229,14864,14229,14864,0.0,0.00%,14965,14302,14513,14319,2280,N/A
1993/05/18,15118,15118,14864,14864,▼254,－1.68%,14864,14257,14508,14290,1110,N/A
1993/05/17,14927,15118,14737,15118,▲127,＋0.85%,14660,14197,14506,14263,4530,N/A
1993/05/15,15308,15626,14991,14991,0.0,0.00%,14483,14140,14497,14233,18290,N/A
1993/05/14,14419,14991,14419,14991,▲635,＋4.42%,14330,14095,14494,14205,9190,N/A
1993/05/13,14101,14483,14101,14356,▲508,＋3.67%,14127,14057,14495,14180,1020,N/A
1993/05/12,13974,13974,13847,13847,▼381,－2.68%,14051,14060,14506,14158,180,N/A
1993/05/11,14229,14292,14229,14229,0.0,0.00%,14114,14079,14530,14140,5460,N/A
1993/05/10,13784,14229,13784,14229,▲254,＋1.82%,14127,14073,14558,14118,1000,N/A
1993/05/08,13974,13974,13974,13974,0.0,0.00%,14089,14063,14596,14100,100,N/A
1993/05/07,13593,14165,13593,13974,▼191,－1.35%,14089,14076,14634,14085,1300,N/A
1993/05/06,13657,14546,13657,14165,▼127,－0.89%,14089,14086,14670,14069,820,N/A
1993/05/04,14038,14292,14038,14292,▲254,＋1.81%,14051,14086,14713,14048,4040,N/A
1993/05/03,14038,14038,14038,14038,▲64,＋0.45%,13962,14063,14756,14026,100,N/A
1993/05/01,14038,14038,13974,13974,0.0,0.00%,13987,14067,14792,14007,890,N/A
1993/04/30,14038,14038,13974,13974,0.0,0.00%,14025,14082,14827,13988,3330,N/A
