[일시]동일방직,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2019/01/30,60500,63200,60500,62600,▲1800,＋2.96%,60680,58010,59599,64258,9962,173344
2019/01/29,60900,61100,60200,60800,0.0,0.00%,59560,57805,59607,64204,6157,173765
2019/01/28,60300,61500,59900,60800,▲500,＋0.83%,58680,57740,59608,64163,7680,174097
2019/01/25,58600,60400,58100,60300,▲1400,＋2.38%,57920,57660,59593,64114,7307,173619
2019/01/24,56900,59200,56000,58900,▲1900,＋3.33%,57200,57560,59584,64069,6607,173685
2019/01/23,56400,57000,56000,57000,▲600,＋1.06%,56800,57554,59589,64039,8076,173606
2019/01/22,57000,57800,55800,56400,▼600,－1.05%,56820,57600,59669,64018,5542,174149
2019/01/21,57100,57100,56400,57000,▲300,＋0.53%,57040,57670,59789,64002,2136,175175
2019/01/18,56600,56900,56200,56700,▼200,－0.35%,57140,57720,59926,63977,4510,175199
2019/01/17,57300,57300,56000,56900,▼200,－0.35%,57340,57770,60111,63960,6111,175579
2019/01/16,57500,57700,56500,57100,▼400,－0.70%,57360,57821,60313,63947,2627,176640
2019/01/15,57700,57700,56600,57500,0.0,0.00%,57380,57915,60525,63937,4821,177587
2019/01/14,57600,58200,57100,57500,▼200,－0.35%,57340,58014,60723,63921,2314,177629
2019/01/11,57000,57900,56600,57700,▲700,＋1.23%,57240,58113,60935,63904,4790,177792
2019/01/10,57200,57200,56300,57000,▼200,－0.35%,57260,58157,61181,63885,3131,177444
2019/01/09,58000,58000,56400,57200,▼100,－0.17%,57200,58237,61428,63875,4877,177757
2019/01/08,56400,57600,56000,57300,▲300,＋0.53%,57460,58346,61671,63865,5763,178225
2019/01/07,56500,57300,56000,57000,▼800,－1.38%,57900,58494,61889,63856,11033,179021
2019/01/04,56200,58000,53900,57800,▲1100,＋1.94%,58340,58672,62112,63854,21915,179115
2019/01/03,58600,58700,56600,56700,▼1800,－3.08%,58440,58859,62344,63847,5618,178481
2019/01/02,59600,59600,57100,58500,▼1000,－1.68%,58857,59096,62577,63849,3465,179037
2018/12/28,58900,60400,58600,59500,▲300,＋0.51%,58738,59244,62773,63833,2597,179605
2018/12/27,58600,59300,58100,59200,▲902,＋1.55%,58400,59311,62940,63816,2303,179746
2018/12/26,57708,58396,57216,58298,▼492,－0.84%,58160,59384,63113,63792,3634,179926
2018/12/24,57708,58986,57511,58789,▲885,＋1.53%,58042,59556,63333,63773,2833,180455
2018/12/21,57216,58200,57216,57905,▲98,＋0.17%,57865,59792,63566,63758,2391,180763
2018/12/20,57118,57806,56921,57806,▼197,－0.34%,58082,60092,63818,63755,4115,180639
2018/12/19,57708,58396,57413,58003,▲295,＋0.51%,58416,60446,64095,63753,8467,180683
2018/12/18,57610,58101,56921,57708,▼197,－0.34%,58711,60736,64488,63764,3808,180400
2018/12/17,58888,58888,57610,57905,▼1081,－1.83%,58888,61065,64827,63777,9653,180450
2018/12/14,59281,59478,58888,58986,▼492,－0.83%,59025,61409,65140,63784,3369,181577
2018/12/13,59478,59674,59084,59478,0.0,0.00%,59104,61680,65455,63788,4113,181467
2018/12/12,58888,60657,58691,59478,▲885,＋1.51%,59261,61916,65727,63787,3862,181385
2018/12/11,58593,59183,57806,58593,0.0,0.00%,59478,61852,66068,63782,4070,180882
2018/12/10,59183,59576,58003,58593,▼786,－1.32%,60067,61822,66449,63781,4562,181336
2018/12/07,60461,60657,58691,59379,▼885,－1.47%,60638,61852,66818,63792,9258,180981
2018/12/06,60362,60756,59871,60264,▼295,－0.49%,61051,61827,67228,63808,4529,181479
2018/12/05,61051,61149,59772,60559,▼983,－1.60%,61168,61793,67642,63819,8125,181405
2018/12/04,61444,61837,61247,61542,▲98,＋0.16%,61188,61734,68053,63824,5577,182898
2018/12/03,61542,61837,61149,61444,0.0,0.00%,61227,61714,68339,63822,4101,182358
2018/11/30,60952,61837,60854,61444,▲590,＋0.97%,61640,61690,68535,63826,3052,182507
2018/11/29,60952,61837,60362,60854,▲197,＋0.32%,62132,61773,68765,63823,3505,182377
2018/11/28,61935,62525,60362,60657,▼1081,－1.75%,62938,61773,69002,63824,8634,181884
2018/11/27,63410,63410,61149,61739,▼1770,－2.79%,63567,61734,69264,63815,10206,181251
2018/11/26,63607,64098,63213,63508,▼393,－0.62%,64078,61635,69445,63801,3474,181516
2018/11/23,64885,65868,62918,63902,▼983,－1.52%,64334,61419,69543,63766,7455,181270
2018/11/22,63902,65671,63410,64885,▲1081,＋1.69%,64432,61316,69626,63740,5728,181854
2018/11/21,63607,64098,62623,63803,▼492,－0.76%,64295,61252,69561,63711,3747,182664
2018/11/20,64786,64983,63312,64295,▼492,－0.76%,63174,61321,69486,63670,5846,182577
2018/11/19,64393,65376,63705,64786,▲393,＋0.61%,61916,61498,69402,63631,4756,182526
2018/11/16,64196,66359,63017,64393,▲197,＋0.31%,60795,61709,69320,63588,10903,182267
2018/11/15,60166,66752,60166,64196,▲5997,＋10.30%,59694,61980,69248,63549,42277,183445
2018/11/14,58101,58494,57511,58200,▲197,＋0.34%,58770,62240,69181,63482,2735,184270
2018/11/13,58789,58986,57413,58003,▼1180,－1.99%,59006,62840,69194,63462,5502,184169
2018/11/12,58986,59281,58789,59183,▲295,＋0.50%,59635,63562,69189,63424,1955,184126
2018/11/09,59772,59772,58494,58888,▼688,－1.16%,59989,64196,69168,63381,4772,184131
2018/11/08,59674,60756,59084,59576,▲197,＋0.33%,60834,64840,69146,63330,5113,184732
2018/11/07,61149,61935,58986,59379,▼1770,－2.89%,61090,65381,69114,63270,7082,184441
2018/11/06,61149,61935,60166,61149,▲197,＋0.32%,61188,65932,69074,63211,4852,185957
2018/11/05,63017,63017,60461,60952,▼2163,－3.43%,60913,66458,68999,63138,5184,186669
2018/11/02,61051,63115,60952,63115,▲2261,＋3.72%,60559,66944,68917,63068,6013,188013
2018/11/01,59969,61542,59871,60854,▲983,＋1.64%,60303,67303,68801,62981,4368,188712
2018/10/31,60067,60067,57610,59871,▲98,＋0.16%,60854,67736,68717,62908,1004,189620
2018/10/30,58200,60067,57511,59772,▲590,＋1.00%,61916,68222,68635,62841,9013,189721
2018/10/29,63410,63410,58593,59183,▼2654,－4.29%,63528,68807,68555,62771,3168,188712
2018/10/26,63115,64393,58888,61837,▼1770,－2.78%,65494,69486,68489,62705,6922,188800
2018/10/25,63213,64885,61935,63607,▼1573,－2.41%,67087,70046,68366,62611,7912,187090
2018/10/24,67047,68129,65081,65180,▼2654,－3.91%,68247,70587,68214,62501,5252,184479
2018/10/23,69603,69603,66359,67834,▼1180,－1.71%,69250,71407,68029,62379,7189,183705
2018/10/22,70390,70390,68817,69014,▼786,－1.13%,70174,71919,67809,62229,1746,184339
2018/10/19,67637,70390,67146,69800,▲393,＋0.57%,70744,72302,67580,62064,10688,184104
2018/10/18,70095,70193,67539,69407,▼786,－1.12%,71137,72705,67349,61893,9309,183204
2018/10/17,73831,75109,68719,70193,▼2261,－3.12%,71334,73025,67120,61726,7225,182314
2018/10/16,71865,75109,70980,72454,▲590,＋0.82%,71373,73511,66874,61551,7035,183243
2018/10/15,70488,73143,70292,71865,▲98,＋0.14%,71216,73964,66589,61359,3190,185463
2018/10/12,69014,73438,69014,71766,▲1376,＋1.96%,70980,74406,66322,61170,7392,185710
2018/10/11,67342,70587,67146,70390,0.0,0.00%,70685,75015,66059,60983,9654,186809
2018/10/10,69898,72061,69309,70390,▼1278,－1.78%,70508,75753,65823,60807,7145,186786
2018/10/08,69112,71668,68915,71668,▲983,＋1.39%,70351,76495,65596,60632,6473,188775
2018/10/05,70292,71176,66458,70685,▲393,＋0.56%,70311,76844,65350,60444,10158,186015
2018/10/04,70587,71865,67342,70292,▲786,＋1.13%,70724,76972,65121,60267,10477,185916
2018/10/02,69603,72553,69210,69505,▼98,－0.14%,71275,77218,64893,60094,4877,181892
2018/10/01,69505,71176,68915,69603,▼1868,－2.61%,72258,77498,64693,59927,6509,180897
2018/09/28,72749,72749,71373,71471,▼1278,－1.76%,74657,77837,64470,59760,4236,179113
2018/09/27,72946,74322,70292,72749,▼295,－0.40%,75974,77891,64213,59577,13912,179622
2018/09/21,74224,75305,72356,73044,▼1376,－1.85%,76760,77724,63951,59384,10878,176722
2018/09/20,81007,82285,73143,74421,▼7177,－8.80%,77724,77517,63692,59188,31286,172357
2018/09/19,78156,81991,78156,81597,▲3539,＋4.53%,77999,76844,63412,58979,18079,175430
2018/09/18,76289,79533,76289,78058,▲1376,＋1.79%,77665,75728,63040,58712,16249,175161
2018/09/17,77862,78845,76583,76682,▼1180,－1.52%,78353,74789,62727,58475,5484,171512
2018/09/14,76583,78648,76387,77862,▲2065,＋2.72%,79159,73949,62428,58255,12488,171865
2018/09/13,79729,80418,75502,75797,▼4129,－5.17%,80378,73059,62120,58027,30192,171280
2018/09/12,82089,84448,79631,79926,▼1573,－1.93%,82246,72278,61847,57814,17304,168858
2018/09/11,80614,82974,80516,81499,▲786,＋0.97%,83308,71231,61496,57568,8424,168218
2018/09/10,83760,83760,79631,80713,▼3244,－3.86%,82738,70041,61113,57310,15900,166976
2018/09/07,84940,85038,81991,83957,▼1180,－1.39%,81243,68901,60765,57059,12767,162603
2018/09/06,84842,87201,83564,85136,▼98,－0.12%,79493,67583,60389,56781,17528,162151
2018/09/05,79238,87496,77272,85235,▲6587,＋8.38%,77488,66207,59995,56491,49684,161571
2018/09/04,73241,78648,72553,78648,▲5407,＋7.38%,75718,64796,59596,56205,35122,161534
2018/09/03,75207,75207,72258,73241,▼1966,－2.61%,74499,63695,59306,55976,20230,158286
2018/08/31,75011,76190,72946,75207,▲98,＋0.13%,73733,62835,59117,55790,16889,155711
2018/08/30,76682,77075,73733,75109,▼1278,－1.67%,72474,61881,58881,55588,23302,152460
2018/08/29,73044,77468,72946,76387,▲3834,＋5.28%,69643,60918,58645,55387,32827,153157
2018/08/28,69014,74519,68817,72553,▲3146,＋4.53%,66222,59846,58367,55176,45079,149160
2018/08/27,69800,70292,68031,69407,▲492,＋0.71%,63567,58966,58157,54997,32033,142723
2018/08/24,61051,72258,60854,68915,▲7963,＋13.06%,61660,58259,57988,54846,182988,140877
2018/08/23,59478,62034,59084,60952,▲1671,＋2.82%,59890,57536,57854,54698,21510,141114
2018/08/22,59478,59478,58888,59281,0.0,0.00%,59733,57212,57860,54614,3943,139969
2018/08/21,60166,60166,58986,59281,▼590,－0.99%,59674,56951,57854,54548,8640,139992
2018/08/20,60756,60854,59576,59871,▼197,－0.33%,59360,56720,57860,54481,6290,140223
2018/08/17,59772,62132,59281,60067,▼98,－0.16%,58966,56489,57855,54410,20903,140392
2018/08/16,59576,60952,58986,60166,▲1180,＋2.00%,58475,56282,57851,54340,12559,139099
2018/08/14,57708,59379,57511,58986,▲1278,＋2.21%,57964,56056,57783,54265,10403,138903
2018/08/13,57905,58003,57020,57708,▼197,－0.34%,57570,55879,57729,54199,3953,139113
2018/08/10,57708,57905,57118,57905,▲295,＋0.51%,57354,55761,57659,54146,1320,139333
2018/08/09,57610,57708,57315,57610,0.0,0.00%,56980,55658,57595,54089,1004,139523
2018/08/08,56823,57610,56823,57610,▲590,＋1.03%,56686,55580,57513,54032,4295,139761
2018/08/07,56528,57020,56332,57020,▲393,＋0.69%,56332,55511,57426,53979,7672,137251
2018/08/06,56037,56725,56037,56627,▲590,＋1.05%,55919,55496,57348,53933,1441,139684
2018/08/03,56037,56037,55643,56037,▼98,－0.18%,55584,55511,57277,53890,1840,139746
2018/08/02,55742,56135,55349,56135,▲295,＋0.53%,55427,55555,57220,53853,2378,140029
2018/08/01,54955,55840,54857,55840,▲885,＋1.61%,55093,55580,57162,53813,1254,140281
2018/07/31,54955,55152,54562,54955,0.0,0.00%,54818,55663,57098,53786,1122,140495
2018/07/30,55054,55349,54267,54955,▼295,－0.53%,54641,55727,57048,53772,1341,140937
2018/07/27,54464,55349,54071,55250,▲786,＋1.44%,54582,55781,56987,53753,2406,141316
2018/07/26,54562,54955,54169,54464,0.0,0.00%,54582,55870,56921,53731,844,141527
2018/07/25,54071,54857,53776,54464,▲393,＋0.73%,54877,56022,56856,53720,1413,141747
2018/07/24,54169,54464,53874,54071,▼590,－1.08%,55113,56179,56789,53726,2831,141817
2018/07/23,55250,55447,53677,54660,▼590,－1.07%,55388,56440,56730,53741,6553,142096
2018/07/20,55742,56037,54759,55250,▼688,－1.23%,55525,56671,56649,53728,2723,143230
2018/07/19,55250,56135,55250,55938,▲295,＋0.53%,55643,56848,56548,53701,1571,144292
2018/07/18,55250,56332,55054,55643,▲197,＋0.35%,55663,57020,56436,53672,2127,144440
2018/07/17,55643,55643,55054,55447,▲98,＋0.18%,55781,57207,56332,53648,1682,144923
2018/07/16,56037,56037,55054,55349,▼492,－0.88%,56037,57379,56228,53623,3822,144642
2018/07/13,56037,56037,55349,55840,▼197,－0.35%,56351,57536,56128,53600,1529,144550
2018/07/12,56037,56528,55152,56037,▼197,－0.35%,56568,57737,56019,53576,2385,144908
2018/07/11,56725,56823,55840,56233,▼492,－0.87%,56686,58003,55907,53547,1557,145112
2018/07/10,56921,56921,55938,56725,▼197,－0.35%,56941,58268,55791,53517,2841,145458
2018/07/09,56823,57216,56037,56921,0.0,0.00%,56843,58494,55668,53486,1814,146614
2018/07/06,56725,57118,56332,56921,▲295,＋0.52%,56666,58711,55539,53451,2406,147355
2018/07/05,57708,57806,56528,56627,▼885,－1.54%,56686,58961,55414,53417,3485,147973
2018/07/04,56528,57511,56332,57511,▲1278,＋2.27%,56863,59183,55294,53385,4781,149128
2018/07/03,56135,56528,55938,56233,▲197,＋0.35%,56882,59355,55162,53348,5810,149212
2018/07/02,57315,57413,56037,56037,▼983,－1.72%,57492,59527,55050,53321,3138,146240
2018/06/29,57708,58003,56823,57020,▼492,－0.85%,58141,59723,54941,53294,2189,146626
2018/06/28,57806,57806,57315,57511,▼98,－0.17%,58494,59836,54818,53259,2489,146757
2018/06/27,59281,59281,57413,57610,▼1671,－2.82%,58868,60004,54683,53219,8865,145137
2018/06/26,58986,59674,58494,59281,0.0,0.00%,59222,60190,54547,53179,2343,144142
2018/06/25,58986,59478,58789,59281,▲492,＋0.84%,59143,60171,54385,53126,3956,144741
2018/06/22,59379,59379,57020,58789,▼590,－0.99%,58986,60190,54223,53067,6361,142139
2018/06/21,59379,59478,58789,59379,0.0,0.00%,59202,60230,54082,53008,3399,141017
2018/06/20,58888,59379,58494,59379,▲492,＋0.83%,59596,60249,53933,52947,2596,139504
2018/06/19,58593,59478,58494,58888,▲393,＋0.67%,60028,60087,53782,52885,6293,138837
2018/06/18,58986,59871,54267,58494,▼1376,－2.30%,60500,59930,53640,52829,31966,135730
2018/06/15,61247,61247,59478,59871,▼1475,－2.40%,61051,59679,53507,52774,8661,133675
2018/06/14,61542,61837,60657,61345,▼197,－0.32%,61463,59389,53353,52710,10311,133586
2018/06/12,61247,61640,60952,61542,▲295,＋0.48%,61404,58957,53173,52631,6063,131349
2018/06/11,61149,61542,60952,61247,0.0,0.00%,61286,58499,52987,52552,4391,129183
2018/06/08,62329,62722,60854,61247,▼688,－1.11%,60972,58052,52815,52476,10072,127081
2018/06/07,61051,62525,60952,61935,▲885,＋1.45%,60716,57610,52647,52400,16852,126968
2018/06/05,61051,61149,60461,61051,▲98,＋0.16%,60185,57143,52463,52320,6102,124303
2018/06/04,59674,61051,59576,60952,▲1278,＋2.14%,60146,56725,52294,52247,8841,122945
2018/06/01,60362,60657,59576,59674,▼295,－0.49%,60225,56278,52129,52175,7559,120227
2018/05/31,59772,60461,59183,59969,▲688,＋1.16%,60067,55889,51985,52112,8907,120062
2018/05/30,60854,60854,58986,59281,▼1573,－2.58%,60008,55457,51837,52049,10060,119272
2018/05/29,61542,61542,60559,60854,▼492,－0.80%,60067,55059,51703,51989,6233,117374
2018/05/28,59183,61739,58986,61345,▲2458,＋4.17%,59851,54542,51542,51918,21697,117737
2018/05/25,58396,59576,58101,58888,▼786,－1.32%,58809,53997,51369,51842,9441,116379
2018/05/24,59576,60362,59183,59674,▲98,＋0.17%,58180,53579,51242,51787,15315,114661
2018/05/23,59871,60166,58494,59576,▼197,－0.33%,56941,53087,51102,51726,16455,112408
2018/05/21,56823,59871,56725,59772,▲3637,＋6.48%,55840,52566,50966,51666,37133,110470
2018/05/18,55938,56430,55447,56135,▲393,＋0.71%,54424,52040,50830,51606,6442,108474
2018/05/17,53481,56823,53284,55742,▲2261,＋4.23%,53677,51701,50746,51576,22374,106946
2018/05/16,54169,54660,53284,53481,▼590,－1.09%,52989,51377,50669,51550,14802,105573
2018/05/15,52792,54464,52498,54071,▲1376,＋2.61%,52773,51170,50633,51542,20235,104335
2018/05/14,52498,53874,52203,52694,▲295,＋0.56%,52478,50929,50582,51530,12937,100963
2018/05/11,52203,52989,52006,52399,▲98,＋0.19%,52478,50762,50551,51529,9589,100416
2018/05/10,52498,52694,51908,52301,▼98,－0.19%,52399,50605,50531,51534,7349,97464
2018/05/09,52989,52989,52006,52399,▼197,－0.37%,52321,50458,50518,51536,6665,95220
2018/05/08,52694,53579,52596,52596,▼98,－0.19%,52104,50295,50503,51537,7872,94365
2018/05/04,52104,53874,52006,52694,▲688,＋1.32%,51849,50138,50485,51540,8273,94243
2018/05/03,51809,52006,51613,52006,▲98,＋0.19%,51416,49976,50464,51543,2123,93671
2018/05/02,51416,52498,51318,51908,▲590,＋1.15%,51102,49853,50474,51558,9737,93304
2018/04/30,51416,51613,50925,51318,0.0,0.00%,50826,49735,50497,51574,1239,94187
2018/04/27,50531,51711,50531,51318,▲786,＋1.56%,50531,49642,50518,51594,5896,93860
2018/04/26,50433,51121,50433,50531,▲98,＋0.19%,50099,49558,50541,51615,7712,92901
2018/04/25,50433,50826,50335,50433,▼98,－0.19%,49843,49504,50584,51638,3035,92047
2018/04/24,49745,50630,49745,50531,▲688,＋1.38%,49627,49455,50662,51665,5888,91432
2018/04/23,49155,50138,49106,49843,▲688,＋1.40%,49371,49406,50753,51691,9866,90122
2018/04/20,49253,49352,49106,49155,▼98,－0.20%,49273,49391,50807,51726,1652,89433
2018/04/19,49253,49352,49155,49253,▼98,－0.20%,49293,49450,50854,51766,3799,85914
2018/04/18,49352,49450,49106,49352,▲98,＋0.20%,49312,49509,50908,51804,3430,88231
2018/04/17,49352,49450,49155,49253,▼98,－0.20%,49293,49558,50964,51843,624,89929
2018/04/16,49450,49450,49106,49352,▲98,＋0.20%,49312,49612,51018,51882,3313,90014
2018/04/13,49450,49450,49155,49253,▼98,－0.20%,49273,49671,51072,51922,1422,89103
2018/04/12,49253,49647,49106,49352,▲98,＋0.20%,49312,49740,51133,51966,8978,89099
2018/04/11,49352,49745,49106,49253,▼98,－0.20%,49332,49799,51187,52005,10249,88083
2018/04/10,49253,49352,49106,49352,▲197,＋0.40%,49391,49858,51242,52048,3075,87470
2018/04/09,49352,49450,49155,49155,▼295,－0.60%,49430,49937,51303,52091,940,85718
2018/04/06,49352,49450,49155,49450,0.0,0.00%,49489,50035,51364,52140,987,86125
2018/04/05,49450,49450,49155,49450,▼98,－0.20%,49529,50109,51419,52184,1790,86217
2018/04/04,49548,49941,49057,49548,0.0,0.00%,49529,50182,51475,52230,2590,86218
2018/04/03,49253,49647,49008,49548,▲98,＋0.20%,49509,50256,51534,52276,2104,86343
2018/04/02,49548,49843,49106,49450,▼197,－0.40%,49509,50330,51591,52322,2683,86689
2018/03/30,49352,49745,49253,49647,▲197,＋0.40%,49529,50413,51647,52365,1797,86738
2018/03/29,49548,50040,49352,49450,0.0,0.00%,49666,50492,51700,52412,2120,86492
2018/03/28,49352,49647,49106,49450,▼98,－0.20%,49863,50580,51755,52459,3853,86367
2018/03/27,49647,50138,49155,49548,0.0,0.00%,50040,50654,51811,52508,2560,86115
2018/03/26,49941,50138,49450,49548,▼786,－1.56%,50197,50743,51867,52556,3965,86105
2018/03/23,50433,50531,49548,50335,▼98,－0.19%,50394,50826,51911,52606,3330,86427
2018/03/22,50433,50630,49745,50433,▲98,＋0.20%,50453,50880,51934,52650,1989,86853
2018/03/21,50630,50728,50236,50335,0.0,0.00%,50472,50939,51961,52693,706,87036
2018/03/20,50531,51416,50236,50335,▼197,－0.39%,50492,50979,51989,52742,1276,87082
2018/03/19,50630,50728,50236,50531,▼98,－0.19%,50610,51018,52018,52790,857,87067
2018/03/16,50531,50826,50335,50630,▲98,＋0.19%,50728,51057,52042,52830,3088,87069
2018/03/15,50531,50728,50335,50531,▲98,＋0.19%,50787,51077,52066,52875,1539,86338
2018/03/14,50826,51023,50138,50433,▼492,－0.97%,50866,51092,52090,52924,6982,86379
2018/03/13,51023,51023,50630,50925,▼197,－0.38%,50984,51131,52118,52973,1253,86642
2018/03/12,50826,51416,50433,51121,▲197,＋0.39%,51003,51161,52137,53018,2563,86814
2018/03/09,50826,50925,50335,50925,0.0,0.00%,51003,51180,52154,53060,2063,86641
2018/03/08,51023,51121,50630,50925,▼98,－0.19%,51062,51210,52177,53104,1941,86822
2018/03/07,50925,51613,50630,51023,0.0,0.00%,51121,51234,52200,53144,1201,86886
2018/03/06,51121,51121,50433,51023,▼98,－0.19%,51102,51313,52221,53185,1333,86839
2018/03/05,51220,52399,50728,51121,▼98,－0.19%,51161,51426,52240,53228,3005,87096
2018/03/02,51220,51220,50433,51220,0.0,0.00%,51180,51500,52261,53272,4227,86555
2018/02/28,51121,51514,50925,51220,▲295,＋0.58%,51220,51573,52276,53315,3521,86712
2018/02/27,51416,51514,50925,50925,▼393,－0.77%,51298,51667,52294,53357,1729,86789
2018/02/26,51121,51416,51023,51318,▲98,＋0.19%,51337,51878,52316,53416,1699,86398
2018/02/23,51416,51711,51220,51220,▼197,－0.38%,51298,52109,52332,53456,2610,85419
2018/02/22,51416,51809,51121,51416,▼197,－0.38%,51318,52203,52350,53505,5545,84378
2018/02/21,51121,52989,50925,51613,▲492,＋0.96%,51239,52232,52367,53552,4609,83327
2018/02/20,50925,51809,50826,51121,0.0,0.00%,51082,52276,52382,53591,2366,82303
2018/02/19,51121,51613,50826,51121,▼197,－0.38%,51102,52355,52406,53631,1021,82528
2018/02/14,51023,51908,50728,51318,▲295,＋0.58%,51180,52424,52431,53666,890,82713
2018/02/13,51023,51023,50630,51023,▲197,＋0.39%,51220,52488,52450,53706,2222,83201
2018/02/12,51416,51711,50630,50826,▼393,－0.77%,51318,52581,52478,53748,11197,83138
2018/02/09,51220,52104,50826,51220,▼295,－0.57%,51436,52670,52508,53786,1957,82541
2018/02/08,51416,51908,51121,51514,0.0,0.00%,51711,52738,52536,53820,4391,82955
2018/02/07,51613,53972,51121,51514,0.0,0.00%,52065,52812,52554,53855,7125,83274
2018/02/06,50826,51613,50236,51514,▲98,＋0.19%,52281,52876,52570,53893,7094,82503
2018/02/05,52301,52596,51023,51416,▼1180,－2.24%,52517,52940,52595,53930,14011,83270
2018/02/02,53284,53284,52203,52596,▼688,－1.29%,52851,53009,52622,53966,4990,83032
2018/02/01,52399,53284,52399,53284,▲688,＋1.31%,53363,53033,52642,53994,4016,82532
2018/01/31,52399,52989,52104,52596,▼98,－0.19%,53894,53019,52651,54016,5676,81035
2018/01/30,53186,53382,51908,52694,▼393,－0.74%,53992,53028,52669,54042,11890,80460
2018/01/29,55054,55054,52989,53087,▼2065,－3.74%,53854,53033,52688,54072,14266,79796
2018/01/26,56528,56725,54759,55152,▼786,－1.41%,53736,53019,52692,54094,8120,79505
2018/01/25,54071,55938,53087,55938,▲2851,＋5.37%,53245,52901,52668,54103,22612,78833
2018/01/24,51416,53284,51318,53087,▲1081,＋2.08%,52557,52748,52630,54107,9030,78205
2018/01/23,52104,52498,50826,52006,▼492,－0.94%,52458,52704,52645,54132,10250,78069
2018/01/22,52596,52694,51023,52498,▼197,－0.37%,52635,52690,52677,54176,5121,77723
2018/01/19,52301,52694,52203,52694,▲197,＋0.37%,52655,52666,52700,54217,1406,77492
2018/01/18,52399,52694,52006,52498,▼98,－0.19%,52635,52633,52722,54256,1107,77459
2018/01/17,52989,52989,51908,52596,▼295,－0.56%,52733,52613,52745,54300,2834,77483
2018/01/16,53087,53087,52104,52891,▲295,＋0.56%,52773,52580,52773,54337,882,77817
2018/01/15,52498,52596,51613,52596,0.0,0.00%,52753,52541,52800,54373,2714,77826
2018/01/12,52989,52989,52006,52596,▼393,－0.74%,52792,52507,52823,54410,3118,77855
2018/01/11,53481,53481,52301,52989,▲197,＋0.37%,52891,52483,52853,54449,2452,77856
2018/01/10,53087,53087,52203,52792,0.0,0.00%,52891,52439,52879,54486,1264,77978
2018/01/09,52891,52891,52498,52792,0.0,0.00%,52891,52406,52916,54527,597,78206
2018/01/08,53087,53087,52104,52792,▼295,－0.56%,52891,52381,52948,54569,1555,78297
2018/01/05,52989,53284,52694,53087,▲98,＋0.19%,52891,52357,52985,54609,2213,78426
2018/01/04,52498,52989,52498,52989,▲197,＋0.37%,52832,52318,53017,54650,1600,78165
2018/01/03,52989,52989,52498,52792,0.0,0.00%,52812,52274,53053,54688,531,77877
2018/01/02,52596,52792,52399,52792,0.0,0.00%,52695,52255,53083,54730,466,77879
2017/12/28,52694,52989,52498,52792,0.0,0.00%,52483,52221,53125,54774,2055,77966
2017/12/27,53087,53186,52596,52792,▼96,－0.18%,52328,52197,53162,54817,442,80416
2017/12/26,52211,53178,52211,52888,▲677,＋1.30%,52173,52168,53204,54862,2899,80283
2017/12/22,51535,52211,51535,52211,▲483,＋0.93%,52018,52139,53246,54903,976,80053
2017/12/21,51825,51825,51245,51728,▼290,－0.56%,51960,52144,53301,54953,2445,80089
2017/12/20,52018,52018,51535,52018,0.0,0.00%,52037,52178,53365,55011,741,80153
2017/12/19,52115,52211,51825,52018,▼97,－0.19%,52018,52202,53425,55061,3121,80205
2017/12/18,51825,52115,51728,52115,▲193,＋0.37%,52037,52231,53496,55117,1226,79980
2017/12/15,51921,52115,51631,51921,▼193,－0.37%,52037,52255,53562,55172,3827,80185
2017/12/14,51921,52115,51728,52115,▲193,＋0.37%,52076,52284,53618,55227,630,77643
2017/12/13,52211,52211,51535,51921,▼193,－0.37%,52115,52313,53684,55283,1829,77425
2017/12/12,52211,52211,51728,52115,0.0,0.00%,52192,52347,53758,55338,1785,77480
2017/12/11,52115,52308,51728,52115,0.0,0.00%,52231,52385,53829,55392,1416,77432
2017/12/08,52308,52308,51921,52115,▼193,－0.37%,52231,52410,53899,55448,1050,76798
2017/12/07,52211,52405,52018,52308,0.0,0.00%,52289,52429,53966,55508,1060,76888
2017/12/06,52308,52695,52211,52308,0.0,0.00%,52250,52463,54031,55564,1457,76509
2017/12/05,52018,52405,52018,52308,▲193,＋0.37%,52250,52502,54089,55625,1857,75909
2017/12/04,52405,52405,51921,52115,▼290,－0.55%,52231,52574,54148,55689,4405,75056
2017/12/01,52211,52502,51728,52405,▲290,＋0.56%,52269,52661,54216,55745,4033,75003
2017/11/30,52211,52888,52115,52115,▼193,－0.37%,52250,52724,54284,55804,2534,74691
2017/11/29,52405,52502,52018,52308,▲97,＋0.19%,52308,52811,54355,55854,1161,74173
2017/11/28,52308,52308,51921,52211,▼97,－0.18%,52347,52859,54421,55898,2209,73908
2017/11/27,52405,52598,51535,52308,0.0,0.00%,52424,52937,54516,55938,2952,73592
2017/11/24,51921,52308,51535,52308,▼97,－0.18%,52482,53004,54580,55976,2653,72861
2017/11/23,52211,52502,51921,52405,▼97,－0.18%,52521,53086,54659,56015,2649,72352
2017/11/22,52888,52888,52308,52502,▼97,－0.18%,52579,53164,54737,56048,666,72363
2017/11/21,52598,52695,52405,52598,0.0,0.00%,52598,53232,54801,56081,1593,72375
2017/11/20,53082,53082,52405,52598,▲97,＋0.18%,52656,53304,54856,56112,426,72375
2017/11/17,52405,52888,52405,52502,▼193,－0.37%,52656,53367,54901,56142,1203,72279
