[일시]한화케미칼,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2009/12/10,13850,13950,13500,13850,▲100,＋0.73%,13570,12658,12233,12473,1721390,27570462
2009/12/09,13050,13750,13050,13750,▲500,＋3.77%,13490,12533,12219,12446,1828954,27489108
2009/12/08,13400,13500,13000,13250,▼150,－1.12%,13330,12428,12211,12423,881429,27454301
2009/12/07,13700,13700,13300,13400,▼200,－1.47%,13250,12340,12213,12407,1142150,27456061
2009/12/04,13400,13650,13350,13600,▲150,＋1.12%,13020,12253,12207,12386,1619041,27453581
2009/12/03,13200,13450,13050,13450,▲500,＋3.86%,12700,12158,12191,12365,1794758,27304969
2009/12/02,13150,13550,12950,12950,▲100,＋0.78%,12560,12050,12169,12343,3661551,27065969
2009/12/01,12350,12850,11750,12850,▲600,＋4.90%,12530,11978,12171,12327,1914286,27075649
2009/11/30,12350,12450,12250,12250,▲250,＋2.08%,12460,11900,12178,12313,859648,27024329
2009/11/27,12450,12550,11900,12000,▼750,－5.88%,12490,11858,12196,12308,1252152,26958366
2009/11/26,12850,12850,12650,12750,▼50,－0.39%,12560,11823,12205,12306,579783,26997216
2009/11/25,12700,12900,12600,12800,▲300,＋2.40%,12460,11738,12203,12295,1607634,26928496
2009/11/24,12400,12700,12400,12500,▲100,＋0.81%,12250,11660,12206,12280,1200312,27055656
2009/11/23,12500,12550,12300,12400,▲50,＋0.40%,12060,11615,12214,12267,797965,26907866
2009/11/20,12250,12500,12150,12350,▲100,＋0.82%,11930,11590,12221,12254,1011303,26957297
2009/11/19,11750,12300,11750,12250,▲500,＋4.26%,11800,11555,12233,12239,1911122,26905827
2009/11/18,11550,11750,11550,11750,▲200,＋1.73%,11620,11525,12248,12228,503837,26601907
2009/11/17,11800,11850,11500,11550,▼200,－1.70%,11600,11530,12260,12220,681584,26578427
2009/11/16,11750,11800,11500,11750,▲50,＋0.43%,11590,11535,12283,12212,739761,26596947
2009/11/13,11450,11800,11400,11700,▲350,＋3.08%,11570,11525,12301,12200,1349996,26758866
2009/11/12,11700,11700,11350,11350,▼300,－2.58%,11570,11530,12323,12188,804489,26686856
2009/11/11,11550,11650,11450,11650,▲150,＋1.30%,11560,11573,12340,12187,343145,26895056
2009/11/10,11850,11900,11500,11500,▼150,－1.29%,11530,11590,12358,12183,750823,26873786
2009/11/09,11750,11950,11650,11650,▼50,－0.43%,11490,11605,12377,12182,775620,26915306
2009/11/06,11500,11900,11450,11700,▲400,＋3.54%,11440,11628,12404,12175,787618,26882606
2009/11/05,11450,11450,11200,11300,▼200,－1.74%,11360,11650,12429,12166,476295,26677038
2009/11/04,11350,11500,11300,11500,▲200,＋1.77%,11310,11685,12463,12163,456361,26482398
2009/11/03,11500,11500,11250,11300,▼100,－0.88%,11260,11710,12501,12160,390459,26387088
2009/11/02,11000,11400,10950,11400,▲100,＋0.88%,11320,11740,12546,12157,690404,26328308
2009/10/30,11200,11450,11100,11300,▲250,＋2.26%,11420,11760,12592,12156,693521,26110598
2009/10/29,11000,11200,10800,11050,▼200,－1.78%,11490,11798,12638,12153,854918,25887308
2009/10/28,11700,11700,11200,11250,▼350,－3.02%,11610,11885,12691,12153,1054227,25793528
2009/10/27,11800,11800,11500,11600,▼300,－2.52%,11730,11965,12734,12153,852208,25758538
2009/10/26,11700,11950,11650,11900,▲250,＋2.15%,11740,12020,12780,12155,841223,25785118
2009/10/23,11750,11850,11550,11650,0.0,0.00%,11670,12053,12817,12155,825596,25804608
2009/10/22,11700,11800,11450,11650,▼200,－1.69%,11700,12105,12844,12158,759981,25830958
2009/10/21,11600,12000,11550,11850,▲200,＋1.72%,11810,12170,12868,12160,1069341,25973258
2009/10/20,11650,11750,11550,11650,▲100,＋0.87%,11840,12248,12892,12158,626138,25904767
2009/10/19,11700,11700,11350,11550,▼250,－2.12%,11870,12335,12922,12157,1337397,25867977
2009/10/16,12200,12300,11800,11800,▼400,－3.28%,11980,12440,12943,12151,1025116,25876227
2009/10/15,12150,12300,12050,12200,▲200,＋1.67%,12050,12510,12963,12138,725147,25824550
2009/10/14,11850,12000,11850,12000,▲200,＋1.69%,12010,12553,12981,12128,553565,25758663
2009/10/13,12100,12100,11650,11800,▼300,－2.48%,12010,12615,13007,12123,980435,25692783
2009/10/12,12300,12350,12050,12100,▼50,－0.41%,12030,12693,13035,12123,709030,25723441
2009/10/09,12100,12200,11950,12150,▲150,＋1.25%,11970,12740,13038,12122,1080645,25838841
2009/10/08,12000,12100,11850,12000,0.0,0.00%,11950,12765,13038,12118,852437,25593191
2009/10/07,12100,12200,12000,12000,▲100,＋0.84%,12110,12773,13042,12110,546072,25658293
2009/10/06,12000,12150,11800,11900,▲100,＋0.85%,12280,12825,13037,12101,764231,25619286
2009/10/05,11800,12050,11600,11800,▼250,－2.07%,12440,12895,13032,12098,1014663,25481896
2009/10/01,12900,12900,11650,12050,▼750,－5.86%,12590,12970,13038,12097,2137489,25397666
2009/09/30,12950,13100,12500,12800,▼50,－0.39%,12720,12995,13037,12097,1150930,25572416
2009/09/29,12900,13000,12700,12850,▲150,＋1.18%,12750,12985,13020,12097,1024732,25539776
2009/09/28,12600,12800,12500,12700,▲150,＋1.20%,12860,12993,13009,12091,836106,25399446
2009/09/25,12650,12700,12300,12550,▼150,－1.18%,13000,13008,12991,12076,1103542,25329856
2009/09/24,12850,13250,12500,12700,▼250,－1.93%,13220,13020,12975,12056,1550966,25147672
2009/09/23,13500,13550,12750,12950,▼450,－3.36%,13320,13040,12947,12032,1735615,24988742
2009/09/22,13400,13750,13300,13400,0.0,0.00%,13340,13048,12906,12006,1444965,25002398
2009/09/21,13750,13850,13350,13400,▼250,－1.83%,13310,13003,12857,11976,1544898,24968238
2009/09/18,13200,13650,13150,13650,▲450,＋3.41%,13300,12978,12808,11946,2672924,24987868
2009/09/17,13250,13400,13100,13200,▲150,＋1.15%,13180,12938,12754,11911,1655897,24324968
2009/09/16,13350,13650,13050,13050,▼200,－1.51%,13070,12928,12713,11879,2068997,24176458
2009/09/15,13550,13650,13100,13250,▼100,－0.75%,12890,12895,12673,11849,1504314,24050018
2009/09/14,13350,13750,13250,13350,▲300,＋2.30%,12850,12868,12634,11815,2878535,24069218
2009/09/11,13200,13700,13050,13050,▲400,＋3.16%,12840,12833,12601,11780,5551907,23824228
2009/09/10,12300,13200,11850,12650,▲500,＋4.12%,12890,12845,12566,11749,4921813,23626600
2009/09/09,13200,13200,11100,12150,▼900,－6.90%,12870,12873,12538,11716,5719272,23923808
2009/09/08,13400,13450,13000,13050,▼250,－1.88%,12960,12930,12518,11685,1728185,24335918
2009/09/07,13200,13550,13050,13300,0.0,0.00%,12950,12968,12483,11641,2307115,24360888
2009/09/04,12800,13300,12750,13300,▲750,＋5.98%,12890,13003,12447,11595,3193032,24422448
2009/09/03,12650,12750,12500,12550,▼50,－0.40%,12790,13045,12421,11551,954889,24017502
2009/09/02,12700,12800,12500,12600,▼400,－3.08%,12900,13123,12407,11513,1830772,24005176
2009/09/01,12950,13050,12700,13000,0.0,0.00%,13000,13203,12388,11472,1027685,23756579
2009/08/31,12900,13000,12600,13000,▲200,＋1.56%,12900,13245,12353,11426,1222838,23771624
2009/08/28,13250,13250,12750,12800,▼300,－2.29%,12880,13313,12320,11376,1050146,23535797
2009/08/27,13100,13300,12800,13100,0.0,0.00%,12890,13378,12287,11328,1528478,23576847
2009/08/26,12600,13150,12600,13100,▲600,＋4.80%,12870,13388,12245,11274,2290291,23646347
2009/08/25,12900,12950,12500,12500,▼400,－3.10%,12730,13385,12209,11216,1613604,23809557
2009/08/24,13100,13150,12800,12900,▲50,＋0.39%,12770,13425,12179,11163,1343700,23793117
2009/08/21,13100,13350,12750,12850,▼150,－1.15%,12720,13453,12142,11104,2045098,23843713
2009/08/20,12650,13100,12450,13000,▲600,＋4.84%,12810,13450,12099,11047,1625329,24103401
2009/08/19,12800,12900,12300,12400,▼300,－2.36%,12850,13453,12054,10988,1952235,24085338
2009/08/18,12400,13050,12300,12700,▲50,＋0.40%,13030,13495,12034,10937,2185409,23896468
2009/08/17,13350,13350,12650,12650,▼650,－4.89%,13250,13538,12008,10889,1847069,23917318
2009/08/14,13350,13650,13300,13300,▲100,＋0.76%,13520,13580,11988,10839,2284845,23952406
2009/08/13,13400,13500,13050,13200,▼100,－0.75%,13690,13528,11946,10788,2938595,23673256
2009/08/12,13750,13800,13250,13300,▼500,－3.62%,13870,13478,11903,10738,3297594,23703086
2009/08/11,13900,14350,13800,13800,▼200,－1.43%,14050,13423,11864,10692,3387744,23761544
2009/08/10,14250,14250,13850,14000,▼150,－1.06%,14060,13318,11819,10644,2196315,23840749
2009/08/07,14000,14200,13800,14150,▲50,＋0.35%,14130,13198,11768,10597,1559744,23866349
2009/08/06,14200,14550,13900,14100,▼100,－0.70%,14120,13098,11721,10548,2164482,23772289
2009/08/05,14000,14500,13600,14200,▲350,＋2.53%,13960,12993,11667,10495,4172428,23653900
2009/08/04,14500,14550,13850,13850,▼500,－3.48%,13730,12873,11615,10441,4098406,23375676
2009/08/03,14300,14500,14100,14350,▲250,＋1.77%,13620,12790,11573,10388,3914744,23454706
2009/07/31,13450,14150,13350,14100,▲800,＋6.02%,13440,12653,11531,10329,6436544,23571716
2009/07/30,12950,13300,12750,13300,▲250,＋1.92%,13180,12528,11494,10274,2154992,22974076
2009/07/29,13350,13400,12850,13050,▼250,－1.88%,13130,12413,11472,10225,2520574,22990964
2009/07/28,13450,13500,13150,13300,▼150,－1.12%,13170,12285,11452,10180,2143863,23179544
2009/07/27,12850,13550,12800,13450,▲650,＋5.08%,13220,12143,11425,10132,4726185,23152964
2009/07/24,13200,13300,12700,12800,▼250,－1.92%,13230,11993,11393,10079,2935415,23302274
2009/07/23,13150,13250,12800,13050,▼200,－1.51%,13120,11875,11359,10035,3136837,23464344
2009/07/22,13650,13650,13100,13250,▼300,－2.21%,12950,11760,11313,9987,3257574,23557353
2009/07/21,13850,14000,13200,13550,▲50,＋0.37%,12740,11628,11276,9937,5884463,23524325
2009/07/20,12450,13500,12400,13500,▲1250,＋10.20%,12370,11498,11239,9886,7682205,23799412
2009/07/17,12350,12400,12100,12250,▲50,＋0.41%,11990,11390,11212,9835,1651775,22975162
2009/07/16,12450,12500,12050,12200,0.0,0.00%,11970,11325,11207,9795,2200527,22929982
2009/07/15,11900,12200,11900,12200,▲500,＋4.27%,11930,11265,11197,9755,2249885,23115592
2009/07/14,11950,12000,11500,11700,▲100,＋0.86%,11850,11200,11179,9718,2188382,23014480
2009/07/13,12250,12450,11500,11600,▼550,－4.53%,11950,11165,11165,9682,4429210,23095509
2009/07/10,12100,12350,11750,12150,▲150,＋1.25%,11950,11140,11163,9650,2894618,23074439
2009/07/09,11750,12000,11400,12000,▲200,＋1.69%,11840,11120,11157,9614,2956707,23142879
2009/07/08,12100,12200,11600,11800,▼400,－3.28%,11640,11105,11158,9577,4690083,23058619
2009/07/07,11750,12200,11500,12200,▲600,＋5.17%,11380,11090,11174,9536,4308235,23366598
2009/07/06,11850,11900,11600,11600,0.0,0.00%,11030,11025,11173,9496,2490910,23286848
2009/07/03,10850,11600,10850,11600,▲600,＋5.45%,10800,10995,11161,9459,3698051,23124638
2009/07/02,10600,11100,10550,11000,▲500,＋4.76%,10570,10955,11138,9421,2181639,22831540
2009/07/01,10400,10550,10350,10500,▲50,＋0.48%,10520,10935,11117,9389,1318757,22570509
2009/06/30,10600,10600,10400,10450,0.0,0.00%,10540,10958,11107,9362,1529996,22762281
2009/06/29,10550,10700,10450,10450,0.0,0.00%,10640,10970,11095,9335,1058177,22585606
2009/06/26,10850,10900,10450,10450,▼300,－2.79%,10820,10980,11084,9308,1393859,22533656
2009/06/25,10650,10800,10400,10750,▲150,＋1.42%,10920,10973,11067,9281,1764080,22747606
2009/06/24,11000,11050,10400,10600,▼350,－3.20%,10970,10950,11044,9249,1642862,23018016
2009/06/23,11050,11050,10700,10950,▼400,－3.52%,11030,10980,11025,9210,1626274,23169246
2009/06/22,10900,11350,10900,11350,▲400,＋3.65%,11040,10988,10995,9170,1420162,23191066
2009/06/19,11200,11250,10750,10950,▼50,－0.45%,10990,10993,10960,9131,1420561,22897896
2009/06/18,11000,11350,10850,11000,▲100,＋0.92%,11150,10985,10932,9095,1587760,23034726
2009/06/17,10900,11000,10850,10900,▼100,－0.91%,11290,10965,10894,9061,916148,23010866
2009/06/16,10850,11050,10800,11000,▼100,－0.90%,11410,10970,10852,9029,1404108,22978806
2009/06/15,11650,11700,11000,11100,▼650,－5.53%,11390,10975,10798,8996,4377568,22844732
2009/06/12,11750,11800,11450,11750,▲50,＋0.43%,11370,10965,10743,8959,2329707,22816092
2009/06/11,11500,11800,11350,11700,▲200,＋1.74%,11180,10945,10680,8919,3595833,22619332
2009/06/10,11100,11500,11000,11500,▲600,＋5.50%,10960,10903,10619,8876,3657016,22219422
2009/06/09,11150,11300,10750,10900,▼100,－0.91%,10850,10883,10556,8836,1808086,22112756
2009/06/08,10850,11250,10800,11000,▲200,＋1.85%,10810,10903,10498,8795,1692551,22014216
2009/06/05,10900,11000,10550,10800,▲200,＋1.89%,10740,10945,10431,8758,1298225,21951456
2009/06/04,10950,11300,10600,10600,▼350,－3.20%,10640,11000,10369,8723,2003386,21947291
2009/06/03,10900,10950,10650,10950,▲250,＋2.34%,10580,11068,10303,8686,1410006,21918111
2009/06/02,10950,11100,10700,10700,▲50,＋0.47%,10630,11113,10223,8648,2336927,21780291
2009/06/01,10400,10650,10350,10650,▲350,＋3.40%,10710,11163,10147,8605,1777272,21579811
2009/05/29,10400,10500,10250,10300,0.0,0.00%,10870,11205,10067,8559,1990483,21545921
2009/05/28,10950,11150,10000,10300,▼900,－8.04%,10970,11230,9996,8514,6784008,21558432
2009/05/27,11550,11850,11150,11200,▲100,＋0.90%,11030,11230,9921,8467,5849780,21411800
2009/05/26,11650,11800,11050,11100,▼350,－3.06%,10990,11220,9840,8415,4547025,21394280
2009/05/25,11000,11450,10000,11450,▲650,＋6.02%,10990,11233,9770,8364,4553683,21179160
2009/05/22,10350,11150,10350,10800,▲200,＋1.89%,10880,11253,9690,8309,3442037,21203010
2009/05/21,11000,11050,10550,10600,▼400,－3.64%,10990,11310,9630,8254,2126895,21003430
2009/05/20,11150,11300,10900,11000,▼100,－0.90%,11040,11360,9574,8202,2513316,20960760
2009/05/19,11200,11200,10900,11100,▲200,＋1.83%,11060,11368,9521,8147,3152616,21181030
2009/05/18,11300,11350,10650,10900,▼450,－3.96%,11100,11355,9468,8093,3111045,21169923
2009/05/15,11050,11450,10800,11350,▲500,＋4.61%,11290,11385,9426,8036,3849645,21232993
2009/05/14,10900,11550,10850,10850,▼250,－2.25%,11400,11405,9376,7981,3146203,21481923
2009/05/13,11400,11500,11100,11100,▼200,－1.77%,11620,11465,9323,7932,1781661,21427251
2009/05/12,11550,11750,11300,11300,▼550,－4.64%,11770,11550,9268,7881,2281666,21370421
2009/05/11,12000,12150,11750,11850,▼50,－0.42%,11850,11590,9203,7828,2297830,21298204
2009/05/08,11950,11950,11500,11900,▼50,－0.42%,11780,11543,9128,7772,1819003,21334954
2009/05/07,12150,12350,11700,11950,▲100,＋0.84%,11560,11458,9053,7717,2764539,21217726
2009/05/06,12150,12550,11850,11850,▲150,＋1.28%,11230,11350,8979,7662,4335542,20718706
2009/05/04,11700,11800,11450,11700,▲200,＋1.74%,11060,11250,8908,7609,1885650,21024991
2009/04/30,11000,11850,10900,11500,▲700,＋6.48%,10990,11154,8840,7559,3449628,21096571
2009/04/29,10450,10900,10200,10800,▲500,＋4.85%,11060,11066,8766,7507,1966096,21007900
2009/04/28,11000,11250,10250,10300,▼700,－6.36%,11290,11000,8711,7468,2742290,20976400
2009/04/27,11500,11650,11000,11000,▼350,－3.08%,11550,10952,8660,7436,1739962,20867910
2009/04/24,11800,11850,11200,11350,▼500,－4.22%,11580,10875,8599,7397,2485862,20858870
2009/04/23,12050,12200,11700,11850,▼100,－0.84%,11480,10765,8532,7348,2880241,20841890
2009/04/22,11750,12100,11450,11950,▲350,＋3.02%,11410,10635,8458,7289,3475727,21141896
2009/04/21,10700,11700,10650,11600,▲450,＋4.04%,11370,10502,8384,7225,3209132,21135104
2009/04/20,10850,11350,10600,11150,▲300,＋2.76%,11460,10356,8313,7167,2659481,21055340
2009/04/17,11650,11700,10650,10850,▼650,－5.65%,11790,10217,8256,7110,4423639,20978540
2009/04/16,12000,12200,11350,11500,▼250,－2.13%,12040,10064,8200,7063,4955000,20862070
2009/04/15,11650,12050,10950,11750,▼300,－2.49%,11920,9878,8137,7018,3186412,21096920
2009/04/14,12700,12900,11850,12050,▼750,－5.86%,11610,9691,8071,6976,4932116,20899510
2009/04/13,12350,13100,12050,12800,▲700,＋5.79%,11158,9489,7997,6934,5031422,20615502
2009/04/10,11300,12500,10700,12100,▲1200,＋11.01%,10570,9235,7898,6884,6688159,19424382
2009/04/09,10300,11100,10150,10900,▲700,＋6.86%,10104,9001,7819,6839,4355707,19420009
2009/04/08,9680,10500,9620,10200,▲410,＋4.19%,9874,8806,7757,6815,3887988,19622489
2009/04/07,9860,9950,9680,9790,▼70,－0.71%,9728,8648,7705,6805,1543079,19683129
2009/04/06,9770,10200,9710,9860,▲90,＋0.92%,9640,8492,7660,6798,3139325,19829489
2009/04/03,9850,9980,9730,9770,▲20,＋0.21%,9558,8306,7617,6793,2208465,19790829
2009/04/02,9600,9990,9520,9750,▲280,＋2.96%,9434,8125,7575,6787,3691456,19830999
2009/04/01,9430,9640,9260,9470,▲120,＋1.28%,9336,7929,7532,6776,2552470,19833509
2009/03/31,9630,9720,9240,9350,▼100,－1.06%,9298,7758,7494,6765,3506086,19943319
2009/03/30,9100,10250,8840,9450,▲300,＋3.28%,9164,7582,7453,6768,10438207,20239660
2009/03/27,9260,9720,8780,9150,▼110,－1.19%,8950,7424,7396,6770,3152295,20237610
2009/03/26,9330,9370,9010,9260,▼20,－0.22%,8676,7314,7346,6780,2503678,20478050
2009/03/25,8700,9650,8680,9280,▲600,＋6.91%,8382,7182,7302,6791,4071581,21049720
2009/03/24,8600,8750,8420,8680,▲300,＋3.58%,8126,7079,7258,6804,2599428,21052360
2009/03/23,7860,8400,7860,8380,▲600,＋7.71%,7994,7007,7229,6822,2436512,20869755
2009/03/20,7770,7950,7610,7780,▼10,－0.13%,7860,6978,7207,6845,1547793,20724915
2009/03/19,8100,8160,7630,7790,▼210,－2.63%,7788,6986,7194,6874,1723464,21035745
2009/03/18,8170,8170,7850,8000,▼20,－0.25%,7630,7016,7176,6901,1664484,20931195
2009/03/17,7900,8160,7750,8020,▲310,＋4.02%,7440,7032,7158,6926,2613158,20552255
2009/03/16,7600,7850,7580,7710,▲290,＋3.91%,7170,7015,7134,6947,2486946,20057587
2009/03/13,7200,7500,7060,7420,▲420,＋6.00%,6856,7018,7115,6971,2760056,19767127
2009/03/12,7140,7330,6840,7000,▼50,－0.71%,6600,7017,7092,6996,2743734,19686217
2009/03/11,6890,7140,6790,7050,▲380,＋5.70%,6366,7036,7084,7024,2652228,19775531
2009/03/10,6070,6840,6060,6670,▲530,＋8.63%,6166,7055,7077,7048,3022412,19540514
2009/03/09,6320,6380,6050,6140,0.0,0.00%,5998,7096,7069,7083,1830694,19395934
2009/03/06,5640,6220,5600,6140,▲310,＋5.32%,6030,7168,7073,7118,2439255,19762084
2009/03/05,6150,6190,5800,5830,▼220,－3.64%,6192,7241,7064,7152,2730524,19694774
2009/03/04,5900,6080,5690,6050,▲220,＋3.77%,6350,7303,7051,7188,2885470,19850794
2009/03/03,5650,5940,5450,5830,▼470,－7.46%,6582,7375,7033,7221,6198658,19880208
2009/03/02,6970,6970,6250,6300,▼650,－9.35%,6866,7446,7013,7253,1881500,19720426
2009/02/27,6590,7050,6550,6950,▲330,＋4.98%,7164,7498,6990,7283,1491224,19892907
2009/02/26,7300,7420,6530,6620,▼590,－8.18%,7364,7518,6957,7308,2590267,19773842
2009/02/25,7500,7730,7200,7210,▼40,－0.55%,7718,7556,6928,7333,2321595,19794262
2009/02/24,7450,7700,7130,7250,▼540,－6.93%,7938,7573,6879,7355,3220031,19664342
2009/02/23,7950,8030,7520,7790,▼160,－2.01%,8024,7576,6830,7381,2604368,19672292
2009/02/20,8320,8460,7710,7950,▼440,－5.24%,8022,7575,6774,7406,2668210,19806942
2009/02/19,8520,8840,8110,8390,▲80,＋0.96%,7912,7549,6717,7432,4655459,19924492
2009/02/18,7700,8310,7600,8310,▲630,＋8.20%,7710,7518,6646,7452,4029288,20288024
2009/02/17,7850,8230,7490,7680,▼100,－1.29%,7532,7490,6586,7475,4190711,20185894
