[일시]코오롱글로벌,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2019/01/30,8010,8200,8010,8130,▲120,＋1.50%,8214,7918,7315,7507,28692,460890
2019/01/29,8130,8130,7870,8010,▼170,－2.08%,8274,7868,7286,7508,46705,457491
2019/01/28,8370,8400,8120,8180,▼190,－2.27%,8318,7824,7252,7512,30908,460796
2019/01/25,8490,8490,8230,8370,▼10,－0.12%,8360,7765,7214,7513,21854,456684
2019/01/24,8500,8500,8270,8380,▼50,－0.59%,8322,7693,7175,7513,19313,453660
2019/01/23,8230,8460,8160,8430,▲200,＋2.43%,8260,7633,7138,7512,23776,462402
2019/01/22,8390,8440,8230,8230,▼160,－1.91%,8220,7575,7102,7508,21554,458711
2019/01/21,8200,8440,8200,8390,▲210,＋2.57%,8176,7522,7071,7505,47386,459822
2019/01/18,8040,8180,8040,8180,▲110,＋1.36%,8098,7462,7043,7501,26014,454936
2019/01/17,8310,8310,8010,8070,▼160,－1.94%,8018,7418,7024,7498,30201,450575
2019/01/16,8170,8770,8150,8230,▲220,＋2.75%,7902,7383,7008,7500,83652,447875
2019/01/15,7930,8070,7930,8010,▲10,＋0.13%,7754,7341,6992,7502,25547,452364
2019/01/14,8090,8150,7900,8000,▲220,＋2.83%,7626,7310,6980,7505,99153,448721
2019/01/11,7410,7830,7410,7780,▲290,＋3.87%,7476,7278,6968,7510,57136,456011
2019/01/10,7580,7580,7400,7490,0.0,0.00%,7344,7253,6959,7516,17701,454345
2019/01/09,7470,7520,7430,7490,▲120,＋1.63%,7296,7261,6957,7525,27130,457486
2019/01/08,7250,7420,7230,7370,▲120,＋1.66%,7222,7273,6952,7533,30775,456781
2019/01/07,7280,7320,7130,7250,▲130,＋1.83%,7174,7271,6946,7543,29372,454445
2019/01/04,7160,7170,7070,7120,▼130,－1.79%,7124,7279,6952,7554,10883,449473
2019/01/03,7070,7290,6940,7250,▲130,＋1.83%,7088,7295,6961,7564,34772,450059
2019/01/02,7150,7150,6990,7120,▼10,－0.14%,7072,7298,6970,7574,7821,456809
2018/12/28,6980,7130,6980,7130,▲130,＋1.86%,7104,7307,6984,7584,5319,410486
2018/12/27,6940,7080,6930,7000,▲60,＋0.86%,7110,7315,7000,7596,12426,456451
2018/12/26,7170,7170,6840,6940,▼230,－3.21%,7148,7329,7019,7610,30078,453971
2018/12/24,7270,7270,7090,7170,▼110,－1.51%,7222,7346,7037,7626,11508,470328
2018/12/21,7190,7330,7000,7280,▲120,＋1.68%,7262,7346,7054,7648,25129,485359
2018/12/20,7230,7270,7120,7160,▼30,－0.42%,7284,7338,7070,7670,11650,474750
2018/12/19,7370,7370,7190,7190,▼120,－1.64%,7330,7310,7088,7692,23518,470591
2018/12/18,7230,7400,7210,7310,▼60,－0.81%,7364,7285,7108,7714,23643,471373
2018/12/17,7390,7410,7230,7370,▼20,－0.27%,7358,7254,7127,7736,11515,468845
2018/12/14,7300,7450,7300,7390,0.0,0.00%,7412,7227,7146,7758,39577,467556
2018/12/13,7370,7450,7270,7390,▲30,＋0.41%,7482,7187,7163,7781,29071,463960
2018/12/12,7200,7450,7200,7360,▲80,＋1.10%,7470,7141,7182,7802,20196,452835
2018/12/11,7610,7620,7200,7280,▼360,－4.71%,7478,7092,7197,7824,74540,439948
2018/12/10,7540,7780,7500,7640,▼100,－1.29%,7512,7048,7215,7848,60116,454623
2018/12/07,7460,8110,7460,7740,▲410,＋5.59%,7444,6988,7224,7871,621293,429829
2018/12/06,7350,7430,7210,7330,▼70,－0.95%,7356,6927,7228,7895,28443,470616
2018/12/05,7310,7420,7260,7400,▼50,－0.67%,7350,6886,7240,7924,16705,475590
2018/12/04,7350,7460,7250,7450,▲150,＋2.05%,7326,6834,7250,7954,45000,473046
2018/12/03,7370,7380,7250,7300,0.0,0.00%,7292,6782,7260,7984,40853,449369
2018/11/30,7300,7400,7210,7300,0.0,0.00%,7264,6730,7271,8017,39354,446354
2018/11/29,7310,7420,7240,7300,▲20,＋0.27%,7228,6683,7282,8047,40929,434442
2018/11/28,7200,7330,7200,7280,0.0,0.00%,7090,6617,7295,8081,53583,424489
2018/11/27,7200,7570,7200,7280,▲120,＋1.68%,6970,6549,7307,8113,197716,410651
2018/11/26,7000,7690,6870,7160,▲40,＋0.56%,6854,6485,7321,8145,555830,405401
2018/11/23,6610,8260,6600,7120,▲510,＋7.72%,6786,6437,7336,8176,2052575,408953
2018/11/22,6800,6800,6610,6610,▼70,－1.05%,6682,6395,7352,8210,17948,445391
2018/11/21,6540,6730,6540,6680,▼20,－0.30%,6652,6382,7374,8249,24846,448465
2018/11/20,6800,6800,6650,6700,▼120,－1.76%,6592,6384,7395,8281,20563,446545
2018/11/19,6520,7130,6520,6820,▲220,＋3.33%,6532,6399,7415,8318,204653,440364
2018/11/16,6500,6680,6450,6600,▲140,＋2.17%,6458,6415,7434,8357,20458,454887
2018/11/15,6250,6460,6250,6460,▲80,＋1.25%,6442,6447,7457,8398,4495,451337
2018/11/14,6430,6430,6290,6380,▼20,－0.31%,6452,6489,7481,8439,9967,451299
2018/11/13,6400,6400,6220,6400,▼50,－0.78%,6448,6536,7507,8481,16098,453188
2018/11/12,6500,6500,6420,6450,▼70,－1.07%,6448,6577,7534,8522,22690,457039
2018/11/09,6500,6630,6420,6520,▲10,＋0.15%,6412,6622,7561,8567,5964,461060
2018/11/08,6400,6590,6400,6510,▲150,＋2.36%,6380,6656,7586,8613,16671,461470
2018/11/07,6400,6600,6330,6360,▼40,－0.63%,6274,6681,7612,8654,33964,463107
2018/11/06,6350,6490,6160,6400,▲130,＋2.07%,6186,6744,7640,8695,39896,465854
2018/11/05,6400,6410,6150,6270,▼90,－1.42%,6106,6807,7668,8735,22487,473168
2018/11/02,6010,6410,6010,6360,▲380,＋6.35%,6090,6884,7698,8777,33993,480521
2018/11/01,5940,6110,5840,5980,▲60,＋1.01%,6074,6963,7731,8821,24607,480929
2018/10/31,6050,6050,5820,5920,▼80,－1.33%,6148,7069,7771,8868,43717,485587
2018/10/30,5800,6050,5800,6000,▼190,－3.07%,6310,7178,7812,8920,31168,496206
2018/10/29,6060,6340,5970,6190,▼90,－1.43%,6510,7281,7851,8966,34546,499657
2018/10/26,6310,6410,6150,6280,▼70,－1.10%,6698,7381,7885,9003,21135,507172
2018/10/25,6500,6630,6240,6350,▼380,－5.65%,6890,7478,7914,9039,50591,508966
2018/10/24,6850,7100,6730,6730,▼270,－3.86%,7080,7573,7939,9074,16493,518272
2018/10/23,7200,7200,6930,7000,▼130,－1.82%,7198,7655,7959,9110,21278,515888
2018/10/22,7250,7300,7130,7130,▼110,－1.52%,7242,7729,7973,9141,10075,517732
2018/10/19,7300,7300,7110,7240,▼60,－0.82%,7286,7797,7992,9171,12439,519017
2018/10/18,7320,7350,7180,7300,▼20,－0.27%,7278,7856,8012,9200,5430,521155
2018/10/17,7300,7360,7230,7320,▲100,＋1.39%,7222,7916,8031,9223,12902,523383
2018/10/16,7200,7410,7200,7220,▼130,－1.77%,7280,7963,8052,9244,15148,525519
2018/10/15,7200,7390,7200,7350,▲150,＋2.08%,7370,8022,8074,9267,15075,525640
2018/10/12,6400,7200,6400,7200,▲180,＋2.56%,7460,8061,8093,9288,50523,527270
2018/10/11,7470,7630,6980,7020,▼590,－7.75%,7610,8103,8114,9311,36705,524542
2018/10/10,7630,7850,7500,7610,▼60,－0.78%,7824,8152,8140,9336,27087,528597
2018/10/08,7750,7830,7670,7670,▼130,－1.67%,7922,8172,8156,9356,17490,534283
2018/10/05,7900,8010,7730,7800,▼150,－1.89%,8000,8192,8168,9378,33690,537015
2018/10/04,8170,8170,7920,7950,▼140,－1.73%,8078,8200,8179,9398,20615,545727
2018/10/02,8120,8180,8050,8090,▼10,－0.12%,8132,8201,8184,9415,7106,548119
2018/10/01,8060,8150,7980,8100,▲40,＋0.50%,8164,8198,8193,9431,13347,549585
2018/09/28,8200,8200,7850,8060,▼130,－1.59%,8220,8195,8201,9451,19176,548384
2018/09/27,8250,8290,8160,8190,▼30,－0.36%,8304,8199,8215,9469,20591,550123
2018/09/21,8250,8400,8120,8220,▼30,－0.36%,8362,8192,8242,9483,16549,551051
2018/09/20,8400,8530,8190,8250,▼130,－1.55%,8402,8183,8270,9498,44228,554123
2018/09/19,8390,8520,8340,8380,▼100,－1.18%,8454,8168,8295,9511,27191,561757
2018/09/18,8480,8550,8370,8480,0.0,0.00%,8428,8147,8321,9524,35909,570210
2018/09/17,8330,8520,8330,8480,▲60,＋0.71%,8412,8117,8345,9536,18438,577213
2018/09/14,8520,8700,8350,8420,▼90,－1.06%,8344,8092,8370,9546,62260,578858
2018/09/13,8200,8560,8200,8510,▲260,＋3.15%,8266,8069,8398,9559,59328,600519
2018/09/12,8320,8400,8150,8250,▼150,－1.79%,8164,8040,8423,9572,35617,588037
2018/09/11,8210,8430,8160,8400,▲260,＋3.19%,8118,8023,8451,9588,53278,599635
2018/09/10,8070,8170,7920,8140,▲110,＋1.37%,8050,8003,8481,9603,36000,600327
2018/09/07,7950,8050,7950,8030,▲30,＋0.38%,8016,8002,8519,9620,25937,596862
2018/09/06,7950,8050,7950,8000,▼20,－0.25%,8002,8001,8561,9638,8538,594084
2018/09/05,8060,8060,7970,8020,▼40,－0.50%,8010,8004,8609,9657,21283,594688
2018/09/04,7960,8060,7950,8060,▲90,＋1.13%,8014,8004,8657,9679,5043,597056
2018/09/03,7960,8060,7950,7970,▲10,＋0.13%,8028,8006,8707,9701,15391,596588
2018/08/31,8080,8080,7960,7960,▼80,－1.00%,8044,8011,8762,9724,52781,596038
2018/08/30,8120,8120,7990,8040,0.0,0.00%,8062,8030,8813,9746,6326,601282
2018/08/29,8130,8130,8000,8040,▼90,－1.11%,8044,8048,8867,9762,7472,604087
2018/08/28,8090,8150,8000,8130,▲80,＋0.99%,8026,8063,8920,9778,20302,604946
2018/08/27,8050,8150,7910,8050,0.0,0.00%,7976,8073,8969,9791,16432,607262
2018/08/24,7950,8090,7920,8050,▲100,＋1.26%,7962,8083,9017,9807,26152,609544
2018/08/23,7970,8000,7900,7950,0.0,0.00%,7946,8081,9067,9824,9925,614485
2018/08/22,7870,8040,7850,7950,▲70,＋0.89%,7940,8077,9124,9844,14299,616114
2018/08/21,7840,7970,7800,7880,▼100,－1.25%,7934,8076,9167,9864,24171,614867
2018/08/20,8010,8030,7810,7980,▲10,＋0.13%,7956,8074,9221,9883,21019,616219
2018/08/17,8000,8040,7850,7970,▲50,＋0.63%,7984,8089,9279,9902,13065,616994
2018/08/16,8000,8220,7640,7920,0.0,0.00%,7992,8111,9339,9920,39349,617876
2018/08/14,8080,8080,7520,7920,▼70,－0.88%,8020,8138,9396,9940,31449,617861
2018/08/13,8110,8110,7940,7990,▼130,－1.60%,8040,8170,9455,9956,17940,626775
2018/08/10,8060,8130,7970,8120,▲110,＋1.37%,8062,8197,9511,9971,20410,629482
2018/08/09,8080,8080,7980,8010,▼50,－0.62%,8052,8216,9572,9986,12280,621560
2018/08/08,8070,8150,8000,8060,▲40,＋0.50%,8120,8240,9639,10001,18165,622296
2018/08/07,8060,8080,8000,8020,▼80,－0.99%,8186,8264,9697,10015,16202,623054
2018/08/06,8040,8110,8030,8100,▲30,＋0.37%,8250,8292,9750,10032,17589,621499
2018/08/03,8150,8170,8010,8070,▼280,－3.35%,8296,8306,9803,10048,88059,618680
2018/08/02,8320,8430,8310,8350,▼40,－0.48%,8332,8325,9855,10066,13253,624764
2018/08/01,8530,8530,8280,8390,▲50,＋0.60%,8266,8323,9912,10084,17234,624857
2018/07/31,8350,8450,8300,8340,▲10,＋0.12%,8162,8332,9964,10104,20252,627419
2018/07/30,8300,8410,8250,8330,▲80,＋0.97%,8078,8345,10028,10126,21141,628847
2018/07/27,8080,8780,8010,8250,▲230,＋2.87%,7980,8373,10082,10145,320351,618660
2018/07/26,7950,8070,7890,8020,▲150,＋1.91%,7988,8451,10121,10165,17856,663624
2018/07/25,7920,8040,7870,7870,▼50,－0.63%,8064,8545,10164,10189,30428,656533
2018/07/24,7900,8120,7800,7920,▲80,＋1.02%,8184,8641,10209,10215,34556,657456
2018/07/23,8350,8350,7840,7840,▼450,－5.43%,8310,8740,10261,10241,72169,652048
2018/07/20,8330,8400,8240,8290,▼110,－1.31%,8448,8845,10310,10265,26729,654613
2018/07/19,8480,8530,8330,8400,▼70,－0.83%,8492,8928,10349,10284,17215,662198
2018/07/18,8550,8650,8420,8470,▼80,－0.94%,8508,9016,10388,10304,27812,665074
2018/07/17,8550,8610,8470,8550,▲20,＋0.23%,8524,9091,10415,10319,24243,671254
2018/07/16,8550,8600,8450,8530,▲20,＋0.24%,8530,9159,10437,10334,21645,673052
2018/07/13,8500,8570,8440,8510,▲30,＋0.35%,8500,9243,10460,10349,18715,679256
2018/07/12,8560,8590,8360,8480,▼70,－0.82%,8488,9340,10484,10365,33016,682517
2018/07/11,8580,8580,8450,8550,▼30,－0.35%,8452,9443,10508,10381,20812,697096
2018/07/10,8410,8670,8400,8580,▲200,＋2.39%,8458,9558,10532,10396,36260,702038
2018/07/09,8470,8490,8280,8380,▼70,－0.83%,8462,9677,10557,10413,39687,707473
2018/07/06,8260,8480,8250,8450,▲150,＋1.81%,8564,9810,10587,10430,19526,721752
2018/07/05,8570,8570,8150,8300,▼280,－3.26%,8834,9950,10617,10444,57039,720208
2018/07/04,8480,8700,8200,8580,▼20,－0.23%,9154,10085,10647,10459,45224,726100
2018/07/03,9020,9020,8130,8600,▼290,－3.26%,9398,10221,10670,10473,136882,732227
2018/07/02,9560,9660,8860,8890,▼910,－9.29%,9656,10351,10701,10485,174326,697139
2018/06/29,9990,9990,9600,9800,▼100,－1.01%,9868,10462,10723,10492,28918,707886
2018/06/28,9800,9900,9590,9900,▲100,＋1.02%,9898,10517,10725,10492,31993,710697
2018/06/27,9890,9950,9630,9800,▼90,－0.91%,9948,10577,10726,10491,36991,715858
2018/06/26,9970,9970,9800,9890,▼60,－0.60%,9984,10654,10726,10492,28039,719653
2018/06/25,9910,10050,9890,9950,0.0,0.00%,9988,10687,10728,10492,32992,723859
2018/06/22,10150,10250,9810,9950,▼200,－1.97%,10038,10745,10727,10490,30487,719552
2018/06/21,10100,10300,9930,10150,▲170,＋1.70%,10138,10820,10722,10487,55435,722721
2018/06/20,9820,10100,9810,9980,▲70,＋0.71%,10218,10890,10720,10483,57797,733843
2018/06/19,10050,10400,9830,9910,▼290,－2.84%,10392,10958,10722,10484,91281,728506
2018/06/18,10400,10500,10000,10200,▼250,－2.39%,10600,11038,10725,10486,56116,743936
2018/06/15,10500,10600,10300,10450,▼100,－0.95%,10770,11093,10726,10488,35599,755237
2018/06/14,10800,10800,10450,10550,▼300,－2.76%,10930,11160,10721,10488,70391,761684
2018/06/12,10950,11050,10650,10850,▼100,－0.91%,11020,11235,10716,10487,55238,764698
2018/06/11,11000,11150,10800,10950,▼100,－0.90%,11110,11268,10706,10482,91221,748063
2018/06/08,11250,11250,10850,11050,▼200,－1.78%,11160,11280,10700,10476,45633,730970
2018/06/07,11050,11300,10800,11250,▲250,＋2.27%,11170,11293,10696,10468,54243,729435
2018/06/05,11150,11250,10850,11000,▼300,－2.65%,11100,11290,10686,10461,49311,730153
2018/06/04,11250,11350,11100,11300,▲100,＋0.89%,11120,11328,10679,10459,39838,738505
2018/06/01,11100,11350,10950,11200,▲100,＋0.90%,11130,11340,10658,10453,113958,750473
2018/05/31,10900,11500,10900,11100,▲200,＋1.83%,11000,11388,10636,10451,120871,745506
2018/05/30,11050,11100,10550,10900,▼200,－1.80%,11000,11410,10614,10446,77009,718770
2018/05/29,11400,11500,11050,11100,▼250,－2.20%,11110,11395,10598,10446,78557,713429
2018/05/28,10950,11450,10850,11350,▲800,＋7.58%,11200,11370,10581,10444,127727,725191
2018/05/25,10600,10700,10000,10550,▼550,－4.95%,11200,11333,10563,10440,63778,712718
2018/05/24,11600,11600,10950,11100,▼350,－3.06%,11390,11355,10560,10440,68993,729408
2018/05/23,11550,11800,11200,11450,▼100,－0.87%,11430,11340,10546,10435,46424,763314
2018/05/21,11350,11750,11300,11550,▲200,＋1.76%,11500,11300,10525,10426,55520,765504
2018/05/18,11500,11650,11250,11350,▼150,－1.30%,11600,11258,10502,10416,72300,762524
2018/05/17,11250,11750,11250,11500,▲200,＋1.77%,11630,11195,10484,10405,54505,763623
2018/05/16,11400,11650,11150,11300,▼500,－4.24%,11570,11115,10457,10393,114934,762437
2018/05/15,12050,12050,11650,11800,▼250,－2.07%,11570,11046,10432,10384,61906,760201
2018/05/14,11600,12050,11550,12050,▲550,＋4.78%,11450,10952,10399,10371,136968,767545
2018/05/11,11200,11550,11000,11500,▲300,＋2.68%,11390,10847,10362,10353,76560,747073
2018/05/10,11300,11350,11000,11200,▼100,－0.88%,11400,10770,10334,10344,77318,733910
2018/05/09,11100,11400,10800,11300,▲100,＋0.89%,11590,10715,10315,10336,47142,724478
2018/05/08,11800,11800,11100,11200,▼550,－4.68%,11640,10660,10293,10324,72384,726779
2018/05/04,11500,12000,11450,11750,▲200,＋1.73%,11520,10610,10277,10314,84575,736025
2018/05/03,12250,12250,11400,11550,▼600,－4.94%,11290,10527,10255,10301,143083,733011
2018/05/02,11850,12250,11600,12150,▲600,＋5.19%,11100,10450,10243,10292,285403,726060
2018/04/30,10800,11700,10750,11550,▲950,＋8.96%,10870,10365,10224,10277,257332,710522
2018/04/27,10700,10800,10400,10600,0.0,0.00%,10720,10297,10208,10274,35674,676846
2018/04/26,10600,10800,10550,10600,0.0,0.00%,10730,10264,10209,10291,52459,673879
2018/04/25,10850,11000,10600,10600,▼400,－3.64%,10750,10231,10214,10283,55221,665887
2018/04/24,10900,11100,10650,11000,▲200,＋1.85%,10650,10193,10220,10276,79842,660444
2018/04/23,10950,11400,10650,10800,▲150,＋1.41%,10430,10143,10221,10265,253887,660865
2018/04/20,10750,10750,10400,10650,▼50,－0.47%,10254,10095,10220,10257,69798,661879
2018/04/19,10250,10750,10150,10700,▲600,＋5.94%,10106,10048,10220,10247,212489,662056
2018/04/18,9920,10150,9920,10100,▲200,＋2.02%,9958,10012,10220,10237,41274,633118
2018/04/17,9920,9960,9840,9900,▼20,－0.20%,9928,10012,10224,10235,31874,623257
2018/04/16,9910,9950,9830,9920,▲10,＋0.10%,9968,10022,10230,10236,36207,624044
2018/04/13,10000,10050,9900,9910,▼50,－0.50%,10024,10038,10238,10239,25301,625016
2018/04/12,9980,10100,9950,9960,▲10,＋0.10%,10082,10053,10246,10238,29820,624806
2018/04/11,10100,10200,9950,9950,▼150,－1.49%,10110,10065,10253,10234,40348,626893
2018/04/10,10200,10300,10000,10100,▼100,－0.98%,10120,10082,10261,10231,20807,604472
2018/04/09,10200,10350,10100,10200,0.0,0.00%,10190,10105,10268,10228,25148,606589
2018/04/06,10100,10250,10000,10200,▲100,＋0.99%,10190,10135,10273,10223,19099,604728
2018/04/05,10000,10300,10000,10100,▲100,＋1.00%,10138,10160,10271,10219,27446,602313
2018/04/04,10450,10450,10000,10000,▼450,－4.31%,10104,10182,10272,10215,37327,600311
2018/04/03,10200,10650,10150,10450,▲250,＋2.45%,10072,10185,10276,10212,75593,600968
2018/04/02,10000,10300,10000,10200,▲260,＋2.62%,9982,10156,10268,10206,36303,595163
2018/03/30,9930,10100,9860,9940,▲10,＋0.10%,9912,10135,10262,10200,19306,590725
2018/03/29,9900,9940,9780,9930,▲90,＋0.91%,9864,10135,10260,10195,17717,587390
2018/03/28,10000,10100,9840,9840,▼160,－1.60%,9874,10144,10257,10188,26196,587864
2018/03/27,9870,10050,9870,10000,▲150,＋1.52%,9926,10164,10258,10184,21569,593352
2018/03/26,9670,9880,9670,9850,▲150,＋1.55%,9946,10182,10255,10178,17399,591042
2018/03/23,9900,9900,9700,9700,▼280,－2.81%,10026,10202,10253,10178,87263,590588
2018/03/22,10050,10150,9970,9980,▼120,－1.19%,10126,10227,10252,10180,58793,619479
2018/03/21,10100,10150,10000,10100,0.0,0.00%,10170,10238,10246,10181,32131,642671
2018/03/20,10200,10200,10000,10100,▼150,－1.46%,10210,10245,10246,10177,36862,641727
2018/03/19,10200,10250,9990,10250,▲50,＋0.49%,10300,10236,10248,10173,43292,648158
2018/03/16,10350,10350,10100,10200,0.0,0.00%,10410,10213,10250,10167,26934,647183
2018/03/15,10300,10300,10150,10200,▼100,－0.97%,10510,10194,10254,10164,34873,656169
2018/03/14,10500,10550,10200,10300,▼250,－2.37%,10580,10174,10259,10161,36982,663169
2018/03/13,10750,10750,10400,10550,▼250,－2.31%,10530,10150,10258,10159,52687,670250
2018/03/12,10700,10850,10600,10800,▲100,＋0.93%,10396,10125,10252,10154,53209,673115
2018/03/09,10600,10850,10400,10700,▲150,＋1.42%,10190,10085,10240,10148,72391,664624
2018/03/08,10150,10700,10150,10550,▲500,＋4.98%,10040,10062,10235,10144,101205,672412
2018/03/07,9910,10350,9890,10050,▲170,＋1.72%,9950,10057,10240,10142,68284,665574
2018/03/06,9670,9900,9670,9880,▲110,＋1.13%,9990,10095,10249,10144,34908,668183
2018/03/05,9950,9960,9730,9770,▼180,－1.81%,10084,10151,10266,10149,28319,671347
2018/03/02,10000,10000,9870,9950,▼150,－1.49%,10180,10192,10278,10153,27852,676451
2018/02/28,10200,10400,10100,10100,▼150,－1.46%,10230,10227,10294,10159,45839,679726
2018/02/27,10350,10400,10250,10250,▼100,－0.97%,10250,10267,10307,10163,34113,678187
2018/02/26,10350,10400,10250,10350,▲100,＋0.98%,10250,10305,10317,10167,32984,678140
2018/02/23,10150,10350,10150,10250,▲50,＋0.49%,10162,10340,10320,10169,39476,677303
2018/02/22,10250,10250,10000,10200,0.0,0.00%,10070,10362,10324,10172,34463,674528
2018/02/21,10250,10250,10050,10200,▼50,－0.49%,9996,10385,10327,10175,38244,669719
2018/02/20,9950,10300,9950,10250,▲340,＋3.43%,9916,10410,10330,10180,49288,671222
2018/02/19,9840,9940,9810,9910,▲120,＋1.23%,9830,10415,10327,10186,24384,660284
2018/02/14,9750,9870,9680,9790,▼40,－0.41%,9858,10434,10329,10193,40792,654220
2018/02/13,9880,9920,9750,9830,▲30,＋0.31%,9898,10462,10335,10199,38706,655247
2018/02/12,9850,9910,9760,9800,▼20,－0.20%,9982,10491,10342,10204,46888,660603
2018/02/09,9910,9950,9780,9820,▼230,－2.29%,10112,10521,10345,10210,74357,663875
2018/02/08,10000,10250,9990,10050,▲60,＋0.60%,10308,10550,10354,10218,56840,675415
2018/02/07,10400,10450,9990,9990,▼260,－2.54%,10498,10575,10357,10226,63646,680266
2018/02/06,10100,10350,9900,10250,▼200,－1.91%,10620,10600,10356,10237,91768,687397
2018/02/05,10600,10650,10300,10450,▼350,－3.24%,10700,10593,10352,10248,70136,676613
2018/02/02,11050,11100,10750,10800,▼200,－1.82%,10790,10578,10347,10258,64255,664289
2018/02/01,10700,11050,10600,11000,▲400,＋3.77%,10830,10548,10341,10265,122807,668473
2018/01/31,10550,10750,10500,10600,▼50,－0.47%,10840,10498,10330,10272,51582,621827
2018/01/30,10900,11000,10550,10650,▼250,－2.29%,10860,10459,10340,10287,106810,614648
2018/01/29,11000,11000,10850,10900,▼100,－0.91%,10860,10417,10372,10304,105071,618073
2018/01/26,11150,11150,10750,11000,▼50,－0.45%,10820,10361,10353,10319,101713,597881
2018/01/25,10700,11100,10600,11050,▲350,＋3.27%,10690,10305,10333,10334,189078,598464
2018/01/24,10650,10700,10550,10700,▲50,＋0.47%,10540,10244,10310,10348,57071,566137
2018/01/23,10800,10850,10600,10650,▼50,－0.47%,10470,10196,10294,10365,86318,554175
2018/01/22,10500,10750,10400,10700,▲350,＋3.38%,10420,10145,10274,10383,131197,545982
2018/01/19,10400,10500,10250,10350,▲50,＋0.49%,10360,10092,10255,10401,92532,526606
2018/01/18,10350,10350,10200,10300,▼50,－0.48%,10370,10079,10247,10423,27958,505639
2018/01/17,10500,10500,10200,10350,▼50,－0.48%,10420,10074,10242,10443,36625,503218
2018/01/16,10500,10550,10200,10400,0.0,0.00%,10450,10077,10241,10463,63658,501104
2018/01/15,10450,10500,10300,10400,0.0,0.00%,10390,10077,10230,10481,35879,498342
2018/01/12,10600,10600,10300,10400,▼150,－1.42%,10340,10082,10215,10501,58994,490737
2018/01/11,10500,10700,10300,10550,▲50,＋0.48%,10300,10074,10202,10521,87273,480609
2018/01/10,10150,10500,10100,10500,▲400,＋3.96%,10190,10057,10187,10541,93536,462445
2018/01/09,10150,10200,10000,10100,▼50,－0.49%,10056,10037,10173,10564,58999,434464
2018/01/08,10200,10550,10000,10150,▼50,－0.49%,9996,10052,10166,10590,136423,418704
2018/01/05,10100,10400,10050,10200,▲200,＋2.00%,9922,10084,10158,10613,60932,401093
2018/01/04,9810,10850,9810,10000,▲170,＋1.73%,9858,10104,10149,10636,297115,408228
2018/01/03,9810,9880,9710,9830,▲30,＋0.31%,9824,10149,10144,10662,43473,395140
2018/01/02,9700,9810,9610,9800,▲20,＋0.20%,9806,10183,10138,10689,66922,388531
2017/12/28,9880,9970,9710,9780,▼100,－1.01%,9772,10238,10131,10714,50297,364052
2017/12/27,9840,9930,9700,9880,▲50,＋0.51%,9744,10294,10119,10741,49344,399211
2017/12/26,9810,9920,9780,9830,▲90,＋0.92%,9788,10342,10110,10768,46862,399175
2017/12/22,9650,9810,9620,9740,▲110,＋1.14%,9862,10376,10102,10799,23929,404799
2017/12/21,9750,9900,9600,9630,▼10,－0.10%,9994,10414,10102,10828,74188,404118
2017/12/20,9970,9970,9640,9640,▼460,－4.55%,10148,10452,10108,10859,142361,398694
2017/12/19,10200,10300,10050,10100,▼100,－0.98%,10320,10488,10116,10891,76205,386793
2017/12/18,10300,10450,10150,10200,▼200,－1.92%,10350,10488,10108,10919,53321,393331
2017/12/15,10450,10500,10200,10400,0.0,0.00%,10350,10478,10098,10946,49074,385823
2017/12/14,10500,10650,10400,10400,▼100,－0.95%,10290,10468,10084,10971,69301,373312
2017/12/13,10250,10550,10250,10500,▲250,＋2.44%,10290,10460,10075,10998,67768,355564
2017/12/12,10200,10350,10150,10250,▲50,＋0.49%,10350,10433,10064,11027,46292,340510
2017/12/11,10100,10300,10050,10200,▲100,＋0.99%,10420,10438,10059,11059,61901,335481
2017/12/08,10300,10450,10050,10100,▼300,－2.88%,10560,10440,10055,11095,106834,330092
2017/12/07,10900,10900,10250,10400,▼400,－3.70%,10640,10431,10055,11134,150076,317647
2017/12/06,10750,11300,10750,10800,▲200,＋1.89%,10740,10411,10053,11167,353337,310697
2017/12/05,10900,10900,10600,10600,▼300,－2.75%,10760,10378,10045,11198,125176,315574
2017/12/04,10500,10950,10400,10900,▲400,＋3.81%,10810,10371,10040,11231,141127,317066
2017/12/01,10900,11000,10500,10500,▼400,－3.67%,10730,10343,10032,11262,158851,287815
2017/11/30,11000,11050,10650,10900,0.0,0.00%,10730,10378,10029,11297,232278,276154
2017/11/29,10850,11100,10650,10900,▲50,＋0.46%,10630,10463,10024,11331,201194,274043
2017/11/28,10600,10950,10500,10850,▲350,＋3.33%,10520,10404,10019,11366,320915,261349
2017/11/27,10650,10700,10350,10500,0.0,0.00%,10370,10351,10016,11401,150024,252696
2017/11/24,10400,10550,10150,10500,▲100,＋0.96%,10270,10310,10018,11434,183672,258713
2017/11/23,10400,10600,10300,10400,▲50,＋0.48%,10210,10274,10020,11466,150631,245338
2017/11/22,10150,10350,10100,10350,▲250,＋2.48%,10180,10226,10024,11500,185831,248445
2017/11/21,10050,10400,10000,10100,▲100,＋1.00%,10100,10187,10031,11531,197774,226851
2017/11/20,10100,10200,9990,10000,▼200,－1.96%,10150,10174,10045,11566,162345,211362
2017/11/17,10400,10450,10150,10200,▼50,－0.49%,10200,10174,10057,11598,206886,207623
