[일시]코오롱글로벌,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2009/05/06,42961,43398,41505,43350,▲1359,＋3.24%,40942,41583,37050,32050,551716,1963658
2009/05/04,41505,42670,40777,41991,▲1214,＋2.98%,40039,41508,36872,31891,355706,1970668
2009/04/30,40292,41262,40000,40777,▲1019,＋2.56%,39505,41520,36687,31746,375692,1959638
2009/04/29,39660,40486,38835,39758,▲922,＋2.38%,39651,41592,36515,31606,314756,1936658
2009/04/28,39272,42476,38107,38835,0.0,0.00%,39961,41544,36383,31479,836646,1936208
2009/04/27,39563,39903,38592,38835,▼485,－1.23%,40253,41459,36253,31333,261705,1940218
2009/04/24,41602,41991,39224,39321,▼2184,－5.26%,40563,41318,36120,31163,493312,1953138
2009/04/23,41748,41991,40534,41505,▲194,＋0.47%,40690,41134,35986,30987,311907,2128088
2009/04/22,40874,41796,40389,41311,▲1019,＋2.53%,40806,40986,35813,30793,318387,2242658
2009/04/21,39126,40437,38592,40292,▼97,－0.24%,41253,40809,35653,30580,172630,2244138
2009/04/20,39855,40486,38787,40389,▲437,＋1.09%,42224,40699,35490,30385,263751,2244558
2009/04/17,42913,42913,39903,39952,▼2136,－5.07%,43233,40500,35350,30177,374532,2250518
2009/04/16,44563,45146,42088,42088,▼1456,－3.34%,44039,40294,35229,29987,340141,2262988
2009/04/15,43787,44029,40583,43544,▼1602,－3.55%,44165,39913,35089,29804,483376,2259648
2009/04/14,45000,45534,43495,45146,▼291,－0.64%,43573,39539,34898,29636,342629,2303318
2009/04/13,45631,46602,44126,45437,▲1456,＋3.31%,42913,39078,34676,29470,658382,2310788
2009/04/10,43738,44660,42233,43981,▲1262,＋2.95%,42194,38527,34397,29302,627510,2241238
2009/04/09,41457,43398,41311,42719,▲2136,＋5.26%,41845,38000,34212,29138,575536,2284498
2009/04/08,40631,42816,40583,40583,▼1262,－3.02%,41748,37437,34054,28996,430387,2252438
2009/04/07,41505,41893,40049,41845,0.0,0.00%,41389,37041,33908,28908,536793,2262238
2009/04/06,41942,42816,41262,41845,▼388,－0.92%,40447,36541,33785,28819,813188,2275288
2009/04/03,42476,43253,40534,42233,0.0,0.00%,39282,35959,33711,28697,906680,2291468
2009/04/02,39806,43641,39758,42233,▲3447,＋8.89%,37961,35338,33550,28543,1582700,2314498
2009/04/01,37136,38835,36214,38787,▲1650,＋4.44%,37224,34728,33360,28407,442864,2313888
2009/03/31,36651,37622,36068,37136,▲1117,＋3.10%,37020,34328,33183,28315,280284,2301868
2009/03/30,36020,37622,35486,36020,▲388,＋1.09%,37214,33937,33041,28277,379600,2324728
2009/03/27,38835,38835,35631,35631,▼2913,－7.56%,37292,33665,32936,28253,607752,2324728
2009/03/26,38156,38981,37719,38544,▲777,＋2.06%,37330,33507,32831,28248,468675,2397348
2009/03/25,38156,38350,37088,37767,▼340,－0.89%,36515,33092,32666,28240,366808,2421698
2009/03/24,37476,38592,36942,38107,▲1699,＋4.67%,36175,32757,32519,28237,769816,2449918
2009/03/23,36262,36457,35680,36408,▲583,＋1.63%,35738,32520,32410,28237,365024,2444508
2009/03/20,34515,35825,33738,35825,▲1359,＋3.94%,35340,32427,32386,28259,337453,2446368
2009/03/19,36602,36748,34466,34466,▼1602,－4.44%,34864,32299,32333,28265,309596,2445388
2009/03/18,36651,37185,35486,36068,▲146,＋0.41%,34262,32374,32291,28281,424299,2445388
2009/03/17,35194,36408,34612,35923,▲1505,＋4.37%,33583,32318,32184,28284,505270,2464338
2009/03/16,34321,35486,33738,34418,▲971,＋2.90%,32767,32204,32098,28286,389725,2463358
2009/03/13,32039,33447,31893,33447,▲1990,＋6.33%,31923,32279,32008,28305,216694,2467168
2009/03/12,32524,33204,31457,31457,▼1214,－3.71%,31194,32384,31872,28325,176850,2470868
2009/03/11,33010,33058,32136,32670,▲825,＋2.59%,30913,32588,31728,28374,293835,2482778
2009/03/10,29612,31990,29612,31845,▲1650,＋5.47%,30534,32847,31541,28393,340473,2499598
2009/03/09,30825,30825,29612,30194,▲388,＋1.30%,30029,33027,31362,28458,179317,2472892
2009/03/06,29175,29855,29126,29806,▼243,－0.81%,30107,33151,31211,28528,103132,2479902
2009/03/05,31505,31942,29952,30049,▼728,－2.37%,30641,33204,31040,28602,220369,2474232
2009/03/04,30194,30825,29612,30777,▲1456,＋4.97%,30680,33224,30862,28674,151336,2491792
2009/03/03,28253,30971,27913,29321,▼1262,－4.13%,30738,33277,30693,28740,228723,2514572
2009/03/02,31262,31651,30194,30583,▼1893,－5.83%,31544,33364,30535,28777,127570,2508962
2009/02/27,30097,32476,30097,32476,▲2233,＋7.38%,32340,33376,30357,28799,200242,2522242
2009/02/26,31311,32622,29660,30243,▼825,－2.66%,32495,33318,30147,28810,200006,2495269
2009/02/25,34321,34466,31068,31068,▼2282,－6.84%,33641,33359,29972,28817,242850,2494989
2009/02/24,32961,33447,32767,33350,▼1214,－3.51%,34418,33393,29773,28863,228450,2495509
2009/02/23,33010,35146,32524,34563,▲1311,＋3.94%,34476,33250,29504,28944,322759,2505249
2009/02/20,34952,35728,33253,33253,▼2718,－7.56%,34748,33122,29229,29007,262822,2502739
2009/02/19,35000,36359,33884,35971,▲1019,＋2.92%,35204,33095,28990,29100,518310,2503269
2009/02/18,33447,34952,31554,34952,▲1311,＋3.90%,35117,32981,28666,29175,459680,2535759
2009/02/17,35825,36893,33641,33641,▼2282,－6.35%,35699,32838,28408,29259,467175,2505869
2009/02/16,35437,37379,34563,35923,▲388,＋1.09%,36058,32745,28199,29358,479701,2523269
2009/02/13,35923,36942,35194,35534,0.0,0.00%,35408,32386,27980,29447,602235,2511449
2009/02/12,38107,38350,35389,35534,▼2330,－6.15%,34476,32253,27765,29556,754821,2567099
2009/02/11,34272,38835,33641,37864,▲2427,＋6.85%,33457,32139,27501,29658,1445626,2675469
2009/02/10,33447,35728,32379,35437,▲2767,＋8.47%,32253,31835,27245,29745,1064277,2689679
2009/02/09,31796,33641,31311,32670,▲1796,＋5.82%,31379,31787,27050,29853,694660,2658999
2009/02/06,31020,31311,30486,30874,▲437,＋1.44%,31010,32024,26909,29983,138667,2623199
2009/02/05,31554,32622,30437,30437,▼1408,－4.42%,31097,32109,26806,30127,348159,2630219
2009/02/04,31748,32719,31651,31845,▲777,＋2.50%,31224,32129,26698,30275,396786,2637649
2009/02/03,30825,31554,30486,31068,▲243,＋0.79%,31204,31944,26575,30406,180110,2650849
2009/02/02,31068,31748,30340,30825,▼485,－1.55%,31088,31823,26412,30550,208465,2648819
2009/01/30,30389,31942,30291,31311,▲243,＋0.78%,31321,31767,26206,30714,190123,2656909
2009/01/29,32282,32719,30874,31068,▼680,－2.14%,31602,31668,25988,30857,362213,2628769
2009/01/28,31311,32039,30874,31748,▲1262,＋4.14%,32126,31546,25773,31013,274826,2667369
2009/01/23,31068,31990,30097,30486,▼1505,－4.70%,32194,31406,25507,31177,281961,2656549
2009/01/22,34029,34126,31990,31990,▼728,－2.23%,32457,31459,25280,31370,412032,2687939
2009/01/21,31893,34175,31845,32719,▼971,－2.88%,31806,31609,25005,31536,474948,2726682
2009/01/20,31554,34175,31165,33690,▲1602,＋4.99%,31835,31605,24745,31709,913854,2729012
2009/01/19,32233,33350,30923,32088,▲291,＋0.92%,31748,31520,24519,31891,533318,2735002
2009/01/16,29757,31796,29126,31796,▲3058,＋10.64%,31690,31396,24374,32079,384500,2753892
2009/01/15,30825,31796,28641,28738,▼4126,－12.56%,32224,31345,24265,32279,546434,2726922
2009/01/14,32136,33738,32088,32864,▼388,－1.17%,33961,31359,24207,32501,519745,2775662
2009/01/13,31359,34078,30728,33253,▲1456,＋4.58%,33903,30978,24064,32666,636623,2912242
2009/01/12,33495,33495,31020,31796,▼2670,－7.75%,33418,30457,23937,32826,627222,2899112
2009/01/09,38544,38544,34466,34466,▼2961,－7.91%,32690,29940,23908,32981,1609087,2929382
2009/01/08,31796,37427,30291,37427,▲4854,＋14.90%,31524,29272,23853,33105,1965232,2939552
2009/01/07,32039,33884,31554,32573,▲1748,＋5.67%,29981,28456,23682,33193,1113753,2981062
2009/01/06,28738,31408,28738,30825,▲2670,＋9.48%,29330,27806,23535,33326,977765,3000622
2009/01/05,29175,29272,27913,28156,▼485,－1.69%,28893,27234,23454,33500,627164,2979582
2009/01/02,29563,29709,27670,28641,▼1068,－3.59%,29049,26858,23447,33704,734529,2979422
2008/12/30,29126,29952,28495,29709,▲388,＋1.32%,29631,26419,23513,33892,415374,2991212
2008/12/29,29563,29757,28301,29321,▲680,＋2.37%,30690,25929,23570,34044,254832,3019772
2008/12/26,28981,31068,28156,28641,▼291,－1.01%,31350,25456,23666,34180,584504,3029342
2008/12/24,30389,31068,27185,28932,▼2621,－8.31%,32020,25010,23814,34331,931043,3027982
2008/12/23,35000,35000,31554,31554,▼3447,－9.85%,32156,24521,23954,34497,623105,2987152
2008/12/22,33884,36457,33495,35000,▲2379,＋7.29%,32000,23804,24064,34646,1523087,3029612
2008/12/19,31990,34612,31554,32622,▲631,＋1.97%,30806,22956,24132,34776,1166978,3018422
2008/12/18,29855,34029,28447,31990,▲2379,＋8.03%,29330,22271,24198,34967,1651473,2942612
2008/12/17,32330,32427,27961,29612,▼1165,－3.79%,27495,21498,24270,35159,1306543,2917362
2008/12/16,33350,33350,30000,30777,▲1748,＋6.02%,25864,20989,24383,35380,2472755,2970512
2008/12/15,27670,29029,27427,29029,▲3786,＋15.00%,23932,20506,24473,35611,300510,3560402
2008/12/12,22791,26214,22039,25243,▲2427,＋10.64%,22350,20196,24601,35844,1219158,3561402
2008/12/11,21893,23641,21554,22816,▲1359,＋6.33%,21214,20064,24779,36095,513619,3623672
2008/12/10,21214,22112,20388,21456,▲340,＋1.61%,20529,19908,25021,36374,370342,3583762
2008/12/09,21554,21602,20607,21117,0.0,0.00%,20364,19959,25246,36673,229945,3577472
2008/12/08,19903,21456,19903,21117,▲1553,＋7.94%,20112,20091,25553,36952,435236,3543442
2008/12/05,19393,19854,19078,19563,▲170,＋0.88%,19869,20246,25845,37267,142940,3603962
2008/12/04,21602,21602,19175,19393,▼1238,－6.00%,19932,20501,26165,37602,218437,3642562
2008/12/03,20437,21456,19903,20631,▲777,＋3.91%,19995,20730,26485,37950,372076,3651352
2008/12/02,18253,20243,18010,19854,▼49,－0.24%,19699,20921,26787,38290,290482,3652742
2008/12/01,20121,20607,19879,19903,▲24,＋0.12%,19170,20993,27019,38654,314750,3647212
2008/11/28,20146,21748,19660,19879,▲170,＋0.86%,18801,20924,27240,39014,433473,3647602
2008/11/27,19709,20631,19393,19709,▲558,＋2.92%,18607,20840,27472,39342,425634,3653112
2008/11/26,17476,19272,17476,19151,▲1942,＋11.28%,17971,20762,27662,39684,356640,3654152
2008/11/25,19175,19418,17063,17209,▼850,－4.70%,18029,20595,27953,40018,230458,3707622
2008/11/24,18350,20486,18058,18058,▼850,－4.49%,18811,20577,28383,40380,610911,3737772
2008/11/21,15413,19005,14660,18908,▲2379,＋14.39%,19762,20448,28785,40705,321338,3737562
2008/11/20,17282,17961,16529,16529,▼2913,－14.98%,20505,20359,29211,41023,409309,3710682
2008/11/19,21456,21821,18932,19442,▼1675,－7.93%,21136,20540,29683,41378,259379,3795372
2008/11/18,22330,22330,21117,21117,▼1699,－7.45%,21743,20736,30111,41714,234820,3896982
2008/11/17,23301,25194,22816,22816,▲194,＋0.86%,22272,20944,30518,42044,843275,3896982
2008/11/14,21359,22622,20874,22622,▲2937,＋14.92%,22554,21066,30914,42369,321586,3911662
2008/11/13,20486,20874,19126,19685,▼2791,－12.42%,22961,21151,31346,42707,406031,3896982
2008/11/12,23058,23520,22233,22476,▼1286,－5.41%,23816,21446,31815,43056,248149,3863192
2008/11/11,23301,25146,23058,23762,▼461,－1.90%,24214,21827,32245,43397,458637,3852172
2008/11/10,24952,25874,22913,24223,▼437,－1.77%,23719,22197,32656,43715,732151,3765432
2008/11/07,21359,24952,21359,24660,▲704,＋2.94%,22578,22342,33057,44035,735116,3801112
2008/11/06,24757,25534,22913,23956,▼510,－2.08%,21287,22299,33448,44327,1631780,3816232
2008/11/05,24466,24466,24466,24466,▲3180,＋14.94%,20126,22399,33853,44647,146844,3722162
2008/11/04,20146,21287,19466,21287,▲2767,＋14.94%,18393,22562,34238,44963,427215,3725132
2008/11/03,18131,18544,16772,18520,▲316,＋1.73%,17505,23126,34688,45285,1021456,3741342
2008/10/31,19369,19903,17961,18204,▲49,＋0.27%,16898,23858,35221,45634,338510,3974972
2008/10/30,16990,18155,16723,18155,▲2354,＋14.90%,16685,24700,35726,45992,187695,4058902
2008/10/29,17961,18689,14806,15801,▼1044,－6.20%,17083,25669,36253,46339,312614,4048842
2008/10/28,13884,17136,13835,16845,▲1359,＋8.78%,18592,26748,36847,46688,510625,4034692
2008/10/27,15728,17961,14612,15486,▼1650,－9.63%,20282,27813,37461,47042,238134,4137182
2008/10/24,19418,19660,17136,17136,▼3010,－14.94%,22233,28993,38068,47402,221031,4124012
2008/10/23,20922,21821,19854,20146,▼3204,－13.72%,23670,29964,38673,47720,258697,4135012
2008/10/22,25486,25486,22088,23350,▼1942,－7.68%,24757,30772,39263,47999,226197,4139402
2008/10/21,27136,27136,25243,25291,▲49,＋0.19%,26107,31425,39784,48254,198110,4150532
2008/10/20,24515,25486,23277,25243,▲922,＋3.79%,27282,31969,40293,48500,150797,4155232
2008/10/17,26456,26796,22427,24321,▼1262,－4.93%,27660,32541,40795,48745,317048,4160622
2008/10/16,27379,27913,25583,25583,▼4515,－15.00%,27554,33122,41267,49006,315822,4241692
2008/10/15,30923,31602,29660,30097,▼1068,－3.43%,27631,33709,41715,49247,199471,4409712
2008/10/14,29078,31165,28738,31165,▲4029,＋14.85%,27156,33952,42054,49452,225625,4426511
2008/10/13,23835,27185,23835,27136,▲3350,＋14.08%,27437,34372,42356,49633,199063,4414831
2008/10/10,24102,24952,23131,23787,▼2184,－8.41%,28641,34947,42705,49844,273350,4360041
2008/10/09,27767,28835,25534,25971,▼1748,－6.30%,30893,35694,43116,50091,485575,4293991
2008/10/08,31408,32573,27719,27719,▼4854,－14.90%,33204,36325,43545,50305,258398,4245231
2008/10/07,30825,32864,30825,32573,▼583,－1.76%,35136,36876,43961,50503,135383,4220161
2008/10/06,34466,34660,32330,33156,▼1893,－5.40%,36253,36937,44271,50682,158182,4204641
2008/10/02,38107,38107,35049,35049,▼2476,－6.60%,37437,36937,44517,50857,214100,4189041
2008/10/01,38107,38495,37379,37525,▲146,＋0.39%,37738,36876,44694,50996,101188,4283097
2008/09/30,35049,37379,34466,37379,▼777,－2.04%,37495,36556,44849,51110,119515,4247887
2008/09/29,39321,39660,37622,38156,▼922,－2.36%,37301,36517,45039,51223,244339,4240367
2008/09/26,36893,39563,36796,39078,▲2524,＋6.91%,36903,36760,45228,51338,519693,4238417
2008/09/25,36214,37379,35825,36554,▲243,＋0.67%,36427,36915,45419,51443,169081,4140387
2008/09/24,36748,36893,35825,36311,▼97,－0.27%,36301,37308,45736,51574,192470,4119807
2008/09/23,35874,36505,35486,36408,▲243,＋0.67%,36505,37738,46049,51708,157374,4139417
2008/09/22,37379,37379,35923,36165,▼534,－1.46%,36214,38173,46377,51815,142252,4126277
2008/09/19,38350,38350,36651,36699,▲777,＋2.16%,36893,38641,46749,51914,229066,4183927
2008/09/18,35534,36748,34758,35923,▼1408,－3.77%,37282,39136,47088,52025,285577,4183907
2008/09/17,35923,38107,35923,37330,▲2379,＋6.81%,37845,39767,47411,52136,165895,4169587
2008/09/16,33981,36748,33981,34952,▼4612,－11.66%,38097,40292,47728,52242,223924,4084437
2008/09/12,39758,40049,39321,39563,▲922,＋2.39%,38855,40957,48100,52367,185197,4084437
2008/09/11,38592,40000,38156,38641,▼97,－0.25%,37699,41398,48351,52426,196239,4042947
2008/09/10,37622,40340,37622,38738,▲146,＋0.38%,36602,41881,48690,52489,294360,4091697
2008/09/09,38738,39272,37427,38592,▼146,－0.38%,35622,42350,49039,52553,228750,4180527
2008/09/08,35389,38835,34952,38738,▲4951,＋14.66%,34126,42835,49415,52620,514883,4200397
2008/09/05,32039,35194,31554,33787,▲631,＋1.90%,33699,43275,49793,52703,393950,4207567
2008/09/04,33981,35049,32476,33156,▼680,－2.01%,35544,44000,50290,52837,497780,4181137
2008/09/03,31554,33981,31554,33835,▲2718,＋8.74%,37350,44867,50789,52987,915961,4310987
2008/09/02,34952,36408,31117,31117,▼5485,－14.99%,39466,45602,51212,53130,728664,4279627
2008/09/01,41748,41748,36602,36602,▼6408,－14.90%,42224,46534,51705,53289,276064,4341567
2008/08/29,42622,43204,42330,43010,▲825,＋1.96%,43923,47277,52082,53441,115881,4342887
2008/08/28,44418,44709,42039,42185,▼2233,－5.03%,44427,47809,52377,53560,198541,4284827
2008/08/27,44660,44903,43641,44418,▼485,－1.08%,45311,48296,52624,53690,97660,4317037
2008/08/26,43690,45097,43690,44903,▼194,－0.43%,46136,48745,52834,53811,56857,4299207
2008/08/25,46602,46699,45000,45097,▼437,－0.96%,46719,49279,53073,53921,105944,4296287
2008/08/22,46068,46894,45097,45534,▼1068,－2.29%,47350,49755,53317,54042,83117,4285547
2008/08/21,48787,48787,46602,46602,▼1942,－4.00%,47923,50270,53569,54156,114007,4290457
2008/08/20,47719,49029,47185,48544,▲728,＋1.52%,48262,50707,53824,54258,122590,4323227
2008/08/19,47767,48204,46942,47816,▼437,－0.91%,48175,50913,54067,54349,100430,4303387
2008/08/18,49515,50000,47864,48253,▼146,－0.30%,48272,51144,54297,54456,182349,4316577
2008/08/14,47719,48447,47330,48398,▲97,＋0.20%,48127,51255,54549,54551,89917,4369907
2008/08/13,48107,48787,47573,48301,▲194,＋0.40%,48107,51299,54774,54637,68310,4398737
2008/08/12,48544,48787,47670,48107,▼194,－0.40%,48544,51287,55012,54726,77624,4400497
2008/08/11,48301,48787,47864,48301,▲777,＋1.63%,48631,51304,55206,54837,186514,4395167
2008/08/08,47622,48253,46942,47525,▼777,－1.61%,48923,51474,55440,54936,321398,4393987
2008/08/07,50243,50971,47088,48301,▼2184,－4.33%,49709,51731,55688,55038,293412,4386737
2008/08/06,50000,50728,49272,50486,▲1942,＋4.00%,50777,51877,55882,55129,55298,4436177
2008/08/05,49758,51457,48204,48544,▼1214,－2.44%,51068,51748,56048,55178,96715,4426417
2008/08/04,51457,51699,49515,49758,▼1699,－3.30%,52039,51602,56258,55244,47748,4448207
2008/08/01,53641,54127,50971,51457,▼2184,－4.07%,53204,51457,56424,55303,120360,4451057
2008/07/31,52913,55097,52428,53641,▲1699,＋3.27%,53835,51323,56529,55374,171155,4471427
2008/07/30,54369,54369,51457,51942,▼1456,－2.73%,54272,51117,56623,55414,181411,4405367
2008/07/29,55340,55340,52670,53398,▼2184,－3.93%,54952,51044,56736,55440,163564,4406647
2008/07/28,55097,56554,54855,55583,▲971,＋1.78%,54806,51153,56768,55457,61607,4474097
2008/07/25,54612,55097,53641,54612,▼1214,－2.17%,54175,51129,56736,55438,62271,4462227
2008/07/24,55826,57039,54855,55826,▲485,＋0.88%,53350,51202,56724,55465,139896,4457297
2008/07/23,53398,56554,53398,55340,▲2670,＋5.07%,52039,51335,56707,55487,312798,4448867
2008/07/22,52185,53156,51457,52670,▲243,＋0.46%,50583,51420,56695,55540,103323,4450727
2008/07/21,51457,52670,51457,52428,▲1942,＋3.85%,49738,51554,56744,55612,100572,4420537
2008/07/18,50243,52428,50000,50486,▲1214,＋2.46%,49593,51748,56780,55691,122360,4406547
2008/07/17,50000,50728,49029,49272,▲1214,＋2.53%,50029,52088,56849,55740,109220,4366987
2008/07/16,48544,50486,47767,48059,▼388,－0.80%,50418,52355,56910,55837,318790,4325127
2008/07/15,51457,52185,48107,48447,▼3252,－6.29%,50389,52901,56983,55981,154963,4194067
2008/07/14,51214,52428,50971,51699,▼971,－1.84%,49826,53464,57065,56113,82440,4185317
2008/07/11,51214,53398,50243,52670,▲1456,＋2.84%,48855,53937,57065,56204,125790,4184117
2008/07/10,46699,51214,46602,51214,▲3301,＋6.89%,48078,54374,57045,56299,163396,4175677
2008/07/09,47088,49758,46845,47913,▲2282,＋5.00%,47738,54993,57093,56426,190430,4173477
2008/07/08,47767,47961,44660,45631,▼1214,－2.59%,48253,55753,57197,56606,190691,4144427
2008/07/07,47961,48787,46457,46845,▼1942,－3.98%,50243,56432,57298,56820,202920,4089767
2008/07/04,49272,50486,48398,48787,▼728,－1.47%,51894,57124,57371,57030,178680,4079147
2008/07/03,48787,50971,47088,49515,▼971,－1.92%,53350,57646,57407,57239,206114,4068407
2008/07/02,55826,55826,49758,50486,▼5097,－9.17%,55146,58204,57448,57455,277237,4026904
2008/07/01,55097,56796,54369,55583,▲485,＋0.88%,56457,58532,57468,57698,142815,4040684
2008/06/30,54855,57039,54855,55097,▼971,－1.73%,56408,58605,57411,57880,113627,3999264
2008/06/27,56554,57282,54855,56068,▼2427,－4.15%,56651,58811,57367,58066,135930,3973584
2008/06/26,58981,60437,57525,58496,▲1456,＋2.55%,56894,58993,57254,58161,465233,3983404
2008/06/25,55583,58253,53884,57039,▲1699,＋3.07%,56117,59102,57080,58262,258360,3799324
2008/06/24,56554,57525,54369,55340,▼971,－1.72%,56505,59345,56962,58373,163021,3806444
2008/06/23,56796,56796,55097,56311,▼971,－1.69%,57379,59733,56861,58503,164370,3811224
2008/06/20,55340,57767,54855,57282,▲2670,＋4.89%,58350,60000,56756,58604,294803,3833704
2008/06/19,58253,58253,54127,54612,▼4369,－7.41%,59175,60304,56635,58669,540272,3721477
2008/06/18,59224,60680,58738,58981,▼728,－1.22%,60971,60668,56501,58764,273012,3855217
2008/06/17,60923,60923,58738,59709,▼1456,－2.38%,61797,60850,56289,58764,285823,3897037
2008/06/16,62136,63350,60195,61165,▼243,－0.40%,61699,60850,56067,58780,250524,3933287
2008/06/13,65534,65534,61408,61408,▼2184,－3.44%,61602,60911,55824,58776,312390,3914257
2008/06/12,62622,64806,61894,63593,▲485,＋0.77%,61165,60959,55614,58762,402065,3896667
2008/06/11,60195,63350,59952,63107,▲3884,＋6.56%,60583,60777,55383,58713,406019,3841137
2008/06/10,61165,61165,58738,59224,▼1456,－2.40%,59369,60644,55185,58677,213442,3802437
2008/06/09,57767,60923,57282,60680,▲1456,＋2.46%,58932,60741,55047,58689,224785,3788597
2008/06/05,60680,61165,58981,59224,▼1456,－2.40%,58641,60692,54873,58693,280714,3787977
2008/06/04,57767,61165,57525,60680,▲3641,＋6.38%,58738,60619,54801,58689,434464,3866657
2008/06/03,55826,58496,55826,57039,0.0,0.00%,58738,60547,54744,58652,181517,3694877
2008/06/02,59224,59466,57039,57039,▼2184,－3.69%,59709,60631,54756,58646,280970,3626687
2008/05/30,60437,60437,58738,59224,▼485,－0.81%,60923,60547,54788,58650,229866,3710807
2008/05/29,60680,61408,59709,59709,▼971,－1.60%,61408,60267,54768,58630,304618,3769697
2008/05/28,61894,62622,58496,60680,▼1214,－1.96%,62136,59976,54768,58594,431662,3712807
2008/05/27,62622,64321,61894,61894,▼1214,－1.92%,62379,59685,54744,58515,196330,3869217
2008/05/26,60923,63107,60195,63107,▲1456,＋2.36%,62525,59321,54691,58432,214030,3880477
2008/05/23,63350,63593,61651,61651,▼1699,－2.68%,61845,58945,54631,58323,207341,3896007
2008/05/22,60923,63350,59709,63350,▲1456,＋2.35%,61991,58593,54614,58201,326843,3914337
2008/05/21,61894,64321,61651,61894,▼728,－1.16%,61797,58156,54554,58135,373711,3909197
2008/05/20,62136,63593,60923,62622,▲2913,＋4.88%,61408,57707,54501,58104,520681,3903907
2008/05/19,62622,62622,59709,59709,▼2670,－4.28%,60971,57197,54440,58076,286745,3904717
2008/05/16,62864,62864,61165,62379,0.0,0.00%,61263,56881,54469,58076,190941,3909377
2008/05/15,59952,62622,58981,62379,▲2427,＋4.05%,60729,56347,54432,58038,446131,3947877
2008/05/14,60680,60680,58253,59952,▼485,－0.80%,59806,55801,54388,57997,180616,3862207
2008/05/13,61894,62136,59466,60437,▼728,－1.19%,59661,55510,54376,57947,213270,3834017
2008/05/09,60680,61651,59224,61165,▲1456,＋2.44%,59321,55195,54307,57900,263798,3831897
2008/05/08,56796,60680,56796,59709,▲1942,＋3.36%,58156,54721,54230,57870,248202,3798517
2008/05/07,59224,60195,57282,57767,▼1456,－2.46%,56942,54296,54182,57878,275417,3732297
2008/05/06,58738,59466,57525,59224,▲485,＋0.83%,56165,53957,54218,57882,221313,3741107
2008/05/02,56311,60195,55826,58738,▲3398,＋6.14%,55292,53593,54206,57902,439608,3763487
2008/04/30,54612,55826,54369,55340,▲1699,＋3.17%,54466,53241,54145,57932,163973,3685077
2008/04/29,53884,56311,53398,53641,▼243,－0.45%,54515,53083,54145,58001,333330,3633847
2008/04/28,55340,55340,53884,53884,▼971,－1.77%,54709,53022,54141,58110,118410,3548827
2008/04/25,55097,56068,54369,54855,▲243,＋0.44%,54855,52792,54206,58201,142129,3565877
2008/04/24,55826,56311,54369,54612,▼971,－1.75%,54466,52452,54267,58276,166563,3574317
2008/04/23,54855,56068,54612,55583,▲971,＋1.78%,54029,52221,54384,58377,195321,3575207
2008/04/22,54855,55340,54127,54612,0.0,0.00%,53593,51906,54481,58483,201420,3554281
2008/04/21,54127,55340,53398,54612,▲1699,＋3.21%,53010,51675,54602,58604,231617,3516181
2008/04/18,52428,53641,52185,52913,▲485,＋0.93%,52379,51445,54631,58685,143536,3501051
2008/04/17,53884,55340,52428,52428,▼971,－1.82%,52622,51129,54764,58770,164039,3496021
2008/04/16,52185,53641,51942,53398,▲1699,＋3.29%,52962,50821,54979,58859,226145,3495131
2008/04/15,51457,52185,50971,51699,▲243,＋0.47%,52622,50469,55161,58970,147107,3404661
2008/04/14,52428,52670,51214,51457,▼2670,－4.93%,52525,50214,55343,59122,207496,3401541
2008/04/11,54369,54612,52913,54127,0.0,0.00%,52428,50080,55553,59269,256832,3420211
2008/04/10,51214,54127,50971,54127,▲2427,＋4.69%,51991,49862,55759,59399,509760,3395791
2008/04/08,51942,52913,51457,51699,▲485,＋0.95%,51505,49716,56014,59553,399300,3335555
2008/04/07,51457,53156,51214,51214,▲243,＋0.48%,51602,49680,56342,59737,394810,3326915
2008/04/04,51699,52185,50486,50971,▼971,－1.87%,51845,49631,56690,59925,213050,3448845
2008/04/03,52185,53156,51457,51942,▲243,＋0.47%,51505,49826,57070,60101,193674,3444615
2008/04/02,53884,53884,51214,51699,▼485,－0.93%,50728,50093,57462,60269,392250,3439015
2008/04/01,53398,53641,51699,52185,▼243,－0.46%,50389,50396,57928,60457,197012,3441015
2008/03/31,49758,53398,49515,52428,▲3155,＋6.40%,49806,50736,58348,60645,701438,3436657
2008/03/28,48544,50486,48156,49272,▲1214,＋2.53%,49321,51015,58765,60839,650109,3346257
2008/03/27,49272,50243,47816,48059,▼1942,－3.88%,49466,51537,59068,61063,254258,3330737
2008/03/26,49515,51457,49272,50000,▲728,＋1.48%,49175,52095,59445,61280,179651,3344277
2008/03/25,50971,51214,49272,49272,▼728,－1.46%,48427,52532,59784,61480,139907,3343107
2008/03/24,50728,50971,49029,50000,0.0,0.00%,47845,53042,60144,61693,133501,3367307
2008/03/21,47573,50486,47088,50000,▲3398,＋7.29%,47165,53576,60452,61889,215188,3389357
2008/03/20,45583,47282,45292,46602,▲340,＋0.73%,46923,54061,60703,62081,201146,3377847
2008/03/19,47330,48253,46214,46262,▼97,－0.21%,47554,54668,61026,62316,269214,3387687
2008/03/18,46602,47330,45631,46360,▼243,－0.52%,48544,55304,61238,62541,181065,3405547
2008/03/17,48010,48495,45923,46602,▼2184,－4.48%,49466,56056,61493,62798,134140,3418367
2008/03/14,50243,51214,48301,48787,▼971,－1.95%,50194,56736,61728,63065,229425,3404077
