[일시]농심,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2019/01/30,279500,279500,276000,278000,▲500,＋0.18%,279400,279825,258983,252275,14882,1225141
2019/01/29,277500,280500,275000,277500,0.0,0.00%,282000,278475,258092,252396,11240,1223636
2019/01/28,278500,281500,274500,277500,▼1000,－0.36%,283700,277325,257067,252550,24900,1222434
2019/01/25,285500,289000,277000,278500,▼7000,－2.45%,283200,275850,256075,252688,27182,1217265
2019/01/24,288500,292000,285000,285500,▼5500,－1.89%,283800,274525,255042,252796,15692,1214711
2019/01/23,287000,293000,284000,291000,▲5000,＋1.75%,282900,273025,253850,252858,24964,1219039
2019/01/22,274000,287500,271500,286000,▲11000,＋4.00%,282300,271475,252742,252858,25831,1223560
2019/01/21,278000,280500,274500,275000,▼6500,－2.31%,282700,270125,251767,252929,18876,1228333
2019/01/18,282500,284000,279000,281500,▲500,＋0.18%,285400,269350,251000,253075,15056,1231845
2019/01/17,287000,288000,280500,281000,▼7000,－2.43%,285700,268275,250125,253175,20466,1232793
2019/01/16,287000,290000,285500,288000,0.0,0.00%,284500,267000,249300,253258,15418,1229695
2019/01/15,287500,289500,283000,288000,▼500,－0.17%,281200,265475,248275,253288,23675,1229162
2019/01/14,284500,289500,284000,288500,▲5500,＋1.94%,278800,264250,247275,253354,29570,1230921
2019/01/11,275000,285000,275000,283000,▲8000,＋2.91%,275200,262950,246258,253421,39722,1229466
2019/01/10,271000,275000,268000,275000,▲3500,＋1.29%,273900,261900,245308,253558,19916,1228963
2019/01/09,276000,278500,271500,271500,▼4500,－1.63%,272500,261175,244517,253754,19026,1224996
2019/01/08,269000,281500,268500,276000,▲5500,＋2.03%,268400,260500,243692,253983,31292,1230949
2019/01/07,278000,278000,269500,270500,▼6000,－2.17%,264100,259550,242792,254133,27041,1238929
2019/01/04,268000,282500,266000,276500,▲8500,＋3.17%,259600,258875,242075,254383,61819,1240435
2019/01/03,252500,269000,249500,268000,▲17000,＋6.77%,254700,257550,241292,254588,43424,1235507
2019/01/02,253000,256000,246500,251000,▼3500,－1.38%,252200,256725,240683,254908,13641,1219874
2018/12/28,245500,258000,245500,254500,▲6500,＋2.62%,254000,256725,240317,255346,12268,1221903
2018/12/27,247000,250500,246000,248000,▼4000,－1.59%,254900,256475,240008,255783,14775,1223544
2018/12/26,251000,255500,245500,252000,▼3500,－1.37%,257200,256775,239900,256254,15267,1225439
2018/12/24,260000,260000,254500,255500,▼4500,－1.73%,258800,256775,239758,256750,6617,1227763
2018/12/21,261500,262000,256500,260000,▲1000,＋0.39%,258800,256775,239550,257329,17199,1229265
2018/12/20,261500,261500,256500,259000,▼500,－0.19%,258300,256150,239308,257946,19782,1230652
2018/12/19,261000,261500,258000,259500,▼500,－0.19%,259200,255575,239025,258633,11469,1242779
2018/12/18,255500,260000,254000,260000,▲4500,＋1.76%,259800,255150,238733,259313,22786,1245372
2018/12/17,256000,261500,255500,255500,▼2000,－0.78%,260200,254775,238442,260013,11875,1247122
2018/12/14,263000,264000,256500,257500,▼6000,－2.28%,261200,254425,238292,260804,13245,1247152
2018/12/13,262500,263500,259000,263500,▲1000,＋0.38%,261300,254000,238133,261488,22779,1247409
2018/12/12,262000,263500,258500,262500,▲500,＋0.19%,260000,252925,237875,262171,12873,1247112
2018/12/11,258500,262500,257500,262000,▲1500,＋0.58%,258900,251550,237567,262821,12856,1247893
2018/12/10,253500,261000,253500,260500,▲2500,＋0.97%,256500,250200,237250,263554,20277,1257547
2018/12/07,257500,259500,255500,258000,▲1000,＋0.39%,254700,248800,236975,264288,16220,1258277
2018/12/06,258000,259500,254000,257000,0.0,0.00%,253300,247000,236775,265063,16706,1260867
2018/12/05,249500,259000,248500,257000,▲7000,＋2.80%,251800,245200,236600,265875,28585,1264507
2018/12/04,250000,253000,248000,250000,▼1500,－0.60%,251200,243575,236442,266679,9068,1268999
2018/12/03,251000,256000,250000,251500,▲500,＋0.20%,251600,242075,236425,267517,11635,1268114
2018/11/30,250500,253500,247500,251000,▲1500,＋0.60%,252400,240400,236400,268388,22232,1269055
2018/11/29,255500,256000,249000,249500,▼4500,－1.77%,251700,239075,236375,269183,11822,1270828
2018/11/28,254000,255000,250000,254000,▲2000,＋0.79%,251300,237400,236392,270008,11711,1271911
2018/11/27,255000,255500,251500,252000,▼3500,－1.37%,250700,235600,236242,270679,9632,1274107
2018/11/26,246500,257000,246500,255500,▲8000,＋3.23%,250800,233825,236150,271296,27385,1277779
2018/11/23,248500,249500,243000,247500,0.0,0.00%,249400,231750,235975,271892,14050,1277570
2018/11/22,251500,252500,246500,247500,▼3500,－1.39%,249700,230600,236067,272550,12813,1278417
2018/11/21,252000,252000,246000,251000,▼1500,－0.59%,248600,229600,236208,273188,20370,1274994
2018/11/20,246000,253500,244500,252500,▲4000,＋1.61%,245400,228500,236275,273733,27475,1274243
2018/11/19,248500,253500,247000,248500,▼500,－0.20%,241900,227325,236392,274267,14582,1267776
2018/11/16,243000,250500,242500,249000,▲7000,＋2.89%,238700,226475,236525,274833,34047,1264878
2018/11/15,235000,245000,235000,242000,▲7000,＋2.98%,233300,225350,236675,275442,47692,1257947
2018/11/14,238000,238000,234500,235000,0.0,0.00%,229100,224650,236942,276108,15999,1268351
2018/11/13,231000,237000,227000,235000,▲2500,＋1.08%,227000,224275,237650,276817,32193,1269561
2018/11/12,224500,233000,221500,232500,▲10500,＋4.73%,224000,223825,238592,277517,23033,1283334
2018/11/09,223000,227500,220000,222000,▲1000,＋0.45%,221100,223575,239583,278250,22475,1284707
2018/11/08,228000,231000,221000,221000,▼3500,－1.56%,221600,223575,240733,279079,20561,1278888
2018/11/07,221500,235500,220500,224500,▲4500,＋2.05%,220600,223625,241925,279904,33872,1276378
2018/11/06,219000,224500,217500,220000,▲2000,＋0.92%,219300,223775,243067,280671,11793,1272917
2018/11/05,224500,224500,216500,218000,▼6500,－2.90%,218600,224250,244292,281471,13607,1273023
2018/11/02,216000,225500,216000,224500,▲8500,＋3.94%,217800,224925,245567,282317,16184,1277271
2018/11/01,217000,220000,216000,216000,▼2000,－0.92%,217800,225150,246700,283167,6560,1273519
2018/10/31,214000,218500,214000,218000,▲1500,＋0.69%,220100,226150,248033,284100,11246,1271831
2018/10/30,213000,217500,211500,216500,▲2500,＋1.17%,222300,227325,249300,285008,17245,1269147
2018/10/29,223000,226000,213500,214000,▼10500,－4.68%,224800,228675,250550,285904,19078,1261965
2018/10/26,227000,227500,221500,224500,▼3000,－1.32%,228300,230125,251867,286813,18418,1261889
2018/10/25,227500,230000,225500,227500,▼1500,－0.66%,228700,231175,252975,287621,19347,1258044
2018/10/24,231500,231500,228000,229000,0.0,0.00%,228800,231900,254092,288454,12780,1259604
2018/10/23,230500,231500,228000,229000,▼2500,－1.08%,228500,232550,255150,289263,22368,1258232
2018/10/22,226000,232000,225500,231500,▲5000,＋2.21%,227900,233225,256225,290096,17887,1250800
2018/10/19,224000,227000,223500,226500,▼1500,－0.66%,227100,233975,257217,290796,13156,1244129
2018/10/18,227500,228500,226000,228000,▲500,＋0.22%,226200,235050,258300,291508,13728,1243514
2018/10/17,226500,229000,226500,227500,▲1500,＋0.66%,225000,236050,259433,292238,12910,1236292
2018/10/16,228000,229000,225000,226000,▼1500,－0.66%,225000,236875,260583,292950,17641,1234101
2018/10/15,222000,229000,222000,227500,▲5500,＋2.48%,225700,237725,261808,293625,20261,1231065
2018/10/12,221500,223500,219000,222000,0.0,0.00%,226500,238550,262992,294279,27333,1222272
2018/10/11,224000,225000,221500,222000,▼5500,－2.42%,227900,239750,264275,295004,55386,1213200
2018/10/10,229000,235000,227500,227500,▼2000,－0.87%,230700,240975,265475,295733,18966,1199574
2018/10/08,232500,232500,229500,229500,▼2000,－0.86%,233500,241975,266692,296433,17505,1200013
2018/10/05,229000,233500,227500,231500,▲2500,＋1.09%,236300,242950,267883,297138,25452,1205774
2018/10/04,238000,238000,228500,229000,▼7000,－2.97%,238600,243875,269133,297821,29336,1205069
2018/10/02,242000,243500,236000,236000,▼5500,－2.28%,241900,244900,270375,298546,40543,1213577
2018/10/01,243500,245000,241500,241500,▼2000,－0.82%,243100,245625,271558,299213,17523,1231990
2018/09/28,243500,244500,242000,243500,▲500,＋0.21%,243200,245800,272608,299846,22720,1238837
2018/09/27,245000,246000,243000,243000,▼2500,－1.02%,243000,245950,273742,300438,17766,1240472
2018/09/21,243000,246000,242500,245500,▲3500,＋1.45%,243700,246050,275108,300963,26079,1242791
2018/09/20,241500,243000,240500,242000,0.0,0.00%,244200,246425,276583,301417,22140,1246046
2018/09/19,244000,244500,240500,242000,▼500,－0.21%,245400,247125,278242,301908,20338,1247740
2018/09/18,246000,246000,241500,242500,▼4000,－1.62%,245800,247775,279892,302388,26397,1247521
2018/09/17,248000,248000,245500,246500,▼1500,－0.60%,245900,248625,281583,302858,10218,1258341
2018/09/14,250000,252000,245500,248000,0.0,0.00%,245400,249125,283317,303329,21820,1263302
2018/09/13,245000,249000,242000,248000,▲4000,＋1.64%,245000,249625,284842,303838,26693,1269428
2018/09/12,243000,244500,241500,244000,▲1000,＋0.41%,244700,250125,286467,304317,17210,1267670
2018/09/11,243500,244000,242000,243000,▼1000,－0.41%,245400,251800,288075,304821,21199,1271552
2018/09/10,245000,245500,243500,244000,▼2000,－0.81%,246600,254225,289858,305346,16165,1265884
2018/09/07,248500,249000,245000,246000,▼500,－0.20%,247800,256625,291600,305904,11896,1269922
2018/09/06,247500,248500,246000,246500,▼1000,－0.40%,248500,258875,293350,306467,20186,1271859
2018/09/05,249000,250000,247500,247500,▼1500,－0.60%,249300,261175,295150,307017,17602,1278863
2018/09/04,250000,251000,248000,249000,▼1000,－0.40%,248800,263450,296917,307600,12590,1280508
2018/09/03,252000,252000,247500,250000,▲500,＋0.20%,248300,265675,298608,308171,17373,1283531
2018/08/31,250000,251500,246500,249500,▼1000,－0.40%,247300,267900,300375,308696,14184,1288062
2018/08/30,245500,251500,245000,250500,▲5500,＋2.24%,248000,270050,301992,309192,34691,1294331
2018/08/29,247000,248500,245000,245000,▼1500,－0.61%,249100,272325,303625,309663,29002,1301128
2018/08/28,244500,246500,243500,246500,▲1500,＋0.61%,251100,274775,305117,310163,33397,1306649
2018/08/27,253000,253500,241500,245000,▼8000,－3.16%,253700,277025,306442,310617,85610,1306561
2018/08/24,254000,255500,253000,253000,▼3000,－1.17%,256000,279425,307808,311096,24055,1314914
2018/08/23,255000,257000,254000,256000,▲1000,＋0.39%,257000,281325,309033,311563,31523,1324147
2018/08/22,258000,258000,254500,255000,▼4500,－1.73%,257400,283250,310167,312058,26891,1329148
2018/08/21,256500,260500,254000,259500,▲3000,＋1.17%,261900,285125,311192,312579,25431,1334819
2018/08/20,257500,258000,253500,256500,▼1500,－0.58%,268300,286825,312142,313038,31439,1334254
2018/08/17,259000,260000,254000,258000,0.0,0.00%,275400,288550,313142,313433,40859,1343205
2018/08/16,272000,276500,255000,258000,▼19500,－7.03%,282000,290225,314208,313804,121040,1350138
2018/08/14,292500,292500,274000,277500,▼14000,－4.80%,288900,292125,315275,314117,38987,1378883
2018/08/13,292000,292500,287000,291500,▼500,－0.17%,292000,293075,315983,314296,20169,1377042
2018/08/10,291500,293500,290500,292000,▲1000,＋0.34%,292400,293475,316442,314325,16087,1371571
2018/08/09,292000,293500,291000,291000,▼1500,－0.51%,292900,293800,316917,314358,15566,1368399
2018/08/08,292500,296000,292000,292500,▼500,－0.17%,293200,294200,317425,314413,9658,1368769
2018/08/07,293500,295000,292000,293000,▼500,－0.17%,293900,294275,317883,314438,14382,1371429
2018/08/06,294500,296500,293500,293500,▼1000,－0.34%,294100,294650,318275,314525,9549,1377668
2018/08/03,292500,295500,292500,294500,▲2000,＋0.68%,293700,295025,318650,314613,15375,1380754
2018/08/02,295000,296500,292000,292500,▼3500,－1.18%,293400,295625,319067,314700,11187,1382159
2018/08/01,296000,297500,293000,296000,▲2000,＋0.68%,293100,296175,319633,314804,21585,1384763
2018/07/31,293500,295500,291500,294000,▲2500,＋0.86%,292800,296725,320167,314979,15385,1390602
2018/07/30,294500,294500,291500,291500,▼1500,－0.51%,292500,297250,320717,315254,10096,1394679
2018/07/27,293000,294000,291500,293000,▲2000,＋0.69%,292900,298250,321258,315521,8200,1395035
2018/07/26,294500,295500,290000,291000,▼3500,－1.19%,292500,299850,321758,315800,16057,1394824
2018/07/25,294000,294500,292500,294500,▲2000,＋0.68%,292600,302000,322267,316088,9681,1399682
2018/07/24,290500,293000,289500,292500,▼1000,－0.34%,292900,304350,322817,316317,13804,1400157
2018/07/23,291000,296500,291000,293500,▲2500,＋0.86%,293700,306775,323375,316579,11957,1402917
2018/07/20,290000,294000,290000,291000,▼500,－0.17%,294900,309300,323967,316871,12351,1404066
2018/07/19,294500,295500,291500,291500,▼4500,－1.52%,296400,312275,324375,317179,20083,1405288
2018/07/18,296500,298000,294000,296000,▼500,－0.17%,297900,314675,324717,317479,10262,1413124
2018/07/17,298000,298500,295000,296500,▼3000,－1.00%,297500,317150,325042,317683,13847,1415646
2018/07/16,298000,299500,295000,299500,▲1000,＋0.34%,298300,319350,325317,317863,21937,1421086
2018/07/13,299000,301500,298000,298500,▼500,－0.17%,298600,321875,325442,318013,10426,1429919
2018/07/12,297500,301500,294500,299000,▲5000,＋1.70%,300200,324375,325567,318200,35864,1433998
2018/07/11,300000,300000,292000,294000,▼6500,－2.16%,301100,326975,325733,318392,31400,1441772
2018/07/10,302000,303500,299000,300500,▼500,－0.17%,303700,330000,325992,318629,17715,1443364
2018/07/09,305500,309000,300500,301000,▼5500,－1.79%,304500,332650,326175,318879,13022,1445521
2018/07/06,302000,307000,301500,306500,▲3000,＋0.99%,306600,335125,326392,319171,11784,1449434
2018/07/05,306000,309000,301000,303500,▼3500,－1.14%,310300,337600,326508,319417,6588,1449938
2018/07/04,304500,309500,299000,307000,▲2500,＋0.82%,316400,339750,326717,319700,15825,1450188
2018/07/03,313000,313500,300500,304500,▼7000,－2.25%,323300,341825,326867,319958,29101,1451348
2018/07/02,319000,320000,310000,311500,▼13500,－4.15%,330600,343325,327083,320242,30964,1445732
2018/06/29,328500,329000,310000,325000,▼9000,－2.69%,337100,344050,327133,320550,86373,1435357
2018/06/28,341500,341500,330000,334000,▼7500,－2.20%,342200,344150,326817,320829,17184,1425720
2018/06/27,338000,344000,335000,341500,▲500,＋0.15%,343300,343775,326250,320996,12977,1428171
2018/06/26,344000,355000,338500,341000,▼3000,－0.87%,344100,342900,325575,321096,22405,1432620
2018/06/25,349500,349500,338000,344000,▼6500,－1.85%,344000,341675,324883,321196,13532,1432622
2018/06/22,335500,353000,335500,350500,▲11000,＋3.24%,345200,340300,324133,321296,36911,1435516
2018/06/21,341000,348000,331000,339500,▼6000,－1.74%,344800,338600,323342,321321,13096,1441525
2018/06/20,339000,348500,335000,345500,▲5000,＋1.47%,347100,337725,322833,321492,16451,1441125
2018/06/19,346000,350000,337000,340500,▼9500,－2.71%,348900,336550,322167,321596,20439,1439962
2018/06/18,350500,359500,348500,350000,▲1500,＋0.43%,351500,335525,321567,321813,22799,1436581
2018/06/15,352000,353000,346500,348500,▼2500,－0.71%,351600,333975,320833,321929,16407,1433834
2018/06/14,356500,357500,349000,351000,▼3500,－0.99%,353100,332575,320208,322017,28023,1434061
2018/06/12,351000,357000,349000,354500,▲1000,＋0.28%,352200,331100,319583,322071,25870,1438004
2018/06/11,353500,358500,348000,353500,▲3000,＋0.86%,351000,329375,318883,322025,39948,1439027
2018/06/08,356000,356000,347500,350500,▼5500,－1.54%,347200,327525,318283,321988,23063,1438729
2018/06/07,345500,356000,343000,356000,▲9500,＋2.74%,342300,325800,317733,321963,36128,1440830
2018/06/05,348500,354500,346500,346500,▼2000,－0.57%,336500,323975,317017,321925,41441,1448823
2018/06/04,337000,349000,336500,348500,▲14000,＋4.19%,332500,322975,316392,321971,66310,1453647
2018/06/01,327500,337000,327500,334500,▲8500,＋2.61%,327600,321950,315700,322017,52578,1443127
2018/05/31,327000,329000,324500,326000,▼1000,－0.31%,324000,321575,315208,322167,17629,1437693
2018/05/30,322500,327000,321500,327000,▲500,＋0.15%,322100,321475,314792,322442,18839,1438337
2018/05/29,326000,329000,323000,326500,▲2500,＋0.77%,320000,321275,314383,322763,24131,1440378
2018/05/28,319000,324000,316500,324000,▲7500,＋2.37%,319100,321025,314092,323113,23579,1439914
2018/05/25,316500,319000,313500,316500,0.0,0.00%,318700,321200,313950,323525,10779,1440983
2018/05/24,315500,320000,310000,316500,0.0,0.00%,319400,321675,313967,324021,13268,1439420
2018/05/23,320000,320500,315000,316500,▼5500,－1.71%,319900,322300,313933,324442,12643,1431610
2018/05/21,323000,323000,319500,322000,0.0,0.00%,320700,322250,313725,324846,11417,1427400
2018/05/18,320000,322500,318500,322000,▲2000,＋0.63%,320600,321750,313400,325188,10314,1428643
2018/05/17,318000,323000,317500,320000,▲1000,＋0.31%,320200,321425,312958,325567,17657,1423879
2018/05/16,320000,322500,317500,319000,▼1500,－0.47%,319500,321075,312608,325917,10820,1419675
2018/05/15,320000,322500,320000,320500,▼1000,－0.31%,318900,320475,312208,326113,10625,1418034
2018/05/14,319500,324000,317500,321500,▲1500,＋0.47%,318700,319750,311800,326283,13561,1419158
2018/05/11,315500,321000,315500,320000,▲3500,＋1.11%,319700,319125,311400,326500,16239,1417271
2018/05/10,315000,317500,311000,316500,▲500,＋0.16%,321300,318600,310992,326658,24948,1413089
2018/05/09,319000,320000,313500,316000,▼3500,－1.10%,323400,318350,310775,326875,23974,1404450
2018/05/08,326000,326000,318000,319500,▼7000,－2.14%,325000,318250,310575,327071,14363,1398354
2018/05/04,327500,328500,325000,326500,▼1500,－0.46%,325700,317950,310333,327300,15303,1397393
2018/05/03,326500,330000,324000,328000,▲1000,＋0.31%,324700,317425,309975,327363,33180,1394951
2018/05/02,328000,331500,321500,327000,▲3000,＋0.93%,324600,316825,309792,327413,36260,1391940
2018/04/30,323500,325000,321000,324000,▲1000,＋0.31%,324400,316350,309792,327500,31786,1397954
2018/04/27,321500,324000,319000,323000,▲1500,＋0.47%,325400,315875,309783,327621,14578,1403772
2018/04/26,329000,329000,321500,321500,▼6000,－1.83%,323900,315025,309842,327738,21139,1401319
2018/04/25,325500,334500,323500,327500,▲1500,＋0.46%,322000,313950,309908,327888,35356,1398602
2018/04/24,329000,329500,323000,326000,▼3000,－0.91%,319600,312625,309817,328054,18585,1394397
2018/04/23,314500,329000,312500,329000,▲13500,＋4.28%,317000,311300,309783,328204,70688,1394464
2018/04/20,312500,316500,312000,315500,▲3500,＋1.12%,312600,309800,309775,328363,19897,1363161
2018/04/19,316500,316500,311500,312000,▼3500,－1.11%,310700,309175,309983,328654,28693,1356671
2018/04/18,311000,316500,311000,315500,▲2500,＋0.80%,310100,309025,310242,328908,25125,1355971
2018/04/17,308000,316000,308000,313000,▲6000,＋1.95%,308900,308525,310325,329104,18274,1348111
2018/04/16,306500,308000,303000,307000,▲1000,＋0.33%,308600,308100,310408,329313,13049,1344785
2018/04/13,308500,310000,303000,306000,▼3000,－0.97%,310000,308050,310583,329613,19432,1343565
2018/04/12,309000,310500,308000,309000,▼500,－0.16%,311500,308300,310833,329958,8810,1336537
2018/04/11,311500,313000,308500,309500,▼2000,－0.64%,312900,308525,311050,330271,11818,1334554
2018/04/10,311500,314500,311000,311500,▼2500,－0.80%,314200,308675,311267,330525,14081,1335943
2018/04/09,313500,315000,311000,314000,▲500,＋0.16%,315400,308975,311583,330788,11817,1331238
2018/04/06,315500,315500,311500,313500,▼2500,－0.79%,315500,309150,311950,331050,12687,1328864
2018/04/05,316500,319500,315500,316000,0.0,0.00%,314000,309125,312325,331300,16222,1325989
2018/04/04,317000,320500,314000,316000,▼1500,－0.47%,310800,308775,312683,331471,22782,1324682
2018/04/03,313500,320500,310500,317500,▲3000,＋0.95%,307800,308325,313050,331708,34614,1325349
2018/04/02,303000,315500,303000,314500,▲8500,＋2.78%,304200,307700,313400,331921,31156,1323934
2018/03/30,302500,307000,301500,306000,▲6000,＋2.00%,301100,307025,313967,332150,8687,1317014
2018/03/29,301000,303000,299000,300000,▼1000,－0.33%,300500,306850,314842,332433,13109,1315318
2018/03/28,298000,301500,298000,301000,▲1500,＋0.50%,302300,307300,315742,332771,13395,1318815
2018/03/27,300000,302500,297000,299500,▲500,＋0.17%,303200,308025,316617,333058,13603,1316068
2018/03/26,302500,303500,298000,299000,▼4000,－1.32%,304200,308925,317508,333408,13225,1317687
2018/03/23,307000,307000,301500,303000,▼6000,－1.94%,305600,309700,318458,333758,13350,1319239
2018/03/22,308500,310000,305500,309000,▲3500,＋1.15%,307200,309750,319300,334125,9765,1320142
2018/03/21,303500,308500,303500,305500,▲1000,＋0.33%,308100,309425,320150,334467,8012,1319857
2018/03/20,302500,307000,302500,304500,▼1500,－0.49%,309500,308925,321025,334842,7966,1319344
2018/03/19,310000,311000,305000,306000,▼5000,－1.61%,312100,308650,322058,335250,15571,1317911
2018/03/16,313000,314500,309500,311000,▼2500,－0.80%,314400,308100,323025,335508,12860,1320679
2018/03/15,312000,315000,309500,313500,▲1000,＋0.32%,314800,307350,323825,335738,12565,1322783
2018/03/14,316000,316500,312000,312500,▼5000,－1.57%,313900,306550,324558,335967,7544,1320750
2018/03/13,316000,318000,314500,317500,0.0,0.00%,312800,305700,325167,336200,19728,1321946
2018/03/12,315000,317500,313000,317500,▲4500,＋1.44%,310300,305000,325692,336379,18985,1328281
2018/03/09,312500,315000,309500,313000,▲4000,＋1.29%,307000,304325,326192,336608,17204,1328665
2018/03/08,310000,315000,307000,309000,▲2000,＋0.65%,304900,303925,326833,336746,43794,1328579
2018/03/07,303500,309500,302000,307000,▲2000,＋0.66%,304900,303725,327550,336896,21307,1324542
2018/03/06,301500,306000,301000,305000,▲4000,＋1.33%,306600,304225,328333,337075,15937,1324698
2018/03/05,302500,304000,300000,301000,▼1500,－0.50%,309100,305325,329125,337275,10321,1323178
2018/03/02,304000,307000,299000,302500,▼6500,－2.10%,311800,306450,330092,337538,22990,1324812
2018/02/28,312500,313500,308000,309000,▼6500,－2.06%,312100,307650,331142,337796,19316,1319583
2018/02/27,316500,317500,310500,315500,▼2000,－0.63%,310800,308475,332133,337967,29118,1312321
2018/02/26,315000,318500,311000,317500,▲3000,＋0.95%,306800,308800,333100,338096,25596,1304721
2018/02/23,304000,316000,301000,314500,▲10500,＋3.45%,303100,309125,334075,338142,41167,1303293
2018/02/22,303000,304000,299500,304000,▲1500,＋0.50%,299200,309825,334950,338250,32045,1301750
2018/02/21,297500,302500,296000,302500,▲7000,＋2.37%,297600,311025,335967,338446,20099,1309281
2018/02/20,299500,299500,294000,295500,▼3500,－1.17%,296600,312275,336975,338692,14168,1305682
2018/02/19,299000,304000,296000,299000,▲4000,＋1.36%,296600,313525,338175,339008,18015,1303458
2018/02/14,296500,297500,292000,295000,▼1000,－0.34%,297500,314475,339225,339342,18361,1301804
2018/02/13,295500,299500,295500,296000,▼1500,－0.50%,299300,315600,340017,339679,13514,1298084
2018/02/12,296500,299500,294000,297500,▲2000,＋0.68%,301100,316850,340767,339992,13444,1294694
2018/02/09,300000,301000,294000,295500,▼8000,－2.64%,302600,318075,341600,340175,26612,1290389
2018/02/08,304000,305000,301500,303500,▼500,－0.16%,306900,319425,342325,340413,19857,1288785
2018/02/07,303500,306000,303000,304000,▼1000,－0.33%,311600,320775,342975,340583,23031,1283848
2018/02/06,300500,310000,299000,305000,0.0,0.00%,315500,322375,343567,340679,35921,1277215
2018/02/05,315000,315000,303000,305000,▼12000,－3.79%,319800,323925,344267,340771,48709,1272787
2018/02/02,323500,324000,315500,317000,▼10000,－3.06%,323900,325550,344750,340850,70464,1269696
2018/02/01,323000,327000,320000,327000,▲3500,＋1.08%,324900,326600,345033,340838,30014,1287253
2018/01/31,327000,327000,319000,323500,▼3000,－0.92%,324300,327175,345208,340758,19513,1282350
2018/01/30,326500,328500,325500,326500,▲1000,＋0.31%,325300,328425,345458,340750,17748,1283601
2018/01/29,324000,326500,323000,325500,▲3500,＋1.09%,325600,330025,345633,340738,19296,1282872
2018/01/26,324000,326500,321000,322000,▼2000,－0.62%,326000,331450,345867,340688,27454,1281204
2018/01/25,326500,328500,323000,324000,▼4500,－1.37%,325700,333025,346292,340658,24872,1281346
2018/01/24,327500,329000,326000,328500,▲500,＋0.15%,324500,334475,346625,340671,14179,1284879
2018/01/23,328500,330000,325000,328000,▲500,＋0.15%,322300,335850,346950,340646,23998,1287458
2018/01/22,321500,328000,319500,327500,▲7000,＋2.18%,320900,337125,347325,340613,26826,1286641
2018/01/19,317000,321500,317000,320500,▲2500,＋0.79%,319800,338750,347575,340588,21876,1282276
2018/01/18,317500,322000,316500,318000,▲500,＋0.16%,320200,340625,347883,340583,45017,1282945
2018/01/17,321000,322000,316000,317500,▼3500,－1.09%,322700,343050,348217,340588,30426,1295077
2018/01/16,321000,322500,320000,321000,▼1000,－0.31%,326400,345375,348642,340650,23994,1291206
2018/01/15,322500,324000,318000,322000,▼500,－0.16%,329400,347275,349083,340658,17022,1288865
2018/01/12,333000,333000,320500,322500,▼8000,－2.42%,332500,349050,349492,340671,40529,1290112
2018/01/11,337500,338000,330000,330500,▼5500,－1.64%,335600,350375,349783,340633,30711,1290728
2018/01/10,336000,338000,334500,336000,0.0,0.00%,337200,351300,349992,340500,20341,1290328
2018/01/09,336500,337000,333000,336000,▼1500,－0.44%,339700,351875,350150,340317,28467,1292130
2018/01/08,337500,337500,333500,337500,▼500,－0.15%,344200,352650,350275,340158,21647,1290482
2018/01/05,342000,342500,335000,338000,▼500,－0.15%,347500,353375,350258,339992,21983,1288040
2018/01/04,348500,348500,337500,338500,▼10000,－2.87%,350600,354175,350367,339858,26003,1284493
2018/01/03,354000,355000,347000,348500,▼10000,－2.79%,353500,354875,350442,339796,19547,1280294
2018/01/02,353000,358500,351000,358500,▲4500,＋1.27%,355000,355400,350333,339642,8146,1283521
2017/12/28,353000,355500,350000,354000,▲500,＋0.14%,354000,355750,350025,339450,5431,1282071
2017/12/27,349000,354500,345000,353500,▲500,＋0.14%,355200,356475,349800,339296,5747,1281093
2017/12/26,357000,362000,352000,353000,▼3000,－0.84%,356100,357475,349500,339163,13547,1282638
2017/12/22,356500,358500,351000,356000,▲2500,＋0.71%,358800,358625,349308,339013,8708,1279537
2017/12/21,357000,358000,351500,353500,▼6500,－1.81%,360400,359175,349058,338925,10994,1277988
2017/12/20,357500,363000,356500,360000,▲2000,＋0.56%,361500,359750,348950,338892,6759,1277793
2017/12/19,367000,367000,356000,358000,▼8500,－2.32%,361000,359900,348783,338808,11207,1277841
2017/12/18,362000,369000,360500,366500,▲2500,＋0.69%,359200,360375,348658,338742,18664,1281925
2017/12/15,358500,367000,354500,364000,▲5000,＋1.39%,355700,360150,348442,338567,27904,1288558
2017/12/14,357500,359000,353500,359000,▲1500,＋0.42%,352400,359075,347992,338492,19967,1296617
2017/12/13,349500,358000,349500,357500,▲8500,＋2.44%,350900,358175,347650,338408,17655,1300927
2017/12/12,348000,351000,346500,349000,0.0,0.00%,349800,357675,347375,338413,7761,1306958
2017/12/11,347500,350500,343000,349000,▲1500,＋0.43%,350800,357175,347233,338467,10318,1308465
2017/12/08,349000,361000,345000,347500,▼4000,－1.14%,351500,356850,347067,338525,15800,1311859
2017/12/07,352000,353500,348000,351500,▼500,－0.14%,353800,356450,347025,338579,10345,1317532
2017/12/06,354000,356000,352000,352000,▼2000,－0.56%,356600,356225,346658,338683,12771,1317749
2017/12/05,353000,357500,352000,354000,▲1500,＋0.43%,359900,355325,346242,338754,16022,1318980
2017/12/04,361000,364000,350000,352500,▼6500,－1.81%,363800,354325,345817,338863,34517,1320729
