[일시]농심,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1997/10/25,36058,36058,33897,34879,▼1179,－3.27%,36805,38588,41615,40446,12030,N/A
1997/10/24,37336,37336,35371,36058,▼2063,－5.41%,37100,38859,41780,40463,10600,N/A
1997/10/23,36844,38515,36844,38122,▼688,－1.77%,37473,39085,41926,40473,11010,N/A
1997/10/22,37336,38810,36844,38810,▲2653,＋7.34%,37591,39129,42037,40474,14710,N/A
1997/10/21,35371,37336,35371,36157,▼197,－0.54%,37591,39212,42130,40465,5120,N/A
1997/10/20,38122,38122,35567,36353,▼1572,－4.15%,38122,39448,42263,40471,8450,N/A
1997/10/18,36844,38318,36844,37925,▼786,－2.03%,38613,39743,42369,40472,4900,N/A
1997/10/17,38220,38810,37532,38711,▼98,－0.25%,38888,39989,42458,40469,4350,N/A
1997/10/16,38810,38810,36451,38810,0.0,0.00%,39006,40195,42528,40458,18000,N/A
1997/10/15,39301,39301,37827,38810,0.0,0.00%,39006,40416,42602,40448,34680,N/A
1997/10/14,39301,39301,38810,38810,▼491,－1.25%,39085,40642,42643,40446,3530,N/A
1997/10/13,39792,39792,38810,39301,0.0,0.00%,39281,40868,42668,40434,3700,N/A
1997/10/11,39301,39596,38613,39301,▲491,＋1.27%,39399,41099,42684,40407,2480,N/A
1997/10/10,39497,39497,38220,38810,▼393,－1.00%,39674,41339,42700,40368,13540,N/A
1997/10/09,37827,39301,37827,39203,▼590,－1.48%,40067,41634,42735,40332,5990,N/A
1997/10/08,39301,39890,39301,39792,▼98,－0.25%,40342,41909,42744,40286,4110,N/A
1997/10/07,39694,40283,39399,39890,▼786,－1.93%,40440,42155,42741,40216,8780,N/A
1997/10/06,39792,41069,39792,40676,▼98,－0.24%,40578,42371,42731,40158,11740,N/A
1997/10/04,40775,41069,40382,40775,▲197,＋0.48%,40244,42489,42700,40098,7490,N/A
1997/10/02,40283,40578,39596,40578,▲295,＋0.73%,40185,42587,42681,40039,2650,N/A
1997/10/01,40382,40578,39989,40283,▼295,－0.73%,40244,42686,42689,39981,19120,N/A
1997/09/30,36058,40578,36058,40578,▲1572,＋4.03%,40637,42808,42705,39933,20610,N/A
1997/09/29,40185,40185,38416,39006,▼1474,－3.64%,41089,42916,42704,39892,18950,N/A
1997/09/27,40873,40971,40480,40480,▼393,－0.96%,41855,43093,42733,39847,10980,N/A
1997/09/26,41364,42248,40873,40873,▼1376,－3.26%,42406,43182,42746,39796,16850,N/A
1997/09/25,42838,43231,42248,42248,▼590,－1.38%,42897,43290,42785,39743,5550,N/A
1997/09/24,42838,43231,42248,42838,0.0,0.00%,43113,43329,42835,39678,3820,N/A
1997/09/23,43231,43722,42740,42838,▼393,－0.91%,43329,43349,42825,39616,38500,N/A
1997/09/22,43329,43526,43034,43231,▼98,－0.23%,43585,43408,42777,39549,12540,N/A
1997/09/20,44213,44213,42936,43329,0.0,0.00%,43879,43457,42725,39486,12610,N/A
1997/09/19,43427,44606,43329,43329,▼590,－1.34%,44154,43486,42674,39429,16010,N/A
1997/09/18,44213,44705,43919,43919,▼197,－0.45%,44430,43506,42632,39365,7730,N/A
1997/09/13,44901,44901,44115,44115,▼590,－1.32%,44488,43496,42579,39302,2760,N/A
1997/09/12,44213,45196,44017,44705,0.0,0.00%,44272,43476,42527,39245,26590,N/A
1997/09/11,44705,44705,44213,44705,0.0,0.00%,43879,43427,42461,39130,9080,N/A
1997/09/10,44213,44705,43526,44705,▲491,＋1.11%,43447,43418,42347,39009,24910,N/A
1997/09/09,42445,44410,42445,44213,▲1179,＋2.74%,43054,43418,42224,38888,39420,N/A
1997/09/08,42543,43820,42543,43034,▲295,＋0.69%,42759,43393,42109,38762,12030,N/A
1997/09/06,41855,42740,41855,42740,▲197,＋0.46%,42661,43427,41965,38660,7790,N/A
1997/09/05,42740,42740,41954,42543,▼197,－0.46%,42563,43486,41833,38556,14470,N/A
1997/09/04,41954,43231,41462,42740,0.0,0.00%,42661,43570,41710,38453,8020,N/A
1997/09/03,42641,43231,42641,42740,▲197,＋0.46%,42720,43673,41584,38346,21650,N/A
1997/09/02,41855,42543,41757,42543,▲295,＋0.70%,42818,43776,41459,38248,25920,N/A
1997/09/01,42445,42740,42150,42248,▼786,－1.83%,43113,43889,41351,38144,18060,N/A
1997/08/30,41757,43034,41757,43034,0.0,0.00%,43506,43997,41241,38040,8950,N/A
1997/08/29,43034,43624,42838,43034,▼197,－0.45%,43683,44051,41118,37929,22120,N/A
1997/08/28,43919,44017,43231,43231,▼786,－1.79%,43820,44037,41009,37811,35470,N/A
1997/08/27,44705,44705,43820,44017,▼197,－0.44%,43919,44037,40904,37688,25210,N/A
1997/08/26,43722,44606,43722,44213,▲295,＋0.67%,43860,43982,40778,37560,41010,N/A
1997/08/25,43820,44213,43231,43919,▲197,＋0.45%,43761,43933,40628,37428,20040,N/A
1997/08/23,43919,43919,43722,43722,0.0,0.00%,43879,43801,40495,37297,19610,N/A
1997/08/22,43722,44115,43329,43722,0.0,0.00%,44076,43629,40367,37163,38040,N/A
1997/08/21,43722,44213,43624,43722,0.0,0.00%,44076,43457,40233,37029,11720,N/A
1997/08/20,44213,44213,43427,43722,▼786,－1.77%,44076,43285,40111,36898,20060,N/A
1997/08/19,44213,44705,43427,44508,▼197,－0.44%,44115,43142,39990,36767,51320,N/A
1997/08/18,43329,44705,43329,44705,▲983,＋2.25%,44056,42907,39856,36624,17840,N/A
1997/08/16,43526,45196,43231,43722,0.0,0.00%,44076,42651,39721,36487,8350,N/A
1997/08/14,43329,44115,43231,43722,▼197,－0.45%,44292,42430,39611,36358,31210,N/A
1997/08/13,44213,44705,43722,43919,▼295,－0.67%,44508,42184,39503,36226,24930,N/A
1997/08/12,45196,45196,44213,44213,▼590,－1.32%,44606,41968,39392,36091,22280,N/A
1997/08/11,44213,45392,44213,44803,0.0,0.00%,44587,41811,39277,35955,51500,N/A
1997/08/09,45294,45491,44606,44803,0.0,0.00%,44174,41634,39146,35816,28810,N/A
1997/08/08,44606,45392,44213,44803,▲393,＋0.88%,43860,41418,39021,35671,35530,N/A
1997/08/07,44213,45687,44213,44410,▲295,＋0.67%,43486,41217,38910,35531,121830,N/A
1997/08/06,42740,44606,42740,44115,▲1376,＋3.22%,43250,41059,38799,35410,89320,N/A
1997/08/05,43427,43624,42740,42740,▼491,－1.14%,42681,41015,38679,35280,21700,N/A
1997/08/04,42936,44115,42740,43231,▲295,＋0.69%,42189,41138,38575,35156,40090,N/A
1997/08/02,42936,43722,42445,42936,▼295,－0.68%,41600,41089,38479,35047,37280,N/A
1997/08/01,41757,44115,41364,43231,▲1965,＋4.76%,41069,40942,38387,34945,81820,N/A
1997/07/31,39301,41757,39301,41266,▲983,＋2.44%,40598,40784,38294,34838,25540,N/A
1997/07/30,40283,40775,39890,40283,0.0,0.00%,40303,40735,38250,34730,14070,N/A
1997/07/29,40283,40283,39694,40283,0.0,0.00%,40165,40760,38200,34625,11310,N/A
1997/07/28,40873,40971,40283,40283,▼590,－1.44%,39969,40784,38130,34517,11420,N/A
1997/07/26,39792,40873,39694,40873,▲1081,＋2.72%,39674,40819,38036,34412,19130,N/A
1997/07/25,39301,40087,39301,39792,▲197,＋0.50%,39419,40814,37930,34298,21960,N/A
1997/07/24,39301,39792,38711,39596,▲295,＋0.75%,39674,40716,37828,34188,16500,N/A
1997/07/23,38810,39301,38318,39301,▲491,＋1.27%,40008,40603,37691,34078,13700,N/A
1997/07/22,39792,40283,38810,38810,▼786,－1.99%,40244,40504,37584,33970,14630,N/A
1997/07/21,40087,40283,39301,39596,▼1474,－3.59%,40637,40283,37496,33861,27650,N/A
1997/07/19,40775,41168,40480,41069,▼197,－0.48%,40971,40044,37398,33754,3630,N/A
1997/07/18,41757,41757,40578,41266,▲786,＋1.94%,41403,39748,37273,33641,6400,N/A
1997/07/16,41266,41266,40480,40480,▼295,－0.72%,42189,39446,37160,33537,9850,N/A
1997/07/15,41757,41954,40775,40775,▼491,－1.19%,42543,39183,37080,33433,10070,N/A
1997/07/14,43034,43034,41168,41266,▼1965,－4.55%,42386,38948,36961,33310,26900,N/A
1997/07/12,48143,48143,43133,43231,▼1965,－4.35%,42150,38667,36846,33181,593410,N/A
1997/07/11,41266,45196,40480,45196,▲2948,＋6.98%,41561,38288,36700,33035,65260,N/A
1997/07/10,40283,42248,39989,42248,▲2260,＋5.65%,40676,37853,36522,32875,61960,N/A
1997/07/09,39301,40087,39301,39989,▼98,－0.25%,40382,37585,36407,32744,14150,N/A
1997/07/08,40283,40283,39301,40087,▼197,－0.49%,40578,37410,36322,32628,18670,N/A
1997/07/07,39301,40775,39301,40283,▼491,－1.20%,40716,37167,36248,32512,9510,N/A
1997/07/05,40775,40775,40283,40775,0.0,0.00%,40224,36948,36183,32397,8420,N/A
1997/07/04,41462,41462,40775,40775,▼197,－0.48%,39537,36713,36098,32269,17980,N/A
1997/07/03,41757,41757,40971,40971,▲197,＋0.48%,38849,36457,36025,32130,39890,N/A
1997/07/02,38318,40775,38318,40775,▲2948,＋7.79%,37533,36228,35962,31982,34670,N/A
1997/07/01,37139,38220,36844,37827,▲491,＋1.32%,36339,36014,35799,31836,16680,N/A
1997/06/30,36353,37630,36353,37336,0.0,0.00%,35803,35947,35672,31717,11580,N/A
1997/06/28,36353,37729,36353,37336,▲2946,＋8.57%,35382,35909,35552,31598,18150,N/A
1997/06/27,35229,35648,34390,34390,▼419,－1.20%,34960,35900,35415,31465,41740,N/A
1997/06/26,35145,35145,34641,34809,▼336,－0.95%,35296,36042,35355,31353,34150,N/A
1997/06/25,35229,35229,34390,35145,▼84,－0.24%,35463,36164,35280,31243,11650,N/A
1997/06/24,35229,35648,34306,35229,0.0,0.00%,35564,36273,35197,31129,25350,N/A
1997/06/23,36067,36487,35229,35229,▼839,－2.33%,35816,36357,35108,31022,56080,N/A
1997/06/21,35229,36822,35229,36067,▲419,＋1.18%,36151,36462,35036,30908,6240,N/A
1997/06/20,36067,36906,34809,35648,0.0,0.00%,36235,36566,34936,30785,57260,N/A
1997/06/19,36487,37326,35648,35648,▼839,－2.30%,36151,36671,34838,30671,61190,N/A
1997/06/18,36906,37577,36487,36487,▼419,－1.14%,36202,36734,34740,30556,20200,N/A
1997/06/17,36487,37242,36151,36906,▲419,＋1.15%,36118,36734,34612,30442,19000,N/A
1997/06/16,35648,36906,35229,36487,▲1258,＋3.57%,35866,36764,34472,30317,14500,N/A
1997/06/14,36067,36067,35229,35229,▼671,－1.87%,35849,36810,34341,30192,22320,N/A
1997/06/13,36067,36235,35229,35900,▼168,－0.47%,36101,36931,34227,30083,39780,N/A
1997/06/12,35648,36487,35648,36067,▲419,＋1.18%,36218,37066,34098,29963,25410,N/A
1997/06/11,36067,36403,35229,35648,▼755,－2.07%,36319,37128,33959,29838,15070,N/A
1997/06/10,36487,37242,35732,36403,▼84,－0.23%,36621,37149,33826,29706,19800,N/A
1997/06/09,36487,36487,35732,36487,0.0,0.00%,36789,37061,33686,29567,15930,N/A
1997/06/07,35648,36571,35648,36487,▼84,－0.23%,36940,36961,33544,29423,8100,N/A
1997/06/05,37158,37409,36571,36571,▼587,－1.58%,37107,36822,33392,29279,20020,N/A
1997/06/04,37242,37242,36655,37158,▼84,－0.23%,37175,36563,33253,29126,19150,N/A
1997/06/03,36906,37326,36738,37242,0.0,0.00%,37208,36348,33104,28981,25480,N/A
1997/06/02,37326,37326,36738,37242,▼84,－0.22%,37393,36164,32950,28836,25550,N/A
1997/05/31,36906,37326,36487,37326,▲419,＋1.14%,37493,35987,32790,28701,9770,N/A
1997/05/30,37326,37326,36487,36906,▼419,－1.12%,37409,35799,32633,28567,10050,N/A
1997/05/29,38164,38164,36990,37326,▼839,－2.20%,37326,35678,32487,28435,32100,N/A
1997/05/28,37745,38584,37745,38164,▲419,＋1.11%,37359,35594,32321,28299,44720,N/A
1997/05/27,36906,38164,36906,37745,▲839,＋2.27%,37208,35367,32151,28167,42960,N/A
1997/05/26,36487,37326,36487,36906,▲419,＋1.15%,37191,35200,32020,28044,25600,N/A
1997/05/24,36906,37409,36487,36487,▼1007,－2.68%,37527,35079,31880,27928,4680,N/A
1997/05/23,37409,37661,36906,37493,▲84,＋0.22%,37695,34979,31736,27815,20300,N/A
1997/05/22,36151,37577,36151,37409,▼252,－0.67%,37409,34871,31614,27689,15230,N/A
1997/05/21,38584,38584,37326,37661,▼923,－2.39%,36856,34744,31503,27564,28270,N/A
1997/05/20,37242,39003,37242,38584,▲1258,＋3.37%,36220,34644,31382,27449,51870,N/A
1997/05/19,38164,38500,36403,37326,▲1258,＋3.49%,35246,34536,31210,27330,19280,N/A
1997/05/17,35984,36235,35061,36067,▲1427,＋4.12%,34058,34452,31050,27221,17060,N/A
1997/05/16,34485,37197,34485,34640,▲155,＋0.45%,33416,34470,30904,27124,230310,N/A
1997/05/15,33633,34873,32935,34485,▲775,＋2.30%,33199,34597,30788,27043,95640,N/A
1997/05/13,31385,33710,31385,33710,▲2325,＋7.41%,33044,34423,30667,26951,24610,N/A
1997/05/12,32160,32470,31075,31385,▼1472,－4.48%,33013,34246,30549,26865,16210,N/A
1997/05/10,33090,33555,32548,32858,▼697,－2.08%,33633,34185,30465,26800,12620,N/A
1997/05/09,33710,34253,32935,33555,▼155,－0.46%,34191,33998,30355,26724,16660,N/A
1997/05/08,32935,34098,32548,33710,▲155,＋0.46%,34206,33859,30225,26645,19530,N/A
1997/05/07,34485,34485,33323,33555,▼930,－2.70%,34346,33688,30111,26565,17260,N/A
1997/05/06,36887,36887,34485,34485,▼1162,－3.26%,34532,33518,30008,26487,631970,N/A
1997/05/03,33788,35647,33710,35647,▲2015,＋5.99%,34532,33289,29913,26403,15440,N/A
1997/05/02,34408,34873,33555,33633,▼775,－2.25%,34470,33053,29787,26309,10400,N/A
1997/04/30,34485,34950,34098,34408,▼77,－0.22%,34718,32875,29660,26227,20200,N/A
1997/04/29,35260,35260,33710,34485,0.0,0.00%,34966,32643,29515,26135,26270,N/A
1997/04/28,34098,35260,34098,34485,▼852,－2.41%,35353,32408,29369,26040,15390,N/A
1997/04/26,34873,35647,34563,35338,▲465,＋1.33%,35586,32123,29228,25942,6940,N/A
1997/04/25,35647,35647,34873,34873,▼775,－2.17%,35802,31781,29082,25834,15550,N/A
1997/04/24,36422,36422,34873,35647,▼775,－2.13%,36267,31469,28934,25731,12680,N/A
1997/04/23,37042,37042,35647,36422,▲775,＋2.17%,35338,31106,28777,25624,27260,N/A
1997/04/22,36422,36422,35260,35647,▼775,－2.13%,34087,30694,28611,25509,18890,N/A
1997/04/21,37585,37972,36035,36422,▼775,－2.08%,32991,30295,28440,25405,33920,N/A
1997/04/19,37662,37662,36035,37197,▲6199,＋20.00%,31530,29858,28234,25295,36870,N/A
1997/04/18,30722,31497,30002,30998,▲830,＋2.75%,30246,29399,28002,25179,127770,N/A
1997/04/17,30057,30888,29725,30168,0.0,0.00%,30102,29246,27873,25120,79360,N/A
1997/04/16,29338,30168,29172,30168,▲1052,＋3.61%,30102,29108,27762,25061,33314,N/A
1997/04/15,30777,30998,29116,29116,▼1661,－5.40%,30046,29011,27643,24997,48210,N/A
1997/04/14,30445,30943,30390,30777,▲498,＋1.65%,30412,28967,27514,24940,45250,N/A
1997/04/12,30168,30722,30168,30279,▲111,＋0.37%,30268,28826,27352,24869,28420,N/A
1997/04/11,30057,30445,29947,30168,▲277,＋0.93%,30168,28696,27207,24796,35870,N/A
1997/04/10,30888,30888,29891,29891,▼1052,－3.40%,30091,28582,27061,24724,41070,N/A
1997/04/09,30445,31275,30057,30943,▲886,＋2.95%,29869,28494,26935,24665,64830,N/A
1997/04/08,29781,30334,29559,30057,▲277,＋0.93%,29382,28317,26780,24598,57410,N/A
1997/04/07,29891,30002,29393,29781,0.0,0.00%,29094,28211,26635,24539,39490,N/A
1997/04/04,28895,29891,28895,29781,▲996,＋3.46%,28817,28217,26503,24479,86260,N/A
1997/04/03,28507,29781,28507,28784,▲277,＋0.97%,28496,28153,26371,24419,89100,N/A
1997/04/02,28784,29006,28286,28507,▼111,－0.39%,28275,28106,26272,24374,26350,N/A
1997/04/01,28674,28784,28231,28618,▲221,＋0.78%,28109,28189,26161,24332,23170,N/A
1997/03/31,27788,29393,27788,28397,▲221,＋0.79%,27987,28294,26043,24285,51140,N/A
1997/03/29,27954,28175,27677,28175,▲498,＋1.80%,27899,28397,25939,24237,16250,N/A
1997/03/28,27622,28120,27566,27677,0.0,0.00%,27744,28400,25828,24197,27430,N/A
1997/03/27,27677,28009,27677,27677,▼332,－1.19%,27854,28402,25718,24167,21080,N/A
1997/03/26,27677,28507,27677,28009,▲55,＋0.20%,27965,28386,25587,24138,34200,N/A
1997/03/25,27400,28507,27400,27954,▲554,＋2.02%,27954,28369,25447,24110,28710,N/A
1997/03/24,28231,28784,26072,27400,▼830,－2.94%,27899,28330,25302,24087,19400,N/A
1997/03/22,28231,28231,27677,28231,0.0,0.00%,27998,28292,25165,24062,25450,N/A
1997/03/21,28231,29006,27954,28231,▲277,＋0.99%,27976,28198,24998,24026,37400,N/A
1997/03/20,27179,28507,27124,27954,▲277,＋1.00%,27810,28101,24857,24003,21680,N/A
1997/03/19,28009,28009,26570,27677,▼221,－0.79%,27810,27990,24723,23986,18370,N/A
1997/03/18,27954,28341,27677,27899,▼221,－0.79%,28253,27948,24611,23963,22580,N/A
1997/03/17,27511,28507,27511,28120,▲720,＋2.63%,28375,27924,24502,23951,29590,N/A
1997/03/15,27456,28231,27400,27400,▼554,－1.98%,28319,27957,24383,23942,23180,N/A
1997/03/14,29338,29615,27733,27954,▼1937,－6.48%,28873,27990,24277,23932,46290,N/A
1997/03/13,30777,30777,29670,29891,▲1384,＋4.85%,29426,27893,24182,23904,246880,N/A
1997/03/12,29836,29836,28065,28507,▲664,＋2.39%,29537,27685,24067,23861,66810,N/A
1997/03/11,30168,30168,27843,27843,▼2325,－7.71%,29482,27547,23975,23830,79690,N/A
1997/03/10,30722,30998,29725,30168,▼554,－1.80%,29460,27456,23894,23798,55060,N/A
1997/03/08,30943,31995,29891,30722,▲277,＋0.91%,28895,27276,23765,23736,260070,N/A
1997/03/07,28231,30445,28009,30445,▲2214,＋7.84%,28286,27038,23626,23666,125130,N/A
1997/03/06,28009,28452,27400,28231,▲498,＋1.80%,27633,26827,23515,23600,63420,N/A
1997/03/05,27400,28729,27400,27733,▲387,＋1.42%,27312,26739,23451,23547,122670,N/A
1997/03/04,27954,27954,27179,27345,▼332,－1.20%,27035,26623,23393,23500,44670,N/A
1997/03/03,27677,28507,27400,27677,▲498,＋1.83%,26825,26459,23343,23461,58880,N/A
1997/02/28,26736,27677,26515,27179,▲554,＋2.08%,26437,26238,23298,23419,55710,N/A
1997/02/27,26570,27400,25740,26625,▲277,＋1.05%,26371,26041,23235,23370,39400,N/A
1997/02/26,26293,26570,26183,26349,▲55,＋0.21%,26526,25886,23181,23324,56500,N/A
1997/02/25,25186,26349,25186,26293,▲554,＋2.15%,27013,25720,23134,23277,41400,N/A
1997/02/24,26847,27400,25463,25740,▼1107,－4.12%,27367,25474,23093,23227,44880,N/A
1997/02/22,27124,27345,25740,26847,▼554,－2.02%,27423,25239,23064,23181,42200,N/A
1997/02/21,28784,29172,27124,27400,▼1384,－4.81%,27201,24976,23019,23128,160050,N/A
1997/02/20,28784,29725,28341,28784,▲720,＋2.56%,26869,24677,22967,23074,182620,N/A
1997/02/19,26459,28065,26459,28065,▲2048,＋7.87%,26315,24356,22893,23003,172460,N/A
1997/02/18,25795,26293,25463,26017,▲277,＋1.08%,26017,24032,22831,22941,68010,N/A
1997/02/17,26072,26293,25297,25740,0.0,0.00%,26005,23800,22794,22893,67200,N/A
1997/02/15,26017,26515,25740,25740,▼277,－1.06%,26105,23606,22754,22851,36960,N/A
1997/02/14,26570,26570,25740,26017,▼554,－2.08%,26249,23412,22710,22805,39150,N/A
1997/02/13,26238,27677,26017,26570,▲609,＋2.35%,26127,23254,22655,22752,97190,N/A
1997/02/12,26238,26847,25740,25961,▼277,－1.05%,25629,23019,22586,22685,58420,N/A
1997/02/11,26847,27013,25850,26238,▼221,－0.84%,25087,22798,22529,22622,67410,N/A
1997/02/10,25463,26847,25352,26459,▲1052,＋4.14%,24489,22593,22470,22557,94820,N/A
1997/02/06,24356,25684,24190,25408,▲1329,＋5.52%,23902,22347,22407,22493,92830,N/A
1997/02/05,23304,25076,23304,24079,▲830,＋3.57%,23426,22128,22370,22439,93310,N/A
1997/02/04,23304,23526,22972,23249,0.0,0.00%,22883,21915,22356,22398,25180,N/A
1997/02/03,23636,24245,23249,23249,▼277,－1.18%,22441,21735,22357,22363,41520,N/A
1997/02/01,23802,24356,23304,23526,▲498,＋2.16%,22109,21533,22367,22329,42330,N/A
1997/01/31,21644,23027,21644,23027,▲1661,＋7.77%,21688,21317,22359,22294,66370,N/A
1997/01/30,21035,21810,21035,21367,▲332,＋1.58%,21555,21076,22350,22262,10700,N/A
1997/01/29,21644,21644,20536,21035,▼554,－2.56%,21599,20996,22366,22235,4550,N/A
1997/01/28,21311,21865,20481,21588,▲166,＋0.78%,21666,20941,22387,22203,19660,N/A
1997/01/27,22363,22363,21311,21422,▼941,－4.21%,21721,20910,22385,22164,10610,N/A
1997/01/25,21865,22695,21865,22363,▲775,＋3.59%,21810,20905,22388,22124,9050,N/A
1997/01/24,20204,21588,20204,21588,▲221,＋1.04%,21909,20835,22394,22078,24120,N/A
1997/01/23,21311,22142,21311,21367,▼498,－2.28%,21965,20808,22417,22042,7170,N/A
1997/01/22,21699,22142,21311,21865,0.0,0.00%,21998,20855,22443,22011,10470,N/A
1997/01/21,22695,22861,21865,21865,▼996,－4.36%,22053,20910,22454,21973,6920,N/A
1997/01/20,22197,23581,22197,22861,▲996,＋4.56%,21987,20965,22467,21941,32110,N/A
1997/01/18,21588,21865,21035,21865,▲332,＋1.54%,21621,20971,22477,21905,8810,N/A
1997/01/17,22142,22142,21035,21533,▼609,－2.75%,21212,20999,22503,21875,6280,N/A
1997/01/16,21035,22142,21035,22142,▲609,＋2.83%,20835,21043,22527,21847,7200,N/A
1997/01/15,21588,21588,21035,21533,▲498,＋2.37%,20249,21126,22535,21812,35680,N/A
1997/01/14,19817,21367,19817,21035,▲1218,＋6.15%,19784,21267,22565,21788,9930,N/A
1997/01/13,19651,20204,19374,19817,▲166,＋0.85%,19219,21428,22616,21766,7110,N/A
1997/01/11,18876,19651,18876,19651,▲443,＋2.31%,19208,21655,22690,21760,7410,N/A
1997/01/10,19097,19374,18820,19208,0.0,0.00%,19263,21920,22773,21758,19400,N/A
1997/01/09,18212,19319,17160,19208,▲996,＋5.47%,19618,22131,22872,21761,13130,N/A
1997/01/08,19374,19762,18212,18212,▼1550,－7.84%,20038,22341,22958,21766,14490,N/A
1997/01/07,19762,20758,18820,19762,▼166,－0.83%,20592,22607,23054,21782,19730,N/A
1997/01/06,20204,21311,19319,19928,▼1052,－5.01%,20846,22809,23149,21783,9850,N/A
1997/01/04,21035,21311,20758,20979,▼332,－1.56%,21323,23014,23248,21780,2760,N/A
1997/01/03,19485,21588,19485,21311,▲332,＋1.58%,21721,23171,23314,21765,5660,N/A
1996/12/27,21035,21035,19485,20979,▼55,－0.26%,22053,23318,23401,21750,30780,N/A
1996/12/26,22308,22308,20758,21035,▼1273,－5.71%,22452,23487,23502,21741,57410,N/A
1996/12/24,22197,22972,22197,22308,▼664,－2.89%,22729,23653,23586,21733,13050,N/A
1996/12/23,23138,23138,22419,22972,0.0,0.00%,22751,23728,23626,21708,8370,N/A
1996/12/21,23027,23138,22972,22972,0.0,0.00%,22917,23747,23655,21677,6220,N/A
1996/12/20,21865,22972,21865,22972,▲554,＋2.47%,23193,23753,23685,21647,20190,N/A
1996/12/19,22419,22917,21035,22419,0.0,0.00%,23448,23739,23703,21619,15470,N/A
1996/12/18,23526,23802,21920,22419,▼1384,－5.81%,23836,23739,23707,21603,24820,N/A
1996/12/17,24909,24909,23802,23802,▼554,－2.27%,24345,23747,23706,21581,28260,N/A
1996/12/16,24356,25463,24079,24356,▲111,＋0.46%,24267,23692,23685,21543,42480,N/A
1996/12/14,24356,24909,23968,24245,▼111,－0.45%,24079,23609,23644,21492,17620,N/A
1996/12/13,24688,25740,24356,24356,▼609,－2.44%,23935,23553,23607,21442,34830,N/A
1996/12/12,23526,25242,23526,24965,▲1550,＋6.62%,23825,23498,23578,21391,81910,N/A
1996/12/11,23415,23913,23360,23415,0.0,0.00%,23636,23415,23539,21331,19560,N/A
1996/12/10,23526,23526,23083,23415,▼111,－0.47%,23780,23437,23505,21281,3790,N/A
1996/12/09,23526,24301,23360,23526,▼277,－1.16%,23946,23420,23466,21237,13830,N/A
1996/12/07,24024,24024,23304,23802,▼221,－0.92%,24112,23368,23420,21195,10050,N/A
1996/12/06,24135,24467,23968,24024,▼111,－0.46%,24223,23293,23360,21151,15160,N/A
1996/12/05,23802,24245,23802,24135,▼111,－0.46%,24179,23207,23297,21108,15570,N/A
1996/12/04,24411,24854,24135,24245,▼111,－0.45%,24024,23074,23236,21068,29470,N/A
1996/12/03,24245,24909,24135,24356,0.0,0.00%,23791,22942,23181,21024,32900,N/A
1996/12/02,23968,24633,23968,24356,▲554,＋2.33%,23459,22859,23114,20977,25880,N/A
1996/11/30,23360,23968,23360,23802,▲443,＋1.90%,23072,22789,23051,20927,31370,N/A
1996/11/29,23249,23858,22419,23360,▲277,＋1.20%,22828,22748,22991,20873,25620,N/A
1996/11/28,23193,23193,22751,23083,▲387,＋1.71%,22695,22706,22948,20821,13400,N/A
1996/11/27,22419,22972,22419,22695,▲277,＋1.23%,22618,22684,22900,20772,10420,N/A
1996/11/26,22086,22585,22086,22419,▼166,－0.74%,22706,22720,22849,20727,7810,N/A
1996/11/25,22695,22695,22252,22585,▼111,－0.49%,22872,22773,22785,20684,4790,N/A
1996/11/22,22695,22695,21920,22695,0.0,0.00%,23016,22792,22715,20635,14140,N/A
1996/11/21,22197,23138,22197,22695,▼443,－1.91%,23249,22787,22645,20586,8040,N/A
1996/11/20,22695,23249,22695,23138,▼111,－0.48%,23326,22820,22578,20537,7840,N/A
1996/11/19,23470,23470,23138,23249,▼55,－0.24%,23193,22867,22509,20488,10210,N/A
1996/11/18,23968,23968,22640,23304,▼554,－2.32%,23005,22917,22440,20437,20890,N/A
1996/11/16,23304,23968,23304,23858,▲775,＋3.36%,22806,22983,22370,20388,10890,N/A
1996/11/15,22695,23581,22419,23083,▲609,＋2.71%,22330,23050,22290,20336,21160,N/A
1996/11/14,22308,22695,22308,22474,▲166,＋0.74%,22031,23113,22228,20290,5160,N/A
1996/11/13,22197,22695,22142,22308,0.0,0.00%,22075,23188,22174,20247,3790,N/A
1996/11/12,21201,22695,21201,22308,▲830,＋3.87%,22208,23346,22105,20208,7960,N/A
1996/11/11,21035,21920,21035,21477,▼111,－0.51%,22341,23523,22019,20163,7420,N/A
1996/11/09,22695,22695,21588,21588,▼1107,－4.88%,22551,23697,21942,20124,5390,N/A
1996/11/08,22695,23249,22419,22695,▼277,－1.20%,22762,23944,21859,20084,10770,N/A
1996/11/07,22972,22972,22419,22972,0.0,0.00%,22906,24159,21763,20038,5800,N/A
1996/11/06,21644,22972,21644,22972,▲443,＋1.97%,23005,24317,21668,19994,8200,N/A
1996/11/05,22529,22529,21644,22529,▼111,－0.49%,23005,24403,21578,19952,9480,N/A
1996/11/04,23415,23415,22640,22640,▼775,－3.31%,23016,24511,21491,19918,16970,N/A
1996/11/02,23581,23802,22419,23415,▼55,－0.24%,23160,24619,21415,19884,8810,N/A
1996/11/01,22972,23692,22972,23470,▲498,＋2.17%,23293,24649,21334,19845,14700,N/A
