[일시]아세아,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2011/11/28,33140,33242,32630,32630,▼459,－1.39%,33018,34140,35307,40412,1260,403420
2011/11/25,32732,33752,31713,33089,0.0,0.00%,33191,34282,35422,40533,6972,403330
2011/11/24,33038,33089,32681,33089,▼51,－0.15%,33283,34397,35516,40647,590,404550
2011/11/23,32783,33242,32375,33140,0.0,0.00%,33558,34471,35597,40755,2380,404600
2011/11/22,33038,33344,32783,33140,▼357,－1.07%,33854,34532,35668,40866,1981,405030
2011/11/21,33548,33548,32987,33497,▼51,－0.15%,34191,34578,35753,40983,2200,405511
2011/11/18,34160,34364,32681,33548,▼918,－2.66%,34425,34637,35818,41088,10984,405791
2011/11/17,34058,34619,34058,34466,▼153,－0.44%,34649,34642,35884,41191,1461,406795
2011/11/16,34007,34721,34007,34619,▼204,－0.59%,34609,34621,35935,41294,3300,407365
2011/11/15,34517,34925,34517,34823,▲153,＋0.44%,34690,34604,36000,41395,1749,408190
2011/11/14,34262,34925,34262,34670,0.0,0.00%,34680,34593,36080,41496,850,408190
2011/11/11,34109,34721,34007,34670,▲408,＋1.19%,34690,34593,36182,41606,1540,408150
2011/11/10,34262,34619,34007,34262,▼765,－2.18%,34690,34614,36275,41716,3842,408290
2011/11/09,35384,35384,34670,35027,▲255,＋0.73%,34802,34655,36353,41826,2511,407970
2011/11/08,35078,35078,34517,34772,▲51,＋0.15%,34680,34657,36402,41922,1360,407910
2011/11/07,35027,35078,34466,34721,▲51,＋0.15%,34670,34698,36463,42018,861,407770
2011/11/04,35384,35384,34364,34670,▼153,－0.44%,34823,34749,36537,42109,6992,407690
2011/11/03,34160,34874,34160,34823,▲408,＋1.19%,34966,34830,36668,42203,2880,407560
2011/11/02,35231,35384,33956,34415,▼306,－0.88%,34915,34853,36828,42295,2778,407580
2011/11/01,35588,35588,34721,34721,▼765,－2.16%,34904,34876,37017,42407,1273,407520
2011/10/31,35282,36505,34823,35486,▲102,＋0.29%,34772,34861,37216,42512,10742,407720
2011/10/28,34721,35486,34415,35384,▲816,＋2.36%,34609,34884,37431,42612,5842,409190
2011/10/27,34262,34619,34262,34568,▲204,＋0.59%,34262,34945,37666,42714,3710,408960
2011/10/26,34007,34568,34007,34364,▲306,＋0.90%,34160,35045,37914,42825,1870,409430
2011/10/25,34568,34976,33956,34058,▼612,－1.76%,34140,35154,38164,42934,4730,409520
2011/10/24,33650,34670,33650,34670,▲1020,＋3.03%,34252,35279,38419,43047,4710,410740
2011/10/21,33956,34058,32834,33650,▼408,－1.20%,34252,35376,38662,43155,5489,411570
2011/10/20,34211,34364,33905,34058,▼204,－0.60%,34537,35529,38907,43270,2590,413550
2011/10/19,34466,34517,34109,34262,▼357,－1.03%,34741,35684,39160,43386,4901,414150
2011/10/18,34109,34721,34058,34619,▼51,－0.15%,34904,35825,39411,43502,3840,415170
2011/10/17,35333,35333,34058,34670,▼408,－1.16%,35098,35980,39626,43610,32080,415820
2011/10/14,35027,35282,34670,35078,0.0,0.00%,35312,36128,39823,43716,820,421410
2011/10/13,35027,35129,34619,35078,0.0,0.00%,35557,36151,40013,43813,4531,421670
2011/10/12,35282,35384,34670,35078,▼510,－1.43%,35598,36182,40214,43909,2846,422810
2011/10/11,35740,35842,35537,35588,▼153,－0.43%,35557,36243,40417,44007,2411,423400
2011/10/10,35690,36352,35690,35740,▼561,－1.54%,35322,36286,40617,44104,2536,424250
2011/10/07,36607,36607,35537,36301,▲1020,＋2.89%,35363,36319,40836,44196,4301,424890
2011/10/06,35588,35588,34976,35282,▲408,＋1.17%,35424,36296,41057,44288,2324,425820
2011/10/05,34415,35180,34211,34874,▲459,＋1.33%,35679,36416,41294,44384,4153,425420
2011/10/04,35893,35944,34364,34415,▼1530,－4.26%,36016,36656,41534,44482,6228,425310
2011/09/30,35893,38851,35740,35944,▼663,－1.81%,36444,36921,41782,44585,5500,425970
2011/09/29,35740,36709,35740,36607,▲51,＋0.14%,36577,37099,41988,44673,2930,428870
2011/09/28,36046,36709,35486,36556,0.0,0.00%,36597,37206,42200,44759,2991,429630
2011/09/27,36454,36607,35588,36556,0.0,0.00%,36719,37275,42408,44846,6127,430280
2011/09/26,36607,36607,34313,36556,▼51,－0.14%,36821,37318,42624,44934,5180,431840
2011/09/23,36352,36607,34262,36607,▼102,－0.28%,37056,37403,42845,45027,5320,432560
2011/09/22,37168,37168,35639,36709,▼459,－1.23%,37260,37441,43059,45117,2650,435070
2011/09/21,37474,37729,36964,37168,▲102,＋0.28%,37025,37482,43269,45208,6758,435150
2011/09/20,38545,38596,36811,37066,▼663,－1.76%,36730,37499,43472,45290,633,431080
2011/09/19,36760,37831,36301,37729,▲102,＋0.27%,36577,37571,43670,45371,1182,431180
2011/09/16,36556,37627,35690,37627,▲2090,＋5.88%,36322,37665,43850,45447,4083,431090
2011/09/15,35588,36454,35537,35537,▼153,－0.43%,36077,37823,44032,45525,1939,429710
2011/09/14,36301,37882,35078,35690,▼612,－1.69%,36138,38060,44233,45619,3420,430070
2011/09/09,35995,36913,35995,36301,▼153,－0.42%,36536,38223,44420,45707,3775,430910
2011/09/08,37066,37321,36403,36454,▲51,＋0.14%,37209,38308,44597,45787,3210,431130
2011/09/07,37474,37474,35944,36403,▲561,＋1.56%,37861,38404,44769,45865,2210,429870
2011/09/06,37678,38086,35842,35842,▼1835,－4.87%,38483,38542,44942,45938,3560,429740
2011/09/05,38647,39309,37678,37678,▼1988,－5.01%,39065,38876,45135,46016,1521,429770
2011/09/02,39004,40176,39004,39666,▼51,－0.13%,39116,39215,45280,46069,460,430600
2011/09/01,39411,40329,39411,39717,▲204,＋0.52%,38667,39518,45403,46110,2441,430820
2011/08/31,39004,39768,38341,39513,▲765,＋1.97%,38371,39865,45516,46149,2896,431140
2011/08/30,37780,38749,37780,38749,▲816,＋2.15%,37943,40311,45644,46192,1534,430740
2011/08/29,39870,39870,37525,37933,▲510,＋1.36%,37698,40847,45778,46243,2439,430640
2011/08/26,37576,38545,37423,37423,▼816,－2.13%,37617,41423,45913,46293,1270,431325
2011/08/25,36811,38545,36811,38239,▲867,＋2.32%,37831,42019,46064,46347,2502,431615
2011/08/24,38035,38188,36811,37372,▼153,－0.41%,38106,42575,46212,46393,1880,431625
2011/08/23,36250,37933,36250,37525,0.0,0.00%,38789,43169,46357,46444,5852,431915
2011/08/22,37474,38494,37270,37525,▼969,－2.52%,39340,43709,46497,46493,3141,431555
2011/08/19,39411,39411,38086,38494,▼1122,－2.83%,39626,44296,46652,46557,3400,431945
2011/08/18,40788,41145,39513,39615,▼1173,－2.87%,39524,44839,46791,46605,4361,432875
2011/08/17,41502,41502,40278,40788,▲510,＋1.27%,39279,45231,46913,46641,2880,435465
2011/08/16,39972,40788,39258,40278,▲1326,＋3.40%,38953,45517,47030,46668,3690,435735
2011/08/12,38698,39972,37933,38953,▲969,＋2.55%,39401,45828,47156,46701,10890,435915
2011/08/11,37627,38851,36964,37984,▼408,－1.06%,40502,46238,47299,46744,6051,437095
2011/08/10,39819,41043,37168,38392,▼765,－1.95%,42052,46700,47442,46803,9437,437915
2011/08/09,40380,41247,36301,39156,▼3365,－7.91%,43704,47161,47574,46857,15406,443925
2011/08/08,44408,45122,42369,42521,▼1937,－4.36%,45560,47648,47680,46905,10764,449135
2011/08/05,44765,45122,43337,44459,▼1275,－2.79%,46947,47997,47738,46918,8900,449255
2011/08/04,46345,46447,45581,45734,▼918,－1.97%,47946,48252,47762,46918,4540,449335
2011/08/03,47569,48283,46294,46651,▼1784,－3.68%,48670,48428,47797,46907,6690,451545
2011/08/02,49048,49048,48436,48436,▼1020,－2.06%,49211,48561,47808,46899,2060,453305
2011/08/01,48181,49812,48181,49455,0.0,0.00%,49374,48553,47793,46881,2390,452855
2011/07/29,49557,49557,48436,49455,▲102,＋0.21%,49150,48548,47762,46850,3990,451325
2011/07/28,49353,49353,48130,49353,0.0,0.00%,49109,48525,47736,46824,1240,451465
2011/07/27,49353,49455,48232,49353,▲102,＋0.21%,49109,48535,47704,46796,2746,451485
2011/07/26,48334,49965,47671,49252,▲918,＋1.90%,48731,48558,47674,46771,2848,451545
2011/07/25,48946,48946,47212,48334,▼918,－1.86%,48181,48568,47647,46746,6690,450945
2011/07/22,49761,49761,48436,49252,▼102,－0.21%,47814,48617,47634,46726,2973,451095
2011/07/21,47671,49353,47110,49353,▲1886,＋3.97%,47396,48622,47611,46702,2580,450135
2011/07/20,46549,47467,46549,47467,▲969,＋2.08%,46967,48601,47592,46676,2720,449875
2011/07/19,46498,47314,46498,46498,0.0,0.00%,46998,48655,47594,46663,5407,449675
2011/07/18,46702,47926,46498,46498,▼663,－1.41%,47477,48757,47610,46657,4330,449515
2011/07/15,47212,48079,46753,47161,▼51,－0.11%,48079,48810,47612,46656,1063,450635
2011/07/14,47926,47926,46192,47212,▼408,－0.86%,48558,48798,47604,46644,3580,450875
2011/07/13,48895,48895,47620,47620,▼1275,－2.61%,48966,48782,47597,46632,4330,451365
2011/07/12,49761,49761,48436,48895,▼612,－1.24%,49302,48742,47591,46616,1710,451795
2011/07/11,49710,50271,48895,49506,▼51,－0.10%,49180,48637,47555,46585,3899,451935
2011/07/08,48946,50067,48946,49557,▲306,＋0.62%,49150,48533,47519,46546,5590,450635
2011/07/07,49608,49608,48844,49252,▼51,－0.10%,49037,48372,47473,46507,5460,449415
2011/07/06,48283,49302,48283,49302,▲1020,＋2.11%,49099,48262,47430,46469,3130,446685
2011/07/05,49353,49914,47875,48283,▼1071,－2.17%,49201,48122,47387,46441,6151,444515
2011/07/04,48589,49863,48589,49353,▲357,＋0.73%,49435,48069,47357,46424,3110,442565
2011/07/01,50271,50475,48946,48997,▼561,－1.13%,49425,47939,47318,46400,2170,442055
2011/06/30,49914,50577,49353,49557,▼255,－0.51%,49496,47791,47285,46379,2812,440715
2011/06/29,49863,50067,49557,49812,▲357,＋0.72%,49374,47638,47243,46354,2890,440275
2011/06/28,49302,49455,48844,49455,▲153,＋0.31%,49119,47503,47208,46327,2000,439715
2011/06/27,49302,49965,47569,49302,▼51,－0.10%,48935,47334,47175,46303,5760,438935
2011/06/24,49608,49710,48844,49353,▲408,＋0.83%,48589,47166,47147,46279,5770,438865
2011/06/23,48538,49455,47110,48946,▲408,＋0.84%,48099,47039,47108,46251,3450,436595
2011/06/22,48538,48538,48181,48538,0.0,0.00%,47691,46932,47072,46226,1130,436225
2011/06/21,47569,48742,46753,48538,▲969,＋2.04%,47345,46853,47044,46203,3340,435845
2011/06/20,46396,47620,46039,47569,▲663,＋1.41%,46998,46817,47017,46181,2870,435485
2011/06/17,46243,47365,46243,46906,0.0,0.00%,46967,46830,47005,46160,2631,435585
2011/06/16,45988,46906,45937,46906,▲102,＋0.22%,46855,46860,46994,46146,1460,434935
2011/06/15,46804,47059,46345,46804,0.0,0.00%,46886,46845,46978,46132,1059,434925
2011/06/14,47416,47416,46090,46804,▼612,－1.29%,46825,46820,46961,46121,3012,434745
2011/06/13,45937,47416,45937,47416,▲1071,＋2.31%,46906,46756,46934,46117,2600,434515
2011/06/10,47059,47059,45530,46345,▼714,－1.52%,46774,46684,46896,46108,7053,434595
2011/06/09,44918,47059,44918,47059,▲561,＋1.21%,46712,46661,46858,46102,3709,436074
2011/06/08,47518,47722,45581,46498,▼714,－1.51%,46600,46700,46817,46093,3134,436866
2011/06/07,45632,47314,45632,47212,▲459,＋0.98%,46723,46740,46781,46086,4270,437086
2011/06/03,46498,46957,45479,46753,▲714,＋1.55%,46498,46758,46740,46076,1460,435386
2011/06/02,46804,47110,45581,46039,▼459,－0.99%,46335,46799,46707,46065,1371,435296
2011/06/01,46243,46855,46192,46498,▼612,－1.30%,46488,46893,46673,46052,790,435326
2011/05/31,46804,47365,46396,47110,▲1020,＋2.21%,46549,46939,46630,46037,2570,435056
2011/05/30,45937,47722,45530,46090,▲153,＋0.33%,46519,46962,46574,46014,860,433586
2011/05/27,44969,46396,44969,45937,▼867,－1.85%,46865,47039,46530,46000,1630,433596
2011/05/26,45428,46957,45428,46804,0.0,0.00%,47243,47118,46488,45991,1003,433546
2011/05/25,46447,46957,45581,46804,▼153,－0.33%,47385,47174,46463,45974,4850,433526
2011/05/24,46804,47824,46804,46957,▼867,－1.81%,47345,47243,46420,45941,571,434496
2011/05/23,47008,47824,46447,47824,0.0,0.00%,47212,47273,46368,45909,2132,434636
2011/05/20,46702,48028,46702,47824,▲306,＋0.64%,46753,47255,46305,45866,6500,435046
2011/05/19,46243,47518,46039,47518,▲918,＋1.97%,46386,47197,46246,45827,7930,435876
2011/05/18,46702,47416,46090,46600,▲306,＋0.66%,46060,47153,46190,45794,2224,435806
2011/05/17,45377,46804,45377,46294,▲765,＋1.68%,46305,47164,46164,45770,2180,434896
2011/05/16,45734,45887,44459,45530,▼459,－1.00%,46509,47212,46140,45750,5742,436526
2011/05/13,45734,46804,45734,45988,▲102,＋0.22%,46916,47273,46129,45741,4957,438666
2011/05/12,46702,47161,45887,45887,▼1937,－4.05%,47233,47340,46097,45720,6114,438546
2011/05/11,46549,47875,46396,47824,▲510,＋1.08%,47640,47385,46074,45704,4291,441396
2011/05/09,47671,47926,47008,47314,▼255,－0.54%,47559,47329,46017,45684,1890,439226
2011/05/06,47875,47926,47467,47569,0.0,0.00%,47610,47299,45991,45669,7821,440296
2011/05/04,47569,48181,47518,47569,▼357,－0.74%,47620,47245,45969,45649,3135,437876
2011/05/03,47365,47926,47365,47926,▲510,＋1.08%,47610,47217,45937,45641,7610,436576
2011/05/02,46906,48385,46906,47416,▼153,－0.32%,47610,47171,45911,45631,5850,434606
2011/04/29,47314,47926,46345,47569,▼51,－0.11%,47763,47151,45887,45624,6045,433476
2011/04/28,48334,48334,47212,47620,▲102,＋0.21%,47763,47159,45868,45610,7070,433616
2011/04/27,47926,48232,47416,47518,▼408,－0.85%,47732,47151,45845,45597,17980,432146
2011/04/26,47926,48436,47161,47926,▼255,－0.53%,47559,47156,45819,45585,11280,426376
2011/04/25,47620,48640,47314,48181,▲612,＋1.29%,47304,47110,45793,45570,13640,426036
2011/04/22,47926,48130,47314,47569,▲102,＋0.21%,47029,47041,45760,45554,15820,428306
2011/04/21,46345,48385,46345,47467,▲816,＋1.75%,46967,47006,45732,45545,41230,427756
2011/04/20,46039,48436,46039,46651,0.0,0.00%,46825,46978,45704,45536,17470,423166
2011/04/19,45988,47722,45937,46651,▼153,－0.33%,46957,46988,45699,45539,12060,421916
2011/04/18,46753,47263,45887,46804,▼459,－0.97%,46988,46967,45685,45547,5825,423496
2011/04/15,46855,47620,46702,47263,▲510,＋1.09%,46967,46924,45667,45550,4080,424156
2011/04/14,47314,47314,46702,46753,▼561,－1.19%,46855,46853,45642,45552,2020,423936
2011/04/13,46396,47365,46396,47314,▲510,＋1.09%,46804,46774,45615,45557,480,423556
2011/04/12,46396,46804,46294,46804,▲102,＋0.22%,46743,46664,45574,45554,6420,423566
2011/04/11,46498,46753,46447,46702,0.0,0.00%,46784,46526,45541,45555,5240,424046
2011/04/08,46906,46906,46498,46702,▲204,＋0.44%,46845,46422,45508,45565,5710,423346
2011/04/07,47110,47416,46498,46498,▼510,－1.08%,47049,46305,45494,45560,2158,422566
2011/04/06,46702,47365,46396,47008,0.0,0.00%,47243,46218,45490,45567,13620,421256
2011/04/05,47365,47365,46600,47008,0.0,0.00%,47365,46106,45481,45566,7100,413766
2011/04/04,47314,48385,46855,47008,▼714,－1.50%,47365,45955,45474,45570,11720,410166
2011/04/01,47926,47926,46855,47722,▲255,＋0.54%,47324,45800,45466,45567,6180,408056
2011/03/31,47824,47926,47059,47467,▼153,－0.32%,47151,45601,45446,45567,6000,404596
2011/03/30,47110,47671,46600,47620,▲612,＋1.30%,47039,45400,45432,45567,4700,401147
2011/03/29,46804,47161,46549,47008,▲204,＋0.44%,46886,45191,45411,45567,2930,398007
2011/03/28,46906,47722,46090,46804,▼51,－0.11%,46733,45104,45394,45564,4510,396347
2011/03/25,46906,47926,46651,46855,▼51,－0.11%,46560,44976,45379,45566,10365,395637
2011/03/24,47314,47314,46651,46906,▲51,＋0.11%,46356,44826,45363,45563,3500,391897
2011/03/23,46906,47416,46243,46855,▲612,＋1.32%,46009,44683,45346,45552,14435,390677
2011/03/22,45937,46345,45581,46243,▲306,＋0.67%,45662,44553,45315,45532,7680,390877
2011/03/21,45836,46702,45071,45937,▲102,＋0.22%,45224,44449,45298,45515,6340,389817
2011/03/18,45173,45836,44765,45836,▲663,＋1.47%,44959,44405,45286,45513,2083,388877
2011/03/17,45071,45377,44714,45173,▲51,＋0.11%,44663,44354,45281,45509,1231,387987
2011/03/16,43337,46906,43337,45122,▲1071,＋2.43%,44581,44339,45299,45508,9991,387577
2011/03/15,44357,44867,43082,44051,▼561,－1.26%,44510,44288,45320,45511,30640,385447
2011/03/14,45785,46906,44459,44612,▲255,＋0.57%,44500,44311,45346,45521,19200,385557
2011/03/11,44357,45530,43439,44357,▼408,－0.91%,44357,44298,45368,45527,3055,388497
2011/03/10,44765,45836,44765,44765,0.0,0.00%,44235,44370,45390,45524,14420,388947
2011/03/09,44000,44867,44000,44765,▲765,＋1.74%,43969,44444,45411,45516,9300,390337
2011/03/08,43898,44867,43745,44000,▲102,＋0.23%,43704,44490,45423,45509,5700,389497
2011/03/07,43745,44255,43439,43898,▲153,＋0.35%,43959,44607,45431,45506,12991,389287
2011/03/04,43388,43949,43184,43745,▲306,＋0.70%,44031,44711,45444,45507,11691,388517
2011/03/03,43745,44357,43082,43439,0.0,0.00%,44051,44844,45454,45511,3897,388247
2011/03/02,44204,44510,43439,43439,▼1835,－4.05%,44173,44984,45470,45524,5786,387187
2011/02/28,45479,45479,43643,45275,▲1020,＋2.30%,44337,45112,45493,45544,3301,386397
2011/02/25,43592,44867,43541,44255,▲408,＋0.93%,44112,45165,45485,45548,3934,386397
2011/02/24,43592,44306,43592,43847,▼204,－0.46%,44275,45262,45462,45559,1623,386937
2011/02/23,44255,44255,43490,44051,▼204,－0.46%,44469,45364,45451,45568,1825,387287
2011/02/22,44153,44510,43184,44255,▲102,＋0.23%,44632,45451,45427,45576,2126,387277
2011/02/21,45887,45887,44153,44153,▼918,－2.04%,44602,45555,45407,45574,2597,387977
2011/02/18,45173,45173,44714,45071,▲255,＋0.57%,44673,45639,45399,45584,2412,388457
2011/02/17,45122,45581,44459,44816,▼51,－0.11%,44530,45672,45375,45591,3529,387757
2011/02/16,43745,45377,43643,44867,▲765,＋1.73%,44724,45718,45361,45592,3754,385997
2011/02/15,45479,45479,43388,44102,▼408,－0.92%,44999,45734,45353,45604,9443,386027
2011/02/14,44510,45071,43847,44510,▲153,＋0.34%,45315,45769,45344,45615,4020,385517
2011/02/11,45683,45785,44357,44357,▼1428,－3.12%,45683,45785,45334,45607,5709,386147
2011/02/10,45785,46294,45479,45785,▼459,－0.99%,46009,45802,45352,45598,3172,387267
2011/02/09,45683,46396,45377,46243,▲561,＋1.23%,46131,45807,45346,45577,7465,386137
2011/02/08,46141,47110,45683,45683,▼663,－1.43%,46131,45807,45328,45551,16453,383557
2011/02/07,45988,46651,45988,46345,▲357,＋0.78%,46192,45848,45345,45532,4781,378887
2011/02/01,46192,46753,45988,45988,▼408,－0.88%,46192,45858,45351,45507,4861,376927
2011/01/31,45632,46906,45530,46396,▲153,＋0.33%,46233,45887,45360,45488,10143,375367
2011/01/28,46345,46600,45887,46243,▲255,＋0.55%,46131,45894,45352,45475,7104,374397
2011/01/27,46345,46498,45683,45988,▼357,－0.77%,46039,45912,45349,45462,7703,373267
2011/01/26,46090,46753,45785,46345,▲153,＋0.33%,46111,45930,45351,45440,8181,372077
2011/01/25,45887,46294,45428,46192,▲306,＋0.67%,46009,45912,45348,45414,6866,370997
2011/01/24,45785,45937,45224,45887,▲102,＋0.22%,45917,45899,45348,45401,9950,370727
2011/01/21,46345,46345,45326,45785,▼561,－1.21%,45886,45899,45358,45392,6961,370207
2011/01/20,45785,46804,45428,46345,▲510,＋1.11%,45764,45904,45368,45390,8248,369587
2011/01/19,45632,45887,45122,45836,▲102,＋0.22%,45458,45836,45378,45383,7294,369267
2011/01/18,45683,45785,44918,45734,0.0,0.00%,45254,45805,45409,45379,9991,369577
2011/01/17,45173,45785,44714,45734,▲561,＋1.24%,45050,45779,45434,45379,40652,370467
2011/01/14,45071,45173,44459,45173,▲357,＋0.80%,45081,45769,45462,45372,8313,371157
2011/01/13,45275,45275,44663,44816,0.0,0.00%,45295,45825,45499,45371,24727,370637
2011/01/12,44714,45785,44714,44816,▲102,＋0.23%,45632,45902,45534,45371,25323,376337
2011/01/11,46345,46345,44612,44714,▼1173,－2.56%,45978,45943,45569,45371,53656,375687
2011/01/10,46243,46498,45836,45887,▼357,－0.77%,46345,46004,45622,45372,10641,374657
2011/01/07,46498,47110,46192,46243,▼255,－0.55%,46478,45994,45626,45375,4420,374047
2011/01/06,46549,46702,46090,46498,▼51,－0.11%,46549,45981,45644,45381,11981,374067
2011/01/05,46804,46804,46192,46549,0.0,0.00%,46519,45930,45651,45391,7672,374317
2011/01/04,46294,47059,46294,46549,0.0,0.00%,46407,45828,45667,45392,17131,373947
2011/01/03,46600,47926,46396,46549,▼51,－0.11%,46284,45734,45669,45406,20092,373147
2010/12/30,46345,47416,45887,46600,▲255,＋0.55%,46152,45624,45687,45416,1956,370277
2010/12/29,45224,47314,45224,46345,▲357,＋0.78%,46009,45514,45703,45425,4327,369747
2010/12/28,45836,46906,45377,45988,▲51,＋0.11%,45734,45438,45723,45432,11474,369517
2010/12/27,46090,46345,45377,45937,▲51,＋0.11%,45581,45379,45734,45444,2890,368117
2010/12/24,45937,45937,45071,45887,0.0,0.00%,45438,45226,45752,45462,2261,368067
2010/12/23,44969,47926,44459,45887,▲918,＋2.04%,45366,45089,45762,45499,24230,367687
2010/12/22,46141,46141,44867,44969,▼255,－0.56%,45448,44925,45757,45523,5372,366277
2010/12/21,45530,45683,45173,45224,0.0,0.00%,45723,44831,45750,45539,5759,365957
2010/12/20,46243,46345,44765,45224,▼306,－0.67%,45805,44752,45733,45561,2970,365387
2010/12/17,45581,46294,45377,45530,▼765,－1.65%,45948,44673,45740,45577,1954,364917
2010/12/16,46039,46345,45377,46294,▼51,－0.11%,45978,44594,45738,45590,4264,364827
2010/12/15,45173,46345,45122,46345,▲714,＋1.56%,45917,44500,45717,45593,2386,363387
2010/12/14,45887,46141,45224,45632,▼306,－0.67%,45744,44359,45702,45600,2461,362097
2010/12/13,45581,45988,45581,45937,▲255,＋0.56%,45519,44275,45696,45619,1121,361367
2010/12/10,45479,45887,45020,45683,▼306,－0.67%,45264,44250,45685,45638,1481,360617
2010/12/09,45377,46039,44867,45988,▲510,＋1.12%,44999,44237,45658,45665,9011,360337
2010/12/08,44510,45479,44153,45479,▲969,＋2.18%,44683,44196,45621,45691,4351,358647
2010/12/07,44663,44663,43847,44510,▼153,－0.34%,44551,44258,45596,45705,650,359447
2010/12/06,44357,44867,44000,44663,▲306,＋0.69%,44612,44367,45581,45728,2499,359637
2010/12/03,44408,44816,43490,44357,▼51,－0.11%,44255,44459,45570,45750,7028,358997
2010/12/02,44357,44816,44255,44408,▼408,－0.91%,44010,44538,45568,45767,1093,360247
2010/12/01,44765,44867,43745,44816,0.0,0.00%,43653,44622,45578,45782,1402,360157
2010/11/30,42420,44816,42420,44816,▲1937,＋4.52%,43307,44686,45594,45779,3530,360297
2010/11/29,43133,43439,42572,42878,▼255,－0.59%,43072,44752,45610,45772,2510,359877
2010/11/26,42725,43337,42521,43133,▲510,＋1.20%,43225,44918,45655,45780,5300,360177
2010/11/25,43082,43541,42623,42623,▼459,－1.07%,43388,45086,45686,45796,11761,358877
2010/11/24,42827,44357,42318,43082,▼561,－1.29%,43745,45275,45725,45810,5873,360287
2010/11/23,43643,44051,43235,43643,0.0,0.00%,43837,45468,45741,45819,6317,361277
2010/11/22,44051,44051,43541,43643,▼306,－0.70%,43898,45670,45770,45824,5262,361127
2010/11/19,44816,44816,43949,43949,▼459,－1.03%,44255,45848,45807,45830,5589,360807
2010/11/18,43337,45377,43337,44408,▲867,＋1.99%,44551,46024,45823,45830,13103,360467
2010/11/17,43847,44102,43388,43541,▼408,－0.93%,44704,46172,45856,45828,8782,358957
2010/11/16,45988,45988,43949,43949,▼1479,－3.25%,45336,46340,45886,45837,7430,358807
2010/11/15,45071,45836,45071,45428,0.0,0.00%,45886,46488,45879,45846,1826,360137
2010/11/12,45988,46294,45428,45428,▲255,＋0.56%,46101,46613,45844,45837,7902,359907
2010/11/11,46906,47365,45173,45173,▼1530,－3.28%,46203,46646,45807,45835,17374,359507
2010/11/10,46192,46702,45683,46702,0.0,0.00%,46386,46756,45774,45838,14435,364317
2010/11/09,46753,46753,46192,46702,▲204,＋0.44%,46264,46766,45719,45827,2720,361217
2010/11/08,45836,46498,45836,46498,▲561,＋1.22%,46152,46807,45663,45830,12913,360047
2010/11/05,46345,46651,45734,45937,▼153,－0.33%,46090,46814,45615,45825,31171,358997
2010/11/04,46345,46345,45734,46090,0.0,0.00%,46203,46899,45598,45836,5555,356617
2010/11/03,46141,46549,45887,46090,▼51,－0.11%,46264,46972,45574,45853,7303,356637
2010/11/02,46192,46192,45428,46141,▼51,－0.11%,46437,47046,45529,45867,4370,356797
2010/11/01,46651,46651,45937,46192,▼306,－0.66%,46743,47072,45481,45888,4634,356847
2010/10/29,46396,46498,45071,46498,▲102,＋0.22%,46947,47113,45454,45912,9250,357517
2010/10/28,48436,48436,46396,46396,▼561,－1.19%,47141,47113,45427,45932,5744,361007
2010/10/27,47671,48538,46957,46957,▼714,－1.50%,47334,47072,45411,45962,10923,361737
2010/10/26,47263,47722,46906,47671,▲459,＋0.97%,47324,46950,45387,45999,5420,363116
2010/10/25,47518,48334,47212,47212,▼255,－0.54%,47171,46776,45349,46030,4539,363116
2010/10/22,47875,47875,47314,47467,▲102,＋0.22%,47314,46700,45324,46065,2630,363246
2010/10/21,47365,47365,46957,47365,▲459,＋0.98%,47039,46595,45282,46101,5781,363466
2010/10/20,46906,47059,46090,46906,0.0,0.00%,47039,46480,45243,46153,5403,364016
2010/10/19,47926,47926,46906,46906,▼1020,－2.13%,47039,46407,45208,46207,3032,364446
2010/10/18,45988,48079,45988,47926,▲1835,＋3.98%,47161,46325,45174,46268,7416,364316
2010/10/15,47365,47824,45836,46090,▼1275,－2.69%,46906,46192,45123,46318,18823,362516
2010/10/14,46447,47773,46447,47365,▲459,＋0.98%,47212,46090,45123,46387,6178,362046
2010/10/13,47518,47518,46090,46906,▼612,－1.29%,47253,45909,45117,46442,4030,361526
2010/10/12,46600,47518,45632,47518,▲867,＋1.86%,47385,45764,45131,46503,2560,360906
2010/10/11,47008,47926,46600,46651,▼969,－2.03%,47212,45570,45117,46554,3250,361346
2010/10/08,47314,47620,46549,47620,▲51,＋0.11%,47283,45435,45142,46618,5600,360926
2010/10/07,47824,47926,47212,47569,0.0,0.00%,47059,45267,45146,46687,7631,356646
2010/10/06,46651,47620,46651,47569,▲918,＋1.97%,46661,45140,45146,46749,8188,352026
2010/10/05,47212,47620,46651,46651,▼357,－0.76%,46050,45050,45140,46814,10181,346976
2010/10/04,46141,47314,46090,47008,▲510,＋1.10%,45560,45007,45153,46871,5550,346236
2010/10/01,46090,47671,44918,46498,▲918,＋2.01%,45295,44936,45173,46920,6463,345226
2010/09/30,44306,45581,44306,45581,▲1071,＋2.41%,45071,44859,45236,46974,5767,343326
2010/09/29,44204,44765,44153,44510,▲306,＋0.69%,44969,44829,45289,47037,5290,340766
2010/09/28,45224,45224,44000,44204,▼1479,－3.24%,45152,44806,45329,47108,8538,338046
2010/09/27,45071,45683,45071,45683,▲306,＋0.67%,45366,44864,45389,47182,1053,337846
