[일시]아세아,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1989/02/08,21130,21305,21130,21130,▼87,－0.41%,20938,20301,20437,18600,12330,N/A
1989/02/04,21217,21305,21130,21217,▲175,＋0.83%,20833,20257,20383,18554,1650,N/A
1989/02/03,20519,21043,20519,21043,▲524,＋2.55%,20676,20209,20327,18508,7270,N/A
1989/02/02,20955,20955,20519,20519,▼262,－1.26%,20466,20187,20271,18464,11290,N/A
1989/02/01,20868,20955,20781,20781,▲175,＋0.85%,20327,20200,20220,18422,12470,N/A
1989/01/31,20519,20606,20257,20606,▲175,＋0.85%,20135,20209,20170,18380,13610,N/A
1989/01/30,20170,20519,19995,20431,▲437,＋2.18%,19977,20266,20122,18338,5870,N/A
1989/01/28,19995,20082,19908,19995,▲175,＋0.88%,19855,20287,20079,18303,3520,N/A
1989/01/27,19733,19820,19646,19820,0.0,0.00%,19803,20349,20047,18271,11950,N/A
1989/01/26,20082,20082,19820,19820,0.0,0.00%,19873,20418,20018,18240,4630,N/A
1989/01/25,19646,19820,19646,19820,0.0,0.00%,19943,20493,19988,18208,11110,N/A
1989/01/24,19733,20082,19733,19820,▲87,＋0.44%,19977,20528,19961,18181,6800,N/A
1989/01/23,19646,19820,19646,19733,▼437,－2.16%,20030,20562,19932,18153,2190,N/A
1989/01/21,20170,20431,20170,20170,0.0,0.00%,20100,20628,19902,18127,1700,N/A
1989/01/20,19995,20257,19995,20170,▲175,＋0.87%,20100,20672,19864,18098,2870,N/A
1989/01/19,19995,20082,19995,19995,▼87,－0.43%,20187,20724,19825,18074,4650,N/A
1989/01/18,19820,20082,19733,20082,0.0,0.00%,20239,20807,19787,18052,4470,N/A
1989/01/17,20170,20170,20082,20082,▼87,－0.43%,20274,20886,19743,18030,3370,N/A
1989/01/16,20606,20606,20170,20170,▼437,－2.12%,20379,20955,19694,18007,6610,N/A
1989/01/14,20082,20693,20082,20606,▲349,＋1.72%,20501,21038,19647,17987,4050,N/A
1989/01/13,20257,20519,20170,20257,0.0,0.00%,20571,21099,19595,17958,3660,N/A
1989/01/12,20606,20955,20170,20257,▼349,－1.69%,20868,21182,19550,17932,5310,N/A
1989/01/11,20519,20781,20519,20606,▼175,－0.84%,20990,21244,19506,17905,6120,N/A
1989/01/10,21043,21130,20781,20781,▼175,－0.83%,21113,21274,19461,17869,11850,N/A
1989/01/09,21654,21654,20868,20955,▼786,－3.61%,21200,21292,19417,17831,8690,N/A
1989/01/07,21741,21741,21392,21741,▲873,＋4.18%,21270,21287,19366,17792,20910,N/A
1989/01/06,20955,20955,20868,20868,▼349,－1.65%,21025,21278,19302,17746,2110,N/A
1989/01/05,21654,21829,21217,21217,0.0,0.00%,20955,21296,19248,17702,10730,N/A
1989/01/04,20955,21217,20955,21217,▼87,－0.41%,20920,21278,19186,17657,8610,N/A
1988/12/26,21305,21392,21043,21305,▲786,＋3.83%,20886,21217,19128,17617,14290,N/A
1988/12/24,20519,20519,20082,20519,0.0,0.00%,20868,21143,19056,17575,9280,N/A
1988/12/23,20868,20955,20519,20519,▼524,－2.49%,21095,21095,18998,17543,9150,N/A
1988/12/22,20955,21217,20955,21043,0.0,0.00%,21322,21030,18937,17509,11310,N/A
1988/12/21,21217,21217,20955,21043,▼175,－0.82%,21409,20973,18867,17473,8020,N/A
1988/12/20,21654,21654,20955,21217,▼437,－2.02%,21567,20877,18791,17432,5960,N/A
1988/12/19,21829,22265,21479,21654,0.0,0.00%,21689,20741,18711,17390,16240,N/A
1988/12/17,21829,21829,21479,21654,▲175,＋0.81%,21741,20584,18617,17349,6120,N/A
1988/12/16,21829,21829,21392,21479,▼349,－1.60%,21706,20423,18521,17308,5180,N/A
1988/12/15,22178,22265,21829,21829,0.0,0.00%,21654,20266,18423,17263,20640,N/A
1988/12/14,21043,22090,21043,21829,▼87,－0.40%,21514,20091,18317,17209,17190,N/A
1988/12/13,21654,21916,21479,21916,▲437,＋2.03%,21322,19912,18209,17150,30160,N/A
1988/12/12,20955,21654,20955,21479,▲262,＋1.23%,21252,19711,18103,17091,24820,N/A
1988/12/10,21305,21392,21217,21217,▲87,＋0.41%,21200,19528,18001,17034,5480,N/A
1988/12/09,21305,21392,21043,21130,▲262,＋1.26%,21130,19353,17899,16973,62080,N/A
1988/12/08,21479,21567,20868,20868,▼699,－3.24%,20903,19170,17803,16918,15860,N/A
1988/12/07,21479,21654,21392,21567,▲349,＋1.65%,20693,19013,17712,16867,29190,N/A
1988/12/06,20693,21217,20606,21217,▲349,＋1.67%,20292,18821,17614,16808,18440,N/A
1988/12/05,20431,20868,20344,20868,▲873,＋4.37%,19890,18655,17519,16752,17090,N/A
1988/12/03,19820,20082,19820,19995,▲175,＋0.88%,19698,18515,17433,16699,7460,N/A
1988/12/02,19908,20257,19646,19820,▲262,＋1.34%,19523,18419,17359,16656,43050,N/A
1988/12/01,19209,19558,18947,19558,▲349,＋1.82%,19261,18327,17287,16613,12980,N/A
1988/11/30,19908,20082,19209,19209,▼699,－3.51%,19052,18262,17216,16571,17150,N/A
1988/11/29,19558,19995,19384,19908,▲786,＋4.11%,18895,18205,17151,16531,27900,N/A
1988/11/28,18773,19384,18685,19122,▲611,＋3.30%,18580,18105,17076,16486,8330,N/A
1988/11/26,18685,18773,18511,18511,0.0,0.00%,18423,18043,17020,16447,6010,N/A
1988/11/25,18511,18685,18336,18511,▲87,＋0.47%,18371,18009,16975,16414,32890,N/A
1988/11/24,18511,18511,17463,18423,▲87,＋0.48%,18249,17969,16931,16382,23040,N/A
1988/11/23,18336,18511,18249,18336,0.0,0.00%,18126,17921,16896,16350,23680,N/A
1988/11/22,18423,18511,17899,18336,▲87,＋0.48%,18004,17860,16860,16319,17200,N/A
1988/11/21,18074,18336,18074,18249,▲349,＋1.95%,17830,17812,16812,16287,15030,N/A
1988/11/19,17637,17899,17637,17899,▲87,＋0.49%,17725,17773,16762,16254,2220,N/A
1988/11/18,17899,17899,17725,17812,▲87,＋0.49%,17690,17755,16724,16222,11120,N/A
1988/11/17,17463,17725,17463,17725,▲262,＋1.50%,17707,17747,16689,16192,3490,N/A
1988/11/16,17725,17725,17463,17463,▼262,－1.48%,17777,17755,16656,16165,25410,N/A
1988/11/15,17899,17899,17725,17725,0.0,0.00%,17899,17790,16624,16141,7860,N/A
1988/11/14,17725,17812,17550,17725,▼175,－0.98%,17952,17799,16590,16115,10150,N/A
1988/11/12,17899,18074,17812,17899,▼175,－0.97%,18057,17808,16554,16091,8430,N/A
1988/11/11,18161,18249,18074,18074,0.0,0.00%,18091,17795,16526,16064,22370,N/A
1988/11/10,17899,18249,17899,18074,▲87,＋0.49%,18057,17764,16494,16035,12710,N/A
1988/11/09,18161,18161,17725,17987,▼262,－1.44%,18022,17747,16462,16007,11680,N/A
1988/11/08,18249,18423,18074,18249,▲175,＋0.97%,17987,17699,16429,15976,37060,N/A
1988/11/07,17987,18074,17899,18074,▲175,＋0.98%,17882,17637,16400,15949,13310,N/A
1988/11/05,17899,17899,17637,17899,0.0,0.00%,17760,17576,16374,15925,6700,N/A
1988/11/04,17987,18074,17812,17899,▲87,＋0.49%,17603,17524,16352,15905,17110,N/A
1988/11/03,17812,17812,17637,17812,▲87,＋0.49%,17498,17454,16333,15885,8180,N/A
1988/11/02,17725,17899,17637,17725,▲262,＋1.50%,17428,17384,16323,15865,11270,N/A
1988/11/01,17026,17463,16677,17463,▲349,＋2.04%,17393,17297,16317,15848,8540,N/A
1988/10/31,17376,17376,17114,17114,▼262,－1.51%,17428,17218,16317,15836,3860,N/A
1988/10/29,17376,17376,17288,17376,▼87,－0.50%,17585,17144,16320,15826,4160,N/A
1988/10/28,17550,17725,17463,17463,▼87,－0.50%,17742,17048,16327,15814,6220,N/A
1988/10/27,17463,17550,17376,17550,▼87,－0.50%,17830,16943,16321,15799,10860,N/A
1988/10/26,18074,18161,17637,17637,▼262,－1.46%,17899,16843,16315,15784,6820,N/A
1988/10/25,18336,18423,17899,17899,▼262,－1.44%,17899,16729,16304,15770,50440,N/A
1988/10/24,17899,18249,17812,18161,▲262,＋1.46%,17812,16590,16278,15754,43900,N/A
1988/10/22,17899,17899,17637,17899,0.0,0.00%,17725,16450,16246,15737,5600,N/A
1988/10/21,17463,17899,17288,17899,▲262,＋1.49%,17550,16323,16218,15723,52180,N/A
1988/10/20,17463,17725,17463,17637,▲175,＋1.00%,17376,16214,16190,15708,27480,N/A
1988/10/19,17899,17899,17463,17463,▼262,－1.48%,17218,16107,16155,15695,18970,N/A
1988/10/18,16939,17725,16939,17725,▲699,＋4.10%,17096,16020,16129,15681,34780,N/A
1988/10/17,16939,17026,16764,17026,0.0,0.00%,16852,15911,16107,15662,15810,N/A
1988/10/15,16852,17026,16764,17026,▲175,＋1.04%,16729,15837,16094,15646,9980,N/A
1988/10/14,16939,17026,16590,16852,0.0,0.00%,16520,15749,16088,15631,29010,N/A
1988/10/13,16502,16852,16502,16852,▲349,＋2.12%,16328,15671,16081,15615,20200,N/A
1988/10/12,16415,16590,16153,16502,▲87,＋0.53%,16083,15601,16080,15600,15100,N/A
1988/10/11,15978,16415,15978,16415,▲437,＋2.73%,15874,15562,16072,15583,14210,N/A
1988/10/10,15717,15978,15717,15978,▲87,＋0.55%,15664,15531,16068,15564,8440,N/A
1988/10/08,15717,15891,15280,15891,▲262,＋1.68%,15577,15527,16081,15547,3320,N/A
1988/10/07,15280,15629,15280,15629,▲175,＋1.13%,15472,15548,16096,15528,5050,N/A
1988/10/06,15455,15629,15455,15455,▲87,＋0.57%,15367,15575,16103,15512,2420,N/A
1988/10/05,15280,15455,15280,15367,▼175,－1.12%,15350,15575,16101,15493,890,N/A
1988/10/04,15629,15717,15455,15542,▲175,＋1.14%,15350,15570,16090,15472,3300,N/A
1988/09/30,15280,15455,15193,15367,▲262,＋1.73%,15385,15575,16078,15449,3780,N/A
1988/09/29,15455,15455,15105,15105,▼262,－1.70%,15411,15592,16067,15428,4030,N/A
1988/09/28,15455,15455,15367,15367,0.0,0.00%,15533,15623,16048,15408,920,N/A
1988/09/27,15542,15542,15280,15367,▼349,－2.22%,15568,15631,16033,15388,830,N/A
1988/09/24,15717,15891,15717,15717,▲218,＋1.41%,15603,15649,16022,15365,1430,N/A
1988/09/23,15717,15717,15498,15498,▼218,－1.39%,15516,15640,16002,15337,2170,N/A
1988/09/22,15542,15891,15542,15717,▲175,＋1.12%,15472,15677,15985,15312,2610,N/A
1988/09/21,15542,15629,15542,15542,0.0,0.00%,15420,15699,15965,15287,730,N/A
1988/09/20,15455,15542,15455,15542,▲262,＋1.71%,15455,15730,15952,15259,7590,N/A
1988/09/19,15455,15542,15280,15280,0.0,0.00%,15507,15751,15938,15230,1150,N/A
1988/09/16,15367,15367,14931,15280,▼175,－1.13%,15629,15813,15926,15207,6420,N/A
1988/09/15,15717,15717,15455,15455,▼262,－1.67%,15839,15874,15912,15184,3760,N/A
1988/09/14,15629,15804,15629,15717,▼87,－0.55%,15978,15930,15896,15158,6070,N/A
1988/09/13,16153,16153,15804,15804,▼87,－0.55%,15926,15983,15875,15132,2890,N/A
1988/09/12,16066,16066,15891,15891,▼437,－2.67%,15821,16053,15853,15107,5090,N/A
1988/09/10,16415,16415,16153,16328,▲175,＋1.08%,15769,16127,15833,15077,6200,N/A
1988/09/09,15455,16153,15367,16153,▲699,＋4.52%,15647,16184,15804,15043,7170,N/A
1988/09/08,15280,15455,15280,15455,▲175,＋1.14%,15559,16240,15778,15011,3280,N/A
1988/09/07,15629,15629,15280,15280,▼349,－2.23%,15577,16358,15762,14986,1710,N/A
1988/09/06,15717,15717,15629,15629,▼87,－0.56%,15664,16450,15746,14965,2470,N/A
1988/09/05,15804,15891,15542,15717,0.0,0.00%,15647,16529,15720,14938,3410,N/A
1988/09/03,15542,15717,15542,15717,▲175,＋1.12%,15751,16592,15694,14909,11900,N/A
1988/09/02,15717,15978,15542,15542,▼175,－1.11%,15839,16620,15674,14880,6390,N/A
1988/09/01,14843,15717,14843,15717,▲175,＋1.12%,15961,16655,15658,14854,6920,N/A
1988/08/31,16240,16240,15542,15542,▼699,－4.30%,16013,16681,15640,14828,480,N/A
1988/08/30,16415,16677,16153,16240,▲87,＋0.54%,16205,16716,15628,14802,6820,N/A
1988/08/29,16153,16590,15978,16153,0.0,0.00%,16258,16681,15601,14776,8970,N/A
1988/08/27,16153,16153,15978,16153,▲175,＋1.09%,16345,16668,15576,14749,1840,N/A
1988/08/26,16415,16502,15978,15978,▼524,－3.17%,16467,16681,15551,14718,7100,N/A
1988/08/25,16546,16764,16502,16502,0.0,0.00%,16712,16694,15524,14688,14100,N/A
1988/08/24,16677,16677,16502,16502,▼87,－0.53%,16887,16703,15499,14652,3840,N/A
1988/08/23,16590,16939,16415,16590,▼175,－1.04%,17079,16699,15476,14618,11020,N/A
1988/08/22,17026,17026,16633,16764,▼437,－2.54%,17218,16708,15458,14580,5680,N/A
1988/08/20,17201,17201,17026,17201,▼175,－1.01%,17428,16673,15436,14543,4060,N/A
1988/08/19,17637,17637,17026,17376,▼87,－0.50%,17410,16620,15407,14501,13240,N/A
1988/08/18,17114,17463,16852,17463,▲175,＋1.01%,17376,16590,15380,14458,21280,N/A
1988/08/17,17725,17725,17114,17288,▼524,－2.94%,17279,16555,15355,14414,14690,N/A
1988/08/16,17114,17812,17026,17812,▲699,＋4.08%,17079,16494,15333,14373,42560,N/A
1988/08/13,17026,17114,17026,17114,▼87,－0.51%,16764,16371,15302,14329,2320,N/A
1988/08/12,17463,17463,17201,17201,▲218,＋1.29%,16590,16249,15277,14290,86720,N/A
1988/08/11,16502,16983,16502,16983,▲699,＋4.29%,16398,16131,15252,14250,29370,N/A
1988/08/10,16590,16590,16284,16284,▲44,＋0.27%,16109,16016,15236,14210,57350,N/A
1988/08/09,16240,16415,16066,16240,0.0,0.00%,16031,15900,15230,14174,10760,N/A
1988/08/08,16590,16852,16240,16240,0.0,0.00%,16066,15813,15229,14141,30950,N/A
1988/08/06,16240,16240,15978,16240,▲699,＋4.49%,16066,15736,15229,14109,5500,N/A
1988/08/05,15717,15717,15193,15542,▼349,－2.20%,16153,15649,15226,14075,12870,N/A
1988/08/04,16066,16153,15717,15891,▼524,－3.19%,16328,15596,15235,14050,7930,N/A
1988/08/03,15978,16590,15978,16415,▲175,＋1.08%,16502,15529,15232,14023,15310,N/A
1988/08/02,17026,17026,16240,16240,▼437,－2.62%,16433,15446,15216,13992,14930,N/A
1988/08/01,16415,16677,16153,16677,▲262,＋1.60%,16415,15367,15198,13960,9680,N/A
1988/07/30,17288,17288,16415,16415,▼349,－2.08%,16433,15263,15174,13928,30090,N/A
1988/07/29,16764,16764,16764,16764,▲699,＋4.35%,16502,15162,15149,13897,16960,N/A
1988/07/28,15804,16153,15717,16066,▼87,－0.54%,16363,15049,15120,13861,15830,N/A
1988/07/27,16939,16939,16153,16153,▼611,－3.65%,16223,14970,15094,13832,21110,N/A
1988/07/26,17463,17463,16764,16764,0.0,0.00%,15926,14887,15060,13801,48230,N/A
1988/07/25,16328,16764,16066,16764,▲699,＋4.35%,15542,14782,15012,13762,36960,N/A
1988/07/23,15978,16066,15717,16066,▲699,＋4.55%,15123,14673,14961,13727,14150,N/A
1988/07/22,14843,15367,14843,15367,▲699,＋4.76%,14704,14599,14922,13696,21390,N/A
1988/07/21,14843,14843,14581,14669,▼175,－1.18%,14529,14555,14884,13677,2320,N/A
1988/07/20,15367,15367,14843,14843,▲175,＋1.19%,14538,14538,14854,13665,14160,N/A
1988/07/19,14669,14669,14494,14669,▲699,＋5.00%,14468,14501,14820,13655,15830,N/A
1988/07/18,14494,14494,13970,13970,▼524,－3.61%,14433,14474,14790,13646,5340,N/A
1988/07/16,14581,14581,14494,14494,▼218,－1.48%,14547,14503,14768,13641,600,N/A
1988/07/15,14494,14712,14407,14712,▲218,＋1.51%,14599,14505,14743,13626,7770,N/A
1988/07/14,14494,14494,14407,14494,0.0,0.00%,14590,14503,14707,13605,4660,N/A
1988/07/13,14669,14669,14407,14494,▼44,－0.30%,14608,14520,14672,13588,1090,N/A
1988/07/12,14581,14581,14538,14538,▼218,－1.48%,14590,14525,14639,13569,260,N/A
1988/07/11,14669,14800,14581,14756,▲87,＋0.60%,14581,14531,14608,13553,5600,N/A
1988/07/09,14669,14843,14669,14669,▲87,＋0.60%,14529,14527,14566,13538,3160,N/A
1988/07/08,14494,14581,14407,14581,▲175,＋1.21%,14494,14509,14522,13524,9560,N/A
1988/07/07,14581,14581,14407,14407,▼87,－0.60%,14512,14531,14488,13507,5360,N/A
1988/07/06,14581,14669,14494,14494,0.0,0.00%,14547,14566,14456,13487,11480,N/A
1988/07/05,14494,14494,14320,14494,0.0,0.00%,14564,14619,14421,13462,2660,N/A
1988/07/04,14756,14756,14494,14494,▼175,－1.19%,14564,14667,14388,13436,8760,N/A
1988/07/02,14756,14887,14669,14669,▲87,＋0.60%,14529,14715,14360,13413,6480,N/A
1988/07/01,14581,14581,14320,14581,0.0,0.00%,14416,14767,14321,13386,6730,N/A
1988/06/30,14669,14669,14581,14581,▲87,＋0.60%,14328,14837,14282,13365,10270,N/A
1988/06/29,14494,14669,14407,14494,▲175,＋1.22%,14320,14907,14244,13344,15180,N/A
1988/06/28,14232,14363,14189,14320,▲218,＋1.55%,14328,14979,14210,13320,5200,N/A
1988/06/27,14101,14145,14101,14101,▼44,－0.31%,14398,15044,14184,13302,7270,N/A
1988/06/25,14450,14450,14145,14145,▼393,－2.70%,14547,15125,14156,13281,1440,N/A
1988/06/24,14669,14669,14538,14538,0.0,0.00%,14634,15217,14124,13257,3390,N/A
1988/06/23,14581,14581,14407,14538,▼131,－0.89%,14660,15289,14085,13229,9030,N/A
1988/06/22,14843,14843,14669,14669,▼175,－1.18%,14686,15369,14050,13200,2150,N/A
1988/06/21,14494,14843,14494,14843,▲262,＋1.80%,14616,15448,14016,13170,2100,N/A
1988/06/20,14843,14931,14494,14581,▼87,－0.60%,14651,15509,13976,13137,11440,N/A
1988/06/18,14843,14931,14669,14669,0.0,0.00%,14756,15583,13951,13108,9360,N/A
1988/06/17,14843,14843,14669,14669,▲349,＋2.44%,14931,15636,13922,13080,4330,N/A
1988/06/16,14843,14843,14320,14320,▼699,－4.65%,15088,15675,13884,13051,3940,N/A
1988/06/15,15280,15280,14669,15018,▼87,－0.58%,15315,15719,13852,13025,3710,N/A
1988/06/14,15455,15455,15105,15105,▼437,－2.81%,15455,15727,13806,12995,49750,N/A
1988/06/13,15455,15629,15455,15542,▲87,＋0.56%,15629,15719,13761,12963,5510,N/A
1988/06/11,15018,15629,15018,15455,0.0,0.00%,15717,15693,13702,12931,7200,N/A
1988/06/10,15717,16066,15455,15455,▼262,－1.67%,15813,15645,13649,12903,48490,N/A
1988/06/09,15804,15978,15717,15717,▼262,－1.64%,15848,15579,13596,12876,5240,N/A
1988/06/08,15978,16240,15804,15978,0.0,0.00%,15848,15487,13536,12842,11970,N/A
1988/06/07,15891,16066,15629,15978,▲44,＋0.27%,15848,15374,13473,12809,21090,N/A
1988/06/04,15717,15935,15717,15935,▲306,＋1.96%,15848,15260,13414,12773,3110,N/A
1988/06/03,15717,15891,15455,15629,▼87,－0.56%,15891,15118,13355,12734,36840,N/A
1988/06/02,15804,15804,15629,15717,▼262,－1.64%,16013,14979,13302,12693,6450,N/A
1988/06/01,16153,16153,15804,15978,0.0,0.00%,16083,14835,13247,12651,12090,N/A
1988/05/31,16153,16153,15891,15978,▼175,－1.08%,16101,14677,13184,12609,35330,N/A
1988/05/30,16590,16590,16066,16153,▼87,－0.54%,16048,14512,13118,12571,10810,N/A
1988/05/28,15891,16328,15891,16240,▲175,＋1.09%,15909,14354,13053,12531,8440,N/A
1988/05/27,16328,16328,16066,16066,0.0,0.00%,15699,14171,12989,12485,13620,N/A
1988/05/26,16066,16153,15891,16066,▲349,＋2.22%,15524,13988,12925,12440,28970,N/A
1988/05/25,15717,16066,15717,15717,▲262,＋1.69%,15297,13809,12865,12390,35310,N/A
1988/05/24,15367,15542,15280,15455,▲262,＋1.72%,15158,13656,12814,12346,38810,N/A
1988/05/21,15105,15193,14843,15193,0.0,0.00%,14966,13497,12768,12306,19460,N/A
1988/05/20,15105,15280,15062,15193,▲262,＋1.75%,14756,13337,12721,12265,28920,N/A
1988/05/19,15280,15280,14931,14931,▼87,－0.58%,14494,13204,12682,12220,29110,N/A
1988/05/18,14756,15018,14756,15018,▲524,＋3.61%,14250,13082,12645,12176,38840,N/A
1988/05/17,14407,14669,13970,14494,▲349,＋2.47%,13988,12953,12602,12135,37310,N/A
1988/05/16,13883,14232,13708,14145,▲262,＋1.89%,13708,12853,12571,12096,34390,N/A
1988/05/14,13796,13970,13708,13883,▲175,＋1.27%,13446,12787,12542,12058,29500,N/A
1988/05/13,13883,13927,13534,13708,0.0,0.00%,13237,12709,12511,12021,59930,N/A
1988/05/12,13359,13796,13359,13708,▲611,＋4.67%,13062,12634,12492,11982,65030,N/A
1988/05/11,12835,13097,12661,13097,▲262,＋2.04%,12853,12564,12471,11946,16950,N/A
1988/05/10,12311,12835,12311,12835,0.0,0.00%,12835,12534,12471,11916,4010,N/A
1988/05/09,12748,12922,12748,12835,0.0,0.00%,12783,12530,12476,11888,8920,N/A
1988/05/07,12486,12835,12486,12835,▲175,＋1.38%,12695,12508,12490,11862,6170,N/A
1988/05/06,13184,13359,12486,12661,▼349,－2.68%,12626,12477,12503,11838,32660,N/A
1988/05/04,12748,13097,12748,13010,▲437,＋3.47%,12626,12455,12514,11814,36650,N/A
1988/05/03,12399,12661,12399,12573,▲175,＋1.41%,12477,12425,12509,11784,10900,N/A
1988/05/02,12311,12661,12311,12399,▼87,－0.70%,12364,12429,12503,11756,3270,N/A
1988/04/30,12661,12661,12486,12486,▼175,－1.38%,12390,12431,12503,11727,6680,N/A
1988/04/29,12792,12792,12661,12661,▲393,＋3.20%,12390,12462,12498,11698,10320,N/A
1988/04/28,12049,12268,12049,12268,▲262,＋2.18%,12346,12475,12498,11670,2080,N/A
1988/04/27,12006,12006,12006,12006,▼524,－4.18%,12390,12482,12509,11646,1110,N/A
1988/04/25,12661,12835,12486,12530,▲44,＋0.35%,12556,12501,12527,11625,7040,N/A
1988/04/23,12486,12486,12486,12486,▲44,＋0.35%,12512,12486,12527,11599,1850,N/A
1988/04/22,12573,12573,12399,12442,▼44,－0.35%,12460,12482,12519,11573,3860,N/A
1988/04/21,12835,12835,12399,12486,▼349,－2.72%,12434,12462,12503,11550,4170,N/A
1988/04/20,12486,12835,12311,12835,▲524,＋4.26%,12434,12449,12484,11525,7330,N/A
1988/04/19,12224,12311,12224,12311,▲87,＋0.71%,12416,12420,12466,11493,1340,N/A
1988/04/18,12224,12224,12137,12224,▼87,－0.71%,12434,12412,12452,11468,2590,N/A
1988/04/16,12442,12486,12311,12311,▼175,－1.40%,12434,12412,12447,11444,1070,N/A
1988/04/15,12661,12661,12486,12486,▼262,－2.05%,12416,12416,12444,11420,2770,N/A
1988/04/14,12486,12748,12399,12748,▲349,＋2.82%,12399,12414,12430,11395,6570,N/A
1988/04/13,12049,12399,12049,12399,▲175,＋1.43%,12381,12399,12420,11371,7060,N/A
1988/04/12,12049,12224,12049,12224,0.0,0.00%,12390,12399,12407,11349,2270,N/A
1988/04/11,12486,12486,12224,12224,▼175,－1.41%,12564,12396,12390,11332,5410,N/A
1988/04/09,12486,12573,12399,12399,▼262,－2.07%,12704,12388,12373,11311,3500,N/A
1988/04/08,12311,12661,12311,12661,▲218,＋1.75%,12704,12379,12350,11291,2630,N/A
1988/04/07,13010,13010,12442,12442,▼655,－5.00%,12652,12366,12324,11270,860,N/A
1988/04/06,13184,13272,12922,13097,▲175,＋1.35%,12608,12355,12297,11252,55520,N/A
1988/04/04,12486,12922,12486,12922,▲524,＋4.23%,12468,12324,12265,11228,3900,N/A
1988/04/02,12399,12573,12224,12399,0.0,0.00%,12294,12311,12237,11204,3320,N/A
1988/04/01,12311,12486,12268,12399,▲175,＋1.43%,12259,12324,12217,11188,20700,N/A
1988/03/31,12224,12399,12224,12224,▼175,－1.41%,12233,12324,12198,11171,2490,N/A
1988/03/30,12224,12399,12224,12399,▲349,＋2.90%,12215,12355,12183,11154,28330,N/A
1988/03/29,12224,12224,12049,12049,▼175,－1.43%,12180,12372,12166,11135,30310,N/A
1988/03/28,12224,12224,11962,12224,▼44,－0.36%,12250,12390,12159,11120,15520,N/A
1988/03/26,12137,12268,12093,12268,▲131,＋1.08%,12294,12412,12157,11105,9060,N/A
1988/03/25,12224,12311,12049,12137,▼87,－0.71%,12329,12418,12156,11088,5750,N/A
1988/03/24,12137,12224,12137,12224,▼175,－1.41%,12381,12414,12149,11072,1520,N/A
1988/03/23,12224,12399,12137,12399,▼44,－0.35%,12372,12431,12144,11056,19390,N/A
1988/03/22,12224,12442,12093,12442,0.0,0.00%,12303,12431,12133,11039,5800,N/A
1988/03/21,12442,12442,12355,12442,▲44,＋0.35%,12259,12464,12113,11022,11850,N/A
1988/03/19,12311,12530,12224,12399,▲218,＋1.79%,12250,12501,12085,11005,19470,N/A
1988/03/18,12049,12224,11962,12180,▲131,＋1.09%,12215,12564,12054,10989,29470,N/A
1988/03/17,12224,12224,12049,12049,▼175,－1.43%,12276,12637,12035,10976,20640,N/A
1988/03/16,12224,12224,12137,12224,▼175,－1.41%,12399,12698,12024,10966,32170,N/A
1988/03/15,12224,12399,12224,12399,▲175,＋1.43%,12486,12724,12008,10953,18770,N/A
1988/03/14,12399,12399,12137,12224,▼262,－2.10%,12486,12715,11982,10940,910,N/A
1988/03/12,12573,12573,12486,12486,▼175,－1.38%,12608,12722,11955,10927,990,N/A
1988/03/11,12835,12835,12661,12661,0.0,0.00%,12661,12709,11915,10912,2660,N/A
1988/03/09,12399,12661,12399,12661,▲262,＋2.11%,12608,12709,11877,10894,2480,N/A
1988/03/08,12835,12835,12311,12399,▼437,－3.40%,12608,12722,11844,10873,10570,N/A
1988/03/07,12748,12835,12661,12835,▲87,＋0.68%,12608,12754,11809,10852,4670,N/A
1988/03/05,12661,12748,12661,12748,▲349,＋2.82%,12451,12739,11759,10830,5570,N/A
1988/03/04,12661,12661,12399,12399,▼262,－2.07%,12416,12702,11706,10809,11750,N/A
1988/03/03,12922,12922,12661,12661,▲262,＋2.11%,12416,12656,11668,10787,8630,N/A
1988/03/02,11787,12486,11613,12399,▲349,＋2.90%,12503,12591,11621,10761,6920,N/A
1988/02/29,12748,12748,12049,12049,▼524,－4.17%,12661,12560,11573,10736,4220,N/A
1988/02/27,12486,12573,12486,12573,▲175,＋1.41%,12984,12530,11531,10717,2200,N/A
1988/02/26,13184,13184,12399,12399,▼699,－5.33%,13193,12499,11471,10693,4890,N/A
1988/02/24,12922,13359,12835,13097,▼87,－0.66%,13368,12486,11421,10670,8020,N/A
1988/02/23,13534,13534,13184,13184,▼480,－3.51%,13298,12412,11361,10640,12640,N/A
1988/02/22,13796,13883,13621,13665,▲44,＋0.32%,13106,12359,11299,10611,36800,N/A
1988/02/20,13796,13883,13446,13621,▲349,＋2.63%,12844,12257,11233,10577,26760,N/A
1988/02/19,13272,13272,13272,13272,▲524,＋4.11%,12564,12137,11172,10545,24840,N/A
1988/02/17,12311,12748,12311,12748,▲524,＋4.29%,12442,12034,11114,10516,8120,N/A
1988/02/16,12311,12486,12224,12224,▼131,－1.06%,12477,11947,11059,10490,9640,N/A
1988/02/15,12311,12573,12224,12355,▲131,＋1.07%,12643,11890,11008,10468,8580,N/A
1988/02/13,12399,12399,12137,12224,▼437,－3.45%,12678,11816,10952,10446,3630,N/A
1988/02/12,13053,13184,12661,12661,▼262,－2.03%,12634,11763,10898,10428,18240,N/A
