[일시]CJ,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2002/09/27,47716,49036,47527,47716,▼377,－0.78%,48225,50300,51040,51764,50624,5941268
2002/09/26,48282,49130,47904,48093,0.0,0.00%,48621,50502,51018,51834,60790,5943128
2002/09/25,47904,48942,47716,48093,▼660,－1.35%,49130,50752,50989,51888,45340,5946088
2002/09/24,47716,49413,47716,48753,▲283,＋0.58%,49866,50955,50934,51959,50251,5953578
2002/09/23,49225,49508,48470,48470,▼1226,－2.47%,50281,51125,50876,52033,45490,5953578
2002/09/19,50639,51771,49413,49696,▼943,－1.86%,50979,51318,50877,52104,85690,5951388
2002/09/18,50356,51488,49696,50639,▼1132,－2.19%,51695,51488,50874,52152,86211,6000458
2002/09/17,51111,52431,50922,51771,▲943,＋1.86%,51771,51653,50879,52195,62660,5964628
2002/09/16,52619,52619,50545,50828,▼1132,－2.18%,51375,51705,50854,52248,36834,5966028
2002/09/13,52714,52714,51771,51959,▼1320,－2.48%,50922,51804,50836,52312,52466,5967988
2002/09/12,52337,53468,51394,53280,▲2263,＋4.44%,50432,51851,50800,52358,262400,5952598
2002/09/11,49979,51394,49979,51016,▲1226,＋2.46%,49904,51780,50745,52416,58593,5785158
2002/09/10,47622,49979,47622,49790,▲1226,＋2.52%,49790,51832,50740,52461,37821,5762738
2002/09/09,49508,49979,48565,48565,▼943,－1.90%,50168,51940,50747,52506,27182,5752488
2002/09/06,49696,50451,49319,49508,▼1132,－2.23%,50997,52138,50784,52559,50162,5752488
2002/09/05,50639,50922,49696,50639,▲189,＋0.37%,51563,52256,50816,52610,64720,5751278
2002/09/04,51016,51394,50168,50451,▼1226,－2.37%,51790,52270,50817,52654,96104,5779078
2002/09/03,52148,52902,51676,51676,▼1037,－1.97%,52318,52294,50849,52674,84115,5795918
2002/09/02,52337,52902,51865,52714,▲377,＋0.72%,52412,52256,50835,52690,136531,5798828
2002/08/30,51676,52337,51394,52337,▲566,＋1.09%,52299,52204,50803,52706,78685,5826308
2002/08/29,52431,52525,51394,51771,▼1320,－2.49%,52299,52124,50792,52740,50099,5834868
2002/08/28,52148,53468,51959,53091,▲943,＋1.81%,52563,52082,50825,52781,50531,5853017
2002/08/27,52148,52431,51111,52148,0.0,0.00%,52733,51973,50836,52816,69990,5846217
2002/08/26,52337,52902,52148,52148,▼189,－0.36%,52865,51860,50871,52848,36200,5838137
2002/08/23,53185,53751,52337,52337,▼754,－1.42%,52997,51676,50887,52896,46231,5834597
2002/08/22,54128,54128,53091,53091,▼849,－1.57%,53110,51587,50926,52911,65709,5834597
2002/08/21,52808,54034,52148,53940,▲1132,＋2.14%,52865,51441,50942,52914,115066,5833907
2002/08/20,53562,53657,52337,52808,0.0,0.00%,52487,51257,50956,52917,78638,5807647
2002/08/19,53280,53940,52242,52808,▼94,－0.18%,52318,51120,50967,52936,54920,5807947
2002/08/16,52431,52902,51959,52902,▲1037,＋2.00%,52261,51096,50983,52952,79200,5787827
2002/08/14,51394,52148,51111,51865,▼189,－0.36%,52054,51115,51006,52971,104997,5759217
2002/08/13,51865,52902,51865,52054,▲94,＋0.18%,51865,51129,51006,53018,61818,5784877
2002/08/12,51865,52997,51676,51959,▼566,－1.08%,51639,51144,51014,53065,103110,5799487
2002/08/09,53751,53845,52337,52525,▲660,＋1.27%,51431,51139,51027,53100,115410,5817227
2002/08/08,51205,52148,50451,51865,▲943,＋1.85%,51261,51002,51023,53113,133177,5786617
2002/08/07,51016,51676,49979,50922,0.0,0.00%,51035,50993,51025,53134,60843,5758107
2002/08/06,49508,51865,49508,50922,0.0,0.00%,51035,51016,51056,53169,77800,5766867
2002/08/05,50922,51959,50922,50922,▼754,－1.46%,51035,50983,51088,53204,85886,5788407
2002/08/02,50168,52148,49319,51676,▲943,＋1.86%,50828,50946,51116,53244,54140,5793687
2002/08/01,51676,51676,50356,50733,▼189,－0.37%,50186,50837,51146,53268,36780,5786307
2002/07/31,50922,51771,50168,50922,0.0,0.00%,50149,50696,51210,53284,48250,5785377
2002/07/30,51394,51582,50451,50922,▲1037,＋2.08%,49998,50469,51265,53305,51246,5773617
2002/07/29,49979,49979,48470,49885,▲1415,＋2.92%,49866,50241,51294,53340,64475,5758017
2002/07/26,50168,51676,48376,48470,▼2075,－4.10%,49904,49986,51311,53390,110290,5736067
2002/07/25,51676,54223,50451,50545,▲377,＋0.75%,50677,49826,51342,53434,70087,5720127
2002/07/24,50262,50828,49319,50168,▼94,－0.19%,51224,49727,51317,53464,54890,5719997
2002/07/23,50168,51959,49602,50262,▲189,＋0.38%,51620,49694,51336,53478,131900,5714387
2002/07/22,50922,52054,50073,50073,▼2263,－4.32%,52035,49727,51382,53462,131350,5714387
2002/07/19,52808,52808,50639,52337,▼943,－1.77%,52393,49736,51429,53449,78010,5694457
2002/07/18,52148,53940,52148,53280,▲1132,＋2.17%,51884,49609,51468,53416,162259,5685547
2002/07/16,52337,53468,51865,52148,▼189,－0.36%,51563,49434,51507,53382,127515,5620516
2002/07/15,51865,52431,50545,52337,▲472,＋0.91%,51412,49326,51580,53358,126340,5591806
2002/07/12,50922,52431,50545,51865,▲2075,＋4.17%,50997,49246,51641,53308,124120,5598616
2002/07/11,51394,51676,49790,49790,▼1886,－3.65%,50658,49161,51707,53262,72081,5558716
2002/07/10,51394,52148,50733,51676,▲283,＋0.55%,50601,49213,51795,53236,133040,5540026
2002/07/09,50545,51394,49979,51394,▲1132,＋2.25%,49847,49199,51852,53202,160435,5547766
2002/07/08,50356,51111,49790,50262,▲94,＋0.19%,48847,49166,51908,53164,104430,5538217
2002/07/05,49508,50451,48470,50168,▲660,＋1.33%,48065,49269,52014,53127,165250,5471747
2002/07/04,48376,49508,47056,49508,▲1603,＋3.35%,46990,49302,52149,53109,87871,5483047
2002/07/03,46584,48565,46018,47904,▲1509,＋3.25%,46141,49368,52325,53099,77345,5490306
2002/07/02,45123,47339,44887,46396,▲47,＋0.10%,46273,49557,52488,53127,120239,5451116
2002/06/28,45075,47622,45075,46348,▲1556,＋3.47%,46895,49925,52650,53169,73493,5385056
2002/06/27,45311,46113,44793,44793,▼472,－1.04%,47810,50295,52788,53172,42775,5363196
2002/06/26,47622,47622,45264,45264,▼3301,－6.80%,48904,50766,52984,53175,76631,5363200
2002/06/25,49790,50262,48565,48565,▼943,－1.90%,49809,51158,53190,53167,56110,5365640
2002/06/24,50073,50545,49225,49508,▼1415,－2.78%,50054,51464,53331,53130,66130,5376668
2002/06/21,48847,50922,48282,50922,▲660,＋1.31%,50149,51691,53430,53079,156921,5382708
2002/06/20,48659,50262,48565,50262,▲472,＋0.95%,50111,51884,53511,53016,182712,5367048
2002/06/19,49130,49790,48565,49790,0.0,0.00%,50092,52044,53643,52958,204370,5377488
2002/06/18,50451,51111,49696,49790,▼189,－0.38%,50300,52242,53787,52881,56530,5435978
2002/06/17,50828,51394,49790,49979,▼754,－1.49%,50620,52469,53916,52799,56180,5443088
2002/06/14,50451,50922,50356,50733,▲566,＋1.13%,50771,52563,54087,52718,84915,5441818
2002/06/12,50168,51299,50073,50168,▼660,－1.30%,51092,52652,54182,52630,100699,5446118
2002/06/11,51582,51582,50451,50828,▼566,－1.10%,51224,52780,54265,52548,52714,5462368
2002/06/10,51394,51488,50733,51394,▲660,＋1.30%,51224,52855,54334,52465,39837,5470858
2002/06/07,51016,51016,49885,50733,▼1603,－3.06%,51280,52883,54403,52387,79029,5472348
2002/06/05,50922,52337,50922,52337,▲1509,＋2.97%,51884,52987,54490,52315,55760,5475444
2002/06/04,49602,51111,49413,50828,0.0,0.00%,52167,53011,54499,52232,72800,5470334
2002/06/03,51865,52242,49413,50828,▼849,－1.64%,52846,53100,54545,52170,116870,5466634
2002/05/31,53751,53751,51676,51676,▼2075,－3.86%,53298,53232,54609,52092,64973,5455804
2002/05/30,53468,54411,52337,53751,0.0,0.00%,53902,53379,54688,52008,103790,5464214
2002/05/29,54223,54223,52902,53751,▼472,－0.87%,53958,53402,54736,51905,88894,5470394
2002/05/28,53280,54411,53185,54223,▲1132,＋2.13%,54166,53346,54796,51795,67381,5458464
2002/05/27,54223,54694,52902,53091,▼1603,－2.93%,54015,53180,54826,51674,101908,5459094
2002/05/24,54505,55071,53940,54694,▲660,＋1.22%,54147,53044,54906,51582,114464,5467744
2002/05/23,54977,55543,53751,54034,▼754,－1.38%,54072,52761,54897,51480,288836,5485094
2002/05/22,53845,54788,52714,54788,▲1320,＋2.47%,53638,52624,54887,51378,131534,5585730
2002/05/21,54034,54788,53280,53468,▼283,－0.53%,53185,52535,54878,51274,240644,5587230
2002/05/20,54128,54317,53091,53751,▼566,－1.04%,53034,52506,54906,51172,106390,5585020
2002/05/17,52337,54600,51959,54317,▲2452,＋4.73%,52751,52553,54922,51071,272613,5586770
2002/05/16,51959,52525,51865,51865,▼660,－1.26%,52280,52619,54936,50967,48773,5535660
2002/05/15,52525,52902,51771,52525,▼189,－0.36%,52469,52850,55030,50883,147173,5538680
2002/05/14,52808,53468,51865,52714,▲377,＋0.72%,52525,53025,55117,50797,97092,5568530
2002/05/13,51959,53091,51959,52337,▲377,＋0.73%,52506,53180,55173,50696,58560,5594622
2002/05/10,52808,54034,51865,51959,▼849,－1.61%,52733,53317,55203,50583,90306,5580282
2002/05/09,54128,54505,52808,52808,0.0,0.00%,53261,53473,55243,50474,166310,5573682
2002/05/08,52808,53940,52525,52808,▲189,＋0.36%,53544,53572,55282,50340,82072,5543022
2002/05/07,52337,53185,50451,52619,▼849,－1.59%,53506,53760,55321,50198,179340,5515322
2002/05/06,53657,54977,53280,53468,▼1132,－2.07%,53166,54043,55371,50054,131212,5534022
2002/05/03,53751,54788,52997,54600,▲377,＋0.70%,52544,54373,55390,49907,115810,5509242
2002/05/02,53562,54411,52619,54223,▲1603,＋3.05%,51431,54529,55357,49753,178836,5467892
2002/04/30,51959,52619,51205,52619,▲1697,＋3.33%,50847,54623,55345,49591,173142,5411152
2002/04/29,50356,53374,49885,50922,▲566,＋1.12%,50922,54722,55387,49438,260589,5363662
2002/04/26,49130,51111,49130,50356,▲1320,＋2.69%,51318,55005,55469,49299,138440,5320462
2002/04/25,50545,50828,49036,49036,▼2263,－4.41%,52186,55368,55525,49166,148583,5294422
2002/04/24,52431,52997,50545,51299,▼1697,－3.20%,53506,55769,55610,49052,229580,5281539
2002/04/23,52902,53562,52148,52997,▲94,＋0.18%,54543,55976,55620,48923,288538,5280999
2002/04/22,55166,55826,52714,52902,▼1792,－3.28%,55147,56113,55543,48779,301620,5304969
2002/04/19,55637,55920,54411,54694,▼943,－1.69%,55731,56377,55469,48635,227019,5359529
2002/04/18,56769,57240,55448,55637,▼849,－1.50%,55807,56566,55364,48471,175342,5354769
2002/04/17,56769,57712,56391,56486,▲472,＋0.84%,55694,56660,55257,48300,231588,5387769
2002/04/16,55731,56674,55637,56014,▲189,＋0.34%,55354,56849,55137,48125,115138,5381479
2002/04/15,55071,57146,54883,55826,▲754,＋1.37%,55467,56868,54975,47943,183773,5388429
2002/04/12,54694,55166,54317,55071,0.0,0.00%,55958,56835,54817,47769,161534,5357649
2002/04/11,55071,56109,54883,55071,▲283,＋0.52%,56957,56830,54677,47598,167099,5353101
2002/04/10,55637,56297,54223,54788,▼1792,－3.17%,57485,56853,54553,47430,232940,5369171
2002/04/09,58277,58466,56580,56580,▼1697,－2.91%,57749,56910,54419,47261,124518,5378891
2002/04/08,60163,60446,57995,58277,▼1792,－2.98%,57353,56726,54240,47084,248002,5378891
2002/04/04,57523,60258,57146,60069,▲2358,＋4.08%,57014,56490,54068,46887,403585,5356501
2002/04/03,55637,58277,55637,57712,▲1603,＋2.86%,56523,56222,53874,46677,276096,5300731
2002/04/02,54411,56203,53845,56109,▲1509,＋2.76%,56391,56156,53767,46490,191980,5316731
2002/04/01,56674,57052,54317,54600,▼1980,－3.50%,56259,56184,53688,46314,234074,5303281
2002/03/29,57523,58466,56580,56580,▼1037,－1.80%,56486,56321,53556,46155,166612,5314381
2002/03/28,58089,60258,57617,57617,▲566,＋0.99%,56806,56292,53366,45981,358924,5316181
2002/03/27,56297,57240,55637,57052,▲1603,＋2.89%,56976,56307,53144,45787,188008,5253931
2002/03/26,54788,56391,54788,55448,▼283,－0.51%,57070,56160,52928,45592,194826,5225905
2002/03/25,58560,59032,55731,55731,▼2452,－4.21%,58032,56061,52727,45407,350404,5208315
2002/03/22,58560,59126,56674,58183,▼283,－0.48%,58164,55986,52521,45224,314790,5257395
2002/03/21,58466,59975,57523,58466,▲943,＋1.64%,57561,55835,52274,45017,406195,5253155
2002/03/20,60824,61955,57523,57523,▼2735,－4.54%,56863,55646,51975,44809,497678,5300785
2002/03/19,57240,61861,56769,60258,▲3866,＋6.86%,56467,55529,51681,44611,1050439,5196335
2002/03/18,55920,56580,55448,56391,▲1226,＋2.22%,55599,55392,51349,44384,412621,5059645
2002/03/15,54694,55354,53845,55166,▲189,＋0.34%,54901,55458,51078,44185,273510,5221465
2002/03/14,55448,55543,53845,54977,▼566,－1.02%,54581,55505,50831,43996,190324,5320345
2002/03/13,54788,56014,54788,55543,▼377,－0.67%,54524,55463,50596,43813,160090,5359375
2002/03/12,52902,55920,52808,55920,▲3018,＋5.70%,54694,55401,50371,43606,240810,5363155
2002/03/11,53751,54505,52714,52902,▼660,－1.23%,54845,55364,50140,43437,154610,5398455
2002/03/08,54223,54977,53091,53562,▼1132,－2.07%,55731,55477,49966,43299,148817,5437385
2002/03/07,56391,56863,54694,54694,▼1697,－3.01%,56222,55580,49796,43157,158585,5493595
2002/03/06,57334,57334,56109,56391,▼283,－0.50%,56863,55576,49576,43005,117244,5524345
2002/03/05,57995,57995,56486,56674,▼660,－1.15%,56410,55387,49328,42835,187132,5510805
2002/03/04,56109,57712,55354,57334,▲1320,＋2.36%,55769,55227,49075,42665,508135,5507755
2002/02/28,57429,57523,55637,56014,▼1886,－3.26%,55147,55118,48795,42486,194748,5712335
2002/02/27,53845,57900,53845,57900,▲3772,＋6.97%,54977,55109,48521,42322,253710,5759505
2002/02/26,53657,55071,53657,54128,▲660,＋1.23%,54336,54901,48259,42152,133145,5753495
2002/02/25,54317,54600,53374,53468,▼754,－1.39%,54543,54901,48064,42010,168142,5768991
2002/02/22,54883,55354,53562,54223,▼943,－1.71%,55354,54821,47869,41879,163226,5825901
2002/02/21,55637,56014,54883,55166,▲472,＋0.86%,56052,54529,47670,41744,103897,5834831
2002/02/20,55166,55920,54694,54694,▼472,－0.85%,56241,54194,47438,41597,102315,5830601
2002/02/19,56957,57523,54505,55166,▼2358,－4.10%,56127,53878,47221,41453,263184,5824801
2002/02/18,57900,58655,57146,57523,▼189,－0.33%,55958,53581,46998,41304,177047,5874921
2002/02/15,55543,57900,55448,57712,▲1603,＋2.86%,55486,53171,46735,41131,339923,5862801
2002/02/14,54694,56109,54600,56109,▲1980,＋3.66%,54977,52601,46478,40960,187820,5808901
2002/02/08,53751,54600,53562,54128,▼189,－0.35%,54883,52110,46219,40810,107728,5786371
2002/02/07,54694,55731,53751,54317,▼849,－1.54%,54977,51738,45963,40674,263960,5789271
2002/02/06,55543,56297,55166,55166,0.0,0.00%,54637,51403,45705,40531,205658,5707047
2002/02/05,54694,55637,53468,55166,▼472,－0.85%,54298,50983,45398,40382,190397,5658347
2002/02/04,55543,56109,53940,55637,▲1037,＋1.90%,54298,50517,45075,40231,268038,5662457
2002/02/01,53185,55826,53185,54600,▲1980,＋3.76%,54336,50135,44737,40074,267307,5613627
2002/01/31,54600,54977,52431,52619,▼849,－1.59%,54166,49823,44425,39931,166590,5547477
2002/01/30,52902,54128,52242,53468,▼1697,－3.08%,54468,49757,44150,39799,197803,5542087
2002/01/29,57429,57429,54411,55166,▼660,－1.18%,54147,49654,43837,39665,174575,5491667
2002/01/28,54411,56769,53940,55826,▲2075,＋3.86%,52789,49229,43490,39522,586763,5473907
2002/01/25,55354,56769,53374,53751,▼377,－0.70%,51318,48697,43130,39375,580297,5318427
2002/01/24,52054,54788,52054,54128,▲2263,＋4.36%,50243,48223,42807,39232,597752,5155977
2002/01/23,48093,52619,48093,51865,▲3489,＋7.21%,49262,47723,42493,39081,694583,4973277
2002/01/22,48659,48942,47810,48376,▼94,－0.19%,48753,47299,42226,38946,144372,4632873
2002/01/21,47999,48753,47244,48470,▲94,＋0.19%,48338,47049,42015,38840,109919,4757897
2002/01/18,49885,49979,48376,48376,▼849,－1.72%,47904,46794,41801,38720,196090,4759797
2002/01/17,49036,49979,47622,49225,▼94,－0.19%,47565,46400,41578,38602,279224,4724797
2002/01/16,46679,50451,46301,49319,▲3018,＋6.52%,47244,45934,41343,38479,768277,4729567
2002/01/15,45924,47716,45311,46301,0.0,0.00%,46735,45483,41112,38355,410671,4539507
2002/01/14,45736,46301,45736,46301,▼377,－0.81%,46641,45174,40911,38270,123039,4480727
2002/01/11,47999,47999,45500,46679,▼943,－1.98%,46980,44877,40721,38195,188810,4482727
2002/01/10,46773,48187,45783,47622,▲849,＋1.81%,47320,44587,40519,38124,416960,4529587
2002/01/09,45924,46773,45264,46773,▲943,＋2.06%,48055,44309,40307,38058,159070,4506917
2002/01/08,47810,48187,45830,45830,▼2169,－4.52%,48979,44073,40103,37998,213557,4506267
2002/01/07,48376,48847,46961,47999,▼377,－0.78%,49149,43904,39927,37950,331161,4507507
2002/01/04,51299,52054,48376,48376,▼2923,－5.70%,48583,43673,39706,37884,487732,4511207
2002/01/03,51205,51865,50356,51299,▼94,－0.18%,47763,43328,39479,37815,248946,4567567
2002/01/02,46584,52337,45971,51394,▲4715,＋10.10%,46330,42838,39212,37726,610367,4566567
2001/12/28,45736,46679,44934,46679,▲1509,＋3.34%,44726,42343,38940,37637,446060,4470087
2001/12/27,44274,45170,43661,45170,▲896,＋2.02%,44066,42037,38754,37586,214730,4469787
2001/12/26,43850,44604,43378,44274,▲141,＋0.32%,43708,41758,38597,37542,214580,4454727
2001/12/24,44132,44698,43189,44132,▲754,＋1.74%,42954,41652,38430,37502,272430,4454727
2001/12/21,43378,44227,42718,43378,0.0,0.00%,42105,41567,38255,37467,231290,4458117
2001/12/20,44321,45736,43095,43378,0.0,0.00%,41492,41487,38086,37442,546610,4455707
2001/12/19,41303,43755,40738,43378,▲2876,＋7.10%,40841,41433,37926,37414,448060,4383917
2001/12/18,40219,41916,39889,40502,▲613,＋1.54%,40238,41325,37759,37386,203840,4410857
2001/12/17,40078,40738,39700,39889,▼424,－1.05%,40313,41384,37642,37377,99110,4417247
2001/12/14,40125,40785,39323,40313,▲189,＋0.47%,40747,41478,37542,37373,136550,4418227
2001/12/13,40832,41021,40078,40125,▼236,－0.58%,41096,41551,37420,37369,211690,4418227
2001/12/12,40549,41398,40078,40360,▼519,－1.27%,41558,41659,37292,37371,121110,4394597
2001/12/11,40785,41633,40785,40879,▼1179,－2.80%,42162,41669,37161,37373,91950,4405447
2001/12/10,41492,42482,39700,42058,0.0,0.00%,42284,41563,37030,37379,177830,4421857
2001/12/07,41633,42435,41586,42058,▼377,－0.89%,42171,41402,36841,37370,140740,4417577
2001/12/06,43850,44132,41115,42435,▼943,－2.17%,42058,41136,36735,37365,271840,4406817
2001/12/05,42152,43614,41964,43378,▲1886,＋4.55%,41681,40806,36632,37360,382850,4376307
2001/12/04,41492,42152,40738,41492,0.0,0.00%,40926,40405,36518,37344,182300,4320317
2001/12/03,40926,41681,40690,41492,0.0,0.00%,41058,40122,36434,37330,156740,4341537
2001/11/30,40549,41492,40172,41492,▲943,＋2.33%,41247,39854,36342,37311,135590,4327607
2001/11/29,39512,40738,38286,40549,▲943,＋2.38%,41303,39514,36256,37297,148510,4342277
2001/11/28,41775,42152,39606,39606,▼2546,－6.04%,41652,39203,36177,37281,170780,4389457
2001/11/27,42812,43095,41869,42152,▼283,－0.67%,41973,38934,36122,37281,306300,4392417
2001/11/26,42011,43378,41681,42435,▲660,＋1.58%,41879,38547,36045,37279,254320,4459797
2001/11/23,41964,42718,41681,41775,▼519,－1.23%,41747,38189,35956,37275,308730,4501427
2001/11/22,40738,42341,39983,42294,▲1084,＋2.63%,41747,37892,35888,37290,166550,4571437
2001/11/21,40690,41398,40643,41209,▼472,－1.13%,41747,37564,35818,37298,131310,4605587
2001/11/20,42152,42718,40643,41681,▼94,－0.23%,41615,37284,35756,37313,256630,4613287
2001/11/19,41586,42341,41115,41775,0.0,0.00%,41030,36949,35686,37311,177260,4712537
2001/11/16,42294,42294,40596,41775,▼519,－1.23%,40445,36619,35611,37304,168000,4709877
2001/11/15,40549,42624,40549,42294,▲1745,＋4.30%,39436,36303,35528,37290,681560,4693647
2001/11/14,39135,41021,39135,40549,▲1792,＋4.62%,38144,35900,35442,37269,567770,4301837
2001/11/13,38474,38852,37531,38757,▼94,－0.24%,37107,35617,35401,37265,330790,4136867
2001/11/12,37013,38852,36683,38852,▲2122,＋5.78%,36522,35407,35385,37284,295320,4118737
2001/11/09,35551,36918,35504,36730,▲896,＋2.50%,35975,35209,35358,37296,224410,4091937
2001/11/08,35787,36070,35457,35834,▲472,＋1.33%,35570,35098,35366,37324,170170,4108632
2001/11/07,35504,35740,35363,35363,▼472,－1.32%,35268,35073,35386,37352,182250,4090657
2001/11/06,36211,36400,35645,35834,▼283,－0.78%,35042,35040,35411,37395,155190,4194487
2001/11/05,34750,36117,34750,36117,▲1415,＋4.08%,34759,34988,35438,37438,197810,4231187
2001/11/02,34278,34891,34278,34702,▲377,＋1.10%,34589,34945,35449,37478,115880,4231187
2001/11/01,34325,34797,34042,34325,▲94,＋0.28%,34816,34964,35494,37527,84760,4229537
2001/10/31,33948,34702,33948,34231,▼189,－0.55%,35098,35023,35555,37571,118760,4243597
2001/10/30,34891,34891,34231,34420,▼849,－2.41%,35372,35098,35621,37615,96670,4273297
2001/10/29,35834,35834,34938,35268,▼566,－1.58%,35485,35089,35656,37647,68150,4275527
2001/10/26,36306,36588,35645,35834,▲94,＋0.26%,35466,35009,35670,37665,126990,4278007
2001/10/25,35598,36871,35410,35740,▲141,＋0.40%,35391,34879,35667,37669,174130,4300287
2001/10/24,34702,35645,34702,35598,▲613,＋1.75%,35089,34780,35665,37677,97500,4308877
2001/10/23,35174,35928,34985,34985,▼189,－0.54%,34948,34669,35639,37687,89320,4306237
2001/10/22,35551,36117,34985,35174,▼283,－0.80%,34863,34594,35627,37700,96610,4307547
2001/10/19,34702,38427,34137,35457,▲1226,＋3.58%,34806,34528,35614,37707,373070,4304047
2001/10/18,34750,34750,34042,34231,▼660,－1.89%,34618,34405,35597,37706,88210,4294497
2001/10/17,34797,35080,34561,34891,▲330,＋0.95%,34834,34316,35630,37711,75330,4314697
2001/10/16,34891,35221,34561,34561,▼330,－0.95%,34797,34198,35669,37711,83050,4285467
2001/10/15,33854,35315,33854,34891,▲377,＋1.09%,34844,34120,35728,37711,55010,4293913
2001/10/12,35363,35410,34514,34514,▼802,－2.27%,34919,33913,35808,37708,70420,4301513
2001/10/11,34985,35315,34844,35315,▲613,＋1.77%,35032,33969,35894,37707,79230,4295523
2001/10/10,34561,34702,34325,34702,▼94,－0.27%,35070,34016,35973,37690,23570,4292353
2001/10/09,34891,35363,34797,34797,▼472,－1.34%,35278,34111,36063,37678,73290,4297353
2001/10/08,35080,35740,34702,35268,▲189,＋0.54%,35164,34191,36151,37672,63420,4309013
2001/10/05,35315,35457,34655,35080,▼424,－1.20%,34844,34229,36239,37663,55910,4267973
2001/10/04,35975,36211,35268,35504,▼236,－0.66%,34476,34290,36333,37652,74400,4287577
2001/09/28,34514,35740,34514,35740,▲1509,＋4.41%,34127,34306,36419,37627,70840,4288737
2001/09/27,33759,34231,33477,34231,▲566,＋1.68%,33656,34335,36488,37604,122570,4258817
2001/09/26,33477,33854,33241,33665,▲424,＋1.28%,33505,34500,36574,37593,93270,4215717
2001/09/25,33759,33948,33005,33241,▼519,－1.54%,33543,34669,36680,37585,84880,4193397
2001/09/24,33005,33807,33005,33759,▲377,＋1.13%,33495,34893,36798,37580,44020,4182207
2001/09/21,32534,33382,32534,33382,▼94,－0.28%,33231,35110,36902,37571,42580,4182587
2001/09/20,33854,33854,32722,33477,▼377,－1.11%,33062,35315,37012,37564,64540,4185167
2001/09/19,33005,33854,32722,33854,▲849,＋2.57%,32967,35516,37111,37555,43700,4185717
2001/09/18,32722,33665,32534,33005,▲566,＋1.74%,32345,35685,37204,37542,97510,4185717
2001/09/17,31591,32486,31496,32439,▼94,－0.29%,32873,35874,37318,37539,57700,4172717
2001/09/14,33005,33005,31591,32534,▼472,－1.43%,33637,36110,37450,37544,96630,4170157
2001/09/13,31591,33005,31402,33005,▲2263,＋7.36%,34448,36388,37586,37540,176670,4145997
2001/09/12,30365,33477,30365,30742,▼4904,－13.76%,35127,36626,37727,37547,179250,4141997
2001/09/11,35928,36777,35645,35645,▼613,－1.69%,36183,36951,37898,37577,32820,4140757
2001/09/10,36588,36636,35834,36258,▼330,－0.90%,36315,37029,37996,37571,35820,4130407
2001/09/07,35834,36777,35504,36588,▲189,＋0.52%,36230,37069,38089,37560,17990,4115487
2001/09/06,36117,36871,36117,36400,▲377,＋1.05%,36173,37083,38170,37546,40390,4117657
2001/09/05,35363,36306,35363,36023,▼283,－0.78%,36400,37135,38227,37533,24900,4115977
2001/09/04,35834,36306,35127,36306,▲472,＋1.32%,36607,37173,38279,37525,31960,4105757
2001/09/03,36211,36306,35080,35834,▼472,－1.30%,36890,37227,38338,37502,54280,4097767
2001/08/31,36306,37013,35834,36306,▼1226,－3.27%,37343,37336,38384,37508,81420,4089357
2001/08/30,36966,37626,36494,37531,▲472,＋1.27%,37579,37430,38439,37533,41790,4081637
2001/08/29,37249,37531,36966,37060,▼660,－1.75%,37569,37381,38513,37556,30380,4086737
2001/08/28,37909,38097,37484,37720,▼377,－0.99%,37607,37331,38595,37579,41380,4078347
2001/08/27,37909,38522,37909,38097,▲613,＋1.64%,37418,37227,38691,37599,76630,4073327
2001/08/24,37249,37814,37154,37484,0.0,0.00%,37230,37105,38778,37618,50010,4071527
2001/08/23,37249,37579,37013,37484,▲236,＋0.63%,37352,36933,38870,37639,22130,4066407
2001/08/22,36777,37626,36541,37249,▲472,＋1.28%,37409,36770,38936,37673,44580,4064267
2001/08/21,37296,37673,36683,36777,▼377,－1.02%,37409,36628,38998,37718,82400,4061457
2001/08/20,37249,37626,36966,37154,▼943,－2.48%,37494,36511,39053,37778,62730,4061457
2001/08/17,38192,38522,37390,38097,▲330,＋0.87%,37475,36463,39095,37812,87990,4061457
2001/08/16,36777,37814,36400,37767,▲519,＋1.39%,37230,36421,39128,37824,77940,4061967
2001/08/14,37154,37531,36777,37249,▲47,＋0.13%,37164,36438,39184,37848,47430,4064187
2001/08/13,37060,37249,36400,37201,▲141,＋0.38%,37069,36560,39234,37882,35500,4074187
2001/08/10,37626,37626,36918,37060,▲189,＋0.51%,37107,36683,39282,37896,23750,4063097
2001/08/09,36966,37343,36777,36871,▼566,－1.51%,37296,36834,39318,37903,73210,4060407
2001/08/08,36871,37720,36636,37437,▲660,＋1.79%,37560,36994,39380,37900,76330,4069487
2001/08/07,36541,37154,36541,36777,▼613,－1.64%,37381,37126,39438,37894,55520,4050823
2001/08/06,37720,37720,37343,37390,▼613,－1.61%,37239,37315,39507,37888,58830,4046763
2001/08/03,38192,38474,37249,38003,▼189,－0.49%,36890,37482,39560,37872,45220,4047123
2001/08/02,37626,38427,36306,38192,▲1650,＋4.52%,36419,37614,39586,37844,97890,4035023
2001/08/01,36306,36730,35928,36541,▲472,＋1.31%,35589,37699,39609,37815,67060,3995973
2001/07/31,35645,36400,35645,36070,▲424,＋1.19%,35127,37843,39637,37797,59380,3993473
2001/07/30,36023,36023,35363,35645,0.0,0.00%,34797,38038,39660,37793,73810,3994693
