[일시]CJ,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2010/01/05,58655,60069,57995,59598,▲943,＋1.61%,58409,55901,50585,48880,290126,2698196
2010/01/04,58466,58655,57617,58655,▼472,－0.80%,57957,55444,50462,48726,130680,2714133
2009/12/30,56957,59126,55637,59126,▲2169,＋3.81%,57353,54982,50360,48578,111955,2714400
2009/12/29,57334,57429,55637,56957,▼754,－1.31%,56523,54496,50216,48427,98900,2724363
2009/12/28,57146,58183,56109,57712,▲377,＋0.66%,56146,54114,50109,48309,120321,2736965
2009/12/24,55637,59315,55260,57334,▲1697,＋3.05%,55562,53569,50010,48179,299654,2731582
2009/12/23,55354,56109,54694,55637,▲660,＋1.20%,55373,53188,49928,48035,73274,2736056
2009/12/22,55071,55354,54411,54977,▼94,－0.17%,55486,52881,49848,47908,66120,2734368
2009/12/21,54411,55543,53468,55071,▲283,＋0.52%,55769,52598,49749,47777,130996,2730811
2009/12/18,55731,56486,54411,54788,▼1603,－2.84%,55826,52306,49656,47641,147373,2727740
2009/12/17,56109,56486,55260,56391,▲189,＋0.34%,55675,52028,49548,47514,101097,2744140
2009/12/16,56486,57052,55826,56203,▼189,－0.33%,55222,51683,49423,47385,99320,2741483
2009/12/15,55354,56863,54977,56391,▲1037,＋1.87%,55015,51292,49315,47258,181144,2738695
2009/12/14,54034,55448,53374,55354,▲1320,＋2.44%,54751,50905,49219,47124,135430,2716934
2009/12/11,54128,54223,53091,54034,▼94,－0.17%,54336,50542,49141,47008,168356,2684258
2009/12/10,55166,55166,53280,54128,▼1037,－1.88%,53958,50047,49078,46900,323802,2661827
2009/12/09,54505,55731,54317,55166,▲94,＋0.17%,53223,49597,48990,46781,220399,2649029
2009/12/08,53374,55166,52808,55071,▲1792,＋3.36%,52072,49126,48886,46644,260161,2648702
2009/12/07,52242,53374,52148,53280,▲1132,＋2.17%,50941,48626,48785,46511,191214,2634422
2009/12/04,50168,52714,50073,52148,▲1697,＋3.36%,50149,48192,48697,46398,346182,2623003
2009/12/03,49508,50639,49130,50451,▲1037,＋2.10%,49083,47801,48605,46296,118957,2614605
2009/12/02,49790,50073,48753,49413,0.0,0.00%,48932,47506,48514,46228,120336,2614669
2009/12/01,48942,50073,48753,49413,▲94,＋0.19%,48951,47317,48456,46162,130802,2617347
2009/11/30,47810,49319,47527,49319,▲2499,＋5.34%,48932,47058,48399,46101,101715,2614948
2009/11/27,48659,49130,46820,46820,▼2876,－5.79%,48913,46834,48323,46042,125903,2606565
2009/11/26,49602,50262,48847,49696,▲189,＋0.38%,49394,46768,48286,46011,90117,2621527
2009/11/25,49225,49979,48659,49508,▲189,＋0.38%,49357,46539,48215,45968,101482,2622966
2009/11/24,49508,49790,48847,49319,▲94,＋0.19%,49130,46391,48176,45911,74831,2629978
2009/11/23,48942,49696,48187,49225,0.0,0.00%,48998,46311,48141,45862,132244,2638145
2009/11/20,49225,49696,48659,49225,▼283,－0.57%,48772,46301,48103,45807,94750,2640286
2009/11/19,48093,50073,48093,49508,▲1132,＋2.34%,47754,46297,48054,45765,191744,2641151
2009/11/18,48659,49036,47433,48376,▼283,－0.58%,46877,46245,48011,45734,136787,2646543
2009/11/17,48565,49602,48470,48659,▲566,＋1.18%,46348,46306,47981,45717,324784,2665359
2009/11/16,44321,48659,44038,48093,▲3961,＋8.97%,45632,46330,47955,45689,444524,2709162
2009/11/13,45123,45641,43991,44132,▼990,－2.19%,44934,46419,47955,45664,117268,2765352
2009/11/12,45877,46113,45123,45123,▼613,－1.34%,44972,46745,48002,45685,122739,2759112
2009/11/11,45170,45736,45028,45736,▲660,＋1.46%,44859,46973,48020,45688,77109,2782542
2009/11/10,44887,45736,44793,45075,▲472,＋1.06%,44840,47143,48040,45697,84208,2787492
2009/11/09,44415,44981,44180,44604,▲283,＋0.64%,44670,47355,48067,45744,98482,2789452
2009/11/06,45217,45264,44321,44321,▼236,－0.53%,44717,47676,48133,45796,82997,2798268
2009/11/05,45170,45453,44227,44557,▼1084,－2.38%,44953,48053,48204,45831,81496,2797848
2009/11/04,44604,45641,44038,45641,▲1415,＋3.20%,45066,48437,48253,45863,45331,2774518
2009/11/03,44934,45123,44085,44227,▼613,－1.37%,45245,48781,48280,45891,89765,2775318
2009/11/02,44321,45028,44132,44840,▼660,－1.45%,45943,49093,48335,45928,92037,2749498
2009/10/30,45547,46066,44981,45500,▲377,＋0.84%,46782,49378,48372,45976,119153,2711408
2009/10/29,45500,46207,44887,45123,▼1415,－3.04%,47508,49691,48381,46010,140002,2706830
2009/10/28,47810,48093,46537,46537,▼1179,－2.47%,48178,50057,48394,46056,121455,2697080
2009/10/27,48565,48753,47622,47716,▼1320,－2.69%,48791,50271,48403,46095,125478,2686719
2009/10/26,48565,49319,48376,49036,▼94,－0.19%,49074,50337,48414,46130,65763,2683836
2009/10/23,48753,49130,47622,49130,▲660,＋1.36%,49243,50361,48388,46138,147741,2686134
2009/10/22,49225,49508,48282,48470,▼1132,－2.28%,49545,50318,48337,46147,99726,2682485
2009/10/21,49036,49790,49036,49602,▲472,＋0.96%,49790,50342,48275,46133,62654,2678247
2009/10/20,50168,50451,48847,49130,▼754,－1.51%,49696,50347,48165,46107,155898,2674704
2009/10/19,50262,50639,49319,49885,▼754,－1.49%,49734,50422,48068,46085,86395,2679459
2009/10/16,49979,50733,49602,50639,▲943,＋1.90%,49960,50460,47963,46031,171288,2678907
2009/10/15,49413,50545,49319,49696,▲566,＋1.15%,50205,50441,47851,45953,168116,2683289
2009/10/14,49696,49885,48942,49130,▼189,－0.38%,50715,50399,47738,45892,153574,2671796
2009/10/13,50733,50922,48847,49319,▼1697,－3.33%,51393,50389,47636,45836,220782,2661791
2009/10/12,52054,52148,50922,51016,▼849,－1.64%,51620,50375,47522,45795,101987,2641207
2009/10/09,52431,52431,51299,51865,▼377,－0.72%,51526,50224,47355,45752,161261,2636000
2009/10/08,52714,52808,51205,52242,▼283,－0.54%,51507,49962,47174,45705,209053,2660351
2009/10/07,50733,52997,49602,52525,▲2075,＋4.11%,51544,49599,46990,45645,398042,2669938
2009/10/06,50545,50733,49508,50451,▼94,－0.19%,51205,49269,46796,45587,189227,2573800
2009/10/05,50922,50922,49130,50545,▼1226,－2.37%,50922,49045,46639,45542,218304,2538514
2009/10/01,52997,52997,51111,51771,▼660,－1.26%,50715,48758,46510,45461,267594,2554610
2009/09/30,50922,52619,50828,52431,▲1603,＋3.15%,50017,48397,46348,45381,466425,2529170
2009/09/29,49225,51111,48847,50828,▲1792,＋3.65%,49319,48048,46143,45292,375294,2518114
2009/09/28,49508,50262,49036,49036,▼472,－0.95%,49093,47864,45969,45227,183170,2501663
2009/09/25,48282,49508,48093,49508,▲1226,＋2.54%,49413,47775,45805,45180,195291,2496963
2009/09/24,49413,49790,47716,48282,▼660,－1.35%,49640,47647,45625,45124,384343,2495083
2009/09/23,49413,49790,48942,48942,▼754,－1.52%,50036,47546,45481,45067,169343,2606225
2009/09/22,50828,50922,49508,49696,▼943,－1.86%,50017,47447,45347,45007,258876,2635489
2009/09/21,50639,51676,50356,50639,0.0,0.00%,49866,47291,45201,44940,139849,2596565
2009/09/18,50639,51582,49885,50639,▲377,＋0.75%,49545,47112,45030,44861,318206,2571524
2009/09/17,49413,50922,49225,50262,▲1415,＋2.90%,49017,46985,44875,44759,359470,2425192
2009/09/16,48942,49696,48847,48847,▼94,－0.19%,48291,46820,44723,44640,202443,2386116
2009/09/15,49319,49508,48093,48942,▼94,－0.19%,47518,46688,44573,44521,163993,2364985
2009/09/14,48942,49602,48282,49036,▲1037,＋2.16%,46914,46589,44403,44413,343481,2367498
2009/09/11,47244,48565,46631,47999,▲1367,＋2.93%,46301,46471,44237,44308,348611,2366391
2009/09/10,45641,46820,45405,46631,▲1650,＋3.67%,45660,46499,44099,44215,241497,2326431
2009/09/09,46207,46207,44981,44981,▼943,－2.05%,45245,46596,43987,44128,90012,2297438
2009/09/08,46254,46443,45594,45924,▼47,－0.10%,45339,46723,43941,44055,95211,2292449
2009/09/07,45358,46584,44934,45971,▲1179,＋2.63%,45585,46789,43868,43967,208925,2297849
2009/09/04,44793,45547,44651,44793,▲236,＋0.53%,45839,46867,43804,43877,147969,2302909
2009/09/03,45264,45358,44274,44557,▼896,－1.97%,46273,46980,43761,43805,210901,2258390
2009/09/02,46396,46679,45358,45453,▼1697,－3.60%,46612,47053,43737,43739,253130,2225680
2009/09/01,47244,47527,46301,47150,▼94,－0.20%,46914,47077,43721,43662,175332,2254912
2009/08/31,46961,47527,46443,47244,▲283,＋0.60%,46801,47072,43646,43572,160849,2286875
2009/08/28,46396,47527,46348,46961,▲707,＋1.53%,46763,47129,43582,43472,146774,2240305
2009/08/27,46679,46820,46207,46254,▼707,－1.51%,46990,47157,43511,43373,85922,2241692
2009/08/26,46631,47433,46254,46961,▲377,＋0.81%,47131,47148,43477,43255,159611,2234221
2009/08/25,47150,47527,46537,46584,▼472,－1.00%,46980,47037,43457,43122,187869,2228261
2009/08/24,48093,48847,47056,47056,▼1037,－2.16%,47056,46855,43452,42988,309831,2203751
2009/08/21,47150,48659,46961,48093,▲1132,＋2.41%,46980,46669,43424,42857,294636,2193517
2009/08/20,46301,46961,45453,46961,▲754,＋1.63%,47075,46445,43373,42715,192587,2192267
2009/08/19,47103,47433,45877,46207,▼754,－1.61%,47395,46292,43369,42569,168941,2189027
2009/08/18,45830,47103,45830,46961,▲283,＋0.61%,47659,46127,43356,42433,188613,2181457
2009/08/17,48753,48942,46396,46679,▼1886,－3.88%,47716,45929,43354,42301,164323,2162127
2009/08/14,49130,49225,47716,48565,0.0,0.00%,47886,45721,43420,42166,224902,2158081
2009/08/13,47904,49696,47433,48565,▲1037,＋2.18%,47584,45342,43460,42026,349395,2167881
2009/08/12,47244,48187,46207,47527,▲283,＋0.60%,47075,44965,43458,41886,248709,2165650
2009/08/11,47150,47622,46914,47244,▼283,－0.60%,46754,44646,43472,41758,142504,2201246
2009/08/10,47622,47904,47009,47527,▲472,＋1.00%,46716,44330,43502,41619,211922,2217747
2009/08/07,46018,47339,45453,47056,▲1037,＋2.25%,46886,44005,43521,41498,217767,2227507
2009/08/06,45924,46820,45311,46018,▲94,＋0.21%,46980,43793,43581,41383,208348,2233657
2009/08/05,46207,46679,45547,45924,▼1132,－2.40%,46990,43595,43639,41284,340968,2254283
2009/08/04,48470,48565,46018,47056,▼1320,－2.73%,46754,43303,43717,41192,518321,2239142
2009/08/03,47527,48376,46867,48376,▲849,＋1.79%,45934,42970,43788,41098,326122,2233945
2009/07/31,46490,47527,45641,47527,▲1462,＋3.17%,44925,42510,43846,40979,478336,2165558
2009/07/30,44557,46066,44368,46066,▲1320,＋2.95%,44142,42072,43887,40869,390396,2089828
2009/07/29,42954,44934,42482,44745,▲1792,＋4.17%,43708,41749,43957,40772,416129,2087108
2009/07/28,43378,43519,42765,42954,▼377,－0.87%,43340,41558,43990,40671,145977,2086160
2009/07/27,43708,43850,43189,43331,▼283,－0.65%,43350,41457,44050,40569,198190,2084664
2009/07/24,44415,44415,43189,43614,▼283,－0.64%,43189,41308,44103,40457,261975,2063974
2009/07/23,43095,44274,43001,43897,▲990,＋2.31%,42661,41195,44099,40355,240340,2077484
2009/07/22,43189,43567,42576,42907,▼94,－0.22%,42086,41056,44055,40241,216822,2070530
2009/07/21,43237,43802,42246,43001,▲472,＋1.11%,41737,40905,44047,40139,373393,2065790
2009/07/20,41303,42859,41209,42529,▲1556,＋3.80%,41322,40690,44037,40044,312996,2076120
2009/07/17,41539,42435,40785,40973,▼47,－0.11%,41020,40518,44068,39949,202218,2047820
2009/07/16,41964,41964,40690,41021,▼141,－0.34%,41388,40457,44149,39861,169967,2062571
2009/07/15,41351,42152,40926,41162,▲236,＋0.58%,41596,40400,44235,39764,177443,2063691
2009/07/14,41964,41964,40596,40926,▼94,－0.23%,41379,40455,44301,39680,194150,2062151
2009/07/13,42718,42718,40408,41021,▼1792,－4.19%,41275,40483,44378,39577,242506,2064161
2009/07/10,42246,43095,41964,42812,▲754,＋1.79%,40907,40540,44444,39479,368451,2040191
2009/07/09,40172,42152,40078,42058,▲1980,＋4.94%,40096,40511,44411,39378,425566,2003136
2009/07/08,39983,40219,39417,40078,▼330,－0.82%,39606,40563,44415,39286,121107,1966436
2009/07/07,39559,40408,39229,40408,▲1226,＋3.13%,39776,40785,44441,39207,158120,1976300
2009/07/06,38993,39889,38993,39182,▲424,＋1.09%,39879,40896,44484,39148,165147,1974890
2009/07/03,38946,39276,38616,38757,▼849,－2.14%,40115,41108,44554,39092,371663,1962850
2009/07/02,40738,40926,39370,39606,▼1320,－3.23%,40634,41303,44622,39039,241110,1945100
2009/07/01,41115,41162,40360,40926,0.0,0.00%,40936,41534,44653,38988,124455,1952280
2009/06/30,40360,41256,39983,40926,▲566,＋1.40%,40728,41777,44667,38930,158465,1955910
2009/06/29,41115,41539,40266,40360,▼990,－2.39%,40285,42044,44679,38882,97829,1925060
2009/06/26,41398,41539,40408,41351,▲236,＋0.57%,40030,42294,44692,38839,149919,1927150
2009/06/25,40219,41822,39889,41115,▲1226,＋3.07%,39710,42480,44644,38790,272194,1931580
2009/06/24,38899,40125,38710,39889,▲1179,＋3.05%,39465,42758,44558,38744,179360,1892930
2009/06/23,38522,39323,37814,38710,▼377,－0.97%,39936,43036,44470,38725,235892,1899890
2009/06/22,39323,39747,38757,39087,▼660,－1.66%,40492,43444,44423,38711,283742,1893890
2009/06/19,40219,40266,39276,39747,▼141,－0.35%,41105,44022,44379,38691,208873,1884090
2009/06/18,42341,42341,39795,39889,▼2357,－5.58%,41605,44580,44331,38662,482668,1874816
2009/06/17,41209,42294,40832,42246,▲754,＋1.82%,42246,45009,44270,38628,164254,1957258
2009/06/16,41964,42246,41492,41492,▼660,－1.57%,42699,45316,44169,38570,164543,1956568
2009/06/15,42388,42718,41681,42152,▼94,－0.22%,42925,45693,44066,38515,155326,1948348
2009/06/12,43472,43802,41775,42246,▼849,－1.97%,43180,46018,43951,38463,418608,1946318
2009/06/11,44510,44745,43001,43095,▼1415,－3.18%,43265,46438,43849,38413,343667,1945478
2009/06/10,42718,44510,42294,44510,▲1886,＋4.42%,43491,46759,43740,38353,172023,1939258
2009/06/09,43850,44180,41728,42624,▼802,－1.85%,43746,47065,43604,38265,213154,1932378
2009/06/08,42529,43802,42482,43425,▲754,＋1.77%,44472,47499,43498,38180,243517,1927608
2009/06/05,44415,44698,42341,42671,▼1556,－3.52%,44859,47921,43362,38093,227164,1911098
2009/06/04,45453,45688,44180,44227,▼1556,－3.40%,45339,48286,43235,38017,165056,1964688
2009/06/03,46679,47103,45264,45783,▼472,－1.02%,45830,48588,43032,37913,147088,1944288
2009/06/02,46490,46961,45971,46254,▲896,＋1.98%,45764,48635,42786,37788,197234,1958304
2009/06/01,44793,45594,44415,45358,▲283,＋0.63%,45886,48649,42524,37625,94556,1925724
2009/05/29,46207,46207,44415,45075,▼1603,－3.43%,46943,48706,42291,37465,186193,1924454
2009/05/28,44368,47103,43425,46679,▲1226,＋2.70%,48112,48621,42057,37307,225812,1914474
2009/05/27,47527,47622,44887,45453,▼1415,－3.02%,48470,48350,41769,37132,311520,1935843
2009/05/26,50545,50545,46584,46867,▼3772,－7.45%,49055,48199,41509,36981,460456,1949283
2009/05/25,50922,51299,46679,50639,▼283,－0.56%,49489,47977,41248,36828,333716,1987503
2009/05/22,48187,51771,47904,50922,▲2452,＋5.06%,49093,47664,40912,36636,331716,2004289
2009/05/21,48470,48942,47339,48470,▲94,＋0.19%,49036,47409,40591,36424,169937,1959924
2009/05/20,48942,49508,47103,48376,▼660,－1.35%,49243,47296,40315,36218,541500,1963410
2009/05/19,49696,50451,48282,49036,▲377,＋0.78%,49696,47131,40043,36004,256084,1946434
2009/05/18,50262,50262,47244,48659,▼1980,－3.91%,50149,46959,39736,35789,161659,1943377
2009/05/15,49508,50639,49130,50639,▲1132,＋2.29%,50790,46775,39475,35576,96573,1943513
2009/05/14,49508,50733,49413,49508,▼1132,－2.23%,50658,46285,39186,35362,98913,1943467
2009/05/13,51299,51582,49508,50639,▼660,－1.29%,50809,45922,38929,35161,147875,1941251
2009/05/12,51488,52997,50168,51299,▼566,－1.09%,50026,45474,38667,34964,251941,1942956
2009/05/11,49885,53562,49225,51865,▲1886,＋3.77%,49074,45059,38408,34776,348121,2006060
2009/05/08,49602,50545,48565,49979,▼283,－0.56%,47999,44635,38111,34592,203791,1944100
2009/05/07,47150,50356,47056,50262,▲3536,＋7.57%,46678,44276,37851,34424,314805,1947582
2009/05/06,46679,47810,46301,46726,▲189,＋0.41%,44877,43835,37586,34254,176957,1923322
2009/05/04,47150,47339,45924,46537,▲47,＋0.10%,44019,43588,37352,34122,212261,1918142
2009/04/30,44085,46490,44038,46490,▲3112,＋7.17%,43199,43345,37087,33987,309870,1929902
2009/04/29,41445,43991,41256,43378,▲2122,＋5.14%,42774,43076,36812,33848,162100,1870402
2009/04/28,43001,43284,40926,41256,▼1179,－2.78%,43265,42831,36610,33759,124096,1864432
2009/04/27,42907,43708,42435,42435,0.0,0.00%,44255,42565,36428,33684,198500,1862192
2009/04/24,44510,44651,42435,42435,▼1933,－4.36%,44783,42173,36232,33605,278680,1847502
2009/04/23,46018,46301,44132,44368,▼1462,－3.19%,45415,41848,36051,33519,232204,1845071
2009/04/22,46207,47433,45217,45830,▼377,－0.82%,45537,41452,35829,33404,231718,1857443
2009/04/21,44227,46584,43708,46207,▲1132,＋2.51%,44538,41004,35573,33245,223223,1818185
2009/04/20,46018,46160,44415,45075,▼519,－1.14%,43746,40504,35293,33072,150722,1810815
2009/04/17,45877,46961,44887,45594,▲613,＋1.36%,43067,40059,35060,32885,331321,1810095
2009/04/16,42246,46490,42152,44981,▲4149,＋10.16%,42548,39547,34775,32708,454178,1805138
2009/04/15,41303,41916,40596,40832,▼1415,－3.35%,42228,39059,34515,32571,135250,1794978
2009/04/14,41775,42671,40549,42246,▲566,＋1.36%,42624,38823,34345,32510,258958,1793348
2009/04/13,43001,43001,41681,41681,▼1320,－3.07%,42463,38540,34157,32453,137260,1789685
2009/04/10,44321,44745,41916,43001,▼377,－0.87%,42482,38272,33973,32390,197296,1788905
2009/04/09,42812,44321,42435,43378,▲566,＋1.32%,42218,37937,33811,32320,269231,1782717
2009/04/08,40926,44132,40549,42812,▲1367,＋3.30%,41765,37531,33631,32255,250537,1772667
2009/04/07,41869,42105,40549,41445,▼330,－0.79%,40898,37142,33456,32224,146604,1805007
2009/04/06,41492,42435,41021,41775,▲94,＋0.23%,39795,36673,33323,32212,160510,1834647
2009/04/03,41964,42058,40219,41681,▲566,＋1.38%,38361,36136,33193,32171,357614,1852197
2009/04/02,39087,43001,38663,41115,▲2640,＋6.86%,37211,35577,33085,32109,576560,1813134
2009/04/01,36211,38757,35551,38474,▲2546,＋7.09%,36277,35091,32987,32053,441616,1890061
2009/03/31,34797,36306,34372,35928,▲1320,＋3.81%,35957,34719,32936,32034,204699,2006325
2009/03/30,35693,36353,34608,34608,▼1320,－3.67%,36013,34394,32930,32065,156878,2049303
2009/03/27,36824,37060,35457,35928,▼519,－1.42%,36324,34155,32981,32123,324384,2113333
2009/03/26,37060,37107,35928,36447,▼424,－1.15%,36211,33917,32998,32182,258838,2163493
2009/03/25,36541,37531,36353,36871,▲660,＋1.82%,35966,33620,33003,32238,265581,2216073
2009/03/24,36871,37107,35457,36211,▲47,＋0.13%,35815,33361,32992,32296,181554,2271703
2009/03/23,35598,36258,35363,36164,▲802,＋2.27%,35891,33144,32986,32372,164580,2327938
2009/03/20,34891,36070,34561,35363,▲141,＋0.40%,35919,32939,32971,32467,123985,2330908
2009/03/19,35881,36117,34938,35221,▼896,－2.48%,36107,32703,32963,32581,104546,2135184
2009/03/18,36871,36871,34608,36117,▼472,－1.29%,36117,32590,32975,32700,165977,2161256
2009/03/17,36400,37013,35551,36588,▲283,＋0.78%,35900,32449,32977,32800,189006,2139676
2009/03/16,36023,37107,35834,36306,0.0,0.00%,34995,32326,32965,32877,190876,2171836
2009/03/13,35268,36541,35268,36306,▲1037,＋2.94%,33939,32255,32926,32975,184168,2232396
2009/03/12,34891,35645,34561,35268,▲236,＋0.67%,32779,32229,32863,33071,274569,2255857
2009/03/11,33194,35268,33052,35032,▲2970,＋9.26%,32005,32168,32823,33210,291432,2276389
2009/03/10,30883,32581,30553,32062,▲1037,＋3.34%,31204,32135,32799,33345,199742,2279740
2009/03/09,30883,31308,30082,31025,▲519,＋1.70%,30676,32251,32794,33528,101650,2290174
2009/03/06,30365,31119,30176,30506,▼896,－2.85%,30440,32333,32790,33697,107668,2302804
2009/03/05,31260,31921,29987,31402,▲377,＋1.22%,30572,32340,32727,33879,125958,2291814
2009/03/04,29327,31025,28809,31025,▲1603,＋5.45%,30393,32269,32639,34047,111186,2309428
2009/03/03,28573,29752,28573,29422,▼424,－1.42%,30525,32281,32557,34220,94029,2308156
2009/03/02,31496,31496,29092,29846,▼1320,－4.24%,31015,32326,32494,34395,100730,2310736
2009/02/27,30506,31402,29893,31166,▲660,＋2.16%,31458,32366,32453,34584,104402,2326987
2009/02/26,31402,32486,30270,30506,▼1179,－3.72%,31355,32387,32408,34768,100271,2327857
2009/02/25,32816,32911,30883,31685,▼189,－0.59%,31845,32416,32360,34952,124793,2332357
2009/02/24,31308,31873,30930,31873,▼189,－0.59%,32166,32354,32256,35133,139478,2357729
2009/02/23,30365,32722,30176,32062,▲1415,＋4.62%,32618,32229,32121,35318,163306,2365719
2009/02/20,32439,32911,30176,30648,▼2310,－7.01%,33184,32182,31965,35501,193450,2372459
2009/02/19,33099,33477,32203,32958,▼330,－0.99%,34212,32074,31842,35696,217220,2378589
2009/02/18,33665,34231,33005,33288,▼849,－2.49%,34429,31895,31678,35874,204100,2411955
2009/02/17,34467,35221,33005,34137,▼754,－2.16%,34646,31763,31539,36056,246308,2410675
2009/02/16,35504,36117,34750,34891,▼896,－2.50%,34693,31605,31393,36234,224212,2407985
2009/02/13,34184,35975,33335,35787,▲1745,＋5.12%,34250,31392,31261,36409,378004,2437526
2009/02/12,34797,35363,33995,34042,▼330,－0.96%,33222,31268,31144,36580,311943,2496932
2009/02/11,33429,34985,33052,34372,0.0,0.00%,32411,31192,31073,36754,322664,2545682
2009/02/10,33288,34467,32911,34372,▲1697,＋5.19%,31789,31091,30997,36924,475346,2557997
2009/02/09,31308,32911,31213,32675,▲2027,＋6.62%,30978,31046,30921,37098,445443,2569841
2009/02/06,30459,30930,30035,30648,▲660,＋2.20%,30572,31110,30892,37294,141413,2574071
2009/02/05,31166,31732,29987,29987,▼1273,－4.07%,30761,31338,30886,37515,154099,2579385
2009/02/04,30695,31402,30648,31260,▲943,＋3.11%,30978,31600,30883,37744,129588,2582555
2009/02/03,30600,30978,29799,30317,▼330,－1.08%,30817,31807,30907,37943,116922,2576165
2009/02/02,30836,31402,30129,30648,▼943,－2.99%,30629,32069,30939,38150,125315,2573585
2009/01/30,30695,31826,30365,31591,▲519,＋1.67%,30723,32423,30978,38351,111665,2580804
2009/01/29,30789,31308,30317,31072,▲613,＋2.01%,30101,32689,30986,38534,116029,2577534
2009/01/28,29940,30836,29940,30459,▲1084,＋3.69%,29761,32974,30979,38721,102565,2574364
2009/01/23,30978,31543,29374,29374,▼1745,－5.61%,29799,33262,30916,38915,150332,2579387
2009/01/22,29327,31449,28479,31119,▲2640,＋9.27%,30119,33585,30851,39112,221176,2635387
2009/01/21,28290,28903,27724,28479,▼896,－3.05%,30025,33792,30710,39294,181084,2637157
2009/01/20,30459,30506,29374,29374,▼1273,－4.15%,30987,34113,30640,39499,123728,2673845
2009/01/19,31355,31685,30412,30648,▼330,－1.07%,31619,34441,30627,39701,151675,2683265
2009/01/16,30742,31072,29799,30978,▲330,＋1.08%,31958,34721,30676,39892,149769,2703705
2009/01/15,32062,32298,30648,30648,▼2640,－7.93%,32458,34964,30748,40082,140724,2736208
2009/01/14,32722,33477,32156,33288,▲754,＋2.32%,33118,35129,30806,40274,139905,2749618
2009/01/13,32439,32864,31638,32534,▲189,＋0.58%,33505,35091,30829,40448,146810,2737240
2009/01/12,33335,33335,32345,32345,▼1132,－3.38%,34042,35110,30879,40619,103148,2737783
2009/01/09,34325,34561,33146,33477,▼472,－1.39%,34655,35172,30992,40777,164482,2738763
2009/01/08,34891,35598,33618,33948,▼1273,－3.61%,35070,35087,31102,40924,224079,2744900
2009/01/07,35410,36777,34985,35221,0.0,0.00%,35825,34926,31149,41054,214337,2746940
2009/01/06,35740,36494,34938,35221,▼189,－0.53%,36164,34502,31132,41169,144936,2736327
2009/01/05,35740,36023,34985,35410,▼141,－0.40%,36475,34047,31120,41305,116873,2708137
2009/01/02,37437,37720,35504,35551,▼2169,－5.75%,36636,33583,31132,41434,183489,2707527
2008/12/30,37249,37720,35881,37720,▲802,＋2.17%,36692,33088,31201,41523,200163,2720777
2008/12/29,36117,37673,35504,36918,▲141,＋0.38%,36202,32569,31265,41602,96354,2725357
2008/12/26,35693,36777,35363,36777,▲566,＋1.56%,35796,32147,31366,41709,113054,2724987
2008/12/24,35834,36494,34278,36211,▲377,＋1.05%,35627,31690,31473,41838,144689,2725844
2008/12/23,35080,35834,34278,35834,▲566,＋1.60%,35636,31152,31600,42006,109784,2738290
2008/12/22,34985,35693,34231,35268,▲377,＋1.08%,35636,30548,31758,42192,86079,2739760
2008/12/19,36023,36683,34891,34891,▼1037,－2.89%,35372,29919,31964,42389,88232,2737930
2008/12/18,36258,37249,35928,35928,▼330,－0.91%,34900,29339,32200,42596,125082,2745239
2008/12/17,37249,37249,35080,36258,▲424,＋1.18%,34297,28698,32424,42784,137301,2784284
2008/12/16,33712,37013,33194,35834,▲1886,＋5.56%,33759,28134,32623,42962,197308,2778846
2008/12/15,33759,35645,33005,33948,▲1415,＋4.35%,32948,27611,32788,43152,238515,2779446
2008/12/12,31119,35363,30648,32534,▼377,－1.15%,32307,27262,33024,43372,381805,2798988
2008/12/11,33288,34042,32911,32911,▼660,－1.97%,31147,27074,33278,43615,204923,2806631
2008/12/10,31308,33571,31308,33571,▲1792,＋5.64%,29789,26918,33598,43865,377920,2873684
2008/12/09,30930,32816,29893,31779,▲1037,＋3.37%,28299,26729,33891,44116,349097,2904914
2008/12/08,27017,30742,26970,30742,▲4008,＋14.99%,27074,26630,34261,44384,346283,2944914
2008/12/05,26121,26781,25555,26734,▲613,＋2.35%,26395,26640,34603,44652,117059,2930152
2008/12/04,26545,26781,25555,26121,0.0,0.00%,26743,26819,35032,44942,121201,2934926
2008/12/03,26215,26215,24942,26121,▲472,＋1.84%,27045,27003,35456,45253,168081,2938676
2008/12/02,25555,26168,25131,25650,▼1697,－6.21%,26913,27330,35882,45564,118966,2941087
2008/12/01,28479,28479,27347,27347,▼1132,－3.97%,26536,27661,36295,45864,141657,2937947
2008/11/28,27253,28479,26498,28479,▲849,＋3.07%,25602,27943,36715,46159,180764,2949969
2008/11/27,26121,27630,25272,27630,▲2169,＋8.52%,24565,28123,37128,46456,302927,2930679
2008/11/26,24047,25555,23858,25461,▲1697,＋7.14%,23660,28273,37543,46782,285491,3005108
2008/11/25,23575,24235,23104,23764,▲1084,＋4.78%,23566,28335,38010,47135,315062,3079658
2008/11/24,23292,23999,22679,22679,▼613,－2.63%,23886,28420,38516,47499,205613,3063038
2008/11/21,22113,23952,21642,23292,▲189,＋0.82%,24744,28417,39037,47876,371763,3058578
2008/11/20,23009,23481,22773,23104,▼1886,－7.55%,25838,28469,39549,48252,202535,3137016
2008/11/19,25555,26027,24518,24990,▼377,－1.49%,27177,28743,40071,48629,153311,3177496
2008/11/18,26451,27158,25084,25367,▼1603,－5.94%,28139,29172,40573,48986,286821,3165416
