[일시]효성,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2015/04/06,49179,49534,48113,48883,▼651,－1.31%,49960,47187,44441,41994,237046,10044038
2015/04/03,50599,50658,48824,49534,▼414,－0.83%,50469,46868,44270,41960,157958,10020145
2015/04/02,49770,51072,49534,49948,▼178,－0.35%,50457,46581,44082,41930,142900,9994780
2015/04/01,50954,51191,49652,50125,▼1184,－2.31%,50398,46273,43911,41897,185402,9944504
2015/03/31,51605,51605,50540,51309,▼118,－0.23%,50528,45950,43737,41850,220423,9890139
2015/03/30,49711,51664,49652,51427,▲1953,＋3.95%,49924,45560,43556,41800,204440,9858202
2015/03/27,49238,50599,49179,49474,▼178,－0.36%,49048,45190,43390,41750,143993,9802081
2015/03/26,50303,50717,49415,49652,▼1124,－2.21%,48291,44882,43256,41710,238633,9751066
2015/03/25,48409,51013,48409,50776,▲2486,＋5.15%,47498,44565,43098,41661,411007,9716304
2015/03/24,46752,48291,46752,48291,▲1243,＋2.64%,46267,44178,42929,41616,254794,9630767
2015/03/23,46042,47107,45746,47048,▲1361,＋2.98%,45509,43897,42810,41593,250768,9566953
2015/03/20,45569,45924,45095,45687,0.0,0.00%,44965,43666,42705,41575,122810,9517372
2015/03/19,45036,45805,44681,45687,▲1065,＋2.39%,44645,43506,42632,41579,234770,9514249
2015/03/18,44503,45628,44267,44622,▲118,＋0.27%,44054,43323,42561,41584,204226,9435997
2015/03/17,44563,44681,44089,44503,▲178,＋0.40%,43675,43261,42493,41606,111096,9406852
2015/03/16,44326,44385,43616,44326,▲237,＋0.54%,43355,43240,42431,41623,86576,9391977
2015/03/13,43261,44267,42550,44089,▲1361,＋3.19%,42988,43278,42371,41652,152645,9376553
2015/03/12,42787,43142,42432,42728,0.0,0.00%,42929,43278,42295,41683,111080,9376427
2015/03/11,42432,43142,42432,42728,▼178,－0.41%,43142,43358,42242,41724,100700,9342446
2015/03/10,42728,43261,42491,42906,▲414,＋0.97%,43332,43403,42208,41770,90840,9307211
2015/03/09,43616,43675,42314,42491,▼1302,－2.97%,43450,43403,42173,41817,133337,9271441
2015/03/06,43852,44148,43556,43793,0.0,0.00%,43758,43554,42145,41866,72626,9262799
2015/03/05,43675,44030,43379,43793,▲118,＋0.27%,43663,43556,42105,41896,93375,9252419
2015/03/04,43379,43852,43261,43675,▲178,＋0.41%,43568,43562,42044,41920,97096,9222111
2015/03/03,44148,44148,43142,43497,▼533,－1.21%,43438,43527,41977,41944,136417,9206424
2015/03/02,43320,44089,42965,44030,▲710,＋1.64%,43272,43512,41921,41974,135702,9207009
2015/02/27,43142,43379,42728,43320,0.0,0.00%,42953,43518,41871,41994,99096,9183338
2015/02/26,43379,43675,42728,43320,▲296,＋0.69%,42787,43586,41820,42023,127716,9180761
2015/02/25,42906,43556,42669,43024,▲355,＋0.83%,42527,43562,41792,42053,137896,9176001
2015/02/24,42373,43142,42255,42669,▲237,＋0.56%,42598,43589,41769,42075,144062,9135455
2015/02/23,42669,42669,41840,42432,▼59,－0.14%,42882,43604,41719,42104,106492,9100493
2015/02/17,42018,42610,41959,42491,▲473,＋1.13%,43414,43687,41645,42132,114235,9070114
2015/02/16,43379,43556,41840,42018,▼1361,－3.14%,43734,43767,41551,42147,286726,9010722
2015/02/13,44385,44622,43379,43379,▼710,－1.61%,44196,43849,41455,42170,114977,8951298
2015/02/12,44977,45332,43852,44089,▼1006,－2.23%,44243,43820,41350,42179,124582,8927376
2015/02/11,44385,45214,44148,45095,▲1006,＋2.28%,44006,43639,41228,42177,174213,8907769
2015/02/10,44444,44918,43734,44089,▼237,－0.53%,44089,43388,41097,42169,128361,8858680
2015/02/09,43616,44326,43320,44326,▲710,＋1.63%,44042,43231,40981,42168,192752,8820095
2015/02/06,43201,43616,42077,43616,▲710,＋1.66%,43959,43074,40863,42159,223385,8776190
2015/02/05,46338,46338,42906,42906,▼2604,－5.72%,43829,42891,40753,42155,434821,8713179
2015/02/04,44385,45569,43734,45509,▲1657,＋3.78%,43888,42734,40637,42160,173891,8736260
2015/02/03,44089,44267,43142,43852,▼59,－0.13%,43616,42388,40482,42152,115451,8735376
2015/02/02,43142,44267,43083,43912,▲947,＋2.20%,43781,42110,40352,42153,104586,8732235
2015/01/30,43497,43675,42906,42965,▼237,－0.55%,43568,41896,40212,42154,95219,8721594
2015/01/29,43852,44089,43142,43201,▼947,－2.14%,43687,41734,40087,42174,137659,8720926
2015/01/28,44503,44977,43793,44148,▼533,－1.19%,43639,41598,39982,42193,126648,8721208
2015/01/27,43201,44681,43024,44681,▲1835,＋4.28%,43627,41462,39873,42196,155291,8729125
2015/01/26,43201,43556,42669,42846,▼710,－1.63%,43509,41299,39777,42188,58176,8710567
2015/01/23,43379,43734,42965,43556,▲592,＋1.38%,43675,41166,39767,42194,126525,8720916
2015/01/22,43438,44148,42728,42965,▼1124,－2.55%,43521,41021,39707,42185,158253,8658700
2015/01/21,43734,44326,43083,44089,0.0,0.00%,43024,40929,39666,42180,115775,8637309
2015/01/20,44089,44681,43379,44089,▲414,＋0.95%,42219,40763,39587,42160,125151,8651813
2015/01/19,43497,44563,43083,43675,▲888,＋2.07%,41592,40624,39504,42142,295015,8653523
2015/01/16,41071,43142,41071,42787,▲2308,＋5.70%,41095,40512,39452,42126,330527,8651952
2015/01/15,40065,40775,39710,40479,▲414,＋1.03%,40526,40399,39401,42123,125991,8650154
2015/01/14,40597,41248,40065,40065,▼888,－2.17%,40384,40414,39409,42136,97750,8704265
2015/01/13,41485,41485,40834,40953,▼237,－0.57%,40089,40447,39417,42150,105982,8727002
2015/01/12,39947,41722,39710,41189,▲1243,＋3.11%,39556,40376,39437,42145,256837,8750920
2015/01/09,40124,40953,39887,39947,▲178,＋0.45%,39248,40293,39453,42140,112881,8804539
2015/01/08,38822,40124,38763,39769,▲1184,＋3.07%,39201,40331,39507,42134,140728,8805966
2015/01/07,38230,39236,37757,38585,▲296,＋0.77%,39343,40381,39547,42128,97886,8816322
2015/01/06,38763,39296,38230,38289,▼1361,－3.43%,39911,40494,39650,42138,175332,8819074
2015/01/05,39710,39828,38645,39651,▼59,－0.15%,40538,40648,39777,42137,133121,8827817
2015/01/02,39947,40420,39651,39710,▼769,－1.90%,40645,40674,39883,42133,115176,8826290
2014/12/30,41012,41248,39947,40479,▼947,－2.29%,40834,40671,39963,42134,182525,8825979
2014/12/29,41426,42018,40834,41426,0.0,0.00%,40964,40654,40043,42131,133358,8871185
2014/12/26,40242,41544,40183,41426,▲1243,＋3.09%,40834,40633,40109,42114,117318,8913311
2014/12/24,40657,40834,40065,40183,▼473,－1.16%,40811,40574,40164,42103,103146,8902312
2014/12/23,41189,41367,40538,40657,▼473,－1.15%,41059,40648,40225,42098,72175,8914634
2014/12/22,41012,41367,40775,41130,▲355,＋0.87%,41035,40698,40303,42093,95117,8933807
2014/12/19,41663,41899,40597,40775,▼533,－1.29%,40964,40624,40376,42084,145516,8924614
2014/12/18,41959,42373,40361,41308,▼118,－0.29%,40953,40485,40446,42076,193519,8959161
2014/12/17,41012,41959,40538,41426,▲888,＋2.19%,40597,40263,40526,42060,200460,8998717
2014/12/16,40479,41722,40302,40538,▼237,－0.58%,40219,40003,40606,42040,166848,9036755
2014/12/15,40302,40953,40065,40775,▲59,＋0.15%,40254,39831,40718,42026,112310,9087270
2014/12/12,39710,40893,39355,40716,▲1184,＋2.99%,40254,39630,40815,42016,126008,9144939
2014/12/11,39118,40065,38763,39532,0.0,0.00%,40278,39455,40933,42010,173820,9186221
2014/12/10,40302,40716,39532,39532,▼1184,－2.91%,40645,39337,41071,42007,128879,9245251
2014/12/09,40775,41012,40065,40716,▼59,－0.15%,40775,39222,41206,42003,82966,9263825
2014/12/08,41012,41367,40479,40775,▼59,－0.14%,40562,39038,41331,41985,104577,9274230
2014/12/05,40775,41485,40775,40834,▼533,－1.29%,40432,38795,41461,41976,103775,9284230
2014/12/04,40183,41426,40124,41367,▲1184,＋2.95%,40467,38565,41588,41964,158133,9325745
2014/12/03,39710,40716,39236,40183,▲533,＋1.34%,40242,38298,41687,41947,127152,9341840
2014/12/02,40124,41071,39473,39651,▼473,－1.18%,40538,38065,41795,41942,123728,9381284
2014/12/01,40302,40657,39828,40124,▼888,－2.16%,40941,37854,41911,41936,133232,9405966
2014/11/28,39651,41189,39177,41012,▲769,＋1.91%,40846,37695,42027,41927,165277,9449632
2014/11/27,41663,41663,40183,40242,▼1420,－3.41%,40242,37523,42116,41906,132918,9480958
2014/11/26,41426,41840,39651,41663,0.0,0.00%,39568,37458,42227,41906,240201,9502983
2014/11/25,40834,41959,39947,41663,▲2012,＋5.07%,38479,37488,42314,41895,551686,9561234
2014/11/24,38467,40242,37994,39651,▲1657,＋4.36%,37567,37402,42381,41892,417548,9604670
2014/11/21,36928,38112,36277,37994,▲1124,＋3.05%,36987,37446,42488,41912,208507,9677282
2014/11/20,36218,37047,35863,36869,▲651,＋1.80%,36834,37514,42618,41944,94973,9708886
2014/11/19,37106,37283,35922,36218,▼888,－2.39%,36893,37624,42743,41985,212693,9681247
2014/11/18,36455,37343,36455,37106,▲355,＋0.97%,37094,37843,42886,42035,94193,9736308
2014/11/17,37106,37343,36277,36751,▼473,－1.27%,37082,37973,43007,42079,209063,9753832
2014/11/14,37579,37638,36869,37224,▲59,＋0.16%,36916,38183,43125,42120,159648,9805130
2014/11/13,37402,38053,36988,37165,▼59,－0.16%,36715,38349,43242,42156,134726,9802517
2014/11/12,36928,38112,36573,37224,▲178,＋0.48%,36490,38597,43355,42203,182301,9811185
2014/11/11,35804,37224,35626,37047,▲1124,＋3.13%,36147,38846,43455,42248,172860,9838976
2014/11/10,36159,36514,35567,35922,▼296,－0.82%,35828,39151,43556,42289,173101,9828356
2014/11/07,35745,36337,35745,36218,▲178,＋0.49%,36029,39464,43683,42340,123088,9850917
2014/11/06,35567,36514,35508,36041,▲533,＋1.50%,36301,39890,43823,42387,188408,9869034
2014/11/05,34916,35686,34739,35508,▲59,＋0.17%,36881,40384,43954,42432,166032,9880300
2014/11/04,36692,37402,34620,35449,▼1480,－4.01%,38230,40911,44097,42490,355266,9895195
2014/11/03,37579,38053,36810,36928,▼651,－1.73%,39130,41364,44261,42556,181911,9889933
2014/10/31,39118,39118,36751,37579,▼1361,－3.50%,39852,41781,44405,42614,285124,9882613
2014/10/30,40597,40597,38645,38940,▼3314,－7.84%,40207,42172,44519,42663,585841,9912956
2014/10/29,40124,42491,39947,42255,▲2308,＋5.78%,40231,42462,44599,42702,296137,9977363
2014/10/28,40597,40657,39887,39947,▼592,－1.46%,39899,42539,44622,42710,81350,9874223
2014/10/27,39769,40775,39710,40538,▲1184,＋3.01%,39852,42808,44663,42726,150904,9886045
2014/10/24,39355,39769,38881,39355,▲296,＋0.76%,39935,43056,44694,42741,175275,9880896
2014/10/23,40242,40597,38467,39059,▼1539,－3.79%,40171,43338,44733,42770,376793,9860514
2014/10/22,40657,40893,40302,40597,▲888,＋2.24%,40787,43693,44780,42810,179103,9811540
2014/10/21,41071,41308,39651,39710,▼1243,－3.03%,41106,43974,44799,42832,180234,9744275
2014/10/20,41130,41485,40775,40953,▲414,＋1.02%,41793,44349,44845,42860,139320,9698902
2014/10/17,42491,42550,40242,40538,▼1598,－3.79%,42041,44634,44863,42878,222256,9671998
2014/10/16,41426,42373,41071,42136,▼59,－0.14%,42882,44995,44883,42899,97103,9625181
2014/10/15,43142,43438,42018,42195,▼947,－2.19%,43639,45279,44854,42905,129055,9603443
2014/10/14,42373,43971,42314,43142,▲947,＋2.24%,44409,45551,44826,42911,159493,9563341
2014/10/13,44089,44799,42195,42195,▼2545,－5.69%,44681,45805,44761,42909,169480,9499030
2014/10/10,45924,45924,43971,44740,▼1184,－2.58%,45296,46122,44709,42920,132611,9471533
2014/10/08,45391,46042,45214,45924,▼118,－0.26%,45427,46308,44627,42914,103647,9466424
2014/10/07,44681,46042,44385,46042,▲1539,＋3.46%,45190,46379,44497,42894,167467,9498365
2014/10/06,45273,45805,44267,44503,▼769,－1.70%,44740,46409,44382,42870,151464,9511202
2014/10/02,45332,45569,44740,45273,▼118,－0.26%,44906,46515,44304,42857,177946,9505948
2014/10/01,44385,45509,44326,45391,▲651,＋1.46%,44953,46604,44218,42841,202780,9497478
2014/09/30,43556,44740,43497,44740,▲947,＋2.16%,44870,46655,44119,42825,147875,9438114
2014/09/29,45214,45509,43556,43793,▼1539,－3.39%,45154,46761,44041,42827,233620,9395360
2014/09/26,45154,45450,44799,45332,▼178,－0.39%,45640,46915,43972,42836,109168,9378576
2014/09/25,45273,45746,44799,45509,▲533,＋1.18%,46018,46933,43883,42837,202922,9368276
2014/09/24,45924,46042,44503,44977,▼1184,－2.56%,46243,46962,43792,42834,398438,9312747
2014/09/23,46042,46456,45509,46160,▼59,－0.13%,46800,47004,43706,42837,272775,9301847
2014/09/22,47285,47462,45805,46220,▼1006,－2.13%,47131,46912,43594,42825,182213,9275399
2014/09/19,47107,47877,46811,47226,▲592,＋1.27%,47415,46841,43475,42812,179436,9290823
2014/09/18,47758,47936,46634,46634,▼1124,－2.35%,47616,46699,43335,42786,164765,9287062
2014/09/17,48113,48173,47166,47758,▼59,－0.12%,47995,46560,43216,42760,114416,9317129
2014/09/16,47640,48350,47462,47817,▲178,＋0.37%,48137,46382,43088,42722,121753,9298902
2014/09/15,48113,48764,47403,47640,▼592,－1.23%,48042,46190,42944,42693,116907,9302011
2014/09/12,48824,48883,47581,48232,▼296,－0.61%,47841,45968,42801,42661,158436,9298682
2014/09/11,48528,49179,48468,48528,▲59,＋0.12%,47522,45714,42639,42625,151598,9331873
2014/09/05,47403,48468,47403,48468,▲1124,＋2.37%,47226,45462,42491,42587,184820,9345212
2014/09/04,46930,47877,46456,47344,▲710,＋1.52%,46811,45270,42339,42549,187116,9365475
2014/09/03,46871,46871,45509,46634,0.0,0.00%,46717,45098,42206,42524,127319,9346250
2014/09/02,47048,47285,46397,46634,▼414,－0.88%,46764,44971,42089,42516,106817,9336524
2014/09/01,46160,47226,45983,47048,▲651,＋1.40%,46575,44903,41962,42492,108054,9344236
2014/08/29,46693,46930,46101,46397,▼473,－1.01%,46385,44829,41826,42461,115215,9345263
2014/08/28,46693,47640,46338,46871,0.0,0.00%,46267,44731,41695,42435,188988,9376207
2014/08/27,45805,46930,45746,46871,▲1184,＋2.59%,45758,44574,41585,42406,150453,9380254
2014/08/26,46042,46811,45450,45687,▼414,－0.90%,45344,44412,41477,42372,128501,9357227
2014/08/25,45805,46456,45687,46101,▲296,＋0.65%,45083,44249,41403,42351,166120,9354195
2014/08/22,44681,45805,44563,45805,▲1480,＋3.34%,44634,44062,41335,42326,245167,9326914
2014/08/21,45154,45332,44326,44326,▼473,－1.06%,44314,43858,41270,42304,149480,9257937
2014/08/20,44385,45391,44089,44799,▲414,＋0.93%,44243,43734,41227,42293,154726,9230545
2014/08/19,44207,44503,43616,44385,▲533,＋1.21%,43923,43583,41183,42276,133585,9233882
2014/08/18,44207,44444,43793,43852,▼355,－0.80%,43675,43485,41152,42255,93293,9243244
2014/08/14,43971,44207,43379,44207,▲237,＋0.54%,43604,43397,41115,42234,109820,9242778
2014/08/13,43201,44089,43024,43971,▲769,＋1.78%,43687,43272,41071,42211,97770,9211475
2014/08/12,43201,43320,42195,43201,▲59,＋0.14%,43675,43092,41051,42183,183437,9180198
2014/08/11,43971,44148,42906,43142,▼355,－0.82%,43852,42959,41041,42150,127205,9141655
2014/08/08,44622,44622,43261,43497,▼1124,－2.52%,44278,42763,41022,42120,116705,9137649
2014/08/07,43912,44681,43616,44622,▲710,＋1.62%,44693,42542,40997,42084,99992,9147096
2014/08/06,44267,44622,43793,43912,▼178,－0.40%,44657,42302,40951,42031,114358,9137575
2014/08/05,45569,45569,43912,44089,▼1184,－2.61%,44622,42015,40910,41983,201757,9123872
2014/08/04,45687,46101,45273,45273,▼296,－0.65%,44527,41766,40883,41933,179655,9109196
2014/08/01,44207,45628,44089,45569,▲1124,＋2.53%,43959,41494,40851,41871,239664,9119344
2014/07/31,45273,45805,44385,44444,▲710,＋1.62%,43320,41222,40823,41805,329800,9096528
2014/07/30,43971,44385,43379,43734,▲118,＋0.27%,42775,40970,40807,41749,223965,9092560
2014/07/29,42787,44148,42669,43616,▲1184,＋2.79%,42397,40787,40805,41695,350921,9102770
2014/07/28,42373,43024,42136,42432,▲59,＋0.14%,42030,40589,40799,41640,158941,9104407
2014/07/25,41426,42550,41426,42373,▲651,＋1.56%,42030,40467,40790,41607,108790,9117367
2014/07/24,42018,42314,41485,41722,▼118,－0.28%,41970,40352,40788,41588,93002,9126154
2014/07/23,41722,42373,41426,41840,▲59,＋0.14%,41970,40257,40807,41571,119850,9128903
2014/07/22,42195,42491,41722,41781,▼651,－1.53%,41675,40136,40840,41557,130429,9123428
2014/07/21,42136,42610,42136,42432,▲355,＋0.84%,41426,40000,40864,41547,182147,9133506
2014/07/18,41485,42491,41367,42077,▲355,＋0.85%,40787,39819,40876,41534,231581,9148482
2014/07/17,40597,41722,39947,41722,▲1361,＋3.37%,40183,39692,40892,41524,284308,9207000
2014/07/16,40538,41012,40183,40361,▼178,－0.44%,39804,39609,40915,41518,207143,9242542
2014/07/15,39651,41071,39591,40538,▲1302,＋3.32%,39367,39550,40957,41523,317695,9347633
2014/07/14,39414,39947,38940,39236,▲178,＋0.45%,39082,39476,40997,41534,88477,9355963
2014/07/11,39532,39947,39059,39059,▼769,－1.93%,39201,39441,41057,41559,97882,9361927
2014/07/10,38940,40065,38940,39828,▲1657,＋4.34%,39414,39470,41132,41587,263866,9381867
2014/07/09,39118,39414,37816,38171,▼947,－2.42%,39331,39446,41201,41603,227865,9376623
2014/07/08,39532,39769,39118,39118,▼710,－1.78%,39710,39506,41291,41639,105235,9371954
2014/07/07,40242,40242,39355,39828,▼296,－0.74%,39816,39529,41358,41668,73729,9367305
2014/07/04,39651,40124,39296,40124,▲710,＋1.80%,39852,39488,41409,41691,77905,9369920
2014/07/03,40065,40124,39414,39414,▼651,－1.62%,39840,39429,41464,41709,88725,9351205
2014/07/02,39710,40065,39296,40065,▲414,＋1.04%,39923,39384,41532,41731,148649,9346321
2014/07/01,39887,40065,39059,39651,▼355,－0.89%,39793,39393,41612,41735,130416,9364358
2014/06/30,40302,40361,39710,40006,▼59,－0.15%,39674,39432,41700,41743,60848,9364297
2014/06/27,39947,40183,39414,40065,▲237,＋0.59%,39438,39494,41791,41751,100167,9374526
2014/06/26,39473,39947,39236,39828,▲414,＋1.05%,39331,39591,41876,41764,96319,9379288
2014/06/25,38881,39887,38881,39414,▲355,＋0.91%,39378,39695,41967,41778,147389,9392113
2014/06/24,38585,39177,38526,39059,▲237,＋0.61%,39331,39810,42055,41789,93342,9411747
2014/06/23,39059,39355,38585,38822,▼710,－1.80%,39331,39967,42150,41799,204242,9434589
2014/06/20,40065,40124,39296,39532,▼533,－1.33%,39272,40151,42238,41806,99164,9511460
2014/06/19,38822,40124,38822,40065,▲888,＋2.27%,39296,40257,42304,41802,122945,9525536
2014/06/18,39355,39532,38763,39177,▲118,＋0.30%,39153,40331,42356,41797,103055,9530058
2014/06/17,38585,39828,38585,39059,▲533,＋1.38%,39189,40512,42443,41800,183568,9522884
2014/06/16,39177,39177,38171,38526,▼1124,－2.84%,39296,40689,42522,41805,237072,9494677
2014/06/13,39296,39651,38763,39651,▲296,＋0.75%,39390,40861,42611,41813,186469,9540504
2014/06/12,39296,39651,39059,39355,0.0,0.00%,39248,40979,42683,41812,112783,9608688
2014/06/11,39651,39651,39000,39355,▼237,－0.60%,39082,41103,42759,41811,108257,9642494
2014/06/10,39000,39591,38881,39591,▲592,＋1.52%,39260,41210,42842,41817,127696,9677631
2014/06/09,38585,39769,38585,39000,▲59,＋0.15%,39426,41352,42944,41826,123517,9721114
2014/06/05,38289,38940,37934,38940,▲414,＋1.08%,39875,41571,43023,41845,232479,9760180
2014/06/03,39887,40006,38467,38526,▼1716,－4.26%,40491,41820,43096,41860,332566,9792029
2014/06/02,40242,40657,39887,40242,▼178,－0.44%,41166,42065,43174,41879,119907,9797772
2014/05/30,40893,41308,40124,40420,▼829,－2.01%,41462,42234,43227,41884,357426,9811736
2014/05/29,41781,42018,40538,41248,▼769,－1.83%,41817,42376,43266,41895,228341,9821481
2014/05/28,41899,42077,41663,42018,▲118,＋0.28%,42065,42408,43299,41909,114540,9831753
2014/05/27,42077,42314,41722,41899,▲178,＋0.43%,41994,42420,43317,41914,68814,9825909
2014/05/26,42195,42432,41485,41722,▼473,－1.12%,41923,42468,43339,41928,99105,9816551
2014/05/23,42669,42728,42077,42195,▼296,－0.70%,42136,42574,43360,41940,84890,9801472
2014/05/22,41781,42610,41663,42491,▲829,＋1.99%,42219,42624,43368,41943,104923,9790150
2014/05/21,41663,42314,41604,41663,▲118,＋0.28%,42112,42657,43358,41946,86449,9790165
2014/05/20,42373,42728,41308,41544,▼1243,－2.90%,42184,42728,43353,41953,184355,9781197
2014/05/19,42846,43024,42373,42787,▲178,＋0.42%,42243,42805,43350,41965,127941,9779943
2014/05/16,41899,43083,41899,42610,▲651,＋1.55%,41982,42808,43314,41972,187040,9807055
2014/05/15,42018,42669,41959,41959,▼59,－0.14%,41947,42826,43260,41982,140787,9760831
2014/05/14,42018,42432,41663,42018,▲178,＋0.42%,42231,42870,43219,41999,165590,9766296
2014/05/13,41426,42550,41308,41840,▲355,＋0.86%,42610,42947,43172,42017,138830,9816867
2014/05/12,42314,42314,41012,41485,▼947,－2.23%,42929,43053,43112,42023,231812,9820166
2014/05/09,42314,42669,41663,42432,▼947,－2.18%,43355,43157,43056,42033,313856,9850957
2014/05/08,43734,43971,43201,43379,▼533,－1.21%,43521,43193,42983,42034,136755,9849369
2014/05/07,43616,43912,43261,43912,▲473,＋1.09%,43225,43169,42892,42018,127273,9877366
2014/05/02,43616,43734,43201,43438,▼178,－0.41%,42894,43145,42787,42006,56449,9873618
2014/04/30,43261,43971,43142,43616,▲355,＋0.82%,42775,43145,42691,42002,166574,9879358
2014/04/29,41840,43320,41840,43261,▲1361,＋3.25%,42823,43210,42586,42003,150216,9892446
2014/04/28,42018,42136,41663,41899,▼355,－0.84%,42811,43293,42481,42009,111933,9884936
2014/04/25,42669,42787,41663,42255,▼592,－1.38%,43059,43471,42425,42021,229075,9894194
2014/04/24,43793,44030,42669,42846,▼1006,－2.29%,43225,43616,42389,42032,169504,9898609
2014/04/23,43320,44267,43083,43852,▲651,＋1.51%,43272,43740,42336,42028,253847,9915120
2014/04/22,42906,43438,42550,43201,▲59,＋0.14%,43071,43781,42273,42020,136810,9933478
2014/04/21,42965,43201,42610,43142,▲59,＋0.14%,43024,43858,42230,42005,59756,9931094
2014/04/18,42846,43320,42314,43083,0.0,0.00%,42965,43906,42192,41984,203643,9935682
2014/04/17,42965,43201,42787,43083,▲237,＋0.55%,43059,43926,42156,41969,74783,9965861
2014/04/16,42965,43379,42728,42846,▼118,－0.28%,43237,43932,42121,41960,73293,9965562
2014/04/15,42906,43320,42787,42965,▲118,＋0.28%,43379,44009,42090,41948,84311,9967728
2014/04/14,43261,43556,42728,42846,▼710,－1.63%,43414,44051,42071,41939,130886,9969876
2014/04/11,43556,43616,43142,43556,▼414,－0.94%,43426,44101,42060,41936,126509,9981757
2014/04/10,43734,44385,43438,43971,▲414,＋0.95%,43403,44122,42041,41924,170393,9996363
2014/04/09,43261,43734,43024,43556,▲414,＋0.96%,43296,44119,42005,41898,132058,9997388
2014/04/08,42906,43379,42610,43142,▲237,＋0.55%,43568,44160,41986,41870,107926,9993949
2014/04/07,43379,43616,42610,42906,▼533,－1.23%,43923,44287,41978,41849,175388,9994223
2014/04/04,43675,43734,42906,43438,0.0,0.00%,44432,44329,41973,41819,252818,9970540
2014/04/03,44681,44977,43201,43438,▼1480,－3.29%,44776,44323,41953,41787,322996,9907736
2014/04/02,45095,45214,44444,44918,0.0,0.00%,45154,44311,41931,41763,123440,9885958
2014/04/01,45332,45391,44622,44918,▼533,－1.17%,45107,44237,41858,41724,163908,9867161
2014/03/31,45746,45746,44503,45450,▲296,＋0.66%,45071,44131,41785,41675,196510,9885712
2014/03/28,45450,45687,44977,45154,▼178,－0.39%,44799,44018,41711,41632,137312,9890985
2014/03/27,44681,45865,44444,45332,▲651,＋1.46%,44468,43915,41652,41591,291067,9892085
2014/03/26,45095,45214,44207,44681,▼59,－0.13%,44042,43808,41589,41555,158937,9937133
2014/03/25,44089,45509,44089,44740,▲651,＋1.48%,43983,43725,41524,41536,243503,9950549
2014/03/24,43438,44267,43083,44089,▲592,＋1.36%,43793,43622,41448,41515,193949,9938681
2014/03/21,43497,43852,43083,43497,▲296,＋0.68%,43746,43512,41374,41510,109317,9947505
2014/03/20,44030,44089,42906,43201,▼1184,－2.67%,43841,43406,41301,41507,224274,9966538
2014/03/19,43912,45036,43912,44385,▲592,＋1.35%,43983,43314,41239,41509,203818,10043515
2014/03/18,44148,44207,43497,43793,▼59,－0.13%,43983,43124,41158,41503,121138,10068624
2014/03/17,44326,44326,43497,43852,▼118,－0.27%,44361,42903,41088,41488,168654,10088984
2014/03/14,43379,44267,43083,43971,▲59,＋0.13%,44338,42687,41015,41476,144494,10131289
2014/03/13,44503,44681,43793,43912,▼473,－1.07%,44207,42447,40941,41492,215937,10128893
2014/03/12,45391,45628,44267,44385,▼1302,－2.85%,44065,42163,40863,41515,311295,10230650
2014/03/11,44030,45924,43616,45687,▲1953,＋4.47%,43876,41852,40792,41533,475220,10303569
2014/03/10,43379,44267,43024,43734,▲414,＋0.96%,43296,41470,40709,41534,213448,10306384
2014/03/07,43379,43852,43201,43320,▲118,＋0.27%,43190,41177,40667,41540,191742,10302797
2014/03/06,43261,43616,42846,43201,▼237,－0.54%,43142,40893,40625,41547,152081,10318959
2014/03/05,42906,43971,42846,43438,▲651,＋1.52%,43142,40618,40584,41553,185038,10360710
2014/03/04,42846,43201,42550,42787,▼414,－0.96%,43059,40310,40541,41556,125151,10372415
2014/03/03,42432,43379,42136,43201,▲118,＋0.27%,43036,40020,40524,41563,158387,10388694
2014/02/28,43261,43438,42846,43083,▼118,－0.27%,42775,39787,40519,41556,165396,10391993
2014/02/27,42787,43852,42728,43201,▲178,＋0.41%,42432,39636,40512,41547,226578,10414372
2014/02/26,42491,43320,42077,43024,▲355,＋0.83%,42065,39461,40518,41534,336339,10448094
2014/02/25,42432,43438,42314,42669,▲769,＋1.84%,41580,39313,40521,41525,411422,10493425
2014/02/24,41367,42432,41367,41899,▲533,＋1.29%,40917,39210,40519,41511,364374,10533849
2014/02/21,41367,41781,40420,41367,0.0,0.00%,40444,39159,40534,41537,250078,10596625
2014/02/20,40420,41899,40242,41367,▲769,＋1.90%,40006,39136,40553,41550,352887,10640192
2014/02/19,39236,41189,39236,40597,▲1243,＋3.16%,39378,39118,40580,41562,368395,10656526
2014/02/18,39532,39828,39118,39355,▼178,－0.45%,38893,39136,40631,41585,84309,10624176
2014/02/17,39414,39769,39414,39532,▲355,＋0.91%,38633,39260,40705,41618,112122,10641976
2014/02/14,38645,39591,38585,39177,▲947,＋2.48%,38301,39393,40778,41664,254597,10669146
2014/02/13,38171,38940,38112,38230,▲59,＋0.16%,37994,39556,40863,41709,140704,10658733
2014/02/12,38230,38645,37875,38171,▲118,＋0.31%,37887,39733,40935,41769,125248,10693773
2014/02/11,37698,38230,37224,38053,▲178,＋0.47%,37709,39946,41009,41826,141165,10726638
2014/02/10,37757,38053,37343,37875,▲237,＋0.63%,37496,40177,41084,41878,144423,10753337
2014/02/07,38053,38053,37283,37638,▼59,－0.16%,37627,40414,41144,41924,157986,10742944
2014/02/06,37165,38112,37165,37698,▲414,＋1.11%,38112,40642,41226,41960,165691,10751057
