[일시]효성,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2019/01/30,64300,69300,63300,68600,▲5800,＋9.24%,62180,53853,52411,48944,515588,2397795
2019/01/29,60300,63000,60300,62800,▲2800,＋4.67%,60260,52820,52104,48748,311884,2303827
2019/01/28,60300,62200,59600,60000,0.0,0.00%,58760,52180,51896,48605,295620,2320877
2019/01/25,59500,60000,58600,60000,▲500,＋0.84%,57560,51865,51751,48476,147492,2289981
2019/01/24,58400,60300,58000,59500,▲500,＋0.85%,56460,51840,51568,48348,245331,2287185
2019/01/23,56000,59500,55900,59000,▲3700,＋6.69%,54640,51850,51329,48209,474372,2289733
2019/01/22,54200,55700,53100,55300,▲1300,＋2.41%,53180,51850,51050,48070,139857,2253485
2019/01/21,55000,55000,53300,54000,▼500,－0.92%,52480,52085,50883,47968,162167,2277066
2019/01/18,50900,54900,50800,54500,▲4100,＋8.13%,51540,52415,50780,47880,437434,2308894
2019/01/17,51800,51900,50400,50400,▼1300,－2.51%,50680,52495,50618,47784,129860,2258725
2019/01/16,51400,52500,51400,51700,▼100,－0.19%,50470,52820,50556,47738,115061,2309671
2019/01/15,49500,52600,49500,51800,▲2500,＋5.07%,49850,52990,50479,47685,229513,2333712
2019/01/14,50200,51000,49300,49300,▼900,－1.79%,49210,53125,50386,47655,134446,2307130
2019/01/11,49600,51100,49300,50200,▲850,＋1.72%,48880,53325,50339,47677,156550,2337576
2019/01/10,48800,49550,48550,49350,▲750,＋1.54%,48300,53360,50268,47685,127832,2323406
2019/01/09,48700,49100,48050,48600,0.0,0.00%,48120,53423,50195,47745,136195,2332826
2019/01/08,47950,49250,47350,48600,▲950,＋1.99%,47990,53538,50132,48001,186847,2358958
2019/01/07,47800,48100,47450,47650,▲350,＋0.74%,48270,53658,50052,48257,143116,2336619
2019/01/04,47850,48550,46900,47300,▼1150,－2.37%,49480,53850,50049,48520,215466,2144191
2019/01/03,48050,49000,46300,48450,▲500,＋1.04%,51920,54045,50061,48787,451377,2000098
2019/01/02,50100,50500,47800,47950,▼2050,－4.10%,54170,54213,50038,49044,358877,1997510
2018/12/28,52500,52700,49850,50000,▼3700,－6.89%,56380,54410,50030,49305,566289,1921059
2018/12/27,56700,57000,53200,53700,▼5800,－9.75%,58380,54535,49991,49550,564287,1934446
2018/12/26,59600,60300,57000,59500,▼200,－0.34%,59760,54305,49874,49763,568331,1935053
2018/12/24,59000,60500,58700,59700,▲700,＋1.19%,59080,53783,49683,49928,254049,2005574
2018/12/21,59800,60700,57800,59000,▼1000,－1.67%,58520,53270,49483,50091,435020,2027839
2018/12/20,60000,62100,59600,60000,▼600,－0.99%,57740,52740,49306,50261,323372,2081816
2018/12/19,56600,60600,55900,60600,▲4500,＋8.02%,56640,52155,49110,50421,481906,2117608
2018/12/18,56600,57500,55300,56100,▼800,－1.41%,55180,51560,48905,50577,285847,2058142
2018/12/17,55100,57000,55100,56900,▲1800,＋3.27%,54140,51188,48767,50771,249854,2094159
2018/12/14,54600,55200,53800,55100,▲600,＋1.10%,52880,50793,48587,50957,191210,2132888
2018/12/13,53300,55200,52800,54500,▲1200,＋2.25%,52040,50473,48455,51159,335289,2096392
2018/12/12,51100,53600,50900,53300,▲2400,＋4.72%,51340,50178,48333,51366,301892,2129988
2018/12/11,50600,51000,50300,50900,▲300,＋0.59%,50980,49963,48231,51582,120901,2070095
2018/12/10,50500,51400,50100,50600,▼300,－0.59%,51040,49883,48161,51819,100893,2062252
2018/12/07,51500,51600,50300,50900,▼100,－0.20%,51280,49800,48063,52058,119219,2060326
2018/12/06,51300,52300,50800,51000,▼500,－0.97%,51480,49713,47950,52295,155253,2072749
2018/12/05,50500,52400,50500,51500,▲300,＋0.59%,51780,49643,47855,52531,150634,2091401
2018/12/04,52000,52000,50800,51200,▼600,－1.16%,51300,49453,47735,52762,147500,2092111
2018/12/03,52100,52600,51600,51800,▼100,－0.19%,50870,49315,47625,52996,175082,2099840
2018/11/30,52500,52500,51100,51900,▼600,－1.14%,50400,49168,47520,53226,167855,2146205
2018/11/29,49500,52600,49400,52500,▲3400,＋6.92%,49700,49083,47420,53454,467781,2116070
2018/11/28,49200,49350,48750,49100,▲50,＋0.10%,48860,48973,47297,53677,68303,1969108
2018/11/27,49550,49750,48900,49050,▼400,－0.81%,48780,49083,47189,53929,103768,1971910
2018/11/26,48700,49650,48300,49450,▲1050,＋2.17%,48700,49080,47082,54181,143042,1893287
2018/11/23,48300,48750,48100,48400,▲100,＋0.21%,48610,48868,46945,54430,74594,1903675
2018/11/22,48900,49000,48150,48300,▼400,－0.82%,48670,48560,46828,54687,76522,1915672
2018/11/21,48450,49200,47900,48700,▲50,＋0.10%,48730,48410,46698,54968,107942,1924666
2018/11/20,48700,49300,48500,48650,▼350,－0.71%,48790,48365,46578,55203,79795,1914707
2018/11/19,48650,49500,48400,49000,▲300,＋0.62%,48920,48170,46475,55451,98176,1929412
2018/11/16,48750,48950,48350,48700,▲100,＋0.21%,48910,48055,46350,55699,73183,1942802
2018/11/15,48850,49050,48100,48600,▼400,－0.82%,49000,47975,46231,55961,109261,1932871
2018/11/14,49500,49750,48750,49000,▼300,－0.61%,49200,47855,46117,56229,92676,1954492
2018/11/13,48450,49800,48350,49300,▲350,＋0.72%,48940,47730,46013,56477,123487,1981603
2018/11/12,48750,49450,48400,48950,▼200,－0.41%,48770,47560,45903,56717,105067,1980805
2018/11/09,50000,50000,48800,49150,▼450,－0.91%,48750,47363,45813,56980,76454,1985311
2018/11/08,48550,50000,48150,49600,▲1900,＋3.98%,48960,47145,45722,57246,160913,2015006
2018/11/07,49050,49450,47450,47700,▼750,－1.55%,49100,46855,45638,57511,135158,2020051
2018/11/06,49400,49450,48450,48450,▼400,－0.82%,49820,46845,45589,57786,146414,2069793
2018/11/05,50100,50500,48250,48850,▼1350,－2.69%,49930,46823,45542,58036,156464,2123290
2018/11/02,50400,51200,49950,50200,▼100,－0.20%,49200,46733,45478,58280,190378,2131734
2018/11/01,51800,52200,49800,50300,▼1000,－1.95%,47610,46598,45391,58513,269468,2139974
2018/10/31,49900,51800,49150,51300,▲2300,＋4.69%,46610,46465,45315,58762,426006,2132862
2018/10/30,45600,49400,45050,49000,▲3800,＋8.41%,45910,46235,45202,59010,810993,2050697
2018/10/29,41400,48650,35850,45200,▲2950,＋6.98%,45060,46185,45128,59250,1697330,2004689
2018/10/26,45400,45800,41800,42250,▼3050,－6.73%,45360,46313,45089,59495,304315,2116129
2018/10/25,46400,47100,45050,45300,▼2500,－5.23%,46330,46618,45090,59771,183973,2219835
2018/10/24,45600,48450,45100,47800,▲3050,＋6.82%,46510,46765,45052,60010,333345,2196266
2018/10/23,46650,46900,44500,44750,▼1950,－4.18%,46250,46790,44980,60248,118704,2030163
2018/10/22,47050,47100,46050,46700,▼400,－0.85%,46480,46943,44950,60514,68934,2035507
2018/10/19,45600,47450,45600,47100,▲900,＋1.95%,46140,46913,44921,60754,62959,2034610
2018/10/18,45700,47050,45700,46200,▼300,－0.65%,45680,46918,44892,60980,57331,2031341
2018/10/17,45900,46700,45900,46500,▲600,＋1.31%,45200,46965,44925,61202,45667,2024437
2018/10/16,45050,46400,45050,45900,▲900,＋2.00%,45400,47000,45015,61421,64627,1990372
2018/10/15,44500,45650,43900,45000,▲200,＋0.45%,45820,47040,45103,61645,81192,1970940
2018/10/12,43400,45400,43400,44800,▲1000,＋2.28%,46230,47028,45295,61886,123686,1953838
2018/10/11,46050,46500,43500,43800,▼3700,－7.79%,46770,46993,45870,62134,280855,1911656
2018/10/10,48150,48700,46600,47500,▼500,－1.04%,47540,47068,46462,62364,127490,1937732
2018/10/08,47050,49700,46800,48000,▲950,＋2.02%,47380,46908,46992,62560,187396,1934397
2018/10/05,47300,48400,46800,47050,▼450,－0.95%,47380,46738,47513,62754,97313,1883217
2018/10/04,48000,48000,47050,47500,▼150,－0.31%,47520,46660,48051,62959,92557,1865581
2018/10/02,47000,48350,46700,47650,▲950,＋2.03%,47690,46580,48581,63169,107788,1859527
2018/10/01,48000,48200,46500,46700,▼1300,－2.71%,47810,46453,49108,63362,131371,1812045
2018/09/28,47800,48350,47650,48000,▲250,＋0.52%,48130,46250,49652,63567,71075,1816426
2018/09/27,48250,48350,47650,47750,▼600,－1.24%,48090,45980,50174,63758,134217,1795712
2018/09/21,48700,48950,48000,48350,▲100,＋0.21%,47760,45655,50699,63965,104619,1784652
2018/09/20,48250,48750,47600,48250,▼50,－0.10%,47530,45308,51215,64151,127542,1781764
2018/09/19,47800,48850,47050,48300,▲500,＋1.05%,47310,44918,51733,64338,219016,1745262
2018/09/18,46000,47900,45850,47800,▲1700,＋3.69%,47090,44580,52249,64525,195369,1738019
2018/09/17,47200,47200,45950,46100,▼1100,－2.33%,46870,44313,52774,64716,87268,1686403
2018/09/14,47400,47450,46650,47200,▲50,＋0.11%,46600,44083,53328,64924,102859,1721227
2018/09/13,47200,47500,46750,47150,▼50,－0.11%,45980,43800,53863,65147,90113,1715405
2018/09/12,46900,47250,46000,47200,▲500,＋1.07%,45610,43530,54399,65361,198000,1694674
2018/09/11,44750,47000,44750,46700,▲1950,＋4.36%,45030,43310,54934,65579,251462,1663874
2018/09/10,44050,45300,44000,44750,▲650,＋1.47%,44610,43110,55477,65806,120964,1577291
2018/09/07,45500,45750,43900,44100,▼1200,－2.65%,44760,43050,56053,66059,147373,1524304
2018/09/06,44650,45600,44600,45300,▲1000,＋2.26%,45120,43028,56640,66316,138493,1541829
2018/09/05,44700,45000,44250,44300,▼300,－0.67%,45080,42990,57206,66540,98618,1546826
2018/09/04,45500,45700,44250,44600,▼900,－1.98%,44750,43015,57790,66790,148499,1542963
2018/09/03,46400,46400,45250,45500,▼400,－0.87%,44350,43065,58368,67037,142437,1535816
2018/08/31,45000,46550,44000,45900,▲800,＋1.77%,43500,43040,58931,67267,345930,1574622
2018/08/30,42900,45450,42750,45100,▲2450,＋5.74%,42600,42995,59488,67481,551846,1749896
2018/08/29,42950,42950,42250,42650,▲50,＋0.12%,41670,43028,60058,67697,101635,1787840
2018/08/28,41500,43150,41400,42600,▲1350,＋3.27%,41450,43120,60669,67941,304643,1835943
2018/08/27,41250,41800,40900,41250,▼150,－0.36%,41420,43220,61281,68178,126448,1748404
2018/08/24,40650,41450,40650,41400,▲950,＋2.35%,41470,43300,61915,68431,108869,1733456
2018/08/23,41500,41800,40250,40450,▼1100,－2.65%,41500,43345,62546,68702,294706,1707566
2018/08/22,42450,42450,41250,41550,▼900,－2.12%,41760,43473,63238,68989,184550,1685428
2018/08/21,41500,42500,41350,42450,▲950,＋2.29%,42010,43570,63828,69281,168691,1695468
2018/08/20,41950,42250,41250,41500,▼50,－0.12%,42060,43595,64427,69576,152909,1745912
2018/08/17,42000,42100,41550,41550,▼200,－0.48%,42470,43768,65048,69861,131717,1910109
2018/08/16,42500,42750,41600,41750,▼1050,－2.45%,42890,43958,65692,70149,179825,1976527
2018/08/14,42550,42950,42350,42800,▲100,＋0.23%,43450,44280,66342,70408,85667,1989810
2018/08/13,43300,43950,42300,42700,▼850,－1.95%,43850,44735,66941,70662,170889,1968015
2018/08/10,43550,43900,43200,43550,▼100,－0.23%,44430,45160,67531,70896,118978,2025596
2018/08/09,44550,44750,43550,43650,▼900,－2.02%,44720,45808,68146,71115,178934,2109123
2018/08/08,44900,45300,44350,44550,▼250,－0.56%,44990,47590,68770,71346,137392,2102175
2018/08/07,45550,45800,44700,44800,▼800,－1.75%,45230,49328,69384,71564,139666,2086662
2018/08/06,45150,45900,45150,45600,▲600,＋1.33%,45170,51053,69984,71804,163758,2114414
2018/08/03,45500,45600,44850,45000,0.0,0.00%,44970,52738,70531,72041,121889,2112954
2018/08/02,45550,45850,44850,45000,▼750,－1.64%,44540,54453,71083,72295,220533,2083900
2018/08/01,44800,45950,44750,45750,▲1250,＋2.81%,44000,56168,71634,72566,310341,2038350
2018/07/31,44350,44900,43800,44500,▼100,－0.22%,43450,57845,72208,72843,163306,1974693
2018/07/30,43100,44750,42900,44600,▲1750,＋4.08%,43250,59585,72818,73152,310148,1963070
2018/07/27,42550,43150,42100,42850,▲550,＋1.30%,42920,61321,73372,73447,271457,1959781
2018/07/26,43300,43550,41800,42300,▼700,－1.63%,43340,63143,73900,73755,366280,2009656
2018/07/25,43500,44500,42950,43000,▼500,－1.15%,43950,64993,74453,74073,369893,2061843
2018/07/24,42700,43800,42700,43500,▲550,＋1.28%,44990,66808,74969,74359,380268,2081790
2018/07/23,45400,45750,42950,42950,▼2000,－4.45%,46670,68598,75517,74635,498405,2065825
2018/07/20,45250,46150,44650,44950,▼400,－0.88%,48320,70416,76078,74906,519008,2085536
2018/07/19,48200,48600,45100,45350,▼2850,－5.91%,50630,72133,76586,75165,1030478,2045217
2018/07/18,51500,52000,48200,48200,▼3700,－7.13%,57420,73831,77068,75423,1170083,2088069
2018/07/17,50700,52100,49900,51900,▲700,＋1.37%,63640,75386,77478,75650,1035522,2201417
2018/07/16,56300,57600,50200,51200,▼5300,－9.38%,69121,76756,77827,75839,2486389,2110106
2018/07/13,79300,79300,55600,56500,▼22801,－28.75%,74741,78161,78186,76044,6091316,2236104
2018/07/12,79301,79301,79301,79301,0.0,0.00%,79301,79301,78478,76197,0,6671504
2018/07/11,79301,79301,79301,79301,0.0,0.00%,79301,79301,78399,76155,0,6671504
2018/07/10,79301,79301,79301,79301,0.0,0.00%,79301,79301,78266,76138,0,6671504
2018/07/09,79301,79301,79301,79301,0.0,0.00%,79301,79301,78127,76140,0,6671504
2018/07/06,79301,79301,79301,79301,0.0,0.00%,79301,79301,77994,76157,0,6671504
2018/07/05,79301,79301,79301,79301,0.0,0.00%,79301,79301,77866,76182,0,6671504
2018/07/04,79301,79301,79301,79301,0.0,0.00%,79301,79301,77758,76197,0,6671504
2018/07/03,79301,79301,79301,79301,0.0,0.00%,79301,79301,77615,76241,0,6671504
2018/07/02,79301,79301,79301,79301,0.0,0.00%,79301,79301,77481,76281,0,6671504
2018/06/29,79301,79301,79301,79301,0.0,0.00%,79301,79301,77343,76347,0,6671504
2018/06/28,79301,79301,79301,79301,0.0,0.00%,79301,79301,77230,76372,0,6671504
2018/06/27,79301,79301,79301,79301,0.0,0.00%,79301,79301,77087,76399,0,6671504
2018/06/26,79301,79301,79301,79301,0.0,0.00%,79301,79434,76944,76411,0,6671504
2018/06/25,79301,79301,79301,79301,0.0,0.00%,79301,79316,76801,76441,0,6671504
2018/06/22,79301,79301,79301,79301,0.0,0.00%,79301,79272,76658,76453,0,6671504
2018/06/21,79301,79301,79301,79301,0.0,0.00%,79301,79242,76520,76463,0,6671504
2018/06/20,79301,79301,79301,79301,0.0,0.00%,79301,79286,76431,76473,0,6671504
2018/06/19,79301,79301,79301,79301,0.0,0.00%,79301,79360,76322,76490,0,6671504
2018/06/18,79301,79301,79301,79301,0.0,0.00%,79301,79331,76224,76498,0,6671504
2018/06/15,79301,79301,79301,79301,0.0,0.00%,79301,79272,76135,76517,0,6671504
2018/06/14,79301,79301,79301,79301,0.0,0.00%,79301,79331,76066,76542,0,6671504
2018/06/12,79301,79301,79301,79301,0.0,0.00%,79301,79420,75992,76537,0,6671504
2018/06/11,79301,79301,79301,79301,0.0,0.00%,79301,79523,75874,76530,0,6671504
2018/06/08,79301,79301,79301,79301,0.0,0.00%,79301,79597,75790,76535,0,6671504
2018/06/07,79301,79301,79301,79301,0.0,0.00%,79301,79553,75706,76535,0,6671504
2018/06/05,79301,79301,79301,79301,0.0,0.00%,79301,79494,75602,76535,0,6671504
2018/06/04,79301,79301,79301,79301,0.0,0.00%,79301,79434,75474,76530,0,6671504
2018/06/01,79301,79301,79301,79301,0.0,0.00%,79834,79479,75336,76535,0,6671504
2018/05/31,79301,79301,79301,79301,0.0,0.00%,79360,79568,75213,76527,0,6671504
2018/05/30,79301,79301,79301,79301,0.0,0.00%,79183,79494,75075,76532,0,6671329
2018/05/29,81964,83148,78709,79301,▼2663,－3.25%,79064,79257,74947,76537,1075625,6679329
2018/05/28,78118,82260,77230,81964,▲5030,＋6.54%,79242,79064,74858,76557,543691,6865503
2018/05/25,77230,78118,76638,76934,▼1480,－1.89%,79005,78665,74739,76542,181622,6884597
2018/05/24,79005,79301,77526,78414,▼296,－0.38%,79360,78635,74734,76554,103579,6898369
2018/05/23,79893,80189,78118,78709,▼1480,－1.85%,79301,78547,74725,76554,130258,6915676
2018/05/21,81077,81077,79301,80189,▼592,－0.73%,79656,78384,74675,76535,135352,6918842
2018/05/18,78709,81373,78709,80781,▲2071,＋2.63%,79834,78088,74606,76505,135894,6934082
2018/05/17,78118,80189,77822,78709,▲592,＋0.76%,79952,77689,74473,76468,131151,6943548
2018/05/16,79893,80189,77822,78118,▼2367,－2.94%,80366,77393,74384,76453,175988,6951227
2018/05/15,81668,82260,79597,80485,▼592,－0.73%,80426,77126,74261,76441,172921,6982037
2018/05/14,81668,82852,80189,81077,▼296,－0.36%,79952,76801,74083,76429,202871,6980564
2018/05/11,80781,81964,80189,81373,▲592,＋0.73%,79360,76475,73921,76374,158463,6979655
2018/05/10,78414,81373,78118,80781,▲2367,＋3.02%,79124,75972,73743,76332,241447,6983825
2018/05/09,78709,79893,77822,78414,▲296,＋0.38%,79183,75484,73625,76285,189128,7001905
2018/05/08,78414,80189,77526,78118,0.0,0.00%,79064,75129,73551,76271,199449,7047092
2018/05/04,80189,80781,77526,78118,▼2071,－2.58%,78354,74804,73506,76283,246699,7033809
2018/05/03,80485,82556,79301,80189,▼888,－1.09%,77822,74537,73497,76293,239801,7078945
2018/05/02,78709,81373,77526,81077,▲3255,＋4.18%,76579,74064,73477,76293,430937,7113089
2018/04/30,75159,78414,74863,77822,▲3255,＋4.37%,75632,73576,73487,76293,248860,7125621
2018/04/27,76046,76342,73679,74567,▼888,－1.18%,75395,73235,73521,76325,118651,7129574
2018/04/26,74567,77230,74271,75455,▲1480,＋2.00%,75573,73132,73610,76374,165719,7112260
2018/04/25,76046,76046,73383,73975,▼2367,－3.10%,75336,72895,73694,76426,154574,7115462
2018/04/24,76342,77526,75159,76342,▼296,－0.39%,75099,72732,73748,76473,122353,7142533
2018/04/23,76046,77230,75455,76638,▲1184,＋1.57%,74389,72451,73753,76498,178075,7150334
2018/04/20,73679,76342,73383,75455,▲1184,＋1.59%,73620,72155,73733,76530,202501,7147308
2018/04/19,72791,74863,72496,74271,▲1480,＋2.03%,73324,71933,73743,76572,163017,7146206
2018/04/18,72791,73383,72496,72791,0.0,0.00%,73383,71918,73778,76636,82204,7173589
2018/04/17,72791,73383,72200,72791,0.0,0.00%,73087,71918,73822,76719,66840,7151723
2018/04/16,74271,74567,72496,72791,▼1184,－1.60%,72732,71948,73852,76816,91025,7160607
2018/04/13,74271,74863,73383,73975,▼592,－0.79%,72436,72007,73901,76922,89685,7164641
2018/04/12,71608,74863,71608,74567,▲3255,＋4.56%,71963,72066,73916,77001,237728,7179045
2018/04/11,70720,71904,70424,71312,▲296,＋0.42%,71608,72081,73911,77065,89518,7110495
2018/04/10,70720,71312,70424,71016,▼296,－0.41%,71489,72126,74010,77156,87581,7104318
2018/04/09,71608,71904,70720,71312,▼296,－0.41%,71549,72288,74153,77252,95380,7119598
2018/04/06,72200,72200,71016,71608,▼1184,－1.63%,71489,72436,74320,77343,98319,7123354
2018/04/05,71312,73087,71016,72791,▲2071,＋2.93%,71667,72510,74498,77444,141670,7149312
2018/04/04,71312,71608,70128,70720,▼592,－0.83%,71253,72451,74636,77536,110308,7123757
2018/04/03,70424,71608,70128,71312,▲296,＋0.42%,71253,72466,74868,77654,104289,7130692
2018/04/02,72496,73087,70720,71016,▼1480,－2.04%,71134,72496,75080,77777,138098,7151178
2018/03/30,71312,73679,71312,72496,▲1775,＋2.51%,71075,72496,75351,77888,145184,7183173
2018/03/29,70720,71608,70424,70720,0.0,0.00%,70779,72451,75514,77972,148287,7183376
2018/03/28,70128,71608,69832,70720,0.0,0.00%,71430,72614,75711,78095,160403,7247675
2018/03/27,71608,71904,70720,70720,0.0,0.00%,71845,72821,75879,78214,143274,7287437
2018/03/26,71016,71312,69537,70720,▼296,－0.42%,72377,73117,76081,78357,218340,7315043
2018/03/23,71904,73087,70720,71016,▼2959,－4.00%,73028,73472,76248,78515,215575,7349718
2018/03/22,72791,74567,72791,73975,▲1184,＋1.63%,73857,73709,76406,78658,115609,7360383
2018/03/21,73679,74271,72200,72791,▼592,－0.81%,74034,73812,76515,78788,127330,7365535
2018/03/20,73383,74271,73087,73383,▼592,－0.80%,73916,73812,76658,78936,86116,7401962
2018/03/19,75159,75455,73383,73975,▼1184,－1.57%,74093,73812,76771,79074,96266,7417393
2018/03/16,75159,75750,74271,75159,▲296,＋0.40%,74153,73650,76899,79200,135944,7435563
2018/03/15,72200,75159,71904,74863,▲2663,＋3.69%,73738,73383,77018,79318,152777,7448940
2018/03/14,73679,73679,72200,72200,▼2071,－2.79%,73087,73206,77082,79454,178256,7465266
2018/03/13,73975,77230,73679,74271,0.0,0.00%,72851,73132,77186,79614,217382,7513905
2018/03/12,73975,74863,73383,74271,▲1184,＋1.62%,72377,73102,77279,79780,129446,7538827
2018/03/09,72200,73975,71312,73087,▲1480,＋2.07%,71726,73087,77363,79945,163453,7571605
2018/03/08,71312,72200,70424,71608,▲592,＋0.83%,71430,73206,77467,80127,147696,7615069
2018/03/07,71904,72200,70424,71016,▼888,－1.23%,71904,73502,77585,80325,159042,7660198
2018/03/06,71904,73087,71608,71904,▲888,＋1.25%,72673,73901,77733,80492,54440,7730061
2018/03/05,71608,72496,71016,71016,▼592,－0.83%,73620,74389,77841,80645,90165,7740887
2018/03/02,73087,73383,71312,71608,▼2367,－3.20%,74981,74833,77989,80835,190819,7735420
2018/02/28,74567,74863,73383,73975,▼888,－1.19%,75810,75247,78127,81032,120609,7806565
2018/02/27,76342,77230,74863,74863,▼1775,－2.32%,76224,75573,78256,81195,116256,7805701
2018/02/26,77822,78414,75750,76638,▼1184,－1.52%,75810,75691,78344,81353,115877,7799895
2018/02/23,75750,78414,74567,77822,▲2071,＋2.73%,75159,75691,78374,81501,203505,7818064
2018/02/22,75455,76046,74271,75750,▼296,－0.39%,73738,75573,78384,81626,76418,7816413
2018/02/21,72791,76342,72791,76046,▲3255,＋4.47%,72555,75588,78394,81767,161515,7813015
2018/02/20,73383,73975,72496,72791,▼592,－0.81%,71608,75602,78404,81913,64606,7833955
2018/02/19,71312,73679,71016,73383,▲2663,＋3.77%,71194,75736,78463,82095,145823,7847030
2018/02/14,69832,70720,69832,70720,▲888,＋1.27%,71253,75795,78522,82273,93091,7844294
2018/02/13,71608,71904,69537,69832,▼1480,－2.07%,71904,76046,78621,82490,186306,7840929
2018/02/12,72200,72200,70720,71312,▲592,＋0.84%,73028,76298,78774,82707,112853,7820010
2018/02/09,72200,72496,70720,70720,▼2959,－4.02%,74271,76446,78828,82956,253266,7807186
2018/02/08,73975,74863,73383,73679,▼296,－0.40%,75928,76771,78921,83217,162784,7789039
2018/02/07,76342,76638,73975,73975,▼1480,－1.96%,77526,77067,78946,83464,281511,7793935
2018/02/06,74271,76342,74271,75455,▼2071,－2.67%,78709,77437,78991,83705,199136,7832164
2018/02/05,77526,78709,76934,77526,▼1480,－1.87%,79597,77777,79060,83937,121345,7816654
2018/02/02,81373,82260,78709,79005,▼2663,－3.26%,80189,77955,79089,84137,137884,7799824
2018/02/01,79597,81668,79597,81668,▲1775,＋2.22%,79834,78236,79109,84307,189010,7794158
2018/01/31,79301,80189,78414,79893,0.0,0.00%,78828,78354,79099,84430,205372,7750544
2018/01/30,80189,81373,79301,79893,▼592,－0.74%,77940,78724,79129,84585,201989,7721029
2018/01/29,77230,81077,76342,80485,▲3255,＋4.21%,77171,78843,79138,84741,360714,7697661
2018/01/26,76934,77526,76342,77230,▲592,＋0.77%,76342,78946,79158,84896,132806,7623656
2018/01/25,75455,76934,75159,76638,▲1184,＋1.57%,75987,79124,79198,85061,189451,7612144
2018/01/24,76046,76342,75159,75455,▼592,－0.78%,75573,79434,79242,85236,133708,7593379
2018/01/23,76342,77526,75159,76046,▼296,－0.39%,75632,79701,79326,85389,199649,7598920
2018/01/22,76046,76342,75159,76342,▲888,＋1.18%,75395,79923,79400,85527,100449,7634615
2018/01/19,74567,76342,74567,75455,▲888,＋1.19%,74981,80130,79494,85673,160511,7632167
2018/01/18,75750,75750,73679,74567,▼1184,－1.56%,75336,80426,79617,85823,253401,7627202
2018/01/17,74567,75750,73679,75750,▲888,＋1.19%,76342,80707,79780,86003,166937,7675732
2018/01/16,74271,75750,74271,74863,▲592,＋0.80%,77467,81003,79942,86198,217936,7719919
2018/01/15,77526,77822,73975,74271,▼2959,－3.83%,78946,81372,80085,86413,414454,7706503
2018/01/12,80189,80189,76638,77230,▼2367,－2.97%,80307,81594,80218,86620,296767,7750873
2018/01/11,81668,81964,79301,79597,▼1775,－2.18%,81787,81654,80302,86807,199842,7788537
2018/01/10,82260,82556,81077,81373,▼888,－1.08%,82674,81668,80352,86948,122329,7786400
2018/01/09,81077,82556,80781,82260,▲1184,＋1.46%,83858,81565,80366,87064,210848,7822369
2018/01/08,84923,84923,80781,81077,▼3551,－4.20%,83858,81417,80391,87184,298257,7834983
2018/01/05,84923,85219,82260,84627,▲592,＋0.70%,84154,81299,80435,87315,291633,7813420
2018/01/04,86107,87586,83740,84036,▼3255,－3.73%,83385,81062,80440,87411,686373,7788651
2018/01/03,83148,87586,83148,87291,▲5030,＋6.12%,83148,80781,80475,87507,672529,7839872
2018/01/02,81964,82556,80485,82260,▼296,－0.36%,81846,80411,80426,87589,203700,7835920
2017/12/28,81077,82556,80781,82556,▲1775,＋2.20%,81491,80292,80431,87702,133624,7830150
2017/12/27,80781,81964,79597,80781,▼2071,－2.50%,81077,80248,80480,87868,319478,7818381
2017/12/26,81373,83148,81373,82852,▲2071,＋2.56%,81195,80218,80549,88020,295562,7885408
2017/12/22,80781,81077,79893,80781,▲296,＋0.37%,80662,79997,80633,88158,135302,7862582
2017/12/21,80485,81668,79893,80485,0.0,0.00%,80840,79878,80781,88304,103648,7845548
2017/12/20,81077,82260,80485,80485,▼888,－1.09%,81195,79671,80909,88442,110665,7860348
2017/12/19,80485,81668,79597,81373,▲1184,＋1.48%,80840,79479,81062,88600,152429,7889653
2017/12/18,82260,82260,79893,80189,▼1480,－1.81%,80248,79227,81215,88770,119427,7922906
2017/12/15,83148,83148,81077,81668,▼592,－0.72%,80189,79064,81377,88948,170240,7938796
2017/12/14,79005,82556,78709,82260,▲3551,＋4.51%,79715,78813,81501,89103,315111,7970759
2017/12/13,78414,79005,78118,78709,▲296,＋0.38%,79124,78650,81619,89253,124207,7930795
2017/12/12,79301,79893,77822,78414,▼1480,－1.85%,79124,78443,81826,89436,121805,7952717
2017/12/11,79301,80189,78414,79893,▲592,＋0.75%,79420,78340,82043,89618,106138,7993526
2017/12/08,79301,80189,78118,79301,0.0,0.00%,79124,78103,82280,89796,150201,8032059
2017/12/07,79005,79597,77526,79301,▲592,＋0.75%,79242,77970,82527,90000,145378,8059298
2017/12/06,80485,80781,78414,78709,▼1184,－1.48%,79360,77984,82788,90208,114131,8085422
2017/12/05,78118,80189,77822,79893,▲1480,＋1.89%,79952,78014,83064,90395,146611,8096510
2017/12/04,79597,80485,77822,78414,▼1480,－1.85%,80011,78029,83251,90577,203685,8095237
2017/12/01,80485,81077,79005,79893,0.0,0.00%,80011,78162,83449,90770,146461,8115420
2017/11/30,82260,82260,79893,79893,▼1775,－2.17%,79715,78251,83681,90960,214991,8162370
2017/11/29,80485,83740,79893,81668,▲1480,＋1.85%,79005,78280,83937,91117,390217,8242945
2017/11/28,78414,80781,78118,80189,▲1775,＋2.26%,77999,78280,84134,91256,250801,8277302
