[일시]LG,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/11/29,87100,88800,86300,88700,▲1000,＋1.14%,88600,87610,84528,81319,184545,54054685
2017/11/28,89100,89400,87100,87700,▼1200,－1.35%,88780,87530,84395,81273,192238,54014228
2017/11/27,88300,89700,87500,88900,▼200,－0.22%,88800,87445,84277,81216,208675,54165962
2017/11/24,89400,89800,88000,89100,▲500,＋0.56%,88640,87295,84143,81150,168794,54108389
2017/11/23,88800,89500,87900,88600,▼1000,－1.12%,88280,87190,84022,81093,137185,54051949
2017/11/22,87300,90300,87000,89600,▲1800,＋2.05%,88340,87100,83892,81038,209745,54024556
2017/11/21,88000,88500,87500,87800,▼300,－0.34%,87580,86910,83757,80956,169059,53958294
2017/11/20,87500,88600,87000,88100,▲800,＋0.92%,86860,86845,83635,80898,218238,53907691
2017/11/17,88900,89300,86200,87300,▼1600,－1.80%,86160,86790,83502,80830,326235,53809279
2017/11/16,86300,88900,86000,88900,▲3100,＋3.61%,86480,86740,83387,80738,334486,53733313
2017/11/15,84900,86600,84700,85800,▲1600,＋1.90%,86240,86575,83227,80628,401030,53644270
2017/11/14,85000,85300,83600,84200,▼400,－0.47%,86540,86445,83077,80530,301811,53540276
2017/11/13,88000,88500,84400,84600,▼4300,－4.84%,86980,86260,82967,80443,597891,53491135
2017/11/10,87500,89000,87300,88900,▲1200,＋1.37%,87480,86140,82855,80353,274960,53486232
2017/11/09,87700,88300,86800,87700,▲400,＋0.46%,87240,85810,82665,80215,328819,53445086
2017/11/08,85600,87600,85300,87300,▲900,＋1.04%,87260,85485,82485,80073,307801,53408253
2017/11/07,86700,87800,85700,86400,▼700,－0.80%,87220,85250,82298,79936,185825,53205540
2017/11/06,86500,87600,86300,87100,▼600,－0.68%,87140,85020,82135,79808,147281,53170472
2017/11/03,88000,88400,86400,87700,▼100,－0.11%,86900,84695,81932,79671,223008,53121357
2017/11/02,87000,88000,86200,87800,▲700,＋0.80%,86760,84240,81732,79539,297461,53078292
2017/11/01,83700,87200,83500,87100,▲1100,＋1.28%,86560,83735,81540,79378,404221,52944103
2017/10/31,85700,86500,85300,86000,▲100,＋0.12%,86300,83305,81345,79223,315730,52670913
2017/10/30,87100,87400,85200,85900,▼1100,－1.26%,86400,83015,81178,79069,362042,52450259
2017/10/27,85700,87400,85700,87000,▲200,＋0.23%,86620,82750,81005,78933,196011,52390981
2017/10/26,85800,86900,85600,86800,▲1000,＋1.17%,86480,82440,80813,78798,188899,52303844
2017/10/25,86200,86500,84500,85800,▼700,－0.81%,86240,82170,80598,78653,205292,52196631
2017/10/24,86900,87400,85800,86500,▼500,－0.57%,85720,82045,80415,78520,221059,52143340
2017/10/23,86900,87300,85500,87000,▲700,＋0.81%,84520,81930,80237,78378,264473,52096221
2017/10/20,85600,86300,84600,86300,▲700,＋0.82%,83560,81830,80047,78228,229724,51999035
2017/10/19,83200,85900,83200,85600,▲2400,＋2.88%,82760,81695,79883,78084,437274,51898194
2017/10/18,80400,83700,80400,83200,▲2700,＋3.35%,81880,81585,79738,77948,376006,51850150
2017/10/17,81400,82100,80400,80500,▼1700,－2.07%,81760,81510,79602,77831,236265,51674573
2017/10/16,82700,83400,81200,82200,▼100,－0.12%,82020,81595,79508,77733,187502,51664877
2017/10/13,81200,82500,81100,82300,▲1100,＋1.35%,81700,81510,79395,77627,211713,51621917
2017/10/12,81900,82900,81200,81200,▼1400,－1.69%,80960,81480,79247,77515,344456,51562964
2017/10/11,81000,82700,81000,82600,▲800,＋0.98%,80260,81440,79107,77409,267321,51500676
2017/10/10,81400,81800,79800,81800,▲1200,＋1.49%,79440,81420,78940,77291,666115,51457875
2017/09/29,78800,80700,78100,80600,▲2000,＋2.54%,79120,81415,78810,77187,257626,51064402
2017/09/28,76800,78700,76400,78600,▲900,＋1.16%,79120,81570,78740,77100,225476,50996360
2017/09/27,78000,78600,77100,77700,▼800,－1.02%,79560,81840,78717,77013,311983,50914204
2017/09/26,80200,80500,78000,78500,▼1700,－2.12%,80300,82240,78725,76936,231692,50980971
2017/09/25,80500,80500,79000,80200,▼400,－0.50%,81260,82350,78720,76858,184730,51189199
2017/09/22,80000,81600,79300,80600,▼200,－0.25%,82060,82370,78672,76774,206967,51144910
2017/09/21,81400,81800,80200,80800,▼600,－0.74%,82940,82385,78623,76680,308476,51106511
2017/09/20,83600,83700,80900,81400,▼1900,－2.28%,83500,82435,78577,76586,270403,51003725
2017/09/19,84200,84500,82000,83300,▼900,－1.07%,83900,82405,78525,76481,259802,50950707
2017/09/18,84600,85600,83700,84200,▼800,－0.94%,83580,82315,78457,76363,228343,50919028
2017/09/15,83400,85400,82700,85000,▲1400,＋1.67%,83180,82130,78383,76251,411000,50904327
2017/09/14,83000,83700,82400,83600,▲200,＋0.24%,82280,81885,78260,76126,275297,50945678
2017/09/13,81700,83900,81700,83400,▲1700,＋2.08%,81900,81725,78198,75992,396629,50952944
2017/09/12,82000,82300,81000,81700,▼500,－0.61%,81300,81520,78138,75853,110459,51060954
2017/09/11,81500,82400,80900,82200,▲1700,＋2.11%,81400,81275,78127,75727,206053,51088710
2017/09/08,81200,82200,79900,80500,▼1200,－1.47%,81300,81045,78102,75597,175461,51157716
2017/09/07,80500,82900,80400,81700,▲1300,＋1.62%,81940,80915,78112,75468,278222,51132091
2017/09/06,82800,82800,79700,80400,▼1800,－2.19%,82400,80705,78107,75326,299546,51104713
2017/09/05,81700,83000,81600,82200,▲500,＋0.61%,83460,80530,78165,75198,197393,51126168
2017/09/04,81100,83200,80500,81700,▼2000,－2.39%,83160,80225,78160,75043,183215,51165613
2017/09/01,84200,84300,82300,83700,▼300,－0.36%,82940,79970,78222,74884,263749,51147857
2017/08/31,84700,85300,83400,84000,▼1700,－1.98%,82380,79530,78188,74697,331669,51168949
2017/08/30,81100,86000,81000,85700,▲5000,＋6.20%,81940,79115,78160,74514,622956,51229930
2017/08/29,79900,80900,79200,80700,▲100,＋0.12%,80960,78645,78110,74322,179009,51374016
2017/08/28,80500,81100,79900,80600,▼300,－0.37%,81120,78380,78150,74158,164374,51343914
2017/08/25,81800,82100,80600,80900,▼900,－1.10%,81100,78150,78155,74011,174341,51308466
2017/08/24,80400,82200,80400,81800,▲1000,＋1.24%,80940,77880,78157,73862,189417,51306238
2017/08/23,81200,82000,80200,80800,▼700,－0.86%,80660,77565,78163,73703,208371,51266944
2017/08/22,80500,81800,80500,81500,▲1000,＋1.24%,80360,77220,78185,73553,214334,51257302
2017/08/21,80200,80600,79400,80500,▲400,＋0.50%,79420,76885,78155,73405,177667,51226346
2017/08/18,79500,80600,79400,80100,▼300,－0.37%,78840,76650,78160,73268,212865,51188235
2017/08/17,78500,80500,78500,80400,▲1100,＋1.39%,78400,76425,78158,73131,284635,51190843
2017/08/16,78500,80500,77700,79300,▲2500,＋3.26%,77820,76230,78088,72996,564921,51134628
2017/08/14,77600,78100,76400,76800,▼800,－1.03%,77340,76110,78030,72863,200602,51058903
2017/08/11,76600,77700,76500,77600,▼300,－0.39%,77200,76020,77983,72752,242738,51118931
2017/08/10,76500,78600,76500,77900,▲400,＋0.52%,77000,75885,77920,72641,412800,51201644
2017/08/09,76200,78000,75400,77500,▲600,＋0.78%,76400,75760,77852,72526,291791,51273711
2017/08/08,76100,77600,75700,76900,▲800,＋1.05%,76040,75555,77765,72413,236968,51270706
2017/08/07,77200,77400,75900,76100,▼500,－0.65%,75920,75350,77662,72308,222532,51278742
2017/08/04,74400,77000,74400,76600,▲1700,＋2.27%,75780,75175,77573,72212,260065,51287929
2017/08/03,75500,75800,73900,74900,▼800,－1.06%,75660,75045,77480,72102,237138,51317273
2017/08/02,76900,76900,75200,75700,▼600,－0.79%,75780,75120,77410,72002,175818,51289382
2017/08/01,75000,77000,74400,76300,▲900,＋1.19%,75740,75195,77347,71896,309718,51283035
2017/07/31,75900,76900,74600,75400,▼600,－0.79%,75260,75290,77217,71783,233799,51345385
2017/07/28,75100,76400,75100,76000,▲500,＋0.66%,75140,75430,77100,71688,359732,51375580
2017/07/27,75200,75900,75000,75500,0.0,0.00%,75100,75495,76960,71582,254765,51315663
2017/07/26,74800,75500,73900,75500,▲1600,＋2.17%,75120,75605,76860,71472,260575,51308392
2017/07/25,75000,75000,73500,73900,▼900,－1.20%,75320,75730,76783,71336,297933,51248170
2017/07/24,75800,75900,74200,74800,▼1000,－1.32%,75920,75950,76708,71213,237477,51230230
2017/07/21,75300,76300,75100,75800,▲200,＋0.26%,75960,76170,76625,71082,185839,51138748
2017/07/20,76700,76800,74700,75600,▼900,－1.18%,75780,76370,76520,70948,248243,51107940
2017/07/19,77500,77600,76000,76500,▼400,－0.52%,75740,76470,76410,70811,318535,51090073
2017/07/18,75200,77000,75200,76900,▲1900,＋2.53%,75120,76640,76285,70668,334740,51133762
2017/07/17,75700,75800,74000,75000,▲100,＋0.13%,74300,76785,76157,70524,248675,51079795
2017/07/14,75500,76300,74100,74900,▼500,－0.66%,73820,77085,76060,70400,249857,50979811
2017/07/13,74100,76200,73800,75400,▲2000,＋2.72%,73640,77375,75958,70277,471915,50920066
2017/07/12,72500,74100,72500,73400,▲600,＋0.82%,73840,77660,75858,70142,258291,50784432
2017/07/11,72300,73000,71700,72800,▲200,＋0.28%,74600,78060,75783,70033,391816,50716257
2017/07/10,73100,74000,72000,72600,▼1400,－1.89%,75680,78615,75712,69928,532794,50631335
2017/07/07,75500,76000,73600,74000,▼2400,－3.14%,76800,79080,75642,69820,395120,50416440
2017/07/06,76900,77500,75900,76400,▼800,－1.04%,77460,79650,75563,69696,267672,50369711
2017/07/05,77700,78300,76900,77200,▼1000,－1.28%,77720,79915,75460,69553,175281,50253893
2017/07/04,78100,78500,77300,78200,0.0,0.00%,77880,80170,75310,69411,170070,50255221
2017/07/03,76900,79000,76900,78200,▲900,＋1.16%,77900,80395,75147,69258,211472,50266265
2017/06/30,76900,77300,76300,77300,▼400,－0.51%,78100,80640,74995,69105,247538,50243583
2017/06/29,78400,79500,77400,77700,▼300,－0.38%,78600,80820,74877,68968,192884,50166008
2017/06/28,78600,79000,77400,78000,▼300,－0.38%,78580,80985,74737,68818,223237,50160512
2017/06/27,79100,79800,77800,78300,▼900,－1.14%,78960,81195,74595,68668,284896,50082488
2017/06/26,79400,80200,78500,79200,▼600,－0.75%,79260,81385,74437,68513,203441,49826839
2017/06/23,77900,79800,77700,79800,▲2200,＋2.84%,79620,81410,74270,68361,362688,49848024
2017/06/22,79800,80100,76900,77600,▼2300,－2.88%,79800,81460,74118,68208,445847,49780105
2017/06/21,79000,79900,78100,79900,▲100,＋0.13%,80500,81580,73992,68053,258066,49642248
2017/06/20,80900,81100,78700,79800,▼1200,－1.48%,80800,81395,73785,67874,328564,49595110
2017/06/19,80700,81400,80000,81000,▲300,＋0.37%,81620,81195,73568,67691,191064,49526174
2017/06/16,81400,81800,79900,80700,▼400,－0.49%,81800,80845,73327,67498,282784,49461594
2017/06/15,80700,81900,79800,81100,▼300,－0.37%,82740,80500,73092,67308,439844,49444950
2017/06/14,83000,83600,81100,81400,▼2500,－2.98%,82860,80135,72823,67113,491709,49307743
2017/06/13,81900,83900,81400,83900,▲2000,＋2.44%,83040,79680,72545,66921,310376,49341675
2017/06/12,84500,84900,81300,81900,▼3500,－4.10%,82800,79020,72232,66716,383009,49340215
2017/06/09,82400,86000,82200,85400,▲3700,＋4.53%,83040,78465,71927,66533,710929,49371707
2017/06/08,82500,82500,81200,81700,▼600,－0.73%,82140,77745,71547,66309,536194,49573808
2017/06/07,81900,83500,81900,82300,▼400,－0.48%,82000,77195,71205,66118,317458,49439972
2017/06/05,83500,83500,82200,82700,▼400,－0.48%,81980,76675,70868,65915,251511,49431945
2017/06/02,80500,83500,80500,83100,▲2200,＋2.72%,81860,75965,70533,65700,456226,49448604
2017/06/01,81000,81800,80500,80900,▼100,－0.12%,81180,75230,70165,65484,275068,49491830
2017/05/31,82000,82300,80800,81000,▼1200,－1.46%,81160,74565,69867,65282,481534,49454807
2017/05/30,82400,84400,81700,82200,▲100,＋0.12%,80960,73990,69567,65083,495880,49470300
2017/05/29,80200,83600,80100,82100,▲2400,＋3.01%,79760,73425,69243,64868,556838,49534198
2017/05/26,80200,81100,79600,79700,▼1100,－1.36%,78500,72790,68920,64654,477637,49499267
2017/05/25,80000,81900,78400,80800,▲800,＋1.00%,77360,72295,68655,64468,509921,49518779
2017/05/24,77400,80000,77000,80000,▲3800,＋4.99%,75960,71730,68377,64269,652389,49588829
2017/05/23,75400,76900,75000,76200,▲400,＋0.53%,74720,71180,68103,64079,305927,49557411
2017/05/22,75100,75800,74000,75800,▲1800,＋2.43%,73940,70820,67903,63922,366202,49573450
2017/05/19,74000,75400,73500,74000,▲200,＋0.27%,72920,70490,67695,63778,327424,49548512
2017/05/18,72800,74100,72600,73800,0.0,0.00%,72280,70250,67520,63646,466778,49583643
2017/05/17,72600,74300,72600,73800,▲1500,＋2.07%,71720,70000,67362,63516,615020,49623049
2017/05/16,71800,74100,71800,72300,▲1600,＋2.26%,71100,69780,67200,63388,567951,49607893
2017/05/15,71400,71500,70500,70700,▼100,－0.14%,71020,69610,67060,63277,152302,49684892
2017/05/12,70900,71400,70400,70800,▼200,－0.28%,70580,69500,66953,63180,240572,49719291
2017/05/11,70800,71700,70600,71000,▲300,＋0.42%,70100,69380,66850,63074,386212,49768190
2017/05/10,72400,72800,70400,70700,▼1200,－1.67%,69420,69295,66723,62974,335894,49876009
2017/05/08,69400,72000,68700,71900,▲3400,＋4.96%,69180,69270,66593,62878,446813,49934873
2017/05/04,67900,68700,67900,68500,▲100,＋0.15%,68980,69085,66445,62791,183787,49936968
2017/05/02,67400,68500,67200,68400,▲800,＋1.18%,69160,69080,66350,62736,266797,49944834
2017/04/28,68500,69100,67500,67600,▼1900,－2.73%,69440,69115,66275,62680,368755,49904207
2017/04/27,71200,71200,69100,69500,▼1400,－1.97%,69820,69245,66203,62632,272262,49848108
2017/04/26,69600,72000,69500,70900,▲1500,＋2.16%,69720,69235,66083,62569,467424,49844549
2017/04/25,69600,69800,68800,69400,▼400,－0.57%,69340,69165,65888,62493,250005,49790651
2017/04/24,69500,70100,69300,69800,▲300,＋0.43%,69300,69135,65718,62420,167639,49759013
2017/04/21,69000,69600,68900,69500,▲500,＋0.72%,69180,69105,65538,62353,153408,49748508
2017/04/20,69000,69500,68500,69000,0.0,0.00%,69040,69165,65375,62284,276188,49710529
2017/04/19,68800,69900,68400,69000,▼200,－0.29%,69120,69215,65212,62219,259615,49671306
2017/04/18,69900,69900,68900,69200,0.0,0.00%,69100,69140,65052,62163,141236,49629621
2017/04/17,68800,69600,68600,69200,▲400,＋0.58%,68960,69020,64892,62103,99123,49594109
2017/04/14,68800,69000,67700,68800,▼600,－0.86%,68800,68885,64740,62043,149659,49583774
2017/04/13,69500,69500,68700,69400,▲500,＋0.73%,68900,68775,64595,61993,276679,49524750
2017/04/12,68300,69200,68300,68900,▲400,＋0.58%,69060,68555,64425,61933,169300,49552370
2017/04/11,67800,68700,67800,68500,▲100,＋0.15%,68920,68345,64282,61878,280720,49545899
2017/04/10,69000,69300,67400,68400,▼900,－1.30%,68900,68175,64143,61824,354977,49632300
2017/04/07,70000,70500,68800,69300,▼900,－1.28%,69040,67935,63998,61778,306492,49640545
2017/04/06,67300,70200,66800,70200,▲2000,＋2.93%,69220,67600,63828,61719,340610,49748854
2017/04/05,68000,68600,67100,68200,▼200,－0.29%,69040,67150,63645,61643,280873,49769619
2017/04/04,69100,69200,68200,68400,▼700,－1.01%,69300,66845,63512,61595,193779,49745899
2017/04/03,70400,70400,68700,69100,▼1100,－1.57%,69380,66555,63368,61548,288029,49627325
2017/03/31,69300,70200,69000,70200,▲900,＋1.30%,69400,66150,63215,61495,372512,49567379
2017/03/30,69500,70300,68200,69300,▼200,－0.29%,69500,65790,63060,61423,351968,49489496
2017/03/29,69500,70200,68500,69500,▲700,＋1.02%,69640,65475,62898,61354,329179,49313213
2017/03/28,69500,69900,68300,68800,▼400,－0.58%,69240,65140,62740,61292,500793,49242239
2017/03/27,70800,70900,68700,69200,▼1500,－2.12%,68840,64835,62588,61251,365427,49193942
2017/03/24,70500,71300,69800,70700,▲700,＋1.00%,68300,64565,62452,61210,786095,49090355
2017/03/23,68100,70700,67600,70000,▲2500,＋3.70%,67480,64235,62298,61160,899689,49015783
2017/03/22,66800,69100,66400,67500,▲700,＋1.05%,66480,63915,62115,61113,453502,48954574
2017/03/21,67500,67500,66000,66800,▲300,＋0.45%,65920,63750,61963,61092,340969,48954462
2017/03/20,66500,66900,65900,66500,▼100,－0.15%,65580,63575,61813,61080,273001,48873144
2017/03/17,65300,67300,64900,66600,▲1600,＋2.46%,65000,63425,61670,61063,527052,48768802
2017/03/16,65500,66200,64300,65000,▲300,＋0.46%,64200,63310,61523,61050,395413,48597735
2017/03/15,64700,64900,63800,64700,▼400,－0.61%,63440,63265,61403,61040,253656,48462809
2017/03/14,63900,65200,63600,65100,▲1500,＋2.36%,62920,63225,61297,61046,337289,48490313
2017/03/13,62600,64200,62500,63600,▲1000,＋1.60%,62420,63185,61200,61048,231467,48414268
2017/03/10,61500,63000,61500,62600,▲1400,＋2.29%,61900,63235,61140,61060,308524,48409769
2017/03/09,62100,62700,61200,61200,▼900,－1.45%,61980,63275,61072,61072,280283,48409357
2017/03/08,62100,62600,61300,62100,▼500,－0.80%,62340,63360,61032,61111,266442,48325381
2017/03/07,61300,63000,61200,62600,▲1600,＋2.62%,62480,63405,60962,61156,391442,48392468
2017/03/06,63300,63500,60400,61000,▼2000,－3.17%,62500,63415,60867,61205,368299,48318404
2017/03/03,62400,63400,62400,63000,0.0,0.00%,63060,63560,60803,61265,200683,48139157
2017/03/02,62800,63700,62500,63000,▲200,＋0.32%,63280,63575,60697,61306,327484,48073382
2017/02/28,62400,62900,61800,62800,▲100,＋0.16%,63400,63540,60598,61338,308226,47984688
2017/02/27,64100,64100,62100,62700,▼1100,－1.72%,63680,63360,60492,61360,216325,47940512
2017/02/24,64300,64300,63400,63800,▼300,－0.47%,63800,63185,60388,61393,208117,47893858
2017/02/23,64000,64200,63400,64100,▲500,＋0.79%,63740,62945,60280,61410,185363,47861959
2017/02/22,64000,64000,63400,63600,▼600,－0.93%,63780,62725,60162,61420,162713,47852933
2017/02/21,62700,64500,62700,64200,▲900,＋1.42%,63880,62505,60055,61440,200266,47838935
2017/02/20,63300,63400,62700,63300,▼200,－0.31%,63820,62265,59940,61454,170904,47898562
2017/02/17,64000,64300,63300,63500,▼800,－1.24%,64020,62080,59860,61480,199484,47843897
2017/02/16,64200,64500,63100,64300,▲200,＋0.31%,64240,61910,59772,61504,281993,47873117
2017/02/15,63700,64300,63500,64100,▲200,＋0.31%,64060,61700,59670,61520,231203,47841106
2017/02/14,64400,64400,63300,63900,▼400,－0.62%,63820,61455,59575,61525,267209,47883494
2017/02/13,64600,65000,63600,64300,▼300,－0.46%,63640,61275,59493,61536,226473,47918082
2017/02/10,64100,65200,63600,64600,▲1200,＋1.89%,63340,61070,59407,61539,611438,47894623
2017/02/09,62700,64100,62500,63400,▲500,＋0.79%,63200,60825,59298,61546,364017,47933124
2017/02/08,62800,63300,62100,62900,▼100,－0.16%,63180,60610,59225,61549,246019,47944004
2017/02/07,63200,63500,62600,63000,▲200,＋0.32%,63060,60425,59163,61564,183265,47982292
2017/02/06,64200,64200,62800,62800,▼1100,－1.72%,62300,60285,59137,61578,239887,47963967
2017/02/03,63900,64200,63200,63900,▲600,＋0.95%,61580,60135,59122,61586,792222,47962302
2017/02/02,62800,63600,62100,63300,▲1000,＋1.61%,60600,59935,59085,61588,531576,47680299
2017/02/01,59600,62900,59300,62300,▲3100,＋5.24%,59880,59815,59060,61598,549859,47672629
