[일시]롯데칠성,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2019/01/30,1439000,1439000,1418000,1427000,▲4000,＋0.28%,1422000,1398650,1406183,1394725,876,166934
2019/01/29,1414000,1442000,1412000,1423000,▲9000,＋0.64%,1426000,1396000,1405083,1394350,976,167012
2019/01/28,1423000,1432000,1411000,1414000,▼12000,－0.84%,1429600,1394850,1403933,1394192,816,166588
2019/01/25,1421000,1439000,1411000,1426000,▲6000,＋0.42%,1436200,1394400,1403167,1394083,958,166331
2019/01/24,1434000,1447000,1419000,1420000,▼27000,－1.87%,1440400,1393750,1402767,1393917,926,166378
2019/01/23,1436000,1453000,1412000,1447000,▲6000,＋0.42%,1432400,1395100,1403083,1394050,1106,166560
2019/01/22,1445000,1458000,1433000,1441000,▼6000,－0.41%,1419600,1395250,1402967,1394217,476,166331
2019/01/21,1446000,1465000,1434000,1447000,0.0,0.00%,1406600,1395900,1403117,1394358,889,166234
2019/01/18,1392000,1450000,1391000,1447000,▲67000,＋4.86%,1389600,1396250,1403133,1394425,2769,166235
2019/01/17,1385000,1389000,1375000,1380000,▼3000,－0.22%,1372000,1396950,1401267,1394300,772,165675
2019/01/16,1364000,1386000,1355000,1383000,▲7000,＋0.51%,1369400,1402200,1400800,1394700,944,165724
2019/01/15,1364000,1384000,1364000,1376000,▲14000,＋1.03%,1370200,1407000,1400300,1395100,1027,166648
2019/01/14,1366000,1378000,1360000,1362000,▲3000,＋0.22%,1366800,1410350,1399333,1395717,923,166385
2019/01/11,1378000,1378000,1352000,1359000,▼8000,－0.59%,1370200,1416000,1398917,1396458,773,166012
2019/01/10,1371000,1385000,1366000,1367000,▼20000,－1.44%,1373000,1419950,1398450,1397217,921,166162
2019/01/09,1361000,1397000,1355000,1387000,▲28000,＋2.06%,1370800,1422150,1397933,1397908,1037,166175
2019/01/08,1402000,1402000,1355000,1359000,▼20000,－1.45%,1368200,1424550,1397183,1398542,884,164755
2019/01/07,1386000,1396000,1362000,1379000,▲6000,＋0.44%,1376400,1430100,1397867,1399242,955,164659
2019/01/04,1365000,1384000,1356000,1373000,▲17000,＋1.25%,1381600,1434500,1398833,1399875,770,164801
2019/01/03,1387000,1387000,1356000,1356000,▼18000,－1.31%,1389600,1438400,1399883,1400558,615,164705
2019/01/02,1391000,1405000,1364000,1374000,▼26000,－1.86%,1407800,1443700,1400700,1401100,826,164651
2018/12/28,1393000,1425000,1393000,1400000,▼5000,－0.36%,1423000,1448200,1401183,1401358,1075,164879
2018/12/27,1393000,1408000,1381000,1405000,▼8000,－0.57%,1433800,1451150,1401300,1401508,1330,164803
2018/12/26,1450000,1456000,1394000,1413000,▼34000,－2.35%,1443600,1454550,1401100,1401875,1489,165113
2018/12/24,1457000,1461000,1438000,1447000,▼3000,－0.21%,1453200,1458300,1400750,1402558,437,166145
2018/12/21,1454000,1469000,1439000,1450000,▼4000,－0.28%,1460800,1458450,1399783,1403308,1933,166368
2018/12/20,1446000,1469000,1442000,1454000,0.0,0.00%,1466600,1457300,1398633,1404067,659,166442
2018/12/19,1461000,1469000,1444000,1454000,▼7000,－0.48%,1464400,1456600,1397817,1404750,706,166577
2018/12/18,1496000,1496000,1430000,1461000,▼24000,－1.62%,1468600,1455150,1397050,1405550,1137,167219
2018/12/17,1490000,1504000,1476000,1485000,▲6000,＋0.41%,1464000,1451950,1396050,1406258,1229,167729
2018/12/14,1443000,1480000,1425000,1479000,▲36000,＋2.49%,1449200,1446650,1394617,1406658,1347,167756
2018/12/13,1465000,1469000,1443000,1443000,▼32000,－2.17%,1440400,1440200,1393233,1407067,2857,167522
2018/12/12,1459000,1475000,1440000,1475000,▲37000,＋2.57%,1445800,1435000,1392667,1407967,1362,167315
2018/12/11,1400000,1463000,1400000,1438000,▲27000,＋1.91%,1444200,1425250,1391067,1408758,1395,167143
2018/12/10,1422000,1450000,1400000,1411000,▼24000,－1.67%,1446800,1417100,1389683,1410133,1703,167065
2018/12/07,1470000,1478000,1435000,1435000,▼35000,－2.38%,1457000,1411350,1388617,1411833,1449,167263
2018/12/06,1477000,1477000,1453000,1470000,▲3000,＋0.20%,1462800,1404100,1387017,1413375,901,167932
2018/12/05,1417000,1478000,1417000,1467000,▲16000,＋1.10%,1460600,1395850,1384517,1414842,934,167972
2018/12/04,1462000,1470000,1440000,1451000,▼11000,－0.75%,1461800,1387650,1382217,1416117,1036,167990
2018/12/03,1464000,1473000,1443000,1462000,▼2000,－0.14%,1469200,1382350,1380267,1417492,665,167957
2018/11/30,1459000,1470000,1444000,1464000,▲5000,＋0.34%,1466800,1376200,1378367,1418867,935,168047
2018/11/29,1483000,1483000,1453000,1459000,▼14000,－0.95%,1459400,1371050,1376467,1420058,1069,168046
2018/11/28,1500000,1500000,1450000,1473000,▼15000,－1.01%,1455600,1365800,1374633,1421367,1081,167840
2018/11/27,1441000,1503000,1411000,1488000,▲38000,＋2.62%,1446000,1360550,1372817,1422433,1992,167914
2018/11/26,1421000,1459000,1421000,1450000,▲23000,＋1.61%,1427800,1356250,1370933,1423225,1571,167573
2018/11/23,1439000,1443000,1421000,1427000,▼13000,－0.90%,1413600,1355700,1369383,1424408,980,167855
2018/11/22,1425000,1444000,1406000,1440000,▲15000,＋1.05%,1398200,1356350,1368267,1425850,983,167979
2018/11/21,1401000,1425000,1376000,1425000,▲28000,＋2.00%,1378000,1356850,1367083,1427225,1308,168123
2018/11/20,1382000,1409000,1369000,1397000,▲18000,＋1.31%,1349000,1358000,1366550,1428550,1518,168172
2018/11/19,1341000,1380000,1341000,1379000,▲29000,＋2.15%,1324600,1354900,1366783,1430058,1364,168278
2018/11/16,1340000,1359000,1317000,1350000,▲11000,＋0.82%,1308000,1353550,1367350,1431675,1123,168243
2018/11/15,1291000,1345000,1291000,1339000,▲59000,＋4.61%,1296000,1353700,1368400,1433700,1399,168246
2018/11/14,1270000,1285000,1270000,1280000,▲5000,＋0.39%,1289200,1352650,1369750,1435600,650,168022
2018/11/13,1306000,1306000,1262000,1275000,▼21000,－1.62%,1293800,1355500,1371867,1438150,816,167819
2018/11/12,1290000,1306000,1290000,1296000,▲6000,＋0.47%,1307800,1358300,1374200,1440683,663,168007
2018/11/09,1307000,1319000,1285000,1290000,▼15000,－1.15%,1316400,1360300,1376267,1443300,1230,167838
2018/11/08,1307000,1327000,1304000,1305000,▲2000,＋0.15%,1330600,1362900,1378133,1445900,1399,167947
2018/11/07,1345000,1366000,1296000,1303000,▼42000,－3.12%,1340400,1367650,1379633,1448500,2272,167760
2018/11/06,1356000,1356000,1334000,1345000,▲6000,＋0.45%,1353400,1374350,1381367,1450850,767,167496
2018/11/05,1359000,1360000,1331000,1339000,▼22000,－1.62%,1364800,1378900,1382417,1452542,876,167219
2018/11/02,1348000,1366000,1343000,1361000,▲7000,＋0.52%,1384800,1382200,1383267,1454325,771,167144
2018/11/01,1366000,1380000,1351000,1354000,▼14000,－1.02%,1400600,1384300,1383617,1456108,714,166927
2018/10/31,1387000,1392000,1365000,1368000,▼34000,－2.43%,1419800,1386950,1384450,1458092,1251,163791
2018/10/30,1445000,1449000,1402000,1402000,▼37000,－2.57%,1435800,1388200,1385000,1460058,732,163701
2018/10/29,1448000,1454000,1433000,1439000,▼1000,－0.07%,1422400,1387700,1385067,1461875,901,163886
2018/10/26,1435000,1450000,1410000,1440000,▼10000,－0.69%,1405000,1385200,1385017,1463392,1120,164056
2018/10/25,1440000,1450000,1410000,1450000,▲2000,＋0.14%,1387600,1382250,1385467,1464958,1248,164109
2018/10/24,1346000,1448000,1339000,1448000,▲113000,＋8.46%,1361200,1380000,1385600,1466517,2237,167118
2018/10/23,1334000,1374000,1316000,1335000,▼17000,－1.26%,1339000,1378000,1385717,1468217,1024,167010
2018/10/22,1353000,1363000,1338000,1352000,▼1000,－0.07%,1338200,1381300,1387333,1471050,534,166941
2018/10/19,1311000,1356000,1310000,1353000,▲35000,＋2.66%,1335000,1383650,1388600,1473217,1188,166974
2018/10/18,1330000,1345000,1311000,1318000,▼19000,－1.42%,1332800,1385800,1389900,1475308,691,166809
2018/10/17,1344000,1346000,1333000,1337000,▲6000,＋0.45%,1349200,1390350,1392100,1477675,623,166940
2018/10/16,1337000,1347000,1326000,1331000,▼5000,－0.37%,1369200,1392450,1394000,1479850,629,166712
2018/10/15,1340000,1349000,1320000,1336000,▼6000,－0.45%,1390200,1393650,1395983,1481967,732,166825
2018/10/12,1418000,1418000,1341000,1342000,▼58000,－4.14%,1404000,1394200,1397883,1484100,1561,166992
2018/10/11,1435000,1435000,1392000,1400000,▼37000,－2.57%,1416200,1394050,1399900,1486233,1058,167786
2018/10/10,1448000,1449000,1412000,1437000,▲1000,＋0.07%,1417600,1390050,1400617,1487908,959,168023
2018/10/08,1412000,1447000,1408000,1436000,▲31000,＋2.21%,1408800,1384650,1400917,1489125,1023,167914
2018/10/05,1413000,1413000,1388000,1405000,▲2000,＋0.14%,1400000,1379550,1401233,1490433,845,168004
2018/10/04,1417000,1417000,1388000,1403000,▼4000,－0.28%,1396800,1376700,1401500,1491975,665,167941
2018/10/02,1389000,1411000,1388000,1407000,▲14000,＋1.01%,1392400,1374050,1401533,1493567,584,168037
2018/10/01,1386000,1419000,1373000,1393000,▲1000,＋0.07%,1392000,1371150,1401717,1495175,586,167969
2018/09/28,1404000,1407000,1388000,1392000,▲3000,＋0.22%,1395000,1369700,1402650,1497250,747,168195
2018/09/27,1385000,1409000,1384000,1389000,▲8000,＋0.58%,1396800,1368850,1404367,1498525,1211,168330
2018/09/21,1413000,1414000,1381000,1381000,▼24000,－1.71%,1398800,1367250,1406833,1499733,1301,168301
2018/09/20,1393000,1412000,1393000,1405000,▼3000,－0.21%,1401800,1366200,1409500,1500967,1004,168450
2018/09/19,1392000,1413000,1392000,1408000,▲7000,＋0.50%,1402600,1364400,1411683,1501858,656,168156
2018/09/18,1385000,1402000,1382000,1401000,▲2000,＋0.14%,1396800,1363650,1414050,1502692,814,168065
2018/09/17,1375000,1405000,1371000,1399000,▲3000,＋0.21%,1387600,1364150,1416467,1503483,775,167962
2018/09/14,1407000,1418000,1385000,1396000,▼13000,－0.92%,1377200,1364850,1418700,1504500,998,167940
2018/09/13,1389000,1409000,1379000,1409000,▲30000,＋2.18%,1365800,1365700,1420900,1505708,2032,168019
2018/09/12,1364000,1379000,1343000,1379000,▲24000,＋1.77%,1348000,1366250,1423267,1506667,1321,166434
2018/09/11,1338000,1361000,1338000,1355000,▲8000,＋0.59%,1338000,1367650,1426450,1507933,772,166247
2018/09/10,1330000,1358000,1330000,1347000,▲8000,＋0.60%,1333800,1370650,1430583,1509342,1153,166904
2018/09/07,1338000,1340000,1322000,1339000,▲19000,＋1.44%,1334000,1374300,1435050,1510858,998,166597
2018/09/06,1329000,1361000,1310000,1320000,▼9000,－0.68%,1336200,1377450,1439733,1512417,1231,166342
2018/09/05,1336000,1371000,1328000,1329000,▼5000,－0.37%,1342000,1381200,1445167,1514133,615,165503
2018/09/04,1341000,1346000,1332000,1334000,▼14000,－1.04%,1349000,1385100,1450017,1515642,507,165484
2018/09/03,1350000,1361000,1340000,1348000,▼2000,－0.15%,1357200,1388800,1454717,1517175,934,165509
2018/08/31,1360000,1369000,1349000,1350000,▲1000,＋0.07%,1359000,1390900,1459367,1518708,763,165655
2018/08/30,1364000,1364000,1349000,1349000,▼15000,－1.10%,1361000,1392500,1463650,1520267,1105,165609
2018/08/29,1379000,1379000,1364000,1364000,▼11000,－0.80%,1365000,1395250,1468100,1521708,867,165471
2018/08/28,1357000,1379000,1351000,1375000,▲18000,＋1.33%,1370800,1397100,1472050,1523250,844,165442
2018/08/27,1363000,1368000,1355000,1357000,▼3000,－0.22%,1378000,1398650,1475517,1524567,458,165540
2018/08/24,1372000,1373000,1347000,1360000,▼9000,－0.66%,1389200,1402600,1479433,1525942,1163,165633
2018/08/23,1395000,1404000,1368000,1369000,▼24000,－1.72%,1399800,1407950,1483433,1527558,1788,165862
2018/08/22,1407000,1416000,1388000,1393000,▼18000,－1.28%,1410000,1412400,1487367,1529092,1281,166437
2018/08/21,1403000,1419000,1403000,1411000,▼2000,－0.14%,1412800,1415500,1490550,1530417,858,166699
2018/08/20,1415000,1419000,1404000,1413000,0.0,0.00%,1413600,1416550,1493333,1531342,804,166567
2018/08/17,1400000,1420000,1400000,1413000,▼7000,－0.49%,1415000,1417300,1496000,1532233,948,166455
2018/08/16,1400000,1420000,1380000,1420000,▲13000,＋0.92%,1412800,1418200,1499000,1533108,1706,166941
2018/08/14,1410000,1410000,1396000,1407000,▼8000,－0.57%,1407800,1419700,1501450,1533908,499,166527
2018/08/13,1410000,1419000,1380000,1415000,▼5000,－0.35%,1407800,1421900,1504433,1534958,730,166610
2018/08/10,1406000,1424000,1398000,1420000,▲18000,＋1.28%,1406400,1423650,1507167,1535800,789,166566
2018/08/09,1395000,1407000,1393000,1402000,▲7000,＋0.50%,1400400,1425150,1510333,1537025,788,166283
2018/08/08,1390000,1406000,1390000,1395000,▼12000,－0.85%,1396400,1428200,1513667,1538350,480,166365
2018/08/07,1400000,1409000,1396000,1407000,▼1000,－0.07%,1398200,1430600,1517367,1540100,402,166390
2018/08/06,1393000,1409000,1393000,1408000,▲18000,＋1.29%,1397000,1433000,1520333,1540892,451,166306
2018/08/03,1383000,1399000,1382000,1390000,▲8000,＋0.58%,1396600,1435350,1522667,1541658,659,166233
2018/08/02,1401000,1409000,1380000,1382000,▼22000,－1.57%,1405800,1436900,1525383,1543133,1339,166066
2018/08/01,1410000,1425000,1401000,1404000,▲3000,＋0.21%,1422800,1438050,1528600,1544808,788,166105
2018/07/31,1425000,1429000,1401000,1401000,▼5000,－0.36%,1433600,1438750,1531733,1546308,919,165558
2018/07/30,1425000,1438000,1406000,1406000,▼30000,－2.09%,1444400,1441150,1535117,1547800,1181,165691
2018/07/27,1477000,1477000,1434000,1436000,▼31000,－2.11%,1449600,1445600,1538683,1548717,1258,165341
2018/07/26,1467000,1475000,1450000,1467000,▲9000,＋0.62%,1448000,1450650,1541767,1549483,617,165188
2018/07/25,1463000,1467000,1440000,1458000,▲3000,＋0.21%,1440800,1454350,1544450,1550075,758,165072
2018/07/24,1443000,1455000,1425000,1455000,▲23000,＋1.61%,1439200,1458250,1547433,1550967,542,165149
2018/07/23,1442000,1458000,1422000,1432000,▲4000,＋0.28%,1438400,1463000,1550717,1551700,769,165176
2018/07/20,1432000,1452000,1417000,1428000,▼3000,－0.21%,1442000,1468700,1554767,1552550,652,165177
2018/07/19,1438000,1465000,1431000,1431000,▼19000,－1.31%,1446400,1473950,1557833,1552983,525,165299
2018/07/18,1449000,1470000,1436000,1450000,▼1000,－0.07%,1452800,1478800,1560717,1553233,447,166405
2018/07/17,1452000,1464000,1441000,1451000,▲1000,＋0.07%,1451400,1483850,1563250,1552508,512,166401
2018/07/16,1426000,1455000,1424000,1450000,0.0,0.00%,1452200,1489800,1565700,1551433,508,166424
2018/07/13,1470000,1477000,1442000,1450000,▼13000,－0.89%,1453200,1497450,1567950,1550450,1507,166444
2018/07/12,1455000,1473000,1450000,1463000,▲20000,＋1.39%,1447400,1505700,1570317,1549383,917,165818
2018/07/11,1426000,1454000,1425000,1443000,▼12000,－0.82%,1435800,1513550,1572567,1548283,928,165576
2018/07/10,1440000,1466000,1440000,1455000,0.0,0.00%,1430800,1523700,1575200,1547350,622,165568
2018/07/09,1419000,1459000,1415000,1455000,▲34000,＋2.39%,1429600,1531950,1577333,1546392,877,165443
2018/07/06,1392000,1423000,1392000,1421000,▲16000,＋1.14%,1437600,1540000,1579633,1545458,1925,165422
2018/07/05,1423000,1432000,1394000,1405000,▼13000,－0.92%,1460800,1550300,1582450,1544750,843,164669
2018/07/04,1448000,1448000,1406000,1418000,▼31000,－2.14%,1488000,1560400,1585600,1544192,1223,164820
2018/07/03,1493000,1493000,1445000,1449000,▼46000,－3.08%,1511600,1570300,1588633,1543508,1234,164535
2018/07/02,1528000,1528000,1485000,1495000,▼42000,－2.73%,1531800,1577900,1591850,1542583,1359,164423
2018/06/29,1561000,1561000,1526000,1537000,▼4000,－0.26%,1542000,1582300,1592683,1541250,1407,164298
2018/06/28,1537000,1564000,1537000,1541000,▲5000,＋0.33%,1541200,1585050,1592633,1539583,918,163781
2018/06/27,1535000,1549000,1533000,1536000,▼14000,－0.90%,1538600,1588000,1592433,1537817,1188,163765
2018/06/26,1530000,1559000,1530000,1550000,▲4000,＋0.26%,1541600,1591450,1592033,1536000,863,163679
2018/06/25,1530000,1546000,1526000,1546000,▲13000,＋0.85%,1545600,1593150,1591333,1534233,1217,163566
2018/06/22,1510000,1537000,1510000,1533000,▲5000,＋0.33%,1557000,1594750,1590500,1532433,822,163262
2018/06/21,1551000,1557000,1524000,1528000,▼23000,－1.48%,1573400,1596750,1590300,1530683,1656,164614
2018/06/20,1560000,1580000,1546000,1551000,▼19000,－1.21%,1591800,1600000,1590517,1528983,1752,164289
2018/06/19,1587000,1606000,1541000,1570000,▼33000,－2.06%,1610800,1600800,1590067,1527050,2058,164774
2018/06/18,1623000,1637000,1600000,1603000,▼12000,－0.74%,1620800,1601600,1589417,1524933,1700,165104
2018/06/15,1631000,1632000,1608000,1615000,▼5000,－0.31%,1623400,1600400,1588100,1522567,2752,165544
2018/06/14,1646000,1650000,1620000,1620000,▼26000,－1.58%,1625800,1600150,1586667,1520100,3622,165871
2018/06/12,1618000,1646000,1618000,1646000,▲26000,＋1.60%,1623200,1599250,1585100,1517575,1594,167013
2018/06/11,1629000,1629000,1616000,1620000,▲4000,＋0.25%,1617200,1597800,1583100,1514575,773,166362
2018/06/08,1630000,1630000,1615000,1616000,▼11000,－0.68%,1613400,1596050,1581267,1511717,1034,165252
2018/06/07,1589000,1629000,1588000,1627000,▲20000,＋1.24%,1606800,1592650,1579633,1508725,1365,165046
2018/06/05,1628000,1628000,1592000,1607000,▼9000,－0.56%,1599800,1588950,1578050,1505808,1210,165025
2018/06/04,1612000,1620000,1597000,1616000,▲15000,＋0.94%,1598400,1587350,1576883,1502825,1116,165170
2018/06/01,1575000,1601000,1574000,1601000,▲18000,＋1.14%,1596200,1586150,1575317,1499792,1541,165378
2018/05/31,1574000,1598000,1574000,1583000,▼9000,－0.57%,1592800,1586300,1574450,1496492,1476,165436
2018/05/30,1587000,1600000,1568000,1592000,▼8000,－0.50%,1591800,1588150,1573617,1493358,1316,165789
2018/05/29,1600000,1613000,1585000,1600000,▼5000,－0.31%,1588000,1589600,1572450,1490258,1644,166028
2018/05/28,1600000,1607000,1573000,1605000,▲21000,＋1.33%,1586600,1591000,1571683,1487292,1543,166708
2018/05/25,1580000,1606000,1570000,1584000,▲6000,＋0.38%,1579000,1592600,1570817,1484283,1728,166755
2018/05/24,1574000,1586000,1573000,1578000,▲5000,＋0.32%,1579400,1596000,1570283,1481417,909,167033
2018/05/23,1573000,1593000,1568000,1573000,▼20000,－1.26%,1579600,1600850,1569350,1478650,1086,167083
2018/05/21,1567000,1600000,1562000,1593000,▲26000,＋1.66%,1587000,1602800,1568467,1475933,704,166975
2018/05/18,1575000,1585000,1563000,1567000,▼19000,－1.20%,1588800,1603350,1567217,1473050,2038,166722
2018/05/17,1580000,1598000,1572000,1586000,▲7000,＋0.44%,1598800,1605100,1566367,1470417,910,167109
2018/05/16,1592000,1605000,1579000,1579000,▼31000,－1.93%,1598600,1605700,1565483,1467633,629,167136
2018/05/15,1585000,1610000,1572000,1610000,▲8000,＋0.50%,1592400,1606000,1564433,1464967,1781,167271
2018/05/14,1617000,1617000,1582000,1602000,▼15000,－0.93%,1581000,1605100,1563717,1462158,869,167754
2018/05/11,1585000,1617000,1572000,1617000,▲32000,＋2.02%,1575600,1604900,1563033,1459467,1715,168262
2018/05/10,1548000,1585000,1540000,1585000,▲37000,＋2.39%,1570600,1604100,1562833,1456792,1687,168246
2018/05/09,1562000,1597000,1546000,1548000,▼5000,－0.32%,1574400,1604000,1561450,1454483,1827,168527
2018/05/08,1576000,1584000,1549000,1553000,▼22000,－1.40%,1588800,1606250,1560650,1452483,1638,169764
2018/05/04,1579000,1590000,1571000,1575000,▼17000,－1.07%,1602400,1608100,1560883,1450400,1037,170152
2018/05/03,1596000,1604000,1590000,1592000,▼12000,－0.75%,1613000,1609050,1561017,1448317,770,170260
2018/05/02,1613000,1613000,1594000,1604000,▼16000,－0.99%,1622000,1609450,1560883,1445633,1430,170450
2018/04/30,1614000,1635000,1601000,1620000,▼1000,－0.06%,1631600,1611350,1560483,1442842,1062,170514
2018/04/27,1620000,1654000,1615000,1621000,▼7000,－0.43%,1642600,1607600,1558750,1440008,1221,170205
2018/04/26,1630000,1654000,1625000,1628000,▼9000,－0.55%,1640800,1603250,1557200,1437042,1294,170106
2018/04/25,1673000,1673000,1634000,1637000,▼15000,－0.91%,1636000,1598300,1555700,1434400,1059,169591
2018/04/24,1690000,1693000,1645000,1652000,▼23000,－1.37%,1629000,1592050,1554500,1432283,1212,169475
2018/04/23,1628000,1679000,1612000,1675000,▲63000,＋3.91%,1618200,1584850,1552683,1429350,3267,168473
2018/04/20,1600000,1625000,1600000,1612000,▲8000,＋0.50%,1600200,1575900,1550333,1426650,1250,168479
2018/04/19,1590000,1614000,1587000,1604000,▲2000,＋0.12%,1596200,1571350,1548133,1424475,1131,168374
2018/04/18,1589000,1622000,1587000,1602000,▲4000,＋0.25%,1595000,1568200,1545750,1422367,1207,167751
2018/04/17,1582000,1615000,1577000,1598000,▲13000,＋0.82%,1594800,1564300,1541767,1420276,1178,167450
2018/04/16,1592000,1599000,1582000,1585000,▼7000,－0.44%,1591800,1560950,1537167,1418218,538,167347
2018/04/13,1622000,1622000,1578000,1592000,▼6000,－0.38%,1593400,1557900,1532950,1416268,1147,167475
2018/04/12,1596000,1648000,1590000,1598000,▼3000,－0.19%,1593000,1554750,1528450,1414260,2153,167513
2018/04/11,1572000,1613000,1570000,1601000,▲18000,＋1.14%,1592200,1551150,1524000,1412201,1324,166846
2018/04/10,1580000,1599000,1561000,1583000,▼10000,－0.63%,1592000,1547400,1519500,1410118,722,166704
2018/04/09,1580000,1606000,1576000,1593000,▲3000,＋0.19%,1603800,1543750,1515450,1408185,606,166609
2018/04/06,1573000,1603000,1570000,1590000,▼4000,－0.25%,1594200,1540000,1511283,1406169,744,166495
2018/04/05,1601000,1623000,1593000,1594000,▼6000,－0.38%,1583000,1537100,1507050,1404177,803,166580
2018/04/04,1643000,1643000,1584000,1600000,▼42000,－2.56%,1570000,1534250,1502783,1402152,1791,166611
2018/04/03,1556000,1650000,1538000,1642000,▲97000,＋6.28%,1552400,1530350,1498383,1400077,3782,167274
2018/04/02,1534000,1549000,1529000,1545000,▲11000,＋0.72%,1525600,1525700,1493317,1397653,882,167113
2018/03/30,1542000,1542000,1520000,1534000,▲5000,＋0.33%,1515800,1525100,1489817,1396036,504,166741
2018/03/29,1497000,1542000,1493000,1529000,▲17000,＋1.12%,1513200,1524500,1486533,1394511,1021,172620
2018/03/28,1503000,1518000,1489000,1512000,▲4000,＋0.27%,1515600,1525750,1483200,1393619,1052,172359
2018/03/27,1490000,1515000,1490000,1508000,▲12000,＋0.80%,1518000,1527800,1479967,1392826,896,172105
2018/03/26,1484000,1510000,1484000,1496000,▼25000,－1.64%,1522600,1530000,1477133,1392449,2005,171917
2018/03/23,1539000,1545000,1517000,1521000,▼20000,－1.30%,1528200,1531300,1474367,1392214,1323,172400
2018/03/22,1514000,1560000,1514000,1541000,▲17000,＋1.12%,1529800,1531250,1471067,1392019,1638,172355
2018/03/21,1519000,1541000,1517000,1524000,▼7000,－0.46%,1526800,1530100,1467450,1391609,1023,171877
2018/03/20,1515000,1539000,1515000,1531000,▲7000,＋0.46%,1527200,1529700,1464033,1391373,755,171995
2018/03/19,1531000,1531000,1516000,1524000,▼5000,－0.33%,1523000,1529800,1460450,1391187,623,171778
2018/03/16,1529000,1537000,1514000,1529000,▲3000,＋0.20%,1521800,1529400,1457033,1390876,1123,171809
2018/03/15,1526000,1528000,1512000,1526000,0.0,0.00%,1522400,1531300,1453533,1390432,779,171400
2018/03/14,1505000,1526000,1503000,1526000,▲16000,＋1.06%,1524600,1533050,1450050,1390197,750,171611
2018/03/13,1518000,1532000,1509000,1510000,▼8000,－0.53%,1523800,1537000,1446050,1389952,1386,171801
2018/03/12,1532000,1548000,1516000,1518000,▼14000,－0.91%,1531600,1536600,1442167,1389883,1921,171428
2018/03/09,1535000,1546000,1522000,1532000,▼5000,－0.33%,1534600,1535700,1437817,1389789,2662,170929
2018/03/08,1537000,1537000,1509000,1537000,▲15000,＋0.99%,1532600,1537450,1433567,1389611,1825,171063
2018/03/07,1530000,1550000,1512000,1522000,▼27000,－1.74%,1536000,1539750,1428767,1389342,1745,170693
2018/03/06,1534000,1559000,1520000,1549000,▲16000,＋1.04%,1542200,1542850,1424267,1389355,634,170374
2018/03/05,1511000,1568000,1511000,1533000,▲11000,＋0.72%,1542800,1544400,1418533,1389294,1462,170177
2018/03/02,1521000,1549000,1511000,1522000,▼32000,－2.06%,1540600,1543550,1413100,1389382,981,169218
2018/02/28,1544000,1596000,1544000,1554000,▲1000,＋0.06%,1540200,1543850,1408067,1389778,2887,168988
2018/02/27,1526000,1558000,1525000,1553000,▲1000,＋0.06%,1533000,1543050,1402900,1389891,1318,167927
2018/02/26,1513000,1554000,1508000,1552000,▲30000,＋1.97%,1525600,1543650,1397750,1389804,968,168027
2018/02/23,1520000,1522000,1501000,1522000,▲2000,＋0.13%,1521800,1543200,1392550,1389560,1336,168036
2018/02/22,1507000,1526000,1500000,1520000,▲2000,＋0.13%,1520600,1543800,1387950,1389648,970,167836
2018/02/21,1530000,1536000,1510000,1518000,▲2000,＋0.13%,1530000,1541800,1383400,1389704,1346,167847
2018/02/20,1516000,1551000,1513000,1516000,▼17000,－1.11%,1538600,1538950,1378883,1389709,1279,167538
2018/02/19,1517000,1578000,1511000,1533000,▲17000,＋1.12%,1556400,1531300,1374467,1389739,1305,167408
2018/02/14,1527000,1536000,1484000,1516000,▼51000,－3.25%,1550200,1520750,1369783,1389720,3290,167137
2018/02/13,1561000,1575000,1556000,1567000,▲6000,＋0.38%,1547000,1511550,1365500,1389841,3630,166642
2018/02/12,1614000,1614000,1506000,1561000,▼44000,－2.74%,1547000,1499300,1360600,1389289,1955,166789
2018/02/09,1490000,1614000,1476000,1605000,▲103000,＋6.86%,1551400,1487800,1355900,1388903,6402,166705
2018/02/08,1500000,1522000,1481000,1502000,▲2000,＋0.13%,1547200,1474100,1350750,1388200,1718,165602
2018/02/07,1567000,1567000,1500000,1500000,▼67000,－4.28%,1562800,1466000,1347517,1388380,2517,164837
2018/02/06,1583000,1599000,1537000,1567000,▼16000,－1.01%,1566000,1458150,1344317,1388486,3546,163538
2018/02/05,1586000,1587000,1566000,1583000,▼1000,－0.06%,1558200,1446600,1339917,1388066,2071,162974
2018/02/02,1580000,1586000,1552000,1584000,▲4000,＋0.25%,1549200,1434350,1335617,1387547,2240,162416
2018/02/01,1516000,1586000,1501000,1580000,▲64000,＋4.22%,1545400,1421950,1330383,1386935,2730,162626
2018/01/31,1535000,1535000,1443000,1516000,▼12000,－0.79%,1538000,1409850,1325200,1386324,3513,160939
2018/01/30,1558000,1560000,1520000,1528000,▼10000,－0.65%,1541600,1400800,1321267,1386554,1270,160484
2018/01/29,1575000,1575000,1516000,1538000,▼27000,－1.73%,1532000,1391250,1316883,1387142,1995,159960
2018/01/26,1530000,1579000,1530000,1565000,▲22000,＋1.43%,1516600,1380800,1313100,1387754,1892,159938
2018/01/25,1505000,1563000,1494000,1543000,▲9000,＋0.59%,1476200,1368450,1310067,1388523,2295,159336
2018/01/24,1479000,1537000,1476000,1534000,▲54000,＋3.65%,1432000,1358200,1306017,1389252,3242,160210
