[일시]롯데칠성,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1995/06/02,103771,104270,102773,102773,▲998,＋0.98%,100478,99191,101658,114937,2750,N/A
1995/06/01,101776,102773,100778,101776,0.0,0.00%,99281,99291,101840,115290,2700,N/A
1995/05/31,97784,101776,97784,101776,▲3991,＋4.08%,98084,99590,102090,115677,3120,N/A
1995/05/30,98583,98782,97286,97784,▼499,－0.51%,96886,99865,102389,116038,1160,N/A
1995/05/29,96787,99281,96787,98283,▲1497,＋1.55%,96687,100339,102805,116412,2460,N/A
1995/05/27,94791,96787,94791,96787,▲998,＋1.04%,96387,100488,103163,116758,230,N/A
1995/05/26,93793,97286,93793,95789,0.0,0.00%,96008,100439,103495,117090,340,N/A
1995/05/25,94791,96787,94791,95789,▼998,－1.03%,96368,100389,103874,117406,590,N/A
1995/05/24,92795,96787,92795,96787,0.0,0.00%,96727,100439,104247,117697,130,N/A
1995/05/23,93893,96787,93594,96787,▲1896,＋2.00%,96727,100394,104554,117955,3430,N/A
1995/05/22,97585,97585,92795,94891,▼2694,－2.76%,96827,100284,104912,118188,1000,N/A
1995/05/20,97585,97585,97585,97585,0.0,0.00%,97206,100269,105308,118411,100,N/A
1995/05/19,95789,99281,95789,97585,▲798,＋0.82%,97445,100054,105659,118588,200,N/A
1995/05/18,98782,98782,96787,96787,▼499,－0.51%,98782,99865,106011,118739,1460,N/A
1995/05/17,96986,97286,96787,97286,▲499,＋0.52%,100977,99890,106344,118872,3730,N/A
1995/05/16,98982,98982,96787,96787,▼1996,－2.02%,103073,99990,106618,118976,270,N/A
1995/05/15,102773,104769,98782,98782,▼5488,－5.26%,104669,100114,106851,119059,1310,N/A
1995/05/13,107762,107762,104270,104270,▼3492,－3.24%,106465,100214,107001,119151,160,N/A
1995/05/12,104769,109758,104769,107762,0.0,0.00%,107064,100064,107009,119221,1050,N/A
1995/05/11,103771,107762,101776,107762,▲2993,＋2.86%,106964,99765,107009,119288,7780,N/A
1995/05/10,107762,107762,104769,104769,▼2993,－2.78%,105667,99316,107059,119379,4540,N/A
1995/05/09,107264,107762,104769,107762,▲499,＋0.47%,103871,99166,107209,119521,19870,N/A
1995/05/08,112751,112751,104769,107264,0.0,0.00%,101277,98722,107358,119662,35040,N/A
1995/05/06,107264,107264,104769,107264,▲5987,＋5.91%,99181,98248,107566,119816,4660,N/A
1995/05/04,96288,101277,96288,101277,▲5488,＋5.73%,96906,97874,107774,119995,12420,N/A
1995/05/03,95789,97784,95789,95789,▲998,＋1.05%,95569,98024,108082,120205,1020,N/A
1995/05/02,98583,98583,92795,94791,▼1996,－2.06%,95330,98373,108497,120436,470,N/A
1995/04/29,95889,96787,95789,96787,▲898,＋0.94%,95030,98822,108980,120676,1750,N/A
1995/04/28,94591,95889,93793,95889,▲1297,＋1.37%,94432,99047,109479,120923,2250,N/A
1995/04/27,99780,99780,93793,94591,0.0,0.00%,94711,99241,110042,121204,1570,N/A
1995/04/26,88804,94791,88804,94591,▲1297,＋1.39%,95649,99675,110678,121471,1170,N/A
1995/04/25,88206,93294,88206,93294,▼499,－0.53%,96587,100434,111263,121738,2010,N/A
1995/04/24,97286,97286,93793,93793,▼3492,－3.59%,98084,101381,111920,122042,1900,N/A
1995/04/22,98782,99281,97286,97286,▼1996,－2.01%,99580,102155,112618,122366,670,N/A
1995/04/21,98782,101776,96787,99281,0.0,0.00%,100478,102903,113309,122686,3010,N/A
1995/04/20,99780,99780,98782,99281,▼1497,－1.49%,100379,103577,113974,123015,870,N/A
1995/04/19,102275,103771,100778,100778,▼499,－0.49%,100878,104200,114631,123351,860,N/A
1995/04/18,101776,103771,100778,101277,▼499,－0.49%,100498,104699,115213,123676,1350,N/A
1995/04/17,99780,101776,98782,101776,▲2993,＋3.03%,99800,105173,115736,123996,3750,N/A
1995/04/15,99780,99780,98782,98782,▼2993,－2.94%,99401,105717,116235,124328,340,N/A
1995/04/14,99281,101776,99281,101776,▲2894,＋2.93%,100498,106465,116768,124709,2100,N/A
1995/04/13,97784,99780,97784,98882,▲1098,＋1.12%,100698,107064,117217,125091,2470,N/A
1995/04/12,96787,103771,96787,97784,▼1996,－2.00%,101676,107957,117764,125472,280,N/A
1995/04/11,105268,105268,99780,99780,▼4490,－4.31%,102374,109055,118379,125887,1500,N/A
1995/04/10,96787,104270,96787,104270,▲1497,＋1.46%,102374,110202,119011,126318,1850,N/A
1995/04/08,103771,104769,102773,102773,▼998,－0.96%,102175,110975,119618,126687,2330,N/A
1995/04/07,101277,105767,99780,103771,▲2495,＋2.46%,103572,111674,120300,127044,3700,N/A
1995/04/06,99780,103272,99780,101277,▲1497,＋1.50%,105268,112412,120965,127368,1890,N/A
1995/04/04,99780,100279,99281,99780,▼3492,－3.38%,106864,113255,121722,127687,6350,N/A
1995/04/03,105268,107762,103272,103272,▼6486,－5.91%,109359,114029,122453,127994,2160,N/A
1995/04/01,114248,114248,109758,109758,▼2495,－2.22%,111255,114777,123077,128246,700,N/A
1995/03/31,107762,112253,106266,112253,▲2993,＋2.74%,111654,115221,123592,128420,10300,N/A
1995/03/30,110756,110756,109259,109259,▼2993,－2.67%,111354,115540,124116,128548,2460,N/A
1995/03/29,113749,113749,109758,112253,▼499,－0.44%,111654,116014,124723,128701,2700,N/A
1995/03/28,111754,114647,111754,112751,▲998,＋0.89%,111734,116239,125231,128804,2500,N/A
1995/03/27,111055,111754,109259,111754,▲998,＋0.90%,111933,116289,125779,128903,2590,N/A
1995/03/25,108760,111754,108760,110756,0.0,0.00%,112332,116239,126295,129027,1120,N/A
1995/03/24,109758,110756,109758,110756,▼1896,－1.68%,113530,116089,126777,129161,2760,N/A
1995/03/23,113250,113250,110756,112652,▼1098,－0.96%,115326,115790,127259,129270,3040,N/A
1995/03/22,110756,113749,110756,113749,0.0,0.00%,117341,115545,127742,129338,6290,N/A
1995/03/21,113749,113749,113749,113749,▼2993,－2.56%,118539,115396,128216,129372,250,N/A
1995/03/20,116743,116842,116743,116743,▼2993,－2.50%,119137,115396,128739,129381,3970,N/A
1995/03/18,122630,122630,119736,119736,▼2993,－2.44%,119497,115396,129263,129341,2720,N/A
1995/03/17,122729,122729,122530,122729,▲2993,＋2.50%,119177,115396,129687,129250,7470,N/A
1995/03/16,115745,119736,115745,119736,▲2993,＋2.56%,117681,115246,130020,129109,10280,N/A
1995/03/15,116743,118539,115745,116743,▼1796,－1.52%,117381,115246,130353,128969,1400,N/A
1995/03/14,121133,121133,118539,118539,▲399,＋0.34%,117760,115445,130685,128828,490,N/A
1995/03/13,112352,118140,112352,118140,▲2894,＋2.51%,117780,115705,130938,128652,1330,N/A
1995/03/11,117740,118140,115246,115246,▼2993,－2.53%,117900,116134,131148,128458,540,N/A
1995/03/10,118638,118638,115645,118239,▼399,－0.34%,118199,116857,131355,128268,1230,N/A
1995/03/09,115745,121233,115645,118638,0.0,0.00%,117301,117581,131463,128032,2430,N/A
1995/03/08,118738,119636,115745,118638,▼100,－0.08%,115725,118135,131515,127772,1410,N/A
1995/03/07,118738,119736,118239,118738,▲1996,＋1.71%,113550,118838,131517,127491,2110,N/A
1995/03/06,116743,116743,115745,116743,▲2993,＋2.63%,110756,119686,131467,127188,2680,N/A
1995/03/04,113749,113749,113749,113749,▲2993,＋2.70%,108960,120784,131400,126881,60,N/A
1995/03/03,110756,110756,110756,110756,▲2993,＋2.78%,108361,122056,131334,126578,560,N/A
1995/03/02,101776,107762,101776,107762,▲2993,＋2.86%,108960,123453,131267,126280,3780,N/A
1995/02/28,104769,104769,104769,104769,▼2993,－2.78%,110756,124850,131301,125986,100,N/A
1995/02/27,107762,107762,107762,107762,▼2993,－2.70%,113749,126247,131434,125695,0,N/A
1995/02/25,110756,110756,110756,110756,▼2993,－2.63%,116144,127444,131567,125388,30,N/A
1995/02/24,116743,116743,113749,113749,▼2993,－2.56%,117940,128442,131700,125038,550,N/A
1995/02/23,120734,120734,116743,116743,▼2993,－2.50%,119337,129190,131833,124664,6070,N/A
1995/02/22,122530,122530,119736,119736,0.0,0.00%,120734,129939,131966,124269,5410,N/A
1995/02/21,117740,122729,117740,119736,0.0,0.00%,122131,130687,132065,123833,6080,N/A
1995/02/20,122231,122231,119736,119736,▼998,－0.83%,124126,131585,132215,123417,330,N/A
1995/02/18,120734,121233,120734,120734,▼2993,－2.42%,126721,132633,132328,122985,5290,N/A
1995/02/17,123727,124725,123727,123727,▼2993,－2.36%,128517,133780,132375,122561,4190,N/A
1995/02/16,129714,129714,126721,126721,▼2993,－2.31%,130313,134778,132371,122103,3400,N/A
1995/02/15,132707,132707,129714,129714,▼2993,－2.26%,132109,135776,132368,121629,3370,N/A
1995/02/14,126721,132707,126721,132707,▲2993,＋2.31%,133905,136474,132365,121139,10350,N/A
1995/02/13,129714,129714,129714,129714,▼2993,－2.26%,135202,136873,132263,120615,20,N/A
1995/02/11,132707,132707,132707,132707,▼2993,－2.21%,136998,137422,132213,120123,40,N/A
1995/02/10,135701,135701,135701,135701,▼2993,－2.16%,137597,137971,132164,119590,0,N/A
1995/02/09,139193,139692,138694,138694,▼499,－0.36%,136998,138470,132114,119017,1220,N/A
1995/02/08,138694,141688,135801,139193,▲499,＋0.36%,135601,138669,132064,118418,20870,N/A
1995/02/07,138694,138694,134703,138694,▲2993,＋2.21%,133905,138994,132056,117832,2890,N/A
1995/02/06,129714,135701,129714,135701,▲2993,＋2.26%,131909,139193,132072,117266,2970,N/A
1995/02/04,128816,133705,128816,132707,▲998,＋0.76%,131111,139393,132139,116733,4020,N/A
1995/02/03,130712,131710,127818,131710,▲998,＋0.76%,131510,139742,132255,116239,4160,N/A
1995/02/02,125723,131710,125723,130712,▲1996,＋1.55%,132707,140236,132420,115751,3830,N/A
1995/01/28,128716,128716,128716,128716,▼2993,－2.27%,134703,140810,132651,115273,3640,N/A
1995/01/27,131710,131710,131710,131710,▼2993,－2.22%,137696,141633,132965,114812,350,N/A
1995/01/26,134703,134703,134703,134703,▼2993,－2.17%,140091,142456,133180,114325,2210,N/A
1995/01/25,137696,137696,137696,137696,▼2993,－2.13%,142486,142980,133394,113835,410,N/A
1995/01/24,143683,143683,140690,140690,▼2993,－2.08%,143683,143229,133625,113319,4890,N/A
1995/01/23,143683,143683,140690,143683,0.0,0.00%,143683,143179,133757,112779,13220,N/A
1995/01/21,149670,149670,143683,143683,▼2993,－2.04%,143085,142830,133788,112213,7370,N/A
1995/01/20,146677,146677,146677,146677,▲2993,＋2.08%,143085,142331,133770,111648,8470,N/A
1995/01/19,140790,143683,140790,143683,▲2993,＋2.13%,142885,141533,133652,111074,5190,N/A
1995/01/18,140690,143583,139692,140690,0.0,0.00%,142685,140735,133534,110509,18360,N/A
1995/01/17,140690,142785,140690,140690,▼2993,－2.08%,143683,139936,133416,109985,6220,N/A
1995/01/16,147674,147674,142685,143683,▼1996,－1.37%,144082,138989,133248,109478,5450,N/A
1995/01/14,139692,145679,139692,145679,▲2993,＋2.10%,143284,137741,132980,108946,7450,N/A
1995/01/13,148672,148672,142685,142685,▼2993,－2.05%,142087,136245,132679,108397,12200,N/A
1995/01/12,144681,145679,144681,145679,▲2993,＋2.10%,141867,134748,132378,107873,8140,N/A
1995/01/11,140191,142685,137198,142685,▲2993,＋2.14%,141169,132952,132027,107324,17860,N/A
1995/01/10,139692,142685,137696,139692,0.0,0.00%,141668,131156,131759,106795,18760,N/A
1995/01/09,139692,141588,139692,139692,▼1896,－1.34%,143364,129659,131545,106288,13150,N/A
1995/01/07,139293,141688,139193,141588,▼599,－0.42%,144461,128312,131281,105764,36650,N/A
1995/01/06,143184,143184,142187,142187,▼2993,－2.06%,144681,127020,130935,105204,5190,N/A
1995/01/05,145180,145180,145180,145180,▼2993,－2.02%,144182,125848,130529,104638,10560,N/A
1995/01/04,148173,148173,145679,148173,▲2993,＋2.06%,142486,124675,130023,104052,19040,N/A
1995/01/03,142685,145180,142685,145180,▲2495,＋1.75%,139592,123503,129418,103444,1060,N/A
1994/12/28,142685,142685,139692,142685,▲2993,＋2.14%,136699,122530,128813,102881,16270,N/A
1994/12/27,139692,139692,136699,139692,▲2993,＋2.19%,133705,121831,128199,102322,17460,N/A
1994/12/26,136699,136699,136699,136699,▲2993,＋2.24%,130712,121173,127585,101786,1610,N/A
1994/12/24,133705,133705,133705,133705,▲2993,＋2.29%,127718,120514,126972,101280,26580,N/A
1994/12/23,130712,130712,130712,130712,▲2993,＋2.34%,124725,120005,126366,100802,1050,N/A
1994/12/22,127718,127718,125723,127718,▲2993,＋2.40%,121732,119796,125769,100345,9310,N/A
1994/12/21,121732,124725,121732,124725,▲2993,＋2.46%,118738,119886,125181,99900,2730,N/A
1994/12/20,117242,121732,115745,121732,▲2993,＋2.52%,115745,119980,124600,99480,2060,N/A
1994/12/19,118738,118738,118738,118738,▲2993,＋2.59%,112751,120230,124028,99085,8150,N/A
1994/12/17,115745,115745,115745,115745,▲2993,＋2.65%,110955,120779,123464,98694,1660,N/A
1994/12/16,112751,112751,109758,112751,▲2993,＋2.73%,110357,121627,122909,98345,5360,N/A
1994/12/15,103771,109758,103771,109758,▲2993,＋2.80%,110955,122774,122362,98036,9500,N/A
1994/12/14,106765,106765,106765,106765,▼2993,－2.73%,112751,124221,121823,97737,250,N/A
1994/12/13,109758,109758,109758,109758,▼2993,－2.65%,115745,125867,121293,97481,4110,N/A
1994/12/12,112751,112751,112751,112751,▼2993,－2.59%,118738,127364,120671,97197,560,N/A
1994/12/10,115745,115745,115745,115745,▼2993,－2.52%,121332,128711,119957,96898,200,N/A
1994/12/09,118738,118738,118738,118738,▼2993,－2.46%,123927,130003,119209,96554,0,N/A
1994/12/08,121732,121732,121732,121732,▼2993,－2.40%,125483,131296,118377,96164,50,N/A
1994/12/07,122729,124725,122729,124725,▼998,－0.79%,125843,132588,117496,95768,2010,N/A
1994/12/06,127718,127718,125723,125723,▼2993,－2.33%,125603,133580,116573,95339,880,N/A
1994/12/05,129514,129514,128217,128716,▲2195,＋1.74%,125763,134673,115600,94882,1220,N/A
1994/12/03,123528,126521,123528,126521,▲2993,＋2.42%,125922,135816,114619,94416,540,N/A
1994/12/02,120534,123528,120534,123528,0.0,0.00%,125942,136918,113641,93960,5820,N/A
1994/12/01,123528,123528,123528,123528,▼2993,－2.37%,126581,138021,112746,93546,7310,N/A
1994/11/30,128517,129714,126521,126521,▼2993,－2.31%,127818,138974,111835,93128,2340,N/A
1994/11/29,123627,129614,123627,129514,▲2894,＋2.29%,129055,139627,110891,92685,3250,N/A
1994/11/28,126621,126721,123727,126621,▼100,－0.08%,130293,139981,109913,92213,3500,N/A
1994/11/26,126721,129714,126721,126721,▼2993,－2.31%,132707,140331,108966,91777,4910,N/A
1994/11/25,129714,129714,129714,129714,▼2993,－2.26%,135302,140525,108033,91340,0,N/A
1994/11/24,132707,132707,132707,132707,▼2993,－2.21%,137297,140420,107017,90890,300,N/A
1994/11/23,137696,138195,135701,135701,▼2993,－2.16%,138694,140166,105920,90394,4740,N/A
1994/11/22,139492,139492,136699,138694,▼998,－0.71%,139872,139612,104772,89853,8790,N/A
1994/11/21,139692,139692,136699,139692,0.0,0.00%,141049,138909,103608,89271,3150,N/A
1994/11/19,139692,142486,137696,139692,0.0,0.00%,142626,138255,102461,88680,6630,N/A
1994/11/18,139692,139692,138594,139692,▼1896,－1.34%,143603,137612,101328,88100,18500,N/A
1994/11/17,144681,145679,141588,141588,▼2993,－2.07%,145180,136818,100222,87520,11950,N/A
1994/11/16,146677,147575,144581,144581,▼2993,－2.03%,147175,135781,99083,86923,10120,N/A
1994/11/15,141688,147575,141588,147575,▲2993,＋2.07%,147974,134444,97896,86309,12990,N/A
1994/11/14,144581,145679,144581,144581,▼2993,－2.03%,147575,132807,96659,85678,3000,N/A
1994/11/12,151566,151566,147575,147575,▼3991,－2.63%,147175,131171,95471,85063,2460,N/A
1994/11/11,151566,151566,150468,151566,▲2993,＋2.01%,145579,129235,94275,84440,10340,N/A
1994/11/10,148572,148572,148572,148572,▲2993,＋2.06%,142586,126950,93013,83783,1070,N/A
1994/11/09,145579,145579,145579,145579,▲2993,＋2.10%,139592,124665,91801,83129,2140,N/A
1994/11/08,142586,142586,142586,142586,▲2993,＋2.14%,136599,122380,90638,82484,430,N/A
1994/11/07,139592,139592,139592,139592,▲2993,＋2.19%,133605,120120,89526,81864,3000,N/A
1994/11/05,136599,136599,136599,136599,▲2993,＋2.24%,131211,117885,88497,81266,5170,N/A
1994/11/04,133605,133605,133605,133605,▲2993,＋2.29%,128816,115675,87484,80710,760,N/A
1994/11/03,130612,130612,130612,130612,▲2993,＋2.35%,127020,113490,86554,80187,13700,N/A
1994/11/02,130612,130612,127619,127619,0.0,0.00%,126222,111330,85708,79709,5000,N/A
1994/11/01,125623,127619,125623,127619,▲2993,＋2.40%,126062,109194,84911,79278,2510,N/A
1994/10/31,124625,126621,124625,124625,0.0,0.00%,125304,106934,84115,78825,4180,N/A
1994/10/29,126621,126621,123627,124625,▼1996,－1.58%,124545,104699,83368,78377,5020,N/A
1994/10/28,127818,129814,123827,126621,▼200,－0.16%,123188,102339,82621,77912,14050,N/A
1994/10/27,126820,126820,123827,126820,▲2993,＋2.42%,120834,99755,81831,77414,4760,N/A
1994/10/26,123727,123827,123727,123827,▲2993,＋2.48%,117840,97036,81031,76898,3350,N/A
1994/10/25,120834,120834,120834,120834,▲2993,＋2.54%,114847,94342,80248,76390,2280,N/A
1994/10/24,117840,117840,117840,117840,▲2993,＋2.61%,111853,91843,79473,75907,4730,N/A
1994/10/22,114847,114847,114847,114847,▲2993,＋2.68%,108860,89393,78748,75457,280,N/A
1994/10/21,111853,111853,111853,111853,▲2993,＋2.75%,105867,87093,78081,75024,10620,N/A
1994/10/20,108860,108860,108860,108860,▲2993,＋2.83%,102973,84968,77469,74629,310,N/A
1994/10/19,105867,105867,105867,105867,▲2993,＋2.91%,100179,82892,76949,74258,3720,N/A
1994/10/18,102873,102873,102873,102873,▲2993,＋3.00%,97485,81091,76445,73895,20,N/A
1994/10/17,99880,99880,99880,99880,▲2495,＋2.56%,94891,79340,75986,73558,1770,N/A
1994/10/15,97385,97385,97385,97385,▲2495,＋2.63%,92396,77838,75588,73245,40,N/A
1994/10/14,94891,94891,94891,94891,▲2495,＋2.70%,89902,76412,75237,72945,550,N/A
1994/10/13,92396,92396,92396,92396,▲2495,＋2.77%,87407,75159,74920,72666,28990,N/A
1994/10/12,89902,89902,89802,89902,▲2495,＋2.85%,84913,74082,74619,72419,20660,N/A
1994/10/11,87407,87407,85711,87407,▲2495,＋2.94%,82418,73079,74359,72194,20290,N/A
1994/10/10,84913,84913,82418,84913,▲2495,＋3.03%,79924,72246,74142,71985,16990,N/A
1994/10/08,82418,82418,82418,82418,▲2495,＋3.12%,77429,71437,73924,71793,6770,N/A
1994/10/07,79924,79924,79924,79924,▲2495,＋3.22%,74935,70659,73781,71630,110,N/A
1994/10/06,77429,77429,77429,77429,▲2495,＋3.33%,73119,70006,73711,71497,1100,N/A
1994/10/05,74935,74935,74935,74935,▲2495,＋3.44%,71403,69577,73651,71398,9640,N/A
1994/10/04,72141,72440,72141,72440,▲2495,＋3.57%,70185,69372,73669,71314,320,N/A
1994/10/01,69846,70744,69846,69946,▼898,－1.27%,69567,69337,73724,71260,8190,N/A
1994/09/30,69846,70844,69846,70844,▲1996,＋2.90%,69048,69507,73839,71242,290,N/A
1994/09/29,66853,68848,66853,68848,0.0,0.00%,68848,69626,73899,71217,260,N/A
1994/09/28,69447,69447,68848,68848,▼499,－0.72%,68649,69851,73950,71212,280,N/A
1994/09/27,68848,69347,68848,69347,▲1996,＋2.96%,68848,70075,74040,71208,2160,N/A
1994/09/26,71842,71842,67352,67352,▼2495,－3.57%,68748,70275,74105,71202,110,N/A
1994/09/24,66853,69846,66853,69846,▲1996,＋2.94%,69247,70699,74163,71197,330,N/A
1994/09/23,70844,70844,67850,67850,▼1996,－2.86%,69447,70998,74213,71172,400,N/A
1994/09/22,66853,69846,66853,69846,▲998,＋1.45%,69846,71398,74280,71163,300,N/A
1994/09/17,69846,69846,68848,68848,▼998,－1.43%,70026,71697,74346,71146,3100,N/A
1994/09/16,68848,69846,68848,69846,▼998,－1.41%,70006,72046,74421,71145,300,N/A
1994/09/15,70844,70844,70844,70844,▲998,＋1.43%,69407,72445,74479,71151,10,N/A
1994/09/14,70744,73239,69846,69846,▼898,－1.27%,68609,72695,74512,71135,870,N/A
1994/09/13,68748,70744,67850,70744,▲1996,＋2.90%,68409,73094,74587,71110,13910,N/A
1994/09/12,65855,68748,65855,68748,▲1896,＋2.84%,68429,73548,74647,71094,1080,N/A
1994/09/10,66853,66853,66853,66853,0.0,0.00%,69028,74102,74762,71089,0,N/A
1994/09/09,66853,66853,66853,66853,▼1996,－2.90%,70325,74750,74868,71119,940,N/A
1994/09/08,69846,69846,68848,68848,▼1996,－2.82%,71602,75399,74933,71132,1000,N/A
1994/09/07,70844,70844,69347,70844,▼898,－1.25%,72500,75948,74933,71112,1410,N/A
1994/09/06,73338,73338,71742,71742,▼1596,－2.18%,72999,76367,74900,71060,2060,N/A
1994/09/05,71842,73338,71642,73338,▲100,＋0.14%,73318,76721,74872,71001,7210,N/A
1994/09/03,73239,73239,73239,73239,▼100,－0.14%,73817,76895,74817,70920,0,N/A
1994/09/02,73338,73338,73338,73338,0.0,0.00%,74336,76950,74763,70850,0,N/A
1994/09/01,73338,73338,73338,73338,0.0,0.00%,74835,77000,74722,70778,740,N/A
1994/08/31,74336,74336,73338,73338,▼2495,－3.29%,75334,77075,74697,70691,410,N/A
1994/08/30,75833,75833,75833,75833,0.0,0.00%,75833,77165,74655,70603,0,N/A
1994/08/29,75833,75833,75833,75833,0.0,0.00%,76232,77255,74606,70497,2850,N/A
1994/08/27,73338,75833,73338,75833,0.0,0.00%,76232,77245,74552,70391,3070,N/A
1994/08/26,75833,75833,75833,75833,0.0,0.00%,76631,77220,74457,70287,0,N/A
1994/08/25,75833,75833,75833,75833,▼1996,－2.56%,77429,77230,74329,70170,9130,N/A
1994/08/24,73338,77828,73338,77828,▲1996,＋2.63%,78228,77255,74201,70054,3560,N/A
1994/08/23,75833,75833,75833,75833,▼1996,－2.56%,78627,77155,74035,69921,1500,N/A
1994/08/22,79824,79824,77828,77828,▼1996,－2.50%,79425,77080,73935,69800,5410,N/A
1994/08/20,79824,79824,79824,79824,0.0,0.00%,79824,76905,73819,69663,0,N/A
1994/08/19,79824,79824,79824,79824,0.0,0.00%,79704,76631,73711,69509,500,N/A
1994/08/18,79824,79824,79724,79824,0.0,0.00%,79505,76232,73644,69343,4430,N/A
1994/08/17,77330,79824,77330,79824,0.0,0.00%,78906,75933,73536,69189,3260,N/A
1994/08/16,79525,80323,79225,79824,▲599,＋0.76%,77808,75728,73387,69043,2160,N/A
1994/08/13,78826,79824,78826,79225,▲399,＋0.51%,76711,75429,73204,68913,3230,N/A
1994/08/12,78826,79325,77828,78826,▲1996,＋2.60%,75833,75269,72997,68784,6460,N/A
1994/08/11,74835,76831,74835,76831,▲2495,＋3.36%,75094,75114,72765,68655,2240,N/A
1994/08/10,74336,74336,74336,74336,0.0,0.00%,75254,75114,72532,68543,440,N/A
1994/08/09,72440,74336,72440,74336,▼499,－0.67%,75514,75119,72340,68452,1750,N/A
1994/08/08,72939,76831,72939,74835,▼299,－0.40%,75713,75000,72166,68360,4550,N/A
1994/08/06,76831,76831,75134,75134,▼2495,－3.21%,75953,74970,71966,68281,330,N/A
1994/08/05,75833,77828,75833,77629,▲1996,＋2.64%,76192,74875,71788,68216,16850,N/A
1994/08/04,75833,75833,74835,75633,▲299,＋0.40%,75833,74536,71567,68151,11160,N/A
1994/08/03,75334,75334,75334,75334,▼698,－0.92%,75573,74396,71346,68087,0,N/A
1994/08/02,76032,76032,76032,76032,▼299,－0.39%,75374,74221,71130,68008,0,N/A
1994/08/01,76332,76332,76332,76332,▲499,＋0.66%,75035,74112,70902,67913,1000,N/A
1994/07/30,74336,75833,74336,75833,▲1497,＋2.01%,74137,73962,70653,67799,110,N/A
1994/07/29,74336,74336,74336,74336,0.0,0.00%,73737,73837,70411,67706,0,N/A
1994/07/28,71941,74336,71941,74336,0.0,0.00%,74017,73762,70220,67615,3030,N/A
1994/07/27,71742,74336,71742,74336,▲2495,＋3.47%,73917,73762,70029,67511,1210,N/A
1994/07/26,72341,72341,71842,71842,▼1996,－2.70%,74256,73762,69829,67391,500,N/A
1994/07/25,73338,75733,73338,73837,▼1896,－2.50%,75035,73952,69663,67291,520,N/A
1994/07/23,71842,75733,71842,75733,▲1896,＋2.57%,75633,73922,69480,67174,770,N/A
1994/07/22,73538,76731,73538,73837,▼2195,－2.89%,75374,73673,69282,67050,190,N/A
1994/07/21,76631,76631,76032,76032,▲299,＋0.40%,74995,73423,69146,66951,2300,N/A
1994/07/20,74935,76831,74336,75733,▼1098,－1.43%,74635,73064,68960,66819,160,N/A
1994/07/19,75733,76930,73737,76831,▲2395,＋3.22%,74137,72780,68795,66701,8260,N/A
1994/07/18,70046,74436,70046,74436,▲2495,＋3.47%,72939,72440,68645,66585,4430,N/A
1994/07/16,71842,71941,71842,71941,▼2295,－3.09%,72620,72221,68536,66488,220,N/A
1994/07/15,75234,75234,73239,74236,▲998,＋1.36%,72600,72166,68474,66396,850,N/A
1994/07/14,73338,73338,70844,73239,▲2395,＋3.38%,72520,72046,68376,66268,1690,N/A
1994/07/13,70944,70944,70844,70844,▼1996,－2.74%,72540,71926,68299,66148,960,N/A
1994/07/12,70844,72839,69846,72839,▲998,＋1.39%,73039,72026,68231,66049,1200,N/A
1994/07/11,71842,71842,71842,71842,▼1996,－2.70%,73039,72016,68131,65915,0,N/A
1994/07/09,73837,73837,73837,73837,▲499,＋0.68%,73538,71931,68047,65778,510,N/A
1994/07/08,73338,73338,73338,73338,0.0,0.00%,73638,71647,67947,65612,300,N/A
1994/07/07,73338,73338,73338,73338,▲499,＋0.68%,74097,71388,67869,65466,150,N/A
1994/07/06,74236,74635,72341,72839,▼1497,－2.01%,74077,71113,67824,65338,3480,N/A
1994/07/05,76831,76831,72440,74336,0.0,0.00%,73658,70964,67757,65213,900,N/A
1994/07/04,76132,78128,74336,74336,▼1297,－1.72%,72560,70789,67633,65092,7730,N/A
1994/07/02,74137,75733,74137,75633,▲2395,＋3.27%,71462,70739,67541,64988,13290,N/A
1994/07/01,70844,73239,70844,73239,▲2495,＋3.53%,70345,70749,67416,64890,1050,N/A
1994/06/30,69846,70844,69846,70744,▲1896,＋2.75%,69706,70754,67370,64829,1610,N/A
1994/06/29,68848,68848,68848,68848,0.0,0.00%,69567,70759,67332,64805,20030,N/A
1994/06/28,68848,68848,68848,68848,▼1197,－1.71%,69966,70759,67292,64780,0,N/A
1994/06/27,69347,70046,67850,70046,0.0,0.00%,70564,70659,67220,64747,1430,N/A
1994/06/25,70345,70345,70046,70046,0.0,0.00%,70724,70400,67130,64721,380,N/A
1994/06/24,69846,70345,69347,70046,▼798,－1.13%,71283,70041,67024,64712,1940,N/A
1994/06/23,69347,71642,69347,70844,▼998,－1.39%,71802,69681,66936,64702,5740,N/A
1994/06/22,69846,72341,69846,71842,▲998,＋1.41%,71662,69332,66834,64667,20090,N/A
1994/06/21,70944,70944,70744,70844,▼1996,－2.74%,70924,68883,66685,64642,1920,N/A
1994/06/20,72640,74336,72640,72839,▲200,＋0.27%,70385,68564,66550,64645,880,N/A
1994/06/18,72640,72640,72640,72640,▲2495,＋3.56%,69387,68140,66389,64628,4270,N/A
1994/06/17,68848,70145,68848,70145,▲1996,＋2.93%,68828,67626,66231,64632,15710,N/A
1994/06/16,68848,68848,68150,68150,0.0,0.00%,68968,67237,66116,64679,7460,N/A
