[일시]기아차,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2019/01/30,35050,36200,34700,36150,▲1200,＋3.43%,35670,34940,32097,32070,1195389,167688532
2019/01/29,34350,35000,34100,34950,▲100,＋0.29%,35750,34773,31987,32027,1002443,167465562
2019/01/28,35500,35850,34600,34850,▼900,－2.52%,35930,34710,31883,32000,1277309,167443771
2019/01/25,35800,36550,35600,35750,▼900,－2.46%,36030,34620,31775,31974,1408928,167385136
2019/01/24,36000,36650,35400,36650,▲100,＋0.27%,36040,34503,31644,31940,1262251,167321963
2019/01/23,36050,36550,35800,36550,▲700,＋1.95%,35700,34345,31500,31901,1134420,167145751
2019/01/22,35000,35850,35000,35850,▲500,＋1.41%,35360,34210,31355,31862,978878,166956777
2019/01/21,35800,36450,35100,35350,▼450,－1.26%,35100,34108,31208,31832,857815,166768192
2019/01/18,34950,35800,34750,35800,▲850,＋2.43%,34790,34030,31097,31802,1154258,166763298
2019/01/17,34250,35000,34250,34950,▲100,＋0.29%,34420,33925,30973,31775,676580,166490535
2019/01/16,34300,34900,33950,34850,▲300,＋0.87%,34290,33833,30881,31752,607592,166418327
2019/01/15,33800,34900,33800,34550,▲750,＋2.22%,34280,33715,30790,31727,1033143,166348065
2019/01/14,33600,34300,33500,33800,▼150,－0.44%,34130,33660,30709,31703,728776,166273630
2019/01/11,34000,34300,33550,33950,▼350,－1.02%,34210,33588,30659,31691,916827,166324609
2019/01/10,34300,34600,33850,34300,▼500,－1.44%,34390,33460,30615,31674,1015367,166376384
2019/01/09,33900,35000,33800,34800,▲1000,＋2.96%,34100,33295,30562,31650,840360,166585682
2019/01/08,34900,34900,33550,33800,▼400,－1.17%,33700,33103,30536,31622,1013744,166018897
2019/01/07,34850,35000,34200,34200,▼650,－1.87%,33680,32960,30524,31598,773118,166130852
2019/01/04,33100,35000,32900,34850,▲2000,＋6.09%,33450,32780,30518,31572,1573507,165245261
2019/01/03,32600,33100,31800,32850,▲50,＋0.15%,33160,32560,30503,31543,924910,165038396
2019/01/02,33450,33650,32300,32800,▼900,－2.67%,33290,32438,30525,31528,478590,164718670
2018/12/28,33200,33900,33150,33700,▲650,＋1.97%,33500,32323,30540,31502,652573,164637571
2018/12/27,32850,33500,32350,33050,▼350,－1.05%,33520,32110,30558,31468,731053,164378078
2018/12/26,33100,33800,32650,33400,▼100,－0.30%,33670,31950,30579,31450,1153454,164348956
2018/12/24,33850,34000,33200,33500,▼350,－1.03%,33730,31753,30608,31428,727995,164156189
2018/12/21,33950,34000,33450,33850,▲50,＋0.15%,33650,31513,30637,31406,918578,164269287
2018/12/20,33400,34200,32950,33800,0.0,0.00%,33380,31208,30648,31380,780680,164669233
2018/12/19,33750,34100,33550,33800,▲100,＋0.30%,33310,30893,30666,31357,755284,164607459
2018/12/18,33450,33750,32350,33700,▲600,＋1.81%,33020,30650,30678,31341,928951,164718179
2018/12/17,32550,33300,31900,33100,▲600,＋1.85%,32560,30380,30692,31323,876455,164631260
2018/12/14,33450,33650,32450,32500,▼950,－2.84%,32140,30210,30708,31308,1019205,164534990
2018/12/13,32400,33450,32050,33450,▲1100,＋3.40%,31830,30060,30733,31293,1756038,164513602
2018/12/12,31500,32900,31450,32350,▲950,＋3.03%,31330,29885,30745,31277,1680688,163985401
2018/12/11,30700,31450,30450,31400,▲400,＋1.29%,30980,29715,30779,31272,596697,163747230
2018/12/10,30200,31000,30150,31000,▲50,＋0.16%,30790,29560,30823,31277,488820,163778583
2018/12/07,31000,31100,30350,30950,0.0,0.00%,30670,29423,30873,31287,657527,163894598
2018/12/06,30800,31050,30500,30950,▲350,＋1.14%,30580,29318,30928,31298,852936,164192874
2018/12/05,30200,30650,30000,30600,▲150,＋0.49%,30280,29195,30973,31313,408467,164137032
2018/12/04,30350,30750,29600,30450,▲50,＋0.16%,30130,29093,31000,31330,724594,164313840
2018/12/03,30900,31000,30200,30400,▼100,－0.33%,29930,29018,31019,31352,539413,164009391
2018/11/30,29750,30750,29750,30500,▲1050,＋3.57%,29590,28913,31043,31377,1443231,164182581
2018/11/29,29900,30150,29200,29450,▼400,－1.34%,29040,28865,31068,31399,827440,164003977
2018/11/28,29450,29850,29050,29850,▲400,＋1.36%,28650,28828,31113,31435,785499,164541498
2018/11/27,28700,29650,28550,29450,▲750,＋2.61%,28470,28755,31147,31452,814625,164446218
2018/11/26,27900,28800,27800,28700,▲950,＋3.42%,28240,28678,31189,31466,881362,164463576
2018/11/23,27500,27750,27300,27750,▲250,＋0.91%,28440,28643,31236,31491,483649,164436398
2018/11/22,28850,28900,27100,27500,▼1450,－5.01%,28790,28648,31294,31523,1219813,164367333
2018/11/21,28050,29050,27750,28950,▲650,＋2.30%,29280,28623,31363,31563,801321,164564011
2018/11/20,29850,29900,28050,28300,▼1400,－4.71%,29280,28610,31415,31591,1109399,164490106
2018/11/19,29050,30050,29050,29700,▲200,＋0.68%,29280,28613,31481,31628,599776,164560023
2018/11/16,29850,29850,29300,29500,▼450,－1.50%,28990,28600,31524,31660,692812,164893404
2018/11/15,28900,29950,28550,29950,▲1000,＋3.45%,28860,28595,31568,31698,1061670,165016213
2018/11/14,28200,28950,28200,28950,▲650,＋2.30%,28570,28583,31608,31729,685812,164866410
2018/11/13,28200,28300,27700,28300,▲50,＋0.18%,28490,28675,31651,31767,717446,164731206
2018/11/12,28900,29150,28100,28250,▼600,－2.08%,28620,28825,31718,31812,624865,164670253
2018/11/09,28450,29400,28450,28850,▲350,＋1.23%,28630,28968,31784,31857,653655,164513447
2018/11/08,29000,29250,28500,28500,▼50,－0.18%,28770,29188,31838,31898,876378,164493085
2018/11/07,28850,28900,28350,28550,▼400,－1.38%,28810,29418,31898,31943,854207,164847293
2018/11/06,28400,29150,27950,28950,▲650,＋2.30%,28780,29683,31953,31983,731872,164910006
2018/11/05,29100,29300,27900,28300,▼1250,－4.23%,28570,29930,31998,32022,1176599,165006669
2018/11/02,28950,29600,28800,29550,▲850,＋2.96%,28510,30225,32043,32068,1172517,164922909
2018/11/01,28300,28900,28000,28700,▲300,＋1.06%,28170,30433,32068,32103,880304,165108917
2018/10/31,27550,28400,27100,28400,▲500,＋1.79%,27830,30735,32118,32146,1307731,164922930
2018/10/30,28000,28650,27900,27900,▼100,－0.36%,27890,31033,32173,32185,930916,164817655
2018/10/29,28100,28650,27900,28000,▲150,＋0.54%,27980,31393,32237,32228,1625566,164897462
2018/10/26,27100,28250,26950,27850,▲850,＋3.15%,28270,31755,32303,32263,2398627,165056557
2018/10/25,28250,28500,26200,27000,▼1700,－5.92%,28580,32090,32369,32290,2557751,164931427
2018/10/24,28650,28900,28400,28700,▲350,＋1.23%,29120,32483,32456,32326,1308484,164708852
2018/10/23,29250,29400,28150,28350,▼1100,－3.74%,29540,32775,32508,32349,1294400,164844926
2018/10/22,29400,29650,29050,29450,▲50,＋0.17%,30130,33083,32577,32374,776169,164934211
2018/10/19,29500,30000,29150,29400,▼300,－1.01%,30460,33313,32623,32390,1299726,164966081
2018/10/18,30700,30850,29400,29700,▼1100,－3.57%,31230,33545,32664,32405,2081735,165192277
2018/10/17,31600,31600,30750,30800,▼500,－1.60%,31910,33768,32696,32421,972510,165168363
2018/10/16,31000,31450,30700,31300,▲200,＋0.64%,32520,33948,32723,32427,936512,165317662
2018/10/15,32700,32700,30700,31100,▼2150,－6.47%,33040,34085,32733,32427,2038170,165217186
2018/10/12,33100,33600,32600,33250,▲150,＋0.45%,33660,34230,32739,32428,1123867,165191066
2018/10/11,33400,34100,32700,33100,▼750,－2.22%,33750,34280,32708,32415,1268379,165265906
2018/10/10,34000,34600,33450,33850,▼50,－0.15%,34080,34308,32671,32404,1219475,165469938
2018/10/08,34150,34700,33750,33900,▼300,－0.88%,34180,34225,32625,32391,692152,165430069
2018/10/05,33750,34450,33400,34200,▲500,＋1.48%,34420,34110,32583,32373,934563,165366726
2018/10/04,35200,35200,33650,33700,▼1050,－3.02%,34630,33990,32531,32355,1232835,165244161
2018/10/02,34500,34950,34400,34750,▲400,＋1.16%,34800,33908,32464,32343,884414,165074101
2018/10/01,35150,35200,34100,34350,▼750,－2.14%,34820,33778,32378,32325,809354,164984164
2018/09/28,35250,35450,34750,35100,▼150,－0.43%,34860,33653,32321,32303,1119501,164710146
2018/09/27,35600,35600,34500,35250,▲700,＋2.03%,34740,33498,32249,32271,1534142,164793572
2018/09/21,35350,35350,34300,34550,▼300,－0.86%,34500,33310,32176,32235,920394,164554476
2018/09/20,34750,35500,34600,34850,▲300,＋0.87%,34400,33145,32112,32213,1453514,164478429
2018/09/19,34700,34700,34350,34550,▲50,＋0.14%,34260,32985,32048,32198,953915,164207468
2018/09/18,34000,34550,33850,34500,▲450,＋1.32%,34230,32860,32004,32174,1220023,164191272
2018/09/17,34050,34350,33950,34050,0.0,0.00%,34140,32748,31953,32149,530408,164087756
2018/09/14,34350,34350,33700,34050,▼100,－0.29%,34130,32660,31908,32126,755918,164000466
2018/09/13,34500,34600,34050,34150,▼250,－0.73%,34170,32563,31853,32108,968863,163642024
2018/09/12,34300,34500,34100,34400,▲350,＋1.03%,34070,32475,31809,32088,798499,163374718
2018/09/11,33850,34100,33550,34050,▲50,＋0.15%,33630,32330,31764,32068,1005202,163299392
2018/09/10,34300,34800,33800,34000,▼250,－0.73%,33140,32243,31730,32046,1567256,163254837
2018/09/07,34000,34850,33900,34250,▲600,＋1.78%,32700,32155,31700,32034,1932977,162794470
2018/09/06,32450,34300,32450,33650,▲1450,＋4.50%,32260,32045,31667,32018,2459792,162776996
2018/09/05,31550,32750,31500,32200,▲600,＋1.90%,31960,31970,31653,32011,1230558,162099171
2018/09/04,31500,31850,31350,31600,▼200,－0.63%,31890,31953,31660,32014,626091,161748948
2018/09/03,31900,32100,31600,31800,▼250,－0.78%,31970,31953,31685,32024,496108,161641636
2018/08/31,32200,32250,31700,32050,▼100,－0.31%,31910,31913,31712,32033,593611,161575056
2018/08/30,31800,32200,31700,32150,▲300,＋0.94%,31750,31863,31729,32044,585921,161507459
2018/08/29,32100,32150,31650,31850,▼150,－0.47%,31650,31843,31756,32052,441626,161367119
2018/08/28,32000,32600,31750,32000,▲500,＋1.59%,31690,31835,31757,32070,949561,161316443
2018/08/27,31300,31650,31250,31500,▲250,＋0.80%,31740,31820,31743,32081,459652,161148409
2018/08/24,31450,31650,31100,31250,▼400,－1.26%,31900,31843,31746,32098,661605,161128529
2018/08/23,31900,32100,31400,31650,▼400,－1.25%,32070,31873,31753,32124,723171,161186470
2018/08/22,32000,32200,31850,32050,▼200,－0.62%,32220,31900,31763,32147,673645,161065239
2018/08/21,32300,32550,32000,32250,▼50,－0.15%,32110,31888,31767,32165,866035,160961337
2018/08/20,32450,32500,31950,32300,▲200,＋0.62%,32120,31900,31774,32180,538833,160821551
2018/08/17,32100,32250,31900,32100,▼300,－0.93%,32110,31895,31797,32191,411850,160735830
2018/08/16,31800,32400,31600,32400,▲900,＋2.86%,32100,31885,31828,32205,907383,160606715
2018/08/14,32400,32450,31500,31500,▼800,－2.48%,32050,31845,31850,32209,751339,160321422
2018/08/13,32250,32550,31850,32300,▲50,＋0.16%,32120,31890,31883,32222,647050,160397610
2018/08/10,32000,32500,31800,32250,▲200,＋0.62%,31980,31873,31907,32225,495175,160310784
2018/08/09,32050,32050,31350,32050,▼100,－0.31%,31730,31833,31929,32223,823101,160149957
2018/08/08,31700,32250,31700,32150,▲300,＋0.94%,31530,31798,31958,32230,486438,160247749
2018/08/07,31350,31950,31350,31850,▲250,＋0.79%,31450,31735,31987,32238,605808,159959558
2018/08/06,31000,31900,31000,31600,▲600,＋1.94%,31420,31698,32013,32255,422009,160086671
2018/08/03,31300,31350,30950,31000,▼50,－0.16%,31440,31688,32046,32275,498014,160009477
2018/08/02,31650,32000,31000,31050,▼700,－2.20%,31630,31690,32093,32303,442787,159992755
2018/08/01,31650,31950,31500,31750,▲50,＋0.16%,31790,31623,32138,32336,392523,159961854
2018/07/31,31800,31950,31500,31700,0.0,0.00%,31880,31513,32174,32365,636196,159971685
2018/07/30,31650,32000,31550,31700,▼250,－0.78%,31900,31475,32197,32387,411187,159897222
2018/07/27,32350,32700,31800,31950,▲100,＋0.31%,32060,31430,32220,32412,637245,159979124
2018/07/26,32600,32700,31800,31850,▼350,－1.09%,32110,31375,32224,32430,697126,159963533
2018/07/25,31500,32300,31500,32200,▲400,＋1.26%,32120,31318,32211,32448,723368,159923956
2018/07/24,32500,32500,31450,31800,▼700,－2.15%,32000,31258,32197,32458,1057229,159927289
2018/07/23,32250,32850,32200,32500,▲300,＋0.93%,32120,31265,32190,32476,757274,160068156
2018/07/20,31800,32550,31400,32200,▲300,＋0.94%,32010,31213,32171,32488,648184,160026425
2018/07/19,31600,32350,31600,31900,▲300,＋0.95%,31860,31168,32157,32501,658848,160007827
2018/07/18,32250,32450,31600,31600,▼800,－2.47%,31750,31113,32145,32516,557572,159846033
2018/07/17,31850,32400,31850,32400,▲450,＋1.41%,31610,31108,32147,32537,923642,159738226
2018/07/16,31100,32450,31100,31950,▲500,＋1.59%,31350,31073,32131,32539,750886,159560130
2018/07/13,31350,31700,31250,31450,▲100,＋0.32%,31240,31075,32121,32547,597254,159505869
2018/07/12,31350,31850,31000,31350,▲450,＋1.46%,31160,31113,32118,32557,1177320,159364931
2018/07/11,30800,31200,30600,30900,▼200,－0.64%,30830,31158,32123,32563,642802,159287716
2018/07/10,31100,31350,31000,31100,▼300,－0.96%,30560,31255,32138,32573,594046,159092335
2018/07/09,30900,31400,30800,31400,▲350,＋1.13%,30530,31330,32157,32584,579067,158973072
2018/07/06,30100,31250,30050,31050,▲1350,＋4.55%,30410,31415,32162,32598,1366055,158901363
2018/07/05,29550,29850,29500,29700,▲150,＋0.51%,30370,31533,32178,32610,855468,158650302
2018/07/04,30550,30700,29450,29550,▼1400,－4.52%,30570,31703,32223,32633,1614173,158429891
2018/07/03,30850,31200,30800,30950,▲150,＋0.49%,30860,31913,32273,32653,763678,158223330
2018/07/02,30850,31100,30650,30800,▼50,－0.16%,31060,31960,32286,32658,886262,158084593
2018/06/29,30750,30900,30550,30850,▲150,＋0.49%,31190,31978,32293,32673,629008,157798082
2018/06/28,30700,30800,30550,30700,▼300,－0.97%,31280,32020,32295,32689,753413,157664475
2018/06/27,31750,32050,30850,31000,▼950,－2.97%,31300,32068,32314,32712,892836,157711975
2018/06/26,31250,32000,31050,31950,▲500,＋1.59%,31400,32133,32348,32732,889527,157586728
2018/06/25,31200,31550,30750,31450,▲150,＋0.48%,31350,32148,32344,32742,716331,157513512
2018/06/22,30450,31300,30450,31300,▲500,＋1.62%,31460,32210,32344,32756,807862,157486509
2018/06/21,31400,31550,30600,30800,▼700,－2.22%,31640,32328,32344,32769,1446930,157505472
2018/06/20,31700,31800,31150,31500,▼200,－0.63%,31930,32485,32363,32790,961979,157371170
2018/06/19,31750,32450,31650,31700,▼300,－0.94%,32200,32598,32368,32804,1333798,157286819
2018/06/18,32400,32650,31800,32000,▼200,－0.62%,32380,32688,32372,32817,943066,156737095
2018/06/15,32650,32650,32100,32200,▼50,－0.16%,32600,32773,32362,32828,973900,156490435
2018/06/14,32900,33200,32000,32250,▼600,－1.83%,32840,32843,32368,32830,1287966,156697613
2018/06/12,32750,33750,32700,32850,▲250,＋0.77%,33010,32918,32369,32837,883302,156538000
2018/06/11,32700,32800,32150,32600,▼500,－1.51%,33190,32970,32368,32836,774101,156545682
2018/06/08,33200,33650,33000,33100,▼300,－0.90%,33050,33013,32368,32835,528757,156497247
2018/06/07,33100,33400,32900,33400,▲300,＋0.91%,32660,33035,32363,32834,850478,156437320
2018/06/05,33850,33850,33050,33100,▼650,－1.93%,32320,33058,32355,32833,866388,156390961
2018/06/04,32300,34000,31950,33750,▲1850,＋5.80%,32030,33090,32358,32839,2204733,156422434
2018/06/01,31100,32000,31050,31900,▲750,＋2.41%,31740,33098,32348,32839,711852,156495073
2018/05/31,31750,31900,31150,31150,▼550,－1.74%,31810,33155,32383,32849,1468344,156427382
2018/05/30,31450,31950,31400,31700,▲50,＋0.16%,32120,33253,32420,32866,885930,156651801
2018/05/29,32250,32400,31600,31650,▼650,－2.01%,32510,33278,32450,32882,896720,156602094
2018/05/28,32450,32500,31900,32300,▲50,＋0.16%,32970,33248,32495,32896,721091,156779920
2018/05/25,32550,32750,32000,32250,▼450,－1.38%,33260,33200,32531,32902,796582,156587704
2018/05/24,33450,33450,32100,32700,▼950,－2.82%,33510,33158,32563,32906,1750711,156232579
2018/05/23,33850,34150,33650,33650,▼300,－0.88%,33710,33090,32585,32909,877839,156072687
2018/05/21,33800,34200,33750,33950,▲200,＋0.59%,33700,32975,32585,32905,470372,155962413
2018/05/18,33200,33750,33200,33750,▲250,＋0.75%,33660,32838,32583,32898,392847,155898290
2018/05/17,33700,34000,33450,33500,▼200,－0.59%,33690,32735,32568,32897,531494,155844001
2018/05/16,33200,33700,33150,33700,▲100,＋0.30%,33680,32633,32561,32899,448408,155833425
2018/05/15,33600,34150,33450,33600,▼150,－0.44%,33650,32515,32543,32900,608920,155787296
2018/05/14,33900,34300,33500,33750,▼150,－0.44%,33700,32398,32518,32905,462713,155810369
2018/05/11,33400,34000,33350,33900,▲450,＋1.35%,33700,32293,32503,32916,625870,155853643
2018/05/10,33600,34000,33000,33450,▼100,－0.30%,33700,32188,32488,32925,961506,155813098
2018/05/09,33900,34400,33250,33550,▼300,－0.89%,33620,32128,32496,32945,1051189,155800638
2018/05/08,34150,34850,33600,33850,▲100,＋0.30%,33530,32035,32504,32955,1196557,155739923
2018/05/04,33550,34200,33250,33750,▼150,－0.44%,33200,31945,32513,32965,1094401,155715749
2018/05/03,33300,34250,33300,33900,▲850,＋2.57%,32660,31875,32533,32971,2148729,155773057
2018/05/02,32800,33350,32500,33050,▼50,－0.15%,32150,31808,32556,32978,1411592,155847893
2018/04/30,32250,33100,32000,33100,▲900,＋2.80%,31820,31743,32578,32993,1718956,156019480
2018/04/27,31050,32250,30900,32200,▲1150,＋3.70%,31470,31648,32603,33011,2003430,155565138
2018/04/26,31300,31550,30950,31050,▼300,－0.96%,31300,31588,32637,33036,1283463,155060969
2018/04/25,31250,31350,31100,31350,▼50,－0.16%,31330,31628,32684,33072,763079,154687995
2018/04/24,31450,31750,31250,31400,▲50,＋0.16%,31400,31710,32720,33105,725676,154655328
2018/04/23,31250,31400,31050,31350,0.0,0.00%,31410,31728,32762,33132,624642,154703043
2018/04/20,31100,31400,31050,31350,▲150,＋0.48%,31410,31733,32804,33157,868894,154746103
2018/04/19,31550,31650,31200,31200,▼500,－1.58%,31390,31730,32845,33181,927700,154869757
2018/04/18,31600,31800,31550,31700,▲250,＋0.79%,31480,31765,32888,33198,668678,154905393
2018/04/17,31350,31800,31350,31450,▲100,＋0.32%,31500,31770,32927,33216,647871,154729944
2018/04/16,31450,31450,31100,31350,▲100,＋0.32%,31660,31795,32948,33236,363408,154850732
2018/04/13,31650,31800,31050,31250,▼400,－1.26%,31730,31798,32973,33253,1072078,154893952
2018/04/12,31850,32050,31600,31650,▼150,－0.47%,31890,31863,32996,33270,919338,154862702
2018/04/11,31900,32150,31700,31800,▼450,－1.40%,32030,31898,33003,33280,762919,154718840
2018/04/10,31550,32300,31450,32250,▲550,＋1.74%,32180,31948,33008,33278,808919,154742500
2018/04/09,31650,31800,31400,31700,▼350,－1.09%,32080,31963,33012,33279,961594,154491561
2018/04/06,32300,32350,31850,32050,▼300,－0.93%,31980,32020,33034,33282,708856,154449311
2018/04/05,32650,32850,31800,32350,▼200,－0.61%,31770,32063,33042,33284,921885,154473286
2018/04/04,31900,32950,31900,32550,▲800,＋2.52%,31670,32110,33043,33286,1562430,154333889
2018/04/03,31200,31900,31000,31750,▲550,＋1.76%,31760,32138,33033,33281,4535459,153825141
2018/04/02,31050,31350,30950,31200,▲200,＋0.65%,31760,32250,33029,33280,877141,153576677
2018/03/30,31950,31950,30900,31000,▼850,－2.67%,31810,32360,33053,33277,1656357,153519930
2018/03/29,33250,33300,31500,31850,▼1150,－3.48%,31870,32485,33083,33281,1693857,153843531
2018/03/28,31700,33150,31600,33000,▲1250,＋3.94%,31880,32610,33110,33273,2116368,154151169
2018/03/27,31350,32300,31350,31750,▲300,＋0.95%,31640,32683,33116,33250,995268,154018970
2018/03/26,31250,31650,30850,31450,▲150,＋0.48%,31680,32805,33140,33239,1225570,154135383
2018/03/23,31450,31550,31100,31300,▼600,－1.88%,31670,32933,33168,33232,1229184,154060370
2018/03/22,31700,32000,31500,31900,▲100,＋0.31%,31920,33050,33194,33232,1021674,153972844
2018/03/21,31700,32250,31700,31800,▼150,－0.47%,32010,33148,33218,33225,904997,154071916
2018/03/20,31450,32100,31100,31950,▲550,＋1.75%,32210,33198,33240,33214,922985,154239485
2018/03/19,32350,32350,31350,31400,▼1150,－3.53%,32330,33255,33263,33205,1730053,154176274
2018/03/16,32500,32800,32400,32550,▲200,＋0.62%,32620,33315,33293,33199,957890,154345319
2018/03/15,32600,32850,32200,32350,▼450,－1.37%,32690,33293,33293,33180,915217,154320252
2018/03/14,32400,32900,32150,32800,▲250,＋0.77%,32880,33318,33305,33170,772435,154435644
2018/03/13,32800,32950,32400,32550,▼300,－0.91%,32940,33330,33303,33161,1137613,154438023
2018/03/12,32900,33100,32650,32850,▼50,－0.15%,33230,33398,33302,33157,845346,154271260
2018/03/09,32950,33200,32650,32900,▼400,－1.20%,33340,33458,33304,33157,1027323,154244648
2018/03/08,32900,33300,32750,33300,▲200,＋0.60%,33460,33533,33310,33157,1191978,154445015
2018/03/07,33250,33500,32800,33100,▼900,－2.65%,33670,33615,33320,33163,1280357,154442549
2018/03/06,33550,34000,33400,34000,▲600,＋1.80%,33940,33723,33331,33178,954808,154327469
2018/03/05,33150,33500,33150,33400,▼100,－0.30%,33980,33740,33316,33191,1032377,154295814
2018/03/02,33850,34000,33200,33500,▼850,－2.47%,34100,33803,33312,33208,986194,153951417
2018/02/28,34150,34750,34100,34350,▼100,－0.29%,34130,33838,33314,33235,1296410,153996607
2018/02/27,34400,34800,34300,34450,▲250,＋0.73%,34030,33815,33298,33247,890367,153978696
2018/02/26,34000,34400,33600,34200,▲200,＋0.59%,33700,33768,33273,33259,723488,153613000
2018/02/23,33900,34150,33450,34000,▲350,＋1.04%,33480,33753,33248,33269,1023856,153666640
2018/02/22,33650,34150,33500,33650,▼200,－0.59%,33200,33748,33233,33275,821623,153779288
2018/02/21,32800,34150,32500,33850,▲1050,＋3.20%,32890,33755,33224,33288,1160172,153717495
2018/02/20,33050,33250,32650,32800,▼300,－0.91%,32690,33750,33213,33302,727987,153745717
2018/02/19,32900,33300,32850,33100,▲500,＋1.53%,32740,33813,33227,33326,691519,153727152
2018/02/14,32200,32650,32200,32600,▲500,＋1.56%,32900,33793,33238,33345,697820,153589893
2018/02/13,32850,33100,32100,32100,▼750,－2.28%,33190,33805,33258,33367,1247887,153514923
2018/02/12,33100,33300,32600,32850,▼200,－0.61%,33650,33833,33293,33395,1674127,153453254
2018/02/09,33250,33500,32900,33050,▼850,－2.51%,34070,33793,33329,33419,1227493,153472300
2018/02/08,34050,34550,33750,33900,▼150,－0.44%,34510,33745,33363,33437,1240162,153406372
2018/02/07,34350,34650,33700,34050,▼350,－1.02%,34600,33675,33394,33449,1378801,153482510
2018/02/06,34400,34850,33850,34400,▼550,－1.57%,34720,33625,33406,33461,1349706,153368378
2018/02/05,35200,35800,34750,34950,▼300,－0.85%,34680,33530,33416,33469,1740812,153361006
2018/02/02,34450,35400,34400,35250,▲900,＋2.62%,34470,33403,33408,33487,2782820,153124009
2018/02/01,34300,34650,34050,34350,▼300,－0.87%,34120,33238,33400,33506,991076,152982506
2018/01/31,33900,34700,33250,34650,▲450,＋1.32%,34030,33098,33409,33528,1682466,153108916
2018/01/30,33950,34450,33700,34200,▲300,＋0.88%,33880,32995,33419,33546,1130200,153199898
2018/01/29,33500,34000,33100,33900,▲400,＋1.19%,33800,32925,33435,33568,975573,153058363
2018/01/26,33350,33550,32400,33500,▼400,－1.18%,33770,32905,33459,33590,1561669,153064984
2018/01/25,33900,34200,33400,33900,0.0,0.00%,33880,32898,33491,33621,923134,153276607
2018/01/24,33600,33900,33500,33900,▲100,＋0.30%,33640,32863,33502,33647,714997,153194306
2018/01/23,33700,34300,33300,33800,▲50,＋0.15%,33430,32823,33510,33672,1155073,153221524
2018/01/22,34000,34700,33600,33750,▼300,－0.88%,33200,32778,33518,33697,986254,153269655
2018/01/19,32650,34250,32650,34050,▲1350,＋4.13%,32860,32755,33509,33720,1814883,153264548
2018/01/18,32850,33000,32600,32700,▼150,－0.46%,32470,32710,33505,33740,722094,152995618
2018/01/17,32600,33200,32600,32850,▲200,＋0.61%,32430,32740,33524,33772,751898,152942963
2018/01/16,31950,32850,31950,32650,▲600,＋1.87%,32470,32760,33533,33807,662985,152859094
2018/01/15,32000,32250,31700,32050,▼50,－0.16%,32440,32753,33543,33843,754784,152619511
2018/01/12,32500,32600,32000,32100,▼400,－1.23%,32510,32805,33558,33889,846474,152595147
2018/01/11,32950,33000,32450,32500,▼550,－1.66%,32480,32835,33548,33933,644852,152640168
2018/01/10,32450,33150,32400,33050,▲550,＋1.69%,32290,32833,33546,33971,1078128,152621321
2018/01/09,32200,32650,32200,32500,▲100,＋0.31%,32200,32830,33530,34004,695703,152419608
2018/01/08,31900,32400,31850,32400,▲450,＋1.41%,32260,32868,33527,34040,807776,152357305
2018/01/05,31550,32050,31400,31950,▲400,＋1.27%,32480,32943,33529,34075,802986,152108868
2018/01/04,32500,32650,31550,31550,▼1050,－3.22%,32760,33033,33529,34120,1657605,151752869
2018/01/03,32450,32900,32450,32600,▼200,－0.61%,33090,33110,33531,34171,787854,152086892
2018/01/02,33000,33100,32550,32800,▼700,－2.09%,33190,33138,33502,34216,972622,151964975
2017/12/28,33200,33500,32750,33500,▲150,＋0.45%,33210,33180,33479,34260,643394,151894988
2017/12/27,32800,33350,32500,33350,▲150,＋0.45%,33170,33173,33437,34303,662689,151792068
2017/12/26,33100,33450,33050,33200,▲100,＋0.30%,33130,33153,33384,34343,879607,151735636
2017/12/22,33250,33250,32800,33100,▲200,＋0.61%,33150,33130,33338,34385,805051,151780169
2017/12/21,33150,33250,32850,32900,▼400,－1.20%,33180,33128,33296,34424,640274,151927636
2017/12/20,33050,33500,33000,33300,▲150,＋0.45%,33100,33140,33270,34467,729718,152081916
2017/12/19,33300,33350,32900,33150,▼150,－0.45%,33060,33133,33232,34511,623539,152214127
2017/12/18,33300,33400,32800,33300,▲50,＋0.15%,32970,33158,33188,34559,444833,152323895
2017/12/15,32950,33350,32800,33250,▲750,＋2.31%,32800,33180,33148,34600,981550,152443782
2017/12/14,33150,33700,32500,32500,▼600,－1.81%,32750,33210,33104,34641,1356754,152536689
2017/12/13,32700,33100,32450,33100,▲400,＋1.22%,32900,33295,33067,34698,625442,152475657
2017/12/12,32050,32700,32050,32700,▲250,＋0.77%,33060,33390,33034,34754,726255,152445209
2017/12/11,33000,33050,32000,32450,▼550,－1.67%,33270,33508,33019,34813,1407108,152466515
2017/12/08,33200,33450,32600,33000,▼250,－0.75%,33400,33675,33012,34870,1038301,152537412
2017/12/07,33900,33950,33200,33250,▼650,－1.92%,33430,33763,33010,34929,978272,152825795
2017/12/06,33750,34400,33750,33900,▲150,＋0.44%,33510,33850,33003,34978,931273,153240675
2017/12/05,33000,33950,33000,33750,▲650,＋1.96%,33400,33880,33007,35020,782290,153184750
2017/12/04,33100,33150,32700,33100,▼50,－0.15%,33240,33930,33026,35064,585569,153279390
2017/12/01,33650,33850,33000,33150,▼500,－1.49%,33170,34020,33067,35115,857798,153312853
