[일시]기아차,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2005/07/04,13750,14350,13750,14100,▲400,＋2.92%,13750,13705,13700,13485,2091044,122782804
2005/07/01,13550,13800,13500,13700,▼50,－0.36%,13670,13705,13713,13455,1479475,122348744
2005/06/30,13500,13800,13500,13750,▲250,＋1.85%,13680,13733,13727,13429,1206861,123027154
2005/06/29,13850,13900,13500,13500,▼200,－1.46%,13690,13770,13738,13403,731073,122996214
2005/06/28,13550,13700,13500,13700,0.0,0.00%,13690,13818,13749,13379,627721,123158084
2005/06/27,13500,13700,13400,13700,▼50,－0.36%,13670,13845,13754,13355,743437,123162034
2005/06/24,13600,13750,13500,13750,▼50,－0.36%,13650,13860,13759,13332,611781,122935874
2005/06/23,13450,13850,13450,13800,▲300,＋2.22%,13600,13868,13772,13309,956782,122850624
2005/06/22,13450,13750,13450,13500,▼100,－0.74%,13590,13858,13788,13283,1096111,122616524
2005/06/21,13400,13600,13300,13600,0.0,0.00%,13610,13878,13800,13260,1164420,122529909
2005/06/20,13500,13600,13300,13600,▲100,＋0.74%,13570,13878,13809,13234,1158430,122496869
2005/06/17,13750,13750,13450,13500,▼250,－1.82%,13600,13893,13827,13207,1344674,122548219
2005/06/16,13600,13900,13550,13750,▲150,＋1.10%,13640,13908,13848,13179,1274900,123025229
2005/06/15,13300,13750,13300,13600,▲200,＋1.49%,13700,13903,13859,13148,1119164,123288129
2005/06/14,13750,13800,13350,13400,▼350,－2.55%,13750,13895,13869,13119,1296037,123527409
2005/06/13,13700,14000,13650,13750,▲50,＋0.36%,13830,13890,13880,13093,1263735,123635232
2005/06/10,14000,14250,13700,13700,▼350,－2.49%,13900,13845,13898,13062,449226,123693590
2005/06/09,13750,14050,13750,14050,▲200,＋1.44%,14010,13793,13923,13031,1550160,123801864
2005/06/08,13700,13900,13700,13850,▲50,＋0.36%,14100,13718,13950,12998,1009454,123814364
2005/06/07,13950,14100,13700,13800,▼300,－2.13%,14220,13660,13968,12965,1435366,124060184
2005/06/03,14250,14250,13950,14100,▼150,－1.05%,14310,13608,13981,12932,591989,124071744
2005/06/02,14650,14650,14050,14250,▼250,－1.72%,14290,13550,13993,12899,1247278,124078584
2005/06/01,14250,14600,14250,14500,▲50,＋0.35%,14220,13475,13994,12863,879915,123998614
2005/05/31,14200,14450,14150,14450,▲200,＋1.40%,14040,13378,13983,12826,744069,124071474
2005/05/30,14100,14300,13950,14250,▲250,＋1.79%,13930,13280,13975,12790,851038,123863274
2005/05/27,14000,14100,13800,14000,▲100,＋0.72%,13800,13185,13979,12753,980580,123801083
2005/05/26,13600,13900,13600,13900,▲300,＋2.21%,13780,13138,13991,12718,539738,123961563
2005/05/25,13750,13900,13500,13600,▼300,－2.16%,13760,13138,13996,12686,577156,123911603
2005/05/24,13650,13900,13600,13900,▲300,＋2.21%,13770,13168,14006,12656,349350,123785333
2005/05/23,13850,13900,13450,13600,▼300,－2.16%,13680,13175,14003,12624,862580,123710273
2005/05/20,13750,13950,13650,13900,▲100,＋0.72%,13620,13185,14004,12595,591342,123743213
2005/05/19,13650,13900,13600,13800,▲150,＋1.10%,13410,13178,13989,12564,1196370,123637873
2005/05/18,13450,13650,13350,13650,▲200,＋1.49%,13180,13173,13972,12533,1036060,123888533
2005/05/17,13500,13600,13200,13450,▲150,＋1.13%,12960,13180,13953,12504,1268840,123594323
2005/05/16,12850,13300,12750,13300,▲450,＋3.50%,12810,13173,13938,12479,976906,123171333
2005/05/13,12450,12950,12250,12850,▲200,＋1.58%,12700,13213,13930,12457,928495,122770573
2005/05/12,12400,12700,12250,12650,▲100,＋0.80%,12720,13290,13928,12442,1155810,122632823
2005/05/11,12550,12600,12300,12550,▼150,－1.18%,12740,13418,13930,12426,777859,122639103
2005/05/10,12900,12950,12550,12700,▼50,－0.39%,12740,13543,13931,12411,835490,122415055
2005/05/09,12850,12850,12500,12750,▼200,－1.54%,12700,13675,13932,12398,1002262,122224335
2005/05/06,12850,13150,12750,12950,▲200,＋1.57%,12620,13788,13933,12384,1420208,122021445
2005/05/04,12400,12950,12400,12750,▲200,＋1.59%,12640,13883,13928,12368,820468,121573945
2005/05/03,12400,12600,12200,12550,▲50,＋0.40%,12870,13973,13920,12352,1646760,121537765
2005/05/02,12450,12600,12400,12500,▲150,＋1.21%,13200,14065,13914,12341,984538,121308535
2005/04/29,12950,12950,12300,12350,▼700,－5.36%,13510,14150,13916,12331,3280209,121441705
2005/04/28,13800,13900,13000,13050,▼850,－6.12%,13800,14233,13918,12320,1870655,122396705
2005/04/27,14050,14150,13650,13900,▼300,－2.11%,13940,14280,13914,12304,1551105,123074179
2005/04/26,14050,14200,13800,14200,▲150,＋1.07%,13900,14310,13898,12279,1416002,123225069
2005/04/25,13600,14050,13600,14050,▲250,＋1.81%,13820,14340,13865,12248,1485410,123168239
2005/04/22,14000,14050,13750,13800,▲50,＋0.36%,13670,14348,13835,12218,908081,123359379
2005/04/21,13600,13800,13350,13750,▲50,＋0.36%,13730,14365,13805,12188,1078873,123218919
2005/04/20,13700,14000,13550,13700,▼100,－0.72%,13860,14410,13775,12157,1306140,123059979
2005/04/19,13500,13900,13300,13800,▲500,＋3.76%,14160,14463,13737,12127,906511,122750029
2005/04/18,13800,13900,13250,13300,▼800,－5.67%,14410,14495,13691,12097,1024093,122540739
2005/04/15,14100,14350,14000,14100,▼300,－2.08%,14820,14540,13656,12074,1396137,122414169
2005/04/14,14900,14950,14400,14400,▼800,－5.26%,15000,14538,13609,12046,1388155,122486799
2005/04/13,15050,15200,14850,15200,▲150,＋1.00%,15090,14558,13554,12014,1206173,122537689
2005/04/12,15200,15300,14700,15050,▼300,－1.95%,14960,14560,13484,11975,1144187,122717079
2005/04/11,14950,15500,14850,15350,▲350,＋2.33%,14830,14590,13417,11935,2041380,122752819
2005/04/08,15000,15050,14800,15000,▲150,＋1.01%,14600,14570,13343,11894,1287641,121770559
2005/04/07,14500,14850,14500,14850,▲300,＋2.06%,14400,14548,13271,11858,1759019,121365489
2005/04/06,14400,14650,14300,14550,▲150,＋1.04%,14230,14545,13198,11823,1064042,121484189
2005/04/04,14150,14550,14100,14400,▲200,＋1.41%,14220,14535,13132,11792,911460,121538669
2005/04/01,13800,14300,13800,14200,▲200,＋1.43%,14300,14505,13068,11769,1236396,121481979
2005/03/31,14200,14250,13950,14000,0.0,0.00%,14300,14495,13008,11744,1271399,121585989
2005/03/30,14400,14500,13900,14000,▼500,－3.45%,14330,14520,12957,11721,1597786,121602199
2005/03/29,14700,14800,14350,14500,▼300,－2.03%,14460,14555,12905,11699,1168119,121301779
2005/03/28,14200,15000,14200,14800,▲600,＋4.23%,14510,14540,12846,11674,1564281,121059459
2005/03/25,14050,14250,13950,14200,▲50,＋0.35%,14440,14510,12778,11647,976288,121473869
2005/03/24,14750,14800,13950,14150,▼500,－3.41%,14440,14485,12719,11619,2243202,121925219
2005/03/23,14600,14900,14300,14650,▼100,－0.68%,14420,14463,12658,11589,1181595,123238197
2005/03/22,14450,14950,14300,14750,▲300,＋2.08%,14450,14380,12588,11557,1202978,123300837
2005/03/21,14200,14650,14000,14450,▲250,＋1.76%,14550,14280,12511,11521,1394761,123565367
2005/03/18,14100,14350,14050,14200,▲150,＋1.07%,14790,14183,12438,11485,2446140,123437667
2005/03/17,14200,14500,13900,14050,▼750,－5.07%,14940,14103,12368,11457,2869760,123868587
2005/03/16,15000,15050,14550,14800,▼450,－2.95%,15040,14040,12305,11432,2306883,124559877
2005/03/15,15700,15800,15050,15250,▼400,－2.56%,15040,13935,12227,11400,2564710,125270347
2005/03/14,14750,15750,14750,15650,▲700,＋4.68%,14860,13813,12138,11366,2488587,124456677
2005/03/11,14550,15050,14550,14950,▲400,＋2.75%,14490,13660,12046,11330,1499522,123853927
2005/03/10,14650,14750,14400,14550,▼250,－1.69%,14300,13550,11962,11297,2561850,123859287
2005/03/09,14150,14800,14000,14800,▲450,＋3.14%,14290,13463,11882,11269,2597357,123612997
2005/03/08,14250,14400,14000,14350,▲550,＋3.99%,14270,13358,11805,11235,2903398,123425311
2005/03/07,14150,14300,13750,13800,▼200,－1.43%,14240,13253,11732,11205,3135035,122116457
2005/03/04,14450,14600,13700,14000,▼500,－3.45%,14320,13173,11669,11179,3430419,121476497
2005/03/03,14700,14750,14350,14500,▼200,－1.36%,14260,13103,11605,11151,2934133,122176417
2005/03/02,14400,15200,14300,14700,▲500,＋3.52%,14100,13003,11527,11119,4123793,122160367
2005/02/28,14200,14600,14050,14200,0.0,0.00%,13760,12908,11446,11085,2182751,121902187
2005/02/25,13750,14450,13700,14200,▲500,＋3.65%,13470,12845,11376,11055,3240394,121824317
2005/02/24,13950,14000,13600,13700,0.0,0.00%,13130,12745,11306,11024,3600324,121981289
2005/02/23,13050,14100,13050,13700,▲700,＋5.38%,12910,12673,11245,10994,6930867,122253949
2005/02/22,12950,13250,12900,13000,▲250,＋1.96%,12730,12588,11186,10966,3388382,122441859
2005/02/21,12800,13150,12700,12750,▲250,＋2.00%,12670,12535,11139,10943,3301551,123074402
2005/02/18,12550,12600,12350,12500,▼100,－0.79%,12680,12468,11095,10920,3365989,124028082
2005/02/17,12950,13050,12550,12600,▼200,－1.56%,12700,12395,11055,10899,3325311,125212202
2005/02/16,12700,12850,12550,12800,▲100,＋0.79%,12730,12325,11020,10876,967111,125541782
2005/02/15,12650,12950,12450,12700,▼100,－0.78%,12730,12250,10985,10851,1101029,125496002
2005/02/14,12700,12900,12600,12800,▲200,＋1.59%,12730,12170,10956,10826,1351671,125694152
2005/02/11,12750,12750,12300,12600,▼150,－1.18%,12620,12080,10921,10799,677160,125806342
2005/02/07,12850,12950,12700,12750,▼50,－0.39%,12540,12000,10891,10771,1751742,125731059
2005/02/04,12600,13000,12250,12800,▲100,＋0.79%,12510,11910,10865,10743,4881361,126210243
2005/02/03,12250,12700,12100,12700,▲450,＋3.67%,12450,11803,10836,10717,3911690,129276083
2005/02/02,12200,12550,12200,12250,▲50,＋0.41%,12470,11693,10807,10692,2752412,131257027
2005/02/01,12550,12650,12150,12200,▼400,－3.17%,12610,11608,10785,10669,2730673,131650467
2005/01/31,12300,12650,12300,12600,▲100,＋0.80%,12610,11528,10767,10643,1637587,131808107
2005/01/28,12650,12700,12100,12500,▼300,－2.34%,12540,11428,10746,10613,2037983,131796167
2005/01/27,12800,12850,12500,12800,▼150,－1.16%,12440,11348,10722,10583,2665980,131929142
2005/01/26,12300,13050,12300,12950,▲750,＋6.15%,12270,11253,10694,10548,2896521,131179047
2005/01/25,12200,12300,12100,12200,▼50,－0.41%,11960,11153,10661,10514,1067302,131258377
2005/01/24,11850,12550,11850,12250,▲250,＋2.08%,11730,11078,10631,10485,1490591,131056897
2005/01/21,11950,12100,11800,12000,▲50,＋0.42%,11520,11000,10601,10457,1708673,130612547
2005/01/20,11300,12050,11300,11950,▲550,＋4.82%,11380,10925,10571,10432,3635182,131085842
2005/01/19,11150,11500,11100,11400,▲350,＋3.17%,11210,10848,10539,10408,2285796,131083667
2005/01/18,11200,11200,11000,11050,▼150,－1.34%,11130,10785,10518,10388,730963,131316817
2005/01/17,11300,11500,11150,11200,▼100,－0.88%,11120,10735,10502,10372,2253131,131472087
2005/01/14,11100,11300,10800,11300,▲200,＋1.80%,11070,10678,10491,10354,1425825,132101153
2005/01/13,11250,11500,10900,11100,▲100,＋0.91%,10940,10625,10483,10336,2269869,132229863
2005/01/12,11050,11350,10900,11000,0.0,0.00%,10820,10575,10474,10319,7717825,132529553
2005/01/11,11000,11000,10650,11000,▲50,＋0.46%,10730,10522,10466,10304,869596,126846773
2005/01/10,10850,10950,10750,10950,▲300,＋2.82%,10650,10477,10454,10289,817551,126688883
2005/01/07,10500,10700,10500,10650,▲150,＋1.43%,10580,10425,10444,10275,455900,126479123
2005/01/06,10550,10600,10450,10500,▼50,－0.47%,10630,10382,10446,10264,606436,126398573
2005/01/05,10550,10600,10500,10550,▼50,－0.47%,10710,10365,10448,10254,581109,126419323
2005/01/04,10600,10750,10500,10600,0.0,0.00%,10790,10335,10453,10243,549546,126524193
2005/01/03,11000,11050,10600,10600,▼300,－2.75%,10810,10307,10469,10231,521523,126662883
2004/12/30,10850,11000,10700,10900,0.0,0.00%,10830,10285,10479,10218,683901,126799423
2004/12/29,10600,10900,10550,10900,▼50,－0.46%,10750,10232,10486,10201,592790,126634213
2004/12/28,10700,10950,10650,10950,▲250,＋2.34%,10650,10177,10492,10183,1720833,126553513
2004/12/27,10600,10750,10550,10700,0.0,0.00%,10490,10129,10502,10164,13042442,126709783
2004/12/24,10350,10700,10350,10700,▲200,＋1.90%,10360,10094,10516,10150,1309541,126754163
2004/12/23,10400,10500,10350,10500,▲100,＋0.96%,10230,10062,10519,10138,1488360,127084693
2004/12/22,10150,10400,10150,10400,▲250,＋2.46%,10180,10047,10521,10128,1534165,127005193
2004/12/21,9950,10150,9950,10150,▲100,＋1.00%,10120,10034,10526,10119,1421350,127306743
2004/12/20,10050,10100,9930,10050,0.0,0.00%,10078,10032,10531,10116,1146451,127508513
2004/12/17,10300,10350,10000,10050,▼200,－1.95%,10088,10034,10533,10114,1030931,128114923
2004/12/16,10150,10400,10150,10250,▲150,＋1.49%,10060,10057,10546,10110,1471812,128265373
2004/12/15,9960,10100,9950,10100,▲160,＋1.61%,9968,10079,10559,10103,629809,128085803
2004/12/14,10000,10100,9870,9940,▼160,－1.58%,9978,10122,10574,10099,602652,128058883
2004/12/13,9910,10100,9900,10100,▲190,＋1.92%,9980,10162,10593,10093,642040,128027583
2004/12/10,9850,9920,9790,9910,▲120,＋1.23%,9970,10197,10614,10084,925216,127925813
2004/12/09,10100,10150,9790,9790,▼360,－3.55%,10018,10259,10631,10079,2593869,127427138
2004/12/08,9950,10150,9950,10150,▲200,＋2.01%,10030,10322,10655,10075,689023,128668538
2004/12/07,10000,10150,9950,9950,▼100,－1.00%,9960,10365,10665,10069,565511,128523498
2004/12/06,10150,10150,9870,10050,▼100,－0.99%,9968,10412,10679,10068,689703,128281518
2004/12/03,9950,10150,9950,10150,▲300,＋3.05%,9958,10467,10689,10065,971984,128070458
2004/12/02,10000,10200,9830,9850,▲50,＋0.51%,9938,10525,10697,10062,1794433,127923658
2004/12/01,9980,9990,9720,9800,▼190,－1.90%,10008,10587,10710,10059,1510870,128119318
2004/11/30,10000,10050,9920,9990,▼10,－0.10%,10078,10652,10725,10056,1922000,128527468
2004/11/29,10100,10200,10000,10000,▼50,－0.50%,10100,10700,10735,10055,1022160,128884838
2004/11/26,10150,10250,9990,10050,▼150,－1.47%,10120,10720,10743,10053,2057096,128949658
2004/11/25,10350,10350,10100,10200,▲50,＋0.49%,10210,10743,10744,10053,1329443,128555548
2004/11/24,10100,10200,9980,10150,▲50,＋0.50%,10310,10740,10745,10053,2676035,128632498
2004/11/23,10150,10200,9980,10100,0.0,0.00%,10470,10735,10748,10044,1958564,130185353
2004/11/22,10350,10500,10000,10100,▼400,－3.81%,10600,10738,10746,10034,1504143,131137833
2004/11/19,10650,10700,10400,10500,▼200,－1.87%,10740,10738,10743,10028,1128583,131820174
2004/11/18,10800,10950,10650,10700,▼250,－2.28%,10870,10740,10732,10021,988520,131947284
2004/11/17,10900,11100,10850,10950,▲200,＋1.86%,10940,10745,10717,10011,972748,131835734
2004/11/16,10700,10850,10550,10750,▼50,－0.46%,10950,10725,10697,10003,907802,131738414
2004/11/15,11150,11150,10750,10800,▼350,－3.14%,10980,10715,10677,9996,1606179,131689024
2004/11/12,11150,11300,10950,11150,▲100,＋0.90%,11050,10688,10652,9984,1220272,132467404
2004/11/11,11000,11300,10850,11050,▲50,＋0.45%,11080,10648,10622,9973,805879,132785984
2004/11/10,11050,11200,10950,11000,▲100,＋0.92%,11090,10633,10598,9964,815217,132667884
2004/11/09,11150,11250,10800,10900,▼250,－2.24%,11110,10615,10576,9955,676285,132808854
2004/11/08,11400,11400,10950,11150,▼150,－1.33%,11120,10613,10553,9947,556311,132653304
2004/11/05,11300,11550,11250,11300,▲200,＋1.80%,10970,10633,10518,9936,1465671,132491074
2004/11/04,11200,11250,11000,11100,0.0,0.00%,10810,10628,10481,9926,847358,132232624
2004/11/03,11100,11250,10850,11100,▲150,＋1.37%,10620,10638,10444,9919,1410190,132237954
2004/11/02,10600,11100,10600,10950,▲550,＋5.29%,10410,10648,10403,9914,1631727,131990984
2004/11/01,10450,10600,10300,10400,▼100,－0.95%,10250,10678,10367,9913,642450,131658674
2004/10/29,10350,10650,10250,10500,▲350,＋3.45%,10190,10733,10339,9910,2217719,131715324
2004/10/28,10250,10300,10050,10150,▲100,＋1.00%,10200,10753,10312,9910,1034075,131548304
2004/10/27,10300,10350,10000,10050,▼100,－0.99%,10330,10775,10293,9919,756870,132085884
2004/10/26,10000,10300,10000,10150,▲50,＋0.50%,10430,10808,10277,9927,970927,132124424
2004/10/25,10300,10400,10000,10100,▼450,－4.27%,10510,10823,10257,9934,1106030,131989854
2004/10/22,11000,11100,10550,10550,▼250,－2.31%,10540,10828,10242,9940,777333,131849654
2004/10/21,10550,11150,10500,10800,▲250,＋2.37%,10500,10843,10217,9943,2739224,131813373
2004/10/20,10650,10700,10550,10550,0.0,0.00%,10490,10853,10189,9948,1507849,131670183
2004/10/19,10400,10550,10350,10550,▲300,＋2.93%,10510,10875,10164,9956,854167,131483403
2004/10/18,10350,10550,10250,10250,▼100,－0.97%,10570,10903,10141,9964,949164,131457693
2004/10/15,10750,10950,10300,10350,▼400,－3.72%,10830,10958,10125,9972,1613878,131703983
2004/10/14,10650,10850,10550,10750,▲100,＋0.94%,11000,10988,10106,9984,1342575,132161063
2004/10/13,11000,11100,10500,10650,▼200,－1.84%,11110,11010,10083,9992,1396464,131747273
2004/10/12,11400,11500,10850,10850,▼700,－6.06%,11240,11015,10059,10003,1066993,132031773
2004/10/11,11200,11550,11150,11550,▲350,＋3.13%,11380,11013,10032,10013,846378,132379673
2004/10/08,11100,11400,11050,11200,▼100,－0.88%,11370,10968,9993,10017,1048448,132336748
2004/10/07,11250,11300,11050,11300,0.0,0.00%,11310,10938,9958,10021,1557700,132174708
2004/10/06,11500,11500,11100,11300,▼250,－2.16%,11170,10905,9916,10025,1062115,132528845
2004/10/05,11500,11650,11300,11550,▲50,＋0.43%,11050,10875,9873,10027,1346909,132802475
2004/10/04,11000,11500,11000,11500,▲600,＋5.50%,10830,10828,9826,10028,1968583,132911515
2004/10/01,10500,10900,10500,10900,▲300,＋2.83%,10570,10778,9785,10031,775840,132738275
2004/09/30,10500,10800,10350,10600,▼100,－0.93%,10560,10738,9757,10043,881370,132722545
2004/09/24,10350,10700,10250,10700,▲250,＋2.39%,10640,10720,9735,10058,850160,132784259
2004/09/23,10150,10500,10150,10450,▲250,＋2.45%,10700,10700,9713,10068,491862,132560189
2004/09/22,10950,11000,10150,10200,▼650,－5.99%,10830,10677,9701,10078,1635001,132525219
2004/09/21,11000,11100,10850,10850,▼150,－1.36%,11060,10664,9696,10092,562540,132801599
2004/09/20,10950,11150,10900,11000,0.0,0.00%,11080,10613,9673,10100,842661,132809219
2004/09/17,11000,11100,10900,11000,▼100,－0.90%,11120,10553,9648,10108,930808,132899799
2004/09/16,11100,11450,11050,11100,▼250,－2.20%,11070,10491,9625,10118,903640,132752889
2004/09/15,11050,11350,11000,11350,▲400,＋3.65%,11010,10414,9593,10125,731718,133111049
2004/09/14,11150,11250,10900,10950,▼250,－2.23%,10870,10310,9554,10128,1138406,132969579
2004/09/13,10850,11200,10800,11200,▲450,＋4.19%,10800,10230,9527,10136,1215468,132711549
2004/09/10,10750,10850,10550,10750,▼50,－0.46%,10690,10152,9496,10139,686681,132365989
2004/09/09,10650,10900,10550,10800,▲150,＋1.41%,10680,10098,9472,10146,1210323,132362539
2004/09/08,10600,10800,10500,10650,▲50,＋0.47%,10640,10033,9456,10152,551120,132177309
2004/09/07,10900,11000,10550,10600,▼50,－0.47%,10610,9954,9441,10159,1490340,131843639
2004/09/06,10850,10850,10550,10650,▼50,－0.47%,10510,9878,9427,10165,692947,131734559
2004/09/03,10700,10800,10600,10700,▲100,＋0.94%,10430,9790,9408,10168,805790,131746309
2004/09/02,10350,10750,10350,10600,▲100,＋0.95%,10350,9685,9388,10166,790788,131530329
2004/09/01,10050,10500,10050,10500,▲400,＋3.96%,10228,9595,9374,10167,856714,131406279
2004/08/31,10050,10250,9980,10100,▼150,－1.46%,10114,9507,9363,10173,909446,131189379
2004/08/30,10350,10450,10100,10250,▼50,－0.49%,10062,9446,9361,10185,435546,131223180
2004/08/27,10100,10600,10000,10300,▲310,＋3.10%,9972,9383,9360,10196,2141993,131162986
2004/08/26,9930,10000,9900,9990,▲60,＋0.60%,9864,9323,9341,10207,641649,130789476
2004/08/25,9900,9950,9800,9930,▲90,＋0.91%,9776,9273,9322,10221,620050,130482706
2004/08/24,10000,10000,9670,9840,▲40,＋0.41%,9644,9234,9313,10237,548386,130405777
2004/08/23,9960,10050,9760,9800,▲40,＋0.41%,9548,9195,9310,10250,1166053,130326757
2004/08/20,9650,9840,9580,9760,▲210,＋2.20%,9514,9160,9305,10262,790702,130115117
2004/08/19,9280,9770,9270,9550,▲280,＋3.02%,9498,9127,9309,10272,1582608,129891617
2004/08/18,9440,9530,9270,9270,▼90,－0.96%,9488,9106,9315,10281,816903,130234727
2004/08/17,9730,9800,9300,9360,▼270,－2.80%,9446,9107,9317,10293,657960,130453785
2004/08/16,9670,9670,9400,9630,▼50,－0.52%,9392,9102,9324,10303,580381,130530815
2004/08/13,9500,9740,9320,9680,▲180,＋1.89%,9244,9087,9330,10312,1054177,130541915
2004/08/12,9150,9500,9060,9500,▲440,＋4.86%,9028,9065,9333,10322,1308603,130333125
2004/08/11,9130,9150,8940,9060,▼30,－0.33%,8888,9052,9342,10334,706444,130091255
2004/08/10,8870,9090,8820,9090,▲200,＋2.25%,8822,9059,9355,10345,1399611,130123125
2004/08/09,8690,8890,8600,8890,▲290,＋3.37%,8780,9057,9372,10357,737563,130253045
2004/08/06,8700,8860,8580,8600,▼200,－2.27%,8800,9052,9393,10370,985071,130178885
2004/08/05,8730,8800,8450,8800,▲70,＋0.80%,8900,9059,9425,10384,1486194,130165215
2004/08/04,8810,8840,8550,8730,▼150,－1.69%,8938,9056,9458,10399,1021803,130425760
2004/08/03,9140,9140,8840,8880,▼110,－1.22%,9022,9072,9482,10416,924391,130449750
2004/08/02,9000,9190,8990,8990,▼110,－1.21%,9060,9088,9508,10432,579251,130529650
2004/07/30,9000,9140,8960,9100,▲110,＋1.22%,9082,9103,9545,10448,304439,130248380
2004/07/29,9200,9200,8920,8990,▼160,－1.75%,9080,9117,9577,10463,558999,130189610
2004/07/28,9190,9200,9010,9150,▲80,＋0.88%,9110,9154,9610,10475,390930,130199420
2004/07/27,9190,9190,9040,9070,▼30,－0.33%,9138,9190,9639,10484,378239,130269830
2004/07/26,9050,9160,9020,9100,▲10,＋0.11%,9174,9211,9670,10492,334450,130292160
2004/07/23,9140,9220,9020,9090,▼50,－0.55%,9220,9231,9707,10505,446185,130199240
2004/07/22,9060,9160,8970,9140,▼150,－1.61%,9252,9257,9748,10520,399312,129995500
2004/07/21,9410,9470,9230,9290,▲40,＋0.43%,9270,9260,9787,10540,633750,129883970
2004/07/20,9250,9360,9220,9250,▼80,－0.86%,9254,9246,9820,10559,650670,129803051
2004/07/19,9250,9370,9210,9330,▲80,＋0.86%,9214,9250,9861,10579,551893,129413441
2004/07/16,9230,9260,8850,9250,▲20,＋0.22%,9106,9250,9901,10600,676140,129353691
2004/07/15,9230,9250,8950,9230,▲20,＋0.22%,9004,9254,9946,10622,685521,129105421
2004/07/14,9100,9320,9060,9210,▲160,＋1.77%,8904,9285,9994,10644,1503606,128994891
2004/07/13,8810,9140,8810,9050,▲260,＋2.96%,8872,9309,10041,10668,1627927,128436761
2004/07/12,8760,8880,8700,8790,▲50,＋0.57%,8902,9346,10085,10695,849775,127900331
2004/07/09,8700,8820,8640,8740,▲10,＋0.11%,9002,9382,10134,10723,930167,127912071
2004/07/08,8920,8990,8730,8730,▼320,－3.54%,9132,9420,10180,10747,1987350,128111611
2004/07/07,9000,9150,8950,9050,▼150,－1.63%,9332,9472,10231,10772,1936783,128787241
2004/07/06,9300,9390,9000,9200,▼90,－0.97%,9496,9512,10277,10795,759968,129396361
2004/07/05,9360,9480,9190,9290,▼100,－1.06%,9554,9550,10330,10817,523180,129865451
2004/07/02,9500,9650,9350,9390,▼340,－3.49%,9594,9595,10380,10836,549921,129944171
2004/07/01,9950,10100,9700,9730,▼140,－1.42%,9638,9583,10423,10857,652760,129949921
2004/06/30,9630,9890,9590,9870,▲380,＋4.00%,9534,9541,10456,10874,706210,129815569
2004/06/29,9540,9610,9380,9490,0.0,0.00%,9360,9517,10489,10887,706450,129639182
2004/06/28,9600,9600,9220,9490,▼120,－1.25%,9330,9524,10527,10899,437182,129824682
2004/06/25,9210,9620,9140,9610,▲400,＋4.34%,9298,9526,10568,10909,963670,129727252
2004/06/24,9110,9270,9110,9210,▲210,＋2.33%,9242,9544,10612,10916,677884,129425222
2004/06/23,9310,9450,9000,9000,▼340,－3.64%,9368,9578,10656,10926,740906,129373052
2004/06/22,9270,9370,9000,9340,▲10,＋0.11%,9508,9598,10702,10940,651419,129552952
2004/06/21,9250,9610,9250,9330,0.0,0.00%,9596,9621,10745,10951,545283,129641978
2004/06/18,9670,9840,9290,9330,▼510,－5.18%,9632,9653,10782,10964,707990,129649588
2004/06/17,9890,9890,9510,9840,▲140,＋1.44%,9666,9681,10820,10978,428779,129843008
2004/06/16,9990,10100,9680,9700,▼80,－0.82%,9652,9689,10848,10985,645750,129789383
2004/06/15,9530,9910,9250,9780,▲270,＋2.84%,9682,9696,10877,10994,831880,129703223
2004/06/14,9480,9840,9460,9510,▲10,＋0.11%,9718,9712,10904,11004,722810,129530793
2004/06/11,9860,9900,9490,9500,▼270,－2.76%,9856,9747,10927,11017,1360542,129297713
2004/06/10,10000,10050,9750,9770,▼80,－0.81%,9786,9797,10944,11028,2312749,128762553
2004/06/09,10100,10250,9770,9850,▼110,－1.10%,9608,9848,10959,11039,655250,129136593
2004/06/08,10350,10450,9870,9960,▼240,－2.35%,9516,9863,10982,11047,726322,129058943
2004/06/07,9500,10300,9400,10200,▲1050,＋11.48%,9450,9888,11010,11058,2077515,129102923
2004/06/04,9030,9370,8930,9150,▲270,＋3.04%,9316,9938,11033,11063,1176311,128785043
2004/06/03,9460,9600,8870,8880,▼510,－5.43%,9480,10030,11073,11076,1108810,128745203
2004/06/02,9600,9630,9330,9390,▼240,－2.49%,9682,10136,11120,11091,747948,129020333
2004/06/01,9600,9790,9580,9630,▲100,＋1.05%,9684,10212,11160,11102,845332,129224753
2004/05/31,9810,9900,9450,9530,▼440,－4.41%,9718,10275,11189,11112,529740,129383293
2004/05/28,10000,10200,9950,9970,▲80,＋0.81%,9806,10364,11220,11120,910411,129499383
2004/05/27,9610,9940,9610,9890,▲490,＋5.21%,9792,10443,11235,11125,1096362,129619523
2004/05/25,9710,9760,9260,9400,▼400,－4.08%,9814,10523,11248,11127,1718968,129466558
2004/05/24,10050,10100,9770,9800,▼170,－1.71%,9902,10616,11269,11131,1558274,129450018
2004/05/21,9950,9990,9770,9970,▲70,＋0.71%,9962,10713,11281,11131,525610,129651728
2004/05/20,9920,10100,9800,9900,▼100,－1.00%,10008,10800,11295,11129,1174500,129784888
2004/05/19,9760,10150,9750,10000,▲160,＋1.63%,10128,10902,11311,11124,1537825,129422738
2004/05/18,9710,10250,9710,9840,▼260,－2.57%,10288,11010,11327,11118,1570369,129932358
2004/05/17,10450,10450,9880,10100,▼100,－0.98%,10350,11118,11336,11117,1241181,130236528
