[일시]금호전기,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2019/01/30,6280,6290,6200,6250,▼30,－0.48%,6272,6250,6524,6871,11075,103992
2019/01/29,6290,6300,6210,6280,0.0,0.00%,6266,6264,6532,6879,11774,103302
2019/01/28,6320,6330,6230,6280,0.0,0.00%,6250,6281,6537,6888,17453,104233
2019/01/25,6280,6310,6250,6280,▲10,＋0.16%,6238,6296,6539,6895,20029,105722
2019/01/24,6220,6290,6150,6270,▲50,＋0.80%,6236,6312,6539,6903,31361,104830
2019/01/23,6190,6220,6070,6220,▲20,＋0.32%,6236,6333,6551,6911,27655,100896
2019/01/22,6160,6220,6160,6200,▼20,－0.32%,6250,6357,6571,6919,16317,98214
2019/01/21,6260,6270,6150,6220,▼50,－0.80%,6258,6385,6590,6926,41543,98390
2019/01/18,6270,6350,6210,6270,0.0,0.00%,6260,6414,6606,6932,26721,103980
2019/01/17,6290,6310,6230,6270,▼20,－0.32%,6242,6440,6627,6939,21386,111828
2019/01/16,6240,6320,6180,6290,▲50,＋0.80%,6246,6466,6655,6946,17301,121911
2019/01/15,6230,6300,6180,6240,▲10,＋0.16%,6244,6508,6677,6953,17911,125969
2019/01/14,6160,6240,6150,6230,▲50,＋0.81%,6234,6545,6689,6960,28778,130150
2019/01/11,6300,6320,6100,6180,▼110,－1.75%,6224,6573,6702,6968,36007,138442
2019/01/10,6250,6300,6190,6290,▲10,＋0.16%,6218,6609,6715,6976,11537,143750
2019/01/09,6190,6280,6180,6280,▲90,＋1.45%,6244,6647,6725,6984,16329,143617
2019/01/08,6180,6250,6100,6190,▲10,＋0.16%,6296,6695,6735,6992,10858,149352
2019/01/07,6190,6260,6140,6180,▲30,＋0.49%,6380,6755,6746,7000,22164,151587
2019/01/04,6420,6420,5960,6150,▼270,－4.21%,6460,6788,6761,7009,62218,154404
2019/01/03,6490,6530,6380,6420,▼120,－1.83%,6550,6803,6776,7017,9784,152798
2019/01/02,6670,6670,6460,6540,▼70,－1.06%,6604,6801,6786,7023,4659,152862
2018/12/28,6580,6640,6490,6610,▲30,＋0.46%,6636,6792,6795,7027,13059,147868
2018/12/27,6650,6650,6490,6580,▼20,－0.30%,6666,6784,6802,7032,8334,147633
2018/12/26,6390,6600,6390,6600,▼90,－1.35%,6710,6780,6813,7038,9519,147660
2018/12/24,6860,6860,6600,6690,▼10,－0.15%,6750,6775,6825,7043,2431,147274
2018/12/21,6820,6820,6610,6700,▼60,－0.89%,6768,6765,6837,7050,5352,147274
2018/12/20,6800,6880,6670,6760,▼40,－0.59%,6856,6753,6849,7055,6842,142391
2018/12/19,6800,6980,6620,6800,0.0,0.00%,6900,6742,6861,7061,6906,142670
2018/12/18,6900,6900,6720,6800,▲20,＋0.29%,6896,6731,6871,7067,11234,142239
2018/12/17,7080,7120,6780,6780,▼360,－5.04%,6916,6718,6882,7073,22063,142269
2018/12/14,7110,7270,6980,7140,▲160,＋2.29%,6970,6706,6893,7080,65387,141418
2018/12/13,6820,6980,6640,6980,▲200,＋2.95%,6992,6672,6899,7082,21708,143723
2018/12/12,6860,7060,6700,6780,▼120,－1.74%,7074,6643,6906,7087,25330,143114
2018/12/11,7020,7120,6790,6900,▼150,－2.13%,7086,6628,6917,7094,21222,152199
2018/12/10,7250,7440,6900,7050,▼200,－2.76%,6996,6606,6925,7100,35529,152874
2018/12/07,7360,7400,7210,7250,▼140,－1.89%,6862,6580,6931,7107,30168,153476
2018/12/06,6910,7960,6910,7390,▲550,＋8.04%,6684,6547,6934,7112,293096,152997
2018/12/05,6450,6870,6380,6840,▲390,＋6.05%,6494,6507,6935,7118,71544,153027
2018/12/04,6400,6490,6350,6450,▲70,＋1.10%,6426,6499,6945,7128,5871,153691
2018/12/03,6260,6390,6250,6380,▲20,＋0.31%,6436,6504,6961,7143,17645,154072
2018/11/30,6330,6400,6240,6360,▼80,－1.24%,6458,6522,6979,7158,7623,153863
2018/11/29,6500,6500,6310,6440,▼60,－0.92%,6478,6540,6997,7174,8106,153727
2018/11/28,6500,6510,6410,6500,0.0,0.00%,6500,6547,7013,7190,7002,153317
2018/11/27,6400,6530,6400,6500,▲10,＋0.15%,6516,6542,7026,7206,6785,153907
2018/11/26,6540,6540,6330,6490,▲30,＋0.46%,6524,6532,7040,7222,5313,153881
2018/11/23,6550,6630,6340,6460,▼90,－1.37%,6534,6557,7056,7237,2715,153999
2018/11/22,6640,6640,6420,6550,▼30,－0.46%,6532,6603,7071,7255,4798,154959
2018/11/21,6540,6590,6450,6580,▲40,＋0.61%,6502,6644,7085,7271,7966,152530
2018/11/20,6540,6590,6360,6540,0.0,0.00%,6484,6674,7096,7285,7089,152893
2018/11/19,6550,6710,6480,6540,▲90,＋1.40%,6466,6724,7105,7302,4100,152893
2018/11/16,6410,6540,6360,6450,▲50,＋0.78%,6464,6794,7115,7321,7029,152929
2018/11/15,6550,6550,6320,6400,▼90,－1.39%,6492,6852,7126,7338,6002,153042
2018/11/14,6450,6570,6380,6490,▲40,＋0.62%,6532,6879,7138,7356,3885,154653
2018/11/13,6400,6530,6350,6450,▼80,－1.23%,6568,6904,7148,7374,10592,154562
2018/11/12,6590,6590,6450,6530,▼60,－0.91%,6590,6930,7159,7391,13726,154158
2018/11/09,6610,6670,6520,6590,▼10,－0.15%,6632,6950,7170,7411,13119,154143
2018/11/08,6740,6740,6510,6600,▼70,－1.05%,6658,6964,7179,7431,21437,155349
2018/11/07,6560,6690,6560,6670,▲110,＋1.68%,6654,6977,7190,7449,15455,155284
2018/11/06,6760,6800,6530,6560,▼180,－2.67%,6600,6996,7200,7462,21207,155044
2018/11/05,6720,6820,6590,6740,▲20,＋0.30%,6548,7021,7210,7475,19501,155572
2018/11/02,6470,6800,6470,6720,▲140,＋2.13%,6598,7036,7218,7487,32296,155606
2018/11/01,6370,6700,6370,6580,▲180,＋2.81%,6728,7053,7227,7499,23914,154837
2018/10/31,6390,6600,6150,6400,▲100,＋1.59%,6886,7076,7238,7514,79644,153846
2018/10/30,6990,6990,6140,6300,▼690,－9.87%,7044,7117,7251,7530,91138,151710
2018/10/29,7800,8780,6990,6990,▼380,－5.16%,7290,7168,7267,7545,242398,151602
2018/10/26,7290,7650,6810,7370,0.0,0.00%,7480,7189,7270,7554,54222,147140
2018/10/25,7000,7400,7000,7370,▲180,＋2.50%,7530,7193,7267,7560,29745,146928
2018/10/24,7500,7650,7030,7190,▼340,－4.52%,7442,7196,7261,7567,52007,146941
2018/10/23,7940,7960,7430,7530,▼410,－5.16%,7404,7209,7259,7575,31436,146263
2018/10/22,7430,8100,7270,7940,▲320,＋4.20%,7290,7204,7251,7581,59845,144273
2018/10/19,6930,7620,6750,7620,▲690,＋9.96%,7088,7180,7237,7588,28812,132585
2018/10/18,6850,7030,6800,6930,▼70,－1.00%,6940,7173,7228,7586,3170,132626
2018/10/17,7100,7100,6870,7000,▲40,＋0.57%,6926,7198,7231,7589,1463,132626
2018/10/16,6990,7100,6940,6960,▲30,＋0.43%,6936,7218,7234,7591,994,132626
2018/10/15,6950,6950,6780,6930,▲50,＋0.73%,6954,7240,7238,7592,528,132626
2018/10/12,6610,6990,6610,6880,▲20,＋0.29%,6976,7263,7244,7594,5085,132626
2018/10/11,6910,6910,6700,6860,▼190,－2.70%,7014,7291,7249,7597,12924,131150
2018/10/10,7040,7050,6800,7050,0.0,0.00%,7048,7320,7254,7600,7768,131094
2018/10/08,7040,7050,6800,7050,▲10,＋0.14%,7084,7341,7258,7601,6742,132037
2018/10/05,7140,7140,6800,7040,▼30,－0.42%,7136,7359,7259,7603,10128,138256
2018/10/04,7030,7070,6850,7070,▲40,＋0.57%,7212,7381,7260,7606,20456,140981
2018/10/02,7230,7230,6950,7030,▼200,－2.77%,7286,7397,7259,7608,9476,149031
2018/10/01,7310,7380,7110,7230,▼80,－1.09%,7368,7415,7263,7611,19655,152368
2018/09/28,7500,7500,7310,7310,▼110,－1.48%,7412,7420,7263,7613,8585,159319
2018/09/27,7440,7490,7370,7420,▼20,－0.27%,7436,7422,7262,7614,2562,159619
2018/09/21,7440,7490,7270,7440,0.0,0.00%,7444,7421,7262,7615,5872,159939
2018/09/20,7480,7480,7320,7440,▼10,－0.13%,7452,7419,7261,7614,2423,160258
2018/09/19,7490,7490,7350,7450,▲20,＋0.27%,7450,7415,7262,7615,5237,160606
2018/09/18,7460,7470,7360,7430,▼30,－0.40%,7440,7404,7262,7616,4790,161166
2018/09/17,7580,7580,7360,7460,▼20,－0.27%,7432,7388,7264,7617,2799,161451
2018/09/14,7430,7490,7410,7480,▲50,＋0.67%,7420,7372,7266,7619,6446,161952
2018/09/13,7400,7430,7330,7430,▲30,＋0.41%,7412,7353,7265,7621,6098,161705
2018/09/12,7400,7450,7340,7400,▲10,＋0.14%,7414,7336,7268,7625,5817,161610
2018/09/11,7400,7440,7300,7390,▼10,－0.14%,7428,7323,7270,7629,2019,161614
2018/09/10,7330,7420,7300,7400,▼40,－0.54%,7430,7307,7275,7633,3922,161621
2018/09/07,7440,7470,7330,7440,0.0,0.00%,7446,7297,7283,7638,1831,161579
2018/09/06,7480,7480,7340,7440,▼30,－0.40%,7436,7283,7291,7641,9026,161817
2018/09/05,7490,7500,7410,7470,▲70,＋0.95%,7428,7273,7301,7644,10668,161768
2018/09/04,7480,7480,7350,7400,▼80,－1.07%,7400,7262,7312,7647,4088,161565
2018/09/03,7450,7700,7390,7480,▲90,＋1.22%,7388,7252,7325,7650,9109,161483
2018/08/31,7400,7450,7330,7390,▼10,－0.14%,7372,7239,7337,7651,1007,161606
2018/08/30,7330,7470,7250,7400,▲70,＋0.95%,7376,7231,7352,7653,4552,161649
2018/08/29,7250,7330,7250,7330,▼10,－0.14%,7368,7224,7368,7653,3761,161039
2018/08/28,7400,7400,7230,7340,▼60,－0.81%,7348,7217,7386,7654,19407,160616
2018/08/27,7410,7480,7300,7400,▼10,－0.13%,7302,7212,7404,7655,10234,161814
2018/08/24,7360,7490,7320,7410,▲50,＋0.68%,7248,7201,7419,7657,22221,163873
2018/08/23,7280,7380,7140,7360,▲130,＋1.80%,7186,7188,7438,7658,24392,169736
2018/08/22,7110,7300,7070,7230,▲120,＋1.69%,7134,7172,7458,7660,16785,180230
2018/08/21,7070,7170,7000,7110,▼20,－0.28%,7114,7163,7475,7662,11685,181637
2018/08/20,7060,7150,7060,7130,▲30,＋0.42%,7106,7161,7499,7664,6586,188624
2018/08/17,7050,7180,7050,7100,0.0,0.00%,7120,7158,7526,7666,12804,189800
2018/08/16,7190,7190,7030,7100,▼30,－0.42%,7134,7159,7549,7668,3340,189749
2018/08/14,7170,7170,7070,7130,▲60,＋0.85%,7162,7158,7575,7670,441,189788
2018/08/13,7180,7270,6990,7070,▼130,－1.81%,7186,7162,7599,7672,4755,189867
2018/08/10,7290,7290,7080,7200,▲30,＋0.42%,7212,7169,7624,7674,2561,190041
2018/08/09,7240,7240,7150,7170,▼70,－0.97%,7214,7171,7653,7674,1487,190101
2018/08/08,7250,7280,7180,7240,▼10,－0.14%,7228,7172,7682,7676,1820,190705
2018/08/07,7190,7250,7060,7250,▲50,＋0.69%,7230,7170,7707,7678,6235,190706
2018/08/06,7110,7230,7110,7200,▼10,－0.14%,7220,7170,7724,7682,2979,190668
2018/08/03,7160,7240,7130,7210,▼30,－0.41%,7226,7165,7740,7685,6847,190565
2018/08/02,7290,7290,7140,7240,▼10,－0.14%,7222,7161,7755,7690,3571,190393
2018/08/01,7240,7290,7200,7250,▲50,＋0.69%,7204,7150,7772,7694,2505,190283
2018/07/31,7250,7290,7180,7200,▼30,－0.41%,7162,7149,7790,7702,3775,190088
2018/07/30,7110,7600,7110,7230,▲40,＋0.56%,7130,7151,7808,7711,6426,190088
2018/07/27,7190,7200,7040,7190,▲40,＋0.56%,7098,7152,7823,7720,3024,190181
2018/07/26,7130,7180,6980,7150,▲110,＋1.56%,7076,7166,7837,7730,5433,190549
2018/07/25,7060,7130,6990,7040,0.0,0.00%,7068,7175,7854,7740,2579,190481
2018/07/24,7010,7070,6990,7040,▼30,－0.42%,7076,7200,7873,7745,9909,190568
2018/07/23,7100,7450,7000,7070,▼10,－0.14%,7112,7221,7892,7749,7352,190758
2018/07/20,7180,7180,6980,7080,▼30,－0.42%,7138,7244,7911,7751,6730,190978
2018/07/19,7150,7150,7040,7110,▲30,＋0.42%,7172,7269,7939,7752,3483,191003
2018/07/18,7140,7250,7080,7080,▼140,－1.94%,7188,7284,7945,7752,6928,190997
2018/07/17,7250,7260,7160,7220,▲20,＋0.28%,7212,7310,7948,7753,4220,190997
2018/07/16,7250,7250,7180,7200,▼50,－0.69%,7218,7327,7947,7753,1524,191951
2018/07/13,7120,7290,7120,7250,▲60,＋0.83%,7198,7351,7947,7752,6247,192173
2018/07/12,7230,7230,7100,7190,▼10,－0.14%,7172,7383,7945,7752,18003,192047
2018/07/11,7200,7250,7110,7200,▼50,－0.69%,7138,7417,7946,7752,1903,192207
2018/07/10,7300,7300,7040,7250,▲150,＋2.11%,7146,7460,7945,7752,6895,192308
2018/07/09,7220,7220,7060,7100,▼20,－0.28%,7144,7503,7945,7752,1275,191924
2018/07/06,7250,7250,7000,7120,▲100,＋1.42%,7172,7558,7947,7753,5709,191948
2018/07/05,7290,7290,6990,7020,▼220,－3.04%,7242,7612,7952,7755,18089,192003
2018/07/04,7250,7250,7120,7240,0.0,0.00%,7304,7675,7957,7757,3274,192257
2018/07/03,7240,7340,7000,7240,0.0,0.00%,7364,7733,7959,7757,19200,192632
2018/07/02,7460,7520,7110,7240,▼230,－3.08%,7408,7791,7963,7758,6660,195422
2018/06/29,7560,7560,7190,7470,▲140,＋1.91%,7466,7849,7967,7759,8116,196323
2018/06/28,7440,7580,7260,7330,▼210,－2.79%,7490,7892,7967,7756,6621,197004
2018/06/27,7560,7590,7310,7540,▲80,＋1.07%,7506,7952,7968,7755,7201,197469
2018/06/26,7540,7540,7400,7460,▼70,－0.93%,7516,8003,7967,7751,1868,198300
2018/06/25,7630,7630,7390,7530,▼60,－0.79%,7536,8042,7969,7748,2516,198863
2018/06/22,7410,7590,7350,7590,▲180,＋2.43%,7568,8093,7970,7744,8933,199254
2018/06/21,7590,7600,7410,7410,▼180,－2.37%,7626,8151,7971,7739,5436,199347
2018/06/20,7550,7660,7400,7590,▲30,＋0.40%,7718,8205,7977,7736,6196,200133
2018/06/19,7700,7730,7500,7560,▼130,－1.69%,7814,8258,7982,7733,3675,200451
2018/06/18,7850,7850,7450,7690,▼190,－2.41%,7922,8309,7987,7731,15955,201217
2018/06/15,7810,7920,7800,7880,▲10,＋0.13%,8026,8352,7991,7729,4527,203350
2018/06/14,8290,8290,7850,7870,▼200,－2.48%,8088,8404,7992,7724,11546,203276
2018/06/12,8140,8260,8000,8070,▼30,－0.37%,8170,8457,7992,7720,13240,204457
2018/06/11,8100,8260,8050,8100,▼110,－1.34%,8236,8492,7988,7714,11367,205529
2018/06/08,8130,8280,8130,8210,▲20,＋0.24%,8296,8499,7983,7709,6291,206205
2018/06/07,8250,8380,8120,8190,▼90,－1.09%,8334,8496,7975,7703,10625,206155
2018/06/05,8400,8450,8240,8280,▼120,－1.43%,8362,8494,7966,7699,10011,206551
2018/06/04,8400,8490,8320,8400,0.0,0.00%,8412,8491,7954,7694,11620,207343
2018/06/01,8470,8490,8210,8400,0.0,0.00%,8444,8489,7938,7688,7822,208260
2018/05/31,8270,8400,8230,8400,▲70,＋0.84%,8414,8483,7922,7682,11031,208466
2018/05/30,8610,8610,8240,8330,▼200,－2.34%,8444,8470,7906,7676,15122,207892
2018/05/29,8600,8620,8420,8530,▼30,－0.35%,8528,8455,7894,7672,18771,208931
2018/05/28,8380,8700,8270,8560,▲310,＋3.76%,8520,8437,7879,7666,32312,210303
2018/05/25,8310,8540,7970,8250,▼300,－3.51%,8536,8416,7863,7659,29615,204934
2018/05/24,8970,8970,8420,8550,▼200,－2.29%,8602,8413,7848,7655,28607,207368
2018/05/23,8660,9150,8540,8750,▲260,＋3.06%,8604,8396,7829,7649,74689,217919
2018/05/21,8700,8710,8300,8490,▼150,－1.74%,8638,8398,7807,7640,23354,205342
2018/05/18,8510,8690,8500,8640,▲60,＋0.70%,8726,8345,7788,7634,19805,205857
2018/05/17,8690,8690,8410,8580,▲20,＋0.23%,8750,8276,7766,7626,23289,203288
2018/05/16,8910,8910,8460,8560,▼360,－4.04%,8684,8206,7744,7619,31228,201653
2018/05/15,9060,9060,8750,8920,▼10,－0.11%,8602,8137,7724,7613,21338,206766
2018/05/14,8990,9000,8740,8930,▲170,＋1.94%,8446,8047,7696,7605,55712,208234
2018/05/11,8350,8930,8180,8760,▲510,＋6.18%,8306,7963,7670,7597,88411,209837
2018/05/10,8140,8250,8040,8250,▲100,＋1.23%,8226,7883,7649,7591,8352,199324
2018/05/09,8290,8290,7900,8150,▲10,＋0.12%,8230,7832,7639,7589,10749,197220
2018/05/08,8340,8430,7780,8140,▼90,－1.09%,8228,7788,7631,7588,15012,197787
2018/05/04,8360,8360,8150,8230,▼130,－1.56%,8208,7750,7625,7588,12521,198943
2018/05/03,8350,8790,8300,8360,▲90,＋1.09%,8194,7706,7617,7586,65237,199327
2018/05/02,8150,8310,8140,8270,▲130,＋1.60%,8150,7657,7614,7583,26388,197793
2018/04/30,7960,8280,7960,8140,▲100,＋1.24%,8136,7616,7614,7581,25695,195607
2018/04/27,8170,8270,7950,8040,▼120,－1.47%,8148,7582,7617,7580,23037,192720
2018/04/26,8120,8490,8060,8160,▲20,＋0.25%,8300,7555,7623,7579,42748,193331
2018/04/25,8200,8280,8050,8140,▼60,－0.73%,8154,7515,7626,7578,29371,191226
2018/04/24,8330,8400,8000,8200,0.0,0.00%,7976,7484,7618,7577,34903,192199
2018/04/23,8460,8600,8090,8200,▼600,－6.82%,7774,7452,7606,7576,98395,193782
2018/04/20,7490,9100,7370,8800,▲1370,＋18.44%,7568,7422,7592,7575,197113,193085
2018/04/19,7380,7540,7300,7430,▲180,＋2.48%,7234,7364,7565,7569,13694,197537
2018/04/18,7190,7260,7160,7250,▲60,＋0.83%,7198,7381,7560,7574,5269,198423
2018/04/17,7170,7280,7120,7190,▲20,＋0.28%,7180,7413,7558,7580,11743,198282
2018/04/16,7200,7200,7130,7170,▲40,＋0.56%,7188,7447,7558,7587,1865,197422
2018/04/13,7250,7290,7120,7130,▼120,－1.66%,7208,7484,7558,7592,6680,197473
2018/04/12,7200,7360,7160,7250,▲90,＋1.26%,7258,7525,7559,7598,3055,192790
2018/04/11,7260,7260,7150,7160,▼70,－0.97%,7276,7556,7558,7602,5331,191400
2018/04/10,7250,7290,7200,7230,▼40,－0.55%,7320,7589,7559,7608,13681,191389
2018/04/09,7330,7380,7250,7270,▼110,－1.49%,7364,7617,7560,7612,3863,191814
2018/04/06,7340,7390,7200,7380,▲40,＋0.54%,7404,7641,7559,7616,9211,192367
2018/04/05,7380,7380,7310,7340,▼40,－0.54%,7426,7653,7558,7620,3902,191217
2018/04/04,7490,7490,7350,7380,▼70,－0.94%,7432,7665,7557,7624,7556,191510
2018/04/03,7470,7470,7370,7450,▼20,－0.27%,7460,7670,7555,7629,2270,191745
2018/04/02,7490,7490,7400,7470,▼20,－0.27%,7482,7668,7553,7633,1092,193022
2018/03/30,7420,7490,7270,7490,▲120,＋1.63%,7506,7666,7551,7637,10607,193175
2018/03/29,7510,7510,7360,7370,▼150,－1.99%,7536,7674,7545,7641,6704,191530
2018/03/28,7560,7560,7380,7520,▼40,－0.53%,7618,7685,7541,7645,8904,192342
2018/03/27,7600,7690,7520,7560,▼30,－0.40%,7690,7688,7535,7648,1214,192518
2018/03/26,7600,7690,7250,7590,▼50,－0.65%,7754,7680,7527,7652,3632,192854
2018/03/23,7840,7840,7640,7640,▼140,－1.80%,7818,7671,7519,7657,11183,192281
2018/03/22,7910,7910,7770,7780,▼100,－1.27%,7878,7658,7507,7661,21486,193274
2018/03/21,7940,7940,7840,7880,0.0,0.00%,7896,7637,7496,7665,6416,193179
2018/03/20,7910,7980,7830,7880,▼30,－0.38%,7884,7610,7484,7665,13378,192824
2018/03/19,7940,7950,7860,7910,▼30,－0.38%,7868,7580,7476,7665,5186,192607
2018/03/16,7840,7980,7810,7940,▲70,＋0.89%,7834,7552,7466,7666,12759,192374
2018/03/15,7870,7880,7760,7870,▲50,＋0.64%,7772,7515,7456,7669,4195,191926
2018/03/14,7710,7900,7710,7820,▲20,＋0.26%,7714,7491,7448,7674,18653,191881
2018/03/13,7700,7830,7700,7800,▲60,＋0.78%,7644,7475,7441,7679,10360,192321
2018/03/12,7700,7760,7600,7740,▲110,＋1.44%,7568,7469,7436,7685,10390,191864
2018/03/09,7650,7680,7520,7630,▲50,＋0.66%,7506,7465,7432,7692,5109,191379
2018/03/08,7670,7670,7410,7580,▲110,＋1.47%,7508,7471,7432,7699,7092,190756
2018/03/07,7500,7760,7420,7470,▲50,＋0.67%,7512,7480,7434,7707,12115,190161
2018/03/06,7400,7500,7380,7420,▼10,－0.13%,7534,7515,7437,7715,16046,188897
2018/03/05,7550,7590,7100,7430,▼210,－2.75%,7530,7559,7442,7725,5474,188832
2018/03/02,7840,7840,7400,7640,▲40,＋0.53%,7524,7603,7447,7736,6073,189612
2018/02/28,7590,7600,7500,7600,▲20,＋0.26%,7474,7640,7450,7746,4873,190503
2018/02/27,7420,7580,7400,7580,▲180,＋2.43%,7426,7677,7453,7756,12021,191042
2018/02/26,7480,7560,7350,7400,0.0,0.00%,7376,7683,7455,7768,7072,191654
2018/02/23,7300,7500,7300,7400,▲10,＋0.14%,7352,7686,7461,7780,9739,192258
2018/02/22,7290,7390,7290,7390,▲30,＋0.41%,7344,7684,7468,7790,3841,192253
2018/02/21,7330,7360,7170,7360,▲30,＋0.41%,7306,7672,7474,7801,7593,192844
2018/02/20,7300,7410,7190,7330,▲50,＋0.69%,7310,7662,7481,7812,6106,193704
2018/02/19,7390,7390,7100,7280,▼80,－1.09%,7344,7653,7487,7825,3681,194420
2018/02/14,7240,7410,7100,7360,▲160,＋2.22%,7424,7649,7494,7839,7359,194317
2018/02/13,7410,7410,7150,7200,▼180,－2.44%,7486,7639,7502,7852,13040,195795
2018/02/12,7600,7660,7340,7380,▼120,－1.60%,7596,7637,7515,7869,10976,195839
2018/02/09,7680,7680,7200,7500,▼180,－2.34%,7670,7627,7525,7884,9663,196422
2018/02/08,7670,7750,7620,7680,▲10,＋0.13%,7804,7613,7533,7899,4826,196709
2018/02/07,7750,7860,7620,7670,▼80,－1.03%,7928,7593,7539,7914,6338,196301
2018/02/06,7650,7750,7410,7750,0.0,0.00%,8058,7573,7546,7931,16743,197690
2018/02/05,8040,8050,7750,7750,▼420,－5.14%,8184,7551,7550,7948,12953,196284
2018/02/02,8390,8390,8040,8170,▼130,－1.57%,8300,7527,7555,7966,15298,197082
2018/02/01,8350,8470,8230,8300,▼20,－0.24%,8206,7481,7552,7980,23271,198052
2018/01/31,8390,8390,8210,8320,▼60,－0.72%,8040,7434,7547,7994,18042,197518
2018/01/30,8310,8380,8150,8380,▲50,＋0.60%,7846,7383,7542,8007,31391,198972
2018/01/29,7600,8330,7600,8330,▲630,＋8.18%,7602,7322,7536,8020,58531,200910
2018/01/26,7590,7900,7450,7700,▲230,＋3.08%,7366,7263,7530,8032,36652,200168
2018/01/25,7320,7470,7320,7470,▲120,＋1.63%,7258,7235,7536,8049,16159,198918
2018/01/24,7150,7390,7120,7350,▲190,＋2.65%,7202,7215,7546,8069,22841,197085
2018/01/23,7200,7200,7090,7160,▲10,＋0.14%,7166,7203,7558,8091,9643,195471
2018/01/22,7240,7240,7080,7150,▼10,－0.14%,7164,7192,7573,8114,15816,194851
2018/01/19,7160,7240,7100,7160,▼30,－0.42%,7172,7189,7588,8137,8697,195657
2018/01/18,7200,7200,7130,7190,▲20,＋0.28%,7184,7191,7602,8162,9791,195167
2018/01/17,7150,7230,7120,7170,▲20,＋0.28%,7202,7199,7615,8187,5384,195131
2018/01/16,7260,7260,7090,7150,▼40,－0.56%,7220,7208,7627,8211,9875,195443
2018/01/15,7310,7310,7140,7190,▼30,－0.42%,7252,7217,7638,8236,9830,195923
2018/01/12,7330,7330,7220,7220,▼60,－0.82%,7270,7225,7647,8262,2554,196450
2018/01/11,7300,7310,7210,7280,▲20,＋0.28%,7276,7235,7657,8285,6692,198564
2018/01/10,7310,7340,7210,7260,▼50,－0.68%,7290,7247,7664,8308,8116,189678
2018/01/09,7310,7390,7260,7310,▲30,＋0.41%,7300,7259,7674,8331,7131,189807
2018/01/08,7280,7330,7160,7280,▲30,＋0.41%,7268,7275,7682,8355,10150,189727
2018/01/05,7370,7380,7180,7250,▼100,－1.36%,7242,7295,7691,8379,13095,190131
2018/01/04,7300,7430,7260,7350,▲40,＋0.55%,7222,7315,7702,8405,13086,189610
2018/01/03,7190,7330,7160,7310,▲160,＋2.24%,7166,7334,7712,8431,11034,189161
2018/01/02,7150,7200,7110,7150,0.0,0.00%,7126,7355,7723,8457,15275,187942
2017/12/28,7150,7220,7070,7150,0.0,0.00%,7084,7388,7736,8485,9851,189279
2017/12/27,7150,7170,7060,7150,▲80,＋1.13%,7072,7421,7749,8513,1993,189281
2017/12/26,7040,7090,6991,7070,▼40,－0.56%,7080,7448,7762,8543,6437,189798
2017/12/22,7040,7130,6941,7110,▲169,＋2.43%,7138,7482,7776,8574,5236,198720
2017/12/21,7149,7169,6911,6941,▼149,－2.10%,7187,7518,7794,8605,18894,199109
2017/12/20,7149,7288,6991,7090,▼99,－1.38%,7262,7557,7815,8638,10985,201731
2017/12/19,7278,7387,7140,7189,▼169,－2.29%,7316,7591,7833,8669,20156,201756
2017/12/18,7387,7387,7288,7358,0.0,0.00%,7364,7617,7845,8697,2846,202530
2017/12/15,7348,7457,7239,7358,▲40,＋0.54%,7393,7633,7854,8723,10956,202506
2017/12/14,7437,7437,7249,7318,▼40,－0.54%,7421,7660,7866,8750,10772,202900
2017/12/13,7427,7516,7358,7358,▼69,－0.93%,7487,7692,7883,8777,10133,203111
2017/12/12,7437,7566,7417,7427,▼79,－1.06%,7548,7722,7901,8804,11322,202959
2017/12/11,7596,7596,7437,7506,▲10,＋0.13%,7594,7751,7917,8830,3670,205314
2017/12/08,7635,7685,7496,7496,▼149,－1.95%,7637,7777,7933,8856,8946,205603
2017/12/07,7725,7725,7536,7645,▼20,－0.26%,7685,7806,7952,8882,13566,206013
2017/12/06,7645,7774,7586,7665,▲10,＋0.13%,7721,7825,7966,8908,13493,207186
2017/12/05,7615,7774,7586,7655,▼69,－0.90%,7746,7844,7979,8932,11669,207205
2017/12/04,7615,7734,7615,7725,▼10,－0.13%,7756,7861,7993,8958,9546,206900
2017/12/01,7913,7913,7606,7734,▼89,－1.14%,7758,7875,8008,8983,10227,206818
2017/11/30,7834,8012,7784,7824,▲30,＋0.38%,7778,7889,8025,9009,15893,206965
2017/11/29,7764,7794,7685,7794,▲89,＋1.16%,7758,7897,8041,9035,5642,207079
2017/11/28,7734,7794,7625,7705,▼30,－0.38%,7754,7906,8059,9060,15121,207560
2017/11/27,7705,7883,7705,7734,▼99,－1.27%,7754,7923,8080,9086,4066,207290
2017/11/24,7804,7883,7734,7834,▲109,＋1.41%,7744,7941,8100,9111,8202,206877
2017/11/23,7834,7853,7725,7725,▼50,－0.64%,7756,7952,8113,9137,11760,206142
2017/11/22,7685,7814,7596,7774,▲69,＋0.90%,7804,7969,8128,9163,19141,205756
2017/11/21,7734,7734,7596,7705,▲20,＋0.26%,7838,7985,8144,9191,14838,204654
2017/11/20,7893,7893,7675,7685,▼208,－2.64%,7899,8000,8163,9219,24862,204764
2017/11/17,8012,8012,7804,7893,▼69,－0.87%,7968,8014,8184,9247,8024,204467
