[일시]금호전기,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1994/04/30,13436,13436,13360,13360,▼377,－2.75%,13571,14156,14490,15492,670,N/A
1994/04/29,13737,13737,13737,13737,0.0,0.00%,13677,14220,14519,15519,270,N/A
1994/04/28,13436,13964,13436,13737,▲151,＋1.11%,13722,14258,14541,15544,1200,N/A
1994/04/27,13586,13586,13436,13586,▲151,＋1.12%,13858,14322,14561,15572,2620,N/A
1994/04/26,13586,13586,13436,13436,▼453,－3.26%,13903,14379,14584,15602,1250,N/A
1994/04/25,13360,13888,13360,13888,▼75,－0.54%,13979,14462,14609,15632,440,N/A
1994/04/23,13813,14190,13813,13964,▼453,－3.14%,14070,14522,14627,15655,1050,N/A
1994/04/22,13813,14417,13586,14417,▲604,＋4.37%,14160,14579,14633,15680,5840,N/A
1994/04/21,13964,13964,13813,13813,0.0,0.00%,14205,14598,14639,15706,560,N/A
1994/04/20,13813,13813,13813,13813,▼528,－3.68%,14371,14662,14668,15740,20,N/A
1994/04/19,14341,14341,14266,14341,▼75,－0.52%,14538,14719,14687,15774,1330,N/A
1994/04/18,14492,14492,14417,14417,▼226,－1.55%,14583,14719,14697,15805,1100,N/A
1994/04/16,14643,14643,14643,14643,0.0,0.00%,14613,14730,14714,15836,400,N/A
1994/04/15,14794,14794,14643,14643,0.0,0.00%,14628,14722,14726,15863,2620,N/A
1994/04/14,14341,15172,14341,14643,▲75,＋0.52%,14568,14715,14729,15894,3610,N/A
1994/04/13,14568,14568,14341,14568,0.0,0.00%,14538,14715,14726,15925,640,N/A
1994/04/12,14643,14643,14492,14568,▼151,－1.03%,14553,14715,14738,15950,3520,N/A
1994/04/11,14190,14794,14190,14719,▲377,＋2.63%,14538,14715,14761,15972,7140,N/A
1994/04/09,14341,14341,14341,14341,▼151,－1.04%,14598,14707,14793,15992,350,N/A
1994/04/08,14341,14492,14341,14492,▼151,－1.03%,14673,14719,14832,16018,1330,N/A
1994/04/07,14643,14794,14568,14643,▲151,＋1.04%,14794,14722,14870,16044,4390,N/A
1994/04/06,14417,14492,14417,14492,▼528,－3.52%,14885,14688,14915,16066,6000,N/A
1994/04/04,14341,15021,14341,15021,▲302,＋2.05%,15005,14662,14959,16092,560,N/A
1994/04/02,15096,15096,14719,14719,▼377,－2.50%,14960,14617,15004,16114,400,N/A
1994/04/01,15172,15172,15096,15096,0.0,0.00%,15036,14613,15048,16140,4060,N/A
1994/03/31,15096,15247,15021,15096,0.0,0.00%,15005,14564,15086,16162,2850,N/A
1994/03/30,15021,15096,15021,15096,▲302,＋2.04%,14855,14515,15124,16184,2860,N/A
1994/03/29,15247,15323,14794,14794,▼302,－2.00%,14764,14466,15155,16211,2930,N/A
1994/03/28,15096,15473,15096,15096,▲151,＋1.01%,14704,14432,15204,16240,5140,N/A
1994/03/26,14568,14945,14568,14945,▲604,＋4.21%,14583,14375,15236,16268,2660,N/A
1994/03/25,14794,14945,14341,14341,▼302,－2.06%,14522,14345,15257,16297,2780,N/A
1994/03/24,14341,14719,14266,14643,▲151,＋1.04%,14568,14360,15289,16335,2070,N/A
1994/03/23,14492,14492,14266,14492,0.0,0.00%,14553,14375,15320,16372,710,N/A
1994/03/22,14341,14719,14341,14492,▼151,－1.03%,14568,14383,15364,16408,510,N/A
1994/03/21,14341,14643,14341,14643,▲75,＋0.52%,14583,14413,15409,16440,290,N/A
1994/03/19,14341,14568,14341,14568,0.0,0.00%,14568,14443,15440,16469,1730,N/A
1994/03/18,14568,14568,14568,14568,0.0,0.00%,14447,14470,15471,16501,510,N/A
1994/03/17,14492,14719,14492,14568,0.0,0.00%,14326,14477,15505,16533,1700,N/A
1994/03/16,14643,14643,14568,14568,0.0,0.00%,14236,14515,15536,16571,550,N/A
1994/03/15,14341,14568,14341,14568,▲604,＋4.32%,14251,14556,15574,16608,8280,N/A
1994/03/14,13964,13964,13964,13964,0.0,0.00%,14160,14590,15614,16638,1500,N/A
1994/03/12,14190,14190,13964,13964,▼151,－1.07%,14190,14647,15666,16672,1040,N/A
1994/03/11,14115,14115,14115,14115,▼528,－3.61%,14220,14704,15725,16701,400,N/A
1994/03/10,13586,14643,13586,14643,▲528,＋3.74%,14220,14745,15778,16722,5140,N/A
1994/03/09,14115,14115,13511,14115,0.0,0.00%,14085,14760,15809,16733,4000,N/A
1994/03/08,14115,14115,13737,14115,0.0,0.00%,14130,14802,15860,16753,560,N/A
1994/03/07,14341,14341,14115,14115,0.0,0.00%,14236,14843,15920,16774,4760,N/A
1994/03/05,14341,14341,14115,14115,▲151,＋1.08%,14402,14855,15982,16795,1510,N/A
1994/03/04,14341,14341,13964,13964,▼377,－2.63%,14507,14888,16033,16814,490,N/A
1994/03/03,14643,14643,14341,14341,▼302,－2.06%,14734,14968,16086,16834,330,N/A
1994/03/02,14643,14643,14492,14643,▼302,－2.02%,14915,14998,16124,16850,1500,N/A
1994/02/28,14870,14945,14492,14945,▲302,＋2.06%,15005,15013,16169,16863,1650,N/A
1994/02/26,14643,14643,14643,14643,▼453,－3.00%,14960,15036,16217,16874,110,N/A
1994/02/25,15323,15323,15096,15096,▼151,－0.99%,15096,15073,16257,16888,700,N/A
1994/02/24,15096,15323,14945,15247,▲151,＋1.00%,15156,15058,16292,16896,15940,N/A
1994/02/23,14719,15096,14719,15096,▲377,＋2.56%,15156,15021,16321,16901,750,N/A
1994/02/22,15323,15323,14719,14719,▼604,－3.94%,15156,15028,16362,16912,2770,N/A
1994/02/21,15323,15323,15096,15323,▼75,－0.49%,15232,15092,16407,16923,10040,N/A
1994/02/19,14719,15398,14719,15398,▲151,＋0.99%,15156,15156,16436,16923,1520,N/A
1994/02/18,15096,15473,15096,15247,▲151,＋1.00%,15066,15221,16464,16922,6080,N/A
1994/02/17,15247,15247,15096,15096,0.0,0.00%,15005,15296,16494,16920,3350,N/A
1994/02/16,14794,15323,14794,15096,▲151,＋1.01%,14975,15409,16520,16920,2800,N/A
1994/02/15,14945,14945,14568,14945,0.0,0.00%,14824,15511,16547,16917,1200,N/A
1994/02/14,14945,14945,14945,14945,0.0,0.00%,14794,15651,16583,16919,70,N/A
1994/02/12,14945,14945,14945,14945,0.0,0.00%,14915,15772,16621,16922,10,N/A
1994/02/08,14341,14945,14341,14945,▲604,＋4.21%,14915,15892,16655,16926,480,N/A
1994/02/07,14568,14643,14341,14341,▼453,－3.06%,14915,16013,16682,16930,2480,N/A
1994/02/05,16304,16304,14794,14794,▼755,－4.85%,15126,16145,16726,16938,2920,N/A
1994/02/04,14945,15549,14945,15549,▲604,＋4.04%,15247,16292,16772,16942,10540,N/A
1994/02/03,14341,14945,14341,14945,0.0,0.00%,15096,16364,16811,16937,570,N/A
1994/02/02,15247,15398,14945,14945,▼453,－2.94%,15005,16428,16860,16936,1170,N/A
1994/02/01,15473,15473,14643,15398,0.0,0.00%,15066,16492,16913,16931,11460,N/A
1994/01/31,15323,15398,15323,15398,▲604,＋4.08%,15187,16549,16958,16924,2830,N/A
1994/01/29,14643,15096,14643,14794,▲302,＋2.08%,15428,16636,17001,16923,4340,N/A
1994/01/28,14945,15473,14492,14492,▼755,－4.95%,15806,16757,17060,16925,6890,N/A
1994/01/27,16002,16455,15247,15247,▼755,－4.72%,16258,16855,17124,16927,11620,N/A
1994/01/26,16606,16606,16002,16002,▼604,－3.64%,16681,16915,17163,16919,1220,N/A
1994/01/25,16832,17360,16153,16606,▼75,－0.45%,16908,16945,17182,16909,8320,N/A
1994/01/24,16077,16681,16077,16681,▼75,－0.45%,17134,16938,17192,16900,3020,N/A
1994/01/22,16757,16757,16757,16757,▼604,－3.48%,17270,16945,17203,16889,5490,N/A
1994/01/21,17134,17360,17134,17360,▲226,＋1.32%,17391,16957,17218,16878,6110,N/A
1994/01/20,17738,17738,16983,17134,▼604,－3.40%,17391,16942,17217,16864,7180,N/A
1994/01/19,17360,17738,16983,17738,▲377,＋2.17%,17360,16960,17225,16853,20940,N/A
1994/01/18,16606,17662,16606,17360,0.0,0.00%,17360,16938,17225,16842,22980,N/A
1994/01/17,16606,17738,16606,17360,0.0,0.00%,17285,16896,17231,16835,13020,N/A
1994/01/15,17059,17738,17059,17360,▲377,＋2.22%,17059,16885,17237,16826,29110,N/A
1994/01/14,17889,17889,16983,16983,▼755,－4.26%,16832,16904,17243,16821,25920,N/A
1994/01/13,17738,17738,17662,17738,▲755,＋4.44%,16742,16945,17266,16815,52150,N/A
1994/01/12,16379,16983,16228,16983,▲755,＋4.65%,16621,16919,17275,16798,63360,N/A
1994/01/11,16228,16681,16228,16228,0.0,0.00%,16666,16926,17300,16791,15400,N/A
1994/01/10,16455,16455,16153,16228,▼302,－1.83%,16711,16945,17338,16787,4510,N/A
1994/01/08,16379,16832,16379,16530,▼604,－3.52%,16757,17002,17381,16791,970,N/A
1994/01/07,17360,17436,16757,17134,▼75,－0.44%,16772,17066,17423,16798,4420,N/A
1994/01/06,16606,17210,16455,17210,▲755,＋4.59%,16636,17062,17451,16799,12930,N/A
1994/01/05,16304,16606,16304,16455,0.0,0.00%,16560,17062,17471,16799,8240,N/A
1994/01/04,16455,16606,16228,16455,▼151,－0.91%,16666,17089,17498,16806,8420,N/A
1994/01/03,16077,16606,16077,16606,▲151,＋0.92%,16787,17142,17530,16813,960,N/A
1993/12/28,16455,16455,16304,16455,▼377,－2.24%,16968,17183,17561,16819,1860,N/A
1993/12/27,16304,17059,16304,16832,▼151,－0.89%,17134,17213,17606,16828,2440,N/A
1993/12/24,17134,17511,16983,16983,▼75,－0.44%,17074,17225,17641,16832,8110,N/A
1993/12/23,17511,17511,17059,17059,▼453,－2.59%,17104,17228,17661,16835,33480,N/A
1993/12/22,17360,17738,17285,17511,▲226,＋1.31%,17240,17210,17677,16840,10170,N/A
1993/12/21,16606,17285,16606,17285,▲755,＋4.57%,17300,17168,17676,16844,5170,N/A
1993/12/20,16455,17360,16455,16530,▼604,－3.52%,17285,17160,17666,16852,2510,N/A
1993/12/18,17059,17738,17059,17134,▼604,－3.40%,17406,17194,17657,16865,1200,N/A
1993/12/17,17587,18115,17511,17738,▼75,－0.42%,17300,17187,17646,16877,24630,N/A
1993/12/16,17210,17813,16983,17813,▲604,＋3.51%,17225,17130,17628,16885,26130,N/A
1993/12/15,17210,17738,17210,17210,▲75,＋0.44%,17225,17089,17608,16888,12330,N/A
1993/12/14,16304,17210,16304,17134,▲528,＋3.18%,17194,17104,17594,16893,2810,N/A
1993/12/13,17511,17511,16606,16606,▼755,－4.35%,17210,17142,17582,16901,3530,N/A
1993/12/11,18191,18266,17360,17360,▼453,－2.54%,17285,17206,17576,16913,10020,N/A
1993/12/10,17134,17813,17134,17813,▲755,＋4.42%,17315,17243,17557,16920,22390,N/A
1993/12/09,16530,17285,16530,17059,▼151,－0.88%,17240,17259,17530,16923,12870,N/A
1993/12/08,17210,17210,16983,17210,▲226,＋1.33%,17240,17304,17519,16930,8910,N/A
1993/12/07,17511,17511,16983,16983,▼528,－3.02%,17210,17360,17500,16938,2250,N/A
1993/12/06,17511,17813,17511,17511,▲75,＋0.43%,17225,17428,17481,16949,23770,N/A
1993/12/04,17059,17813,17059,17436,▲377,＋2.21%,17059,17432,17462,16954,8870,N/A
1993/12/03,17059,17134,17059,17059,0.0,0.00%,16908,17417,17440,16961,6250,N/A
1993/12/02,17210,17210,16606,17059,0.0,0.00%,16923,17425,17411,16970,11260,N/A
1993/12/01,16757,17134,16757,17059,▲377,＋2.26%,16953,17440,17381,16981,10890,N/A
1993/11/30,16757,16832,16606,16681,0.0,0.00%,16938,17470,17347,16991,9460,N/A
1993/11/29,16530,17360,16530,16681,▼453,－2.64%,16923,17500,17319,17005,2660,N/A
1993/11/27,17436,17436,17134,17134,▼75,－0.44%,16983,17545,17288,17020,3950,N/A
1993/11/26,16983,17738,16983,17210,▲226,＋1.33%,17059,17576,17255,17028,106740,N/A
1993/11/25,16983,17285,16983,16983,▲377,＋2.27%,17194,17602,17223,17041,1450,N/A
1993/11/24,17360,17360,16606,16606,▼377,－2.22%,17376,17640,17198,17053,2100,N/A
1993/11/23,17511,17511,16983,16983,▼528,－3.02%,17677,17696,17177,17071,750,N/A
1993/11/22,17813,17889,17360,17511,▼377,－2.11%,17904,17764,17149,17086,4550,N/A
1993/11/20,18115,18115,17738,17889,0.0,0.00%,17995,17802,17111,17096,9630,N/A
1993/11/19,18493,18493,17360,17889,▼226,－1.25%,18085,17832,17062,17098,13350,N/A
1993/11/18,17360,18493,17360,18115,0.0,0.00%,18176,17862,17012,17101,21050,N/A
1993/11/17,17964,18115,17964,18115,▲151,＋0.84%,18070,17896,16949,17106,19420,N/A
1993/11/16,17738,18115,17738,17964,▼377,－2.06%,17874,17945,16890,17113,4580,N/A
1993/11/15,19097,19097,18342,18342,0.0,0.00%,17723,17987,16846,17122,17130,N/A
1993/11/13,17889,18342,17889,18342,▲755,＋4.29%,17527,17991,16791,17122,23340,N/A
1993/11/12,16908,17587,16908,17587,▲453,＋2.64%,17391,17976,16730,17127,18740,N/A
1993/11/11,17134,17134,16832,17134,▼75,－0.44%,17330,18017,16675,17138,12710,N/A
1993/11/10,17436,17436,16983,17210,▼151,－0.87%,17421,18081,16636,17152,2030,N/A
1993/11/09,17738,17964,17210,17360,▼302,－1.71%,17527,18179,16608,17169,6040,N/A
1993/11/08,16606,17662,16606,17662,▲377,＋2.18%,17602,18259,16574,17184,18190,N/A
1993/11/06,17285,17285,17285,17285,▼302,－1.72%,17617,18285,16538,17190,0,N/A
1993/11/05,17889,17889,17059,17587,▼151,－0.85%,17708,18323,16510,17199,620,N/A
1993/11/04,16983,17738,16983,17738,0.0,0.00%,17859,18315,16481,17206,2070,N/A
1993/11/03,17360,18115,17360,17738,0.0,0.00%,17964,18262,16460,17212,2870,N/A
1993/11/02,17889,18115,17360,17738,0.0,0.00%,18115,18176,16440,17218,12590,N/A
1993/11/01,18115,18493,17738,17738,▼604,－3.29%,18266,18112,16414,17223,13670,N/A
1993/10/30,17889,18417,17889,18342,▲75,＋0.41%,18478,18059,16398,17231,17010,N/A
1993/10/29,18115,18493,18115,18266,▼226,－1.22%,18629,17972,16363,17229,7880,N/A
1993/10/28,18493,18493,18493,18493,0.0,0.00%,18734,17878,16321,17227,13830,N/A
1993/10/27,18719,19097,18493,18493,▼302,－1.61%,18719,17772,16281,17216,21860,N/A
1993/10/26,19021,19247,18719,18795,▼302,－1.58%,18629,17659,16237,17204,27030,N/A
1993/10/25,18795,19097,18719,19097,▲302,＋1.61%,18553,17530,16201,17193,28360,N/A
1993/10/23,18266,19021,18266,18795,▲377,＋2.05%,18417,17387,16172,17177,30830,N/A
1993/10/22,18115,18493,18115,18417,▲377,＋2.09%,18493,17266,16148,17164,74010,N/A
1993/10/21,18115,18493,18040,18040,▼377,－2.05%,18598,17149,16128,17152,14000,N/A
1993/10/20,18493,18644,17889,18417,0.0,0.00%,18629,17040,16114,17143,37940,N/A
1993/10/19,19323,19549,18417,18417,▼755,－3.94%,18553,16938,16096,17134,56910,N/A
1993/10/18,19097,19625,19097,19172,▲226,＋1.20%,18357,16821,16077,17125,74700,N/A
1993/10/16,18266,18946,18266,18946,▲755,＋4.15%,17859,16628,16050,17110,58120,N/A
1993/10/15,18417,18568,18191,18191,▲151,＋0.84%,17270,16443,16023,17098,56380,N/A
1993/10/14,18040,18191,17662,18040,▲604,＋3.46%,16923,16285,16009,17089,85860,N/A
1993/10/13,16757,17436,16757,17436,▲755,＋4.52%,16651,16134,16003,17082,63250,N/A
1993/10/12,15398,16757,15398,16681,▲679,＋4.25%,16485,16002,16012,17082,56070,N/A
1993/10/11,15398,16228,15398,16002,▼453,－2.75%,16425,15926,16037,17089,6550,N/A
1993/10/09,16681,16681,16455,16455,▼226,－1.36%,16500,15892,16074,17098,20700,N/A
1993/10/08,16832,16983,16606,16681,▲75,＋0.45%,16455,15843,16108,17103,28450,N/A
1993/10/07,16379,16832,16379,16606,▲226,＋1.38%,16364,15775,16141,17105,21900,N/A
1993/10/06,16757,16757,16379,16379,0.0,0.00%,16289,15711,16168,17108,19400,N/A
1993/10/05,16606,16832,16379,16379,▲151,＋0.93%,16289,15655,16192,17111,9090,N/A
1993/10/04,16304,16379,16228,16228,0.0,0.00%,16228,15583,16219,17114,10670,N/A
1993/10/02,16455,16606,16228,16228,0.0,0.00%,16153,15515,16251,17118,1090,N/A
1993/09/28,16077,16304,16077,16228,▼151,－0.92%,16183,15421,16284,17123,4650,N/A
1993/09/27,16379,16379,16379,16379,▲302,＋1.88%,16153,15338,16316,17128,4210,N/A
1993/09/25,15926,16228,15926,16077,▲226,＋1.43%,15941,15285,16340,17132,6920,N/A
1993/09/24,16455,16455,15851,15851,▼528,－3.23%,15775,15232,16377,17139,6110,N/A
1993/09/23,16228,16455,16228,16379,▲302,＋1.88%,15609,15175,16417,17147,22670,N/A
1993/09/22,15323,16077,15323,16077,▲755,＋4.93%,15338,15070,16446,17155,22030,N/A
1993/09/21,15323,15473,15247,15323,▲75,＋0.50%,15081,15005,16482,17167,5440,N/A
1993/09/20,15096,15247,15096,15247,▲226,＋1.51%,15051,15017,16530,17185,1300,N/A
1993/09/18,14870,15021,14870,15021,0.0,0.00%,15066,15021,16581,17198,710,N/A
1993/09/17,14643,15021,14643,15021,▲226,＋1.53%,15156,15043,16636,17213,330,N/A
1993/09/16,14719,15096,14719,14794,▼377,－2.49%,15217,15073,16691,17226,1330,N/A
1993/09/15,15172,15172,15096,15172,▼151,－0.99%,15323,15126,16752,17241,1510,N/A
1993/09/14,15473,15624,15323,15323,▼151,－0.98%,15338,15190,16802,17253,2600,N/A
1993/09/13,15172,15775,15172,15473,▲151,＋0.99%,15262,15251,16859,17264,4140,N/A
1993/09/11,14945,15323,14945,15323,0.0,0.00%,15141,15289,16908,17278,50,N/A
1993/09/10,14719,15473,14719,15323,▲75,＋0.50%,14945,15360,16964,17291,2440,N/A
1993/09/09,15021,15549,15021,15247,▲302,＋2.02%,14794,15406,17023,17306,8040,N/A
1993/09/08,14719,15096,14719,14945,▲75,＋0.51%,14809,15432,17080,17322,2720,N/A
1993/09/07,14719,14945,14719,14870,▲528,＋3.68%,14824,15489,17134,17338,6970,N/A
1993/09/06,15096,15096,14341,14341,▼226,－1.55%,14794,15538,17189,17352,270,N/A
1993/09/04,14719,14719,14568,14568,▼755,－4.93%,14779,15651,17264,17371,1170,N/A
1993/09/03,14870,15323,14870,15323,▲302,＋2.01%,14824,15790,17335,17388,3300,N/A
1993/09/02,14115,15021,14115,15021,▲302,＋2.05%,14870,15892,17398,17401,300,N/A
1993/09/01,14719,14719,13964,14719,▲453,＋3.17%,14930,16002,17454,17417,3160,N/A
1993/08/31,14719,14719,14266,14266,▼528,－3.57%,15081,16126,17524,17432,5320,N/A
1993/08/30,14794,15549,14794,14794,▼755,－4.85%,15353,16281,17601,17451,410,N/A
1993/08/28,15473,15549,15473,15549,▲226,＋1.48%,15564,16406,17669,17469,1000,N/A
1993/08/27,15323,15624,15247,15323,▼151,－0.98%,15745,16504,17729,17483,3280,N/A
1993/08/26,15473,15473,15473,15473,▼151,－0.97%,15987,16606,17793,17499,280,N/A
1993/08/25,16228,16228,15624,15624,▼226,－1.43%,16138,16700,17842,17515,900,N/A
1993/08/24,15851,15851,15851,15851,▼604,－3.67%,16364,16802,17888,17530,10,N/A
1993/08/23,16077,16530,16077,16455,▼75,－0.46%,16440,16908,17930,17544,410,N/A
1993/08/21,16606,16606,16077,16530,▲302,＋1.86%,16304,16994,17964,17546,1640,N/A
1993/08/20,16606,16757,16228,16228,▼528,－3.15%,16213,17077,17997,17548,3720,N/A
1993/08/19,16228,16757,16228,16757,▲528,＋3.26%,16138,17191,18032,17552,4960,N/A
1993/08/18,15775,16228,15473,16228,▲453,＋2.87%,16108,17289,18064,17554,5790,N/A
1993/08/17,15926,15926,15775,15775,▼302,－1.88%,16334,17387,18095,17561,1280,N/A
1993/08/16,15096,16077,15096,16077,▲226,＋1.43%,16651,17489,18132,17572,9380,N/A
1993/08/14,15851,15851,15851,15851,▼755,－4.55%,16877,17587,18151,17582,100,N/A
1993/08/13,16606,16606,16606,16606,▼755,－4.35%,17149,17700,18172,17594,3000,N/A
1993/08/12,16606,17511,16606,17360,0.0,0.00%,17300,17779,18186,17602,3060,N/A
1993/08/11,17210,17360,16983,17360,▲151,＋0.88%,17285,17821,18183,17603,510,N/A
1993/08/10,17210,17360,17210,17210,0.0,0.00%,17315,17844,18179,17603,4050,N/A
1993/08/09,17210,17210,17059,17210,▼151,－0.87%,17345,17896,18176,17602,3640,N/A
1993/08/07,17059,17360,16983,17360,▲75,＋0.44%,17376,17949,18172,17602,460,N/A
1993/08/06,17436,17436,17285,17285,▼226,－1.29%,17436,17987,18172,17602,4820,N/A
1993/08/05,17360,17587,17360,17511,▲151,＋0.87%,17572,18036,18173,17606,3350,N/A
1993/08/04,17587,17587,17210,17360,0.0,0.00%,17708,18070,18171,17601,5480,N/A
1993/08/03,17059,17360,17059,17360,▼302,－1.71%,17874,18115,18172,17598,2400,N/A
1993/08/02,17813,17813,17210,17662,▼302,－1.68%,18100,18164,18169,17597,370,N/A
1993/07/31,17511,18115,17511,17964,▼226,－1.24%,18312,18198,18162,17593,3160,N/A
1993/07/30,18115,18266,17738,18191,0.0,0.00%,18357,18221,18153,17582,11690,N/A
1993/07/29,18493,18493,18191,18191,▼302,－1.63%,18281,18221,18140,17569,1580,N/A
1993/07/28,18719,18719,18493,18493,▼226,－1.21%,18251,18247,18123,17555,15500,N/A
1993/07/27,18191,18870,18191,18719,▲528,＋2.90%,18176,18244,18099,17544,17810,N/A
1993/07/26,17813,18191,17813,18191,▲377,＋2.12%,18070,18244,18069,17532,1340,N/A
1993/07/24,17738,18115,17738,17813,▼226,－1.26%,18070,18278,18047,17523,160,N/A
1993/07/23,17813,18040,17813,18040,▼75,－0.42%,18070,18319,18030,17518,1590,N/A
1993/07/22,18417,18417,17813,18115,▼75,－0.41%,18115,18327,18008,17511,3670,N/A
1993/07/21,18191,18342,18191,18191,0.0,0.00%,18145,18330,17986,17504,1440,N/A
1993/07/20,17813,18191,17662,18191,▲377,＋2.12%,18130,18361,17962,17497,4690,N/A
1993/07/19,18115,18115,17813,17813,▼453,－2.48%,18145,18395,17939,17491,40,N/A
1993/07/16,18115,18342,18115,18266,0.0,0.00%,18221,18459,17923,17492,2140,N/A
1993/07/15,17964,18266,17964,18266,▲151,＋0.83%,18221,18462,17901,17484,13600,N/A
1993/07/14,18115,18266,18115,18115,▼151,－0.83%,18236,18496,17878,17482,2310,N/A
1993/07/13,18191,18266,18115,18266,▲75,＋0.41%,18281,18534,17865,17481,3240,N/A
1993/07/12,18342,18493,18191,18191,▼75,－0.41%,18312,18564,17852,17479,840,N/A
1993/07/10,18342,18493,18115,18266,▼75,－0.41%,18312,18613,17840,17478,3180,N/A
1993/07/09,18266,18568,18191,18342,0.0,0.00%,18402,18659,17816,17477,6610,N/A
1993/07/08,18719,18719,18342,18342,▼75,－0.41%,18417,18663,17789,17477,830,N/A
1993/07/07,18191,18719,18191,18417,▲226,＋1.24%,18493,18663,17761,17479,1010,N/A
1993/07/06,18719,18719,18191,18191,▼528,－2.82%,18583,18663,17730,17479,1830,N/A
1993/07/05,18191,18719,18040,18719,▲302,＋1.64%,18674,18678,17704,17483,3700,N/A
1993/07/03,18493,18644,18417,18417,▼302,－1.61%,18568,18666,17669,17477,2130,N/A
1993/07/02,18870,19097,18493,18719,▼151,－0.80%,18523,18663,17649,17476,18270,N/A
1993/07/01,18191,18870,18191,18870,▲226,＋1.21%,18538,18659,17618,17472,4730,N/A
1993/06/30,18493,18644,18191,18644,▲453,＋2.49%,18538,18621,17588,17467,16510,N/A
1993/06/29,18417,18417,18115,18191,0.0,0.00%,18629,18587,17564,17462,8400,N/A
1993/06/28,18493,18644,18191,18191,▼604,－3.21%,18659,18538,17542,17455,9010,N/A
1993/06/26,18946,19097,18493,18795,▼75,－0.40%,18810,18485,17515,17447,16760,N/A
1993/06/25,19398,19398,18870,18870,▼226,－1.19%,18825,18417,17479,17432,18780,N/A
1993/06/24,18946,19097,18417,19097,▲755,＋4.12%,18825,18334,17441,17415,34050,N/A
1993/06/23,18946,19474,18342,18342,▼604,－3.19%,18840,18236,17403,17397,23180,N/A
1993/06/22,18946,19097,18870,18946,▲75,＋0.40%,19006,18168,17381,17387,39570,N/A
1993/06/21,18946,19247,18719,18870,0.0,0.00%,18900,18070,17339,17374,29670,N/A
1993/06/19,19323,19398,18870,18870,▼302,－1.57%,18795,17995,17301,17364,24160,N/A
1993/06/18,19700,19927,19172,19172,0.0,0.00%,18704,17919,17270,17352,209680,N/A
1993/06/17,18568,19172,18568,19172,▲755,＋4.10%,18568,17828,17237,17336,121950,N/A
1993/06/16,18493,18493,18191,18417,▲75,＋0.41%,18432,17742,17206,17315,32260,N/A
1993/06/15,18115,18417,17813,18342,▼75,－0.41%,18417,17681,17188,17299,13500,N/A
1993/06/14,18115,18417,18115,18417,▼75,－0.41%,18478,17625,17172,17285,2560,N/A
1993/06/12,18493,18795,18115,18493,0.0,0.00%,18417,17576,17157,17276,20360,N/A
1993/06/11,18115,18493,18115,18493,▲151,＋0.82%,18312,17523,17128,17267,28490,N/A
1993/06/10,18795,18946,18342,18342,▼302,－1.62%,18055,17455,17099,17258,31580,N/A
1993/06/09,18191,18719,18191,18644,▲528,＋2.92%,17813,17391,17072,17252,79360,N/A
1993/06/08,18266,18417,18115,18115,▲151,＋0.84%,17572,17304,17045,17247,39110,N/A
1993/06/07,17511,17964,17360,17964,▲755,＋4.39%,17391,17243,17026,17249,99090,N/A
1993/06/05,17134,17210,17134,17210,▲75,＋0.44%,17225,17183,17012,17253,2150,N/A
1993/06/04,17436,17436,17134,17134,▼302,－1.73%,17179,17160,17013,17262,2030,N/A
1993/06/03,17210,17511,17210,17436,▲226,＋1.32%,17149,17142,17017,17269,19770,N/A
1993/06/02,17210,17210,17210,17210,▲75,＋0.44%,17134,17108,17018,17267,100,N/A
1993/06/01,16983,17360,16983,17134,▲151,＋0.89%,17164,17089,17022,17263,1730,N/A
1993/05/31,16983,16983,16983,16983,0.0,0.00%,17210,17074,17026,17265,3350,N/A
1993/05/29,16983,16983,16983,16983,▼377,－2.17%,17300,17074,17028,17268,1460,N/A
1993/05/27,17360,17360,17134,17360,0.0,0.00%,17345,17066,17032,17271,4170,N/A
1993/05/26,17360,17360,17360,17360,0.0,0.00%,17315,17066,17032,17265,1000,N/A
1993/05/25,17059,17360,17059,17360,▼75,－0.43%,17330,17074,17038,17259,90,N/A
1993/05/24,17134,17436,17134,17436,▲226,＋1.32%,17345,17077,17032,17249,27530,N/A
1993/05/22,17360,17360,17210,17210,0.0,0.00%,17285,17047,17025,17236,3290,N/A
1993/05/21,17662,17662,17210,17210,▼226,－1.30%,17255,17025,17025,17221,3150,N/A
1993/05/20,17511,17813,17436,17436,0.0,0.00%,17194,16994,17025,17204,50570,N/A
1993/05/19,17360,17436,17210,17436,▲302,＋1.76%,17089,16953,17011,17184,18800,N/A
1993/05/18,16983,17285,16983,17134,▲75,＋0.44%,16953,16911,16997,17164,3620,N/A
1993/05/17,17059,17059,16983,17059,▲151,＋0.89%,16877,16885,16988,17147,1810,N/A
1993/05/15,16908,17059,16908,16908,0.0,0.00%,16817,16893,16989,17126,4600,N/A
1993/05/14,16606,16983,16530,16908,▲151,＋0.90%,16787,16893,16994,17107,6700,N/A
1993/05/13,16757,16757,16757,16757,0.0,0.00%,16772,16900,16999,17082,0,N/A
1993/05/12,16908,16908,16757,16757,0.0,0.00%,16787,16923,17007,17062,20,N/A
1993/05/11,16757,16908,16757,16757,0.0,0.00%,16832,16926,17015,17044,8120,N/A
