[일시]유한양행,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2014/11/26,149735,152808,148856,152808,▲3074,＋2.05%,150261,150218,157755,155834,44792,2892652
2014/11/25,150613,151491,147978,149735,▼1756,－1.16%,149383,150437,157770,155853,65903,2897394
2014/11/24,151052,153686,149295,151491,▲439,＋0.29%,148681,150876,157814,155882,46737,2899971
2014/11/21,147100,151491,146661,151052,▲4830,＋3.30%,147802,151689,157829,155900,50306,2902699
2014/11/20,148417,148856,146222,146222,▼2196,－1.48%,147100,152589,157755,155926,28422,2888663
2014/11/19,146661,148417,146222,148417,▲2196,＋1.50%,147890,153621,157799,155984,28941,2893839
2014/11/18,146661,148417,145783,146222,▼878,－0.60%,147890,154543,157858,156021,44236,2895260
2014/11/17,147539,148856,145343,147100,▼439,－0.30%,148593,155487,157953,156076,35491,2900052
2014/11/14,149735,149735,147100,147539,▼2635,－1.75%,148768,156387,158041,156123,38726,2899860
2014/11/13,147100,150174,147100,150174,▲1756,＋1.18%,149822,157441,158121,156164,34152,2902514
2014/11/12,149735,149735,146661,148417,▼1317,－0.88%,149647,158275,158151,156175,52155,2892494
2014/11/11,147978,150174,147539,149735,▲1756,＋1.19%,150349,158846,158224,156208,35029,2901530
2014/11/10,151491,151930,147539,147978,▼4830,－3.16%,150613,159373,158282,156255,86968,2898783
2014/11/07,149295,153247,148417,152808,▲3513,＋2.35%,151930,159966,158363,156299,23135,2901863
2014/11/06,151930,152808,149295,149295,▼2635,－1.73%,152369,160339,158370,156321,37960,2900650
2014/11/05,151052,153686,150174,151930,▲878,＋0.58%,153072,160866,158458,156343,28136,2915175
2014/11/04,154565,155004,150613,151052,▼3513,－2.27%,154126,161393,158487,156361,34371,2910533
2014/11/03,153686,156321,153686,154565,▼439,－0.28%,155619,161920,158568,156383,26724,2914115
2014/10/31,154126,155443,152808,155004,▲2196,＋1.44%,158253,162271,158597,156387,35173,2918293
2014/10/30,157638,158517,151930,152808,▼4391,－2.79%,161063,162688,158604,156427,68457,2920390
2014/10/29,162029,164664,156321,157199,▼1317,－0.83%,163874,163215,158634,156482,75042,2916528
2014/10/28,166860,168177,156321,158517,▼9221,－5.50%,165806,163566,158604,156508,42062,2913393
2014/10/27,169055,169055,166420,167738,▼1317,－0.78%,167123,163918,158495,156504,22370,2908870
2014/10/24,168616,171251,165542,169055,▲2196,＋1.32%,166596,163786,158202,156405,30782,2907414
2014/10/23,166420,170372,165981,166860,0.0,0.00%,166508,163676,157909,156310,26042,2910622
2014/10/22,166420,167738,165103,166860,▲1756,＋1.06%,166508,163522,157675,156244,87752,2913723
2014/10/21,164225,166860,163786,165103,0.0,0.00%,165103,163457,157426,156197,30748,2919840
2014/10/20,167299,168616,164664,165103,▼3513,－2.08%,164137,163588,157258,156160,30554,2927138
2014/10/17,167738,169494,166420,168616,▲1756,＋1.05%,163083,163632,157104,156120,64463,2932702
2014/10/16,159834,166860,158077,166860,▲7026,＋4.40%,161415,163522,156885,156043,75320,2947019
2014/10/15,160273,161151,158077,159834,▼439,－0.27%,160010,163478,156694,155977,19305,2944382
2014/10/14,161151,161151,157199,160273,▲439,＋0.27%,160536,163566,156607,155973,21011,2949750
2014/10/13,159395,160712,155443,159834,▼439,－0.27%,160800,163457,156519,155973,28135,2950725
2014/10/10,160273,161590,157638,160273,▲439,＋0.27%,161151,163237,156409,155984,17905,2957223
2014/10/08,162029,162908,158956,159834,▼2635,－1.62%,161766,163017,156284,155984,19640,2953094
2014/10/07,162469,162908,159395,162469,▲878,＋0.54%,162469,162578,156175,155984,13866,2954385
2014/10/06,162908,162908,159834,161590,0.0,0.00%,162820,162095,156058,155944,17314,2958080
2014/10/02,162469,162469,158956,161590,▼1756,－1.08%,163610,161524,155962,155904,28180,2957570
2014/10/01,162908,164225,161151,163347,0.0,0.00%,164313,160976,155860,155864,15074,2956672
2014/09/30,162908,164225,161151,163347,▼878,－0.53%,165015,160405,155699,155790,27534,2955833
2014/09/29,165103,166420,162029,164225,▼1317,－0.80%,165103,159834,155589,155754,21753,2953176
2014/09/26,163786,166860,163786,165542,▲439,＋0.27%,165367,159307,155450,155714,24836,2953163
2014/09/25,166860,166860,163347,165103,▼1756,－1.05%,165806,158648,155340,155662,34370,2949093
2014/09/24,162469,168177,162029,166860,▲3074,＋1.88%,165981,158012,155245,155622,89265,2946200
2014/09/23,164225,165103,160712,163786,▼1756,－1.06%,165894,157002,155084,155560,42668,2937474
2014/09/22,168177,168177,163347,165542,▼2196,－1.31%,166333,156255,154931,155538,25132,2937366
2014/09/19,164664,167738,164664,167738,▲1756,＋1.06%,165542,155575,154733,155512,26718,2942488
2014/09/18,165103,167738,163786,165981,▼439,－0.26%,163610,154784,154484,155447,24970,2941023
2014/09/17,165542,166860,164225,166420,▲439,＋0.26%,161503,154104,154316,155421,28833,2939733
2014/09/16,163347,166860,163347,165981,▲4391,＋2.72%,159395,153401,154148,155414,77561,2937772
2014/09/15,158077,162908,157199,161590,▲3513,＋2.22%,156409,152698,153957,155425,63191,2937916
2014/09/12,156760,158077,155882,158077,▲2635,＋1.69%,154652,152259,153818,155494,38171,2932077
2014/09/11,154565,157638,154565,155443,▼439,－0.28%,153072,152018,153767,155597,27530,2927007
2014/09/05,151052,156321,151052,155882,▲4830,＋3.20%,152106,151886,153730,155699,57025,2926581
2014/09/04,153247,153247,151052,151052,▼1756,－1.15%,151315,151754,153694,155765,19511,2920160
2014/09/03,149295,153686,149295,152808,▲2635,＋1.75%,151491,151930,153701,155897,27874,2924029
2014/09/02,150174,151491,149735,150174,▼439,－0.29%,151667,151974,153716,156054,15394,2917779
2014/09/01,150174,151491,149735,150613,▼1317,－0.87%,152106,152259,153752,156222,8511,2915082
2014/08/29,151930,152369,149295,151930,0.0,0.00%,152457,152545,153760,156405,29913,2915864
2014/08/28,153247,154126,150613,151930,▼1756,－1.14%,151403,152720,153811,156574,19158,2911181
2014/08/27,151930,154126,151930,153686,▲1317,＋0.86%,150788,152852,153913,156735,26347,2908995
2014/08/26,152369,152808,150613,152369,0.0,0.00%,150437,152940,153935,156885,16698,2905026
2014/08/25,146222,152369,145783,152369,▲5708,＋3.89%,150349,152918,153950,157049,55948,2901852
2014/08/22,149295,149295,145343,146661,▼2196,－1.47%,150349,152808,153972,157225,36510,2906316
2014/08/21,151930,151930,148856,148856,▼3074,－2.02%,151491,153050,154096,157437,30300,2899138
2014/08/20,152369,152369,150613,151930,0.0,0.00%,152106,153247,154169,157642,29606,2896434
2014/08/19,151930,153247,151930,151930,▼439,－0.29%,152281,153247,154184,157788,12602,2886003
2014/08/18,152369,153247,151052,152369,0.0,0.00%,152545,153401,154199,157964,17917,2884064
2014/08/14,151930,154126,151930,152369,▲439,＋0.29%,152633,153577,154206,158143,18058,2882820
2014/08/13,152808,153247,151930,151930,▼878,－0.57%,152808,153730,154206,158315,16691,2879786
2014/08/12,153686,154126,151930,152808,▼439,－0.29%,153335,153906,154199,158517,22793,2870832
2014/08/11,152808,154126,152369,153247,▲439,＋0.29%,153511,153994,154191,158707,9552,2867119
2014/08/08,153686,153686,152369,152808,▼439,－0.29%,154038,154082,154228,158883,12695,2861305
2014/08/07,153686,154126,152808,153247,▼1317,－0.85%,154740,154104,154235,159073,12277,2857801
2014/08/06,154126,154565,152808,154565,▲878,＋0.57%,155179,154082,154272,159267,24281,2854254
2014/08/05,155443,156321,153247,153686,▼2196,－1.41%,155179,154016,154228,159464,28673,2844489
2014/08/04,155443,156760,155004,155882,▼439,－0.28%,155531,154104,154235,159640,16286,2840857
2014/08/01,155004,156321,154565,156321,▲878,＋0.56%,154740,154104,154199,159779,19294,2838955
2014/07/31,154565,156321,153686,155443,▲878,＋0.57%,153511,154060,154177,159922,45257,2835452
2014/07/30,155882,156760,153247,154565,▼878,－0.56%,152720,153972,154250,160032,53569,2825505
2014/07/29,152369,155443,151491,155443,▲3513,＋2.31%,152369,154082,154330,160167,55791,2830613
2014/07/28,150613,152369,150613,151930,▲1756,＋1.17%,151667,154104,154411,160302,17586,2823719
2014/07/25,152369,152808,150174,150174,▼1317,－0.87%,152281,154455,154513,160478,30440,2819718
2014/07/24,152808,152808,151491,151491,▼1317,－0.86%,153423,154916,154609,160654,21313,2813925
2014/07/23,152369,153247,151930,152808,▲878,＋0.58%,154213,155201,154711,160818,18834,2813481
2014/07/22,154126,154565,151930,151930,▼3074,－1.98%,154740,155289,154813,160917,48616,2810777
2014/07/21,155443,155882,153247,155004,▼878,－0.56%,155267,155377,154967,161056,30502,2804149
2014/07/18,155004,156321,154565,155882,▲439,＋0.28%,155267,155267,155062,161151,17092,2806854
2014/07/17,154565,155443,154126,155443,0.0,0.00%,154740,155267,155136,161283,16447,2805891
2014/07/16,154126,156321,153247,155443,▲878,＋0.57%,154213,155311,155201,161422,18978,2804187
2014/07/15,155443,155882,153686,154565,▼439,－0.28%,153774,155267,155260,161561,19946,2803108
2014/07/14,152808,155004,152369,155004,▲1756,＋1.15%,153950,155201,155340,161704,28897,2808871
2014/07/11,152369,154126,152369,153247,▲439,＋0.29%,154126,155201,155428,161868,29227,2798412
2014/07/10,153247,154565,151930,152808,▼439,－0.29%,154565,155201,155560,162037,32696,2794716
2014/07/09,155004,156321,152369,153247,▼2196,－1.41%,154740,155245,155684,162176,31333,2791922
2014/07/08,155882,157638,155443,155443,▼439,－0.28%,155443,155157,155794,162340,35730,2787011
2014/07/07,155004,157638,155004,155882,▲439,＋0.28%,155531,155070,155831,162472,27745,2781957
2014/07/04,154126,156760,154126,155443,▲1756,＋1.14%,156145,154894,155845,162608,29632,2781154
2014/07/03,156760,157199,153686,153686,▼3074,－1.96%,156936,154674,155867,162776,91115,2775206
2014/07/02,156321,157199,154126,156760,▲878,＋0.56%,157638,154740,155882,162937,44790,2834305
2014/07/01,157638,158517,155443,155882,▼3074,－1.93%,157199,154806,155919,163006,33000,2833711
2014/06/30,159395,160712,157638,158956,▼439,－0.28%,156760,154762,155977,163028,29152,2831747
2014/06/27,158077,160712,156760,159395,▲2196,＋1.40%,155531,154477,155984,163039,37616,2829329
2014/06/26,153686,157638,153686,157199,▲2635,＋1.70%,154828,154191,155999,163080,41699,2829344
2014/06/25,152808,155443,152808,154565,▲878,＋0.57%,154652,154038,156036,163124,32377,2826275
2014/06/24,151930,154565,151491,153686,▲878,＋0.57%,154652,153972,156145,163208,30507,2816564
2014/06/23,155004,156321,152808,152808,▼3074,－1.97%,154565,153928,156292,163281,20376,2809604
2014/06/20,156321,156321,153247,155882,▼439,－0.28%,155004,153928,156409,163321,37294,2810007
2014/06/19,155004,156321,153686,156321,▲1756,＋1.14%,154477,153774,156526,163328,26618,2808589
2014/06/18,153247,154565,152369,154565,▲1317,＋0.86%,153950,153577,156680,163332,26758,2801724
2014/06/17,154126,154565,151930,153247,▼1756,－1.13%,153335,153423,156892,163358,42004,2794389
2014/06/16,152369,155004,151930,155004,▲1756,＋1.15%,153423,153379,157170,163391,25677,2794859
2014/06/13,152808,154126,151491,153247,▼439,－0.29%,152896,153401,157426,163394,42978,2796856
2014/06/12,151491,153686,150613,153686,▲2196,＋1.45%,152457,153401,157668,163435,39153,2801592
2014/06/11,153686,153686,150613,151491,▼2196,－1.43%,152720,153489,157836,163464,32431,2792597
2014/06/10,153247,153686,151491,153686,▲1317,＋0.86%,154038,153511,158092,163519,18184,2788098
2014/06/09,149735,153247,149735,152369,▲1317,＋0.87%,154301,153533,158392,163570,29383,2783117
2014/06/05,153247,153686,151052,151052,▼3952,－2.55%,154477,153599,158692,163643,35185,2773913
2014/06/03,156321,156760,154126,155004,▼3074,－1.94%,155004,153796,159051,163705,29328,2768129
2014/06/02,156321,158517,155443,158077,▲3074,＋1.98%,154828,154038,159336,163764,28232,2765245
2014/05/30,153247,162029,151052,155004,▲1756,＋1.15%,153862,154104,159556,163782,157801,2764292
2014/05/29,153686,154565,152369,153247,▼439,－0.29%,153423,154367,159834,163863,19796,2729331
2014/05/28,152808,154565,152369,153686,▼439,－0.28%,153335,154609,160149,163965,41727,2728123
2014/05/27,153686,154126,151930,154126,▲878,＋0.57%,153160,154718,160478,164060,18626,2731481
2014/05/26,153686,155004,152369,153247,▲439,＋0.29%,152808,154894,160778,164159,32557,2719174
2014/05/23,152808,153686,152369,152808,0.0,0.00%,152457,155179,161115,164276,25430,2703824
2014/05/22,151930,153686,151930,152808,0.0,0.00%,152369,155597,161393,164360,29645,2690321
2014/05/21,151052,152808,151052,152808,▲439,＋0.29%,152896,155992,161729,164419,21065,2677595
2014/05/20,151052,152369,150613,152369,▲878,＋0.58%,152984,156365,162081,164474,26957,2669790
2014/05/19,152808,153686,150174,151491,▼878,－0.58%,153599,156716,162425,164532,49833,2661831
2014/05/16,154126,154565,151930,152369,▼3074,－1.98%,153686,157090,162834,164606,37114,2650395
2014/05/15,153686,155443,152808,155443,▲2196,＋1.43%,154038,157441,163222,164675,36752,2642387
2014/05/14,155882,156321,152808,153247,▼2196,－1.41%,153686,157682,163537,164690,19919,2629437
2014/05/13,151930,155882,150613,155443,▲3513,＋2.31%,154038,158077,163910,164686,42106,2630795
2014/05/12,153686,154126,151491,151930,▼2196,－1.42%,154916,158319,164262,164664,24421,2636339
2014/05/09,153686,156321,152369,154126,▲439,＋0.29%,156409,158714,164701,164668,26133,2641516
2014/05/08,155004,155882,153247,153686,▼1317,－0.85%,157638,158890,165045,164697,22802,2644738
2014/05/07,158517,158956,155004,155004,▼4830,－3.02%,158517,159044,165359,164697,36133,2646321
2014/05/02,158517,160273,158077,159834,▲439,＋0.28%,158692,159131,165667,164701,15575,2653964
2014/04/30,159834,159834,157638,159395,▼878,－0.55%,158253,158868,165813,164624,29116,2653333
2014/04/29,158077,160712,157199,160273,▲2196,＋1.39%,158165,158846,166003,164580,29993,2653207
2014/04/28,155882,158517,155882,158077,▲2196,＋1.41%,158341,158802,166194,164540,11423,2653687
2014/04/25,157199,158077,155443,155882,▼1756,－1.11%,158868,158868,166442,164547,27461,2650832
2014/04/24,158517,158956,157199,157638,▼1317,－0.83%,159746,159087,166699,164606,16394,2646708
2014/04/23,160273,161151,158956,158956,▼2196,－1.36%,160097,159175,166925,164660,13811,2646532
2014/04/22,161151,161151,159834,161151,▲439,＋0.27%,160097,159285,167021,164715,9935,2645506
2014/04/21,159395,161590,159395,160712,▲439,＋0.27%,159746,159351,167145,164723,12302,2644080
2014/04/18,159395,161151,158956,160273,▲878,＋0.55%,159658,159307,167240,164730,19912,2644266
2014/04/17,159395,159834,158077,159395,▲439,＋0.28%,159834,159439,167430,164756,13282,2640823
2014/04/16,158956,160273,158517,158956,▼439,－0.28%,160010,159746,167643,164799,15684,2637803
2014/04/15,160273,161151,158077,159395,▼878,－0.55%,160185,160163,167862,164814,30223,2638891
2014/04/14,160712,161151,158517,160273,▼878,－0.54%,159834,160690,168067,164821,21804,2635188
2014/04/11,158517,161151,158077,161151,▲878,＋0.55%,159131,161195,168309,164785,49528,2638620
2014/04/10,159395,160273,158077,160273,▲439,＋0.27%,158253,161524,168514,164741,36912,2632074
2014/04/09,158077,159834,157199,159834,▲2196,＋1.39%,157111,161700,168667,164701,35171,2633577
2014/04/08,156760,157638,155443,157638,▲878,＋0.56%,156936,162051,168887,164704,32441,2631554
2014/04/07,155443,157199,155443,156760,0.0,0.00%,157287,162754,169114,164726,18388,2634633
2014/04/04,155004,157199,155004,156760,▲2196,＋1.42%,157814,163435,169370,164759,45077,2632875
2014/04/03,157638,158077,154565,154565,▼4391,－2.76%,158517,164225,169684,164840,114224,2628343
2014/04/02,159834,159834,157199,158956,▼439,－0.28%,159483,165103,169992,164935,55693,2667633
2014/04/01,158077,159395,156321,159395,0.0,0.00%,159922,165718,170094,165015,40368,2664718
2014/03/31,159395,161151,157638,159395,▼878,－0.55%,160536,166333,170080,165100,37386,2663142
2014/03/28,159395,160273,157638,160273,▲878,＋0.55%,160624,166969,170094,165184,39590,2660470
2014/03/27,160273,161151,157199,159395,▼1756,－1.09%,161151,167628,170160,165268,62704,2653174
2014/03/26,162908,162908,158956,161151,▼1317,－0.81%,162381,168265,170211,165392,50337,2648069
2014/03/25,159395,162908,157199,162469,▲2635,＋1.65%,163610,168879,170270,165484,33435,2655449
2014/03/24,162469,163786,157638,159834,▼3074,－1.89%,165103,169231,170270,165557,63729,2653181
2014/03/21,165542,167299,162029,162908,▼2635,－1.59%,167211,169889,170233,165623,54001,2658003
2014/03/20,168177,168177,165103,165542,▼1756,－1.05%,168177,170438,170131,165659,20263,2668160
2014/03/19,169933,169933,166860,167299,▼2635,－1.55%,167826,170812,169985,165689,23461,2665885
2014/03/18,171251,171251,167299,169933,▼439,－0.26%,167738,171251,169824,165725,26699,2664281
2014/03/17,166860,170372,165103,170372,▲2635,＋1.57%,168089,171536,169611,165714,39412,2663634
2014/03/14,163347,169055,162469,167738,▲3952,＋2.41%,168089,171734,169362,165714,39154,2667186
2014/03/13,166860,168177,163786,163786,▼3074,－1.84%,169055,172129,169201,165736,67254,2666997
2014/03/12,170372,170372,166860,166860,▼4830,－2.81%,170724,172766,169092,165817,50461,2664937
