[일시]금호산업,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2010/07/12,105398,107338,104751,105398,▼808,－0.76%,106012,108922,115768,137439,261790,1107129
2010/07/09,108308,109439,105075,106206,▼1778,－1.65%,106206,108857,116347,137888,407401,1107659
2010/07/08,106691,110409,105721,107984,▲2586,＋2.45%,106336,108752,116913,138183,502882,1112499
2010/07/07,105075,106691,104428,105398,▲323,＋0.31%,106271,108494,117341,138441,219141,1107769
2010/07/06,105560,105883,104105,105075,▼1293,－1.22%,106788,108526,117829,138709,269226,1112079
2010/07/05,107338,108308,105721,106368,▼485,－0.45%,107208,108599,118354,138965,200806,1112573
2010/07/02,106691,108954,106045,106853,▼808,－0.75%,107984,108494,118934,139410,209899,1116443
2010/07/01,109601,109601,105236,107661,▼323,－0.30%,109116,108558,119440,140085,230217,1115833
2010/06/30,104266,108631,103620,107984,▲808,＋0.75%,110409,108582,119936,140879,321594,1115303
2010/06/29,110248,110409,107014,107176,▼3071,－2.79%,111056,108607,120642,141612,365563,1125013
2010/06/28,112672,113966,109278,110248,▼2263,－2.01%,112446,108671,121329,142344,461693,1139663
2010/06/25,113157,117360,111702,112511,▼1617,－1.42%,113416,108364,122401,143335,463102,1143673
2010/06/24,111541,119300,111541,114127,▲2910,＋2.62%,113545,107920,123436,144642,720557,1176823
2010/06/23,113157,114774,111056,111217,▼2910,－2.55%,113998,107532,124443,146329,443468,1194303
2010/06/22,115420,119947,112996,114127,▼970,－0.84%,112252,107273,125500,148231,1028448,1207246
2010/06/21,112996,120593,109278,115097,▲1940,＋1.71%,110021,107257,126507,150257,1842835,1263259
2010/06/18,115744,115744,108954,113157,▼3233,－2.78%,107823,107241,127499,152234,1036406,1285233
2010/06/17,102327,117845,101842,116390,▲13902,＋13.56%,106012,107467,128522,154241,3075906,1208888
2010/06/16,104105,104266,102165,102488,▼485,－0.47%,103296,107685,129492,156343,470196,1562835
2010/06/15,104105,104590,102811,102973,▼1132,－1.09%,104008,108461,130694,158628,504906,1692175
2010/06/14,105398,107984,103781,104105,0.0,0.00%,104719,109577,131888,160908,588086,1852212
2010/06/11,103620,106045,103620,104105,▲1293,＋1.26%,104751,110676,133062,163260,441208,2100109
2010/06/10,106045,107338,102811,102811,▼3233,－3.05%,105560,111719,134237,165464,1413367,2195826
2010/06/09,106691,107176,104751,106045,▼485,－0.46%,106626,113125,135433,167814,330019,2258962
2010/06/08,104105,107661,104105,106529,▲2263,＋2.17%,107111,113957,136575,170082,256412,2289862
2010/06/07,103620,105721,103620,104266,▼3880,－3.59%,107499,114935,137710,172239,268769,2275651
2010/06/04,108954,109924,107338,108146,0.0,0.00%,107467,116358,138882,174374,323646,2245821
2010/06/03,108631,109439,107499,108146,▼323,－0.30%,106562,117845,140070,176383,294882,2249251
2010/06/01,107661,111702,107014,108469,0.0,0.00%,106206,119324,141371,178445,351561,2238231
2010/05/31,104105,109601,102327,108469,▲4365,＋4.19%,105721,120731,142290,180464,401368,2250509
2010/05/28,105883,107338,103781,104105,▲485,＋0.47%,106788,121458,143001,182457,458952,2265599
2010/05/27,103620,105560,101195,103620,▼2748,－2.58%,108922,122024,143680,184566,789861,2343609
2010/05/26,105398,109924,105236,106368,▲323,＋0.30%,111735,122565,144200,186720,298144,2454662
2010/05/25,112349,113481,105075,106045,▼7759,－6.82%,114612,123293,144742,188851,559829,2476022
2010/05/24,113157,117037,113157,113804,▼970,－0.85%,117005,124247,145334,190810,314509,2539042
2010/05/20,117037,122210,113319,114774,▼2910,－2.47%,119300,125047,145860,192893,444426,2531732
2010/05/19,121240,121240,117522,117684,▼3071,－2.54%,121563,125912,146364,195196,300040,2517192
2010/05/18,118007,126090,118007,120755,▲2748,＋2.33%,123018,126736,146849,197422,299828,2566942
2010/05/17,125281,125281,118007,118007,▼7274,－5.81%,125055,127359,147263,199810,633308,2544142
2010/05/14,126090,128838,122856,125281,▼808,－0.64%,125993,128231,147840,201979,583227,2725587
2010/05/13,124958,127868,124473,126090,▲1132,＋0.91%,126154,128805,148376,204020,387166,2738047
2010/05/12,131101,132394,124473,124958,▼5981,－4.57%,127480,129509,148834,206067,551306,2731777
2010/05/11,123826,134172,118653,130939,▲8244,＋6.72%,130066,130268,149362,208030,1761146,2812087
2010/05/10,125928,125928,120270,122695,▼3395,－2.69%,131424,130406,149788,210037,861527,2667877
2010/05/07,125766,128999,116390,126090,▼6628,－4.99%,134205,131004,150437,211790,762402,2870027
2010/05/06,131747,134819,130293,132717,▼5173,－3.75%,133590,131529,151375,213541,778032,2926557
2010/05/04,141285,141770,136112,137890,▲162,＋0.12%,130131,131949,151806,215278,644242,2901827
2010/05/03,139022,140962,132556,137729,▲1132,＋0.83%,125443,131917,152151,216904,1646398,2777887
2010/04/30,122856,141285,121563,136597,▲13579,＋11.04%,122081,131901,152399,218531,3465835,2510985
2010/04/29,113157,129161,108954,123018,▲7598,＋6.58%,119785,132588,152638,220100,2070967,2044755
2010/04/28,113642,120108,113481,115420,▲970,＋0.85%,121143,133857,153121,221783,1361858,1865524
2010/04/27,119300,119623,111702,114451,▼6466,－5.35%,124473,136815,153530,223623,2007568,1934564
2010/04/26,124635,124796,120108,120917,▼4203,－3.36%,128417,139822,154115,225458,1027129,1954044
2010/04/23,130939,131262,124958,125120,▼4688,－3.61%,130874,142505,154748,227225,1152879,1976634
2010/04/22,131909,134334,129646,129808,▼2263,－1.71%,132944,144979,155254,228944,814493,2023284
2010/04/21,132717,134496,131909,132071,▼2101,－1.57%,134334,147218,156135,230570,630532,2073492
2010/04/20,133526,138375,129969,134172,▲970,＋0.73%,135950,149343,156957,232245,1438535,2177622
2010/04/19,136112,138860,131424,133202,▼2263,－1.67%,137147,151364,157927,234009,596655,2333272
2010/04/16,136112,136597,133202,135465,▼1293,－0.95%,137244,153433,158498,235742,492940,2334768
2010/04/15,138537,142255,136112,136759,▼3395,－2.42%,137082,155389,158892,237603,687571,2368980
2010/04/14,143871,144033,139183,140153,0.0,0.00%,137050,157281,159110,239508,797324,2383490
2010/04/13,133849,148721,130939,140153,▲6466,＋4.84%,137244,159002,159428,241492,2729900,2400318
2010/04/12,133041,137405,131909,133687,▼970,－0.72%,136662,160724,159452,243504,631441,2427990
2010/04/09,135789,135789,130616,134657,▼1940,－1.42%,137405,162769,159541,245528,1194505,2417000
2010/04/08,141123,142255,135950,136597,▼4526,－3.21%,140541,164765,159589,247572,901027,2297560
2010/04/07,136759,146135,135789,141123,▲3880,＋2.83%,142901,166665,159576,249626,1017276,2522320
2010/04/06,140315,140477,134334,137244,▼162,－0.12%,149594,168338,159886,251737,886338,2535140
2010/04/05,151954,153571,129646,137405,▼12932,－8.60%,157062,170447,160729,253867,2220120,2526420
2010/04/02,138375,164886,137244,150338,▲1940,＋1.31%,164498,172888,161823,256090,8117166,2517220
2010/04/01,148398,148398,148398,148398,▼26188,－15.00%,169348,173551,162583,258272,991347,2692000
2010/03/31,174586,174586,174586,174586,0.0,0.00%,174586,173688,163359,260430,0,2784590
2010/03/30,174586,174586,174586,174586,0.0,0.00%,174586,172201,164269,262276,0,2784590
2010/03/29,174586,174586,174586,174586,0.0,0.00%,174586,170213,165848,264067,0,2784590
2010/03/26,174586,174586,174586,174586,0.0,0.00%,174586,168427,168214,265751,0,2784590
2010/03/25,174586,174586,174586,174586,0.0,0.00%,174586,166778,170962,267570,0,2784590
2010/03/24,174586,174586,174586,174586,0.0,0.00%,174586,165315,174006,269469,0,2784590
2010/03/23,174586,174586,174586,174586,0.0,0.00%,174586,163836,176970,271301,0,2784590
2010/03/22,174586,174586,174586,174586,0.0,0.00%,174586,162445,179960,273160,0,2784590
2010/03/19,174586,174586,174586,174586,0.0,0.00%,174586,160999,183194,275087,0,2784590
2010/03/18,174586,174586,174586,174586,0.0,0.00%,174586,159899,186561,277040,0,2784590
2010/03/17,174586,174586,174586,174586,0.0,0.00%,174586,159043,189929,278926,0,2784592
2010/03/16,174586,174586,174586,174586,0.0,0.00%,174586,157992,193459,280933,0,2784592
2010/03/15,174586,174586,174586,174586,0.0,0.00%,175555,157095,196692,283115,0,2784592
2010/03/12,174586,174586,174586,174586,0.0,0.00%,177883,156189,200194,285271,0,2784592
2010/03/11,174586,174586,174586,174586,0.0,0.00%,175685,155543,203589,287251,0,2784592
2010/03/10,176849,187194,162946,174586,▼4850,－2.70%,170997,155931,206768,289218,5474781,2784592
2010/03/09,191397,209503,171029,179435,▼6789,－3.65%,165048,155131,209866,291158,7969994,2713272
2010/03/08,171999,187518,166826,186225,▲22631,＋13.83%,156125,154088,212695,293098,4717557,2774762
2010/03/05,156965,168119,152601,163593,▲12447,＋8.24%,146652,152407,215519,295048,3793715,2808622
2010/03/04,148398,157289,148398,151146,▲6304,＋4.35%,142255,151776,218639,297201,1431348,2798742
2010/03/03,134172,147589,132556,144841,▲10023,＋7.43%,141091,151817,221912,299363,1452356,2828707
2010/03/02,137405,138537,133526,134819,▼4041,－2.91%,141123,151574,225452,301618,813189,2813657
2010/02/26,139668,141447,136112,138860,▼2748,－1.94%,143516,152310,229240,304011,444672,2797007
2010/02/25,146135,146296,140638,141608,▼3718,－2.56%,144874,153312,232961,306410,526583,2810878
2010/02/24,145488,147751,144680,145326,▲323,＋0.22%,147072,154007,236286,308732,439306,2862638
2010/02/23,145973,146458,143225,145003,▼1778,－1.21%,149497,155874,239926,310970,610395,2867718
2010/02/22,145488,149529,142417,146781,▲1132,＋0.78%,151210,157693,244029,313331,975506,2821508
2010/02/19,151954,151954,140962,145650,▼6951,－4.56%,153183,159972,247995,315624,1552791,2785278
2010/02/18,158743,159067,152116,152601,▼4850,－3.08%,155349,161063,252357,318182,1045085,2802098
2010/02/17,160037,161330,155995,157450,▲3880,＋2.53%,157159,161387,256118,320628,1111299,2929278
2010/02/16,158420,159067,150338,153571,▼3071,－1.96%,162138,161007,259664,323129,950969,2929078
2010/02/12,161330,166180,156157,156642,▲162,＋0.10%,163140,161290,263301,325634,1678825,2873818
2010/02/11,155187,165533,154541,156480,▼5173,－3.20%,163528,160538,266698,327939,1849217,2875498
2010/02/10,189134,189781,158420,161653,▼20692,－11.35%,162752,159665,270287,330340,5975714,2935188
2010/02/09,170059,182345,168766,182345,▲23763,＋14.98%,160619,158461,273143,332805,6672177,2936408
2010/02/08,158582,158582,158582,158582,0.0,0.00%,154541,156133,275708,335111,0,2882358
2010/02/05,142901,169413,142901,158582,▲5981,＋3.92%,150822,156189,278749,337656,4089984,2882358
2010/02/04,151307,155834,151307,152601,▲1617,＋1.07%,149012,157652,281657,340268,1203314,2868988
2010/02/03,158420,158743,148883,150984,▼970,－0.64%,150273,160174,284663,343145,1521839,2805338
2010/02/02,139022,159067,131424,151954,▲11962,＋8.55%,151178,162421,287562,345982,3487657,2878917
2010/02/01,152762,157450,133202,139992,▼9538,－6.38%,157321,164571,290445,348704,2858958,2822837
2010/01/29,155187,157450,148721,149529,▼9376,－5.90%,165598,169033,293716,351578,1343841,2830607
2010/01/28,148721,167796,140962,158905,▲3395,＋2.18%,174165,175022,296801,354158,4081689,2887997
2010/01/27,170059,176202,155510,155510,▼27158,－14.87%,175879,182903,299702,356646,4143770,2914787
2010/01/26,193984,193984,177172,182668,▲1293,＋0.71%,176590,192101,302634,359176,3395963,2950087
2010/01/25,184608,211442,171676,181375,▼10992,－5.71%,170027,200830,305005,361372,8311452,2997437
2010/01/22,171676,192367,170706,192367,▲24895,＋14.86%,165598,209381,307532,363686,7836161,3016637
2010/01/21,161007,168119,159067,167473,▲8406,＋5.28%,155446,217464,310091,365895,3457895,3024777
2010/01/20,155834,164886,153247,159067,▲9214,＋6.15%,149756,227519,312985,368231,4544970,3003257
2010/01/19,157935,157935,145488,149853,▼9376,－5.89%,145456,238398,316315,370637,3786608,2865927
2010/01/18,141932,162623,140800,159228,▲17620,＋12.44%,142643,249738,319906,373080,6469217,2889337
2010/01/15,141447,144356,139668,141608,▲2586,＋1.86%,142740,261094,323557,375713,2724943,2736437
2010/01/14,141447,144518,137567,139022,▲1455,＋1.06%,151986,272442,327555,378413,4303353,2647747
2010/01/13,136112,144680,136112,137567,▲1778,＋1.31%,164789,284728,331516,381067,9023637,2613885
2010/01/12,141123,147266,135789,135789,▼23925,－14.98%,176461,296763,335554,383625,10397783,2517260
2010/01/11,178142,181052,159713,159713,▼28128,－14.97%,188294,308240,339677,386211,5175811,2462240
2010/01/08,206916,211442,179435,187841,▼15195,－7.48%,202196,318279,343589,388612,6542453,2465410
2010/01/07,198834,213706,197864,203036,▲7113,＋3.63%,218491,326346,347005,390697,10876630,2911690
2010/01/06,177819,207563,177172,195924,▲970,＋0.50%,241187,333976,350356,392494,29922221,2656163
2010/01/05,194954,201420,194954,194954,▼34270,－14.95%,269896,341719,353961,394216,6908820,2312512
2010/01/04,229224,229224,229224,229224,▼40090,－14.89%,302356,349349,357502,396121,105025,2149832
2009/12/30,269314,269314,269314,269314,▼47203,－14.91%,326992,355750,360282,397605,287857,2196132
2009/12/29,339472,344321,309081,316517,▼22955,－6.76%,343933,360390,362287,398769,2021294,2130052
2009/12/28,345938,350788,336239,339472,▼17782,－4.98%,354344,362669,363289,399822,1190932,2232792
2009/12/24,352404,362103,349171,357254,▲4850,＋1.38%,361780,362750,364178,400846,513779,2227342
2009/12/23,352404,362103,352404,352404,▼1617,－0.46%,365660,363073,364932,401668,480524,2207062
2009/12/22,368569,375036,352404,354021,▼14549,－3.95%,372449,365013,365633,402409,1009606,2147692
2009/12/21,378269,378269,366953,368569,▼8083,－2.15%,375359,366549,366360,403217,489705,2181605
2009/12/18,373419,384735,371802,376652,0.0,0.00%,378592,368489,366980,403864,603934,2190055
2009/12/17,384735,386351,376652,376652,▼9699,－2.51%,378915,368569,367519,404456,490827,2204635
2009/12/16,368569,391201,366953,386351,▲17782,＋4.82%,376652,368246,367923,405063,1376201,2303285
2009/12/15,383118,383118,365336,368569,▼16165,－4.20%,371479,367519,368408,405696,1166855,2262525
2009/12/14,384735,391201,378269,384735,▲6466,＋1.71%,367600,367115,369539,406315,986302,2316665
2009/12/11,366953,387968,365336,378269,▲12932,＋3.54%,361780,366468,370348,407447,1365401,2377325
2009/12/10,360487,368569,358870,365336,▲4850,＋1.35%,356284,364205,370913,408754,651093,2312565
2009/12/09,344321,362103,341088,360487,▲11316,＋3.24%,352727,362750,371668,410114,964420,2310355
2009/12/08,357254,357254,347555,349171,▼6466,－1.82%,352081,361780,372449,411488,398215,2299104
2009/12/07,350788,360487,349171,355637,▲4850,＋1.38%,354667,360972,373500,413213,389684,2290924
2009/12/04,345938,357254,342705,350788,▲3233,＋0.93%,355960,359840,374578,414762,633452,2292154
2009/12/03,355637,355637,341088,347555,▼9699,－2.71%,354021,358547,375763,416527,977264,2234714
2009/12/02,358870,365336,354021,357254,▼4850,－1.34%,357254,357415,376814,418413,720163,2216577
2009/12/01,357254,365336,345938,362103,0.0,0.00%,364043,356365,377784,420285,516262,2224527
2009/11/30,350788,363720,350788,362103,▲21015,＋6.16%,368569,354991,378781,422279,651073,2257127
2009/11/27,354021,366953,339472,341088,▼22631,－6.22%,377622,353536,379858,424313,815170,2193637
2009/11/26,383118,386351,363720,363720,▼27481,－7.02%,385058,353051,381178,426522,1103533,2163197
2009/11/25,379885,394434,373419,391201,▲6466,＋1.68%,386351,351111,382014,428516,887887,2218991
2009/11/24,405750,405750,373419,384735,▼22631,－5.56%,382472,348201,382633,430590,1713971,2262411
2009/11/23,387968,417065,383118,407366,▲29098,＋7.69%,377622,346261,383253,432880,2649634,2378111
2009/11/20,365336,381502,365336,378269,▲8083,＋2.18%,370509,342947,384007,435063,1056850,2437071
2009/11/19,371802,391201,365336,370186,▼1617,－0.43%,361457,341977,385139,437568,1685158,2440761
2009/11/18,363720,371802,357254,371802,▲11316,＋3.14%,354667,341735,386594,440465,1102119,2514001
2009/11/17,368569,370186,354021,360487,▼11316,－3.04%,348524,342058,387968,443536,1107270,2654324
2009/11/16,337855,381502,337855,371802,▲38797,＋11.65%,343028,343109,389180,446554,4307897,2690764
2009/11/13,334622,341088,331389,333006,▼3233,－0.96%,335269,343352,390393,449571,273062,2741884
2009/11/12,341088,344321,336239,336239,▼4850,－1.42%,333652,345695,392467,452804,263363,2772689
2009/11/11,334622,342705,331389,341088,▲8083,＋2.43%,331389,348039,394515,456024,424950,2763149
2009/11/10,334622,339472,329773,333006,0.0,0.00%,330419,350707,396562,459055,522993,2685079
2009/11/09,323307,336239,323307,333006,▲8083,＋2.49%,330743,353697,398879,462059,456876,2602679
2009/11/06,328156,329773,323307,324923,0.0,0.00%,330743,357254,401628,464901,313445,2543939
2009/11/05,334622,336239,322983,324923,▼11316,－3.37%,332036,361618,404403,468175,551851,2563829
2009/11/04,336239,341088,331389,336239,▲1617,＋0.48%,332036,365740,406962,471718,375762,2666479
2009/11/03,337855,344321,333006,334622,▲1617,＋0.49%,331389,368731,409441,475382,564239,2754499
2009/11/02,322660,334622,320397,333006,▲1617,＋0.49%,333652,371479,411515,478750,431642,2794169
2009/10/30,329773,337855,324923,331389,▲6466,＋1.99%,335269,373662,413590,482400,430652,2802189
2009/10/29,326540,329773,322013,324923,▼8083,－2.43%,340765,376733,415718,486186,641389,2754709
2009/10/28,345938,347555,331389,333006,▼12932,－3.74%,348848,380613,417739,489944,506389,2751569
2009/10/27,336239,352404,333006,345938,▲4850,＋1.42%,357900,383684,419840,493703,941221,2747139
2009/10/26,350788,355637,339472,341088,▼17782,－4.95%,365013,386270,421699,497744,1156300,2717487
2009/10/23,368569,370186,357254,358870,▼6466,－1.77%,372126,389504,423478,501906,475870,2727717
2009/10/22,375036,375036,365336,365336,▼12932,－3.42%,376329,392009,424959,505624,601758,2733967
2009/10/21,378269,381502,375036,378269,▼3233,－0.85%,379885,393787,426253,509316,305915,2753117
