[일시]한국공항,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/11/17,48750,49100,48550,49000,▲450,＋0.93%,49140,48840,48438,46385,6828,192366
2017/11/16,49450,49450,48300,48550,▼350,－0.72%,49400,48795,48436,46323,6322,191591
2017/11/15,49900,49950,48700,48900,▼950,－1.91%,49710,48775,48418,46263,6488,190989
2017/11/14,49750,49900,48750,49850,▲450,＋0.91%,49850,48725,48380,46205,6816,190315
2017/11/13,50300,51000,48900,49400,▼900,－1.79%,49750,48633,48323,46134,6351,189605
2017/11/10,50100,50500,49500,50300,▲200,＋0.40%,49430,48518,48292,46064,2445,189569
2017/11/09,49550,50500,49550,50100,▲500,＋1.01%,49130,48340,48293,45989,5521,189268
2017/11/08,49600,50700,49050,49600,▲250,＋0.51%,48930,48193,48333,45916,9097,188794
2017/11/07,47800,49800,47450,49350,▲1550,＋3.24%,48580,48045,48316,45850,6529,187712
2017/11/06,51000,51600,47800,47800,▼1000,－2.05%,48180,47928,48293,45789,22478,187016
2017/11/03,49500,49500,48550,48800,▼300,－0.61%,48140,47900,48213,45745,2098,188691
2017/11/02,47850,49950,47300,49100,▲1250,＋2.61%,48130,47785,48143,45696,8418,189448
2017/11/01,47350,47850,46950,47850,▲500,＋1.06%,48110,47625,48073,45649,3737,185550
2017/10/31,48000,48700,47350,47350,▼250,－0.53%,48260,47540,48016,45595,6872,185549
2017/10/30,48800,49400,47600,47600,▼1150,－2.36%,48590,47460,47978,45544,7654,183581
2017/10/27,49000,49600,48500,48750,▼250,－0.51%,48650,47405,47945,45508,3720,181158
2017/10/26,48600,49100,47750,49000,▲400,＋0.82%,48520,47280,47879,45462,3156,179886
2017/10/25,48900,49400,48300,48600,▼400,－0.82%,48350,47185,47794,45414,2770,179840
2017/10/24,48150,49850,47900,49000,▲1100,＋2.30%,48210,47145,47708,45365,6483,179811
2017/10/23,47700,48450,47000,47900,▼200,－0.42%,48010,47080,47613,45313,5308,177486
2017/10/20,47600,48600,47600,48100,▼50,－0.10%,47850,47093,47538,45272,3634,177337
2017/10/19,47900,48250,47300,48150,▲250,＋0.52%,47580,47155,47459,45222,5507,177405
2017/10/18,48950,48950,47550,47900,▼100,－0.21%,47380,47218,47369,45153,4036,176818
2017/10/17,47100,49500,47100,48000,▲900,＋1.91%,47130,47323,47283,45086,8645,177288
2017/10/16,46800,47500,46300,47100,▲350,＋0.75%,46930,47423,47194,45017,4664,177776
2017/10/13,47200,47950,46700,46750,▼400,－0.85%,46960,47533,47123,44958,3894,177668
2017/10/12,46500,47500,46300,47150,▲500,＋1.07%,46910,47665,47064,44895,3434,177844
2017/10/11,46550,47500,46150,46650,▼350,－0.74%,46660,47713,47002,44828,3461,177518
2017/10/10,47400,47450,46100,47000,▼250,－0.53%,46560,47780,46946,44760,3544,177841
2017/09/29,46450,47850,46400,47250,▲750,＋1.61%,46310,47890,46888,44695,4753,178514
2017/09/28,45600,46650,45500,46500,▲600,＋1.31%,46160,48053,46828,44633,3676,178619
2017/09/27,46250,46500,45700,45900,▼250,－0.54%,46110,48268,46786,44572,3802,179011
2017/09/26,45750,46300,44700,46150,▲400,＋0.87%,46350,48533,46761,44522,5505,178993
2017/09/25,46500,47050,45450,45750,▼750,－1.61%,46680,48745,46729,44471,2567,178955
2017/09/22,46250,47000,45850,46500,▲250,＋0.54%,47070,48983,46691,44423,6134,179075
2017/09/21,47450,47450,45800,46250,▼850,－1.80%,47400,49113,46633,44371,7268,178219
2017/09/20,48200,48200,47100,47100,▼700,－1.46%,48020,49248,46585,44318,5996,178694
2017/09/19,47450,47900,47450,47800,▲100,＋0.21%,48480,49340,46528,44257,1968,177725
2017/09/18,47800,48350,47250,47700,▼450,－0.93%,48920,49353,46460,44185,6062,177757
2017/09/15,49300,49350,48000,48150,▼1200,－2.43%,49380,49395,46388,44117,5414,177181
2017/09/14,49900,49900,48600,49350,▼50,－0.10%,49610,49383,46313,44039,1622,177241
2017/09/13,50000,50000,49150,49400,▼600,－1.20%,49620,49358,46233,43947,3984,177426
2017/09/12,49900,50200,48500,50000,0.0,0.00%,49360,49263,46160,43855,5475,177653
2017/09/11,48800,50500,48000,50000,▲700,＋1.42%,48960,49093,46090,43757,9693,177940
2017/09/08,49050,49800,48450,49300,▼100,－0.20%,48800,48913,45988,43663,5266,174714
2017/09/07,48350,49400,48000,49400,▲1300,＋2.70%,49040,48825,45898,43570,5268,176278
2017/09/06,47900,48100,47250,48100,▲100,＋0.21%,49320,48875,45815,43479,7057,174888
2017/09/05,49700,49700,48000,48000,▼1200,－2.44%,49940,49095,45738,43404,5777,175339
2017/09/04,49000,50100,48800,49200,▼1300,－2.57%,50420,49123,45661,43333,14031,176337
2017/09/01,50700,52100,48000,50500,▼300,－0.59%,50680,49063,45568,43248,15945,175542
2017/08/31,51200,51700,50200,50800,▼400,－0.78%,50400,48688,45463,43157,5673,177046
2017/08/30,50400,51400,50100,51200,▲800,＋1.59%,50030,48375,45364,43057,12936,178273
2017/08/29,51200,51200,49550,50400,▼100,－0.20%,49580,48063,45248,42961,7959,177654
2017/08/28,49700,51200,48600,50500,▲1400,＋2.85%,49110,47763,45148,42874,14577,177833
2017/08/25,48950,49450,48400,49100,▲150,＋0.31%,48720,47493,45006,42791,8507,173462
2017/08/24,49450,49450,48450,48950,0.0,0.00%,48480,47318,44881,42731,8916,173035
2017/08/23,48200,49550,47450,48950,▲900,＋1.87%,48460,47110,44765,42668,10796,172960
2017/08/22,48600,48750,47450,48050,▼500,－1.03%,48170,46858,44649,42594,6143,173145
2017/08/21,47900,48550,46750,48550,▲650,＋1.36%,47880,46628,44556,42529,8875,174728
2017/08/18,48650,48650,47400,47900,▼950,－1.94%,47450,46365,44438,42464,13556,174099
2017/08/17,47500,50300,47500,48850,▲1350,＋2.84%,47380,46138,44332,42400,20763,173988
2017/08/16,46800,47500,46450,47500,▲900,＋1.93%,47690,45865,44210,42330,12822,174814
2017/08/14,46650,48400,45700,46600,▲200,＋0.43%,48690,45628,44108,42272,21081,172139
2017/08/11,47000,48300,46250,46400,▼1150,－2.42%,49080,45433,44030,42223,20697,170486
2017/08/10,50100,50100,47450,47550,▼2850,－5.65%,49400,45248,43946,42174,20508,168883
2017/08/09,51800,52000,49650,50400,▼2100,－4.00%,48490,45010,43836,42110,20707,167668
2017/08/08,48550,52800,47900,52500,▲3950,＋8.14%,47320,44653,43684,42021,51277,167021
2017/08/07,48650,49400,47450,48550,▲550,＋1.15%,45810,44198,43499,41917,27154,163116
2017/08/04,46000,54000,45050,48000,▲5000,＋11.63%,44980,43935,43385,41848,155552,161326
2017/08/03,45000,45000,42650,43000,▼1550,－3.48%,44400,43713,43284,41798,15468,159923
2017/08/02,45100,45100,44050,44550,▼400,－0.89%,44920,43743,43276,41794,9410,160667
2017/08/01,45100,45100,44050,44950,▲550,＋1.24%,44970,43715,43250,41777,6356,159918
2017/07/31,45100,45150,44300,44400,▼700,－1.55%,44760,43688,43224,41757,3122,159652
2017/07/28,45600,45800,44550,45100,▼500,－1.10%,44570,43680,43173,41737,5604,159978
2017/07/27,44800,45700,44300,45600,▲800,＋1.79%,44210,43598,43110,41708,8828,159666
2017/07/26,44500,44800,44000,44800,▲900,＋2.05%,43760,43470,43070,41675,6382,158879
2017/07/25,43850,44600,43750,43900,▲450,＋1.04%,43480,43398,43045,41648,12161,158948
2017/07/24,43700,44000,43200,43450,▲150,＋0.35%,43250,43385,43033,41628,5538,159061
2017/07/21,43350,43900,43300,43300,▼50,－0.12%,43100,43400,43022,41609,9732,159793
2017/07/20,43400,43650,42900,43350,▼50,－0.12%,42980,43403,43013,41591,3900,159270
2017/07/19,42750,43700,42750,43400,▲650,＋1.52%,42870,43420,43006,41569,7367,159767
2017/07/18,43000,43100,42250,42750,▲50,＋0.12%,42840,43475,42984,41550,5078,159716
2017/07/17,42450,43000,42450,42700,0.0,0.00%,42970,43590,42938,41538,2680,161386
2017/07/14,42700,43450,42450,42700,▼100,－0.23%,43090,43745,42890,41525,3208,161375
2017/07/13,43750,43750,42750,42800,▼450,－1.04%,43260,43805,42840,41520,3490,161461
2017/07/12,43050,43950,43050,43250,▼150,－0.35%,43420,43858,42793,41510,1223,161511
2017/07/11,43500,44000,42900,43400,▲100,＋0.23%,43570,43918,42726,41496,1903,161702
2017/07/10,43450,43550,42850,43300,▼250,－0.57%,43770,43923,42655,41483,4184,161103
2017/07/07,43600,44150,43050,43550,▼50,－0.11%,43960,43925,42573,41468,3926,160684
2017/07/06,43800,44000,43400,43600,▼400,－0.91%,43940,43928,42503,41451,4903,160084
2017/07/05,44400,44400,43550,44000,▼400,－0.90%,43830,43958,42438,41440,3229,158229
2017/07/04,45500,45500,43400,44400,▲150,＋0.34%,43700,44003,42358,41430,4003,159502
2017/07/03,43950,44750,43350,44250,▲800,＋1.84%,43550,43993,42283,41422,7379,160340
2017/06/30,43200,43650,42700,43450,▲400,＋0.93%,43450,44000,42213,41405,2619,157513
2017/06/29,43350,43350,42750,43050,▼300,－0.69%,43430,43928,42156,41398,3331,156241
2017/06/28,43700,44050,42750,43350,▼300,－0.69%,43560,43855,42108,41395,3215,156303
2017/06/27,43750,43800,43000,43650,▼100,－0.23%,43790,43788,42052,41390,3170,156810
2017/06/26,43800,44100,42650,43750,▲400,＋0.92%,44070,43705,41986,41377,4732,157428
2017/06/23,44150,44450,43350,43350,▼350,－0.80%,44480,43640,41910,41371,8534,155751
2017/06/22,44500,44900,43650,43700,▼800,－1.80%,44590,43545,41847,41361,6350,157417
2017/06/21,44900,44900,43600,44500,▼550,－1.22%,44620,43438,41765,41345,11196,158004
2017/06/20,45900,46250,44900,45050,▼750,－1.64%,44610,43290,41662,41323,5867,157789
2017/06/19,43950,46200,43500,45800,▲1900,＋4.33%,44300,43105,41550,41295,11182,157902
2017/06/16,43850,44000,42950,43900,▲50,＋0.11%,43810,42913,41423,41259,9484,157604
2017/06/15,44450,44750,43250,43850,▼600,－1.35%,43750,42785,41337,41245,8578,157128
2017/06/14,43800,44450,43550,44450,▲950,＋2.18%,43820,42640,41243,41230,7150,158314
2017/06/13,43000,43550,43000,43500,▲150,＋0.35%,43910,42483,41143,41210,6824,155728
2017/06/12,43600,43600,42950,43350,▼250,－0.57%,44050,42378,41069,41192,4998,154962
2017/06/09,44600,44600,43400,43600,▼600,－1.36%,44260,42295,41005,41180,10592,154429
2017/06/08,44900,45250,43600,44200,▼700,－1.56%,43940,42213,40928,41154,14915,154148
2017/06/07,43750,45300,43700,44900,▲700,＋1.58%,43420,42128,40851,41119,24490,155159
2017/06/05,44550,44950,43600,44200,▼200,－0.45%,42840,42033,40750,41081,20691,154275
2017/06/02,41600,44750,41600,44400,▲2400,＋5.71%,42400,41993,40674,41050,35277,153777
2017/06/01,41800,42000,41350,42000,▲400,＋0.96%,42010,41840,40600,41019,4802,147871
2017/05/31,42000,42200,41550,41600,▼400,－0.95%,41900,41805,40577,41004,5876,147797
2017/05/30,42000,42450,41550,42000,0.0,0.00%,41890,41885,40582,40997,7450,146368
2017/05/29,42450,42450,41650,42000,▼450,－1.06%,41800,41950,40572,40988,7559,145757
2017/05/26,41550,42950,41150,42450,▲1000,＋2.41%,41670,42010,40538,40980,9662,144836
2017/05/25,41800,41900,40550,41450,▼100,－0.24%,41570,42025,40503,40965,9864,143738
2017/05/24,41700,42150,41400,41550,0.0,0.00%,41550,42090,40490,40961,7906,143018
2017/05/23,41350,41700,40850,41550,▲200,＋0.48%,41430,42160,40468,40972,7177,142703
2017/05/22,41550,41700,40750,41350,▼600,－1.43%,41380,42188,40450,40984,10411,141026
2017/05/19,41350,42000,41350,41950,▲600,＋1.45%,41390,42118,40437,41007,7694,141726
2017/05/18,41200,41450,40450,41350,▲400,＋0.98%,41340,42013,40417,41025,6902,141066
2017/05/17,41200,41500,40500,40950,▼350,－0.85%,41460,41930,40403,41051,7060,140103
2017/05/16,41000,41600,40900,41300,▼100,－0.24%,41770,41883,40383,41082,9570,139957
2017/05/15,41700,42100,41250,41400,▼300,－0.72%,42110,41778,40358,41118,6399,139445
2017/05/12,42050,42200,41200,41700,▼250,－0.60%,42510,41665,40334,41149,8031,138061
2017/05/11,43000,43000,41200,41950,▼550,－1.29%,42440,41500,40311,41163,12211,137688
2017/05/10,43000,43100,42500,42500,▼500,－1.16%,42310,41368,40312,41170,4258,137482
2017/05/08,43400,43700,43000,43000,▼400,－0.92%,42450,41228,40313,41174,3456,137881
2017/05/04,41500,43500,41450,43400,▲2050,＋4.96%,42510,41040,40304,41183,12433,138459
2017/05/02,41300,41450,41050,41350,▲50,＋0.12%,42470,40863,40289,41187,7808,134901
2017/04/28,41200,41600,40000,41300,▼1900,－4.40%,42750,40800,40301,41218,40219,134483
2017/04/27,43250,43700,42450,43200,▼100,－0.23%,43040,40735,40306,41243,6210,131379
2017/04/26,43150,43500,43050,43300,▲100,＋0.23%,42990,40585,40281,41252,3373,129720
2017/04/25,43400,43450,42500,43200,▲450,＋1.05%,42750,40418,40251,41263,5002,129672
2017/04/24,42450,43000,42450,42750,0.0,0.00%,42100,40243,40223,41268,4782,129622
2017/04/21,42900,43600,42400,42750,▼200,－0.47%,41520,40065,40197,41283,13246,129059
2017/04/20,41850,43300,41850,42950,▲850,＋2.02%,40910,39905,40169,41300,11063,128733
2017/04/19,40150,42300,40000,42100,▲2150,＋5.38%,40320,39698,40132,41318,27446,128452
2017/04/18,40000,40200,39700,39950,▲100,＋0.25%,39740,39508,40115,41343,7082,126066
2017/04/17,39650,40000,39650,39850,▲150,＋0.38%,39580,39428,40139,41385,4968,125290
2017/04/14,40150,40150,39650,39700,▼300,－0.75%,39290,39345,40161,41427,3714,124977
2017/04/13,39200,40200,39200,40000,▲800,＋2.04%,39210,39295,40199,41464,8116,125392
2017/04/12,39150,39350,38850,39200,▲50,＋0.13%,39150,39208,40226,41503,1807,123192
2017/04/11,38450,39150,38450,39150,▲750,＋1.95%,39160,39170,40266,41547,4898,122994
2017/04/10,39300,39650,38350,38400,▼900,－2.29%,39300,39165,40310,41597,8102,122392
2017/04/07,40000,40000,39250,39300,▼400,－1.01%,39640,39220,40363,41656,6174,122258
2017/04/06,39150,39800,38800,39700,▲450,＋1.15%,39780,39205,40400,41702,16177,121333
2017/04/05,40000,40000,38850,39250,▼600,－1.51%,39880,39198,40443,41742,12173,119025
2017/04/04,40100,40100,39300,39850,▼250,－0.62%,40020,39178,40503,41773,6105,116816
2017/04/03,40800,40800,39550,40100,▲100,＋0.25%,39990,39168,40561,41790,3968,116825
2017/03/31,40200,40300,39950,40000,▼200,－0.50%,39810,39160,40598,41805,4948,117345
2017/03/30,39950,40250,39550,40200,▲250,＋0.63%,39720,39190,40641,41827,4553,116385
2017/03/29,39900,39950,39500,39950,▲250,＋0.63%,39440,39275,40682,41845,2991,114758
2017/03/28,39450,39700,38550,39700,▲500,＋1.28%,39110,39348,40728,41878,7924,114615
2017/03/27,39900,39900,38850,39200,▼350,－0.88%,38840,39363,40768,41913,3611,112396
2017/03/24,38800,39550,38800,39550,▲750,＋1.93%,38640,39418,40832,41947,5041,112980
2017/03/23,38150,39000,38150,38800,▲500,＋1.31%,38470,39475,40876,41990,3177,111498
2017/03/22,38350,38550,37850,38300,▼50,－0.13%,38360,39545,40926,42038,6580,111489
2017/03/21,38300,38800,38000,38350,▲150,＋0.39%,38390,39655,40984,42103,5218,109910
2017/03/20,38750,39000,37750,38200,▼500,－1.29%,38530,39765,41039,42170,8186,110139
2017/03/17,38200,38850,38100,38700,▲450,＋1.18%,38790,39893,41095,42238,7535,110717
2017/03/16,38150,38600,37600,38250,▼200,－0.52%,38850,39983,41153,42300,13919,109351
2017/03/15,39400,39400,38000,38450,▼600,－1.54%,39110,40060,41217,42358,7675,108867
2017/03/14,39550,39600,39050,39050,▼450,－1.14%,39190,40128,41276,42411,5073,109558
2017/03/13,39000,39700,38900,39500,▲500,＋1.28%,39310,40173,41315,42480,10276,110027
2017/03/10,39550,39750,38750,39000,▼550,－1.39%,39400,40213,41354,42538,12102,110094
2017/03/09,38850,39800,38850,39550,▲700,＋1.80%,39720,40363,41379,42584,10330,110002
2017/03/08,39900,39900,38000,38850,▼800,－2.02%,40190,40513,41387,42623,21844,110070
2017/03/07,39950,40250,39500,39650,▼300,－0.75%,40700,40695,41413,42684,8285,110858
2017/03/06,40750,40750,39700,39950,▼650,－1.60%,40770,40838,41426,42734,4880,111968
2017/03/03,41450,41900,40400,40600,▼1300,－3.10%,40840,40943,41438,42777,11069,112321
2017/03/02,41900,43200,41400,41900,▲500,＋1.21%,40860,40993,41432,42812,11625,112447
2017/02/28,40000,41500,39900,41400,▲1400,＋3.50%,40520,40983,41413,42847,10545,112943
2017/02/27,40900,40900,39900,40000,▼300,－0.74%,40340,40988,41405,42900,6874,111909
2017/02/24,40700,40700,39900,40300,▼400,－0.98%,40450,41063,41422,42935,7259,112073
2017/02/23,40200,40700,40150,40700,▲500,＋1.24%,40540,41108,41428,42968,4154,112901
2017/02/22,40650,40750,40100,40200,▼300,－0.74%,40500,41128,41432,43003,4793,112974
2017/02/21,41150,41150,40300,40500,▼50,－0.12%,40420,41153,41477,43045,5724,113373
2017/02/20,40750,40900,40350,40550,▼200,－0.49%,40280,41183,41518,43108,2281,113692
2017/02/17,40500,41400,40150,40750,▲250,＋0.62%,40160,41225,41578,43172,5281,114113
2017/02/16,39800,40700,39800,40500,▲700,＋1.76%,40070,41245,41633,43238,5431,114599
2017/02/15,39950,40100,39700,39800,0.0,0.00%,40370,41320,41700,43310,4418,114906
2017/02/14,39950,40150,39650,39800,▼150,－0.38%,40920,41410,41780,43354,5384,115716
2017/02/13,40350,40550,39750,39950,▼350,－0.87%,41460,41500,41878,43387,9189,116702
2017/02/10,41900,41900,40300,40300,▼1700,－4.05%,41970,41593,41964,43401,21998,117106
2017/02/09,42100,42450,41900,42000,▼550,－1.29%,42320,41658,42015,43410,10552,117832
2017/02/08,42650,42650,41750,42550,▲50,＋0.12%,42240,41633,42028,43411,7862,118180
2017/02/07,42600,42900,42100,42500,0.0,0.00%,42070,41618,42036,43418,3768,118654
2017/02/06,42100,42650,41800,42500,▲450,＋1.07%,41870,41635,42062,43391,7741,119519
2017/02/03,41700,42100,41100,42050,▲450,＋1.08%,41670,41678,42085,43352,3918,119672
2017/02/02,41700,42050,41400,41600,▼100,－0.24%,41500,41690,42136,43313,4949,120599
2017/02/01,41500,42000,40800,41700,▲200,＋0.48%,41400,41740,42181,43278,2815,122313
2017/01/31,41050,41800,40650,41500,0.0,0.00%,41200,41788,42223,43241,4549,122461
2017/01/26,41350,41750,41250,41500,▲300,＋0.73%,41120,41848,42275,43206,3078,122703
2017/01/25,40700,41550,40700,41200,▲100,＋0.24%,41100,41880,42313,43171,2173,123283
2017/01/24,40450,41400,40450,41100,▲400,＋0.98%,41090,41970,42370,43138,1956,123467
2017/01/23,41100,41550,40500,40700,▼400,－0.97%,41270,42025,42432,43107,2726,123837
2017/01/20,41650,42200,40600,41100,▼300,－0.72%,41450,42080,42505,43078,3066,123961
2017/01/19,42000,42000,41100,41400,▲250,＋0.61%,41550,42115,42571,43043,3105,124177
2017/01/18,41900,42000,41150,41150,▼850,－2.02%,41630,42128,42631,43004,2949,124361
2017/01/17,41550,42250,41250,42000,▲400,＋0.96%,41720,42148,42693,42966,1650,124332
2017/01/16,41600,42000,41250,41600,0.0,0.00%,41620,42155,42729,42914,2266,124651
2017/01/13,41800,41800,41100,41600,▼200,－0.48%,41750,42180,42780,42860,5741,125081
2017/01/12,41600,42200,41200,41800,▲200,＋0.48%,42000,42200,42828,42805,2930,124980
2017/01/11,41800,42150,41550,41600,▲100,＋0.24%,42310,42180,42884,42746,2694,125299
2017/01/10,42250,42250,41500,41500,▼750,－1.78%,42450,42193,42948,42690,9312,125549
2017/01/09,42300,43000,41900,42250,▼600,－1.40%,42670,42143,43004,42631,12213,123604
2017/01/06,43600,43600,42850,42850,▼500,－1.15%,42750,42030,43042,42570,2867,123165
2017/01/05,42300,43400,42000,43350,▲1050,＋2.48%,42720,41908,43044,42497,11586,123969
2017/01/04,42950,42950,42000,42300,▼300,－0.70%,42480,41763,43020,42424,3784,123691
2017/01/03,42650,42650,42000,42600,▼50,－0.12%,42620,41683,43012,42357,3209,124551
2017/01/02,42800,42950,42050,42650,▼50,－0.12%,42540,41563,43013,42288,2458,123018
2016/12/29,42200,42900,41500,42700,▲550,＋1.30%,42370,41468,43008,42220,5089,123445
2016/12/28,43150,43150,41800,42150,▼850,－1.98%,42190,41380,43028,42158,6434,124007
2016/12/27,42300,43100,42250,43000,▲800,＋1.90%,42090,41323,43058,42094,12546,124146
