[일시]한진,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2003/08/12,13100,13600,13000,13600,▲500,＋3.82%,13200,12593,12644,11351,117760,369790
2003/08/11,13250,13300,12850,13100,▼200,－1.50%,13060,12538,12618,11338,64540,369790
2003/08/08,13350,13550,13150,13300,▼50,－0.37%,13060,12518,12600,11329,119440,369790
2003/08/07,13100,13350,12950,13350,▲700,＋5.53%,12970,12493,12565,11313,222010,369790
2003/08/06,12700,12800,12450,12650,▼250,－1.94%,12760,12473,12528,11298,62090,369790
2003/08/05,13200,13200,12850,12900,▼200,－1.53%,12670,12505,12502,11288,81892,369790
2003/08/04,12650,13200,12550,13100,▲250,＋1.95%,12570,12513,12468,11279,125040,369790
2003/08/01,12350,12850,12350,12850,▲550,＋4.47%,12450,12508,12423,11268,100100,371790
2003/07/31,12200,12400,12200,12300,▲100,＋0.82%,12330,12523,12378,11262,33070,371790
2003/07/30,12300,12600,12150,12200,▼200,－1.61%,12260,12588,12345,11266,79580,371790
2003/07/29,12600,12600,12250,12400,▼100,－0.80%,12220,12650,12312,11273,40476,371790
2003/07/28,12400,12600,12200,12500,▲250,＋2.04%,12080,12715,12276,11283,77645,371790
2003/07/25,11850,12250,11750,12250,▲300,＋2.51%,11950,12763,12228,11289,70902,371790
2003/07/24,11800,12250,11800,11950,▼50,－0.42%,12020,12833,12179,11295,73732,371790
2003/07/23,11850,12000,11650,12000,▲300,＋2.56%,12200,12935,12147,11300,99840,371790
2003/07/22,12000,12000,11250,11700,▼150,－1.27%,12280,12998,12115,11310,192639,371790
2003/07/21,12800,12800,11850,11850,▼750,－5.95%,12440,13070,12092,11324,71288,371790
2003/07/18,12600,12650,12200,12600,▼250,－1.95%,12610,13125,12073,11338,83064,371790
2003/07/16,12550,12850,12500,12850,▲450,＋3.63%,12650,13163,12045,11348,146161,371790
2003/07/15,12550,12950,12400,12400,▼100,－0.80%,12670,13190,12015,11356,131310,371790
2003/07/14,12500,12800,12400,12500,▼200,－1.57%,12850,13220,11993,11371,161698,371790
2003/07/11,12800,12800,12450,12700,▼100,－0.78%,12960,13220,11965,11385,81493,371790
2003/07/10,12800,13150,12800,12800,▼150,－1.16%,13020,13210,11922,11399,87554,371790
2003/07/09,13450,13550,12950,12950,▼350,－2.63%,13090,13200,11875,11416,121868,370790
2003/07/08,13200,13500,13100,13300,▲250,＋1.92%,13220,13168,11827,11433,187840,370790
2003/07/07,13000,13250,12950,13050,▲50,＋0.38%,13250,13125,11772,11442,100911,370790
2003/07/04,13150,13400,12900,13000,▼150,－1.14%,13380,13098,11727,11454,105271,370790
2003/07/03,13900,13900,13100,13150,▼450,－3.31%,13470,13068,11673,11463,177169,369790
2003/07/02,13600,13650,13300,13600,▲150,＋1.12%,13570,13030,11610,11471,66930,369790
2003/07/01,13750,13750,13450,13450,▼250,－1.82%,13650,12988,11532,11477,26003,369790
2003/06/30,13600,13700,13250,13700,▲250,＋1.86%,13610,12950,11444,11480,52420,369790
2003/06/27,13850,14200,13450,13450,▼200,－1.47%,13500,12900,11350,11484,80374,369790
2003/06/26,13700,14000,13600,13650,▼350,－2.50%,13400,12850,11256,11487,81517,369790
2003/06/25,13100,14050,13100,14000,▲750,＋5.66%,13340,12765,11167,11486,194160,375790
2003/06/24,12950,13350,12650,13250,▲100,＋0.76%,13220,12670,11067,11478,177134,379790
2003/06/23,13100,13150,12550,13150,▲200,＋1.54%,13170,12600,10984,11480,120990,380790
2003/06/20,13050,13300,12850,12950,▼400,－3.00%,13040,12508,10905,11484,64245,380790
2003/06/19,13500,13500,13100,13350,▼50,－0.37%,12950,12400,10838,11491,110370,380790
2003/06/18,13150,13450,13000,13400,▲400,＋3.08%,12800,12308,10768,11502,155540,380790
2003/06/17,12700,13150,12600,13000,▲500,＋4.00%,12580,12208,10698,11519,356771,380790
2003/06/16,12550,12550,12250,12500,0.0,0.00%,12470,12120,10622,11542,99010,380790
2003/06/13,12450,12900,12400,12500,▼100,－0.79%,12470,12095,10546,11563,205636,379790
2003/06/12,12400,12600,12150,12600,▲300,＋2.44%,12450,12073,10459,11586,94990,375790
2003/06/11,12350,12400,12100,12300,▼150,－1.20%,12410,12003,10378,11608,138830,375790
2003/06/10,12500,12500,12200,12450,▼50,－0.40%,12500,11943,10290,11628,94740,375790
2003/06/09,12400,12650,12300,12500,▲100,＋0.81%,12550,11875,10221,11649,66546,375790
2003/06/05,12600,12650,12300,12400,0.0,0.00%,12590,11795,10175,11668,112540,375790
2003/06/04,12900,12950,12250,12400,▼350,－2.75%,12600,11695,10134,11688,99965,375790
2003/06/03,12850,12850,12200,12750,▲50,＋0.39%,12510,11583,10099,11706,141080,375790
2003/06/02,12950,13100,12700,12700,0.0,0.00%,12380,11460,10062,11722,139709,369790
2003/05/30,12400,12850,12250,12700,▲250,＋2.01%,12210,11335,10032,11738,165210,369790
2003/05/29,12100,12750,12000,12450,▲500,＋4.18%,11930,11213,10011,11761,285240,369790
2003/05/28,12250,12450,11850,11950,▼150,－1.24%,11600,11072,10001,11786,457470,369790
2003/05/27,11800,12100,11600,12100,▲250,＋2.11%,11510,10940,9998,11812,331313,369790
2003/05/26,11350,11850,11150,11850,▲550,＋4.87%,11370,10835,9993,11834,470740,369790
2003/05/23,11050,11350,10950,11300,▲500,＋4.63%,11250,10747,10000,11858,240960,373790
2003/05/22,11400,11650,10800,10800,▼700,－6.09%,11390,10697,10014,11884,234180,373790
2003/05/21,11400,11550,11050,11500,▲100,＋0.88%,11640,10695,10037,11916,236140,369790
2003/05/20,10800,11400,10800,11400,▲150,＋1.33%,11580,10665,10045,11936,157430,373790
2003/05/19,11600,11650,11250,11250,▼750,－6.25%,11520,10647,10051,11958,104549,369850
2003/05/16,12100,12100,11500,12000,▼50,－0.41%,11490,10640,10059,11981,371930,333130
2003/05/15,11400,12200,11400,12050,▲850,＋7.59%,11270,10580,10059,11993,702478,333130
2003/05/14,11100,11450,11050,11200,▲100,＋0.90%,10940,10485,10058,12001,149560,337130
2003/05/13,11100,11450,11000,11100,0.0,0.00%,10730,10423,10061,12016,318375,309490
2003/05/12,11200,11200,10800,11100,▲200,＋1.83%,10570,10370,10068,12030,245790,216480
2003/05/09,10400,10900,10250,10900,▲500,＋4.81%,10390,10315,10074,12041,230590,219480
2003/05/07,10200,10450,10200,10400,▲250,＋2.46%,10260,10288,10089,12051,201740,212350
2003/05/06,10600,10600,10150,10150,▼150,－1.46%,10108,10258,10113,12068,188004,196950
2003/05/02,10300,10300,9930,10300,▲100,＋0.98%,9938,10218,10145,12094,75370,196950
2003/04/30,10200,10350,10000,10200,▼50,－0.49%,9878,10148,10186,12122,152210,196950
2003/04/29,9790,10250,9770,10250,▲610,＋6.33%,9858,10048,10235,12151,165630,194950
2003/04/28,9060,9640,9060,9640,▲340,＋3.66%,9868,9939,10289,12177,137180,194950
2003/04/25,9700,9800,9000,9300,▼700,－7.00%,10090,9847,10350,12209,270100,194950
2003/04/24,10000,10250,9860,10000,▼100,－0.99%,10410,9798,10411,12241,122218,194950
2003/04/23,10500,10500,10000,10100,▼200,－1.94%,10620,9698,10454,12272,146903,194950
2003/04/22,10600,10650,10200,10300,▼450,－4.19%,10820,9606,10505,12306,127269,204950
2003/04/21,11000,11000,10650,10750,▼150,－1.38%,10920,9511,10556,12339,179599,206780
2003/04/18,11300,11300,10900,10900,▼150,－1.36%,10800,9421,10604,12366,222740,208780
2003/04/17,10850,11100,10800,11050,▼50,－0.45%,10612,9333,10652,12386,160581,202780
2003/04/16,11100,11300,10700,11100,▲300,＋2.78%,10412,9238,10698,12403,380990,202780
2003/04/15,10350,10850,10350,10800,▲650,＋6.40%,10192,9108,10750,12421,405914,195780
2003/04/14,10100,10300,9980,10150,▲190,＋1.91%,10102,8962,10805,12436,180693,194780
2003/04/11,10150,10450,9960,9960,▼90,－0.90%,10032,8819,10876,12459,317161,199780
2003/04/10,9900,10200,9820,10050,▲50,＋0.50%,9912,8709,10957,12488,222550,197660
2003/04/09,10500,10500,9800,10000,▼350,－3.38%,9682,8559,11039,12506,293970,191780
2003/04/08,9650,10400,9600,10350,▲550,＋5.61%,9322,8473,11113,12523,579419,189780
2003/04/07,9600,9800,9410,9800,▲440,＋4.70%,8864,8443,11182,12537,580557,199780
2003/04/04,8950,9600,8710,9360,▲460,＋5.17%,8464,8451,11254,12553,595865,211780
2003/04/03,8550,8900,8520,8900,▲700,＋8.54%,8256,8495,11333,12563,689731,198780
2003/04/02,8120,8200,7960,8200,▲140,＋1.74%,8076,8578,11422,12578,197990,192360
2003/04/01,7650,8070,7650,8060,▲260,＋3.33%,8088,8713,11516,12605,268440,192360
2003/03/31,8130,8200,7800,7800,▼520,－6.25%,8156,8882,11617,12637,181747,173210
2003/03/28,8140,8390,8020,8320,▲320,＋4.00%,8386,9085,11718,12672,218488,173210
2003/03/27,7910,8080,7910,8000,▼260,－3.15%,8550,9256,11804,12709,218758,173210
2003/03/26,8540,8640,8220,8260,▼140,－1.67%,8782,9446,11890,12745,240410,175710
2003/03/25,8400,8550,8320,8400,▼550,－6.15%,8828,9648,11975,12779,351000,175710
2003/03/24,9470,9470,8950,8950,▼190,－2.08%,8726,9833,12063,12810,384990,175710
2003/03/21,9280,9290,8850,9140,▼20,－0.22%,8392,9996,12143,12843,327544,175710
2003/03/20,8900,9400,8710,9160,▲670,＋7.89%,8116,10139,12235,12879,566629,175710
2003/03/19,8000,8540,7950,8490,▲600,＋7.60%,7694,10268,12341,12918,576737,175710
2003/03/18,7920,8030,7480,7890,▲610,＋8.38%,7654,10429,12461,12967,949410,175710
2003/03/17,7760,8000,7280,7280,▼480,－6.19%,8026,10634,12581,13023,734250,175710
2003/03/14,7600,8100,7400,7760,▲710,＋10.07%,8560,10870,12713,13089,1772115,75710
2003/03/13,8390,8400,7050,7050,▼1240,－14.96%,9058,11052,12837,13155,1356340,25710
2003/03/12,9630,9630,8290,8290,▼1460,－14.97%,9758,11275,12966,13236,974330,25710
2003/03/11,9610,9800,9450,9750,▼200,－2.01%,10280,11435,13078,13305,53040,25710
2003/03/10,9940,10300,9700,9950,▼300,－2.93%,10620,11538,13162,13357,72610,25710
2003/03/07,10150,10250,9990,10250,▼300,－2.84%,11000,11630,13241,13410,93180,25710
2003/03/06,10950,11000,10200,10550,▼350,－3.21%,11300,11723,13313,13463,56761,25710
2003/03/05,11100,11400,10850,10900,▼550,－4.80%,11550,11833,13383,13505,41970,25710
2003/03/04,11650,11700,11450,11450,▼400,－3.38%,11830,11945,13444,13540,29900,25710
2003/03/03,11800,11850,11600,11850,▲100,＋0.85%,11960,12048,13510,13577,66090,31710
2003/02/28,11900,12050,11750,11750,▼50,－0.42%,12030,12118,13571,13618,40440,31710
2003/02/27,11900,12250,11800,11800,▼500,－4.07%,12080,12180,13626,13659,46690,31710
2003/02/26,12100,12450,12100,12300,▲200,＋1.65%,12070,12218,13676,13703,62980,31710
2003/02/25,12100,12250,11900,12100,▼100,－0.82%,11950,12260,13716,13749,142380,31710
2003/02/24,12050,12200,12000,12200,▲200,＋1.67%,11930,12325,13755,13795,47390,31710
2003/02/21,11850,12100,11700,12000,▲250,＋2.13%,11890,12395,13794,13834,40031,31710
2003/02/20,11600,11850,11500,11750,▲50,＋0.43%,11770,12485,13828,13875,89730,31710
2003/02/19,12250,12400,11700,11700,▼300,－2.50%,11720,12588,13865,13922,94319,31710
2003/02/18,12100,12150,11800,12000,0.0,0.00%,11680,12713,13903,13969,76560,31710
2003/02/17,11850,12050,11400,12000,▲600,＋5.26%,11640,12820,13927,14013,244549,31710
2003/02/14,11350,11450,11150,11400,▼100,－0.87%,11600,12940,13944,14055,75510,31710
2003/02/13,11600,11750,11350,11500,0.0,0.00%,11740,13110,13971,14096,37775,31710
2003/02/12,11650,11800,11350,11500,▼300,－2.54%,11990,13285,13993,14136,67915,31710
2003/02/11,11800,12100,11650,11800,0.0,0.00%,12320,13430,14008,14173,129690,31710
2003/02/10,12250,12250,11500,11800,▼300,－2.48%,12660,13565,14012,14208,64576,31710
2003/02/07,12500,12500,12050,12100,▼650,－5.10%,12950,13680,14023,14239,139770,31710
2003/02/06,13100,13250,12750,12750,▼400,－3.04%,13130,13780,14043,14265,15100,31710
2003/02/05,13500,13500,13100,13150,▼350,－2.59%,13090,13855,14058,14287,31590,31710
2003/02/04,13100,13700,13100,13500,▲250,＋1.89%,13090,13890,14067,14306,49060,31710
2003/02/03,12700,13250,12700,13250,▲250,＋1.92%,13070,13923,14065,14323,28050,31710
2003/01/30,12400,13000,12400,13000,▲450,＋3.59%,13140,13953,14069,14336,132410,31710
2003/01/29,13200,13450,12550,12550,▼600,－4.56%,13300,13975,14071,14351,39320,31710
2003/01/28,13300,13400,12900,13150,▼250,－1.87%,13550,14005,14090,14368,1238560,31710
2003/01/27,13200,13400,12300,13400,▼200,－1.47%,13760,14018,14107,14392,25690,31710
2003/01/24,13750,14000,13150,13600,▼200,－1.45%,13910,14030,14123,14418,36700,31710
2003/01/23,13700,13800,13450,13800,0.0,0.00%,14070,14038,14129,14442,16102,31710
2003/01/22,14300,14350,13550,13800,▼400,－2.82%,14270,14083,14120,14461,67430,31710
2003/01/21,14100,14200,13900,14200,▲50,＋0.35%,14510,14168,14108,14474,25408,31710
2003/01/20,13900,14300,13900,14150,▼250,－1.74%,14550,14243,14093,14485,34030,31710
2003/01/17,14400,14900,14400,14400,▼400,－2.70%,14620,14290,14068,14500,77684,31710
2003/01/16,14800,14850,14450,14800,▼200,－1.33%,14560,14330,14041,14512,110748,31710
2003/01/15,14450,15000,14450,15000,▲600,＋4.17%,14420,14350,14019,14520,221001,31710
2003/01/14,14400,14750,14250,14400,▼100,－0.69%,14270,14338,13973,14524,236859,31710
2003/01/13,13700,14550,13700,14500,▲400,＋2.84%,14160,14368,13933,14541,81584,31710
2003/01/10,14200,14400,13650,14100,0.0,0.00%,14090,14383,13892,14558,49650,31710
2003/01/09,14300,14300,13700,14100,▼150,－1.05%,14040,14413,13852,14581,32900,31710
2003/01/08,13800,14400,13800,14250,▲400,＋2.89%,13910,14438,13793,14612,57611,31710
2003/01/07,14200,14300,13800,13850,▼300,－2.12%,13690,14460,13734,14643,54140,31710
2003/01/06,13750,14150,13550,14150,▲300,＋2.17%,13600,14498,13695,14675,55953,31710
2003/01/03,14000,14000,13600,13850,▲400,＋2.97%,13500,14560,13658,14703,71890,32820
2003/01/02,12900,13600,12900,13450,▲300,＋2.28%,13480,14643,13627,14733,29410,32820
2002/12/30,12900,13200,12300,13150,▼250,－1.87%,13730,14723,13614,14760,68140,32820
2002/12/27,13350,13500,13350,13400,▼250,－1.83%,14200,14805,13601,14793,32130,32820
2002/12/26,13650,13800,13500,13650,▼100,－0.73%,14660,14870,13583,14822,100750,32820
2002/12/24,14550,14650,13750,13750,▼950,－6.46%,14950,14910,13557,14839,128898,32820
2002/12/23,15500,15700,14700,14700,▼800,－5.16%,15240,14950,13544,14852,130055,32820
2002/12/20,15450,15650,15200,15500,▼200,－1.27%,15340,14915,13523,14860,88511,32820
2002/12/18,15250,15750,15000,15700,▲600,＋3.97%,15190,14840,13496,14846,205688,32820
2002/12/17,15350,15600,15050,15100,▼100,－0.66%,15050,14755,13473,14832,60970,32820
2002/12/16,15200,15200,14800,15200,0.0,0.00%,14990,14670,13465,14831,60250,32820
2002/12/13,14750,15250,14700,15200,▲450,＋3.05%,14890,14563,13465,14825,45850,42820
2002/12/12,15000,15450,14750,14750,▼250,－1.67%,14770,14453,13472,14823,53794,42820
2002/12/11,15000,15600,14800,15000,▲200,＋1.35%,14760,14355,13506,14825,101228,42820
2002/12/10,14450,14800,14400,14800,▲100,＋0.68%,14680,14225,13532,14828,32530,42820
2002/12/09,14350,14800,14350,14700,▲100,＋0.68%,14800,14088,13552,14838,53356,42820
2002/12/06,14400,14800,14400,14600,▼100,－0.68%,14960,13978,13580,14854,68650,42820
2002/12/05,14750,15000,14600,14700,▲100,＋0.68%,15050,13913,13612,14870,80360,42820
2002/12/04,15000,15250,14600,14600,▼800,－5.19%,15070,13858,13628,14885,68310,42820
2002/12/03,15500,15600,15200,15400,▼100,－0.65%,15090,13813,13635,14900,68530,42820
2002/12/02,15050,16000,15050,15500,▲450,＋2.99%,14900,13713,13643,14906,91586,42820
2002/11/29,14900,15150,14700,15050,▲250,＋1.69%,14710,13613,13664,14905,40547,42820
2002/11/28,14900,15400,14800,14800,▲100,＋0.68%,14500,13515,13692,14904,78590,42820
2002/11/27,14450,14750,14400,14700,▲250,＋1.73%,14340,13460,13730,14903,50722,47820
2002/11/26,14550,15000,14200,14450,▼100,－0.69%,14200,13433,13782,14902,124060,57820
2002/11/25,14100,14550,14100,14550,▲550,＋3.93%,13990,13428,13834,14910,86160,57820
2002/11/22,14500,14500,13950,14000,0.0,0.00%,13690,13400,13873,14914,52535,57820
2002/11/21,14200,14300,13750,14000,0.0,0.00%,13490,13363,13923,14936,68330,57820
2002/11/20,13400,14100,13400,14000,▲600,＋4.48%,13250,13318,13978,14964,138570,57820
2002/11/19,12950,13650,12900,13400,▲350,＋2.68%,12930,13283,14034,14993,88063,57820
2002/11/18,13100,13200,12800,13050,▲50,＋0.38%,12660,13243,14098,15037,61680,57820
2002/11/15,13100,13200,12850,13000,▲200,＋1.56%,12550,13230,14166,15085,88214,57820
2002/11/14,12550,12900,12550,12800,▲400,＋3.23%,12610,13255,14221,15134,55340,44000
2002/11/13,12100,12450,12100,12400,▲350,＋2.90%,12770,13228,14279,15180,68950,44000
2002/11/12,12150,12250,12000,12050,▼450,－3.60%,13030,13208,14338,15235,117877,32820
2002/11/11,13100,13150,12500,12500,▼800,－6.02%,13300,13205,14404,15293,77690,32820
2002/11/08,13300,13400,13050,13300,▼300,－2.21%,13500,13165,14454,15348,59185,32820
2002/11/07,13800,13850,13550,13600,▼100,－0.73%,13460,13030,14488,15404,175580,32820
2002/11/06,13450,13850,13450,13700,▲300,＋2.24%,13480,12885,14516,15451,77932,26820
2002/11/05,13350,13600,13250,13400,▼100,－0.74%,13570,12775,14546,15500,46380,26820
2002/11/04,13400,13600,13200,13500,▲400,＋3.05%,13760,12700,14580,15542,78360,26820
2002/11/01,13500,13650,13100,13100,▼600,－4.38%,13860,12625,14603,15583,67932,26820
2002/10/31,14200,14200,13600,13700,▼450,－3.18%,13890,12605,14632,15617,61700,26820
2002/10/30,14400,14400,13500,14150,▼200,－1.39%,13770,12538,14647,15646,71680,26820
2002/10/29,13750,14600,13750,14350,▲350,＋2.50%,13600,12445,14678,15675,129483,26820
2002/10/28,13500,14100,13450,14000,▲750,＋5.66%,13250,12333,14713,15707,161620,26820
2002/10/25,12700,13400,12700,13250,▲150,＋1.15%,13010,12283,14754,15740,113575,26820
2002/10/24,13500,13700,12900,13100,▼200,－1.50%,13060,12290,14802,15776,116344,26820
2002/10/23,12900,13450,12350,13300,▲700,＋5.56%,12890,12330,14840,15807,149622,26820
2002/10/22,13100,13450,12050,12600,▼200,－1.56%,12630,12380,14876,15835,189530,26820
2002/10/21,13500,13500,12800,12800,▼700,－5.19%,12510,12483,14933,15863,70360,62820
2002/10/18,12600,13800,12550,13500,▲1250,＋10.20%,12290,12603,14983,15895,309821,62820
2002/10/17,11750,12500,11750,12250,▲250,＋2.08%,11710,12708,15022,15926,173840,62820
2002/10/16,12400,12400,11900,12000,0.0,0.00%,11400,12935,15074,15971,131120,62820
2002/10/15,11700,12100,11350,12000,▲300,＋2.56%,11300,13163,15149,16020,391500,62820
2002/10/14,10900,11700,10700,11700,▲1100,＋10.38%,11280,13363,15224,16073,431360,182580
2002/10/11,11100,11150,9900,10600,▼100,－0.93%,11340,13598,15311,16125,434240,203980
2002/10/10,11000,11300,10300,10700,▼800,－6.96%,11760,13893,15431,16186,292230,203980
2002/10/09,12100,12150,11450,11500,▼400,－3.36%,12090,14143,15553,16245,85060,203980
2002/10/08,11800,12100,11450,11900,▼100,－0.83%,12250,14318,15655,16295,162940,203980
2002/10/07,12400,12650,11600,12000,▼700,－5.51%,12290,14518,15748,16341,219920,247480
2002/10/04,12100,12700,12000,12700,▲350,＋2.83%,12490,14755,15840,16376,186490,328030
2002/10/02,12700,12900,12250,12350,▲50,＋0.41%,12630,14955,15907,16404,251260,328030
2002/10/01,12150,12350,11700,12300,▲200,＋1.65%,12940,15193,15984,16439,312603,330070
2002/09/30,12500,12600,11750,12100,▼900,－6.92%,13340,15468,16062,16480,352097,396860
2002/09/27,13400,13500,12650,13000,▼400,－2.99%,13850,15743,16121,16518,285230,466470
2002/09/26,14250,14500,13300,13400,▼500,－3.60%,14290,15938,16159,16553,112610,587650
2002/09/25,14000,14300,13650,13900,▼400,－2.80%,14730,16118,16198,16588,71270,622330
2002/09/24,14100,14450,14100,14300,▼350,－2.39%,15310,16288,16196,16633,62140,622330
2002/09/23,14800,14900,14600,14650,▼550,－3.62%,15760,16440,16191,16681,122080,622330
2002/09/19,15500,16000,15000,15200,▼400,－2.56%,16030,16570,16197,16723,101244,622330
2002/09/18,16300,16400,15300,15600,▼1200,－7.14%,16270,16665,16185,16761,111510,621760
2002/09/17,16700,16850,16500,16800,▲250,＋1.51%,16450,16700,16175,16787,127750,635160
2002/09/16,16200,16800,16200,16550,▲550,＋3.44%,16230,16675,16144,16809,156602,635160
2002/09/13,16100,16300,15900,16000,▼400,－2.44%,15920,16645,16123,16834,60780,635160
2002/09/12,16600,16850,16150,16400,▼100,－0.61%,15900,16645,16124,16872,160260,635160
2002/09/11,15500,16550,15500,16500,▲800,＋5.10%,15970,16600,16128,16919,175940,635160
2002/09/10,14800,15800,14800,15700,▲700,＋4.67%,16010,16540,16128,16958,149120,635160
2002/09/09,15900,15900,14900,15000,▼900,－5.66%,16290,16520,16143,17003,125610,645640
2002/09/06,16650,16750,15900,15900,▼850,－5.07%,16850,16545,16164,17032,64050,651710
2002/09/05,16900,17050,16600,16750,▲50,＋0.30%,17190,16523,16169,17047,71850,672360
2002/09/04,16650,16900,16550,16700,▼400,－2.34%,17220,16430,16145,17053,60608,672360
2002/09/03,17600,17800,17100,17100,▼700,－3.93%,17280,16335,16117,17062,69160,672360
2002/09/02,18000,18000,17450,17800,▲200,＋1.14%,17320,16210,16077,17069,91860,672360
2002/08/30,17000,17750,16900,17600,▲700,＋4.14%,17230,16120,16022,17066,127880,672360
2002/08/29,16850,17100,16650,16900,▼100,－0.59%,17160,16065,15985,17067,51040,678760
2002/08/28,16900,17250,16850,17000,▼300,－1.73%,17200,16043,15955,17076,64655,681460
2002/08/27,17550,17600,16900,17300,▼50,－0.29%,17060,15998,15949,17068,86640,681460
2002/08/26,17200,17350,16850,17350,▲100,＋0.58%,16860,15903,15949,17062,94190,681460
2002/08/23,17400,17700,16850,17250,▲150,＋0.88%,16580,15808,15952,17055,163780,681460
2002/08/22,16500,17250,16350,17100,▲800,＋4.91%,16330,15745,15976,17046,208230,681460
2002/08/21,16400,16600,16100,16300,0.0,0.00%,16010,15680,16003,17035,52983,681460
2002/08/20,16200,16550,16000,16300,▲350,＋2.19%,15810,15658,16047,17033,128340,681460
2002/08/19,16000,16000,15650,15950,▼50,－0.31%,15610,15613,16080,17030,63630,645460
2002/08/16,15850,16300,15700,16000,▲500,＋3.23%,15520,15640,16131,17028,93550,645460
2002/08/14,14950,15550,14950,15500,▲200,＋1.31%,15410,15665,16181,17031,41510,608860
2002/08/13,15400,15400,14950,15300,0.0,0.00%,15290,15735,16242,17044,62307,608870
2002/08/12,15300,15550,14900,15300,▼200,－1.29%,15190,15860,16320,17058,64520,608870
2002/08/09,15650,15700,15450,15500,▲50,＋0.32%,15050,15995,16386,17066,34780,632360
2002/08/08,14700,15450,14700,15450,▲550,＋3.69%,15150,16103,16455,17071,60980,632360
2002/08/07,15450,15450,14900,14900,▲100,＋0.68%,15360,16205,16503,17073,43580,638660
2002/08/06,14600,15100,14200,14800,▲200,＋1.37%,15670,16335,16563,17085,84770,638660
2002/08/05,15550,15750,14600,14600,▼1400,－8.75%,15930,16430,16603,17080,134540,638660
2002/08/02,16200,16200,15800,16000,▼500,－3.03%,16090,16550,16646,17078,67140,660490
2002/08/01,16450,16950,16450,16500,▲50,＋0.30%,15980,16598,16673,17059,72380,688350
2002/07/31,16100,16750,16100,16450,▲350,＋2.17%,15880,16555,16701,17028,119840,659550
2002/07/30,15700,16550,15700,16100,▲700,＋4.55%,15750,16498,16727,16992,178540,621340
2002/07/29,15050,15600,15050,15400,▼50,－0.32%,15700,16478,16751,16965,36790,570690
2002/07/26,15500,15750,14950,15450,▼550,－3.44%,15700,16398,16774,16943,115170,570690
2002/07/25,16250,16500,15850,16000,▲200,＋1.27%,15910,16325,16793,16915,94670,560900
2002/07/24,15750,15800,15000,15800,▼50,－0.32%,16010,16275,16793,16883,77318,560900
2002/07/23,14900,15900,14850,15850,▲450,＋2.92%,16230,16210,16808,16854,128730,564510
2002/07/22,15500,16050,15100,15400,▼1100,－6.67%,16620,16168,16831,16820,99960,580670
2002/07/19,16400,16800,15900,16500,0.0,0.00%,17140,16145,16868,16783,83960,606970
2002/07/18,17200,17300,16500,16500,▼400,－2.37%,17370,16085,16891,16728,53490,606970
2002/07/16,17500,18000,16600,16900,▼900,－5.06%,17570,16063,16923,16663,126430,606970
2002/07/15,18000,18200,17600,17800,▼200,－1.11%,17690,16048,16939,16591,129270,656970
2002/07/12,17800,18050,17550,18000,▲350,＋1.98%,17470,15985,16941,16510,167563,665870
2002/07/11,17650,17950,17100,17650,▲150,＋0.86%,17270,15913,16937,16424,152178,665870
2002/07/10,17450,18000,17250,17500,0.0,0.00%,17130,15845,16934,16342,169200,665870
2002/07/09,16700,17500,16700,17500,▲800,＋4.79%,16760,15780,16934,16262,174378,665870
2002/07/08,17500,17500,16400,16700,▼300,－1.76%,16320,15670,16913,16183,135440,665870
2002/07/05,16950,17300,16750,17000,▲50,＋0.29%,16120,15585,16901,16106,309374,665870
2002/07/04,15800,16950,15750,16950,▲1300,＋8.31%,15480,15470,16894,16033,461510,644040
2002/07/03,15450,15750,15150,15650,▲350,＋2.29%,14890,15348,16898,15959,131320,644040
2002/07/02,14900,15450,14550,15300,▼400,－2.55%,14760,15335,16914,15898,225807,644040
2002/06/28,14100,15700,14000,15700,▲1900,＋13.77%,14600,15325,16948,15841,324450,606840
2002/06/27,14100,14200,13300,13800,▼200,－1.43%,14460,15373,16979,15780,151180,606840
2002/06/26,14800,14800,13150,14000,▼1000,－6.67%,14690,15548,17071,15734,318550,664540
2002/06/25,14700,15100,14600,15000,▲500,＋3.45%,14950,15723,17171,15685,127698,757840
2002/06/24,14000,14750,14000,14500,▼500,－3.33%,15160,15908,17250,15627,158210,754840
2002/06/21,14800,15200,14500,15000,▲50,＋0.33%,15580,16120,17337,15572,126230,797140
2002/06/20,14950,15300,14800,14950,▼350,－2.29%,15890,16315,17398,15512,83870,838540
2002/06/19,15950,16400,14550,15300,▼750,－4.67%,16210,16483,17474,15450,218271,879380
2002/06/18,17300,17300,16050,16050,▼550,－3.31%,16410,16668,17544,15384,60300,961080
2002/06/17,16600,16950,16400,16600,▲50,＋0.30%,16440,16815,17620,15314,67522,961080
2002/06/14,16500,17500,16400,16550,0.0,0.00%,16180,16943,17711,15242,189491,961080
2002/06/12,16000,16550,16000,16550,▲250,＋1.53%,15870,17115,17788,15170,118910,888580
2002/06/11,16200,16400,15850,16300,▲100,＋0.62%,15500,17250,17864,15096,64408,937000
2002/06/10,15400,16400,15400,16200,▲900,＋5.88%,15140,17418,17899,15025,174052,937000
2002/06/07,14500,15500,14300,15300,▲300,＋2.00%,14980,17525,17924,14954,166960,908040
2002/06/05,15050,15500,14750,15000,▲300,＋2.04%,14940,17685,17962,14893,192170,908040
