[일시]한진,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2019/01/30,42000,42300,40900,41200,▼1150,－2.72%,42220,47030,47114,39307,217614,1527877
2019/01/29,42650,43750,42000,42350,▲350,＋0.83%,43090,47665,47048,39177,131596,1482262
2019/01/28,42400,42850,41500,42000,▲50,＋0.12%,44410,48238,46961,39025,200410,1509497
2019/01/25,44050,44550,41550,41950,▼1650,－3.78%,45650,48753,46885,38868,396451,1486301
2019/01/24,46500,47400,42250,43600,▼1950,－4.28%,47540,49280,46776,38705,663152,1396157
2019/01/23,48950,49400,45000,45550,▼3400,－6.95%,49220,49765,46658,38526,292159,1303035
2019/01/22,48300,49700,47050,48950,▲750,＋1.56%,50710,50238,46538,38333,155059,1308788
2019/01/21,51600,52000,48200,48200,▼3200,－6.23%,50940,50620,46355,38106,110129,1294068
2019/01/18,52000,52900,50400,51400,▼600,－1.15%,50880,50855,46188,37883,133476,1296231
2019/01/17,53000,54200,51300,52000,▼1000,－1.89%,50170,50930,45964,37635,147782,1307450
2019/01/16,50500,53100,49800,53000,▲2900,＋5.79%,48910,51000,45737,37385,291434,1320394
2019/01/15,48400,50100,47550,50100,▲2200,＋4.59%,47840,51005,45478,37127,179593,1346911
2019/01/14,48200,48900,47050,47900,▲50,＋0.10%,47020,51175,45210,36895,124176,1364686
2019/01/11,46350,48100,46350,47850,▲2150,＋4.70%,46900,51350,44983,36680,217590,1377623
2019/01/10,48100,48100,45250,45700,▼1950,－4.09%,46710,51508,44753,36465,173623,1300001
2019/01/09,46600,49100,46450,47650,▲1650,＋3.59%,47770,51768,44544,36269,290054,1271387
2019/01/08,47250,47350,45000,46000,▼1300,－2.75%,49020,51995,44279,36054,244823,1288032
2019/01/07,47550,48300,46350,47300,▲400,＋0.85%,50580,52340,44028,35856,205977,1222561
2019/01/04,49200,49850,45300,46900,▼4100,－8.04%,51580,52685,43793,35648,622790,1195999
2019/01/03,53900,54100,49900,51000,▼2900,－5.38%,52700,52970,43569,35447,512124,1154192
2019/01/02,53500,54100,52300,53900,▲100,＋0.19%,53160,52940,43260,35208,165098,1385432
2018/12/28,52800,54800,50000,53800,▲1500,＋2.87%,53380,52790,42891,34941,315442,1435410
2018/12/27,52800,54500,49700,52300,▼200,－0.38%,53940,52530,42519,34670,391872,1466236
2018/12/26,52000,53700,51600,52500,▼800,－1.50%,54060,52248,42185,34403,430443,1502632
2018/12/24,54400,56000,51900,53300,▼1700,－3.09%,54140,51998,41855,34133,251908,1422998
2018/12/21,57000,57200,54300,55000,▼1600,－2.83%,54160,51678,41511,33866,298994,1458808
2018/12/20,52900,57700,52600,56600,▲3700,＋6.99%,53780,51368,41124,33584,456617,1526628
2018/12/19,52200,53600,50000,52900,0.0,0.00%,53160,50950,40701,33291,287049,1513809
2018/12/18,54000,54000,51800,52900,▼500,－0.94%,52860,50530,40359,33031,100893,1522862
2018/12/17,53500,54300,51600,53400,▲300,＋0.56%,52480,49968,40018,32771,107798,1530379
2018/12/14,53000,53700,52000,53100,▼400,－0.75%,51980,49203,39672,32508,118753,1546549
2018/12/13,51900,53800,49950,53500,▲2100,＋4.09%,51800,48543,39313,32248,197930,1567066
2018/12/12,51400,51600,49550,51400,▲400,＋0.78%,51680,47515,38960,31989,125659,1577986
2018/12/11,51200,51800,49000,51000,▲100,＋0.20%,52240,46603,38640,31743,227754,1572386
2018/12/10,51300,53200,49400,50900,▼1300,－2.49%,52560,45748,38318,31505,181331,1542716
2018/12/07,52900,54100,49800,52200,▼700,－1.32%,52460,45000,37998,31273,288952,1518984
2018/12/06,54100,55100,50900,52900,▼1300,－2.40%,52200,44275,37657,31045,248079,1480851
2018/12/05,52300,54800,50800,54200,▲1600,＋3.04%,51340,43543,37280,30810,219045,1517047
2018/12/04,50400,53200,49800,52600,▲2200,＋4.37%,49830,42693,36857,30562,305260,1550831
2018/12/03,51400,51400,49300,50400,▼500,－0.98%,48810,41983,36458,30326,174898,1563804
2018/11/30,48600,52000,48150,50900,▲2300,＋4.73%,48110,41373,36110,30113,385459,1594183
2018/11/29,47050,48900,46150,48600,▲1950,＋4.18%,47690,40688,35756,29895,237280,1592027
2018/11/28,47500,47500,45700,46650,▼850,－1.79%,47620,40115,35451,29699,112193,1583423
2018/11/27,46850,48000,45250,47500,▲600,＋1.28%,47190,39655,35167,29514,239372,1585248
2018/11/26,48900,49200,46100,46900,▼1900,－3.89%,46020,39050,34861,29322,234173,1592277
2018/11/23,48000,48950,46550,48800,▲550,＋1.14%,44260,38530,34569,29132,317141,1596580
2018/11/22,44900,49350,44600,48250,▲3750,＋8.43%,42480,38010,34232,28933,588919,1563361
2018/11/21,41100,44600,40300,44500,▲2850,＋6.84%,39420,37495,33898,28740,446098,1502693
2018/11/20,37100,42400,37100,41650,▲3550,＋9.32%,37150,37178,33645,28575,644726,1556285
2018/11/19,40100,42500,35150,38100,▼1800,－4.51%,35600,36995,33425,28438,899925,1532252
2018/11/16,34000,40350,33750,39900,▲6950,＋21.09%,35170,37008,33244,28331,894341,1752870
2018/11/15,32800,33200,30900,32950,▼200,－0.60%,34730,36888,33043,28215,203890,1796481
2018/11/14,34500,34700,32400,33150,▼750,－2.21%,35790,36940,32923,28159,235657,1849491
2018/11/13,35850,35850,33850,33900,▼2050,－5.70%,36600,36998,32798,28097,243306,1795171
2018/11/12,37200,37400,34750,35950,▼1750,－4.64%,37500,37003,32653,28033,72324,1734419
2018/11/09,37900,38550,37350,37700,▼550,－1.44%,37950,36865,32488,27950,34897,1740046
2018/11/08,37350,38600,37200,38250,▲1050,＋2.82%,37850,36568,32297,27855,70359,1751779
2018/11/07,38400,39300,36600,37200,▼1200,－3.13%,37630,36203,32092,27754,106509,1749252
2018/11/06,38200,38600,37500,38400,▲200,＋0.52%,37680,36000,31908,27647,31063,1758461
2018/11/05,37250,39000,37200,38200,▲1000,＋2.69%,37080,35755,31698,27526,111204,1766732
2018/11/02,36750,37750,36150,37200,▲50,＋0.13%,36740,35468,31500,27409,63115,1778026
2018/11/01,37950,37950,36550,37150,▼300,－0.80%,36980,35195,31306,27303,80606,1779395
2018/10/31,35900,37600,34600,37450,▲2050,＋5.79%,37140,34913,31090,27203,168650,1796593
2018/10/30,35500,36250,34550,35400,▼1100,－3.01%,37280,34653,30852,27106,95854,1760189
2018/10/29,38400,38450,35800,36500,▼1900,－4.95%,37800,34518,30634,27026,166578,1732309
2018/10/26,37950,39350,36600,38400,▲450,＋1.19%,38170,34325,30395,26933,117707,1738346
2018/10/25,37700,38200,36700,37950,▼200,－0.52%,37990,33995,30127,26824,91615,1737095
2018/10/24,38300,38900,36950,38150,▲150,＋0.39%,37200,33658,29858,26719,144117,1741196
2018/10/23,38000,38600,36000,38000,▼350,－0.91%,36430,33370,29578,26614,124074,1733845
2018/10/22,37500,38800,37200,38350,▲850,＋2.27%,35630,33093,29306,26507,127547,1742939
2018/10/19,33200,37900,32400,37500,▲3500,＋10.29%,34600,32805,29034,26392,305050,1750927
2018/10/18,34000,34550,33300,34000,▼300,－0.87%,33450,32508,28776,26282,52045,1710884
2018/10/17,34450,34500,33550,34300,▲300,＋0.88%,32840,32425,28580,26198,54962,1719245
2018/10/16,33400,34300,31600,34000,▲800,＋2.41%,32610,32320,28377,26100,230548,1712549
2018/10/15,31300,33300,31300,33200,▲1450,＋4.57%,32510,32203,28177,26005,150456,1713028
2018/10/12,30300,31750,30300,31750,▲800,＋2.58%,32360,32128,27994,25918,91780,1684447
2018/10/11,32300,32800,30600,30950,▼2200,－6.64%,32360,32128,27828,25844,256005,1658123
2018/10/10,33400,33450,32200,33150,▼350,－1.04%,32470,32095,27683,25776,74859,1651293
2018/10/08,32500,33800,32150,33500,▲1050,＋3.24%,32290,31878,27504,25690,99796,1690171
2018/10/05,31150,32850,30850,32450,▲700,＋2.20%,32130,31635,27324,25601,80428,1676725
2018/10/04,31500,31750,30250,31750,▲250,＋0.79%,32170,31490,27155,25524,74069,1664630
2018/10/02,32100,32100,31100,31500,▼750,－2.33%,32180,31385,26992,25449,30326,1667282
2018/10/01,32150,32700,31650,32250,▼450,－1.38%,32120,31325,26822,25375,28222,1669419
2018/09/28,32750,32950,32100,32700,▲50,＋0.15%,32150,31193,26621,25304,22927,1676550
2018/09/27,31800,32700,31450,32650,▲850,＋2.67%,32100,31015,26410,25228,65967,1678056
2018/09/21,31150,32300,30800,31800,▲600,＋1.92%,32090,30853,26221,25151,41621,1670735
2018/09/20,31850,32450,30900,31200,▼1200,－3.70%,32040,30690,26044,25078,105441,1666682
2018/09/19,32600,32650,31400,32400,▼50,－0.15%,32270,30543,25881,25008,114516,1660752
2018/09/18,32850,32900,31450,32450,▼150,－0.46%,32230,30388,25703,24928,126474,1648035
2018/09/17,31950,32750,31750,32600,▲1050,＋3.33%,32070,30188,25523,24843,85503,1647668
2018/09/14,32600,32900,31550,31550,▼800,－2.47%,31890,29920,25344,24759,59162,1631343
2018/09/13,32200,32450,31750,32350,▲150,＋0.47%,31930,29733,25183,24691,37589,1631325
2018/09/12,31500,32650,31250,32200,▲550,＋1.74%,31520,29405,25018,24618,137876,1619646
2018/09/11,31700,31850,30700,31650,▼50,－0.16%,30840,29075,24845,24547,67591,1644949
2018/09/10,31900,32000,31000,31700,▼50,－0.16%,30240,28755,24693,24480,115530,1650121
2018/09/07,30400,31750,29800,31750,▲1450,＋4.79%,29810,28470,24548,24413,258360,1645023
2018/09/06,29000,30800,28600,30300,▲1500,＋5.21%,29390,28195,24433,24347,138018,1618317
2018/09/05,29000,29400,28550,28800,▲150,＋0.52%,29390,27978,24340,24293,33952,1609515
2018/09/04,29150,29800,28450,28650,▼900,－3.05%,29550,27848,24267,24251,63317,1607966
2018/09/03,29650,30300,29200,29550,▼100,－0.34%,29650,27705,24195,24215,68835,1597293
2018/08/31,30300,30300,29200,29650,▼650,－2.15%,29620,27543,24115,24169,87536,1608233
2018/08/30,29600,30450,29500,30300,▲700,＋2.36%,29400,27338,24033,24118,147930,1613369
2018/08/29,29350,29700,28750,29600,▲450,＋1.54%,28990,27033,23947,24065,62783,1620024
2018/08/28,29400,29800,28800,29150,▼250,－0.85%,28930,26710,23861,24020,34414,1623555
2018/08/27,28650,29750,28300,29400,▲850,＋2.98%,28790,26370,23783,23979,85765,1623067
2018/08/24,28000,28800,27300,28550,▲300,＋1.06%,28360,26008,23695,23939,152733,1631441
2018/08/23,29300,29500,27800,28250,▼1050,－3.58%,28210,25695,23633,23909,155217,1627698
2018/08/22,28300,30050,28300,29300,▲850,＋2.99%,27720,25373,23583,23882,266084,1635835
2018/08/21,27200,28500,26950,28450,▲1200,＋4.40%,26980,24978,23506,23848,140795,1642695
2018/08/20,27800,28250,26700,27250,▼550,－1.98%,26340,24638,23452,23823,105216,1666871
2018/08/17,25950,27800,25850,27800,▲2000,＋7.75%,26090,24378,23418,23808,226598,1688775
2018/08/16,26000,26250,25200,25800,▲200,＋0.78%,25780,24088,23387,23790,50332,1666522
2018/08/14,25250,25800,24900,25600,▲350,＋1.39%,25810,23910,23395,23788,24625,1672429
2018/08/13,26000,26000,25100,25250,▼750,－2.88%,25930,23735,23396,23791,32666,1673055
2018/08/10,25800,26200,25400,26000,▼250,－0.95%,26040,23573,23413,23790,19474,1677709
2018/08/09,26050,26600,26000,26250,▲300,＋1.16%,26100,23385,23413,23780,33202,1676140
2018/08/08,26150,26150,25350,25950,▼250,－0.95%,25960,23163,23413,23772,63673,1679244
2018/08/07,25800,26550,24900,26200,▲400,＋1.55%,25610,22978,23416,23768,73296,1676941
2018/08/06,26150,26550,25500,25800,▼500,－1.90%,25000,22788,23385,23766,89096,1672016
2018/08/03,25500,26600,25400,26300,▲750,＋2.94%,24310,22633,23353,23769,115006,1664854
2018/08/02,23950,25750,23950,25550,▲1350,＋5.58%,23480,22433,23318,23770,190178,1661823
2018/08/01,23050,24250,22900,24200,▲1050,＋4.54%,22830,22253,23300,23781,66885,1647124
2018/07/31,22200,23200,22200,23150,▲800,＋3.58%,22350,22108,23317,23808,35859,1646809
2018/07/30,22200,22400,22000,22350,▲200,＋0.90%,22000,21960,23361,23847,9899,1644116
2018/07/27,22250,22350,21900,22150,▼150,－0.67%,21860,21845,23418,23890,24663,1648574
2018/07/26,21900,22350,21700,22300,▲500,＋2.29%,21840,21803,23471,23936,19764,1654860
2018/07/25,21350,21950,21350,21800,▲400,＋1.87%,21780,21748,23521,23985,22815,1654647
2018/07/24,21500,21750,21300,21400,▼250,－1.15%,21870,21728,23581,24033,21245,1653550
2018/07/23,22050,22050,21500,21650,▼400,－1.81%,22010,21743,23649,24083,22682,1659761
2018/07/20,21800,22100,21750,22050,▲50,＋0.23%,22080,21745,23708,24130,12422,1660870
2018/07/19,22200,22450,21800,22000,▼250,－1.12%,22120,21735,23749,24165,16639,1658155
2018/07/18,22100,22700,21950,22250,▲150,＋0.68%,22080,21728,23788,24198,29718,1664741
2018/07/17,21750,22300,21750,22100,▲100,＋0.45%,22080,21738,23816,24231,10355,1678286
2018/07/16,22050,22200,21850,22000,▼250,－1.12%,22140,21725,23823,24266,11484,1672461
2018/07/13,21750,22550,21750,22250,▲450,＋2.06%,22280,21750,23833,24301,20513,1675502
2018/07/12,22200,22250,21650,21800,▼450,－2.02%,22290,21790,23843,24337,28246,1674982
2018/07/11,22250,22500,22000,22250,▼150,－0.67%,22320,21943,23859,24378,11974,1666860
2018/07/10,23000,23100,22250,22400,▼300,－1.32%,22130,22065,23868,24412,28132,1667655
2018/07/09,22300,22850,21900,22700,▲400,＋1.79%,21690,22165,23875,24443,34656,1671504
2018/07/06,21550,22500,21550,22300,▲350,＋1.59%,21160,22248,23878,24471,46250,1674534
2018/07/05,21550,22350,21300,21950,▲650,＋3.05%,20960,22370,23893,24498,83236,1672912
2018/07/04,19950,21450,19950,21300,▲1100,＋5.45%,20810,22510,23907,24525,49513,1660368
2018/07/03,20050,20550,19650,20200,▲150,＋0.75%,20830,22700,23929,24559,80088,1656968
2018/07/02,21250,21450,19900,20050,▼1250,－5.87%,21130,22913,23988,24604,76557,1646329
2018/06/29,21050,21400,21000,21300,▲100,＋0.47%,21460,23135,24045,24654,31975,1647132
2018/06/28,21350,21350,21000,21200,▼200,－0.93%,21570,23275,24082,24692,34761,1643094
2018/06/27,21600,21850,21350,21400,▼300,－1.38%,21700,23458,24113,24732,24515,1649342
2018/06/26,21400,21800,21400,21700,0.0,0.00%,21910,23648,24135,24770,26114,1652356
2018/06/25,21800,22400,21500,21700,▼150,－0.69%,21940,23798,24154,24805,38293,1658604
2018/06/22,21650,22000,21200,21850,0.0,0.00%,22100,23973,24163,24837,42128,1671244
2018/06/21,22300,22500,21800,21850,▼600,－2.67%,22340,24143,24173,24868,41939,1669760
2018/06/20,21750,22550,21750,22450,▲600,＋2.75%,22940,24345,24200,24901,31480,1686030
2018/06/19,22400,22800,21850,21850,▼650,－2.89%,23390,24538,24219,24930,66117,1695896
2018/06/18,23300,23300,22100,22500,▼550,－2.39%,23900,24728,24249,24967,92361,1701526
2018/06/15,24700,25250,23050,23050,▼1800,－7.24%,24270,24918,24268,25002,335119,1706646
2018/06/14,24600,24900,24400,24850,▲150,＋0.61%,24610,25063,24277,25033,24354,1800894
2018/06/12,24550,25250,24400,24700,▲300,＋1.23%,24590,25135,24261,25047,59183,1795670
2018/06/11,24350,24600,24250,24400,▲50,＋0.21%,24670,25205,24245,25059,26550,1770361
2018/06/08,24750,24800,24350,24350,▼400,－1.62%,24680,25203,24236,25075,18958,1772892
2018/06/07,24750,24750,24400,24750,0.0,0.00%,24710,25180,24234,25095,38195,1776363
2018/06/05,25100,25100,24600,24750,▼350,－1.39%,24580,25150,24223,25116,25309,1786032
2018/06/04,24500,25100,24500,25100,▲650,＋2.66%,24600,25138,24203,25141,46425,1801028
2018/06/01,24250,24500,24000,24450,▼50,－0.20%,24620,25143,24184,25166,23320,1807371
2018/05/31,24350,24500,23900,24500,▲400,＋1.66%,24670,25210,24180,25191,68707,1806434
2018/05/30,24800,24800,23750,24100,▼750,－3.02%,24810,25275,24175,25216,65176,1811853
2018/05/29,25400,25450,24600,24850,▼350,－1.39%,25040,25335,24183,25243,28311,1816341
2018/05/28,25100,25850,25050,25200,▲500,＋2.02%,25250,25358,24184,25266,46162,1821155
2018/05/25,24800,25100,24550,24700,▼500,－1.98%,25470,25368,24182,25286,48502,1811493
2018/05/24,25400,25650,24950,25200,▼50,－0.20%,25660,25408,24191,25312,20510,1815873
2018/05/23,25800,26000,24950,25250,▼650,－2.51%,25880,25405,24195,25333,43708,1832792
2018/05/21,26100,26250,25650,25900,▼400,－1.52%,26020,25370,24198,25350,43282,1824480
2018/05/18,25750,26500,25500,26300,▲650,＋2.53%,26100,25293,24194,25360,49937,1825709
2018/05/17,26200,26400,25500,25650,▼650,－2.47%,26060,25173,24181,25369,39183,1817182
2018/05/16,25950,26350,25400,26300,▲350,＋1.35%,25800,25018,24186,25385,87641,1826147
2018/05/15,26450,26700,25850,25950,▼350,－1.33%,25320,24830,24166,25395,57031,1820533
2018/05/14,26200,26700,26000,26300,▲200,＋0.77%,24960,24675,24147,25409,103636,1817773
2018/05/11,24550,26350,24550,26100,▲1750,＋7.19%,24600,24500,24131,25416,89004,1799656
2018/05/10,23750,24500,23300,24350,▲450,＋1.88%,24420,24335,24119,25451,45454,1778001
2018/05/09,23950,24050,23050,23900,▼250,－1.04%,24710,24258,24147,25502,60564,1777125
2018/05/08,24550,24650,24050,24150,▼350,－1.43%,25090,24208,24185,25561,17948,1776273
2018/05/04,25200,25200,24150,24500,▼700,－2.78%,25320,24158,24223,25617,87399,1777606
2018/05/03,25900,25900,25200,25200,▼600,－2.33%,25480,24073,24262,25675,42174,1784317
2018/05/02,26450,26450,25500,25800,0.0,0.00%,25520,23945,24300,25718,42144,1790084
2018/04/30,25300,26600,25300,25800,▲500,＋1.98%,25460,23840,24333,25745,91184,1805012
2018/04/27,25450,25450,24900,25300,0.0,0.00%,25330,23725,24361,25767,29753,1790971
2018/04/26,25300,25850,25200,25300,▼100,－0.39%,25180,23635,24401,25796,33553,1781054
2018/04/25,25300,25700,25150,25400,▼100,－0.39%,24990,23523,24448,25822,50374,1774145
2018/04/24,25350,25650,24750,25500,▲350,＋1.39%,24690,23390,24484,25850,47022,1778400
2018/04/23,24700,25800,24350,25150,▲600,＋2.44%,24100,23258,24518,25875,138873,1776752
2018/04/20,24350,24650,23850,24550,▲200,＋0.82%,23580,23110,24553,25910,49357,1778372
2018/04/19,23900,24350,23650,24350,▲450,＋1.88%,23240,23008,24581,25943,60760,1769673
2018/04/18,22600,24050,22500,23900,▲1350,＋5.99%,22930,22963,24608,25973,141248,1765214
2018/04/17,22500,22850,22400,22550,0.0,0.00%,22710,22948,24647,26012,42892,1715668
2018/04/16,22850,22850,22400,22550,▼300,－1.31%,22760,23003,24709,26068,30792,1705175
2018/04/13,22900,22900,22650,22850,▲50,＋0.22%,22830,23055,24769,26125,36279,1708943
2018/04/12,22800,23000,22750,22800,0.0,0.00%,22890,23093,24832,26177,27585,1712212
2018/04/11,22800,23000,22650,22800,0.0,0.00%,22890,23148,24896,26219,24714,1710409
2018/04/10,22800,23000,22650,22800,▼100,－0.44%,22860,23195,24956,26270,35102,1708306
2018/04/09,22950,23350,22750,22900,▼250,－1.08%,23040,23248,25010,26322,28359,1712849
2018/04/06,22850,23200,22700,23150,▲350,＋1.54%,23160,23315,25064,26369,37875,1711913
2018/04/05,22900,22950,22650,22800,▲150,＋0.66%,23230,23360,25103,26418,44139,1707855
2018/04/04,23800,23800,22550,22650,▼1050,－4.43%,23280,23400,25144,26478,80872,1708347
2018/04/03,23300,23850,23050,23700,▲200,＋0.85%,23300,23465,25189,26542,37499,1733265
2018/04/02,23500,23750,23250,23500,0.0,0.00%,23130,23490,25220,26593,28598,1729801
2018/03/30,23250,23750,23200,23500,▲450,＋1.95%,22870,23525,25263,26643,41229,1728183
2018/03/29,22750,23200,22750,23050,▲300,＋1.32%,22670,23580,25302,26686,47633,1721209
2018/03/28,22550,22800,22450,22750,▼100,－0.44%,22750,23673,25351,26718,38738,1724916
2018/03/27,22300,22900,22150,22850,▲650,＋2.93%,22920,23788,25404,26754,60359,1724114
2018/03/26,22450,22500,21950,22200,▼300,－1.33%,23080,23908,25457,26793,81915,1723810
2018/03/23,23200,23200,22500,22500,▼950,－4.05%,23360,24070,25512,26849,78400,1733369
2018/03/22,23750,23750,23300,23450,▼150,－0.64%,23580,24218,25563,26904,48412,1742813
2018/03/21,23600,23800,23500,23600,▼50,－0.21%,23670,24328,25602,26960,42313,1750503
2018/03/20,23600,23650,23400,23650,▲50,＋0.21%,23700,24423,25641,27013,22914,1753836
2018/03/19,23650,23750,23500,23600,0.0,0.00%,23740,24538,25685,27074,25235,1757597
2018/03/16,23850,23900,23600,23600,▼300,－1.26%,23870,24613,25737,27136,34547,1762639
2018/03/15,23800,23900,23600,23900,▲150,＋0.63%,23960,24673,25790,27199,35794,1768400
2018/03/14,23850,23950,23600,23750,▼100,－0.42%,23900,24745,25833,27253,42880,1760234
2018/03/13,24100,24250,23700,23850,▼400,－1.65%,23940,24828,25873,27303,41512,1762809
2018/03/12,24150,24250,23900,24250,▲200,＋0.83%,24010,24935,25915,27353,44321,1765509
2018/03/09,23450,24050,23450,24050,▲450,＋1.91%,24000,25033,25957,27401,70463,1767201
2018/03/08,23800,24000,23500,23600,▼350,－1.46%,24110,25153,26010,27447,72382,1757235
2018/03/07,24200,24700,23800,23950,▼250,－1.03%,24370,25313,26078,27498,74296,1761125
2018/03/06,24200,24500,23950,24200,0.0,0.00%,24590,25490,26148,27550,50983,1765783
2018/03/05,24550,24750,24100,24200,▼400,－1.63%,24800,25668,26203,27606,35323,1765244
2018/03/02,24800,24800,24500,24600,▼300,－1.20%,25050,25833,26258,27659,46974,1762803
2018/02/28,24800,25100,24800,24900,▼150,－0.60%,25220,25988,26303,27710,25821,1768448
2018/02/27,25350,25400,25000,25050,▼200,－0.79%,25370,26150,26348,27753,47632,1778154
2018/02/26,25600,25650,25250,25250,▼200,－0.79%,25460,26275,26390,27800,30691,1791658
2018/02/23,25350,25600,25200,25450,0.0,0.00%,25600,26388,26433,27847,28618,1795413
2018/02/22,25650,25650,25150,25450,▼200,－0.78%,25530,26478,26472,27876,39232,1782686
2018/02/21,25600,25700,25400,25650,▲150,＋0.59%,25400,26518,26501,27904,19557,1791987
2018/02/20,25750,26250,25500,25500,▼450,－1.73%,25340,26533,26525,27934,35052,1794214
2018/02/19,25100,26000,25100,25950,▲850,＋3.39%,25320,26570,26558,27963,58219,1801353
2018/02/14,24800,25100,24750,25100,▲300,＋1.21%,25330,26588,26584,27995,46061,1772256
2018/02/13,25350,25450,24750,24800,▼550,－2.17%,25550,26640,26625,28034,53247,1771111
2018/02/12,25400,25750,25100,25350,▼50,－0.20%,25880,26730,26671,28076,46661,1783100
2018/02/09,25350,25450,25100,25400,▼600,－2.31%,26170,26795,26702,28122,56710,1789150
2018/02/08,26050,26300,25650,26000,▼200,－0.76%,26590,26845,26783,28170,49767,1803422
2018/02/07,26700,26800,25800,26200,▼250,－0.95%,26940,26848,26858,28220,46365,1807546
2018/02/06,26000,26800,25650,26450,▼350,－1.31%,27200,26845,26938,28275,65226,1799228
2018/02/05,27200,27200,26800,26800,▼700,－2.55%,27450,26798,27010,28327,55192,1798929
2018/02/02,28000,28150,27400,27500,▼250,－0.90%,27720,26720,27088,28378,37689,1795821
2018/02/01,27750,28150,27500,27750,▲250,＋0.91%,27730,26613,27137,28416,52061,1797367
2018/01/31,27500,27650,27050,27500,▼200,－0.72%,27680,26503,27157,28447,52399,1789566
2018/01/30,28100,28300,27450,27700,▼450,－1.60%,27630,26430,27173,28493,58311,1756306
2018/01/29,27600,28500,27600,28150,▲600,＋2.18%,27340,26338,27192,28528,75009,1759551
2018/01/26,27600,27750,27150,27550,▲50,＋0.18%,26900,26230,27196,28557,30056,1754259
2018/01/25,27350,27650,27050,27500,▲250,＋0.92%,26640,26150,27215,28586,46640,1754059
2018/01/24,26200,27400,26200,27250,▲1000,＋3.81%,26400,26075,27232,28622,86598,1758782
2018/01/23,25900,26300,25850,26250,▲300,＋1.16%,26180,25988,27268,28658,39610,1742165
2018/01/22,26150,26300,25700,25950,▼300,－1.14%,26250,25953,27306,28706,39140,1727231
2018/01/19,26350,26450,26200,26250,▼50,－0.19%,26390,25945,27339,28760,21855,1724853
2018/01/18,26200,26400,26100,26300,▲150,＋0.57%,26420,25930,27377,28811,27770,1721787
2018/01/17,26450,26500,25950,26150,▼450,－1.69%,26370,25930,27428,28860,38368,1724848
2018/01/16,26550,26900,26450,26600,▼50,－0.19%,26370,25958,27482,28917,29747,1731490
2018/01/15,26250,26700,26100,26650,▲250,＋0.95%,26150,25968,27522,28973,52273,1732427
2018/01/12,26050,26600,25950,26400,▲350,＋1.34%,25870,25960,27542,29033,43753,1729871
2018/01/11,26150,26200,25850,26050,▼100,－0.38%,25660,25948,27583,29084,24682,1729800
2018/01/10,25650,26200,25400,26150,▲650,＋2.55%,25560,25963,27633,29146,55049,1730568
2018/01/09,25300,25650,25150,25500,▲250,＋0.99%,25540,25993,27673,29201,44116,1727393
2018/01/08,25300,25600,24950,25250,▼100,－0.39%,25610,26080,27732,29263,52194,1714315
2018/01/05,25500,25700,25300,25350,▼200,－0.78%,25760,26203,27813,29328,37362,1707495
2018/01/04,26150,26200,25500,25550,▼500,－1.92%,25880,26340,27894,29403,49825,1706878
2018/01/03,25850,26250,25800,26050,▲200,＋0.77%,25970,26438,27967,29471,65981,1708511
2018/01/02,26150,26300,25750,25850,▼150,－0.58%,25860,26510,28024,29540,71769,1693633
2017/12/28,25700,26100,25650,26000,▲50,＋0.19%,25800,26583,28071,29608,18136,1682982
2017/12/27,25950,26150,25450,25950,▼50,－0.19%,25760,26663,28085,29680,29089,1680507
2017/12/26,25600,26200,25500,26000,▲500,＋1.96%,25760,26745,28104,29771,36695,1680304
2017/12/22,25450,25550,24950,25500,▼50,－0.20%,25820,26835,28129,29857,85343,1672058
2017/12/21,25900,26000,25400,25550,▼250,－0.97%,26060,26950,28186,29939,67568,1675459
2017/12/20,25850,26250,25600,25800,▼150,－0.58%,26310,27033,28246,30026,102641,1672077
2017/12/19,26200,26500,25700,25950,▼350,－1.33%,26450,27098,28318,30115,107275,1661028
2017/12/18,26750,27100,26250,26300,▼400,－1.50%,26490,27173,28386,30201,41147,1663381
2017/12/15,27000,27050,26450,26700,▼100,－0.37%,26500,27235,28463,30286,31425,1684983
2017/12/14,26500,27200,26450,26800,▲300,＋1.13%,26510,27278,28535,30369,36742,1696623
2017/12/13,26250,26750,26050,26500,▲350,＋1.34%,26600,27315,28608,30453,29093,1690650
2017/12/12,26350,26650,26150,26150,▼200,－0.76%,26840,27350,28673,30549,27042,1684635
2017/12/11,26700,26900,26300,26350,▼400,－1.50%,27230,27555,28733,30645,38616,1689640
2017/12/08,27450,27450,26600,26750,▼500,－1.83%,27460,27763,28792,30731,35513,1693764
2017/12/07,27700,27800,26900,27250,▼450,－1.62%,27610,27975,28845,30809,69908,1694295
2017/12/06,28100,28200,27600,27700,▼400,－1.42%,27620,28153,28884,30871,44108,1698521
2017/12/05,27400,28150,27400,28100,▲600,＋2.18%,27600,28343,28918,30924,76791,1698272
2017/12/04,27500,27700,27150,27500,0.0,0.00%,27500,28458,28953,30968,37788,1670178
2017/12/01,27600,27950,27350,27500,▲200,＋0.73%,27560,28530,29010,31024,36581,1662496
2017/11/30,27650,27950,27300,27300,▼300,－1.09%,27620,28578,29061,31082,44445,1657526
2017/11/29,27650,28000,27100,27600,0.0,0.00%,27600,28655,29117,31137,48476,1656160
