[일시]한국석유,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1999/01/19,26000,26950,23800,25000,▼2400,－8.76%,25320,21545,18272,17033,29140,0
1999/01/18,26450,29600,26200,27400,▲1550,＋6.00%,24820,21230,18113,16923,116580,0
1999/01/15,23000,25850,21500,25850,▲3350,＋14.89%,23840,20770,17925,16791,76360,300
1999/01/14,25850,27300,22200,22500,▼3350,－12.96%,22870,20363,17759,16670,108530,400
1999/01/13,23100,25850,22000,25850,▲3350,＋14.89%,22770,20138,17649,16580,88520,0
1999/01/12,22500,22800,21100,22500,0.0,0.00%,21960,19745,17487,16463,19450,0
1999/01/11,21000,23200,21000,22500,▲1500,＋7.14%,21730,19503,17395,16383,15900,0
1999/01/08,21900,21900,21000,21000,▼1000,－4.55%,20950,19293,17300,16309,15880,0
1999/01/07,22300,22600,21500,22000,▲200,＋0.92%,20450,19103,17237,16246,21970,0
1999/01/06,21350,22500,20000,21800,▲450,＋2.11%,19850,18853,17162,16163,66370,0
1999/01/05,18600,21350,18100,21350,▲2750,＋14.78%,19170,18643,17088,16092,51980,0
1999/01/04,18100,18800,18100,18600,▲100,＋0.54%,18560,18500,16990,16013,7090,0
1998/12/28,18600,18900,18500,18500,▼500,－2.63%,18840,18465,16947,15958,8890,N/A
1998/12/24,18600,19100,18400,19000,▲600,＋3.26%,19080,18445,16893,15905,10200,N/A
1998/12/23,18400,19000,18000,18400,▲100,＋0.55%,19110,18305,16833,15850,9090,N/A
1998/12/22,19000,19800,18100,18300,▼1700,－8.50%,19730,18195,16788,15799,11380,N/A
1998/12/21,20200,21300,20000,20000,▲300,＋1.52%,19810,18130,16733,15748,14650,N/A
1998/12/18,20000,20500,19200,19700,▲550,＋2.87%,19450,17970,16647,15681,18600,N/A
1998/12/17,21300,23000,19150,19150,▼2350,－10.93%,19050,17840,16562,15620,30160,N/A
1998/12/16,21500,21500,20500,21500,▲2800,＋14.97%,18820,17733,16485,15564,54770,N/A
1998/12/15,18300,19000,17550,18700,▲500,＋2.75%,18120,17468,16368,15497,29440,N/A
1998/12/14,18000,19900,17350,18200,▲500,＋2.82%,17910,17348,16297,15462,15020,N/A
1998/12/11,18200,18800,17700,17700,▼300,－1.67%,17930,17268,16232,15425,15170,N/A
1998/12/10,18600,18600,17600,18000,0.0,0.00%,17830,17223,16178,15381,21280,N/A
1998/12/09,17700,19300,17300,18000,▲350,＋1.98%,17630,17143,16118,15336,19060,N/A
1998/12/08,18000,18100,17450,17650,▼650,－3.55%,17550,17038,16067,15291,15980,N/A
1998/12/07,16800,18400,16800,18300,▲1100,＋6.40%,17720,16960,16021,15244,21800,N/A
1998/12/05,17000,17800,16900,17200,▲200,＋1.18%,17640,16855,15971,15191,6890,N/A
1998/12/04,16800,18000,16800,17000,▼600,－3.41%,17820,16805,15923,15148,11690,N/A
1998/12/03,18500,18500,17600,17600,▼900,－4.86%,17660,16745,15898,15097,15230,N/A
1998/12/02,17950,19000,17950,18500,▲600,＋3.35%,17380,16645,15888,15039,27060,N/A
1998/12/01,19000,19000,17500,17900,▼200,－1.10%,17080,16490,15874,14982,63870,N/A
1998/11/30,16200,18100,16200,18100,▲1900,＋11.73%,16860,16340,15854,14930,29420,N/A
1998/11/28,16500,16500,16200,16200,0.0,0.00%,16660,16210,15833,14873,4080,N/A
1998/11/27,17300,17300,16200,16200,▼800,－4.71%,16820,16170,15843,14822,10380,N/A
1998/11/26,16600,17350,16600,17000,▲200,＋1.19%,16820,16125,15850,14769,15020,N/A
1998/11/25,17150,17300,16500,16800,▼300,－1.75%,16680,16055,15860,14710,11030,N/A
1998/11/24,16800,17100,16700,17100,▲100,＋0.59%,16640,16005,15863,14653,7170,N/A
1998/11/23,16800,17200,16600,17000,▲800,＋4.94%,16580,15930,15842,14597,16080,N/A
1998/11/21,16300,16300,16000,16200,▼100,－0.61%,16460,15845,15828,14535,5050,N/A
1998/11/20,16600,16700,16300,16300,▼300,－1.81%,16400,15803,15822,14481,14680,N/A
1998/11/19,17000,17100,16000,16600,▼200,－1.19%,16360,15763,15813,14430,8800,N/A
1998/11/18,16550,17200,16500,16800,▲400,＋2.44%,16280,15738,15810,14378,19160,N/A
1998/11/17,16200,16500,15850,16400,▲500,＋3.14%,16160,15693,15808,14330,12660,N/A
1998/11/16,16000,16100,15500,15900,▼200,－1.24%,16040,15668,15811,14285,10920,N/A
1998/11/14,16500,16500,16000,16100,▼100,－0.62%,15980,15678,15793,14244,6940,N/A
1998/11/13,15900,16500,15900,16200,0.0,0.00%,15840,15723,15775,14212,8260,N/A
1998/11/12,15600,16500,15600,16200,▲400,＋2.53%,15580,15753,15752,14169,12870,N/A
1998/11/11,15600,16900,15600,15800,▲200,＋1.28%,15440,15803,15748,14120,10930,N/A
1998/11/10,15550,15700,15100,15600,▲200,＋1.30%,15360,15888,15752,14081,8270,N/A
1998/11/09,14900,15400,14900,15400,▲500,＋3.36%,15300,15975,15753,14033,7970,N/A
1998/11/07,15700,15700,14800,14900,▼600,－3.87%,15340,15980,15779,13979,3720,N/A
1998/11/06,15500,16000,15500,15500,▲100,＋0.65%,15520,16035,15818,13926,7950,N/A
1998/11/05,15400,15700,15300,15400,▲100,＋0.65%,15540,16025,15863,13878,3690,N/A
1998/11/04,15600,15600,15300,15300,▼300,－1.92%,15520,16025,15921,13830,3690,N/A
1998/11/03,15600,15650,15300,15600,▼200,－1.27%,15530,16045,15948,13792,4560,N/A
1998/11/02,15200,16000,15200,15800,▲200,＋1.28%,15510,16015,15941,13758,2140,N/A
1998/10/31,15300,15600,15300,15600,▲300,＋1.96%,15570,15965,15903,13720,4400,N/A
1998/10/30,15200,15600,15200,15300,▼50,－0.33%,15630,15915,15869,13675,3760,N/A
1998/10/29,15300,15500,15300,15350,▼150,－0.97%,15750,15878,15831,13632,4100,N/A
1998/10/28,15500,15800,15500,15500,▼600,－3.73%,15900,15835,15795,13584,1610,N/A
1998/10/27,15900,16100,15450,16100,▲200,＋1.26%,16200,15780,15733,13534,2000,N/A
1998/10/26,16100,16500,15900,15900,0.0,0.00%,16340,15690,15657,13481,5160,N/A
1998/10/24,16100,16350,15600,15900,▼200,－1.24%,16600,15620,15580,13425,6220,N/A
1998/10/23,16600,17100,16100,16100,▼900,－5.29%,16920,15545,15510,13367,8370,N/A
1998/10/22,16100,17000,16100,17000,▲200,＋1.19%,17170,15485,15440,13310,12360,N/A
1998/10/21,17400,17800,16800,16800,▼400,－2.33%,16870,15380,15370,13243,18210,N/A
1998/10/20,17500,17500,16700,17200,▼300,－1.71%,16710,15305,15318,13181,16580,N/A
1998/10/19,17450,18000,17050,17500,▲150,＋0.86%,16330,15160,15255,13116,81540,N/A
1998/10/17,15500,17350,15500,17350,▲1850,＋11.94%,15910,15060,15163,13053,42700,N/A
1998/10/16,16300,16400,15500,15500,▼500,－3.13%,15580,15043,15096,12994,5740,N/A
1998/10/15,15800,16400,15300,16000,▲700,＋4.58%,15480,15153,15036,12952,25900,N/A
1998/10/14,15400,15600,15100,15300,▼100,－0.65%,15240,15188,14969,12909,8780,N/A
1998/10/13,15600,15950,15400,15400,▼300,－1.91%,15100,15263,14918,12866,9470,N/A
1998/10/12,15050,15900,15050,15700,▲700,＋4.67%,14930,15335,14868,12819,13010,N/A
1998/10/10,15200,15300,14800,15000,▲200,＋1.35%,14690,15380,14809,12761,7720,N/A
1998/10/09,14900,15000,14600,14800,▲200,＋1.37%,14570,15510,14763,12714,9780,N/A
1998/10/08,14650,14750,14400,14600,▲50,＋0.34%,14470,15620,14716,12678,7340,N/A
1998/10/07,14600,14800,14500,14550,▲50,＋0.34%,14450,15680,14678,12639,5280,N/A
1998/10/02,14500,15200,14400,14500,▲100,＋0.69%,14420,15763,14643,12599,8640,N/A
1998/10/01,14400,14800,14300,14400,▲100,＋0.70%,14500,15828,14625,12570,10000,N/A
1998/09/30,14600,14900,14300,14300,▼200,－1.38%,14600,15898,14627,12547,10000,N/A
1998/09/29,14000,14800,14000,14500,▲100,＋0.69%,14800,16003,14619,12524,8080,N/A
1998/09/28,15200,15300,14200,14400,▼500,－3.36%,14760,16113,14584,12506,8790,N/A
1998/09/26,14800,15100,14800,14900,0.0,0.00%,14980,16220,14554,12481,5870,N/A
1998/09/25,14900,15500,14800,14900,▼400,－2.61%,15400,16215,14516,12456,11110,N/A
1998/09/24,14700,15300,14500,15300,▲1000,＋6.99%,15960,16223,14468,12439,15510,N/A
1998/09/23,15100,15500,14000,14300,▼1200,－7.74%,16240,16198,14412,12425,14690,N/A
1998/09/22,16700,17000,15200,15500,▼1500,－8.82%,16740,16283,14374,12417,20110,N/A
1998/09/21,17300,17400,16500,17000,▼700,－3.95%,17010,16308,14296,12388,15050,N/A
1998/09/19,18000,18500,17500,17700,▲1000,＋5.99%,16930,16243,14190,12355,31130,N/A
1998/09/18,16500,16900,16000,16700,▼100,－0.60%,16910,16205,14090,12320,19040,N/A
1998/09/17,16300,17600,16300,16800,▼50,－0.30%,16970,16230,14006,12295,18080,N/A
1998/09/16,16700,17400,16700,16850,▲250,＋1.51%,16770,16300,13913,12268,22620,N/A
1998/09/15,18000,18000,15800,16600,▼1000,－5.68%,16640,16403,13800,12247,14940,N/A
1998/09/14,17300,18400,17000,17600,▲600,＋3.53%,16480,16420,13688,12231,39950,N/A
1998/09/12,16100,17650,15500,17000,▲1200,＋7.59%,16120,16298,13560,12201,38390,N/A
1998/09/11,15800,16500,15800,15800,▼400,－2.47%,16000,16125,13442,12183,15260,N/A
1998/09/10,15500,16800,15500,16200,▲400,＋2.53%,16180,16013,13352,12174,19570,N/A
1998/09/09,15900,16300,15700,15800,0.0,0.00%,16250,15853,13241,12166,13050,N/A
1998/09/08,16400,16600,15800,15800,▼600,－3.66%,16050,15723,13141,12165,15350,N/A
1998/09/07,17400,17400,15900,16400,▼300,－1.80%,15900,15523,13047,12164,14550,N/A
1998/09/05,16550,17400,15900,16700,▲150,＋0.91%,15580,15278,12947,12165,31410,N/A
1998/09/04,14600,16550,14600,16550,▲1750,＋11.82%,15440,15008,12851,12166,53050,N/A
1998/09/03,15050,15700,14800,14800,▼250,－1.66%,15330,14765,12758,12164,12610,N/A
1998/09/02,16200,16500,15000,15050,▲250,＋1.69%,15510,14620,12695,12175,20700,N/A
1998/09/01,15500,16000,14800,14800,▼1200,－7.50%,15890,14508,12649,12179,36920,N/A
1998/08/31,16300,16800,16000,16000,0.0,0.00%,16370,14453,12586,12197,26960,N/A
1998/08/29,16000,17300,15800,16000,▲300,＋1.91%,16810,14323,12492,12199,53560,N/A
1998/08/28,16850,16850,15500,15700,▼1250,－7.37%,17390,14123,12410,12188,43710,N/A
1998/08/27,17400,18100,16000,16950,▼250,－1.45%,17640,14003,12313,12168,94350,N/A
1998/08/26,18400,20350,17200,17200,▼1000,－5.49%,17280,13750,12178,12151,100900,N/A
1998/08/25,18500,19200,17200,18200,▼700,－3.70%,16550,13490,12035,12146,49870,N/A
1998/08/24,17000,18950,17000,18900,▲1950,＋11.50%,15620,13190,11893,12141,92050,N/A
1998/08/22,16000,16950,15700,16950,▲1800,＋11.88%,14440,12865,11740,12123,66230,N/A
1998/08/21,14000,15150,13850,15150,▲1600,＋11.81%,13690,12628,11636,12141,70190,N/A
1998/08/20,13650,14300,13300,13550,0.0,0.00%,13020,12480,11575,12176,32340,N/A
1998/08/19,13150,14450,12900,13550,▲550,＋4.23%,12610,12403,11537,12246,47060,N/A
1998/08/18,12500,13600,12400,13000,▼200,－1.52%,12160,12340,11481,12308,59400,N/A
1998/08/17,12000,13200,11800,13200,▲1400,＋11.86%,11900,12315,11433,12383,33260,N/A
1998/08/14,11550,11800,11500,11800,▲300,＋2.61%,11640,12325,11373,12482,6250,N/A
1998/08/13,11500,11900,11300,11500,▲200,＋1.77%,11840,12460,11335,12608,3850,N/A
1998/08/12,11650,11700,11100,11300,▼400,－3.42%,12280,12578,11305,12727,13500,N/A
1998/08/11,11600,12500,11600,11700,▼200,－1.68%,12700,12633,11270,12847,9480,N/A
1998/08/10,12500,12500,11900,11900,▼900,－7.03%,12760,12678,11225,12941,10570,N/A
1998/08/08,13000,13500,12800,12800,▼900,－6.57%,13040,12713,11180,13012,10220,N/A
1998/08/07,13600,14200,13300,13700,▲300,＋2.24%,12860,12673,11116,13059,62960,N/A
1998/08/06,12100,13400,12000,13400,▲1400,＋11.67%,12520,12585,11043,13084,27280,N/A
1998/08/05,13400,14000,12000,12000,▼1300,－9.77%,12280,12518,10978,13106,41950,N/A
1998/08/04,11900,13300,11900,13300,▲1400,＋11.76%,12360,12458,10943,13136,24430,N/A
1998/08/03,12200,12200,11600,11900,▼100,－0.83%,12140,12325,10893,13151,4140,N/A
1998/08/01,12100,12300,12000,12000,▼200,－1.64%,12200,12315,10868,13174,4570,N/A
1998/07/31,12500,12500,12100,12200,▼200,－1.61%,12200,12298,10850,13191,4420,N/A
1998/07/30,11500,12450,11500,12400,▲200,＋1.64%,12220,12250,10815,13206,7280,N/A
1998/07/29,12300,12750,12000,12200,0.0,0.00%,12240,12133,10770,13217,7960,N/A
1998/07/28,13350,13350,12200,12200,▲200,＋1.67%,12480,12018,10713,13230,13590,N/A
1998/07/27,12000,12800,11100,12000,▼300,－2.44%,12940,11904,10666,13244,16460,N/A
1998/07/25,12550,12900,12300,12300,▼200,－1.60%,13310,11799,10639,13258,8820,N/A
1998/07/24,12400,13400,12000,12500,▼900,－6.72%,13330,11704,10601,13271,21810,N/A
1998/07/23,14800,14800,13400,13400,▼1100,－7.59%,13350,11555,10554,13285,14020,N/A
1998/07/22,14100,15000,13900,14500,▲650,＋4.69%,13190,11375,10514,13287,56050,N/A
1998/07/21,12650,13850,12650,13850,▲1450,＋11.69%,12690,11157,10468,13288,36440,N/A
1998/07/20,12700,13500,12400,12400,▼200,－1.59%,12310,10985,10429,13286,11250,N/A
1998/07/18,12000,12800,12000,12600,0.0,0.00%,12240,10912,10429,13300,9720,N/A
1998/07/16,12050,13000,11800,12600,▲600,＋5.00%,11880,10832,10407,13311,32310,N/A
1998/07/15,12100,12350,11750,12000,▲50,＋0.42%,11490,10752,10397,13313,25960,N/A
1998/07/14,12200,12750,11600,11950,▼100,－0.83%,11430,10767,10410,13328,37090,N/A
1998/07/13,10700,12050,10700,12050,▲1250,＋11.57%,11370,10720,10438,13349,46210,N/A
1998/07/11,10450,11500,10450,10800,▲150,＋1.41%,11210,10637,10460,13361,10250,N/A
1998/07/10,11700,11700,10600,10650,▼1050,－8.97%,11060,10650,10480,13386,7150,N/A
1998/07/09,11500,12450,11300,11700,▲50,＋0.43%,10910,10612,10519,13421,25140,N/A
1998/07/08,11300,12050,11300,11650,▲400,＋3.56%,10554,10469,10549,13458,32070,N/A
1998/07/07,10000,11250,10000,11250,▲1200,＋11.94%,10206,10317,10584,13502,15700,N/A
1998/07/06,9900,10050,9900,10050,▲150,＋1.52%,10036,10239,10623,13546,1430,N/A
1998/07/04,10000,10150,9810,9900,▼20,－0.20%,9928,10222,10694,13599,1780,N/A
1998/07/03,10100,10250,9820,9920,▲10,＋0.10%,9908,10262,10774,13658,4440,N/A
1998/07/02,9600,10500,9600,9910,▼490,－4.71%,9954,10341,10842,13718,5700,N/A
1998/07/01,9900,10600,9900,10400,▲890,＋9.36%,10052,10410,10923,13769,3830,N/A
1998/06/30,9400,10200,9400,9510,▼290,－2.96%,10162,10398,10996,13817,1450,N/A
1998/06/29,10150,10950,9700,9800,▼350,－3.45%,10460,10430,11092,13878,6430,N/A
1998/06/27,10300,10700,10150,10150,▼250,－2.40%,10700,10420,11190,13935,3060,N/A
1998/06/26,10400,11800,10400,10400,▼550,－5.02%,11130,10387,11281,13997,8990,N/A
1998/06/25,10800,11300,10600,10950,▼50,－0.45%,11250,10352,11383,14047,3990,N/A
1998/06/24,11500,11500,11000,11000,0.0,0.00%,11140,10265,11482,14104,13330,N/A
1998/06/23,12800,13500,11000,11000,▼1300,－10.57%,11150,10165,11570,14173,41050,N/A
1998/06/22,11000,12300,10500,12300,▲1300,＋11.82%,10928,10075,11655,14233,27000,N/A
1998/06/20,11500,11600,11000,11000,▲600,＋5.77%,10236,9909,11709,14278,2070,N/A
1998/06/19,10000,11000,10000,10400,▼650,－5.88%,9758,9824,11809,14323,3570,N/A
1998/06/18,8900,11050,8900,11050,▲1160,＋11.73%,9618,9779,11905,14363,7390,N/A
1998/06/17,9190,9900,9190,9890,▲1050,＋11.88%,9348,9722,11967,14389,3070,N/A
1998/06/16,8600,8890,8300,8840,▲230,＋2.67%,9510,9743,12022,14425,2500,N/A
1998/06/15,8540,9400,8540,8610,▼1090,－11.24%,10042,9821,12125,14481,4340,N/A
1998/06/13,8700,9900,8700,9700,0.0,0.00%,10580,9935,12256,14541,1420,N/A
1998/06/12,10700,10700,9700,9700,▼1000,－9.35%,10670,9955,12390,14602,3400,N/A
1998/06/11,11900,11900,10400,10700,▼800,－6.96%,10760,9955,12507,14676,5410,N/A
1998/06/10,11200,12300,11200,11500,▲200,＋1.77%,10540,9859,12646,14741,16940,N/A
1998/06/09,10500,11300,10000,11300,▲1150,＋11.33%,10140,9754,12777,14795,24130,N/A
1998/06/08,11000,11000,10150,10150,0.0,0.00%,9820,9709,12956,14851,3420,N/A
1998/06/05,9600,10750,9600,10150,▲550,＋5.73%,9630,9702,13136,14905,5970,N/A
1998/06/03,9150,9800,9150,9600,▲100,＋1.05%,9400,9679,13334,14950,2960,N/A
1998/06/02,9300,9800,9300,9500,▼200,－2.06%,9320,9749,13591,15010,2640,N/A
1998/06/01,9300,9900,9300,9700,▲500,＋5.43%,9218,9859,13882,15064,2870,N/A
1998/05/30,9160,9300,9100,9200,▲200,＋2.22%,9138,9949,14149,15117,1290,N/A
1998/05/29,8910,9400,8910,9000,▼200,－2.17%,9198,10109,14424,15173,4150,N/A
1998/05/28,8810,9800,8810,9200,▲210,＋2.34%,9380,10224,14656,15228,3540,N/A
1998/05/27,9300,9300,8500,8990,▼310,－3.33%,9600,10364,14845,15273,9650,N/A
1998/05/26,9400,9400,9120,9300,▼200,－2.11%,9882,10555,15002,15312,2250,N/A
1998/05/25,10100,10300,9200,9500,▼410,－4.14%,10202,10770,15125,15339,5390,N/A
1998/05/23,10500,10600,9610,9910,▼390,－3.79%,10322,10965,15233,15357,530,N/A
1998/05/22,10700,10700,9800,10300,▼100,－0.96%,10278,11069,15330,15381,5080,N/A
1998/05/21,10500,11500,10400,10400,▼500,－4.59%,9976,11204,15410,15395,7890,N/A
1998/05/20,10200,11000,10200,10900,▲800,＋7.92%,9776,11359,15480,15402,4920,N/A
1998/05/19,10500,10500,9800,10100,▲410,＋4.23%,9676,11499,15533,15397,7690,N/A
1998/05/18,8100,9750,8100,9690,▲900,＋10.24%,9656,11674,15598,15394,5670,N/A
1998/05/16,8300,9400,8280,8790,▼610,－6.49%,9658,11905,15665,15401,6860,N/A
1998/05/15,10500,10500,9400,9400,▼1000,－9.62%,10100,12200,15747,15409,3830,N/A
1998/05/14,9890,10600,9400,10400,▲400,＋4.00%,10560,12430,15822,15419,4260,N/A
1998/05/13,9300,10500,9100,10000,▲300,＋3.09%,10780,12650,15877,15428,9350,N/A
1998/05/12,10800,11000,9700,9700,▼1300,－11.82%,11260,12888,15942,15449,6880,N/A
1998/05/11,11200,12000,11000,11000,▼700,－5.98%,11580,13168,16015,15481,3750,N/A
1998/05/09,11500,12000,11500,11700,▲200,＋1.74%,11780,13400,16060,15511,2040,N/A
1998/05/08,12750,12750,11500,11500,▼900,－7.26%,12000,13598,16108,15545,5130,N/A
1998/05/07,10800,12500,10800,12400,▲1100,＋9.73%,12420,13848,16143,15592,7710,N/A
1998/05/06,11500,12000,11300,11300,▼700,－5.83%,12620,14073,16172,15621,6720,N/A
1998/05/04,12400,12900,12000,12000,▼800,－6.25%,12760,14323,16215,15650,5710,N/A
1998/05/02,13400,13400,12800,12800,▼800,－5.88%,12960,14528,16230,15683,5280,N/A
1998/04/30,13200,14100,13000,13600,▲200,＋1.49%,13100,14663,16245,15721,10640,N/A
1998/04/29,11200,13400,11050,13400,▲1400,＋11.67%,13120,14833,16260,15764,16250,N/A
1998/04/28,13000,13000,12000,12000,▼1000,－7.69%,13160,14973,16262,15823,4270,N/A
1998/04/27,13000,13300,11900,13000,▼500,－3.70%,13620,15110,16292,15907,5140,N/A
1998/04/25,13200,13900,13200,13500,▼200,－1.46%,13960,15120,16323,15998,2080,N/A
1998/04/24,13800,14500,13600,13700,▲100,＋0.74%,14060,15195,16367,16103,4320,N/A
1998/04/23,15000,15000,13400,13600,▼700,－4.90%,14280,15335,16420,16223,6180,N/A
1998/04/22,15100,15400,14300,14300,▼400,－2.72%,14510,15540,16468,16365,2620,N/A
1998/04/21,13500,14700,13500,14700,▲700,＋5.00%,14710,15663,16505,16523,5570,N/A
1998/04/20,13800,14700,13800,14000,▼800,－5.41%,14900,15878,16542,16700,4570,N/A
1998/04/18,15500,15500,14800,14800,▲50,＋0.34%,15230,16148,16595,16891,3330,N/A
1998/04/17,14300,15700,14300,14750,▼550,－3.59%,15570,16508,16615,17059,1980,N/A
1998/04/16,15700,15700,14800,15300,▼350,－2.24%,16000,16820,16639,17240,8920,N/A
1998/04/15,15400,15900,15300,15650,0.0,0.00%,16200,17155,16664,17441,7500,N/A
1998/04/14,16700,16800,15600,15650,▼850,－5.15%,16290,17623,16680,17640,9240,N/A
1998/04/13,16900,17700,16500,16500,▼400,－2.37%,16260,18190,16713,17835,15050,N/A
1998/04/11,16900,17300,16700,16900,▲600,＋3.68%,16360,18650,16711,18022,10540,N/A
1998/04/10,16000,16800,15800,16300,▲200,＋1.24%,16220,19090,16726,18210,8520,N/A
1998/04/09,15600,16700,15600,16100,▲600,＋3.87%,15910,19423,16776,18406,21480,N/A
1998/04/08,16200,17500,15500,15500,▼1500,－8.82%,15330,19643,16811,18580,13640,N/A
1998/04/07,16200,17500,15300,17000,▲800,＋4.94%,15230,19788,16848,18774,19220,N/A
1998/04/06,16000,16400,15300,16200,▲1450,＋9.83%,15130,19773,16838,18982,30640,N/A
1998/04/04,13300,14750,13300,14750,▲1550,＋11.74%,15430,19763,16821,19171,16550,N/A
1998/04/03,14700,15500,13200,13200,▼1800,－12.00%,15830,19810,16810,19349,18500,N/A
1998/04/02,16500,16500,14650,15000,▼1500,－9.09%,16990,19905,16828,19518,20430,N/A
1998/04/01,16700,18000,16000,16500,▼1200,－6.78%,17870,19885,16837,19671,17040,N/A
1998/03/31,17000,18750,17000,17700,▲950,＋5.67%,18970,19765,16825,19792,29050,N/A
1998/03/30,19000,19000,16750,16750,▼2250,－11.84%,19630,19580,16815,19924,25940,N/A
1998/03/28,19000,20500,18900,19000,▼400,－2.06%,20680,19428,16844,20089,32790,N/A
1998/03/27,19400,21600,19400,19400,▼2600,－11.82%,21880,19163,16836,20260,38520,N/A
1998/03/26,21300,23000,21300,22000,▲1000,＋4.76%,23400,18888,16813,20457,58910,N/A
1998/03/25,20100,22800,19400,21000,▼1000,－4.55%,24140,18473,16746,20640,107960,N/A
1998/03/24,22500,24000,22000,22000,▼3000,－12.00%,25080,18118,16674,20845,48650,N/A
1998/03/23,27500,29000,25000,25000,▼2000,－7.41%,25270,17723,16566,21060,31520,N/A
1998/03/21,25700,27400,24000,27000,▲1300,＋5.06%,24370,17158,16429,21265,26860,N/A
1998/03/20,25700,28750,24700,25700,0.0,0.00%,22650,16538,16246,21436,44400,N/A
1998/03/19,24900,25700,24800,25700,▲2750,＋11.98%,20850,15933,16084,21620,18130,N/A
1998/03/18,20500,22950,20100,22950,▲2450,＋11.95%,18910,15353,15923,21805,34700,N/A
1998/03/17,18000,20600,17800,20500,▲2100,＋11.41%,17460,14900,15800,22014,35640,N/A
1998/03/16,17500,18500,17000,18400,▲1700,＋10.18%,16380,14520,15702,22214,29840,N/A
1998/03/14,16200,16800,16200,16700,▲700,＋4.38%,15620,14285,15622,22461,9450,N/A
1998/03/13,15700,16000,15200,16000,▲300,＋1.91%,15100,14175,15553,22748,7100,N/A
1998/03/12,15100,16400,15100,15700,▲600,＋3.97%,14700,14050,15482,23039,8220,N/A
1998/03/11,14600,15100,14600,15100,▲500,＋3.42%,14300,13955,15432,23353,7910,N/A
1998/03/10,14200,14600,14100,14600,▲500,＋3.55%,14020,13945,15380,23638,6700,N/A
1998/03/09,13500,14200,13500,14100,▲100,＋0.71%,13880,14020,15323,23898,8880,N/A
1998/03/07,13700,14000,13500,14000,▲300,＋2.19%,13800,14160,15262,24192,6040,N/A
1998/03/06,13700,13700,13300,13700,0.0,0.00%,13780,14285,15190,24489,4260,N/A
1998/03/05,14000,14200,13400,13700,▼200,－1.44%,13860,14425,15137,24825,4110,N/A
1998/03/04,13900,14200,13500,13900,▲200,＋1.46%,13860,14585,15072,25157,4800,N/A
1998/03/03,13900,14200,13200,13700,▼200,－1.44%,14000,14750,15017,25478,7050,N/A
1998/03/02,13800,14500,13800,13900,▼200,－1.42%,13980,14865,14980,25770,3510,N/A
1998/02/28,14000,14500,14000,14100,▲400,＋2.92%,14020,14980,14957,26030,4240,N/A
1998/02/27,14800,15700,13700,13700,▼900,－6.16%,13980,15115,14947,26261,11000,N/A
1998/02/26,13600,14600,13600,14600,▲1000,＋7.35%,13820,15260,14962,26525,11950,N/A
1998/02/25,15200,15200,13600,13600,▼500,－3.55%,13640,15410,14982,26779,9390,N/A
1998/02/24,15000,15000,14100,14100,▲200,＋1.44%,13820,15550,15040,27051,12390,N/A
1998/02/23,13600,13900,13600,13900,▲1000,＋7.75%,13700,15735,15070,27352,2840,N/A
1998/02/21,14000,14400,12900,12900,▼800,－5.84%,13680,16005,15085,27690,6790,N/A
1998/02/20,15600,15600,13700,13700,▼800,－5.52%,14080,16270,15137,28033,12700,N/A
1998/02/19,13600,14500,13600,14500,▲1000,＋7.41%,14560,16470,15197,28368,5340,N/A
1998/02/18,14000,14400,12900,13500,▼300,－2.17%,15040,16565,15268,28682,5900,N/A
1998/02/17,13900,14900,13800,13800,▼1100,－7.38%,15640,16650,15383,29007,7450,N/A
1998/02/16,14900,15600,14900,14900,▼1200,－7.45%,16180,16665,15522,29321,6850,N/A
1998/02/14,16100,16300,15600,16100,▼800,－4.73%,16580,16635,15673,29643,6620,N/A
1998/02/13,17500,17700,16300,16900,▲400,＋2.42%,16800,16605,15838,29947,12180,N/A
1998/02/12,15800,16600,15300,16500,0.0,0.00%,16620,16550,16027,30255,10590,N/A
1998/02/11,16500,17400,15900,16500,▼400,－2.37%,16560,16580,16262,30568,9850,N/A
1998/02/10,17500,18000,16900,16900,▼300,－1.74%,16620,16680,16540,30901,18820,N/A
1998/02/09,16000,17200,16000,17200,▲1200,＋7.50%,16560,16760,16858,31243,20420,N/A
1998/02/07,15800,16400,15800,16000,▼200,－1.23%,16640,16800,17187,31553,10170,N/A
1998/02/06,16300,17300,16200,16200,▼600,－3.57%,16720,16900,17503,31843,9550,N/A
1998/02/05,17000,17400,16200,16800,▲200,＋1.20%,17040,16925,17840,32099,12970,N/A
1998/02/04,17600,18300,16600,16600,▼1000,－5.68%,17540,16860,18218,32351,22710,N/A
1998/02/03,15200,17700,15200,17600,▲1200,＋7.32%,17860,16870,18600,32599,18520,N/A
1998/02/02,16400,16400,16400,16400,▼1400,－7.87%,17880,16790,18957,32811,320,N/A
1998/01/31,18000,19000,17800,17800,▼1500,－7.77%,17880,16770,19333,33025,3930,N/A
1998/01/30,19400,19400,18500,19300,▲1100,＋6.04%,17360,16680,19693,33256,22850,N/A
1998/01/26,19100,19100,17700,18200,▲500,＋2.82%,16320,16495,20037,33503,22480,N/A
1998/01/24,16800,17700,16700,17700,▲1300,＋7.93%,15540,16315,20350,33777,17800,N/A
