[일시]한국석유,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2019/01/30,150500,161500,150500,156000,▲5500,＋3.65%,154800,149575,140267,153258,16069,19727
2019/01/29,155000,155000,149000,150500,▼3500,－2.27%,155700,148200,139958,153279,6334,17966
2019/01/28,155500,158000,153000,154000,▼2500,－1.60%,157500,147400,139558,153342,5536,17091
2019/01/25,156500,158000,154500,156500,▼500,－0.32%,158600,146400,139092,153346,5057,16859
2019/01/24,164000,165000,156500,157000,▼3500,－2.18%,159900,145275,138617,153383,6532,15505
2019/01/23,159500,162000,157000,160500,▲1000,＋0.63%,159900,144125,137975,153392,6599,15989
2019/01/22,159500,166000,158500,159500,0.0,0.00%,159900,142700,137475,153358,9520,15128
2019/01/21,164000,164000,158500,159500,▼3500,－2.15%,157900,141225,137117,153279,5377,16305
2019/01/18,157500,163500,155000,163000,▲6000,＋3.82%,155500,139750,136725,153204,9138,16997
2019/01/17,167000,170000,155000,157000,▼3500,－2.18%,152200,138025,136342,152958,29683,16168
2019/01/16,149500,175500,149500,160500,▲11000,＋7.36%,148500,136750,136108,152817,39649,17268
2019/01/15,147500,150500,146000,149500,▲2000,＋1.36%,144500,135650,135958,152646,4816,16845
2019/01/14,148000,150500,144500,147500,▲1000,＋0.68%,142600,135075,136000,152604,6813,16690
2019/01/11,140500,146500,138000,146500,▲8000,＋5.78%,140000,134500,136100,152604,6612,17570
2019/01/10,141000,143500,138500,138500,▼2000,－1.42%,136900,134075,136067,152650,2813,16841
2019/01/09,140500,143000,139000,140500,▲500,＋0.36%,135100,134400,136150,152775,4720,17130
2019/01/08,134500,145000,134500,140000,▲5500,＋4.09%,132700,135175,136233,152846,11174,16666
2019/01/07,132000,134500,131000,134500,▲3500,＋2.67%,131600,135625,136233,152950,4337,14207
2019/01/04,128000,131000,126500,131000,▲1500,＋1.16%,131500,136575,136542,152996,3090,13630
2019/01/03,129000,134500,128500,129500,▲1000,＋0.78%,132100,137575,137258,153071,4998,13648
2019/01/02,136000,136000,128500,128500,▼6000,－4.46%,133000,138525,138008,153296,6390,13556
2018/12/28,134000,135500,132000,134500,▲500,＋0.37%,133700,138825,138833,153492,2301,14358
2018/12/27,134000,136000,132000,134000,0.0,0.00%,132800,138800,139458,153713,2495,14167
2018/12/26,133000,135000,130000,134000,0.0,0.00%,132000,138700,140108,153958,4319,13903
2018/12/24,131000,134500,130500,134000,▲2000,＋1.52%,130900,138900,140767,154121,3645,14282
2018/12/21,130000,135000,129000,132000,▲2000,＋1.54%,130400,139100,141550,154400,4493,14692
2018/12/20,130000,134000,129000,130000,0.0,0.00%,131700,139275,142508,154633,6298,14816
2018/12/19,129000,131000,127500,130000,▲1500,＋1.17%,133300,139500,143442,154967,2401,15728
2018/12/18,128000,132000,126500,128500,▼3000,－2.28%,134500,139750,144400,155408,10805,15846
2018/12/17,138500,138500,130500,131500,▼7000,－5.05%,136400,139950,145392,156017,7193,15507
2018/12/14,141500,142500,136000,138500,▲500,＋0.36%,139100,140100,146508,156538,3567,16523
2018/12/13,136000,140500,136000,138000,▲2000,＋1.47%,142600,139625,147692,157096,4277,16590
2018/12/12,141000,142000,134000,136000,▼2000,－1.45%,144800,139125,148933,157658,4679,16340
2018/12/11,146000,146000,136500,138000,▼7000,－4.83%,148300,138575,150267,158246,5207,16451
2018/12/10,151500,152500,143500,145000,▼11000,－7.05%,150900,138050,151125,158796,7181,15458
2018/12/07,148500,157000,148500,156000,▲7000,＋4.70%,151600,137275,151883,159229,11499,15635
2018/12/06,153000,154000,146000,149000,▼4500,－2.93%,147300,136050,152458,159254,4498,15635
2018/12/05,147500,157500,146000,153500,▲2500,＋1.66%,144300,135300,152975,159688,9412,15901
2018/12/04,148500,154000,146500,151000,▲2500,＋1.68%,140000,134025,153242,160225,9774,16500
2018/12/03,139500,156000,137500,148500,▲14000,＋10.41%,137400,133225,153608,160725,39621,15688
2018/11/30,135000,135500,132000,134500,▲500,＋0.37%,135300,132700,154042,161458,2908,16187
2018/11/29,135000,136500,133000,134000,▲2000,＋1.52%,135500,132850,154667,162313,3988,15746
2018/11/28,138500,138500,130500,132000,▼6000,－4.35%,135600,132475,155233,163088,6000,15232
2018/11/27,135500,138500,134500,138000,0.0,0.00%,136200,132175,155658,163788,3602,15352
2018/11/26,145000,145500,135500,138000,▲2500,＋1.85%,135100,131675,156000,164346,6822,14395
2018/11/23,135500,142500,134500,135500,▲1000,＋0.74%,134400,130700,156433,164513,11831,15034
2018/11/22,137000,137500,132500,134500,▼500,－0.37%,133100,130450,157117,164704,2869,15961
2018/11/21,131000,140500,131000,135000,▲2500,＋1.89%,131800,130625,157833,164996,12439,16588
2018/11/20,131000,133500,131000,132500,▼2000,－1.49%,129800,130675,158517,165029,3002,17655
2018/11/19,130000,135000,130000,134500,▲5500,＋4.26%,128800,131050,159308,165192,6628,17762
2018/11/16,127500,133000,126500,129000,▲1000,＋0.78%,127800,131475,160083,165333,2192,17186
2018/11/15,124500,128500,122500,128000,▲3000,＋2.40%,128300,132600,161008,165550,5583,17297
2018/11/14,129000,130000,123500,125000,▼2500,－1.96%,129500,133800,161925,165754,4848,15989
2018/11/13,129500,129500,124000,127500,▼2000,－1.54%,130100,135225,162758,165971,3765,15972
2018/11/12,128500,132500,128500,129500,▼2000,－1.52%,131600,136075,163392,166158,2037,15515
2018/11/09,132500,133000,127500,131500,▼2500,－1.87%,133300,136775,164017,166546,5229,15493
2018/11/08,132000,135000,130000,134000,▲6000,＋4.69%,134500,137475,164458,166967,5350,15562
2018/11/07,136500,143000,127000,128000,▼7000,－5.19%,133000,137775,164883,167254,13301,14364
2018/11/06,139000,140000,130500,135000,▼3000,－2.17%,132600,139025,165375,167608,5160,12615
2018/11/05,137000,140000,133000,138000,▲500,＋0.36%,131200,140975,165775,167838,5134,13396
2018/11/02,128500,138000,128500,137500,▲11000,＋8.70%,127300,142800,166250,168104,6369,14132
2018/11/01,127500,134000,126500,126500,▲500,＋0.40%,125900,144825,166600,168479,6892,13188
2018/10/31,128000,130000,125000,126000,▼2000,－1.56%,128200,147100,167125,168800,3053,13342
2018/10/30,111000,129500,111000,128000,▲9500,＋8.02%,130200,149450,167600,169292,9834,13899
2018/10/29,127000,131500,118000,118500,▼12000,－9.20%,132600,151725,168150,169475,9775,12480
2018/10/26,138500,139000,127000,130500,▼7500,－5.43%,137500,154850,168808,169450,5987,11905
2018/10/25,132000,138500,130000,138000,▲2000,＋1.47%,141700,157800,169242,169342,6921,11913
2018/10/24,140500,144000,136000,136000,▼4000,－2.86%,144500,160200,169442,169154,4622,11142
2018/10/23,142500,145500,140000,140000,▼3000,－2.10%,148000,162775,169683,169063,4947,11282
2018/10/22,147500,147500,140500,143000,▼8500,－5.61%,148900,165175,169575,168988,5951,10789
2018/10/19,152000,153500,148500,151500,▼500,－0.33%,149000,167950,169525,168638,4605,10729
2018/10/18,150500,157000,150500,152000,▼1500,－0.98%,147800,170850,169333,168275,4771,10503
2018/10/17,146000,156500,146000,153500,▲9000,＋6.23%,145400,173875,169208,167803,7970,10647
2018/10/16,144000,149000,144000,144500,▲1000,＋0.70%,145300,177000,169108,167319,3913,9684
2018/10/15,147000,151500,141500,143500,▼2000,－1.37%,151200,179250,169233,166912,10121,9079
2018/10/12,139000,146500,138000,145500,▲5500,＋3.93%,157400,181600,169400,166520,9293,8984
2018/10/11,139000,148500,137000,140000,▼13000,－8.50%,163900,183850,169458,166111,17993,8147
2018/10/10,171000,172500,153000,153000,▼21000,－12.07%,170300,185850,169667,165748,20902,3635
2018/10/08,172000,179500,172000,174000,▼500,－0.29%,174300,186675,169450,165287,5405,4236
2018/10/05,177000,177000,171500,174500,▼3500,－1.97%,174200,186625,168883,164643,4703,3617
2018/10/04,178500,181000,174000,178000,▲6000,＋3.49%,175500,186625,168583,164001,11518,3633
2018/10/02,170500,177000,170000,172000,▼1000,－0.58%,177800,186325,168150,163328,5648,5129
2018/10/01,174000,179000,173000,173000,▼500,－0.29%,180600,186125,167967,162707,5118,4859
2018/09/28,180000,180000,172500,173500,▼7500,－4.14%,183500,185350,167808,162083,11635,5190
2018/09/27,190500,191500,181000,181000,▼8500,－4.49%,186400,184600,167475,161459,15096,3734
2018/09/21,187000,195000,186000,189500,▲3500,＋1.88%,189900,183750,167250,160782,14512,4820
2018/09/20,192000,193500,183500,186000,▼1500,－0.80%,193900,183100,166758,160030,14924,3398
2018/09/19,189000,191500,179000,187500,▼500,－0.27%,199200,182675,166492,159313,37289,3552
2018/09/18,197500,198500,187000,188000,▼10500,－5.29%,204900,182100,166417,158581,25946,2378
2018/09/17,211000,211500,196000,198500,▼11000,－5.25%,205200,181700,166642,157845,34367,2436
2018/09/14,212500,214000,204500,209500,▼3000,－1.41%,203600,180825,166567,157009,25197,2506
2018/09/13,210500,218000,206000,212500,▼3500,－1.62%,199800,179575,166500,156101,40635,3076
2018/09/12,189500,216000,189500,216000,▲26500,＋13.98%,193300,178100,166383,155168,61349,4220
2018/09/11,193500,196500,187000,189500,▼1000,－0.52%,184000,176050,166225,154205,18230,3210
2018/09/10,190500,193000,186000,190500,0.0,0.00%,180700,174850,166467,153459,28998,4355
2018/09/07,180000,197000,177500,190500,▲10500,＋5.83%,177500,173675,166575,152709,52670,6229
2018/09/06,171500,185000,170000,180000,▲10500,＋6.19%,173800,172050,166050,151968,56027,4272
2018/09/05,174500,175000,168500,169500,▼3500,－2.02%,171400,171025,166400,151313,12668,3373
2018/09/04,174500,176000,171500,173000,▼1500,－0.86%,169000,170425,167208,150743,12039,3683
2018/09/03,175000,176000,170000,174500,▲2500,＋1.45%,166100,169725,167842,150143,15989,3389
2018/08/31,168000,172500,164000,172000,▲4000,＋2.38%,164000,169325,168875,149526,13495,4420
2018/08/30,161000,169000,158000,168000,▲10500,＋6.67%,164900,168650,169958,148911,20414,4704
2018/08/29,157000,158500,153000,157500,▼1000,－0.63%,166800,168150,170942,148328,7300,4650
2018/08/28,164000,166000,156500,158500,▼5500,－3.35%,170500,168000,171917,147843,14632,3757
2018/08/27,161000,165500,159500,164000,▼12500,－7.08%,174800,168125,172692,147360,24625,3350
2018/08/24,179500,179500,174500,176500,▼1000,－0.56%,178200,167825,172592,146826,11419,2940
2018/08/23,177000,181500,175500,177500,▲1500,＋0.85%,179800,166825,172292,146197,11263,3932
2018/08/22,179000,179000,175000,176000,▼4000,－2.22%,180900,165450,172158,145563,15639,3746
2018/08/21,182000,184000,177000,180000,▼1000,－0.55%,180700,164175,171542,144951,14468,3428
2018/08/20,182500,185000,178500,181000,▼3500,－1.90%,177800,161850,171075,144284,11909,3791
2018/08/17,180500,187000,180000,184500,▲1500,＋0.82%,175000,159800,170583,143618,14511,4615
2018/08/16,191000,191000,177500,183000,▲8000,＋4.57%,169700,157575,170092,142938,32889,3334
2018/08/14,168000,175000,162000,175000,▲9500,＋5.74%,165000,155650,169583,142268,32248,5530
2018/08/13,176500,194000,162000,165500,▼1500,－0.90%,161500,154275,169183,141659,89772,4668
2018/08/10,167500,172000,162500,167000,▲9000,＋5.70%,160200,153600,168925,141122,35813,8050
2018/08/09,156500,159500,155000,158000,▼1500,－0.94%,160100,152925,169075,140580,6656,9039
2018/08/08,156000,164500,155500,159500,▲2000,＋1.27%,160200,152475,169475,140122,11299,8726
2018/08/07,160000,161000,155000,157500,▼1500,－0.94%,159900,152125,169625,139643,6835,8875
2018/08/06,163500,163500,158500,159000,▼7500,－4.50%,159300,151250,169842,139188,8629,10095
2018/08/03,160000,172500,158500,166500,▲8000,＋5.05%,159700,150300,169900,138730,24466,10706
2018/08/02,156500,160500,153500,158500,▲500,＋0.32%,158000,149800,169958,138209,4805,10393
2018/08/01,156500,161000,151000,158000,▲3500,＋2.27%,157600,149475,170358,137772,10452,9694
2018/07/31,165000,165000,152000,154500,▼6500,－4.04%,156000,149625,170475,137334,12767,8710
2018/07/30,157000,165000,153500,161000,▲3000,＋1.90%,155200,150075,170983,136922,12523,9614
2018/07/27,156500,159500,153000,158000,▲1500,＋0.96%,149700,149700,170800,136447,11136,9300
2018/07/26,151000,161500,151000,156500,▲6500,＋4.33%,146100,150175,170092,135993,19655,9681
2018/07/25,153000,160000,147000,150000,▼500,－0.33%,142800,150350,169442,135559,27632,9753
2018/07/24,134500,159500,134500,150500,▲17000,＋12.73%,141700,151350,168867,135159,49424,10227
2018/07/23,140000,140000,131000,133500,▼6500,－4.64%,141100,152975,168442,134747,7194,9401
2018/07/20,145000,145500,137000,140000,0.0,0.00%,144800,156375,168400,134468,6843,8294
2018/07/19,143500,145000,139000,140000,▼4500,－3.11%,147500,159075,167750,134124,6900,8189
2018/07/18,147500,148500,140500,144500,▼3000,－2.03%,149300,162350,167217,133748,11073,7249
2018/07/17,152000,154500,146500,147500,▼4500,－2.96%,150900,165400,166398,133342,7584,6770
2018/07/16,156000,157000,150500,152000,▼1500,－0.98%,149400,168350,165530,132893,7499,6232
2018/07/13,153500,157000,150000,153500,▲4500,＋3.02%,147000,170950,164590,132413,15466,6622
2018/07/12,149000,158500,147500,149000,▼3500,－2.30%,147600,173125,163640,131930,26433,6573
2018/07/11,141500,162500,138500,152500,▲12500,＋8.93%,148200,173625,162763,131484,45504,6573
2018/07/10,141500,144500,138500,140000,0.0,0.00%,149900,176050,161830,131018,12672,6731
2018/07/09,144000,146500,136000,140000,▼16500,－10.54%,154600,179950,161123,130656,27976,5466
2018/07/06,152000,161500,150000,156500,▲4500,＋2.96%,157300,183500,160403,130293,16415,3713
2018/07/05,160500,164000,150000,152000,▼9000,－5.59%,159500,187500,159418,129777,17625,2258
2018/07/04,163500,167000,160000,161000,▼2500,－1.53%,161100,191750,158505,129308,12577,1979
2018/07/03,157000,168000,152500,163500,▲10000,＋6.51%,162900,195050,157447,128765,24120,2150
2018/07/02,168000,169500,151500,153500,▼14000,－8.36%,166800,197675,156358,128201,26599,2464
2018/06/29,179000,183000,163000,167500,▲7500,＋4.69%,176400,200250,155443,127727,46085,2410
2018/06/28,166000,175000,158500,160000,▼10000,－5.88%,181700,199775,154313,127138,30778,3316
2018/06/27,189000,190000,166500,170000,▼13000,－7.10%,190800,199700,153302,126608,42258,3454
2018/06/26,196000,204000,182500,183000,▼18500,－9.18%,197900,199675,152135,126007,30403,1863
2018/06/25,186500,209000,179000,201500,▲7500,＋3.87%,202600,197475,150745,125303,55611,4609
2018/06/22,210000,212000,187000,194000,▼11500,－5.60%,203100,195000,149048,124431,35926,1799
2018/06/21,205500,228500,203000,205500,0.0,0.00%,203700,192875,147452,123628,65546,2031
2018/06/20,203500,214500,201000,205500,▼1000,－0.48%,194400,190350,145702,122734,26891,2045
2018/06/19,206000,221000,199500,206500,▲2500,＋1.23%,193500,187700,143952,121845,44982,2864
2018/06/18,193500,217000,193500,204000,▲7000,＋3.55%,195800,184925,142185,120953,72712,2939
2018/06/15,159000,206500,158000,197000,▲38000,＋23.90%,197200,182225,140452,120083,153951,2970
2018/06/14,190500,196000,159000,159000,▼42000,－20.90%,205100,181175,138843,119273,55023,4369
2018/06/12,220000,220000,198000,201000,▼17000,－7.80%,220700,182325,137885,118778,50397,3185
2018/06/11,207500,222000,200500,218000,▲7000,＋3.32%,225900,180700,136227,117934,42945,2283
2018/06/08,234000,235500,211000,211000,▼25500,－10.78%,225500,178325,134277,116955,51331,2106
2018/06/07,241500,246000,227000,236500,▼500,－0.21%,224300,175900,132443,116034,54957,1694
2018/06/05,211000,243000,210500,237000,▲10000,＋4.41%,208600,172575,130177,114897,84681,2131
2018/06/04,237500,277000,227000,227000,▲11000,＋5.09%,192900,169850,127863,113768,196555,2463
2018/06/01,240000,244500,198500,216000,▲11000,＋5.37%,181400,166750,125713,112718,193970,3002
2018/05/31,205000,205000,205000,205000,▲47000,＋29.75%,166000,165200,123770,111751,54890,6679
2018/05/30,161000,167000,155000,158000,▼500,－0.32%,155400,162450,122028,110872,13248,6725
2018/05/29,166000,166000,157000,158500,▼11000,－6.49%,154100,160325,121060,110386,22516,6059
2018/05/28,160500,176500,160500,169500,▲30500,＋21.94%,153400,158275,120102,109903,44456,6340
2018/05/25,129000,141500,124000,139000,▼13000,－8.55%,150000,155575,118968,109323,29744,6296
2018/05/24,152000,154000,138000,152000,▲500,＋0.33%,152400,154875,118360,108998,15169,6920
2018/05/23,149500,162500,145500,151500,▼3500,－2.26%,152000,153825,117493,108564,23956,7935
2018/05/21,153000,155000,150000,155000,▲2500,＋1.64%,156900,151300,116652,108143,8998,7075
2018/05/18,154000,157000,147500,152500,▲1500,＋0.99%,162300,148950,115785,107685,9521,6872
2018/05/17,154000,160000,150000,151000,▲1000,＋0.67%,165500,146095,114952,107248,19698,6718
2018/05/16,157000,165000,147000,150000,▼26000,－14.77%,169400,143315,114135,106827,43950,6224
2018/05/15,182000,183500,173500,176000,▼6000,－3.30%,171900,140595,113318,106423,14903,5124
2018/05/14,172500,191500,169000,182000,▲13500,＋8.01%,170700,136620,112085,105798,26615,3678
2018/05/11,168000,174000,161000,168500,▼2000,－1.17%,170800,132340,110768,105118,15402,4403
2018/05/10,171000,174500,162000,170500,▲8000,＋4.92%,170100,128740,109660,104573,24245,3138
2018/05/09,172000,177000,144000,162500,▼7500,－4.41%,173000,125095,108535,104010,33595,3389
2018/05/08,175000,182500,170000,170000,▼12500,－6.85%,170500,121810,107560,103502,17036,3998
2018/05/04,158000,182500,158000,182500,▲17500,＋10.61%,159600,118180,106460,102931,30713,5315
2018/05/03,183500,186000,165000,165000,▼20000,－10.81%,146600,113915,105185,102252,30537,5878
2018/05/02,150000,192500,149000,185000,▲35000,＋23.33%,136700,110540,104193,101710,93023,5693
2018/04/30,140000,150000,129000,150000,▲34500,＋29.87%,124700,106200,102860,101000,93799,5775
2018/04/27,116500,119500,114000,115500,▼2000,－1.70%,120900,103630,102093,100600,8773,4287
2018/04/26,116000,119000,114500,117500,▲2000,＋1.73%,118000,102840,101893,100496,9629,4187
2018/04/25,125000,128000,115000,115500,▼9500,－7.60%,116100,101930,101677,100383,19918,3985
2018/04/24,141000,141500,123500,125000,▼6000,－4.58%,112080,101155,101452,100279,42774,3507
2018/04/23,104500,131000,104000,131000,▲30000,＋29.70%,106160,99885,101052,100075,111876,2505
2018/04/20,107000,107000,100500,101000,▼7000,－6.48%,99080,98320,100535,99846,8212,3428
2018/04/19,95500,112000,95500,108000,▲12600,＋13.21%,98180,98180,100498,99879,29760,3356
2018/04/18,95400,96400,95400,95400,0.0,0.00%,95860,97805,100278,99858,941,2827
2018/04/17,95600,96500,95300,95400,▼200,－0.21%,96080,98060,100285,99947,455,2771
2018/04/16,96400,96400,95100,95600,▼900,－0.93%,96520,98315,100255,100035,1169,2767
2018/04/13,96400,96700,95500,96500,▲100,＋0.10%,96760,98535,100237,100130,395,2732
2018/04/12,96800,96800,95200,96400,▼100,－0.10%,96940,98735,100220,100205,1656,2744
2018/04/11,97800,97900,96200,96500,▼1100,－1.13%,97100,98990,100205,100268,1650,2590
2018/04/10,96800,97800,95100,97600,▲800,＋0.83%,97300,99240,100205,100356,1603,2541
2018/04/09,97300,97800,96100,96800,▼600,－0.62%,97420,99410,100188,100443,1243,2584
2018/04/06,96700,97700,96100,97400,▲200,＋0.21%,97780,99620,100182,100540,1248,2635
2018/04/05,98600,98600,96800,97200,▼300,－0.31%,98240,99775,100135,100633,838,2666
2018/04/04,98400,98600,96400,97500,▼700,－0.71%,98660,99825,100112,100727,1044,2669
2018/04/03,98000,98800,97300,98200,▼400,－0.41%,99160,99850,100083,100818,835,2763
2018/04/02,98600,99800,98000,98600,▼1100,－1.10%,99440,99910,100043,100908,1721,2806
2018/03/30,99100,100500,98200,99700,▲400,＋0.40%,99660,100005,100010,100987,1139,2934
2018/03/29,100000,100000,97700,99300,▼700,－0.70%,99360,100015,99962,101048,1755,2764
2018/03/28,99300,100000,98500,100000,▲400,＋0.40%,99600,100100,99915,101108,1371,2633
2018/03/27,100000,100000,98800,99600,▼100,－0.10%,99700,100175,99878,101166,750,2425
2018/03/26,98100,100000,98000,99700,▲1500,＋1.53%,99880,100320,99860,101244,789,2494
2018/03/23,100500,100500,98200,98200,▼2300,－2.29%,99940,100335,99813,101326,1396,2409
2018/03/22,100500,101000,99700,100500,0.0,0.00%,100400,100475,99803,101433,1085,2591
2018/03/21,101000,101000,99300,100500,0.0,0.00%,100600,100600,99767,101516,1239,2507
2018/03/20,101000,101000,99500,100500,▲500,＋0.50%,100800,100700,99738,101616,921,2466
2018/03/19,100500,101500,99500,100000,▼500,－0.50%,100900,100775,99720,101724,1420,2463
2018/03/16,100500,102000,100000,100500,▼1000,－0.99%,101100,100825,99713,101828,977,1895
2018/03/15,101500,101500,100500,101500,0.0,0.00%,101100,100900,99702,101908,1367,1821
2018/03/14,100500,101500,100500,101500,▲500,＋0.50%,100440,100975,99672,101974,1237,1934
2018/03/13,100500,106000,100000,101000,0.0,0.00%,99740,101000,99642,102024,4438,1929
2018/03/12,100500,103000,99600,101000,▲500,＋0.50%,99420,101100,99633,102078,1912,1815
2018/03/09,98000,100500,97400,100500,▲2300,＋2.34%,99320,101250,99625,102141,1831,1829
2018/03/08,99500,99900,97100,98200,▲200,＋0.20%,99200,101425,99617,102203,1223,1805
2018/03/07,99400,99600,97400,98000,▼1400,－1.41%,99760,101815,99672,102285,1051,1957
2018/03/06,100500,100500,98000,99400,▼1100,－1.09%,100460,102190,99722,102360,915,2077
2018/03/05,99900,101000,97700,100500,▲600,＋0.60%,101080,102470,99732,102436,1859,2223
2018/03/02,100500,100500,99000,99900,▼1100,－1.09%,100980,102645,99715,102515,3052,2331
2018/02/28,101500,101500,99900,101000,▼500,－0.49%,101200,102825,99712,102603,1569,2538
2018/02/27,101000,103000,100500,101500,▼1000,－0.98%,101600,103000,99703,102683,1973,2629
2018/02/26,100000,102500,100000,102500,▲2500,＋2.50%,101800,103025,99677,102749,1953,2677
2018/02/23,101500,101500,99700,100000,▼1000,－0.99%,101700,102950,99635,102803,2376,2599
2018/02/22,101500,102500,100000,101000,▼2000,－1.94%,101900,102950,99635,102870,713,2703
2018/02/21,101500,103000,101000,103000,▲500,＋0.49%,102100,102840,99635,102928,1434,2845
2018/02/20,102000,102500,100000,102500,▲500,＋0.49%,102100,102430,99585,102974,1801,2857
2018/02/19,101500,102000,101000,102000,▲1000,＋0.99%,102000,102095,99543,103024,1022,2988
2018/02/14,103000,103000,99400,101000,▼1000,－0.98%,102200,101675,99518,103074,2179,2900
2018/02/13,103500,104000,100500,102000,▼1000,－0.97%,102800,101350,99527,103137,1122,3110
2018/02/12,103500,103500,101000,103000,▲1000,＋0.98%,103200,101025,99510,103191,748,3430
2018/02/09,102000,103500,100000,102000,▼1000,－0.97%,103800,100650,99468,103245,1941,3501
2018/02/08,104000,104500,102000,103000,▼1000,－0.96%,104500,100375,99485,103291,915,3663
2018/02/07,105000,105000,102000,104000,0.0,0.00%,104900,100055,99485,103341,3424,3722
2018/02/06,104000,105000,101500,104000,▼2000,－1.89%,104900,99675,99443,103399,2575,3603
2018/02/05,104500,107500,103500,106000,▲500,＋0.47%,104800,99205,99402,103478,4161,3496
2018/02/02,104500,107500,102500,105500,▲500,＋0.48%,104500,98695,99318,103541,5106,3708
2018/02/01,104000,106000,104000,105000,▲1000,＋0.96%,103800,98210,99227,103616,2604,3632
2018/01/31,103000,105000,103000,104000,▲500,＋0.48%,103000,97750,99140,103699,3484,3462
2018/01/30,105000,105500,103000,103500,▼1000,－0.96%,102200,97380,99107,103791,3113,3697
2018/01/29,103000,105000,102000,104500,▲2500,＋2.45%,101260,97045,99098,103866,3551,3845
2018/01/26,101000,102500,100500,102000,▲1000,＋0.99%,99320,96645,99090,103924,1519,3744
2018/01/25,100000,102000,98700,101000,▲1000,＋1.00%,98080,96435,99107,103978,3239,3606
2018/01/24,98800,100500,98200,100000,▲1200,＋1.21%,96600,96310,99098,104037,2258,3356
2018/01/23,94500,99000,94500,98800,▲4000,＋4.22%,95500,96155,99157,104108,3864,3146
2018/01/22,95800,96000,94800,94800,▼1000,－1.04%,94840,96095,99260,104180,892,3004
2018/01/19,94200,96500,92800,95800,▲2200,＋2.35%,94980,96270,99438,104286,1688,3035
2018/01/18,94500,94700,93300,93600,▼900,－0.95%,95120,96420,99608,104379,2489,2883
2018/01/17,94600,94800,93500,94500,▼1000,－1.05%,95720,96710,99815,104495,2401,2863
2018/01/16,95000,96800,94800,95500,0.0,0.00%,96100,96965,100023,104595,934,2962
2018/01/15,96600,97700,95200,95500,▼1000,－1.04%,95920,97180,100190,104691,935,3027
2018/01/12,97200,97500,96400,96500,▼100,－0.10%,95980,97390,100332,104791,825,3132
2018/01/11,96500,96600,95700,96600,▲200,＋0.21%,95840,97550,100507,104878,846,3238
2018/01/10,94500,96400,94000,96400,▲1800,＋1.90%,95680,97745,100697,104978,2075,3247
2018/01/09,95600,95800,94600,94600,▼1200,－1.25%,95720,97950,100898,105062,1686,3270
2018/01/08,95800,96000,95000,95800,0.0,0.00%,96160,98220,101130,105169,907,3331
2018/01/05,95800,96000,95500,95800,0.0,0.00%,96300,98505,101342,105258,1655,3370
2018/01/04,96600,96600,95700,95800,▼800,－0.83%,96700,98765,101553,105352,1394,3495
2018/01/03,96300,96800,95900,96600,▼200,－0.21%,97240,98975,101773,105458,1637,3493
2018/01/02,96500,96900,96000,96800,▲300,＋0.31%,97300,99120,101963,105540,1587,3493
2017/12/28,97100,97200,96200,96500,▼1300,－1.33%,97460,99265,102133,105633,1728,3554
2017/12/27,98600,98600,95900,97800,▼700,－0.71%,97820,99465,102300,105733,374,3619
2017/12/26,96900,99000,96900,98500,▲1600,＋1.65%,98020,99570,102453,105818,601,3661
2017/12/22,97300,97600,95900,96900,▼700,－0.72%,98200,99645,102628,105898,1939,4392
2017/12/21,98200,98300,97100,97600,▼700,－0.71%,98740,99800,102838,105986,758,4551
2017/12/20,98700,98800,97800,98300,▼500,－0.51%,99180,99970,103062,106073,1203,4673
2017/12/19,99400,99400,98300,98800,▼600,－0.60%,99460,100055,103265,106170,2530,4832
2017/12/18,99600,99600,99100,99400,▼200,－0.20%,99640,100115,103493,106255,1474,5091
2017/12/15,99900,100000,99300,99600,▼200,－0.20%,99860,100170,103728,106335,1166,5288
2017/12/14,99600,100500,99600,99800,▲100,＋0.10%,100040,100265,103943,106413,637,5528
2017/12/13,101000,101000,99600,99700,0.0,0.00%,100080,100325,104113,106503,518,5605
2017/12/12,101000,101000,99700,99700,▼800,－0.80%,100440,100365,104277,106613,834,5609
2017/12/11,101000,101000,100000,100500,0.0,0.00%,100700,100530,104407,106728,1165,5848
2017/12/08,101000,101000,99800,100500,▲500,＋0.50%,100600,100655,104523,106808,1058,5985
2017/12/07,101000,101000,100000,100000,▼1500,－1.48%,100400,100705,104657,106887,1649,6089
2017/12/06,101000,101500,100500,101500,▲500,＋0.50%,100340,100780,104790,106983,1152,6253
2017/12/05,99200,101500,98700,101000,▲1000,＋1.00%,100140,100755,104898,107066,1571,6289
2017/12/04,99600,100000,98900,100000,▲500,＋0.50%,99920,100705,104998,107170,1543,6424
2017/12/01,100500,100500,99300,99500,▼200,－0.20%,99920,100695,105140,107295,1304,6587
2017/11/30,100500,100500,99300,99700,▼800,－0.80%,100020,100820,105315,107420,2029,6658
2017/11/29,99900,101500,99900,100500,▲600,＋0.60%,100280,100985,105495,107543,1055,6505
2017/11/28,100000,101000,99900,99900,▼100,－0.10%,100180,101160,105662,107652,883,6451
2017/11/27,100000,101500,99500,100000,0.0,0.00%,100200,101315,105822,107757,2399,6353
2017/11/24,100500,100500,99700,100000,▼1000,－0.99%,100300,101340,105972,107840,2985,6342
2017/11/23,100000,101000,99800,101000,▲1000,＋1.00%,100600,101515,106105,107940,1896,5929
