[일시]현대건설,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1994/03/16,2078673,2103478,2019141,2034024,▼29766,－1.44%,1997312,1951671,1810943,1465572,1047340,N/A
1994/03/15,2009219,2063790,1969530,2063790,▲79377,＋4.00%,1961593,1943733,1799202,1456394,1064050,N/A
1994/03/14,2009219,2058829,1984414,1984414,0.0,0.00%,1916944,1934307,1786138,1446968,1073530,N/A
1994/03/12,1964569,1984414,1929842,1984414,▲64493,＋3.36%,1892138,1930090,1773570,1438162,553030,N/A
1994/03/11,1919920,1919920,1919920,1919920,▲64493,＋3.48%,1873286,1925873,1760919,1429439,278750,N/A
1994/03/10,1845505,1875271,1825660,1855427,▲14883,＋0.81%,1871302,1921656,1748847,1421088,235910,N/A
1994/03/09,1860388,1880232,1795894,1840544,▼19844,－1.07%,1877255,1920168,1737271,1413275,284720,N/A
1994/03/08,1890154,1909998,1845505,1860388,▼29766,－1.57%,1892138,1922649,1726771,1405544,222370,N/A
1994/03/07,1919920,1919920,1880232,1890154,▼19844,－1.04%,1906029,1927114,1716435,1397689,154600,N/A
1994/03/05,1885193,1919920,1885193,1909998,▲24805,＋1.32%,1913967,1930834,1705934,1389668,170290,N/A
1994/03/04,1914959,1934803,1850466,1885193,▼29766,－1.55%,1933811,1937532,1695351,1381441,417540,N/A
1994/03/03,1934803,1949686,1909998,1914959,▼14883,－0.77%,1954647,1949438,1685015,1373421,271290,N/A
1994/03/02,1905037,1929842,1880232,1929842,0.0,0.00%,1972507,1963825,1674184,1365194,408280,N/A
1994/02/28,2029063,2038985,1929842,1929842,▼79377,－3.95%,2003266,1981437,1663931,1356884,474470,N/A
1994/02/26,2034024,2048907,1994336,2009219,▲19844,＋1.00%,2018149,1995080,1653265,1348574,589110,N/A
1994/02/25,2009219,2034024,1934803,1989375,▼14883,－0.74%,2004258,2000785,1640449,1339645,712970,N/A
1994/02/24,2083634,2133245,2004258,2004258,▼79377,－3.81%,1981437,2005002,1627881,1330756,1375770,N/A
1994/02/23,2083634,2083634,2009219,2083634,▲79377,＋3.96%,1955640,2004506,1614486,1321702,1608390,N/A
1994/02/22,2004258,2004258,1989375,2004258,▲64493,＋3.32%,1918928,1996816,1600181,1312028,241080,N/A
1994/02/21,1885193,1939764,1885193,1939764,▲64493,＋3.44%,1898092,1989871,1586787,1302974,346740,N/A
1994/02/19,1885193,1895115,1870310,1875271,0.0,0.00%,1877255,1985406,1573640,1294375,203700,N/A
1994/02/18,1909998,1929842,1860388,1875271,▼24805,－1.31%,1867333,1980941,1561485,1286355,457090,N/A
1994/02/17,1909998,1959608,1885193,1900076,0.0,0.00%,1870310,1973251,1549579,1278252,909280,N/A
1994/02/16,1900076,1900076,1860388,1900076,▲64493,＋3.51%,1880232,1961097,1537176,1269818,449300,N/A
1994/02/15,1800855,1875271,1776050,1835583,▲9922,＋0.54%,1893131,1952167,1524030,1261343,461540,N/A
1994/02/14,1835583,1890154,1825660,1825660,▼64493,－3.41%,1934803,1943237,1512040,1253488,161070,N/A
1994/02/12,1959608,1959608,1885193,1890154,▼59532,－3.05%,1994336,1931579,1500217,1245798,279590,N/A
1994/02/08,1900076,1954647,1900076,1949686,▼14883,－0.76%,2056845,1913471,1487897,1237613,1297140,N/A
1994/02/07,1964569,1964569,1964569,1964569,▼79377,－3.88%,2123323,1889906,1474915,1228972,35850,N/A
1994/02/05,2043946,2043946,2043946,2043946,▼79377,－3.74%,2170948,1864109,1461355,1220249,136080,N/A
1994/02/04,2212621,2272154,2123323,2123323,▼79377,－3.60%,2186824,1836079,1446968,1210782,1084840,N/A
1994/02/03,2202699,2282076,2202699,2202699,▼79377,－3.48%,2176902,1801599,1432085,1200529,854920,N/A
1994/02/02,2282076,2282076,2212621,2282076,▲79377,＋3.60%,2135229,1760671,1415879,1189697,675580,N/A
1994/02/01,2133245,2202699,2128284,2202699,▲79377,＋3.74%,2064782,1714285,1397523,1178080,1513400,N/A
1994/01/31,2153089,2153089,2083634,2123323,▲49610,＋2.39%,1997312,1674101,1379664,1167083,1652720,N/A
1994/01/29,2073712,2073712,2073712,2073712,▲79377,＋3.98%,1942741,1638630,1362631,1156913,377060,N/A
1994/01/28,1994336,1994336,1994336,1994336,▲64493,＋3.34%,1885193,1605391,1346921,1147156,283500,N/A
1994/01/27,1890154,1929842,1880232,1929842,▲64493,＋3.46%,1830622,1575376,1332782,1138144,789510,N/A
1994/01/26,1845505,1900076,1810777,1865349,▲14883,＋0.80%,1776050,1546354,1319883,1129545,1287640,N/A
1994/01/25,1850466,1850466,1810777,1850466,▲64493,＋3.61%,1747276,1521301,1308390,1121524,1536190,N/A
1994/01/24,1766128,1785972,1746284,1785972,▲64493,＋3.75%,1708580,1495752,1296484,1113711,840900,N/A
1994/01/22,1661946,1721479,1661946,1721479,▲64493,＋3.89%,1669884,1472931,1286065,1106352,898720,N/A
1994/01/21,1721479,1771089,1656985,1656985,▼64493,－3.75%,1631188,1450854,1275895,1099655,1782390,N/A
1994/01/20,1721479,1721479,1681791,1721479,▲64493,＋3.89%,1595469,1429522,1265973,1093577,1458100,N/A
1994/01/19,1656985,1656985,1656985,1656985,▲64493,＋4.05%,1540897,1404717,1255142,1087087,182490,N/A
1994/01/18,1587531,1592492,1577609,1592492,▲64493,＋4.22%,1506170,1381648,1244558,1081340,466650,N/A
1994/01/17,1483349,1527998,1453583,1527998,▲49610,＋3.36%,1474419,1360067,1234388,1076214,991280,N/A
1994/01/15,1448622,1498232,1413895,1478388,▲29766,＋2.05%,1445645,1344192,1224714,1071459,903980,N/A
1994/01/14,1483349,1518076,1433739,1448622,▼34727,－2.34%,1420840,1332286,1215867,1067284,1144470,N/A
1994/01/13,1483349,1483349,1483349,1483349,▲49610,＋3.46%,1410918,1322860,1207350,1063026,644930,N/A
1994/01/12,1399012,1433739,1399012,1433739,▲49610,＋3.58%,1397027,1312442,1198007,1058230,845670,N/A
1994/01/11,1339479,1394051,1339479,1384128,▲29766,＋2.20%,1392066,1304008,1189491,1053806,406470,N/A
1994/01/10,1394051,1394051,1349401,1354362,▼44649,－3.19%,1394051,1298055,1181718,1049465,319540,N/A
1994/01/08,1408934,1433739,1389090,1399012,▼14883,－1.05%,1393058,1296070,1174442,1045703,348360,N/A
1994/01/07,1413895,1453583,1399012,1413895,▲4961,＋0.35%,1386113,1290613,1166256,1041900,766260,N/A
1994/01/06,1394051,1428778,1374206,1408934,▲14883,＋1.07%,1371230,1281931,1157823,1037972,685950,N/A
1994/01/05,1354362,1399012,1329557,1394051,▲44649,＋3.31%,1355354,1273249,1149472,1034003,631230,N/A
1994/01/04,1389090,1394051,1339479,1349401,▼14883,－1.09%,1332534,1263575,1141534,1029911,556900,N/A
1994/01/03,1344440,1364284,1344440,1364284,▲24805,＋1.85%,1308721,1257374,1134175,1026107,300690,N/A
1993/12/28,1364284,1374206,1314674,1339479,▲9922,＋0.75%,1280939,1249188,1126899,1022262,948010,N/A
1993/12/27,1329557,1329557,1314674,1329557,▲49610,＋3.88%,1252165,1239762,1120201,1018748,816430,N/A
1993/12/24,1240258,1279947,1240258,1279947,▲49610,＋4.03%,1218430,1230584,1113587,1015234,643490,N/A
1993/12/23,1240258,1260103,1215453,1230336,▲4961,＋0.40%,1204539,1224631,1107799,1012134,256600,N/A
1993/12/22,1205531,1245220,1190648,1225375,▲29766,＋2.49%,1206523,1220910,1102755,1009405,526160,N/A
1993/12/21,1141038,1195609,1141038,1195609,▲34727,＋2.99%,1213469,1215205,1097959,1006842,231050,N/A
1993/12/20,1165843,1200570,1160882,1160882,▼49610,－4.10%,1229344,1211236,1093329,1004527,124170,N/A
1993/12/18,1220414,1230336,1210492,1210492,▼29766,－2.40%,1250181,1209004,1089278,1002625,135970,N/A
1993/12/17,1255142,1274986,1240258,1240258,▼19844,－1.57%,1261095,1206027,1084317,1000351,424100,N/A
1993/12/16,1284908,1289869,1250181,1260103,▼14883,－1.17%,1275978,1202555,1078942,997871,302920,N/A
1993/12/15,1265064,1289869,1255142,1274986,▲9922,＋0.78%,1281931,1197097,1073402,995183,377320,N/A
1993/12/14,1240258,1279947,1230336,1265064,0.0,0.00%,1274986,1192385,1067532,992372,302370,N/A
1993/12/13,1309713,1309713,1265064,1265064,▼49610,－3.77%,1269032,1190648,1061827,989726,220340,N/A
1993/12/11,1339479,1339479,1289869,1314674,▲24805,＋1.92%,1256134,1188912,1056204,987122,629430,N/A
1993/12/10,1260103,1289869,1250181,1289869,▲49610,＋4.00%,1238274,1182214,1049837,984186,800680,N/A
1993/12/09,1245220,1265064,1220414,1240258,▲4961,＋0.40%,1220414,1174277,1043884,981458,411460,N/A
1993/12/08,1190648,1250181,1185687,1235297,▲34727,＋2.89%,1202555,1167331,1038841,979101,309630,N/A
1993/12/07,1220414,1235297,1200570,1200570,▼24805,－2.02%,1184695,1162122,1033631,976910,170540,N/A
1993/12/06,1220414,1250181,1210492,1225375,▲24805,＋2.07%,1176757,1159394,1028918,975050,594620,N/A
1993/12/04,1165843,1200570,1165843,1200570,▲49610,＋4.31%,1162866,1155921,1023875,973024,256100,N/A
1993/12/03,1136077,1155921,1131116,1150960,▲4961,＋0.43%,1145007,1154681,1019162,971288,117040,N/A
1993/12/02,1160882,1175765,1141038,1145999,▼14883,－1.28%,1138061,1153936,1015110,970048,127300,N/A
1993/12/01,1155921,1185687,1131116,1160882,▲4961,＋0.43%,1132108,1154681,1011224,968890,243600,N/A
1993/11/30,1111272,1160882,1111272,1155921,▲44649,＋4.02%,1130124,1152200,1006925,967608,217440,N/A
1993/11/29,1116233,1136077,1111272,1111272,▼4961,－0.44%,1133100,1147487,1002460,966285,75200,N/A
1993/11/27,1106311,1136077,1106311,1116233,0.0,0.00%,1141038,1145503,998656,965086,69440,N/A
1993/11/26,1150960,1160882,1116233,1116233,▼34727,－3.02%,1153936,1140790,994935,963764,97460,N/A
1993/11/25,1180726,1185687,1145999,1150960,▼19844,－1.69%,1176757,1134092,991380,962358,110960,N/A
1993/11/24,1141038,1180726,1131116,1170804,▲19844,＋1.72%,1192633,1123922,987328,960580,172780,N/A
1993/11/23,1155921,1180726,1141038,1150960,▼29766,－2.52%,1194617,1112760,983029,958554,359960,N/A
1993/11/22,1230336,1240258,1180726,1180726,▼49610,－4.03%,1190648,1102094,979143,956777,204480,N/A
1993/11/20,1274986,1274986,1190648,1230336,0.0,0.00%,1174773,1089195,974595,954751,427430,N/A
1993/11/19,1225375,1230336,1210492,1230336,▲49610,＋4.20%,1154929,1073816,968973,952312,423740,N/A
1993/11/18,1141038,1180726,1141038,1180726,▲49610,＋4.39%,1138061,1058189,963515,949583,449950,N/A
1993/11/17,1101350,1150960,1091427,1131116,▲29766,＋2.70%,1133100,1045042,958637,947392,462990,N/A
1993/11/16,1141038,1150960,1101350,1101350,▼29766,－2.63%,1142030,1033879,954503,945697,238480,N/A
1993/11/15,1160882,1175765,1121194,1131116,▼14883,－1.30%,1148975,1024205,951196,944209,402610,N/A
1993/11/13,1155921,1155921,1126155,1145999,▼9922,－0.86%,1154929,1013043,947392,942514,400530,N/A
1993/11/12,1170804,1180726,1141038,1155921,▼19844,－1.69%,1147983,1001633,943506,940819,541340,N/A
1993/11/11,1136077,1185687,1091427,1175765,▲39688,＋3.49%,1129131,989230,939206,939041,559840,N/A
1993/11/10,1205531,1210492,1111272,1136077,▼24805,－2.14%,1108295,976828,934659,937057,1279510,N/A
1993/11/09,1136077,1160882,1131116,1160882,▲49610,＋4.46%,1085474,966906,930938,935486,706340,N/A
1993/11/08,1066622,1111272,1046778,1111272,▲49610,＋4.67%,1049755,955495,926638,933791,874480,N/A
1993/11/06,1086466,1086466,1051739,1061661,▼9922,－0.93%,1017012,946565,923414,932509,563670,N/A
1993/11/05,1071583,1071583,1051739,1071583,▲49610,＋4.85%,994191,939868,921181,931682,1032680,N/A
1993/11/04,997168,1021973,972363,1021973,▲39688,＋4.04%,967402,933170,919032,930897,687860,N/A
1993/11/03,962441,987246,962441,982285,▲34727,＋3.66%,947557,927961,918122,930442,607980,N/A
1993/11/02,947557,967402,947557,947557,0.0,0.00%,935651,924737,918039,930318,165500,N/A
1993/11/01,947557,972363,942596,947557,▲9922,＋1.06%,929698,923000,918205,930525,194110,N/A
1993/10/30,927713,957480,927713,937635,▲14883,＋1.61%,923745,921512,918701,930814,116290,N/A
1993/10/29,922752,927713,912830,922752,0.0,0.00%,917791,921016,918701,931227,64050,N/A
1993/10/28,917791,947557,917791,922752,▲4961,＋0.54%,914815,921016,918453,931806,154230,N/A
1993/10/27,917791,932674,917791,917791,0.0,0.00%,911838,921016,918122,932220,86000,N/A
1993/10/26,912830,922752,907869,917791,▲9922,＋1.09%,911838,921512,917212,932840,54260,N/A
1993/10/25,907869,917791,907869,907869,0.0,0.00%,909854,922256,916964,933584,38610,N/A
1993/10/23,907869,912830,902908,907869,0.0,0.00%,913822,923496,917543,934328,46280,N/A
1993/10/22,922752,922752,907869,907869,▼9922,－1.08%,919776,924985,918122,934990,32180,N/A
1993/10/21,907869,932674,907869,917791,▲9922,＋1.09%,924737,925729,918535,935651,95410,N/A
1993/10/20,927713,927713,907869,907869,▼19844,－2.14%,927713,925729,918287,936188,46670,N/A
1993/10/19,942596,942596,927713,927713,▼9922,－1.06%,931682,926473,918039,936602,60590,N/A
1993/10/18,927713,937635,922752,937635,▲4961,＋0.53%,933667,925977,917626,936809,84530,N/A
1993/10/16,932674,937635,922752,932674,0.0,0.00%,929698,924489,917295,937015,27720,N/A
1993/10/15,937635,937635,917791,932674,▲4961,＋0.53%,926721,923496,916882,937346,55060,N/A
1993/10/14,942596,957480,927713,927713,▼9922,－1.06%,922752,922008,916468,937759,150930,N/A
1993/10/13,912830,937635,912830,937635,▲19844,＋2.16%,920768,920024,916055,938214,114700,N/A
1993/10/12,917791,927713,917791,917791,0.0,0.00%,918783,917295,915724,938380,84110,N/A
1993/10/11,902908,917791,902908,917791,▲4961,＋0.54%,919776,916055,915724,938752,69520,N/A
1993/10/09,917791,917791,912830,912830,▼4961,－0.54%,920768,915311,915972,939124,36760,N/A
1993/10/08,917791,927713,917791,917791,▼9922,－1.07%,923745,915063,916386,939537,37470,N/A
1993/10/07,922752,927713,917791,927713,▲4961,＋0.54%,926721,914815,916799,939744,73500,N/A
1993/10/06,922752,922752,917791,922752,0.0,0.00%,927713,914319,916964,939868,24120,N/A
1993/10/05,932674,937635,922752,922752,▼4961,－0.53%,930690,913574,917212,939951,33520,N/A
1993/10/04,927713,927713,922752,927713,▼4961,－0.53%,930690,912086,917626,939951,25080,N/A
1993/10/02,932674,937635,927713,932674,0.0,0.00%,928706,910846,918039,939951,25650,N/A
1993/09/28,932674,937635,927713,932674,▼4961,－0.53%,926721,908613,918535,939909,101080,N/A
1993/09/27,927713,937635,927713,937635,▲14883,＋1.61%,923745,906133,919032,939827,93670,N/A
1993/09/25,912830,922752,912830,922752,▲4961,＋0.54%,917791,904396,919362,939785,55090,N/A
1993/09/24,927713,932674,912830,917791,▼4961,－0.54%,915807,903404,920189,939909,63370,N/A
1993/09/23,917791,927713,912830,922752,▲4961,＋0.54%,912830,903156,921181,940116,68650,N/A
1993/09/22,912830,927713,912830,917791,▲9922,＋1.09%,905885,901916,922174,940323,108040,N/A
1993/09/21,917791,917791,902908,907869,▼4961,－0.54%,898939,901172,923414,940571,41200,N/A
1993/09/20,907869,917791,907869,912830,▲9922,＋1.10%,895963,901420,924985,940901,70550,N/A
1993/09/18,897947,902908,892986,902908,▲14883,＋1.68%,893978,900924,926556,941274,28510,N/A
1993/09/17,892986,892986,883064,888025,▲4961,＋0.56%,894971,901668,928292,941852,37110,N/A
1993/09/16,902908,902908,883064,883064,▼9922,－1.11%,899932,903652,930111,942514,27070,N/A
1993/09/15,907869,907869,888025,892986,▼9922,－1.10%,906877,906629,931517,943423,47720,N/A
1993/09/14,907869,917791,902908,902908,▼4961,－0.55%,909854,910350,932592,944333,34050,N/A
1993/09/13,892986,922752,892986,907869,▼4961,－0.54%,907869,914071,933336,944912,56920,N/A
1993/09/11,912830,917791,897947,912830,▼4961,－0.54%,906877,916551,933832,945284,34130,N/A
1993/09/10,917791,932674,917791,917791,▲9922,＋1.09%,901916,919776,934080,945449,88450,N/A
1993/09/09,902908,922752,902908,907869,▲14883,＋1.67%,894971,920768,934411,945449,121400,N/A
1993/09/08,897947,907869,888025,892986,▼9922,－1.10%,893978,920768,934907,945573,41890,N/A
1993/09/07,868181,907869,868181,902908,▲14883,＋1.68%,895963,921264,935651,945738,64540,N/A
1993/09/06,878103,892986,868181,888025,▲4961,＋0.56%,897947,919280,935651,945738,46590,N/A
1993/09/04,892986,897947,883064,883064,▼19844,－2.20%,899932,920024,936147,946028,20340,N/A
1993/09/03,897947,917791,897947,902908,0.0,0.00%,903900,923000,936891,946276,54690,N/A
1993/09/02,902908,917791,883064,902908,▼9922,－1.09%,905885,924985,937222,946607,61200,N/A
1993/09/01,897947,912830,878103,912830,▲14883,＋1.66%,905885,926473,937635,947020,37200,N/A
1993/08/31,912830,917791,878103,897947,▼4961,－0.55%,906877,925977,938132,947309,150720,N/A
1993/08/30,912830,922752,888025,902908,▼9922,－1.09%,912830,925729,938876,947723,101900,N/A
1993/08/28,922752,922752,897947,912830,▲9922,＋1.10%,920768,925729,939454,948012,57620,N/A
1993/08/27,917791,927713,897947,902908,▼14883,－1.62%,931682,925977,940033,948302,53780,N/A
1993/08/26,927713,932674,917791,917791,▼9922,－1.07%,946565,926225,940943,948674,54720,N/A
1993/08/25,932674,947557,927713,927713,▼14883,－1.58%,954503,925729,941604,948839,55560,N/A
1993/08/24,957480,957480,942596,942596,▼24805,－2.56%,964425,924489,942183,948715,93040,N/A
1993/08/23,987246,987246,962441,967402,▼9922,－1.02%,963433,923248,942762,948302,163380,N/A
1993/08/21,967402,982285,967402,977324,▲19844,＋2.07%,951526,920768,942762,947764,163350,N/A
1993/08/20,977324,982285,952519,957480,▼19844,－2.03%,936643,918535,942596,947144,193500,N/A
1993/08/19,942596,977324,927713,977324,▲39688,＋4.23%,917791,917543,942845,946565,231750,N/A
1993/08/18,902908,937635,897947,937635,▲29766,＋3.28%,902908,915807,942927,945862,116620,N/A
1993/08/17,897947,917791,883064,907869,▲4961,＋0.55%,903900,915807,943754,945490,145360,N/A
1993/08/16,868181,902908,868181,902908,▲39688,＋4.60%,910846,917295,945160,945366,123560,N/A
1993/08/14,863220,878103,863220,863220,▼39688,－4.40%,916799,919528,946317,945160,206870,N/A
1993/08/13,902908,902908,902908,902908,▼39688,－4.21%,924737,923993,948467,945366,510,N/A
1993/08/12,937635,952519,932674,942596,0.0,0.00%,922752,926969,950203,945201,91630,N/A
1993/08/11,937635,952519,922752,942596,▲9922,＋1.06%,914815,927961,951113,944829,142100,N/A
1993/08/10,907869,937635,892986,932674,▲29766,＋3.30%,909854,928706,951857,944581,84750,N/A
1993/08/09,888025,907869,888025,902908,▲9922,＋1.11%,904893,930690,952767,944498,55460,N/A
1993/08/07,892986,897947,888025,892986,▼9922,－1.10%,905885,934411,954090,944498,48400,N/A
1993/08/06,917791,917791,902908,902908,▼14883,－1.62%,907869,938876,955164,944333,15050,N/A
1993/08/05,907869,917791,907869,917791,▲9922,＋1.09%,910846,943341,955991,944167,53240,N/A
1993/08/04,917791,917791,897947,907869,0.0,0.00%,910846,947557,956735,944043,35380,N/A
1993/08/03,902908,912830,892986,907869,▲4961,＋0.55%,915807,952519,957810,943878,82700,N/A
1993/08/02,902908,927713,902908,902908,▼14883,－1.62%,921760,957480,959051,943713,65720,N/A
1993/07/31,912830,927713,897947,917791,0.0,0.00%,929698,962193,960373,943589,75170,N/A
1993/07/30,932674,932674,917791,917791,▼14883,－1.60%,933667,964673,961035,943093,94570,N/A
1993/07/29,932674,937635,927713,932674,▼4961,－0.53%,937635,966657,961779,942266,63620,N/A
1993/07/28,947557,952519,937635,937635,▼4961,－0.53%,940612,967402,962275,941522,32220,N/A
1993/07/27,942596,942596,932674,942596,▲4961,＋0.53%,943589,967402,962689,940777,27330,N/A
1993/07/26,932674,942596,932674,937635,0.0,0.00%,947557,966657,962689,939951,45800,N/A
1993/07/24,952519,952519,937635,937635,▼9922,－1.05%,952519,966657,962771,939289,29900,N/A
1993/07/23,947557,947557,937635,947557,▼4961,－0.52%,956487,966657,962689,938504,65860,N/A
1993/07/22,957480,962441,942596,952519,▼9922,－1.03%,961448,966161,962275,937677,52760,N/A
1993/07/21,967402,977324,962441,962441,0.0,0.00%,966409,963681,961862,936850,111060,N/A
1993/07/20,967402,977324,957480,962441,▲4961,＋0.52%,970378,961448,961283,935982,43770,N/A
1993/07/19,967402,967402,957480,957480,▼14883,－1.53%,976331,959712,960622,935196,47210,N/A
1993/07/16,977324,982285,967402,972363,▼4961,－0.51%,985261,957976,960208,934493,73860,N/A
1993/07/15,987246,992207,977324,977324,▼4961,－0.51%,992207,955743,959629,933336,76200,N/A
1993/07/14,992207,997168,982285,982285,▼9922,－1.00%,998160,954007,959051,932178,102180,N/A
1993/07/13,1002129,1007090,992207,992207,▼9922,－0.99%,1001137,952022,958472,930938,170380,N/A
1993/07/12,1017012,1017012,997168,1002129,▼4961,－0.49%,996176,949294,957728,929780,243590,N/A
1993/07/10,1017012,1017012,1002129,1007090,0.0,0.00%,987246,946565,956818,928582,282390,N/A
1993/07/09,1007090,1017012,997168,1007090,▲9922,＋1.00%,975339,944085,955991,927424,449300,N/A
1993/07/08,977324,1007090,977324,997168,▲29766,＋3.08%,961448,941604,955412,926349,531340,N/A
1993/07/07,957480,967402,957480,967402,▲9922,＋1.04%,947557,939868,954916,925357,97880,N/A
1993/07/06,962441,967402,957480,957480,▲9922,＋1.05%,941604,940364,955330,924695,200670,N/A
1993/07/05,942596,952519,927713,947557,▲9922,＋1.06%,937635,940860,956074,923951,76980,N/A
1993/07/03,922752,947557,922752,937635,▲9922,＋1.07%,935651,941852,956487,923290,40150,N/A
1993/07/02,932674,937635,917791,927713,▼9922,－1.06%,928706,943589,956735,922380,58490,N/A
1993/07/01,942596,942596,927713,937635,0.0,0.00%,926721,946317,956818,921553,55220,N/A
1993/06/30,897947,947557,897947,937635,0.0,0.00%,924737,948798,956487,920727,111810,N/A
1993/06/29,907869,937635,902908,937635,▲34727,＋3.85%,921760,951526,956239,919858,127070,N/A
1993/06/28,917791,927713,902908,902908,▼14883,－1.62%,919776,953263,955826,919073,50310,N/A
1993/06/26,937635,937635,917791,917791,▼9922,－1.07%,927713,957728,955826,918494,31860,N/A
1993/06/25,922752,937635,922752,927713,▲4961,＋0.54%,932674,962193,955909,917874,50250,N/A
1993/06/24,927713,937635,922752,922752,▼4961,－0.53%,934659,965665,955661,917006,39770,N/A
1993/06/23,942596,942596,927713,927713,▼14883,－1.58%,939620,968890,955991,916262,46440,N/A
1993/06/22,947557,947557,937635,942596,0.0,0.00%,945573,971867,956405,915559,50380,N/A
1993/06/21,932674,952519,932674,942596,▲4961,＋0.53%,948550,973851,956487,914897,58110,N/A
1993/06/19,947557,947557,937635,937635,▼9922,－1.05%,952519,974595,956570,914360,34880,N/A
1993/06/18,957480,967402,947557,947557,▼9922,－1.04%,960456,975339,956570,913905,49360,N/A
1993/06/17,952519,957480,947557,957480,0.0,0.00%,964425,976083,956570,913285,66610,N/A
1993/06/16,947557,962441,947557,957480,▼4961,－0.52%,966409,976828,956405,912582,53520,N/A
1993/06/15,947557,972363,947557,962441,▼14883,－1.52%,969386,978068,956074,912045,49520,N/A
1993/06/14,972363,982285,967402,977324,▲9922,＋1.03%,973355,979060,955247,911135,59350,N/A
1993/06/12,992207,992207,967402,967402,0.0,0.00%,975339,978068,953841,910060,102860,N/A
1993/06/11,972363,982285,962441,967402,▼4961,－0.51%,980300,977820,952767,909151,96810,N/A
1993/06/10,987246,992207,967402,972363,▼9922,－1.01%,981293,977572,951692,908117,156380,N/A
1993/06/09,972363,997168,972363,982285,▼4961,－0.50%,985261,977076,950286,907125,160410,N/A
1993/06/08,1002129,1007090,977324,987246,▼4961,－0.50%,990222,975091,948798,906257,115740,N/A
1993/06/07,967402,992207,967402,992207,▲19844,＋2.04%,992207,972859,947227,905513,141160,N/A
1993/06/05,977324,992207,972363,972363,▼19844,－2.00%,991215,969882,945573,904975,112950,N/A
1993/06/04,1017012,1021973,982285,992207,▼14883,－1.48%,994191,967402,944002,904603,164510,N/A
1993/06/03,1007090,1036856,1002129,1007090,▲9922,＋1.00%,992207,964177,942266,904148,387710,N/A
1993/06/02,992207,1002129,987246,997168,▲9922,＋1.01%,982285,960208,940199,903487,221400,N/A
1993/06/01,997168,1007090,987246,987246,0.0,0.00%,973355,956487,938545,903032,398120,N/A
1993/05/31,992207,997168,982285,987246,▲4961,＋0.51%,968394,953759,937305,902329,235420,N/A
1993/05/29,957480,982285,957480,982285,▲24805,＋2.59%,965417,951278,936230,901503,211010,N/A
1993/05/27,957480,977324,957480,957480,▲4961,＋0.52%,965417,949294,934907,900386,225760,N/A
1993/05/26,967402,972363,952519,952519,▼9922,－1.03%,970378,948798,933501,899435,122910,N/A
1993/05/25,967402,972363,957480,962441,▼9922,－1.02%,971370,948550,932344,898485,113980,N/A
1993/05/24,992207,992207,972363,972363,▼9922,－1.01%,971370,947806,931351,897286,172430,N/A
1993/05/22,992207,997168,977324,982285,0.0,0.00%,969386,947061,929946,895756,156680,N/A
1993/05/21,957480,982285,947557,982285,▲24805,＋2.59%,965417,946565,928375,894268,211890,N/A
1993/05/20,962441,972363,957480,957480,▼4961,－0.52%,957480,945821,926804,892903,102610,N/A
1993/05/19,957480,972363,952519,962441,0.0,0.00%,954503,947557,925150,891787,127330,N/A
1993/05/18,962441,967402,947557,962441,0.0,0.00%,948550,949542,922752,890506,65350,N/A
1993/05/17,942596,962441,942596,962441,▲19844,＋2.11%,940612,950038,920768,889389,116200,N/A
1993/05/15,957480,962441,942596,942596,0.0,0.00%,933667,949542,918866,888438,57670,N/A
1993/05/14,932674,947557,932674,942596,▲9922,＋1.06%,930690,949046,917212,887446,98600,N/A
1993/05/13,917791,942596,917791,932674,▲9922,＋1.08%,926721,947806,915807,886413,58110,N/A
1993/05/12,927713,927713,912830,922752,▼4961,－0.53%,926721,947309,914319,885131,49680,N/A
1993/05/11,927713,937635,927713,927713,0.0,0.00%,929698,946813,913078,883808,75030,N/A
1993/05/10,922752,932674,917791,927713,▲4961,＋0.54%,932674,945573,911838,882196,86550,N/A
1993/05/08,932674,932674,917791,922752,▼9922,－1.06%,936643,945325,910680,880749,28500,N/A
1993/05/07,932674,932674,917791,932674,▼4961,－0.53%,941604,944829,909771,879674,80890,N/A
1993/05/06,937635,942596,932674,937635,▼4961,－0.53%,944581,945325,908779,878682,88630,N/A
1993/05/04,947557,952519,942596,942596,▼4961,－0.52%,948550,946069,907042,877938,101090,N/A
1993/05/03,947557,952519,942596,947557,0.0,0.00%,954503,946317,905306,877483,87240,N/A
1993/05/01,947557,952519,942596,947557,0.0,0.00%,958472,946317,903404,877193,42120,N/A
1993/04/30,957480,962441,942596,947557,▼9922,－1.04%,967402,945821,901833,876697,99640,N/A
1993/04/29,957480,967402,957480,957480,▼14883,－1.53%,978316,945821,900345,876243,127400,N/A
1993/04/28,977324,977324,957480,972363,▲4961,＋0.51%,981293,945325,898857,875622,215730,N/A
1993/04/27,992207,1002129,967402,967402,▼24805,－2.50%,977324,943589,897286,874548,284680,N/A
1993/04/26,1012051,1017012,982285,992207,▼9922,－0.99%,970378,940860,895797,873431,442510,N/A
1993/04/24,982285,1012051,982285,1002129,▲29766,＋3.06%,955495,935899,894061,872356,760390,N/A
1993/04/23,967402,987246,962441,972363,▲19844,＋2.08%,939620,930938,891829,870992,552170,N/A
