[일시]알보젠코리아,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2019/01/30,28350,28350,28100,28200,▼150,－0.53%,28260,28150,28148,27657,2428,0
2019/01/29,28400,28400,28200,28350,0.0,0.00%,28240,28145,28131,27646,829,0
2019/01/28,28600,28600,28350,28350,▲150,＋0.53%,28190,28128,28106,27635,3655,0
2019/01/25,28150,28250,28150,28200,0.0,0.00%,28130,28118,28080,27625,3796,0
2019/01/24,28800,28800,28100,28200,▲100,＋0.36%,28130,28110,28055,27615,1890,0
2019/01/23,28350,28350,27900,28100,0.0,0.00%,28120,28113,28033,27605,3711,0
2019/01/22,28200,28200,28000,28100,▲50,＋0.18%,28130,28145,28012,27595,444,0
2019/01/21,28250,28300,28050,28050,▼150,－0.53%,28140,28175,27991,27585,1569,0
2019/01/18,28300,28300,28000,28200,▲50,＋0.18%,28140,28213,27978,27576,1297,0
2019/01/17,28150,28150,28000,28150,0.0,0.00%,28120,28245,27961,27566,663,0
2019/01/16,28100,28150,27950,28150,0.0,0.00%,28100,28283,27948,27557,3679,0
2019/01/15,28200,28200,28000,28150,▲100,＋0.36%,28080,28318,27933,27548,930,0
2019/01/14,28000,28150,27900,28050,▼50,－0.18%,28080,28355,27922,27539,1104,0
2019/01/11,28050,28100,27950,28100,▲50,＋0.18%,28110,28398,27908,27531,605,0
2019/01/10,28000,28050,27850,28050,0.0,0.00%,28110,28440,27893,27525,2666,0
2019/01/09,28100,28200,27950,28050,▼100,－0.36%,28120,28453,27878,27520,632,0
2019/01/08,28100,28150,28050,28150,▼50,－0.18%,28130,28453,27863,27514,264,0
2019/01/07,28100,28200,27900,28200,▲100,＋0.36%,28100,28448,27843,27507,1016,0
2019/01/04,27950,28200,27950,28100,0.0,0.00%,28090,28433,27823,27500,811,0
2019/01/03,27900,28150,27900,28100,0.0,0.00%,28080,28405,27808,27490,1530,0
2019/01/02,28000,28250,27800,28100,▲100,＋0.36%,28110,28420,27793,27483,1422,0
2018/12/28,28150,28200,27800,28000,▼150,－0.53%,28240,28438,27778,27475,677,0
2018/12/27,28050,28250,27750,28150,▲100,＋0.36%,28380,28458,27765,27468,1285,0
2018/12/26,28250,28250,28000,28050,▼200,－0.71%,28510,28473,27751,27460,534,0
2018/12/24,28650,28650,28000,28250,▼500,－1.74%,28670,28498,27733,27451,11047,0
2018/12/21,28650,28750,28400,28750,▲50,＋0.17%,28800,28510,27712,27442,3980,0
2018/12/20,28850,28850,28600,28700,▼100,－0.35%,28820,28495,27687,27431,1575,0
2018/12/19,28750,28800,28400,28800,▼50,－0.17%,28860,28490,27663,27418,1719,0
2018/12/18,28850,28850,28700,28850,▼50,－0.17%,28880,28480,27640,27405,779,0
2018/12/17,28750,28900,28750,28900,▲50,＋0.17%,28900,28480,27616,27392,935,0
2018/12/14,28600,28900,28600,28850,▼50,－0.17%,28780,28470,27590,27378,2262,0
2018/12/13,28900,28900,28800,28900,0.0,0.00%,28620,28470,27565,27367,14475,0
2018/12/12,28850,28900,28500,28900,▼50,－0.17%,28450,28390,27538,27355,7354,0
2018/12/11,28550,29250,28250,28950,▲650,＋2.30%,28250,28290,27513,27344,11398,0
2018/12/10,28100,28300,27900,28300,▲250,＋0.89%,27970,28193,27483,27333,2501,0
2018/12/07,27950,28200,27700,28050,0.0,0.00%,27990,28128,27466,27326,1488,0
2018/12/06,27650,28300,27500,28050,▲150,＋0.54%,28070,28073,27450,27322,4294,0
2018/12/05,27550,27900,27550,27900,▲350,＋1.27%,28140,28015,27437,27318,1136,0
2018/12/04,28800,28800,27500,27550,▼850,－2.99%,28250,27965,27423,27315,13866,0
2018/12/03,28700,28700,28350,28400,▼50,－0.18%,28450,27940,27418,27316,528,0
2018/11/30,28400,28550,28400,28450,▲50,＋0.18%,28470,27873,27403,27309,725,0
2018/11/29,28450,28450,28350,28400,▼50,－0.18%,28470,27810,27384,27302,2167,0
2018/11/28,28400,28600,28300,28450,▼100,－0.35%,28510,27733,27363,27294,528,0
2018/11/27,28400,28550,28350,28550,▲50,＋0.18%,28540,27650,27342,27284,249,0
2018/11/26,28450,28500,28400,28500,▲50,＋0.18%,28600,27558,27318,27274,1804,0
2018/11/23,28700,28700,27950,28450,▼150,－0.52%,28640,27475,27295,27264,4573,0
2018/11/22,28800,28800,28550,28600,0.0,0.00%,28720,27395,27273,27256,2318,0
2018/11/21,28800,28800,28600,28600,▼250,－0.87%,28460,27308,27250,27246,2094,0
2018/11/20,28700,28850,28350,28850,▲150,＋0.52%,28120,27240,27228,27238,6563,0
2018/11/19,28850,28850,28250,28700,▼150,－0.52%,27750,27158,27199,27225,5149,0
2018/11/16,27650,29350,27300,28850,▲1550,＋5.68%,27410,27090,27173,27216,26887,0
2018/11/15,27050,27500,26900,27300,▲400,＋1.49%,27030,27010,27144,27206,2900,0
2018/11/14,27000,27000,26900,26900,▼100,－0.37%,26950,27020,27142,27208,184,0
2018/11/13,27000,27000,26850,27000,0.0,0.00%,26950,27035,27147,27213,46,0
2018/11/12,26850,27000,26850,27000,▲50,＋0.19%,26960,27045,27150,27217,202,0
2018/11/09,26900,26950,26750,26950,▲50,＋0.19%,26970,27053,27153,27222,754,0
2018/11/08,26850,26900,26750,26900,0.0,0.00%,27020,27063,27156,27224,67,0
2018/11/07,26850,26900,26700,26900,▼150,－0.55%,27010,27068,27159,27227,826,0
2018/11/06,27050,27100,26750,27050,0.0,0.00%,26990,27073,27163,27230,466,0
2018/11/05,26700,27100,26700,27050,▼150,－0.55%,26920,27080,27165,27232,3358,0
2018/11/02,26850,27300,26850,27200,▲350,＋1.30%,26880,27088,27166,27234,390,0
2018/11/01,26800,26850,26650,26850,▲50,＋0.19%,26810,27085,27161,27236,14076,0
2018/10/31,26950,27000,26500,26800,▲100,＋0.37%,26810,27105,27163,27241,5152,0
2018/10/30,26800,26800,26550,26700,▼150,－0.56%,26900,27130,27170,27246,4952,0
2018/10/29,26700,27000,26700,26850,0.0,0.00%,27000,27143,27175,27254,2266,0
2018/10/26,26900,27000,26500,26850,0.0,0.00%,27100,27150,27177,27260,10087,0
2018/10/25,27000,27250,26800,26850,▼400,－1.47%,27180,27170,27178,27265,11694,0
2018/10/24,27300,27300,27000,27250,▲50,＋0.18%,27310,27193,27179,27270,1529,0
2018/10/23,27500,27500,27100,27200,▼150,－0.55%,27300,27200,27175,27273,120,0
2018/10/22,27200,27350,27150,27350,▲100,＋0.37%,27300,27210,27172,27276,198,0
2018/10/19,27150,27450,27150,27250,▼250,－0.91%,27260,27210,27167,27279,110,0
2018/10/18,27050,27500,27050,27500,▲300,＋1.10%,27240,27215,27163,27283,348,0
2018/10/17,27150,27200,27150,27200,0.0,0.00%,27140,27205,27157,27285,115,0
2018/10/16,27150,27200,27100,27200,▲50,＋0.18%,27100,27213,27155,27289,66,0
2018/10/15,27000,27150,26950,27150,0.0,0.00%,27100,27213,27158,27294,190,0
2018/10/12,27200,27200,26950,27150,▲150,＋0.56%,27110,27218,27162,27298,338,0
2018/10/11,27000,28500,26850,27000,0.0,0.00%,27110,27215,27166,27303,2124,0
2018/10/10,27200,27250,27000,27000,▼200,－0.74%,27160,27228,27171,27310,2559,0
2018/10/08,27200,27200,27000,27200,0.0,0.00%,27220,27230,27176,27317,540,0
2018/10/05,27150,27200,26950,27200,▲50,＋0.18%,27170,27233,27173,27319,473,0
2018/10/04,26950,27250,26950,27150,▼100,－0.37%,27130,27248,27173,27325,82,0
2018/10/02,27400,27400,26950,27250,▼50,－0.18%,27150,27258,27173,27331,377,0
2018/10/01,26950,27300,26950,27300,▲350,＋1.30%,27160,27253,27171,27333,279,0
2018/09/28,27100,27100,26950,26950,▼50,－0.19%,27180,27245,27169,27340,4145,0
2018/09/27,27250,27250,27000,27000,▼250,－0.92%,27270,27255,27169,27349,2938,0
2018/09/21,27300,27350,27150,27250,▼50,－0.18%,27340,27260,27173,27358,438,0
2018/09/20,27400,27400,27250,27300,▼100,－0.36%,27360,27253,27175,27365,413,0
2018/09/19,27400,27400,27150,27400,0.0,0.00%,27360,27250,27173,27368,1811,0
2018/09/18,27350,27400,27150,27400,▲50,＋0.18%,27350,27245,27170,27373,443,0
2018/09/17,27350,27400,27350,27350,0.0,0.00%,27310,27230,27168,27377,339,0
2018/09/14,27300,27350,27150,27350,▲50,＋0.18%,27290,27218,27167,27381,1764,0
2018/09/13,27350,27350,27200,27300,▼50,－0.18%,27240,27208,27169,27388,1112,0
2018/09/12,27200,27450,27000,27350,▲150,＋0.55%,27230,27200,27173,27395,1352,0
2018/09/11,27200,27250,26950,27200,▼50,－0.18%,27170,27193,27175,27400,2223,0
2018/09/10,27100,27300,27000,27250,▲150,＋0.55%,27180,27193,27182,27405,1886,0
2018/09/07,26800,27200,26800,27100,▼150,－0.55%,27230,27188,27186,27410,2049,0
2018/09/06,27000,27250,26600,27250,▲200,＋0.74%,27280,27190,27194,27415,4510,0
2018/09/05,27200,27200,26700,27050,▼200,－0.73%,27260,27183,27199,27421,9406,0
2018/09/04,27250,27350,26900,27250,▼250,－0.91%,27280,27185,27208,27428,2300,0
2018/09/03,27350,27550,27350,27500,▲150,＋0.55%,27260,27183,27214,27434,2595,0
2018/08/31,27200,27350,27150,27350,▲200,＋0.74%,27180,27163,27216,27439,2119,0
2018/08/30,27000,27150,27000,27150,0.0,0.00%,27130,27140,27220,27445,619,0
2018/08/29,27300,27300,26950,27150,0.0,0.00%,27150,27133,27224,27450,707,0
2018/08/28,27000,27250,27000,27150,▲50,＋0.18%,27180,27135,27227,27457,1372,0
2018/08/27,27100,27100,26950,27100,0.0,0.00%,27170,27128,27229,27464,498,0
2018/08/24,26950,27100,26750,27100,▼150,－0.55%,27170,27120,27233,27471,445,0
2018/08/23,27300,27450,26800,27250,▼50,－0.18%,27180,27110,27240,27478,347,0
2018/08/22,27150,27350,27150,27300,▲200,＋0.74%,27160,27095,27242,27485,575,0
2018/08/21,27000,27100,26900,27100,0.0,0.00%,27140,27080,27247,27490,675,0
2018/08/20,27400,27400,26800,27100,▼50,－0.18%,27160,27075,27250,27496,229,0
2018/08/17,27150,27200,26850,27150,0.0,0.00%,27170,27073,27260,27503,322,0
2018/08/16,27200,27800,26900,27150,▼50,－0.18%,27170,27068,27268,27510,767,0
2018/08/14,27200,27200,27200,27200,0.0,0.00%,27160,27065,27275,27517,23,0
2018/08/13,27150,27450,27150,27200,▲50,＋0.18%,27140,27060,27280,27524,629,0
2018/08/10,26900,27200,26900,27150,0.0,0.00%,27140,27068,27284,27530,1504,0
2018/08/09,27100,27150,27100,27150,▲50,＋0.18%,27130,27080,27291,27538,45,0
2018/08/08,27100,27250,26700,27100,0.0,0.00%,27080,27093,27293,27545,1152,0
2018/08/07,27100,27150,27000,27100,▼100,－0.37%,27060,27103,27295,27553,110,0
2018/08/06,27200,27200,27150,27200,▲100,＋0.37%,27080,27113,27298,27563,728,0
2018/08/03,27000,27100,26800,27100,▲200,＋0.74%,27040,27103,27298,27570,1665,0
2018/08/02,26950,27000,26900,26900,▼100,－0.37%,27010,27110,27303,27582,305,0
2018/08/01,26950,27200,26950,27000,▼200,－0.74%,27010,27120,27311,27593,39,0
2018/07/31,26750,27200,26750,27200,▲200,＋0.74%,27000,27128,27319,27602,416,0
2018/07/30,26950,27000,26800,27000,▲50,＋0.19%,26960,27128,27323,27610,181,0
2018/07/27,26850,26950,26700,26950,▲50,＋0.19%,26960,27125,27333,27620,122,0
2018/07/26,26950,26950,26900,26900,▼50,－0.19%,26980,27138,27343,27631,39,0
2018/07/25,27000,27000,26900,26950,▼50,－0.19%,27010,27163,27353,27640,9,0
2018/07/24,26900,27000,26700,27000,0.0,0.00%,27040,27175,27361,27648,1057,0
2018/07/23,26900,27100,26550,27000,▼50,－0.18%,27060,27185,27370,27656,4338,0
2018/07/20,27000,27050,26900,27050,0.0,0.00%,27130,27198,27380,27664,4502,0
2018/07/19,27000,27050,26850,27050,▼50,－0.18%,27200,27210,27391,27670,356,0
2018/07/18,27000,27250,27000,27100,0.0,0.00%,27270,27233,27402,27678,757,0
2018/07/17,27100,27300,27000,27100,▼250,－0.91%,27310,27253,27413,27684,2961,0
2018/07/16,27350,27350,27250,27350,▼50,－0.18%,27350,27273,27423,27691,58,0
2018/07/13,27550,27550,27400,27400,0.0,0.00%,27280,27285,27431,27696,331,0
2018/07/12,27300,27600,27100,27400,▲100,＋0.37%,27250,27290,27434,27702,505,0
2018/07/11,27300,27550,27050,27300,0.0,0.00%,27190,27300,27441,27705,163,0
2018/07/10,27000,27350,27000,27300,▲300,＋1.11%,27160,27313,27449,27709,3297,0
2018/07/09,27000,27550,27000,27000,▼250,－0.92%,27140,27328,27458,27713,2570,0
2018/07/06,26950,27550,26950,27250,▲150,＋0.55%,27130,27358,27466,27719,212,0
2018/07/05,27100,27450,27000,27100,▼50,－0.18%,27120,27375,27476,27723,792,0
2018/07/04,27200,27200,27000,27150,▼50,－0.18%,27180,27400,27489,27728,532,0
2018/07/03,26900,27550,26900,27200,▲250,＋0.93%,27190,27413,27495,27736,1418,0
2018/07/02,27200,27200,26900,26950,▼250,－0.92%,27190,27418,27510,27744,5220,0
2018/06/29,27100,27450,27100,27200,▼200,－0.73%,27250,27435,27529,27755,1292,0
2018/06/28,27600,27600,27100,27400,▲200,＋0.74%,27270,27443,27544,27764,1459,0
2018/06/27,27000,27500,27000,27200,0.0,0.00%,27290,27448,27555,27772,2859,0
2018/06/26,27150,27200,27100,27200,▼50,－0.18%,27350,27455,27563,27777,3220,0
2018/06/25,27250,27300,27200,27250,▼50,－0.18%,27410,27475,27575,27783,1674,0
2018/06/22,27450,27500,27250,27300,▼200,－0.73%,27480,27478,27587,27790,2794,0
2018/06/21,27300,27600,27300,27500,0.0,0.00%,27520,27498,27596,27795,613,0
2018/06/20,27500,27500,27300,27500,0.0,0.00%,27540,27503,27607,27800,72,0
2018/06/19,27400,27500,27300,27500,▼100,－0.36%,27550,27508,27617,27803,2183,0
2018/06/18,27700,27700,27250,27600,▲100,＋0.36%,27570,27508,27625,27808,1767,0
2018/06/15,27550,27550,27350,27500,▼100,－0.36%,27570,27500,27629,27813,121,0
2018/06/14,27400,27600,27350,27600,▲50,＋0.18%,27590,27503,27633,27820,366,0
2018/06/12,27500,27550,27400,27550,▼50,－0.18%,27590,27485,27637,27826,668,0
2018/06/11,27550,27600,27550,27600,0.0,0.00%,27560,27470,27643,27832,205,0
2018/06/08,27450,27600,27450,27600,0.0,0.00%,27500,27453,27648,27838,500,0
2018/06/07,27600,27600,27400,27600,0.0,0.00%,27440,27435,27654,27846,332,0
2018/06/05,27450,27600,27250,27600,▲200,＋0.73%,27390,27423,27662,27851,4900,0
2018/06/04,27300,27500,27150,27400,▲100,＋0.37%,27370,27413,27669,27856,563,0
2018/06/01,27350,27350,27250,27300,0.0,0.00%,27360,27418,27677,27863,262,0
2018/05/31,27350,27400,27300,27300,▼50,－0.18%,27420,27423,27688,27870,259,0
2018/05/30,27300,27550,27250,27350,▼150,－0.55%,27420,27440,27699,27880,849,0
2018/05/29,27350,27600,27350,27500,▲150,＋0.55%,27490,27450,27709,27888,214,0
2018/05/28,27400,27550,27100,27350,▼250,－0.91%,27510,27450,27717,27895,1349,0
2018/05/25,27450,27600,27200,27600,▲300,＋1.10%,27560,27453,27728,27904,1041,0
2018/05/24,27700,27700,27300,27300,▼400,－1.44%,27540,27450,27734,27913,531,0
2018/05/23,27350,27750,27350,27700,▲100,＋0.36%,27570,27465,27743,27925,806,0
2018/05/21,27850,27850,27350,27600,0.0,0.00%,27540,27465,27747,27933,100,0
2018/05/18,27400,27600,27350,27600,▲100,＋0.36%,27470,27470,27753,27943,484,0
2018/05/17,27450,27500,27300,27500,▲50,＋0.18%,27400,27478,27759,27949,102,0
2018/05/16,27200,27450,27150,27450,▼100,－0.36%,27350,27490,27768,27960,519,0
2018/05/15,27300,27550,27100,27550,▲300,＋1.10%,27310,27508,27777,27970,326,0
2018/05/14,27250,27250,26950,27250,0.0,0.00%,27270,27510,27784,27980,647,0
2018/05/11,27000,27300,26800,27250,0.0,0.00%,27300,27538,27798,27993,1661,0
2018/05/10,27250,27250,27000,27250,0.0,0.00%,27350,27565,27812,28006,918,0
2018/05/09,27350,27350,27000,27250,▼100,－0.37%,27380,27593,27828,28018,1343,0
2018/05/08,27450,27450,27000,27350,▼50,－0.18%,27460,27605,27841,28031,4527,0
2018/05/04,27600,27600,27100,27400,▼100,－0.36%,27500,27630,27861,28043,4113,0
2018/05/03,27350,27600,27250,27500,▲100,＋0.36%,27520,27655,27874,28055,1971,0
2018/05/02,27350,27400,27300,27400,▼250,－0.90%,27500,27655,27885,28065,526,0
2018/04/30,27350,27650,27300,27650,▲100,＋0.36%,27530,27690,27898,28077,1149,0
2018/04/27,27550,27550,27300,27550,▲50,＋0.18%,27520,27713,27908,28086,985,0
2018/04/26,27400,27500,27250,27500,▲100,＋0.36%,27550,27740,27918,28089,1169,0
2018/04/25,27550,27550,27350,27400,▼150,－0.54%,27590,27768,27927,28092,2263,0
2018/04/24,27650,27650,27450,27550,▼50,－0.18%,27660,27783,27936,28097,106,0
2018/04/23,27550,27650,27400,27600,▼100,－0.36%,27700,27800,27942,28099,5685,0
2018/04/20,27550,27700,27450,27700,0.0,0.00%,27740,27818,27948,28103,1444,0
2018/04/19,27750,27750,27500,27700,▼50,－0.18%,27720,27825,27950,28103,1384,0
2018/04/18,27600,27750,27550,27750,0.0,0.00%,27740,27848,27953,28103,1556,0
2018/04/17,27800,27800,27550,27750,▼50,－0.18%,27750,27865,27955,28101,1074,0
2018/04/16,27600,27850,27500,27800,▲200,＋0.72%,27760,27878,27959,28099,1543,0
2018/04/13,27500,27750,27500,27600,▼200,－0.72%,27700,27880,27962,28098,3033,0
2018/04/12,27550,27800,27550,27800,0.0,0.00%,27750,27888,27969,28098,902,0
2018/04/11,27800,27800,27550,27800,0.0,0.00%,27770,27888,27970,28097,631,0
2018/04/10,27400,27950,27350,27800,▲300,＋1.09%,27710,27893,27969,28096,4740,0
2018/04/09,27600,27850,27500,27500,▼350,－1.26%,27770,27900,27969,28095,1690,0
2018/04/06,28000,28000,27600,27850,▼50,－0.18%,27890,27923,27972,28098,745,0
2018/04/05,28050,28050,26500,27900,▲400,＋1.45%,27940,27933,27969,28095,3408,0
2018/04/04,27200,27900,27200,27500,▼600,－2.14%,27970,27940,27968,28095,12856,0
2018/04/03,28100,28100,28100,28100,0.0,0.00%,28010,27958,27977,28095,0,0
2018/04/02,28100,28100,27950,28100,0.0,0.00%,27970,27950,27978,28091,275,0
2018/03/30,28200,28250,28050,28100,▲50,＋0.18%,27940,27945,27981,28086,895,0
2018/03/29,27700,28050,27700,28050,▲350,＋1.26%,27890,27938,27984,28080,2009,0
2018/03/28,27800,27950,27700,27700,▼200,－0.72%,27910,27933,27988,28075,646,0
2018/03/27,28000,28000,27750,27900,▼50,－0.18%,27990,27948,27991,28072,2206,0
2018/03/26,28000,28100,27700,27950,▲100,＋0.36%,28010,27953,27992,28068,1211,0
2018/03/23,27700,27950,27500,27850,▼300,－1.07%,27990,27945,27993,28064,6411,0
2018/03/22,27900,28250,27900,28150,▲50,＋0.18%,27970,27950,27995,28061,2009,0
2018/03/21,28000,28100,28000,28100,▲100,＋0.36%,27900,27940,27993,28055,194,0
2018/03/20,27850,28050,27800,28000,▲150,＋0.54%,27860,27935,27989,28048,2488,0
2018/03/19,27950,28000,27850,27850,▲100,＋0.36%,27850,27935,27990,28045,541,0
2018/03/16,27750,27900,27600,27750,▼50,－0.18%,27870,27943,27998,28042,4041,0
2018/03/15,27750,28400,27700,27800,▼100,－0.36%,27930,27955,28007,28038,5508,0
2018/03/14,27750,28000,27650,27900,▼50,－0.18%,27980,27968,28016,28033,3246,0
2018/03/13,27850,28000,27800,27950,0.0,0.00%,27970,27978,28021,28028,331,0
2018/03/12,28050,28050,27800,27950,▼100,－0.36%,27970,27990,28028,28023,1235,0
2018/03/09,28050,28100,27800,28050,0.0,0.00%,27980,27995,28038,28018,234,0
2018/03/08,27750,28150,27750,28050,▲200,＋0.72%,27960,28020,28041,28011,711,0
2018/03/07,27800,28000,27750,27850,▼100,－0.36%,27940,28028,28043,28004,1838,0
2018/03/06,28000,28050,27650,27950,▼50,－0.18%,27970,28043,28048,27999,843,0
2018/03/05,27750,28100,27550,28000,▲50,＋0.18%,27980,28055,28053,27993,3016,0
2018/03/02,27750,28050,27750,27950,0.0,0.00%,27940,28065,28061,27985,570,0
2018/02/28,27750,28000,27750,27950,▼50,－0.18%,27940,28078,28068,27978,427,0
2018/02/27,27750,28000,27700,28000,0.0,0.00%,27940,28080,28074,27971,906,0
2018/02/26,28150,28150,27600,28000,▲200,＋0.72%,27940,28078,28081,27965,2040,0
2018/02/23,28050,28050,27650,27800,▼150,－0.54%,27940,28073,28093,27960,2979,0
2018/02/22,27950,28000,27850,27950,0.0,0.00%,27980,28080,28108,27956,799,0
2018/02/21,28000,28400,27950,27950,▼50,－0.18%,27990,28075,28120,27951,1214,0
2018/02/20,28000,28000,27850,28000,0.0,0.00%,28010,28073,28133,27943,536,0
2018/02/19,27800,28100,27800,28000,0.0,0.00%,28030,28065,28138,27939,1809,0
2018/02/14,28050,28050,27800,28000,0.0,0.00%,28070,28065,28152,27929,1304,0
2018/02/13,27950,28050,27800,28000,▼50,－0.18%,28080,28063,28164,27920,3222,0
2018/02/12,27900,28100,27750,28050,▼50,－0.18%,28190,28065,28177,27906,4024,0
2018/02/09,27900,28200,27700,28100,▼100,－0.35%,28220,28055,28188,27892,4025,0
2018/02/08,27950,28250,27800,28200,▲150,＋0.53%,28230,28038,28200,27878,2349,0
2018/02/07,28500,28500,28050,28050,▼500,－1.75%,28230,28018,28209,27865,4516,0
2018/02/06,27900,28550,27750,28550,▲350,＋1.24%,28260,27998,28222,27851,2189,0
2018/02/05,28000,28200,28000,28200,▲50,＋0.18%,28190,27955,28226,27835,818,0
2018/02/02,28200,28350,28150,28150,▼50,－0.18%,28150,27935,28235,27823,597,0
2018/02/01,28050,28200,28000,28200,0.0,0.00%,28110,27930,28246,27810,1829,0
2018/01/31,27950,28300,27950,28200,0.0,0.00%,28050,27928,28256,27797,386,0
2018/01/30,28000,28350,27950,28200,▲200,＋0.71%,28000,27933,28265,27784,853,0
2018/01/29,28100,28300,27950,28000,▲50,＋0.18%,27930,27938,28259,27773,1750,0
2018/01/26,27900,28000,27850,27950,▲50,＋0.18%,27910,27953,28258,27764,1897,0
2018/01/25,27950,28150,27850,27900,▼50,－0.18%,27890,27948,28258,27757,1253,0
2018/01/24,27900,28000,27800,27950,▲100,＋0.36%,27910,27950,28256,27754,2011,0
2018/01/23,28000,28000,27850,27850,▼50,－0.18%,27910,27955,28258,27751,341,0
2018/01/22,27800,27950,27800,27900,▲50,＋0.18%,27950,27960,28257,27749,1518,0
2018/01/19,27950,28000,27800,27850,▼150,－0.54%,27940,27965,28253,27748,1943,0
2018/01/18,27950,28150,27900,28000,▲50,＋0.18%,27920,27968,28248,27748,560,0
2018/01/17,27950,27950,27950,27950,▼100,－0.36%,27880,27970,28239,27747,943,0
2018/01/16,28000,28250,27950,28050,▲200,＋0.72%,27820,27988,28233,27746,992,0
2018/01/15,27700,27850,27700,27850,▲100,＋0.36%,27750,28000,28228,27744,1461,0
2018/01/12,27800,27800,27650,27750,▼50,－0.18%,27740,28025,28224,27744,4878,0
2018/01/11,27650,27850,27650,27800,▲150,＋0.54%,27800,28048,28223,27745,5032,0
2018/01/10,27900,27900,27650,27650,▼50,－0.18%,27870,28078,28222,27745,915,0
2018/01/09,27750,27950,27700,27700,▼100,－0.36%,28000,28120,28223,27748,1982,0
2018/01/08,28050,28150,27800,27800,▼250,－0.89%,28120,28148,28222,27749,1528,0
2018/01/05,28300,28300,27900,28050,▼100,－0.36%,28220,28168,28222,27750,1189,0
2018/01/04,28300,28350,28000,28150,▼150,－0.53%,28180,28173,28213,27749,1073,0
2018/01/03,28300,28400,28250,28300,0.0,0.00%,28140,28178,28204,27747,3559,0
2018/01/02,28300,28300,28250,28300,0.0,0.00%,28090,28185,28191,27743,2548,0
2017/12/28,27850,28300,27700,28300,▲450,＋1.62%,28020,28188,28177,27740,5643,0
2017/12/27,27900,27950,27550,27850,▼100,－0.36%,27960,28190,28162,27736,2588,0
2017/12/26,28000,28000,27650,27950,▼100,－0.36%,27970,28218,28153,27737,1156,0
2017/12/22,27900,28150,27750,28050,▲100,＋0.36%,27990,28255,28144,27737,334,0
2017/12/21,28050,28050,27200,27950,▼50,－0.18%,28040,28290,28135,27735,2871,0
2017/12/20,27900,28000,27700,28000,▲100,＋0.36%,28110,28325,28128,27735,2055,0
2017/12/19,28350,28350,27800,27900,▼150,－0.53%,28180,28360,28117,27736,3044,0
2017/12/18,28350,28350,28050,28050,▼250,－0.88%,28240,28383,28107,27737,2060,0
2017/12/15,28350,28350,28100,28300,0.0,0.00%,28310,28420,28099,27736,1046,0
2017/12/14,28350,28400,28200,28300,▼50,－0.18%,28350,28443,28086,27734,790,0
2017/12/13,28200,28450,28200,28350,▲150,＋0.53%,28340,28465,28068,27732,430,0
2017/12/12,28600,28600,28000,28200,▼200,－0.70%,28310,28485,28051,27729,2460,0
2017/12/11,28500,28750,28300,28400,▼100,－0.35%,28300,28515,28036,27726,2290,0
2017/12/08,28200,28550,28200,28500,▲250,＋0.88%,28270,28533,28017,27724,1818,0
2017/12/07,28200,28250,28100,28250,▲50,＋0.18%,28260,28548,27998,27721,1180,0
2017/12/06,28150,28400,28100,28200,▲50,＋0.18%,28280,28575,27982,27720,1960,0
2017/12/05,28200,28250,28100,28150,▼100,－0.35%,28310,28603,27964,27719,1825,0
2017/12/04,28500,28600,28200,28250,▼200,－0.70%,28360,28635,27950,27720,3566,0
2017/12/01,28650,28650,28300,28450,▲100,＋0.35%,28450,28663,27933,27716,1677,0
2017/11/30,28350,28700,28200,28350,0.0,0.00%,28510,28678,27908,27713,1116,0
2017/11/29,28400,28800,28250,28350,▼50,－0.18%,28570,28653,27888,27711,3189,0
2017/11/28,28550,28700,28250,28400,▼300,－1.05%,28640,28630,27868,27709,4060,0
2017/11/27,28600,28700,28400,28700,▼50,－0.17%,28630,28610,27849,27708,2261,0
2017/11/24,28500,28800,28500,28750,▲100,＋0.35%,28650,28563,27827,27706,1593,0
2017/11/23,28500,28800,28400,28650,▼50,－0.17%,28650,28528,27804,27698,3469,0
2017/11/22,28400,28750,28400,28700,▲350,＋1.23%,28670,28485,27782,27689,4768,0
2017/11/21,28800,28850,28300,28350,▼450,－1.56%,28680,28433,27753,27683,3664,0
2017/11/20,28800,28850,28750,28800,▲50,＋0.17%,28770,28393,27740,27681,72178,0
2017/11/17,28750,28800,28750,28750,0.0,0.00%,28760,28328,27707,27678,18440,0
2017/11/16,28800,28800,28750,28750,0.0,0.00%,28770,28270,27676,27674,19391,0
2017/11/15,28800,28800,28750,28750,▼50,－0.17%,28780,28218,27636,27670,12788,0
2017/11/14,28700,28800,28700,28800,▲50,＋0.17%,28780,28163,27596,27666,43146,0
2017/11/13,28750,28800,28750,28750,▼50,－0.17%,28780,28105,27557,27662,3296,0
2017/11/10,28800,28800,28750,28800,0.0,0.00%,28790,28055,27520,27659,5972,0
2017/11/09,28750,28800,28700,28800,▲50,＋0.17%,28780,28003,27480,27655,9777,0
2017/11/08,28800,28800,28700,28750,▼50,－0.17%,28590,27943,27444,27652,20938,0
2017/11/07,28800,28800,28750,28800,0.0,0.00%,28420,27895,27411,27653,16936,0
2017/11/06,28750,28850,28750,28800,▲50,＋0.17%,28260,27833,27375,27654,11388,0
2017/11/03,28900,28900,28750,28750,▲900,＋3.23%,28050,27773,27338,27663,128820,0
