[일시]알보젠코리아,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1990/07/16,15000,15400,15000,15200,▼200,－1.30%,15520,16475,17542,19153,1200,N/A
1990/07/14,15000,15500,15000,15400,▲100,＋0.65%,15720,16540,17627,19213,2210,N/A
1990/07/13,15700,15700,15200,15300,▼400,－2.55%,15860,16570,17700,19273,5380,N/A
1990/07/12,16200,16200,15700,15700,▼300,－1.88%,16100,16630,17762,19331,2300,N/A
1990/07/11,16200,16200,16000,16000,▼200,－1.23%,16280,16660,17807,19386,3550,N/A
1990/07/10,16000,16200,16000,16200,▲100,＋0.62%,16460,16735,17852,19438,5610,N/A
1990/07/09,16300,16300,16100,16100,▼400,－2.42%,16560,16840,17898,19487,690,N/A
1990/07/07,16500,16500,16400,16500,▼100,－0.60%,16760,16935,17947,19537,1690,N/A
1990/07/06,16800,16800,16200,16600,▼300,－1.78%,16720,17035,17993,19584,2910,N/A
1990/07/05,16900,16900,16500,16900,▲200,＋1.20%,16660,17140,18042,19633,1920,N/A
1990/07/04,17000,17300,16700,16700,▼400,－2.34%,16540,17225,18085,19678,6030,N/A
1990/07/03,16500,17100,16500,17100,▲800,＋4.91%,16620,17280,18132,19721,6080,N/A
1990/07/02,16300,16600,16300,16300,0.0,0.00%,16780,17325,18177,19760,3840,N/A
1990/06/30,16300,16500,16300,16300,0.0,0.00%,17080,17410,18238,19806,4510,N/A
1990/06/29,16800,16800,16300,16300,▼800,－4.68%,17280,17510,18300,19852,9080,N/A
1990/06/28,17900,17900,17100,17100,▼800,－4.47%,17380,17615,18367,19898,14680,N/A
1990/06/27,18000,18100,17700,17900,▲100,＋0.56%,17260,17700,18415,19938,23050,N/A
1990/06/26,17300,18100,17300,17800,▲500,＋2.89%,16880,17740,18453,19972,24640,N/A
1990/06/25,17000,17400,16800,17300,▲500,＋2.98%,16620,17760,18497,20003,4210,N/A
1990/06/23,17000,17000,16800,16800,▲300,＋1.82%,16420,17830,18547,20040,1740,N/A
1990/06/22,16500,16500,16000,16500,▲500,＋3.13%,16560,17920,18608,20083,4390,N/A
1990/06/21,16500,16500,16000,16000,▼500,－3.03%,16920,18020,18667,20124,1430,N/A
1990/06/20,17000,17000,16500,16500,▲200,＋1.23%,17320,18105,18733,20163,470,N/A
1990/06/19,17000,17000,16300,16300,▼1200,－6.86%,17720,18180,18793,20196,2840,N/A
1990/06/18,17900,17900,17500,17500,▼800,－4.37%,18200,18280,18860,20227,460,N/A
1990/06/16,18000,18300,18000,18300,▲300,＋1.67%,18420,18310,18908,20248,2220,N/A
1990/06/15,18100,18300,18000,18000,▼500,－2.70%,18320,18285,18940,20263,2580,N/A
1990/06/14,18500,18500,18500,18500,▼200,－1.07%,18320,18285,18985,20279,0,N/A
1990/06/13,18800,19000,18300,18700,▲100,＋0.54%,18220,18240,19027,20294,8630,N/A
1990/06/12,17800,18600,17700,18600,▲800,＋4.49%,18140,18175,19065,20308,3510,N/A
1990/06/11,18000,18000,17800,17800,▼200,－1.11%,18100,18110,19093,20325,690,N/A
1990/06/09,18000,18000,18000,18000,0.0,0.00%,18300,18115,19137,20353,1400,N/A
1990/06/08,18000,18000,18000,18000,▼300,－1.64%,18440,18095,19187,20372,250,N/A
1990/06/07,18800,18800,18100,18300,▼100,－0.54%,18480,18035,19242,20392,550,N/A
1990/06/05,18000,18600,18000,18400,▼400,－2.13%,18560,18000,19293,20413,900,N/A
1990/06/04,18900,19000,18800,18800,▲100,＋0.53%,18600,18000,19343,20428,2140,N/A
1990/06/02,18500,18700,18400,18700,▲500,＋2.75%,18540,17995,19387,20434,4710,N/A
1990/06/01,18700,18700,18100,18200,▼500,－2.67%,18340,18010,19433,20438,940,N/A
1990/05/31,18700,18700,18700,18700,▲100,＋0.54%,18300,18090,19488,20450,10,N/A
1990/05/30,19000,19000,18500,18600,▲100,＋0.54%,18220,18145,19535,20451,6220,N/A
1990/05/29,17700,18500,17700,18500,▲800,＋4.52%,18120,18230,19583,20449,6070,N/A
1990/05/28,17800,17800,17700,17700,▼300,－1.67%,17980,18320,19633,20452,690,N/A
1990/05/26,18000,18000,18000,18000,▼300,－1.64%,18040,18425,19702,20462,1150,N/A
1990/05/25,18100,18300,18100,18300,▲200,＋1.10%,17960,18475,19757,20472,880,N/A
1990/05/24,17800,18100,17700,18100,▲300,＋1.69%,17780,18480,19805,20483,1070,N/A
1990/05/23,18100,18100,17800,17800,▼200,－1.11%,17620,18510,19860,20490,1320,N/A
1990/05/22,17900,18100,17800,18000,▲400,＋2.27%,17640,18570,19922,20500,1620,N/A
1990/05/21,17500,17600,17100,17600,▲200,＋1.15%,17560,18620,19985,20513,2300,N/A
1990/05/19,17400,17400,17400,17400,▲100,＋0.58%,17400,18705,20058,20528,500,N/A
1990/05/18,17100,17800,17100,17300,▼600,－3.35%,17440,18810,20132,20552,2260,N/A
1990/05/17,17700,18100,17700,17900,▲300,＋1.70%,17660,18920,20207,20578,1180,N/A
1990/05/16,17300,17600,16800,17600,▲800,＋4.76%,17820,19000,20275,20592,2650,N/A
1990/05/15,17000,17000,16800,16800,▼800,－4.55%,18100,19110,20348,20602,2200,N/A
1990/05/14,18000,18000,17600,17600,▼800,－4.35%,18700,19270,20433,20620,250,N/A
1990/05/12,18100,18400,18100,18400,▼300,－1.60%,19140,19390,20505,20633,90,N/A
1990/05/11,19800,19800,18200,18700,▼300,－1.58%,19520,19485,20563,20636,540,N/A
1990/05/10,19000,19000,19000,19000,▼800,－4.04%,19840,19550,20618,20639,540,N/A
1990/05/09,19000,19800,19000,19800,0.0,0.00%,20000,19610,20668,20639,1760,N/A
1990/05/08,19800,19800,19800,19800,▼500,－2.46%,19840,19640,20705,20636,6010,N/A
1990/05/07,20300,20300,20300,20300,0.0,0.00%,19560,19665,20737,20633,50,N/A
1990/05/04,19700,20300,19700,20300,▲500,＋2.53%,19240,19675,20763,20627,1500,N/A
1990/05/03,19200,19800,19200,19800,▲800,＋4.21%,18980,19660,20800,20619,1850,N/A
1990/05/01,18400,19000,18400,19000,▲600,＋3.26%,18820,19670,20845,20615,850,N/A
1990/04/30,18400,18400,18400,18400,▼300,－1.60%,18880,19725,20900,20620,0,N/A
1990/04/28,18700,18700,18700,18700,▼300,－1.58%,19100,19820,20965,20629,0,N/A
1990/04/27,19000,19500,18200,19000,0.0,0.00%,19260,19905,21023,20638,640,N/A
1990/04/26,19100,19100,18700,19000,▼300,－1.55%,19360,19965,21075,20642,860,N/A
1990/04/25,19300,19300,19300,19300,▼200,－1.03%,19520,20050,21127,20642,10,N/A
1990/04/24,19500,19500,19000,19500,0.0,0.00%,19660,20135,21175,20638,120,N/A
1990/04/23,20000,20000,19500,19500,0.0,0.00%,19760,20210,21223,20633,440,N/A
1990/04/21,19500,19500,19500,19500,▼300,－1.52%,19920,20250,21272,20631,20,N/A
1990/04/20,20000,20000,19500,19800,▼200,－1.00%,20020,20295,21310,20633,990,N/A
1990/04/19,19600,20000,19600,20000,0.0,0.00%,20100,20355,21343,20633,3020,N/A
1990/04/18,20300,20300,20000,20000,▼300,－1.48%,20180,20420,21373,20633,2180,N/A
1990/04/17,19900,20300,19900,20300,▲300,＋1.50%,20240,20490,21403,20633,1210,N/A
1990/04/16,20200,20200,20000,20000,▼200,－0.99%,20280,20545,21428,20633,2230,N/A
1990/04/14,20200,20200,19700,20200,▼200,－0.98%,20280,20615,21460,20640,730,N/A
1990/04/13,20300,20800,20300,20400,▲100,＋0.49%,20240,20680,21490,20647,1710,N/A
1990/04/12,20000,20300,20000,20300,▼200,－0.98%,20180,20735,21510,20643,390,N/A
1990/04/11,20000,20500,20000,20500,▲500,＋2.50%,20180,20795,21533,20637,3140,N/A
1990/04/10,20000,20000,20000,20000,0.0,0.00%,20160,20845,21557,20622,640,N/A
1990/04/09,20000,20000,20000,20000,▼100,－0.50%,20200,20920,21582,20612,590,N/A
1990/04/07,20300,20300,20100,20100,▼200,－0.99%,20340,21010,21592,20602,1100,N/A
1990/04/06,20700,20700,20300,20300,▼100,－0.49%,20520,21070,21598,20591,2660,N/A
1990/04/04,20300,21200,20200,20400,▲200,＋0.99%,20660,21115,21593,20578,3960,N/A
1990/04/03,20300,20400,20200,20200,▼500,－2.42%,20640,21165,21587,20563,1340,N/A
1990/04/02,20900,20900,20300,20700,▼300,－1.43%,20680,21230,21585,20553,530,N/A
1990/03/31,21000,21000,21000,21000,0.0,0.00%,20740,21285,21573,20535,1450,N/A
1990/03/30,20300,21300,20300,21000,▲700,＋3.45%,20800,21335,21562,20519,2210,N/A
1990/03/29,20400,20600,20200,20300,▼100,－0.49%,20880,21375,21550,20505,5290,N/A
1990/03/28,20100,20500,20100,20400,▼600,－2.86%,21100,21450,21557,20498,2220,N/A
1990/03/27,21000,21000,20900,21000,▼300,－1.41%,21300,21530,21570,20491,2150,N/A
1990/03/26,21200,21300,21100,21300,▼100,－0.47%,21400,21580,21557,20482,1360,N/A
1990/03/24,21400,21400,21400,21400,0.0,0.00%,21440,21610,21542,20470,0,N/A
1990/03/23,21300,21400,21300,21400,0.0,0.00%,21460,21635,21532,20455,870,N/A
1990/03/22,21500,21500,21000,21400,▼100,－0.47%,21480,21660,21512,20443,1580,N/A
1990/03/21,21300,21500,21300,21500,0.0,0.00%,21500,21690,21482,20431,1160,N/A
1990/03/20,21500,21500,21300,21500,0.0,0.00%,21560,21715,21443,20419,2080,N/A
1990/03/19,21500,21500,21500,21500,0.0,0.00%,21520,21740,21412,20409,2290,N/A
1990/03/17,21200,21500,21200,21500,0.0,0.00%,21460,21750,21367,20398,1270,N/A
1990/03/16,21800,22000,21500,21500,▼300,－1.38%,21440,21770,21315,20389,3460,N/A
1990/03/15,21300,22000,21300,21800,▲500,＋2.35%,21440,21820,21270,20379,7920,N/A
1990/03/14,21200,21300,21000,21300,▲100,＋0.47%,21440,21855,21222,20370,1550,N/A
1990/03/13,21200,21200,21200,21200,▼200,－0.93%,21580,21905,21187,20365,2720,N/A
1990/03/12,21400,21400,21000,21400,▼100,－0.47%,21700,21960,21160,20360,2370,N/A
1990/03/09,21500,21800,21500,21500,▼300,－1.38%,21780,22000,21120,20353,1060,N/A
1990/03/08,21800,21800,21800,21800,▼200,－0.91%,21880,22030,21078,20344,1000,N/A
1990/03/07,21800,22000,21800,22000,▲200,＋0.92%,21920,22045,21042,20333,2590,N/A
1990/03/06,22000,22000,21200,21800,0.0,0.00%,21900,22055,20998,20320,2560,N/A
1990/03/05,21900,21900,21800,21800,▼200,－0.91%,21920,22085,20972,20312,480,N/A
1990/03/03,22000,22000,22000,22000,0.0,0.00%,21940,22115,20948,20305,1210,N/A
1990/03/02,22000,22200,21900,22000,▲100,＋0.46%,21940,22105,20908,20297,4650,N/A
1990/02/28,22100,22100,21700,21900,0.0,0.00%,21940,22095,20855,20283,1670,N/A
1990/02/27,21700,21900,21700,21900,0.0,0.00%,21960,22090,20807,20273,3560,N/A
1990/02/26,22000,22000,21600,21900,▼100,－0.45%,21920,22085,20760,20261,3060,N/A
1990/02/24,21800,22000,21600,22000,0.0,0.00%,21920,22080,20708,20254,2260,N/A
1990/02/23,22000,22300,22000,22000,0.0,0.00%,22020,22075,20660,20247,5570,N/A
1990/02/22,21700,22000,21700,22000,▲300,＋1.38%,22120,22075,20610,20241,8360,N/A
1990/02/21,21800,21800,21700,21700,▼200,－0.91%,22180,22055,20567,20235,4110,N/A
1990/02/20,22600,22700,21800,21900,▼600,－2.67%,22300,22055,20530,20230,15520,N/A
1990/02/19,22500,22600,22300,22500,0.0,0.00%,22360,22055,20490,20225,10780,N/A
1990/02/17,22200,22600,22200,22500,▲200,＋0.90%,22280,22005,20438,20218,7860,N/A
1990/02/16,22500,22500,22200,22300,0.0,0.00%,22200,21910,20385,20213,4520,N/A
1990/02/15,22400,22400,22200,22300,▲100,＋0.45%,22180,21820,20340,20208,6650,N/A
1990/02/14,22300,22300,22100,22200,▲100,＋0.45%,22200,21705,20293,20203,2690,N/A
1990/02/13,22000,22200,22000,22100,0.0,0.00%,22240,21595,20252,20198,3630,N/A
1990/02/12,22400,22400,22100,22100,▼100,－0.45%,22180,21495,20208,20195,4630,N/A
1990/02/10,22200,22200,22100,22200,▼200,－0.89%,22120,21390,20157,20193,540,N/A
1990/02/09,22600,22700,22000,22400,0.0,0.00%,22040,21295,20100,20188,14460,N/A
1990/02/08,22000,22500,22000,22400,▲600,＋2.75%,21920,21190,20043,20185,30260,N/A
1990/02/07,22000,22000,21700,21800,0.0,0.00%,21800,21105,19990,20184,8610,N/A
1990/02/06,21800,21800,21700,21800,0.0,0.00%,21820,21075,19955,20186,5000,N/A
1990/02/05,21900,21900,21600,21800,0.0,0.00%,21860,20995,19922,20190,2820,N/A
1990/02/03,21600,22000,21600,21800,0.0,0.00%,21820,20925,19892,20196,5470,N/A
1990/02/02,21900,22000,21500,21800,▼100,－0.46%,21800,20875,19862,20202,18570,N/A
1990/02/01,22000,22100,21600,21900,▼100,－0.45%,21820,20795,19838,20204,17130,N/A
1990/01/31,21500,22000,21300,22000,▲400,＋1.85%,21740,20680,19820,20208,14700,N/A
1990/01/30,21900,22000,21500,21600,▼100,－0.46%,21460,20540,19803,20213,19760,N/A
1990/01/29,21900,21900,21000,21700,▼200,－0.91%,21240,20440,19777,20221,5060,N/A
1990/01/25,21800,22200,21200,21900,▲400,＋1.86%,20900,20295,19740,20230,62970,N/A
1990/01/24,21100,21600,21000,21500,▲900,＋4.37%,20520,20120,19687,20239,36910,N/A
1990/01/23,20500,21000,20400,20600,▲100,＋0.49%,20240,19985,19642,20251,16930,N/A
1990/01/22,20000,20900,20000,20500,▲500,＋2.50%,20120,19900,19612,20268,6890,N/A
1990/01/20,19900,20000,19800,20000,0.0,0.00%,20080,19835,19583,20282,1720,N/A
1990/01/19,20200,20200,20000,20000,▼100,－0.50%,20140,19815,19562,20298,5390,N/A
1990/01/18,20000,20100,19800,20100,▲100,＋0.50%,20280,19765,19540,20318,2240,N/A
1990/01/17,20200,20200,20000,20000,▼300,－1.48%,20500,19710,19520,20338,2840,N/A
1990/01/16,20300,20400,20000,20300,0.0,0.00%,20540,19690,19497,20358,3500,N/A
1990/01/15,20500,20900,20300,20300,▼400,－1.93%,20560,19645,19477,20376,7840,N/A
1990/01/13,21200,21200,20600,20700,▼500,－2.36%,20660,19640,19460,20395,11320,N/A
1990/01/12,20200,21200,20200,21200,▲1000,＋4.95%,20560,19625,19438,20408,21750,N/A
1990/01/11,20100,20800,20000,20200,▼200,－0.98%,20240,19545,19412,20418,11970,N/A
1990/01/10,20800,20800,20300,20400,▼400,－1.92%,20040,19475,19407,20436,14590,N/A
1990/01/09,20500,20800,20200,20800,▲600,＋2.97%,19880,19405,19398,20452,46810,N/A
1990/01/08,19800,20200,19600,20200,▲600,＋3.06%,19480,19320,19378,20464,19890,N/A
1990/01/06,19000,19700,19000,19600,▲400,＋2.08%,19120,19250,19375,20480,6650,N/A
1990/01/05,19600,19800,19100,19200,▼400,－2.04%,18960,19225,19380,20503,10860,N/A
1990/01/04,18900,19600,18900,19600,▲800,＋4.26%,18900,19215,19395,20530,10790,N/A
1990/01/03,17600,18800,17600,18800,▲400,＋2.17%,18820,19205,19407,20552,4400,N/A
1989/12/26,18800,18800,18400,18400,▼400,－2.13%,18980,19240,19428,20584,8180,N/A
1989/12/23,18700,18900,18700,18800,▼100,－0.53%,19100,19295,19463,20620,3480,N/A
1989/12/22,19000,19000,18700,18900,▼300,－1.56%,19140,19325,19488,20654,5540,N/A
1989/12/21,20000,20000,19100,19200,▼400,－2.04%,19280,19345,19518,20688,7270,N/A
1989/12/20,19300,19700,19300,19600,▲600,＋3.16%,19320,19365,19543,20717,9490,N/A
1989/12/19,19000,19200,18900,19000,0.0,0.00%,19440,19360,19560,20741,7110,N/A
1989/12/18,19500,19500,19000,19000,▼600,－3.06%,19720,19395,19585,20768,2690,N/A
1989/12/16,19400,19600,19200,19600,▲200,＋1.03%,19840,19420,19610,20798,3400,N/A
1989/12/15,19900,19900,19400,19400,▼800,－3.96%,19680,19390,19623,20825,1190,N/A
1989/12/14,20400,20900,20200,20200,▼200,－0.98%,19600,19360,19642,20853,1460,N/A
1989/12/13,20400,20400,20400,20400,▲800,＋4.08%,19380,19300,19652,20874,5220,N/A
1989/12/12,19400,19600,19400,19600,▲800,＋4.26%,19060,19240,19662,20894,550,N/A
1989/12/11,18800,18800,18700,18800,▼200,－1.05%,18960,19245,19685,20920,620,N/A
1989/12/09,19100,19100,19000,19000,▼100,－0.52%,19000,19295,19712,20956,710,N/A
1989/12/08,18700,19100,18500,19100,▲300,＋1.60%,19080,19345,19738,20988,1820,N/A
1989/12/07,19000,19000,18800,18800,▼300,－1.57%,19160,19390,19762,21021,1440,N/A
1989/12/06,19200,19200,19100,19100,▲100,＋0.53%,19300,19470,19800,21048,3080,N/A
1989/12/05,19400,19400,19000,19000,▼400,－2.06%,19360,19555,19833,21065,560,N/A
1989/12/04,18900,19400,18900,19400,▼100,－0.51%,19420,19655,19872,21083,520,N/A
1989/12/02,19700,19700,19500,19500,0.0,0.00%,19460,19685,19903,21098,490,N/A
1989/12/01,19700,20000,19500,19500,▲100,＋0.52%,19460,19685,19930,21108,2580,N/A
1989/11/30,19300,19500,19300,19400,▲100,＋0.52%,19500,19645,19960,21121,520,N/A
1989/11/29,19300,19300,19300,19300,▼300,－1.53%,19520,19615,19998,21135,450,N/A
1989/11/28,19500,19600,19500,19600,▲100,＋0.51%,19460,19590,20042,21143,600,N/A
1989/11/27,19600,19600,19400,19500,▼200,－1.02%,19300,19550,20077,21145,3280,N/A
1989/11/25,19600,19900,19600,19700,▲200,＋1.03%,19200,19510,20112,21151,190,N/A
1989/11/24,19000,19500,19000,19500,▲500,＋2.63%,19100,19460,20143,21157,1090,N/A
1989/11/23,19000,19200,19000,19000,▲200,＋1.06%,19140,19430,20182,21164,1060,N/A
1989/11/22,18800,18800,18500,18800,▼200,－1.05%,19300,19410,20228,21178,5520,N/A
1989/11/21,19200,19200,18800,19000,▼200,－1.04%,19540,19425,20275,21195,540,N/A
1989/11/20,19000,19200,19000,19200,▼500,－2.54%,19740,19440,20327,21212,150,N/A
1989/11/18,19700,19700,19700,19700,▼100,－0.51%,19980,19450,20378,21226,100,N/A
1989/11/17,19900,19900,19800,19800,▼200,－1.00%,20200,19445,20417,21237,190,N/A
1989/11/16,19900,20000,19700,20000,0.0,0.00%,20440,19450,20458,21248,2840,N/A
1989/11/15,19800,20200,19600,20000,▼400,－1.96%,20440,19445,20500,21261,4080,N/A
1989/11/14,20400,20400,20400,20400,▼400,－1.92%,20340,19425,20542,21269,0,N/A
1989/11/13,21000,21000,20800,20800,▼200,－0.95%,20000,19405,20570,21277,540,N/A
1989/11/11,20300,21000,20300,21000,▲1000,＋5.00%,19600,19360,20597,21283,300,N/A
1989/11/10,20000,20100,19500,20000,▲500,＋2.56%,19160,19315,20622,21288,3130,N/A
1989/11/09,18700,19500,18700,19500,▲800,＋4.28%,18920,19330,20665,21305,2720,N/A
1989/11/08,18700,18900,18700,18700,▼100,－0.53%,18760,19360,20720,21320,750,N/A
1989/11/07,18800,18800,18500,18800,0.0,0.00%,18760,19450,20792,21348,780,N/A
1989/11/06,19000,19000,18800,18800,0.0,0.00%,18780,19525,20860,21368,1290,N/A
1989/11/04,19000,19000,18800,18800,▲100,＋0.53%,18740,19620,20925,21383,1180,N/A
1989/11/03,18700,18700,18700,18700,0.0,0.00%,18800,19715,20980,21392,370,N/A
1989/11/02,18700,18700,18700,18700,▼200,－1.06%,18920,19810,21035,21396,740,N/A
1989/11/01,18900,18900,18900,18900,▲300,＋1.61%,19060,19900,21095,21404,1340,N/A
1989/10/31,19000,19000,18600,18600,▼500,－2.62%,19200,19980,21155,21412,740,N/A
1989/10/30,19100,19100,19100,19100,▼200,－1.04%,19460,20070,21220,21418,960,N/A
1989/10/28,19300,19300,19300,19300,▼100,－0.52%,19620,20140,21275,21423,100,N/A
1989/10/27,19500,19500,19400,19400,▼200,－1.02%,19680,20215,21330,21429,280,N/A
1989/10/26,19600,19700,19600,19600,▼300,－1.51%,19800,20295,21377,21436,410,N/A
1989/10/25,19100,19900,19100,19900,0.0,0.00%,19860,20365,21423,21443,680,N/A
1989/10/24,19500,19900,19500,19900,▲300,＋1.53%,19900,20390,21465,21448,730,N/A
1989/10/23,19800,19800,19600,19600,▼400,－2.00%,19980,20425,21505,21452,230,N/A
1989/10/21,20000,20000,20000,20000,▲100,＋0.50%,20080,20470,21550,21462,680,N/A
1989/10/20,19900,20000,19900,19900,▼200,－1.00%,20180,20525,21585,21470,590,N/A
1989/10/19,20000,20300,20000,20100,▼200,－0.99%,20260,20585,21625,21478,2020,N/A
1989/10/18,20500,20500,20100,20300,▲200,＋1.00%,20380,20645,21665,21486,1720,N/A
1989/10/17,20300,20300,20100,20100,▼400,－1.95%,20460,20695,21697,21495,690,N/A
1989/10/16,20700,20700,20200,20500,▲200,＋0.99%,20560,20745,21740,21504,1540,N/A
1989/10/14,20300,20300,20300,20300,▼400,－1.93%,20560,20785,21777,21509,200,N/A
1989/10/13,20800,20800,20600,20700,0.0,0.00%,20600,20855,21820,21518,1230,N/A
1989/10/12,20700,20700,20600,20700,▲100,＋0.49%,20540,20915,21857,21524,1280,N/A
1989/10/11,20600,20600,20500,20600,▲100,＋0.49%,20500,20965,21890,21532,1760,N/A
1989/10/10,20500,20800,20500,20500,0.0,0.00%,20540,21015,21922,21542,1320,N/A
1989/10/07,20500,20600,20500,20500,▲100,＋0.49%,20640,21070,21952,21554,940,N/A
1989/10/06,20400,20400,20400,20400,▼100,－0.49%,20740,21135,21985,21568,2780,N/A
1989/10/05,20500,20800,20500,20500,▼300,－1.44%,20740,21205,22027,21583,1560,N/A
1989/10/04,20000,21000,20000,20800,▼200,－0.95%,20760,21260,22065,21593,530,N/A
1989/09/30,21200,21300,21000,21000,0.0,0.00%,20700,21325,22097,21611,1530,N/A
1989/09/29,20400,21000,20400,21000,▲600,＋2.94%,20720,21390,22127,21626,7240,N/A
1989/09/28,20700,20800,20400,20400,▼200,－0.97%,20740,21440,22155,21636,3700,N/A
1989/09/27,20900,20900,20600,20600,▲100,＋0.49%,20920,21535,22200,21648,2590,N/A
1989/09/26,21000,21000,20300,20500,▼600,－2.84%,21060,21630,22238,21659,3170,N/A
1989/09/25,21100,21100,21100,21100,0.0,0.00%,21180,21730,22280,21669,1900,N/A
1989/09/23,21300,21300,21100,21100,▼200,－0.94%,21220,21780,22297,21673,850,N/A
1989/09/22,21600,21600,21200,21300,0.0,0.00%,21340,21845,22297,21680,2510,N/A
1989/09/21,21200,21700,21100,21300,▲200,＋0.95%,21460,21905,22293,21684,7500,N/A
1989/09/20,21000,21300,21000,21100,▼200,－0.94%,21540,21970,22292,21697,1800,N/A
1989/09/19,21500,21500,21300,21300,▼400,－1.84%,21640,22055,22287,21708,1000,N/A
1989/09/18,22000,22000,21700,21700,▼200,－0.91%,21700,22140,22282,21725,1860,N/A
1989/09/16,22000,22000,21700,21900,▲200,＋0.92%,21720,22200,22272,21740,7020,N/A
1989/09/12,21500,22000,21400,21700,▲100,＋0.46%,21700,22240,22243,21753,4820,N/A
1989/09/11,21500,21700,21500,21600,0.0,0.00%,21680,22260,22213,21773,3490,N/A
1989/09/09,21500,21700,21500,21600,▼200,－0.92%,21780,22280,22190,21798,3780,N/A
1989/09/08,21800,21900,21600,21800,0.0,0.00%,21920,22315,22170,21818,3170,N/A
1989/09/07,21700,21800,21700,21800,▲200,＋0.93%,21960,22350,22147,21841,6480,N/A
1989/09/06,22200,22200,21600,21600,▼500,－2.26%,22060,22385,22127,21864,4750,N/A
1989/09/05,22300,22700,22000,22100,▼200,－0.90%,22240,22425,22115,21892,10440,N/A
1989/09/04,22200,22300,22000,22300,▲300,＋1.36%,22320,22450,22097,21907,8980,N/A
1989/09/02,22300,22300,22000,22000,▼300,－1.35%,22280,22445,22073,21917,3830,N/A
1989/09/01,22500,22700,22000,22300,▼200,－0.89%,22360,22465,22057,21921,2240,N/A
1989/08/31,22500,23100,22300,22500,0.0,0.00%,22400,22470,22038,21920,25770,N/A
1989/08/30,22100,22600,22100,22500,▲400,＋1.81%,22420,22460,22022,21909,17380,N/A
1989/08/29,22300,22400,22000,22100,▼300,－1.34%,22480,22450,21997,21890,11470,N/A
1989/08/28,22700,22900,22200,22400,▼100,－0.44%,22660,22450,21983,21873,14930,N/A
1989/08/26,22300,22800,22300,22500,▼100,－0.44%,22760,22445,21968,21846,6990,N/A
1989/08/25,23000,23300,22600,22600,▼200,－0.88%,22800,22445,21955,21822,23200,N/A
1989/08/24,23000,23000,22700,22800,▼200,－0.87%,22700,22425,21945,21798,15110,N/A
1989/08/23,23100,23100,22500,23000,▲100,＋0.44%,22540,22420,21920,21773,20440,N/A
1989/08/22,23000,23100,22600,22900,▲200,＋0.88%,22400,22405,21903,21743,20710,N/A
1989/08/21,22300,22800,22300,22700,▲600,＋2.71%,22320,22405,21877,21709,12980,N/A
1989/08/19,22300,22500,22000,22100,▲100,＋0.45%,22280,22415,21842,21673,3720,N/A
1989/08/18,22200,22300,22000,22000,▼300,－1.35%,22340,22445,21803,21639,5160,N/A
1989/08/17,22500,22500,22200,22300,▼200,－0.89%,22460,22470,21757,21606,1360,N/A
1989/08/16,22000,22600,22000,22500,0.0,0.00%,22440,22470,21713,21572,9180,N/A
1989/08/14,22600,23000,22500,22500,▲100,＋0.45%,22420,22470,21668,21531,12920,N/A
1989/08/12,22800,22800,22400,22400,▼200,－0.88%,22400,22490,21617,21492,11140,N/A
1989/08/11,22200,22600,22000,22600,▲400,＋1.80%,22380,22510,21572,21456,15420,N/A
1989/08/10,22400,22600,22200,22200,▼200,－0.89%,22320,22515,21528,21418,3650,N/A
1989/08/09,22400,22600,22400,22400,0.0,0.00%,22300,22545,21495,21386,10690,N/A
1989/08/08,22300,22400,22000,22400,▲100,＋0.45%,22280,22560,21462,21356,6040,N/A
1989/08/07,22300,22400,22100,22300,0.0,0.00%,22300,22595,21432,21320,4020,N/A
1989/08/05,22000,22300,22000,22300,▲200,＋0.90%,22280,22625,21398,21278,3510,N/A
1989/08/04,22200,22200,22100,22100,▼200,－0.90%,22360,22660,21373,21234,1220,N/A
1989/08/03,22500,22500,22200,22300,▼200,－0.89%,22480,22660,21355,21185,3010,N/A
1989/08/02,22000,22500,22000,22500,▲300,＋1.35%,22600,22600,21330,21131,5220,N/A
1989/08/01,22600,22700,22200,22200,▼500,－2.20%,22680,22530,21307,21075,2730,N/A
1989/07/31,22700,22900,22300,22700,0.0,0.00%,22780,22480,21293,21023,3630,N/A
1989/07/29,22500,22900,22500,22700,▼200,－0.87%,22740,22385,21268,20968,3910,N/A
1989/07/28,22400,23000,22400,22900,0.0,0.00%,22660,22300,21242,20913,14200,N/A
1989/07/27,22900,23000,22800,22900,▲200,＋0.88%,22580,22210,21217,20856,24620,N/A
1989/07/26,22700,22700,22300,22700,▲200,＋0.89%,22580,22075,21192,20798,11820,N/A
1989/07/25,22400,22500,22100,22500,▲200,＋0.90%,22600,21935,21173,20741,13440,N/A
1989/07/24,22400,22400,22100,22300,▼200,－0.89%,22640,21820,21162,20687,3220,N/A
1989/07/22,22500,22800,22200,22500,▼400,－1.75%,22740,21725,21157,20635,1280,N/A
1989/07/21,23000,23000,22700,22900,▲100,＋0.44%,22780,21620,21152,20582,14460,N/A
1989/07/20,22600,23200,22600,22800,▲100,＋0.44%,22820,21505,21140,20521,18620,N/A
1989/07/19,22800,22800,22500,22700,▼100,－0.44%,22840,21410,21120,20459,14310,N/A
1989/07/18,22900,22900,22500,22800,▲100,＋0.44%,22900,21325,21125,20399,17970,N/A
