[일시]BYC,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2019/01/30,241000,241000,240500,240500,▼1000,－0.41%,241300,243775,244258,251679,648,8750
2019/01/29,241500,242000,241000,241500,0.0,0.00%,241400,244550,244250,251825,265,8750
2019/01/28,241500,242000,240500,241500,0.0,0.00%,241300,244775,244192,251967,496,8750
2019/01/25,242000,242000,240500,241500,0.0,0.00%,241200,245000,244058,252100,516,8750
2019/01/24,240000,242000,240000,241500,▲500,＋0.21%,241400,245350,243983,252217,215,8750
2019/01/23,240000,242000,240000,241000,0.0,0.00%,241600,245525,243900,252342,940,8750
2019/01/22,241500,241500,240000,241000,0.0,0.00%,241500,245675,243917,252450,325,8750
2019/01/21,242000,242000,240000,241000,▼1500,－0.62%,241400,245725,243967,252542,216,8750
2019/01/18,241500,242500,241000,242500,0.0,0.00%,241200,245750,244058,252658,226,8750
2019/01/17,241000,242500,240000,242500,▲2000,＋0.83%,241100,245775,244150,252783,278,8750
2019/01/16,240500,241000,238000,240500,0.0,0.00%,241000,245825,244267,252917,103,8750
2019/01/15,242000,242000,240000,240500,▲500,＋0.21%,241900,246150,244458,253067,306,8750
2019/01/14,239500,240000,236000,240000,▼2000,－0.83%,244200,246275,244667,253213,320,8750
2019/01/11,242000,242000,240500,242000,0.0,0.00%,246800,246325,244933,253388,193,8750
2019/01/10,245000,245000,240000,242000,▼3000,－1.22%,248900,246225,245167,253546,241,8750
2019/01/09,252000,252000,245000,245000,▼7000,－2.78%,251200,246125,245392,253738,900,8750
2019/01/08,253000,253000,252000,252000,▼1000,－0.40%,253400,245875,245567,253896,32,8750
2019/01/07,250500,254500,250500,253000,▲500,＋0.20%,252200,245325,245575,253950,111,8750
2019/01/04,253500,255500,247000,252500,▼1000,－0.39%,250800,244700,245608,253883,312,8750
2019/01/03,252500,259000,251000,253500,▼2500,－0.98%,250000,244225,245717,253821,221,8750
2019/01/02,246500,266000,246000,256000,▲10000,＋4.07%,248300,243725,245892,253746,679,8750
2018/12/28,245000,246000,244000,246000,0.0,0.00%,245900,243175,246108,253650,89,8750
2018/12/27,263500,263500,243000,246000,▼2500,－1.01%,245100,243225,246508,253642,237,8750
2018/12/26,242500,249000,242500,248500,▲3500,＋1.43%,244200,243250,246908,253633,1284,8750
2018/12/24,242000,245000,242000,245000,▲1000,＋0.41%,243100,243375,247300,253625,44,8750
2018/12/21,242000,244000,241500,244000,▲2000,＋0.83%,242800,243675,247767,253650,40,8750
2018/12/20,241500,242000,241000,242000,▲500,＋0.21%,243400,243825,248250,253696,64,8750
2018/12/19,242000,242000,236000,241500,▼1500,－0.62%,243600,244275,248775,253767,141,8750
2018/12/18,247000,247000,241000,243000,▼500,－0.21%,243500,245000,249258,253867,60,8750
2018/12/17,247500,247500,242500,243500,▼3500,－1.42%,242900,245750,249775,253996,47,9550
2018/12/14,240000,247500,240000,247000,▲4000,＋1.65%,242200,246475,250242,254121,52,9550
2018/12/13,239000,243000,239000,243000,▲2000,＋0.83%,240800,246775,250692,254217,21,9550
2018/12/12,240500,241000,239500,241000,▲1000,＋0.42%,240400,246875,251217,254346,45,9550
2018/12/11,240500,240500,239000,240000,0.0,0.00%,240300,246625,251875,254492,19,9550
2018/12/10,240000,240000,238500,240000,0.0,0.00%,240900,246400,252508,254688,117,9550
2018/12/07,241000,241000,239500,240000,▼1000,－0.41%,241600,246175,253100,254946,257,9550
2018/12/06,241500,242000,241000,241000,▲500,＋0.21%,242600,246050,253708,255208,27,9550
2018/12/05,244000,245500,240500,240500,▼2500,－1.03%,243800,245975,254192,255471,95,9550
2018/12/04,243500,244000,242000,243000,▼500,－0.21%,245000,245825,254592,255742,94,9550
2018/12/03,241000,244000,241000,243500,▼1500,－0.61%,246600,245550,254983,255992,315,9550
2018/11/30,246000,246000,245000,245000,▼2000,－0.81%,248100,245275,255417,256238,121,9550
2018/11/29,248500,248500,246500,247000,▲500,＋0.20%,248500,245025,255650,256471,46,9550
2018/11/28,248000,248000,244500,246500,▼4500,－1.79%,249300,244575,255850,256688,89,9550
2018/11/27,248000,251000,248000,251000,0.0,0.00%,251200,243925,256083,256883,15,9550
2018/11/26,247000,251500,247000,251000,▲4000,＋1.62%,252600,243225,256192,257038,19,9550
2018/11/23,251000,251000,246500,247000,▼4000,－1.59%,254000,242500,256317,257192,119,9550
2018/11/22,253000,256000,251000,251000,▼5000,－1.95%,255200,242250,256542,257388,48,9550
2018/11/21,257500,257500,250000,256000,▼2000,－0.78%,254000,241900,256717,257554,26,9550
2018/11/20,258000,258500,257000,258000,0.0,0.00%,250000,241425,256833,257679,67,9550
2018/11/19,254000,259000,254000,258000,▲5000,＋1.98%,245500,240925,256892,257792,79,9550
2018/11/16,245000,253000,245000,253000,▲8000,＋3.27%,241000,240500,256908,257925,121,9550
2018/11/15,237000,245000,237000,245000,▲9000,＋3.81%,237900,240450,257008,258117,101,9550
2018/11/14,236000,236000,234500,236000,▲500,＋0.21%,236800,240850,257208,258379,72,9550
2018/11/13,234500,235500,232000,235500,0.0,0.00%,237100,241850,257467,258704,143,9550
2018/11/12,237000,237000,232000,235500,▼2000,－0.84%,237500,242875,257708,259033,162,9550
2018/11/09,240000,240000,237000,237500,▼2000,－0.84%,238000,243875,257883,259379,67,9550
2018/11/08,237500,241500,237500,239500,▲2000,＋0.84%,238500,244775,258058,259708,41,9550
2018/11/07,241000,241500,237500,237500,0.0,0.00%,238200,245425,258250,260021,163,9550
2018/11/06,237500,238500,237500,237500,▼500,－0.21%,237400,246300,258525,260358,56,9550
2018/11/05,239000,239000,236000,238000,▼2000,－0.83%,237300,247375,258800,260708,131,9550
2018/11/02,239000,241000,238000,240000,▲2000,＋0.84%,237000,248675,259100,261071,220,9550
2018/11/01,233500,238000,233500,238000,▲4500,＋1.93%,237400,250125,259400,261417,215,9550
2018/10/31,234000,234000,227000,233500,▼3500,－1.48%,238600,251725,259742,261779,128,9550
2018/10/30,237500,238000,234500,237000,▲500,＋0.21%,241200,253550,260142,262192,38,9550
2018/10/29,245500,245500,234000,236500,▼5500,－2.27%,243400,255300,260450,262571,291,9550
2018/10/26,244000,244000,240000,242000,▼2000,－0.82%,246000,257125,260783,262950,332,9550
2018/10/25,243000,245500,243000,244000,▼2500,－1.01%,248000,258675,260983,263283,154,9550
2018/10/24,248000,248000,245000,246500,▼1500,－0.60%,249800,260150,261117,263600,279,9550
2018/10/23,253000,253000,248000,248000,▼1500,－0.60%,251700,261350,261258,263900,64,9550
2018/10/22,252000,252000,249500,249500,▼2500,－0.99%,253300,262650,261417,264188,108,9550
2018/10/19,253000,253000,251500,252000,▼1000,－0.40%,254500,263750,261567,264483,59,9550
2018/10/18,257500,257500,252500,253000,▼3000,－1.17%,255200,264850,261675,264729,67,9550
2018/10/17,256000,257000,255500,256000,0.0,0.00%,255100,265925,261758,264979,56,9550
2018/10/16,255500,256000,252000,256000,▲500,＋0.20%,254900,267150,261842,265213,39,9550
2018/10/15,250000,255500,250000,255500,0.0,0.00%,255500,268250,261925,265458,118,9550
2018/10/12,247000,255500,247000,255500,▲3000,＋1.19%,257200,269250,262083,265713,61,9550
2018/10/11,253000,254000,249500,252500,▼2500,－0.98%,259900,270300,262225,265988,485,9550
2018/10/10,258500,258500,253000,255000,▼4000,－1.54%,263400,271175,262325,266283,231,9550
2018/10/08,264000,264000,257000,259000,▼5000,－1.89%,266400,271650,262158,266563,90,9550
2018/10/05,268500,268500,257000,264000,▼5000,－1.86%,269000,272025,261925,266813,419,9550
2018/10/04,268500,270000,264500,269000,▼1000,－0.37%,270800,272300,261600,267017,108,9550
2018/10/02,269000,270000,268500,270000,0.0,0.00%,271600,271800,261192,267133,73,9550
2018/10/01,280000,280000,269500,270000,▼2000,－0.74%,272300,271250,260775,267242,175,9550
2018/09/28,274000,274000,270000,272000,▼1000,－0.37%,272400,270775,260358,267375,114,9550
2018/09/27,272000,274000,270000,273000,0.0,0.00%,272800,270050,259950,267500,130,9550
2018/09/21,273500,274000,271000,273000,▼500,－0.18%,272500,269325,259533,267625,118,9550
2018/09/20,274000,274000,270500,273500,▲3000,＋1.11%,272700,268700,259142,267725,123,9550
2018/09/19,274500,274500,269500,270500,▼3500,－1.28%,272900,268100,258758,267854,106,9550
2018/09/18,271000,274000,269000,274000,▲2500,＋0.92%,274900,267725,258475,268008,255,9550
2018/09/17,277500,277500,271500,271500,▼2500,－0.91%,275700,267100,258217,268125,111,9537
2018/09/14,273500,275000,272500,274000,▼500,－0.18%,276500,266475,258000,268263,166,9526
2018/09/13,280000,280000,273000,274500,▼6000,－2.14%,277000,265725,257742,268446,430,9510
2018/09/12,278500,281000,278000,280500,▲2500,＋0.90%,276100,264850,257475,268650,228,9491
2018/09/11,278000,280500,277000,278000,▲2500,＋0.91%,272900,263400,257108,268808,195,9471
2018/09/10,277500,278000,275000,275500,▼1000,－0.36%,270600,262000,256867,268983,179,9451
2018/09/07,272000,280000,272000,276500,▲6500,＋2.41%,269400,260525,256792,269150,836,9434
2018/09/06,264000,270000,264000,270000,▲5500,＋2.08%,265900,259100,256708,269321,54,9379
2018/09/05,266500,268000,264500,264500,▼2000,－0.75%,263700,258150,256750,269521,147,9374
2018/09/04,269500,270000,266500,266500,▼3000,－1.11%,262900,257625,256892,269763,213,9360
2018/09/03,259000,269500,258000,269500,▲10500,＋4.05%,261100,257000,257000,270013,426,9340
2018/08/31,259000,259000,258000,259000,0.0,0.00%,258900,256325,257058,270179,38,9319
2018/08/30,257500,260000,256000,259000,▼1500,－0.58%,259200,256275,257292,270408,121,9316
2018/08/29,257500,260500,257000,260500,▲3000,＋1.17%,259700,256250,257525,270633,63,9295
2018/08/28,257500,258500,256500,257500,▼1000,－0.39%,260200,256100,257683,270846,133,9295
2018/08/27,262000,262000,257500,258500,▼2000,－0.77%,261000,256000,257883,271088,333,9295
2018/08/24,261000,262000,260000,260500,▼1000,－0.38%,261100,255900,258067,271338,32,9295
2018/08/23,263000,263000,259500,261500,▼1500,－0.57%,260800,255575,258233,271579,339,9295
2018/08/22,262000,263000,259500,263000,▲1500,＋0.57%,259900,255100,258392,271825,261,9295
2018/08/21,261000,261500,259000,261500,▲2500,＋0.97%,257600,254700,258525,272054,118,9306
2018/08/20,260000,260000,256000,259000,0.0,0.00%,255300,254500,258692,272304,63,9306
2018/08/17,257000,263000,257000,259000,▲2000,＋0.78%,252700,254475,258942,272579,214,9306
2018/08/16,254500,260000,251500,257000,▲5500,＋2.19%,250500,254450,259225,272854,576,9313
2018/08/14,249500,252000,248000,251500,▲1500,＋0.60%,249300,254500,259550,273146,447,9313
2018/08/13,245000,250000,244000,250000,▲4000,＋1.63%,249800,254975,259942,273492,1047,9313
2018/08/10,250000,250000,246000,246000,▼2000,－0.81%,250600,255525,260358,273846,924,9304
2018/08/09,250000,250000,247000,248000,▼3000,－1.20%,252600,256475,260875,274238,598,9303
2018/08/08,253500,253500,251000,251000,▼3000,－1.18%,254600,257275,261358,274617,296,9303
2018/08/07,253500,255000,253000,254000,0.0,0.00%,256100,257650,261792,274992,44,9303
2018/08/06,258000,258000,253500,254000,▼2000,－0.78%,256800,257200,262192,275354,217,9303
2018/08/03,254000,259000,254000,256000,▼2000,－0.78%,257100,256750,262617,275713,406,9301
2018/08/02,254500,261000,254500,258000,▼500,－0.19%,257200,256175,263042,276088,137,9301
2018/08/01,254500,258500,253500,258500,▲1000,＋0.39%,256400,255500,263433,276446,191,9301
2018/07/31,255500,257500,255500,257500,▲2000,＋0.78%,255100,254825,263817,276813,43,9299
2018/07/30,256500,256500,254500,255500,▼1000,－0.39%,254600,254200,264242,277204,66,9299
2018/07/27,255000,256500,255000,256500,▲2500,＋0.98%,255000,253800,264692,277613,8,9295
2018/07/26,251500,256500,250500,254000,▲2000,＋0.79%,255400,253375,265117,278000,86,9295
2018/07/25,253500,253500,251000,252000,▼3000,－1.18%,256300,253150,265583,278417,141,9295
2018/07/24,255000,255000,253000,255000,▼2500,－0.97%,257500,253075,266083,278854,40,9295
2018/07/23,258500,258500,252500,257500,▼1000,－0.39%,258700,253000,266542,279296,92,9295
2018/07/20,258000,258500,256000,258500,0.0,0.00%,259400,253050,266958,279625,101,9295
2018/07/19,256500,260000,256500,258500,▲500,＋0.19%,260700,253050,267400,279933,23,9295
2018/07/18,261000,261000,258000,258000,▼3000,－1.15%,261800,253050,267783,280221,46,9295
2018/07/17,261000,261000,256000,261000,0.0,0.00%,261900,253075,268200,280521,105,9294
2018/07/16,264500,264500,258500,261000,▼4000,－1.51%,258700,252950,268583,280767,57,9294
2018/07/13,264500,267500,264500,265000,▲1000,＋0.38%,255500,253075,268992,281017,43,9294
2018/07/12,259000,269500,259000,264000,▲5500,＋2.13%,251400,253375,269342,281229,464,9294
2018/07/11,250000,260000,245500,258500,▲13500,＋5.51%,247500,253750,269750,281454,140,9294
2018/07/10,245500,245500,244500,245000,0.0,0.00%,244800,254450,270242,281742,543,9294
2018/07/09,244500,245500,243000,245000,▲500,＋0.20%,244800,255850,270967,282171,955,9294
2018/07/06,243000,244500,243000,244500,0.0,0.00%,245300,257250,271700,282617,324,9294
2018/07/05,244000,244500,243500,244500,▼500,－0.20%,246000,258675,272433,283071,228,9294
2018/07/04,243000,245000,242500,245000,0.0,0.00%,247000,260100,273075,283533,160,9294
2018/07/03,247500,248500,245000,245000,▼2500,－1.01%,248100,261500,273708,283992,243,9294
2018/07/02,248000,249000,246000,247500,▼500,－0.20%,249800,262750,274392,284454,331,9301
2018/06/29,249500,249500,247500,248000,▼1500,－0.60%,252000,263850,275050,284900,87,9301
2018/06/28,250500,250500,248000,249500,▼1000,－0.40%,254100,264925,275717,285367,117,9301
2018/06/27,253500,254500,250500,250500,▼3000,－1.18%,255900,265975,276308,285838,304,9301
2018/06/26,258500,258500,253500,253500,▼5000,－1.93%,257500,267000,276950,286304,360,9301
2018/06/25,258500,258500,257500,258500,0.0,0.00%,258500,267875,277542,286779,139,9336
2018/06/22,258000,258500,255500,258500,0.0,0.00%,259500,268525,278033,287233,154,9336
2018/06/21,258500,259500,258000,258500,0.0,0.00%,262000,269300,278525,287700,151,9332
2018/06/20,261000,261500,258500,258500,0.0,0.00%,264600,270175,279150,288163,266,9332
2018/06/19,265000,265000,255000,258500,▼5000,－1.90%,267400,271075,279825,288650,664,9329
2018/06/18,271000,271000,263000,263500,▼7500,－2.77%,270300,271900,280508,289142,672,9377
2018/06/15,272000,272000,270000,271000,▼500,－0.18%,272200,272475,281100,289583,218,9466
2018/06/14,272500,272500,270000,271500,▼1000,－0.37%,272600,272775,281508,289946,236,9466
2018/06/12,272500,274000,272500,272500,▼500,－0.18%,272900,273050,281933,290325,693,9466
2018/06/11,270500,273000,270500,273000,0.0,0.00%,273000,273275,282292,290721,1021,9431
2018/06/08,273000,273000,270500,273000,0.0,0.00%,272400,273525,282633,291108,278,9426
2018/06/07,274500,274500,272000,273000,0.0,0.00%,271700,273850,283025,291500,91,9426
2018/06/05,271500,273000,271500,273000,0.0,0.00%,271000,274275,283300,291888,220,9407
2018/06/04,271000,275000,270000,273000,▲3000,＋1.11%,270500,274700,283525,292279,478,9407
2018/06/01,268000,270500,266500,270000,▲500,＋0.19%,270100,275125,283742,292675,746,9254
2018/05/31,269500,270500,269500,269500,0.0,0.00%,270300,275775,284008,293096,331,9249
2018/05/30,271500,271500,266500,269500,▼1000,－0.37%,270700,276425,284292,293558,627,9241
2018/05/29,271000,271000,270500,270500,▼500,－0.18%,271600,277050,284608,294042,193,9241
2018/05/28,275000,275000,271000,271000,0.0,0.00%,272700,277625,284925,294538,670,9241
2018/05/25,271000,271500,270000,271000,▼500,－0.18%,273800,278175,285258,294963,268,9271
2018/05/24,274000,274000,271500,271500,▼2500,－0.91%,274600,278750,285583,295388,347,9304
2018/05/23,275500,275500,272500,274000,▼2000,－0.72%,275300,279300,285917,295800,442,9319
2018/05/21,276500,276500,274000,276000,▼500,－0.18%,275900,279850,286217,296192,174,9319
2018/05/18,277500,277500,274500,276500,▲1500,＋0.55%,276100,280125,286483,296558,116,9319
2018/05/17,274500,275000,273000,275000,0.0,0.00%,276200,280450,286742,296921,373,9310
2018/05/16,277500,278000,275000,275000,▼2000,－0.72%,276800,280900,287042,297308,393,9274
2018/05/15,278500,279500,275500,277000,0.0,0.00%,277700,281425,287333,297700,574,9274
2018/05/14,276000,277000,276000,277000,0.0,0.00%,278600,281875,287600,298092,412,9274
2018/05/11,278500,278500,277000,277000,▼1000,－0.36%,279500,282450,287875,298496,484,9274
2018/05/10,282500,282500,278000,278000,▼1500,－0.54%,280400,283000,288192,298917,379,9279
2018/05/09,282500,282500,279000,279500,▼2000,－0.71%,281400,283525,288517,299300,280,9326
2018/05/08,282500,283000,280000,281500,0.0,0.00%,282000,284000,288808,299658,330,9353
2018/05/04,282000,283000,281000,281500,0.0,0.00%,282100,284350,289133,300004,549,9353
2018/05/03,283000,285000,281000,281500,▼1500,－0.53%,282200,284425,289458,300325,579,9340
2018/05/02,281500,286500,281500,283000,▲500,＋0.18%,282300,284500,289808,300642,743,9381
2018/04/30,283000,283000,281500,282500,▲500,＋0.18%,282200,284650,290167,300958,345,9314
2018/04/27,285000,285500,281500,282000,0.0,0.00%,282200,284875,290533,301263,319,9308
2018/04/26,285000,286500,282000,282000,0.0,0.00%,282800,285175,290883,301579,320,9308
2018/04/25,283500,283500,280500,282000,▼500,－0.18%,282700,285325,291250,301896,132,9306
2018/04/24,285000,285000,280500,282500,0.0,0.00%,282900,285675,291625,302213,729,9306
2018/04/23,284500,285500,281500,282500,▼2500,－0.88%,283200,286000,292050,302538,717,9288
2018/04/20,284500,285500,281000,285000,▲3500,＋1.24%,283800,286275,292292,302850,296,9289
2018/04/19,285500,285500,281000,281500,▼1500,－0.53%,284000,286425,292467,303142,285,9299
2018/04/18,282500,286000,282500,283000,▼1000,－0.35%,285400,287150,292658,303463,154,9311
2018/04/17,290500,290500,284000,284000,▼1500,－0.53%,286400,287950,292842,303767,767,9311
2018/04/16,289000,289000,285500,285500,▼500,－0.17%,287300,288725,292950,304067,575,9327
2018/04/13,288000,288000,286000,286000,▼2500,－0.87%,288000,289400,293042,304354,208,9327
2018/04/12,288500,289000,288000,288500,▲500,＋0.17%,288500,289875,293117,304638,877,9327
2018/04/11,288500,289000,287500,288000,▼500,－0.17%,287400,290300,293158,304883,518,9288
2018/04/10,285000,289000,285000,288500,▼500,－0.17%,286400,290600,293242,305183,182,9288
2018/04/09,290000,290000,285000,289000,▲500,＋0.17%,285900,290850,293375,305433,294,9288
2018/04/06,285000,290000,285000,288500,▲5500,＋1.94%,285500,291225,293533,305688,269,9288
2018/04/05,280500,285000,280500,283000,0.0,0.00%,285400,291275,293708,305992,88,9291
2018/04/04,283500,285000,281500,283000,▼3000,－1.05%,285800,291450,293992,306350,282,9291
2018/04/03,287000,287000,284000,286000,▼1000,－0.35%,287000,291600,294275,306713,36,9291
2018/04/02,288500,288500,284000,287000,▼1000,－0.35%,287600,291600,294517,306967,132,9291
2018/03/30,285000,288000,283000,288000,▲3000,＋1.05%,287800,291575,294750,307267,277,9300
2018/03/29,291000,291000,284500,285000,▼4000,－1.38%,287800,291600,295017,307533,146,9302
2018/03/28,291000,291000,283500,289000,0.0,0.00%,290000,291825,295367,307792,284,9302
2018/03/27,294000,294000,287500,289000,▲1000,＋0.35%,292000,291925,295658,307988,82,9302
2018/03/26,288000,297000,287000,288000,0.0,0.00%,294100,292000,296017,308238,239,9301
2018/03/23,290000,295500,287000,288000,▼8000,－2.70%,296300,292175,296433,308508,307,9309
2018/03/22,299000,299000,292500,296000,▼3000,－1.00%,297800,292375,296875,308825,124,9323
2018/03/21,297000,299500,297000,299000,▼500,－0.17%,298000,292175,297175,309083,117,9329
2018/03/20,297000,300000,286000,299500,▲500,＋0.17%,297000,291825,297475,309313,440,9331
2018/03/19,295500,301000,292500,299000,▲3500,＋1.18%,295800,291500,297775,309538,361,9328
2018/03/16,295000,296500,293000,295500,▼1500,－0.51%,295300,291175,298067,309754,98,9291
2018/03/15,294000,297000,294000,297000,▲3000,＋1.02%,294100,291050,298383,309996,110,9289
2018/03/14,293500,294500,293000,294000,▲500,＋0.17%,292000,290875,298717,310246,138,9100
2018/03/13,298000,300000,293500,293500,▼3000,－1.01%,290400,290975,299150,310521,570,9102
2018/03/12,289500,298000,289500,296500,▲7000,＋2.42%,288900,291175,299583,310829,362,9144
2018/03/09,288000,289500,286000,289500,▲3000,＋1.05%,286900,291200,299975,311158,96,9138
2018/03/08,286000,288000,284500,286500,▲500,＋0.17%,286700,291775,300475,311538,149,9138
2018/03/07,286000,288000,286000,286000,0.0,0.00%,287300,292500,301033,311992,256,9152
2018/03/06,285500,286500,285000,286000,▼500,－0.17%,288300,293325,301608,312446,420,9094
2018/03/05,289000,289000,285500,286500,▼2000,－0.69%,289200,294250,302183,312879,419,9070
2018/03/02,287500,289000,285000,288500,▼1000,－0.35%,290200,295150,302825,313300,315,9091
2018/02/28,290500,290500,286500,289500,▼1500,－0.52%,290900,295875,303475,313696,239,9172
2018/02/27,290500,291000,286500,291000,▲500,＋0.17%,291400,296600,304150,314117,712,9247
2018/02/26,292500,292500,289500,290500,▼1000,－0.34%,291600,297275,304667,314525,476,9369
2018/02/23,292500,292500,290500,291500,▼500,－0.17%,292100,298150,305192,314942,360,9586
2018/02/22,295500,295500,291000,292000,0.0,0.00%,292300,298425,305683,315350,270,9627
2018/02/21,293500,295000,292000,292000,0.0,0.00%,292500,298600,306167,315754,688,9648
2018/02/20,293500,293500,289500,292000,▼1000,－0.34%,292800,298650,306633,316154,618,9098
2018/02/19,295500,295500,292500,293000,▲500,＋0.17%,293600,298750,307100,316596,317,9087
2018/02/14,296500,296500,291000,292500,▼500,－0.17%,294500,298625,307575,317050,286,9058
2018/02/13,294000,294000,290000,293000,▼500,－0.17%,295400,298550,308067,317496,818,9153
2018/02/12,296000,296500,293500,293500,▼2500,－0.84%,297000,298425,308583,317938,1010,9224
2018/02/09,298000,298000,291500,296000,▼1500,－0.50%,298500,298300,309117,318392,413,9210
2018/02/08,303500,303500,295500,297500,▲500,＋0.17%,299800,298150,309642,318804,414,9314
2018/02/07,302000,303500,293000,297000,▼4000,－1.33%,301200,298100,310083,319238,636,9383
2018/02/06,299000,301500,295000,301000,0.0,0.00%,302700,298175,310508,319671,818,9428
2018/02/05,301000,304500,300500,301000,▼1500,－0.50%,303100,298075,310875,320100,652,9341
2018/02/02,304500,304500,300500,302500,▼2000,－0.66%,303700,298025,311192,320525,437,9341
2018/02/01,307500,307500,303000,304500,0.0,0.00%,304100,297900,311475,320979,620,9332
2018/01/31,303000,304500,302500,304500,▲1500,＋0.50%,304800,297700,311750,321346,678,9304
2018/01/30,305000,305000,300500,303000,▼1000,－0.33%,303300,297525,311992,321767,611,9177
2018/01/29,307500,307500,302000,304000,▼500,－0.16%,301800,297575,312275,322204,691,9127
2018/01/26,308000,308000,302500,304500,▼3500,－1.14%,299600,297675,312542,322642,459,9123
2018/01/25,297500,308500,297500,308000,▲11000,＋3.70%,297500,297775,312800,323104,1133,9165
2018/01/24,297500,297500,295000,297000,▲1500,＋0.51%,294000,297900,313025,323550,1333,9146
2018/01/23,297500,297500,293500,295500,▲2500,＋0.85%,292800,298700,313408,324071,770,8848
2018/01/22,293500,296000,293000,293000,▼1000,－0.34%,291800,299650,313817,324608,451,8836
2018/01/19,291000,299500,290500,294000,▲3500,＋1.20%,291400,300700,314267,325171,1667,8784
2018/01/18,296500,296500,290500,290500,▼500,－0.17%,291200,301850,314692,325754,849,8418
2018/01/17,300000,300000,290000,291000,▲500,＋0.17%,292400,303200,315183,326383,443,8312
2018/01/16,286000,297000,286000,290500,▼500,－0.17%,293900,304475,315667,327021,446,8298
2018/01/15,293000,296000,290500,291000,▼2000,－0.68%,295600,305675,316158,327658,540,8324
2018/01/12,296500,297000,292000,293000,▼3500,－1.18%,297400,306975,316608,328308,732,8323
2018/01/11,298500,300000,295500,296500,▼2000,－0.67%,298800,308325,317125,328942,447,8450
2018/01/10,301000,301000,296000,298500,▼500,－0.17%,299600,309475,317492,329550,323,8499
2018/01/09,298500,300000,297500,299000,▼1000,－0.33%,300100,310550,317842,330142,684,8556
2018/01/08,300000,302000,298000,300000,0.0,0.00%,301100,311575,318275,330729,550,8931
2018/01/05,300500,301000,299500,300000,▼500,－0.17%,302300,312575,318708,331288,249,8915
2018/01/04,301000,301000,299500,300500,▼500,－0.17%,303600,313600,319150,331854,552,8948
2018/01/03,303000,303500,300000,301000,▼3000,－0.99%,305600,314600,319417,332421,427,9048
2018/01/02,306000,306000,303000,304000,▼2000,－0.65%,308000,315800,319783,332988,213,9145
2017/12/28,306500,307000,305500,306000,▼500,－0.16%,310100,316975,320050,333533,671,9158
2017/12/27,311500,312500,303500,306500,▼4000,－1.29%,311700,318175,320217,334033,339,9171
2017/12/26,311500,312500,310000,310500,▼2500,－0.80%,313800,318950,320317,334542,391,9216
2017/12/22,315500,315500,312000,313000,▼1500,－0.48%,315200,319525,320458,335013,246,9202
2017/12/21,316500,316500,314000,314500,▲500,＋0.16%,315900,319925,320583,335467,69,9244
2017/12/20,317000,317000,314000,314000,▼3000,－0.95%,315900,320250,320775,335933,539,9278
2017/12/19,318000,320500,316500,317000,▼500,－0.16%,316500,320550,320992,336458,183,9319
2017/12/18,315500,318000,315500,317500,▲1000,＋0.32%,317100,320700,321150,336979,62,9346
2017/12/15,314500,317000,314000,316500,▲2000,＋0.64%,317500,320900,321300,337488,181,9359
2017/12/14,318000,319000,314500,314500,▼2500,－0.79%,318200,321175,321442,338008,804,9396
2017/12/13,319500,320000,314500,317000,▼3000,－0.94%,319200,321650,321608,338563,556,9585
2017/12/12,319500,321500,317500,320000,▲500,＋0.16%,319800,322075,321775,339108,305,9680
2017/12/11,317500,321500,317500,319500,▼500,－0.16%,319900,322450,321892,339600,256,9690
2017/12/08,317000,320500,317000,320000,▲500,＋0.16%,320100,322675,322075,340108,344,9711
2017/12/07,319500,320500,317000,319500,▼500,－0.16%,321100,322800,322342,340667,1132,9772
2017/12/06,320000,322000,320000,320000,▼500,－0.16%,322700,322975,322600,341317,400,9291
2017/12/05,321000,321500,319000,320500,0.0,0.00%,324700,322975,322950,341971,512,9317
2017/12/04,325000,325000,320500,320500,▼4500,－1.38%,325000,322925,323283,342617,193,9378
2017/12/01,325000,328000,321500,325000,▼2500,－0.76%,325300,322950,323575,343283,331,9371
2017/11/30,330000,330000,327000,327500,▼2500,－0.76%,324500,322650,323775,343921,129,9422
2017/11/29,322500,330000,322000,330000,▲8000,＋2.48%,323200,322275,323917,344571,497,9434
2017/11/28,324500,324500,320000,322000,0.0,0.00%,321200,321775,324083,345158,519,9447
2017/11/27,322500,324500,321500,322000,▲1000,＋0.31%,320800,321675,324383,345754,714,9366
2017/11/24,321000,321500,320000,321000,0.0,0.00%,320700,321650,324692,346321,373,9328
2017/11/23,322500,322500,320000,321000,▲1000,＋0.31%,320900,321600,325017,346879,360,9326
2017/11/22,321500,321500,319000,320000,0.0,0.00%,321500,321550,325342,347433,656,9310
2017/11/21,322000,323500,319500,320000,▼1500,－0.47%,322600,321550,325675,347908,990,9160
2017/11/20,322500,325000,319000,321500,▼500,－0.16%,324100,321525,326092,348346,442,8868
2017/11/17,324500,324500,322000,322000,▼2000,－0.62%,324600,321450,326525,348763,272,8866
2017/11/16,325500,326000,324000,324000,▼1500,－0.46%,324700,321350,326925,349171,307,8880
2017/11/15,330000,332500,325500,325500,▼2000,－0.61%,324500,321150,327292,349554,1938,8883
2017/11/14,324000,328000,324000,327500,▲3500,＋1.08%,323400,320775,327667,349917,1240,8954
2017/11/13,322500,325000,321500,324000,▲1500,＋0.47%,321800,320600,327967,350233,1093,8813
