[일시]BYC,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1987/06/03,26522,26522,26522,26522,▲993,＋3.89%,24875,26476,26825,24693,260,N/A
1987/06/02,25528,25528,25528,25528,▲993,＋4.05%,24418,26596,26840,24597,180,N/A
1987/06/01,24535,24535,24535,24535,▲586,＋2.45%,24179,26764,26870,24508,0,N/A
1987/05/30,23949,23949,23949,23949,▲109,＋0.46%,24338,26978,26916,24427,0,N/A
1987/05/29,23840,23840,23840,23840,▼397,－1.64%,24674,27182,26981,24351,320,N/A
1987/05/28,24237,24237,24237,24237,▼99,－0.41%,25171,27380,27048,24275,0,N/A
1987/05/27,24833,24833,24336,24336,▼993,－3.92%,25687,27559,27110,24200,180,N/A
1987/05/26,25528,25528,25330,25330,▼298,－1.16%,26184,27684,27171,24125,80,N/A
1987/05/25,25628,25628,25628,25628,▼695,－2.64%,26581,27723,27212,24041,30,N/A
1987/05/23,26323,26323,26323,26323,▼497,－1.85%,27018,27733,27252,23955,80,N/A
1987/05/22,26819,26819,26819,26819,0.0,0.00%,27376,27709,27293,23864,50,N/A
1987/05/21,26819,26819,26819,26819,▼497,－1.82%,27654,27659,27326,23770,10,N/A
1987/05/20,27316,27316,27316,27316,▼497,－1.79%,27952,27634,27343,23679,0,N/A
1987/05/19,27813,27813,27813,27813,▼298,－1.06%,28170,27560,27335,23584,20,N/A
1987/05/18,28111,28111,28111,28111,▼99,－0.35%,28345,27470,27330,23486,190,N/A
1987/05/16,28210,28210,28210,28210,▼99,－0.35%,28484,27381,27335,23387,0,N/A
1987/05/15,28309,28309,28309,28309,▼99,－0.35%,28623,27247,27344,23282,0,N/A
1987/05/14,28409,28409,28409,28409,▼278,－0.97%,28743,27122,27335,23170,60,N/A
1987/05/13,28687,28687,28687,28687,▼119,－0.41%,28822,26993,27309,23058,0,N/A
1987/05/12,28806,28806,28806,28806,▼99,－0.34%,28689,26875,27266,22943,0,N/A
1987/05/11,28905,28905,28905,28905,0.0,0.00%,28490,26771,27205,22827,0,N/A
1987/05/09,29104,29799,28905,28905,▲99,＋0.34%,28272,26667,27137,22710,340,N/A
1987/05/08,28309,28806,28309,28806,▲785,＋2.80%,27857,26562,27070,22594,110,N/A
1987/05/07,28011,28021,27912,28021,▲209,＋0.75%,27320,26463,27003,22478,490,N/A
1987/05/06,28011,28011,27813,27813,0.0,0.00%,26881,26405,26934,22368,420,N/A
1987/05/04,26829,27813,26522,27813,▲983,＋3.67%,26484,26351,26874,22262,180,N/A
1987/05/02,26829,26829,26829,26829,▲705,＋2.70%,26086,26296,26805,22156,120,N/A
1987/05/01,26124,26124,25826,26124,▲298,＋1.15%,25985,26286,26748,22057,1210,N/A
1987/04/30,25826,25826,25826,25826,0.0,0.00%,25926,26310,26693,21962,2180,N/A
1987/04/29,25826,26224,25826,25826,0.0,0.00%,25965,26350,26632,21869,1030,N/A
1987/04/28,26323,26323,25826,25826,▼497,－1.89%,26065,26410,26571,21773,80,N/A
1987/04/27,26025,26323,26025,26323,▲497,＋1.92%,26005,26469,26519,21677,200,N/A
1987/04/25,25826,25826,25826,25826,▼199,－0.76%,25906,26514,26461,21577,380,N/A
1987/04/24,26025,26025,26025,26025,▼298,－1.13%,25906,26612,26404,21481,20,N/A
1987/04/23,25826,26323,25826,26323,▲795,＋3.11%,25965,26704,26351,21383,680,N/A
1987/04/22,25528,25528,25528,25528,▼298,－1.15%,26045,26779,26310,21288,100,N/A
1987/04/21,25826,25826,25826,25826,0.0,0.00%,26303,26893,26265,21197,0,N/A
1987/04/20,25826,25826,25826,25826,▼497,－1.89%,26502,27012,26210,21101,0,N/A
1987/04/18,26323,26323,26323,26323,▼397,－1.49%,26700,27136,26139,21006,0,N/A
1987/04/17,26720,26720,26720,26720,▼99,－0.37%,26810,27208,26043,20907,0,N/A
1987/04/16,26819,26819,26819,26819,0.0,0.00%,26810,27228,25928,20804,100,N/A
1987/04/15,26819,26819,26819,26819,0.0,0.00%,26790,27258,25801,20697,0,N/A
1987/04/14,26819,26819,26819,26819,▼50,－0.18%,26750,27283,25663,20589,0,N/A
1987/04/13,26869,26869,26869,26869,▲149,＋0.56%,26710,27308,25525,20481,470,N/A
1987/04/11,26720,26720,26720,26720,0.0,0.00%,26661,27355,25387,20373,0,N/A
1987/04/10,26720,26720,26720,26720,▲99,＋0.37%,26720,27414,25246,20271,10,N/A
1987/04/09,26621,26621,26621,26621,0.0,0.00%,26780,27474,25099,20168,0,N/A
1987/04/08,26621,26621,26621,26621,0.0,0.00%,26899,27543,24948,20066,150,N/A
1987/04/07,26819,26819,26621,26621,▼397,－1.47%,27133,27603,24786,19964,110,N/A
1987/04/06,27018,27018,26819,27018,0.0,0.00%,27382,27672,24633,19867,130,N/A
1987/04/04,27018,27018,27018,27018,▼199,－0.73%,27541,27762,24474,19765,100,N/A
1987/04/03,27217,27217,27217,27217,▼576,－2.07%,27700,27851,24319,19659,0,N/A
1987/04/02,27793,27793,27793,27793,▼70,－0.25%,27898,27881,24162,19551,0,N/A
1987/04/01,27713,27862,27614,27862,▲50,＋0.18%,28002,27832,23983,19435,590,N/A
1987/03/31,27823,27823,27813,27813,0.0,0.00%,27982,27815,23792,19319,1290,N/A
1987/03/30,27813,27813,27813,27813,▼397,－1.41%,27843,27845,23590,19203,100,N/A
1987/03/28,27813,28210,27813,28210,▼99,－0.35%,27763,27893,23387,19085,580,N/A
1987/03/27,28309,28309,28309,28309,▲546,＋1.97%,27584,27871,23177,18963,70,N/A
1987/03/26,27018,27763,27018,27763,▲646,＋2.38%,27386,27796,22965,18841,300,N/A
1987/03/25,27415,27425,27117,27117,▼298,－1.09%,27396,27714,22757,18723,1910,N/A
1987/03/24,27415,27813,27415,27415,▲99,＋0.36%,27555,27615,22562,18613,680,N/A
1987/03/23,27515,27813,27316,27316,0.0,0.00%,27652,27486,22353,18500,1010,N/A
1987/03/21,27316,27316,27316,27316,▼497,－1.79%,27791,27366,22146,18389,0,N/A
1987/03/20,27813,27813,27813,27813,▼99,－0.36%,27890,27240,21938,18279,380,N/A
1987/03/19,28210,28210,27813,27912,▲10,＋0.04%,27930,27041,21720,18164,490,N/A
1987/03/18,28309,28309,27813,27902,▼109,－0.39%,28109,26857,21502,18048,930,N/A
1987/03/17,27912,28011,27515,28011,▲199,＋0.71%,28290,26644,21291,17932,1480,N/A
1987/03/16,28011,28011,27813,27813,▼199,－0.71%,28250,26416,21079,17815,580,N/A
1987/03/14,28707,28707,28011,28011,▼795,－2.76%,28051,26166,20870,17701,190,N/A
1987/03/13,29700,29700,28806,28806,0.0,0.00%,27952,25873,20659,17588,1500,N/A
1987/03/12,28806,28806,28806,28806,▲993,＋3.57%,27872,25541,20435,17472,1660,N/A
1987/03/11,27326,27813,27316,27813,▲993,＋3.70%,27866,25238,20214,17358,740,N/A
1987/03/09,26531,27813,26522,26819,▼695,－2.53%,27860,24989,20015,17254,1370,N/A
1987/03/07,28011,28011,27515,27515,▼894,－3.15%,27857,24768,19833,17159,610,N/A
1987/03/06,27813,29303,27813,28409,▼368,－1.28%,27578,24535,19643,17054,2660,N/A
1987/03/05,28776,28776,28776,28776,▲993,＋3.58%,26923,24306,19440,16943,2580,N/A
1987/03/04,27018,27793,27018,27783,▲983,＋3.67%,26134,24010,19220,16829,2510,N/A
1987/03/03,26621,26800,26422,26800,▲675,＋2.59%,25564,23748,19005,16726,3380,N/A
1987/03/02,25459,26124,25459,26124,▲993,＋3.95%,25161,23485,18807,16632,2180,N/A
1987/02/28,24932,25131,24932,25131,▲298,＋1.20%,24704,23206,18620,16544,1050,N/A
1987/02/27,24833,24833,24734,24833,▼99,－0.40%,24525,22943,18449,16466,350,N/A
1987/02/26,25051,25330,24932,24932,▲149,＋0.60%,24287,22659,18284,16390,1670,N/A
1987/02/25,23840,24783,23840,24783,▲944,＋3.96%,23989,22339,18117,16313,5380,N/A
1987/02/24,23939,23939,23641,23840,▼397,－1.64%,23597,22027,17952,16238,1810,N/A
1987/02/23,23939,24237,23939,24237,▲596,＋2.52%,23259,21764,17803,16171,220,N/A
1987/02/21,23641,23840,23641,23641,▲199,＋0.85%,22842,21466,17651,16100,920,N/A
1987/02/20,22826,23442,22826,23442,▲616,＋2.70%,22663,21178,17508,16035,1980,N/A
1987/02/19,22846,22846,22350,22826,▲675,＋3.05%,22544,20885,17366,15972,3210,N/A
1987/02/18,21257,22846,21257,22151,0.0,0.00%,22459,20588,17230,15913,880,N/A
1987/02/17,22747,22747,22151,22151,▼596,－2.62%,22598,20355,17106,15856,770,N/A
1987/02/16,23740,23740,22747,22747,▼99,－0.43%,22936,20121,16975,15800,1060,N/A
1987/02/14,22250,22846,21843,22846,▲447,＋2.00%,22956,19868,16835,15742,5860,N/A
1987/02/13,21853,22846,21853,22399,▼447,－1.96%,22894,19614,16692,15683,1750,N/A
1987/02/12,24138,24237,22846,22846,▼993,－4.17%,22723,19349,16557,15628,1260,N/A
1987/02/11,22946,23840,22826,23840,▲993,＋4.35%,22264,19026,16415,15575,7502,N/A
1987/02/10,23532,23532,21555,22846,▲308,＋1.37%,21468,18619,16266,15513,4190,N/A
1987/02/09,22538,22538,22538,22538,▲993,＋4.61%,20730,18259,16128,15454,110,N/A
1987/02/07,21545,21545,21545,21545,▲993,＋4.83%,19928,17911,15992,15399,300,N/A
1987/02/06,20552,20552,20552,20552,▲695,＋3.50%,19330,17614,15873,15357,820,N/A
1987/02/05,19856,19856,19856,19856,▲695,＋3.63%,18935,17351,15771,15323,770,N/A
1987/02/04,18466,19161,18466,19161,▲636,＋3.43%,18619,17128,15680,15298,1340,N/A
1987/02/03,18555,18565,18525,18525,▼30,－0.16%,18362,16915,15592,15278,1250,N/A
1987/02/02,18873,18923,18476,18555,▼20,－0.11%,18174,16734,15515,15263,1960,N/A
1987/01/31,18476,18575,18376,18575,▲298,＋1.63%,17840,16546,15438,15250,590,N/A
1987/01/30,18237,18575,18227,18277,▲397,＋2.22%,17621,16356,15360,15231,1310,N/A
1987/01/28,18277,18277,17780,17880,▲298,＋1.69%,17462,16182,15296,15216,2430,N/A
1987/01/27,17105,17582,17105,17582,▲695,＋4.12%,17423,16051,15238,15205,1420,N/A
1987/01/26,17780,17979,16886,16886,▼596,－3.41%,17462,15935,15185,15203,1050,N/A
1987/01/24,17284,17482,17284,17482,0.0,0.00%,17502,15856,15143,15208,210,N/A
1987/01/23,17383,17681,17383,17482,▼199,－1.12%,17284,15749,15100,15209,3130,N/A
1987/01/22,18168,18168,17681,17681,▼99,－0.56%,16926,15645,15055,15210,880,N/A
1987/01/21,17780,17780,17780,17780,▲695,＋4.07%,16519,15538,14999,15209,2100,N/A
1987/01/20,17025,17085,17025,17085,▲695,＋4.24%,16082,15442,14941,15201,1650,N/A
1987/01/19,15794,16390,15794,16390,▲695,＋4.43%,15784,15382,14888,15202,2560,N/A
1987/01/17,15744,15744,15694,15694,▲50,＋0.32%,15565,15368,14846,15208,210,N/A
1987/01/16,15645,15645,15645,15645,▲50,＋0.32%,15506,15395,14817,15220,90,N/A
1987/01/15,15605,15605,15396,15595,0.0,0.00%,15357,15392,14783,15232,2270,N/A
1987/01/14,15496,15992,15496,15595,▲298,＋1.95%,15218,15357,14750,15239,2150,N/A
1987/01/13,15655,15655,15297,15297,▼99,－0.65%,15059,15322,14717,15240,1420,N/A
1987/01/12,15297,15396,15297,15396,▲497,＋3.33%,14955,15302,14689,15237,2700,N/A
1987/01/10,14900,14900,14900,14900,0.0,0.00%,14832,15277,14664,15231,100,N/A
1987/01/09,14900,14900,14900,14900,▲99,＋0.67%,14906,15277,14648,15224,300,N/A
1987/01/08,14800,14800,14800,14800,▲20,＋0.13%,14979,15277,14633,15218,210,N/A
1987/01/07,14781,14781,14781,14781,0.0,0.00%,15079,15282,14619,15215,0,N/A
1987/01/06,14781,14781,14781,14781,▼487,－3.19%,15192,15288,14607,15215,0,N/A
1987/01/05,15267,15267,15267,15267,0.0,0.00%,15315,15304,14594,15219,0,N/A
1986/12/26,15267,15267,15267,15267,▼30,－0.19%,15371,15296,14573,15213,300,N/A
1986/12/24,15297,15297,15297,15297,▼50,－0.32%,15490,15277,14552,15202,130,N/A
1986/12/23,15347,15347,15347,15347,▼50,－0.32%,15609,15247,14532,15185,0,N/A
1986/12/22,15396,15396,15396,15396,▼149,－0.96%,15758,15215,14518,15163,0,N/A
1986/12/20,15545,15545,15545,15545,▼318,－2.00%,15927,15160,14509,15140,0,N/A
1986/12/19,15873,15873,15694,15863,▼30,－0.19%,15935,15098,14501,15115,5410,N/A
1986/12/18,15893,15893,15893,15893,▼199,－1.23%,15740,15020,14492,15087,0,N/A
1986/12/17,16092,16092,16092,16092,▼149,－0.92%,15541,14941,14484,15058,0,N/A
1986/12/16,16280,16280,16241,16241,▲656,＋4.21%,15303,14852,14464,15028,800,N/A
1986/12/15,14900,15585,14900,15585,▲695,＋4.67%,15035,14784,14445,14999,140,N/A
1986/12/13,14900,14900,14890,14890,▼10,－0.07%,14898,14733,14437,14976,700,N/A
1986/12/12,14900,15098,14900,14900,0.0,0.00%,14900,14709,14447,14959,560,N/A
1986/12/11,14900,14900,14900,14900,0.0,0.00%,14900,14684,14457,14942,510,N/A
1986/12/10,14910,14910,14900,14900,0.0,0.00%,14900,14659,14469,14924,1910,N/A
1986/12/09,14810,14900,14810,14900,0.0,0.00%,14939,14635,14482,14907,1540,N/A
1986/12/08,14900,14900,14900,14900,0.0,0.00%,14979,14585,14495,14889,50,N/A
1986/12/06,14900,14900,14900,14900,0.0,0.00%,14979,14535,14509,14872,150,N/A
1986/12/05,14900,14900,14900,14900,▼199,－1.32%,14939,14486,14523,14854,0,N/A
1986/12/04,15098,15098,15098,15098,0.0,0.00%,14900,14436,14538,14837,800,N/A
1986/12/03,15098,15098,15098,15098,▲199,＋1.33%,14741,14401,14550,14819,930,N/A
1986/12/02,14820,14900,14820,14900,▲199,＋1.35%,14582,14366,14562,14801,2910,N/A
1986/12/01,14701,14701,14701,14701,0.0,0.00%,14463,14341,14578,14786,200,N/A
1986/11/29,14701,14701,14701,14701,▲397,＋2.78%,14383,14327,14595,14774,20,N/A
1986/11/28,14304,14304,14304,14304,0.0,0.00%,14304,14335,14606,14761,0,N/A
1986/11/27,14304,14304,14304,14304,0.0,0.00%,14423,14360,14625,14754,810,N/A
1986/11/26,14304,14304,14304,14304,0.0,0.00%,14475,14360,14650,14747,0,N/A
1986/11/25,14304,14304,14304,14304,0.0,0.00%,14494,14360,14675,14735,0,N/A
1986/11/24,15396,15396,14304,14304,▼596,－4.00%,14514,14340,14700,14723,470,N/A
1986/11/22,14900,14900,14900,14900,▲338,＋2.32%,14534,14320,14734,14712,90,N/A
1986/11/21,14562,14602,14562,14562,▲159,＋1.10%,14435,14270,14759,14695,490,N/A
1986/11/20,14900,14900,14403,14403,0.0,0.00%,14304,14223,14780,14682,1050,N/A
1986/11/19,14403,14403,14403,14403,0.0,0.00%,14204,14184,14806,14667,0,N/A
1986/11/18,14403,14403,14403,14403,0.0,0.00%,14105,14145,14841,14654,0,N/A
1986/11/17,14403,14403,14403,14403,▲497,＋3.57%,14006,14106,14876,14642,50,N/A
1986/11/15,13906,13906,13906,13906,0.0,0.00%,14006,14081,14915,14629,0,N/A
1986/11/14,13906,13906,13906,13906,0.0,0.00%,14105,14081,14963,14621,290,N/A
1986/11/13,13906,13906,13906,13906,0.0,0.00%,14204,14086,15011,14613,0,N/A
1986/11/12,13906,13906,13906,13906,▼497,－3.45%,14304,14091,15061,14605,1000,N/A
1986/11/11,14403,14403,14403,14403,0.0,0.00%,14496,14096,15103,14596,0,N/A
1986/11/10,14403,14403,14403,14403,0.0,0.00%,14576,14076,15136,14586,0,N/A
1986/11/08,14403,14403,14403,14403,0.0,0.00%,14556,14056,15173,14575,0,N/A
1986/11/07,14403,14403,14403,14403,▼467,－3.14%,14536,14036,15222,14564,0,N/A
1986/11/06,14870,14870,14870,14870,▲70,＋0.47%,14437,14021,15273,14556,10,N/A
1986/11/05,14800,14800,14800,14800,▲497,＋3.47%,14244,14003,15318,14544,10,N/A
1986/11/04,14304,14304,14304,14304,0.0,0.00%,14065,14008,15364,14533,0,N/A
1986/11/03,14304,14304,14304,14304,▲397,＋2.86%,13928,14045,15419,14526,10,N/A
1986/11/01,13906,13906,13906,13906,0.0,0.00%,13791,14097,15462,14519,0,N/A
1986/10/31,13906,13906,13906,13906,0.0,0.00%,13734,14172,15515,14516,0,N/A
1986/10/30,13767,13906,13767,13906,▲288,＋2.12%,13676,14221,15570,14512,610,N/A
1986/10/29,13618,13618,13618,13618,0.0,0.00%,13676,14281,15623,14509,0,N/A
1986/10/28,13618,13618,13618,13618,0.0,0.00%,13734,14355,15681,14508,0,N/A
1986/10/27,13618,13618,13618,13618,0.0,0.00%,13811,14449,15727,14507,0,N/A
1986/10/25,13618,13618,13618,13618,▼288,－2.07%,13889,14543,15762,14506,20,N/A
1986/10/24,13906,13906,13906,13906,0.0,0.00%,13966,14641,15785,14504,10,N/A
1986/10/23,13906,13906,13906,13906,▼99,－0.71%,13986,14731,15799,14500,0,N/A
1986/10/22,14006,14006,14006,14006,0.0,0.00%,14006,14820,15800,14494,0,N/A
1986/10/21,14006,14006,14006,14006,0.0,0.00%,14006,14905,15804,14487,100,N/A
1986/10/20,14006,14006,14006,14006,0.0,0.00%,14026,14994,15810,14481,0,N/A
1986/10/18,14006,14006,14006,14006,0.0,0.00%,14125,15083,15823,14472,0,N/A
1986/10/17,14006,14006,14006,14006,0.0,0.00%,14304,15174,15844,14463,0,N/A
1986/10/16,14105,14105,14006,14006,▼99,－0.70%,14512,15265,15854,14454,750,N/A
1986/10/15,14105,14105,14105,14105,▼397,－2.74%,14781,15356,15852,14445,60,N/A
1986/10/14,14502,14502,14502,14502,▼397,－2.67%,15039,15437,15838,14435,0,N/A
1986/10/13,14900,14900,14900,14900,▼149,－0.99%,15118,15481,15808,14422,470,N/A
1986/10/11,15049,15049,15049,15049,▼298,－1.94%,15158,15506,15770,14405,100,N/A
1986/10/10,15347,15347,15347,15347,▼50,－0.32%,15168,15544,15729,14387,0,N/A
1986/10/08,15396,15396,15396,15396,▲497,＋3.33%,15198,15567,15682,14367,500,N/A
1986/10/07,14900,14900,14900,14900,▼199,－1.32%,15218,15587,15633,14347,0,N/A
1986/10/06,15098,15098,15098,15098,0.0,0.00%,15357,15662,15591,14330,0,N/A
1986/10/04,15098,15098,15098,15098,▼397,－2.56%,15476,15726,15553,14312,0,N/A
1986/10/02,15496,15496,15496,15496,0.0,0.00%,15595,15761,15515,14294,0,N/A
1986/09/30,15496,15496,15496,15496,▼99,－0.64%,15635,15786,15471,14272,0,N/A
1986/09/29,15595,15595,15595,15595,▼99,－0.63%,15694,15835,15426,14251,0,N/A
1986/09/27,15694,15694,15694,15694,0.0,0.00%,15734,15880,15379,14228,0,N/A
1986/09/26,15694,15694,15694,15694,0.0,0.00%,15760,15935,15331,14205,250,N/A
1986/09/25,15694,15694,15694,15694,▼99,－0.63%,15786,15989,15283,14182,850,N/A
1986/09/24,15794,15794,15794,15794,0.0,0.00%,15812,16044,15235,14159,870,N/A
1986/09/23,15794,15794,15794,15794,▼30,－0.19%,15796,16099,15184,14134,500,N/A
1986/09/22,15824,15824,15824,15824,0.0,0.00%,15716,16128,15136,14107,0,N/A
1986/09/20,15824,15824,15824,15824,0.0,0.00%,15631,16157,15087,14078,0,N/A
1986/09/17,15824,15824,15824,15824,▲109,＋0.70%,15627,16197,15040,14050,0,N/A
1986/09/16,15694,15714,15694,15714,▲318,＋2.06%,15623,16273,14995,14021,450,N/A
1986/09/15,15396,15396,15396,15396,0.0,0.00%,15641,16361,14953,13995,270,N/A
1986/09/13,15804,15804,15396,15396,▼407,－2.58%,15839,16470,14917,13972,1830,N/A
1986/09/12,15992,15992,15804,15804,0.0,0.00%,16038,16579,14883,13949,480,N/A
1986/09/11,15893,15893,15804,15804,0.0,0.00%,16036,16667,14844,13923,250,N/A
1986/09/10,16400,16400,15804,15804,▼586,－3.58%,16074,16721,14796,13899,1200,N/A
1986/09/09,16390,16390,16191,16390,0.0,0.00%,16211,16788,14747,13875,410,N/A
1986/09/08,16390,16390,16390,16390,▲596,＋3.77%,16231,16827,14689,13849,50,N/A
1986/09/06,15794,15794,15794,15794,▼199,－1.24%,16310,16863,14632,13822,0,N/A
1986/09/05,15992,15992,15992,15992,▼497,－3.01%,16509,16928,14584,13801,0,N/A
1986/09/04,16489,16489,16489,16489,0.0,0.00%,16668,16948,14527,13780,0,N/A
1986/09/03,16489,16489,16489,16489,▼298,－1.78%,16747,16909,14468,13751,0,N/A
1986/09/02,16787,16787,16787,16787,0.0,0.00%,16727,16835,14408,13720,0,N/A
1986/09/01,16787,16787,16787,16787,0.0,0.00%,16648,16730,14343,13680,0,N/A
1986/08/30,16787,16787,16787,16787,▼99,－0.59%,16618,16591,14279,13637,0,N/A
1986/08/29,17085,17085,16886,16886,▲497,＋3.03%,16727,16462,14214,13595,680,N/A
1986/08/28,16390,16390,16390,16390,0.0,0.00%,16845,16338,14148,13551,0,N/A
1986/08/27,16638,16638,16390,16390,▼248,－1.49%,17081,16256,14090,13511,1800,N/A
1986/08/26,17284,17284,16638,16638,▼695,－4.01%,17319,16201,14035,13468,1310,N/A
1986/08/25,17333,17333,17333,17333,▼139,－0.80%,17506,16100,13977,13421,1200,N/A
1986/08/23,17462,17472,17383,17472,▼99,－0.57%,17415,15928,13906,13361,8520,N/A
1986/08/22,17681,17681,17572,17572,▼10,－0.06%,17347,15715,13839,13302,290,N/A
1986/08/21,17572,18068,17572,17582,▲10,＋0.06%,17270,15472,13769,13238,1520,N/A
1986/08/20,16876,17572,16876,17572,▲695,＋4.12%,17172,15225,13701,13179,1190,N/A
1986/08/19,16876,16876,16876,16876,▼258,－1.51%,17077,14977,13633,13121,0,N/A
1986/08/18,17135,17135,17135,17135,▼50,－0.29%,16982,14759,13577,13068,200,N/A
1986/08/16,17284,17284,17184,17184,▲89,＋0.52%,16696,14523,13516,13012,520,N/A
1986/08/14,17383,17383,17095,17095,0.0,0.00%,16261,14285,13455,12952,800,N/A
1986/08/13,17095,17095,15794,17095,▲695,＋4.24%,15782,14071,13395,12891,10040,N/A
1986/08/12,16400,16400,16400,16400,▲695,＋4.43%,15164,13857,13335,12832,7990,N/A
1986/08/11,15108,15704,15098,15704,▲695,＋4.63%,14725,13678,13287,12780,3630,N/A
1986/08/09,15009,15009,15009,15009,▲308,＋2.09%,14465,13533,13249,12734,330,N/A
1986/08/08,14006,14701,14006,14701,▲695,＋4.96%,14413,13424,13222,12695,5610,N/A
1986/08/07,14065,14443,14006,14006,▼199,－1.40%,14532,13329,13201,12659,910,N/A
1986/08/06,14204,14204,14204,14204,▼199,－1.38%,14651,13270,13187,12629,100,N/A
1986/08/05,14949,15019,14403,14403,▼348,－2.36%,14592,13200,13171,12597,830,N/A
1986/08/04,15992,15992,14701,14751,▼546,－3.57%,14353,13116,13151,12564,3160,N/A
1986/08/02,15297,15297,15297,15297,▲695,＋4.76%,13946,13022,13121,12530,3310,N/A
1986/08/01,14602,14602,14602,14602,▲695,＋5.00%,13412,12902,13081,12491,1750,N/A
1986/07/31,13906,13906,13906,13906,▲695,＋5.26%,13014,12823,13053,12460,890,N/A
1986/07/30,13012,13211,13012,13211,▲497,＋3.91%,12736,12783,13037,12433,240,N/A
1986/07/29,12764,12764,12714,12714,▲89,＋0.71%,12579,12783,13032,12408,350,N/A
1986/07/28,12615,12635,12615,12625,▲10,＋0.08%,12522,12808,13035,12384,1090,N/A
1986/07/26,12615,12615,12615,12615,▲99,＋0.79%,12559,12847,13040,12358,0,N/A
1986/07/25,12516,12516,12516,12516,▲89,＋0.72%,12599,12887,13045,12331,0,N/A
1986/07/24,12416,12426,12416,12426,0.0,0.00%,12659,12907,13052,12305,480,N/A
1986/07/23,12426,12426,12426,12426,▼387,－3.02%,12736,12931,13060,12279,30,N/A
1986/07/22,12814,12814,12814,12814,0.0,0.00%,12814,12956,13069,12254,0,N/A
1986/07/21,12814,12814,12814,12814,0.0,0.00%,12814,12961,13071,12226,0,N/A
1986/07/19,12814,12814,12814,12814,0.0,0.00%,12814,12966,13072,12197,0,N/A
1986/07/18,12814,12814,12814,12814,0.0,0.00%,12814,12956,13074,12167,30,N/A
1986/07/16,12814,12814,12814,12814,0.0,0.00%,12794,12961,13076,12139,0,N/A
1986/07/15,12814,12814,12814,12814,0.0,0.00%,12808,12966,13077,12110,0,N/A
1986/07/14,12814,12814,12814,12814,0.0,0.00%,12824,12971,13079,12082,0,N/A
1986/07/12,12734,12814,12734,12814,▲99,＋0.78%,12863,12976,13081,12053,590,N/A
1986/07/11,12873,12873,12714,12714,▼169,－1.31%,12923,12981,13082,12025,1100,N/A
1986/07/10,12883,12883,12883,12883,▼10,－0.08%,13022,12991,13084,11998,500,N/A
1986/07/09,12893,12893,12893,12893,▼119,－0.92%,13088,12992,13078,11969,0,N/A
1986/07/08,13012,13012,13012,13012,▼99,－0.76%,13191,13002,13070,11940,0,N/A
1986/07/07,13112,13112,13112,13112,▼99,－0.75%,13271,13007,13060,11911,160,N/A
1986/07/05,13211,13211,13211,13211,0.0,0.00%,13233,13007,13048,11877,0,N/A
1986/07/04,13211,13211,13211,13211,▼199,－1.48%,13173,13017,13038,11841,120,N/A
1986/07/03,13410,13410,13410,13410,0.0,0.00%,13114,13027,13027,11805,200,N/A
1986/07/02,12933,13410,12933,13410,▲487,＋3.77%,13014,13031,13015,11765,350,N/A
1986/07/01,12923,12923,12923,12923,▲10,＋0.08%,12915,13035,13003,11724,0,N/A
1986/06/30,12913,13012,12913,12913,0.0,0.00%,12853,13064,13003,11687,1300,N/A
1986/06/28,12913,12913,12913,12913,0.0,0.00%,12853,13093,13003,11649,0,N/A
1986/06/27,12913,12923,12913,12913,0.0,0.00%,12853,13123,13008,11612,630,N/A
1986/06/26,12913,12913,12695,12913,▲298,＋2.36%,12853,13153,13013,11575,530,N/A
1986/06/25,12615,12615,12615,12615,▼298,－2.31%,12853,13183,13019,11538,80,N/A
1986/06/24,12913,12913,12913,12913,0.0,0.00%,12913,13227,13033,11503,0,N/A
1986/06/23,12913,12913,12913,12913,0.0,0.00%,12913,13252,13034,11466,0,N/A
1986/06/21,12913,12913,12913,12913,0.0,0.00%,12913,13277,13031,11428,0,N/A
1986/06/20,12913,12913,12913,12913,0.0,0.00%,12951,13302,13016,11391,0,N/A
1986/06/19,12913,12913,12913,12913,0.0,0.00%,12991,13317,12996,11354,0,N/A
1986/06/18,12913,12913,12913,12913,0.0,0.00%,13030,13332,12975,11317,0,N/A
1986/06/17,12913,12913,12903,12913,▼189,－1.44%,13130,13347,12953,11281,400,N/A
1986/06/16,13102,13102,13102,13102,▼10,－0.08%,13229,13349,12932,11243,0,N/A
1986/06/14,13112,13112,13112,13112,0.0,0.00%,13306,13340,12901,11206,540,N/A
1986/06/13,13112,13112,13112,13112,▼298,－2.22%,13382,13330,12864,11171,50,N/A
1986/06/12,13410,13410,13410,13410,0.0,0.00%,13459,13320,12817,11135,0,N/A
1986/06/11,13410,13410,13410,13410,▼79,－0.59%,13477,13296,12765,11097,0,N/A
1986/06/10,13489,13489,13489,13489,0.0,0.00%,13497,13271,12707,11056,0,N/A
1986/06/09,13489,13489,13489,13489,▼10,－0.07%,13501,13242,12658,11017,550,N/A
1986/06/07,13499,13499,13499,13499,0.0,0.00%,13505,13214,12608,10978,0,N/A
1986/06/05,13499,13499,13499,13499,▼10,－0.07%,13507,13185,12560,10940,0,N/A
1986/06/04,13509,13509,13509,13509,0.0,0.00%,13489,13156,12508,10901,0,N/A
1986/06/03,13509,13509,13509,13509,0.0,0.00%,13469,13127,12449,10862,150,N/A
