[일시]삼성SDI,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/12/04,215500,217500,212000,214000,▼500,－0.23%,216200,219500,210900,192542,306716,28973978
2017/12/01,213500,217000,211500,214500,▲2500,＋1.18%,217900,219675,210617,192088,240475,28936325
2017/11/30,214000,216500,212000,212000,▼8500,－3.85%,221500,219950,210317,191642,397586,28960864
2017/11/29,220000,224000,219500,220500,▲500,＋0.23%,225000,220600,209992,191196,176946,29024690
2017/11/28,223000,224000,215000,220000,▼2500,－1.12%,226400,220800,209408,190679,279866,29028807
2017/11/27,234000,234000,221500,222500,▼10000,－4.30%,226100,220100,208858,190167,462103,29164789
2017/11/24,228500,233500,228000,232500,▲3000,＋1.31%,224500,219100,208333,189692,230904,29229947
2017/11/23,229500,232500,227000,229500,▲2000,＋0.88%,222000,217225,207642,189125,351764,29210862
2017/11/22,220000,228500,217000,227500,▲9000,＋4.12%,219200,215525,206967,188588,554363,29143542
2017/11/21,215500,218500,214000,218500,▲4000,＋1.86%,217200,214075,206267,188021,150510,28972278
2017/11/20,221000,221000,211500,214500,▼5500,－2.50%,216300,213025,205600,187504,248268,28967013
2017/11/17,219000,224000,217000,220000,▲4500,＋2.09%,215900,212550,204967,187033,326069,28974032
2017/11/16,217500,218000,213500,215500,▼2000,－0.92%,216100,211525,204267,186513,208965,28936544
2017/11/15,210500,217500,209500,217500,▲3500,＋1.64%,217300,210600,203650,186021,299474,28956988
2017/11/14,213000,214500,208000,214000,▲1500,＋0.71%,218000,209625,202967,185508,269646,28892491
2017/11/13,218000,220500,210000,212500,▼8500,－3.85%,219400,209050,202217,184988,318541,28916986
2017/11/10,220500,223000,218500,221000,▼500,－0.23%,220400,208600,201525,184508,131534,28896864
2017/11/09,221500,223000,219500,221500,▲500,＋0.23%,220200,208350,200683,183942,227263,28867031
2017/11/08,219000,223500,216500,221000,0.0,0.00%,220900,208025,199950,183379,221294,28850873
2017/11/07,217000,221000,215000,221000,▲3500,＋1.61%,221600,207825,199283,182813,284111,28855814
2017/11/06,216000,219000,213500,217500,▼2500,－1.14%,218600,207450,198625,182221,267576,28843614
2017/11/03,220500,222000,212500,220000,▼5000,－2.22%,215600,206500,197925,181588,629297,28820553
2017/11/02,226000,227500,221500,225000,▲500,＋0.22%,210600,205500,197250,180938,472515,28867945
2017/11/01,220000,224500,215000,224500,▲18500,＋8.98%,204700,204725,196367,180221,1325337,28821236
2017/10/31,204000,206500,201000,206000,▲3500,＋1.73%,199500,204000,195433,179496,395599,28499418
2017/10/30,197000,203000,195500,202500,▲7500,＋3.85%,197800,204500,194767,178925,381343,28453516
2017/10/27,194500,196500,191000,195000,▼500,－0.26%,198300,204800,194275,178371,345506,28351015
2017/10/26,198500,200500,195000,195500,▼3000,－1.51%,199200,205700,193883,177913,219362,28425874
2017/10/25,197500,199500,195000,198500,▲1000,＋0.51%,199500,206875,193658,177446,235953,28430282
2017/10/24,205000,205000,197000,197500,▼7500,－3.66%,199400,208100,193350,176942,364306,28384423
2017/10/23,201500,205000,201500,205000,▲5500,＋2.76%,200400,209250,193075,176446,301557,28455349
2017/10/20,198000,201500,197000,199500,▲2500,＋1.27%,200100,209725,192617,175888,272371,28417363
2017/10/19,197000,200500,196000,197000,▼1000,－0.51%,203400,210250,192258,175342,311282,28407440
2017/10/18,203000,204500,197000,198000,▼4500,－2.22%,207000,210825,192125,174813,445683,28431289
2017/10/17,205000,207000,199500,202500,▼1000,－0.49%,210800,210925,191942,174279,420210,28447078
2017/10/16,214000,215500,200500,203500,▼12500,－5.79%,213000,210925,191583,173717,771109,28432077
2017/10/13,215000,220000,209500,216000,▲1000,＋0.47%,212000,210375,191208,173163,436917,28368658
2017/10/12,216500,216500,212500,215000,▼2000,－0.92%,208800,209225,190483,172471,277890,28311321
2017/10/11,214500,217000,211500,217000,▲3500,＋1.64%,207700,208100,189842,171813,360825,28272098
2017/10/10,203000,216500,201000,213500,▲15000,＋7.56%,206300,206775,189158,171150,632311,28221308
2017/09/29,199500,201000,192500,198500,▼1500,－0.75%,206800,205750,188550,170517,685843,27999044
2017/09/28,207000,207500,198500,200000,▼9500,－4.53%,208800,205675,188192,170008,677664,28127466
2017/09/27,212000,212000,206000,209500,▼500,－0.24%,211400,205500,187808,169496,210185,28277388
2017/09/26,213500,215000,208500,210000,▼6000,－2.78%,213300,204650,187125,168888,307822,28299529
2017/09/25,210000,217500,209500,216000,▲7500,＋3.60%,215900,203425,186458,168288,284106,28460189
2017/09/22,213000,215000,207000,208500,▼4500,－2.11%,216800,201975,185717,167638,305831,28476274
2017/09/21,215500,217000,210500,213000,▼6000,－2.74%,218000,201100,185042,167038,432374,28413230
2017/09/20,223500,224000,216000,219000,▼4000,－1.79%,217400,200000,184333,166425,333971,28319248
2017/09/19,221000,224500,217000,223000,▲2500,＋1.13%,215300,198500,183617,165729,436289,28298667
2017/09/18,217500,220500,214500,220500,▲6000,＋2.80%,210700,196625,182775,164992,410794,28214412
2017/09/15,208000,215000,207500,214500,▲4500,＋2.14%,207100,194525,181842,164283,400722,28087072
2017/09/14,209000,210000,206000,210000,▲1500,＋0.72%,202700,192625,181000,163625,425707,28070703
2017/09/13,201500,210000,200000,208500,▲8500,＋4.25%,199300,191025,180133,163000,554660,28026991
2017/09/12,204000,204500,199000,200000,▼2500,－1.23%,196100,189525,179258,162379,397674,27871942
2017/09/11,194000,203000,193500,202500,▲10000,＋5.19%,194200,188350,178508,161829,618610,27983947
2017/09/08,193500,196000,191500,192500,▼500,－0.26%,192300,186675,177592,161275,207241,27835194
2017/09/07,192000,196000,192000,193000,▲500,＋0.26%,193200,185600,176917,160804,255968,27828499
2017/09/06,192000,194000,191000,192500,▲2000,＋1.05%,193900,184475,176208,160325,266629,27791568
2017/09/05,193500,194000,189000,190500,▼2500,－1.30%,193900,183725,175517,159833,293888,27771348
2017/09/04,191000,196000,191000,193000,▼4000,－2.03%,192900,183250,174808,159338,349161,27790767
2017/09/01,198000,198000,193000,197000,▲500,＋0.25%,191700,182675,174183,158783,329443,27845420
2017/08/31,194000,197000,191500,196500,▲4000,＋2.08%,190500,181600,173558,158204,412694,27829737
2017/08/30,186500,192500,186500,192500,▲7000,＋3.77%,189400,180750,172967,157650,421849,27717151
2017/08/29,184000,186500,183000,185500,▼1500,－0.80%,188700,179725,172400,157088,319674,27663878
2017/08/28,190500,190500,187000,187000,▼4000,－2.09%,188700,178875,171950,156583,271014,27665067
2017/08/25,192000,193000,188000,191000,0.0,0.00%,187000,177825,171475,156067,278100,27717032
2017/08/24,188500,192000,187500,191000,▲2000,＋1.06%,184100,176925,171050,155550,465563,27651571
2017/08/23,188000,189000,185500,189000,▲3500,＋1.89%,181500,175950,170608,155033,424767,27584967
2017/08/22,179500,186000,179000,185500,▲7000,＋3.92%,179400,175600,170208,154517,464280,27527571
2017/08/21,176500,181500,176000,178500,▲2000,＋1.13%,177600,175325,169775,154013,268510,27452458
2017/08/18,176000,178000,173000,176500,▼1500,－0.84%,175700,175450,169408,153571,240057,27454254
2017/08/17,177500,178500,176000,178000,▼500,－0.28%,174600,175500,169100,153125,156100,27472232
2017/08/16,180000,180500,177500,178500,▲2000,＋1.13%,173100,175500,168758,152683,327605,27475650
2017/08/14,171500,176500,171000,176500,▲7500,＋4.44%,172900,176025,168392,152225,218942,27505386
2017/08/11,167500,170500,166000,169000,▼2000,－1.17%,173800,176550,168050,151788,384140,27446486
2017/08/10,169000,173000,167000,171000,▲500,＋0.29%,176300,177150,167758,151404,311759,27498096
2017/08/09,176500,177500,169500,170500,▼7000,－3.94%,177200,177650,167492,151038,309685,27566539
2017/08/08,181500,183000,176500,177500,▼3500,－1.93%,179000,177750,167200,150663,225402,27638191
2017/08/07,184000,184500,180500,181000,▼500,－0.28%,177900,177700,166808,150217,267294,27658380
2017/08/04,178500,182000,178000,181500,▲6000,＋3.42%,175400,177450,166342,149750,404492,27708531
2017/08/03,180000,180000,173500,175500,▼4000,－2.23%,172300,177225,165817,149288,298824,27661208
2017/08/02,174500,180000,172500,179500,▲7500,＋4.36%,171800,177300,165250,148846,364917,27654760
2017/08/01,168500,173000,166500,172000,▲3500,＋2.08%,170200,177175,164625,148375,248124,27563741
2017/07/31,163500,169500,163500,168500,▲2500,＋1.51%,172200,177000,164075,147958,330394,27510094
2017/07/28,175500,175500,164000,166000,▼7000,－4.05%,174500,177075,163558,147542,781325,27481423
2017/07/27,170000,176000,167000,173000,▲1500,＋0.87%,177500,177350,163083,147146,558227,27526536
2017/07/26,182500,182500,170500,171500,▼10500,－5.77%,178400,177100,162467,146688,482123,27533301
2017/07/25,180000,183500,179000,182000,▲2000,＋1.11%,179700,177050,161942,146221,247297,27527595
2017/07/24,181000,182000,178000,180000,▼1000,－0.55%,181100,176750,161233,145671,213514,27540192
2017/07/21,176500,181000,176500,181000,▲3500,＋1.97%,182500,176375,160533,145108,265384,27575602
2017/07/20,179500,179500,173500,177500,▼500,－0.28%,182500,175550,159817,144517,404126,27527585
2017/07/19,188000,188000,177000,178000,▼11000,－5.82%,183200,174875,159158,143925,644301,27533942
2017/07/18,188000,191500,186000,189000,▲2000,＋1.07%,182100,173875,158425,143338,347937,27674382
2017/07/17,183000,187000,182500,187000,▲6000,＋3.31%,179600,172225,157500,142642,335737,27694444
2017/07/14,181500,184000,179000,181000,0.0,0.00%,177400,170625,156617,142021,263822,27684463
2017/07/13,174000,181500,173500,181000,▲8500,＋4.93%,176600,168950,155850,141463,557722,27628656
2017/07/12,175500,177500,170500,172500,▼4000,－2.27%,175800,167500,155117,140900,257124,27479538
2017/07/11,176000,177000,174000,176500,▲500,＋0.28%,176700,166400,154458,140442,190984,27426769
2017/07/10,178000,179500,174500,176000,▼1000,－0.56%,175100,165125,153783,139942,278213,27439727
2017/07/07,175500,179500,175000,177000,0.0,0.00%,173900,163725,153142,139446,326829,27500284
2017/07/06,177000,179000,174500,177000,0.0,0.00%,172800,162650,152483,138942,388257,27579095
2017/07/05,168000,179000,168000,177000,▲8500,＋5.04%,171000,161775,151825,138433,516326,27616704
2017/07/04,168500,171500,166500,168500,▼1500,－0.88%,169700,160975,151183,137900,263754,27585287
2017/07/03,172000,173000,168500,170000,▼1500,－0.87%,171200,160475,150650,137429,206252,27457794
2017/06/30,165500,171500,165000,171500,▲3500,＋2.08%,171700,159900,150117,136917,257586,27439091
2017/06/29,172500,172500,166000,168000,▼2500,－1.47%,170300,159250,149558,136404,276576,27399171
2017/06/28,173500,175000,169000,170500,▼5500,－3.13%,169500,159125,149033,135888,497289,27396470
2017/06/27,173500,176000,169000,176000,▲3500,＋2.03%,167000,158825,148517,135375,591129,27469298
2017/06/26,166000,172500,165000,172500,▲8000,＋4.86%,163000,158275,147842,134804,607350,27206095
2017/06/23,165000,165000,161500,164500,▲500,＋0.30%,159500,157625,147208,134279,307151,27036404
2017/06/22,159500,164000,158500,164000,▲6000,＋3.80%,156100,157225,146725,133813,541036,26961631
2017/06/21,155500,158000,152000,158000,▲2000,＋1.28%,153700,156925,146250,133350,265175,26757403
2017/06/20,157000,157500,154000,156000,▲1000,＋0.65%,152200,156900,145867,132921,233720,26713987
2017/06/19,148000,156000,148000,155000,▲7500,＋5.08%,151200,156925,145500,132521,375439,26714517
2017/06/16,152500,153000,147000,147500,▼4500,－2.96%,149800,156975,145150,132146,294643,26711949
2017/06/15,149500,153000,149500,152000,▲1500,＋1.00%,151400,157175,144958,131813,172193,26763533
2017/06/14,151500,154000,149500,150500,▼500,－0.33%,152900,157325,144692,131413,295407,26812587
2017/06/13,148500,151500,148000,151000,▲3000,＋2.03%,155000,157450,144442,131008,270689,26775433
2017/06/12,153500,153500,146000,148000,▼7500,－4.82%,156500,157600,144150,130564,599554,26780585
2017/06/09,159500,159500,153500,155500,▼4000,－2.51%,158600,157850,143867,130146,349800,26756816
2017/06/08,161000,161000,157000,159500,▼1500,－0.93%,159200,157575,143383,129653,295417,26702063
2017/06/07,160000,161500,158500,161000,▲2500,＋1.58%,160400,156675,142850,129106,198446,26727819
2017/06/05,157000,160500,157000,158500,0.0,0.00%,161100,155725,142333,128552,178572,26689623
2017/06/02,159500,160000,156500,158500,0.0,0.00%,162400,154750,141775,127987,292916,26617647
2017/06/01,163000,164000,157000,158500,▼7000,－4.23%,162600,153700,141217,127415,400254,26590324
2017/05/31,165000,166500,162500,165500,▲1000,＋0.61%,162200,152650,140658,126843,331999,26560940
2017/05/30,165000,168000,163000,164500,▼500,－0.30%,160700,151175,140050,126224,268216,26550530
2017/05/29,162500,166000,161500,165000,▲5500,＋3.45%,159300,149950,139458,125618,335646,26507495
2017/05/26,157500,160500,156500,159500,▲3000,＋1.92%,157600,148675,138825,125013,267846,26478844
2017/05/25,158500,158500,154000,156500,▼1500,－0.95%,156900,147600,138250,124458,185838,26467800
2017/05/24,158500,159000,157500,158000,▲500,＋0.32%,155900,146675,137733,123917,167218,26483228
2017/05/23,156000,158500,155500,157500,▲1000,＋0.64%,155300,145675,137150,123356,180839,26509494
2017/05/22,156000,157000,154500,156500,▲500,＋0.32%,154400,144500,136608,122795,177297,26511665
2017/05/19,151500,156500,151500,156000,▲4500,＋2.97%,153900,143350,136058,122273,245549,26510437
2017/05/18,152000,153500,150000,151500,▼3500,－2.26%,153300,142250,135525,121753,292024,26457921
2017/05/17,152500,157000,152000,155000,▲2000,＋1.31%,153000,141425,135050,121264,246074,26497658
2017/05/16,154000,156000,152000,153000,▼1000,－0.65%,150300,140525,134583,120751,160127,26501326
2017/05/15,153500,154500,151000,154000,▲1000,＋0.65%,148100,139525,134125,120270,226077,26501902
2017/05/12,149500,155000,149000,153000,▲3000,＋2.00%,145100,138625,133625,119776,421768,26504128
2017/05/11,142500,150000,142000,150000,▲8500,＋6.01%,142000,137850,133158,119291,664511,26419858
2017/05/10,142000,144500,140500,141500,▼500,－0.35%,139500,137225,132758,118809,368405,26355627
2017/05/08,139500,142000,138500,142000,▲3000,＋2.16%,138400,137025,132442,118399,260898,26360528
2017/05/04,137000,140000,137000,139000,▲1500,＋1.09%,138000,136850,132125,117997,151037,26252331
2017/05/02,138500,140000,137500,137500,0.0,0.00%,138100,136725,131842,117618,159035,26228058
2017/04/28,136000,138000,136000,137500,▲1500,＋1.10%,138200,136750,131525,117262,188222,26208528
2017/04/27,141000,141000,136000,136000,▼4000,－2.86%,138300,136775,131208,116906,221109,26180995
2017/04/26,139000,141000,139000,140000,▲500,＋0.36%,138700,136800,130908,116553,223200,26248932
2017/04/25,138000,139500,136500,139500,▲1500,＋1.09%,137500,136775,130500,116169,171537,26203304
2017/04/24,139500,139500,137000,138000,0.0,0.00%,136300,136575,130108,115785,91515,26178109
2017/04/21,137500,139500,136500,138000,0.0,0.00%,135500,136400,129683,115423,129500,26173378
2017/04/20,134000,138500,134000,138000,▲4000,＋2.99%,134900,136275,129217,115059,189405,26161998
2017/04/19,135500,137000,133500,134000,▲500,＋0.37%,134700,136150,128692,114684,171802,26135852
2017/04/18,135000,135000,133500,133500,▼500,－0.37%,134500,136200,128250,114318,102473,26111565
2017/04/17,135000,136500,133000,134000,▼1000,－0.74%,135000,136225,127783,113949,82057,26127073
2017/04/14,137000,137000,134000,135000,▼2000,－1.46%,135700,136225,127425,113602,87771,26115740
2017/04/13,134500,137000,133500,137000,▲4000,＋3.01%,136200,136275,127075,113248,172151,26133172
2017/04/12,136000,136500,132500,133000,▼3000,－2.21%,136300,136225,126683,112878,183071,26099741
2017/04/11,137500,138000,135500,136000,▼1500,－1.09%,137400,136350,126425,112548,101249,26124688
2017/04/10,136500,138500,136000,137500,0.0,0.00%,137500,136225,126100,112194,113622,26131004
2017/04/07,138000,138500,136500,137500,0.0,0.00%,137600,135900,125750,111834,94548,26115458
2017/04/06,137500,138500,136000,137500,▼1000,－0.72%,137700,135350,125400,111458,116142,26100350
2017/04/05,136500,138500,135000,138500,▲2000,＋1.47%,137500,134850,125042,111096,159051,26102814
2017/04/04,138000,138500,135000,136500,▼1500,－1.09%,137700,134425,124617,110731,120727,26085819
2017/04/03,138000,139500,137000,138000,0.0,0.00%,137500,133850,124208,110391,141222,26107105
2017/03/31,138000,138500,136000,138000,▲1500,＋1.10%,136800,133200,123717,110021,192891,26116641
