[일시]남양유업,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2019/01/30,635000,635000,621000,627000,▲6000,＋0.97%,622600,627550,633533,635575,643,160901
2019/01/29,619000,628000,618000,621000,▼4000,－0.64%,622800,627050,633000,635658,407,160737
2019/01/28,617000,626000,616000,625000,▲2000,＋0.32%,621800,627200,632617,635900,549,160739
2019/01/25,614000,630000,614000,623000,▲6000,＋0.97%,620400,628450,632217,636033,1001,160763
2019/01/24,620000,628000,615000,617000,▼11000,－1.75%,619400,629800,632067,636133,888,160340
2019/01/23,620000,629000,615000,628000,▲12000,＋1.95%,618600,631950,632167,636267,934,160449
2019/01/22,616000,625000,616000,616000,▼2000,－0.32%,616600,633400,631950,636325,483,160246
2019/01/21,617000,624000,614000,618000,0.0,0.00%,619200,635600,632150,636517,486,160160
2019/01/18,621000,623000,613000,618000,▲5000,＋0.82%,623000,637900,632450,636617,487,159750
2019/01/17,619000,623000,613000,613000,▼5000,－0.81%,629000,640000,632383,636717,779,159651
2019/01/16,628000,637000,617000,618000,▼11000,－1.75%,635600,642800,632600,636800,922,159557
2019/01/15,647000,649000,629000,629000,▼8000,－1.26%,641600,645450,632783,636800,825,159533
2019/01/14,642000,656000,636000,637000,▼11000,－1.70%,644600,646650,632783,636767,523,159237
2019/01/11,642000,659000,637000,648000,▲2000,＋0.31%,643800,648500,632967,636742,467,159258
2019/01/10,643000,657000,637000,646000,▼2000,－0.31%,640400,649150,632800,636567,543,159203
2019/01/09,640000,670000,639000,648000,▲4000,＋0.62%,633400,649700,632633,636458,927,159138
2019/01/08,642000,651000,632000,644000,▲11000,＋1.74%,627200,649950,632433,636300,483,158792
2019/01/07,637000,642000,627000,633000,▲2000,＋0.32%,623200,650600,632617,636117,543,158687
2019/01/04,615000,637000,615000,631000,▲20000,＋3.27%,626600,651600,633417,636083,738,158576
2019/01/03,617000,619000,607000,611000,▼6000,－0.97%,630400,652200,634300,636117,616,158668
2019/01/02,624000,627000,605000,617000,▼7000,－1.12%,640200,653800,635500,636358,775,158581
2018/12/28,642000,642000,624000,624000,▼26000,－4.00%,648200,655450,636367,636508,730,158829
2018/12/27,637000,650000,630000,650000,0.0,0.00%,655400,656650,636933,636567,958,159076
2018/12/26,660000,660000,639000,650000,▼10000,－1.52%,658200,656550,636983,636383,565,159513
2018/12/24,657000,662000,648000,660000,▲3000,＋0.46%,660200,655750,636950,636250,401,159806
2018/12/21,655000,665000,653000,657000,▼3000,－0.45%,662000,654900,636683,636117,766,159997
2018/12/20,670000,676000,652000,660000,▼4000,－0.60%,664800,654250,636583,636050,657,160174
2018/12/19,660000,673000,653000,664000,▲4000,＋0.61%,663400,653500,636250,635892,678,160316
2018/12/18,670000,679000,649000,660000,▼9000,－1.35%,665400,652650,636000,635767,788,160533
2018/12/17,677000,689000,665000,669000,▼2000,－0.30%,665600,651750,635767,635717,951,160878
2018/12/14,650000,671000,648000,671000,▲18000,＋2.76%,663200,650000,635317,635525,1182,161216
2018/12/13,673000,674000,653000,653000,▼21000,－3.12%,659600,647100,634833,635333,2269,160710
2018/12/12,661000,677000,656000,674000,▲13000,＋1.97%,660400,644400,634533,635333,1222,160683
2018/12/11,649000,669000,649000,661000,▲4000,＋0.61%,656200,640900,633867,635225,708,160596
2018/12/10,643000,658000,641000,657000,▲4000,＋0.61%,652600,637450,633283,635217,901,160742
2018/12/07,657000,661000,644000,653000,▼4000,－0.61%,649800,634300,632767,635367,450,160461
2018/12/06,653000,660000,646000,657000,▲4000,＋0.61%,649200,631250,632433,635550,511,160545
2018/12/05,645000,660000,642000,653000,▲10000,＋1.56%,647400,628250,631867,635683,1187,160332
2018/12/04,644000,649000,639000,643000,0.0,0.00%,646400,624900,631383,635958,1397,160072
2018/12/03,649000,653000,641000,643000,▼7000,－1.08%,644600,622300,631100,636167,761,159867
2018/11/30,648000,650000,640000,650000,▲2000,＋0.31%,644600,619250,630967,636383,684,160021
2018/11/29,648000,650000,637000,648000,0.0,0.00%,643400,616500,630667,636450,749,160012
2018/11/28,634000,648000,624000,648000,▲14000,＋2.21%,642800,614000,630333,636492,827,159988
2018/11/27,643000,643000,630000,634000,▼9000,－1.40%,642600,611650,630067,636558,282,160076
2018/11/26,644000,652000,640000,643000,▼1000,－0.16%,644200,610650,630033,636733,489,160182
2018/11/23,644000,649000,642000,644000,▼1000,－0.16%,642400,609650,629833,636925,550,160495
2018/11/22,647000,650000,630000,645000,▼2000,－0.31%,636200,608200,629633,637092,630,160612
2018/11/21,641000,653000,630000,647000,▲5000,＋0.78%,627000,607350,629450,637325,658,160307
2018/11/20,634000,645000,629000,642000,▲8000,＋1.26%,618400,606800,629233,637550,621,160418
2018/11/19,620000,634000,613000,634000,▲21000,＋3.43%,608400,605400,629183,637833,866,160337
2018/11/16,607000,617000,595000,613000,▲14000,＋2.34%,600400,605000,629300,638183,635,160498
2018/11/15,598000,601000,592000,599000,▼5000,－0.83%,596200,605800,629717,638800,428,160399
2018/11/14,592000,605000,586000,604000,▲12000,＋2.03%,595800,607300,630550,639475,389,160500
2018/11/13,603000,603000,590000,592000,▼2000,－0.34%,592200,609500,631367,640033,293,160423
2018/11/12,592000,603000,589000,594000,▲2000,＋0.34%,592000,611800,632317,640717,379,160521
2018/11/09,592000,607000,592000,592000,▼5000,－0.84%,589600,613900,633200,641417,498,160509
2018/11/08,586000,607000,586000,597000,▲11000,＋1.88%,590200,616100,634117,642208,1051,160360
2018/11/07,588000,597000,586000,586000,▼5000,－0.85%,590400,619000,634783,642908,689,160367
2018/11/06,584000,594000,582000,591000,▲9000,＋1.55%,593400,623750,635683,643742,524,160255
2018/11/05,599000,599000,580000,582000,▼13000,－2.18%,598000,628400,636617,644417,721,160156
2018/11/02,595000,600000,592000,595000,▼3000,－0.50%,606200,633450,637617,645208,691,160190
2018/11/01,602000,606000,598000,598000,▼3000,－0.50%,610200,637150,638317,645933,642,159976
2018/10/31,614000,617000,601000,601000,▼13000,－2.12%,616200,640150,639183,646650,989,159920
2018/10/30,623000,630000,613000,614000,▼9000,－1.44%,623200,642750,639850,647425,989,159596
2018/10/29,621000,626000,615000,623000,▲8000,＋1.30%,623200,644450,640200,647958,721,159488
2018/10/26,625000,632000,606000,615000,▼13000,－2.07%,623800,645500,640367,648267,694,159612
2018/10/25,637000,637000,615000,628000,▼8000,－1.26%,626600,647300,640700,648667,1007,159754
2018/10/24,619000,636000,617000,636000,▲22000,＋3.58%,626800,647900,640883,649008,908,159930
2018/10/23,623000,625000,611000,614000,▼12000,－1.92%,629200,648550,640783,649358,679,159950
2018/10/22,624000,638000,618000,626000,▼3000,－0.48%,634000,650150,641050,649808,527,159921
2018/10/19,627000,636000,617000,629000,0.0,0.00%,636000,650950,641000,650175,1003,159937
2018/10/18,642000,642000,626000,629000,▼19000,－2.93%,637400,651600,640817,650533,621,160081
2018/10/17,639000,648000,638000,648000,▲10000,＋1.57%,642600,651900,640750,650883,360,160392
2018/10/16,637000,641000,631000,638000,▲2000,＋0.31%,649200,651200,640517,651067,709,160369
2018/10/15,631000,639000,629000,636000,0.0,0.00%,658400,650600,640333,651308,486,160555
2018/10/12,674000,674000,632000,636000,▼19000,－2.90%,667800,650100,640283,651592,962,160576
2018/10/11,678000,678000,655000,655000,▼26000,－3.82%,674400,649950,640167,651958,1350,160625
2018/10/10,683000,683000,672000,681000,▼3000,－0.44%,675000,648350,639617,652200,641,161030
2018/10/08,683000,689000,682000,684000,▲1000,＋0.15%,669400,645500,638750,652300,580,161139
2018/10/05,671000,684000,664000,683000,▲14000,＋2.09%,662200,642600,637933,652417,1455,161159
2018/10/04,659000,673000,653000,669000,▲11000,＋1.67%,654400,640200,637217,652542,1203,160980
2018/10/02,647000,660000,647000,658000,▲5000,＋0.77%,650800,638350,636650,652725,510,160737
2018/10/01,643000,657000,642000,653000,▲5000,＋0.77%,647200,636850,636200,652958,732,160743
2018/09/28,650000,650000,641000,648000,▲4000,＋0.62%,646400,635800,635783,653275,635,160927
2018/09/27,643000,654000,643000,644000,▼7000,－1.08%,646000,635000,635550,653683,577,161188
2018/09/21,649000,651000,641000,651000,▲11000,＋1.72%,645600,634350,635550,654075,791,161361
2018/09/20,642000,643000,636000,640000,▼9000,－1.39%,643800,633400,635517,654333,398,161240
2018/09/19,642000,651000,642000,649000,▲3000,＋0.46%,642800,633100,635533,654717,464,161366
2018/09/18,637000,647000,637000,646000,▲4000,＋0.62%,639800,632350,635533,654958,311,161263
2018/09/17,635000,646000,635000,642000,0.0,0.00%,635800,632000,635667,655200,410,161304
2018/09/14,635000,647000,635000,642000,▲7000,＋1.10%,632600,631950,635733,655425,382,161342
2018/09/13,638000,646000,634000,635000,▲1000,＋0.16%,630800,631750,635833,655750,1084,161288
2018/09/12,631000,636000,626000,634000,▲8000,＋1.28%,628400,632450,636133,656075,1959,161116
2018/09/11,626000,631000,625000,626000,0.0,0.00%,626400,633400,636583,656433,288,161082
2018/09/10,627000,635000,626000,626000,▼7000,－1.11%,626400,634550,637150,656892,381,161112
2018/09/07,629000,634000,624000,633000,▲10000,＋1.61%,628200,635600,637967,657350,566,161033
2018/09/06,625000,632000,622000,623000,▼1000,－0.16%,628000,636300,638667,657808,282,160390
2018/09/05,627000,630000,623000,624000,▼2000,－0.32%,629000,637000,639500,658383,469,160366
2018/09/04,634000,637000,626000,626000,▼9000,－1.42%,630600,637800,640533,658917,433,160411
2018/09/03,630000,641000,628000,635000,▲3000,＋0.47%,631800,638850,641233,659517,392,160508
2018/08/31,629000,634000,628000,632000,▲4000,＋0.64%,631000,639200,641800,660025,611,160494
2018/08/30,635000,635000,627000,628000,▼4000,－0.63%,631000,639450,642233,660492,589,160346
2018/08/29,633000,635000,630000,632000,0.0,0.00%,632200,640550,642650,660925,999,160218
2018/08/28,629000,635000,627000,632000,▲1000,＋0.16%,632600,641000,643050,661442,674,160023
2018/08/27,641000,642000,628000,631000,▼1000,－0.16%,634000,641150,643433,661917,647,159726
2018/08/24,633000,640000,626000,632000,▼2000,－0.32%,636000,641250,644017,662383,746,159517
2018/08/23,638000,647000,630000,634000,0.0,0.00%,637200,641400,644550,662833,482,159564
2018/08/22,637000,641000,634000,634000,▼5000,－0.78%,640200,641650,645200,663308,541,159376
2018/08/21,641000,646000,634000,639000,▼2000,－0.31%,644000,641450,645867,663858,343,159198
2018/08/20,645000,645000,635000,641000,▲3000,＋0.47%,646000,641000,646483,664342,202,159169
2018/08/17,642000,642000,634000,638000,▼11000,－1.69%,647200,640100,647067,664792,355,159126
2018/08/16,651000,652000,640000,649000,▼4000,－0.61%,649000,639100,647883,665225,367,159042
2018/08/14,651000,653000,642000,653000,▲4000,＋0.62%,646600,637900,648400,665608,476,159058
2018/08/13,641000,650000,639000,649000,▲2000,＋0.31%,644000,636950,648700,666083,387,158857
2018/08/10,648000,648000,637000,647000,0.0,0.00%,643600,635850,649117,666508,498,158894
2018/08/09,639000,647000,637000,647000,▲10000,＋1.57%,642600,635150,649633,667008,464,160035
2018/08/08,636000,649000,635000,637000,▼3000,－0.47%,640600,634250,650300,667517,378,160009
2018/08/07,639000,645000,637000,640000,▼7000,－1.08%,643200,633500,651033,668108,235,159916
2018/08/06,637000,648000,637000,647000,▲5000,＋0.78%,643400,632950,651800,668525,384,159929
2018/08/03,634000,647000,633000,642000,▲5000,＋0.78%,641000,632350,652217,668950,338,159827
2018/08/02,645000,653000,636000,637000,▼13000,－2.00%,639200,632250,652800,669425,469,159761
2018/08/01,643000,653000,643000,650000,▲9000,＋1.40%,638800,632150,653550,669992,397,159680
2018/07/31,644000,646000,631000,641000,▲6000,＋0.94%,636600,631200,654117,670392,432,159595
2018/07/30,629000,637000,627000,635000,▲2000,＋0.32%,634400,630550,655000,670908,215,159425
2018/07/27,640000,645000,631000,633000,▼2000,－0.31%,633400,630500,655717,671442,198,159396
2018/07/26,647000,647000,635000,635000,▼4000,－0.63%,631400,631050,656167,671983,225,159363
2018/07/25,636000,640000,634000,639000,▲9000,＋1.43%,628000,631750,656633,672525,398,159363
2018/07/24,635000,636000,624000,630000,0.0,0.00%,625200,631850,657133,673092,265,159300
2018/07/23,628000,633000,623000,630000,▲7000,＋1.12%,626000,632800,657933,673658,602,159345
2018/07/20,616000,628000,616000,623000,▲5000,＋0.81%,625400,634000,658567,674208,358,159355
2018/07/19,621000,634000,618000,618000,▼7000,－1.12%,627400,635150,659350,674767,562,158284
2018/07/18,631000,631000,625000,625000,▼9000,－1.42%,629600,636650,660250,675383,274,158230
2018/07/17,623000,637000,623000,634000,▲7000,＋1.12%,629000,638050,661017,675925,301,158287
2018/07/16,627000,632000,621000,627000,▼6000,－0.95%,628000,639400,661617,676358,386,158295
2018/07/13,629000,636000,626000,633000,▲4000,＋0.64%,629600,641050,662283,676808,424,158283
2018/07/12,627000,633000,625000,629000,▲7000,＋1.13%,631000,643150,662900,677242,607,158239
2018/07/11,626000,627000,620000,622000,▼7000,－1.11%,632200,645450,663750,677733,854,158254
2018/07/10,632000,637000,627000,629000,▼6000,－0.94%,634000,648000,664783,678242,815,158084
2018/07/09,640000,644000,631000,635000,▼5000,－0.78%,633800,650850,665850,678683,594,157756
2018/07/06,631000,640000,630000,640000,▲5000,＋0.79%,633600,652500,666900,679050,320,157619
2018/07/05,628000,639000,627000,635000,▲4000,＋0.63%,634400,653950,667867,679400,377,157646
2018/07/04,625000,636000,625000,631000,▲3000,＋0.48%,637200,655100,668800,679817,366,157540
2018/07/03,633000,637000,628000,628000,▼6000,－0.95%,639200,656200,669717,680325,540,157541
2018/07/02,640000,643000,631000,634000,▼10000,－1.55%,643400,657600,670767,680908,662,157490
2018/06/29,653000,653000,639000,644000,▼5000,－0.77%,647400,658650,671817,681458,991,157485
2018/06/28,644000,651000,639000,649000,▲8000,＋1.25%,647800,659750,672600,681950,620,157237
2018/06/27,642000,645000,640000,641000,▼8000,－1.23%,647600,660500,673150,682350,935,157297
2018/06/26,655000,658000,641000,649000,▼5000,－0.76%,650000,662100,673900,682867,622,157350
2018/06/25,642000,655000,639000,654000,▲8000,＋1.24%,652400,663350,674383,683367,756,157494
2018/06/22,643000,648000,640000,646000,▼2000,－0.31%,653600,664450,674733,683708,653,157510
2018/06/21,649000,652000,646000,648000,▼5000,－0.77%,659400,665950,675117,684183,743,157577
2018/06/20,657000,661000,650000,653000,▼8000,－1.21%,664800,667900,675667,684617,743,157613
2018/06/19,657000,668000,652000,661000,▲1000,＋0.15%,668800,669250,676017,684942,1047,157767
2018/06/18,674000,678000,660000,660000,▼15000,－2.22%,673800,669750,676283,685275,848,157792
2018/06/15,669000,677000,657000,675000,0.0,0.00%,675400,670450,676633,685575,1581,157753
2018/06/14,672000,683000,659000,675000,▲2000,＋0.30%,674200,670600,676733,685733,1745,157779
2018/06/12,683000,690000,672000,673000,▼13000,－1.90%,670800,671200,676950,685850,951,157868
2018/06/11,668000,689000,668000,686000,▲18000,＋2.69%,666800,671600,677267,685867,1945,157872
2018/06/08,665000,675000,665000,668000,▼1000,－0.15%,660800,671600,677300,685733,857,157565
2018/06/07,659000,673000,659000,669000,▲11000,＋1.67%,658200,671800,677800,685692,1369,157616
2018/06/05,650000,665000,648000,658000,▲5000,＋0.77%,657600,672200,678250,685750,839,157349
2018/06/04,660000,666000,650000,653000,▼3000,－0.46%,658800,673400,678750,685867,1332,157349
2018/06/01,659000,666000,656000,656000,▲1000,＋0.15%,662800,674950,679200,686108,609,157271
2018/05/31,660000,665000,655000,655000,▼11000,－1.65%,666400,676850,679833,686317,1151,157100
2018/05/30,663000,668000,657000,666000,▲2000,＋0.30%,670600,678000,680400,686533,1131,157363
2018/05/29,673000,675000,662000,664000,▼9000,－1.34%,672600,677700,680750,686775,827,157167
2018/05/28,677000,679000,672000,673000,▼1000,－0.15%,677200,677650,681117,687133,317,157530
2018/05/25,682000,682000,669000,674000,▼2000,－0.30%,678600,677450,681417,687508,595,157476
2018/05/24,670000,680000,670000,676000,0.0,0.00%,678000,677650,681850,687950,676,157486
2018/05/23,680000,681000,668000,676000,▼11000,－1.60%,677600,677250,682200,688100,2450,157545
2018/05/21,675000,689000,672000,687000,▲7000,＋1.03%,678000,676950,682517,688250,900,158164
2018/05/18,668000,680000,668000,680000,▲9000,＋1.34%,678000,676200,682567,688250,675,158468
2018/05/17,676000,685000,669000,671000,▼3000,－0.45%,678200,675750,682817,688450,728,158310
2018/05/16,678000,689000,674000,674000,▼4000,－0.59%,681200,675700,683467,688583,500,158486
2018/05/15,682000,686000,677000,678000,▼9000,－1.31%,680800,675350,683900,688708,408,158568
2018/05/14,681000,693000,681000,687000,▲6000,＋0.88%,680600,674950,684383,688800,771,158671
2018/05/11,682000,691000,679000,681000,▼5000,－0.73%,679600,674600,684733,688942,712,158598
2018/05/10,668000,686000,668000,686000,▲14000,＋2.08%,680200,674750,685183,689108,938,158454
2018/05/09,677000,680000,665000,672000,▼5000,－0.74%,681800,675100,685250,689225,1050,158599
2018/05/08,685000,685000,673000,677000,▼5000,－0.73%,683000,676400,685683,689417,968,158857
2018/05/04,690000,690000,672000,682000,▼2000,－0.29%,679600,677450,686050,689642,1147,158998
2018/05/03,695000,697000,682000,684000,▼10000,－1.44%,675800,677900,686433,689758,825,159135
2018/05/02,679000,707000,679000,694000,▲16000,＋2.36%,672800,678000,686667,689892,2602,159143
2018/04/30,660000,678000,660000,678000,▲18000,＋2.73%,669600,677850,686817,689950,971,158863
2018/04/27,661000,667000,660000,660000,▼3000,－0.45%,667600,678800,687167,690050,1416,159564
2018/04/26,668000,674000,663000,663000,▼6000,－0.90%,669600,680350,687800,690192,661,159596
2018/04/25,680000,680000,669000,669000,▼9000,－1.33%,671400,681300,688417,690258,694,159728
2018/04/24,668000,679000,662000,678000,▲10000,＋1.50%,671800,682150,689050,690150,2335,159789
2018/04/23,672000,675000,665000,668000,▼2000,－0.30%,670200,682150,689383,690000,1863,159820
2018/04/20,672000,672000,669000,670000,▼2000,－0.30%,670000,682500,689850,689983,1000,161204
2018/04/19,669000,678000,666000,672000,▲1000,＋0.15%,670000,682450,690183,689933,1187,161749
2018/04/18,668000,681000,668000,671000,▲1000,＋0.15%,671600,682900,690517,689775,602,162400
2018/04/17,669000,670000,663000,670000,▲3000,＋0.45%,674200,683050,690833,689633,478,162395
2018/04/16,670000,674000,667000,667000,▼3000,－0.45%,678800,683400,691100,689492,341,162599
2018/04/13,676000,680000,667000,670000,▼10000,－1.47%,685000,684100,691333,689442,1293,162662
2018/04/12,683000,688000,677000,680000,▼4000,－0.58%,690600,684650,691583,689317,962,162745
2018/04/11,686000,688000,680000,684000,▼9000,－1.30%,692800,685050,691717,689067,801,162929
2018/04/10,693000,700000,687000,693000,▼5000,－0.72%,693200,685450,691700,688792,717,163017
2018/04/09,694000,700000,686000,698000,0.0,0.00%,692800,685200,691517,688367,507,162948
2018/04/06,692000,699000,689000,698000,▲7000,＋1.01%,692600,685200,691200,687900,527,162942
2018/04/05,686000,700000,686000,691000,▲5000,＋0.73%,691200,685100,690933,687433,615,162989
2018/04/04,685000,694000,682000,686000,▼5000,－0.72%,689400,684950,690833,687058,937,162882
2018/04/03,693000,698000,690000,691000,▼6000,－0.86%,689400,684650,690933,686817,746,163296
2018/04/02,686000,701000,681000,697000,▲6000,＋0.87%,686800,684800,691050,686608,939,163725
2018/03/30,687000,693000,684000,691000,▲9000,＋1.32%,682400,684400,691100,686442,396,163717
2018/03/29,683000,689000,675000,682000,▼4000,－0.58%,678000,684200,691300,686275,528,163596
2018/03/28,685000,686000,673000,686000,▲8000,＋1.18%,677800,684400,691550,686067,723,163691
2018/03/27,671000,689000,671000,678000,▲3000,＋0.44%,675400,684650,691833,685767,558,163575
2018/03/26,666000,679000,666000,675000,▲6000,＋0.90%,675200,685750,692350,685550,1032,163485
2018/03/23,673000,681000,669000,669000,▼12000,－1.76%,676400,686850,692683,685342,769,163297
2018/03/22,673000,686000,673000,681000,▲7000,＋1.04%,678800,688150,693250,685158,475,163470
2018/03/21,675000,681000,673000,674000,▼3000,－0.44%,680200,688600,693567,684917,495,163446
2018/03/20,677000,686000,677000,677000,▼4000,－0.59%,683800,689650,693867,684717,552,163613
2018/03/19,687000,687000,679000,681000,0.0,0.00%,686000,691300,694267,684467,604,163583
2018/03/16,687000,691000,681000,681000,▼7000,－1.02%,689400,692250,694517,684208,883,163757
2018/03/15,689000,694000,686000,688000,▼4000,－0.58%,692400,693550,694733,684000,763,163777
2018/03/14,685000,695000,685000,692000,▲4000,＋0.58%,692400,694550,694750,683708,801,163877
2018/03/13,691000,696000,688000,688000,▼10000,－1.43%,690000,695350,694467,683442,786,163635
2018/03/12,696000,701000,689000,698000,▲2000,＋0.29%,691200,695450,694167,683192,662,163572
2018/03/09,683000,703000,683000,696000,▲8000,＋1.16%,689400,695450,693583,682892,1039,163419
2018/03/08,677000,688000,675000,688000,▲8000,＋1.18%,687600,695600,693250,682633,1032,163210
2018/03/07,688000,694000,679000,680000,▼14000,－2.02%,687200,696450,692983,682483,916,163099
2018/03/06,685000,694000,683000,694000,▲5000,＋0.73%,689400,697350,693017,682542,814,162679
2018/03/05,683000,692000,682000,689000,▲2000,＋0.29%,690600,697800,692800,682458,666,162254
2018/03/02,680000,692000,679000,687000,▲1000,＋0.15%,692200,698300,692667,682358,980,161995
2018/02/28,686000,691000,684000,686000,▼5000,－0.72%,693800,698850,692800,682300,701,161550
2018/02/27,694000,700000,688000,691000,▼9000,－1.29%,694600,699550,693150,682300,701,161351
2018/02/26,693000,700000,688000,700000,▲3000,＋0.43%,695400,700350,693600,682233,508,161457
2018/02/23,699000,699000,687000,697000,▲2000,＋0.29%,697400,700250,694050,682067,665,161438
2018/02/22,690000,697000,681000,695000,▲5000,＋0.72%,698000,700200,694000,681967,351,161517
2018/02/21,693000,703000,689000,690000,▼5000,－0.72%,700400,699950,693983,681908,714,161566
2018/02/20,706000,710000,695000,695000,▼15000,－2.11%,704000,700050,693933,681908,624,161857
2018/02/19,709000,712000,696000,710000,▲10000,＋1.43%,706600,699800,694083,681883,701,162145
2018/02/14,709000,714000,696000,700000,▼7000,－0.99%,702600,698600,693700,681742,665,162015
2018/02/13,706000,714000,698000,707000,▼1000,－0.14%,702200,697650,693517,681717,778,161912
2018/02/12,708000,714000,698000,708000,0.0,0.00%,700600,696550,693217,681725,1052,161987
2018/02/09,681000,710000,681000,708000,▲18000,＋2.61%,700000,695550,693150,681817,3182,162014
2018/02/08,698000,698000,686000,690000,▼8000,－1.15%,698000,694300,693033,681975,1250,161283
2018/02/07,696000,699000,689000,698000,▼1000,－0.14%,700600,693900,693200,682283,1192,161388
2018/02/06,699000,704000,687000,699000,▼6000,－0.85%,700800,692950,693150,682467,972,160914
2018/02/05,700000,731000,681000,705000,▲7000,＋1.00%,700600,692100,693233,682617,2901,161139
2018/02/02,698000,703000,695000,698000,▼5000,－0.71%,699600,691100,693083,682767,587,159026
2018/02/01,700000,704000,694000,703000,▲4000,＋0.57%,701400,690800,693117,683008,825,159102
2018/01/31,701000,705000,676000,699000,▲1000,＋0.14%,700400,690550,693083,683292,1193,158918
2018/01/30,700000,710000,697000,698000,▼2000,－0.29%,699800,690600,692933,683525,672,158842
2018/01/29,709000,713000,700000,700000,▼7000,－0.99%,698200,690850,692583,683800,711,158838
2018/01/26,696000,707000,696000,707000,▲9000,＋1.29%,696600,690700,692100,684067,1877,158988
2018/01/25,695000,702000,695000,698000,▲2000,＋0.29%,693200,690500,691250,684400,989,158379
2018/01/24,688000,699000,688000,696000,▲6000,＋0.87%,690800,691050,690617,684767,806,158133
2018/01/23,688000,700000,685000,690000,▼2000,－0.29%,687800,691000,690117,685125,808,158046
2018/01/22,687000,692000,683000,692000,▲2000,＋0.29%,686800,691650,689683,685475,538,157932
2018/01/19,681000,694000,681000,690000,▲4000,＋0.58%,686000,692050,689033,685767,804,157996
2018/01/18,677000,686000,676000,686000,▲5000,＋0.73%,684600,692150,688433,686083,923,156688
2018/01/17,685000,691000,678000,681000,▼4000,－0.58%,683800,692900,687883,686492,1075,156165
2018/01/16,689000,694000,680000,685000,▼3000,－0.44%,683400,693650,687550,686925,961,155859
2018/01/15,685000,690000,682000,688000,▲5000,＋0.73%,682800,694100,687050,687175,477,155590
2018/01/12,683000,696000,683000,683000,▲1000,＋0.15%,682200,694150,686417,687417,733,155658
2018/01/11,688000,688000,675000,682000,▲3000,＋0.44%,684000,693750,685883,687725,692,155738
2018/01/10,682000,688000,678000,679000,▼3000,－0.44%,687200,693150,685217,688000,1185,155672
2018/01/09,684000,690000,679000,682000,▼3000,－0.44%,691400,692350,684600,688367,651,155670
2018/01/08,700000,700000,683000,685000,▼7000,－1.01%,695600,692050,683933,688758,595,155600
2018/01/05,708000,708000,691000,692000,▼6000,－0.86%,698000,691400,683283,689242,549,155655
2018/01/04,701000,706000,694000,698000,▼2000,－0.29%,700200,690900,682700,689767,712,155678
2018/01/03,701000,704000,696000,700000,▼3000,－0.43%,702400,690050,682167,690192,994,155699
2018/01/02,697000,712000,695000,703000,▲6000,＋0.86%,701400,689100,681783,690633,770,155285
2017/12/28,697000,705000,697000,697000,▼6000,－0.85%,701400,688700,681250,691117,451,154887
2017/12/27,702000,710000,694000,703000,▼6000,－0.85%,702000,689200,680583,691633,823,154759
2017/12/26,700000,709000,697000,709000,▲14000,＋2.01%,699800,689950,679700,692150,1029,154907
2017/12/22,703000,707000,693000,695000,▼8000,－1.14%,698200,690850,678750,692592,749,154863
2017/12/21,690000,706000,685000,703000,▲3000,＋0.43%,698400,690800,678000,693267,1252,154748
2017/12/20,690000,702000,689000,700000,▲8000,＋1.16%,696600,690350,677067,693750,550,154909
2017/12/19,703000,704000,684000,692000,▼9000,－1.28%,694400,689700,676267,694367,890,155006
2017/12/18,690000,703000,689000,701000,▲5000,＋0.72%,691000,690300,675567,695033,558,155195
2017/12/15,700000,703000,688000,696000,▲2000,＋0.29%,684800,689600,674667,695650,626,155141
2017/12/14,689000,710000,685000,694000,▲5000,＋0.73%,678200,689250,673900,696350,2874,155284
2017/12/13,668000,690000,668000,689000,▲14000,＋2.07%,674600,689000,673267,697117,1215,155463
2017/12/12,679000,679000,666000,675000,▲5000,＋0.75%,671200,689750,672667,698067,619,155453
2017/12/11,663000,670000,660000,670000,▲7000,＋1.06%,672600,691050,672417,699142,510,155704
2017/12/08,670000,675000,663000,663000,▼13000,－1.92%,674800,692550,672217,700200,874,155936
2017/12/07,675000,678000,665000,676000,▲4000,＋0.60%,678400,694150,672200,701342,1129,156397
2017/12/06,682000,684000,671000,672000,▼10000,－1.47%,682200,695550,672017,702400,1646,156747
2017/12/05,681000,692000,675000,682000,▲1000,＋0.15%,689200,696750,671983,703542,1242,157307
2017/12/04,690000,692000,681000,681000,0.0,0.00%,696400,697650,672067,704617,580,157193
2017/12/01,695000,696000,681000,681000,▼14000,－2.01%,705600,698650,672117,705708,1165,157215
2017/11/30,717000,717000,693000,695000,▼12000,－1.70%,708200,699100,672050,706758,1333,157388
2017/11/29,716000,718000,698000,707000,▼11000,－1.53%,708000,698200,671800,707650,1398,157913
2017/11/28,727000,728000,718000,718000,▼9000,－1.24%,704000,696400,671450,708508,983,158104
2017/11/27,714000,729000,713000,727000,▲33000,＋4.76%,701200,693300,670867,709258,4530,158231
2017/11/24,699000,700000,691000,694000,0.0,0.00%,693200,689950,670083,710067,729,157543
2017/11/23,684000,695000,682000,694000,▲7000,＋1.02%,692200,688550,669933,711042,807,157888
2017/11/22,696000,701000,684000,687000,▼17000,－2.41%,691200,687050,669833,712050,1197,157794
2017/11/21,688000,708000,683000,704000,▲17000,＋2.47%,694600,685350,669883,713117,1263,157697
2017/11/20,683000,698000,683000,687000,▼2000,－0.29%,694000,682850,669683,714133,525,157960
