[일시]남양유업,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2005/06/13,438000,438000,433000,435000,▼3000,－0.68%,437500,424325,443883,412575,316,243676
2005/06/10,458000,458000,438000,438000,▼6500,－1.46%,436000,423275,444925,411808,186,243741
2005/06/09,435000,445000,435000,444500,▲4500,＋1.02%,433900,422050,445792,410967,1294,243844
2005/06/08,430000,448000,425000,440000,▲10000,＋2.33%,430600,421125,446717,410096,748,243654
2005/06/07,427500,430000,425000,430000,▲2500,＋0.58%,428400,420075,447383,409267,887,243346
2005/06/03,427500,428000,425000,427500,0.0,0.00%,427800,419825,447992,408604,488,242736
2005/06/02,430000,430000,425000,427500,▼500,－0.12%,427300,420250,448283,408154,300,242485
2005/06/01,429000,429000,425000,428000,▼1000,－0.23%,425800,420450,448300,407742,294,242385
2005/05/31,427000,429000,427000,429000,▲2000,＋0.47%,424100,420375,448600,407433,169,242295
2005/05/30,426000,434500,426000,427000,▲2000,＋0.47%,422300,420725,448542,407171,188,242293
2005/05/27,411000,434500,411000,425000,▲5000,＋1.19%,420100,420675,448592,406850,3694,242283
2005/05/26,419500,420000,414500,420000,▲500,＋0.12%,417100,420475,448225,406125,277,242038
2005/05/25,419500,419500,410000,419500,▼500,－0.12%,417100,420600,447992,405404,250,242022
2005/05/24,416000,420000,416000,420000,▲4000,＋0.96%,414500,421525,447808,404725,230,241992
2005/05/23,405500,418500,405500,416000,▲6000,＋1.46%,412300,422975,447967,403992,75,241981
2005/05/20,419000,420000,410000,410000,▼10000,－2.38%,411900,423525,447475,403363,506,242019
2005/05/19,416500,420000,414000,420000,▲13500,＋3.32%,412700,424725,447208,402821,240,242013
2005/05/18,419000,420000,406500,406500,▼2500,－0.61%,411400,425125,446692,401950,128,242057
2005/05/17,404000,419500,404000,409000,▼5000,－1.21%,415300,426550,446600,401146,99,242078
2005/05/16,408500,418500,408000,414000,0.0,0.00%,417300,427900,446283,400321,67,242078
2005/05/13,407000,416000,407000,414000,▲500,＋0.12%,419500,429700,445808,399454,81,242068
2005/05/12,420000,420000,413500,413500,▼12500,－2.93%,423900,431100,445342,398588,526,242068
2005/05/11,418000,428000,417000,426000,▲7000,＋1.67%,427500,433825,444883,397725,121,242207
2005/05/10,428000,432000,419000,419000,▼6000,－1.41%,427600,435975,444033,396721,32,242177
2005/05/09,456000,456000,425000,425000,▼11000,－2.52%,431000,438525,443400,395754,124,242177
2005/05/06,435000,437500,422000,436000,▲4500,＋1.04%,431200,440525,442608,394604,39,242205
2005/05/04,416000,433000,416000,431500,▲5000,＋1.17%,428200,442225,441608,393492,30,242200
2005/05/03,427500,434000,426500,426500,▼9500,－2.18%,426400,443825,440817,392325,34,242200
2005/05/02,426000,439000,424000,436000,▲10000,＋2.35%,428700,445625,440108,391204,37,242200
2005/04/29,421000,428000,418500,426000,▲5000,＋1.19%,431300,447325,439492,390104,67,242200
2005/04/28,430000,435000,418000,421000,▼1500,－0.36%,431500,449900,438475,389079,140,242200
2005/04/27,446500,447000,422000,422500,▼15500,－3.54%,434100,452525,437392,388150,143,242200
2005/04/26,449000,449000,436000,438000,▼11000,－2.45%,435200,454775,436167,387208,28,242200
2005/04/25,420500,454000,420500,449000,▲22000,＋5.15%,434600,457025,434692,386058,114,242200
2005/04/22,440000,440000,427000,427000,▼7000,－1.61%,432000,459425,433142,384758,18,242182
2005/04/21,426000,434000,425500,434000,▲6000,＋1.40%,436600,463125,431975,383563,20,242182
2005/04/20,453000,453000,428000,428000,▼7000,－1.61%,438200,465700,430592,382304,160,242179
2005/04/19,439500,446500,433500,435000,▼1000,－0.23%,446200,468625,429300,381154,118,242138
2005/04/18,441500,441500,430000,436000,▼14000,－3.11%,453000,470875,427900,379954,123,242113
2005/04/15,453000,453000,436000,450000,▲8000,＋1.81%,459800,474475,426483,378750,419,242075
2005/04/14,460000,472500,442000,442000,▼26000,－5.56%,462800,477625,424708,377425,517,241959
2005/04/13,486000,486000,467500,468000,▼1000,－0.21%,468400,480400,423092,376192,81,241957
2005/04/12,463000,475000,463000,469000,▼1000,－0.21%,467500,481500,420742,374775,79,241982
2005/04/11,462500,470000,460000,470000,▲5000,＋1.08%,466200,483050,418375,373292,145,242000
2005/04/08,463000,467500,463000,465000,▼5000,－1.06%,466200,483550,415908,371808,110,241939
2005/04/07,455000,470000,455000,470000,▲6500,＋1.40%,468700,483625,413675,370471,110,241903
2005/04/06,453500,469500,448500,463500,▲1000,＋0.22%,469400,482375,411383,369067,149,241906
2005/04/04,463500,465000,461500,462500,▼7500,－1.60%,470200,480625,409375,367717,73,241906
2005/04/01,477500,477500,463000,470000,▼7500,－1.57%,474300,479800,407617,366442,566,241906
2005/03/31,539000,539000,472000,477500,▲4000,＋0.84%,479700,477575,405617,365104,929,242115
2005/03/30,460000,474500,460000,473500,▲6000,＋1.28%,484400,475200,403608,363671,47,242620
2005/03/29,475000,476500,455500,467500,▼15500,－3.21%,486800,471675,401650,362267,496,242620
2005/03/28,490000,494000,482000,483000,▼14000,－2.82%,490600,468600,399550,360921,159,242556
2005/03/25,500000,500000,486500,497000,▼4000,－0.80%,490000,464875,397500,359463,174,242604
2005/03/24,501000,507000,485500,501000,▲15500,＋3.19%,492200,461500,395217,357863,356,242617
2005/03/23,486500,486500,470500,485500,▼1000,－0.21%,494600,455775,392792,356246,72,242639
2005/03/22,470500,494000,466500,486500,▲6500,＋1.35%,497000,451200,390700,354754,246,242659
2005/03/21,530000,538000,478000,480000,▼28000,－5.51%,497700,446325,388575,353308,405,242497
2005/03/18,538000,538000,496000,508000,▼5000,－0.97%,501700,442375,386575,351904,443,242677
2005/03/17,516000,530000,479000,513000,▲15500,＋3.12%,496100,436475,383992,350358,212,242621
2005/03/16,488500,500000,468000,497500,▲7500,＋1.53%,486800,430100,381267,348754,183,242596
2005/03/15,499000,499000,465000,490000,▼10000,－2.00%,476300,424525,378692,347242,127,242569
2005/03/14,461500,500000,461500,500000,▲20000,＋4.17%,464000,419325,376142,345958,238,242556
2005/03/11,477000,483000,460000,480000,▲13500,＋2.89%,453200,413075,373475,344400,475,242545
2005/03/10,445000,481000,438500,466500,▲21500,＋4.83%,442300,408125,371150,343013,780,242609
2005/03/09,418500,485000,418500,445000,▲16500,＋3.85%,435000,403675,369217,341750,319,242518
2005/03/08,447500,447500,425000,428500,▼17500,－3.92%,426600,400225,368025,340650,131,242489
2005/03/07,430000,446000,410500,446000,▲20500,＋4.82%,422100,398000,367183,339671,159,242440
2005/03/04,430000,447000,425000,425500,▼4500,－1.05%,414600,394900,366267,338567,322,242440
2005/03/03,403000,444500,403000,430000,▲27000,＋6.70%,415400,393575,365800,337646,507,242259
2005/03/02,400500,405000,395500,403000,▼3000,－0.74%,406700,390325,365108,336688,190,242115
2005/02/28,408500,415000,396000,406000,▼2500,－0.61%,404900,387975,364025,335938,140,242002
2005/02/25,412500,412500,392000,408500,▼21000,－4.89%,401500,385125,362817,335183,441,241922
2005/02/24,386500,429500,386500,429500,▲43000,＋11.13%,400000,382175,361642,334442,516,241922
2005/02/23,394000,394000,385500,386500,▼7500,－1.90%,392100,378500,360017,333404,94,241772
2005/02/22,385500,394000,384000,394000,▲5000,＋1.29%,391900,377025,359250,332688,117,241772
2005/02/21,401000,401000,388500,389000,▼12000,－2.99%,390300,374875,358433,331938,195,241733
2005/02/18,384500,403000,381000,401000,▲11000,＋2.82%,389700,372950,357208,331242,328,241700
2005/02/17,399500,399500,381500,390000,▲4500,＋1.17%,384500,370450,355692,330475,7854,241644
2005/02/16,377500,390000,377500,385500,▼500,－0.13%,382700,368500,354358,329804,128,246630
2005/02/15,374500,386500,374500,386000,0.0,0.00%,381100,366400,353100,329171,274,246579
2005/02/14,371000,398000,371000,386000,▲11000,＋2.93%,379100,364350,351833,328517,126,246579
2005/02/11,379500,379500,370000,375000,▼6000,－1.57%,378700,361400,350567,327854,173,246528
2005/02/07,377500,391000,371000,381000,▲3500,＋0.93%,380500,359000,349408,327308,702,246567
2005/02/04,371000,379500,368000,377500,▲1500,＋0.40%,384100,356050,348108,326675,241,246370
2005/02/03,383500,384000,373500,376000,▼8000,－2.08%,381600,353725,346600,326071,2103,246222
2005/02/02,398500,398500,384000,384000,0.0,0.00%,377600,351550,345375,325488,98,246212
2005/02/01,380500,389000,380500,384000,▼15000,－3.76%,370600,349500,343833,324925,247,246251
2005/01/31,400000,400000,382000,399000,▲34000,＋9.32%,363700,348150,342300,324229,350,246133
2005/01/28,365500,366000,356000,365000,▲9000,＋2.53%,355100,345700,340717,323438,364,246181
2005/01/27,349000,357000,349000,356000,▲7000,＋2.01%,353500,345300,339683,323179,215,246114
2005/01/26,341000,349000,341000,349000,▼500,－0.14%,352500,345300,338908,322671,404,246053
2005/01/25,354500,354500,346000,349500,▼6500,－1.83%,352800,344925,338250,322263,92,245920
2005/01/24,357000,360000,347000,356000,▼1000,－0.28%,353100,345450,337425,321783,184,245870
2005/01/21,354000,357000,351000,357000,▲6000,＋1.71%,352100,345650,336375,321442,214,245796
2005/01/20,350500,351000,341000,351000,▲500,＋0.14%,349400,345575,335150,321092,218,245731
2005/01/19,340500,351000,340500,350500,▼500,－0.14%,348200,346025,334017,320833,132,245671
2005/01/18,351000,354000,348000,351000,0.0,0.00%,343500,346450,333008,320496,222,245641
2005/01/17,343000,358000,343000,351000,▲7500,＋2.18%,338700,346900,332008,320038,501,245489
2005/01/14,335000,344000,332500,343500,▼1500,－0.43%,332900,347000,331017,319596,321,245141
2005/01/13,326000,345000,325000,345000,▲18000,＋5.50%,330400,347300,330142,319208,505,245141
2005/01/12,327000,329500,327000,327000,0.0,0.00%,327900,347200,329292,318808,139,245141
2005/01/11,319500,335000,318000,327000,▲5000,＋1.55%,331100,347700,328808,318517,219,245141
2005/01/10,326000,328000,321500,322000,▼9000,－2.72%,337100,348350,328208,318250,272,245139
2005/01/07,332500,332500,327000,331000,▼1500,－0.45%,342700,349275,327708,318008,239,245124
2005/01/06,338500,345500,330000,332500,▼10500,－3.06%,347900,350250,327267,317746,349,245118
2005/01/05,351000,355000,343000,343000,▼14000,－3.92%,352600,352300,326750,317467,499,245261
2005/01/04,344500,358500,344000,357000,▲7000,＋2.00%,352300,354050,326058,317083,304,245725
2005/01/03,353000,357000,350000,350000,▼7000,－1.96%,352900,355750,325267,316592,68,245749
2004/12/30,356000,359500,353500,357000,▲1000,＋0.28%,354900,358125,324592,316179,214,245769
2004/12/29,342500,364500,342000,356000,▲14500,＋4.25%,354600,359700,323733,315679,717,245874
2004/12/28,350500,362500,341500,341500,▼18500,－5.14%,355400,358800,322883,315208,397,246041
2004/12/27,360000,360000,355000,360000,0.0,0.00%,358900,358400,322292,314892,309,246111
2004/12/24,350500,360000,350500,360000,▲4500,＋1.27%,358900,357300,321425,314467,402,245831
2004/12/23,360000,360000,355500,355500,▼4500,－1.25%,357500,355900,320508,314063,381,245767
2004/12/22,366000,366000,359500,360000,▲1000,＋0.28%,356300,355150,319700,313638,497,245728
2004/12/21,368500,369500,355500,359000,▼1000,－0.28%,352900,354400,318808,313221,356,245594
2004/12/20,353000,365000,353000,360000,▲7000,＋1.98%,348500,352225,318042,312908,463,245384
2004/12/17,354500,359000,350000,353000,▲3500,＋1.00%,344500,349725,317233,312700,470,245236
2004/12/16,344000,357500,344000,349500,▲6500,＋1.90%,342000,347575,316725,312458,300,245076
2004/12/15,337000,343500,336000,343000,▲6000,＋1.78%,342200,345600,316242,312046,526,245036
2004/12/14,342000,345000,336000,337000,▼3000,－0.88%,348300,343950,315792,311758,529,245006
2004/12/13,337000,345000,335000,340000,▼500,－0.15%,356500,342600,315775,311508,210,245126
2004/12/10,350500,354000,340500,340500,▼10000,－2.85%,366700,340875,315325,311142,410,245036
2004/12/09,369500,384000,350500,350500,▼23000,－6.16%,378100,339000,314875,310788,1700,245036
2004/12/08,378000,387000,370500,373500,▼4500,－1.19%,385700,335825,314283,310417,350,245106
2004/12/07,391000,427500,374000,378000,▼13000,－3.32%,378600,332275,313275,309829,850,245106
2004/12/06,390000,409000,338000,391000,▼6500,－1.64%,369700,327950,312158,309304,1170,245106
2004/12/03,372000,445500,372000,397500,▲9000,＋2.32%,359100,323000,310867,308671,1312,244626
2004/12/02,356500,388500,356500,388500,▲50500,＋14.94%,346000,318325,309492,307992,1513,244306
2004/12/01,333500,350000,333500,338000,▲4500,＋1.35%,336400,314050,308267,307267,280,244306
2004/11/30,344000,344000,321000,333500,▼4500,－1.33%,337800,312625,307850,306975,560,244306
2004/11/29,337500,359000,334000,338000,▲6000,＋1.81%,334200,311425,307550,307096,840,244306
2004/11/26,344000,389000,327000,332000,▼8500,－2.50%,328600,309525,307242,306804,1141,244306
2004/11/25,359500,360000,322500,340500,▼4500,－1.30%,324200,307575,306792,306546,611,244306
2004/11/24,324000,360000,313500,345000,▲29500,＋9.35%,318100,304725,306125,306192,540,244306
2004/11/23,310500,315500,310000,315500,▲5500,＋1.77%,311100,301625,305442,305788,830,244306
2004/11/22,310000,310000,310000,310000,0.0,0.00%,310000,300350,305275,305617,600,244376
2004/11/19,310500,310500,310000,310000,0.0,0.00%,309100,299400,305258,305617,100,243956
2004/11/18,310000,315000,310000,310000,0.0,0.00%,307700,298475,305250,305558,530,243866
2004/11/17,310000,310000,310000,310000,0.0,0.00%,303100,297525,305242,305642,490,243656
2004/11/16,310000,310000,308000,310000,▲4500,＋1.47%,301600,296725,305200,305717,1160,243586
2004/11/15,304000,307000,304000,305500,▲2500,＋0.83%,297900,296125,305142,305675,70,242446
2004/11/12,294000,303000,294000,303000,▲16000,＋5.57%,295200,295400,305208,305604,440,242376
2004/11/11,295000,307000,287000,287000,▼15500,－5.12%,295400,294850,305242,305513,710,242376
2004/11/10,292500,304000,292500,302500,▲11000,＋3.77%,298600,295725,305542,305504,420,242376
2004/11/09,299000,299500,291500,291500,▼500,－0.17%,300000,295675,305600,305329,220,242516
2004/11/08,305000,313500,292000,292000,▼12000,－3.95%,303600,296175,306017,305238,451,242516
2004/11/05,309000,309000,303000,304000,▲1000,＋0.33%,305200,297050,306158,305138,330,242606
2004/11/04,305000,305000,303000,303000,▼6500,－2.10%,303000,297325,306158,305054,80,242746
2004/11/03,303000,315000,303000,309500,0.0,0.00%,299100,297450,306675,305021,280,242746
2004/11/02,309500,310000,302500,309500,▲9500,＋3.17%,293800,297225,306433,304908,401,242636
2004/11/01,284000,310000,284000,300000,▲7000,＋2.39%,289900,297050,306275,304825,600,242706
2004/10/29,283000,293000,283000,293000,▲9500,＋3.35%,288100,297450,306142,304825,200,242356
2004/10/28,283000,283500,283000,283500,▲500,＋0.18%,287800,298050,306508,304883,31,242276
2004/10/27,287000,287000,282000,283000,▼7000,－2.41%,289300,299225,307033,305096,4550,242276
2004/10/26,290000,291500,284500,290000,▼1000,－0.34%,291500,300400,307650,305129,140,242326
2004/10/25,291500,291500,291000,291000,▼500,－0.17%,293100,301550,307983,305075,190,242266
2004/10/22,294500,294500,291500,291500,▲500,＋0.17%,293100,302575,308067,305183,60,242156
2004/10/21,293000,293000,291000,291000,▼3000,－1.02%,293200,304125,308175,305288,282,242156
2004/10/20,300000,300000,294000,294000,▼4000,－1.34%,295900,305600,308275,305396,140,241986
2004/10/19,295500,299500,295000,298000,▲7000,＋2.41%,297400,306700,308325,305488,170,241986
2004/10/18,292000,292000,291000,291000,▼1000,－0.34%,298100,308600,308225,305504,230,241986
2004/10/15,292000,295000,292000,292000,▼12500,－4.11%,301800,309700,308292,305496,310,241896
2004/10/14,301500,304500,301000,304500,▲3000,＋1.00%,305300,310775,308308,305404,511,241896
2004/10/13,305000,305000,301000,301500,0.0,0.00%,305500,311300,308225,305350,1030,241556
2004/10/12,308000,308000,301000,301500,▼8000,－2.58%,306200,311875,308183,305321,520,240676
2004/10/11,309500,309500,309500,309500,0.0,0.00%,307100,312350,308108,305275,290,240536
2004/10/08,305500,310000,305500,309500,▲4000,＋1.31%,306800,312550,307917,305163,280,240496
2004/10/07,309000,309000,305000,305500,▲500,＋0.16%,305900,312825,307767,305083,120,240456
2004/10/06,305000,308000,304000,305000,▼1000,－0.33%,306200,313300,307625,305038,310,240456
2004/10/05,307000,313000,306000,306000,▼2000,－0.65%,306500,313700,307533,304996,180,240426
2004/10/04,309500,309500,306000,308000,▲3000,＋0.98%,307900,314175,307492,304946,170,240426
2004/10/01,306500,306500,305000,305000,▼2000,－0.65%,308600,314750,307508,304838,110,240426
2004/09/30,305500,310000,305500,307000,▲500,＋0.16%,312100,314750,307617,304754,60,240406
2004/09/24,306000,310000,306000,306500,▼6500,－2.08%,314800,314425,307575,304679,140,240406
2004/09/23,311500,313000,308500,313000,▲1500,＋0.48%,316700,314300,307633,304625,60,240406
2004/09/22,327000,327000,311500,311500,▼11000,－3.41%,321300,313925,307775,304533,300,240406
2004/09/21,325000,325000,320000,322500,▲2000,＋0.62%,321600,313800,308167,304429,120,240406
2004/09/20,320000,336000,320000,320500,▲4500,＋1.42%,319800,313150,308192,304242,810,240406
2004/09/17,330000,330000,315500,316000,▼20000,－5.95%,318700,312600,307850,304071,430,240606
2004/09/16,313000,338000,313000,336000,▲23000,＋7.35%,318100,312175,307725,303938,480,240766
2004/09/15,310000,317000,310000,313000,▼500,－0.16%,313100,310700,307242,303638,190,240976
2004/09/14,315000,315000,312000,313500,▼1500,－0.48%,313200,310525,306958,303513,140,240976
2004/09/13,313000,324000,312500,315000,▲2000,＋0.64%,313500,310100,306700,303408,170,240985
2004/09/10,309000,313000,309000,313000,▲2000,＋0.64%,313500,309600,306550,303292,20,240985
2004/09/09,326000,326000,310000,311000,▼2500,－0.80%,313500,309250,306383,303192,640,240985
2004/09/08,315000,320000,312500,313500,▼1500,－0.48%,314400,309525,306450,303108,90,240985
2004/09/07,315000,315000,315000,315000,0.0,0.00%,315600,308875,306475,302988,60,240985
2004/09/06,313000,323000,313000,315000,▲2000,＋0.64%,313600,308325,306492,302854,420,240985
2004/09/03,315500,315500,309000,313000,▼2500,－0.79%,310700,309275,306267,302713,120,240985
2004/09/02,313000,327500,312000,315500,▼4000,－1.25%,308900,308375,306100,302588,130,240985
2004/09/01,314500,338000,308500,319500,▲14500,＋4.75%,306900,307600,306642,302442,5280,240985
2004/08/31,305500,315000,305000,305000,▲4500,＋1.50%,304800,306225,306367,302279,560,240985
2004/08/30,304000,304000,300500,300500,▼3500,－1.15%,305700,306725,306300,302254,50,240725
2004/08/27,308500,308500,303500,304000,▼1500,－0.49%,307500,307450,306258,302267,70,240725
2004/08/26,311500,311500,305500,305500,▼3500,－1.13%,308200,308250,306133,302442,40,240725
2004/08/25,304000,309000,304000,309000,▼500,－0.16%,308400,308475,305958,302546,50,240725
2004/08/24,315000,315000,302500,309500,0.0,0.00%,308500,307825,305975,302629,80,240725
2004/08/23,311000,313500,305000,309500,▲2000,＋0.65%,307600,307250,305867,302717,110,240725
2004/08/20,306500,307500,306500,307500,▲1000,＋0.33%,306700,306625,306042,302796,50,240725
2004/08/19,309000,312000,306500,306500,▼3000,－0.97%,306400,306100,306233,302854,120,240725
2004/08/18,302500,309500,302500,309500,▲4500,＋1.48%,308400,305375,306208,302758,30,240725
2004/08/17,305000,305000,305000,305000,0.0,0.00%,306600,304650,306000,302638,20,240725
2004/08/16,306000,306000,301500,305000,▼1000,－0.33%,306400,304050,305783,302596,70,240725
2004/08/13,311500,311500,305000,306000,▼10500,－3.32%,312200,303775,305467,302554,250,240685
2004/08/12,304000,339000,304000,316500,▲16000,＋5.32%,310000,303425,305058,302504,460,240855
2004/08/11,304000,304000,298500,300500,▼3500,－1.15%,306700,302450,304458,302342,130,240685
2004/08/10,316500,316500,303000,304000,▼30000,－8.98%,305000,302325,304117,302338,190,240685
2004/08/09,286500,335000,286500,334000,▲39000,＋13.22%,307200,302150,303950,302292,270,240685
2004/08/06,309000,309000,295000,295000,▼5000,－1.67%,303400,300300,303367,301996,50,240685
2004/08/05,300000,300000,300000,300000,▲8000,＋2.74%,308400,300525,303383,302025,10,240685
2004/08/04,291500,292000,291500,292000,▼23000,－7.30%,310400,300700,303375,302013,20,240685
2004/08/03,315000,315000,315000,315000,0.0,0.00%,311200,301550,303508,302067,3640,240685
2004/08/02,315000,315000,315000,315000,▼5000,－1.56%,307800,301375,303258,301863,0,240685
2004/07/30,315000,320000,302500,320000,▲10000,＋3.23%,304200,300850,303158,301738,70,240685
2004/07/29,298000,310000,298000,310000,▲14000,＋4.73%,299600,300350,302608,301571,80,240635
2004/07/28,298000,298000,296000,296000,▼2000,－0.67%,296000,300925,302167,301571,30,240575
2004/07/27,295000,298000,295000,298000,▲1000,＋0.34%,295800,302875,302300,301688,20,240575
2004/07/26,297000,297000,297000,297000,0.0,0.00%,294800,304175,302400,301704,0,240565
2004/07/23,297000,297000,297000,297000,▲5000,＋1.71%,295300,304325,302517,301854,90,240565
2004/07/22,290000,294000,290000,292000,▼3000,－1.02%,295700,304900,302650,302004,60,240475
2004/07/21,297500,297500,293000,295000,▲2000,＋0.68%,296700,305650,302783,302196,70,240435
2004/07/20,293000,293500,293000,293000,▼6500,－2.17%,297300,305700,302700,302229,90,240405
2004/07/19,299500,299500,299500,299500,▲500,＋0.17%,298800,305950,302500,302367,10,240335
2004/07/16,300000,300000,295000,299000,▲2000,＋0.67%,298300,306275,302475,302479,30,240335
2004/07/15,295000,297000,295000,297000,▼1000,－0.34%,298400,306475,302458,302529,20,240335
2004/07/14,301500,302000,292500,298000,▼2500,－0.83%,299700,307375,302442,302579,100,240325
2004/07/13,300500,300500,300500,300500,▲3500,＋1.18%,301900,308225,302408,302804,0,240295
2004/07/12,296000,307500,296000,297000,▼2500,－0.83%,304100,309000,302400,302963,130,240295
2004/07/09,304000,304000,299000,299500,▼4000,－1.32%,305600,309225,302450,303129,70,240245
2004/07/08,309000,309000,298500,303500,▼5500,－1.78%,307700,309400,302458,303183,410,240245
2004/07/07,300000,309000,300000,309000,▼2500,－0.80%,311300,311625,302400,303133,70,240215
2004/07/06,313500,313500,311500,311500,▲7000,＋2.30%,316500,311325,302167,303058,20,240215
2004/07/05,304000,304500,304000,304500,▼5500,－1.77%,319000,310800,301892,302921,20,240215
2004/07/02,312000,316500,310000,310000,▼11500,－3.58%,318100,310475,301783,302879,120,240215
2004/07/01,316500,349500,316500,321500,▼13500,－4.03%,317800,309800,301617,302658,260,240215
2004/06/30,307500,340000,307500,335000,▲11000,＋3.40%,314900,308475,301292,302479,740,240215
2004/06/29,302500,324000,302000,324000,▲24000,＋8.00%,307100,307225,300692,302188,190,240215
2004/06/28,300000,302500,300000,300000,▼8500,－2.76%,301900,306175,300292,301988,110,240215
2004/06/25,307000,310000,298000,308500,▲1500,＋0.49%,303100,307175,300292,301971,200,240215
2004/06/24,309500,309500,307000,307000,▲11000,＋3.72%,302000,307700,300150,301758,40,240215
2004/06/23,308500,308500,296000,296000,▼2000,－0.67%,303600,307600,300033,301542,160,240215
2004/06/22,298000,300000,298000,298000,▼8000,－2.61%,307400,307650,300067,301392,190,240065
2004/06/21,295000,306000,295000,306000,▲3000,＋0.99%,311000,307350,300117,301175,120,239915
2004/06/18,315000,315000,303000,303000,▼12000,－3.81%,310100,306350,300033,300883,810,239915
2004/06/17,315000,315000,308000,315000,0.0,0.00%,310100,305275,300000,300617,520,239415
2004/06/16,315000,315500,305000,315000,▼1000,－0.32%,316700,303550,299767,300250,240,239055
2004/06/15,316000,316000,316000,316000,▲14500,＋4.81%,314300,301800,299500,299883,20,238855
2004/06/14,308000,308000,301500,301500,▼1500,－0.50%,311300,300700,299217,299500,370,238855
2004/06/11,315000,339500,303000,303000,▼45000,－12.93%,310600,300575,299158,299238,430,238555
2004/06/10,307500,348000,307500,348000,▲45000,＋14.85%,309300,300225,299075,298963,840,238505
2004/06/09,309000,329000,303000,303000,▲2000,＋0.66%,298700,297800,298242,298275,600,237945
2004/06/08,299500,302000,299500,301000,▲3000,＋1.01%,300100,297650,298192,297954,310,237985
2004/06/07,296500,310000,296500,298000,▲1500,＋0.51%,300500,297600,298208,297638,230,237965
2004/06/04,295000,323000,295000,296500,▲1500,＋0.51%,304900,298150,298275,297346,100,237965
2004/06/03,295000,295000,295000,295000,▼15000,－4.84%,309400,297675,298750,297067,21,237965
2004/06/02,303000,325000,303000,310000,▲7000,＋2.31%,311400,297100,299133,296775,70,237965
2004/06/01,329000,329000,303000,303000,▼17000,－5.31%,308800,296800,299283,296358,261,237965
2004/05/31,304000,324000,304000,320000,▲1000,＋0.31%,306600,296850,299567,296033,150,238205
2004/05/28,297500,319000,297500,319000,▲14000,＋4.59%,299800,296050,299550,295550,890,238125
2004/05/27,297000,305000,297000,305000,▲8000,＋2.69%,292300,295350,299475,295042,260,237775
2004/05/25,292000,297000,292000,297000,▲5000,＋1.71%,287400,295100,299308,294625,100,237535
2004/05/24,291000,305000,286500,292000,▲6000,＋2.10%,284000,294750,299275,294275,151,237435
2004/05/21,281500,286000,281500,286000,▲4500,＋1.60%,284400,294200,299408,293967,100,237315
2004/05/20,281500,281500,281500,281500,▲1000,＋0.36%,287000,294800,299642,293717,50,237235
2004/05/19,299500,299500,280500,280500,▲500,＋0.18%,289900,295625,299950,293513,140,237235
2004/05/18,294000,294000,280000,280000,▼14000,－4.76%,293700,296400,300225,293325,170,237135
2004/05/17,294000,294000,294000,294000,▼5000,－1.67%,297700,297200,300558,293142,170,236985
2004/05/14,299000,299000,299000,299000,▲3000,＋1.01%,298900,297500,300633,292846,100,236815
2004/05/13,296000,296000,296000,296000,▼3500,－1.17%,300900,297550,300625,292513,10,236715
2004/05/12,299500,299500,299500,299500,▼500,－0.17%,299100,297750,300667,292171,1488,236705
2004/05/11,300000,300000,300000,300000,0.0,0.00%,295900,297775,300650,291767,0,236705
2004/05/10,304000,304000,283000,300000,▼9000,－2.91%,296700,297525,300625,291342,700,236705
2004/05/07,300000,309000,300000,309000,▲22000,＋7.67%,297500,297275,300467,290942,530,236125
2004/05/06,287000,287000,287000,287000,▲3500,＋1.23%,296500,296725,300317,290458,0,236125
2004/05/04,302000,302000,283500,283500,▼20500,－6.74%,300100,297375,300533,290158,130,236125
2004/05/03,304000,304000,304000,304000,0.0,0.00%,303400,298300,300975,289925,0,236025
2004/04/30,304000,304000,304000,304000,0.0,0.00%,300600,298050,301075,289567,0,236025
2004/04/29,305000,305000,304000,304000,▼1000,－0.33%,296000,297850,301008,289271,230,236025
2004/04/28,305000,305000,305000,305000,▲5000,＋1.67%,294800,297650,301192,288896,30,235795
2004/04/27,290000,300000,290000,300000,▲10000,＋3.45%,293400,297400,301358,288433,20,235795
2004/04/26,281500,290000,281500,290000,▲9000,＋3.20%,292600,297400,301608,287975,30,235785
2004/04/23,300000,300000,281000,281000,▼17000,－5.70%,293800,297800,301758,287608,40,235785
2004/04/22,298000,298000,298000,298000,0.0,0.00%,297600,298800,302233,287317,0,235785
2004/04/21,298000,298000,298000,298000,▲2000,＋0.68%,298000,298950,302483,286900,10,235785
2004/04/20,296000,296000,296000,296000,0.0,0.00%,298400,299100,302600,286450,0,235785
2004/04/19,296000,296000,296000,296000,▼4000,－1.33%,299200,299350,302717,286033,110,235785
2004/04/16,300000,300000,300000,300000,0.0,0.00%,299000,299500,303200,285592,0,235685
2004/04/14,300000,300000,300000,300000,0.0,0.00%,298000,299450,303525,285117,0,235685
2004/04/13,300000,300000,300000,300000,0.0,0.00%,297600,299350,303808,284617,0,235685
2004/04/12,300000,300000,300000,300000,▲5000,＋1.69%,297600,299250,303908,284142,10,235685
2004/04/09,295000,295000,295000,295000,0.0,0.00%,298000,299150,303867,283658,50,235685
2004/04/08,295000,295000,295000,295000,▼3000,－1.01%,298800,299400,303950,283217,20,235685
2004/04/07,300000,300000,298000,298000,▼2000,－0.67%,299800,299750,303950,282763,280,235685
